RDCM,Radcom Ltd. - Ordinary Shares,NASDAQ
3.40,3.30,3.43,3.30
3.45,3.44,3.45,3.40
3.44,3.30,3.45,3.30
3.37,3.46,3.65,3.36
3.49,3.26,3.50,3.23
3.26,3.31,3.34,3.24
3.25,3.25,3.41,3.24
3.39,3.39,3.39,3.39
3.39,3.39,3.39,3.39
3.26,3.20,3.26,3.20
3.30,3.24,3.30,3.23
3.40,3.40,3.40,3.40
3.40,3.32,3.41,3.32
3.22,3.31,3.31,3.21
3.41,3.82,3.82,3.41
3.24,3.74,3.75,3.24
3.65,4.14,4.49,3.65
4.24,4.14,4.24,3.71
4.14,4.00,4.16,3.94
4.10,4.34,4.34,4.02
4.25,5.24,5.48,4.25
5.50,6.50,6.80,5.45
7.20,6.63,7.35,6.21
6.90,5.98,6.90,5.68
5.90,6.00,6.12,5.90
5.95,5.95,6.17,5.90
5.95,6.18,6.18,5.95
6.04,5.53,6.06,5.34
5.50,5.98,6.10,5.50
5.93,5.85,5.94,5.65
5.76,5.70,6.00,5.56
5.70,5.58,5.80,5.50
5.50,5.60,5.70,5.42
5.44,5.78,5.88,5.43
5.69,5.70,5.75,5.43
5.75,5.58,5.75,5.43
5.50,5.69,5.70,5.42
5.59,5.56,5.75,5.44
5.60,5.52,5.62,5.47
5.51,5.48,5.70,5.44
5.44,5.20,5.44,5.18
5.12,5.24,5.43,5.12
5.29,5.19,5.30,5.12
5.16,5.25,5.32,5.05
5.20,5.08,5.29,4.88
5.01,5.25,5.25,4.84
5.30,5.26,5.30,5.18
5.22,5.50,5.50,5.22
5.37,5.60,5.60,5.30
5.38,5.60,5.60,5.35
5.58,5.54,5.58,5.54
5.54,5.47,5.54,5.36
5.30,5.22,5.34,5.10
5.24,5.28,5.33,5.07
5.35,5.35,5.35,5.25
5.25,5.15,5.25,4.83
5.13,5.21,5.30,4.81
5.15,5.14,5.30,5.14
4.98,5.12,5.20,4.98
5.12,5.12,5.12,5.12
5.21,5.15,5.21,4.93
5.18,5.20,5.40,4.95
5.12,5.24,5.24,5.01
5.11,5.12,5.22,5.01
5.22,5.20,5.31,5.00
5.15,5.07,5.37,5.07
5.07,4.95,5.07,4.80
5.00,4.65,5.19,4.51
4.65,4.57,4.89,4.55
4.65,4.83,5.08,4.65
4.71,5.27,5.32,4.71
5.28,5.22,5.32,5.22
4.72,5.10,5.25,4.72
5.04,5.08,5.25,5.00
5.00,5.06,5.24,5.00
5.12,5.20,5.20,5.12
5.11,4.97,5.20,4.93
5.00,4.83,5.40,4.62
5.05,4.91,5.05,4.90
5.00,4.88,5.06,4.88
4.83,4.75,4.85,4.49
4.75,5.00,5.00,4.56
4.88,5.18,5.40,4.69
5.19,5.15,5.19,4.95
5.07,5.10,5.13,5.05
4.95,4.79,4.95,4.78
4.85,4.94,4.95,4.80
4.80,4.50,4.80,4.12
4.54,4.32,4.58,4.23
4.64,4.45,4.66,4.43
4.49,4.43,4.70,4.38
4.50,4.30,4.50,4.21
4.30,4.10,4.30,4.06
4.15,4.45,4.48,4.00
4.32,4.47,4.50,4.32
4.45,4.45,4.45,4.45
4.40,4.20,4.40,4.13
4.22,4.43,4.45,4.22
4.30,4.35,4.47,4.30
4.49,4.22,4.49,4.22
4.23,4.37,4.88,4.23
4.37,4.37,4.37,4.37
4.40,4.40,4.40,4.40
4.45,4.75,4.75,4.45
4.74,4.67,4.74,4.43
4.43,4.43,4.43,4.43
4.79,4.85,5.24,4.79
4.93,4.85,5.17,4.85
5.03,4.83,5.08,4.80
4.96,4.95,5.08,4.50
5.05,4.82,5.11,4.75
4.96,5.03,5.05,4.49
5.04,4.93,5.08,4.70
4.90,4.60,4.92,4.60
4.59,4.54,4.80,4.45
4.74,4.77,4.78,4.56
4.75,4.86,5.02,4.54
4.92,4.79,4.92,4.69
4.83,4.75,4.83,4.56
4.84,5.09,5.45,4.84
5.19,5.15,5.19,5.00
5.23,4.85,5.23,4.85
4.93,4.84,4.93,4.76
4.98,4.92,5.06,4.76
4.87,4.82,4.87,4.82
4.85,4.83,4.85,4.82
4.81,4.85,4.92,4.81
4.90,5.13,5.20,4.85
5.19,5.01,5.19,5.00
4.90,5.10,5.40,4.89
5.15,5.06,5.15,5.00
5.29,5.13,5.29,5.13
5.28,5.15,5.89,5.00
5.19,5.22,5.23,5.07
5.10,5.30,5.40,5.00
5.38,5.29,5.53,5.16
5.30,5.22,5.30,5.18
5.30,5.23,5.30,5.21
5.30,5.26,5.30,5.26
5.30,5.44,5.44,5.30
5.44,5.25,5.44,5.25
5.45,5.19,5.45,5.10
5.34,5.26,5.34,5.16
5.31,5.28,5.32,5.18
5.16,5.14,5.26,5.07
5.17,5.16,5.17,5.09
5.09,5.15,5.15,5.08
5.10,5.07,5.15,4.95
5.11,5.10,5.11,5.05
5.03,5.15,5.15,5.03
5.15,5.15,5.17,5.05
5.11,5.05,5.11,5.03
5.03,5.20,5.20,5.03
5.09,5.16,5.20,5.09
5.24,5.17,5.34,5.15
5.06,5.12,5.16,5.06
5.05,5.16,5.18,5.03
5.16,5.35,5.36,5.15
5.50,5.84,6.13,5.40
6.00,6.00,6.18,5.55
6.01,5.94,6.05,5.77
5.88,5.79,6.00,5.64
5.64,5.75,5.77,5.64
5.69,5.86,6.00,5.69
5.75,5.77,5.90,5.74
5.76,5.95,5.95,5.64
5.90,6.02,6.20,5.80
6.02,6.07,6.58,6.02
6.00,6.15,6.17,6.00
6.06,5.91,6.08,5.82
5.78,6.02,6.08,5.78
5.94,5.81,6.10,5.81
5.81,5.81,5.81,5.81
5.80,5.87,6.00,5.80
5.89,5.91,5.94,5.85
5.79,5.65,5.79,5.65
5.70,5.79,5.79,5.67
5.79,5.79,5.79,5.69
5.79,5.84,5.85,5.79
5.63,5.80,5.80,5.53
5.53,5.60,5.60,5.53
5.70,5.97,5.98,5.70
5.85,5.97,5.97,5.74
5.90,5.88,6.10,5.78
5.90,5.99,6.02,5.71
6.00,5.89,6.00,5.70
5.97,5.94,6.22,5.94
5.99,6.25,6.26,5.99
6.15,6.18,6.47,6.15
6.48,6.55,7.00,6.39
6.68,6.21,6.68,5.70
6.08,6.15,6.52,6.05
6.49,6.14,6.49,6.00
5.93,6.20,6.20,5.82
6.25,6.49,6.49,6.20
6.45,6.69,6.78,6.44
6.61,6.72,6.72,6.33
6.54,6.61,6.71,6.33
6.62,6.80,6.96,6.60
6.78,6.85,6.96,6.70
6.94,6.74,7.28,6.69
6.70,6.70,6.99,6.70
6.80,7.05,7.05,6.72
7.03,6.75,7.03,6.75
6.66,6.93,6.93,6.61
6.90,6.75,6.90,6.75
6.53,6.44,6.65,6.44
6.58,6.56,6.67,6.55
6.77,6.62,6.82,6.50
6.76,6.59,6.77,6.59
6.64,6.99,7.05,6.64
7.05,6.65,7.05,6.50
6.55,6.61,6.78,6.50
6.64,6.50,6.76,6.48
6.19,5.63,6.48,5.57
5.63,5.67,6.07,5.56
5.76,5.52,5.77,5.52
5.56,5.16,5.57,5.15
5.15,5.35,5.35,4.94
5.24,5.23,5.49,5.13
5.06,5.32,5.50,5.06
5.10,4.96,5.10,4.96
5.01,5.02,5.05,4.95
5.04,4.65,5.04,4.61
4.77,4.90,4.90,4.65
4.97,4.93,4.97,4.77
4.88,4.92,4.93,4.88
4.95,5.00,5.07,4.90
5.45,5.25,5.50,5.07
5.33,5.45,5.45,5.33
5.40,5.33,5.40,5.33
5.33,5.33,5.33,5.33
5.30,5.30,5.32,5.30
5.27,5.12,5.27,5.12
5.10,5.15,5.15,5.01
5.39,5.49,5.50,5.26
5.49,5.50,5.56,5.46
5.50,5.42,5.50,5.41
5.51,5.50,5.52,5.26
5.47,5.48,5.60,5.46
5.31,5.57,5.60,5.31
5.60,5.50,5.60,5.50
5.43,5.51,5.51,5.43
5.52,5.57,5.63,5.52
5.51,5.33,5.51,5.33
5.29,5.22,5.44,5.12
5.19,5.41,5.43,5.19
5.21,5.41,5.43,5.21
5.39,5.26,5.39,5.09
5.09,5.28,5.29,5.09
5.34,5.39,5.45,5.26
5.28,5.26,5.29,5.20
5.10,5.43,5.43,5.10
5.35,5.35,5.35,5.21
5.21,5.35,5.35,5.19
5.22,5.35,5.35,5.21
5.30,5.21,5.30,5.20
5.17,5.31,5.31,5.17
5.23,5.25,5.25,5.23
5.35,5.26,5.35,5.26
5.26,5.27,5.30,5.22
5.21,5.24,5.30,5.21
5.19,5.39,5.39,5.19
5.24,5.25,5.25,5.21
5.30,5.29,5.30,5.20
5.33,5.26,5.65,5.23
5.34,5.30,5.34,5.30
5.40,5.55,5.60,5.40
5.53,6.00,6.08,5.53
5.99,6.14,6.45,5.99
6.25,6.02,6.25,6.02
6.13,6.03,6.13,5.92
5.62,5.90,6.00,5.62
5.87,6.00,6.05,5.87
5.99,5.84,6.08,5.70
5.94,5.88,5.94,5.53
5.51,5.75,5.78,5.51
5.60,5.37,5.60,5.36
5.25,5.30,5.43,4.99
5.45,5.45,5.47,5.30
5.34,5.49,5.49,5.34
5.16,5.26,5.47,5.16
5.50,5.31,5.50,5.31
5.37,5.09,5.48,4.97
5.21,5.41,5.60,5.10
5.40,5.35,5.40,5.33
5.42,5.36,5.58,5.36
5.44,5.43,5.50,5.43
5.20,5.18,5.60,5.13
5.16,5.22,5.47,5.05
5.88,5.86,6.20,5.78
6.00,5.88,6.00,5.72
5.85,5.82,5.90,5.81
5.74,5.79,5.82,5.70
5.77,5.57,5.84,5.07
5.56,5.56,6.00,5.56
5.50,5.51,5.62,5.50
5.52,5.60,5.80,5.52
5.80,5.71,5.80,5.71
5.73,5.77,6.00,5.73
5.83,5.91,6.00,5.77
5.99,5.80,6.00,5.80
5.80,5.85,5.90,5.71
5.82,5.52,5.82,5.52
5.80,5.80,5.82,5.76
5.78,5.81,5.81,5.72
5.82,5.84,5.84,5.76
5.82,5.90,5.90,5.64
5.88,5.86,5.88,5.56
5.86,5.89,5.90,5.86
5.90,5.91,5.99,5.90
5.90,5.90,5.90,5.90
5.89,5.89,5.90,5.89
5.94,5.94,5.99,5.93
5.98,5.85,5.98,5.85
5.90,5.94,5.95,5.86
5.82,5.86,5.89,5.82
5.89,5.90,5.90,5.89
5.90,6.02,6.05,5.90
5.97,5.92,5.97,5.78
5.90,5.90,5.90,5.90
5.80,5.85,5.90,5.76
5.78,5.90,5.93,5.63
5.76,5.60,5.76,5.60
5.47,5.68,5.68,5.47
5.68,5.68,5.68,5.68
5.98,5.82,5.98,5.72
5.80,5.80,5.80,5.80
5.75,5.80,5.80,5.75
5.82,5.79,5.82,5.79
5.65,5.63,5.65,5.61
5.65,5.72,5.72,5.65
5.93,6.04,6.04,5.86
5.75,5.94,5.94,5.75
5.96,5.99,6.01,5.94
5.99,5.79,6.01,5.79
5.85,6.01,6.05,5.85
5.98,6.11,6.15,5.98
6.12,6.15,6.18,6.03
6.19,6.13,6.19,6.10
6.10,6.13,6.20,6.04
6.06,6.14,6.16,6.05
6.15,6.21,6.34,6.15
6.75,8.95,9.00,6.60
8.82,8.50,9.40,8.15
8.44,8.60,9.32,8.32
7.76,8.37,8.50,7.52
8.20,8.90,9.20,8.04
8.74,8.67,8.75,8.45
8.52,8.68,8.91,8.52
8.81,8.80,9.40,8.68
8.50,9.11,9.39,8.47
9.20,9.30,9.45,9.11
9.30,9.30,9.37,8.71
9.21,9.35,9.40,9.08
9.35,9.70,9.70,9.02
9.60,9.90,9.99,9.59
9.90,10.02,10.25,9.82
10.10,10.04,10.19,9.87
10.21,10.65,10.80,10.20
10.70,11.13,11.25,10.61
11.13,11.11,11.29,10.80
11.06,11.06,11.18,11.04
11.10,11.22,11.25,11.02
11.03,11.01,11.17,10.40
10.90,10.89,11.30,10.50
10.72,10.18,11.29,9.95
10.10,9.83,10.36,9.67
9.55,10.26,10.40,9.24
10.45,10.29,10.45,10.03
10.21,10.10,10.47,9.87
10.01,10.59,10.75,9.78
10.45,10.39,10.53,10.20
10.37,10.31,10.49,10.12
10.41,10.92,11.65,10.24
10.81,10.83,11.14,10.06
10.99,10.68,11.16,10.15
10.98,10.81,11.14,10.52
11.18,10.82,11.34,10.37
10.97,10.66,11.01,10.57
10.65,11.01,11.40,10.30
11.13,11.42,11.72,10.55
11.62,11.99,13.12,11.39
11.95,13.15,13.27,11.92
13.19,13.23,13.63,12.28
13.29,12.92,13.30,12.69
12.83,12.13,12.99,12.07
12.06,11.48,12.24,11.10
11.97,11.97,12.24,11.49
11.97,11.18,12.19,10.88
11.18,11.29,11.38,11.01
11.24,11.39,11.50,10.90
11.46,11.24,11.47,11.20
11.17,11.18,11.31,10.68
11.36,10.77,11.37,10.50
10.69,10.89,11.17,10.23
11.06,11.03,11.18,10.73
10.98,11.20,11.20,10.95
11.43,10.78,11.43,10.75
10.75,10.78,10.98,10.53
10.85,10.87,10.98,10.68
10.83,10.81,10.89,10.72
10.75,10.94,11.00,10.65
10.67,10.67,10.96,10.60
10.50,10.56,10.71,9.90
10.51,10.82,11.00,10.51
10.80,10.98,10.98,10.53
10.96,11.12,11.39,10.79
11.50,11.68,12.50,11.13
11.60,10.73,11.82,10.55
10.94,10.78,11.11,10.75
10.82,10.29,10.82,10.02
10.04,9.73,10.25,9.58
9.81,9.78,10.66,9.50
9.74,9.85,9.99,9.54
10.03,10.01,10.20,9.75
9.93,9.85,10.05,9.60
9.90,10.36,10.48,9.80
10.39,10.52,10.75,10.11
10.65,10.39,10.79,9.91
10.33,10.21,10.41,10.06
10.22,10.01,10.44,9.97
9.97,9.95,10.27,9.93
9.70,9.98,9.99,9.70
10.00,9.99,10.07,9.94
9.95,10.00,10.20,9.92
9.97,9.82,9.97,9.70
9.84,9.66,9.84,9.62
9.52,9.76,9.94,9.52
9.79,10.05,10.25,9.75
10.20,10.01,10.20,9.90
10.06,10.04,10.30,9.98
9.98,10.11,10.17,9.96
10.15,9.98,10.18,9.89
9.96,9.93,10.18,9.91
9.96,9.73,10.00,9.65
9.80,9.62,9.81,9.55
9.59,9.65,9.75,9.59
9.67,9.67,9.74,9.65
9.75,9.85,9.89,9.69
9.85,10.17,10.59,9.85
10.00,10.11,10.30,9.94
10.08,10.03,10.49,10.03
10.06,9.82,10.11,9.80
9.75,9.77,9.95,9.62
9.80,9.93,9.94,9.66
10.00,10.09,10.09,9.95
10.15,10.17,10.25,10.10
10.20,9.95,10.28,9.81
10.04,9.85,10.27,9.75
9.86,9.90,9.96,9.80
9.81,9.97,10.04,9.81
10.00,10.00,10.20,9.97
10.04,9.98,10.09,9.94
9.87,10.17,10.19,9.85
10.10,10.15,10.24,10.00
10.18,10.19,10.24,10.05
10.30,10.18,10.30,10.06
10.19,10.15,10.24,10.09
10.16,10.00,10.19,9.92
10.04,10.25,10.59,9.98
10.16,10.19,10.30,10.09
10.22,9.74,10.27,9.63
9.71,9.78,9.88,9.71
9.88,9.79,9.99,9.75
9.82,9.64,9.84,9.62
9.45,9.59,9.79,8.47
9.51,9.59,9.86,9.45
9.51,9.85,9.86,9.30
9.86,9.90,9.92,9.82
9.92,9.98,10.25,9.86
9.92,9.85,9.99,9.49
10.25,10.00,10.79,9.56
10.32,10.09,10.32,9.76
10.37,10.13,10.44,10.10
10.03,10.10,10.14,9.71
10.00,10.08,10.08,9.93
10.07,10.47,10.48,10.04
10.48,10.43,10.53,10.01
10.39,10.48,10.48,10.34
10.36,10.39,10.48,10.36
10.46,10.50,10.50,10.38
10.50,10.84,10.85,10.40
10.58,10.68,10.79,10.58
10.78,10.69,10.80,10.50
10.51,10.75,10.75,10.51
10.75,10.77,10.85,10.69
10.79,10.78,10.80,10.75
10.77,10.75,10.80,10.57
10.74,10.75,10.80,10.66
10.72,10.72,10.80,10.63
10.72,10.75,10.75,10.62
10.75,10.82,10.91,10.72
10.81,10.88,10.93,10.74
10.93,10.87,10.96,10.81
10.82,10.75,10.82,10.71
10.75,10.75,10.79,10.60
10.70,10.74,10.75,10.56
10.75,10.76,10.77,10.68
10.67,10.64,10.71,10.60
10.61,10.84,10.85,10.61
10.85,10.86,11.00,10.70
10.87,10.93,10.95,10.77
10.93,10.83,10.93,10.65
10.84,10.78,11.00,10.67
10.78,10.81,10.86,10.74
10.75,10.84,10.84,10.50
10.75,10.89,10.90,10.70
10.80,10.84,10.96,10.65
10.69,10.59,10.75,10.44
10.64,10.53,10.78,10.50
10.63,10.46,10.69,10.44
10.50,10.47,10.63,10.46
10.50,10.15,10.70,10.07
10.39,9.76,10.39,9.30
9.49,9.77,10.30,9.49
9.90,9.72,9.90,9.35
9.85,9.88,10.08,9.70
9.84,9.85,9.85,9.59
10.22,9.80,10.23,9.78
9.80,9.85,9.99,9.74
9.83,10.09,10.27,9.77
10.45,10.47,10.69,10.27
10.75,10.49,10.75,10.40
9.30,9.85,10.20,8.88
9.43,9.82,10.19,9.43
9.79,10.15,10.30,9.75
10.20,10.29,10.75,10.02
10.36,10.27,10.47,10.00
10.44,9.74,10.44,9.43
9.72,9.67,9.90,9.60
10.00,10.06,10.06,9.43
10.01,10.19,10.33,9.50
10.00,9.96,10.20,9.75
9.81,10.35,10.53,9.76
10.33,10.47,10.52,10.10
10.46,10.21,10.47,10.05
10.04,10.34,10.44,9.99
10.32,10.32,10.46,10.20
9.78,10.34,10.45,9.36
10.03,10.23,10.34,10.00
10.22,10.43,10.47,10.22
10.47,10.50,10.60,10.30
10.59,11.27,11.30,10.30
11.00,11.65,11.70,11.00
11.46,11.49,11.81,11.06
11.20,11.37,11.64,11.20
11.20,11.08,11.35,10.68
10.65,10.89,10.89,10.57
11.07,10.95,11.07,10.84
11.07,10.96,11.07,10.92
10.90,11.00,11.07,10.90
10.99,11.01,11.06,10.99
11.05,11.45,11.45,10.72
11.27,11.05,11.47,10.77
11.12,10.88,11.12,10.86
11.01,10.81,11.01,10.78
10.80,10.83,10.94,10.75
10.85,10.89,10.90,10.64
10.88,10.90,10.96,10.84
10.91,10.84,10.91,10.79
10.83,10.91,10.95,10.81
10.92,10.84,10.92,10.72
10.80,10.53,10.80,10.53
10.85,10.85,10.85,10.54
10.85,11.50,11.90,10.80
11.40,11.45,11.84,11.30
11.40,11.41,11.66,11.22
11.28,11.27,11.56,11.20
11.34,11.32,11.40,11.29
11.23,11.28,11.31,11.11
11.28,10.70,11.39,10.70
10.70,10.75,10.90,10.65
11.00,10.99,11.10,10.70
11.18,11.10,11.18,10.94
11.00,10.95,11.12,10.75
10.91,10.73,10.97,10.41
10.71,10.75,10.83,10.20
10.68,10.58,10.69,10.52
10.53,10.69,10.75,10.39
10.70,10.70,10.74,10.65
10.62,10.67,10.81,10.60
10.64,10.65,10.85,10.50
10.60,10.45,10.70,10.40
10.45,10.52,10.58,10.40
10.51,10.54,10.57,10.40
10.45,10.48,10.59,10.08
10.15,10.25,10.54,9.81
10.16,10.25,10.49,10.16
10.30,9.60,10.31,9.39
9.75,9.72,10.25,9.65
9.77,9.70,9.89,9.02
9.41,9.62,10.06,9.21
9.60,10.66,11.38,9.60
10.62,10.91,11.00,10.59
10.84,10.86,10.95,10.82
10.83,11.20,11.24,10.80
11.28,11.57,11.70,11.22
11.55,11.52,12.05,11.20
10.65,11.54,11.84,10.65
11.58,11.48,11.80,11.17
11.29,11.55,11.67,11.09
11.60,11.52,11.60,11.40
11.53,11.41,11.53,11.25
11.36,11.50,11.51,11.25
11.28,11.34,11.39,11.28
11.28,11.41,11.49,11.11
11.30,11.39,11.40,11.22
11.27,11.28,11.40,11.20
11.35,11.38,11.39,11.21
11.33,11.28,11.38,10.55
11.25,11.25,11.36,11.23
11.16,11.28,11.37,11.11
11.00,11.07,11.27,11.00
11.15,11.30,11.31,11.02
11.22,11.23,11.32,11.12
11.24,11.42,11.53,11.14
11.50,12.29,12.30,11.50
12.30,12.93,12.93,12.15
12.97,12.85,13.50,12.38
12.90,13.26,13.50,12.62
13.26,13.20,13.26,12.10
13.10,12.97,13.24,12.50
12.96,12.80,13.40,12.52
12.80,12.90,12.93,12.66
12.86,12.65,12.86,12.57
12.80,12.26,12.89,12.16
12.40,12.55,12.96,11.80
12.68,12.65,12.85,12.00
12.71,12.77,12.99,12.23
12.54,13.48,13.48,12.52
13.62,14.44,14.54,13.05
14.38,14.40,14.63,13.94
14.60,13.71,14.60,13.59
13.66,13.08,13.80,12.72
13.19,13.40,13.58,13.10
13.75,14.33,14.68,13.27
14.60,14.52,14.65,14.09
14.64,14.93,15.09,14.35
15.50,14.22,15.51,12.78
13.98,14.14,14.97,12.90
13.88,13.68,14.48,13.67
13.40,13.22,14.00,12.21
13.63,13.77,13.80,13.28
13.67,13.68,14.00,13.31
14.00,12.63,14.39,12.21
12.62,11.72,13.05,11.44
11.60,12.84,13.00,11.26
12.49,12.41,12.68,12.29
12.91,12.97,13.46,12.65
12.85,13.62,13.66,12.85
13.70,15.74,16.14,13.70
15.80,16.63,17.60,15.80
16.45,16.49,16.86,16.16
16.50,16.22,16.55,16.14
16.02,15.97,16.32,15.37
15.65,14.96,15.75,14.66
14.85,15.06,15.40,14.32
15.11,15.81,15.88,14.80
15.62,15.84,16.29,15.24
16.09,15.11,16.10,15.08
15.14,15.16,15.51,15.10
15.12,15.13,15.27,14.30
14.89,14.18,15.00,14.00
14.17,14.22,14.64,14.05
14.10,14.20,14.75,13.44
14.04,13.82,14.20,13.38
13.88,13.86,14.12,13.10
14.07,13.78,14.41,13.30
14.00,13.55,14.92,13.35
13.96,13.62,14.00,13.25
13.48,13.53,13.74,12.69
13.52,13.12,13.99,13.00
13.10,12.93,13.40,12.57
12.80,12.89,13.10,12.48
13.07,13.01,13.19,12.78
13.09,13.31,13.43,12.99
13.21,13.13,13.30,13.01
13.15,13.05,13.30,12.56
13.02,13.29,13.34,12.82
13.36,13.15,13.37,13.02
13.26,13.47,13.52,12.90
13.50,14.41,14.60,13.47
14.46,14.28,14.99,13.92
14.45,14.29,14.46,13.90
14.31,13.90,14.31,13.38
13.88,14.03,14.15,13.54
14.00,14.28,14.40,13.85
14.24,14.18,14.35,14.05
13.98,13.59,14.24,13.42
13.45,13.85,13.91,13.33
13.85,13.94,14.20,13.66
13.89,14.52,14.53,13.67
14.45,14.69,15.20,13.05
14.56,14.22,14.74,14.02
14.12,13.72,14.12,13.62
13.68,13.41,13.81,12.98
13.11,13.56,13.70,12.75
13.49,13.29,13.49,12.75
13.34,13.69,13.76,13.11
13.66,13.55,13.99,13.50
13.62,13.77,13.82,13.60
13.72,13.74,13.82,13.41
13.72,13.83,14.00,13.65
13.73,13.77,13.84,13.61
13.77,13.73,13.96,13.64
13.81,13.68,13.89,13.59
13.58,13.75,13.86,13.52
13.77,13.82,13.94,13.75
13.82,13.95,14.00,13.80
13.95,13.84,13.97,13.78
13.89,14.14,14.19,13.80
14.05,14.02,14.23,13.95
14.10,14.35,14.45,14.06
14.25,14.32,14.37,14.08
14.36,14.33,14.52,14.25
14.30,14.30,14.36,14.23
14.31,14.29,14.60,14.11
14.26,14.27,14.39,14.12
14.19,14.15,14.44,14.01
14.15,13.61,14.21,13.41
14.00,13.59,14.00,13.39
13.57,13.41,13.57,13.32
13.40,13.15,13.61,13.04
13.13,13.10,13.23,12.78
13.16,13.08,13.19,12.93
13.07,13.06,13.16,12.98
13.57,13.76,14.20,13.47
13.82,13.15,13.82,13.08
13.21,13.06,13.21,13.00
13.01,12.95,13.10,12.81
13.00,12.50,13.08,12.35
12.50,12.51,12.92,11.68
12.57,12.23,12.57,11.98
12.20,11.82,12.40,11.67
11.60,11.29,11.96,11.11
11.74,11.51,11.75,11.40
11.62,11.82,12.00,11.49
11.77,12.56,12.60,11.74
12.66,12.35,12.66,12.11
12.30,12.34,12.65,12.24
12.40,12.49,12.61,12.19
12.41,12.49,12.50,12.27
12.50,12.45,12.50,12.15
12.36,12.16,12.46,12.08
12.23,12.04,12.23,11.82
11.96,11.72,12.00,11.60
11.70,11.58,11.75,11.42
11.58,11.76,11.78,11.27
11.70,11.61,11.96,11.40
11.67,11.43,11.67,11.34
11.51,11.79,11.80,11.26
11.89,12.10,12.10,11.72
12.10,12.19,12.24,11.91
12.16,12.54,12.55,12.13
12.69,12.94,13.20,12.45
12.99,12.87,12.99,12.58
12.84,12.85,13.00,12.61
12.98,12.81,12.98,12.51
12.37,11.94,12.73,11.52
11.89,11.46,11.89,11.38
11.59,11.39,11.75,11.31
11.51,11.39,11.51,11.16
11.39,11.65,11.78,11.31
11.69,11.69,11.76,11.31
11.69,11.94,11.95,11.51
11.90,12.15,12.15,11.73
12.15,12.16,12.44,12.08
12.22,12.21,12.32,12.08
12.35,12.69,12.79,12.14
12.73,13.07,13.07,12.57
13.02,13.09,13.18,12.99
13.10,13.39,13.40,12.86
13.37,13.46,13.49,12.80
13.52,13.45,13.77,13.37
13.53,13.50,13.84,13.00
13.22,13.49,13.60,13.22
13.53,13.48,13.57,13.26
13.52,13.55,13.71,13.35
13.47,13.68,13.70,13.45
13.73,13.92,14.13,13.48
13.93,14.12,14.28,13.87
14.22,14.09,14.41,13.95
14.09,14.24,14.30,14.00
14.20,14.51,14.69,14.16
14.62,14.35,14.62,14.22
15.30,15.67,15.75,14.83
15.75,16.31,16.62,15.22
16.26,16.67,16.79,16.00
16.56,16.26,16.77,16.13
16.40,16.29,16.40,16.11
16.31,16.23,16.40,16.10
16.30,16.37,16.84,16.27
16.52,16.90,16.94,16.30
16.90,16.97,17.20,16.87
16.99,16.91,17.00,16.79
16.91,16.82,17.00,16.75
16.83,16.88,16.94,16.60
16.94,16.80,17.00,16.59
16.88,16.70,16.89,16.54
16.76,16.84,17.00,16.65
16.82,16.80,16.95,16.73
16.86,16.79,16.88,16.74
16.80,17.96,18.00,16.67
18.18,19.04,19.17,17.89
19.00,19.02,19.14,18.91
19.00,18.96,19.04,18.79
18.95,19.03,19.09,18.85
19.05,19.75,19.84,18.76
19.95,19.97,20.13,19.74
20.11,19.31,20.22,18.94
19.34,18.79,19.39,18.30
18.60,18.90,19.01,18.38
18.69,19.22,19.22,18.69
19.22,19.10,19.30,18.89
18.91,18.72,19.25,18.45
18.62,18.78,18.82,18.62
18.60,18.87,18.93,18.54
19.04,19.19,19.48,18.80
19.20,19.17,19.36,19.09
19.21,20.22,20.23,19.11
20.32,19.61,20.32,19.08
19.51,19.33,19.60,19.14
19.38,20.49,20.90,19.03
20.51,20.40,20.55,20.10
20.45,19.92,20.45,19.87
19.80,19.54,19.86,19.40
19.54,20.42,20.61,19.36
20.60,19.70,20.60,19.55
19.80,19.89,19.94,19.53
19.99,20.25,20.25,19.89
20.22,21.29,21.49,19.87
21.49,21.84,21.91,20.77
22.14,21.89,22.35,21.75
22.05,20.95,22.05,20.89
20.85,20.75,21.05,20.54
20.75,20.40,20.77,20.05
20.30,20.36,20.93,19.96
20.15,20.15,20.30,20.10
20.40,20.10,20.75,20.00
19.90,20.20,20.30,19.50
20.25,20.15,20.25,20.05
20.00,20.20,20.45,20.00
20.50,21.10,21.15,20.10
21.00,20.65,21.00,19.95
20.50,20.55,20.90,20.39
20.40,20.05,20.65,19.95
19.95,19.85,20.65,19.10
19.60,20.30,20.60,19.50
20.55,19.95,20.70,19.50
19.85,17.90,20.05,17.80
17.90,17.65,18.15,17.65
17.65,17.70,18.00,17.50
17.70,18.20,18.30,17.68
18.30,18.25,18.35,18.00
18.00,18.35,18.45,17.86
18.30,18.15,18.75,17.90
18.15,18.55,18.60,18.10
18.60,18.70,18.95,18.40
18.70,18.90,19.10,18.35
18.55,18.75,18.95,18.50
18.65,18.65,18.70,18.50
18.70,19.35,19.40,18.66
19.35,19.90,20.05,19.30
19.50,19.85,19.90,19.50
19.85,19.80,20.05,19.30
19.90,19.75,19.90,19.55
19.80,19.80,20.00,19.40
19.85,19.30,19.90,19.20
19.00,18.85,19.15,18.30
18.70,17.90,18.75,17.60
18.00,17.65,18.00,17.50
17.90,18.50,18.65,17.65
