PVH,PVH Corp. Common Stock,NASDAQ
121.23,121.00,121.58,118.10
121.00,121.13,122.56,118.50
122.24,123.42,123.82,121.12
125.31,124.15,125.90,123.61
124.30,125.01,125.65,124.24
124.54,125.05,126.39,124.24
126.65,126.91,128.58,126.29
126.57,125.58,127.81,125.05
124.31,126.04,126.63,124.09
126.71,126.86,127.28,125.82
127.50,128.28,128.50,127.07
129.00,130.86,130.95,128.55
130.64,131.94,132.07,130.15
133.62,131.48,133.74,130.82
131.43,131.18,132.18,130.07
131.42,130.61,132.04,130.26
130.57,128.04,130.75,127.55
128.57,127.32,128.94,126.89
127.55,129.41,129.68,127.37
129.38,129.65,129.92,128.10
129.46,130.00,130.53,129.46
130.25,130.94,131.06,128.69
131.17,131.20,131.99,130.72
130.92,132.40,133.27,130.48
131.17,132.16,132.26,131.00
132.25,131.96,132.87,131.56
132.36,132.15,133.34,131.38
132.92,131.79,133.66,131.71
133.51,134.39,134.76,133.18
134.10,133.60,134.98,132.31
133.29,133.73,134.57,131.96
134.05,132.51,134.05,131.00
130.44,130.01,132.41,128.72
131.02,129.82,131.36,129.69
129.72,130.03,131.13,129.05
130.05,132.63,133.60,129.56
132.41,131.93,133.36,131.21
131.79,128.58,132.59,128.55
127.58,126.82,128.56,125.95
126.31,127.05,128.01,126.20
126.61,125.82,128.09,125.71
125.91,129.39,130.26,125.62
129.02,130.26,131.19,128.80
130.52,130.87,131.00,129.71
130.89,130.47,131.00,129.12
130.29,129.32,130.72,129.09
127.57,128.01,130.06,127.53
127.82,127.41,128.57,126.63
127.17,128.93,129.45,127.11
129.01,128.75,129.44,127.96
130.41,129.34,130.91,128.60
129.27,130.51,131.10,129.16
130.76,129.30,131.00,128.96
129.90,129.97,130.95,127.63
130.30,132.11,132.29,129.28
127.04,124.66,128.00,122.77
124.44,122.80,124.74,121.15
122.51,123.76,123.83,121.07
124.35,124.45,124.94,123.76
125.53,123.74,125.92,123.51
123.92,122.71,124.57,122.43
122.93,126.44,126.73,122.77
126.53,127.00,128.01,126.39
127.00,125.09,127.03,125.03
123.99,122.57,124.36,121.33
122.25,123.10,124.06,121.41
122.88,119.75,123.23,119.42
120.18,119.81,121.33,119.37
119.56,118.51,119.56,116.91
117.44,118.69,119.27,116.64
118.36,115.21,118.86,115.12
115.17,117.55,117.63,114.52
121.19,122.69,125.79,120.21
122.69,123.95,124.26,121.33
123.06,121.73,123.15,121.52
121.58,117.69,121.85,117.60
117.70,117.97,118.53,115.63
119.38,119.88,120.05,118.77
119.59,118.92,119.99,118.21
118.74,119.04,119.23,117.58
118.91,119.13,119.41,117.44
119.53,120.84,122.35,119.33
120.11,120.20,121.20,119.90
121.05,122.42,122.55,120.66
122.67,123.15,123.19,121.97
123.09,122.95,124.62,122.51
122.51,121.36,122.97,121.02
121.36,119.05,122.39,118.90
119.53,118.55,119.87,118.39
118.55,120.89,121.72,118.32
121.41,123.23,123.34,120.80
123.66,124.75,127.16,123.40
124.40,124.57,125.37,123.52
124.84,124.53,125.71,124.03
125.23,125.68,126.07,124.96
125.54,124.84,125.64,124.68
125.94,126.07,126.54,124.90
126.95,124.64,127.29,124.45
124.46,125.57,125.65,124.41
125.92,126.81,127.11,125.50
126.99,127.19,127.45,125.76
128.32,132.90,133.59,127.49
132.74,133.43,133.83,131.47
133.50,133.05,133.78,131.94
133.57,132.03,134.15,131.47
131.70,131.71,133.06,131.25
132.85,130.71,132.85,130.10
131.32,131.27,131.61,130.82
131.63,132.01,132.99,131.17
132.53,132.80,133.74,131.95
133.20,134.49,135.26,133.00
134.38,134.84,135.43,133.58
134.71,133.92,135.19,133.15
133.67,132.00,133.76,131.26
131.53,131.92,133.35,131.20
132.00,132.11,132.86,130.47
129.78,130.76,131.59,129.78
132.57,130.11,132.72,129.43
130.21,127.43,130.70,127.28
125.72,131.87,134.33,125.72
132.15,130.69,133.91,130.41
130.00,128.00,130.16,127.93
128.39,129.06,129.17,126.97
130.66,130.48,131.42,129.82
130.80,131.41,132.31,130.39
131.07,132.63,132.74,130.00
132.53,130.98,134.65,130.90
131.67,130.88,131.79,130.75
132.00,134.39,134.72,132.00
134.45,134.44,134.95,133.50
134.42,134.97,136.32,134.02
134.79,134.50,135.53,134.06
134.38,134.69,135.09,133.54
134.73,136.02,136.31,134.44
135.76,136.58,137.66,135.49
136.59,137.62,138.94,136.45
137.60,135.35,137.99,135.17
136.12,135.07,136.45,134.36
135.29,132.30,135.57,131.77
133.05,133.02,133.60,131.67
133.00,132.13,133.47,130.98
132.00,129.55,132.70,129.41
129.61,126.50,130.22,126.15
125.99,126.88,127.14,125.27
126.18,125.14,126.30,124.04
125.57,123.80,126.14,123.61
123.88,122.20,124.54,122.08
122.04,122.91,123.45,121.26
122.15,121.39,122.54,120.25
120.59,120.81,122.19,120.55
120.91,121.16,122.23,120.73
121.02,122.23,123.00,120.80
121.07,120.50,122.28,119.81
121.74,121.45,122.39,121.25
119.81,120.87,121.23,119.70
120.64,116.59,120.65,115.63
117.08,116.72,119.03,116.45
116.72,117.15,117.59,114.79
117.34,120.70,121.48,117.04
121.58,121.86,123.77,121.41
121.63,120.78,122.07,119.09
120.80,120.32,121.19,119.06
120.81,117.54,121.58,117.20
117.40,119.46,120.15,116.90
119.00,118.25,119.43,117.87
118.50,117.58,119.33,116.99
117.57,118.20,118.84,117.21
118.07,118.09,118.83,117.16
118.09,121.24,122.63,118.09
122.00,123.18,124.21,121.04
122.99,125.52,127.05,122.98
126.29,125.75,126.79,125.11
125.68,126.21,126.57,125.28
125.99,126.43,126.76,125.41
125.22,125.00,126.11,124.51
126.25,126.34,127.05,126.05
126.36,125.67,126.72,124.99
125.73,125.85,126.36,125.14
126.11,126.30,127.25,125.66
126.30,124.71,126.72,124.16
125.00,122.74,125.20,122.43
122.49,122.04,123.21,121.42
118.95,115.04,119.97,115.02
114.63,115.04,116.75,114.10
115.66,116.33,116.53,114.57
118.29,119.06,120.44,117.76
119.27,118.45,119.73,117.59
117.94,119.12,119.46,117.73
120.07,119.88,120.50,118.52
114.23,119.29,120.46,114.23
119.29,117.25,119.77,116.43
125.06,121.43,125.89,120.73
122.59,123.08,125.25,121.89
124.10,123.81,124.13,122.78
123.87,124.77,125.24,123.18
126.17,125.92,127.17,125.39
125.82,125.73,126.71,125.10
126.46,124.53,126.85,124.12
126.01,124.97,126.47,123.81
124.47,122.57,125.02,122.33
122.50,123.49,123.69,122.22
123.53,125.18,125.45,123.52
125.50,123.69,126.26,123.38
122.69,121.71,123.58,121.64
122.28,122.34,123.25,121.34
122.50,121.95,123.46,120.99
122.93,124.05,124.06,122.30
123.88,122.59,124.65,122.54
122.75,121.39,122.87,121.16
121.72,121.48,122.30,120.49
121.59,121.05,122.67,121.01
121.77,120.95,121.94,120.05
121.46,122.24,122.86,121.19
122.91,124.26,125.38,122.37
124.24,125.43,125.54,123.48
125.45,125.57,125.86,123.78
125.47,126.60,127.04,125.08
126.89,128.22,128.70,126.30
127.43,128.16,128.25,125.84
127.69,126.66,128.22,126.60
127.08,127.38,127.50,124.95
127.58,129.51,130.66,126.83
127.68,130.25,130.45,127.37
130.95,132.88,133.12,130.35
132.97,132.64,133.89,132.05
132.25,131.89,132.97,131.43
131.65,130.60,131.70,129.72
130.97,133.05,133.12,130.56
132.74,133.66,133.72,132.20
133.00,130.51,133.35,130.25
131.06,131.43,131.55,129.92
130.86,131.17,132.20,130.15
131.51,131.48,131.65,130.71
132.07,132.85,132.95,131.67
132.75,130.95,132.75,130.12
131.00,132.03,132.06,130.72
132.04,131.63,132.53,131.16
131.75,131.34,131.91,130.65
131.08,130.33,132.34,130.02
129.85,130.68,130.94,127.88
121.84,120.09,123.39,119.57
120.10,119.68,120.62,119.11
119.68,121.57,122.38,119.56
121.05,120.07,121.51,119.93
120.25,118.55,120.49,118.38
118.41,117.12,118.78,116.58
117.02,116.50,117.48,115.93
116.09,116.60,117.00,115.90
116.27,116.64,116.85,116.01
116.81,117.03,117.56,115.90
117.00,116.17,117.30,115.84
116.23,115.19,116.71,114.81
114.98,114.70,115.35,114.25
114.62,114.04,115.66,113.99
114.57,116.22,116.35,114.12
116.02,116.55,117.54,115.61
116.64,117.50,118.21,116.59
117.23,116.60,117.56,115.71
117.25,117.71,118.08,116.92
117.18,117.88,118.50,117.02
118.31,119.60,119.65,118.14
119.38,117.99,119.62,117.73
117.81,116.69,117.91,116.43
117.29,117.11,117.58,116.60
116.27,114.90,116.54,114.85
114.99,112.17,115.01,111.96
112.73,112.66,114.09,112.30
111.97,111.72,112.94,111.21
112.03,110.32,112.52,110.17
109.96,110.46,111.50,109.50
110.68,110.85,111.14,110.19
110.50,110.17,111.09,110.11
110.44,110.80,111.18,110.19
110.88,111.82,112.03,110.33
112.32,114.07,114.34,112.17
113.62,113.35,114.49,113.15
112.96,113.83,114.60,112.96
113.75,112.30,114.13,112.28
112.94,113.19,113.32,112.05
112.34,110.18,112.65,110.10
110.13,107.99,110.94,107.50
108.00,107.87,108.47,107.35
107.55,109.28,110.10,107.05
108.19,110.47,110.61,108.19
111.29,109.54,111.29,109.41
109.77,114.43,114.54,109.50
114.89,115.15,116.26,114.64
115.11,114.27,116.70,114.17
113.75,112.19,113.75,111.51
112.10,112.66,113.07,112.01
112.90,110.50,112.96,110.00
111.27,112.54,112.84,111.23
112.51,113.65,114.46,112.51
113.48,115.77,115.86,113.26
115.77,114.04,116.00,113.97
114.16,117.58,117.72,114.16
118.00,118.02,118.36,117.04
117.80,118.42,119.29,117.55
117.96,118.26,118.29,116.88
117.50,117.46,117.52,116.27
117.75,116.74,118.00,116.11
116.97,116.33,117.55,115.07
116.93,117.13,117.30,116.03
126.54,128.38,130.00,126.49
126.85,128.06,129.37,126.23
128.00,127.77,128.82,127.04
127.66,126.87,127.94,125.86
126.17,126.55,126.85,125.10
126.38,125.85,126.99,125.44
126.30,126.77,127.00,125.38
126.44,125.98,127.00,125.10
125.51,126.43,126.87,124.23
127.00,126.82,127.77,126.15
127.10,127.16,127.37,126.22
127.89,125.98,127.99,125.61
125.17,123.92,125.48,122.87
123.74,122.81,124.69,122.76
122.78,123.70,123.76,121.81
123.17,122.35,123.70,121.92
123.19,122.98,123.95,122.23
121.87,122.28,123.16,121.78
122.25,121.15,122.79,120.35
121.22,120.24,121.55,119.43
120.20,121.93,122.19,119.40
122.56,121.50,123.56,121.33
121.63,120.12,122.14,120.04
119.79,120.17,120.87,118.96
120.39,120.10,121.46,118.45
120.17,115.46,120.84,115.34
115.46,115.83,116.10,113.26
115.49,113.72,116.05,113.54
114.00,112.49,114.91,112.21
111.08,112.82,113.11,109.44
110.97,111.99,113.87,109.66
112.44,110.75,112.48,110.32
110.19,111.63,111.80,109.29
112.19,115.57,115.97,112.17
115.45,114.50,116.94,114.46
115.75,113.99,115.94,113.72
114.00,117.00,117.71,113.44
116.77,116.05,116.98,114.87
115.52,115.38,115.73,114.15
114.89,114.22,116.71,113.61
113.84,114.75,115.65,113.65
116.07,114.35,116.09,113.57
114.74,114.87,115.84,114.14
114.19,112.63,114.34,112.54
113.02,113.35,113.99,112.10
113.61,117.41,117.64,113.16
117.23,118.19,118.42,116.50
117.68,116.08,118.00,115.79
116.34,116.78,116.93,115.66
116.88,119.08,119.79,116.63
117.90,118.80,118.94,117.28
119.18,119.05,120.04,118.67
119.34,121.15,121.88,118.74
121.57,121.79,122.35,120.36
121.86,123.07,123.81,121.65
122.83,123.00,124.66,121.90
123.91,122.45,124.59,121.81
123.10,123.77,124.36,122.76
124.17,125.15,125.63,122.68
125.00,124.49,126.13,123.98
124.99,127.14,127.43,124.76
126.24,122.09,126.32,121.91
121.70,121.82,122.65,121.48
121.90,124.40,124.40,121.58
121.45,122.68,125.48,120.61
122.51,122.77,123.60,121.50
122.38,121.49,123.98,121.25
119.70,122.40,123.33,119.15
122.40,122.68,123.43,121.65
123.85,125.56,126.10,123.69
125.10,127.03,127.73,124.70
127.34,126.40,127.92,126.09
125.94,121.69,125.94,121.61
122.49,123.82,123.96,120.70
124.86,124.88,124.94,123.14
125.59,122.91,125.59,122.11
123.26,123.98,124.17,122.69
124.76,126.38,127.16,124.51
126.43,125.44,126.45,125.38
125.98,126.08,126.93,125.66
125.83,128.14,128.65,125.56
128.36,127.36,128.67,126.95
127.90,128.17,129.17,127.23
128.89,126.34,129.03,125.62
125.10,121.91,125.33,121.31
119.56,116.98,119.80,114.74
118.45,119.97,120.42,118.01
120.50,119.09,122.14,117.82
118.94,117.88,118.94,117.53
118.00,117.74,118.25,116.83
118.00,117.96,119.38,116.44
116.35,114.72,117.18,114.17
114.70,110.85,114.83,110.70
110.19,111.42,111.56,109.70
111.58,110.93,112.77,109.82
110.75,111.69,112.27,110.19
112.53,113.67,114.23,112.21
113.80,112.01,114.17,111.91
111.73,110.93,112.10,110.64
109.85,112.68,113.37,109.00
113.00,111.62,113.58,111.58
112.13,112.94,113.92,111.61
111.99,110.26,113.42,110.13
110.45,111.39,111.45,109.05
111.80,113.74,113.84,111.52
112.07,106.96,112.07,106.19
106.64,108.59,109.41,106.64
109.00,108.59,109.91,107.91
107.00,103.19,107.09,102.00
103.61,102.51,104.56,101.74
102.73,104.36,104.55,102.01
104.80,105.41,105.75,104.48
106.07,106.54,106.69,105.87
105.96,106.75,107.28,104.67
106.15,107.27,107.47,105.93
107.34,108.52,109.99,107.21
108.44,110.00,110.23,107.61
110.27,110.85,110.85,109.89
110.80,111.68,112.13,110.75
111.61,110.98,111.93,110.71
111.04,107.98,111.96,107.67
108.00,106.53,108.44,106.45
106.07,106.74,108.20,106.01
104.50,105.83,106.24,104.25
105.64,105.76,106.48,105.14
106.14,105.47,106.36,105.29
105.14,102.73,105.55,102.40
102.76,102.71,102.97,101.88
101.65,99.93,101.65,99.46
100.26,96.98,100.92,96.47
97.18,97.86,98.93,96.51
97.49,97.30,98.70,96.88
97.44,94.35,98.70,94.05
94.15,98.29,98.42,93.80
98.00,101.16,102.02,97.94
101.12,101.63,101.99,100.56
101.69,102.44,102.96,101.69
102.58,103.77,105.28,102.51
104.04,103.58,104.24,102.82
103.52,104.03,105.21,103.17
104.67,104.56,107.11,102.17
105.57,103.91,105.59,102.20
104.70,105.36,106.31,104.11
104.87,106.56,107.69,104.58
106.68,107.40,107.45,105.71
107.50,107.47,108.86,106.87
106.78,109.35,109.86,106.67
109.27,111.05,111.23,109.04
111.22,110.75,111.45,110.32
111.08,111.03,111.98,110.50
110.97,110.38,111.31,109.69
110.23,108.89,110.23,108.55
108.82,109.75,109.89,108.59
110.00,108.92,110.28,108.69
108.75,107.64,109.98,107.49
106.12,103.74,106.20,103.48
104.62,103.75,104.62,103.39
103.86,103.72,104.48,103.57
103.82,103.33,103.97,103.26
103.31,105.29,106.13,102.93
105.68,104.43,106.01,104.19
104.72,104.03,105.41,103.91
103.51,103.24,104.42,103.14
102.91,102.89,103.62,102.30
102.91,103.35,104.08,102.52
103.98,103.89,104.35,102.90
104.15,105.65,105.78,104.07
105.94,105.71,106.22,105.17
105.70,105.00,105.70,103.78
105.06,105.50,105.63,103.93
106.39,106.06,107.15,105.91
105.87,105.69,106.22,105.17
104.99,104.44,106.45,104.41
104.40,103.02,104.51,102.54
103.53,103.02,103.74,102.12
103.25,104.91,105.29,103.04
105.17,105.55,105.97,104.42
105.31,104.55,105.80,103.54
104.83,104.92,105.54,104.26
104.58,105.82,105.87,104.42
105.76,106.14,106.57,104.75
105.68,104.12,106.12,103.91
103.99,103.90,105.61,103.39
103.41,104.97,105.98,103.41
105.05,104.64,105.41,104.18
104.54,104.68,105.72,103.90
108.62,112.09,114.30,108.62
112.69,115.43,115.90,112.47
114.32,115.58,116.91,113.71
115.72,114.43,115.81,113.83
114.28,115.69,116.38,114.11
116.04,115.52,116.36,114.29
116.32,113.99,116.32,113.97
114.27,112.51,114.86,111.50
112.40,112.75,113.01,111.65
112.08,111.17,112.41,110.65
111.51,112.93,113.47,110.59
112.90,112.92,113.37,111.05
113.17,113.19,114.20,113.17
113.39,114.60,115.10,112.84
115.32,114.64,115.32,113.81
114.48,114.86,115.17,114.19
114.80,113.69,115.02,113.63
114.38,116.25,117.11,114.37
116.50,115.50,117.50,115.30
114.59,112.98,115.55,112.83
113.93,115.20,115.82,113.40
116.14,117.24,117.57,113.71
117.50,117.81,118.27,116.79
116.79,115.91,117.91,115.05
115.91,115.74,116.18,112.75
115.30,112.88,115.53,112.54
114.00,112.86,115.56,112.81
114.00,113.60,114.08,112.57
114.50,116.53,116.72,114.44
116.47,115.76,116.91,115.65
115.67,114.80,116.25,114.55
115.19,115.42,115.91,113.60
115.10,114.09,115.54,113.75
114.50,114.43,114.90,113.33
114.52,114.28,115.63,113.44
114.05,115.10,115.26,114.05
115.66,114.65,116.48,114.50
115.00,113.05,115.46,111.76
112.73,111.50,112.76,111.07
112.23,113.41,113.86,111.62
113.46,115.70,116.00,113.46
115.20,116.16,116.46,115.05
116.24,116.04,116.63,114.59
115.61,114.46,115.76,112.82
114.77,114.54,115.78,113.29
115.77,116.88,117.53,115.72
117.31,115.21,117.74,114.84
114.75,113.80,115.10,112.71
114.86,115.12,115.39,113.02
113.84,113.67,114.46,112.57
112.46,112.33,113.65,111.00
112.40,111.78,112.50,111.00
111.77,114.52,115.20,111.29
114.29,115.53,115.61,113.37
115.87,116.65,116.84,115.12
115.84,117.38,118.31,115.39
115.96,114.98,116.55,113.66
113.68,112.28,114.16,111.40
112.26,107.35,115.00,104.88
110.15,109.22,113.29,109.05
111.46,111.44,112.44,108.19
117.17,118.17,120.00,115.58
118.00,116.98,119.34,116.27
116.39,118.98,120.11,115.80
116.34,116.81,118.37,115.79
117.73,118.26,118.29,116.03
119.00,117.80,120.67,117.13
117.30,116.89,118.42,116.40
118.96,118.16,119.03,117.09
119.00,114.68,119.69,114.44
114.96,114.49,115.93,113.83
113.89,114.03,114.83,113.03
113.76,112.79,113.92,112.24
112.98,113.44,113.60,111.60
113.68,115.74,115.84,113.41
115.50,114.96,116.99,114.56
113.47,111.61,114.17,111.32
112.63,113.50,114.28,111.73
111.80,112.29,112.76,110.71
112.12,108.81,112.54,108.63
108.30,107.10,108.46,105.52
108.23,104.85,108.65,103.73
104.21,100.05,104.53,98.92
100.09,96.76,100.69,96.26
98.21,101.94,102.06,98.04
101.81,99.94,102.71,99.19
98.92,101.43,101.48,97.27
101.82,103.18,103.34,101.05
102.62,101.06,103.37,100.28
101.61,98.99,101.63,98.17
98.99,101.60,102.22,98.02
101.36,100.64,101.64,99.55
101.07,100.46,101.60,100.08
100.00,100.38,101.29,99.00
100.54,99.88,102.19,99.45
100.35,98.60,100.60,98.37
99.39,101.19,101.27,98.83
100.58,100.18,101.34,99.12
100.07,99.51,100.91,99.14
100.01,95.73,100.22,95.18
95.94,95.93,97.69,95.54
95.67,88.17,95.67,87.12
88.64,89.95,90.67,88.49
89.69,89.49,90.86,89.30
89.95,90.69,91.65,88.77
90.34,91.00,91.28,89.00
91.19,90.95,91.97,90.69
90.95,92.18,92.58,89.43
92.13,92.92,93.97,91.72
93.37,92.08,93.96,91.05
95.28,94.91,96.16,93.19
94.75,94.24,94.75,91.89
94.03,91.24,94.05,90.85
90.92,92.93,93.11,90.92
89.75,88.26,91.20,87.15
87.74,89.38,90.86,87.49
87.91,85.16,87.91,84.37
84.80,86.69,86.90,84.39
86.67,85.10,86.90,84.05
85.51,89.57,89.71,85.51
89.44,88.91,90.50,88.60
89.53,91.01,92.04,89.53
90.87,92.71,93.10,90.72
91.68,92.60,93.11,90.86
92.99,92.60,93.20,91.45
92.85,93.07,93.42,91.42
92.39,91.29,92.60,90.79
91.24,92.22,94.19,91.02
92.33,93.38,94.88,92.01
92.29,83.02,92.47,82.81
82.82,81.82,83.86,80.33
81.17,80.48,81.17,79.05
79.44,79.75,80.81,78.88
78.92,78.57,80.46,77.85
78.38,77.21,78.87,77.06
76.31,76.17,77.22,75.71
76.20,76.21,77.07,75.45
77.00,76.35,77.67,76.08
77.01,75.84,77.69,75.01
75.97,74.09,76.04,73.38
74.05,73.29,74.52,72.70
73.54,72.89,74.08,72.35
73.00,73.12,73.45,71.99
73.69,73.87,74.42,73.06
73.87,72.79,73.87,72.42
72.80,72.92,73.38,72.34
73.63,74.30,74.70,73.21
74.06,73.15,74.29,73.02
72.97,73.65,74.77,72.74
72.72,73.49,74.21,72.10
73.95,74.50,74.83,73.10
73.32,72.79,74.37,71.68
71.68,71.44,73.23,70.98
71.91,70.34,72.11,70.21
70.48,69.77,71.46,69.02
70.98,70.07,72.40,69.18
70.56,69.95,71.68,69.86
69.93,68.78,69.93,67.66
66.96,68.35,69.18,66.41
68.63,66.41,69.14,65.92
65.50,66.44,66.93,64.16
66.52,68.68,69.82,65.87
69.75,69.83,70.46,68.67
69.51,67.58,69.73,67.26
68.19,69.57,70.54,67.92
69.20,69.45,71.19,68.85
70.48,69.30,71.02,68.43
69.66,73.38,73.42,69.27
72.37,73.17,74.16,71.32
79.09,75.15,79.11,74.68
76.06,79.26,79.68,75.69
78.17,77.42,78.17,76.15
76.77,74.92,77.61,74.64
74.10,71.88,74.10,70.39
71.16,71.09,72.14,68.96
71.74,71.58,72.48,71.38
70.86,70.46,71.50,69.33
71.47,73.35,73.56,70.57
74.32,73.92,74.48,72.74
75.10,75.92,75.97,73.51
75.51,76.38,77.02,74.43
74.62,74.99,75.16,71.88
75.45,76.38,77.05,75.21
76.75,77.73,79.26,75.58
76.87,76.85,77.25,75.39
77.05,80.25,80.28,76.79
80.94,79.69,80.94,78.59
79.83,79.15,80.95,78.98
80.09,82.51,82.84,79.10
81.78,84.35,84.51,81.52
83.95,85.45,85.49,83.91
85.46,85.95,87.60,85.15
85.49,86.23,86.63,85.37
85.39,84.18,86.63,84.00
84.78,85.01,85.30,83.12
85.29,85.60,86.29,84.05
86.76,87.46,87.56,86.03
87.52,87.88,88.44,87.00
87.31,87.98,88.01,86.78
87.48,87.78,88.17,86.35
87.78,89.21,89.41,87.20
89.53,88.28,89.53,87.84
88.30,90.57,90.81,88.30
89.50,88.99,89.60,87.55
88.30,87.63,88.96,87.42
92.43,94.29,95.25,90.69
94.80,96.52,97.05,94.45
96.59,97.75,98.15,96.00
99.35,98.92,99.55,97.15
98.69,99.06,100.00,98.50
98.68,99.39,99.79,97.66
99.16,97.66,99.49,96.82
96.80,96.49,97.72,96.34
96.58,96.50,97.06,95.14
95.73,95.22,96.67,94.42
95.53,93.05,95.84,92.44
93.13,93.21,94.53,93.05
93.00,93.62,93.75,91.39
94.11,94.93,95.66,94.11
94.93,94.93,95.73,94.50
94.81,95.37,96.27,94.66
94.73,95.43,96.50,94.43
95.89,95.25,95.95,94.01
94.94,95.59,96.03,94.32
96.12,96.37,97.51,95.26
96.80,96.08,97.56,95.60
95.49,95.24,95.53,94.53
95.69,97.69,97.70,95.62
97.32,97.85,98.22,97.00
97.62,95.51,97.86,95.21
95.76,95.60,95.93,93.91
96.00,96.91,97.16,94.14
96.42,95.95,96.90,95.70
95.44,95.54,96.26,94.90
95.08,91.50,95.33,91.19
91.48,91.40,92.06,90.46
91.51,91.65,92.66,90.80
91.38,89.96,92.92,89.83
86.63,83.15,86.63,83.01
84.06,84.16,85.07,82.10
83.38,83.45,85.65,82.56
83.92,85.75,86.30,83.21
85.33,86.65,88.05,84.43
85.95,85.96,86.71,84.85
86.22,86.42,88.65,85.19
86.92,88.96,89.20,85.64
88.76,88.11,89.22,87.21
88.25,89.02,89.68,87.90
88.79,89.83,89.86,87.96
96.13,93.73,96.67,93.52
93.96,94.54,95.45,93.61
94.07,93.80,94.54,93.08
93.60,95.45,95.56,93.50
95.33,97.33,97.33,94.98
97.03,96.85,97.23,95.79
96.66,96.79,97.51,96.08
95.66,97.20,97.67,94.54
97.14,96.80,97.70,96.20
96.05,97.21,97.39,95.23
97.10,96.65,97.11,95.84
96.28,95.22,97.13,95.16
94.66,94.38,95.61,93.93
95.33,97.38,99.50,95.00
96.59,96.72,96.85,95.28
96.85,98.63,98.86,95.87
99.05,100.44,101.85,99.04
101.15,101.48,101.63,100.14
101.15,100.77,102.77,100.68
101.86,102.74,103.36,101.76
97.13,93.55,98.36,93.31
92.20,84.91,92.20,83.80
87.51,89.58,89.75,87.51
90.64,92.82,93.27,90.64
92.68,94.23,94.33,92.05
94.39,95.03,96.04,94.00
94.64,92.45,94.71,91.74
92.16,94.55,94.57,91.31
94.62,94.91,95.61,93.56
96.15,97.32,98.20,95.80
97.85,97.75,98.87,97.43
98.87,99.40,99.99,98.79
99.45,98.58,99.58,97.84
99.94,98.77,99.96,98.44
99.05,98.51,99.73,98.35
98.61,99.07,99.71,98.06
99.00,98.27,99.03,97.70
99.10,100.19,100.74,99.10
99.94,99.60,101.20,98.96
99.17,99.80,100.53,97.80
99.61,100.60,100.77,99.06
100.54,101.12,102.93,100.54
101.59,100.47,101.97,99.28
100.44,99.62,100.54,98.42
99.46,101.06,101.31,98.58
100.85,99.92,101.13,99.33
99.76,96.51,99.76,96.16
94.95,95.69,96.23,92.83
96.10,96.47,98.00,96.10
97.35,98.63,99.18,96.58
99.06,98.50,100.38,98.22
98.00,96.59,98.14,96.40
97.78,98.14,99.55,97.25
101.94,103.05,103.91,99.75
102.61,104.00,104.22,102.32
104.06,105.05,105.52,104.06
105.04,105.18,105.62,104.35
104.95,105.05,105.69,104.00
105.30,106.50,107.05,105.00
106.16,107.99,108.27,106.08
107.80,107.22,108.00,106.61
108.52,109.55,110.72,107.90
110.00,108.82,110.01,107.53
110.18,107.37,111.75,105.16
107.93,107.58,110.19,106.61
107.46,108.73,109.72,107.37
108.73,107.92,108.73,106.83
107.92,107.76,108.60,106.15
107.84,108.18,108.81,107.05
108.24,108.56,109.68,108.04
108.56,108.39,108.92,107.30
108.53,110.19,110.41,108.09
109.18,108.77,110.40,108.52
107.78,107.15,108.45,106.49
107.33,108.65,108.98,106.40
107.65,106.73,108.80,105.95
106.49,106.93,108.59,106.38
105.73,107.48,107.59,105.27
106.65,107.19,107.45,106.12
108.12,108.05,108.80,107.15
108.80,107.87,109.78,107.39
108.09,109.28,109.51,107.90
109.75,108.81,109.98,107.94
108.77,108.60,110.03,108.54
108.16,105.80,108.32,105.73
105.85,106.37,107.26,105.04
106.61,106.83,107.06,105.74
106.48,106.66,108.26,106.17
107.99,110.50,111.93,107.93
110.29,111.54,112.61,109.73
111.86,112.19,112.92,111.18
112.41,111.17,112.70,111.13
110.95,111.91,112.14,110.26
112.80,114.00,114.42,112.43
114.42,113.97,115.40,113.82
113.86,112.64,114.18,112.59
112.90,111.46,112.98,111.44
110.36,111.31,111.88,108.93
111.94,110.34,112.04,109.89
110.65,110.44,111.28,109.78
111.61,110.22,111.71,110.17
110.84,111.33,111.94,110.29
110.57,110.51,110.93,109.92
109.36,109.36,109.61,108.71
109.47,108.77,110.47,108.47
107.27,105.53,107.27,105.07
105.16,105.57,106.46,105.16
105.95,105.10,106.30,104.92
105.82,105.89,106.68,105.00
105.90,106.98,107.12,105.10
107.57,106.53,108.43,105.59
105.59,106.73,108.20,105.59
107.28,102.87,107.28,102.74
103.04,104.32,106.33,102.80
106.03,107.70,107.96,105.72
107.53,107.11,107.97,106.47
105.46,107.05,107.46,102.29
108.21,112.30,114.88,107.32
111.42,112.08,112.29,110.52
112.41,105.68,113.75,105.49
105.80,108.60,108.99,104.72
107.84,108.10,109.10,107.46
109.26,110.13,110.35,107.95
109.98,106.37,110.24,106.26
106.92,107.96,108.98,106.92
108.48,108.45,108.93,107.66
108.32,109.02,109.95,108.32
109.58,108.69,110.27,108.32
108.37,108.07,108.74,107.47
108.12,106.03,109.17,105.48
106.37,105.94,107.36,105.39
105.00,107.99,110.97,104.81
107.48,102.45,107.51,102.08
103.23,106.96,107.11,102.81
106.55,106.49,106.73,104.61
