CMLS,Cumulus Media Inc. - Common Stock,NASDAQ
26.96,26.64,27.36,26.24
26.80,26.80,26.80,26.08
26.40,26.96,27.24,26.40
27.20,26.88,27.36,26.40
27.20,26.72,27.28,26.32
26.88,27.04,27.28,26.64
26.96,27.12,27.44,26.88
27.12,28.00,28.88,26.44
27.92,27.60,29.20,27.20
27.28,27.12,28.40,27.04
27.60,29.60,29.60,27.44
29.68,28.80,29.84,27.68
29.04,29.84,29.92,28.00
29.76,30.64,31.36,29.76
31.12,30.88,31.20,30.72
30.72,30.08,31.76,30.00
30.08,30.88,31.20,29.36
30.88,31.76,32.56,30.48
32.08,32.88,33.84,31.84
33.12,32.56,34.24,32.48
32.32,32.24,32.88,32.00
32.08,32.64,32.88,32.00
32.72,32.24,33.44,32.16
32.48,31.84,32.56,31.84
31.84,32.48,32.96,31.76
32.08,32.32,32.88,32.08
32.16,31.60,32.64,31.12
32.00,34.00,34.64,31.92
34.32,34.24,34.92,33.92
34.72,35.04,35.40,34.32
34.96,35.60,36.00,34.48
35.76,37.12,37.20,35.60
37.04,38.24,39.20,36.32
37.60,38.24,39.12,37.36
38.24,37.92,38.44,37.76
37.92,37.84,38.40,37.84
37.76,37.60,38.24,37.52
37.76,37.52,38.56,37.36
37.36,36.40,37.68,36.32
35.92,34.80,36.40,34.72
34.48,36.40,36.56,34.24
36.16,35.52,36.72,35.52
35.60,35.92,36.08,34.96
35.84,36.08,36.56,35.12
36.32,36.24,36.96,35.92
36.24,37.60,37.60,36.12
37.60,37.28,37.74,37.24
36.72,36.56,37.36,35.92
36.48,36.88,37.28,36.32
36.80,37.60,37.94,36.80
38.00,38.40,41.68,38.00
39.12,41.52,41.68,39.04
41.52,41.28,42.00,41.12
41.44,42.32,42.64,41.44
42.64,42.08,42.64,41.29
42.56,42.08,42.56,41.76
42.16,41.96,42.64,41.84
41.76,41.92,42.16,40.48
42.00,42.00,42.16,41.44
42.00,42.00,42.16,41.84
42.00,42.08,42.16,41.76
42.08,42.00,42.32,41.68
42.00,41.76,42.04,41.12
41.92,42.00,42.32,41.60
42.00,41.91,42.08,41.60
42.00,41.12,42.08,40.80
40.88,41.84,41.92,40.48
41.84,41.52,42.12,41.44
41.44,43.84,44.72,41.44
43.84,42.80,44.12,42.72
42.24,42.32,43.00,41.92
42.48,42.40,42.88,42.24
42.32,43.44,43.88,42.08
43.68,42.64,43.76,41.92
42.56,43.92,44.08,42.48
43.28,42.96,43.36,42.56
43.36,39.92,43.36,38.96
39.92,40.80,41.28,39.12
41.60,42.31,42.72,41.04
43.20,43.20,43.44,42.00
43.04,44.32,44.40,42.40
44.40,45.52,45.92,44.24
45.68,44.96,45.92,44.24
44.48,46.08,46.72,44.24
46.00,45.92,46.72,44.88
46.24,46.25,46.56,45.44
46.64,46.40,47.04,45.45
46.00,46.36,46.56,45.60
46.08,46.24,46.40,45.52
46.48,46.40,46.96,45.92
46.16,45.92,46.80,45.20
45.92,48.72,49.04,42.56
48.64,47.36,49.36,46.56
47.20,47.84,48.32,46.96
48.00,52.64,54.08,47.68
53.04,50.64,53.12,49.44
50.48,50.72,50.96,48.80
51.12,51.36,52.24,50.40
51.44,49.36,51.84,49.24
49.44,50.80,50.88,48.08
50.88,50.64,51.20,49.84
50.72,50.08,51.00,49.28
42.56,49.92,50.96,42.56
49.68,51.28,51.28,48.32
51.36,54.00,54.64,51.12
54.32,55.44,55.92,53.76
55.28,53.64,55.61,53.00
53.68,52.24,54.08,51.44
52.24,52.48,52.88,51.80
52.32,54.24,54.56,52.32
54.64,54.48,55.96,54.32
54.40,56.24,56.32,53.68
56.24,55.60,56.40,55.52
55.84,55.84,57.12,55.24
56.00,55.84,56.08,55.00
55.60,55.20,56.20,54.12
54.96,55.52,56.40,53.68
55.36,53.84,56.16,53.40
54.32,54.96,55.68,52.46
55.20,55.12,55.28,53.44
54.88,54.96,55.60,54.48
54.96,53.60,55.28,53.12
53.52,54.72,55.12,52.48
54.72,55.92,56.48,54.32
56.48,56.00,56.96,55.44
56.16,55.92,56.64,55.28
56.24,56.96,56.96,55.36
56.80,58.64,58.72,56.72
58.96,59.36,59.76,58.32
60.00,60.40,60.48,59.20
61.60,61.20,61.76,60.52
60.72,61.04,61.84,60.64
61.36,61.12,61.36,60.00
60.88,60.88,61.36,59.76
60.88,61.84,62.32,60.28
61.76,63.92,64.08,60.96
64.00,63.84,65.20,62.96
64.00,64.64,64.72,63.68
65.04,64.00,65.52,63.56
64.00,64.00,65.20,63.36
64.40,62.96,64.88,62.80
63.36,62.72,63.60,62.56
62.40,61.68,63.28,61.04
61.76,61.92,63.20,60.56
62.40,62.16,63.52,61.60
62.24,60.96,62.88,60.08
60.64,59.84,61.30,59.52
60.00,57.28,60.96,57.04
57.60,55.04,57.64,54.48
54.64,56.00,56.24,54.50
55.04,54.64,56.00,53.92
54.40,53.44,54.64,52.08
53.76,54.56,55.04,53.44
54.08,53.28,54.12,52.96
53.84,54.48,54.96,53.04
53.76,53.52,54.84,53.28
53.36,50.08,54.00,48.40
50.40,51.84,51.84,48.24
51.76,52.16,52.28,49.92
52.32,53.20,53.52,52.00
53.44,54.64,54.96,53.04
54.48,53.84,55.60,53.04
53.68,53.76,54.40,52.96
53.92,53.76,54.64,52.48
53.20,54.88,54.88,52.80
56.56,53.92,57.20,53.68
55.28,58.64,59.40,53.84
58.32,57.20,58.56,56.65
57.28,55.84,57.36,55.28
56.24,54.40,57.52,53.92
55.20,52.96,56.00,52.76
52.88,50.16,53.49,49.80
50.08,51.44,51.52,49.60
50.80,52.24,52.52,50.24
52.40,52.48,53.68,51.44
52.08,51.68,52.48,50.24
52.16,51.52,53.36,51.36
51.52,52.88,53.32,51.44
52.88,55.20,56.00,52.56
55.60,55.52,56.80,55.20
55.44,53.60,55.84,52.96
53.52,51.52,56.08,50.80
51.04,51.28,51.48,50.32
51.44,50.24,51.44,48.80
49.92,50.32,51.12,48.64
50.88,50.08,51.20,49.12
49.76,49.60,50.40,47.44
49.36,48.64,49.92,48.40
48.32,49.84,49.92,48.00
49.84,50.16,51.44,49.40
49.92,48.96,50.80,48.32
49.36,49.40,50.43,48.88
49.92,49.76,50.32,49.12
49.76,50.32,50.80,49.12
50.24,51.44,52.08,50.00
52.00,55.36,55.60,51.92
55.28,55.44,56.48,55.20
55.44,55.28,57.20,54.96
55.36,56.32,56.80,54.64
56.88,54.96,57.68,54.24
54.56,56.00,56.88,53.92
56.00,56.00,56.80,55.20
56.00,57.12,57.36,55.52
56.96,54.72,57.60,54.08
54.08,52.88,54.96,52.64
53.28,52.56,54.00,51.84
52.56,52.96,53.28,49.60
53.36,53.76,54.48,52.52
53.44,52.88,54.56,52.16
52.72,53.72,54.16,52.72
53.68,55.04,55.44,53.40
55.28,54.08,56.40,54.00
54.48,54.64,56.56,52.32
54.16,53.12,55.20,52.32
53.12,52.32,53.60,50.52
53.20,50.48,53.20,48.40
50.16,51.28,51.84,48.88
51.04,51.68,52.00,50.40
52.00,53.04,53.84,51.52
52.24,52.56,53.48,51.60
52.24,50.80,53.28,50.72
50.80,50.16,50.96,49.76
50.24,49.04,51.36,48.92
48.72,48.32,49.36,48.04
48.00,49.84,50.16,46.96
49.68,49.36,50.96,47.52
49.44,48.24,49.60,48.04
48.00,48.08,48.44,47.44
47.92,48.24,48.63,47.22
48.16,49.40,50.24,47.52
49.36,49.76,50.00,48.32
50.08,50.64,50.72,49.00
50.88,51.44,51.52,50.60
51.60,51.68,52.24,51.12
52.08,52.88,53.12,51.12
52.96,52.88,54.08,52.64
53.12,52.72,53.20,51.20
52.48,50.56,52.56,50.48
50.48,50.56,51.92,49.76
50.32,51.12,52.24,49.44
50.56,51.44,52.16,50.32
51.52,52.88,54.56,50.88
53.28,52.72,53.76,52.56
52.64,52.80,52.92,52.00
52.48,52.48,52.72,51.04
52.32,51.60,52.88,51.36
51.20,50.48,51.64,50.48
50.72,50.00,51.36,49.32
50.08,50.00,50.80,49.52
49.84,50.88,51.68,49.20
51.04,52.32,52.64,50.36
52.72,53.36,53.44,51.88
52.32,53.36,53.60,51.76
53.36,52.72,54.16,51.44
52.40,50.40,53.28,50.08
49.84,51.04,53.12,49.20
51.20,52.24,52.84,50.96
51.76,52.80,53.60,51.68
52.80,52.72,54.00,52.16
52.88,52.56,53.52,52.32
52.48,52.48,53.28,52.25
52.72,52.80,52.96,52.08
52.72,51.52,52.72,51.12
51.20,49.04,51.28,48.64
49.36,49.36,50.32,49.28
48.40,49.04,49.80,48.16
49.04,49.76,50.24,48.96
50.16,49.76,51.20,49.52
50.00,48.72,50.40,48.32
49.20,49.04,49.68,48.40
48.72,47.92,49.92,47.44
47.76,47.92,48.08,47.28
47.68,45.84,47.76,45.48
46.40,46.40,48.12,46.16
46.40,45.36,46.96,45.12
45.36,44.80,47.12,44.64
44.56,43.60,45.44,43.52
43.60,42.00,44.16,41.84
41.92,42.00,42.64,41.92
42.40,43.36,43.36,41.76
42.72,41.44,43.44,41.44
41.44,40.64,41.60,39.84
40.88,42.48,42.56,40.80
42.32,41.36,42.72,40.24
40.48,37.04,41.28,35.28
37.12,33.92,38.48,33.20
34.00,35.84,37.36,33.20
36.24,33.76,37.60,33.76
33.68,34.32,35.92,33.60
34.64,36.64,37.12,34.64
36.56,37.12,39.36,36.56
37.60,37.28,38.40,36.48
37.60,37.92,38.96,37.31
38.08,37.44,38.72,37.44
37.36,39.68,40.56,37.04
39.68,38.20,40.00,37.60
38.32,38.40,39.32,37.68
38.56,37.04,40.08,36.88
37.12,37.36,37.60,36.36
37.44,38.16,38.48,37.12
37.92,37.44,38.40,36.64
37.44,36.72,37.60,36.24
36.88,35.60,37.04,34.96
35.92,35.04,36.64,34.48
35.12,35.12,36.20,34.40
35.20,34.48,35.60,34.12
34.24,34.08,35.20,33.84
33.92,33.52,34.40,33.24
33.52,32.96,33.60,32.96
32.64,33.28,33.60,32.48
33.44,33.04,33.44,32.80
32.88,32.72,33.36,32.08
32.64,31.68,32.96,30.48
31.76,34.48,35.24,31.60
34.48,34.80,35.52,34.32
34.80,33.68,35.36,33.04
33.44,32.88,33.60,32.64
32.80,32.64,33.68,32.12
32.56,32.40,32.80,32.08
32.32,32.40,32.64,31.84
32.48,32.72,32.88,32.10
32.16,32.40,32.88,31.76
32.32,32.24,33.04,31.84
32.24,30.64,32.56,30.32
30.56,28.64,30.96,28.08
29.12,28.04,30.80,27.92
28.16,27.36,28.72,26.92
27.12,27.20,27.52,26.80
27.12,28.00,28.08,26.68
27.84,26.96,28.12,26.56
26.72,24.88,27.20,24.88
24.96,24.32,25.52,24.24
24.56,25.36,25.60,24.16
24.88,26.32,26.48,24.80
26.00,28.56,28.72,26.00
29.20,29.60,30.84,29.04
29.60,30.40,30.92,29.44
30.64,31.04,31.44,30.00
31.20,30.08,31.36,30.08
30.56,30.32,31.04,29.84
30.48,30.80,31.08,30.08
30.56,29.60,31.00,29.52
29.84,31.00,31.48,29.44
30.96,30.16,31.20,29.76
30.00,28.96,30.40,28.56
29.92,30.88,31.04,28.96
30.88,29.36,30.96,29.04
29.12,27.52,29.30,27.44
27.84,27.24,27.92,26.88
27.12,26.48,27.60,26.40
26.40,27.24,27.28,26.16
27.36,26.32,28.72,26.16
25.60,26.64,27.12,23.00
26.64,26.80,27.12,26.16
26.64,26.64,26.88,25.60
26.72,29.28,29.44,26.56
29.12,28.32,31.28,27.96
28.24,28.36,29.04,28.04
28.32,29.44,29.60,27.36
29.04,29.52,30.80,28.64
30.08,30.16,30.72,29.60
30.40,31.84,33.36,30.08
31.84,31.28,32.56,30.64
31.36,32.60,32.80,31.12
32.88,31.92,32.88,31.76
31.84,30.00,31.89,29.84
30.16,30.24,30.32,29.36
30.56,30.48,31.36,30.16
30.40,29.76,30.40,29.20
29.68,30.40,30.88,29.44
30.40,29.44,30.48,29.12
29.04,29.84,30.20,28.80
29.60,28.96,30.32,28.72
29.20,30.72,31.68,29.04
30.16,30.96,31.64,29.70
31.04,30.80,32.24,30.56
30.80,30.24,31.20,29.92
30.56,32.96,33.28,30.24
33.60,34.08,34.24,32.80
34.00,34.32,34.88,33.28
34.32,32.72,34.72,32.68
32.88,33.92,34.16,32.40
33.84,32.88,35.00,32.88
33.28,33.56,33.68,32.56
33.68,33.92,34.08,33.12
33.76,33.76,34.64,33.36
34.00,33.84,34.56,33.28
34.16,34.48,35.08,32.84
34.24,33.28,34.24,32.80
33.36,30.88,33.36,30.08
31.36,31.28,31.52,30.40
31.76,32.32,32.64,31.60
32.40,31.44,32.72,31.36
31.28,31.04,31.60,30.52
31.52,31.68,33.36,31.08
31.20,29.60,31.84,29.20
29.92,29.36,29.92,28.64
29.28,30.32,30.48,28.88
30.24,30.88,31.04,29.28
30.64,30.96,31.12,29.92
31.12,29.52,31.52,29.28
29.36,29.36,30.16,29.20
28.96,29.28,29.68,28.56
28.64,30.00,30.56,28.56
30.40,28.32,30.70,28.00
28.48,29.12,29.12,27.88
28.40,27.84,29.20,27.44
28.00,27.52,28.40,26.88
27.84,30.80,31.12,27.84
30.56,29.68,31.84,29.28
29.92,30.88,31.04,29.56
30.96,32.72,33.28,30.64
32.64,31.04,33.60,30.48
31.44,31.84,32.72,30.32
31.84,30.88,32.27,30.64
31.20,33.04,33.20,30.96
33.04,34.56,34.80,32.56
34.48,35.36,36.08,34.24
35.36,34.80,35.76,34.40
34.72,32.80,35.04,32.72
32.88,31.28,32.96,30.96
31.20,31.12,32.00,30.72
31.20,30.64,31.88,30.56
30.96,30.64,31.36,30.36
30.72,30.80,31.36,30.40
31.12,31.92,32.88,30.48
32.00,32.08,32.80,30.64
29.92,26.48,30.24,26.36
26.24,25.04,27.28,24.96
24.96,24.24,25.12,23.28
24.00,24.16,24.88,23.84
24.32,24.40,24.64,23.76
24.00,23.68,24.32,23.52
23.84,24.08,24.28,22.56
24.16,24.40,24.56,23.44
24.40,23.84,24.56,23.60
23.76,23.52,24.08,23.12
23.52,23.28,23.84,22.16
23.12,23.60,23.76,22.64
23.44,19.44,23.76,18.80
19.52,21.44,22.00,19.52
21.28,21.84,22.32,21.20
21.92,22.88,22.96,21.70
22.80,22.00,23.04,21.76
21.84,21.04,22.48,20.72
20.80,20.72,21.20,20.50
20.88,20.16,21.28,20.08
19.92,19.76,20.16,19.20
19.68,19.92,20.08,19.60
20.00,20.56,20.76,19.68
20.56,20.48,21.20,20.00
20.48,20.48,20.64,20.16
20.48,20.16,20.64,20.08
20.16,20.40,20.80,19.84
20.48,20.16,20.72,20.08
20.08,20.40,20.64,20.08
20.56,19.92,20.64,19.68
20.08,20.16,20.52,19.96
20.08,20.00,20.48,19.92
19.92,19.04,20.00,18.48
19.12,19.44,19.52,18.72
19.52,19.12,19.52,18.88
19.04,19.60,20.16,19.04
19.44,19.72,20.00,19.44
19.76,19.44,20.08,19.36
19.60,18.96,19.84,18.72
19.04,18.96,19.68,18.40
18.96,18.40,19.12,18.16
18.24,18.24,19.12,18.00
18.16,16.56,18.16,15.20
16.64,16.96,17.20,16.32
16.88,16.64,17.36,16.64
16.40,16.72,16.80,16.08
16.72,16.72,17.12,16.40
17.04,17.20,17.36,16.40
16.96,19.20,19.28,16.96
19.04,19.04,19.12,18.00
19.68,19.36,20.08,18.56
19.60,19.76,20.32,19.44
19.68,19.04,19.92,18.96
19.20,19.92,20.16,18.82
19.76,20.08,20.44,18.96
20.16,20.24,20.64,19.52
20.40,19.84,20.40,19.76
19.92,19.76,20.32,19.60
19.52,20.00,20.08,18.88
20.00,20.00,20.08,19.52
20.00,19.36,20.16,19.04
19.20,18.88,19.84,18.80
19.12,18.80,19.36,18.40
18.80,18.56,19.04,18.24
18.56,18.32,18.79,18.08
18.32,17.68,18.40,17.44
17.68,18.40,18.56,17.36
18.40,17.44,18.44,17.20
17.36,16.88,17.44,16.64
16.96,17.76,18.00,16.88
17.84,17.44,18.04,17.12
17.36,17.20,17.52,17.12
16.72,16.32,16.72,16.24
16.40,16.48,17.20,16.40
16.72,16.80,17.44,16.48
16.96,18.40,18.80,16.88
18.48,18.80,20.00,17.60
18.96,17.60,19.20,17.52
17.76,17.92,18.08,17.57
17.92,17.44,17.92,17.04
17.76,17.36,17.76,16.96
17.52,18.16,18.32,17.12
17.92,16.64,18.16,16.56
16.96,16.24,17.28,16.00
16.16,16.08,16.64,15.60
16.24,16.08,16.40,16.08
16.16,16.16,16.56,15.60
15.92,15.92,16.04,15.20
15.68,15.04,15.92,15.04
15.60,14.96,15.68,14.96
15.44,15.20,15.76,15.12
15.20,14.32,15.40,13.84
14.40,14.48,15.52,14.00
14.24,14.08,14.64,13.76
13.76,14.88,15.44,13.76
14.96,14.48,14.96,14.48
14.40,13.76,14.55,12.24
13.44,13.52,14.00,13.36
13.20,13.08,13.76,12.88
12.96,12.88,13.52,12.72
12.64,12.80,13.04,12.64
12.48,12.80,12.88,12.32
12.80,12.56,12.96,12.48
12.32,12.64,12.88,12.08
12.32,12.08,12.80,12.00
12.08,13.20,13.84,12.08
12.96,13.12,13.20,12.72
12.96,12.80,13.20,12.64
12.64,12.24,12.80,12.00
12.08,11.68,12.16,11.60
11.76,11.68,12.16,11.60
11.68,11.68,12.04,11.60
11.60,11.84,12.16,11.56
11.60,11.52,12.00,11.44
11.28,10.80,11.68,10.80
10.80,10.80,11.20,10.72
10.64,10.24,10.80,10.16
10.24,10.08,10.40,10.08
10.08,10.08,10.24,10.00
9.92,9.20,10.08,9.04
8.80,10.40,10.40,8.72
10.00,10.08,10.88,9.44
10.32,10.56,10.56,10.08
10.80,11.12,11.36,10.48
11.04,11.60,11.60,10.88
11.44,11.36,11.92,10.84
11.20,11.44,11.68,10.88
11.20,10.32,11.60,10.16
10.56,10.64,10.96,10.40
10.56,10.56,10.80,10.32
10.48,10.32,10.56,10.16
10.64,10.32,11.16,10.32
10.40,10.56,11.19,10.32
10.48,9.92,10.64,9.44
9.76,9.44,10.16,9.12
9.44,9.28,10.96,8.64
9.28,9.20,9.68,9.12
9.28,9.28,9.44,8.88
9.36,8.80,9.44,8.64
8.64,7.68,8.80,7.68
8.00,7.85,8.00,7.24
7.84,7.26,8.00,7.20
7.36,7.20,7.71,7.20
6.96,6.08,7.20,6.08
6.16,6.24,6.62,6.16
6.24,5.96,6.47,5.93
5.92,5.45,6.24,5.45
6.16,5.63,6.40,5.56
5.76,5.62,6.00,5.60
5.60,5.84,5.87,5.44
5.87,6.32,6.52,5.87
6.40,6.32,6.51,6.00
6.41,6.16,6.48,6.04
6.15,6.01,6.17,5.94
5.92,6.07,6.40,5.91
6.16,6.18,6.20,5.96
6.24,6.13,6.40,6.01
6.16,6.15,6.33,6.14
6.24,6.07,6.40,5.92
6.08,5.92,6.08,5.92
5.92,6.00,6.16,5.92
6.00,6.22,6.24,5.98
6.24,5.95,6.45,5.84
5.85,5.93,6.01,5.84
6.00,6.00,6.16,5.85
6.00,5.45,6.16,5.36
5.45,5.04,5.60,5.00
4.29,4.40,4.80,4.24
4.38,4.34,4.80,4.16
4.40,3.67,4.56,3.53
3.86,3.84,3.98,3.69
3.92,3.76,3.93,3.60
3.84,3.74,4.00,3.68
4.00,3.44,4.00,3.30
3.20,2.32,3.44,2.28
2.78,2.24,2.79,2.20
2.40,2.17,2.60,2.02
2.24,1.96,2.24,1.92
2.08,1.87,2.08,1.84
1.92,2.19,2.40,1.90
2.45,2.00,2.45,1.98
2.16,1.79,2.32,1.78
1.79,1.76,1.96,1.62
1.80,1.60,1.84,1.56
1.68,1.52,1.71,1.44
1.60,1.61,1.68,1.48
1.60,1.92,2.00,1.58
2.00,1.93,2.00,1.84
2.08,2.12,2.24,2.00
2.24,3.18,3.44,2.23
3.44,2.76,3.44,2.48
2.80,2.72,2.96,2.65
2.64,2.60,2.96,2.41
2.56,2.88,2.88,2.48
2.68,2.72,2.78,2.68
2.69,2.72,2.76,2.64
2.64,2.64,2.92,2.51
2.64,2.20,2.64,2.16
2.20,2.00,2.24,1.88
2.04,1.93,2.26,1.92
1.93,1.92,2.08,1.76
2.00,2.00,2.19,1.93
2.08,2.67,3.92,2.02
2.72,2.81,2.88,2.40
2.80,2.56,2.92,2.43
2.58,2.42,2.76,2.40
2.64,2.56,2.64,2.42
2.64,2.58,2.64,2.44
2.56,2.64,2.79,2.53
2.88,2.63,2.89,2.49
2.60,2.65,2.75,2.56
2.56,2.64,2.88,2.56
2.68,2.52,2.68,2.40
2.60,2.40,2.64,2.40
2.40,2.53,2.72,2.16
2.56,2.40,2.56,2.40
2.40,2.22,2.40,2.02
2.24,2.32,2.39,2.20
2.10,2.34,2.56,2.08
2.32,2.08,2.40,2.03
2.08,1.96,2.18,1.84
1.93,1.97,2.16,1.84
2.00,1.92,2.16,1.77
1.90,1.84,2.08,1.44
1.80,1.80,2.08,1.65
1.84,1.84,2.00,1.81
2.08,1.76,2.08,1.67
1.79,1.81,2.00,1.70
1.76,1.68,1.88,1.68
1.70,1.92,2.07,1.70
1.98,2.10,2.18,1.98
2.10,2.02,2.12,2.00
2.00,2.04,2.32,1.97
2.14,2.32,2.48,2.04
2.31,2.07,2.38,2.00
2.14,2.10,2.24,2.04
2.06,2.00,2.21,2.00
2.07,1.85,2.07,1.84
1.84,2.01,2.08,1.84
1.96,2.36,2.48,1.84
2.33,2.40,2.56,2.32
2.40,2.60,2.64,2.40
2.64,2.56,2.72,2.40
2.48,2.45,2.55,2.40
2.40,2.38,2.48,2.36
2.40,2.45,2.47,2.34
2.43,2.40,2.48,2.33
2.40,2.23,2.48,2.16
2.33,2.16,2.33,2.00
2.16,2.19,2.30,2.05
2.20,2.00,2.31,1.94
2.08,2.08,2.16,2.04
2.08,2.14,2.24,2.00
2.16,2.35,2.40,2.16
2.37,2.40,2.42,2.28
2.40,2.33,2.48,2.30
2.40,2.65,2.96,2.33
2.63,2.96,3.00,2.59
3.12,3.24,3.43,3.04
2.41,3.12,3.12,2.28
2.80,3.14,3.20,2.64
3.20,3.80,3.97,2.88
3.92,4.54,4.64,3.78
4.56,4.24,4.80,3.84
4.31,4.48,4.56,4.00
4.79,4.08,4.79,3.92
4.07,4.48,4.64,4.00
4.40,4.16,4.48,4.09
4.24,3.84,4.24,3.84
3.44,4.00,4.05,3.20
3.99,4.00,4.08,3.93
4.00,3.89,4.00,3.68
3.92,3.71,4.00,3.36
3.72,3.68,3.84,3.56
3.60,3.50,4.00,3.42
3.36,3.44,3.52,3.20
3.36,3.35,3.48,3.28
3.36,3.20,3.44,3.20
3.28,3.12,3.44,3.06
3.20,3.31,3.52,3.20
3.36,3.37,3.52,3.22
3.51,3.66,3.66,3.32
3.68,3.68,3.95,3.52
3.60,3.55,3.92,3.52
3.56,3.61,3.80,3.55
3.71,3.60,3.72,3.43
3.52,3.04,3.68,2.54
3.14,3.32,3.36,3.06
3.36,3.32,3.48,3.24
3.32,3.11,3.32,3.04
3.28,3.20,3.28,2.94
3.28,3.20,3.28,2.96
3.18,3.03,3.18,2.99
3.04,2.97,3.20,2.70
3.12,2.81,3.12,2.76
2.81,2.64,2.96,2.56
2.60,2.64,2.87,2.58
2.64,2.80,2.88,2.58
2.94,3.28,3.36,2.81
3.36,3.05,3.36,3.00
3.03,2.99,3.03,2.80
2.96,2.91,3.00,2.65
2.88,2.72,3.00,2.68
2.88,2.49,2.92,2.48
2.49,2.40,2.49,2.28
2.40,2.28,2.40,2.28
2.28,2.32,2.56,2.28
2.48,2.40,2.52,2.28
2.48,2.51,2.62,2.37
2.56,2.62,2.64,2.48
2.56,2.72,2.73,2.56
2.72,2.79,2.79,2.63
2.80,2.66,2.88,2.63
2.69,2.51,2.79,2.33
2.56,2.56,2.72,2.51
2.64,3.05,3.32,2.59
3.20,2.88,3.27,2.79
2.96,2.84,2.96,2.64
2.96,2.83,2.96,2.80
2.88,2.84,2.96,2.75
2.88,2.80,2.96,2.80
2.80,2.87,2.92,2.68
2.80,2.86,3.04,2.80
2.86,2.72,3.02,2.72
2.72,2.78,3.00,2.72
2.77,2.72,2.96,2.72
2.82,2.61,2.82,2.56
2.64,2.55,2.81,2.51
2.80,2.53,2.80,2.50
2.56,2.48,2.79,2.42
2.48,2.40,2.56,2.40
2.56,2.49,2.58,2.36
2.48,2.35,2.48,2.24
2.29,2.34,2.40,2.08
2.32,2.29,2.40,2.24
2.25,2.44,2.48,2.16
2.40,2.48,2.67,2.32
2.42,2.56,2.68,2.38
2.48,2.43,2.56,2.36
2.47,2.40,2.48,2.37
2.33,2.40,2.64,2.32
2.40,2.57,2.64,2.40
2.59,2.64,3.19,2.56
2.64,2.93,3.02,2.63
2.96,3.11,3.28,2.93
3.12,3.16,3.28,2.92
3.12,3.00,3.14,2.80
2.96,3.00,3.06,2.96
2.96,3.04,3.10,2.90
3.60,3.03,3.60,3.03
3.13,3.10,3.20,3.05
3.12,3.05,3.20,3.04
3.12,2.95,3.15,2.89
3.04,3.04,3.28,2.96
3.04,3.04,3.28,3.01
3.04,3.04,3.24,3.01
3.04,3.06,3.19,2.96
3.04,3.06,3.20,2.96
3.05,3.01,3.19,3.01
3.04,2.96,3.12,2.96
3.05,2.96,3.12,2.89
2.89,2.76,2.96,2.65
2.65,2.72,2.84,2.65
2.72,2.72,2.79,2.64
2.80,2.73,2.88,2.64
2.80,2.78,2.88,2.67
2.88,2.78,2.88,2.72
2.80,2.78,2.88,2.76
2.80,2.72,2.80,2.72
2.72,2.76,2.83,2.72
2.80,2.87,3.04,2.79
2.95,2.91,2.97,2.82
3.00,2.96,3.04,2.84
3.03,3.09,3.12,2.96
3.12,2.99,3.28,2.96
2.96,3.04,3.20,2.94
3.04,3.10,3.14,3.04
3.13,3.14,3.20,3.09
3.28,3.16,3.28,3.16
3.16,3.20,3.28,3.16
3.28,3.12,3.28,3.12
3.12,3.01,3.24,2.98
2.96,2.90,3.15,2.85
2.96,2.88,3.04,2.88
2.81,2.96,3.01,2.76
3.01,2.84,3.01,2.84
2.70,2.82,2.90,2.67
2.82,2.76,2.82,2.70
2.76,2.81,2.86,2.67
2.88,2.80,2.88,2.76
2.88,2.48,2.92,2.48
2.77,2.84,2.92,2.64
2.96,2.72,2.96,2.64
2.72,2.72,2.84,2.48
2.64,2.69,2.85,2.64
2.64,2.56,2.80,2.56
2.64,2.55,2.70,2.52
2.52,2.61,2.64,2.52
2.56,2.70,2.70,2.55
2.72,2.70,2.80,2.63
2.80,2.64,2.80,2.59
2.62,2.58,2.73,2.56
2.62,2.60,2.72,2.56
2.60,2.61,2.69,2.52
2.64,2.61,2.72,2.53
2.63,2.58,2.79,2.54
2.56,2.58,2.70,2.56
2.60,2.64,2.68,2.56
2.60,2.38,2.66,2.38
2.39,2.01,2.40,1.92
1.81,1.95,2.06,1.70
1.97,1.90,2.00,1.70
1.90,1.91,1.98,1.76
1.92,1.92,1.97,1.88
1.93,1.94,1.95,1.83
1.93,1.87,1.97,1.87
1.89,1.90,1.93,1.84
1.91,1.80,1.91,1.80
1.81,1.60,1.87,1.58
1.54,1.55,1.63,1.36
1.46,1.48,1.55,1.46
1.49,1.38,1.49,1.36
1.39,1.34,1.42,1.26
1.35,1.05,1.35,0.95
1.03,1.13,1.15,1.03
1.13,1.13,1.20,1.10
1.14,1.10,1.17,1.05
1.08,1.10,1.10,1.01
1.11,1.01,1.15,0.96
1.01,1.00,1.04,0.99
1.01,1.04,1.10,1.01
1.06,1.23,1.28,1.06
1.27,1.15,1.34,1.10
1.15,1.18,1.20,1.10
1.17,1.38,1.61,1.17
1.40,1.41,1.59,1.35
1.44,1.38,1.47,1.31
1.37,1.29,1.37,1.19
1.27,1.27,1.29,1.21
1.27,1.28,1.33,1.20
1.27,1.34,1.42,1.27
1.35,1.29,1.44,1.28
1.28,1.21,1.29,1.20
1.21,1.06,1.22,1.03
1.11,1.05,1.12,1.03
1.07,1.07,1.12,1.04
