NPK,National Presto Industries,NASDAQ
70.78,71.72,72.44,70.50
71.02,71.04,72.00,70.49
72.50,71.95,72.71,71.06
72.27,70.59,72.28,70.50
71.05,72.24,72.27,70.49
71.82,72.03,72.29,71.62
71.90,72.00,72.17,71.62
71.76,71.06,72.00,70.00
70.42,71.45,71.68,70.42
72.45,72.25,72.46,71.70
72.91,73.05,73.30,71.90
73.15,74.81,74.85,72.66
74.80,75.79,75.92,73.95
76.25,76.19,76.37,75.43
76.31,76.34,76.39,75.56
76.50,77.01,77.01,75.75
77.00,76.71,77.00,76.07
76.43,76.42,76.87,75.92
76.74,76.98,76.99,75.88
76.83,76.99,76.99,76.30
77.17,77.30,77.50,76.76
77.25,77.02,77.50,76.44
77.45,76.20,77.45,75.89
75.89,75.73,76.25,75.26
75.50,74.81,75.50,74.65
74.65,74.55,75.54,74.00
75.00,74.43,75.00,74.17
74.44,74.14,74.90,73.61
74.50,74.26,74.90,73.89
74.19,73.85,74.37,73.62
73.86,74.66,74.67,73.62
74.15,74.87,75.34,74.10
74.97,74.07,75.41,73.75
74.23,74.21,74.87,73.61
73.93,73.38,74.00,73.06
73.07,72.36,73.13,71.71
72.21,72.61,72.94,72.13
72.28,72.24,72.70,71.78
71.77,70.43,72.41,70.32
70.23,70.83,71.39,70.05
70.54,70.01,71.74,70.00
70.30,70.02,70.80,70.01
70.00,70.25,70.71,70.00
70.22,72.83,73.72,70.22
73.20,73.42,73.81,73.02
73.61,72.88,73.98,72.34
71.97,70.86,73.35,70.79
70.78,70.69,72.43,70.57
70.84,70.68,71.70,70.52
70.68,68.98,70.73,68.72
69.58,69.36,70.73,69.01
69.70,69.34,69.70,69.05
69.23,69.12,69.35,68.76
69.42,69.23,69.52,68.50
69.26,70.46,70.66,69.00
70.40,70.69,71.27,70.14
70.34,70.76,71.42,70.18
71.38,70.64,71.61,70.38
70.62,71.18,71.25,70.01
71.68,72.04,72.20,71.00
72.50,72.46,73.06,72.27
72.54,72.42,72.99,71.36
72.17,71.80,72.17,70.82
72.19,72.44,72.51,71.56
72.06,72.41,72.65,71.30
72.28,71.96,72.39,71.90
71.90,71.28,72.00,71.25
71.31,71.57,71.68,70.66
71.15,70.24,71.57,69.80
69.74,70.41,70.81,69.65
70.62,70.30,70.62,70.00
69.87,69.59,70.28,69.01
69.54,68.40,69.54,68.07
68.23,68.32,69.26,68.20
68.11,67.69,68.24,67.39
67.46,67.59,68.07,67.32
68.08,68.65,69.85,67.52
69.66,70.48,70.60,68.76
70.46,71.29,71.78,70.46
71.17,71.69,71.96,71.08
71.82,71.38,72.36,70.26
71.58,71.58,72.13,70.99
71.53,71.90,72.45,71.27
72.50,71.75,72.50,71.28
72.06,71.09,72.34,70.41
71.10,70.43,71.48,70.39
70.43,71.76,72.00,70.43
71.76,72.05,72.20,71.38
72.34,70.85,72.34,70.78
70.76,71.87,71.88,70.75
71.83,71.15,72.23,71.00
71.20,70.52,71.20,70.37
70.73,70.55,70.84,70.00
70.60,70.92,71.19,70.00
70.92,70.80,70.92,70.36
70.41,70.57,70.87,70.15
70.75,70.47,70.75,69.90
70.76,70.20,70.81,70.00
69.97,69.98,70.40,69.34
69.70,69.98,70.40,69.20
69.80,70.57,70.68,69.60
70.24,70.88,70.90,69.63
70.54,71.23,71.48,70.37
71.05,71.14,71.50,70.28
70.97,71.57,71.87,70.62
71.27,72.27,72.28,70.33
72.50,72.18,72.50,71.26
72.23,72.99,73.06,71.96
73.01,74.38,74.56,73.01
74.14,75.25,75.80,74.14
75.05,75.62,75.72,75.00
75.62,76.54,76.54,75.60
76.50,76.61,77.15,76.00
76.89,76.85,77.07,76.44
76.90,76.90,76.99,76.31
76.75,76.06,76.99,75.67
76.40,76.48,76.84,75.67
76.50,76.80,77.19,76.39
76.79,76.82,77.00,76.58
76.54,76.16,76.55,75.47
76.33,75.06,76.45,74.86
75.35,76.95,76.95,75.23
76.87,76.92,77.09,76.62
77.00,77.98,77.98,76.90
78.00,78.26,78.39,77.60
78.44,79.90,79.90,78.35
79.29,78.68,79.86,77.79
78.74,80.05,80.05,78.56
79.95,80.40,80.40,79.21
80.41,80.51,80.54,79.93
80.67,80.86,80.88,80.19
81.00,80.93,81.00,80.48
81.00,80.77,81.00,80.50
80.98,80.50,80.98,80.30
80.50,79.61,80.50,79.14
79.57,79.76,80.23,79.20
79.63,78.65,79.63,78.26
79.09,78.85,79.12,77.97
78.62,79.16,79.16,78.50
79.23,79.34,79.62,78.75
79.11,79.36,79.75,78.91
79.44,77.39,79.87,76.63
77.41,77.79,78.07,77.10
77.86,78.68,78.97,77.86
78.42,78.91,79.00,78.37
78.62,77.95,78.88,77.86
78.52,77.84,78.85,77.47
77.56,78.61,78.69,77.56
78.68,78.70,78.72,77.41
78.08,78.51,78.74,78.01
78.25,77.65,78.73,77.65
77.65,76.67,78.34,76.35
76.15,75.09,76.52,75.00
75.37,76.48,77.22,75.37
75.41,76.09,76.76,75.41
75.79,74.54,76.32,73.94
74.51,74.19,74.55,73.52
74.20,73.68,74.50,73.04
73.58,73.98,74.55,73.55
73.99,74.47,74.76,73.99
74.38,74.25,74.38,73.31
74.05,75.36,75.70,74.05
75.18,75.62,76.22,75.11
74.97,77.14,77.17,74.97
77.19,77.32,77.42,76.45
77.98,77.45,78.55,77.05
77.27,77.17,78.50,77.07
77.48,79.94,79.99,77.48
80.00,79.11,80.00,78.70
79.33,80.70,80.81,79.33
81.00,81.80,82.20,80.71
82.50,83.25,84.00,82.50
78.41,77.40,78.41,76.38
77.14,77.04,77.51,76.66
78.70,77.43,78.70,75.77
77.75,79.00,80.24,77.55
79.41,79.08,79.45,77.57
79.06,79.53,79.89,78.74
79.55,80.00,80.25,79.37
80.00,79.89,80.00,79.15
79.89,78.67,80.44,78.44
78.21,78.77,79.21,78.21
78.77,77.84,78.82,77.32
78.27,79.18,79.43,77.79
79.62,80.44,80.99,79.42
80.46,81.16,81.61,80.46
81.10,79.31,81.10,79.21
79.33,80.48,80.71,79.33
80.96,81.47,81.47,80.04
81.23,81.13,81.82,80.95
80.82,79.00,81.13,78.88
79.01,77.16,79.48,77.02
77.25,75.84,77.48,75.67
76.21,76.79,76.87,75.49
77.28,78.04,78.85,76.50
77.75,75.87,77.75,75.41
75.75,75.44,76.70,75.06
75.64,74.33,76.05,73.99
77.33,76.00,77.75,75.39
76.43,75.15,76.75,74.85
75.43,74.91,75.79,74.52
75.50,75.12,75.80,74.86
75.25,74.66,75.57,74.50
74.51,75.83,77.19,74.50
76.72,75.29,76.72,74.90
75.77,75.67,76.01,74.70
75.98,75.47,76.06,74.65
75.47,75.52,76.25,75.28
76.05,75.91,76.46,75.76
76.37,76.17,76.94,75.91
76.35,75.78,76.53,75.78
76.42,74.48,76.72,74.35
74.40,74.23,75.00,74.05
74.98,71.76,74.98,71.00
71.88,71.25,72.99,71.18
71.01,72.26,72.88,70.85
72.38,71.26,72.71,70.88
71.40,72.33,72.90,71.40
72.25,71.50,72.41,71.02
71.47,70.45,71.79,70.15
70.39,69.10,71.38,68.70
69.00,67.74,69.14,67.54
67.49,68.15,68.82,67.27
68.10,70.76,71.32,68.10
70.90,70.16,71.20,70.05
70.35,68.67,70.51,68.28
68.26,68.89,69.29,68.00
69.00,69.35,69.40,68.70
69.29,68.51,69.78,68.50
68.50,67.61,68.76,67.09
68.20,67.63,68.87,67.09
68.01,68.37,68.90,67.47
68.14,69.17,69.48,68.12
69.84,70.37,70.75,69.17
70.40,70.01,71.11,69.42
70.13,69.95,70.66,69.30
69.54,70.39,70.48,69.54
70.17,69.67,70.47,69.30
69.50,69.00,70.08,68.83
69.11,68.91,69.24,68.61
69.03,71.28,71.48,68.85
71.48,70.69,71.49,70.52
71.00,71.39,71.48,71.00
71.38,71.43,71.49,71.00
71.10,70.74,71.37,70.33
70.89,70.35,71.13,70.22
70.36,70.50,70.98,70.02
70.69,70.47,70.75,69.65
70.91,70.81,71.13,69.88
70.62,71.40,71.48,70.26
71.74,71.83,72.37,70.59
72.27,72.34,72.49,71.77
72.49,71.96,72.49,71.58
72.02,72.29,72.90,71.69
71.82,71.50,72.32,71.27
71.50,71.17,71.79,70.52
70.69,72.08,72.09,70.50
71.75,72.84,72.87,71.24
72.90,73.23,73.96,72.77
72.98,73.38,73.98,72.40
73.90,75.31,75.50,73.42
74.81,72.68,74.94,72.20
72.62,72.99,73.06,71.97
73.39,72.52,73.39,71.80
71.36,71.73,72.46,71.06
71.53,70.62,71.57,70.36
71.27,71.10,71.67,70.74
70.81,70.25,71.27,70.16
70.03,70.75,70.92,69.97
70.15,69.07,70.73,69.04
68.88,70.07,70.21,68.72
70.07,70.54,70.96,69.50
70.70,70.79,70.99,70.29
70.61,70.56,71.20,70.15
70.09,69.80,70.58,69.28
69.00,68.75,69.56,68.56
69.17,68.86,69.85,68.51
68.88,65.30,69.06,65.21
65.40,63.77,66.49,63.30
63.50,64.10,64.66,63.50
64.13,63.61,65.01,62.65
63.46,63.75,64.11,63.12
63.72,64.32,64.65,63.65
64.35,64.96,65.27,64.26
65.00,63.88,65.54,63.44
64.00,65.15,65.57,63.82
65.11,65.50,66.98,65.11
65.53,65.21,66.23,65.14
65.55,66.14,66.14,65.21
66.11,66.45,66.98,66.11
66.98,65.98,66.98,65.53
66.73,66.91,67.20,66.42
66.99,65.75,66.99,65.71
65.61,64.65,65.75,64.26
64.65,66.16,66.55,64.30
65.99,66.41,66.75,65.60
66.75,65.79,67.41,65.38
65.52,65.89,66.00,65.41
65.80,65.67,65.99,65.39
65.80,65.32,65.81,65.10
65.34,65.49,65.80,64.89
65.45,65.94,66.57,65.29
66.01,64.85,66.20,64.55
65.50,64.02,65.85,63.88
64.01,64.40,64.65,63.89
64.24,64.20,64.25,63.78
64.00,63.50,64.39,63.29
63.63,63.60,63.95,63.01
63.43,63.99,64.33,63.33
64.12,63.57,64.20,63.34
63.47,63.41,63.57,63.26
63.30,63.54,64.14,63.26
63.74,63.16,64.33,63.12
63.52,63.12,63.95,63.04
63.21,63.68,63.74,62.75
63.21,63.56,63.75,63.00
63.26,62.75,64.18,62.61
62.65,62.50,63.34,62.17
62.68,61.73,62.68,61.50
61.73,61.97,62.00,61.12
61.54,62.05,62.31,61.24
61.80,60.71,62.19,60.68
60.50,56.69,60.60,54.07
55.30,57.40,57.59,55.21
57.40,57.07,58.71,56.86
56.91,58.17,58.51,56.86
58.22,58.37,58.50,57.62
57.95,58.87,59.22,57.72
58.59,57.96,58.82,57.54
58.00,58.90,59.50,57.90
59.38,58.57,59.92,58.00
59.32,60.34,60.48,58.65
59.52,60.27,60.50,59.47
59.90,62.13,62.45,58.83
62.77,61.72,62.77,61.31
61.24,61.50,61.70,60.50
61.51,62.63,62.63,61.33
62.70,61.90,63.69,61.62
62.25,61.83,62.94,61.50
62.19,61.66,62.93,60.77
60.83,60.27,61.50,60.00
60.41,61.52,62.00,60.16
61.26,61.05,61.44,59.83
60.74,61.54,63.18,60.30
62.50,63.06,63.44,61.61
63.00,61.91,63.46,61.53
61.50,61.50,62.39,60.96
61.81,61.55,62.04,60.68
61.79,62.00,62.03,61.23
61.64,62.05,62.05,61.11
62.05,61.00,62.49,60.83
60.82,60.58,61.99,60.15
61.20,61.21,61.74,60.85
60.64,60.38,61.50,60.00
60.76,60.02,61.38,60.01
60.00,59.37,60.50,59.04
59.37,58.22,59.44,58.21
58.21,57.56,58.22,57.26
57.95,58.63,59.45,57.87
59.66,59.82,60.46,59.54
59.82,59.74,60.11,59.52
59.75,59.85,61.00,59.59
59.66,59.70,60.37,59.62
59.50,58.66,59.55,58.61
58.52,57.95,58.94,57.95
57.43,58.28,58.94,57.43
58.33,59.02,59.38,58.11
59.00,58.58,59.13,58.25
58.46,58.47,59.17,58.38
58.10,57.20,58.50,57.20
57.20,57.74,57.92,56.57
57.19,57.22,58.33,56.99
56.81,57.02,57.62,56.81
57.00,56.85,57.87,56.09
56.00,55.84,56.30,55.75
55.88,56.80,57.86,55.50
56.75,57.53,58.02,55.42
57.56,58.49,58.50,56.83
58.28,58.30,58.51,57.23
58.12,58.95,59.08,58.00
59.17,59.42,60.00,58.87
59.22,58.35,59.55,58.35
58.62,58.65,58.97,58.21
58.30,58.54,58.64,57.00
58.36,58.58,58.99,57.61
58.39,58.04,58.49,58.00
58.08,58.35,58.44,57.05
58.11,56.72,58.11,56.72
57.30,56.44,57.79,56.38
56.50,57.33,57.46,56.29
58.30,59.11,59.11,57.79
59.25,60.06,60.33,58.82
60.15,60.13,60.48,58.95
60.60,61.45,62.00,60.60
61.69,61.18,61.69,61.07
61.68,60.90,61.79,60.00
60.46,61.92,61.93,60.16
61.95,61.24,61.98,61.01
61.41,61.16,61.64,60.13
61.25,62.92,62.95,61.25
62.92,62.77,63.25,62.28
63.00,62.77,63.00,62.11
62.92,63.65,64.00,62.92
64.44,63.07,64.44,63.00
62.89,63.46,64.64,62.89
63.35,63.00,63.42,63.00
63.49,63.82,64.09,62.52
63.89,64.95,64.98,63.46
64.94,64.11,65.00,63.90
63.97,64.77,64.98,63.70
64.77,64.65,65.25,64.02
64.65,63.28,64.65,62.85
63.51,62.89,63.73,62.82
62.69,62.35,62.70,62.33
63.05,63.46,63.52,62.50
63.66,63.63,64.00,63.61
64.08,64.27,64.50,63.68
64.25,64.48,64.48,63.64
64.39,65.23,65.73,64.30
65.44,65.54,65.73,64.93
65.93,66.27,66.88,65.43
66.94,67.22,67.37,66.59
67.50,66.17,67.90,66.07
63.00,62.07,63.00,61.42
62.25,60.64,62.28,60.19
60.67,59.31,60.89,58.36
59.19,59.46,59.77,58.61
59.25,58.85,59.37,58.52
58.62,58.25,58.85,58.05
57.74,57.04,58.03,57.00
56.95,57.70,57.88,56.95
56.83,56.58,57.62,56.58
56.75,57.14,57.47,56.04
57.68,58.59,58.91,57.49
59.20,58.88,59.22,57.59
59.19,58.48,59.25,57.88
58.07,59.25,59.25,58.07
59.25,60.25,60.94,59.24
60.11,62.00,62.33,60.11
62.27,61.12,62.40,59.91
61.13,62.84,63.40,60.15
62.48,63.58,63.58,61.17
63.50,62.34,63.50,61.81
62.66,62.19,63.17,62.15
61.93,63.03,63.04,61.43
62.95,63.13,63.35,62.91
62.76,63.39,63.41,62.76
63.47,64.71,64.75,62.50
64.56,64.00,64.78,63.88
64.05,64.59,64.80,63.55
64.09,64.16,64.83,64.03
64.07,64.00,64.50,63.81
63.94,63.14,63.94,63.00
63.56,63.99,64.69,62.95
64.34,63.81,64.34,63.10
63.92,63.79,63.92,63.18
63.85,65.49,65.50,63.64
65.24,66.08,66.40,64.19
65.65,64.62,66.02,64.42
64.50,65.51,66.06,64.50
65.60,64.85,65.60,64.61
64.75,65.24,65.54,64.03
65.31,65.06,65.34,64.68
65.41,65.10,65.41,64.44
64.91,65.38,65.60,64.25
65.40,65.76,66.25,64.86
64.76,64.84,65.62,64.70
64.84,62.58,64.84,62.50
62.51,62.55,63.28,62.50
63.05,62.97,64.05,62.02
62.50,62.11,62.95,61.65
61.99,62.81,63.69,61.87
62.57,64.50,64.78,62.28
64.71,64.50,64.97,63.98
64.57,64.80,65.05,64.45
64.15,64.99,65.15,64.15
64.81,65.25,65.50,64.81
65.40,66.13,66.78,65.16
66.37,68.12,68.96,66.37
68.60,69.06,69.49,68.16
69.22,69.01,69.36,68.18
68.97,69.25,69.47,68.42
69.00,69.50,69.94,69.00
69.57,69.51,69.79,68.97
69.57,68.31,69.70,68.17
68.58,69.00,69.45,68.54
68.59,69.33,69.42,68.50
69.00,69.50,69.79,68.79
69.73,70.33,71.50,69.06
70.34,71.15,71.48,70.28
71.06,71.03,71.47,70.91
70.90,71.01,71.17,70.09
70.04,70.26,70.86,69.19
69.79,71.21,71.49,69.39
70.49,71.19,71.85,70.49
71.42,72.92,73.00,71.42
72.55,72.77,72.83,72.16
72.39,72.83,72.90,72.39
72.03,72.60,72.78,70.36
71.86,73.81,73.90,71.61
73.94,74.45,75.00,72.91
75.00,74.60,75.00,73.76
74.98,75.00,75.49,74.71
75.36,75.33,75.39,74.51
74.75,75.55,75.93,74.35
75.10,75.63,75.75,74.35
75.96,77.20,77.38,74.69
77.14,79.24,79.71,77.14
78.58,79.13,79.96,78.58
79.23,80.32,80.34,78.90
80.38,81.16,81.88,80.10
81.74,78.28,82.05,77.42
77.52,78.12,78.46,77.19
78.48,78.43,78.91,77.44
78.21,77.90,78.49,77.53
77.90,78.00,79.11,77.75
78.51,78.56,78.85,78.04
78.75,79.18,79.25,78.56
79.49,79.15,79.77,78.86
78.76,78.84,80.00,78.66
79.48,79.31,79.66,79.01
79.40,80.05,80.97,79.40
80.64,79.55,80.64,78.62
79.90,79.33,80.40,79.00
79.38,80.44,80.63,79.22
80.44,79.17,80.84,79.00
78.98,79.99,80.09,77.16
79.78,79.01,80.00,77.64
79.40,78.77,79.50,78.44
78.90,79.52,80.00,78.34
79.17,80.37,80.61,79.17
80.50,79.16,80.50,78.69
78.85,78.87,80.17,78.30
79.20,80.60,80.70,78.98
80.62,80.44,80.98,80.25
80.72,81.05,81.16,80.38
80.99,79.72,81.79,79.67
79.85,80.37,81.24,79.43
79.35,80.44,80.45,78.71
79.12,80.08,81.00,79.12
80.24,80.23,80.71,79.91
80.01,81.29,81.29,80.01
80.84,82.95,82.95,80.45
82.86,83.91,84.89,81.70
83.69,83.83,84.73,82.04
83.59,82.65,83.71,82.39
81.19,80.28,81.19,78.61
81.19,78.64,81.19,78.61
79.88,75.08,79.88,74.57
76.07,79.22,79.94,75.10
80.30,79.82,81.16,78.73
79.40,79.55,80.21,79.14
79.17,82.05,82.87,78.72
80.65,79.41,81.94,78.64
79.81,80.59,81.00,79.81
80.57,80.32,81.95,80.00
79.97,81.55,81.95,79.97
82.07,82.90,83.49,81.21
83.31,83.10,83.51,82.65
83.10,83.48,83.66,82.07
83.29,83.32,83.58,82.71
83.23,83.68,83.75,81.89
83.75,84.00,84.00,83.30
84.00,85.24,85.59,83.94
85.15,86.50,86.89,84.50
85.22,84.71,86.80,83.97
84.80,85.82,86.28,84.80
85.00,84.73,85.78,84.46
84.97,85.23,85.79,84.04
84.96,85.75,86.20,84.76
86.35,87.95,88.00,85.39
87.00,85.59,87.21,85.50
85.48,84.43,85.73,83.26
84.80,84.26,85.44,83.60
84.17,86.10,87.40,83.23
85.17,84.29,85.51,83.55
84.57,87.80,87.85,84.57
86.77,86.48,87.89,86.04
86.36,86.84,87.80,86.05
86.99,88.57,88.89,86.58
88.00,88.37,88.75,87.91
88.59,89.37,89.87,88.07
89.31,89.29,90.13,88.85
89.07,87.76,89.74,87.60
88.45,87.54,88.80,85.99
87.83,87.84,88.15,86.13
87.23,89.58,89.89,85.85
89.80,90.21,90.60,89.30
90.15,89.72,92.40,89.55
89.96,91.14,91.78,87.97
91.34,90.89,91.82,90.11
90.51,87.99,90.64,86.83
88.17,87.49,89.93,87.40
87.77,89.50,89.63,87.25
89.43,88.87,89.48,88.48
89.15,88.05,89.40,87.52
88.49,88.05,88.84,87.47
87.70,88.79,89.43,87.52
88.69,88.48,89.30,87.69
88.47,88.45,89.25,87.77
89.14,89.48,89.65,87.88
89.51,88.21,89.64,88.16
87.95,87.85,89.15,87.22
87.85,88.89,89.27,87.70
88.50,86.10,88.50,85.59
86.49,84.11,86.49,83.73
84.07,85.71,85.96,84.07
86.27,86.55,87.30,85.04
86.88,88.98,89.27,86.39
88.92,89.74,90.19,88.34
90.06,93.44,93.47,90.00
93.00,93.26,94.18,92.54
92.12,89.68,92.12,89.17
89.75,88.56,90.65,88.31
88.98,88.82,89.19,88.37
89.28,86.94,89.33,86.59
87.02,90.04,90.40,87.02
89.57,89.19,90.91,89.00
89.01,86.50,89.54,85.91
86.24,86.42,88.12,86.06
86.25,86.06,86.65,85.62
85.10,84.77,85.61,84.63
84.47,81.93,84.65,81.44
81.93,82.76,84.19,81.50
81.70,82.66,83.49,81.70
81.68,80.34,83.44,80.01
81.14,82.55,82.89,80.51
82.72,82.73,83.30,80.98
83.25,80.89,83.27,80.68
80.26,78.13,81.11,78.13
79.13,80.39,80.50,78.62
80.22,83.28,83.66,79.11
82.97,82.92,84.77,81.85
81.96,82.92,83.73,81.81
82.59,81.40,83.22,80.05
81.73,82.97,83.93,81.13
82.95,83.66,83.83,81.10
83.24,82.86,83.82,81.80
81.97,79.33,81.97,78.23
79.33,78.91,80.89,78.08
78.32,78.33,80.59,77.53
76.67,76.58,77.55,75.43
76.67,76.01,79.20,75.44
76.50,76.60,77.97,75.42
76.88,76.93,79.30,75.55
76.93,75.31,77.30,74.75
75.36,76.57,78.03,74.96
74.87,76.42,76.61,73.72
77.18,75.12,77.84,74.02
74.05,76.04,77.07,72.30
76.54,75.40,77.20,73.86
75.88,75.86,76.95,74.10
75.88,75.37,77.00,75.03
75.37,77.53,77.78,75.37
76.88,75.31,77.53,75.31
76.26,76.73,77.20,75.47
77.36,79.09,79.09,77.07
78.61,77.84,78.89,76.58
77.46,76.29,78.32,75.30
76.93,77.94,79.32,76.55
78.20,78.01,78.68,77.36
78.37,76.61,78.84,76.35
76.25,79.86,79.87,75.73
78.72,80.63,81.29,78.72
81.38,79.78,82.39,79.24
78.33,78.42,78.85,76.90
80.03,78.33,80.03,77.02
78.50,80.72,81.50,78.01
80.80,80.25,81.80,79.54
80.41,81.05,81.29,79.95
81.20,81.69,82.25,81.10
82.84,83.34,84.28,82.35
83.26,83.91,84.79,82.75
83.46,87.08,87.60,83.46
87.46,86.55,88.00,85.95
81.70,81.00,81.98,80.49
80.84,81.40,82.04,80.65
81.93,82.10,83.04,81.54
81.96,79.32,81.96,78.91
78.89,81.95,82.27,78.89
81.56,81.44,83.52,80.80
80.92,80.38,81.64,79.50
80.12,79.80,81.20,79.18
79.68,79.69,80.23,79.11
80.29,79.97,81.40,78.95
81.00,81.34,81.80,80.57
81.55,80.90,81.55,80.33
80.96,81.45,81.88,80.20
81.29,81.64,82.36,81.29
82.00,85.75,86.30,81.76
86.25,86.02,87.52,85.85
85.62,84.04,85.81,83.95
84.34,85.72,86.36,83.98
85.68,83.16,85.68,83.11
82.74,84.94,84.94,81.38
85.21,84.24,85.33,83.38
83.78,85.76,86.11,83.36
85.49,84.24,85.77,84.10
84.34,83.74,85.25,83.54
83.47,84.07,84.56,83.04
84.29,86.61,88.47,84.29
85.67,83.76,86.49,83.58
83.80,83.92,84.43,82.76
83.48,82.81,84.17,81.96
83.12,83.66,84.01,82.27
83.74,83.52,84.79,83.35
83.83,83.25,84.06,82.75
84.16,84.33,84.46,83.51
84.03,85.20,85.79,84.00
84.65,86.40,86.50,84.65
85.92,85.56,87.05,85.00
85.69,85.30,85.82,84.75
85.76,84.36,86.00,84.36
84.00,85.14,85.63,84.00
85.71,85.55,86.00,85.06
85.59,86.32,86.59,85.01
86.40,87.43,87.91,86.40
87.35,87.37,88.20,86.11
87.44,87.19,88.37,86.57
86.71,87.19,87.31,86.16
87.56,88.47,88.80,85.94
88.00,87.19,88.01,86.86
86.53,86.16,87.41,85.31
86.55,85.95,87.19,85.00
86.00,87.65,87.72,85.95
87.47,88.23,88.89,87.47
88.77,89.25,89.25,87.92
89.09,88.65,89.43,88.42
88.65,87.78,88.88,86.97
87.42,87.17,88.60,86.33
87.45,87.54,88.47,87.18
87.84,87.04,88.10,85.52
86.81,87.39,89.69,86.12
86.99,86.22,87.31,86.12
86.36,88.31,89.26,86.36
87.54,87.48,89.03,86.70
87.57,90.19,90.44,87.04
90.20,89.93,91.12,89.40
90.20,89.85,90.56,89.15
89.91,90.23,91.04,89.72
89.75,89.40,90.46,88.62
88.66,89.44,89.64,88.40
89.60,90.89,91.03,89.08
90.55,90.66,91.40,90.31
90.94,92.23,92.46,90.47
92.31,91.69,93.17,91.51
92.09,92.26,92.99,89.83
92.00,92.25,92.81,91.06
91.34,90.83,91.36,90.29
90.47,90.66,92.39,90.19
90.67,90.98,91.51,90.36
91.11,91.19,92.05,90.45
90.27,91.53,92.07,89.37
91.31,90.35,91.50,89.21
91.53,90.20,92.33,90.06
90.21,89.63,90.85,89.15
89.97,88.52,90.50,88.34
89.37,88.47,90.50,88.25
87.93,87.76,88.40,86.35
86.59,88.02,88.42,86.50
88.27,88.47,88.99,87.94
88.61,90.62,91.25,88.61
90.39,94.35,94.35,90.12
94.28,94.08,94.98,93.18
93.55,94.06,94.32,93.38
93.41,94.50,94.78,93.41
94.24,93.30,94.79,93.00
94.22,95.47,95.71,93.21
95.32,95.47,95.93,95.09
95.47,95.67,96.25,94.49
95.86,95.42,95.86,94.65
95.68,93.28,95.80,93.18
93.84,93.27,94.56,93.24
93.26,93.17,93.96,93.07
93.10,93.07,94.10,93.04
93.13,93.16,93.67,93.11
93.08,92.84,93.42,92.21
92.47,92.29,93.49,91.97
91.99,91.60,93.55,91.09
91.45,91.37,92.52,91.10
91.10,91.71,93.20,90.17
91.21,91.02,92.70,90.40
90.86,89.54,91.80,89.38
89.54,91.19,91.65,89.51
90.65,89.15,91.99,88.56
89.11,90.93,91.20,89.11
90.73,91.16,92.19,90.52
91.59,92.15,92.82,91.59
91.76,90.89,92.33,90.54
90.71,91.87,92.06,90.71
91.89,91.53,92.00,91.22
91.25,91.40,91.99,91.20
91.57,91.48,91.79,90.80
91.69,94.88,95.55,91.61
94.45,93.71,95.13,92.81
93.76,93.38,93.76,92.48
93.57,93.85,95.00,93.12
93.79,93.84,94.72,93.17
93.62,93.12,94.48,92.45
92.94,90.90,93.69,90.83
91.00,89.53,91.23,89.36
89.76,89.76,90.40,88.55
89.86,88.59,90.50,88.17
88.54,87.71,89.00,87.68
87.68,88.10,88.50,87.09
87.78,87.26,87.82,86.05
87.48,87.38,87.48,86.44
87.62,88.31,88.54,87.62
88.23,88.68,88.93,87.19
88.99,88.96,89.20,88.41
89.06,89.40,89.51,88.04
88.77,87.00,88.77,86.91
86.46,87.73,88.03,86.46
87.37,86.59,88.42,86.05
86.37,85.14,86.40,85.13
85.52,86.54,86.77,85.27
86.54,86.43,88.29,85.50
86.46,86.90,87.30,86.07
87.22,86.89,87.74,86.34
86.77,89.00,89.17,86.77
89.23,91.52,91.54,89.23
91.50,90.05,91.50,89.68
90.10,88.11,90.10,87.98
87.93,88.65,90.31,87.88
88.62,88.30,88.76,87.80
88.35,86.80,88.88,86.23
87.22,87.79,88.19,86.68
87.48,87.45,87.50,86.74
87.13,85.91,87.20,85.69
86.39,86.45,86.68,86.07
86.09,86.65,86.70,85.52
86.59,85.62,86.60,85.50
86.09,86.01,86.45,85.52
86.18,84.44,86.30,83.53
84.11,84.69,85.30,84.00
84.31,84.88,85.57,83.67
85.44,86.05,86.24,84.86
86.00,86.45,87.30,85.30
87.00,85.90,87.10,85.30
85.50,86.25,86.70,85.50
86.35,85.65,86.35,85.00
85.10,85.35,85.40,84.20
85.55,87.00,87.30,85.15
86.80,86.50,88.00,85.75
86.25,86.50,87.70,86.15
86.95,87.20,87.60,85.20
87.15,87.55,88.20,87.00
87.95,87.25,87.95,85.60
87.40,87.10,88.05,85.55
87.30,85.80,87.90,85.50
85.85,85.00,85.85,85.00
84.95,85.60,87.75,84.95
86.40,86.35,87.18,85.85
86.00,85.60,87.00,84.85
84.90,88.00,88.75,84.90
88.05,87.95,88.80,87.44
87.75,89.65,89.85,87.75
90.05,90.50,92.00,89.75
90.30,90.70,90.95,89.30
90.70,91.35,91.45,90.70
91.35,91.05,92.10,91.00
91.20,91.00,91.80,90.80
91.20,90.50,91.30,89.55
90.50,92.60,92.65,89.05
92.05,93.80,93.85,92.03
93.75,95.00,95.00,93.63
94.70,95.45,96.55,94.20
95.65,96.20,96.90,95.55
96.65,95.15,96.65,94.45
94.85,94.60,96.15,94.05
94.30,94.85,95.55,94.30
94.75,97.50,97.65,94.75
97.60,97.80,98.00,95.60
