KIQ,Kelso Technologies Inc Ordinary Shares,NASDAQ
0.15,0.15,0.15,0.15
0.15,0.15,0.15,0.15
0.15,0.15,0.15,0.15
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.18,0.18,0.18,0.18
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.18,0.17,0.18,0.17
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.20,0.20,0.20,0.20
0.20,0.20,0.20,0.20
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.15,0.15,0.18,0.15
0.15,0.15,0.15,0.15
0.15,0.15,0.15,0.15
0.15,0.15,0.15,0.15
0.17,0.18,0.19,0.17
0.18,0.18,0.18,0.18
0.18,0.18,0.18,0.18
0.18,0.18,0.18,0.18
0.18,0.18,0.18,0.18
0.19,0.20,0.20,0.19
0.20,0.20,0.20,0.20
0.20,0.20,0.20,0.20
0.22,0.22,0.22,0.22
0.23,0.22,0.23,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.30,0.30,0.30,0.30
0.30,0.30,0.30,0.30
0.30,0.30,0.30,0.30
0.30,0.30,0.30,0.30
0.31,0.31,0.34,0.31
0.35,0.33,0.35,0.33
0.33,0.32,0.33,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.30,0.30,0.30,0.30
0.28,0.28,0.28,0.28
0.25,0.26,0.26,0.25
0.26,0.26,0.26,0.26
0.28,0.28,0.28,0.28
0.26,0.26,0.26,0.26
0.27,0.27,0.27,0.27
0.27,0.27,0.27,0.27
0.27,0.27,0.27,0.27
0.28,0.30,0.30,0.28
0.30,0.30,0.30,0.30
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.31,0.31,0.31,0.31
0.31,0.31,0.31,0.31
0.31,0.31,0.31,0.31
0.33,0.33,0.33,0.33
0.33,0.33,0.33,0.33
0.33,0.33,0.33,0.33
0.33,0.33,0.33,0.33
0.33,0.33,0.33,0.33
0.33,0.33,0.33,0.33
0.33,0.33,0.33,0.33
0.33,0.33,0.33,0.33
0.37,0.37,0.37,0.37
0.37,0.37,0.37,0.37
0.37,0.37,0.37,0.37
0.44,0.44,0.44,0.44
0.44,0.44,0.44,0.44
0.44,0.44,0.44,0.44
0.50,0.49,0.53,0.49
0.48,0.54,0.54,0.48
0.54,0.54,0.54,0.54
0.69,0.67,0.69,0.67
0.66,0.64,0.66,0.64
0.61,0.61,0.61,0.61
0.61,0.61,0.61,0.61
0.61,0.62,0.62,0.61
0.61,0.61,0.61,0.61
0.63,0.63,0.63,0.63
0.66,0.65,0.66,0.61
0.65,0.65,0.65,0.65
0.61,0.59,0.61,0.59
0.61,0.61,0.61,0.61
0.63,0.60,0.63,0.59
0.60,0.60,0.60,0.60
0.60,0.60,0.60,0.60
0.60,0.60,0.60,0.60
0.60,0.60,0.60,0.60
0.58,0.58,0.58,0.58
0.58,0.58,0.58,0.58
0.58,0.58,0.58,0.58
0.56,0.56,0.56,0.56
0.56,0.56,0.56,0.56
0.56,0.56,0.56,0.56
0.68,0.65,0.68,0.65
0.65,0.65,0.65,0.65
0.65,0.65,0.65,0.65
0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64
0.72,0.72,0.72,0.72
0.70,0.70,0.70,0.70
0.70,0.70,0.70,0.70
0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.67
0.73,0.73,0.73,0.73
0.73,0.73,0.73,0.73
0.73,0.73,0.73,0.73
0.73,0.73,0.73,0.73
0.72,0.72,0.72,0.72
0.73,0.73,0.73,0.73
0.70,0.70,0.70,0.70
0.74,0.74,0.74,0.74
0.74,0.74,0.74,0.74
0.74,0.74,0.74,0.74
0.71,0.71,0.71,0.71
0.71,0.71,0.71,0.71
0.69,0.69,0.69,0.69
0.69,0.69,0.69,0.69
0.69,0.69,0.69,0.69
0.62,0.60,0.62,0.60
0.62,0.62,0.62,0.62
0.61,0.61,0.61,0.61
0.65,0.65,0.65,0.65
0.71,0.65,0.71,0.65
0.65,0.65,0.65,0.65
0.65,0.65,0.65,0.65
0.65,0.65,0.65,0.65
0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64
0.61,0.62,0.62,0.61
0.62,0.62,0.62,0.62
0.61,0.61,0.61,0.61
0.61,0.58,0.61,0.58
0.56,0.58,0.58,0.56
0.58,0.58,0.58,0.58
0.55,0.55,0.55,0.55
0.56,0.56,0.56,0.56
0.54,0.54,0.54,0.54
0.54,0.54,0.54,0.54
0.50,0.50,0.50,0.50
0.50,0.49,0.50,0.49
0.48,0.48,0.48,0.48
0.48,0.48,0.48,0.48
0.53,0.52,0.53,0.52
0.52,0.52,0.52,0.52
0.52,0.52,0.52,0.52
0.52,0.52,0.52,0.52
0.52,0.52,0.52,0.52
0.52,0.52,0.52,0.52
0.52,0.52,0.52,0.52
0.52,0.52,0.52,0.52
0.52,0.52,0.52,0.52
0.52,0.52,0.52,0.52
0.52,0.52,0.52,0.52
0.52,0.52,0.52,0.52
0.52,0.52,0.52,0.52
0.60,0.60,0.60,0.60
0.60,0.60,0.60,0.60
0.60,0.60,0.60,0.60
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.58,0.57,0.58,0.57
0.57,0.57,0.57,0.57
0.57,0.57,0.57,0.57
0.57,0.57,0.57,0.57
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.53,0.59,0.60,0.53
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.60,0.60,0.60,0.60
0.60,0.60,0.60,0.60
0.60,0.60,0.60,0.60
0.60,0.60,0.60,0.60
0.57,0.57,0.57,0.57
0.57,0.57,0.57,0.57
0.57,0.57,0.57,0.57
0.57,0.57,0.57,0.57
0.57,0.57,0.57,0.57
0.57,0.57,0.57,0.57
0.60,0.62,0.62,0.60
0.59,0.59,0.59,0.59
0.60,0.59,0.60,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.57,0.57,0.57,0.57
0.57,0.57,0.57,0.57
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.54,0.54,0.54,0.54
0.54,0.54,0.54,0.54
0.60,0.60,0.60,0.60
0.60,0.60,0.60,0.60
0.60,0.60,0.60,0.60
0.56,0.56,0.56,0.56
0.60,0.60,0.60,0.60
0.60,0.60,0.60,0.60
0.60,0.60,0.60,0.60
0.60,0.60,0.60,0.60
0.61,0.61,0.61,0.61
0.66,0.65,0.66,0.63
0.70,0.70,0.70,0.70
0.70,0.70,0.70,0.70
0.70,0.70,0.70,0.70
0.70,0.70,0.70,0.70
0.70,0.70,0.70,0.70
0.70,0.70,0.70,0.70
0.63,0.63,0.63,0.63
0.63,0.63,0.63,0.63
0.63,0.63,0.63,0.63
0.63,0.63,0.63,0.63
0.63,0.63,0.63,0.63
0.63,0.63,0.63,0.63
0.63,0.63,0.63,0.63
0.63,0.63,0.63,0.63
0.63,0.63,0.63,0.63
0.68,0.68,0.68,0.68
0.68,0.68,0.68,0.68
0.68,0.68,0.68,0.68
0.68,0.68,0.68,0.68
0.68,0.68,0.68,0.68
0.68,0.68,0.68,0.68
0.68,0.68,0.68,0.68
0.68,0.68,0.68,0.68
0.68,0.68,0.68,0.68
0.55,0.55,0.55,0.55
0.55,0.58,0.58,0.55
0.58,0.58,0.58,0.58
0.58,0.58,0.58,0.58
0.58,0.58,0.58,0.58
0.56,0.56,0.56,0.56
0.56,0.56,0.56,0.56
0.56,0.56,0.56,0.56
0.57,0.57,0.57,0.57
0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55
0.56,0.56,0.56,0.56
0.56,0.56,0.56,0.56
0.56,0.56,0.56,0.56
0.56,0.56,0.56,0.56
0.56,0.56,0.56,0.56
0.56,0.56,0.56,0.56
0.59,0.59,0.59,0.56
0.58,0.58,0.58,0.58
0.58,0.58,0.58,0.58
0.61,0.65,0.65,0.61
0.65,0.65,0.65,0.65
0.65,0.69,0.69,0.65
0.66,0.64,0.69,0.63
0.65,0.67,0.67,0.65
0.66,0.67,0.67,0.66
0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.67
0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64
0.61,0.61,0.61,0.61
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.58,0.59,0.59,0.58
0.56,0.57,0.57,0.56
0.58,0.58,0.58,0.58
0.58,0.58,0.58,0.58
0.57,0.57,0.57,0.57
0.57,0.57,0.57,0.57
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.58,0.58,0.58,0.58
0.58,0.58,0.58,0.58
0.58,0.58,0.58,0.58
0.58,0.58,0.58,0.58
0.58,0.58,0.58,0.58
0.58,0.58,0.58,0.58
0.58,0.58,0.58,0.58
0.57,0.57,0.57,0.57
0.57,0.57,0.57,0.57
0.57,0.57,0.57,0.57
0.57,0.56,0.57,0.56
0.56,0.56,0.56,0.56
0.56,0.56,0.56,0.56
0.56,0.56,0.56,0.56
0.56,0.56,0.56,0.56
0.56,0.56,0.56,0.56
0.56,0.56,0.56,0.56
0.56,0.56,0.56,0.56
0.56,0.56,0.56,0.56
0.56,0.56,0.56,0.56
0.56,0.56,0.56,0.56
0.56,0.56,0.56,0.56
0.56,0.56,0.56,0.56
0.56,0.56,0.56,0.56
0.56,0.56,0.56,0.56
0.67,0.67,0.67,0.67
0.69,0.68,0.69,0.68
0.68,0.68,0.68,0.68
0.68,0.68,0.68,0.68
0.68,0.68,0.68,0.68
0.68,0.68,0.68,0.68
0.68,0.68,0.68,0.68
0.68,0.64,0.68,0.64
0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64
0.65,0.66,0.66,0.65
0.66,0.66,0.66,0.66
0.66,0.66,0.66,0.66
0.66,0.66,0.66,0.66
0.66,0.66,0.66,0.66
0.66,0.66,0.66,0.66
0.66,0.66,0.66,0.66
0.66,0.66,0.66,0.66
0.66,0.66,0.66,0.66
0.65,0.66,0.66,0.65
0.66,0.66,0.66,0.66
0.66,0.66,0.66,0.66
0.66,0.66,0.66,0.66
0.64,0.63,0.65,0.63
0.63,0.63,0.63,0.63
0.63,0.63,0.63,0.63
0.63,0.63,0.63,0.63
0.66,0.66,0.66,0.66
0.66,0.66,0.66,0.66
0.70,0.69,0.70,0.69
0.69,0.69,0.69,0.69
0.69,0.65,0.69,0.65
0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.67
0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64
0.68,0.68,0.68,0.68
0.68,0.68,0.68,0.68
0.68,0.68,0.68,0.68
0.68,0.68,0.68,0.68
0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.67
0.70,0.71,0.71,0.70
0.71,0.71,0.71,0.71
0.71,0.71,0.71,0.71
0.71,0.71,0.71,0.71
0.70,0.70,0.70,0.70
0.72,0.69,0.72,0.69
0.69,0.69,0.69,0.69
0.69,0.67,0.69,0.67
0.67,0.67,0.67,0.67
0.67,0.67,0.70,0.67
0.66,0.66,0.66,0.66
0.66,0.66,0.66,0.66
0.66,0.66,0.66,0.66
0.70,0.70,0.70,0.70
0.66,0.66,0.66,0.66
0.66,0.66,0.66,0.66
0.65,0.65,0.65,0.65
0.65,0.65,0.65,0.65
0.65,0.65,0.65,0.65
0.62,0.61,0.63,0.61
0.61,0.63,0.63,0.61
0.60,0.59,0.60,0.59
0.60,0.60,0.60,0.60
0.59,0.59,0.59,0.59
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.61,0.62,0.62,0.58
0.61,0.59,0.63,0.59
0.58,0.58,0.58,0.58
0.58,0.58,0.58,0.58
0.58,0.58,0.58,0.58
0.53,0.52,0.53,0.52
0.54,0.54,0.57,0.53
0.54,0.54,0.54,0.54
0.57,0.55,0.58,0.55
0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55
0.55,0.54,0.55,0.54
0.57,0.57,0.57,0.57
0.57,0.57,0.57,0.57
0.57,0.57,0.57,0.57
0.57,0.57,0.57,0.57
0.57,0.57,0.57,0.57
0.55,0.54,0.55,0.54
0.55,0.53,0.55,0.53
0.55,0.55,0.55,0.55
0.60,0.60,0.60,0.60
0.60,0.60,0.60,0.60
0.60,0.58,0.60,0.58
0.58,0.58,0.58,0.58
0.58,0.58,0.58,0.58
0.58,0.58,0.58,0.58
0.58,0.58,0.58,0.58
0.58,0.58,0.58,0.58
0.58,0.58,0.58,0.58
0.58,0.58,0.58,0.58
0.58,0.58,0.58,0.58
0.58,0.58,0.58,0.58
0.51,0.52,0.52,0.51
0.54,0.54,0.54,0.54
0.50,0.50,0.50,0.50
0.51,0.51,0.51,0.51
0.53,0.53,0.53,0.52
0.53,0.53,0.53,0.53
0.53,0.53,0.53,0.53
0.53,0.53,0.53,0.53
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.50,0.50,0.50,0.50
0.54,0.55,0.55,0.53
0.56,0.58,0.58,0.56
0.58,0.58,0.58,0.58
0.58,0.65,0.65,0.58
0.68,0.68,0.68,0.68
0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64
0.67,0.67,0.67,0.67
0.64,0.64,0.64,0.64
0.65,0.65,0.65,0.65
0.65,0.65,0.65,0.65
0.58,0.64,0.64,0.58
0.64,0.64,0.64,0.64
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.63,0.61,0.63,0.60
0.63,0.63,0.63,0.63
0.61,0.61,0.61,0.61
0.62,0.62,0.62,0.62
0.63,0.63,0.63,0.63
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.67
0.67,0.65,0.67,0.65
0.65,0.65,0.65,0.65
0.64,0.64,0.64,0.62
0.64,0.64,0.64,0.64
0.64,0.62,0.66,0.62
0.64,0.62,0.64,0.62
0.65,0.62,0.65,0.62
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.63,0.63,0.63,0.63
0.63,0.63,0.63,0.63
0.63,0.63,0.63,0.63
0.63,0.63,0.63,0.63
0.63,0.63,0.63,0.63
0.63,0.63,0.63,0.63
0.63,0.63,0.63,0.63
0.63,0.63,0.63,0.63
0.63,0.63,0.63,0.63
0.63,0.63,0.63,0.63
0.63,0.63,0.63,0.63
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.66,0.66,0.66,0.66
0.66,0.66,0.66,0.66
0.62,0.60,0.62,0.60
0.60,0.60,0.60,0.60
0.60,0.60,0.60,0.60
0.64,0.65,0.65,0.64
0.61,0.61,0.61,0.61
0.61,0.61,0.61,0.61
0.63,0.64,0.64,0.63
0.59,0.62,0.62,0.59
0.62,0.62,0.62,0.62
0.60,0.60,0.60,0.60
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.57,0.57,0.57,0.57
0.57,0.57,0.57,0.57
0.56,0.56,0.56,0.56
0.56,0.56,0.56,0.56
0.53,0.53,0.53,0.53
0.53,0.53,0.53,0.53
0.53,0.53,0.53,0.53
0.53,0.53,0.53,0.53
0.53,0.53,0.53,0.53
0.53,0.53,0.53,0.53
0.53,0.53,0.53,0.53
0.53,0.53,0.53,0.53
0.58,0.58,0.58,0.58
0.58,0.58,0.58,0.58
0.54,0.54,0.54,0.54
0.54,0.54,0.54,0.54
0.54,0.54,0.54,0.54
0.53,0.53,0.53,0.53
0.54,0.54,0.54,0.54
0.54,0.54,0.54,0.54
0.54,0.54,0.54,0.54
0.54,0.54,0.54,0.54
0.54,0.54,0.54,0.54
0.54,0.54,0.54,0.54
0.54,0.54,0.54,0.54
0.54,0.54,0.54,0.54
0.65,0.66,0.66,0.65
0.65,0.65,0.65,0.65
0.65,0.65,0.65,0.65
0.65,0.65,0.65,0.65
0.65,0.69,0.69,0.65
0.68,0.68,0.68,0.68
0.68,0.68,0.68,0.68
0.65,0.65,0.65,0.64
0.62,0.62,0.62,0.62
0.61,0.59,0.61,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.61,0.59,0.61,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.62,0.60,0.62,0.60
0.60,0.60,0.60,0.60
0.60,0.60,0.60,0.60
0.59,0.59,0.59,0.59
0.63,0.63,0.64,0.63
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59
0.61,0.61,0.61,0.61
0.61,0.61,0.61,0.61
0.61,0.61,0.61,0.61
0.61,0.61,0.61,0.61
0.61,0.61,0.61,0.61
0.61,0.61,0.61,0.61
0.61,0.61,0.61,0.61
0.61,0.61,0.61,0.61
0.61,0.61,0.61,0.61
0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64
0.64,0.67,0.67,0.64
0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.67
0.74,0.90,0.91,0.74
0.89,0.86,0.89,0.86
0.86,0.86,0.86,0.86
0.86,0.86,0.86,0.86
0.80,0.80,0.80,0.80
0.80,0.80,0.80,0.80
0.83,0.88,0.88,0.83
0.88,0.88,0.88,0.88
0.88,0.88,0.88,0.88
0.88,0.88,0.88,0.88
0.87,0.87,0.87,0.87
0.87,0.87,0.87,0.87
0.89,0.89,0.89,0.89
0.88,0.87,0.88,0.87
0.91,0.91,0.91,0.91
0.91,0.91,0.91,0.91
0.91,0.91,0.91,0.91
0.90,0.91,0.93,0.90
0.91,0.91,0.94,0.91
0.91,0.91,0.91,0.91
0.89,0.83,0.89,0.83
0.91,0.91,0.91,0.91
0.90,0.92,0.93,0.90
0.89,0.93,0.93,0.89
0.88,0.93,0.93,0.88
0.94,1.03,1.03,0.94
1.03,1.03,1.03,1.03
1.02,1.02,1.02,1.02
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,0.97,1.00,0.97
0.97,0.97,0.97,0.97
0.97,0.97,0.97,0.97
0.96,1.00,1.00,0.95
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
0.99,0.99,0.99,0.99
0.99,0.99,0.99,0.99
0.99,0.99,0.99,0.99
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.95
0.94,0.95,0.95,0.94
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.95
0.95,0.95,0.96,0.95
0.95,0.96,0.96,0.94
0.95,0.95,0.95,0.95
0.98,0.98,0.98,0.98
1.01,0.97,1.02,0.97
0.97,1.03,1.03,0.97
1.02,1.01,1.02,1.01
1.01,1.01,1.01,1.01
1.01,1.01,1.01,1.01
1.01,1.02,1.02,1.01
0.99,0.99,0.99,0.99
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
0.98,1.00,1.00,0.98
1.00,1.00,1.00,1.00
