RGSE,Real Goods Solar,NASDAQ
2.36,2.30,2.38,2.14
2.26,2.16,2.26,2.13
2.20,2.23,2.45,2.20
2.61,2.60,2.92,2.50
2.80,2.49,2.85,2.45
2.50,2.54,2.60,2.40
2.60,2.63,2.80,2.57
2.64,2.48,2.74,2.43
2.49,2.45,2.53,2.40
2.48,2.61,2.66,2.40
2.69,2.58,2.78,2.55
2.65,2.45,2.65,2.35
2.43,2.33,2.47,2.28
2.38,2.37,2.40,2.31
2.34,2.48,2.58,2.30
2.51,2.82,2.87,2.37
2.87,2.68,3.05,2.65
2.70,2.49,2.75,2.46
2.52,2.48,2.62,2.44
2.52,2.50,2.58,2.45
2.54,2.59,2.67,2.45
2.56,2.53,2.69,2.48
2.51,2.44,2.53,2.38
2.44,2.44,2.53,2.39
2.42,2.40,2.48,2.38
2.46,2.45,2.60,2.42
2.49,2.46,2.60,2.44
2.46,2.39,2.50,2.39
2.39,2.26,2.55,2.22
2.25,2.29,2.35,2.23
2.29,2.34,2.38,2.28
2.34,2.30,2.35,2.26
2.25,2.15,2.29,2.11
2.15,2.08,2.27,2.05
2.19,2.29,2.49,2.18
2.25,2.22,2.35,2.15
2.36,2.39,2.40,2.16
2.16,2.16,2.21,2.08
2.16,1.99,2.16,1.94
1.99,2.02,2.05,1.99
2.10,1.87,2.10,1.86
1.87,1.94,1.98,1.76
1.92,1.95,2.02,1.88
1.97,1.93,2.07,1.92
1.92,1.91,1.98,1.90
1.90,1.86,1.93,1.84
1.84,1.73,1.84,1.73
1.71,1.81,1.89,1.70
1.85,1.90,1.94,1.84
1.93,1.88,1.99,1.80
1.90,1.85,1.93,1.83
1.91,2.02,2.03,1.80
2.00,2.00,2.15,1.99
2.05,1.97,2.05,1.91
1.98,1.95,2.05,1.93
1.96,2.03,2.17,1.96
2.04,2.07,2.14,1.97
2.08,2.22,2.24,2.08
2.25,2.38,2.38,2.14
2.44,2.38,2.50,2.26
2.39,2.23,2.39,2.14
2.22,2.23,2.29,2.15
2.29,2.28,2.36,2.23
2.28,2.40,2.40,2.22
2.38,2.32,2.44,2.28
2.34,2.24,2.34,2.23
2.28,2.22,2.31,2.20
2.25,2.23,2.30,2.17
2.19,2.56,2.59,2.18
2.50,2.79,2.87,2.38
2.87,2.67,3.03,2.65
2.67,2.56,2.76,2.50
2.61,2.52,2.65,2.46
2.58,2.54,2.61,2.48
2.52,2.64,2.77,2.49
2.67,2.60,2.82,2.48
2.66,2.52,2.70,2.48
2.61,2.57,2.69,2.55
2.67,2.67,2.80,2.61
2.67,2.76,2.85,2.59
2.77,2.70,2.93,2.64
2.76,2.77,2.83,2.68
2.84,3.91,4.20,2.79
3.91,3.63,4.06,3.46
4.18,3.92,4.64,3.80
3.96,3.95,4.13,3.62
3.88,3.83,4.08,3.71
4.00,4.13,4.23,3.85
4.20,3.73,4.24,3.67
3.82,3.40,3.84,3.22
3.42,3.42,3.55,3.27
3.52,3.53,3.75,3.48
3.50,3.36,3.50,3.28
3.69,3.60,3.75,3.51
3.72,3.85,4.00,3.70
4.10,3.87,4.13,3.81
3.85,3.65,3.88,3.58
3.85,3.38,3.94,3.35
3.36,3.52,3.60,3.20
3.50,3.58,3.65,3.43
3.52,3.38,3.65,3.36
3.36,3.45,3.52,3.30
3.52,3.40,3.63,3.40
3.40,3.21,3.40,3.15
3.21,2.75,3.22,2.72
2.85,2.50,2.89,2.44
2.60,2.55,2.72,2.53
2.55,2.76,2.77,2.53
2.76,2.72,2.85,2.65
2.72,2.57,2.77,2.55
2.65,2.53,2.65,2.45
2.55,2.63,2.65,2.41
2.65,2.54,2.67,2.51
2.59,2.56,2.60,2.51
2.54,2.51,2.59,2.49
2.52,2.59,2.62,2.52
2.63,2.68,2.79,2.60
2.69,2.65,2.75,2.62
2.64,2.49,2.68,2.48
2.49,2.56,2.60,2.48
2.57,2.48,2.58,2.45
2.46,2.53,2.57,2.46
2.51,2.24,2.56,2.20
2.24,2.17,2.29,2.00
2.22,2.29,2.38,2.18
2.54,2.49,2.60,2.42
2.47,2.59,2.64,2.44
2.65,2.53,2.67,2.53
2.59,2.53,2.60,2.47
2.51,2.48,2.55,2.45
2.50,2.55,2.57,2.47
2.66,2.81,2.87,2.66
2.90,3.06,3.08,2.82
3.08,3.02,3.16,2.97
3.00,3.19,3.25,2.95
3.53,3.35,3.84,3.30
3.55,3.45,3.60,3.37
3.55,3.44,3.55,3.38
3.48,3.60,3.79,3.41
3.84,4.01,4.18,3.80
4.09,4.02,4.33,3.87
4.27,3.83,4.27,3.78
3.94,3.99,4.04,3.84
4.25,4.05,4.28,3.95
4.12,4.33,4.58,4.04
4.45,4.43,4.70,4.35
4.52,4.53,4.58,4.30
4.52,4.56,4.60,4.42
4.48,4.17,4.48,4.10
4.03,3.61,4.03,3.56
3.57,4.20,4.30,3.50
4.17,4.22,4.40,4.04
4.07,3.99,4.14,3.85
4.10,4.20,4.35,4.00
3.99,3.95,4.10,3.90
3.84,3.59,3.88,3.30
4.19,3.88,4.19,3.81
3.90,3.77,3.91,3.65
3.80,3.76,4.00,3.65
3.77,3.77,3.82,3.68
4.00,3.97,4.15,3.89
4.01,3.90,4.09,3.82
3.97,3.86,3.97,3.77
3.74,3.83,3.92,3.72
3.88,3.80,3.90,3.73
3.80,3.94,4.00,3.77
3.92,3.84,4.10,3.81
3.85,3.81,3.93,3.80
3.84,3.83,3.90,3.78
3.85,3.81,3.89,3.72
3.83,3.78,3.86,3.75
3.77,3.76,3.89,3.68
3.77,3.76,3.92,3.75
3.86,3.81,3.86,3.69
3.70,3.72,3.79,3.65
3.78,3.78,3.85,3.72
4.02,4.14,4.22,3.98
4.35,4.25,4.59,4.15
4.26,4.20,4.37,4.11
4.16,5.23,5.25,3.85
5.40,4.48,5.65,4.33
4.48,4.39,4.65,4.30
4.57,4.19,4.58,4.05
4.11,4.17,4.23,4.08
4.35,4.39,4.45,4.30
4.49,4.37,4.50,4.32
4.35,4.62,4.88,4.30
4.74,4.72,5.13,4.62
4.92,4.69,4.94,4.48
4.84,4.61,4.89,4.35
4.75,4.69,4.80,4.41
4.10,3.88,4.33,3.87
3.84,3.80,3.91,3.45
3.86,4.16,4.16,3.80
4.25,4.07,4.29,3.99
4.02,4.09,4.17,4.01
4.10,4.06,4.14,4.02
4.02,4.10,4.15,3.91
4.10,4.08,4.33,3.99
3.99,3.82,4.07,3.79
3.84,3.73,3.95,3.69
3.77,3.78,3.83,3.73
3.90,3.61,3.95,3.50
3.49,3.31,3.60,3.20
3.27,3.00,3.35,2.89
2.89,2.95,3.08,2.67
3.08,3.22,3.25,2.96
3.17,3.40,3.41,3.17
3.39,3.36,3.44,3.25
3.32,3.17,3.43,3.10
3.34,3.11,3.39,3.10
3.17,3.06,3.20,2.98
2.97,3.01,3.06,2.97
3.03,2.92,3.15,2.75
2.92,3.00,3.06,2.86
3.09,2.93,3.09,2.90
3.00,2.90,3.03,2.81
2.90,2.88,2.99,2.86
2.81,2.82,2.88,2.80
2.73,2.71,2.82,2.65
2.75,2.97,3.01,2.53
3.04,2.95,3.20,2.84
3.09,2.80,3.14,2.77
2.92,2.86,2.95,2.77
2.89,2.75,2.90,2.65
2.75,3.00,3.02,2.61
2.55,2.62,2.74,2.55
2.55,2.38,2.60,2.36
2.36,2.31,2.46,2.23
2.29,2.19,2.35,2.13
2.23,2.08,2.27,2.05
2.12,2.32,2.35,2.07
2.35,2.34,2.39,2.25
2.30,2.39,2.53,2.30
2.40,2.45,2.48,2.33
2.51,2.42,2.60,2.42
2.41,2.38,2.45,2.30
2.40,2.35,2.44,2.31
2.41,2.30,2.41,2.26
2.26,2.37,2.40,2.22
2.36,2.42,2.45,2.30
2.45,2.35,2.47,2.31
2.33,2.28,2.40,2.26
2.29,2.24,2.30,2.20
2.19,2.23,2.28,2.19
2.25,2.25,2.37,2.22
2.23,2.26,2.31,2.20
2.23,2.37,2.37,2.23
2.39,2.76,2.80,2.39
2.82,2.84,2.93,2.70
2.95,2.70,2.95,2.69
2.75,2.65,2.75,2.62
2.73,2.84,2.92,2.63
2.82,2.67,2.87,2.60
2.67,2.70,2.80,2.65
2.69,2.96,3.00,2.67
2.93,2.97,2.97,2.83
2.94,2.98,3.08,2.92
3.00,2.90,3.03,2.87
3.04,2.90,3.07,2.90
2.60,2.65,2.70,2.54
2.64,2.55,2.69,2.52
2.54,2.55,2.56,2.46
2.50,2.51,2.55,2.40
2.50,2.50,2.55,2.40
2.48,2.41,2.49,2.40
2.40,2.44,2.48,2.38
2.42,2.33,2.44,2.31
2.30,2.28,2.36,2.25
2.28,2.21,2.30,2.20
2.22,2.33,2.33,2.22
2.28,2.42,2.44,2.28
2.37,2.37,2.49,2.31
2.39,2.37,2.43,2.34
2.37,2.39,2.40,2.30
2.36,2.31,2.45,2.30
2.32,2.26,2.32,2.24
2.27,2.31,2.33,2.25
2.32,2.27,2.33,2.23
2.22,2.23,2.30,2.17
2.10,2.11,2.19,2.00
2.10,2.06,2.18,2.04
2.06,2.23,2.27,2.05
2.18,2.21,2.25,2.13
2.20,2.29,2.37,2.20
2.26,2.22,2.38,2.20
2.25,2.30,2.32,2.22
2.28,2.05,2.28,2.04
2.07,2.08,2.18,2.05
2.08,2.07,2.10,2.06
2.09,2.06,2.12,2.05
2.09,2.09,2.14,2.07
2.16,2.22,2.22,2.10
1.88,1.84,1.90,1.80
1.83,1.84,1.90,1.80
1.82,1.66,1.83,1.60
1.63,1.62,1.69,1.61
1.62,1.50,1.64,1.38
1.45,1.55,1.55,1.43
1.52,1.49,1.54,1.45
1.46,1.50,1.53,1.46
1.52,1.49,1.58,1.44
1.51,1.42,1.53,1.42
1.40,1.44,1.50,1.38
1.44,1.44,1.45,1.42
1.44,1.58,1.59,1.43
1.61,1.62,1.68,1.59
1.63,1.54,1.64,1.51
1.52,1.53,1.56,1.51
1.54,1.57,1.62,1.51
1.61,1.49,1.61,1.46
1.47,1.44,1.50,1.43
1.44,1.46,1.50,1.44
1.46,1.43,1.49,1.43
1.43,1.40,1.45,1.40
1.40,1.43,1.46,1.40
1.41,1.42,1.45,1.41
1.43,1.45,1.46,1.40
1.43,1.43,1.45,1.40
1.43,1.44,1.45,1.41
1.41,1.50,1.58,1.41
1.52,1.72,1.74,1.48
1.64,1.51,1.65,1.50
1.49,1.52,1.54,1.43
1.53,1.47,1.57,1.47
1.48,1.48,1.49,1.44
1.48,1.43,1.48,1.42
1.42,1.48,1.48,1.41
1.45,1.37,1.47,1.35
1.30,1.22,1.31,1.10
1.21,1.16,1.21,1.12
1.19,1.23,1.25,1.14
1.20,1.23,1.29,1.20
1.18,1.30,1.30,1.16
1.30,1.25,1.34,1.19
1.23,1.19,1.24,1.17
1.17,1.19,1.23,1.17
1.19,1.22,1.23,1.18
1.22,1.17,1.24,1.17
1.18,1.17,1.19,1.17
1.15,1.14,1.19,1.14
1.12,1.11,1.15,0.98
1.09,1.04,1.11,1.00
1.05,0.93,1.05,0.93
0.90,0.81,0.98,0.72
0.76,0.80,0.83,0.76
0.79,0.80,0.82,0.78
0.78,0.79,0.80,0.78
0.78,0.90,0.94,0.78
0.91,0.93,0.93,0.86
0.93,0.87,0.93,0.84
0.83,0.81,0.83,0.78
0.82,0.82,0.83,0.79
0.83,0.80,0.85,0.79
0.79,0.80,0.82,0.75
0.78,0.84,0.85,0.78
0.84,0.88,0.92,0.81
0.85,0.82,0.85,0.78
0.79,0.88,0.89,0.75
0.89,0.81,0.89,0.80
0.80,0.79,0.83,0.77
0.81,0.83,0.85,0.81
0.82,0.83,0.84,0.82
0.80,0.79,0.81,0.79
0.80,0.73,0.80,0.70
0.73,0.78,0.78,0.70
0.75,0.72,0.75,0.71
0.70,0.69,0.72,0.68
0.68,0.66,0.71,0.65
0.66,0.57,0.67,0.54
0.59,0.55,0.62,0.53
0.56,0.53,0.62,0.53
0.50,0.59,0.59,0.50
0.58,0.60,0.63,0.55
0.61,0.59,0.63,0.56
0.56,0.61,0.62,0.56
0.61,0.58,0.61,0.55
0.65,0.70,0.70,0.63
0.70,0.65,0.72,0.64
0.65,0.59,0.72,0.59
0.59,0.61,0.65,0.59
0.60,0.59,0.63,0.59
0.59,0.59,0.61,0.59
0.59,0.53,0.59,0.52
0.51,0.50,0.54,0.48
0.49,0.48,0.54,0.47
0.49,0.55,0.55,0.49
0.55,0.49,0.60,0.49
0.50,0.53,0.55,0.50
0.55,0.52,0.55,0.51
0.53,0.58,0.58,0.50
0.58,0.56,0.58,0.55
0.56,0.52,0.56,0.52
0.52,0.51,0.54,0.51
0.51,0.51,0.55,0.51
0.53,0.49,0.53,0.48
0.49,0.49,0.50,0.49
0.52,0.47,0.52,0.47
0.49,0.48,0.50,0.48
0.49,0.48,0.49,0.47
0.48,0.48,0.49,0.47
0.49,0.49,0.50,0.47
0.50,0.47,0.50,0.46
0.47,0.48,0.50,0.47
0.47,0.47,0.50,0.46
0.47,0.42,0.48,0.42
0.45,0.42,0.45,0.41
0.40,0.37,0.42,0.36
0.36,0.37,0.40,0.36
0.36,0.38,0.39,0.36
0.36,0.38,0.38,0.36
0.38,0.37,0.40,0.37
0.37,0.37,0.40,0.37
0.38,0.36,0.41,0.35
0.38,0.40,0.46,0.37
0.42,0.39,0.43,0.37
0.32,0.26,0.32,0.23
0.29,0.32,0.33,0.27
0.34,0.41,0.41,0.33
0.43,0.48,0.53,0.40
0.48,0.70,0.84,0.47
0.50,0.51,0.59,0.46
0.52,0.47,0.52,0.44
0.45,0.45,0.50,0.41
0.45,0.41,0.46,0.40
0.45,0.43,0.50,0.43
0.43,0.40,0.44,0.38
0.40,0.37,0.42,0.37
0.38,0.40,0.43,0.38
0.40,0.36,0.41,0.36
0.37,0.38,0.41,0.36
0.38,0.37,0.39,0.35
0.37,0.34,0.40,0.33
0.34,0.29,0.37,0.29
0.32,0.27,0.32,0.26
0.30,0.28,0.32,0.28
0.31,0.31,0.35,0.30
0.32,0.31,0.37,0.28
0.31,0.30,0.32,0.28
0.28,0.28,0.29,0.27
0.28,0.26,0.29,0.23
0.27,0.28,0.28,0.25
0.28,0.28,0.35,0.25
0.30,0.27,0.30,0.26
0.27,0.27,0.28,0.26
0.26,0.25,0.28,0.25
0.26,0.27,0.28,0.26
0.24,0.25,0.26,0.24
0.26,0.25,0.26,0.24
0.25,0.26,0.26,0.23
0.25,0.24,0.25,0.24
0.24,0.23,0.25,0.22
0.24,0.24,0.24,0.22
0.24,0.23,0.24,0.22
0.22,0.22,0.23,0.20
0.21,0.20,0.22,0.20
0.20,0.20,0.22,0.19
0.20,0.20,0.21,0.19
0.20,0.19,0.21,0.19
0.20,0.20,0.21,0.18
0.20,0.19,0.22,0.19
0.19,0.20,0.22,0.19
0.20,0.20,0.21,0.19
0.19,0.20,0.20,0.19
0.20,0.19,0.20,0.18
0.19,0.20,0.20,0.19
0.20,0.20,0.21,0.19
0.20,0.20,0.21,0.20
0.21,0.26,0.26,0.21
0.27,0.22,0.28,0.21
0.22,0.22,0.24,0.20
0.22,0.23,0.23,0.21
0.23,0.22,0.24,0.22
0.23,0.22,0.23,0.21
0.21,0.21,0.22,0.19
0.21,0.20,0.22,0.19
0.19,0.18,0.21,0.18
0.18,0.16,0.18,0.15
0.17,0.15,0.17,0.14
2.73,2.66,2.78,2.43
2.72,2.88,3.64,2.72
2.85,2.56,2.95,2.41
2.64,2.50,2.69,2.40
2.50,2.35,2.50,2.32
2.37,2.26,2.40,2.22
2.30,2.24,2.35,2.21
2.22,2.40,2.44,2.21
2.45,2.38,2.58,2.36
2.39,2.50,2.50,2.26
2.51,2.45,2.62,2.33
2.51,2.43,2.57,2.40
2.40,2.43,2.45,2.33
2.41,2.45,2.50,2.33
2.47,2.49,2.50,2.38
2.53,2.48,2.55,2.40
2.51,2.73,2.78,2.48
2.76,3.47,3.83,2.75
3.55,3.12,3.55,2.92
3.11,3.09,3.11,2.87
3.09,2.92,3.12,2.85
2.87,3.12,3.27,2.75
3.08,3.04,3.25,2.92
3.01,3.10,3.29,3.00
3.17,3.17,3.46,3.12
3.19,3.29,3.42,3.18
3.31,3.64,3.78,3.25
3.82,4.36,4.80,3.76
3.53,3.16,3.55,3.10
3.00,2.66,3.08,2.56
2.66,2.23,2.66,2.16
2.27,1.88,2.48,1.82
2.02,2.00,2.59,1.93
2.00,1.68,2.03,1.66
1.68,1.64,1.75,1.44
1.58,1.42,1.58,1.29
1.50,1.46,1.55,1.31
1.43,1.57,1.71,1.37
1.65,1.63,1.74,1.52
1.65,1.51,1.66,1.45
1.50,1.48,1.53,1.45
1.47,1.49,1.53,1.39
1.55,1.50,1.55,1.44
1.60,1.42,1.75,1.34
1.40,1.49,1.52,1.35
1.46,1.54,1.63,1.38
1.50,1.50,1.67,1.45
1.48,1.57,1.62,1.48
1.55,1.61,1.65,1.53
1.62,1.65,1.68,1.57
1.65,1.65,1.73,1.60
1.67,1.66,1.73,1.58
1.74,1.73,1.82,1.67
1.77,1.86,1.90,1.74
1.90,2.12,2.19,1.87
2.20,2.03,2.36,1.95
2.08,2.09,2.15,1.91
2.00,1.98,2.20,1.84
2.05,1.78,2.05,1.46
1.51,1.41,1.63,1.36
1.43,1.40,1.43,1.35
1.39,1.31,1.41,1.30
1.30,1.39,1.44,1.30
1.36,1.34,1.37,1.32
1.31,1.27,1.38,1.27
1.23,1.12,1.30,1.11
1.06,0.98,1.12,0.96
0.92,0.95,0.97,0.92
0.65,0.84,0.87,0.60
0.85,0.80,0.93,0.80
0.80,0.81,0.84,0.77
0.79,1.08,1.12,0.78
1.06,1.36,1.60,1.06
1.35,1.25,1.39,1.20
1.20,1.16,1.33,1.12
1.20,1.22,1.37,1.19
1.26,1.18,1.26,1.16
1.18,1.19,1.23,1.16
1.18,1.22,1.31,1.18
1.28,1.22,1.28,1.17
1.19,1.21,1.27,1.16
1.21,1.22,1.26,1.18
1.22,1.32,1.34,1.20
1.29,1.53,1.59,1.29
1.58,1.36,1.58,1.34
1.36,1.33,1.38,1.24
1.33,1.42,1.42,1.28
1.48,1.36,1.49,1.35
1.36,1.33,1.38,1.29
1.32,1.28,1.37,1.28
1.28,1.28,1.32,1.25
1.26,1.31,1.31,1.18
1.29,1.23,1.31,1.20
1.25,1.15,1.30,1.12
1.17,1.18,1.20,1.12
1.17,1.30,1.31,1.17
1.29,1.23,1.34,1.23
1.28,1.25,1.31,1.24
1.27,1.28,1.29,1.23
1.26,1.35,1.39,1.25
1.29,1.34,1.40,1.29
1.35,1.32,1.35,1.25
1.32,1.25,1.33,1.20
1.24,1.35,1.40,1.23
1.33,1.41,1.47,1.33
1.41,1.54,1.55,1.41
1.51,1.43,1.58,1.41
1.45,1.30,1.49,1.26
1.25,1.24,1.32,1.20
1.26,1.25,1.33,1.22
1.23,1.26,1.29,1.22
1.28,1.20,1.28,1.19
1.22,1.16,1.25,1.16
1.12,1.14,1.20,1.12
1.16,1.21,1.24,1.16
1.21,1.21,1.25,1.21
1.24,1.15,1.25,1.14
1.15,1.15,1.18,1.12
1.14,1.15,1.20,1.13
1.15,1.13,1.19,1.12
1.11,1.10,1.14,1.05
1.08,1.15,1.18,1.08
1.16,1.17,1.19,1.10
0.79,0.64,0.80,0.58
0.65,0.60,0.68,0.60
0.60,0.51,0.61,0.51
0.52,0.51,0.54,0.45
0.54,0.52,0.55,0.51
0.52,0.53,0.53,0.49
0.52,0.50,0.53,0.50
0.50,0.46,0.50,0.46
0.45,0.42,0.48,0.40
0.43,0.43,0.46,0.40
0.41,0.44,0.44,0.41
0.44,0.47,0.49,0.43
0.44,0.46,0.47,0.43
0.47,0.44,0.47,0.42
0.44,0.53,0.56,0.43
0.56,0.48,0.58,0.45
0.46,0.50,0.52,0.46
0.51,0.50,0.51,0.48
0.48,0.48,0.50,0.46
0.48,0.47,0.48,0.45
0.46,0.46,0.48,0.46
0.48,0.46,0.48,0.46
0.46,0.50,0.50,0.46
0.51,0.59,0.65,0.47
0.61,0.64,0.65,0.59
0.66,0.74,0.83,0.66
0.75,0.67,0.82,0.65
0.65,0.73,0.75,0.65
0.75,0.85,0.97,0.75
0.85,0.80,0.89,0.76
0.80,0.76,0.80,0.70
0.73,0.74,0.79,0.71
0.76,0.70,0.78,0.70
0.70,0.72,0.74,0.70
0.73,0.72,0.75,0.70
0.73,0.63,0.74,0.58
0.65,0.65,0.71,0.58
0.65,0.63,0.65,0.60
0.64,0.62,0.69,0.60
0.62,0.55,0.63,0.50
0.53,0.57,0.60,0.51
0.58,0.54,0.60,0.54
0.55,0.57,0.59,0.54
0.57,0.54,0.57,0.52
0.53,0.55,0.55,0.53
0.53,0.53,0.57,0.53
0.53,0.53,0.60,0.50
0.52,0.52,0.53,0.48
0.53,0.55,0.56,0.50
0.59,0.59,0.60,0.56
0.60,0.59,0.60,0.59
0.59,0.59,0.60,0.54
0.54,0.52,0.58,0.52
0.56,0.54,0.60,0.51
0.55,0.55,0.58,0.51
0.55,0.52,0.55,0.52
0.52,0.54,0.54,0.52
0.54,0.50,0.54,0.46
0.49,0.48,0.51,0.45
0.50,0.52,0.52,0.48
0.50,0.48,0.51,0.47
0.50,0.50,0.51,0.47
0.52,0.49,0.52,0.49
0.47,0.45,0.49,0.45
0.47,0.50,0.50,0.40
0.48,0.45,0.49,0.42
0.46,0.44,0.47,0.42
0.41,0.44,0.46,0.41
0.44,0.46,0.48,0.42
0.47,0.44,0.48,0.42
0.43,0.41,0.44,0.40
0.40,0.46,0.46,0.40
0.43,0.45,0.46,0.43
0.44,0.45,0.48,0.44
0.45,0.47,0.49,0.42
0.48,0.54,0.57,0.46
0.53,0.61,0.70,0.53
0.64,0.73,0.80,0.62
0.76,0.75,0.80,0.75
0.75,0.70,0.79,0.61
0.72,0.75,0.88,0.62
0.78,0.72,0.81,0.71
0.72,0.77,0.85,0.70
0.81,0.74,0.86,0.70
0.75,0.75,0.84,0.71
0.71,0.72,0.79,0.71
0.73,0.74,0.78,0.71
0.75,0.74,0.78,0.73
0.76,0.75,0.78,0.74
0.78,0.73,0.78,0.73
0.72,0.72,0.77,0.70
0.76,0.69,0.76,0.68
0.67,0.64,0.67,0.63
0.66,0.76,0.85,0.64
0.75,0.70,0.78,0.70
0.72,0.74,0.78,0.70
0.75,0.72,0.80,0.70
0.75,0.71,0.76,0.70
0.70,0.52,0.72,0.50
0.50,0.50,0.54,0.42
0.50,0.53,0.58,0.47
0.54,0.50,0.55,0.50
0.49,0.50,0.55,0.48
0.49,0.52,0.55,0.49
0.51,0.52,0.54,0.49
0.50,0.51,0.52,0.50
0.50,0.52,0.60,0.49
0.55,0.50,0.55,0.49
0.51,0.53,0.56,0.50
0.55,0.52,0.55,0.51
0.52,0.54,0.56,0.50
0.52,0.50,0.53,0.50
0.50,0.52,0.54,0.50
0.51,0.51,0.53,0.50
0.53,0.53,0.53,0.50
0.51,0.51,0.53,0.50
0.50,0.51,0.53,0.50
0.51,0.51,0.52,0.50
0.50,0.50,0.53,0.50
0.50,0.45,0.50,0.45
0.46,0.46,0.49,0.45
0.46,0.47,0.49,0.46
0.48,0.47,0.49,0.47
0.47,0.46,0.47,0.45
0.47,0.46,0.48,0.46
0.46,0.49,0.50,0.46
0.49,0.45,0.49,0.45
0.44,0.32,0.44,0.24
0.38,0.35,0.40,0.33
0.36,0.36,0.38,0.35
0.37,0.35,0.38,0.34
0.36,0.36,0.36,0.32
0.35,0.32,0.36,0.31
0.33,0.33,0.35,0.33
0.34,0.34,0.35,0.33
0.34,0.34,0.35,0.29
0.30,0.31,0.34,0.30
0.31,0.33,0.37,0.31
0.32,0.30,0.33,0.28
0.30,0.30,0.31,0.29
5.50,5.10,5.50,5.03
5.04,4.70,5.04,4.33
4.42,4.98,5.19,4.32
4.80,5.53,6.54,4.56
5.50,5.71,5.76,5.50
5.51,5.32,5.52,4.65
5.23,4.77,5.23,4.75
4.75,4.65,4.77,4.52
4.80,4.50,4.80,4.45
4.47,4.56,4.66,4.40
4.56,4.54,4.71,4.53
4.65,4.64,4.65,4.46
4.53,4.60,4.61,4.40
4.58,4.60,4.63,4.58
4.66,4.81,4.95,4.66
5.00,5.12,5.21,4.88
5.01,4.75,5.01,4.51
4.53,4.50,5.11,4.50
4.87,4.26,4.87,4.01
4.28,4.21,4.40,4.17
4.27,4.02,4.27,4.02
4.10,4.10,4.28,4.10
4.22,4.10,4.22,4.09
4.01,4.02,4.02,4.00
4.11,3.93,4.14,3.93
3.93,3.89,3.94,3.76
3.82,3.78,3.82,3.45
3.80,3.68,3.80,3.44
3.68,3.51,3.80,3.49
3.57,3.64,3.80,3.45
3.70,5.15,5.40,3.56
5.21,5.50,5.50,4.77
5.61,8.21,9.22,5.61
8.16,6.59,8.45,6.22
6.50,6.90,6.95,6.47
6.95,6.24,6.95,6.10
6.38,5.75,6.58,5.54
5.69,5.92,6.19,5.69
5.86,5.89,6.00,5.50
5.89,6.30,6.50,5.89
6.47,6.66,7.27,6.40
6.69,6.24,6.70,6.01
6.39,5.97,6.88,5.96
5.93,6.28,7.25,5.93
6.30,8.90,11.80,5.73
8.89,7.26,9.30,7.17
7.72,7.31,7.72,6.97
7.31,7.49,7.49,6.94
7.55,7.72,8.02,7.17
7.69,7.78,8.15,7.52
7.62,7.32,8.04,7.32
7.61,8.18,8.28,7.61
7.70,7.36,7.72,7.32
7.31,7.15,7.60,6.90
6.90,7.16,7.27,6.70
7.01,7.18,7.18,7.00
7.47,7.10,7.47,6.85
6.85,7.03,7.88,6.85
7.06,7.30,7.46,7.00
7.10,7.25,7.44,7.05
7.12,7.25,7.40,7.07
7.22,7.18,7.22,6.99
7.14,7.21,7.22,7.00
7.09,7.22,7.28,7.02
7.12,6.99,7.25,6.90
6.97,6.85,7.00,6.85
6.85,6.60,6.85,6.55
6.59,5.95,6.74,5.76
5.94,5.51,7.13,5.51
5.33,5.09,5.38,4.85
5.00,5.34,5.50,4.96
5.23,5.09,5.23,4.90
4.98,4.88,4.98,4.61
4.63,4.28,4.72,4.28
3.90,2.60,3.90,2.21
2.74,2.26,2.74,2.17
2.40,2.03,2.40,2.00
2.15,1.83,2.16,1.67
1.89,1.85,2.10,1.64
2.04,2.00,2.26,1.86
2.03,2.65,2.75,2.03
2.65,5.59,8.00,2.42
5.81,4.84,7.50,4.57
5.11,4.15,5.52,3.74
4.11,3.81,4.39,3.50
3.85,2.32,3.88,2.20
2.37,2.33,2.60,2.07
2.36,2.56,2.58,2.19
2.59,2.79,2.88,2.51
2.74,2.56,2.88,2.51
2.61,2.38,2.64,2.33
2.37,2.19,2.40,2.18
2.18,2.38,2.54,2.12
2.36,2.34,2.43,2.25
2.35,2.31,2.50,2.26
2.27,2.26,2.39,2.16
2.23,2.07,2.34,2.00
2.09,2.09,2.20,2.03
2.08,1.97,2.11,1.83
1.92,1.78,1.92,1.77
1.80,2.12,2.26,1.75
2.12,1.89,2.18,1.87
1.91,1.94,2.04,1.89
1.96,1.79,2.00,1.75
1.81,1.63,1.91,1.60
1.64,1.28,1.64,1.25
1.31,1.34,1.50,1.28
1.35,0.98,1.37,0.94
0.99,1.00,1.36,0.80
1.00,0.91,1.02,0.90
1.00,0.90,1.10,0.90
0.95,0.87,0.95,0.82
0.71,0.77,0.83,0.71
0.81,0.79,0.88,0.77
0.80,0.77,0.83,0.76
0.80,0.73,0.80,0.70
0.74,0.68,0.74,0.66
0.70,0.70,0.87,0.66
0.69,0.70,0.80,0.67
0.63,0.65,0.70,0.62
0.66,0.62,0.67,0.61
0.64,0.56,0.64,0.53
0.54,0.54,0.56,0.48
0.55,0.60,0.66,0.54
0.70,0.57,0.71,0.53
0.54,0.53,0.57,0.50
0.51,0.44,0.51,0.44
0.47,0.46,0.49,0.38
0.46,0.45,0.47,0.40
0.45,0.51,0.53,0.41
0.41,0.39,0.45,0.37
