CFR,Cullen/Frost Bankers,NASDAQ
64.07,64.85,65.00,64.04
64.25,64.92,65.26,64.18
65.28,66.02,66.23,64.72
66.51,66.07,66.58,65.57
66.38,66.93,67.06,66.24
66.94,66.77,67.20,66.41
66.96,67.40,68.15,66.96
67.50,69.15,69.29,67.50
68.77,70.14,70.50,68.75
70.73,72.22,72.22,70.24
72.37,71.74,72.77,71.46
71.90,71.57,72.16,71.20
71.63,70.34,71.77,70.00
71.29,68.99,71.36,68.97
69.18,69.67,69.74,68.99
69.85,70.35,70.35,69.31
70.15,69.49,70.29,68.73
69.66,70.57,70.62,69.58
70.54,71.62,71.79,70.54
72.03,72.07,72.24,71.33
72.14,72.31,73.01,71.76
72.54,72.99,73.16,72.04
72.97,72.29,73.94,71.97
72.15,71.78,72.55,71.63
71.72,71.56,71.75,71.02
71.51,71.36,71.70,70.75
71.68,71.28,72.28,71.10
71.63,72.04,73.28,71.61
72.62,73.40,73.99,72.59
73.05,73.24,73.41,72.09
73.30,73.18,73.51,72.86
71.77,72.06,72.75,71.43
71.77,71.74,72.80,71.24
72.06,71.48,72.43,71.36
71.48,71.40,71.74,71.27
71.09,71.43,71.80,71.09
71.84,71.98,72.06,70.98
73.50,73.34,73.97,73.15
72.49,72.39,73.29,72.29
72.62,72.12,72.98,72.03
72.03,71.71,72.41,71.59
71.62,73.10,73.22,71.62
73.10,73.65,74.23,72.77
73.79,75.58,76.36,73.61
76.00,75.49,76.12,75.15
75.43,75.12,75.90,75.04
74.13,72.27,74.40,72.22
71.92,72.08,72.77,71.50
72.06,71.84,72.37,71.70
71.87,70.84,72.11,70.69
71.76,70.07,72.40,69.42
70.04,70.04,70.40,69.75
70.05,70.39,70.86,70.05
70.46,69.95,70.76,69.19
70.02,70.17,70.32,69.54
70.31,70.41,70.84,70.07
70.17,69.93,70.37,69.83
70.09,69.59,70.34,69.33
69.60,69.50,69.69,69.01
69.92,69.60,70.33,69.47
69.55,70.24,70.34,69.50
70.13,69.56,70.53,69.04
69.60,68.24,69.84,68.01
68.61,69.44,69.92,68.52
69.54,68.72,69.54,68.21
68.59,69.23,69.54,68.28
69.42,69.71,70.00,68.74
69.70,69.78,70.17,69.14
69.38,69.66,70.06,69.37
69.12,70.55,70.59,68.66
70.75,70.65,71.25,70.33
70.40,70.03,70.54,69.72
69.56,69.91,70.37,69.44
69.81,70.60,70.80,69.78
70.08,69.61,70.34,69.60
69.74,69.27,69.96,69.12
69.40,69.31,69.70,69.12
69.70,70.94,71.02,69.67
70.80,70.99,71.15,70.16
70.85,71.00,71.26,70.62
71.03,70.39,71.38,70.36
70.85,70.93,71.63,70.57
70.78,71.20,71.42,70.51
71.29,71.29,71.72,70.84
71.39,71.47,71.61,71.15
71.45,71.49,71.64,70.96
71.26,70.96,71.26,70.82
71.23,71.50,71.83,70.95
71.66,71.52,71.90,71.12
71.49,71.63,71.81,71.09
71.44,71.39,71.72,70.97
71.50,71.76,72.66,71.45
71.43,70.79,72.00,70.75
70.83,70.46,71.25,70.25
70.48,70.50,70.75,69.92
70.25,70.28,70.70,69.82
70.60,71.01,71.22,70.24
71.21,70.20,71.25,70.11
70.20,72.48,72.73,70.03
72.64,71.74,72.64,71.73
71.66,70.91,71.67,70.64
70.75,71.10,71.20,70.35
71.06,71.25,71.43,70.89
71.62,70.85,71.71,70.72
71.01,71.02,71.59,70.59
71.02,71.23,71.37,70.56
71.29,71.62,72.16,70.94
71.52,72.62,72.96,71.52
72.77,73.03,73.06,72.40
72.96,72.51,73.46,72.38
71.86,71.74,72.14,71.51
71.96,72.21,72.28,71.61
72.37,71.82,72.56,71.80
71.78,72.05,72.80,71.60
71.84,71.36,72.22,71.08
71.17,71.44,71.97,70.73
71.35,72.03,72.07,71.04
72.32,73.01,73.19,72.32
73.31,72.71,73.38,72.53
72.52,72.28,73.11,72.03
72.36,70.82,72.46,70.73
70.88,71.21,71.63,70.45
71.19,71.04,71.79,70.69
71.53,71.90,71.93,70.91
71.74,71.54,72.10,71.09
71.78,72.64,72.68,71.16
72.47,72.46,72.98,72.21
73.14,72.83,73.35,72.71
73.01,73.78,73.82,72.69
73.97,74.13,74.18,73.43
74.23,73.97,74.57,73.88
73.75,73.88,74.43,73.06
73.83,74.18,74.25,73.64
74.24,74.43,74.67,73.93
74.11,73.45,74.17,73.34
73.39,73.67,73.87,73.13
73.88,73.05,74.03,72.95
73.52,74.19,74.27,73.22
74.34,74.85,74.86,73.77
74.97,75.70,75.85,74.86
75.62,74.90,75.80,74.57
75.10,74.80,75.36,74.65
75.08,75.06,75.52,74.45
75.02,75.28,76.25,74.87
75.17,75.26,75.47,74.59
75.67,74.77,75.85,74.77
75.00,76.03,76.34,74.68
76.46,76.42,76.51,75.99
75.82,75.19,75.82,74.78
74.66,73.69,74.85,73.67
73.94,73.54,74.23,73.18
73.80,73.60,74.13,73.18
73.42,72.74,74.81,72.64
74.17,74.89,75.08,73.11
73.87,74.02,74.65,73.58
73.81,70.30,74.10,70.21
70.66,71.40,71.67,69.87
71.23,72.00,72.16,71.01
72.06,72.69,72.79,71.92
72.82,73.04,73.23,72.17
72.92,73.20,73.40,72.35
73.29,74.10,74.39,72.95
74.13,74.03,75.02,73.73
73.25,74.30,74.39,73.18
74.06,74.71,74.99,74.06
74.84,75.07,75.66,74.53
74.74,73.02,74.96,72.89
73.01,73.29,73.47,72.22
73.50,73.47,73.68,73.18
73.36,74.56,74.85,73.36
74.58,73.90,74.62,73.81
73.65,73.81,74.04,73.34
73.82,74.23,74.40,73.51
74.02,74.64,75.06,73.85
74.00,74.04,74.31,73.59
74.53,74.96,75.32,74.48
74.99,74.88,75.12,74.59
75.00,75.26,75.46,74.80
75.34,75.90,76.19,75.34
75.73,76.09,76.63,75.67
76.01,75.82,76.34,75.35
75.33,75.65,75.95,75.08
75.49,75.21,76.22,74.79
75.04,75.19,75.97,74.82
75.56,75.55,75.95,75.40
75.67,75.59,75.98,75.08
75.32,75.60,75.89,74.82
75.46,77.01,77.62,75.33
77.53,78.16,78.56,77.17
78.36,77.45,78.96,77.19
77.85,77.61,78.07,77.22
77.83,77.32,78.20,77.27
77.04,76.03,77.82,75.97
76.23,76.32,77.06,75.97
76.69,77.53,77.74,76.22
78.00,79.04,79.29,77.46
79.34,79.37,79.92,78.95
79.48,79.54,79.70,78.90
79.83,78.53,80.03,78.51
78.30,78.51,78.65,77.61
78.42,78.37,78.94,77.95
78.57,78.19,78.63,77.79
78.15,76.76,78.34,76.65
76.41,76.06,76.80,75.68
76.82,76.38,77.36,75.77
76.45,76.63,77.04,75.52
76.78,77.07,77.19,76.42
77.02,77.31,77.46,76.57
77.33,77.48,77.68,76.85
77.51,77.79,78.24,76.92
77.41,79.30,79.50,76.75
80.38,78.04,80.38,77.82
77.99,76.93,78.27,76.88
77.22,76.36,77.34,76.05
76.71,76.24,77.34,76.08
76.19,76.41,76.65,75.95
76.55,76.26,76.79,75.61
76.30,76.73,77.58,76.30
76.27,76.27,76.58,75.62
76.09,75.29,76.34,75.22
75.38,75.64,75.94,74.73
75.61,75.73,76.58,75.45
75.57,75.92,75.95,75.03
76.39,77.25,77.38,75.97
77.33,75.72,77.41,75.46
75.68,74.04,75.84,73.78
73.67,74.06,74.27,72.37
74.11,74.02,74.11,73.11
73.84,75.00,75.11,73.84
74.78,74.78,75.15,74.25
74.99,75.05,75.62,74.70
74.81,75.09,75.54,74.81
75.14,75.31,75.62,75.01
75.72,75.80,76.32,75.05
75.25,74.80,75.25,74.51
74.81,74.97,74.97,74.47
74.99,74.86,75.56,74.68
75.16,75.82,75.98,74.40
75.61,76.12,76.75,75.59
75.95,76.29,76.55,75.95
76.18,76.72,76.88,75.88
77.05,77.36,77.82,76.76
77.34,78.71,78.74,77.23
78.61,78.68,78.77,78.05
78.39,77.98,78.55,77.59
77.85,78.10,78.40,77.32
78.35,78.05,78.69,77.83
77.94,77.55,77.94,77.26
77.53,78.69,79.19,77.53
78.74,78.98,79.39,78.13
78.91,78.77,78.95,78.16
79.52,79.25,79.79,78.72
79.35,78.80,79.53,78.63
78.53,78.44,79.51,78.27
78.16,78.67,78.89,77.60
78.59,78.83,79.02,77.77
78.58,79.14,79.34,78.58
79.22,79.42,79.46,78.60
79.68,80.16,81.02,79.29
80.14,79.38,80.39,79.30
79.64,80.36,80.67,79.64
79.82,79.92,80.15,79.67
79.87,79.07,79.87,78.76
79.37,79.54,80.05,79.18
78.61,78.88,79.39,78.41
78.61,78.98,79.22,78.15
79.32,79.04,79.52,78.87
79.24,80.32,80.52,78.97
80.47,78.87,80.58,78.67
78.50,77.30,78.80,77.05
77.95,78.09,78.45,77.41
77.85,77.79,78.09,77.40
78.11,77.59,78.48,77.49
77.61,77.69,77.89,77.23
77.72,78.67,78.92,77.40
78.35,79.09,79.15,78.34
78.85,78.23,79.33,78.06
78.28,77.96,78.85,77.92
78.56,79.40,80.17,78.22
79.18,77.97,79.41,77.87
77.81,76.17,78.12,75.89
76.44,76.49,76.55,75.32
76.32,75.86,76.95,75.62
75.72,76.68,76.78,75.33
76.96,76.24,77.12,75.92
76.33,76.44,76.53,75.35
76.75,76.67,76.89,76.30
76.67,76.56,77.32,76.43
76.80,77.17,77.58,76.70
77.25,76.86,77.74,76.79
77.27,76.49,77.40,76.09
76.84,77.62,77.80,76.84
77.59,77.75,78.04,77.53
77.51,78.27,78.58,77.31
78.19,79.04,79.34,77.95
78.96,79.16,79.77,78.78
79.61,79.45,79.78,79.18
79.47,79.75,80.13,79.26
79.34,78.55,79.34,78.47
78.40,78.25,78.76,77.88
78.29,78.60,78.72,78.13
78.79,79.29,79.58,78.69
79.55,78.96,79.78,78.77
79.02,78.91,79.62,78.67
78.73,79.35,79.53,78.13
79.28,79.28,79.60,78.71
79.17,78.75,79.31,78.48
78.74,79.81,79.98,78.74
79.66,79.85,79.94,79.21
79.87,80.59,80.96,79.87
80.51,80.21,80.73,79.90
80.06,79.75,80.87,79.64
79.70,80.13,80.90,79.57
80.51,80.88,81.70,79.97
81.32,80.34,81.73,80.32
80.18,79.11,80.37,79.07
79.00,78.12,79.31,78.11
78.32,78.25,78.39,77.40
78.27,77.21,78.28,76.92
77.52,77.37,77.97,76.82
76.78,77.04,77.27,76.53
77.14,76.51,77.47,76.29
76.77,75.60,76.87,75.27
75.31,75.85,76.43,74.84
76.94,76.58,77.39,76.46
76.96,76.06,77.16,75.79
75.65,74.92,75.74,74.88
75.13,76.16,76.29,74.94
76.00,74.78,76.08,74.76
74.92,74.17,75.57,74.16
74.03,74.48,74.94,73.86
74.81,74.75,75.46,74.42
73.45,71.81,73.78,71.51
71.76,73.18,73.44,71.28
73.59,73.81,74.09,73.11
73.72,74.37,74.64,73.42
74.89,75.85,76.05,74.74
75.95,75.97,77.10,75.56
76.86,76.78,77.46,76.21
76.91,77.19,77.58,76.73
77.01,77.53,77.55,76.64
77.81,78.92,79.00,77.58
78.92,79.73,79.87,77.96
79.76,80.07,80.37,79.31
80.78,80.81,81.43,80.59
80.77,80.19,81.38,80.00
80.16,80.08,80.27,79.38
80.75,80.24,80.77,79.93
80.24,80.53,80.57,79.79
80.56,81.13,81.25,80.02
80.98,81.44,82.00,80.69
81.34,80.81,81.78,80.65
80.40,81.67,81.80,80.40
81.53,80.47,81.78,80.27
80.48,80.05,80.96,80.00
80.11,79.87,80.51,79.58
79.98,79.20,80.14,79.12
79.02,78.57,79.09,78.12
78.20,78.86,78.88,78.04
79.46,78.00,79.63,77.99
78.15,78.49,78.98,77.85
78.15,77.94,78.85,77.47
78.06,77.80,78.06,77.53
77.83,74.66,77.98,74.43
74.50,71.98,74.92,71.80
72.40,72.39,73.18,72.08
72.17,73.50,73.76,72.06
73.50,73.51,73.90,73.00
73.90,74.99,75.47,73.74
74.78,72.93,75.02,72.46
72.52,73.60,74.11,71.51
73.14,71.34,73.77,71.30
71.77,71.62,72.17,70.90
71.40,70.00,71.60,69.99
70.60,69.52,70.60,69.10
69.35,68.33,69.97,68.31
68.30,68.06,68.76,67.46
69.06,70.25,70.74,68.94
70.30,70.00,70.68,69.87
70.01,70.20,70.50,69.43
70.99,70.57,71.37,70.48
70.40,70.74,70.92,70.04
70.83,70.82,71.24,70.68
70.65,71.43,72.13,70.64
71.14,71.11,71.58,70.77
71.50,70.64,71.69,70.59
70.92,69.72,71.18,68.73
69.34,67.50,69.34,67.32
67.19,65.85,67.55,65.16
66.13,65.92,66.40,65.40
66.79,66.75,67.30,66.43
66.43,63.65,66.55,63.21
63.92,62.76,64.00,62.58
63.00,63.41,63.74,60.86
62.34,63.21,63.39,61.65
63.12,62.03,63.40,61.81
61.72,63.29,63.36,61.65
63.32,62.40,63.57,62.06
62.16,62.23,62.99,61.72
62.76,64.31,64.45,62.38
64.17,63.77,64.50,63.38
63.59,64.48,64.57,62.95
63.52,63.50,64.30,63.26
63.63,62.15,64.11,62.09
61.85,62.32,62.59,61.36
61.72,62.30,62.67,61.55
62.59,65.05,65.13,62.40
65.43,67.53,67.90,65.43
67.15,66.15,67.33,66.05
66.64,68.54,68.74,66.49
69.17,69.00,70.27,68.82
68.58,68.70,69.38,68.28
69.06,68.23,69.30,67.81
68.02,67.00,68.29,66.48
67.53,68.03,68.14,67.23
68.05,69.19,69.36,68.03
69.19,69.97,70.02,68.61
69.67,68.85,69.97,68.57
68.16,67.96,68.33,66.36
67.78,68.55,68.63,67.00
68.18,68.50,68.64,67.84
68.91,69.06,69.38,68.44
68.47,68.59,68.83,68.16
68.59,68.43,68.83,68.08
68.31,67.80,68.62,67.78
68.01,68.01,68.36,67.40
67.89,68.00,68.31,67.55
67.88,67.76,67.88,67.24
67.74,68.29,68.39,67.00
68.14,69.24,70.44,68.14
69.21,69.62,69.84,68.74
68.81,68.04,68.96,67.81
68.04,69.58,69.66,68.00
70.35,70.68,71.33,69.73
70.30,69.46,70.30,68.48
69.64,69.66,69.91,68.90
69.06,70.13,70.15,69.01
69.87,70.41,71.02,69.41
70.07,68.81,70.45,68.12
69.35,69.89,70.08,68.90
69.89,69.64,70.27,69.28
69.76,69.49,69.88,68.97
69.49,68.54,69.73,68.47
68.48,69.22,69.40,67.83
68.95,68.78,69.15,68.24
69.21,69.66,70.34,68.98
69.16,69.08,69.44,68.81
69.04,68.58,69.14,68.08
68.60,68.72,69.25,68.05
68.14,69.18,69.54,67.50
69.30,68.92,69.80,68.76
69.06,68.72,69.33,68.30
68.55,69.32,69.36,68.29
69.37,68.66,69.46,68.20
68.61,69.40,69.63,68.52
69.30,69.13,69.33,68.52
69.12,71.11,72.00,69.12
70.99,70.68,71.02,69.72
70.29,69.88,70.57,69.30
70.23,70.60,70.95,69.86
70.75,70.38,70.94,69.99
70.35,70.99,71.06,69.39
70.89,71.05,71.42,70.28
71.03,70.09,71.17,69.91
70.08,69.46,70.84,69.11
69.12,70.71,70.89,69.12
71.09,72.26,72.99,69.54
72.24,72.94,73.91,71.62
73.82,72.91,74.14,72.39
73.19,74.03,74.18,72.73
73.90,73.48,74.42,73.46
73.92,74.13,74.13,73.52
73.97,73.42,74.26,73.01
73.82,73.48,73.82,73.05
73.47,73.77,74.11,72.84
73.55,74.62,74.88,72.99
74.52,74.73,75.00,74.00
75.09,74.81,75.09,74.15
75.08,73.41,75.08,72.89
73.42,74.51,74.76,73.42
74.70,75.37,75.46,74.63
75.40,74.86,75.40,74.59
74.97,74.89,75.41,74.48
74.85,74.66,75.11,74.53
74.26,74.16,75.26,73.49
73.86,74.08,74.20,73.30
73.64,73.78,74.07,73.09
73.70,73.41,73.71,72.71
73.76,73.33,73.89,72.73
73.46,74.57,74.91,73.44
75.02,75.42,75.59,74.22
74.96,74.74,75.45,74.65
75.46,76.06,76.10,74.84
76.02,75.90,76.60,75.80
76.16,76.77,77.19,75.81
77.42,77.73,78.56,77.24
77.60,77.29,77.79,76.91
77.19,76.98,77.19,76.65
76.17,77.08,77.36,75.72
77.25,77.96,77.99,76.77
78.32,77.06,78.42,76.68
77.14,77.87,78.02,76.42
77.95,77.90,78.03,77.18
78.30,78.25,78.77,77.94
78.72,78.95,79.25,78.46
78.71,78.78,79.36,78.62
79.14,79.39,79.62,78.56
79.69,80.10,80.23,79.55
78.59,78.60,79.64,78.50
79.56,78.58,79.83,78.34
79.22,79.18,79.50,78.57
79.16,77.50,79.16,77.24
76.45,76.57,76.64,75.18
76.33,74.26,76.72,73.72
73.30,73.40,73.88,72.96
74.37,74.15,74.69,73.62
75.70,75.06,75.70,74.64
75.80,75.45,76.03,75.12
75.21,75.22,75.32,74.40
75.56,75.59,75.96,75.28
76.18,75.55,76.40,75.35
75.13,73.24,75.15,72.64
73.27,73.12,73.40,71.93
73.19,73.15,74.50,72.91
73.03,73.51,74.14,72.88
73.58,72.62,74.14,72.32
72.97,71.88,73.04,71.68
70.97,70.75,71.50,70.37
71.13,71.19,71.62,70.41
72.18,72.21,72.84,71.00
72.04,71.96,73.18,71.86
71.96,72.45,72.48,71.23
72.32,72.19,72.78,71.57
72.24,72.05,72.98,71.82
72.57,72.26,73.39,71.81
72.36,71.42,72.86,71.14
71.34,70.50,71.67,70.15
71.06,71.69,71.90,70.64
71.03,70.62,71.30,69.93
69.92,69.58,70.02,68.30
69.40,69.29,70.02,68.84
69.60,70.26,70.34,69.17
69.86,69.79,70.29,68.84
69.83,69.28,70.32,69.07
69.04,67.41,69.16,67.40
66.97,65.38,68.23,65.30
64.64,64.25,65.13,64.02
61.57,60.85,63.32,60.59
62.24,59.40,62.43,59.35
60.87,61.77,61.92,59.94
62.39,63.67,64.69,62.14
63.20,64.19,65.32,63.15
63.79,64.66,64.84,63.48
63.51,61.01,63.57,60.82
61.96,61.70,62.00,60.46
61.60,61.94,62.64,61.33
61.32,61.61,61.87,61.18
62.86,63.45,63.63,62.43
64.08,63.32,64.33,63.23
63.40,63.97,64.33,63.17
63.07,62.19,63.17,61.38
62.14,62.33,62.92,61.87
62.55,63.20,63.50,62.46
63.25,63.87,64.05,62.85
63.85,62.50,64.68,62.10
61.65,61.76,62.12,61.15
62.26,62.58,62.94,61.94
61.80,62.05,62.22,61.00
62.44,62.16,62.86,61.45
61.41,62.25,62.38,61.11
63.09,62.87,63.75,62.72
62.33,61.98,62.71,61.81
62.16,62.81,62.94,61.88
63.50,63.58,63.74,62.95
63.56,63.51,63.90,62.49
62.12,63.13,63.13,60.51
63.15,64.25,64.47,62.94
63.91,64.89,65.00,63.48
64.98,66.99,67.29,64.88
66.51,67.70,68.10,65.85
67.64,65.86,68.05,65.66
65.73,65.50,66.35,65.27
65.27,65.21,65.83,64.95
65.13,63.43,65.63,63.26
63.87,64.86,64.95,63.05
64.90,64.63,65.36,63.47
64.40,64.58,65.27,64.21
64.50,65.57,65.73,64.27
65.72,63.74,66.19,63.74
64.08,64.60,65.95,64.08
65.25,66.22,66.27,64.98
66.29,65.82,66.69,65.25
65.25,65.11,66.05,64.04
65.20,69.70,69.76,63.85
69.93,69.97,72.39,69.48
70.05,68.44,70.05,67.99
68.77,69.46,69.67,68.47
69.47,69.57,70.15,69.28
70.00,70.14,70.82,69.44
70.00,71.29,72.18,69.96
72.10,73.27,73.97,68.54
73.64,73.13,73.99,72.44
72.94,72.76,73.55,72.05
72.99,70.66,73.55,70.45
70.21,69.21,70.61,69.09
68.87,68.03,69.00,67.52
67.91,68.96,68.96,67.25
69.07,68.50,69.65,68.43
68.79,70.05,70.23,68.42
70.11,69.27,70.21,68.79
69.80,70.03,70.16,69.37
70.10,69.86,70.35,69.59
69.44,70.63,70.78,69.09
70.10,69.67,70.39,69.05
69.75,69.83,69.90,68.98
70.14,69.79,70.24,69.50
70.16,69.84,70.64,69.23
70.00,68.06,70.20,67.98
68.75,67.89,69.10,67.83
67.89,68.97,69.36,67.60
68.48,66.16,68.66,65.92
65.13,64.63,65.51,63.84
64.22,63.95,65.70,63.50
63.90,64.65,65.30,63.32
63.16,63.84,64.02,62.50
63.68,62.21,63.96,61.85
62.99,63.05,63.73,62.40
63.74,63.41,63.85,62.18
63.59,61.89,63.66,61.82
61.26,59.96,61.32,59.27
60.07,60.27,60.82,59.42
60.61,60.64,60.76,59.57
60.95,61.66,61.79,60.48
61.75,62.00,62.40,61.59
61.55,61.03,61.96,60.45
61.52,61.58,61.84,61.12
61.41,61.02,61.71,60.97
60.52,60.00,60.89,59.95
59.04,57.88,59.08,57.23
57.75,57.16,58.20,56.71
56.11,56.97,57.24,55.83
55.69,55.59,56.28,55.05
56.42,54.66,56.42,54.64
54.61,53.48,55.29,52.94
54.02,52.84,54.02,51.79
52.34,50.01,52.34,49.43
49.71,49.64,50.13,48.48
47.03,47.09,47.78,46.05
48.06,46.32,49.09,46.14
45.46,44.85,45.61,43.14
44.76,43.37,44.95,43.35
43.87,44.68,45.57,43.87
44.34,42.55,44.51,42.41
42.87,43.83,44.07,42.79
42.62,46.23,47.99,42.62
47.95,48.51,50.03,47.72
48.32,47.86,48.87,46.82
47.64,47.02,47.86,46.28
46.15,45.68,46.22,44.85
46.13,47.43,47.49,44.39
47.62,49.23,49.92,47.62
49.05,48.38,49.86,48.28
47.54,47.29,47.63,46.31
46.40,47.58,47.89,46.26
47.96,47.74,49.10,47.63
46.31,46.32,47.13,45.35
47.06,49.21,50.00,47.06
49.93,51.28,52.07,49.80
52.03,51.53,53.01,51.09
51.64,51.42,51.89,50.85
50.81,51.16,51.33,50.33
52.07,51.64,52.64,51.40
51.50,49.72,51.50,49.11
48.54,48.79,48.87,46.21
48.27,48.27,48.91,46.82
48.88,50.15,50.46,48.41
50.00,47.93,50.18,47.90
48.40,50.38,50.96,47.43
50.55,53.02,53.15,50.50
53.17,56.40,56.48,53.00
56.97,57.70,57.77,56.08
57.35,58.15,58.48,57.14
57.57,54.99,57.86,54.85
55.08,54.49,56.38,54.00
55.03,55.87,56.25,53.96
56.86,57.97,58.09,56.78
57.96,56.94,58.37,56.20
56.18,55.80,56.28,55.06
55.72,55.95,57.12,54.73
55.57,57.10,57.34,55.16
57.30,58.41,59.59,57.30
58.41,58.54,59.24,57.39
58.11,58.32,58.57,57.32
58.17,56.57,58.17,56.08
55.85,56.57,56.63,55.07
56.73,56.67,57.10,55.99
55.96,55.11,55.96,53.36
55.28,55.71,56.92,55.28
55.70,55.11,55.98,54.45
54.65,54.30,54.65,52.76
54.24,54.43,55.12,53.32
53.57,53.38,54.36,53.01
53.44,53.85,54.46,52.81
53.27,51.93,53.52,51.43
52.66,52.76,53.89,52.56
53.29,53.59,54.82,53.27
54.24,55.41,55.64,53.31
56.11,58.05,58.61,56.11
57.89,58.22,59.18,57.49
58.20,58.14,58.42,57.50
57.19,59.07,59.36,57.00
59.31,59.79,60.05,58.31
59.77,61.28,61.55,59.24
61.52,60.54,61.91,60.54
60.85,61.70,61.95,60.51
61.64,60.41,61.64,60.07
60.74,62.35,62.72,60.49
61.75,62.44,63.66,60.44
62.27,63.25,64.22,61.74
63.17,63.99,65.05,63.08
64.03,63.38,64.88,62.80
62.45,61.27,62.47,60.95
61.02,60.17,62.10,59.40
60.73,59.87,60.79,59.58
59.21,60.04,60.26,59.01
59.98,60.08,60.66,59.53
60.33,61.58,62.02,60.23
61.39,61.61,62.42,61.29
62.05,61.40,62.78,60.48
61.08,59.87,62.31,59.54
60.08,60.99,61.34,60.00
60.81,61.06,62.10,60.36
60.91,63.90,64.40,60.91
63.42,62.90,64.40,62.04
63.35,63.71,64.30,63.24
63.50,63.68,63.96,62.55
64.12,65.13,65.41,63.85
65.71,66.79,67.29,65.57
66.40,66.07,67.00,65.02
65.92,66.49,66.52,65.52
66.84,66.90,67.25,66.37
65.74,66.83,66.87,65.23
66.20,67.21,67.22,66.12
65.69,65.59,65.79,63.10
65.69,67.27,67.72,65.69
67.46,66.83,67.54,66.53
66.86,67.15,67.40,66.61
67.15,66.44,67.48,65.85
66.06,65.22,66.42,64.64
64.70,63.65,65.05,63.58
63.48,62.84,64.54,62.47
63.08,63.14,64.43,62.44
62.47,61.76,62.51,60.98
61.96,63.14,63.77,61.64
64.84,63.95,65.69,63.87
63.85,63.88,64.24,62.90
64.12,64.08,65.24,63.69
65.58,66.65,66.67,64.91
62.46,61.86,63.79,61.40
60.56,58.42,60.97,57.94
59.68,59.80,60.00,58.53
61.74,62.38,62.61,60.43
62.85,63.73,63.73,61.44
62.63,63.01,63.53,61.80
61.96,60.59,62.20,59.74
59.70,61.35,61.53,59.00
61.45,62.56,63.43,61.44
63.60,63.68,64.45,63.11
64.42,64.48,65.23,64.25
65.55,66.56,67.04,65.34
66.42,67.19,67.31,66.08
68.41,68.78,69.29,68.14
69.35,69.04,69.56,68.61
68.75,68.33,69.01,68.16
67.83,68.27,68.91,67.80
68.39,68.09,68.67,67.60
68.24,68.17,68.84,67.94
68.32,68.93,68.99,67.87
68.75,69.51,69.52,68.28
69.34,70.05,70.33,68.51
69.99,70.24,72.35,69.47
70.03,69.45,70.25,68.59
69.34,67.89,69.40,66.92
67.88,66.51,68.54,66.39
67.01,65.62,67.43,65.07
65.82,66.91,66.96,65.64
66.66,67.28,67.58,66.63
68.19,70.26,70.38,67.96
70.55,70.09,70.90,69.97
70.21,70.20,70.62,69.79
70.11,69.27,70.18,69.23
69.54,69.09,69.67,69.02
68.84,68.74,68.94,68.21
69.11,70.46,71.09,69.09
70.27,70.05,71.45,69.87
69.99,70.31,71.35,69.99
70.55,71.04,71.04,70.08
71.00,71.01,71.35,70.59
70.65,70.83,71.23,70.36
71.32,71.45,71.85,71.21
71.29,71.65,71.73,71.25
71.58,72.26,72.55,71.54
72.58,72.43,73.02,71.90
71.99,72.25,72.86,71.98
72.36,72.79,73.24,72.22
72.76,72.90,73.43,71.79
73.33,72.42,73.63,71.70
72.70,73.62,73.63,71.88
73.77,71.73,73.80,71.18
71.36,71.95,72.33,70.95
72.09,71.87,72.55,71.33
71.94,70.70,72.67,70.70
70.39,70.47,70.72,69.09
69.55,69.54,69.92,68.65
69.22,69.12,70.21,68.97
69.18,69.56,69.99,69.06
68.92,69.52,69.91,68.57
70.00,70.10,70.86,69.50
70.49,69.78,70.49,69.68
70.58,69.93,70.95,69.44
71.00,70.70,71.03,70.04
70.26,70.37,71.32,69.36
69.79,68.54,69.79,68.33
68.06,69.39,69.44,67.86
70.01,70.58,70.70,69.04
70.66,69.63,71.33,69.01
69.90,71.94,72.32,69.63
71.59,71.68,72.22,71.05
72.23,71.75,72.93,71.38
72.19,72.85,74.12,72.19
73.25,72.89,73.26,72.28
72.62,72.21,72.62,71.19
73.09,73.08,73.72,72.61
73.06,72.50,73.36,71.83
72.54,72.63,73.20,72.18
71.55,71.04,71.65,69.86
72.21,72.11,72.68,71.54
71.97,71.61,72.34,71.27
72.61,73.00,73.14,71.60
73.46,74.70,74.94,73.15
74.47,74.03,75.43,73.69
73.32,74.88,74.99,73.32
75.75,76.07,76.20,74.97
75.99,76.07,76.50,75.21
74.99,75.02,76.24,74.00
76.92,76.00,77.68,74.98
76.77,76.00,76.77,74.83
76.14,75.99,76.83,75.83
76.27,75.32,76.66,74.46
74.67,73.57,74.94,73.37
74.00,73.97,74.91,73.71
73.80,74.19,75.10,72.96
76.02,76.44,76.56,75.77
75.89,75.28,75.89,75.04
76.65,79.25,79.74,76.34
80.74,82.94,83.91,79.66
82.12,83.85,84.00,81.54
85.00,83.76,86.18,82.35
83.06,84.33,84.56,80.73
83.35,82.93,83.70,82.29
82.39,83.08,83.51,82.15
83.02,83.18,83.66,82.57
83.91,83.33,83.91,82.52
83.29,82.60,83.53,81.91
83.10,82.35,83.99,81.99
82.53,83.02,83.09,81.84
82.00,80.84,82.67,80.62
80.65,80.54,81.43,79.76
82.13,82.31,82.90,81.62
82.91,83.54,84.70,82.49
83.29,83.26,83.56,82.56
84.23,84.82,85.03,83.82
85.70,86.64,86.65,84.75
