WEX,WEX Inc. common stock,NASDAQ
76.34,76.30,76.51,74.72
75.52,74.67,75.71,73.86
75.61,75.02,75.61,74.26
76.00,75.40,76.25,74.88
76.22,77.54,77.64,75.74
77.09,76.70,77.52,76.42
76.90,78.16,78.49,76.85
78.19,78.13,78.68,77.70
77.80,78.78,79.69,77.53
79.78,80.79,80.80,79.10
81.21,81.55,82.03,80.81
81.87,82.45,82.58,80.99
82.42,82.81,83.04,82.02
83.36,84.63,84.81,83.04
84.45,84.28,84.93,83.96
84.29,84.10,84.96,83.81
84.10,83.97,84.24,83.02
84.48,83.84,84.93,83.58
84.17,83.86,85.00,83.52
83.69,83.98,84.29,82.96
84.03,84.70,85.00,83.62
84.74,84.83,85.31,83.85
85.18,85.31,85.45,84.48
85.25,86.91,87.00,84.98
85.99,86.01,86.62,84.81
86.01,85.79,86.43,84.44
86.42,85.87,86.69,85.66
86.11,86.94,88.59,86.11
88.07,89.81,91.84,87.82
87.95,88.66,88.75,83.45
88.44,88.75,89.40,87.05
88.36,88.26,88.83,87.49
88.24,87.44,88.53,86.97
88.20,87.36,88.20,87.18
86.93,87.03,87.63,86.71
86.26,87.93,88.14,86.26
87.93,88.49,88.58,87.36
86.88,86.88,87.61,86.42
85.97,85.12,86.17,84.76
84.59,85.04,85.61,84.44
85.09,84.07,85.37,84.06
84.18,85.05,85.78,84.03
84.71,83.83,85.44,83.63
83.83,84.85,85.21,83.45
84.86,84.76,85.27,84.16
84.97,84.56,85.24,84.16
83.63,81.55,83.99,81.29
81.71,82.12,82.66,81.38
81.76,82.76,83.59,81.76
82.52,80.03,82.61,79.76
81.25,79.77,82.40,78.18
79.75,80.30,80.72,79.35
80.15,81.05,81.53,80.00
81.46,81.22,82.03,79.74
81.35,82.91,82.93,80.60
83.33,84.40,84.42,82.97
84.22,83.92,84.72,83.67
84.14,83.98,84.24,83.53
84.05,83.88,84.73,83.43
84.89,85.00,85.81,84.03
85.00,85.58,85.69,84.49
85.32,86.05,86.50,84.88
86.55,85.87,86.55,85.59
85.89,85.31,86.16,85.29
84.81,85.23,85.60,84.19
85.36,85.90,86.28,84.86
85.80,86.41,87.03,85.35
86.55,86.65,87.06,85.84
85.96,86.99,87.30,85.66
85.65,87.75,88.27,85.65
87.91,87.53,88.94,86.92
87.20,86.61,87.44,86.26
86.67,85.73,86.67,85.02
85.51,86.34,86.79,85.02
85.57,85.75,86.55,85.54
85.93,84.98,86.46,84.87
85.07,84.02,85.65,83.66
85.11,86.60,86.89,85.11
86.14,86.60,87.12,85.58
86.05,87.24,87.49,86.05
87.26,85.89,87.78,85.85
86.41,86.49,86.88,85.95
86.29,86.20,86.90,85.66
87.08,87.67,87.87,86.08
87.85,87.65,88.14,87.24
88.14,87.80,88.60,87.45
87.32,87.47,87.83,87.16
87.88,87.87,88.35,87.65
88.24,88.09,88.62,87.54
87.91,87.19,87.98,86.83
87.62,87.33,87.97,85.78
88.41,91.09,92.83,87.63
91.48,93.35,94.35,90.69
92.00,94.85,95.00,91.40
94.95,94.67,95.00,93.79
94.43,93.17,94.52,92.45
93.73,92.09,93.75,91.96
92.60,90.51,93.02,90.48
90.83,92.98,93.50,90.83
95.50,97.39,97.74,95.07
97.30,97.84,98.21,96.58
97.04,99.04,99.19,97.04
99.28,98.70,99.29,98.49
98.53,98.96,99.21,98.10
99.31,99.05,100.34,98.74
99.05,98.29,100.63,98.09
98.49,98.44,99.94,97.76
99.10,99.50,100.82,98.99
99.28,100.38,100.70,99.28
100.48,100.37,101.09,99.69
100.54,100.35,101.58,99.70
100.35,99.75,100.35,99.35
100.40,99.26,100.49,99.19
99.01,98.41,100.12,98.17
98.34,96.91,99.12,96.45
96.69,97.31,97.72,95.95
97.01,97.48,98.01,96.73
98.82,99.60,99.97,98.24
99.40,97.78,99.90,97.38
97.45,97.80,99.35,97.29
98.15,96.04,98.60,95.56
96.21,96.58,97.36,96.01
96.98,96.51,97.53,95.81
97.19,97.61,98.17,97.10
97.61,97.75,97.93,96.61
98.18,97.56,98.27,95.68
97.15,97.02,97.51,96.28
97.03,99.41,99.90,96.59
99.50,99.72,100.46,98.84
99.61,99.89,100.31,99.20
100.38,99.18,100.62,99.00
99.64,98.86,100.58,98.52
98.67,98.43,98.87,97.69
98.74,99.03,99.56,98.35
98.88,96.99,99.24,95.88
96.98,97.10,97.50,96.38
96.39,94.10,96.61,94.07
94.66,94.21,95.42,93.42
94.12,93.70,94.57,92.97
94.16,91.51,94.38,91.25
91.73,91.07,92.00,90.47
90.73,89.33,91.51,88.62
89.72,90.33,90.91,89.55
90.39,90.50,91.05,89.82
90.14,89.78,91.14,89.59
89.56,89.46,90.04,89.21
90.18,88.24,90.18,87.96
88.41,88.94,89.23,88.00
88.79,87.58,89.23,87.33
87.27,85.39,87.27,84.49
85.50,84.83,85.89,84.12
85.13,86.82,86.86,85.05
86.35,85.63,87.02,85.35
86.22,85.48,86.95,85.41
83.90,82.36,85.11,82.20
82.37,79.93,83.03,78.78
79.92,83.03,83.77,79.71
83.00,85.50,86.06,83.00
86.87,87.40,87.52,85.83
88.08,89.11,89.38,87.59
88.94,88.55,89.31,88.01
88.55,90.76,90.80,88.28
90.93,91.58,91.64,90.30
90.76,91.78,92.24,89.66
91.56,91.28,91.56,90.56
91.39,92.64,93.18,90.83
92.18,91.50,93.13,91.48
91.75,90.88,92.30,90.31
90.85,93.42,93.79,90.85
93.82,94.37,95.27,93.11
94.68,95.14,95.36,94.21
95.51,95.78,96.62,95.25
95.76,97.35,97.47,95.13
97.65,96.82,98.27,96.18
95.89,95.76,96.70,94.75
96.89,96.84,97.58,95.88
96.57,95.31,96.57,95.10
95.77,95.18,96.03,95.01
95.42,94.77,95.59,94.53
94.90,94.83,95.07,94.12
94.83,94.23,95.22,93.47
93.57,94.26,94.45,93.37
94.70,92.13,95.15,92.11
92.46,92.07,93.02,91.63
92.48,92.68,93.70,92.13
92.85,93.55,93.87,92.85
93.47,92.38,93.58,91.96
93.53,95.64,95.85,93.01
95.82,95.78,97.69,95.65
95.76,95.41,97.12,94.64
95.71,94.42,96.02,93.64
94.77,91.85,94.95,91.71
91.79,91.75,92.92,91.08
91.80,92.78,94.04,91.54
93.74,95.05,95.42,93.42
94.90,96.47,96.65,94.70
96.42,97.09,97.23,95.99
97.39,96.09,97.57,95.99
96.86,92.06,97.05,92.03
91.63,89.74,92.41,89.43
89.65,90.38,90.78,88.92
90.53,91.49,91.99,90.25
91.87,89.80,92.55,89.26
88.68,87.24,89.85,86.90
87.82,86.86,88.05,86.17
87.42,88.82,89.00,86.61
89.61,89.20,89.90,88.45
86.95,91.78,92.42,86.95
92.14,91.65,92.24,90.82
91.81,93.28,93.78,91.71
93.31,92.32,93.51,91.47
93.03,92.22,93.03,91.08
92.22,90.87,93.11,90.52
91.34,91.47,92.46,89.28
91.89,92.12,92.40,90.81
92.13,95.97,97.31,88.01
96.00,92.67,96.93,91.87
92.56,93.14,94.01,92.26
92.70,93.46,93.83,91.21
92.99,92.27,93.11,91.58
92.40,93.09,93.16,90.57
93.07,91.55,94.54,91.49
90.94,92.35,92.48,90.24
93.03,94.03,95.76,92.46
93.89,93.32,94.80,93.10
93.15,90.64,93.15,90.34
89.98,90.22,90.76,88.02
90.08,90.75,90.82,89.21
90.66,92.77,92.90,90.65
92.42,91.73,92.68,90.35
91.91,94.27,94.70,91.91
94.00,94.94,95.99,93.70
95.02,95.97,96.42,94.55
96.67,96.06,96.82,95.49
95.63,97.22,97.81,95.57
97.27,96.82,97.59,96.19
97.09,96.29,97.67,96.07
96.33,96.00,96.33,94.47
95.67,95.61,96.04,94.46
95.17,96.49,96.64,94.94
96.41,98.49,99.29,96.25
98.92,100.00,100.41,98.86
99.71,100.75,101.41,99.52
100.39,100.00,100.95,99.74
99.38,99.58,100.75,99.20
99.29,100.03,100.14,98.33
100.37,100.13,101.00,98.89
99.79,98.80,99.90,98.21
99.42,104.12,105.98,98.32
104.00,103.98,104.43,102.32
104.17,103.72,104.70,103.16
104.13,105.61,105.67,103.67
105.62,104.46,106.27,104.26
104.33,102.87,105.79,102.80
102.18,104.00,104.90,102.18
104.20,104.07,104.45,102.87
103.28,104.54,105.02,103.28
104.28,104.97,105.58,103.38
105.87,106.30,108.01,105.49
106.01,105.17,106.95,104.88
105.20,106.72,106.91,105.05
106.34,106.10,107.07,105.76
105.77,105.26,106.95,104.58
105.13,103.80,106.10,103.51
101.82,104.26,105.01,101.55
104.22,104.86,105.18,103.58
106.11,105.65,106.11,105.18
105.93,108.02,108.19,105.68
108.32,106.89,108.74,106.48
106.06,104.42,107.83,103.95
104.27,106.30,106.64,104.04
105.48,105.55,106.10,104.16
106.08,107.47,108.38,105.62
107.50,106.70,107.50,105.88
107.12,105.36,107.12,104.94
104.49,105.72,106.03,104.49
105.80,104.71,105.80,103.46
105.13,105.11,106.32,104.28
110.00,110.09,111.27,107.28
109.37,107.92,109.70,106.81
107.33,106.44,108.07,105.41
107.11,107.66,107.77,105.17
106.80,107.98,109.39,106.69
107.20,109.00,109.06,106.85
109.21,108.47,109.61,108.07
108.42,110.17,110.39,108.26
110.96,110.62,111.54,110.54
110.22,110.68,111.61,109.61
110.93,113.05,113.45,110.60
113.05,113.83,114.33,112.93
114.92,113.22,114.92,111.74
114.45,114.30,115.56,113.75
114.38,114.94,115.01,113.95
114.29,114.94,115.19,113.74
115.00,115.48,115.63,113.84
115.02,115.86,116.37,113.75
116.89,115.47,118.30,115.17
115.68,115.71,116.12,115.11
115.46,114.53,115.72,114.09
114.17,113.23,114.17,112.87
113.43,113.65,113.96,112.56
114.17,114.88,115.30,113.54
115.58,113.40,115.58,113.22
113.86,113.08,114.74,112.74
112.73,113.43,113.59,112.59
113.54,113.78,113.94,112.64
113.44,111.26,113.44,111.19
111.43,111.14,112.57,110.71
110.54,112.04,112.92,110.54
112.17,110.18,112.17,109.64
110.45,109.65,110.63,109.04
109.40,111.46,112.59,109.15
111.81,111.50,112.38,111.03
111.93,114.73,115.00,111.69
114.90,112.36,115.07,112.35
111.53,109.01,111.78,108.99
108.27,108.27,109.28,108.00
108.49,111.32,111.84,108.34
110.80,108.33,111.46,108.08
108.40,109.47,109.89,108.38
108.38,110.31,110.33,107.92
110.76,110.32,111.24,109.71
110.39,107.93,110.86,107.50
107.88,109.71,110.05,107.72
111.10,110.09,111.59,110.07
110.64,108.85,110.81,108.80
107.95,107.01,108.30,106.78
106.86,107.22,107.75,105.56
107.21,104.31,107.31,104.19
103.37,100.43,105.68,100.25
100.63,98.93,101.28,98.85
99.93,98.49,100.83,98.19
96.71,100.77,101.98,95.50
99.00,100.75,102.13,99.00
101.81,100.86,102.02,100.27
100.00,100.89,101.22,99.43
101.36,103.24,103.46,101.19
103.67,102.54,104.59,102.50
103.89,104.77,105.58,103.13
105.08,105.39,105.53,104.21
104.92,104.78,105.26,103.74
105.02,107.99,108.22,104.71
105.74,108.14,108.24,103.64
108.13,111.25,111.60,108.08
112.30,113.56,113.71,112.30
114.02,113.42,114.46,112.95
113.45,112.07,113.98,111.82
113.29,113.05,113.54,111.86
113.03,113.71,113.90,112.46
113.48,113.83,114.13,112.90
114.02,115.40,115.44,113.51
115.50,114.62,115.74,114.18
114.15,114.86,115.64,114.15
115.24,114.69,115.77,113.81
114.78,113.80,115.93,113.60
113.98,114.29,115.72,113.58
114.60,115.56,117.78,114.10
115.23,114.73,115.40,113.85
113.95,115.92,115.98,113.31
117.68,116.53,117.99,115.91
117.07,118.22,118.32,116.59
118.29,118.43,119.11,117.32
118.37,117.31,119.11,116.89
117.52,113.08,118.41,112.85
109.26,103.02,109.26,100.07
103.01,102.30,103.80,101.03
102.69,102.18,103.82,101.65
102.26,102.30,103.29,101.47
102.30,105.47,105.56,101.72
105.10,101.80,105.70,101.54
100.33,105.86,106.00,100.13
105.21,101.18,105.91,100.88
101.42,99.55,103.03,99.23
98.21,95.32,99.24,94.45
95.93,94.54,96.23,94.31
93.98,94.43,95.85,93.32
94.52,98.76,98.87,94.19
100.44,101.61,101.75,99.32
101.51,101.78,102.61,101.21
101.88,101.45,101.98,100.27
101.89,101.10,102.35,100.96
101.54,101.70,102.41,100.94
102.47,101.31,102.57,101.05
101.48,100.71,102.24,100.62
100.24,99.65,100.81,99.50
100.12,98.92,101.58,98.86
99.74,100.31,100.97,98.40
98.91,96.01,99.16,95.59
96.02,94.00,96.88,91.95
94.91,95.66,96.00,93.75
96.64,98.46,99.03,96.29
98.77,98.81,100.35,98.00
98.53,96.99,99.25,95.70
98.01,96.94,98.37,95.98
95.71,97.23,97.61,95.23
96.87,93.46,97.66,93.30
91.62,93.24,94.29,90.75
93.36,92.54,93.70,91.72
92.14,91.47,93.45,90.92
92.02,91.64,93.49,91.34
91.77,94.13,94.76,91.45
94.12,95.37,95.63,93.03
93.89,94.36,95.00,93.35
95.11,92.16,95.11,91.82
92.40,93.08,93.36,91.00
92.34,92.05,92.86,91.45
92.25,93.94,94.21,91.20
95.15,98.99,99.29,95.15
98.61,97.20,99.32,96.53
97.14,98.06,98.13,96.71
97.91,98.09,100.04,97.39
96.92,99.49,100.32,94.69
100.58,98.77,100.58,97.05
98.71,100.32,100.85,98.49
101.42,104.06,104.11,101.12
104.19,104.53,104.85,103.50
104.50,106.55,106.66,103.71
106.12,105.79,106.95,105.41
105.10,103.57,105.78,102.85
103.42,104.98,105.11,102.22
104.72,104.75,104.81,103.75
104.89,105.64,105.75,104.15
105.77,107.07,107.23,105.19
106.78,107.04,107.55,105.91
107.15,106.99,107.78,106.31
106.89,107.57,108.53,106.67
107.12,106.63,107.61,105.77
106.01,106.04,106.64,105.24
106.36,106.87,107.11,105.66
105.85,103.96,107.06,103.81
104.09,104.71,105.56,104.03
104.05,102.88,104.36,102.70
102.85,103.59,103.70,102.51
104.29,106.11,106.26,103.51
105.75,103.75,105.75,102.65
104.12,104.03,105.79,103.17
103.66,102.70,103.93,102.27
102.31,104.59,105.33,102.11
104.03,103.91,105.50,103.45
104.75,107.22,107.62,104.08
107.22,105.53,107.45,105.41
105.04,104.04,105.38,103.96
104.30,101.63,105.09,101.10
101.59,104.40,104.83,101.13
104.40,104.87,105.21,103.87
105.63,107.56,107.81,104.99
106.64,107.36,107.90,106.28
107.01,107.92,107.96,105.97
107.44,106.46,108.44,106.26
105.51,107.84,108.19,105.14
107.76,107.95,108.36,106.95
108.07,107.82,109.27,107.43
107.92,108.45,108.62,106.23
108.83,110.11,110.28,108.22
110.16,109.09,111.12,108.93
109.19,109.79,109.84,107.50
110.30,111.99,112.68,109.93
111.75,110.49,111.75,109.71
109.25,108.47,109.68,107.98
108.89,109.99,111.76,108.67
110.85,110.75,111.35,109.48
111.00,110.48,111.47,109.89
110.03,112.04,112.38,110.03
111.73,110.97,111.73,110.39
111.46,111.02,111.95,109.51
111.21,113.19,113.36,109.95
113.19,115.15,116.40,112.13
114.69,112.71,115.36,112.36
113.01,113.21,114.20,112.52
113.67,116.32,116.95,113.48
116.01,115.59,116.78,114.59
116.65,115.26,116.65,114.65
115.13,114.70,115.75,114.32
115.79,115.16,116.68,114.67
115.16,115.78,116.67,114.63
114.96,115.35,116.48,112.92
115.70,116.31,116.45,114.36
116.75,118.45,118.78,115.33
118.12,118.03,118.16,116.37
118.03,118.50,118.76,116.61
118.25,117.45,118.79,116.39
117.04,116.54,117.11,114.93
116.20,116.45,117.48,115.78
115.92,115.74,116.45,114.78
114.72,113.64,115.74,112.64
113.33,115.03,115.46,112.93
114.67,114.24,114.70,113.53
113.76,113.39,114.60,111.77
113.77,114.11,115.75,112.04
113.42,115.24,115.71,112.49
115.87,116.43,117.18,114.99
116.14,112.96,116.83,112.73
112.65,113.64,114.12,111.95
113.62,111.04,113.62,110.65
111.03,110.32,111.52,109.60
111.16,113.10,113.81,110.41
113.19,114.28,114.32,112.82
114.00,114.49,114.62,113.22
113.06,114.21,114.56,112.20
113.46,116.10,116.49,113.46
116.43,115.45,116.84,115.09
115.98,117.21,117.59,115.72
116.97,116.85,118.27,116.71
117.68,117.37,118.97,116.78
117.69,117.22,117.97,116.59
117.20,116.70,117.20,116.09
117.21,116.35,117.41,115.94
116.78,116.25,117.48,115.97
114.92,111.56,116.63,111.46
111.35,113.97,114.16,110.91
114.66,113.00,115.75,112.73
113.13,113.60,113.77,112.67
112.48,112.82,113.70,111.84
112.82,112.00,113.22,110.49
111.59,110.80,111.97,110.02
112.05,110.61,112.91,110.35
111.84,111.31,112.71,111.11
111.93,111.82,112.44,111.67
111.97,111.54,112.74,111.52
111.45,110.71,112.43,110.25
110.71,110.97,111.80,110.17
111.08,108.94,111.15,108.12
109.03,110.55,111.71,108.50
110.66,108.96,111.28,108.73
108.40,108.17,109.81,107.34
108.18,107.23,109.55,107.08
107.35,106.27,107.93,106.14
105.81,104.65,106.30,104.51
104.77,107.04,108.35,104.33
105.85,103.56,107.17,102.06
102.63,101.84,102.68,99.96
102.32,102.04,102.59,101.07
101.92,100.65,102.37,99.93
100.61,101.19,101.91,100.15
102.13,101.94,103.22,101.30
101.90,100.43,102.80,100.12
99.96,98.59,100.85,98.15
99.38,101.71,102.09,98.80
100.98,98.99,101.71,98.46
98.24,98.43,98.84,96.41
98.55,97.94,99.26,97.81
95.92,97.24,98.30,95.92
96.81,99.04,99.38,96.07
98.68,98.50,99.47,98.12
97.20,93.99,97.33,93.96
93.42,93.28,94.16,92.75
92.10,89.56,93.47,89.51
85.26,88.50,90.33,84.63
91.79,90.06,92.02,89.60
91.93,91.47,91.97,89.21
92.76,95.08,95.19,92.33
94.58,95.52,96.58,94.58
94.68,94.53,95.66,93.83
92.60,93.30,94.50,92.60
94.52,94.01,94.58,92.53
94.10,95.75,96.63,93.86
94.21,93.79,95.38,93.39
95.52,96.04,96.26,94.52
96.47,95.51,96.98,95.25
95.22,95.24,96.30,94.80
94.57,95.91,95.93,94.56
95.72,94.87,96.02,93.84
94.91,96.17,96.22,94.62
95.83,96.25,97.22,95.35
96.51,95.09,96.92,94.86
94.16,92.28,94.87,91.83
92.30,92.99,93.76,91.96
91.56,92.63,93.18,91.56
92.88,92.18,93.37,91.69
91.32,89.92,91.87,88.70
90.77,89.85,90.77,89.07
89.19,86.46,89.27,85.83
86.43,85.93,87.30,85.37
86.55,86.84,87.08,85.39
87.14,87.76,88.69,86.40
87.08,89.74,89.78,86.09
90.60,92.47,92.98,90.29
92.24,93.02,93.19,91.68
93.52,94.23,95.72,93.10
94.22,95.16,95.61,93.56
95.41,95.52,96.75,94.94
95.15,93.25,95.97,93.03
92.60,91.98,93.63,91.76
92.15,90.92,92.81,90.60
91.37,92.30,92.30,90.30
92.30,92.11,92.30,90.76
92.42,96.12,98.94,92.18
95.86,94.19,95.87,93.59
94.87,92.86,95.25,92.69
93.56,93.83,95.48,93.38
94.61,94.20,95.60,93.97
94.27,93.43,94.69,93.12
93.00,90.11,93.37,89.84
82.15,84.66,86.54,80.00
84.43,87.01,87.31,84.43
87.12,89.91,90.76,86.76
89.82,90.01,90.34,88.15
90.05,93.20,94.02,90.05
93.55,91.98,93.79,91.28
92.26,91.47,92.28,90.71
91.40,91.69,91.82,89.93
91.22,91.14,91.73,89.57
90.93,91.63,91.66,90.37
92.02,91.53,92.42,91.18
90.84,89.23,91.58,89.21
88.40,87.06,89.11,86.75
86.87,89.75,89.75,86.56
89.72,89.33,91.77,89.26
89.59,91.91,92.05,89.22
91.86,92.48,92.66,91.02
92.78,92.97,93.79,92.77
93.00,92.43,93.96,92.10
91.63,93.79,94.22,91.54
94.03,94.26,94.95,93.37
94.37,93.99,94.52,92.82
94.33,94.27,94.99,93.47
94.80,93.71,95.00,92.60
93.47,91.83,94.73,91.74
92.27,89.62,92.27,89.18
89.66,89.41,89.79,87.97
89.31,86.70,89.56,86.12
86.02,86.15,86.89,84.94
85.97,86.10,88.59,85.77
86.14,87.38,88.03,85.72
86.47,86.09,86.76,84.99
86.21,86.72,87.19,84.99
87.11,88.51,89.12,86.80
88.75,88.98,89.90,87.93
89.48,86.49,89.48,86.46
86.52,85.33,86.72,85.24
85.78,86.78,86.86,85.25
87.00,88.62,88.90,86.12
89.21,89.89,90.66,88.75
90.02,90.30,90.62,89.47
89.96,90.31,90.43,88.48
90.80,90.19,91.58,88.92
89.86,89.06,90.78,88.87
88.81,88.40,90.39,88.09
87.48,85.52,88.04,84.56
84.35,81.70,84.76,81.10
80.37,79.39,81.90,79.18
77.79,77.71,78.81,77.54
78.20,76.91,78.25,76.58
77.19,75.33,77.19,74.75
75.86,73.70,76.06,72.60
74.00,72.34,74.84,71.71
72.37,74.23,74.55,72.02
72.29,72.03,72.90,71.09
72.64,70.31,72.68,70.15
69.23,67.96,69.26,65.24
68.25,67.98,68.59,67.07
69.53,73.00,73.62,69.53
72.33,71.35,72.71,71.20
71.74,71.94,72.69,70.69
71.49,70.03,71.94,69.83
71.19,69.57,71.69,69.34
70.01,72.61,72.91,70.01
71.87,71.77,72.80,71.60
70.63,68.70,70.79,68.15
69.32,69.60,69.99,66.85
69.54,70.99,71.79,69.54
70.51,67.53,70.91,66.95
65.30,60.14,65.30,54.42
58.90,59.49,60.18,57.93
59.54,59.30,61.17,59.04
57.97,58.09,58.75,56.93
58.74,59.73,60.65,58.74
60.83,62.04,62.34,60.33
62.94,63.94,64.50,62.92
64.45,62.81,64.70,62.43
62.73,62.94,63.07,61.99
63.40,64.95,65.15,63.05
64.67,63.40,65.09,63.31
62.65,63.52,63.79,61.71
63.55,63.66,64.05,62.44
64.07,64.85,65.27,63.25
64.98,65.30,66.85,64.63
65.73,67.92,67.92,65.43
68.55,70.52,70.80,68.26
70.44,73.57,73.62,70.44
73.92,75.73,75.98,73.52
75.32,77.39,77.55,74.84
76.77,74.49,77.18,74.33
74.92,76.11,76.30,74.04
76.31,76.43,76.76,75.28
77.60,79.92,80.08,77.57
79.61,78.32,79.61,77.90
77.75,77.20,77.75,76.86
76.74,78.55,78.68,76.48
78.58,80.96,81.32,78.13
81.15,81.53,82.75,80.78
81.34,81.87,82.22,80.64
81.20,80.97,81.63,80.02
80.97,80.10,81.26,79.80
79.29,81.26,81.32,78.97
81.59,81.90,82.31,80.51
81.50,82.45,82.60,80.18
83.18,82.90,84.04,81.85
82.70,83.36,83.80,82.38
82.47,84.26,84.36,81.88
84.31,81.42,84.69,81.01
80.91,80.52,81.71,79.43
80.64,81.96,82.01,80.09
81.33,79.43,81.77,78.95
80.24,81.19,82.07,80.24
81.56,81.33,83.70,81.29
81.38,84.11,84.36,81.38
85.00,86.55,86.81,83.98
86.49,86.59,87.07,85.32
86.20,86.17,87.20,84.78
85.50,87.84,87.90,85.41
88.44,88.42,89.14,87.70
88.14,88.68,88.89,87.18
88.75,87.83,90.01,87.40
88.20,89.86,90.09,88.11
89.36,88.60,89.89,88.03
88.82,90.25,90.99,88.24
92.07,95.67,96.47,92.07
94.27,93.99,96.84,93.52
94.93,94.49,95.11,92.93
94.95,94.33,94.96,93.42
93.48,90.49,93.78,90.40
89.64,89.76,90.32,87.91
90.04,90.15,91.19,88.85
89.76,90.97,91.49,89.23
90.53,89.64,91.18,89.34
90.26,90.94,91.29,89.46
90.61,91.27,92.06,90.01
91.82,90.11,92.14,89.46
89.98,87.08,90.58,86.44
87.51,88.66,89.05,87.43
88.56,88.35,90.20,87.77
88.08,88.89,90.16,88.05
88.09,87.52,88.87,86.46
87.74,88.67,89.35,87.47
88.55,89.19,89.89,88.02
90.01,91.26,91.40,89.03
91.58,91.68,92.46,91.07
92.07,90.50,92.27,90.48
90.23,92.23,92.27,90.23
92.44,92.26,92.88,91.81
91.72,92.77,92.99,90.66
92.15,94.80,94.87,92.14
94.32,93.61,94.83,91.88
94.18,95.06,95.26,93.99
95.48,95.14,96.09,94.98
95.17,95.86,96.14,94.95
95.22,95.22,95.40,94.19
93.91,90.76,93.91,90.53
90.04,89.98,91.21,89.48
89.79,90.03,90.24,88.87
90.47,90.83,91.78,89.65
89.55,88.06,90.27,86.83
88.00,90.38,91.57,87.86
92.00,91.30,92.62,91.15
91.30,90.88,91.82,90.10
91.29,90.13,91.75,90.04
91.69,91.60,92.15,90.75
86.67,86.54,88.84,86.49
84.22,81.14,84.58,80.67
82.42,85.17,85.83,82.42
86.68,86.78,87.25,85.63
87.05,88.67,88.69,86.28
88.55,88.48,89.30,87.58
87.68,88.00,88.58,86.27
87.18,88.14,88.43,86.73
89.08,90.21,91.79,88.27
91.45,92.68,92.80,91.45
93.12,92.89,94.81,92.80
94.39,95.67,96.26,94.39
96.23,94.00,96.59,93.90
95.12,94.07,95.43,94.07
94.67,94.11,94.67,93.63
94.10,94.03,94.50,93.28
94.03,94.14,94.51,93.34
95.08,95.30,95.33,93.97
94.96,94.68,95.74,94.20
94.64,95.59,95.83,93.93
95.20,95.14,95.62,94.78
95.12,96.39,96.68,94.85
96.39,95.28,97.28,92.88
95.37,95.07,96.00,94.61
94.65,93.68,94.98,93.01
93.60,91.96,93.96,91.24
92.06,91.01,92.21,90.29
90.84,90.33,91.38,89.89
90.16,90.87,91.26,90.11
91.67,93.17,93.43,90.84
93.38,93.45,94.03,92.48
93.64,93.84,94.41,93.58
93.79,92.67,94.37,92.38
92.90,94.07,94.35,92.50
93.70,94.37,95.06,93.57
94.66,95.41,95.69,94.04
94.83,94.56,95.21,94.48
94.44,94.88,94.94,93.89
95.07,96.82,96.84,94.84
95.99,97.56,97.69,95.85
97.01,98.00,98.05,96.40
98.26,99.30,99.77,98.26
99.11,99.08,99.91,98.96
98.61,98.90,99.60,98.44
99.15,99.17,100.59,98.30
99.25,99.29,99.53,98.87
99.24,99.53,100.17,98.94
99.39,99.31,100.00,98.68
100.00,103.02,103.81,98.96
103.82,104.10,104.31,103.04
104.02,104.53,104.64,103.26
104.75,104.80,105.84,104.02
104.68,105.02,105.19,104.29
103.88,101.81,104.21,101.77
101.05,104.67,104.75,100.41
103.41,103.26,104.39,101.98
103.27,103.22,103.84,102.34
103.40,104.93,105.58,103.09
103.89,102.87,104.33,102.27
104.07,104.28,104.95,103.52
104.89,103.80,105.04,103.74
104.72,107.11,107.24,104.57
107.87,107.07,108.80,106.37
106.39,105.34,107.51,105.05
104.71,104.61,105.92,104.39
104.18,104.89,105.00,103.88
105.00,107.46,107.64,103.38
106.80,107.24,107.78,106.67
107.93,108.09,108.86,106.93
108.03,106.98,108.11,106.70
107.13,106.16,107.80,105.87
107.14,106.27,107.86,106.25
106.59,105.97,106.84,105.20
106.08,104.00,106.25,103.49
104.52,105.42,106.70,104.52
104.92,103.58,105.35,102.85
103.61,103.76,103.97,103.19
102.87,103.77,104.03,101.66
104.62,104.53,106.15,104.49
104.50,103.98,104.71,103.68
105.22,104.89,105.66,104.75
105.26,105.58,106.00,104.72
105.48,105.84,107.00,105.10
105.15,106.20,106.21,104.97
107.87,107.61,109.16,107.13
107.57,105.70,107.57,104.93
104.96,105.89,106.68,104.41
108.60,112.79,113.63,108.43
113.59,112.92,114.59,112.60
112.19,109.10,112.39,109.03
109.38,105.96,109.38,104.87
105.63,103.30,105.89,102.44
103.33,102.17,103.49,102.07
102.19,102.03,103.88,100.26
104.18,103.98,105.30,102.60
103.77,104.51,106.31,102.50
102.77,104.76,105.01,101.41
105.72,104.02,106.10,102.27
103.41,101.66,104.11,100.87
101.96,101.37,103.28,100.56
100.58,102.83,103.27,99.17
102.65,104.52,104.77,102.15
105.14,106.49,106.57,104.36
106.82,106.45,107.36,106.31
106.87,107.68,107.68,106.01
108.21,107.49,108.38,106.84
107.25,109.04,109.61,107.06
108.77,109.06,109.84,108.39
108.82,107.64,109.18,107.58
107.56,106.08,107.99,104.77
106.08,110.51,110.66,106.08
111.17,110.81,111.55,109.46
110.46,110.90,111.54,110.29
111.81,113.95,114.27,111.78
113.65,114.09,114.78,113.22
