KLAC,KLA-Tencor Corporation - Common Stock,NASDAQ
55.55,54.43,55.87,54.22
54.69,54.77,55.07,54.04
54.51,53.81,54.61,53.38
54.35,55.50,55.74,53.81
56.11,55.33,56.22,55.12
55.84,55.57,56.43,55.50
55.19,55.73,56.63,55.00
56.18,55.28,56.46,55.18
55.13,54.85,55.78,54.46
54.45,55.07,55.57,54.29
55.47,56.47,56.60,55.25
56.61,55.49,56.80,55.29
56.14,58.15,58.48,55.68
58.07,59.24,59.38,57.85
59.65,59.93,60.00,59.25
60.00,60.39,60.40,59.66
60.35,59.25,60.38,59.22
59.48,59.48,59.99,59.28
60.00,60.16,60.38,59.77
60.00,60.18,60.47,59.47
60.42,60.63,60.74,60.01
60.69,60.31,60.94,59.93
60.55,60.12,60.77,60.06
60.35,59.45,60.73,59.27
59.95,59.79,60.00,59.30
58.58,58.78,59.19,57.94
58.66,57.76,58.68,57.59
57.86,58.42,58.69,57.86
58.94,58.63,59.09,58.50
59.17,60.12,60.18,58.85
59.93,59.50,59.95,59.20
59.25,58.65,59.47,58.38
58.61,58.37,58.88,58.28
58.45,58.41,58.57,57.90
58.66,58.43,58.90,57.71
58.23,57.71,58.23,57.19
57.67,58.75,58.82,57.51
58.91,59.35,59.51,58.15
59.18,58.77,59.18,58.45
58.29,57.07,58.32,57.00
56.68,56.54,57.22,56.28
56.46,56.32,56.74,56.26
56.48,56.35,56.72,55.69
56.42,55.88,56.52,55.43
56.19,56.43,56.84,56.04
56.56,56.67,56.76,56.03
56.81,56.40,56.97,56.31
55.41,54.67,55.97,54.65
54.81,54.85,55.26,54.70
54.85,55.34,55.63,54.70
55.66,55.15,55.87,54.90
55.80,55.38,56.43,55.11
55.28,58.42,58.84,55.28
58.46,58.54,58.69,57.77
58.92,58.76,59.43,58.00
58.85,58.90,59.12,58.38
59.06,59.63,59.96,58.99
59.39,59.72,60.00,59.06
59.83,60.20,60.41,59.65
60.46,60.28,60.47,59.67
60.47,61.09,61.45,60.46
60.97,61.68,61.80,60.97
61.80,62.01,62.11,60.93
62.11,61.76,62.45,61.32
61.83,61.25,62.07,61.17
61.31,61.27,61.67,60.87
61.43,61.14,61.50,60.84
61.45,61.48,61.95,61.16
61.96,60.96,61.96,60.80
60.75,60.91,61.02,60.45
60.41,60.85,61.04,60.34
60.99,60.99,61.28,60.53
60.78,60.95,60.97,60.13
60.81,60.42,61.03,59.79
60.46,60.80,60.99,59.96
60.26,60.76,61.13,59.95
60.89,59.70,61.07,59.68
60.03,59.46,60.04,58.83
60.04,61.20,61.28,59.86
60.85,61.68,61.95,60.78
61.81,62.87,62.98,61.71
62.40,61.95,62.70,61.92
62.09,62.83,62.97,61.76
62.48,63.89,63.89,62.13
63.92,64.46,64.88,63.53
64.64,64.43,64.83,64.13
64.84,64.82,65.25,64.45
64.03,63.05,64.34,63.05
64.15,63.73,64.29,63.58
62.30,63.88,63.90,61.75
63.60,64.75,64.97,63.60
64.56,66.19,67.05,64.56
66.06,65.82,66.22,65.28
65.92,65.60,66.54,65.60
65.89,64.89,65.90,64.29
64.87,64.47,64.89,64.05
63.57,63.97,64.62,63.57
64.60,64.65,64.77,64.03
64.44,63.86,64.85,63.68
63.99,64.80,64.80,63.53
63.80,62.78,63.91,62.36
62.14,63.32,63.40,62.14
62.83,63.93,63.93,62.58
63.45,62.63,63.50,62.56
62.72,63.53,63.59,61.82
63.64,62.88,63.71,62.74
62.38,62.02,62.87,61.83
62.44,61.87,62.61,61.57
62.29,63.41,63.66,61.98
63.72,63.49,63.98,63.33
63.52,63.46,63.66,63.18
63.68,64.45,64.68,63.48
64.10,64.03,64.60,63.75
63.90,63.87,64.51,63.86
63.60,63.65,64.30,63.52
63.35,63.66,64.48,63.23
63.36,61.93,63.74,60.50
61.99,61.81,62.30,61.52
62.57,62.65,63.05,62.28
62.62,62.78,62.97,62.41
62.71,62.37,62.87,61.98
62.55,61.97,62.78,61.95
61.73,60.92,62.13,60.55
61.26,61.18,61.49,60.84
61.80,60.95,62.00,60.85
61.00,61.94,62.10,60.68
62.10,62.70,62.72,61.17
62.65,62.70,62.75,61.95
62.70,63.12,63.46,62.49
63.42,63.85,63.97,63.22
63.68,64.04,64.16,63.68
64.13,64.12,64.28,63.84
64.28,64.06,64.39,63.74
63.95,64.20,64.30,63.64
64.49,64.46,64.65,64.15
64.00,63.38,64.11,63.13
63.36,63.47,63.91,63.09
63.42,62.36,63.42,62.23
62.44,62.33,62.78,62.08
62.57,62.30,62.76,61.98
62.50,62.49,63.50,62.25
62.78,63.62,63.78,62.24
63.97,62.31,64.00,62.17
62.44,63.86,64.30,62.42
63.75,63.88,64.22,63.60
63.40,63.06,63.72,62.75
62.83,62.74,63.00,62.34
63.22,62.44,63.27,62.33
62.56,63.66,63.79,62.53
63.40,63.53,63.83,62.76
63.47,62.07,63.47,61.55
62.22,61.70,62.37,61.18
61.69,61.61,62.30,61.20
61.44,61.52,61.92,61.13
62.14,61.68,62.37,61.25
60.69,61.47,61.66,60.62
60.23,59.73,60.92,59.51
60.00,60.29,60.36,59.44
60.16,60.93,61.36,59.85
60.91,61.83,62.64,60.90
62.01,62.24,62.36,61.51
62.01,62.33,62.38,61.88
62.26,63.61,63.79,62.26
63.49,63.79,64.19,63.47
62.73,64.44,64.45,62.64
64.10,65.28,65.44,64.10
65.22,64.49,65.49,64.43
64.40,64.40,64.69,64.07
64.60,64.65,64.97,64.36
64.94,64.97,65.64,64.51
65.50,65.35,66.03,65.04
65.35,65.27,65.46,64.64
65.55,65.24,66.12,65.05
65.07,64.97,65.36,64.50
65.12,65.15,65.58,64.57
64.46,64.32,64.83,63.90
65.06,65.22,65.62,64.72
65.29,65.46,65.56,64.88
65.44,66.13,66.24,65.29
66.42,66.85,67.16,66.12
66.94,66.14,67.13,65.91
66.53,66.37,67.50,65.95
65.84,67.63,67.67,65.79
67.63,66.75,67.81,66.41
66.46,66.88,67.22,66.46
67.13,67.78,67.83,67.01
67.57,68.55,68.65,67.53
68.67,68.60,69.13,68.08
68.08,69.94,69.96,67.96
70.74,70.02,70.77,69.76
70.34,69.58,70.55,69.26
69.81,69.81,70.00,69.36
70.26,68.99,70.78,68.97
69.03,68.50,69.03,68.22
68.66,68.75,69.82,68.43
69.06,69.14,69.85,68.86
69.56,70.02,70.04,69.07
70.25,70.89,70.95,69.74
70.53,71.22,71.93,70.53
71.59,69.40,71.65,69.17
69.39,68.81,69.39,68.05
68.31,68.03,68.53,67.61
68.36,68.87,68.96,67.71
68.99,66.68,69.02,66.55
66.13,65.50,66.87,65.33
66.01,65.91,66.48,65.31
66.00,66.15,66.37,65.02
65.02,65.78,65.78,63.96
65.61,66.11,66.63,65.59
66.58,66.40,66.84,65.92
66.14,66.76,67.02,65.91
66.59,66.72,67.12,66.31
68.02,67.74,68.59,66.50
63.00,62.91,65.00,62.59
63.29,63.45,63.80,62.17
63.94,64.27,64.93,63.41
64.10,63.99,64.88,63.82
63.99,62.92,64.31,62.75
63.05,63.20,63.56,62.75
62.52,62.71,63.12,62.47
62.82,62.30,62.85,62.06
62.29,62.90,62.93,61.94
62.43,62.59,63.84,62.40
62.44,63.11,63.23,61.99
63.50,64.12,64.45,63.33
64.21,63.10,64.28,63.03
62.34,62.99,63.34,62.34
62.51,62.38,62.56,61.43
62.12,63.15,63.63,62.12
63.00,63.67,63.98,63.00
63.76,63.22,63.80,62.98
63.52,63.56,63.87,63.22
63.72,63.64,64.05,63.45
63.90,64.18,64.30,63.67
64.39,65.24,65.24,64.11
65.42,65.42,65.52,64.80
65.48,65.65,65.71,65.04
65.75,65.52,65.88,65.15
65.73,65.58,66.14,65.25
65.17,65.85,66.11,65.17
65.70,66.25,66.36,65.67
66.21,66.45,66.70,65.79
66.93,66.97,67.00,66.59
67.00,68.02,68.07,66.98
68.11,68.11,68.25,67.42
67.26,68.12,68.60,67.26
67.93,67.85,68.50,67.65
68.26,68.57,68.74,67.97
67.95,68.70,69.00,67.95
68.46,69.14,69.29,68.40
69.23,69.04,69.30,68.19
69.08,68.92,69.28,68.22
69.20,70.00,70.02,69.07
70.00,70.31,70.35,69.73
70.00,69.44,70.31,69.28
69.67,69.80,69.92,68.97
69.80,69.96,69.96,69.14
70.00,70.97,71.17,69.73
71.96,72.64,72.78,71.49
72.73,73.07,73.59,72.51
72.78,73.24,73.45,72.74
73.63,74.62,74.70,73.46
74.73,74.03,75.07,73.83
74.31,74.09,74.95,72.91
74.05,74.86,75.01,73.68
73.77,74.72,75.40,73.71
74.86,74.61,74.86,74.22
75.22,74.90,75.27,74.61
74.78,74.23,75.14,73.86
74.36,74.12,75.38,73.85
73.77,74.01,74.54,73.54
74.25,74.50,74.79,73.97
73.98,74.62,74.90,73.96
74.81,74.52,75.00,74.41
74.63,73.26,74.63,73.08
73.46,73.02,73.89,72.81
70.38,71.60,72.34,70.10
71.52,71.83,72.06,70.73
72.07,71.40,72.53,71.31
72.09,71.89,72.39,71.38
71.55,71.49,71.91,71.07
71.37,71.63,72.12,71.21
71.41,72.17,72.40,71.36
71.54,71.60,72.28,71.30
70.91,71.88,72.37,70.91
72.30,71.63,72.30,71.33
71.72,72.34,72.40,71.52
72.44,72.60,73.43,72.40
72.32,72.82,72.98,72.21
72.85,72.93,73.29,72.66
72.46,73.04,73.11,72.27
73.33,74.07,74.41,73.25
74.44,74.37,74.52,73.88
74.30,74.96,75.07,72.33
74.68,74.70,75.08,74.48
74.85,75.14,75.30,74.60
75.15,74.98,75.49,74.85
75.30,75.51,75.66,75.20
75.73,75.97,76.09,75.51
75.84,76.43,76.45,75.84
76.27,76.33,76.44,75.93
76.64,76.42,76.73,76.16
76.54,77.15,77.30,76.47
77.27,77.72,77.91,77.08
77.72,77.60,78.14,77.34
77.45,78.31,78.33,77.40
78.31,78.65,79.02,78.15
78.39,78.57,79.07,78.03
78.80,78.67,79.05,78.27
78.38,78.64,78.78,78.12
78.64,78.28,78.64,78.20
78.08,77.33,78.48,77.24
77.11,78.28,78.40,76.96
78.31,79.57,79.77,78.02
79.57,80.86,80.89,79.44
81.23,80.77,81.27,80.52
80.52,80.09,80.78,79.89
79.92,80.00,80.52,79.61
79.99,80.52,80.53,79.90
80.33,79.53,80.51,78.89
79.51,80.06,80.19,79.41
79.56,79.85,80.20,79.43
79.75,78.78,79.88,78.76
78.88,76.54,78.88,76.29
76.26,76.65,76.90,75.58
76.27,76.25,76.67,75.93
76.62,76.00,76.67,75.54
75.59,75.51,76.15,74.45
75.75,75.84,76.04,75.17
75.57,73.65,76.00,73.62
72.00,68.07,72.10,67.74
67.92,65.61,68.29,65.60
66.52,66.42,67.50,65.51
65.29,67.46,67.84,65.25
66.33,68.23,68.95,66.18
68.93,68.44,69.62,68.30
68.27,69.56,69.59,67.84
69.73,71.38,71.40,66.47
71.79,70.30,71.99,70.24
70.74,71.00,71.70,70.08
76.17,75.90,78.63,73.29
75.93,75.06,76.28,74.30
75.25,76.10,76.11,74.97
75.02,76.30,76.69,75.02
75.98,76.36,76.41,75.15
78.37,79.15,79.88,77.99
79.04,79.95,80.52,79.02
79.63,80.03,80.71,79.12
80.32,81.28,81.65,79.54
81.46,80.83,82.03,80.60
81.15,80.00,81.16,79.26
80.12,80.51,80.85,79.94
80.63,80.19,80.85,80.00
80.12,79.73,80.28,79.30
79.57,79.44,80.27,79.23
79.57,80.33,80.52,78.98
79.40,79.02,79.79,78.64
78.99,80.71,80.91,78.99
80.65,81.01,81.22,80.23
80.88,80.69,81.36,80.25
81.78,81.52,81.78,80.55
82.10,83.71,83.92,81.80
83.99,84.18,84.21,83.26
67.53,67.33,67.89,66.74
67.68,69.44,69.62,67.50
69.07,68.86,69.77,68.21
68.94,68.84,69.10,68.18
68.97,71.02,71.21,68.71
71.14,70.33,71.71,69.97
70.33,70.66,71.09,70.33
70.40,69.56,70.76,69.25
69.27,69.88,70.14,68.75
69.82,69.13,70.37,69.04
69.49,69.15,70.34,69.02
68.75,68.63,69.81,68.50
68.56,67.36,69.52,67.29
67.47,66.72,68.20,66.68
67.02,67.75,67.94,66.22
68.67,69.58,69.58,68.07
69.52,69.72,70.01,69.07
70.90,72.16,72.35,70.30
72.52,72.63,73.12,72.30
72.63,72.02,72.89,71.97
72.03,71.85,72.36,71.76
71.50,71.64,71.93,71.31
71.28,71.19,71.76,71.00
71.61,70.32,71.88,70.29
70.62,70.29,71.26,69.81
69.77,68.72,70.05,68.68
68.56,66.69,68.81,66.51
66.78,67.80,67.83,66.51
68.38,68.93,69.44,68.18
69.29,69.17,69.55,68.34
69.14,67.09,69.32,66.67
67.82,65.99,68.49,65.31
65.21,65.55,66.24,64.91
67.25,66.87,69.09,66.36
66.73,67.83,67.99,66.46
68.25,68.91,69.06,67.53
68.48,69.41,69.93,68.48
69.49,70.95,71.13,68.68
66.58,65.24,67.50,65.12
64.88,65.44,65.70,64.18
63.86,63.34,64.18,63.01
64.01,62.76,64.44,62.74
62.53,63.39,63.57,62.11
62.41,61.47,63.40,61.34
61.42,61.87,62.10,60.21
62.03,63.47,63.54,61.92
63.41,63.16,63.85,62.75
63.15,63.27,63.38,62.36
63.56,62.61,63.96,62.39
62.01,62.21,62.50,61.53
62.75,63.81,63.88,62.23
63.95,63.96,64.34,63.46
63.60,63.87,63.94,63.04
64.14,63.64,64.26,63.55
63.67,63.93,64.15,63.50
63.71,64.29,64.67,63.63
63.96,64.66,64.99,63.82
64.55,64.97,65.19,64.20
64.83,64.47,64.93,64.36
64.68,66.28,66.36,64.48
66.13,65.88,66.66,65.73
65.90,65.51,66.12,65.13
65.46,64.96,65.59,64.85
65.19,65.70,66.24,65.19
65.30,63.90,65.59,63.85
63.50,63.15,63.90,62.83
63.14,62.23,63.41,62.15
61.93,61.06,62.37,60.96
61.01,61.37,61.66,61.01
60.68,60.15,61.06,60.09
60.54,60.28,61.02,60.16
60.08,60.41,60.47,59.55
60.37,60.71,61.06,60.09
61.00,61.92,62.03,60.86
61.43,61.38,61.67,61.09
61.25,61.79,62.20,60.58
61.89,62.23,62.53,61.86
62.66,63.54,63.69,62.39
63.36,63.27,63.83,63.25
63.11,62.97,63.61,62.94
62.94,59.37,62.94,59.19
58.28,58.43,59.02,57.49
58.52,59.00,59.62,57.95
59.60,59.41,59.86,59.07
59.03,58.29,59.03,58.19
58.27,57.75,58.35,57.21
58.08,58.09,58.54,57.10
57.64,58.14,58.52,57.21
58.17,57.76,58.43,57.75
57.63,58.05,58.25,57.63
58.13,58.94,59.05,57.73
58.80,59.12,59.13,58.36
59.07,59.00,59.67,58.78
58.85,59.36,59.60,58.48
59.28,60.04,60.58,59.23
59.41,59.33,60.09,58.92
58.84,58.00,58.89,57.67
58.39,58.56,59.04,58.06
59.99,59.34,60.34,58.93
59.36,60.30,60.50,59.11
59.68,59.85,60.27,59.45
59.71,58.89,59.86,58.16
58.88,59.48,60.80,58.67
59.49,59.77,59.94,58.95
59.29,59.26,59.85,58.96
59.11,58.80,59.58,58.45
59.11,60.09,60.09,58.89
60.17,60.29,60.46,60.10
59.84,58.49,60.00,58.46
58.56,58.26,59.12,57.77
58.39,58.86,58.96,58.23
59.19,59.80,60.23,59.15
59.67,59.61,60.17,59.49
59.03,58.73,59.22,57.80
58.77,58.88,59.48,58.33
59.11,59.35,59.49,58.36
59.59,59.91,60.28,59.38
59.85,59.73,60.09,59.63
59.74,59.08,60.15,58.88
59.05,59.08,59.64,58.82
59.07,59.16,59.24,58.75
58.95,59.12,59.58,58.83
58.76,58.25,58.88,58.05
58.33,59.98,60.13,58.08
59.98,60.27,60.73,59.85
60.06,59.66,60.50,59.43
60.07,59.79,60.09,59.41
59.53,59.35,59.73,59.01
59.70,58.64,59.84,58.58
58.27,57.25,58.49,57.02
57.31,56.97,57.40,56.70
56.80,55.97,57.02,55.62
56.00,55.65,56.06,55.42
55.96,56.16,56.76,55.92
56.33,56.48,56.59,56.14
56.05,55.89,56.05,55.51
55.32,56.43,56.69,55.24
56.52,57.20,57.29,56.32
57.23,57.13,57.42,56.70
57.31,58.21,58.34,57.17
58.26,57.99,58.37,57.62
58.37,58.21,58.68,57.93
58.12,57.28,58.33,57.07
57.20,57.21,57.64,57.14
57.42,57.34,57.81,57.07
57.15,57.15,57.74,56.59
56.54,55.76,56.81,55.63
56.42,56.21,56.59,55.80
56.72,56.79,57.15,56.52
56.73,57.26,57.35,56.70
56.45,56.18,57.33,55.90
56.01,56.10,56.36,54.59
55.39,54.80,55.79,54.57
55.38,54.73,55.94,54.73
55.36,55.11,55.86,54.84
55.48,56.32,56.58,55.13
56.63,55.63,56.75,55.56
55.69,54.76,55.73,54.48
54.52,52.58,54.56,51.67
52.65,51.93,52.68,51.78
52.21,52.10,52.36,51.79
51.95,51.82,52.53,51.70
51.28,51.67,51.83,50.42
51.76,52.84,53.34,51.51
52.82,51.25,52.94,50.88
51.15,51.04,51.69,50.64
50.57,51.92,52.40,50.57
51.60,51.74,51.84,50.95
51.72,52.06,52.44,51.46
51.10,53.05,53.48,51.04
52.74,52.54,52.89,52.12
52.36,51.85,52.83,51.58
52.24,52.64,53.16,52.24
52.72,51.95,52.72,51.42
51.71,52.35,52.48,51.49
52.92,54.15,54.45,52.92
53.64,53.01,53.64,52.75
52.28,53.28,53.48,51.55
52.74,51.52,52.74,51.51
51.61,51.20,51.62,50.44
51.07,51.83,51.86,50.73
51.81,50.19,52.08,50.12
50.06,50.01,50.57,49.53
49.35,48.44,49.54,48.41
48.30,47.70,48.95,47.69
45.51,46.97,48.66,44.95
49.00,46.32,49.72,46.30
47.41,48.11,48.16,46.37
48.67,49.59,49.83,48.53
49.21,49.89,50.15,49.17
49.56,50.11,50.34,49.23
48.27,48.03,49.30,47.73
48.81,48.66,48.94,47.82
48.68,48.83,49.65,48.56
47.97,47.54,48.21,47.42
48.47,49.80,49.86,48.43
50.12,49.35,50.71,49.19
49.17,51.48,51.85,49.02
51.19,51.21,51.46,50.59
51.33,52.18,52.59,51.30
52.42,52.58,52.83,51.97
52.57,53.19,53.28,52.45
52.80,51.31,52.80,51.09
50.64,50.42,51.20,50.12
50.58,49.20,50.67,49.05
49.11,49.40,49.64,48.47
49.22,47.88,49.40,47.86
47.34,48.20,48.61,46.76
48.95,48.61,49.27,47.96
48.17,48.49,48.81,48.17
48.16,48.18,48.57,47.73
48.91,50.00,50.04,48.68
49.98,49.60,50.06,48.73
49.15,50.43,50.43,48.85
50.61,51.73,52.09,50.53
51.82,52.47,52.56,51.15
53.00,52.67,53.73,52.29
52.78,53.29,53.44,52.40
53.35,53.19,53.72,52.81
53.28,52.82,53.46,52.71
52.42,51.59,52.49,51.54
51.30,52.59,53.03,51.16
52.70,52.65,53.13,52.08
52.77,52.97,53.10,52.12
52.91,53.12,53.47,52.64
52.95,53.86,54.82,52.89
64.39,63.98,67.27,63.79
63.41,64.90,65.89,63.41
65.00,65.35,65.67,64.97
65.59,65.29,65.61,64.87
65.13,65.34,65.83,65.06
65.39,65.81,65.96,65.01
65.51,66.32,66.88,65.25
66.47,67.12,67.25,66.08
67.00,66.55,67.39,66.50
66.49,66.50,66.64,66.17
66.29,66.83,66.96,66.29
67.03,67.00,67.35,66.43
66.74,66.85,67.14,66.44
66.71,66.92,67.02,66.45
66.98,66.76,67.18,66.48
66.76,66.90,67.42,66.57
66.23,65.86,66.38,65.75
65.95,65.68,66.38,65.63
65.83,66.35,66.38,65.29
66.31,66.69,67.09,66.17
66.50,67.10,67.15,66.34
67.47,66.90,67.47,66.63
67.00,67.02,67.49,66.72
66.92,66.66,67.10,66.41
66.44,66.46,66.94,66.16
66.61,66.37,66.70,66.23
66.40,66.54,66.73,66.31
66.63,66.47,67.11,66.45
66.77,67.90,68.00,66.77
67.61,67.72,68.36,67.61
67.86,66.61,68.12,66.61
66.77,67.57,67.95,66.77
67.43,67.48,67.95,67.12
66.96,68.73,69.05,66.96
68.62,67.58,68.81,67.55
67.58,68.49,68.99,67.47
67.53,67.87,68.29,67.53
68.10,67.63,68.13,67.22
67.99,68.88,69.37,67.95
68.96,69.08,69.39,68.06
69.25,68.05,69.39,68.05
67.72,66.86,68.13,66.83
67.38,68.37,68.39,67.06
68.35,69.08,69.11,67.87
69.31,69.25,69.49,69.14
69.20,69.51,69.70,69.20
69.28,69.40,69.43,68.81
69.64,69.90,70.28,69.60
69.85,69.69,70.20,69.66
69.49,69.35,69.91,69.21
68.03,68.69,69.18,68.00
68.38,68.74,69.05,68.37
67.71,66.58,68.24,66.09
65.42,65.94,66.66,65.41
66.14,65.24,66.31,64.70
65.76,65.51,65.76,64.83
65.92,65.75,66.46,65.15
65.81,64.78,66.30,64.67
65.03,66.66,67.14,64.81
64.11,64.55,65.18,63.64
65.50,64.32,65.50,64.07
64.21,65.06,65.57,63.98
65.30,64.63,65.32,64.35
65.64,65.09,65.87,64.67
65.02,64.65,65.26,64.56
64.64,65.14,65.31,64.46
65.22,64.43,65.40,64.31
64.38,65.45,66.34,64.38
66.28,66.99,66.99,66.01
66.40,67.12,67.61,66.35
66.31,66.16,66.78,65.87
66.59,66.80,66.99,65.60
66.81,66.88,67.11,66.33
66.49,65.51,66.95,65.11
64.60,64.14,65.06,63.58
63.63,63.96,64.42,63.38
64.19,64.13,64.59,63.79
62.54,62.88,63.36,62.33
63.29,63.79,64.07,62.89
64.24,64.74,65.32,64.16
64.90,65.57,65.64,64.78
65.56,64.85,65.69,64.82
65.59,65.69,66.67,65.59
65.99,66.14,66.76,65.69
65.76,65.68,66.20,65.32
65.12,66.34,66.37,65.12
66.30,67.45,67.46,66.19
67.62,67.97,68.20,67.46
67.88,67.74,68.42,67.67
68.22,68.98,69.08,67.75
68.90,68.42,68.90,68.07
68.36,68.70,68.71,68.08
69.04,68.31,69.04,68.03
68.09,68.84,68.92,68.04
68.42,67.73,68.83,67.71
67.94,68.06,68.36,67.79
68.13,68.70,69.17,68.13
69.00,69.22,69.41,68.77
68.97,69.56,69.62,68.97
69.23,69.68,69.94,69.23
69.42,70.15,70.26,69.12
70.47,70.86,70.96,70.15
71.08,71.18,71.33,70.67
71.00,71.26,71.32,70.77
71.29,71.44,71.57,70.99
71.57,71.00,71.57,70.96
70.91,70.80,70.91,70.11
70.96,70.86,71.27,70.85
70.96,72.36,72.40,70.76
72.52,72.56,73.19,72.40
72.70,72.81,72.97,71.92
72.74,73.05,73.26,72.39
73.16,72.83,73.23,72.56
72.51,72.37,72.95,72.27
71.50,72.74,72.82,71.50
72.49,72.11,72.69,71.80
72.44,72.07,72.72,71.89
72.43,72.17,72.70,72.15
72.22,72.15,72.41,71.69
72.22,72.90,72.91,72.19
72.38,72.49,72.70,71.93
72.55,72.53,72.62,71.88
72.53,72.75,72.88,72.26
72.89,73.12,73.27,72.66
72.90,72.97,73.01,72.06
73.00,71.99,73.59,71.70
72.05,71.90,72.57,71.66
71.78,71.59,72.05,71.39
71.68,71.84,72.29,71.52
71.25,72.23,72.30,71.25
71.97,70.82,71.97,70.72
70.61,69.94,70.67,69.54
70.32,70.07,70.33,69.74
70.00,69.63,70.00,69.38
69.18,69.10,69.82,69.03
69.09,69.39,69.63,69.07
69.19,69.36,69.42,68.92
69.25,69.14,69.57,68.97
69.45,69.85,69.86,69.12
69.71,69.70,69.97,69.58
69.52,68.82,69.57,68.49
68.66,68.60,68.89,68.44
68.12,67.90,68.16,67.32
67.84,67.77,68.24,67.60
67.80,68.21,68.64,67.80
68.00,67.88,68.25,67.73
68.44,69.59,69.75,68.37
69.61,69.75,70.00,69.52
70.00,70.99,71.08,69.96
71.01,71.73,71.77,71.01
71.68,71.92,71.99,71.54
71.91,72.99,73.14,71.91
72.81,72.93,73.09,72.54
72.83,73.13,73.19,72.55
72.98,73.27,73.65,72.75
73.13,73.10,73.21,72.64
72.93,72.74,73.31,72.68
72.70,72.96,73.17,72.69
73.08,73.18,73.39,72.81
73.05,73.41,73.45,72.62
73.12,72.67,73.12,72.56
72.36,72.51,72.98,72.26
72.44,72.63,72.75,72.16
73.06,72.91,73.19,72.62
72.69,72.79,73.02,72.30
72.79,73.03,73.03,72.43
73.30,73.65,74.01,73.28
73.75,73.86,74.05,73.66
73.96,74.30,74.47,73.85
74.88,74.85,75.17,74.57
72.97,72.55,74.46,72.50
72.19,71.27,72.22,70.98
71.61,71.99,72.20,71.55
72.30,72.08,73.14,71.55
72.37,73.25,73.25,72.02
73.00,72.50,73.11,72.47
72.23,72.11,72.36,71.68
71.96,72.26,72.34,71.51
72.16,72.24,72.90,72.08
72.41,73.75,73.90,72.34
73.52,74.38,74.56,73.52
74.80,75.34,75.37,74.62
75.54,75.55,75.89,75.37
76.00,75.22,76.10,74.87
75.38,75.13,75.58,74.96
75.31,75.93,75.93,75.18
75.70,75.95,76.18,75.61
76.00,76.67,76.90,75.82
76.47,75.74,76.51,75.62
75.72,76.06,76.20,75.63
76.09,76.49,76.49,75.97
76.82,76.99,77.26,76.35
76.98,77.00,77.32,76.62
77.38,77.45,77.85,76.88
77.20,75.71,77.39,75.46
75.62,76.58,76.58,75.58
76.44,75.72,76.50,75.42
75.60,76.09,76.10,75.56
75.95,76.80,76.81,75.95
76.94,77.63,77.63,76.80
77.61,77.02,77.63,77.02
77.10,77.41,77.51,76.76
76.45,69.47,76.45,69.10
69.86,67.51,70.16,66.88
67.97,68.28,68.52,67.23
68.28,69.44,69.51,68.16
69.11,69.19,69.38,68.93
69.08,69.64,69.85,68.65
69.54,69.73,69.88,69.40
69.90,70.95,71.14,69.87
70.80,70.52,71.22,70.35
70.76,68.05,71.14,67.71
68.00,67.17,68.14,67.02
67.21,67.30,67.47,66.97
67.28,67.52,67.64,66.89
68.58,68.73,69.74,68.30
68.87,68.36,69.03,68.03
68.12,69.26,69.32,67.94
69.56,70.74,70.77,69.34
71.00,70.20,71.16,69.96
70.46,70.54,70.63,68.94
70.81,70.80,70.81,70.00
70.66,70.46,70.73,70.18
70.19,69.43,70.39,69.29
69.01,70.62,70.66,68.71
71.04,69.03,71.05,68.50
68.99,68.90,69.36,68.54
68.75,70.26,70.41,68.75
70.09,70.23,70.40,69.43
70.40,69.69,70.49,69.40
70.03,69.18,70.10,69.18
69.16,69.79,70.21,69.11
70.31,69.51,70.31,69.32
69.22,69.32,69.92,69.18
69.26,69.00,69.86,68.76
68.94,70.00,70.00,68.92
70.00,69.85,70.24,69.50
69.49,68.77,69.57,68.43
68.90,69.71,69.86,68.63
69.95,70.41,70.98,69.75
70.36,70.30,70.79,70.02
70.43,71.21,71.33,70.03
71.96,71.79,72.40,70.37
72.22,72.67,72.79,71.46
72.99,73.54,73.71,72.75
73.50,72.39,73.67,72.11
72.30,72.10,72.49,71.45
71.58,71.34,71.59,70.72
71.81,71.97,72.36,71.47
73.40,71.99,73.41,71.79
72.47,72.09,72.47,71.94
72.08,71.94,72.17,71.36
71.93,71.99,72.55,71.11
74.98,73.64,75.00,72.88
73.67,74.56,74.61,73.67
74.34,74.90,75.00,73.87
74.50,75.29,75.41,74.35
75.49,74.72,75.50,74.37
74.73,74.66,75.12,74.11
74.80,75.11,75.37,74.53
75.04,73.90,75.19,73.30
73.78,74.73,75.01,73.51
74.86,74.68,75.12,74.54
74.75,74.52,75.19,74.35
75.40,75.54,75.79,74.65
75.67,75.53,75.86,75.05
74.26,75.49,75.68,73.99
75.45,74.51,76.34,74.28
74.24,75.46,75.50,74.20
75.79,75.48,76.43,75.47
76.35,77.75,77.83,75.44
77.47,77.70,77.86,77.24
77.88,79.05,79.84,77.70
79.03,80.04,80.24,78.49
80.05,80.96,81.75,79.74
81.21,83.04,83.23,81.13
83.00,81.83,83.00,81.43
81.91,82.27,82.28,81.66
81.99,82.51,83.14,81.97
82.58,81.68,82.69,81.65
81.78,79.84,82.00,79.84
79.69,75.93,79.97,74.76
76.00,76.26,76.84,74.66
76.26,77.03,77.94,76.21
