RRGB,Red Robin Gourmet Burgers,NASDAQ
55.91,54.42,55.94,54.33
54.63,54.28,55.09,53.88
53.67,53.97,54.72,53.01
54.57,54.12,54.68,53.95
54.41,54.08,54.58,53.87
54.49,54.90,55.08,54.06
54.81,55.18,55.73,54.47
55.43,56.59,57.17,55.18
56.51,56.93,57.20,56.29
56.50,56.26,56.96,56.01
57.05,57.37,57.71,56.43
57.49,59.32,59.57,57.41
59.48,59.46,59.96,59.04
59.55,59.27,59.68,58.52
59.73,59.90,60.02,59.60
58.26,59.81,60.16,58.26
60.00,60.45,61.28,59.93
60.72,60.02,60.72,59.67
59.99,58.81,59.99,58.62
58.81,59.16,59.61,58.60
59.19,58.98,59.55,58.74
58.83,58.58,59.01,57.96
59.27,58.22,59.27,57.94
58.31,56.89,58.52,56.49
56.43,56.42,57.01,56.01
56.02,56.17,56.56,55.55
55.90,55.82,56.23,55.27
56.21,56.35,56.70,55.81
56.70,56.88,57.43,56.35
57.16,57.50,58.36,57.02
57.59,57.75,58.02,57.04
57.85,57.62,58.00,57.14
57.44,57.03,57.45,56.60
56.99,55.91,57.11,55.83
56.14,56.65,56.88,56.12
56.53,56.81,57.03,56.32
56.53,56.06,57.00,55.96
56.18,56.15,56.68,55.50
56.29,56.72,56.87,55.86
58.00,61.47,62.61,58.00
60.00,62.00,62.45,60.00
61.66,64.02,64.72,61.66
65.05,67.89,68.39,64.87
67.45,67.15,68.26,66.68
67.17,68.07,68.36,67.17
68.23,68.27,69.13,67.70
68.31,67.95,68.95,67.75
67.20,66.02,67.55,65.93
65.77,66.05,66.54,65.77
66.01,66.40,67.38,65.65
66.12,64.86,66.66,64.74
65.55,66.42,66.59,65.01
66.40,66.54,66.62,65.97
66.75,67.52,67.76,66.06
67.66,67.03,67.90,65.90
67.31,67.67,67.80,66.53
66.55,67.71,67.81,66.51
67.43,67.81,68.16,67.18
68.00,68.40,70.67,68.00
68.68,68.92,69.15,67.99
69.52,68.78,69.66,68.74
68.68,69.62,69.89,68.26
69.74,70.12,70.38,68.69
70.10,69.57,70.69,69.30
69.55,69.65,70.24,69.01
69.73,68.57,69.73,68.01
68.67,68.18,69.25,67.83
69.65,68.54,69.65,67.39
68.88,69.40,70.00,68.26
69.23,70.27,70.60,69.11
69.31,71.10,71.52,68.76
69.69,73.66,73.80,68.72
73.09,73.11,73.60,72.26
72.78,73.22,74.25,72.01
73.05,74.17,74.47,72.90
73.64,72.50,74.02,72.45
72.59,71.87,72.92,71.08
71.90,71.76,72.32,70.48
72.39,72.95,74.16,72.14
72.93,72.70,73.23,72.01
72.53,73.13,73.76,72.35
72.95,72.64,73.79,72.30
72.95,72.14,73.03,71.85
71.99,72.77,73.06,71.99
73.32,74.88,74.95,73.01
74.75,73.90,74.92,73.71
74.00,73.52,74.42,73.19
73.15,73.28,73.52,72.90
73.56,74.11,74.59,73.34
74.51,73.95,75.32,73.25
73.93,72.88,74.00,72.70
73.33,73.78,74.19,72.90
74.09,73.57,74.81,73.19
73.41,76.18,76.92,72.68
77.56,75.50,78.68,75.43
76.02,76.76,76.83,75.26
76.13,84.20,86.83,76.05
82.25,82.83,83.53,82.25
82.57,79.30,83.20,78.80
79.17,80.20,81.13,78.76
80.00,79.52,80.42,78.83
79.48,79.88,80.16,78.80
79.29,80.03,80.37,79.10
80.00,79.48,80.00,79.20
79.80,81.15,81.44,78.91
81.62,79.98,82.26,79.84
79.99,79.55,80.49,79.42
80.03,77.89,80.03,77.23
77.50,80.29,80.92,77.50
80.38,80.11,81.17,79.77
80.47,79.28,80.47,79.01
79.49,80.08,80.47,79.00
79.99,79.99,80.42,79.52
80.39,79.71,80.89,79.12
79.90,75.68,79.96,75.23
75.36,75.27,75.97,74.37
74.91,75.81,76.26,74.44
75.63,75.55,76.22,74.61
76.00,76.34,76.57,75.55
76.24,75.47,76.58,74.69
75.07,73.44,76.21,73.27
73.56,72.20,73.59,72.01
72.03,72.50,73.43,71.72
72.74,71.79,75.84,71.09
71.98,72.46,72.84,71.95
72.05,71.34,72.05,71.08
71.42,72.81,72.97,71.22
72.53,71.50,72.80,71.25
73.40,75.41,76.42,73.40
76.44,76.20,77.09,75.60
76.20,76.29,76.40,75.62
76.54,76.04,76.65,75.89
76.26,75.21,76.31,75.11
75.29,74.99,75.62,73.80
75.00,73.54,75.21,73.42
73.38,71.21,73.44,71.05
71.26,69.10,72.07,69.00
69.11,69.16,69.72,68.43
69.56,71.63,72.18,69.02
71.63,71.05,72.23,70.70
71.38,68.99,71.38,68.66
69.20,67.12,69.78,66.50
66.60,66.00,67.00,65.76
66.08,67.28,67.50,66.08
67.09,67.44,67.86,67.02
67.48,66.34,67.87,66.27
66.43,64.63,66.83,64.28
64.65,65.67,67.07,64.20
65.76,66.26,66.99,65.60
66.00,65.57,66.01,65.02
65.17,64.92,65.20,64.64
64.01,64.26,65.15,63.76
64.32,64.53,64.62,63.84
63.80,62.10,63.86,61.94
63.42,63.49,63.85,62.98
63.00,64.43,65.02,63.00
64.03,62.17,64.79,61.64
62.67,62.71,63.45,61.86
62.47,62.27,62.98,61.42
62.45,64.83,65.00,61.60
65.81,66.60,66.96,64.53
69.70,75.26,75.59,69.00
75.08,73.74,75.82,73.19
73.68,72.01,74.60,71.66
71.27,73.65,74.13,71.05
69.97,73.51,80.00,69.97
73.96,73.13,74.59,72.24
74.50,71.99,74.50,71.37
71.99,73.87,74.09,71.99
74.36,73.39,74.36,72.78
73.45,75.96,77.03,73.45
76.35,76.58,76.80,75.07
76.55,77.21,78.00,76.00
76.73,77.84,77.87,76.38
77.65,77.93,79.11,77.33
76.83,76.73,77.85,75.16
77.56,77.35,79.42,77.06
77.02,74.29,77.08,73.47
74.00,73.95,75.17,73.04
74.14,73.63,74.70,73.54
73.24,71.90,73.81,71.44
72.02,70.79,72.23,70.00
70.43,72.78,73.00,69.92
73.26,70.64,73.97,70.25
70.30,72.11,72.28,70.30
72.63,73.30,73.98,72.25
73.28,74.09,74.62,72.88
74.03,73.28,74.58,73.09
73.09,73.38,74.24,72.65
73.52,72.70,73.52,72.27
72.91,69.83,72.91,69.06
70.47,71.28,71.36,69.60
71.68,71.45,72.15,71.06
71.37,71.10,71.51,69.95
71.38,71.38,72.21,70.87
71.83,71.68,72.16,71.06
72.06,73.38,73.64,71.67
73.49,72.82,73.49,72.40
72.93,74.05,74.66,72.68
74.46,72.73,74.50,72.24
72.42,69.37,73.48,69.21
69.47,69.72,70.54,68.28
70.03,72.13,72.28,69.30
72.20,69.96,72.90,69.58
69.73,67.84,69.73,67.51
68.69,67.28,69.42,66.47
67.26,67.72,68.14,66.19
68.24,68.03,68.34,67.26
68.04,67.88,69.84,67.64
67.89,66.84,72.58,66.32
66.85,68.24,68.95,66.85
68.17,67.20,68.95,67.14
67.97,67.11,68.31,66.14
66.87,66.47,66.87,65.66
66.87,65.16,68.01,64.01
65.51,65.28,67.37,64.85
65.05,67.98,69.12,64.92
67.54,66.36,67.59,65.58
66.48,67.14,68.64,66.02
66.69,65.89,66.69,65.62
65.76,65.33,66.40,65.10
64.68,63.35,64.84,62.16
63.34,65.13,65.70,62.62
64.91,64.40,65.93,64.09
64.74,66.35,66.90,64.37
66.17,65.04,66.29,64.41
65.03,62.59,65.06,62.20
62.24,62.29,62.52,60.04
62.35,61.94,62.48,60.86
61.82,63.85,64.16,60.89
69.50,71.80,73.12,68.35
71.65,71.80,72.34,70.72
71.78,72.09,73.20,70.36
72.11,72.01,72.66,70.85
72.22,73.58,73.93,72.00
73.50,72.22,73.50,71.73
72.35,71.95,72.86,71.62
72.23,72.08,72.89,71.43
72.24,72.70,73.12,71.80
72.33,72.89,73.40,71.80
72.80,73.80,73.97,72.42
73.96,75.09,75.45,73.59
75.20,74.79,75.84,74.50
74.76,74.83,75.18,74.05
74.62,74.12,74.88,73.93
73.91,74.32,74.58,73.75
74.11,72.98,74.97,72.72
73.22,73.54,74.02,72.28
73.05,73.10,73.44,72.53
72.92,73.07,73.57,72.55
73.18,72.95,73.20,71.58
73.10,74.20,74.25,72.60
74.49,72.89,74.49,72.05
72.99,72.42,74.30,71.72
72.18,72.05,73.54,72.03
71.72,73.12,73.24,71.56
73.10,72.46,73.52,71.72
71.96,71.39,72.59,71.30
71.39,71.20,71.39,70.00
72.01,73.00,73.68,71.92
73.00,72.30,73.60,71.70
72.49,72.58,73.02,72.14
72.32,71.17,73.23,70.57
71.00,70.86,71.00,70.11
70.95,71.02,71.49,70.70
69.86,69.74,70.93,69.38
69.65,68.95,70.17,68.86
69.51,67.44,69.92,67.35
67.50,67.42,67.80,66.84
67.82,66.82,67.82,66.53
66.55,65.26,66.80,65.16
65.25,65.20,66.37,65.01
64.77,63.67,65.72,62.94
63.85,64.57,65.45,63.72
64.59,65.00,66.13,64.59
65.17,65.28,65.44,64.74
64.81,65.74,65.74,64.33
65.79,66.19,66.65,65.11
66.50,66.69,67.03,66.12
66.94,66.12,67.00,65.59
65.39,64.36,65.39,64.27
64.37,64.13,65.04,63.46
64.35,65.29,65.37,64.05
64.99,64.40,65.06,63.86
64.04,63.08,64.70,63.00
63.48,63.47,65.75,62.56
63.57,63.54,64.55,62.65
64.20,63.74,64.95,62.95
63.50,63.98,64.69,63.50
64.13,64.55,65.79,63.12
50.98,52.63,53.23,50.50
52.93,54.90,54.98,52.83
55.02,53.69,55.52,53.57
53.99,53.85,54.60,53.60
53.71,53.31,53.77,52.75
53.49,53.31,53.82,53.17
53.32,53.20,53.49,52.56
53.26,53.60,53.95,52.78
53.56,53.43,53.92,53.00
53.60,53.46,53.77,53.00
53.36,53.07,53.63,52.71
53.05,53.10,53.45,52.30
53.07,53.38,53.78,52.27
53.38,52.66,53.68,52.53
52.74,53.23,53.31,52.63
53.10,54.07,54.51,53.00
54.12,53.73,54.49,53.40
54.00,53.38,54.00,53.00
53.49,53.65,53.83,53.17
53.40,53.95,54.89,53.39
53.99,53.64,53.99,53.00
53.42,54.66,55.21,52.92
54.49,55.03,55.25,53.45
55.01,55.58,55.99,54.79
55.96,58.06,58.11,55.29
58.07,57.59,58.79,57.17
57.26,56.74,57.37,56.12
56.69,55.79,56.78,55.76
55.93,57.03,57.33,55.72
57.06,56.87,57.46,56.29
56.89,57.23,57.37,56.42
56.69,57.58,58.13,56.52
57.51,56.90,58.25,56.75
57.01,54.41,57.69,54.34
54.21,54.86,55.62,54.05
55.20,54.63,55.67,54.60
54.64,52.58,54.64,52.55
52.10,49.98,52.49,49.87
50.00,49.54,50.40,48.38
49.72,48.61,50.04,47.57
48.50,48.12,49.60,48.01
48.00,48.12,48.85,47.45
48.34,49.59,49.82,48.15
49.07,50.32,50.76,48.57
49.59,51.04,51.17,49.27
51.69,50.91,52.00,50.60
50.86,51.32,51.61,50.70
51.36,51.08,51.50,50.84
51.03,50.59,51.34,50.54
50.82,48.71,50.82,48.49
48.93,49.73,50.21,48.22
49.51,51.08,51.84,49.51
51.53,53.37,53.68,51.20
53.31,53.12,54.26,52.82
53.00,54.25,54.39,52.95
54.89,54.97,55.90,54.50
55.25,54.89,56.22,54.31
58.98,63.42,64.29,56.70
63.72,66.09,67.58,63.17
66.67,68.27,68.42,66.01
68.02,68.26,68.50,67.15
68.54,69.17,69.31,68.08
68.90,68.80,69.16,68.25
68.66,69.76,69.99,68.51
69.75,68.89,70.45,68.38
68.94,68.51,69.45,68.29
68.63,67.45,69.38,67.37
67.41,67.23,68.42,66.91
67.40,66.42,67.66,66.04
66.33,66.99,67.91,65.85
67.77,66.49,67.77,66.34
66.61,68.15,68.20,66.49
68.07,67.00,69.44,66.86
67.00,66.67,67.18,66.46
66.78,67.35,69.30,66.42
67.54,69.03,69.86,67.40
68.99,70.32,70.57,68.19
70.12,71.43,72.92,70.12
71.66,71.76,72.53,70.98
72.22,71.62,72.65,71.23
71.20,72.38,72.69,70.62
71.52,72.29,72.59,70.49
71.99,70.72,72.99,69.67
71.30,71.39,72.57,70.53
70.70,73.03,73.78,70.70
73.57,71.59,73.57,71.14
71.23,70.51,71.92,70.12
70.87,72.70,72.98,70.10
73.60,72.93,73.71,71.79
72.76,73.52,73.78,71.20
73.49,74.98,75.00,73.17
75.13,76.38,76.48,74.49
76.54,76.51,77.00,76.01
76.60,76.42,76.99,75.32
76.44,78.39,78.89,76.09
78.01,77.85,78.63,77.18
77.73,76.97,78.23,76.69
77.88,76.40,78.50,75.07
76.26,75.75,76.66,74.41
76.10,74.83,76.21,71.93
75.04,77.85,77.89,73.82
78.25,79.66,80.67,77.67
79.81,79.91,82.26,79.35
80.00,79.30,82.11,79.00
79.95,82.11,82.80,79.95
80.74,81.54,81.95,79.55
81.40,79.87,82.00,78.49
79.40,79.84,80.22,78.03
80.64,81.17,81.92,79.59
80.77,80.26,81.68,79.93
80.91,81.09,81.23,79.41
81.08,81.68,81.82,80.51
81.63,83.12,83.89,80.99
82.39,81.17,83.35,80.96
81.70,80.43,82.10,79.73
80.75,80.80,81.38,79.52
80.48,77.50,81.18,76.92
77.50,75.95,77.50,73.34
76.05,76.07,78.00,75.94
76.07,77.24,78.00,75.66
77.17,77.77,78.12,76.83
77.97,78.51,79.58,77.34
78.04,76.60,78.19,76.54
76.94,78.38,79.26,76.56
78.41,79.02,79.77,77.85
78.82,77.97,79.31,76.40
74.01,77.77,80.32,71.37
77.87,81.01,81.53,77.53
81.08,81.65,82.43,80.05
81.83,81.82,82.90,81.23
82.01,80.64,82.39,80.07
80.48,81.54,81.86,80.01
81.84,83.53,83.70,81.24
83.50,84.00,84.87,83.12
83.60,84.07,84.83,83.60
83.90,83.47,84.39,83.38
83.12,84.66,85.19,83.12
84.26,84.01,84.45,83.52
83.38,81.16,83.38,80.51
81.17,81.83,82.52,80.33
81.40,78.48,81.40,78.06
77.89,79.43,80.19,77.20
78.92,76.89,78.92,76.12
80.91,78.16,80.91,77.57
78.39,82.89,83.33,78.39
82.48,81.80,83.48,81.05
82.52,83.47,84.11,82.13
83.27,84.24,84.41,82.29
84.29,83.97,85.50,83.70
83.96,84.62,85.13,83.69
85.34,84.12,85.34,83.55
83.92,85.99,86.69,82.97
86.22,89.25,89.46,85.31
88.50,84.57,89.30,83.63
84.09,83.75,85.03,82.78
84.80,86.56,86.99,83.77
86.80,87.12,87.98,86.08
86.46,87.00,87.95,85.94
86.84,85.42,87.07,85.11
85.01,85.85,86.68,84.69
85.46,84.93,86.72,84.47
85.14,83.24,86.44,83.13
83.16,84.75,84.92,82.52
84.41,83.42,85.70,83.27
84.02,84.89,85.38,83.70
84.85,85.08,86.22,84.38
85.27,84.14,85.27,83.83
84.23,82.88,84.31,81.96
82.96,81.25,84.10,80.70
80.58,80.55,81.10,79.48
81.11,82.94,83.54,80.60
83.00,83.01,83.95,82.51
82.78,80.99,82.78,80.91
81.02,81.91,82.03,80.18
81.99,83.32,84.54,81.93
83.31,82.19,84.83,81.75
82.29,82.72,83.42,81.01
81.91,77.88,81.96,77.34
77.50,75.09,77.85,74.83
75.56,75.47,76.23,74.33
75.76,74.49,77.10,74.32
74.31,73.16,74.99,72.81
73.09,71.70,73.96,71.44
71.81,73.99,74.81,71.81
74.99,73.65,75.56,72.80
73.63,74.32,75.04,73.39
74.28,74.63,74.82,72.43
74.84,74.71,76.49,74.24
75.12,74.30,75.55,73.80
74.39,72.86,74.63,72.14
72.40,72.95,74.33,70.90
80.03,84.14,84.77,79.46
83.77,87.04,88.08,82.93
87.00,85.37,87.00,85.11
85.48,85.88,87.57,84.31
85.55,84.81,85.72,83.65
85.24,83.50,85.71,82.71
83.21,83.60,84.65,83.15
83.68,83.39,83.99,82.08
83.54,83.18,84.20,82.67
82.86,83.40,85.02,82.80
83.74,84.35,85.35,83.26
84.31,83.74,85.03,83.31
83.78,84.61,84.79,82.71
84.81,85.36,86.71,84.71
85.01,85.38,86.19,84.30
86.18,87.36,87.90,85.35
87.64,87.69,88.97,87.28
87.65,87.79,89.09,87.37
87.04,88.13,89.70,86.18
87.46,87.22,89.12,86.39
87.62,86.84,88.00,86.44
87.47,87.60,88.61,86.99
87.80,87.57,88.37,87.28
87.69,87.36,88.20,87.20
87.51,86.27,87.83,86.00
86.00,85.26,86.68,84.82
85.91,84.60,86.20,84.24
85.72,86.54,87.40,85.03
85.55,84.40,85.98,84.03
85.28,85.82,86.04,84.10
86.37,86.29,87.00,85.41
86.09,85.19,86.44,85.11
83.97,85.99,86.28,83.88
86.38,88.70,88.76,85.74
88.16,88.13,89.47,87.00
88.85,89.76,91.11,87.90
90.66,91.52,92.78,90.06
92.31,91.35,92.50,91.21
91.63,91.66,92.77,90.71
91.42,90.75,91.59,90.50
90.88,91.08,91.45,90.09
91.21,89.66,91.21,88.97
89.70,90.20,91.09,89.66
90.23,90.24,90.55,88.93
90.58,92.01,92.62,90.35
92.44,89.58,92.44,89.12
89.82,88.01,90.49,87.61
87.50,87.90,89.90,86.00
88.52,87.89,89.07,86.09
88.83,91.95,92.38,87.89
91.40,90.66,91.62,89.01
91.01,91.65,92.11,90.28
91.84,91.99,93.43,91.14
91.86,92.28,94.50,91.23
93.68,92.90,95.00,91.76
92.50,88.79,92.83,87.43
88.24,88.94,89.14,87.51
89.58,88.31,90.53,86.34
82.98,80.15,82.99,76.83
79.18,82.37,82.49,79.11
82.47,83.88,84.57,80.05
83.47,83.74,84.36,82.68
83.38,83.15,83.82,82.64
83.41,83.02,83.90,82.43
82.98,83.11,84.00,81.56
82.00,80.62,82.75,80.37
79.39,80.15,80.64,78.52
76.27,79.16,80.29,74.37
80.38,78.95,81.86,78.62
80.16,79.06,80.16,77.23
79.41,80.34,80.94,78.25
80.12,81.10,81.31,79.35
80.52,78.79,82.29,78.66
77.36,78.73,79.41,77.36
78.73,80.28,80.37,77.35
80.33,78.96,80.67,77.92
77.81,78.73,80.05,77.14
79.87,80.64,80.94,78.81
81.98,79.55,82.27,79.35
79.40,78.82,80.33,78.67
79.49,81.78,81.86,78.72
81.96,81.45,82.16,80.93
81.63,79.24,81.63,78.80
78.96,79.89,80.45,78.96
79.63,80.68,81.95,79.25
79.83,78.21,80.31,77.76
78.68,78.71,79.95,77.90
78.02,78.07,79.10,77.19
78.18,78.12,79.40,77.55
77.88,78.11,78.61,76.52
78.56,77.51,79.43,77.35
77.23,74.89,77.95,73.96
74.83,74.54,75.71,73.35
75.31,75.74,76.79,74.64
76.35,76.54,78.80,76.01
75.90,77.18,77.35,74.71
77.61,78.69,79.07,76.81
78.54,79.09,79.61,78.03
79.04,79.38,79.46,77.44
79.07,79.96,80.34,78.24
79.96,79.28,80.85,78.85
79.62,80.06,80.98,79.00
80.14,79.14,80.59,78.28
79.03,76.23,79.07,75.83
76.60,77.83,77.99,75.55
78.06,78.90,79.20,77.32
78.89,81.11,81.77,78.89
80.80,80.16,81.56,79.91
80.16,77.10,80.16,76.64
77.43,77.15,78.70,76.35
78.18,79.06,79.76,77.45
78.82,81.19,81.73,78.82
80.90,79.95,81.49,79.18
79.92,82.63,82.66,79.64
81.65,77.15,81.75,75.84
76.83,74.89,77.32,74.28
74.72,77.44,78.68,74.72
74.30,71.03,74.99,69.05
71.00,66.68,71.56,66.13
66.72,66.39,66.97,65.33
66.52,67.30,67.84,65.55
67.29,66.20,68.27,65.42
66.08,66.64,67.18,65.52
66.64,68.67,68.75,66.40
68.49,68.31,69.14,67.52
67.98,67.51,68.29,66.89
67.31,67.77,68.22,66.92
67.70,66.45,67.70,65.83
66.62,66.21,66.81,64.52
66.00,65.74,66.03,63.00
65.68,66.32,67.19,65.54
66.56,66.41,66.94,65.90
65.99,67.02,67.19,64.69
67.29,68.81,69.35,66.92
68.87,68.66,69.25,68.17
68.73,67.48,69.15,67.42
67.73,65.72,68.02,65.60
66.00,67.88,68.91,65.89
67.97,66.45,69.32,66.02
66.66,67.76,67.98,66.66
67.84,68.13,68.32,66.94
67.35,67.29,68.77,66.47
67.27,63.55,67.77,63.13
63.44,63.27,63.79,61.76
62.50,61.34,62.81,60.83
61.27,62.05,62.35,61.21
62.35,63.97,64.10,62.14
64.40,63.22,64.89,62.82
63.44,61.71,63.85,60.87
61.36,61.44,62.28,60.18
61.91,62.04,62.38,60.07
62.08,62.48,65.39,60.72
62.63,62.07,63.02,61.86
61.81,61.84,62.43,61.01
61.66,61.70,61.99,60.16
61.97,62.01,62.82,60.95
62.10,61.47,64.50,61.05
61.12,61.74,62.51,60.67
60.88,59.94,61.39,59.64
59.80,58.92,61.21,58.58
58.40,59.30,59.95,58.40
58.41,56.62,58.97,56.50
56.77,58.29,58.47,56.77
58.73,59.46,60.45,58.12
59.81,60.56,60.87,58.43
60.95,58.00,60.95,57.94
58.12,57.97,58.33,55.79
56.60,59.10,59.32,56.25
59.78,58.89,60.39,57.55
58.10,59.93,60.81,56.87
60.17,62.21,63.33,59.76
62.81,61.89,64.11,60.79
62.00,61.21,62.33,61.04
61.25,61.84,62.26,61.18
61.78,60.50,62.02,60.22
60.93,60.10,61.07,59.59
60.06,61.74,61.79,59.75
61.52,61.98,64.90,60.82
61.67,62.04,63.28,61.11
62.16,60.66,62.16,59.52
60.66,60.74,61.47,59.80
60.74,59.12,62.21,58.65
58.86,59.28,60.27,57.69
59.18,59.51,60.46,58.24
60.05,58.05,60.50,57.92
57.44,58.77,59.18,56.21
65.94,62.94,65.94,60.80
63.33,62.97,64.25,61.88
63.43,63.82,65.27,63.43
63.73,62.82,63.95,61.73
62.73,62.60,63.96,62.33
63.48,63.12,64.85,62.57
63.29,63.38,64.15,62.64
62.75,62.96,63.51,62.29
63.32,64.01,64.69,62.35
64.27,64.13,64.64,63.11
63.88,65.10,65.94,63.88
65.41,66.15,66.84,65.25
66.04,66.95,66.95,65.56
66.83,67.99,68.05,64.76
67.78,68.86,68.97,66.66
68.55,68.07,68.63,67.48
67.56,66.72,68.00,66.57
66.97,67.29,67.35,65.97
67.72,66.26,67.81,66.03
66.54,67.19,67.38,65.56
67.23,66.63,67.23,65.69
66.42,64.03,67.02,63.87
63.58,63.33,64.20,62.21
63.02,64.17,64.85,62.24
64.59,64.31,65.33,64.15
63.92,62.93,64.39,62.78
62.26,61.83,63.76,60.51
61.83,59.63,61.83,59.56
59.54,59.21,59.54,58.05
59.50,59.77,60.92,59.30
59.69,63.70,63.94,59.69
63.88,64.23,64.63,62.21
64.09,64.47,64.67,62.73
64.25,63.17,64.67,63.17
63.16,63.96,64.26,62.68
63.58,63.47,64.11,62.93
63.33,64.33,64.57,63.15
64.13,63.64,64.57,63.14
63.58,62.92,64.38,62.80
63.38,63.88,65.14,63.38
64.02,62.33,64.81,61.38
62.55,63.64,63.94,61.19
63.69,62.67,63.76,62.50
62.50,62.13,63.06,61.94
62.17,63.64,63.69,61.44
63.96,63.84,64.92,63.32
63.66,64.51,64.71,63.44
64.22,64.61,64.85,64.02
64.42,64.95,65.01,64.30
64.83,65.10,65.75,64.57
65.21,65.84,66.06,64.16
65.50,64.06,65.50,62.77
64.01,64.00,64.49,63.52
63.65,64.86,65.29,63.21
65.23,66.64,67.05,64.55
66.59,65.23,66.83,64.72
64.85,65.32,65.95,63.99
65.29,63.56,65.83,63.21
63.56,63.21,64.03,62.06
63.52,65.74,66.96,63.45
65.66,65.07,66.26,64.50
64.78,62.43,66.06,62.06
62.74,62.68,64.46,61.52
62.70,61.43,63.33,61.22
61.71,61.99,63.21,61.03
56.00,50.74,57.12,50.01
50.16,48.19,50.75,47.65
47.72,47.82,48.25,47.21
47.85,48.39,48.72,46.82
48.56,47.75,49.28,47.72
48.75,49.73,49.94,48.57
49.73,50.62,50.79,49.14
50.75,51.19,51.47,50.42
51.20,51.58,52.45,51.20
51.89,50.71,52.15,50.37
51.02,52.78,53.24,51.02
52.67,53.76,54.00,52.43
53.43,53.75,54.00,52.92
53.72,54.57,54.95,53.61
54.42,53.97,54.65,53.86
54.00,54.38,54.64,53.69
54.42,54.10,54.96,53.54
53.83,53.85,54.11,52.58
53.58,53.52,54.31,52.86
53.47,53.82,54.13,53.04
53.22,52.66,54.00,52.55
52.31,51.13,52.36,51.00
50.91,52.07,52.54,50.08
52.52,52.32,53.34,52.27
52.49,52.09,52.61,51.35
52.42,52.17,53.09,51.94
52.72,53.63,53.74,52.72
51.62,52.84,53.17,51.62
52.24,50.17,53.19,49.83
50.76,50.57,51.46,50.22
51.06,49.33,51.06,49.26
49.04,47.43,49.92,46.70
47.61,48.39,49.28,47.41
48.41,47.55,49.23,47.51
47.40,47.89,47.94,46.97
47.77,47.72,49.18,47.49
47.91,48.64,48.83,47.91
48.68,49.63,49.68,48.44
49.80,50.33,50.49,49.43
50.45,49.90,50.60,49.52
50.30,49.75,50.63,49.42
49.73,48.63,50.22,48.61
48.73,48.81,49.67,48.64
48.94,48.98,49.42,48.67
49.39,49.38,49.84,48.60
49.24,48.94,49.58,48.40
48.83,49.72,50.00,48.83
50.00,50.78,51.15,49.82
48.94,48.13,49.01,46.84
48.04,47.57,48.10,46.95
47.50,48.00,48.02,47.09
48.21,48.36,48.58,47.09
48.55,48.95,49.30,47.88
48.59,46.36,48.59,46.19
46.28,46.18,46.75,45.79
46.14,45.43,46.50,45.04
45.84,47.33,47.51,45.84
47.71,48.50,49.50,47.60
45.00,52.02,54.87,45.00
51.60,51.45,52.68,51.44
51.79,52.26,53.59,51.79
51.79,52.07,52.49,51.23
51.79,51.98,52.61,51.13
51.76,51.70,52.30,51.49
51.54,50.75,51.71,50.61
50.75,50.09,50.93,49.68
49.77,49.92,50.65,49.58
49.98,50.66,51.21,49.98
50.76,50.79,51.29,50.22
50.74,51.50,51.99,50.74
51.44,51.57,51.70,51.10
51.62,50.59,51.78,50.56
50.84,50.99,51.29,50.60
51.16,50.53,51.29,50.43
50.70,50.26,50.70,49.94
50.50,50.14,50.50,49.41
50.55,50.77,50.94,49.91
51.01,49.74,51.01,49.50
49.76,50.39,50.60,49.57
50.42,49.53,50.48,49.46
49.40,49.01,49.49,48.82
48.64,48.83,49.15,48.18
46.61,46.95,47.45,46.04
47.20,46.72,47.43,46.10
46.63,46.27,47.04,46.23
46.23,46.46,46.83,46.02
46.58,45.90,47.17,45.50
46.67,45.77,46.71,45.53
45.92,45.45,46.31,44.50
45.63,45.81,46.30,45.63
45.63,47.40,47.68,45.63
47.01,45.81,47.09,45.74
45.99,45.36,45.99,45.00
45.16,45.02,45.41,44.77
45.13,44.26,45.13,44.14
44.32,44.94,45.22,44.08
44.69,45.52,45.54,44.49
45.71,44.22,45.94,44.18
44.12,43.99,44.70,42.95
43.74,43.84,44.17,43.18
43.73,43.41,43.92,43.03
43.80,44.25,44.50,43.80
44.30,43.60,44.35,43.25
43.50,43.60,43.80,43.40
43.25,42.50,43.50,42.35
42.50,42.15,42.80,41.60
41.90,42.60,43.00,41.55
42.75,42.65,42.90,42.45
42.65,43.35,43.65,42.65
43.20,43.25,43.75,42.24
40.90,45.60,46.30,40.85
45.55,46.25,46.85,45.50
45.85,45.80,46.40,45.25
45.75,45.50,46.35,45.29
45.55,45.60,46.80,45.50
45.60,45.85,46.10,45.40
45.75,46.00,46.20,45.30
46.15,45.20,46.55,44.85
45.20,45.35,45.82,44.75
47.75,47.75,48.80,46.65
47.85,47.30,48.19,45.70
48.20,48.60,48.75,47.90
48.55,49.00,49.70,48.10
48.30,51.25,51.45,47.10
51.85,52.70,53.25,51.55
52.80,52.90,54.10,52.58
53.20,53.85,55.35,53.05
53.75,53.55,53.85,52.35
53.60,53.15,54.20,52.90
53.15,53.00,53.50,52.85
52.90,52.35,52.90,52.10
52.30,53.90,54.05,52.20
54.20,53.85,54.80,53.85
53.85,53.85,54.25,53.70
53.85,54.00,54.20,53.50
53.75,52.65,53.90,52.35
52.75,52.00,54.10,51.90
52.00,51.45,52.35,51.30
51.35,52.15,52.80,51.35
52.10,51.35,52.15,51.20
51.50,51.95,52.40,51.20
