WRLD,World Acceptance Corporation - Common Stock,NASDAQ
88.52,86.96,89.43,86.63
87.30,87.22,87.80,85.78
86.53,88.13,89.01,86.11
87.19,88.73,89.12,87.19
89.18,87.26,89.18,87.23
87.47,87.50,87.85,87.01
87.40,86.94,87.73,86.72
86.96,86.64,87.40,85.91
86.34,88.66,88.73,86.29
88.10,88.71,88.91,86.95
85.66,78.20,86.99,77.61
77.88,77.70,78.47,76.50
78.09,76.00,78.17,75.13
77.67,77.74,80.62,75.97
78.66,80.11,80.57,78.22
79.95,82.00,82.73,79.95
81.61,80.17,81.61,79.73
80.00,80.71,82.00,79.81
80.22,81.53,82.20,80.16
81.77,82.07,83.60,81.77
82.22,85.18,85.35,81.55
84.98,85.07,85.71,84.11
85.49,85.16,86.14,84.34
85.10,83.74,85.18,83.12
84.00,80.10,85.50,79.25
80.00,81.67,82.34,79.37
81.83,81.05,83.00,80.87
81.37,82.23,82.74,81.05
82.62,83.28,84.01,82.51
83.11,86.01,86.53,83.11
85.68,85.73,87.30,85.00
85.39,85.35,86.16,84.99
84.97,84.20,85.11,83.53
83.96,83.73,84.44,82.94
84.03,85.18,85.75,83.38
84.82,84.70,85.67,84.34
85.95,85.70,86.30,84.17
85.52,87.36,87.40,85.08
87.16,86.62,87.32,86.18
85.73,85.79,86.12,84.93
85.91,86.81,87.26,85.26
86.67,86.06,88.00,86.03
86.24,88.18,89.51,86.24
88.05,87.81,88.35,86.95
87.09,87.03,87.72,86.11
86.95,86.77,88.40,86.40
86.64,86.37,87.15,85.75
85.52,84.58,86.74,84.23
84.52,84.65,85.15,83.53
84.55,86.21,86.26,84.27
85.88,85.67,86.54,85.23
86.14,86.63,86.99,85.41
86.66,85.74,86.66,84.24
85.99,84.61,85.99,84.22
84.77,84.99,85.50,82.91
84.98,86.56,86.76,84.67
87.05,86.79,87.44,86.08
82.50,85.64,85.75,82.10
85.12,85.07,85.74,84.47
85.48,87.02,87.08,84.46
87.55,87.14,87.84,87.08
87.47,87.77,88.00,86.67
87.51,88.42,88.95,87.16
88.76,89.46,90.00,88.51
89.44,88.49,90.15,87.85
88.71,88.60,89.27,87.15
88.58,89.09,90.34,87.68
89.15,88.63,89.49,87.86
88.51,89.86,90.57,88.51
89.74,89.93,90.42,89.49
88.93,89.92,90.70,87.10
93.80,99.47,100.82,93.59
99.22,99.49,100.66,98.62
99.15,97.48,99.30,97.43
97.84,96.98,99.98,96.69
96.50,97.56,98.14,96.50
97.83,97.56,98.75,95.86
97.55,95.44,98.08,95.14
96.51,97.45,98.74,96.21
96.97,98.02,98.47,96.38
97.04,97.93,98.38,96.74
97.47,97.75,98.66,97.34
98.15,98.54,98.97,97.47
98.43,100.74,101.46,98.43
101.47,101.94,103.56,101.44
102.31,105.36,105.75,102.31
105.60,107.15,107.59,105.53
106.65,107.33,107.98,105.88
99.80,99.56,101.60,94.16
100.39,101.93,102.08,99.80
102.61,103.29,103.78,100.44
103.21,104.60,105.37,103.21
104.54,104.18,105.34,103.35
104.27,104.12,105.28,103.87
103.95,101.29,104.52,100.47
91.85,88.89,93.00,88.00
89.35,89.21,90.49,88.76
89.54,89.70,90.25,88.83
89.75,87.59,90.00,85.66
87.48,88.32,89.61,87.02
88.49,89.47,89.67,87.12
89.00,91.40,91.65,89.00
90.25,92.50,92.63,90.25
92.24,91.97,92.38,91.06
91.43,91.48,91.98,91.21
91.52,91.70,92.60,91.50
91.74,92.11,92.49,91.22
92.28,91.40,92.73,90.80
91.53,92.15,92.37,90.39
92.45,91.86,93.71,91.75
91.90,90.62,92.97,90.46
90.61,91.76,92.19,89.73
91.56,92.11,92.58,90.84
92.64,92.32,92.64,91.82
92.50,88.68,92.50,88.41
88.28,88.65,89.39,87.38
88.15,89.71,89.98,87.52
89.46,89.26,90.69,88.81
90.12,89.81,91.41,88.88
89.67,91.05,91.18,89.51
90.67,87.38,90.72,87.01
87.44,85.70,88.60,85.01
85.79,86.52,87.20,85.29
86.53,85.55,87.59,85.02
85.66,86.13,86.88,85.16
85.86,84.76,86.27,84.24
85.10,86.19,86.57,84.22
85.62,85.44,86.26,84.93
85.80,84.67,86.28,84.34
84.71,85.02,85.81,84.53
85.32,85.38,85.95,85.15
85.86,86.69,86.77,85.54
87.01,87.00,87.52,85.98
86.71,88.30,88.70,86.58
88.17,87.53,89.44,87.41
87.03,84.99,88.08,84.95
85.01,87.59,87.83,84.53
87.62,85.45,88.46,85.05
87.08,90.34,90.67,86.12
90.33,89.49,91.00,88.77
89.45,89.09,90.00,88.38
88.91,89.66,89.83,88.35
89.20,89.53,89.94,88.91
89.99,90.09,90.46,89.00
89.73,90.55,91.35,89.52
90.25,90.39,91.18,89.82
90.53,85.35,90.53,85.23
85.92,86.58,87.59,85.60
86.40,88.97,89.55,86.40
88.93,87.29,88.93,86.48
87.12,87.06,88.51,85.85
87.76,87.98,89.11,86.24
92.00,100.46,101.31,90.01
98.44,96.41,100.40,96.16
97.41,97.21,99.21,95.96
95.54,95.69,97.79,95.19
95.17,94.67,96.24,92.65
94.92,92.89,95.63,92.59
92.36,92.55,93.40,90.21
93.01,95.63,95.87,92.32
96.59,94.45,97.96,92.78
94.51,98.26,98.40,93.46
98.00,95.11,98.00,95.00
95.56,97.76,97.98,95.07
96.91,99.96,100.87,96.91
100.01,100.26,100.77,98.40
100.58,100.00,101.02,99.67
100.00,98.09,100.50,97.60
97.70,100.33,102.40,97.70
100.50,101.20,101.56,99.12
101.20,101.38,103.62,101.20
101.25,101.44,101.95,99.95
101.34,98.35,102.44,97.81
97.88,97.19,98.61,95.60
97.51,95.85,97.86,94.58
95.37,96.02,96.33,94.17
97.17,97.64,98.68,96.32
97.70,97.15,98.54,96.43
97.39,97.72,98.06,96.93
98.48,98.46,98.86,97.17
98.12,98.16,98.90,97.86
97.88,97.00,98.47,96.60
96.13,97.32,98.03,95.85
95.81,78.25,98.28,76.08
75.01,81.03,83.47,75.01
81.22,79.09,82.65,78.85
78.20,77.35,79.64,73.85
77.94,75.62,77.94,74.99
75.59,75.33,77.40,74.20
74.97,73.99,75.05,73.62
74.47,73.99,76.80,73.12
74.61,72.76,74.61,72.00
73.01,71.85,74.65,71.77
72.13,73.69,75.15,71.58
73.72,73.81,74.81,72.77
74.23,75.08,75.69,74.03
75.43,75.91,76.68,75.35
76.47,76.29,76.86,75.29
76.35,76.29,77.05,75.78
76.38,76.43,78.01,75.68
75.85,77.89,78.11,75.85
77.74,78.11,78.68,77.15
78.55,79.46,79.77,78.51
79.80,80.00,80.38,78.77
79.64,78.99,80.00,78.38
79.44,79.97,80.66,78.71
79.94,79.28,80.47,77.78
79.40,78.24,79.81,78.01
77.96,78.28,79.38,76.61
79.90,80.46,80.86,78.29
80.19,81.94,82.57,79.70
81.49,80.59,82.21,80.40
81.28,80.35,82.97,78.92
79.97,79.40,83.22,78.37
79.35,80.50,81.31,78.14
78.00,75.79,81.00,75.55
75.38,72.60,75.67,71.90
72.60,75.01,75.14,71.63
75.00,76.84,77.41,73.67
76.24,76.70,77.46,75.09
76.21,75.99,78.44,74.75
75.90,77.40,78.22,75.48
77.27,77.73,78.38,76.43
77.47,77.30,78.11,77.01
77.07,79.30,80.61,77.07
79.48,79.31,80.05,79.01
79.27,77.66,79.27,76.50
77.16,77.35,77.95,76.17
77.07,77.97,78.18,77.03
77.45,78.13,78.37,77.35
77.83,76.64,77.83,75.71
76.81,79.06,79.31,76.80
79.00,79.01,80.21,78.97
79.16,79.98,80.22,79.00
80.43,80.12,81.26,79.29
80.25,80.35,80.51,79.33
80.44,78.86,80.66,78.19
78.85,78.99,79.86,78.46
79.00,79.57,80.25,78.26
79.24,74.88,79.83,73.95
74.33,74.45,75.87,73.44
74.57,75.30,75.64,73.74
75.48,75.54,77.65,75.17
75.50,76.37,77.34,75.04
76.03,76.11,76.57,75.93
75.97,76.44,76.88,75.83
76.36,76.34,77.21,75.57
76.63,76.81,77.62,76.63
76.63,78.29,78.37,76.22
78.15,80.02,80.26,77.55
80.24,79.91,80.36,79.27
80.29,79.84,80.94,79.52
80.29,79.60,81.26,79.45
79.49,77.66,79.49,77.29
77.83,76.82,78.39,76.69
75.98,76.71,77.16,75.40
76.64,76.59,76.97,75.47
76.21,76.11,77.32,75.66
75.88,75.96,76.49,75.48
76.25,78.22,78.90,76.01
78.37,78.93,79.25,77.68
78.97,79.54,79.99,78.68
79.30,77.63,79.85,77.11
77.69,77.02,78.22,76.03
77.37,76.75,77.37,76.00
75.51,75.45,75.97,75.00
75.27,75.61,75.74,74.85
76.05,74.54,76.73,74.04
74.56,74.71,75.29,74.01
74.87,74.96,75.57,74.46
74.83,75.53,75.97,74.01
75.34,76.75,76.94,75.07
76.72,75.28,76.72,74.27
73.50,77.04,78.40,73.50
77.39,79.13,79.49,76.16
79.56,80.96,81.63,77.88
80.47,81.01,81.18,79.30
81.13,82.67,82.76,80.63
82.62,82.30,82.98,81.16
82.63,82.85,83.42,82.25
82.25,81.08,82.25,80.96
81.20,81.99,82.23,80.14
82.17,81.99,82.56,81.02
81.81,81.21,82.10,81.09
80.91,80.68,81.34,80.53
80.95,80.90,81.65,80.54
81.05,81.26,81.46,80.56
81.26,81.85,82.38,80.76
81.72,82.58,82.60,81.57
82.72,81.75,83.29,81.39
81.66,82.07,82.20,81.18
82.80,83.92,84.08,82.29
84.25,85.62,85.69,83.77
85.45,85.82,86.32,85.30
85.68,85.99,86.58,85.22
86.15,84.45,86.15,83.81
83.46,79.96,83.46,78.67
80.06,79.22,80.71,78.19
79.08,79.70,80.10,78.26
79.97,80.15,80.67,79.21
80.02,78.56,80.02,78.54
78.67,78.34,79.23,77.56
78.74,79.58,79.99,78.20
79.96,80.48,80.95,79.39
80.43,80.60,81.10,80.23
80.06,76.95,80.78,75.12
71.95,71.18,72.00,67.63
71.00,71.27,72.38,70.41
71.42,71.56,71.99,71.05
71.58,71.68,72.56,71.25
71.71,71.54,72.19,71.25
71.78,72.27,73.20,71.40
71.97,72.41,72.70,71.45
72.65,73.11,73.35,72.47
73.58,73.20,74.50,72.54
73.45,73.09,73.98,72.69
72.65,71.92,72.87,71.73
71.52,70.55,72.00,70.49
70.52,70.62,70.84,70.11
70.36,69.11,70.36,68.37
69.24,69.30,70.59,68.37
68.62,68.69,69.29,68.44
68.96,67.50,71.08,67.45
67.34,67.27,68.25,66.77
67.18,68.14,68.63,66.73
68.55,68.01,68.82,67.86
68.33,67.81,68.67,67.73
67.19,66.62,68.13,66.45
66.38,68.99,69.16,65.90
68.69,67.51,69.04,66.84
67.11,68.65,69.41,67.11
68.77,67.67,69.62,67.48
68.00,69.19,69.68,67.85
68.23,67.99,68.79,67.77
67.51,68.00,68.46,67.38
68.00,66.26,68.38,65.67
66.25,67.30,67.51,65.98
67.43,67.60,67.85,66.54
63.99,66.17,68.82,63.25
66.25,66.36,66.52,64.56
66.15,67.34,69.00,66.15
67.12,67.47,67.80,65.64
67.44,70.20,71.36,67.37
70.16,69.81,71.28,68.42
64.15,70.56,71.05,64.15
71.61,71.66,71.99,70.94
71.72,71.35,72.34,70.68
71.00,72.52,72.93,70.43
73.28,74.57,75.20,73.01
74.72,73.94,74.90,73.75
73.98,74.24,74.99,73.58
73.95,75.41,75.54,73.34
75.73,77.54,78.02,75.00
77.26,77.61,78.16,76.38
77.99,77.20,78.35,76.60
77.60,77.12,78.20,76.57
77.94,76.00,78.10,75.62
76.02,77.07,77.87,75.30
78.15,78.37,79.08,76.57
77.96,76.79,78.35,76.36
77.72,76.90,78.01,76.41
76.80,76.51,77.21,76.16
76.67,76.37,76.80,76.03
76.17,77.66,78.16,76.04
77.39,76.33,77.88,76.00
75.98,75.60,76.54,75.13
75.60,76.04,76.42,75.08
76.10,75.92,76.78,75.54
75.90,75.66,76.19,75.21
76.14,78.10,78.26,75.73
77.77,78.92,79.77,77.77
78.23,78.82,79.32,76.31
78.32,77.43,79.11,77.31
77.68,77.72,79.15,77.13
76.73,75.61,78.32,75.09
75.92,75.36,76.07,74.77
75.51,76.05,76.84,75.22
76.11,76.34,77.04,75.37
77.21,76.95,77.53,76.32
76.77,77.59,78.10,76.30
77.54,78.90,79.12,76.89
79.22,79.83,80.30,78.85
80.01,79.98,80.35,78.96
80.26,80.42,80.95,80.26
80.42,80.61,81.33,80.05
81.07,79.88,81.07,79.29
80.21,79.45,80.60,78.81
79.83,77.72,79.83,76.65
77.48,78.14,78.35,76.70
77.84,77.59,79.12,77.41
78.22,77.45,78.22,76.61
78.10,78.74,79.06,76.90
78.63,78.30,79.09,77.70
78.31,78.36,78.90,77.47
79.00,79.11,79.46,77.65
78.31,79.66,80.00,78.19
79.72,78.15,80.22,77.84
77.99,79.98,80.18,77.91
80.44,78.55,81.04,78.43
78.56,78.96,80.21,78.32
81.00,80.00,81.00,78.53
80.18,79.49,80.70,79.43
79.18,79.99,80.40,78.40
79.08,79.89,80.87,79.08
79.85,76.82,80.79,75.62
73.90,72.50,74.23,70.50
71.41,73.45,74.08,70.95
73.53,73.48,74.05,72.25
73.71,74.71,74.94,73.03
74.57,74.13,74.94,73.95
74.32,77.00,77.40,74.10
77.41,77.89,77.89,76.53
77.24,76.13,77.24,75.08
76.49,77.21,77.45,76.00
76.69,78.12,78.19,76.01
78.09,79.00,79.54,77.24
79.00,78.79,79.94,78.21
78.92,78.83,79.70,78.35
78.78,80.22,80.23,78.55
80.34,79.19,81.13,79.17
79.83,81.76,81.83,78.21
81.74,82.94,82.97,80.30
83.07,81.35,83.62,81.31
80.82,81.35,81.75,78.02
81.09,83.20,83.62,80.56
83.47,82.11,83.64,81.48
82.39,81.05,82.89,80.65
81.12,80.96,81.77,79.97
80.89,81.27,81.60,80.56
81.50,81.76,81.92,80.43
81.39,82.20,82.98,80.86
82.06,82.90,83.54,82.00
82.84,83.12,83.78,82.53
83.04,83.59,84.43,81.15
84.33,86.33,86.45,83.67
86.42,90.66,90.81,86.35
90.90,88.91,90.90,88.74
88.87,90.37,91.02,88.04
90.03,90.43,91.38,89.13
90.28,92.85,93.43,89.82
93.39,93.36,94.96,92.86
93.17,93.82,94.27,93.16
93.63,92.37,94.36,91.94
92.27,88.41,92.45,88.02
87.40,75.26,88.00,75.03
75.03,74.98,79.25,74.13
74.93,74.69,77.64,73.80
74.14,72.92,75.24,71.81
73.08,72.92,73.90,72.15
72.92,71.70,73.98,71.03
71.44,71.78,72.47,70.87
71.75,74.51,74.78,71.42
74.62,78.66,78.80,74.62
78.75,77.70,79.33,76.59
77.79,77.68,78.32,76.90
77.87,76.04,78.17,75.63
75.37,73.83,76.17,72.77
73.80,73.78,74.42,73.09
73.54,73.50,74.12,73.28
73.12,75.28,76.07,73.03
75.36,75.19,76.51,74.41
75.22,74.78,76.04,74.69
74.57,74.99,75.88,73.60
75.11,75.34,76.43,75.11
75.14,74.78,76.23,74.57
75.16,75.91,76.45,74.70
75.56,76.68,77.60,75.22
76.33,76.18,76.89,74.23
84.50,84.62,91.50,80.00
85.27,86.54,87.37,82.50
87.32,90.61,91.37,87.32
89.97,91.04,91.99,85.92
91.13,92.42,93.67,90.36
92.56,93.05,93.52,90.60
93.09,95.10,96.23,92.45
96.09,94.46,96.19,94.34
94.31,94.41,95.85,92.55
94.24,93.96,94.70,91.86
94.04,89.24,94.04,88.64
86.01,85.00,88.60,84.70
85.28,84.30,85.67,83.40
84.81,84.10,85.16,83.59
84.27,84.15,85.98,82.59
83.53,82.97,84.27,82.74
82.90,84.22,86.15,81.90
83.78,80.71,84.19,80.21
81.19,83.00,83.65,80.26
83.28,82.56,83.66,81.86
82.36,81.57,82.68,80.63
81.51,80.51,82.01,77.95
80.07,75.89,81.05,74.89
76.50,77.10,80.15,76.25
77.06,76.86,78.29,76.10
77.19,77.30,77.68,76.28
77.50,78.12,78.60,77.17
77.90,77.37,78.39,76.43
77.45,78.59,79.44,77.45
78.56,77.99,79.26,77.30
78.05,78.23,78.55,77.40
77.74,78.91,79.34,76.90
78.62,79.12,79.83,78.39
80.63,80.32,82.37,79.29
81.18,81.38,81.91,80.55
81.14,80.60,81.99,80.08
80.85,82.94,83.07,80.85
82.73,83.24,84.00,82.30
83.16,82.82,84.04,82.20
69.02,63.82,70.75,62.80
63.55,61.38,64.89,60.73
60.73,61.91,63.06,60.37
61.67,61.51,61.80,60.33
61.49,62.57,62.67,61.08
62.58,61.21,62.58,60.83
60.37,58.41,60.95,57.62
58.55,59.72,59.90,56.42
59.16,56.79,59.16,56.49
57.53,57.32,58.51,57.01
57.55,59.32,59.75,57.25
58.85,59.80,60.12,58.08
59.53,59.77,60.74,58.24
59.91,59.82,60.64,59.29
60.04,59.63,60.79,58.81
59.25,58.31,59.25,57.54
58.19,58.04,58.19,56.42
58.10,58.47,58.94,57.70
58.15,57.92,58.41,56.39
56.97,51.37,57.17,46.97
49.56,51.87,53.67,49.56
51.23,50.63,51.23,50.25
50.81,52.76,52.78,50.06
52.60,53.67,54.68,51.88
53.57,53.18,53.57,52.34
53.90,54.42,54.75,53.84
54.14,53.41,55.14,53.04
53.37,52.37,54.00,52.26
52.84,51.43,53.41,50.83
51.66,51.34,52.13,50.40
51.16,50.27,51.57,49.91
49.86,51.80,52.18,49.86
35.44,34.00,36.17,30.41
32.64,34.38,35.44,32.11
34.26,33.89,34.51,33.47
33.63,33.69,34.05,33.46
33.69,34.22,34.26,33.30
34.02,33.89,34.44,33.74
33.92,34.02,34.26,33.30
33.54,34.10,34.32,33.51
33.63,35.01,35.17,33.63
34.05,34.89,34.97,33.46
35.85,36.21,36.45,35.17
37.02,35.93,37.16,35.21
36.74,36.70,37.01,36.10
36.50,36.55,37.43,36.13
36.30,37.58,38.12,36.30
36.91,36.51,37.37,36.15
36.81,37.13,37.36,35.84
37.04,34.99,37.25,34.87
34.43,33.23,34.59,33.02
34.22,35.00,35.30,33.28
35.61,34.24,35.61,34.10
34.35,32.43,34.35,32.26
32.40,28.98,32.40,27.03
28.91,28.65,29.22,27.38
28.86,27.49,29.12,27.40
27.62,27.67,28.05,27.31
27.60,27.75,28.38,27.34
27.54,27.41,27.90,27.01
27.63,29.12,29.25,27.43
28.67,28.54,29.43,28.06
28.76,28.31,31.33,28.26
28.21,27.37,28.25,27.15
28.04,27.43,28.04,26.80
27.43,26.71,28.01,26.44
26.97,26.71,27.36,26.51
27.14,26.84,27.59,25.30
26.74,26.94,30.93,26.74
26.72,26.70,26.93,25.58
26.96,28.58,29.41,26.86
28.40,29.34,29.63,28.01
29.37,30.08,30.34,29.20
29.88,30.47,31.12,29.33
30.60,30.33,31.04,30.13
30.29,28.80,30.70,27.76
28.57,28.58,29.91,28.55
28.50,29.10,30.57,28.50
29.17,29.31,29.66,28.85
29.43,28.96,29.43,28.67
28.86,30.80,31.62,28.86
30.83,31.01,31.82,30.00
30.98,33.16,33.72,29.05
33.48,33.05,36.13,33.04
33.43,34.93,35.16,33.16
35.31,34.72,35.31,33.19
34.71,33.54,34.85,33.08
33.72,37.25,37.98,33.17
36.62,40.60,46.19,34.63
41.10,38.13,41.10,37.36
38.01,37.52,39.15,36.45
37.39,37.89,38.80,37.25
38.08,39.82,39.84,37.52
40.28,45.48,46.67,39.58
45.50,46.09,47.04,45.13
46.36,47.15,47.81,45.53
46.77,41.75,46.77,41.65
41.66,39.00,41.86,37.76
38.61,38.90,39.93,37.77
38.68,36.17,38.68,35.75
35.99,34.76,35.99,34.46
34.64,34.93,36.00,34.26
35.09,35.82,36.97,34.75
35.57,37.00,37.59,35.41
37.16,38.32,38.69,36.51
38.14,40.10,41.46,37.60
39.99,39.42,40.69,38.62
39.27,40.65,41.08,38.96
40.79,40.22,42.33,39.87
39.92,43.14,43.57,39.92
42.66,43.96,44.22,42.17
43.68,43.00,44.39,42.75
43.00,42.08,43.00,41.26
42.17,42.90,43.81,42.17
42.77,41.98,43.79,41.75
41.52,40.21,41.79,38.89
39.94,38.84,40.55,38.50
38.60,37.73,38.95,37.65
36.98,36.72,37.74,36.00
36.71,36.67,37.40,35.62
37.15,39.09,39.28,37.15
38.75,39.13,39.43,38.62
39.35,38.39,39.53,38.30
38.08,37.89,38.77,36.93
40.00,41.92,43.50,38.28
41.76,41.97,42.19,40.49
42.00,41.58,42.63,41.03
41.62,42.37,42.79,41.60
42.06,41.18,42.06,40.84
41.14,40.66,41.94,40.10
40.45,38.23,40.92,36.54
37.97,37.10,39.50,36.52
36.79,37.26,37.40,35.00
37.77,39.01,40.06,37.16
38.53,40.30,41.13,38.52
39.53,39.87,40.60,39.01
40.43,39.07,40.45,38.55
39.58,39.23,40.17,38.93
39.59,39.02,40.00,37.74
39.33,36.42,39.33,35.73
36.42,34.11,36.98,34.05
33.93,34.43,34.97,32.34
34.75,33.59,34.75,32.74
33.11,35.15,35.64,32.32
34.94,37.94,38.65,34.94
38.32,37.77,39.29,36.73
37.67,37.00,38.44,36.33
37.05,39.13,39.69,36.79
39.20,37.72,40.34,36.97
34.58,28.88,37.00,28.52
28.70,28.94,29.46,28.03
28.84,28.77,29.14,28.27
28.49,28.23,29.10,27.56
28.29,28.16,28.66,26.87
27.95,29.95,30.11,27.95
29.89,31.24,31.81,29.89
30.94,32.99,33.27,30.14
32.59,32.11,33.09,30.99
32.50,31.90,33.01,31.52
31.51,30.43,32.32,29.39
30.36,32.41,32.99,30.04
32.80,33.46,34.13,31.74
33.65,33.10,34.16,33.03
33.38,33.04,33.41,32.41
32.93,31.72,33.22,31.53
31.82,32.32,33.20,31.82
31.65,32.12,33.08,31.35
32.21,33.70,33.84,30.99
33.59,33.67,33.77,32.93
34.00,33.93,34.26,33.20
34.00,36.73,36.84,34.00
36.78,36.52,36.78,35.10
36.50,35.66,36.70,35.55
35.42,36.89,36.90,35.42
36.72,38.08,38.21,36.72
37.97,38.20,38.22,37.00
37.74,35.75,37.74,35.13
36.01,36.74,36.92,33.97
37.04,36.11,37.27,35.52
36.60,36.89,36.95,35.25
38.07,36.62,38.41,36.20
36.23,34.23,36.34,33.15
34.45,35.76,36.69,33.86
35.89,38.43,39.35,35.89
38.53,38.52,39.68,35.90
38.24,38.96,39.64,38.22
38.52,38.37,38.98,37.23
38.40,35.98,38.62,35.97
35.90,37.38,37.53,35.60
37.54,36.97,37.82,36.09
36.92,37.74,37.78,36.18
37.87,37.89,38.27,35.62
38.20,37.92,38.93,37.85
37.88,34.87,38.52,34.56
34.93,34.72,35.02,34.02
34.30,33.65,34.57,33.14
33.91,33.03,34.19,32.40
32.68,34.19,36.00,32.68
34.62,34.43,35.53,33.83
33.85,34.45,34.91,33.52
34.62,35.32,35.68,33.95
35.34,37.86,38.45,35.22
37.83,37.47,38.10,36.38
37.45,35.94,37.63,35.67
35.94,37.77,37.89,35.92
38.00,38.38,38.69,37.99
38.49,39.80,39.95,35.93
39.98,41.14,41.27,39.08
41.65,41.62,41.96,40.63
41.69,41.19,41.89,40.25
41.06,43.60,43.72,41.02
43.50,44.67,44.78,43.26
44.73,44.48,46.24,44.29
43.91,43.39,45.83,42.73
43.66,44.22,44.31,42.84
43.73,43.49,43.91,42.66
43.02,43.91,44.10,42.86
44.39,39.80,45.98,38.74
39.35,42.00,42.57,39.35
41.84,40.83,43.21,39.36
40.95,43.37,43.59,40.21
43.22,41.72,44.19,41.51
42.02,40.59,43.14,39.68
40.53,40.04,41.32,39.22
40.19,41.38,41.71,40.19
41.14,41.22,42.33,40.76
41.23,40.69,42.14,38.65
40.42,40.31,41.89,39.18
40.65,41.70,41.83,40.35
41.45,41.16,42.42,41.14
40.96,42.97,43.18,40.82
42.99,43.10,43.62,42.33
43.19,41.88,43.65,41.76
41.96,43.29,44.18,41.49
43.23,43.68,44.48,42.33
43.32,43.12,43.72,42.70
37.80,41.04,41.96,37.80
40.99,41.00,41.38,39.71
40.92,42.63,42.97,40.56
42.42,42.26,43.01,41.53
42.53,42.52,43.86,41.72
42.36,41.53,43.03,41.24
41.03,39.93,41.08,39.65
39.58,39.38,40.32,38.78
39.07,39.81,39.90,38.41
39.95,40.51,42.70,39.87
40.42,40.90,41.12,39.49
41.02,41.59,43.86,40.97
41.95,42.22,42.95,41.59
42.69,41.27,42.89,40.42
41.22,40.71,42.16,40.35
41.31,42.94,43.36,41.04
40.80,42.53,42.64,39.90
42.49,41.17,42.49,39.90
41.86,41.95,42.77,41.28
42.41,43.09,43.36,41.33
43.37,45.60,45.67,42.82
45.50,46.73,47.25,45.43
46.34,44.12,46.39,43.66
44.12,46.15,46.64,43.67
46.46,46.47,47.25,46.08
47.00,48.99,49.14,46.88
49.25,49.91,49.99,48.48
50.25,50.97,51.50,50.25
51.20,52.11,52.42,50.78
52.68,51.92,53.31,51.52
52.08,54.07,54.15,51.74
54.00,53.35,54.00,51.02
53.45,53.54,54.09,52.94
53.79,54.78,55.38,53.02
54.50,53.97,55.43,53.46
53.81,54.09,54.73,53.28
53.93,53.37,54.18,52.69
53.56,53.11,53.80,52.83
53.20,54.99,55.15,53.20
49.53,44.47,50.83,44.10
43.73,43.46,45.03,42.62
43.58,45.53,46.17,43.58
45.53,42.51,45.93,42.33
42.83,43.81,44.24,42.54
44.17,43.79,45.61,43.49
43.90,45.49,46.04,43.23
45.36,45.83,46.47,44.69
45.78,45.39,47.01,45.03
45.58,44.95,45.58,44.66
45.24,46.05,46.60,45.13
46.42,45.65,46.42,44.34
45.41,46.35,46.50,45.41
45.83,46.51,46.95,45.83
46.37,46.37,46.66,45.47
46.52,45.89,46.73,45.62
45.76,45.07,46.13,44.75
44.96,46.23,46.50,44.68
46.57,47.35,47.62,45.94
47.28,45.85,48.84,45.30
45.40,46.41,46.76,45.39
46.63,46.51,47.57,45.97
47.18,46.61,47.18,46.11
47.00,47.36,47.52,46.63
47.57,48.11,50.46,46.15
48.11,49.35,50.29,47.73
49.60,49.89,50.07,47.04
49.57,48.74,49.87,47.77
48.86,48.58,49.35,47.99
48.28,50.09,50.47,47.82
49.29,47.50,50.37,47.43
47.50,48.26,48.65,46.13
47.69,45.33,48.18,44.65
45.34,45.84,46.58,44.44
46.06,46.64,46.75,45.23
46.21,45.59,47.21,45.32
46.21,45.76,46.98,44.30
46.25,45.66,46.51,45.11
45.78,46.22,46.78,45.46
46.81,48.19,48.28,45.77
48.21,48.92,49.07,48.00
48.70,47.76,48.70,47.13
47.65,48.13,48.67,44.24
48.42,49.48,50.06,48.42
49.41,47.80,49.94,47.58
48.21,49.04,49.75,47.65
49.18,51.41,51.50,48.76
51.45,50.94,52.24,50.67
51.44,51.64,52.68,50.49
51.36,51.50,51.61,50.23
51.82,49.97,51.82,49.84
50.64,50.50,51.38,50.33
50.74,50.10,51.28,49.68
50.30,49.66,50.32,49.12
49.12,48.51,49.27,48.23
49.29,49.26,50.08,49.04
49.10,49.24,49.84,48.77
50.00,49.25,50.00,49.00
49.56,50.96,51.54,49.28
50.76,50.25,51.35,49.64
49.61,49.51,50.31,48.54
50.20,48.75,50.20,48.19
48.59,48.36,49.05,48.01
48.07,48.20,48.91,48.07
48.65,48.49,49.59,48.13
48.34,48.04,49.18,47.40
48.48,47.52,48.70,47.12
46.90,46.08,47.16,45.49
45.89,45.06,46.67,44.98
47.95,46.08,49.00,45.95
45.60,43.68,45.85,43.50
44.85,46.54,46.80,44.51
46.50,45.33,46.50,44.66
49.00,50.58,52.40,48.50
51.38,55.23,56.00,50.16
55.07,59.00,59.25,54.75
59.50,59.59,59.85,58.42
59.00,59.12,59.40,57.32
58.82,59.90,60.21,57.50
59.55,61.50,61.76,58.73
59.81,57.76,59.96,55.27
58.27,58.45,59.11,56.76
58.81,59.47,59.50,57.24
59.50,59.73,60.58,58.20
59.69,59.73,60.01,59.06
59.21,58.17,60.36,58.10
58.38,57.63,59.13,57.53
58.50,56.27,58.60,56.06
56.63,56.33,57.07,55.67
56.09,55.99,57.99,55.57
56.75,59.15,59.62,56.58
