JKH,iShares Morningstar Mid-Cap Growth ETF,NASDAQ
123.85,122.51,123.87,122.50
120.57,119.00,120.57,118.72
118.33,118.65,119.08,117.53
117.21,118.17,118.17,116.25
118.59,118.71,118.71,117.97
119.80,119.90,120.10,119.80
120.59,121.21,121.28,120.59
121.35,120.62,121.38,120.62
122.93,122.49,122.93,122.49
122.38,122.10,122.89,121.81
121.79,122.28,122.44,121.79
123.32,123.84,123.84,122.44
124.59,124.41,124.72,124.32
124.77,125.26,125.50,124.73
125.30,125.48,125.48,124.92
126.98,127.02,127.16,126.75
127.46,127.59,127.78,127.32
127.95,127.83,127.97,127.50
128.02,126.81,128.03,126.59
127.37,127.31,127.46,127.16
127.56,128.24,128.45,127.56
128.08,128.45,128.45,127.93
128.37,128.49,128.61,128.37
128.84,128.20,128.84,128.14
128.68,127.31,128.72,127.19
127.69,128.48,128.48,127.69
127.69,128.26,128.29,127.40
127.88,127.63,128.14,127.37
128.03,128.27,128.35,127.90
128.68,128.85,129.51,128.68
130.04,131.35,131.57,130.04
130.86,131.46,131.46,130.72
131.20,131.29,131.35,131.12
130.60,130.48,130.71,130.27
129.89,129.36,129.89,129.18
130.21,130.46,130.50,130.08
130.66,130.56,130.81,130.56
129.94,130.45,130.70,129.94
129.97,130.62,130.62,129.97
130.36,129.36,130.38,129.36
127.86,127.08,127.88,126.94
126.79,126.74,127.32,126.74
126.78,126.20,127.01,126.20
126.03,127.53,127.74,126.03
126.87,126.80,127.87,126.80
127.87,128.53,128.55,127.68
128.78,129.00,129.00,128.42
129.25,129.19,130.00,128.80
127.74,126.60,127.74,126.60
126.55,127.18,127.54,126.55
127.80,127.85,128.28,127.75
127.84,126.78,127.84,126.78
128.39,127.37,128.69,126.74
127.53,128.51,128.55,127.28
128.93,128.98,129.25,128.87
128.57,129.22,129.84,128.57
130.21,130.88,130.88,130.21
131.72,132.19,132.19,131.47
132.47,132.72,132.82,132.22
132.90,132.51,133.10,132.28
133.04,132.58,133.04,132.11
134.47,133.30,134.47,133.18
133.49,134.07,134.08,133.44
134.07,135.57,135.67,133.58
136.17,135.75,136.18,135.71
135.99,134.61,135.99,134.50
133.63,133.67,133.78,132.89
132.84,133.29,133.98,132.84
133.18,132.97,133.39,132.85
133.23,133.91,134.07,133.20
133.13,133.53,133.58,133.13
132.06,132.99,133.49,132.05
133.27,134.86,134.90,133.27
134.23,134.46,134.78,133.78
134.40,133.55,134.64,132.91
133.68,134.74,135.07,133.67
133.51,133.49,133.92,133.31
133.02,130.69,133.33,130.61
129.62,129.72,130.32,128.73
131.52,132.32,132.34,131.41
132.27,133.41,133.41,132.15
132.67,133.93,133.93,132.67
133.68,132.58,133.76,132.56
133.66,134.35,134.44,133.66
133.93,135.08,135.08,133.93
135.66,136.28,136.30,135.59
136.56,136.28,136.67,136.02
136.90,136.68,137.47,136.12
135.23,135.48,135.48,134.72
135.73,136.08,136.14,135.20
136.26,136.05,136.29,135.57
135.98,135.40,135.99,135.10
135.75,136.01,136.01,135.26
136.39,135.02,136.41,134.63
134.94,134.57,135.43,134.54
135.36,135.16,135.36,134.24
135.49,135.89,135.91,135.25
135.50,135.75,136.02,135.20
136.25,135.25,136.39,135.09
135.60,132.75,135.60,132.75
133.05,134.50,134.53,132.96
134.57,135.16,135.16,134.56
134.98,134.97,135.22,134.55
134.30,135.94,136.10,134.30
136.48,136.83,136.83,136.41
136.94,137.77,137.77,136.94
138.01,136.21,138.10,136.21
136.46,135.87,136.46,135.87
135.86,135.84,136.22,135.74
135.70,136.95,136.95,135.70
137.00,137.42,137.42,136.88
137.68,137.00,137.77,136.99
137.28,137.64,137.74,137.09
137.74,137.82,137.84,137.44
137.88,137.53,138.13,137.49
137.69,137.48,138.07,137.48
137.12,137.05,137.58,136.73
136.57,137.01,137.27,135.70
136.75,137.03,137.03,136.75
138.23,137.80,138.52,137.80
138.22,138.04,138.22,138.04
138.02,138.09,138.32,138.02
137.60,136.20,137.60,136.20
136.03,136.28,136.28,135.93
136.97,136.81,136.97,136.45
137.73,137.66,137.73,137.33
137.39,137.78,137.82,137.18
138.00,138.00,138.00,137.09
138.97,138.87,139.17,138.74
140.27,140.41,140.44,140.27
141.06,141.29,141.29,141.06
141.48,141.54,141.54,141.33
142.14,141.98,142.14,141.87
142.26,141.69,142.31,141.64
142.08,142.09,142.09,142.08
142.40,142.62,142.63,142.24
142.00,141.18,142.00,140.81
141.56,141.47,141.81,141.01
141.88,140.97,141.88,140.72
141.50,142.10,142.22,141.49
142.27,142.74,142.74,142.27
142.46,142.76,142.76,142.27
142.69,143.62,143.62,142.69
143.33,141.18,143.45,141.18
142.75,143.32,143.32,142.75
143.83,143.89,143.97,143.83
143.75,144.07,144.07,143.75
144.08,143.51,144.08,143.51
143.92,143.92,143.92,143.92
144.74,145.30,145.30,144.59
144.61,143.59,144.61,143.59
142.48,140.48,142.48,140.48
140.71,139.07,140.71,138.37
140.19,140.77,140.77,140.19
139.91,139.49,140.42,139.49
141.07,141.60,141.75,140.55
140.00,141.00,141.68,140.00
140.66,136.78,140.90,136.66
137.75,138.79,138.82,137.27
137.79,137.99,138.25,136.75
139.79,139.80,139.80,139.67
140.68,141.89,141.89,140.63
142.12,142.39,142.39,141.48
142.65,143.78,143.78,142.65
144.17,144.26,144.51,143.99
144.08,145.47,145.47,144.08
145.23,145.69,145.76,145.23
146.38,147.37,147.42,146.38
146.84,147.49,147.55,146.84
147.06,147.82,147.82,146.82
147.78,148.09,148.56,147.78
149.30,149.21,150.06,149.21
149.23,149.03,149.56,148.66
149.46,149.02,150.07,148.94
149.27,149.78,149.86,149.00
150.24,148.70,150.28,148.26
147.70,148.08,148.51,147.25
150.41,150.95,151.11,150.23
150.83,150.23,150.83,150.23
150.83,150.06,150.90,150.00
150.14,149.86,150.18,149.47
150.02,149.27,150.02,148.66
149.96,149.09,149.96,149.06
147.73,148.72,148.76,147.21
149.17,146.79,149.33,146.32
147.38,147.16,147.64,147.02
148.50,148.01,148.50,147.96
148.21,149.51,149.62,148.21
149.47,148.34,149.50,148.34
148.64,148.34,148.64,148.21
148.06,147.52,148.06,147.44
148.24,145.49,148.24,145.12
146.51,145.41,146.77,145.29
146.22,143.36,146.22,143.36
143.21,143.02,143.84,142.27
143.74,143.31,143.74,143.21
144.33,144.97,144.99,144.33
145.56,146.57,146.57,145.56
146.84,147.20,147.33,146.84
147.59,145.84,147.59,145.84
145.88,143.25,146.25,142.85
142.65,140.89,142.93,140.42
140.77,142.10,142.10,140.77
142.73,144.22,144.22,142.70
141.88,140.45,141.92,140.05
139.14,138.63,139.58,138.63
139.49,139.90,140.14,139.49
139.03,138.96,139.03,137.84
141.27,141.18,141.27,140.74
141.93,142.72,142.72,141.93
142.70,142.62,142.78,142.47
143.97,144.34,144.34,143.97
143.72,143.50,143.95,143.50
143.62,143.24,143.62,143.24
142.56,140.67,142.56,140.67
141.30,139.73,141.77,138.40
140.82,141.24,141.43,140.82
141.23,142.11,142.11,141.23
141.95,142.45,143.57,141.81
143.30,142.87,143.34,142.87
141.85,143.41,143.41,141.69
142.76,141.77,142.76,141.77
141.77,141.05,141.79,140.36
141.19,140.39,141.19,140.39
140.00,140.26,140.63,139.80
141.07,142.89,142.89,141.07
143.29,142.35,143.29,142.28
141.99,141.45,142.17,141.45
139.76,140.32,140.36,139.27
140.66,140.22,140.66,139.92
141.66,142.07,142.15,141.54
141.44,140.45,141.44,140.41
141.37,141.54,141.60,141.07
142.00,142.75,142.75,142.00
142.43,143.33,143.33,142.43
144.09,144.00,144.40,144.00
144.06,144.04,144.18,143.98
144.22,144.72,144.74,144.22
144.46,144.66,144.68,144.43
144.70,144.78,144.79,144.07
144.52,144.73,144.73,144.48
144.25,145.17,145.43,144.25
145.99,146.89,146.89,145.28
147.20,147.57,147.68,147.16
147.79,147.88,148.28,147.79
147.36,147.34,147.36,147.14
147.16,147.23,147.23,147.16
147.22,146.46,147.22,146.46
146.95,147.03,147.03,146.65
147.12,147.32,147.72,146.85
148.39,148.40,148.47,147.98
148.28,149.12,149.12,148.27
149.25,149.30,149.30,149.25
149.58,149.45,149.60,149.45
150.19,149.82,150.19,149.82
149.29,149.01,150.02,149.01
148.12,148.97,148.97,148.12
148.00,148.67,148.67,147.99
149.19,149.37,149.37,149.19
149.48,149.89,149.89,149.48
150.42,150.96,151.14,150.42
150.96,150.57,150.96,150.57
151.15,151.37,151.47,151.15
151.16,149.87,151.16,149.87
149.97,148.15,149.97,147.55
148.65,148.90,148.90,148.49
146.75,147.76,148.00,146.75
147.79,147.80,147.86,147.24
148.39,148.51,148.81,148.28
148.19,147.44,148.19,146.90
147.91,147.50,147.91,147.11
146.52,145.50,146.61,145.50
145.79,147.49,147.54,145.79
146.87,147.29,147.29,146.78
148.25,148.14,148.59,148.07
148.60,148.75,148.75,148.36
149.18,149.25,149.29,148.93
148.34,148.53,148.96,148.32
148.62,148.22,148.62,147.62
148.90,148.59,148.90,148.45
148.56,148.59,148.59,148.13
147.09,145.36,147.37,145.21
144.99,144.64,145.00,143.98
145.01,145.89,145.89,144.78
145.43,145.74,146.34,145.43
144.85,145.19,145.81,144.85
145.51,144.23,145.93,144.23
144.71,146.23,146.23,144.63
146.75,147.09,147.47,146.75
147.19,146.37,147.19,146.06
146.75,147.63,147.69,146.75
147.95,148.15,148.15,147.93
149.42,148.45,149.42,148.45
149.22,150.14,150.14,149.22
150.76,151.12,151.12,150.76
151.40,151.47,151.47,151.40
151.61,151.27,151.61,151.13
151.58,152.00,152.16,151.53
152.79,152.61,152.81,152.59
153.07,153.23,153.53,153.00
152.97,152.72,153.05,152.72
152.89,152.79,152.89,152.78
153.12,153.46,153.46,152.63
153.52,153.45,154.16,153.45
154.51,153.56,154.56,153.54
153.99,152.84,153.99,152.60
153.07,153.32,153.32,152.59
153.75,153.32,153.75,152.83
152.79,152.12,152.88,152.12
152.41,152.57,152.73,152.41
152.72,152.89,152.89,152.72
152.56,152.08,152.56,152.08
150.82,150.82,150.82,150.82
150.37,151.91,151.98,150.37
152.75,152.35,152.77,152.35
152.55,152.68,152.68,152.52
153.03,151.82,153.03,151.82
149.73,149.73,149.73,149.73
149.72,149.24,149.72,149.24
148.91,149.96,149.96,148.86
149.50,147.84,149.50,147.82
147.77,148.86,148.96,147.77
147.73,148.83,148.84,147.70
148.72,147.68,148.72,147.68
146.48,145.14,146.48,145.14
145.54,145.84,145.84,144.12
146.03,147.51,147.59,142.32
147.55,147.49,147.61,147.47
145.85,145.22,145.85,145.22
144.14,144.14,144.14,144.14
145.51,143.38,145.51,143.25
142.08,140.75,142.22,140.67
139.84,138.24,139.84,138.24
138.82,138.96,139.59,138.28
136.55,139.02,139.21,135.41
136.59,140.65,140.74,136.59
142.87,142.26,142.89,142.26
143.02,143.45,143.56,143.00
144.74,147.25,147.36,144.74
147.63,145.25,147.63,145.25
147.28,147.63,148.29,147.25
147.17,148.74,148.75,147.17
147.83,148.03,148.03,147.83
149.15,150.91,150.91,149.15
150.80,149.90,150.80,148.95
149.62,150.94,151.26,149.62
152.83,152.87,152.90,152.50
153.08,153.59,153.90,153.08
151.46,152.09,152.09,151.46
152.43,152.50,152.58,152.19
153.71,154.14,154.18,153.69
153.85,154.28,154.52,153.75
154.58,154.53,154.62,154.50
154.54,154.66,154.66,154.54
154.82,155.21,155.22,154.82
155.42,154.80,155.42,154.36
154.47,155.19,155.19,154.47
154.61,155.00,155.00,154.61
154.94,155.90,155.90,154.94
155.21,155.31,155.31,154.80
154.41,155.94,155.94,154.41
157.79,157.06,157.79,156.65
157.43,157.72,157.72,157.31
157.83,157.56,158.40,157.36
157.46,157.86,157.86,157.46
157.86,157.86,157.86,157.86
154.70,154.30,155.33,154.30
154.68,154.94,154.94,154.46
154.83,156.09,156.09,154.83
155.73,155.05,156.00,155.05
155.84,155.64,155.84,155.61
155.99,154.07,155.99,153.65
152.87,154.26,154.48,152.70
153.41,152.18,153.41,151.59
153.76,153.76,153.76,153.76
151.86,151.86,151.86,151.86
149.51,149.71,149.71,149.46
149.14,149.00,150.60,149.00
148.99,151.44,151.44,148.99
154.17,155.45,155.45,153.99
156.00,156.42,156.46,155.51
155.48,156.52,156.52,155.04
156.98,156.71,156.98,156.52
156.91,156.80,156.91,156.80
157.18,157.06,157.45,157.06
157.10,157.35,157.35,157.08
157.26,156.44,157.30,156.22
156.82,156.55,157.29,156.55
156.49,154.68,156.49,154.15
154.28,152.11,154.32,152.11
152.04,150.74,152.04,150.01
152.31,152.82,152.87,151.95
154.15,155.73,155.73,154.15
155.29,154.88,155.29,154.43
154.80,153.99,154.80,153.71
155.40,153.44,156.28,152.88
152.47,152.42,152.51,152.25
152.10,150.94,152.10,150.94
151.82,152.72,152.72,151.82
153.40,153.20,153.51,151.51
152.83,153.97,154.40,152.83
153.88,155.46,155.50,153.88
156.41,156.95,157.18,156.39
156.60,157.80,157.81,156.36
155.84,156.63,157.39,155.63
155.90,154.44,156.40,154.44
154.11,156.18,156.18,154.11
154.84,155.14,155.14,154.83
153.05,153.86,154.62,153.05
156.02,156.86,157.07,156.02
157.70,157.22,157.70,157.22
157.69,158.68,158.75,157.69
158.80,158.28,159.44,158.21
158.11,157.30,158.11,157.30
158.30,159.41,159.41,157.60
159.26,159.44,159.73,159.26
160.42,161.07,161.26,160.36
161.07,161.07,161.07,161.07
162.38,162.20,162.38,162.20
162.83,163.38,163.40,162.58
163.45,163.44,163.79,163.21
164.49,164.72,164.72,164.35
164.70,164.81,164.81,164.15
164.45,164.30,164.58,164.12
165.08,165.36,165.63,165.08
165.90,164.72,165.90,164.72
165.44,164.78,165.44,164.78
165.31,165.78,165.91,165.31
165.67,165.44,165.67,164.93
165.08,164.57,165.08,164.08
165.06,165.78,165.93,165.06
165.08,163.38,165.31,163.38
163.38,163.38,163.38,163.38
161.99,162.15,162.57,161.86
162.48,162.64,162.97,162.44
163.80,164.62,164.62,163.70
164.07,163.92,164.07,163.21
164.86,166.00,166.00,164.52
165.45,166.13,166.29,165.45
165.40,168.13,168.27,165.40
167.65,167.85,167.85,167.21
168.52,168.50,168.80,168.50
168.50,168.18,168.56,168.18
167.99,167.29,167.99,167.18
167.51,164.13,167.51,164.13
163.38,164.32,164.32,163.38
164.34,165.65,165.65,164.34
166.44,167.58,167.68,166.44
166.89,167.00,167.62,166.89
165.75,164.98,165.75,164.45
166.26,166.48,166.48,166.16
165.59,167.53,167.53,165.53
167.64,167.26,167.97,167.26
167.60,167.61,167.85,167.52
168.08,168.25,168.25,167.26
168.84,168.83,168.84,168.42
169.38,168.35,169.38,168.35
167.54,167.95,168.07,167.54
168.74,169.41,169.46,168.74
169.01,169.38,169.49,169.01
168.65,166.99,168.65,166.35
168.17,168.35,168.51,168.17
168.35,168.82,169.08,168.35
169.03,169.03,169.03,169.03
169.09,170.60,170.62,169.09
169.54,169.56,169.73,169.34
170.07,167.85,170.07,167.85
166.97,167.45,167.88,166.97
167.17,167.22,167.35,166.94
165.75,165.07,166.61,164.53
165.71,166.76,166.95,165.71
167.05,167.61,168.10,167.05
167.58,164.71,167.58,164.45
166.02,164.51,166.02,164.29
164.68,165.62,165.62,164.68
167.63,167.08,167.63,166.99
167.26,166.90,167.34,166.90
166.00,166.19,166.41,166.00
166.53,166.05,166.55,166.02
166.80,167.50,167.50,166.76
167.59,167.81,167.81,167.51
167.88,168.94,168.94,167.88
169.44,168.20,169.44,168.20
168.36,168.63,168.63,168.34
168.57,168.92,168.94,168.57
168.64,168.53,168.96,168.53
168.48,166.88,168.48,166.74
166.89,167.70,167.70,166.89
167.88,167.29,167.88,166.82
167.03,166.11,167.03,166.11
167.20,166.85,167.20,166.01
165.90,166.61,167.12,165.90
166.61,167.11,167.26,166.61
166.22,165.42,166.53,165.42
165.96,166.21,166.21,165.96
165.79,165.35,165.79,165.19
165.71,164.84,165.71,164.80
166.42,166.78,166.78,166.42
166.99,167.19,167.23,166.99
166.72,166.56,166.72,166.39
164.95,165.54,165.71,164.95
166.69,166.69,166.69,166.69
166.21,167.14,167.14,166.20
167.88,169.48,169.48,167.88
169.12,169.12,169.26,169.07
167.88,169.90,170.00,167.88
170.05,169.60,170.05,169.44
169.25,167.72,169.25,167.72
168.46,167.71,168.46,167.19
167.33,167.23,167.42,167.14
165.86,163.63,165.86,163.63
164.38,164.60,164.77,164.25
165.84,165.01,165.87,164.86
165.40,165.13,165.40,164.46
164.75,164.75,164.75,164.75
164.77,164.50,164.77,162.55
163.95,162.41,163.95,162.25
164.06,163.23,164.50,163.07
164.80,165.11,165.39,164.80
166.72,167.14,167.14,166.54
168.02,167.96,168.02,167.96
168.36,167.19,168.36,166.86
167.80,168.17,168.18,167.71
168.31,167.48,168.31,167.07
167.68,167.40,167.82,167.40
167.80,166.65,167.80,166.29
165.65,166.64,166.78,165.65
168.06,167.09,168.06,166.66
166.16,164.71,166.66,164.58
162.89,162.92,162.95,162.89
162.76,164.81,165.06,162.70
164.81,166.38,166.38,164.79
166.03,166.29,166.29,165.50
166.78,167.74,167.85,166.78
167.31,166.21,167.31,165.78
166.24,166.37,166.91,166.13
167.02,167.24,168.30,167.02
166.85,164.95,166.85,164.32
164.23,164.17,164.23,163.36
165.59,166.52,166.84,165.59
164.70,164.70,164.70,164.70
163.55,162.90,164.15,162.82
164.97,165.93,165.99,164.77
165.46,166.00,166.00,165.24
165.14,167.27,167.30,165.13
167.35,166.98,167.35,166.76
166.06,165.45,166.06,164.89
164.18,160.87,164.18,160.87
159.37,156.41,159.37,156.41
142.46,150.23,150.23,138.23
153.47,149.86,154.16,149.86
150.65,153.87,153.87,150.60
156.34,155.88,158.07,155.88
157.72,158.82,158.90,157.72
157.96,157.21,158.46,157.08
153.37,152.44,153.37,152.44
153.37,155.31,155.31,153.23
156.89,155.89,157.83,155.51
154.07,153.44,154.62,153.44
156.23,158.10,158.10,155.88
159.40,156.11,159.54,156.11
157.55,157.55,157.55,157.55
156.33,157.41,157.41,155.76
157.93,156.68,157.93,156.55
157.80,158.87,158.87,157.80
158.67,160.35,160.35,158.67
160.35,160.79,160.84,160.35
158.35,158.19,159.49,158.19
158.76,158.07,158.76,158.07
156.30,155.81,156.31,155.30
156.07,155.40,156.19,155.40
152.86,152.88,152.93,152.83
154.51,152.00,154.51,152.00
149.89,148.17,150.19,147.39
147.93,146.84,147.98,146.55
148.60,149.88,149.88,147.71
150.21,149.65,150.21,148.91
150.57,153.00,153.00,150.57
154.50,155.17,155.17,154.50
155.04,153.04,155.41,153.04
154.45,155.28,155.33,153.67
154.88,156.30,156.30,154.75
156.68,156.58,157.11,156.25
157.37,156.89,157.37,156.53
155.89,155.78,156.81,155.78
155.23,154.22,155.40,154.22
154.43,156.75,156.75,154.43
156.91,156.83,157.11,156.27
157.05,157.10,157.10,157.05
157.69,156.81,157.69,156.50
157.77,155.82,157.77,155.56
155.57,156.29,156.29,155.00
156.93,156.25,156.93,155.28
156.14,156.27,156.53,156.14
155.89,155.22,155.89,155.22
155.93,157.29,157.42,155.22
157.74,157.68,157.74,157.68
157.98,157.89,158.39,157.53
158.08,160.00,160.00,158.08
160.18,159.84,160.18,159.84
160.10,159.31,160.13,159.30
159.45,159.16,159.45,159.06
158.75,159.31,159.43,158.33
158.18,157.85,158.18,157.85
158.73,158.89,158.89,158.73
159.12,157.86,159.12,157.80
156.51,155.69,156.51,155.69
154.42,153.17,154.42,153.16
152.78,154.58,154.60,152.78
154.99,154.67,155.85,154.67
155.98,157.47,157.47,155.84
157.05,156.82,157.05,156.75
157.12,157.44,158.05,157.12
157.52,157.80,158.39,157.52
157.26,158.31,158.31,157.12
158.18,159.13,159.17,158.18
159.13,159.13,159.13,159.13
158.24,158.43,158.43,158.17
159.06,159.52,159.52,159.06
159.37,158.02,159.37,157.75
158.66,155.19,158.66,155.19
157.43,157.25,157.43,157.21
157.10,155.66,157.10,155.37
154.60,155.08,155.45,154.47
155.06,153.74,156.07,153.44
153.76,154.26,155.02,153.76
152.70,150.99,152.70,150.99
150.94,150.31,151.40,149.40
152.66,152.69,152.78,151.90
153.51,154.58,154.58,153.28
155.20,152.78,155.20,152.77
152.14,150.80,152.20,150.80
151.88,151.33,151.88,150.42
151.19,152.59,152.64,150.88
153.98,154.07,154.07,153.66
154.06,154.17,154.17,153.93
153.20,153.81,153.83,153.19
154.74,155.18,155.31,154.66
154.96,154.73,154.96,154.73
153.87,154.55,154.82,153.38
150.79,149.78,150.79,149.42
151.10,150.62,151.13,150.62
148.73,149.21,149.21,148.73
146.57,145.01,146.77,144.56
145.22,143.46,145.52,143.46
143.50,141.85,143.50,140.58
141.35,142.69,142.69,141.07
143.00,138.70,143.00,138.02
138.91,139.86,140.67,136.78
136.40,136.41,137.30,135.00
138.84,136.92,138.84,135.42
134.00,137.39,137.39,131.41
137.08,136.55,137.80,135.77
138.11,139.15,139.74,138.11
138.87,137.30,138.87,137.30
137.68,138.68,139.15,137.14
138.09,138.10,139.22,138.09
138.13,135.96,138.13,135.96
136.81,140.41,140.41,136.81
138.86,141.02,141.02,138.86
137.10,137.00,138.41,136.67
136.34,137.83,138.02,135.36
139.11,137.85,139.11,137.80
135.65,132.80,135.70,132.73
131.63,128.85,131.63,126.89
128.83,129.12,129.19,127.33
129.23,129.60,130.93,129.23
126.65,128.49,128.63,126.65
127.91,131.08,131.34,127.91
132.93,134.55,134.93,132.76
136.00,138.13,138.13,136.00
137.41,136.90,137.42,136.49
136.01,137.08,137.10,136.01
138.57,139.14,139.22,138.57
138.06,138.25,138.25,137.62
138.15,137.79,138.15,137.79
138.50,139.93,139.93,138.50
141.00,141.47,141.50,141.00
141.47,140.94,141.72,140.94
142.68,143.91,144.25,142.38
141.08,144.57,144.57,141.08
145.14,145.80,145.80,144.53
145.90,146.17,146.93,145.75
145.23,146.35,147.18,145.23
145.06,144.70,145.67,144.70
145.18,144.34,145.18,144.12
145.20,144.69,145.20,143.43
146.54,147.31,147.31,146.45
147.05,147.55,147.66,146.77
146.64,146.37,146.69,146.08
147.05,147.50,147.50,146.02
147.26,148.59,148.59,147.26
148.95,149.58,149.58,148.95
149.41,149.49,149.68,149.10
150.04,149.64,150.04,149.49
148.15,148.15,148.15,148.15
147.55,147.97,147.97,147.47
148.87,148.81,148.87,147.79
148.91,150.89,150.89,148.91
151.65,151.17,151.65,151.00
151.25,152.18,152.19,151.25
152.10,152.96,152.96,151.83
152.78,152.78,152.78,152.78
151.13,150.99,151.13,150.80
150.42,152.43,152.43,150.42
151.47,151.30,151.47,151.30
152.26,151.62,152.31,151.15
152.44,150.67,152.44,150.67
150.39,151.17,151.35,150.11
152.53,153.82,153.82,152.53
153.67,153.52,153.84,153.37
153.31,153.29,153.39,153.16
153.38,154.67,154.67,153.38
154.60,154.25,154.83,153.69
154.12,155.40,155.40,154.12
155.50,155.05,155.84,155.05
154.93,155.37,155.43,154.93
154.81,154.60,154.81,154.60
155.32,156.02,156.03,155.32
156.23,156.82,156.82,156.23
156.51,154.81,156.72,154.81
154.18,153.48,154.18,152.38
153.81,154.98,154.98,153.81
154.10,152.92,154.10,152.69
151.93,151.67,151.93,151.35
151.57,151.47,152.20,151.47
151.40,151.86,151.86,151.10
152.58,152.94,152.94,152.47
153.90,154.18,154.21,153.90
153.62,152.69,153.68,152.69
153.56,152.30,153.56,151.54
151.88,151.18,151.95,151.18
151.35,152.93,152.94,151.35
152.38,151.26,152.97,151.24
151.49,151.09,151.96,151.09
150.18,151.10,151.10,150.16
152.75,152.84,152.84,152.75
153.40,153.17,153.40,152.86
154.79,155.47,155.62,154.79
155.97,156.21,156.21,155.97
156.21,156.18,156.21,155.88
156.69,156.75,156.75,156.69
157.35,156.74,157.35,156.71
156.20,157.48,157.48,156.19
157.25,158.24,158.36,157.06
156.90,157.51,157.51,156.63
157.57,158.18,158.39,157.57
158.95,158.95,159.07,158.95
159.07,159.44,159.44,159.07
158.80,158.84,158.87,158.52
156.89,155.99,156.89,155.99
155.34,155.36,155.63,155.34
155.36,155.36,155.36,155.36
155.03,155.08,155.35,155.03
153.47,154.60,154.60,153.47
153.88,154.14,154.30,153.74
155.99,156.75,156.94,155.99
156.14,156.00,156.25,155.51
155.96,155.75,155.96,155.75
157.41,157.38,157.41,157.38
148.55,153.01,154.46,148.55
150.89,148.04,150.89,147.98
149.53,151.46,151.46,149.53
152.82,154.12,154.12,152.82
153.90,155.97,155.99,153.90
157.08,156.30,157.08,156.30
156.00,154.88,156.00,154.51
154.73,155.88,156.23,154.73
156.88,156.63,156.88,156.63
159.79,160.05,160.05,159.79
160.65,160.83,161.18,160.65
161.74,162.23,162.23,161.56
162.54,161.71,162.54,161.42
162.99,162.17,162.99,161.67
162.28,161.68,162.44,161.68
161.72,161.94,161.94,161.72
161.45,161.62,161.76,161.36
162.86,163.17,163.17,162.86
163.03,162.16,163.03,162.06
162.47,162.47,162.47,162.47
162.95,163.01,163.01,162.93
163.54,163.43,163.54,163.01
163.38,162.71,163.38,162.18
162.57,163.36,163.49,162.57
163.30,163.48,163.78,163.30
163.99,163.01,163.99,162.96
161.47,161.35,161.49,160.46
161.43,161.68,161.68,161.43
161.42,161.67,161.77,161.37
162.71,162.73,162.89,162.69
162.93,162.86,162.93,162.55
162.47,162.81,162.81,162.47
162.56,162.22,162.56,161.95
162.99,162.94,163.01,162.44
162.93,162.93,162.93,162.93
163.86,163.91,164.10,163.86
163.13,163.13,163.13,163.13
161.25,161.25,161.35,161.25
162.00,162.17,162.17,161.87
162.49,162.42,162.64,162.42
162.85,163.26,163.39,162.85
163.24,164.17,164.38,163.24
163.97,162.88,164.29,162.88
163.05,162.53,163.17,162.53
162.00,162.00,162.00,162.00
163.46,163.46,163.46,163.46
162.78,162.54,162.78,162.54
162.09,162.28,162.28,162.09
162.32,162.67,162.67,161.90
163.37,163.50,163.93,163.37
163.25,163.48,163.53,163.25
163.76,163.85,163.85,163.58
163.34,162.97,163.34,162.96
161.15,158.98,161.15,158.98
158.64,161.03,161.03,158.64
159.65,158.58,159.65,158.23
158.82,158.36,158.82,158.20
158.64,159.54,159.63,158.64
160.02,159.25,160.02,159.25
160.63,159.91,160.63,159.91
160.60,159.99,160.60,159.60
160.56,160.75,160.75,159.89
162.52,163.10,163.10,162.52
162.57,162.55,162.76,162.44
161.60,161.42,161.66,161.39
162.27,162.29,162.29,162.26
161.92,163.03,163.03,161.75
162.21,161.58,162.54,161.58
161.41,162.85,162.85,161.41
161.48,161.70,161.84,161.48
161.97,160.89,161.97,160.88
161.35,161.55,161.82,161.35
160.90,160.95,160.95,160.83
160.22,159.92,160.22,159.90
160.91,160.57,160.96,160.57
157.95,157.95,157.95,157.95
157.56,157.86,158.36,157.56
156.61,157.49,157.49,156.61
158.09,157.99,158.40,157.99
156.72,156.36,156.72,156.36
157.89,157.43,157.90,157.43
157.96,158.00,158.00,157.96
157.47,157.51,157.70,157.47
157.31,157.34,157.34,157.27
158.60,158.33,158.70,158.33
156.89,156.89,156.89,156.89
156.31,156.60,156.60,156.31
154.85,154.70,154.85,154.62
155.29,155.60,156.56,155.28
155.96,156.30,156.33,155.63
156.36,155.06,156.36,154.10
153.90,154.86,154.86,153.90
153.41,152.53,153.41,152.53
153.06,153.34,153.77,153.06
155.03,155.95,156.18,155.03
155.78,157.37,157.41,155.78
156.10,158.45,158.84,154.49
159.75,158.46,160.48,158.28
157.81,159.77,159.78,157.81
160.25,160.26,160.26,160.23
161.58,161.81,161.81,161.34
161.22,162.00,162.00,161.22
162.99,163.39,163.39,162.44
163.49,162.75,163.49,162.63
163.15,163.60,163.64,163.06
164.12,163.78,164.12,163.42
164.08,164.53,164.58,164.08
164.96,165.01,165.01,164.96
165.54,163.99,165.54,163.84
163.76,163.86,164.38,163.56
164.36,162.83,164.36,162.69
161.30,160.35,161.30,160.35
