FVE,Five Star Quality Care,NASDAQ
5.23,5.17,5.27,5.02
5.16,5.05,5.21,5.01
5.09,5.16,5.18,5.01
5.19,5.17,5.24,5.04
5.21,5.56,5.56,5.17
5.57,5.61,5.67,5.43
5.64,5.68,5.70,5.58
5.69,5.67,5.74,5.59
5.21,5.56,5.68,5.21
5.62,5.73,5.75,5.60
5.75,5.87,5.91,5.74
5.90,5.96,6.06,5.83
5.98,6.07,6.10,5.95
6.13,6.07,6.15,6.03
6.03,6.02,6.20,6.01
6.02,6.03,6.09,6.01
6.02,5.98,6.05,5.94
6.00,5.97,6.04,5.96
5.97,6.00,6.04,5.97
6.00,6.03,6.07,5.95
6.04,6.03,6.10,6.01
6.04,5.98,6.07,5.98
6.00,5.91,6.00,5.90
5.88,5.99,6.00,5.71
5.93,5.85,5.99,5.83
5.86,5.96,5.98,5.81
5.96,6.00,6.08,5.75
6.03,5.92,6.08,5.77
5.95,6.03,6.06,5.88
5.98,5.99,6.03,5.91
5.96,5.89,5.99,5.86
5.88,5.64,5.93,5.57
5.62,5.66,5.74,5.61
5.69,5.70,5.83,5.64
5.70,5.68,5.75,5.55
5.60,5.63,5.69,5.58
5.62,5.57,5.69,5.56
5.55,5.47,5.62,5.46
5.41,5.22,5.45,5.21
5.19,5.21,5.26,5.14
5.18,5.16,5.28,5.12
5.15,5.29,5.34,5.13
5.27,5.22,5.31,5.13
5.22,5.28,5.36,5.20
5.28,5.34,5.36,5.23
5.34,5.31,5.35,5.26
5.22,5.04,5.29,5.04
5.04,5.18,5.23,5.04
5.16,5.30,5.33,5.16
5.28,5.19,5.29,5.17
5.26,5.29,5.34,5.21
5.29,5.22,5.30,5.20
5.21,5.28,5.31,5.16
5.32,5.29,5.33,5.16
5.31,5.16,5.31,5.14
5.18,5.23,5.27,5.16
5.20,5.21,5.26,5.18
5.18,5.17,5.22,5.09
5.19,5.20,5.29,5.17
5.27,5.26,5.31,5.21
5.26,5.24,5.27,5.20
5.22,5.22,5.31,5.14
5.22,5.10,5.26,5.09
5.15,5.23,5.27,5.15
5.22,5.21,5.26,5.18
5.20,5.28,5.32,5.11
5.28,5.26,5.35,5.25
5.26,5.29,5.36,5.24
5.25,5.20,5.27,5.17
5.14,5.17,5.26,5.11
5.19,5.18,5.23,5.14
5.15,5.23,5.28,5.15
5.19,5.13,5.22,5.03
5.12,5.20,5.28,5.12
5.16,5.16,5.21,5.14
5.16,5.07,5.17,5.07
5.08,5.06,5.24,5.00
5.14,5.20,5.24,5.13
5.17,5.29,5.34,5.17
5.27,5.35,5.40,5.22
5.35,5.29,5.41,5.29
5.31,5.29,5.40,5.25
5.27,5.27,5.33,5.24
5.31,5.37,5.37,5.24
5.37,5.24,5.37,5.23
5.25,5.27,5.32,5.22
5.22,5.29,5.32,5.16
5.31,5.32,5.33,5.21
5.34,5.30,5.36,5.25
5.25,5.30,5.57,5.22
5.28,5.29,5.31,5.24
5.28,5.17,5.28,5.15
5.17,5.07,5.21,5.01
5.06,4.80,5.07,4.76
4.80,4.85,4.91,4.80
4.80,4.75,4.86,4.69
4.79,4.91,4.92,4.76
4.92,4.82,4.97,4.80
4.81,4.86,4.96,4.80
4.86,4.78,4.91,4.71
4.68,5.04,5.09,4.68
4.94,5.09,5.15,4.94
5.07,5.06,5.08,4.97
5.05,5.03,5.05,5.00
5.03,4.91,5.05,4.90
4.92,4.89,5.07,4.88
4.89,4.88,4.96,4.86
4.88,4.90,4.93,4.85
4.91,4.89,4.94,4.86
4.88,4.89,4.97,4.85
4.88,4.89,4.91,4.85
4.88,4.89,4.91,4.82
4.93,4.93,4.97,4.90
4.95,4.72,5.00,4.70
4.69,4.57,4.76,4.57
4.55,4.64,4.67,4.55
4.63,4.65,4.67,4.61
4.71,4.65,4.71,4.64
4.67,4.69,4.75,4.63
4.67,4.65,4.70,4.63
4.68,4.53,4.71,4.50
4.52,4.45,4.57,4.41
4.48,4.63,4.66,4.46
5.22,5.21,5.39,5.10
5.22,5.42,5.45,5.10
5.51,5.44,5.53,5.31
5.46,5.38,5.52,5.36
5.42,5.38,5.45,5.36
5.44,5.42,5.50,5.39
5.46,5.48,5.53,5.46
5.52,5.59,5.62,5.49
5.64,5.45,5.66,5.43
5.48,5.48,5.58,5.46
5.51,5.49,5.56,5.48
5.49,5.52,5.53,5.41
5.52,5.81,5.85,5.52
5.91,5.71,5.91,5.70
5.75,5.73,5.80,5.69
5.75,5.89,5.89,5.68
5.95,5.78,5.97,5.77
5.80,5.82,5.85,5.76
5.83,5.82,5.86,5.76
5.87,5.83,5.87,5.80
5.82,5.94,5.94,5.80
5.95,5.88,5.98,5.84
5.89,5.79,5.89,5.75
5.86,5.71,5.86,5.67
5.74,5.85,5.87,5.71
5.85,5.81,5.86,5.71
5.81,5.71,5.82,5.70
5.76,5.57,5.77,5.53
5.55,5.66,5.70,5.53
5.56,5.44,5.60,5.42
5.54,5.63,5.75,5.51
5.55,5.43,5.55,5.40
5.48,5.29,5.48,5.25
5.30,5.25,5.30,5.20
5.25,5.14,5.25,5.10
5.20,5.13,5.26,5.05
5.16,5.18,5.20,5.08
5.21,5.27,5.30,5.12
5.24,5.37,5.41,5.23
5.40,5.24,5.42,5.23
5.21,5.42,5.42,5.21
5.49,5.49,5.65,5.40
5.54,5.66,5.66,5.52
5.68,5.60,5.72,5.59
5.63,5.67,5.75,5.60
5.70,5.77,5.83,5.69
5.79,5.93,5.96,5.79
5.93,5.76,5.93,5.75
5.80,5.88,5.99,5.79
5.84,5.83,5.88,5.76
5.87,5.79,5.87,5.73
5.75,5.75,5.75,5.66
5.86,5.97,6.08,5.84
5.95,5.94,5.99,5.87
5.98,5.97,6.05,5.89
6.03,5.97,6.03,5.90
5.97,5.96,6.01,5.90
5.99,5.95,6.01,5.92
5.94,6.04,6.05,5.94
6.04,5.84,6.04,5.78
5.80,5.87,5.89,5.78
5.87,5.82,6.00,5.80
5.84,5.99,6.01,5.84
5.98,6.01,6.08,5.87
6.00,5.91,6.09,5.89
5.94,5.87,6.04,5.81
5.86,5.72,5.89,5.67
5.75,5.77,5.82,5.65
5.80,5.48,5.80,5.47
5.35,4.96,5.35,4.95
4.95,4.72,5.00,4.71
4.73,4.86,4.89,4.73
4.86,4.96,5.01,4.86
5.00,5.01,5.05,4.93
5.02,4.89,5.04,4.83
4.95,4.82,4.95,4.80
4.77,4.77,4.82,4.72
4.77,4.78,4.89,4.71
4.78,4.84,4.88,4.74
4.83,4.67,4.83,4.65
4.65,4.70,4.74,4.60
4.73,4.68,4.76,4.62
4.68,4.74,4.78,4.59
4.80,4.99,5.00,4.78
4.97,5.14,5.31,4.93
5.16,5.20,5.25,5.12
5.23,5.30,5.35,5.20
5.28,5.13,5.33,5.13
5.19,5.10,5.21,5.10
5.08,4.97,5.09,4.92
4.97,4.92,5.00,4.83
4.97,4.82,4.97,4.79
4.82,4.83,4.91,4.75
4.83,4.91,5.00,4.76
4.92,4.99,5.07,4.91
4.97,4.93,4.99,4.87
4.90,4.81,4.93,4.79
4.82,4.87,4.87,4.74
4.88,4.74,4.93,4.74
4.72,4.91,4.91,4.72
4.93,5.19,5.20,4.91
5.16,5.10,5.20,5.10
5.11,4.91,5.12,4.87
4.87,4.80,4.87,4.75
4.79,4.85,4.85,4.74
4.85,4.90,4.97,4.85
4.87,4.77,4.95,4.70
4.81,4.76,4.83,4.70
4.76,4.80,4.82,4.74
4.82,5.04,5.05,4.81
5.10,5.21,5.23,5.03
5.20,5.26,5.27,5.18
5.27,5.29,5.30,5.19
5.31,5.28,5.33,5.21
5.26,5.23,5.27,5.16
5.22,5.21,5.23,5.12
5.19,5.13,5.22,5.10
5.13,5.07,5.13,5.03
5.12,5.23,5.25,5.09
5.18,5.21,5.24,5.15
5.17,5.14,5.17,5.05
5.10,5.01,5.12,4.98
4.98,4.91,5.00,4.90
4.93,4.88,4.94,4.82
4.90,4.90,4.95,4.88
4.89,4.95,4.96,4.89
4.95,4.90,4.96,4.86
4.93,4.91,4.94,4.87
4.92,4.82,4.94,4.80
4.81,4.84,4.87,4.79
4.90,4.90,5.00,4.85
4.85,4.98,5.00,4.85
5.00,4.96,5.00,4.88
4.91,5.03,5.04,4.90
4.97,5.01,5.02,4.96
4.97,5.11,5.19,4.95
5.07,5.16,5.19,5.05
5.16,5.18,5.21,5.15
5.12,5.00,5.14,5.00
4.96,4.85,4.98,4.80
4.86,4.83,4.91,4.80
4.80,4.84,4.85,4.73
4.81,4.82,4.85,4.78
4.85,4.85,4.96,4.82
4.84,4.79,4.88,4.75
4.81,4.77,4.84,4.75
4.75,4.71,4.83,4.70
4.70,4.84,4.87,4.69
4.78,4.74,4.79,4.71
4.74,4.71,4.79,4.70
4.74,4.83,4.84,4.74
4.86,4.72,4.91,4.71
4.70,4.72,4.79,4.68
4.71,4.71,4.75,4.66
4.71,4.65,4.72,4.65
4.67,4.64,4.67,4.57
4.56,4.57,4.62,4.55
4.55,4.59,4.60,4.50
4.64,4.51,4.66,4.51
4.50,4.59,4.60,4.42
4.55,4.76,4.78,4.53
4.75,4.57,4.77,4.56
4.56,4.63,4.66,4.56
4.68,4.70,4.77,4.58
4.65,4.53,4.69,4.52
4.56,4.57,4.58,4.51
4.56,4.54,4.59,4.53
4.61,4.48,4.63,4.45
4.53,4.66,4.66,4.53
4.70,4.69,4.74,4.68
4.69,4.66,4.69,4.57
4.66,4.70,4.72,4.55
4.68,4.68,4.72,4.66
4.69,4.68,4.73,4.67
4.67,4.68,4.70,4.64
4.66,4.61,4.66,4.58
4.59,4.58,4.61,4.54
4.60,4.64,4.66,4.55
4.66,4.63,4.66,4.61
4.65,4.54,4.65,4.52
4.53,4.47,4.54,4.45
4.45,4.53,4.57,4.45
4.55,4.49,4.55,4.46
4.48,4.41,4.50,4.41
4.40,4.41,4.43,4.40
4.40,4.40,4.47,4.40
4.43,4.26,4.43,4.25
4.25,4.19,4.25,4.16
4.15,4.02,4.17,4.02
4.05,4.04,4.10,4.03
4.04,3.59,4.08,3.56
3.57,3.41,3.63,3.23
3.40,3.83,4.00,3.36
3.83,3.85,3.87,3.59
3.85,3.78,3.86,3.66
3.78,3.73,3.78,3.64
3.73,3.75,3.76,3.61
3.69,3.82,3.85,3.67
3.81,3.77,3.83,3.73
3.77,3.77,3.81,3.70
3.77,3.81,3.84,3.68
3.83,4.09,4.11,3.81
4.08,4.12,4.14,3.86
4.10,4.16,4.25,4.03
4.16,4.26,4.28,4.12
4.25,4.00,4.27,3.92
3.95,3.93,4.11,3.92
3.89,4.00,4.10,3.87
4.07,4.05,4.11,3.97
4.00,4.07,4.10,3.96
4.01,4.09,4.20,4.01
4.15,4.03,4.19,3.95
4.00,4.00,4.08,3.95
4.06,4.03,4.11,3.98
4.03,3.95,4.05,3.90
3.98,3.99,4.06,3.94
4.00,4.05,4.07,3.98
4.05,4.04,4.08,3.98
4.05,4.01,4.10,3.97
4.01,4.03,4.07,4.01
4.00,4.04,4.09,3.99
4.10,4.13,4.17,4.05
4.13,4.21,4.25,4.13
4.21,4.14,4.23,4.09
4.17,4.19,4.25,4.15
4.22,4.23,4.24,4.17
4.21,4.16,4.21,4.10
4.16,4.20,4.23,4.13
4.21,4.13,4.21,4.11
4.09,4.17,4.19,4.08
4.18,4.12,4.23,4.08
4.13,4.14,4.19,4.11
4.13,4.08,4.16,4.06
4.10,4.10,4.16,4.05
4.08,4.09,4.19,4.02
4.06,4.23,4.25,4.06
4.25,4.32,4.35,4.24
4.35,4.44,4.46,4.31
4.46,4.39,4.47,4.33
4.36,4.40,4.45,4.36
4.39,4.40,4.45,4.37
4.38,4.39,4.42,4.34
4.38,4.41,4.44,4.35
4.42,4.48,4.50,4.38
4.47,4.54,4.59,4.42
4.53,4.63,4.67,4.51
4.60,4.44,4.64,4.41
4.38,4.56,4.58,4.37
4.53,4.44,4.54,4.43
4.45,4.52,4.57,4.45
4.51,4.52,4.61,4.51
4.52,4.40,4.53,4.39
4.37,4.41,4.54,4.33
4.23,4.19,4.31,3.92
4.24,4.16,4.24,4.05
4.13,4.12,4.21,4.00
4.12,4.01,4.12,4.00
4.01,4.06,4.07,3.99
4.01,4.03,4.10,3.98
4.05,4.05,4.10,4.02
4.03,4.07,4.08,3.99
4.07,4.08,4.13,4.04
4.10,4.15,4.24,4.09
4.18,4.06,4.19,4.03
4.05,4.00,4.09,3.98
3.99,3.91,4.02,3.89
3.94,3.86,3.94,3.83
3.89,3.80,3.89,3.78
3.78,3.70,3.83,3.70
3.70,3.68,3.76,3.63
3.69,3.55,3.79,3.53
3.54,3.79,3.81,3.53
3.82,3.69,3.82,3.67
3.69,3.72,3.77,3.67
3.73,3.64,3.74,3.63
3.64,3.63,3.66,3.59
3.65,3.70,3.74,3.59
3.72,3.72,3.77,3.68
3.72,3.69,3.73,3.66
3.68,3.76,3.84,3.68
3.76,3.60,3.76,3.58
3.60,3.70,3.70,3.56
3.67,3.48,3.67,3.48
3.51,3.57,3.58,3.40
3.60,3.68,3.71,3.60
3.66,3.58,3.69,3.57
3.58,3.66,3.68,3.57
3.67,3.70,3.76,3.62
3.70,3.57,3.70,3.56
3.57,3.59,3.64,3.56
3.57,3.54,3.62,3.53
3.56,3.56,3.61,3.54
3.56,3.74,3.75,3.54
3.76,3.68,3.76,3.64
3.68,3.69,3.72,3.66
3.70,3.69,3.72,3.65
3.70,3.65,3.70,3.63
3.73,3.70,3.90,3.70
3.71,3.59,3.80,3.57
3.61,3.69,3.69,3.54
3.68,3.71,3.71,3.66
3.70,3.64,3.75,3.62
3.67,3.75,3.75,3.67
3.75,3.73,3.75,3.51
3.71,3.67,3.73,3.61
3.66,3.62,3.70,3.62
3.58,3.56,3.66,3.55
3.55,3.51,3.58,3.42
3.45,3.45,3.49,3.40
3.44,3.40,3.46,3.37
3.44,3.53,3.55,3.42
3.54,3.57,3.59,3.44
3.57,3.62,3.66,3.53
3.50,4.00,4.29,3.50
3.98,4.07,4.19,3.90
4.05,4.11,4.14,4.05
4.15,4.22,4.25,4.10
4.22,4.30,4.31,4.22
4.30,4.33,4.35,4.25
4.32,4.20,4.32,4.18
4.19,4.22,4.28,4.14
4.21,4.35,4.37,4.20
4.39,4.37,4.40,4.30
4.33,4.44,4.45,4.29
4.42,4.37,4.45,4.34
4.38,4.38,4.44,4.36
4.34,4.36,4.42,4.34
4.37,4.39,4.44,4.35
4.38,4.36,4.41,4.32
4.37,4.24,4.40,4.19
4.27,4.28,4.34,4.22
4.27,4.30,4.33,4.26
4.28,4.41,4.44,4.26
4.44,4.53,4.56,4.40
4.53,4.54,4.55,4.46
4.51,4.46,4.51,4.40
4.46,4.44,4.53,4.42
4.47,4.51,4.53,4.44
4.49,4.48,4.51,4.43
4.45,4.50,4.51,4.42
4.52,4.51,4.53,4.48
4.49,4.46,4.59,4.42
4.53,4.68,4.68,4.44
4.68,4.49,4.68,4.42
4.44,4.25,4.51,4.23
4.25,4.29,4.30,4.18
4.31,4.28,4.36,4.24
4.25,4.26,4.30,4.12
4.27,4.09,4.29,4.06
4.07,4.05,4.13,3.98
4.11,4.12,4.15,4.00
4.10,4.11,4.15,4.05
4.00,4.49,4.53,3.91
4.48,4.44,4.52,4.35
4.44,4.44,4.48,4.37
4.41,4.33,4.46,4.33
4.24,4.33,4.38,4.24
4.30,4.33,4.36,4.27
4.32,4.33,4.35,4.28
4.35,4.29,4.37,4.15
4.27,4.30,4.39,4.24
4.36,4.41,4.44,4.24
4.46,4.49,4.55,4.39
4.48,4.62,4.67,4.43
4.61,4.63,4.72,4.54
4.71,4.73,4.84,4.58
4.74,4.74,4.86,4.67
4.73,4.97,5.01,4.70
4.95,4.90,4.97,4.78
4.92,4.86,4.92,4.74
4.90,4.87,5.02,4.78
4.81,4.79,4.91,4.74
4.82,4.86,5.00,4.81
4.89,4.90,4.98,4.88
4.89,4.81,4.91,4.80
4.83,4.95,4.98,4.68
4.67,4.85,4.89,4.43
4.68,4.82,4.95,4.68
4.81,4.80,4.86,4.79
4.80,4.76,4.88,4.76
4.64,4.76,4.80,4.54
4.76,4.81,4.88,4.76
4.85,4.75,4.88,4.72
4.70,4.84,4.84,4.70
4.83,5.06,5.07,4.77
4.98,4.84,5.06,4.81
4.92,4.80,4.92,4.69
4.80,4.87,4.94,4.78
4.89,4.79,4.89,4.70
4.76,4.89,4.89,4.61
4.86,4.77,4.86,4.68
4.73,4.68,4.78,4.63
4.73,4.65,4.80,4.65
4.76,4.81,4.82,4.71
4.80,4.89,4.91,4.80
4.89,4.77,4.96,4.76
4.80,4.69,4.82,4.69
4.69,4.72,4.74,4.65
4.75,4.65,4.77,4.63
4.61,4.62,4.67,4.56
4.64,4.62,4.65,4.52
4.62,4.59,4.73,4.59
4.56,4.48,4.59,4.45
4.44,4.35,4.46,4.32
4.22,4.31,4.45,4.22
4.34,4.44,4.46,4.17
4.52,4.53,4.56,4.44
4.52,4.55,4.56,4.41
4.58,4.52,4.59,4.50
4.50,4.61,4.62,4.50
4.63,4.42,4.63,4.38
4.40,4.40,4.54,4.32
4.35,4.32,4.39,4.18
4.26,4.28,4.38,4.25
4.18,3.52,4.21,3.45
3.52,3.50,3.64,3.46
3.45,3.49,3.56,3.28
3.52,3.45,3.56,3.45
3.45,3.48,3.52,3.44
3.48,3.46,3.50,3.45
3.46,3.50,3.54,3.46
3.48,3.49,3.53,3.45
3.46,3.38,3.48,3.38
3.31,3.31,3.41,3.29
3.31,3.13,3.31,3.10
3.21,3.15,3.22,3.08
3.24,3.20,3.30,3.11
3.22,3.41,3.48,3.20
3.41,3.38,3.42,3.25
3.40,3.38,3.44,3.35
3.33,3.23,3.36,3.20
3.32,3.23,3.32,3.20
3.26,3.19,3.29,3.19
3.16,3.15,3.20,3.14
3.20,3.17,3.21,3.12
3.21,3.09,3.23,3.08
3.11,3.03,3.11,3.02
3.00,3.00,3.03,2.92
3.00,2.99,3.01,2.92
2.98,3.12,3.16,2.98
3.10,3.14,3.21,3.10
3.16,3.15,3.20,3.08
3.10,3.09,3.14,3.05
3.10,3.07,3.14,3.06
3.04,3.10,3.13,3.04
3.11,3.09,3.15,3.08
3.08,3.06,3.12,3.04
3.07,2.86,3.07,2.82
2.86,2.84,2.87,2.74
2.84,2.83,2.91,2.78
2.87,3.09,3.10,2.86
3.08,3.11,3.19,3.05
3.09,3.26,3.26,3.06
3.29,3.20,3.32,3.12
3.18,3.09,3.22,3.02
3.10,3.21,3.25,3.06
3.17,3.25,3.25,3.11
3.26,3.36,3.37,3.23
3.37,3.33,3.39,3.26
3.29,3.23,3.40,3.22
3.25,3.20,3.29,3.16
3.19,3.36,3.36,3.17
3.37,3.44,3.45,3.36
3.37,3.29,3.45,3.28
3.27,3.33,3.36,3.26
3.33,3.26,3.33,3.16
3.27,3.28,3.28,3.11
3.29,3.32,3.36,3.25
3.30,3.23,3.32,3.17
3.20,3.18,3.26,3.15
3.15,3.18,3.21,3.05
3.20,3.23,3.28,3.16
3.25,3.27,3.28,3.11
3.21,3.29,3.37,3.21
3.29,3.28,3.35,3.26
3.27,3.18,3.32,3.13
3.18,3.08,3.20,3.08
3.20,3.49,3.49,3.17
3.48,3.50,3.50,3.41
3.49,3.51,3.56,3.46
3.53,3.46,3.60,3.35
3.43,3.37,3.50,3.36
3.32,3.54,3.57,3.29
3.53,3.52,3.59,3.50
3.55,3.50,3.67,3.45
3.52,3.49,3.53,3.47
3.48,3.35,3.50,3.30
3.38,3.40,3.47,3.34
3.37,3.48,3.50,3.35
3.47,3.51,3.52,3.42
3.52,3.61,3.64,3.52
3.60,3.58,3.65,3.55
3.57,3.59,3.65,3.57
3.60,3.60,3.65,3.60
3.65,3.49,3.65,3.41
3.61,3.81,3.96,3.61
3.77,3.79,3.87,3.70
3.80,3.57,3.81,3.53
3.57,3.49,3.60,3.48
3.51,3.42,3.54,3.41
3.42,3.38,3.46,3.34
3.32,3.27,3.41,3.24
3.28,3.18,3.31,3.16
3.22,3.38,3.41,3.20
3.91,3.48,3.98,3.41
3.46,3.56,3.65,3.46
3.54,3.43,3.54,3.40
3.47,3.31,3.51,3.28
3.27,3.32,3.32,3.21
3.33,3.34,3.35,3.28
3.34,3.33,3.37,3.32
3.28,3.29,3.35,3.28
3.32,3.30,3.33,3.27
3.29,3.21,3.32,3.10
3.21,3.18,3.25,3.17
3.09,3.09,3.14,3.05
3.11,3.06,3.13,3.03
3.04,3.07,3.10,3.01
3.05,2.99,3.10,2.99
3.02,2.88,3.10,2.85
2.95,2.78,3.01,2.75
2.79,2.69,2.88,2.65
2.69,2.58,2.76,2.51
2.58,2.68,2.73,2.57
2.60,2.55,2.62,2.47
2.59,2.48,2.67,2.46
2.45,2.56,2.56,2.26
2.56,2.63,2.68,2.52
2.65,2.61,2.71,2.59
2.58,2.45,2.61,2.45
2.45,2.46,2.51,2.42
2.46,2.42,2.49,2.41
2.46,2.39,2.48,2.39
2.41,2.54,2.57,2.40
2.49,2.62,2.68,2.49
2.56,2.45,2.59,2.44
2.48,2.40,2.50,2.37
2.40,2.47,2.61,2.40
2.45,2.34,2.49,2.34
2.30,2.29,2.32,2.16
2.30,2.09,2.35,2.06
2.13,2.08,2.18,2.07
2.06,2.17,2.20,2.00
2.17,2.23,2.28,2.15
2.27,2.33,2.35,2.23
2.34,2.48,2.49,2.34
2.47,2.34,2.49,2.34
2.33,2.30,2.38,2.30
2.30,2.37,2.43,2.30
2.35,2.30,2.38,2.29
2.28,2.28,2.30,2.21
2.30,2.28,2.34,2.21
2.25,2.35,2.35,2.25
2.33,2.37,2.48,2.29
2.38,2.52,2.52,2.32
2.52,2.35,2.52,2.25
2.31,2.42,2.45,2.16
2.43,2.37,2.48,2.35
2.39,2.76,2.93,2.36
2.77,2.58,2.77,2.58
2.60,2.57,2.62,2.54
2.58,2.46,2.61,2.42
2.50,2.59,2.69,2.50
2.58,2.59,2.60,2.54
2.56,2.35,2.56,2.35
2.35,2.34,2.44,2.32
2.34,2.28,2.34,2.25
2.32,2.41,2.55,2.30
2.42,2.28,2.46,2.28
2.29,2.19,2.31,2.18
2.21,2.09,2.22,2.08
2.09,2.09,2.14,2.05
2.15,2.25,2.26,2.10
2.21,2.23,2.24,2.16
2.26,2.24,2.27,2.23
2.24,2.29,2.33,2.23
2.28,2.24,2.29,2.20
2.20,2.20,2.27,2.17
2.18,2.08,2.20,2.08
2.09,2.07,2.10,2.05
2.07,2.11,2.14,2.05
2.13,2.04,2.18,2.04
2.02,2.11,2.13,2.02
2.11,2.22,2.22,2.11
2.25,2.29,2.31,2.24
2.30,2.34,2.38,2.29
2.32,2.37,2.40,2.31
2.33,2.50,2.51,2.32
2.51,2.50,2.55,2.48
2.52,2.50,2.55,2.50
2.52,2.50,2.55,2.48
2.52,2.55,2.56,2.50
2.55,2.50,2.57,2.48
2.50,2.59,2.61,2.50
2.64,2.56,2.64,2.47
2.54,2.54,2.62,2.52
2.53,2.44,2.56,2.38
2.49,2.39,2.49,2.35
2.35,2.50,2.61,2.33
2.45,2.61,2.63,2.42
2.66,2.44,2.74,2.44
2.45,2.35,2.51,2.35
2.40,2.40,2.44,2.34
2.43,2.42,2.44,2.40
2.41,2.23,2.43,2.21
2.26,2.02,2.26,2.00
2.00,2.01,2.03,1.98
2.00,2.12,2.15,2.00
2.11,2.10,2.17,2.07
2.08,2.07,2.14,2.03
2.06,2.09,2.13,2.04
2.09,2.04,2.10,2.00
2.02,2.00,2.06,1.98
2.03,2.05,2.08,1.92
2.05,2.05,2.14,2.04
2.04,2.00,2.07,2.00
2.01,2.02,2.08,2.01
2.00,2.01,2.06,2.00
2.00,2.09,2.09,2.00
2.08,2.09,2.11,2.03
2.06,2.05,2.09,2.03
2.04,2.11,2.12,2.03
2.11,2.01,2.14,1.99
1.99,2.04,2.07,1.99
2.03,2.04,2.06,2.00
2.02,1.99,2.05,1.95
2.00,1.99,2.07,1.97
2.00,1.95,2.00,1.93
1.95,2.00,2.01,1.92
2.00,1.95,2.00,1.93
1.96,1.96,2.05,1.96
1.97,1.93,2.00,1.91
1.92,1.92,1.93,1.86
1.92,1.82,1.94,1.82
1.85,1.84,1.87,1.78
1.79,1.76,1.83,1.72
1.74,1.65,1.75,1.65
1.66,1.66,1.77,1.65
1.71,1.67,1.73,1.65
2.44,2.34,2.50,2.20
2.34,2.34,2.34,2.34
2.42,2.29,2.42,2.15
2.17,2.33,2.35,2.17
2.34,2.32,2.44,2.27
2.31,2.36,2.41,2.31
2.30,2.43,2.48,2.30
2.45,2.48,2.54,2.44
2.54,2.51,2.57,2.45
2.50,2.59,2.63,2.48
2.55,2.51,2.62,2.50
2.54,2.51,2.57,2.47
2.48,2.35,2.52,2.34
2.35,2.38,2.39,2.31
2.37,2.31,2.43,2.30
2.37,2.41,2.41,2.29
2.42,2.45,2.48,2.40
2.45,2.49,2.54,2.44
2.51,2.44,2.54,2.39
2.47,2.45,2.49,2.36
2.46,2.37,2.48,2.37
2.39,2.31,2.44,2.25
2.30,2.26,2.39,2.20
2.24,2.23,2.35,2.22
1.93,2.11,2.34,1.93
2.10,2.05,2.22,2.04
2.03,2.14,2.16,2.01
2.12,2.11,2.19,2.11
2.11,1.99,2.15,1.93
1.98,1.99,2.03,1.88
1.99,1.96,2.03,1.89
1.98,1.91,1.98,1.89
1.91,1.89,1.98,1.89
1.89,1.92,1.95,1.83
1.96,1.91,1.96,1.90
1.89,1.89,1.92,1.87
1.88,1.89,1.91,1.87
1.91,1.95,1.96,1.87
1.94,1.92,1.97,1.91
1.93,2.06,2.09,1.89
2.06,1.98,2.08,1.95
2.00,2.08,2.09,1.99
2.05,2.11,2.16,2.05
2.11,2.12,2.13,2.03
2.13,2.03,2.16,2.03
2.05,2.10,2.13,2.04
2.08,2.06,2.14,2.06
2.06,2.08,2.15,2.06
2.08,2.13,2.18,2.08
2.09,2.01,2.12,1.99
1.92,2.01,2.02,1.92
1.96,1.98,2.09,1.91
1.96,1.92,2.01,1.91
1.91,1.87,1.97,1.86
1.86,1.83,1.93,1.83
1.85,1.94,1.98,1.83
1.96,1.90,1.98,1.90
1.90,2.03,2.03,1.90
2.01,2.02,2.04,1.95
1.99,2.01,2.05,1.95
1.98,2.00,2.01,1.95
2.02,1.94,2.02,1.91
1.93,1.91,1.99,1.90
1.90,1.95,1.99,1.90
1.95,1.91,1.97,1.91
2.40,2.66,2.87,2.29
2.61,2.77,2.85,2.50
2.73,2.68,2.79,2.64
2.69,2.61,2.76,2.60
2.62,2.62,2.81,2.56
2.66,2.56,2.66,2.52
2.55,2.51,2.55,2.48
2.52,2.54,2.62,2.48
2.82,2.76,2.88,2.70
2.78,2.85,3.00,2.78
2.99,2.88,2.99,2.85
2.86,2.90,2.93,2.86
2.94,3.00,3.04,2.89
2.92,2.96,3.00,2.92
2.96,2.95,2.99,2.92
2.95,2.97,3.01,2.91
2.97,2.96,3.03,2.93
2.93,2.92,2.97,2.90
2.93,2.93,2.97,2.90
2.90,2.79,2.94,2.75
2.80,2.80,2.85,2.75
2.80,2.85,2.85,2.80
2.80,2.80,2.85,2.65
2.75,2.80,2.80,2.75
2.75,2.55,2.79,2.55
2.60,2.60,2.65,2.55
2.55,2.70,2.73,2.55
2.60,2.58,2.70,2.50
2.55,2.45,2.60,2.40
2.50,2.65,2.70,2.50
2.60,2.60,2.75,2.50
2.50,2.50,2.65,2.31
2.55,2.50,2.70,2.45
2.55,2.50,2.55,2.45
2.55,2.45,2.60,2.40
2.45,2.45,2.50,2.40
2.45,2.45,2.50,2.40
2.40,2.35,2.40,2.30
2.30,2.35,2.45,2.30
2.30,2.35,2.38,2.30
2.35,2.35,2.40,2.30
2.35,2.30,2.35,2.30
2.30,2.30,2.38,2.30
2.30,2.35,2.35,2.30
2.35,2.35,2.40,2.30
2.30,2.40,2.45,2.30
