MDY,SPDR MidCap Trust Series I,NASDAQ
149.85,150.53,151.02,149.75
151.51,150.49,152.37,149.55
151.92,152.09,152.52,151.10
152.18,152.57,152.77,150.82
154.66,155.39,155.51,154.14
155.38,156.46,156.76,155.26
156.09,156.42,156.62,155.36
156.77,154.74,157.02,154.04
154.84,156.06,156.06,153.63
154.46,155.69,156.12,154.10
154.54,153.26,155.51,152.81
154.18,153.63,155.27,153.63
152.49,151.03,153.02,150.28
151.40,151.90,152.30,150.98
153.54,154.04,155.02,153.50
153.74,154.52,154.74,152.98
153.87,155.77,155.84,153.62
153.91,153.97,154.41,153.15
155.03,157.06,157.13,155.00
155.96,155.96,156.89,155.64
155.26,155.87,156.25,153.98
154.54,154.99,155.86,154.14
157.43,158.25,158.38,157.32
158.34,160.28,160.32,158.28
159.75,161.24,161.55,159.57
160.99,161.31,161.56,160.66
162.98,161.49,163.24,161.34
161.81,161.30,162.46,160.85
162.40,161.80,162.40,160.97
162.17,163.51,163.69,161.91
164.01,163.01,164.04,162.90
163.54,162.90,163.82,162.54
162.82,162.26,164.31,162.17
162.38,163.87,163.88,161.95
163.46,163.80,164.34,162.86
164.00,163.93,164.37,163.13
164.58,165.21,165.29,164.32
165.42,165.65,166.07,165.20
165.69,165.37,165.89,165.13
164.77,165.42,165.56,164.12
165.70,165.07,165.82,164.72
165.53,165.71,165.88,165.33
165.64,165.66,166.39,165.52
165.54,164.68,165.82,164.68
166.02,166.70,167.80,165.98
167.22,165.05,167.44,163.89
164.95,166.10,166.30,164.54
166.38,165.67,166.77,165.45
166.27,165.26,166.79,163.59
164.47,166.14,166.68,163.42
166.86,166.83,167.42,166.18
168.12,167.93,168.27,167.30
168.04,167.79,168.27,167.31
167.59,169.01,169.08,167.32
168.71,170.31,170.40,168.44
170.33,167.80,170.51,167.41
167.23,166.54,167.89,165.67
167.61,165.98,167.68,165.84
166.04,167.35,167.81,166.02
166.53,167.62,167.65,166.08
168.07,169.05,169.74,167.56
168.92,169.71,170.17,168.80
169.96,166.55,170.24,166.34
167.29,167.85,168.98,166.85
169.19,170.43,170.88,169.05
170.13,170.12,171.19,170.04
170.07,170.67,170.99,168.79
170.74,171.61,171.81,170.35
172.24,173.02,173.81,172.20
173.30,173.87,173.98,172.70
173.59,173.57,174.24,173.00
172.78,174.42,174.56,172.64
173.87,176.24,176.26,173.84
176.38,176.88,177.08,176.09
176.43,176.26,176.75,175.93
176.89,177.53,177.92,176.88
177.19,178.28,178.61,176.98
178.68,178.43,178.82,177.79
176.81,174.21,177.53,174.05
174.26,171.77,174.83,170.25
171.94,171.76,173.08,170.05
172.58,175.32,175.37,172.52
176.33,175.47,176.79,174.84
176.22,172.65,176.40,172.18
172.56,173.46,174.60,172.48
175.15,177.14,177.60,175.15
177.40,176.06,177.47,174.92
176.86,173.59,176.98,172.47
174.07,175.76,176.57,173.03
175.47,175.24,176.11,174.30
173.29,172.12,173.56,171.49
170.98,173.25,173.86,170.91
172.07,172.48,173.49,171.18
168.70,171.34,172.45,167.36
170.77,169.55,172.42,168.68
172.13,170.53,172.18,170.22
172.01,170.99,172.07,170.56
173.13,174.42,174.74,173.12
174.40,173.28,174.84,173.03
172.91,172.96,173.59,171.27
174.04,174.73,175.08,172.33
175.24,176.02,177.45,174.75
176.41,175.37,177.01,175.22
175.22,176.81,177.05,174.38
177.74,178.54,178.97,177.52
178.51,179.55,179.66,178.39
180.57,180.81,181.17,180.03
181.21,180.90,181.55,180.35
180.67,181.48,182.46,180.57
182.45,181.67,182.96,180.87
181.74,180.61,182.23,180.08
181.56,179.23,181.82,178.32
179.53,177.98,179.88,177.45
177.13,176.28,177.77,175.89
177.33,176.77,177.71,175.80
175.54,176.90,177.12,175.14
177.05,178.47,178.64,176.60
176.18,175.41,176.53,173.92
176.17,176.34,176.54,175.15
178.89,179.53,179.58,178.57
180.42,180.53,180.67,179.48
180.54,180.54,180.86,179.59
181.10,182.25,182.86,181.04
182.61,183.57,183.57,181.76
183.33,183.66,184.34,183.08
183.97,184.27,184.61,183.23
184.84,182.97,184.97,182.97
182.85,181.39,183.23,180.32
181.61,179.80,181.84,178.96
178.60,179.09,180.86,178.13
180.89,179.52,181.74,178.76
179.39,181.38,181.65,179.31
181.94,183.27,183.58,181.73
182.96,181.26,183.21,180.37
180.41,182.35,182.93,179.56
182.43,180.59,182.74,180.10
179.67,178.95,181.30,178.72
177.74,177.70,178.52,176.47
177.77,180.42,180.56,177.54
181.40,180.66,181.58,179.37
180.26,179.28,180.37,178.34
176.74,176.42,177.36,176.08
176.98,175.97,177.46,175.42
175.49,177.25,177.72,175.29
176.68,178.86,179.09,176.58
179.60,179.89,180.45,179.35
181.81,182.58,182.58,180.15
181.75,177.33,181.94,177.11
177.57,177.23,178.33,176.27
174.68,174.72,176.64,174.42
174.47,172.29,174.76,172.15
173.10,172.83,174.11,172.58
172.37,171.31,172.68,171.13
171.58,172.01,172.71,170.83
171.10,169.34,171.41,169.05
169.60,169.01,170.57,168.28
170.56,172.10,172.63,170.49
170.59,169.52,171.66,168.88
169.41,169.28,170.47,167.76
170.49,169.15,170.50,168.80
168.66,170.52,171.08,168.66
171.65,173.81,174.08,171.28
173.05,173.07,174.68,172.97
170.93,172.98,173.22,169.44
173.29,171.71,173.78,171.34
171.81,172.43,173.03,170.72
172.95,175.11,175.18,172.77
175.83,176.51,177.02,174.79
176.84,177.45,178.34,176.73
177.86,180.55,180.76,177.53
181.00,180.69,181.10,179.64
180.72,181.75,182.00,179.91
183.37,183.71,183.97,182.95
181.52,182.29,182.42,180.83
180.45,178.56,181.00,178.12
177.89,177.80,179.28,177.61
178.74,178.40,180.54,178.17
178.93,176.03,179.86,175.71
176.67,177.14,177.25,175.69
176.64,174.78,176.73,173.70
176.11,178.23,178.35,176.05
178.37,177.94,178.44,177.04
178.59,179.60,180.35,178.15
179.36,179.98,180.32,178.74
178.00,178.67,179.85,177.59
178.24,177.36,178.64,177.10
176.51,172.50,176.55,172.30
172.56,171.73,174.50,171.60
169.34,171.31,172.33,168.47
173.08,170.31,173.61,168.53
169.22,165.21,170.60,165.00
165.23,165.89,165.91,161.12
163.29,155.90,163.44,155.90
157.79,153.35,158.11,149.96
148.06,140.98,150.24,140.78
144.32,149.79,150.00,139.80
146.64,144.84,150.12,144.60
145.54,152.49,154.39,145.24
153.66,153.29,154.65,151.69
154.71,157.30,157.42,154.60
155.12,155.20,156.82,153.60
156.40,154.51,157.15,153.13
149.63,145.93,149.87,144.68
143.84,143.35,148.11,143.11
147.13,143.54,147.23,142.58
143.96,149.12,149.32,142.75
148.61,151.26,151.68,147.93
152.69,148.10,153.25,147.49
147.18,151.90,152.44,145.11
153.93,157.84,158.00,153.83
156.86,158.53,159.60,156.02
159.58,159.04,161.77,157.78
159.45,156.61,160.86,156.20
152.85,151.53,154.39,150.93
146.10,150.60,150.92,146.10
153.21,156.07,156.29,152.76
154.81,154.04,156.86,153.46
152.56,149.85,153.60,148.64
147.56,150.64,150.67,147.02
151.67,152.71,153.45,150.23
153.79,155.53,157.44,151.11
157.32,157.58,157.87,155.04
157.85,157.12,158.69,155.97
154.07,155.18,156.32,152.73
155.75,153.29,157.31,153.19
153.10,147.87,153.82,147.85
143.14,142.54,145.33,140.52
141.94,144.35,144.65,141.66
145.60,147.08,147.36,142.25
150.09,149.73,153.00,148.80
150.26,145.01,150.59,144.56
147.72,146.11,148.15,142.69
143.57,142.13,145.38,141.95
140.97,135.39,143.00,135.32
134.29,141.02,141.20,132.94
141.28,144.01,144.68,139.32
143.57,147.46,147.67,142.91
148.35,145.24,148.66,144.56
148.23,150.54,150.54,147.72
149.10,150.75,151.59,148.87
151.72,152.48,154.36,151.55
151.44,152.77,153.40,149.96
154.59,155.48,155.91,153.36
154.58,151.03,154.86,150.73
151.50,155.08,155.95,149.41
154.43,152.57,155.61,152.02
153.11,153.26,153.48,149.69
155.09,156.49,156.83,154.51
157.00,160.97,161.37,156.94
160.19,157.15,160.19,156.91
159.43,159.14,159.97,155.36
164.37,166.06,167.39,162.63
165.43,165.41,166.38,164.55
163.59,161.40,164.25,161.31
155.79,156.32,158.93,153.68
158.53,159.43,160.31,157.21
161.40,163.14,163.73,158.39
161.63,163.56,163.88,160.26
163.68,163.26,164.28,160.24
164.30,165.08,165.21,161.21
160.79,157.79,161.18,157.50
159.95,158.58,160.09,157.13
160.56,162.20,163.09,160.15
161.45,160.54,162.04,159.71
160.12,162.18,163.00,159.14
160.56,159.99,163.22,159.70
159.60,156.98,160.15,156.22
157.61,156.62,157.72,155.81
154.21,153.49,154.46,151.89
153.27,152.74,154.06,151.65
151.08,148.51,151.21,148.27
147.77,147.81,149.74,147.68
152.59,153.16,154.04,151.77
153.59,153.28,154.41,152.56
158.66,161.01,161.06,158.24
160.35,159.91,162.02,159.81
161.67,160.31,162.80,160.17
163.26,162.64,164.20,161.57
162.57,162.26,163.08,161.20
161.06,161.76,162.46,158.94
160.56,157.53,161.03,157.17
158.08,161.28,161.71,157.90
159.35,158.57,159.39,157.00
160.00,155.53,160.41,154.46
154.38,153.22,154.93,152.69
155.02,154.26,155.10,153.18
154.83,155.22,157.24,154.53
156.31,152.66,156.83,152.34
155.64,157.91,158.29,155.61
157.28,158.20,158.68,155.72
158.74,159.80,160.37,158.58
160.35,160.76,160.80,159.61
160.22,161.02,161.88,159.95
161.09,158.40,161.20,158.20
158.89,160.45,160.68,158.57
160.25,159.49,160.97,159.32
163.09,161.28,163.77,160.77
160.52,160.84,161.50,159.71
160.05,162.08,162.41,158.45
161.86,161.93,163.01,160.71
162.70,162.83,163.19,161.34
164.71,165.06,165.35,164.43
164.46,165.40,165.64,164.27
165.85,165.72,165.94,163.95
164.46,164.95,165.02,163.28
166.30,165.14,166.83,164.88
165.34,167.90,168.00,164.81
168.61,169.25,169.65,168.09
169.24,169.13,169.35,168.54
169.20,169.14,170.51,167.90
168.20,169.78,169.85,167.55
169.66,171.53,171.85,168.71
172.61,170.40,172.72,169.63
169.64,171.44,171.67,169.61
169.93,170.42,171.00,168.67
171.65,170.00,171.79,169.40
171.51,173.51,173.71,171.33
173.84,173.90,174.67,173.34
176.09,176.63,176.90,175.56
175.81,176.47,176.63,175.59
176.09,176.66,177.08,175.24
177.00,177.04,177.77,175.74
177.64,177.27,177.70,175.62
175.50,175.33,176.08,174.65
177.24,177.21,177.67,175.72
176.45,177.13,177.17,175.87
178.08,176.58,178.33,175.93
176.79,179.34,179.46,176.71
180.14,179.21,180.28,178.81
179.53,178.42,179.82,177.63
178.21,177.73,178.97,177.12
177.79,179.16,179.32,176.74
179.41,179.21,180.14,178.94
177.93,179.24,180.05,176.76
179.42,179.02,180.02,178.00
179.21,177.67,180.03,177.43
178.43,179.35,180.04,178.36
179.06,177.85,179.63,177.13
177.54,177.21,177.64,176.27
175.34,173.80,175.50,173.31
174.21,175.53,175.72,173.90
176.74,177.54,177.92,175.63
177.58,179.26,180.07,177.54
179.27,178.61,179.58,178.05
179.66,182.10,182.10,179.21
181.82,180.71,182.22,180.20
180.77,182.38,182.59,180.27
182.02,181.74,182.30,181.44
181.52,182.35,183.35,181.26
181.11,181.01,181.45,180.29
181.31,180.81,181.79,180.30
179.28,178.97,179.75,177.67
179.10,180.14,180.30,177.62
181.78,182.84,182.84,181.53
182.77,182.09,183.11,182.02
181.96,181.13,182.38,179.47
179.96,180.86,181.29,178.81
181.99,180.71,182.05,180.16
180.47,181.77,182.80,179.88
181.28,182.18,182.55,180.66
180.43,179.72,180.78,178.76
179.26,178.99,179.95,178.65
176.28,176.80,177.12,175.71
176.31,172.64,176.81,172.34
174.23,174.62,175.02,172.54
174.59,177.74,178.10,174.59
177.16,175.54,177.36,175.35
176.41,175.62,176.98,174.38
176.81,178.42,179.38,176.76
177.54,177.93,178.46,177.26
177.85,177.25,179.54,176.10
178.05,177.48,178.99,177.46
175.28,175.76,175.81,173.74
175.85,176.20,176.95,175.27
178.11,179.24,179.48,177.91
179.00,180.99,181.42,178.87
181.58,181.75,182.21,180.04
181.74,180.20,181.84,179.94
180.50,181.14,183.16,179.80
179.86,181.47,181.80,179.46
181.10,178.49,181.36,177.94
177.34,175.70,177.53,175.02
175.32,176.38,176.72,175.29
175.17,176.05,176.17,172.78
174.06,175.37,176.17,172.89
176.71,175.53,176.80,174.89
174.20,175.58,177.14,174.11
173.77,173.61,174.90,172.81
173.42,172.94,174.57,172.29
173.33,171.41,174.39,171.29
171.28,166.79,171.44,166.74
167.06,164.71,167.98,164.59
165.17,168.53,168.62,164.43
168.99,169.04,170.39,167.99
167.39,170.01,170.26,166.41
170.21,170.64,170.83,168.62
170.73,170.29,171.08,169.77
171.61,172.45,172.85,170.68
170.74,169.01,170.90,168.72
168.97,168.57,169.57,166.49
165.37,163.34,165.95,163.27
163.67,162.51,164.10,160.69
161.58,164.56,164.74,161.53
165.88,168.10,168.20,165.65
170.35,167.33,170.54,167.19
167.24,168.72,168.95,166.02
170.36,165.55,170.59,165.28
166.16,167.22,167.31,164.92
166.73,164.98,167.45,164.33
165.17,166.05,166.73,164.55
166.08,167.25,167.69,165.65
166.26,168.61,168.90,165.76
169.64,170.37,171.24,169.25
170.58,170.25,171.40,169.22
170.27,165.79,170.49,165.50
166.57,166.54,167.03,165.49
164.32,163.55,164.42,162.73
164.13,164.65,165.25,162.82
165.25,166.29,166.52,164.63
164.75,166.79,166.79,164.07
170.22,171.30,171.52,169.46
172.33,172.49,172.63,170.97
172.62,174.47,174.60,172.50
174.43,174.50,175.04,173.19
172.78,172.49,172.99,171.54
172.31,171.88,172.44,171.00
173.07,169.96,173.22,169.25
170.12,169.45,170.66,168.41
168.25,168.84,169.65,166.79
169.49,171.51,171.72,169.41
171.15,170.46,171.23,169.50
171.41,171.49,171.73,168.94
171.08,172.65,173.29,170.89
173.38,172.74,173.70,172.19
171.40,171.14,172.20,170.93
168.20,168.85,169.34,167.01
169.27,166.37,169.27,165.42
167.03,166.72,167.78,165.88
169.36,169.20,169.99,167.82
170.20,172.72,173.45,169.65
172.85,172.28,173.52,171.69
172.02,171.26,172.78,171.06
171.82,169.46,172.37,169.43
167.91,168.65,169.88,167.38
171.31,171.91,172.60,171.06
172.28,172.81,173.53,172.14
173.98,174.59,175.47,173.73
173.81,174.73,175.05,173.81
174.60,175.06,175.60,174.40
174.33,175.09,175.26,173.83
175.01,174.83,175.30,173.37
175.69,174.56,175.76,174.08
174.46,175.79,175.79,174.22
175.67,177.33,177.53,175.31
177.49,178.10,178.19,177.10
177.78,177.57,178.07,176.75
178.17,177.78,179.24,177.31
177.56,177.41,177.97,176.58
177.18,176.24,177.21,175.72
176.01,176.70,177.20,175.46
177.65,176.65,177.65,176.29
176.46,177.40,177.74,176.15
177.48,177.52,178.00,176.78
176.52,176.22,176.91,175.38
177.61,177.33,177.75,175.35
177.17,179.00,179.47,175.85
179.11,178.71,179.35,178.20
179.86,182.21,182.66,179.73
182.52,183.16,183.69,182.24
182.84,182.42,183.38,182.27
182.37,182.54,183.12,182.14
183.21,183.49,183.49,182.41
183.60,185.31,185.83,182.54
186.00,187.35,187.88,185.74
186.56,185.50,186.86,185.11
185.00,184.22,185.05,183.81
184.53,184.67,185.09,183.92
183.72,183.40,183.72,182.54
184.22,182.74,184.64,182.74
182.26,182.73,183.37,182.04
183.44,179.94,183.60,179.78
180.11,178.57,180.30,177.86
179.26,180.68,181.02,178.74
179.83,179.92,180.69,178.99
180.91,178.97,180.94,177.95
179.63,179.90,180.11,178.96
180.30,179.86,180.72,178.94
180.38,181.53,181.72,179.67
182.26,181.53,183.05,181.02
180.53,180.71,181.39,180.27
180.64,179.11,180.97,178.72
179.19,178.23,179.23,177.75
179.45,179.13,180.17,178.80
178.97,177.66,179.24,177.32
178.28,179.32,179.32,177.19
179.85,181.17,181.17,179.76
181.12,182.51,182.89,180.89
182.26,182.37,182.83,181.54
181.65,179.59,181.81,179.19
179.61,179.48,180.02,178.31
177.59,178.18,178.74,176.07
178.96,177.68,179.26,177.40
178.73,178.07,179.29,176.65
178.13,177.56,178.67,176.30
177.67,178.25,178.60,176.88
178.76,182.68,182.84,177.97
183.36,179.99,183.42,179.94
179.92,181.10,181.20,179.38
181.67,182.69,183.09,181.30
180.71,178.90,180.87,177.91
178.65,176.37,179.14,176.37
175.56,176.80,178.10,175.54
177.27,176.54,177.38,176.25
175.72,176.49,177.61,175.38
176.55,173.20,176.85,172.82
172.86,172.52,173.87,171.53
172.66,173.76,173.92,171.55
175.49,177.29,177.29,175.29
176.74,177.89,178.02,176.53
178.03,178.40,178.56,177.50
179.19,180.55,180.66,179.15
179.89,180.41,180.67,179.29
180.16,180.01,180.97,179.76
179.22,181.18,181.26,177.94
182.32,182.42,182.60,181.21
182.87,182.35,182.87,181.73
183.63,182.03,183.65,181.50
181.94,181.91,182.51,181.05
182.52,182.30,182.98,180.91
182.24,182.67,183.11,182.01
183.33,182.91,183.46,182.26
182.99,184.05,184.11,182.77
184.92,184.84,185.34,184.30
185.45,184.55,185.77,184.25
184.67,183.37,185.06,182.92
183.05,183.00,183.67,182.74
183.33,184.66,184.73,183.16
184.95,187.20,187.42,184.66
187.45,186.89,187.82,186.75
187.19,188.05,188.23,186.63
184.77,186.49,186.49,184.48
185.30,185.44,185.87,184.98
185.98,184.02,185.98,183.91
184.35,183.85,184.60,182.00
182.93,182.73,183.96,182.48
182.41,185.71,185.82,182.08
190.09,190.86,190.86,188.61
190.60,190.72,191.76,190.15
191.38,192.05,192.24,190.51
191.38,191.52,191.84,191.00
191.34,191.01,191.80,190.37
191.65,192.18,192.31,191.49
193.20,192.58,193.28,191.50
192.67,192.28,192.75,191.63
192.08,192.65,193.07,192.01
191.67,193.59,193.72,191.61
193.31,193.12,193.57,192.70
193.85,194.78,195.17,193.74
194.83,195.19,195.37,194.22
195.32,196.82,196.83,195.21
196.76,196.80,197.17,196.46
197.00,197.76,198.51,196.84
198.78,199.64,199.64,197.73
199.90,199.34,199.99,198.37
199.28,199.24,199.40,198.43
199.40,198.02,199.44,197.83
198.01,198.86,199.25,197.89
199.69,200.48,200.82,199.24
199.39,198.66,200.17,198.03
199.48,199.86,200.36,199.06
199.40,200.97,200.97,199.29
200.95,200.64,201.23,199.29
201.02,201.90,201.90,200.90
201.81,201.40,201.83,200.92
201.39,202.37,202.50,201.38
202.52,202.90,203.14,202.00
202.40,203.43,203.59,202.30
203.50,203.13,203.79,202.65
203.39,204.44,204.49,203.30
204.42,200.78,204.54,200.78
200.80,199.02,201.26,198.10
200.03,201.48,201.48,199.73
201.99,196.88,202.06,196.88
197.66,198.12,198.50,196.36
198.23,201.00,201.63,198.04
200.72,200.51,202.23,200.51
199.43,200.23,200.58,197.70
199.77,200.75,200.79,198.85
201.71,203.42,203.63,201.71
203.83,203.78,204.40,203.29
203.84,204.29,204.59,203.74
205.54,206.11,206.20,204.15
205.73,206.32,206.32,205.32
206.07,206.25,206.53,205.35
206.37,206.89,207.16,205.81
207.40,208.49,208.49,207.18
207.38,207.64,207.94,206.94
205.76,206.64,207.78,205.62
207.32,206.36,207.67,204.67
207.60,208.50,208.61,207.07
206.89,206.68,208.23,205.97
207.39,207.37,207.60,206.81
207.76,206.78,208.63,205.81
207.70,208.16,208.21,206.92
206.81,208.55,208.65,206.08
208.58,209.72,210.08,208.34
209.64,207.64,209.98,207.02
208.70,206.78,208.97,206.34
207.36,203.50,207.43,203.03
203.74,204.70,204.84,203.44
201.91,204.55,204.67,201.43
204.97,206.11,206.24,203.76
206.48,206.17,207.02,205.29
206.69,209.02,209.19,206.67
208.93,209.82,210.58,208.81
209.24,208.95,209.62,207.87
207.92,202.40,208.13,201.91
203.94,205.50,205.76,203.28
203.99,202.35,204.07,200.87
202.75,201.00,202.99,200.29
202.47,204.31,204.31,201.38
204.20,204.76,205.17,201.81
205.78,206.83,207.07,204.86
206.87,207.69,207.79,206.46
208.20,208.53,209.61,207.83
208.23,207.68,208.72,206.92
208.38,209.19,209.64,208.05
209.30,210.97,211.11,208.61
210.35,207.24,210.49,207.16
208.14,209.44,209.57,207.71
211.49,211.94,213.07,210.74
212.08,213.18,213.34,211.82
213.56,214.86,215.00,213.17
214.41,216.27,216.27,214.40
215.96,215.22,216.21,214.89
215.66,216.69,216.69,215.21
216.19,216.18,216.78,215.47
216.36,218.71,218.79,216.36
218.06,219.54,219.93,218.03
219.17,218.37,220.18,218.13
219.31,220.72,220.76,219.17
220.24,220.92,221.57,220.24
220.90,221.15,221.80,220.39
221.35,217.40,222.97,216.46
214.99,217.16,217.38,214.49
216.06,216.52,216.52,214.48
219.16,217.89,220.06,216.89
216.62,216.03,217.07,214.43
216.71,217.95,218.32,216.48
216.78,215.80,218.85,215.61
215.85,215.07,216.23,213.10
215.22,213.67,216.44,212.50
213.03,210.58,213.49,210.55
210.71,213.33,213.33,210.27
214.48,215.28,215.55,212.74
216.12,215.45,216.15,214.09
213.14,212.64,214.82,211.68
214.16,210.83,214.45,210.37
210.48,214.69,214.99,210.22
214.56,213.82,215.41,213.24
215.44,215.13,215.78,214.01
215.12,217.04,217.19,215.12
216.35,213.43,216.98,213.43
