BDSI,BioDelivery Sciences International,NASDAQ
4.30,4.20,4.33,4.17
4.16,4.14,4.20,4.03
4.22,3.96,4.22,3.86
4.04,3.99,4.04,3.96
3.98,4.00,4.07,3.93
4.00,4.06,4.18,3.96
4.14,4.15,4.18,4.05
4.13,4.11,4.19,4.08
4.06,4.34,4.38,4.06
4.42,4.41,4.48,4.31
4.50,4.71,4.72,4.45
4.72,4.54,4.74,4.50
4.55,4.68,4.70,4.51
4.73,4.81,4.81,4.64
4.81,4.70,4.89,4.68
4.76,4.69,4.78,4.64
4.71,4.73,4.78,4.58
4.76,4.74,4.84,4.66
4.73,4.73,4.85,4.70
4.70,4.78,4.83,4.67
4.77,4.73,4.80,4.71
4.77,4.68,4.79,4.66
4.70,4.65,4.74,4.62
4.65,4.71,4.75,4.57
4.75,4.70,4.78,4.62
4.67,4.63,4.73,4.62
4.62,4.27,4.70,4.24
4.17,4.32,4.49,4.15
4.50,4.25,4.50,4.23
4.25,4.37,4.39,4.25
4.41,4.57,4.58,4.36
4.59,4.50,4.60,4.48
4.49,4.46,4.57,4.45
4.51,4.56,4.60,4.45
4.62,4.46,4.79,4.45
4.59,4.43,4.59,4.40
4.43,4.40,4.45,4.31
4.41,4.49,4.52,4.41
4.46,4.42,4.48,4.38
4.39,4.41,4.44,4.37
4.40,4.40,4.48,4.36
4.44,4.53,4.55,4.44
4.50,4.52,4.59,4.49
4.54,4.58,4.60,4.54
4.60,4.57,4.60,4.48
4.56,4.63,4.68,4.51
4.55,4.60,4.65,4.55
4.61,4.66,4.66,4.51
4.64,5.02,5.04,4.58
5.01,5.24,5.25,4.95
5.25,5.25,5.25,5.05
5.24,5.41,5.55,5.15
5.43,5.30,5.51,5.26
5.32,5.08,5.32,5.03
5.07,5.23,5.26,4.96
5.25,5.27,5.33,5.14
5.24,5.29,5.40,5.24
5.25,5.22,5.30,5.12
5.24,5.22,5.24,5.05
5.25,5.24,5.30,5.16
5.21,5.41,5.44,5.20
5.41,5.45,5.52,5.30
5.45,5.40,5.48,5.30
5.41,5.48,5.54,5.35
5.47,5.49,5.52,5.39
5.47,5.41,5.49,5.38
5.40,5.41,5.42,5.35
5.41,5.41,5.44,5.34
5.36,5.40,5.50,5.14
5.32,5.43,5.43,5.27
5.44,5.82,5.87,5.39
5.75,5.83,5.92,5.70
5.78,5.64,5.84,5.59
5.67,5.60,5.70,5.50
5.53,5.57,5.72,5.52
5.53,5.16,5.55,5.10
5.40,4.97,5.40,4.92
4.97,5.00,5.08,4.96
5.00,5.15,5.21,4.95
5.10,5.28,5.28,5.08
5.30,5.30,5.35,5.25
5.36,5.46,5.49,5.27
5.44,5.63,5.65,5.41
5.70,5.62,5.70,5.44
5.54,5.38,5.66,5.31
5.40,5.29,5.62,5.19
5.27,5.25,5.33,5.24
5.26,5.25,5.33,5.24
5.31,5.22,5.41,5.17
5.20,5.17,5.28,5.10
5.18,5.14,5.23,5.10
5.16,5.14,5.27,5.10
5.14,5.25,5.39,5.01
5.22,5.11,5.26,5.06
5.13,5.20,5.27,5.08
5.18,5.22,5.34,5.15
5.28,4.82,5.28,4.73
4.93,4.91,4.99,4.80
4.89,4.95,5.04,4.87
4.90,4.80,4.96,4.77
4.77,4.64,4.84,4.44
4.53,4.40,4.66,4.33
4.35,4.47,4.49,4.16
4.46,4.44,4.68,4.40
4.45,4.29,4.51,4.25
4.29,4.24,4.34,4.21
4.21,4.28,4.31,4.21
4.30,4.46,4.48,4.29
4.48,4.63,4.68,4.46
4.64,4.66,4.82,4.62
4.69,4.81,4.85,4.64
4.80,4.79,4.86,4.76
4.83,4.80,4.83,4.77
4.83,4.95,5.00,4.83
4.96,5.49,5.50,4.92
5.46,5.30,5.51,5.27
5.32,5.24,5.41,5.16
5.32,5.19,5.32,5.15
5.19,5.05,5.22,5.00
5.03,4.99,5.14,4.94
5.01,4.92,5.08,4.89
4.95,4.85,4.95,4.82
4.85,4.85,4.92,4.80
4.89,4.94,5.05,4.89
4.95,5.08,5.34,4.95
5.05,5.28,5.32,5.05
5.27,5.47,5.49,5.21
5.50,5.72,5.95,5.47
5.73,5.91,6.09,5.51
5.92,5.94,6.02,5.84
5.98,5.90,6.07,5.83
5.94,5.98,6.07,5.82
5.97,5.93,6.05,5.87
5.94,5.89,5.97,5.87
5.82,5.78,5.93,5.70
5.76,5.81,5.85,5.69
5.84,5.78,5.89,5.69
5.81,5.75,5.94,5.72
5.73,5.80,5.89,5.65
5.79,5.95,6.03,5.79
6.24,6.20,6.29,6.06
6.13,5.87,6.15,5.80
5.88,5.92,6.04,5.76
5.97,5.97,6.03,5.75
5.93,6.01,6.07,5.89
5.99,6.47,6.50,5.99
6.66,6.49,6.75,6.40
6.45,6.39,6.64,6.29
6.34,6.25,6.41,6.21
8.95,9.41,9.49,8.18
9.11,8.13,9.23,7.93
8.18,8.06,8.65,8.00
7.92,7.82,8.00,7.50
7.87,8.04,8.28,7.84
7.93,7.85,7.96,7.75
7.85,7.75,7.85,7.43
7.82,7.73,7.91,7.69
7.72,7.94,7.96,7.53
7.93,8.37,8.47,7.79
8.40,8.26,8.47,8.07
8.46,8.96,9.50,8.34
8.98,8.86,9.06,8.76
8.83,8.87,9.00,8.72
9.02,8.92,9.03,8.89
8.92,8.79,9.00,8.74
8.84,9.17,9.36,8.80
9.19,8.90,9.36,8.89
8.87,9.02,9.11,8.73
9.01,8.87,9.09,8.85
8.90,8.90,9.04,8.80
8.92,8.89,8.98,8.58
8.87,8.69,8.98,8.64
8.66,9.32,9.34,8.66
9.58,9.37,9.92,9.14
9.06,9.12,9.37,8.95
9.25,9.53,9.70,9.25
9.51,9.60,9.78,9.25
9.64,9.43,9.90,9.25
9.51,9.32,9.51,9.21
9.34,9.94,9.94,9.34
10.20,9.45,10.20,9.43
9.45,9.51,9.61,8.92
9.54,9.01,9.57,8.86
8.85,8.88,9.02,8.71
8.91,8.87,9.25,8.80
8.97,9.04,9.21,8.91
9.05,9.03,9.17,8.75
9.05,8.88,9.19,8.74
8.89,8.63,9.07,8.41
8.59,8.15,8.63,8.03
8.33,8.10,8.84,7.87
8.14,7.95,8.24,7.90
7.97,8.05,8.49,7.90
8.00,8.02,8.38,7.85
8.08,8.44,8.48,8.03
8.32,8.63,8.87,8.32
8.68,8.58,8.73,8.38
8.55,8.14,8.66,8.04
8.16,8.06,8.24,7.82
8.03,7.92,8.15,7.82
7.98,7.78,8.06,7.65
7.85,7.91,7.98,7.80
7.94,7.43,7.94,7.28
7.40,7.33,7.56,7.13
7.38,7.18,7.45,6.94
7.18,7.13,7.26,6.71
7.21,7.40,7.43,7.08
7.39,7.42,7.56,7.27
7.47,7.74,7.74,7.40
8.07,8.47,8.64,8.07
8.43,8.66,8.71,8.35
8.82,8.66,8.84,8.37
8.62,8.41,8.73,8.20
8.45,8.49,8.72,8.12
8.55,8.85,8.95,8.45
8.80,8.91,8.92,8.54
8.89,9.20,9.42,8.77
9.27,9.14,9.31,9.03
9.08,9.41,9.64,9.02
9.50,9.18,9.65,9.16
9.25,8.96,9.52,8.78
8.95,8.40,9.00,8.33
8.22,8.36,8.47,7.94
8.40,8.59,8.84,8.36
8.57,8.40,8.73,8.38
8.38,8.43,8.68,8.33
8.67,8.47,8.78,8.21
8.52,8.69,8.74,8.37
8.65,9.08,9.21,8.57
9.01,8.96,9.07,8.64
9.00,8.77,9.05,8.70
8.87,8.78,9.00,8.55
8.80,9.33,9.47,8.75
9.46,9.66,9.80,9.40
9.70,9.93,10.08,9.65
10.03,9.88,10.09,9.66
9.95,9.57,10.00,9.52
9.57,9.96,9.98,9.51
9.89,9.78,9.97,9.63
9.75,9.49,9.79,9.49
9.55,9.67,9.94,9.34
9.98,10.00,10.04,9.53
10.29,9.85,10.35,9.57
9.82,10.00,10.08,9.51
9.86,11.41,11.48,9.75
11.99,12.29,12.56,11.49
12.27,12.36,12.53,12.00
12.38,12.26,12.73,12.07
12.21,12.48,12.66,12.04
12.54,12.50,12.81,12.42
12.50,12.45,12.63,12.11
12.52,12.40,12.52,12.17
12.49,12.15,12.58,12.04
12.19,11.76,12.34,11.72
11.68,12.05,12.25,11.66
12.22,12.05,12.22,11.95
11.96,12.01,12.15,11.90
12.18,12.07,12.29,11.87
12.16,12.05,12.23,11.94
12.05,11.82,12.19,11.80
11.87,11.99,12.13,11.76
14.09,13.06,14.38,12.76
13.00,12.85,13.28,12.47
12.90,13.94,14.18,12.66
13.27,13.44,13.74,13.15
13.75,14.02,14.10,13.42
14.20,14.24,14.36,13.84
14.22,13.43,14.44,13.20
13.48,13.00,13.77,12.91
12.87,12.49,13.02,12.33
12.33,12.82,13.00,12.33
12.68,12.59,12.84,12.43
12.68,12.75,12.95,12.65
12.85,12.48,12.97,12.46
12.50,12.61,12.73,12.35
12.50,12.81,12.91,12.36
12.79,12.55,12.93,12.42
12.55,13.05,13.16,12.45
13.14,13.42,13.54,13.00
13.30,12.75,13.31,12.53
12.45,12.54,12.92,12.28
12.58,12.52,12.70,12.41
12.49,12.63,12.79,12.44
12.90,13.02,13.45,12.75
13.06,12.53,13.22,12.42
12.34,13.48,13.65,12.29
13.61,13.28,13.62,13.19
13.26,12.93,13.54,12.83
12.96,13.20,13.24,12.84
13.24,13.43,13.50,13.15
13.56,13.25,13.59,12.90
13.37,13.39,13.44,13.09
13.45,14.01,14.17,13.45
14.00,13.89,14.04,13.62
13.93,13.46,14.05,13.14
13.62,13.82,14.00,13.40
13.88,14.25,14.44,13.75
14.33,14.66,14.95,14.17
15.00,15.48,15.70,14.86
15.51,15.67,16.15,15.40
15.77,16.00,16.07,15.45
16.64,16.65,16.71,16.25
16.65,16.07,16.82,15.73
16.06,14.99,16.10,14.76
15.35,16.33,16.38,15.30
16.75,17.98,18.10,16.59
18.19,17.14,18.22,16.88
17.11,17.55,17.79,17.00
17.39,17.86,17.87,17.09
17.80,18.15,18.48,17.67
18.15,16.83,18.28,16.66
16.69,17.23,17.25,16.34
17.28,17.26,17.47,16.97
17.34,17.35,17.48,16.96
17.49,17.02,17.50,16.68
16.66,16.66,16.93,16.37
16.60,16.51,16.87,16.37
16.54,17.08,17.16,16.49
17.07,16.51,17.22,16.37
16.66,17.41,17.49,16.44
17.23,17.60,17.94,17.02
17.64,17.09,17.69,17.04
17.04,16.26,17.09,16.06
16.12,16.69,16.80,15.63
16.91,17.13,17.48,16.66
17.51,16.86,17.71,16.85
16.72,17.49,18.09,16.63
17.47,17.90,17.95,16.87
17.89,17.03,17.93,16.88
16.27,15.39,16.84,15.31
15.33,14.81,15.54,14.58
14.63,14.37,15.18,14.14
14.08,15.11,15.14,13.80
14.83,15.72,16.09,14.65
16.19,15.95,16.30,15.76
15.92,16.74,16.90,15.92
16.96,16.35,17.07,16.16
16.41,15.90,16.52,15.60
16.11,16.38,16.73,15.93
16.36,16.62,16.62,16.30
16.54,16.84,17.07,16.22
16.98,17.17,17.24,16.75
17.18,17.38,17.66,17.13
17.33,17.79,18.09,17.26
18.25,17.40,18.33,17.39
17.36,17.65,17.99,17.32
17.61,17.37,17.75,16.98
17.52,16.30,17.61,16.08
16.29,15.84,16.40,15.19
15.73,15.50,15.80,15.11
15.43,16.20,16.41,15.25
16.14,16.42,16.57,15.88
16.29,15.95,16.51,15.77
15.94,15.33,16.09,15.20
15.29,14.47,15.29,14.32
14.48,14.44,15.08,14.43
14.47,14.82,14.90,14.47
14.82,14.71,14.97,14.55
14.66,14.46,14.76,14.33
14.73,14.29,15.00,14.24
14.35,14.79,14.82,14.30
14.83,14.95,15.28,14.67
14.98,15.80,15.94,14.95
15.75,15.35,15.84,15.11
15.45,14.66,15.45,14.51
14.70,14.90,15.29,14.59
14.94,14.64,14.94,14.45
14.64,14.66,14.89,14.47
14.71,14.70,14.87,14.51
14.70,14.59,15.27,14.54
14.35,15.05,15.15,14.01
15.03,14.49,15.35,14.35
14.58,14.68,15.00,14.40
14.41,13.82,14.66,13.13
13.95,12.30,14.09,11.48
11.80,12.65,13.38,11.80
12.73,13.96,13.97,12.61
14.14,13.06,14.58,13.00
13.33,13.82,14.06,13.22
13.82,13.43,13.93,13.12
13.50,11.99,13.50,11.94
12.10,12.65,13.04,12.10
12.65,11.97,12.71,11.86
11.93,12.10,12.11,11.75
12.08,12.42,12.48,11.99
12.48,12.02,12.50,11.97
12.15,12.24,12.43,11.97
12.18,12.13,12.36,11.97
12.15,12.02,12.22,11.78
12.09,12.28,12.36,12.09
12.43,12.43,12.92,12.33
12.48,12.57,12.93,12.21
12.60,12.72,12.93,12.21
12.87,12.47,13.24,12.12
12.12,12.25,12.70,12.03
12.29,11.75,12.49,11.50
11.79,12.34,12.47,11.49
12.31,12.14,12.49,11.93
12.06,12.02,12.48,11.96
12.10,12.61,12.70,11.60
12.61,12.71,12.89,12.30
12.69,13.40,13.54,12.62
13.31,13.89,14.23,13.21
14.00,13.20,14.16,13.13
13.27,13.63,13.70,13.00
13.49,13.10,13.85,13.01
13.11,13.10,13.16,12.58
13.14,13.67,13.79,12.75
13.52,13.15,13.61,13.08
13.25,13.36,13.64,13.20
13.21,12.83,13.35,12.62
12.79,12.82,13.19,12.65
13.01,12.99,13.25,12.75
12.99,13.84,13.90,12.80
14.02,13.99,14.17,13.51
14.02,14.92,14.99,13.86
14.89,14.29,14.92,14.17
14.27,14.57,14.80,14.07
14.53,14.44,14.61,14.08
14.50,14.41,14.55,14.15
14.62,14.63,14.80,14.26
14.68,14.74,14.80,14.32
14.65,13.91,14.75,13.90
14.00,14.71,14.75,13.88
14.73,15.00,15.07,14.42
15.13,15.32,15.50,14.91
15.23,15.07,15.34,14.84
14.90,15.16,15.19,14.81
15.07,14.98,15.20,14.80
14.64,14.84,15.04,14.64
14.98,14.99,15.19,14.69
14.84,14.86,15.02,14.62
14.93,14.74,14.97,14.42
14.92,14.90,15.01,14.68
14.86,14.77,14.87,14.41
15.00,14.60,15.00,14.41
13.57,14.53,14.59,13.54
14.54,14.90,15.11,14.38
15.00,15.22,15.50,14.87
15.20,14.97,15.37,14.86
14.75,14.79,15.49,14.52
14.82,14.90,15.02,14.62
14.88,13.99,14.88,13.91
13.78,13.75,13.99,12.96
13.74,13.89,14.11,13.65
9.51,10.51,10.90,9.32
10.42,10.50,10.66,10.14
10.41,10.11,10.58,9.82
10.15,10.03,10.37,9.94
9.95,10.44,10.54,9.92
10.46,9.93,10.46,9.83
9.97,9.89,10.28,9.86
9.85,9.48,9.92,9.34
9.48,9.50,9.78,9.43
9.53,9.64,9.96,9.53
9.71,9.39,9.80,9.18
9.40,9.35,9.40,8.88
9.42,10.02,10.22,9.30
9.93,9.46,9.94,9.31
9.49,9.20,9.53,9.16
9.29,9.14,9.31,9.02
9.34,9.26,9.52,9.08
9.20,9.21,9.37,9.06
9.22,9.26,9.34,9.06
9.23,8.87,9.36,8.82
8.80,8.61,8.94,8.43
8.52,8.67,9.00,8.50
8.59,8.06,8.69,7.90
8.08,8.22,8.34,7.96
8.16,8.12,8.35,8.02
8.06,7.90,8.15,7.86
7.91,7.60,7.98,7.53
7.69,7.79,7.91,7.60
7.87,7.74,8.03,7.71
7.82,7.64,8.08,7.62
7.51,7.75,7.75,7.28
7.79,8.34,8.42,7.79
8.39,8.72,8.76,8.17
8.77,8.77,8.95,8.64
8.75,8.52,8.78,8.37
8.51,8.50,8.83,8.42
8.51,8.23,8.56,8.16
8.23,8.49,8.56,8.23
8.49,8.10,8.53,7.81
8.04,7.93,8.05,7.70
7.97,7.95,8.02,7.77
7.94,8.36,8.45,7.72
8.31,8.52,8.61,8.23
8.01,8.08,8.32,7.60
8.05,7.86,8.17,7.79
7.89,8.31,8.39,7.70
8.29,8.54,8.66,8.23
8.54,8.40,8.64,8.35
8.38,8.59,8.66,8.38
8.60,8.29,8.67,8.20
8.38,8.15,8.47,8.04
8.15,8.25,8.40,8.10
8.20,8.17,8.34,8.12
8.12,8.04,8.23,7.93
8.02,8.16,8.22,7.87
8.16,8.23,8.36,8.07
8.26,8.42,8.57,8.24
8.42,8.54,8.69,8.32
8.58,8.46,8.75,8.40
8.49,8.75,8.80,8.44
8.75,8.43,8.80,8.43
8.47,8.04,8.47,7.94
8.03,7.69,8.03,7.64
7.63,7.26,7.64,7.21
7.31,7.96,8.01,7.17
8.06,7.92,8.15,7.76
7.97,7.79,8.04,7.76
7.69,8.00,8.02,7.49
8.04,8.05,8.09,7.69
7.95,8.22,8.22,7.75
8.36,8.49,8.60,8.14
8.57,8.64,8.68,8.38
8.69,8.57,8.86,8.56
8.51,9.03,9.06,8.50
9.00,9.05,9.24,8.88
9.12,9.31,9.56,9.05
9.30,9.64,9.91,9.28
9.63,9.40,9.84,9.36
9.37,9.22,9.42,9.07
9.12,9.20,9.35,9.06
9.25,9.15,9.32,8.98
9.17,8.89,9.32,8.73
8.84,8.70,8.91,8.56
8.75,8.50,8.99,8.46
8.49,7.88,8.56,7.86
7.83,7.65,8.02,7.49
7.74,8.15,8.27,7.59
8.08,7.78,8.29,7.63
7.81,7.64,7.94,7.55
7.67,7.81,7.86,7.32
7.84,7.35,7.85,7.31
7.35,6.96,7.47,6.88
6.37,7.05,7.57,6.37
7.01,6.82,7.04,6.70
6.91,7.31,7.59,6.65
7.50,6.89,7.56,6.80
6.85,6.61,6.98,6.46
6.55,6.75,6.79,6.30
6.76,6.74,6.83,6.61
6.69,6.56,6.80,6.44
6.48,6.36,6.55,6.26
6.30,6.52,6.81,6.30
6.20,6.21,6.24,5.89
6.53,6.22,6.53,6.21
6.32,6.44,6.47,6.13
6.55,6.64,6.78,6.47
6.59,6.87,6.96,6.55
6.85,6.75,7.05,6.60
7.00,6.44,7.00,6.36
6.50,6.40,6.52,6.12
6.39,6.23,6.54,6.17
6.25,6.37,6.47,6.15
6.47,6.66,6.76,6.44
7.00,6.67,7.00,6.46
6.70,7.09,7.12,6.64
6.95,7.03,7.24,6.67
7.03,6.87,7.05,6.74
7.05,6.96,7.17,6.89
6.94,6.96,7.09,6.81
7.00,7.34,7.36,6.94
7.25,7.59,7.73,7.25
7.69,7.48,7.79,7.45
7.36,6.96,7.45,6.87
6.96,6.61,7.03,6.51
6.51,6.63,6.68,6.37
6.80,6.06,6.83,5.94
6.03,5.33,6.19,5.18
5.32,5.41,5.45,4.66
5.55,5.56,5.83,5.51
5.54,5.41,5.59,5.14
5.38,5.90,5.94,5.25
5.96,6.13,6.17,5.84
6.24,6.23,6.28,5.98
6.35,6.59,6.65,6.16
6.55,6.52,6.59,6.22
6.55,6.74,6.91,6.43
6.82,6.31,6.83,6.15
6.24,6.08,6.37,6.07
6.00,6.08,6.35,5.66
6.33,6.50,6.57,6.15
6.52,6.80,6.96,6.41
6.70,6.82,7.04,6.55
6.94,6.49,7.00,6.41
6.58,5.85,6.67,5.77
5.85,5.18,5.97,5.14
5.30,5.28,5.51,5.13
6.08,5.72,6.38,5.56
5.70,5.34,5.77,4.91
5.45,5.68,5.81,5.36
5.64,5.47,5.84,5.39
5.43,5.38,5.54,5.26
5.40,5.51,5.60,5.37
5.50,5.92,6.04,5.50
6.22,6.14,6.25,6.00
6.19,5.95,6.24,5.92
5.97,6.04,6.11,5.61
5.59,5.79,6.06,5.52
5.63,5.91,5.97,5.58
5.88,5.80,5.95,5.74
5.55,5.42,5.82,5.37
5.35,5.54,5.64,5.28
5.53,5.64,5.68,5.40
5.70,5.50,5.94,5.50
5.60,5.72,5.76,5.52
5.68,5.70,5.80,5.61
5.74,5.85,5.96,5.73
5.73,6.10,6.16,5.73
5.70,5.95,6.24,5.69
5.76,5.91,6.00,5.75
5.90,6.03,6.12,5.83
6.02,6.13,6.40,5.94
6.20,6.06,6.23,5.82
6.03,6.09,6.18,5.96
6.09,5.90,6.22,5.75
5.88,5.66,5.92,5.62
5.62,5.29,5.65,5.27
5.25,5.18,5.53,5.15
5.14,5.17,5.33,5.01
5.15,5.26,5.37,5.09
5.15,5.16,5.28,4.92
5.11,4.98,5.12,4.89
5.01,4.85,5.13,4.64
5.01,5.28,5.29,4.81
5.32,5.13,5.48,5.13
5.15,4.87,5.21,4.70
4.86,4.84,5.00,4.77
4.88,4.75,4.97,4.75
4.80,4.82,4.95,4.74
4.85,4.89,4.93,4.80
4.86,5.11,5.27,4.84
5.11,4.93,5.22,4.86
4.90,4.77,4.99,4.74
4.73,4.79,4.84,4.70
4.71,4.53,4.90,4.40
4.53,4.89,4.90,4.50
4.78,4.51,4.82,4.48
4.39,4.41,4.48,4.27
4.47,4.23,4.58,4.21
4.32,3.88,4.36,3.74
3.94,3.88,4.04,3.77
3.91,3.59,3.96,3.54
3.63,3.79,3.86,3.40
3.60,3.58,3.81,3.50
3.63,3.35,3.68,3.33
3.26,3.20,3.37,3.04
3.19,3.74,3.79,3.14
3.85,3.94,4.05,3.76
3.90,3.98,4.06,3.80
4.01,4.03,4.16,3.83
4.03,4.03,4.10,3.90
4.08,3.83,4.17,3.72
3.82,4.05,4.16,3.81
4.03,4.11,4.16,3.91
4.09,3.97,4.14,3.95
3.98,3.82,4.00,3.64
3.81,3.97,4.19,3.80
3.96,3.73,4.02,3.72
3.70,3.72,3.79,3.42
3.62,3.57,3.70,3.35
3.60,3.49,3.67,3.43
3.40,3.53,3.66,3.33
3.58,3.55,3.62,3.40
3.59,3.89,3.90,3.57
3.92,4.14,4.20,3.92
4.12,4.22,4.26,4.04
4.21,3.96,4.25,3.92
4.00,4.03,4.18,3.98
4.04,4.18,4.24,4.02
4.10,4.16,4.21,3.94
4.18,4.10,4.25,4.01
4.12,3.80,4.12,3.69
3.81,3.88,3.97,3.80
3.91,3.78,3.97,3.73
3.79,4.09,4.10,3.76
4.08,3.97,4.19,3.94
3.98,4.09,4.24,3.87
4.08,4.32,4.37,4.00
4.32,3.94,4.39,3.87
3.94,3.70,4.13,3.67
3.70,3.40,3.75,3.36
3.18,3.00,3.36,2.90
3.02,3.00,3.10,2.97
3.00,2.78,3.03,2.76
2.79,2.60,2.91,2.58
2.65,2.71,2.72,2.53
2.81,2.79,2.98,2.73
2.80,2.78,2.88,2.77
2.78,2.89,2.92,2.70
2.96,2.85,3.13,2.84
2.86,2.97,3.04,2.74
2.98,2.81,3.05,2.75
2.83,3.10,3.10,2.79
3.08,3.35,3.47,3.08
3.37,3.23,3.44,3.22
3.18,3.33,3.35,3.10
3.36,3.54,3.65,3.36
3.50,3.64,3.71,3.45
3.66,3.86,3.90,3.63
3.72,3.72,4.00,3.51
3.80,3.75,3.84,3.64
3.76,3.61,3.82,3.56
3.61,3.54,3.66,3.46
3.58,3.54,3.60,3.44
3.56,3.61,3.63,3.48
3.57,3.49,3.63,3.44
3.45,3.55,3.61,3.43
3.58,3.62,3.70,3.50
3.65,3.57,3.88,3.55
3.54,3.69,3.73,3.54
3.69,3.71,3.76,3.66
3.77,3.74,3.78,3.66
3.74,3.71,3.78,3.62
3.68,3.62,3.74,3.61
3.62,3.53,3.70,3.50
3.50,3.38,3.57,3.34
3.38,3.11,3.38,3.00
3.08,2.99,3.10,2.99
3.02,2.90,3.04,2.85
2.95,2.70,2.95,2.65
2.66,2.30,2.66,2.29
2.33,2.34,2.50,2.29
2.24,2.18,2.29,1.91
2.07,2.18,2.24,2.02
2.21,2.06,2.22,2.01
2.05,2.02,2.12,1.99
2.06,2.04,2.18,1.96
2.03,2.01,2.16,2.00
1.99,2.03,2.10,1.99
2.01,1.97,2.07,1.95
2.01,1.95,2.02,1.93
1.94,2.01,2.02,1.86
2.02,2.00,2.05,1.94
2.01,2.10,2.17,2.01
2.10,2.09,2.18,2.03
2.06,2.11,2.15,2.06
2.13,2.25,2.38,2.12
2.25,2.20,2.34,2.12
2.20,2.17,2.31,2.14
2.18,2.31,2.39,2.09
2.34,2.42,2.61,2.28
2.44,2.59,2.78,2.44
2.61,2.92,2.96,2.51
2.94,2.85,2.99,2.83
2.80,2.67,2.80,2.60
2.63,2.59,2.66,2.55
2.54,2.45,2.66,2.44
2.45,2.34,2.47,2.32
2.31,2.39,2.42,2.22
2.38,2.39,2.55,2.35
2.52,2.36,2.54,2.23
2.36,2.44,2.45,2.29
2.43,2.33,2.45,2.28
2.37,2.39,2.41,2.27
2.23,2.27,2.34,2.19
2.23,2.27,2.31,2.16
2.26,2.35,2.48,2.26
2.35,2.43,2.47,2.28
2.46,2.36,2.47,2.26
2.36,2.40,2.47,2.31
2.38,2.35,2.41,2.25
2.33,2.44,2.81,2.24
2.44,2.51,2.60,2.44
2.55,2.58,2.62,2.46
2.59,2.51,2.68,2.50
2.73,2.81,3.10,2.62
2.86,2.59,2.88,2.54
2.61,2.58,2.63,2.48
2.59,2.62,2.64,2.53
2.60,2.51,2.62,2.48
2.52,2.35,2.56,2.34
2.34,2.48,2.55,2.33
2.49,2.40,2.54,2.35
2.40,2.39,2.48,2.35
2.39,2.33,2.44,2.26
2.32,2.33,2.42,2.28
2.35,2.29,2.42,2.28
2.34,2.35,2.39,2.23
2.33,2.55,2.60,2.29
2.54,2.41,2.57,2.36
2.41,2.37,2.45,2.32
2.36,2.47,2.49,2.33
2.47,2.45,2.53,2.39
2.46,2.47,2.51,2.42
2.47,2.39,2.55,2.38
2.47,2.50,2.55,2.40
2.52,2.46,2.52,2.40
2.47,2.65,2.74,2.45
2.75,2.82,2.89,2.64
2.91,2.88,2.92,2.79
2.90,2.85,2.91,2.80
2.83,2.77,2.84,2.75
2.78,2.80,2.85,2.76
2.79,2.88,2.91,2.75
2.86,2.80,2.88,2.75
2.80,2.84,2.87,2.79
2.83,2.51,2.86,2.51
2.52,2.47,2.62,2.40
2.47,2.44,2.54,2.40
2.47,2.47,2.53,2.38
2.49,2.43,2.54,2.41
2.43,2.44,2.47,2.41
2.44,2.45,2.46,2.35
2.45,2.43,2.49,2.38
2.40,2.51,2.55,2.40
2.53,2.52,2.55,2.45
2.53,2.64,2.65,2.47
2.61,2.51,2.61,2.50
2.50,2.58,2.60,2.50
2.54,2.45,2.58,2.40
2.45,2.42,2.55,2.40
2.42,2.36,2.42,2.33
2.31,2.38,2.40,2.31
2.43,2.44,2.54,2.38
2.43,2.39,2.48,2.36
2.40,2.43,2.45,2.35
2.47,2.45,2.51,2.40
2.55,2.70,2.82,2.55
2.70,2.72,2.77,2.67
2.75,2.83,2.86,2.73
2.86,2.94,3.00,2.85
2.93,2.73,2.95,2.63
2.76,2.70,2.80,2.61
2.70,2.64,2.70,2.63
2.63,2.47,2.65,2.46
2.49,2.48,2.54,2.46
2.45,2.39,2.53,2.38
2.38,2.39,2.55,2.35
2.43,2.39,2.48,2.36
2.38,2.34,2.38,2.28
2.35,2.28,2.35,2.28
2.29,2.36,2.38,2.25
2.38,2.38,2.39,2.36
2.38,2.35,2.38,2.26
2.37,2.45,2.46,2.33
2.46,2.45,2.47,2.41
2.46,2.45,2.49,2.39
2.48,2.47,2.51,2.39
2.50,2.48,2.53,2.42
2.48,2.44,2.53,2.43
2.44,2.43,2.47,2.38
2.46,2.43,2.51,2.42
2.45,2.40,2.45,2.39
2.40,2.30,2.45,2.25
2.30,2.25,2.40,2.10
2.25,2.05,2.30,2.00
2.05,2.00,2.10,2.00
2.00,1.95,2.00,1.95
2.10,2.00,2.10,1.95
1.95,1.95,2.08,1.91
1.90,1.90,2.05,1.75
1.95,1.90,1.95,1.70
1.95,2.00,2.35,1.85
2.10,1.90,2.15,1.85
1.95,1.90,1.95,1.85
1.85,1.90,1.90,1.82
1.95,1.90,1.95,1.82
1.85,1.85,1.88,1.75
1.85,1.80,1.90,1.80
1.85,1.70,1.85,1.70
1.65,1.75,1.75,1.50
1.72,1.75,1.85,1.60
1.80,1.70,1.80,1.65
1.65,1.65,1.70,1.60
1.70,1.70,1.75,1.60
1.65,1.75,1.80,1.60
1.80,1.85,2.00,1.75
1.95,1.90,1.96,1.85
1.90,1.75,1.90,1.70
