ROSG,Rosetta Genomics Ltd. - ordinary shares,NASDAQ
3.86,3.80,3.89,3.70
3.74,3.70,3.83,3.65
3.70,3.57,3.71,3.51
3.53,3.38,3.54,3.30
3.36,3.48,3.56,3.27
3.58,3.40,3.58,3.35
3.45,3.47,3.57,3.40
3.42,3.39,3.44,3.35
3.40,3.50,3.52,3.39
3.47,3.54,3.68,3.45
3.49,3.57,3.68,3.45
3.60,3.58,3.67,3.55
3.57,3.63,3.83,3.55
3.63,3.68,3.90,3.55
3.64,3.62,3.66,3.50
3.63,3.63,3.73,3.54
3.64,3.56,3.69,3.55
3.53,3.58,3.68,3.53
3.60,3.60,3.66,3.56
3.65,3.57,3.67,3.57
3.59,3.63,3.63,3.51
3.59,3.64,3.64,3.56
3.60,3.58,3.67,3.56
3.62,3.60,3.73,3.57
3.61,3.59,3.70,3.58
3.61,3.63,3.66,3.55
3.63,3.63,3.63,3.58
3.62,3.60,3.62,3.53
3.55,3.46,3.62,3.43
3.48,3.49,3.55,3.43
3.50,3.48,3.51,3.40
3.44,3.35,3.52,3.31
3.39,3.41,3.52,3.34
3.44,3.45,3.69,3.38
3.45,3.42,3.61,3.42
3.42,3.45,3.56,3.41
3.45,3.39,3.46,3.36
3.35,3.40,3.55,3.35
3.42,3.38,3.42,3.35
3.35,3.33,3.40,3.33
3.32,3.35,3.39,3.19
3.35,3.34,3.40,3.30
3.32,3.31,3.37,3.24
3.31,3.27,3.35,3.26
3.25,3.26,3.33,3.20
3.26,3.35,3.40,3.26
3.35,3.37,3.39,3.31
3.30,3.28,3.37,3.25
3.26,3.13,3.37,3.13
3.16,3.10,3.22,3.06
3.08,3.07,3.18,3.00
3.05,3.01,3.14,3.00
3.05,3.07,3.12,3.02
3.07,3.11,3.14,3.07
3.10,3.10,3.19,3.08
3.11,3.16,3.17,3.09
3.25,3.43,3.55,3.24
3.41,3.29,3.42,3.19
3.29,3.23,3.30,3.11
3.38,3.38,3.71,3.32
3.39,3.34,3.40,3.25
3.32,3.32,3.44,3.20
3.31,3.24,3.31,3.22
3.24,3.27,3.33,3.19
3.26,3.30,3.30,3.19
3.27,3.23,3.27,3.22
3.21,3.15,3.24,3.12
3.15,3.16,3.19,3.12
3.18,3.20,3.34,3.17
3.25,3.22,3.25,3.15
3.21,3.20,3.25,3.13
3.20,3.18,3.20,3.13
3.17,3.16,3.22,3.12
3.14,3.22,3.31,3.11
3.27,3.24,3.34,3.21
3.22,3.28,3.33,3.22
3.28,3.37,3.54,3.28
3.41,3.25,3.48,3.25
3.34,3.19,3.34,3.17
3.18,3.21,3.23,3.10
3.19,3.21,3.25,3.18
3.20,3.23,3.27,3.18
3.20,3.16,3.25,3.16
3.20,3.18,3.27,3.07
3.22,3.18,3.25,3.17
3.25,3.16,3.25,3.14
3.17,3.15,3.24,3.10
3.15,3.20,3.43,3.10
3.19,3.08,3.20,3.08
3.09,3.15,3.20,3.08
3.16,3.11,3.19,3.10
3.09,3.13,3.18,3.08
3.10,3.10,3.15,3.03
3.01,2.70,3.01,2.50
2.70,2.68,2.78,2.48
2.66,2.71,2.74,2.60
2.72,2.59,2.75,2.55
2.60,2.50,2.60,2.40
2.53,2.40,2.57,2.38
2.45,2.48,2.60,2.42
2.48,2.48,2.59,2.45
2.50,2.46,2.51,2.41
2.45,2.55,2.56,2.43
2.53,2.49,2.57,2.45
2.49,2.49,2.56,2.45
2.50,2.52,2.56,2.49
2.51,2.46,2.56,2.42
2.44,2.42,2.50,2.42
2.47,2.44,2.50,2.35
2.44,2.45,2.68,2.44
2.50,2.69,2.74,2.50
2.66,2.78,2.94,2.66
2.77,2.69,2.79,2.65
2.65,2.69,2.74,2.58
2.70,2.68,2.73,2.61
2.66,2.70,2.75,2.64
2.75,2.83,2.83,2.71
2.85,2.91,3.04,2.83
2.94,3.06,3.10,2.94
3.08,3.02,3.20,2.97
3.42,3.09,3.59,3.06
2.98,3.01,3.09,2.95
2.99,3.17,3.18,2.95
3.20,3.07,3.28,3.07
3.10,3.01,3.13,2.88
2.96,2.97,3.10,2.92
2.97,2.84,2.97,2.83
2.81,2.84,2.90,2.79
2.86,2.93,2.99,2.86
2.97,2.92,2.97,2.84
2.94,2.92,2.95,2.86
2.90,2.93,2.97,2.86
2.92,2.90,2.99,2.89
2.91,2.92,2.97,2.87
2.95,2.86,2.97,2.82
2.83,2.92,2.94,2.76
2.92,3.13,3.14,2.87
3.10,3.07,3.18,2.98
3.03,3.02,3.13,2.90
3.02,2.97,3.07,2.93
2.94,3.00,3.05,2.91
3.04,2.99,3.05,2.92
3.00,3.19,3.25,3.00
4.05,3.77,4.37,3.69
3.71,3.63,3.72,3.43
3.60,3.47,3.68,3.45
3.77,3.57,3.78,3.50
3.47,3.54,3.74,3.46
3.85,3.83,3.94,3.67
3.84,3.75,3.94,3.70
3.77,3.68,3.81,3.66
3.69,3.61,3.71,3.45
3.61,3.55,3.71,3.47
3.54,3.53,3.65,3.49
3.53,3.54,3.57,3.42
3.52,3.61,3.71,3.48
3.59,3.61,3.65,3.52
3.63,3.54,3.64,3.46
3.53,3.52,3.61,3.51
3.52,3.45,3.54,3.30
3.36,3.43,3.44,3.36
3.42,3.49,3.57,3.39
3.52,3.59,3.63,3.45
3.60,3.72,3.80,3.56
3.73,3.69,3.80,3.65
3.66,3.92,4.14,3.60
3.90,3.84,3.99,3.78
4.11,3.99,4.20,3.92
3.95,3.94,4.01,3.89
3.91,3.91,3.98,3.85
3.89,4.01,4.10,3.87
4.01,4.03,4.12,3.89
4.05,4.03,4.13,4.00
4.21,4.10,4.22,4.08
4.12,4.05,4.13,4.02
4.01,4.03,4.10,4.01
4.09,4.07,4.20,3.90
4.13,5.15,5.18,4.08
5.52,5.16,6.10,5.01
5.26,5.50,5.75,5.18
5.53,5.25,5.64,5.04
5.65,6.11,6.48,5.15
6.20,5.98,6.60,5.81
5.84,6.09,6.23,5.82
6.21,6.06,6.31,5.90
6.11,6.19,6.20,5.85
6.19,6.22,6.64,6.06
6.22,6.35,6.48,6.14
6.28,6.44,6.69,6.24
6.45,6.55,6.68,6.30
6.64,5.93,6.64,5.83
6.10,5.73,6.35,5.45
5.79,5.42,5.88,5.32
5.42,5.16,5.45,5.15
5.12,4.85,5.29,4.82
4.87,4.94,5.07,4.76
4.80,4.98,5.17,4.62
4.80,5.11,5.40,4.75
5.07,5.12,5.16,4.87
5.19,4.97,5.20,4.82
5.30,5.10,5.37,4.84
5.10,4.68,5.10,4.67
4.59,4.73,4.75,4.46
4.75,4.66,4.80,4.61
4.64,4.25,4.71,4.02
4.17,4.09,4.29,4.06
4.10,3.58,4.10,3.54
3.61,3.62,3.76,3.43
3.69,3.81,3.85,3.60
3.81,3.80,3.91,3.75
3.85,4.04,4.15,3.75
4.03,4.05,4.30,3.90
4.08,4.02,4.18,4.00
4.07,4.05,4.13,3.93
4.00,3.92,4.11,3.91
3.90,3.84,4.06,3.77
3.84,3.85,4.02,3.84
3.83,3.77,3.95,3.75
3.75,3.94,4.00,3.75
3.99,3.87,4.00,3.83
3.87,3.91,4.00,3.83
3.92,3.86,4.10,3.86
3.89,3.73,4.00,3.72
3.72,3.62,3.79,3.61
3.60,3.71,3.77,3.54
3.79,3.98,4.02,3.78
3.94,3.86,4.00,3.85
3.81,3.96,4.04,3.71
3.93,3.88,4.02,3.82
3.84,3.83,3.99,3.72
3.76,3.96,4.00,3.76
3.92,3.89,4.04,3.81
3.89,3.79,3.96,3.75
3.76,3.96,4.05,3.74
3.95,3.98,4.01,3.81
3.95,4.05,4.14,3.95
4.10,4.13,4.29,4.02
4.10,4.10,4.21,4.05
4.05,3.97,4.19,3.95
3.92,3.86,3.97,3.81
3.84,4.03,4.05,3.81
4.45,4.21,4.45,4.16
4.22,4.17,4.29,4.10
4.15,4.17,4.20,4.13
4.25,4.20,4.27,4.16
4.20,4.33,4.36,4.17
4.31,4.32,4.45,4.22
4.34,4.26,4.41,4.23
4.30,4.25,4.34,4.21
4.20,4.10,4.28,4.10
4.11,4.14,4.23,4.11
4.14,4.16,4.24,4.10
4.14,4.25,4.30,4.14
4.24,4.20,4.29,4.19
4.23,4.28,4.28,4.15
4.30,4.41,4.55,4.26
4.46,4.35,4.51,4.30
4.34,4.43,4.99,4.30
4.45,4.52,4.65,4.39
4.51,4.31,4.53,4.16
4.32,4.21,4.37,4.21
4.25,4.26,4.29,4.21
4.24,4.24,4.29,4.18
4.25,4.17,4.26,4.10
4.18,3.96,4.25,3.95
3.95,3.73,4.03,3.71
3.83,3.96,4.05,3.73
3.92,3.90,4.05,3.85
3.91,3.96,4.00,3.82
3.94,3.91,4.06,3.87
3.92,3.90,4.02,3.85
3.90,3.75,3.97,3.75
3.90,3.93,3.95,3.77
3.95,3.93,4.01,3.84
3.96,3.96,4.20,3.93
4.02,4.00,4.07,3.98
4.06,3.91,4.06,3.90
3.90,3.91,3.95,3.86
3.88,3.90,4.01,3.85
3.95,3.88,3.99,3.88
3.94,3.96,3.99,3.87
4.13,3.92,4.32,3.87
3.88,3.86,3.93,3.82
3.97,3.80,3.97,3.76
3.75,3.82,3.90,3.70
3.82,3.82,3.88,3.72
3.82,3.76,3.93,3.73
3.76,3.76,3.89,3.76
3.80,3.80,3.85,3.76
3.76,3.72,3.81,3.60
3.69,3.78,3.81,3.65
3.75,3.71,3.80,3.68
3.75,3.69,3.77,3.69
3.79,3.88,3.91,3.74
3.88,3.82,3.90,3.81
3.83,3.83,3.88,3.76
3.81,3.76,3.83,3.76
3.76,3.72,3.81,3.70
3.72,3.71,3.78,3.70
3.76,3.71,3.79,3.71
3.76,3.71,3.84,3.70
3.70,3.65,3.73,3.65
3.63,3.71,3.73,3.63
3.82,3.78,3.84,3.75
3.91,3.73,3.91,3.69
3.70,3.70,3.76,3.69
3.69,3.67,3.75,3.65
3.69,3.56,3.70,3.53
3.50,3.43,3.50,3.25
3.35,3.68,3.68,3.35
3.66,3.71,3.78,3.57
3.73,3.68,3.73,3.67
3.68,3.50,3.68,3.48
3.49,3.57,3.59,3.39
3.53,3.91,3.95,3.52
4.15,3.82,4.20,3.69
3.80,3.62,3.80,3.54
3.62,3.46,3.62,3.45
3.40,3.54,3.79,3.40
3.50,3.61,3.61,3.46
3.60,3.58,3.65,3.49
3.60,3.55,3.60,3.47
3.48,3.54,3.69,3.47
3.53,3.51,3.62,3.51
3.47,3.36,3.47,3.35
3.43,3.38,3.43,3.28
3.38,3.52,3.53,3.38
3.53,3.28,3.53,3.28
3.30,3.24,3.32,3.22
3.24,3.09,3.24,3.00
3.05,3.15,3.30,3.00
3.15,2.93,3.27,2.90
2.97,2.96,3.12,2.92
3.00,2.91,3.02,2.75
2.83,2.89,2.89,2.81
2.82,3.13,3.25,2.82
3.16,3.00,3.16,3.00
3.00,2.98,3.11,2.95
2.91,3.02,3.10,2.90
3.13,2.93,3.13,2.81
2.91,2.91,3.06,2.91
2.92,3.02,3.02,2.91
2.96,3.14,3.15,2.96
3.04,3.10,3.17,3.04
3.08,3.03,3.12,3.03
3.05,3.10,3.14,3.03
3.08,3.09,3.16,3.08
3.09,2.88,3.09,2.70
2.88,3.00,3.05,2.80
3.01,2.73,3.01,2.73
2.76,2.70,2.81,2.70
2.71,2.73,2.77,2.66
2.75,2.68,2.79,2.62
2.66,2.71,2.75,2.66
2.77,2.77,2.82,2.74
2.81,2.77,2.85,2.75
2.76,2.70,2.80,2.63
2.69,2.57,2.73,2.57
2.59,2.52,2.64,2.48
2.52,2.42,2.54,2.42
2.41,2.38,2.48,2.25
2.34,2.53,2.67,2.33
2.63,2.53,2.63,2.52
2.58,2.51,2.58,2.51
2.50,2.64,2.67,2.50
2.70,2.79,2.87,2.68
2.81,2.61,2.88,2.58
2.70,2.57,2.75,2.55
2.58,2.67,2.71,2.57
2.66,2.30,2.68,2.30
2.34,2.20,2.61,2.13
2.25,2.19,2.32,2.14
2.07,2.23,2.52,2.07
2.21,2.27,2.34,2.21
2.25,2.27,2.35,2.22
2.31,2.32,2.37,2.28
2.35,2.32,2.35,2.26
2.28,2.28,2.32,2.26
2.31,2.32,2.34,2.28
2.36,2.35,2.36,2.30
2.37,2.30,2.37,2.30
2.30,2.36,2.38,2.30
2.35,2.32,2.38,2.30
2.34,2.35,2.38,2.30
2.34,2.33,2.40,2.30
2.31,2.35,2.50,2.31
2.36,2.25,2.36,2.24
2.25,2.26,2.36,2.25
2.33,2.32,2.34,2.29
2.32,2.38,2.45,2.32
2.40,2.54,2.55,2.40
2.62,2.70,2.70,2.55
2.74,2.91,2.91,2.74
2.94,2.85,2.97,2.82
2.97,2.94,2.97,2.82
3.00,3.26,3.33,2.96
3.24,3.49,3.55,3.16
3.54,3.21,3.54,3.15
3.18,3.08,3.18,2.96
3.10,3.19,3.33,3.08
3.26,2.97,3.26,2.89
2.95,2.92,3.13,2.79
2.90,2.95,3.20,2.90
2.99,2.99,3.12,2.87
3.03,2.90,3.03,2.84
2.86,2.87,3.06,2.82
2.86,3.13,3.33,2.86
3.14,3.02,3.18,3.01
3.06,2.92,3.10,2.86
2.88,2.94,3.03,2.82
3.00,3.07,3.11,3.00
3.20,3.14,3.31,3.03
3.11,3.07,3.18,3.02
3.10,3.15,3.27,3.10
3.24,3.14,3.24,3.14
3.25,3.22,3.27,3.15
3.26,3.33,3.37,3.17
3.38,3.65,3.97,3.37
3.98,4.80,5.55,3.98
5.44,3.80,5.50,3.76
3.74,3.82,4.09,3.65
3.65,3.68,3.88,3.65
3.60,3.62,3.90,3.50
3.54,3.40,3.73,3.38
3.38,3.56,3.70,3.30
3.72,3.51,3.81,3.46
3.52,3.41,3.59,3.32
3.43,3.47,3.56,3.30
3.43,3.35,3.50,3.33
3.32,3.35,3.53,3.32
3.35,3.28,3.46,3.18
3.29,3.24,3.32,3.20
3.23,3.13,3.25,3.05
3.13,3.24,3.24,3.05
3.29,3.21,3.29,3.14
3.21,3.40,3.49,3.16
3.37,3.36,3.52,3.30
3.41,3.31,3.41,3.22
3.27,3.02,3.40,2.91
3.02,2.86,3.02,2.82
2.86,2.84,2.94,2.84
2.87,2.96,3.06,2.86
2.99,2.90,3.09,2.88
2.91,2.89,2.92,2.81
2.96,2.82,3.08,2.80
3.07,3.05,3.10,2.91
3.06,2.98,3.08,2.93
2.99,2.94,2.99,2.90
2.94,3.08,3.12,2.83
3.04,2.95,3.12,2.90
2.97,2.95,3.00,2.90
2.95,2.95,3.08,2.92
2.96,2.91,3.09,2.91
2.98,2.95,3.02,2.90
2.93,3.30,3.84,2.93
3.28,3.10,3.34,3.08
3.13,3.12,3.25,3.08
3.14,3.24,3.42,3.14
3.27,3.70,3.75,3.18
4.20,3.78,4.48,3.75
4.08,3.92,4.19,3.91
4.02,4.18,4.27,3.93
4.13,4.03,4.27,3.94
4.00,3.83,4.07,3.78
3.79,3.66,3.84,3.52
3.65,3.72,3.82,3.60
3.70,3.48,3.75,3.48
3.50,3.42,3.53,3.26
3.46,3.34,3.50,3.33
3.45,3.69,3.72,3.45
3.70,3.48,3.78,3.46
3.46,3.44,3.64,3.44
3.51,3.56,3.57,3.37
3.60,3.52,3.62,3.50
3.54,3.53,3.58,3.46
3.56,3.73,3.80,3.53
3.80,3.86,3.93,3.75
3.88,3.86,3.95,3.79
3.98,3.74,4.13,3.69
3.76,3.90,3.95,3.65
3.97,3.93,3.97,3.80
3.95,3.93,4.01,3.88
3.98,3.85,3.98,3.77
3.83,3.94,3.95,3.75
3.93,3.88,4.09,3.87
3.90,3.84,3.95,3.80
3.55,3.66,3.76,3.50
3.70,3.74,3.75,3.60
3.75,3.71,3.83,3.67
3.71,3.69,3.75,3.61
3.66,3.62,3.70,3.60
3.65,3.59,3.65,3.54
3.56,3.66,3.69,3.55
3.67,3.68,3.71,3.62
3.70,3.77,3.97,3.61
3.78,3.67,3.91,3.65
3.71,3.70,3.81,3.62
3.74,3.68,3.80,3.65
3.68,3.67,3.77,3.64
3.64,3.57,3.68,3.50
3.57,3.50,3.59,3.36
3.54,3.50,3.65,3.49
3.53,3.42,3.59,3.39
3.41,3.37,3.53,3.35
3.38,3.39,3.46,3.29
3.42,3.47,3.50,3.34
3.49,3.46,3.49,3.36
3.49,3.39,3.52,3.38
3.42,3.41,3.44,3.31
3.38,3.37,3.47,3.36
3.34,3.24,3.36,3.21
3.25,3.39,3.39,3.22
3.40,3.37,3.41,3.30
3.35,3.23,3.35,3.22
3.22,3.31,3.44,3.20
3.31,3.12,3.35,3.05
3.12,3.03,3.12,3.01
3.08,3.14,3.25,3.08
3.16,3.21,3.28,3.15
3.23,3.21,3.31,3.20
3.22,3.25,3.34,3.22
3.25,3.26,3.41,3.25
3.25,3.30,3.38,3.24
3.36,3.29,3.38,3.25
3.32,3.17,3.32,3.14
3.25,3.12,3.25,3.10
3.13,3.24,3.32,3.10
3.21,3.15,3.30,3.14
3.17,3.10,3.20,3.07
3.09,3.03,3.09,2.93
3.03,3.12,3.25,2.95
3.09,3.09,3.20,3.05
3.11,3.00,3.20,2.97
3.00,3.07,3.09,2.98
3.13,3.01,3.13,2.98
3.05,3.00,3.09,3.00
3.00,2.99,3.05,2.97
3.03,2.92,3.03,2.92
2.91,2.86,3.02,2.83
2.90,2.80,3.00,2.80
2.79,2.71,2.93,2.63
2.69,2.73,2.85,2.63
2.75,2.73,2.92,2.70
2.73,2.61,2.79,2.61
2.58,2.70,2.79,2.57
2.70,2.68,2.80,2.65
2.64,2.59,2.75,2.57
2.60,2.41,2.69,2.36
2.40,2.41,2.50,2.37
2.30,2.38,2.48,2.20
2.47,2.30,2.50,2.30
2.38,2.34,2.44,2.31
2.40,2.45,2.50,2.40
2.43,2.45,2.57,2.43
2.45,2.42,2.54,2.40
2.42,2.43,2.54,2.41
2.50,2.46,2.50,2.38
2.46,2.47,2.55,2.46
2.48,2.46,2.53,2.43
2.50,2.61,2.63,2.47
2.58,2.74,2.75,2.58
2.76,2.76,2.85,2.72
2.76,2.79,2.90,2.65
2.77,2.73,2.85,2.68
2.75,2.74,2.83,2.68
2.79,2.83,2.85,2.65
2.81,2.86,3.06,2.78
2.84,2.71,2.97,2.71
2.75,2.77,2.89,2.75
3.04,2.87,3.10,2.81
2.90,2.94,3.01,2.73
2.93,2.90,3.02,2.81
3.01,2.81,3.01,2.78
2.82,2.74,2.89,2.51
2.75,2.45,2.75,2.35
2.51,2.47,2.60,2.36
2.51,2.36,2.57,2.31
2.32,2.39,2.44,2.26
2.45,2.43,2.55,2.42
2.38,2.42,2.50,2.38
2.45,2.47,2.50,2.39
2.51,2.53,2.54,2.50
2.55,2.58,2.65,2.51
2.67,2.55,2.68,2.30
2.55,2.55,2.63,2.50
2.29,2.33,2.33,2.11
2.19,2.34,2.39,2.19
2.39,2.35,2.39,2.26
2.32,2.32,2.34,2.21
2.31,2.23,2.35,2.23
2.27,2.26,2.30,2.21
2.26,2.23,2.29,2.16
2.20,2.24,2.29,2.15
2.25,2.25,2.29,2.15
2.20,2.24,2.42,2.12
2.28,2.24,2.30,2.12
2.31,2.29,2.31,2.21
2.26,2.19,2.30,2.17
2.19,2.32,2.32,2.17
2.29,2.24,2.31,2.21
2.27,2.25,2.29,2.22
2.25,2.22,2.32,2.21
2.24,2.21,2.29,2.21
2.22,2.15,2.27,2.15
2.12,2.01,2.17,2.01
2.00,1.75,2.01,1.66
1.77,1.67,1.80,1.67
1.69,1.68,1.70,1.58
1.55,1.57,1.70,1.51
1.55,1.47,1.61,1.42
1.46,1.54,1.54,1.44
1.52,1.46,1.54,1.43
1.45,1.48,1.52,1.41
1.50,1.67,1.82,1.47
1.81,1.52,1.84,1.44
1.52,1.42,1.53,1.40
1.44,1.44,1.47,1.40
1.43,1.38,1.46,1.33
1.36,1.36,1.38,1.26
1.37,1.21,1.37,1.17
1.21,1.16,1.24,1.05
1.17,1.29,1.29,1.17
1.31,1.21,1.31,1.20
1.22,1.22,1.25,1.15
1.20,1.24,1.25,1.20
1.23,1.25,1.25,1.20
1.23,1.25,1.25,1.20
1.29,1.19,1.29,1.17
1.21,1.20,1.24,1.16
1.22,1.19,1.23,1.18
1.20,1.24,1.25,1.18
1.36,1.30,1.40,1.28
1.34,1.33,1.37,1.25
1.35,1.32,1.35,1.25
1.30,1.34,1.34,1.26
1.35,1.35,1.38,1.32
1.32,1.33,1.37,1.28
1.30,1.31,1.34,1.28
1.30,1.29,1.31,1.26
1.26,1.23,1.30,1.18
1.19,1.19,1.21,1.11
1.17,1.19,1.20,1.15
1.20,1.13,1.22,1.08
1.10,1.08,1.12,0.98
1.10,1.03,1.11,0.99
1.26,1.03,1.30,1.02
1.04,0.92,1.04,0.91
0.95,0.78,0.97,0.75
0.81,0.83,0.89,0.76
0.83,0.83,0.90,0.78
0.85,0.82,0.91,0.80
0.79,0.77,0.83,0.71
0.78,0.80,0.83,0.75
0.83,0.83,0.88,0.81
0.89,0.90,0.98,0.85
0.92,0.93,0.95,0.90
0.96,0.85,0.96,0.81
0.88,0.84,0.88,0.82
0.85,0.84,0.88,0.83
0.91,0.85,0.98,0.82
0.86,0.86,0.90,0.86
0.91,0.88,0.92,0.86
0.90,0.87,0.90,0.84
0.88,0.89,0.90,0.88
0.89,0.86,0.89,0.82
0.82,0.81,0.87,0.80
0.83,0.84,0.87,0.82
0.80,0.79,0.87,0.77
0.83,0.80,0.86,0.75
0.84,0.87,0.88,0.81
0.90,0.94,0.95,0.89
1.08,1.12,1.29,1.04
1.12,1.07,1.15,1.04
1.10,1.03,1.10,1.00
1.04,1.12,1.16,1.02
1.12,1.12,1.14,1.05
1.18,1.17,1.21,1.12
1.18,1.17,1.18,1.14
1.18,1.19,1.25,1.15
1.23,1.23,1.23,1.12
1.21,1.23,1.25,1.19
1.22,1.23,1.25,1.19
1.22,1.23,1.24,1.15
1.23,1.28,1.34,1.20
1.29,1.43,1.60,1.27
1.50,1.50,1.53,1.41
1.53,1.44,1.54,1.35
1.50,1.33,1.50,1.23
1.30,1.34,1.37,1.24
1.32,1.23,1.33,1.21
1.24,1.24,1.28,1.18
1.27,1.26,1.39,1.22
1.31,1.30,1.33,1.20
1.33,1.34,1.39,1.31
1.34,1.41,1.43,1.32
1.44,1.34,1.44,1.24
1.24,1.16,1.34,1.15
1.18,1.20,1.20,1.16
1.20,1.11,1.20,1.02
1.12,1.07,1.14,0.95
1.06,1.09,1.11,1.02
1.09,1.05,1.09,1.03
1.06,1.07,1.15,1.01
1.05,1.08,1.11,1.03
1.09,1.13,1.13,1.05
1.14,1.23,1.27,1.10
1.16,1.28,1.28,1.16
1.28,1.20,1.30,1.17
1.20,1.20,1.24,1.17
1.21,1.24,1.27,1.20
1.25,1.35,1.35,1.25
1.32,1.33,1.40,1.29
1.34,1.34,1.37,1.32
1.34,1.32,1.37,1.30
1.35,1.32,1.37,1.32
1.33,1.35,1.36,1.30
1.35,1.29,1.37,1.29
1.30,1.27,1.34,1.14
1.29,1.30,1.34,1.27
1.27,1.32,1.34,1.27
1.31,1.33,1.35,1.28
1.34,1.31,1.34,1.27
1.32,1.25,1.34,1.25
1.27,1.30,1.31,1.20
1.29,1.25,1.32,1.21
1.27,1.22,1.29,1.18
1.22,1.20,1.28,1.20
1.19,1.19,1.23,1.18
1.22,1.18,1.23,1.18
1.18,1.17,1.20,1.16
1.18,1.15,1.25,1.13
1.12,1.12,1.17,1.11
1.14,1.15,1.18,1.10
1.13,1.17,1.23,1.13
1.20,1.22,1.23,1.18
1.20,1.06,1.20,0.99
1.06,1.07,1.16,1.06
1.10,1.11,1.15,1.01
1.12,1.06,1.15,1.05
1.08,1.13,1.13,1.08
1.16,1.24,1.32,1.11
1.22,1.18,1.25,1.18
1.18,1.21,1.21,1.16
1.19,1.16,1.20,1.14
1.17,1.15,1.17,1.10
1.14,1.12,1.17,1.10
1.11,1.13,1.17,1.09
1.15,1.13,1.17,1.11
1.12,1.12,1.15,1.10
1.12,1.13,1.15,1.12
1.13,1.12,1.13,1.07
1.13,1.07,1.13,1.05
1.10,1.07,1.10,1.05
1.09,1.15,1.16,1.06
1.15,1.17,1.24,1.13
1.18,1.17,1.20,1.14
1.20,1.14,1.20,1.12
1.30,1.27,1.55,1.22
1.30,1.18,1.30,1.11
1.23,1.18,1.27,1.13
1.13,1.14,1.16,1.11
1.13,1.07,1.13,1.03
1.16,1.11,1.16,1.08
1.14,1.12,1.14,1.08
1.11,1.15,1.15,1.05
1.14,1.14,1.14,1.10
1.13,1.12,1.15,1.10
1.11,1.09,1.13,1.06
1.10,1.11,1.13,1.07
1.10,1.11,1.12,1.10
1.16,1.08,1.22,1.08
1.08,1.13,1.13,1.08
1.09,1.13,1.14,1.09
1.13,1.09,1.13,1.08
1.09,1.10,1.12,1.09
1.08,1.10,1.12,1.08
1.09,1.09,1.12,1.08
1.10,1.11,1.11,1.06
1.10,1.11,1.11,1.08
1.12,1.09,1.12,1.08
1.10,1.06,1.11,1.06
1.07,1.06,1.08,1.05
1.08,1.07,1.12,1.06
1.08,1.07,1.10,1.06
1.08,1.07,1.11,1.07
1.08,1.07,1.10,1.07
1.11,1.06,1.13,1.05
1.08,1.08,1.09,1.05
1.12,1.07,1.15,1.06
1.07,1.07,1.08,1.06
1.09,1.09,1.11,1.08
1.09,1.06,1.11,1.06
1.08,1.06,1.09,1.05
1.07,1.07,1.08,1.06
1.07,1.06,1.08,1.05
1.05,1.04,1.08,1.04
1.04,1.08,1.08,1.04
1.05,1.06,1.09,1.04
1.06,1.07,1.08,1.06
1.06,1.05,1.07,1.05
1.06,1.05,1.07,1.05
1.05,1.04,1.05,0.94
1.10,1.02,1.10,1.02
1.02,1.02,1.05,1.00
1.03,1.01,1.05,1.00
1.01,1.00,1.03,0.97
1.01,1.01,1.02,0.98
1.00,0.97,1.01,0.95
1.00,0.99,1.00,0.97
1.00,0.94,1.00,0.88
0.93,0.87,0.94,0.75
0.82,0.95,1.02,0.82
0.93,0.90,0.97,0.90
0.91,0.88,0.96,0.86
0.89,0.90,0.94,0.85
0.87,0.85,0.88,0.82
0.86,0.88,0.90,0.86
0.92,0.92,0.92,0.89
0.89,0.90,0.90,0.87
0.86,0.91,0.92,0.86
0.92,0.90,0.92,0.89
0.92,0.92,0.92,0.91
0.93,0.91,0.93,0.90
0.92,0.91,0.93,0.90
0.92,0.94,0.96,0.89
0.90,0.88,0.92,0.83
0.87,0.82,0.87,0.77
0.82,0.83,0.89,0.78
0.84,0.83,0.85,0.80
0.87,0.82,0.87,0.80
0.77,0.77,0.81,0.77
0.77,0.77,0.79,0.77
0.78,0.79,0.80,0.77
0.80,0.80,0.82,0.79
0.80,0.80,0.82,0.80
0.78,0.79,0.82,0.78
0.80,0.78,0.81,0.77
0.79,0.75,0.80,0.74
0.76,0.76,0.77,0.75
0.76,0.69,0.79,0.61
0.67,0.66,0.71,0.65
0.66,0.55,0.66,0.55
0.58,0.58,0.61,0.57
0.58,0.61,0.61,0.58
0.61,0.62,0.64,0.60
0.64,0.63,0.64,0.60
0.62,0.64,0.64,0.62
0.65,0.63,0.68,0.63
0.67,0.66,0.67,0.64
0.67,0.66,0.67,0.64
0.66,0.68,0.69,0.65
0.68,0.67,0.68,0.66
0.67,0.66,0.68,0.64
0.67,0.66,0.69,0.65
0.67,0.65,0.68,0.65
0.66,0.66,0.68,0.66
0.64,0.66,0.67,0.64
0.67,0.67,0.67,0.64
0.67,0.68,0.68,0.60
0.69,0.68,0.69,0.64
0.65,0.68,0.69,0.65
0.68,0.69,0.69,0.67
0.70,0.72,0.72,0.69
0.74,0.74,0.74,0.71
0.75,0.75,0.76,0.75
0.76,0.78,0.81,0.75
0.76,0.63,0.81,0.60
0.65,0.60,0.65,0.58
0.60,0.62,0.64,0.60
0.62,0.62,0.65,0.62
0.63,0.64,0.68,0.63
0.62,0.62,0.63,0.60
