DIN,DineEquity,NASDAQ
70.31,68.21,70.35,67.51
67.72,67.12,67.96,66.39
67.51,67.28,67.76,66.90
67.74,67.55,68.14,67.35
68.02,68.67,68.82,67.85
68.62,68.87,69.03,68.50
69.19,68.65,69.84,68.27
68.87,68.62,69.02,67.84
68.54,69.79,70.00,68.45
70.51,70.68,71.50,70.33
71.10,70.95,71.85,70.86
71.45,71.48,71.66,70.91
71.36,70.88,71.61,70.41
71.43,70.98,71.64,70.57
71.13,71.58,71.69,70.94
71.66,71.90,72.49,71.49
71.80,71.25,71.80,70.92
71.38,70.57,71.43,70.05
70.68,71.74,72.19,70.63
70.75,70.75,71.02,70.09
70.65,70.29,70.75,69.03
70.29,68.81,70.42,68.64
69.14,66.40,69.14,66.15
66.05,65.92,66.27,65.42
65.60,65.67,66.43,65.43
65.81,65.38,66.44,65.15
68.05,69.69,72.43,67.38
69.72,69.67,70.24,69.39
70.33,71.30,71.68,69.83
71.79,71.83,72.04,70.79
71.93,71.81,72.49,71.34
71.73,71.23,71.89,70.95
71.06,70.26,71.06,70.14
70.75,70.38,70.82,70.07
70.45,70.35,70.76,70.16
70.29,70.08,70.37,69.76
70.31,69.61,70.38,69.47
69.62,68.84,69.83,68.76
68.34,68.31,68.87,67.80
67.99,68.06,68.77,67.46
68.11,66.79,68.11,66.59
67.05,67.98,68.56,66.63
67.93,67.73,68.36,67.31
67.98,68.37,69.09,67.37
68.46,67.30,68.46,67.20
67.40,67.31,68.37,66.94
66.56,66.54,66.88,66.00
66.53,66.27,66.78,65.97
66.27,67.09,68.37,66.27
67.05,66.27,67.28,66.01
66.84,66.40,67.23,66.06
66.38,66.38,67.23,66.10
66.58,65.84,66.58,65.50
65.31,64.79,65.56,64.44
64.81,65.89,66.00,64.77
66.23,65.60,66.23,65.00
65.71,65.89,66.26,65.13
65.96,65.99,66.58,65.16
66.34,67.21,67.51,66.11
67.88,66.83,68.65,66.46
66.67,67.35,67.41,66.45
67.41,68.12,68.42,66.89
68.17,68.78,68.91,67.65
68.68,68.77,70.11,68.34
68.86,68.66,69.47,67.91
68.86,69.01,69.81,68.28
68.88,68.07,69.62,67.94
68.14,68.21,68.81,67.39
67.93,68.12,69.04,67.66
67.38,69.00,69.08,67.38
69.20,69.32,69.47,68.17
68.60,69.22,69.58,68.00
68.73,67.11,69.09,67.02
66.93,66.90,67.81,66.60
66.61,66.92,67.39,66.40
67.08,66.09,67.42,66.03
66.06,67.00,67.61,65.96
67.45,67.91,68.20,67.43
67.55,70.01,70.17,67.40
69.90,70.38,71.11,69.36
70.06,70.17,71.28,69.95
70.70,71.28,71.64,70.41
71.21,72.92,72.93,70.69
73.51,72.98,73.99,72.45
72.84,72.70,73.11,72.28
72.81,72.85,73.88,72.81
72.76,72.16,72.76,71.73
72.44,72.77,73.07,71.89
73.18,72.75,73.18,72.06
72.77,71.50,73.08,71.49
74.00,79.99,80.12,74.00
80.07,82.73,83.14,79.14
82.83,82.07,83.40,81.74
82.06,80.81,82.23,79.35
80.93,80.62,81.28,80.45
80.58,81.97,82.36,80.58
82.27,81.13,82.27,80.86
81.38,80.47,81.61,80.17
80.37,80.86,81.15,79.92
80.95,81.08,81.22,80.04
81.40,81.49,81.80,80.85
81.29,82.35,82.39,81.16
82.57,82.48,82.62,82.04
82.38,82.82,83.00,82.00
83.01,82.30,83.14,81.95
82.44,81.47,82.91,81.10
81.68,82.45,82.86,81.61
82.74,84.44,84.65,82.74
84.40,84.16,84.89,83.81
84.74,84.35,85.74,83.95
84.34,83.68,84.70,83.56
83.98,83.90,84.14,83.65
84.30,84.13,84.54,83.37
84.85,83.71,84.85,83.26
83.21,84.55,84.74,82.64
84.04,83.43,84.45,83.23
83.33,83.27,83.77,82.79
83.47,83.45,83.94,82.71
83.29,84.15,84.39,82.72
83.82,81.70,83.98,81.56
82.01,81.79,82.06,81.22
82.01,81.62,82.89,81.31
81.87,82.35,83.22,81.59
82.78,83.26,84.13,82.78
83.38,83.17,83.85,82.40
83.34,84.08,84.23,82.41
84.19,82.99,84.19,82.02
83.33,83.65,83.95,82.39
83.90,84.23,84.44,83.47
84.47,84.23,84.70,83.90
84.71,84.58,85.32,84.43
84.94,84.28,84.94,83.86
84.48,84.23,84.79,83.71
84.20,83.55,84.52,83.10
83.44,84.02,84.19,83.02
83.97,84.03,84.80,83.01
84.18,82.55,84.42,82.13
82.75,83.48,84.16,82.01
83.45,83.27,84.42,82.70
83.77,83.04,84.42,82.01
83.30,83.14,83.36,82.35
83.26,81.84,83.26,81.22
81.70,82.99,83.55,81.33
83.10,83.69,84.73,83.10
83.46,83.23,84.41,83.15
83.01,82.21,83.99,81.85
83.00,82.21,83.25,81.27
82.60,82.46,82.74,81.89
82.25,82.60,82.99,81.88
82.28,80.18,82.28,79.88
80.06,78.63,80.45,78.61
78.91,79.53,80.05,77.95
79.08,77.25,79.16,77.00
77.80,77.71,78.82,77.43
77.27,77.81,78.50,76.53
77.92,76.86,78.88,75.22
77.37,76.68,77.44,76.12
76.60,75.06,77.66,74.21
75.13,76.41,77.04,75.13
78.00,78.37,80.15,77.75
79.04,80.50,82.00,79.04
80.47,78.92,80.75,78.75
79.24,76.69,79.38,75.96
76.51,77.98,78.19,75.75
77.65,76.55,77.65,76.47
76.70,78.78,78.96,76.07
78.86,78.33,78.98,78.08
79.18,81.05,81.80,79.18
81.45,81.62,81.98,80.98
82.00,82.01,82.56,81.55
82.42,81.57,82.50,81.43
81.90,83.69,84.56,78.15
83.20,84.04,84.84,82.98
84.24,83.75,84.73,83.16
85.39,83.43,85.39,81.74
84.44,84.87,85.27,84.28
84.59,84.72,85.73,84.10
85.14,83.72,85.14,83.45
84.20,84.10,84.42,82.46
84.20,84.00,84.50,83.54
84.31,83.25,84.58,82.77
82.24,82.68,83.04,82.01
83.00,80.52,83.00,80.10
80.48,81.00,82.07,80.48
81.42,81.18,82.18,81.08
81.43,81.45,82.00,80.99
81.40,80.11,81.59,79.12
80.02,80.68,80.87,79.81
81.09,80.78,81.50,80.42
80.75,79.77,80.95,79.38
80.45,79.77,80.45,79.25
80.06,78.29,80.37,78.13
77.89,78.10,78.55,77.42
78.42,78.11,79.49,77.98
78.30,78.07,78.65,77.83
78.48,78.55,79.13,78.22
79.11,79.80,79.99,78.87
79.94,78.81,80.29,78.31
78.57,77.92,78.65,77.72
77.88,76.50,77.89,76.33
76.65,76.04,77.28,75.62
76.31,77.19,77.34,75.76
77.36,76.00,78.01,75.78
75.26,75.47,76.51,75.07
76.27,76.23,76.89,75.45
76.25,75.32,76.81,74.52
75.60,76.20,76.45,75.50
76.05,76.39,76.76,76.05
76.36,76.49,76.88,75.91
76.61,77.56,77.89,76.61
77.21,76.30,77.21,75.99
76.55,76.37,76.86,75.93
75.93,75.82,76.41,75.65
75.86,75.28,76.63,74.07
75.60,75.75,76.42,75.26
75.30,75.81,75.85,74.40
78.00,80.89,82.74,78.00
81.10,80.15,81.87,80.03
79.67,80.01,80.60,78.99
79.61,79.54,80.23,79.10
79.74,79.17,79.74,78.27
79.30,78.01,80.13,77.71
77.69,78.82,78.91,77.55
79.41,79.82,80.39,79.41
79.96,79.88,80.16,79.75
79.60,78.17,80.16,77.86
77.68,79.26,79.43,76.58
79.05,79.99,80.19,79.05
79.60,79.93,80.26,79.60
79.83,79.43,79.87,78.75
79.55,78.78,79.86,78.31
78.72,79.75,80.34,78.72
79.96,79.98,80.09,79.50
80.00,80.01,80.15,79.79
79.70,79.80,80.04,79.46
79.90,79.43,79.90,79.09
79.51,79.39,79.56,78.96
79.96,80.03,80.70,79.12
79.75,80.43,81.59,79.75
80.23,80.87,81.70,80.13
81.22,81.95,82.27,80.90
82.41,82.32,82.64,81.80
82.10,82.67,82.75,82.10
82.52,82.02,82.72,81.33
81.40,82.46,82.64,81.40
82.06,81.31,82.07,80.77
81.32,80.78,81.32,80.56
80.02,80.05,80.41,79.78
79.94,80.14,80.44,79.74
79.87,80.40,80.72,79.67
80.57,80.01,81.14,79.79
80.26,79.78,80.30,79.41
80.06,80.00,80.34,79.65
80.00,79.44,80.30,79.32
79.15,79.79,79.97,78.86
79.63,79.87,80.16,79.44
79.52,79.85,80.12,79.47
79.83,79.49,79.83,79.08
79.99,79.95,80.25,79.75
79.90,79.32,79.95,79.10
79.47,79.89,79.91,79.26
79.54,80.08,80.65,79.54
80.03,79.61,80.12,79.21
79.91,79.27,80.25,79.01
78.39,78.83,79.33,77.67
78.95,77.56,78.95,77.50
78.18,76.89,78.36,76.88
76.77,77.69,77.85,76.30
78.03,76.93,78.03,76.84
76.40,75.99,76.82,75.78
75.76,76.52,77.20,75.76
76.14,76.23,76.56,74.93
76.57,76.49,77.10,76.17
76.50,76.20,76.88,75.59
76.27,76.90,77.01,75.85
76.58,76.75,76.77,75.90
76.90,78.76,78.79,76.44
82.00,83.50,84.71,80.45
84.07,82.03,84.07,81.79
81.38,81.05,81.49,80.83
81.16,80.55,81.48,79.71
80.70,80.90,81.20,79.83
80.74,81.22,82.14,80.43
81.04,81.98,82.76,81.04
82.30,81.63,82.80,81.29
81.59,81.78,82.51,81.34
82.11,83.03,83.75,81.81
82.95,83.30,83.39,82.50
83.65,84.03,84.35,83.07
84.37,83.96,84.90,83.56
84.55,83.17,84.55,82.77
83.83,84.06,84.24,83.44
84.29,84.40,84.57,83.96
84.00,84.25,84.59,83.71
84.38,84.34,84.52,83.36
84.45,83.77,84.60,83.63
84.18,84.42,84.51,83.46
84.40,84.41,84.60,84.24
84.13,83.40,84.13,83.36
83.10,83.45,84.11,82.93
83.71,83.20,83.71,83.06
83.61,84.26,84.60,82.82
84.83,83.58,84.99,83.53
83.58,83.80,84.15,83.30
83.59,83.60,83.96,83.26
82.98,82.77,83.19,82.12
82.42,82.35,82.96,81.98
82.38,82.84,82.91,82.19
82.84,83.48,83.65,82.84
83.51,82.60,83.55,82.38
82.83,82.64,83.24,82.37
82.63,82.63,83.29,82.10
82.47,82.01,82.92,81.76
82.52,82.15,82.98,81.91
81.98,81.35,82.79,80.75
81.23,80.52,81.23,80.09
80.51,80.18,80.61,80.13
80.09,80.59,80.81,79.75
80.60,79.14,80.67,78.83
79.54,81.09,82.05,78.94
80.56,81.98,82.03,80.29
81.98,81.59,82.77,81.51
81.73,80.89,82.22,80.41
80.71,81.50,81.85,80.46
82.34,82.51,83.15,82.20
82.51,81.59,82.93,81.58
81.16,80.12,81.35,79.88
79.98,81.55,81.58,79.77
81.75,79.36,81.79,79.31
78.88,78.64,80.15,78.49
79.06,78.36,79.38,77.08
78.50,80.42,80.47,78.45
79.70,81.07,81.56,78.66
80.09,81.72,82.38,80.09
82.35,81.67,83.02,81.16
81.45,82.58,82.71,81.16
82.57,82.77,83.47,82.06
82.79,83.63,84.44,82.79
83.98,83.30,84.91,83.21
83.18,83.90,84.47,82.49
85.25,85.15,86.02,84.59
88.30,89.20,91.00,87.97
87.51,87.95,89.19,87.32
87.48,89.88,90.05,87.48
91.11,88.96,91.11,88.48
88.78,89.83,90.03,87.84
89.98,91.38,91.47,89.78
91.45,92.34,92.39,90.84
92.20,92.51,92.89,91.93
92.26,92.68,92.72,91.72
92.70,94.02,94.24,92.70
94.43,93.79,94.49,93.64
93.56,95.33,95.66,93.56
95.59,94.99,96.24,94.49
94.84,94.61,95.30,94.07
94.51,95.27,95.45,94.34
95.60,95.46,95.88,94.65
95.71,95.23,95.71,94.83
95.11,95.90,96.55,95.00
97.16,96.07,97.16,95.40
95.94,97.33,97.44,95.58
97.68,97.30,98.23,97.08
97.60,97.30,97.97,97.03
97.63,99.33,99.80,97.63
98.45,98.08,98.57,97.63
98.20,98.32,99.47,97.61
98.12,97.90,98.67,97.84
97.95,98.44,98.50,97.52
98.34,99.28,99.44,98.34
98.76,99.17,99.70,98.49
98.23,99.55,99.99,97.48
99.51,99.17,99.98,98.86
99.48,99.93,100.36,99.13
99.39,99.82,100.40,99.00
100.31,99.72,100.72,99.45
99.60,96.87,99.60,96.25
97.34,98.92,98.93,95.65
98.02,100.08,100.14,97.90
100.25,101.27,101.94,100.05
101.31,102.47,102.58,100.82
102.82,102.27,103.26,102.12
102.30,101.87,102.69,101.46
102.23,102.41,102.56,101.95
102.54,103.47,103.87,102.44
103.13,103.19,104.13,102.64
103.44,103.64,104.04,103.05
103.93,102.67,104.13,101.47
101.96,101.25,102.59,100.73
101.56,101.06,101.56,100.16
101.95,106.40,106.49,101.30
107.51,106.82,108.81,106.44
106.38,105.96,107.27,105.89
105.96,107.00,107.33,105.73
107.65,107.45,108.75,106.59
106.78,107.85,108.33,106.67
108.08,106.36,108.08,105.35
106.13,108.93,109.16,105.34
109.29,109.81,110.12,108.54
109.16,106.78,109.16,106.13
107.55,109.09,109.22,106.45
109.00,108.75,109.44,108.00
108.88,109.01,109.93,108.74
108.00,108.18,108.73,107.87
108.95,107.15,109.19,106.86
107.36,109.12,109.20,106.51
108.56,106.75,108.56,106.17
106.78,105.39,107.33,103.57
105.69,106.42,107.15,105.47
105.91,107.12,108.13,105.06
107.39,107.18,107.55,105.77
107.50,107.02,108.00,106.34
106.52,105.08,106.62,104.71
105.82,105.65,106.13,105.21
105.33,105.08,106.39,104.78
104.91,105.00,105.35,104.08
104.89,104.49,105.55,103.56
104.40,105.45,105.52,104.12
105.57,110.08,110.35,105.57
110.19,111.77,111.99,109.43
111.25,110.75,111.25,109.45
110.94,111.06,111.87,110.24
111.22,113.72,114.23,111.06
113.70,111.85,113.70,108.35
110.42,109.69,111.94,108.54
108.89,108.53,109.50,107.30
107.80,108.03,109.10,106.50
108.27,107.36,109.26,106.82
107.04,105.79,107.41,105.28
105.97,107.08,107.45,105.65
107.00,106.86,108.06,106.51
106.77,106.84,107.60,106.51
106.61,106.20,107.01,105.22
105.29,104.56,105.97,103.66
105.02,107.40,107.67,104.41
107.56,106.56,108.51,105.00
107.20,106.23,108.50,106.10
106.30,106.95,107.19,105.57
106.21,104.96,106.36,103.20
104.80,106.02,106.29,104.80
107.04,106.25,107.23,106.24
106.42,106.19,106.57,104.54
105.99,106.92,107.85,105.44
107.05,105.96,107.54,105.65
105.12,105.61,106.36,104.66
105.62,106.32,106.86,105.14
106.69,107.11,107.55,106.40
107.22,107.01,107.51,106.23
106.73,105.87,106.87,104.93
105.94,106.43,106.79,105.62
105.59,105.90,107.07,105.11
105.33,103.72,106.54,103.62
103.62,105.18,105.57,103.62
105.15,105.01,105.92,104.34
105.08,104.94,106.06,104.42
104.54,103.54,105.13,103.36
103.11,103.02,103.50,102.12
103.15,102.64,103.45,101.85
102.64,102.80,104.08,102.35
102.74,101.33,103.05,101.14
101.44,101.99,102.03,100.96
101.83,101.08,102.02,100.93
101.08,101.32,101.97,100.85
101.32,101.10,101.74,99.14
101.13,103.05,103.12,100.83
103.22,104.35,104.51,102.79
104.24,104.81,105.17,103.35
104.15,100.42,104.15,100.11
103.72,96.43,103.72,95.64
96.43,95.20,97.30,93.98
95.24,96.21,96.62,95.11
96.22,95.60,96.22,95.02
95.53,95.70,96.03,94.54
95.80,97.74,98.02,95.20
98.65,97.61,98.99,97.57
97.37,96.84,97.55,96.61
96.42,96.00,96.56,95.18
96.04,96.10,96.91,95.85
96.34,96.07,97.13,95.49
96.28,95.81,96.67,95.47
95.19,95.86,96.10,94.99
96.01,97.29,98.02,95.61
96.68,98.12,98.50,96.58
97.89,97.92,98.49,97.64
97.83,97.93,98.57,97.61
97.70,97.47,98.08,96.77
97.49,98.27,98.63,97.49
97.87,98.36,98.45,97.43
97.95,97.60,98.83,97.02
97.57,97.86,98.15,96.77
97.64,98.10,98.49,97.48
98.50,99.58,99.76,97.94
99.05,98.60,99.58,98.31
98.82,98.84,98.90,97.22
98.90,98.84,99.37,98.27
98.46,98.73,98.89,97.96
98.34,98.74,99.60,98.12
98.83,99.09,99.62,98.77
99.02,98.86,99.53,98.81
97.97,98.60,98.89,97.57
98.32,99.08,99.51,97.93
99.32,99.46,99.80,98.97
99.57,99.50,100.32,99.28
99.68,99.41,100.01,99.13
99.57,99.68,100.23,99.49
100.27,99.20,100.27,98.68
99.00,98.94,99.75,98.88
99.22,99.17,99.52,98.88
99.48,98.92,99.75,98.73
98.48,98.20,98.75,98.04
99.07,99.09,99.64,98.58
99.60,99.10,100.10,98.78
99.42,98.83,99.88,98.55
98.18,99.46,99.81,98.18
98.00,99.27,99.63,96.72
98.75,98.60,99.23,98.19
99.38,97.39,99.84,97.12
98.12,98.80,99.03,97.81
99.07,99.51,99.75,98.72
99.51,98.99,99.99,98.96
98.91,98.55,99.50,98.24
98.83,99.54,99.65,98.74
99.60,99.11,99.87,98.44
99.28,99.96,100.16,98.95
99.99,100.09,100.36,99.49
99.76,101.22,101.35,99.30
101.70,100.01,102.11,99.95
100.35,100.20,100.65,99.73
99.70,100.06,101.48,99.46
100.28,100.46,100.58,99.62
101.90,100.66,104.47,100.58
100.67,104.21,104.50,100.30
104.39,104.01,104.66,103.48
104.56,104.27,104.82,103.21
104.11,104.86,105.41,104.05
105.22,104.19,106.09,104.05
104.21,102.16,104.23,101.55
101.93,102.55,102.67,101.14
102.95,101.07,104.13,100.68
100.54,100.99,101.26,99.82
100.19,100.61,100.87,99.50
100.66,100.45,101.18,99.81
100.33,100.96,101.16,99.96
100.54,102.25,102.49,100.40
102.08,101.20,102.88,101.00
100.92,100.98,101.59,100.01
100.00,99.91,100.52,99.76
98.45,97.97,99.34,97.70
96.13,94.34,96.13,93.14
96.21,95.50,96.39,94.33
97.04,96.57,97.73,95.15
97.05,97.64,98.65,96.36
97.42,97.19,98.28,96.50
96.48,95.50,97.71,95.18
94.08,93.62,95.30,93.17
94.29,94.65,94.84,93.39
95.14,94.18,95.68,94.09
92.88,93.12,94.41,92.81
94.15,94.26,94.76,93.61
94.13,92.78,95.84,91.92
92.23,91.71,92.99,91.46
91.50,93.65,93.65,91.32
94.15,93.41,94.15,92.93
93.28,93.99,94.56,92.85
93.76,93.11,93.77,92.86
92.74,93.99,94.96,92.74
93.06,92.62,95.19,92.38
92.89,92.67,93.95,92.30
92.06,92.63,92.95,91.65
92.56,92.82,93.07,92.28
92.30,92.87,92.90,91.48
93.09,92.89,93.79,92.24
92.19,90.16,93.22,89.52
90.17,90.40,91.31,89.60
91.30,91.66,91.94,90.71
91.28,90.31,91.86,89.66
90.30,90.63,90.73,88.61
89.76,91.36,91.68,88.25
91.03,90.39,91.47,89.83
90.28,89.94,90.28,88.84
89.47,91.56,91.92,89.47
91.78,91.64,92.78,91.24
90.82,92.01,92.65,90.48
91.74,91.11,92.47,90.77
91.26,87.79,91.66,87.64
87.85,87.90,88.04,85.98
88.35,87.94,89.10,87.68
87.84,89.75,90.23,87.82
89.40,88.15,89.51,87.79
88.41,86.24,88.54,86.15
86.89,86.84,88.12,85.58
87.56,87.10,87.56,86.37
86.84,87.32,87.74,86.56
86.98,85.06,87.29,84.77
85.28,87.46,87.86,85.12
84.84,84.85,86.46,84.16
84.71,83.45,84.85,83.38
83.40,83.73,84.16,82.57
83.37,84.76,84.85,83.07
84.98,83.92,85.10,83.83
84.15,82.81,84.15,82.21
82.60,83.84,84.07,82.46
83.48,82.03,83.55,81.51
81.77,82.87,83.00,81.77
83.08,83.46,83.90,82.41
83.34,82.52,83.70,82.16
82.44,80.99,82.77,80.88
81.01,82.21,82.32,80.56
82.42,81.01,82.95,80.83
81.41,82.21,82.49,80.77
82.24,83.31,83.44,81.53
83.79,83.47,84.50,83.00
83.37,84.24,84.55,82.95
83.89,84.70,85.83,83.19
84.85,86.05,86.41,84.84
86.05,85.22,86.25,84.92
85.22,84.84,85.44,84.44
85.14,85.05,85.71,84.53
84.98,85.26,85.71,84.25
85.40,84.15,85.50,83.87
84.21,84.45,85.27,83.89
84.35,84.57,84.77,83.76
84.14,84.87,85.13,83.39
84.00,84.44,84.63,83.16
84.44,84.48,84.82,83.20
83.43,84.54,84.86,82.56
84.70,84.30,85.58,83.76
84.55,85.12,85.81,84.03
85.55,86.22,86.38,84.53
86.21,84.18,86.78,84.18
83.96,84.05,84.81,83.55
84.45,84.22,85.29,83.89
84.30,85.39,85.62,83.45
85.73,85.29,86.13,84.84
84.79,85.99,86.57,84.37
85.93,85.57,86.96,84.26
85.63,85.69,86.19,85.17
85.72,85.12,85.86,84.86
85.04,84.67,85.74,84.55
83.96,83.83,84.30,82.59
84.06,84.09,84.64,83.29
82.98,83.64,84.00,82.83
82.89,84.00,84.42,82.87
84.00,83.60,84.80,83.42
83.89,84.13,84.45,83.11
84.31,83.79,85.31,83.15
83.79,83.37,84.16,82.92
83.59,83.06,83.81,81.51
81.73,82.25,82.47,79.31
82.54,81.59,83.11,80.73
80.73,80.70,81.73,77.36
80.86,79.55,81.31,78.90
79.90,81.85,81.97,79.90
82.20,80.96,82.91,80.61
81.10,83.69,83.71,80.32
83.37,81.88,83.89,81.21
82.32,84.38,84.69,82.15
84.39,84.92,85.15,83.84
84.74,86.25,86.76,84.59
85.91,85.28,86.07,84.42
85.60,84.59,85.62,83.57
84.20,84.45,85.22,83.45
84.36,80.94,84.56,80.02
80.42,82.35,83.12,79.33
81.59,82.12,83.30,80.91
82.61,82.40,83.99,82.03
81.75,81.27,81.91,80.61
81.92,82.37,83.11,80.98
82.89,84.33,84.58,82.40
84.33,84.29,85.55,83.63
83.82,85.05,85.22,82.76
84.83,85.53,86.95,84.17
85.53,85.51,87.89,83.73
85.51,86.37,87.67,83.75
86.93,93.82,94.11,86.74
94.13,96.96,98.82,92.98
96.39,90.90,96.39,90.64
90.89,91.47,92.49,89.70
91.95,91.84,92.25,91.27
91.50,92.48,93.36,91.50
92.94,92.95,93.05,90.62
93.03,93.85,94.80,92.87
93.78,93.76,94.75,92.52
93.57,93.38,94.49,93.31
94.27,93.91,94.45,93.08
94.08,93.47,95.10,92.83
93.79,94.19,94.54,93.40
94.58,93.63,95.21,92.88
93.35,92.97,94.30,92.90
91.79,93.81,94.50,90.98
93.51,93.28,94.18,92.91
93.79,93.88,95.25,93.65
93.45,93.26,94.13,92.91
93.35,93.73,94.28,92.32
93.92,93.02,94.74,91.80
92.88,92.00,92.88,91.00
91.91,91.57,93.28,91.29
91.93,93.89,94.00,91.43
94.00,94.34,95.12,93.90
94.21,93.43,94.75,92.10
92.97,93.51,94.24,92.93
93.34,93.11,93.89,92.18
92.67,92.03,94.30,91.99
92.36,92.40,93.14,91.98
92.19,91.66,93.73,90.79
92.09,92.04,92.91,91.37
92.24,92.60,93.62,91.60
93.35,92.26,93.51,91.58
92.83,93.01,93.56,91.61
93.26,92.00,93.69,90.13
92.10,92.50,92.84,91.80
92.48,92.03,92.79,91.32
91.42,89.68,91.42,88.58
90.78,90.99,92.66,90.24
91.10,89.20,91.29,88.95
89.20,88.50,89.79,88.43
88.24,88.92,89.21,88.18
88.79,89.00,89.98,87.56
88.65,88.45,89.72,87.48
88.20,88.01,88.94,87.19
88.08,86.00,88.42,85.49
86.46,87.00,87.25,85.70
86.72,85.64,88.41,85.33
85.59,85.62,86.54,85.33
84.00,83.21,85.59,81.24
82.82,83.11,83.45,81.49
82.87,84.51,85.07,82.66
84.62,84.82,85.02,83.94
84.50,83.03,84.86,82.63
83.36,82.82,83.94,82.29
82.40,81.91,83.94,81.71
81.73,82.29,82.77,81.22
82.26,81.42,83.07,80.55
81.05,80.53,81.94,80.09
80.40,80.97,81.14,80.07
81.17,80.95,81.81,80.72
80.97,81.85,82.16,80.97
82.05,83.17,83.58,81.88
83.18,82.43,83.52,82.16
82.60,82.65,82.96,82.12
82.75,84.25,84.38,82.75
84.22,84.06,84.57,83.69
84.09,84.94,84.99,84.02
84.69,84.48,85.32,84.25
84.00,84.33,84.56,83.26
84.58,85.44,86.01,84.48
85.16,84.10,85.28,84.01
83.75,84.36,84.46,83.49
84.52,85.21,85.45,84.42
85.14,85.10,85.49,84.46
84.96,83.97,85.47,83.75
83.74,84.43,85.18,83.28
83.51,82.52,83.73,82.43
82.31,82.45,82.60,81.45
82.65,82.26,83.61,81.94
83.12,81.88,83.53,81.87
82.09,81.39,82.53,81.25
81.23,82.12,82.66,81.17
83.00,83.00,83.57,82.56
81.00,83.26,83.63,81.00
82.47,81.99,82.47,80.60
82.16,82.51,83.03,81.38
83.34,84.26,84.26,83.15
84.44,84.78,84.99,83.56
84.53,84.04,85.19,83.79
83.84,84.23,84.73,83.65
84.23,83.99,84.97,83.76
83.98,83.84,84.44,83.39
83.90,83.85,84.94,83.71
84.57,84.88,85.67,83.84
85.41,85.24,85.67,84.92
85.26,84.86,85.79,84.66
85.22,83.96,85.22,83.79
84.10,82.95,84.10,82.90
82.87,82.32,83.05,81.81
82.47,81.91,82.58,81.64
82.31,81.98,82.58,81.83
81.77,82.94,83.04,81.77
82.95,83.42,83.77,82.88
83.36,83.98,83.99,83.25
83.63,80.98,83.63,80.66
81.21,80.25,81.21,80.01
80.35,81.44,81.65,80.09
81.14,81.37,82.04,80.76
81.40,82.02,82.50,81.01
81.61,80.19,81.61,80.01
79.19,76.39,79.19,75.36
76.41,75.56,76.78,75.48
75.88,75.93,76.25,75.60
76.06,75.39,76.29,75.29
75.13,75.72,76.66,75.05
75.54,75.28,76.05,75.21
75.60,75.36,76.01,75.07
75.37,75.86,76.29,75.36
76.01,75.93,76.37,75.65
75.91,75.45,75.91,75.17
75.33,75.69,75.77,75.09
75.95,76.29,76.32,75.43
76.27,75.97,76.27,75.62
76.00,76.14,76.41,75.74
76.41,76.76,76.86,76.17
76.85,76.85,77.29,76.62
76.83,77.34,77.35,76.76
77.22,76.85,77.84,76.29
76.80,76.44,77.21,76.36
76.62,76.97,77.00,76.12
76.86,77.99,78.44,76.52
78.21,77.75,78.28,77.04
78.12,78.74,78.80,77.89
79.13,78.29,79.20,77.77
79.96,82.69,82.70,79.43
82.73,79.89,82.73,79.78
79.66,78.64,79.66,78.53
78.41,79.64,79.76,77.82
79.36,78.67,79.36,78.31
77.60,76.73,77.86,76.59
76.91,76.94,77.23,76.48
76.98,77.17,77.35,76.30
77.22,77.88,77.90,77.22
78.23,77.85,78.25,77.64
77.92,78.76,78.81,77.77
78.89,79.93,80.15,78.89
79.60,80.25,80.46,79.54
79.72,79.90,80.37,78.80
79.91,80.09,80.37,79.11
79.76,79.54,80.55,79.42
79.35,78.16,79.41,78.05
79.60,79.19,79.60,78.12
78.86,78.85,79.10,78.61
79.27,78.97,79.85,78.55
78.89,78.26,79.59,78.04
77.97,78.16,78.44,77.55
78.22,78.37,78.72,77.80
78.55,79.00,79.18,78.14
79.13,78.62,79.13,78.41
78.90,78.71,79.10,78.51
78.03,78.33,78.61,77.85
78.43,78.60,79.31,77.99
78.75,78.21,78.79,78.14
79.05,78.38,79.17,78.27
78.62,79.23,79.86,78.38
78.96,79.28,79.32,78.03
79.33,79.79,79.99,79.04
80.34,80.59,80.80,79.98
80.06,78.50,80.06,78.44
78.15,77.88,78.67,77.82
78.41,78.04,78.61,77.64
78.09,78.40,79.10,78.02
78.50,79.10,80.18,78.39
78.15,77.46,79.22,76.91
77.20,77.05,78.58,76.36
77.06,77.03,78.10,76.58
76.73,77.46,78.39,76.63
78.27,77.91,79.07,77.71
77.67,77.86,78.39,77.07
77.09,80.60,80.64,76.69
80.79,81.88,82.99,80.79
81.83,82.48,83.60,81.18
83.01,85.22,85.34,82.66
85.64,85.85,86.01,84.07
85.71,85.10,86.03,84.64
85.10,84.71,85.84,84.01
83.09,84.90,84.95,83.07
84.91,86.41,86.55,84.91
86.16,87.11,87.50,85.26
87.17,87.17,88.00,86.65
87.60,87.71,87.84,86.95
87.34,86.19,87.52,86.16
86.35,85.00,86.55,84.99
84.96,83.58,84.96,83.39
83.59,86.58,86.58,83.58
86.59,85.16,87.23,85.13
85.45,84.49,86.02,84.05
84.34,85.70,85.87,84.19
