OXY,Occidental Petroleum Corporation Common Stock,NASDAQ
90.82,88.94,90.94,88.49
89.76,89.92,90.61,88.56
88.84,88.63,89.60,87.56
89.25,88.67,89.25,87.89
89.93,89.25,90.05,88.29
89.91,90.31,91.26,89.52
89.99,89.23,90.27,89.21
89.92,90.02,90.60,89.70
90.07,90.57,91.36,89.91
90.10,89.76,90.20,89.03
90.05,90.83,91.09,89.35
91.55,90.84,92.19,90.54
91.45,89.94,91.68,89.59
90.16,89.28,90.21,89.12
90.45,90.42,90.72,89.45
90.22,90.22,90.39,89.48
90.18,90.51,90.96,89.50
90.64,89.66,90.90,88.74
89.80,89.94,90.23,89.40
90.20,91.27,91.67,90.14
91.64,92.09,92.41,90.92
92.10,91.97,92.59,91.61
92.03,92.03,92.67,91.80
92.16,91.00,92.27,90.38
90.72,91.05,91.23,90.18
90.31,90.75,90.90,89.78
90.72,90.48,90.74,89.43
90.40,88.32,90.55,86.12
88.52,89.05,89.80,88.17
89.65,89.85,90.10,89.11
89.68,88.92,89.96,88.46
88.85,88.15,88.89,88.07
88.27,88.18,88.75,87.81
87.99,87.88,88.31,87.62
88.09,88.48,88.82,87.15
88.22,88.28,89.04,87.91
87.85,88.29,88.42,87.52
88.32,87.87,88.33,87.79
87.93,87.68,88.30,87.42
87.34,86.99,87.51,86.70
86.88,86.51,86.98,85.69
86.40,86.11,87.53,86.02
86.10,85.95,86.75,85.78
85.58,85.38,86.08,84.91
85.51,86.12,86.80,85.34
86.32,88.17,88.40,86.14
88.33,87.92,88.97,87.84
87.33,87.35,88.00,87.11
87.37,88.17,88.75,87.37
88.01,88.21,89.07,87.95
89.77,88.21,89.87,87.95
88.94,88.47,88.99,87.71
88.33,89.77,90.25,88.23
89.71,89.74,90.40,89.60
89.54,89.00,89.77,88.62
88.99,89.70,89.85,88.98
89.74,89.66,89.99,88.77
89.66,90.82,90.82,89.54
90.55,91.01,91.63,90.32
91.29,89.49,92.87,89.29
90.24,89.68,90.45,89.46
89.81,90.98,91.40,89.68
91.08,92.31,92.85,90.80
92.44,92.11,92.89,91.80
92.22,91.56,92.39,91.56
91.13,91.37,91.64,90.92
91.42,92.80,93.48,91.39
93.20,92.91,93.30,92.39
93.75,93.58,94.40,93.06
93.88,94.46,94.50,93.30
93.38,93.54,93.65,92.79
93.44,94.39,94.47,93.36
94.18,94.81,94.97,93.13
94.74,94.40,95.00,93.72
94.43,95.41,95.63,94.14
94.61,95.28,95.93,94.43
95.05,93.56,95.23,93.51
93.82,93.96,94.31,92.92
94.98,95.10,95.88,94.36
94.67,95.49,95.81,94.24
94.99,95.71,95.94,94.61
95.55,95.23,96.30,95.03
95.99,96.97,97.24,95.69
96.80,98.08,98.08,96.67
98.54,98.29,98.70,96.21
98.21,97.05,98.21,96.76
97.39,97.82,97.99,96.81
97.25,95.66,97.28,95.41
95.96,97.03,97.31,95.49
96.90,96.88,97.08,96.09
96.88,97.54,97.79,95.51
97.88,96.48,98.00,96.00
96.87,96.06,97.97,95.14
96.20,96.08,97.24,95.39
96.05,95.65,96.27,94.59
96.23,97.73,97.82,95.93
97.37,96.69,97.37,96.23
97.06,97.01,97.49,96.03
96.71,95.85,96.89,95.42
95.71,96.33,96.47,95.56
96.46,97.01,97.08,96.17
96.67,95.64,96.83,95.34
95.29,97.00,97.04,95.10
97.02,97.48,97.65,96.48
97.57,97.54,97.76,96.80
97.60,97.08,97.76,96.66
96.90,96.90,97.33,96.01
97.13,97.18,97.80,96.79
97.50,98.65,98.72,97.13
98.77,99.37,99.42,97.96
99.31,97.47,99.31,97.30
97.49,97.63,98.09,97.05
97.49,95.20,97.60,94.79
95.21,94.96,95.95,94.52
95.13,94.76,95.39,94.08
94.73,94.30,95.60,94.06
94.30,94.59,95.06,93.75
94.40,93.43,94.44,93.36
93.94,92.65,94.54,92.54
92.57,93.14,93.78,92.37
93.15,92.49,93.20,92.45
92.36,91.54,92.79,91.33
91.44,91.24,92.12,90.98
91.24,91.11,91.49,90.63
91.32,90.95,91.83,90.73
90.95,90.21,90.96,90.13
90.75,92.26,92.34,90.39
91.87,92.93,93.13,91.50
92.80,92.80,93.52,92.54
93.41,93.23,93.88,93.17
93.24,93.48,93.54,92.66
93.47,94.03,94.11,93.13
94.16,94.85,94.95,93.88
94.64,94.55,95.32,94.35
94.95,95.10,95.32,94.23
94.51,93.85,94.84,93.41
93.91,93.52,94.25,92.88
93.86,93.80,94.11,93.20
94.57,95.55,95.69,94.09
94.99,94.79,95.40,94.20
94.84,94.84,95.12,94.07
95.05,93.85,95.08,93.41
93.36,91.54,94.10,91.45
91.93,92.31,92.36,91.47
92.76,91.46,92.87,90.74
91.33,91.77,91.94,91.06
91.74,90.57,91.96,90.55
91.22,89.97,91.52,89.38
90.52,90.96,91.28,89.65
90.66,89.42,90.66,89.17
88.76,88.00,88.83,87.59
87.95,87.09,88.14,86.80
87.28,88.31,88.55,87.18
87.29,87.82,88.39,87.00
88.74,88.30,89.23,86.50
87.78,87.57,88.73,86.81
87.80,87.24,88.35,87.17
87.42,87.14,88.04,86.58
87.41,87.29,87.78,85.90
87.61,88.48,88.96,87.61
88.80,90.59,90.91,88.35
90.45,90.69,91.12,90.16
90.80,91.60,92.10,90.73
92.08,92.19,92.70,91.85
91.41,92.27,92.51,91.15
94.66,95.76,96.06,94.27
96.10,96.28,96.53,95.31
96.05,94.94,96.50,94.87
95.00,95.40,95.59,94.75
95.32,95.39,95.97,94.91
96.17,96.07,96.58,95.71
95.87,95.82,96.05,95.11
96.00,95.20,96.00,94.63
95.09,95.53,95.55,94.68
95.75,96.52,97.17,95.75
95.79,96.05,96.87,95.48
96.55,97.22,97.67,96.41
97.46,96.85,97.75,96.77
96.05,96.27,96.55,95.81
97.28,97.13,97.41,96.34
97.14,97.22,97.37,96.62
97.40,96.41,97.47,96.08
95.86,96.39,96.48,95.55
96.71,95.81,96.92,95.53
95.40,96.52,96.57,95.29
96.64,96.85,97.00,96.38
97.11,97.26,97.84,96.57
97.25,95.14,97.38,94.53
94.74,92.93,94.75,91.20
93.37,94.07,95.04,92.71
94.39,93.87,94.61,93.27
94.55,94.65,95.13,94.15
94.82,93.54,94.95,93.38
93.54,94.64,94.83,93.05
95.05,95.55,95.59,94.30
96.02,95.29,96.05,95.03
95.39,94.90,95.40,94.61
94.61,96.02,96.30,94.38
96.45,96.51,96.66,96.03
96.95,94.55,96.98,94.35
94.72,93.59,94.81,93.56
93.82,94.95,95.01,93.27
95.40,95.97,96.03,94.82
95.79,94.44,96.39,94.35
94.09,93.33,95.08,93.33
94.02,94.32,94.78,93.31
94.35,94.90,95.17,93.74
95.65,95.81,95.97,95.13
95.41,96.60,96.78,95.40
96.73,97.45,97.50,96.60
97.21,96.93,97.68,96.78
96.67,96.77,97.51,96.60
97.07,97.14,97.38,96.25
97.14,96.37,97.18,96.28
96.78,96.68,97.23,96.15
97.25,96.87,98.21,96.81
96.73,95.75,96.73,95.47
95.74,94.99,95.80,94.93
94.88,94.44,95.17,94.40
94.83,94.70,95.38,93.80
94.80,95.83,96.15,94.51
96.21,96.23,96.39,95.39
96.38,95.19,96.50,95.06
95.82,96.11,96.35,95.36
96.50,96.42,96.73,96.14
96.75,97.52,98.12,96.47
97.02,97.38,97.53,96.85
97.07,97.06,97.27,96.11
97.11,95.69,97.11,95.32
95.71,95.94,96.35,95.68
95.80,95.46,96.27,95.38
95.62,97.59,97.84,95.50
97.60,97.23,98.03,97.00
97.50,96.97,97.69,96.91
97.07,97.45,97.57,96.41
97.62,99.05,99.26,97.35
99.15,99.83,99.88,98.91
99.40,99.69,99.75,99.02
99.79,99.76,100.47,99.40
99.79,100.24,100.53,99.50
99.83,100.16,100.33,99.56
100.70,100.90,100.97,99.65
100.56,100.38,100.87,100.02
100.18,100.19,100.85,99.95
100.00,99.98,100.27,99.68
99.68,99.89,100.13,99.67
100.39,101.25,101.65,100.29
101.64,103.23,103.25,101.44
103.35,103.35,103.80,103.03
102.72,102.74,102.89,102.05
102.64,103.25,103.37,101.98
103.34,103.35,103.64,102.98
103.59,104.00,104.14,103.22
104.15,105.19,105.64,104.14
105.37,101.45,105.38,101.13
101.46,102.62,102.77,101.32
102.84,102.64,102.84,101.29
102.30,102.21,102.58,100.95
101.89,102.63,103.15,101.89
103.77,102.80,104.04,102.72
102.74,102.24,102.93,101.28
102.33,102.17,102.75,101.77
102.27,101.59,102.32,101.29
101.48,101.88,102.39,101.32
102.07,101.95,102.29,101.45
101.11,100.41,101.55,99.89
100.55,100.48,100.72,99.73
100.95,101.22,101.39,100.76
101.30,99.52,101.53,99.27
99.83,101.73,101.91,99.83
101.88,99.95,102.17,99.83
100.03,100.93,101.01,99.50
101.16,100.58,101.16,100.03
100.96,101.27,102.01,100.74
101.25,101.60,101.73,100.73
101.53,100.88,101.59,100.35
100.38,100.09,100.93,100.00
100.20,99.82,100.60,99.50
99.55,99.33,99.94,99.26
99.76,98.11,100.31,98.08
98.83,97.71,99.09,97.48
97.64,97.89,98.93,96.82
98.76,100.75,101.23,98.62
100.24,99.11,100.26,98.41
98.92,99.41,100.55,98.72
99.55,98.29,99.75,97.77
98.65,99.80,99.85,98.36
100.20,99.77,101.05,99.52
99.40,99.81,100.38,99.05
99.99,99.99,100.96,99.19
100.29,99.97,100.82,99.74
100.03,100.46,100.61,99.33
100.78,100.60,100.91,99.49
101.08,101.80,102.11,100.65
101.36,101.74,101.90,100.92
101.76,102.27,102.50,101.54
102.24,102.44,102.82,101.95
102.89,103.28,103.55,102.67
103.57,103.15,103.70,103.10
103.41,103.38,103.68,102.95
103.24,104.01,104.48,103.09
103.02,103.73,104.07,103.02
103.43,102.36,103.69,102.08
103.17,102.45,103.57,102.39
102.65,102.37,103.47,101.91
102.34,101.31,102.58,100.77
100.25,98.55,100.32,98.11
98.52,98.35,99.27,97.79
98.46,98.54,98.60,97.59
97.86,98.35,98.43,97.34
98.00,97.40,98.13,97.05
97.10,98.29,98.55,96.34
97.43,98.56,99.21,97.40
98.45,98.17,99.17,97.87
98.50,97.87,98.69,97.59
98.35,97.71,98.64,97.69
97.55,96.91,97.62,96.16
96.78,96.46,97.17,96.19
97.52,98.41,99.15,96.30
97.86,96.77,98.36,96.37
96.64,98.35,98.52,96.59
97.00,97.23,97.46,96.01
97.43,96.15,97.48,95.70
96.01,94.29,97.04,94.17
93.83,95.22,95.82,93.24
96.16,95.96,96.28,94.65
96.28,97.08,97.14,95.75
95.50,94.87,96.51,94.87
94.62,95.56,95.66,92.83
95.06,92.53,95.14,91.99
92.57,91.56,93.15,90.61
91.33,87.90,92.25,87.70
88.47,86.55,89.07,86.10
84.67,85.25,85.98,82.30
83.55,86.44,87.15,83.28
87.34,88.36,90.59,87.34
88.14,88.74,88.88,87.62
90.56,91.07,91.38,89.60
90.33,89.70,91.70,89.59
90.23,91.01,91.60,89.21
90.95,89.52,91.00,89.36
88.09,86.47,88.25,85.56
86.90,88.14,88.20,86.78
89.01,88.85,90.00,88.31
88.42,87.93,88.80,86.78
88.55,88.93,88.98,87.25
88.99,87.14,89.38,86.90
85.77,85.32,86.11,84.50
86.16,86.47,86.92,85.08
84.92,86.40,86.63,84.91
86.48,88.04,88.45,86.24
88.57,87.93,89.19,87.44
87.79,89.11,89.31,87.06
88.28,88.59,89.13,87.94
87.68,86.29,88.25,85.08
86.81,86.66,87.52,86.26
86.50,85.90,86.50,85.72
86.15,86.66,87.05,85.69
86.43,86.04,86.72,85.39
86.04,86.87,86.98,86.00
88.04,87.60,88.32,86.93
88.55,88.26,88.77,87.72
88.23,86.36,88.37,86.14
86.62,86.13,86.80,85.70
82.25,79.77,82.41,78.51
77.34,79.45,80.05,76.36
78.97,80.69,81.43,78.80
81.34,83.10,83.19,80.67
82.15,82.54,82.97,81.86
82.05,81.48,82.48,81.20
79.30,76.11,79.50,75.79
75.94,77.45,77.97,75.80
75.65,75.14,76.24,74.36
74.68,75.08,76.74,74.66
73.96,74.22,75.71,73.35
75.07,73.16,75.80,72.90
72.47,74.41,76.51,72.32
74.77,77.80,78.28,74.72
79.62,79.17,79.99,77.08
78.94,81.52,81.52,78.35
81.19,80.79,81.48,79.21
81.27,82.90,83.25,80.95
82.17,82.24,82.50,81.02
82.48,82.05,82.67,81.49
82.57,81.71,83.10,81.23
81.67,81.40,81.69,80.41
80.63,80.61,81.32,79.81
80.01,80.65,81.10,79.28
79.38,77.66,79.38,76.91
77.07,77.00,78.23,76.06
77.94,77.01,78.28,76.00
77.81,77.69,78.76,77.48
78.15,77.54,78.20,76.07
76.32,74.95,76.51,74.62
74.99,74.97,76.07,74.25
73.82,75.48,75.78,73.15
76.60,75.99,76.87,74.94
76.47,78.06,78.26,76.40
77.75,78.01,78.01,75.92
78.43,79.24,79.55,78.14
80.00,78.86,80.00,77.72
78.70,78.85,79.88,78.16
78.88,80.32,80.35,78.30
79.92,79.41,80.49,79.02
79.09,76.50,79.41,76.28
78.29,78.31,78.41,75.55
77.82,80.00,81.36,77.32
81.78,80.16,82.18,78.56
81.29,82.15,82.29,80.60
80.97,80.85,81.67,79.80
81.86,82.12,82.90,81.45
82.99,81.75,83.25,81.64
82.24,81.26,83.22,81.06
81.22,81.31,81.51,79.46
79.91,79.98,80.73,79.06
80.93,82.04,82.23,80.56
83.16,83.11,83.74,82.55
82.52,82.53,83.08,82.05
82.53,81.37,82.53,81.25
79.07,80.61,81.37,79.01
80.82,80.10,81.11,79.75
79.37,79.80,80.56,79.10
80.48,79.75,80.57,79.33
79.91,80.21,80.52,79.58
79.34,78.32,79.61,77.85
78.63,77.88,78.84,77.68
77.86,77.74,77.86,76.65
77.80,78.01,78.80,77.47
77.88,78.33,78.38,77.23
78.13,77.49,78.20,77.18
76.39,74.77,76.86,74.51
74.79,74.80,75.78,74.59
73.87,73.82,74.52,73.55
73.62,74.26,74.67,73.56
74.71,74.58,75.05,74.23
73.80,72.84,73.96,72.40
72.38,73.11,73.17,72.10
72.99,72.36,73.24,72.18
72.06,74.01,74.60,71.75
72.81,71.87,73.13,71.70
72.46,72.72,73.89,72.28
73.11,72.86,73.77,72.84
72.90,72.45,73.24,72.41
72.98,73.72,74.24,72.71
74.61,73.73,74.70,73.12
73.04,72.72,73.63,72.55
73.44,73.98,74.32,73.35
73.00,73.00,73.72,72.69
74.22,74.24,74.58,73.47
73.64,74.55,74.77,73.35
74.95,76.51,77.01,74.50
76.59,76.81,77.12,76.02
77.02,76.60,77.21,76.48
76.64,77.83,78.05,76.60
78.12,78.45,78.52,77.61
78.85,77.74,79.04,77.69
78.35,79.30,79.58,78.23
80.19,81.51,82.06,79.74
81.17,81.37,81.74,80.35
80.84,80.53,81.12,79.71
80.62,80.37,81.44,80.26
80.37,79.45,80.47,79.23
79.68,79.59,79.94,78.75
79.85,80.04,80.75,79.64
79.69,79.77,80.00,79.20
80.14,79.43,80.44,79.41
79.22,79.70,79.82,78.81
79.51,80.11,80.28,79.30
80.40,80.10,80.64,79.40
79.96,80.50,80.60,79.65
80.59,80.03,80.69,79.41
80.62,78.62,81.08,78.49
81.99,79.42,82.02,78.98
78.61,77.61,78.96,77.17
78.34,77.90,78.38,76.72
78.07,76.68,78.18,76.61
76.72,76.68,76.97,76.01
77.06,76.17,77.33,75.69
76.28,76.29,77.18,76.19
76.10,76.84,77.11,75.60
76.42,77.24,77.36,76.25
76.51,75.84,76.79,75.81
76.23,76.62,77.04,75.81
76.93,76.95,77.43,76.51
76.32,77.01,77.29,75.85
76.33,76.72,77.00,76.02
76.63,76.82,77.46,76.11
76.67,77.73,78.04,76.31
77.96,78.19,78.34,77.02
78.89,78.89,79.35,77.91
79.11,79.44,79.89,78.02
78.66,78.37,79.01,78.32
77.84,77.30,78.28,77.24
76.92,79.09,79.56,76.90
78.01,77.23,78.16,77.09
77.83,77.48,78.18,77.40
78.56,78.83,78.93,78.18
78.79,78.89,79.40,78.54
78.55,77.78,78.61,77.35
77.24,77.45,78.10,77.11
77.17,78.51,78.76,77.17
79.22,78.80,79.51,77.86
79.05,79.10,79.36,78.50
78.72,77.97,79.48,77.94
78.11,78.79,79.00,77.84
79.00,79.40,79.43,78.53
79.22,79.32,79.75,78.76
79.00,78.53,79.33,78.35
78.30,79.21,79.27,77.40
78.02,77.37,78.11,77.10
78.18,77.77,78.28,77.39
77.53,75.95,77.76,75.57
76.41,75.73,76.89,75.71
74.52,73.90,74.69,73.70
73.64,74.20,74.55,72.68
73.69,72.54,74.14,72.13
73.72,73.12,74.25,73.09
73.67,73.31,74.18,73.11
73.47,73.45,73.55,72.79
73.25,74.28,74.38,73.19
73.88,73.09,74.23,72.44
73.22,72.50,73.44,72.41
72.19,71.92,72.28,71.71
71.70,70.26,71.92,69.83
70.38,70.22,71.09,70.00
70.01,69.47,70.40,69.33
69.44,69.69,69.79,68.90
69.46,68.42,69.64,67.86
67.83,67.76,68.29,67.30
67.95,69.62,69.85,67.51
69.50,70.86,70.96,69.21
70.73,71.40,71.70,69.64
71.25,70.20,71.37,69.92
69.47,69.40,70.00,68.69
69.71,69.03,70.55,68.67
69.76,68.66,70.39,68.48
68.37,69.42,69.64,67.80
69.34,68.78,70.06,68.51
69.09,71.28,71.36,68.83
69.30,71.48,71.57,69.21
71.32,73.73,74.25,71.21
72.95,72.93,73.44,72.30
73.04,73.40,73.81,72.92
73.14,73.74,73.85,72.80
73.18,73.79,73.87,73.16
73.53,72.16,73.90,71.76
71.84,70.47,72.19,70.46
69.95,69.26,70.84,69.26
66.39,65.73,68.65,64.83
67.80,65.75,68.89,65.69
67.28,67.15,67.77,65.75
68.40,70.56,70.62,68.03
70.43,71.84,73.11,70.23
71.41,73.01,73.27,69.57
70.97,70.01,71.64,69.41
71.08,71.08,71.40,69.22
71.31,70.86,72.53,70.52
69.63,69.65,70.15,69.14
69.46,69.50,69.72,67.89
69.71,67.64,70.56,67.50
67.75,67.74,68.33,66.67
66.81,66.90,67.20,65.82
66.59,66.19,67.21,66.05
66.62,66.75,67.27,66.31
67.33,68.39,68.53,67.03
68.40,68.34,69.78,67.88
67.14,66.84,67.82,66.34
67.26,66.80,67.35,66.42
65.91,65.76,66.65,65.11
66.00,64.82,66.29,64.67
64.19,65.08,65.57,64.14
65.60,66.12,66.20,64.80
65.14,63.64,65.60,63.60
64.08,64.47,64.73,63.69
65.20,66.15,66.26,64.94
67.03,65.97,67.97,65.37
65.50,68.79,68.82,65.25
69.48,70.65,71.30,69.42
70.84,71.59,72.71,70.04
72.71,71.89,73.59,71.11
71.85,74.07,74.26,71.58
74.26,73.60,74.64,73.36
73.81,73.04,73.90,72.55
72.44,72.71,73.58,72.05
72.62,73.90,74.17,72.30
73.71,74.72,74.80,73.14
75.49,74.23,75.50,73.52
73.39,72.71,73.53,72.17
72.46,72.58,73.28,72.07
72.49,72.01,72.98,71.94
72.60,74.34,74.44,72.59
73.94,73.71,74.51,73.37
73.40,71.66,73.60,71.65
70.68,70.20,70.79,69.60
70.77,73.81,74.51,70.28
73.45,74.13,74.88,73.00
74.43,74.54,75.56,73.58
73.99,75.58,76.18,73.88
76.35,76.60,77.36,75.86
76.50,75.76,76.50,75.11
75.27,75.71,77.27,75.15
75.05,75.10,75.65,74.35
74.94,75.21,75.64,74.60
74.93,76.26,76.74,74.72
76.38,75.62,77.37,75.49
74.53,73.14,74.95,72.96
72.94,73.51,73.95,72.36
73.65,74.97,75.02,73.01
75.03,74.25,75.16,73.98
74.61,75.77,75.90,74.32
75.32,75.30,76.38,74.81
75.25,74.09,75.58,73.96
73.99,74.10,74.71,73.60
74.55,75.90,76.21,73.97
75.10,75.38,76.04,74.75
74.55,75.19,75.26,74.50
75.26,75.59,76.40,74.81
75.68,76.69,76.75,75.01
76.00,75.31,77.17,75.00
75.71,72.43,75.83,71.93
71.41,71.72,72.61,69.64
69.94,69.32,70.64,68.28
66.60,67.30,67.92,65.93
67.41,67.95,69.22,67.28
67.66,68.42,69.32,67.35
67.31,66.03,67.46,65.64
65.50,66.65,66.77,64.89
67.44,68.44,68.82,67.31
68.44,68.87,69.62,67.52
68.23,66.42,68.60,65.65
66.42,65.96,67.02,65.83
66.34,66.14,66.94,65.22
66.31,66.98,68.15,65.74
68.28,69.21,69.34,67.89
69.21,69.20,69.63,68.65
67.83,67.99,68.47,67.47
69.28,68.19,69.50,67.65
67.26,67.02,68.51,66.88
66.42,67.61,68.00,66.42
67.09,67.41,67.88,66.37
67.18,68.53,68.71,66.78
66.75,65.44,67.11,64.76
64.07,64.26,65.68,63.69
64.76,63.17,64.95,62.94
62.96,61.22,63.42,59.97
61.42,60.97,61.88,58.82
61.75,60.40,62.80,60.03
60.75,64.00,64.81,60.19
61.32,62.79,63.05,60.96
63.50,61.46,63.65,60.34
60.26,59.62,60.87,58.24
59.11,60.85,61.17,58.76
63.53,63.80,64.39,61.44
63.01,61.79,64.30,61.73
63.09,63.23,63.61,62.14
62.80,64.16,65.87,62.28
66.15,65.87,66.75,64.08
65.99,68.83,68.83,65.88
67.54,66.56,67.78,65.83
64.34,65.48,66.30,64.03
66.59,68.13,68.19,64.75
68.90,66.98,70.49,66.78
66.40,65.47,66.65,64.75
63.68,66.19,66.70,63.24
65.13,65.22,66.17,64.05
65.13,65.66,67.00,64.29
64.39,66.20,66.52,64.12
67.00,67.06,67.78,66.44
68.25,68.01,68.32,67.15
69.34,70.63,71.30,68.71
71.33,70.29,71.46,69.81
69.84,70.26,70.37,68.93
71.90,71.68,72.19,71.10
71.37,69.00,71.77,68.58
67.71,69.47,69.61,67.40
69.55,69.65,69.93,68.47
71.23,69.80,71.23,69.75
70.31,68.82,70.53,68.52
69.25,70.45,70.60,68.57
70.08,71.61,71.66,69.57
71.59,70.49,71.62,69.38
70.70,69.72,71.00,69.15
70.07,70.35,70.74,68.32
69.12,66.40,69.18,66.20
67.23,68.43,69.25,66.30
68.27,68.44,68.73,67.53
69.67,69.95,70.21,69.11
69.13,69.05,69.67,68.65
68.06,68.33,68.36,67.48
68.74,69.42,69.74,68.07
70.33,70.66,71.17,69.45
71.24,71.30,71.57,70.10
70.89,70.67,71.36,70.07
70.03,69.61,70.57,69.37
68.89,68.29,69.40,68.03
67.27,68.51,68.74,67.25
68.66,68.03,68.72,67.76
66.95,67.93,68.04,66.90
68.91,68.60,69.31,68.22
68.24,68.43,69.42,68.15
67.23,68.20,68.42,66.98
68.68,68.19,69.12,67.77
67.48,67.42,68.08,66.94
67.94,70.12,70.24,67.40
69.55,69.38,70.40,69.00
70.71,70.60,71.14,70.22
70.81,70.79,71.58,70.77
71.28,72.45,72.92,70.33
72.65,72.24,72.88,71.65
72.66,74.32,74.47,72.30
73.80,72.15,74.00,72.10
72.15,73.30,73.66,70.70
73.71,74.86,74.99,72.99
74.63,75.07,76.12,74.00
75.21,74.62,75.73,74.38
74.92,75.85,76.00,74.83
75.26,75.10,75.93,74.63
75.75,76.48,76.60,75.24
76.76,77.52,78.09,76.65
77.71,76.23,77.71,75.83
76.50,76.65,77.23,75.78
76.22,76.33,76.50,75.39
75.43,75.57,75.88,74.71
75.18,73.96,75.78,73.85
75.66,76.14,76.89,75.08
75.31,76.06,76.64,75.10
75.25,75.54,75.83,74.25
75.66,76.41,76.58,75.52
75.90,76.31,77.02,75.68
76.98,76.48,77.20,76.16
76.36,75.34,76.38,75.17
76.15,76.53,76.85,75.84
76.33,76.34,77.08,75.76
75.38,74.81,75.89,74.31
74.50,74.84,75.00,73.82
75.31,74.96,75.43,74.60
74.48,74.87,75.37,74.31
75.54,76.12,76.39,74.98
76.87,76.17,77.35,75.88
76.70,76.11,77.18,76.05
75.97,76.15,76.22,75.58
76.22,75.44,76.51,75.08
74.90,75.44,75.55,74.33
74.82,75.21,75.25,74.36
75.48,74.83,75.72,74.37
75.56,75.41,76.18,75.22
76.00,76.87,77.17,75.57
76.60,75.44,76.97,75.31
74.56,75.60,75.66,74.52
75.00,75.45,75.46,74.80
74.84,75.25,75.69,74.63
75.09,75.12,75.26,74.80
75.09,74.85,75.34,74.59
74.36,74.45,74.63,73.82
74.85,74.95,75.05,74.46
75.98,76.10,76.66,75.70
76.31,77.16,77.28,75.81
77.28,77.10,77.68,76.76
77.82,78.31,78.31,77.29
75.68,75.27,76.45,74.84
74.36,73.12,74.74,72.50
74.31,73.97,74.31,73.17
73.98,75.09,75.34,73.88
75.22,75.56,75.66,74.84
75.43,75.67,76.25,75.14
74.90,75.22,75.72,74.53
75.22,75.45,75.56,74.68
75.67,75.45,75.99,75.00
76.50,76.13,76.50,75.36
76.33,76.20,76.82,75.93
77.41,77.37,77.50,76.66
77.49,76.83,77.58,76.22
77.55,77.21,77.66,76.93
77.34,77.32,77.57,76.89
77.01,76.77,77.13,76.53
76.33,76.37,76.88,76.13
76.14,76.35,76.87,75.87
75.92,75.73,76.51,75.59
75.67,75.38,76.01,75.13
74.90,74.51,75.26,74.10
74.21,74.69,74.89,73.97
74.57,74.16,74.85,73.82
73.78,73.91,74.32,73.43
73.42,74.73,74.89,73.25
74.40,73.59,74.49,73.30
73.96,73.12,74.08,72.11
73.53,74.38,74.41,72.33
74.01,74.25,74.85,73.92
74.20,73.68,74.20,73.06
74.19,74.36,74.69,73.85
74.68,73.68,74.77,73.32
74.00,73.27,74.32,73.13
73.84,74.25,74.58,73.31
74.46,74.46,74.60,73.85
74.90,75.05,75.23,74.72
74.77,76.01,76.26,74.50
75.87,76.61,76.62,75.45
76.92,77.48,77.51,76.73
76.91,76.54,77.15,76.33
76.03,76.36,76.53,75.67
76.37,76.89,77.07,76.37
76.88,77.72,77.94,76.57
77.66,77.36,77.70,77.00
77.54,77.17,77.94,76.85
77.10,77.95,78.02,76.60
78.48,77.84,78.48,77.59
77.58,76.85,77.58,76.49
76.55,76.84,76.85,76.01
77.57,77.51,77.78,76.56
77.60,78.00,78.17,77.36
77.40,77.13,77.76,76.95
77.57,77.75,77.90,76.79
77.30,76.11,77.30,76.00
75.10,75.85,76.15,74.79
75.02,73.51,75.15,73.35
73.31,71.80,73.69,71.43
71.87,72.27,72.77,71.83
71.60,71.03,71.80,70.93
71.53,70.82,71.81,70.81
70.86,70.50,71.31,70.49
71.12,71.80,71.89,70.71
72.58,71.41,72.80,71.30
71.39,69.60,71.39,69.15
69.80,69.32,70.20,69.22
68.75,68.65,68.97,67.83
69.07,71.90,72.18,68.65
71.82,72.14,73.13,71.29
72.56,72.92,73.37,71.98
72.92,72.82,73.18,72.43
72.84,72.65,73.23,72.09
73.28,72.54,73.53,72.47
72.74,73.54,74.00,72.60
73.81,73.54,73.99,73.22
74.11,74.77,74.87,74.03
74.53,73.69,74.82,73.28
73.78,74.00,74.45,73.37
73.36,73.90,74.16,72.84
74.60,73.22,74.60,72.76
73.22,72.47,73.22,71.86
73.28,72.57,73.31,71.77
73.42,74.51,75.60,72.97
73.95,74.10,74.71,73.38
73.47,74.61,74.66,72.79
74.72,75.03,75.40,73.90
74.83,74.43,75.50,74.35
73.70,74.39,74.58,73.29
74.73,73.79,74.89,73.72
73.89,73.63,74.76,73.55
73.64,72.91,73.69,72.55
72.45,69.00,72.84,67.66
68.72,67.79,68.87,67.10
68.00,67.45,68.00,66.83
67.41,66.59,68.27,66.56
67.47,67.25,67.82,66.80
67.09,66.89,67.43,66.46
66.75,66.90,67.66,66.12
66.79,65.72,66.98,65.60
65.37,64.95,65.37,64.40
64.57,65.77,66.06,64.37
66.30,68.49,68.84,66.19
68.28,68.93,69.88,68.16
69.55,67.81,70.29,67.70
68.03,68.22,68.85,67.93
69.30,69.23,70.25,69.11
69.83,69.29,70.15,68.72
68.77,69.85,70.13,68.77
69.47,69.75,69.96,69.27
70.18,68.39,70.18,68.28
67.38,67.57,68.00,66.85
69.46,71.36,72.05,68.97
72.90,71.27,72.96,71.10
71.10,70.85,71.54,70.66
71.29,70.98,72.13,70.94
