ZBH,Zimmer Biomet Holdings,NASDAQ
77.08,75.44,77.30,75.22
76.09,76.38,76.76,75.65
75.79,75.27,75.95,74.55
75.92,74.97,76.11,74.85
75.49,74.94,76.26,74.91
75.56,74.96,75.67,74.84
74.92,74.94,75.44,74.57
75.17,75.00,75.85,74.85
75.04,76.08,76.56,75.00
75.86,75.42,75.93,74.95
75.80,76.32,76.35,75.50
76.49,77.08,77.54,76.42
77.37,76.88,77.47,76.60
76.90,77.20,77.77,76.68
78.11,78.17,78.37,77.59
78.26,78.95,79.38,77.90
78.90,79.56,79.59,78.88
79.70,80.13,81.17,79.56
80.55,81.68,81.92,80.44
81.62,82.21,82.28,81.54
82.19,84.67,85.08,81.88
83.85,84.52,84.79,83.43
84.43,84.50,84.60,83.59
84.50,84.04,84.57,83.74
83.98,82.90,84.43,82.67
82.60,84.48,84.55,82.50
83.85,83.62,84.00,83.02
83.55,82.99,83.88,82.75
83.29,83.48,84.00,83.07
83.90,84.47,84.75,83.40
83.89,84.00,84.05,83.66
83.57,83.94,84.45,83.40
83.77,83.00,83.88,82.79
82.88,82.59,83.00,82.32
83.35,83.29,83.52,82.64
83.10,82.57,83.28,81.95
81.93,82.31,82.57,81.86
82.28,81.85,82.40,81.72
81.91,80.90,82.12,80.62
80.50,79.72,80.55,79.50
79.50,79.54,79.84,79.12
79.43,79.63,80.16,79.36
79.55,79.85,80.21,79.35
79.50,79.50,80.12,79.15
79.68,80.75,80.92,79.46
80.88,80.52,81.19,80.15
80.55,80.46,81.15,80.30
79.66,78.34,79.66,78.26
78.43,78.25,78.73,78.04
78.13,78.86,79.47,78.00
78.91,79.09,79.27,78.67
80.04,78.91,80.47,78.30
78.73,79.44,79.80,78.70
79.45,79.60,79.99,79.18
80.31,79.88,80.39,79.00
79.87,80.70,80.83,79.81
80.96,80.85,81.40,80.70
80.85,80.84,81.32,80.59
80.48,81.24,81.54,80.47
81.35,81.89,81.91,81.11
82.67,82.82,83.07,81.99
82.80,83.15,83.20,82.44
83.22,83.76,83.80,82.48
83.84,83.51,83.84,83.33
83.52,83.11,83.63,83.02
83.50,83.92,84.17,83.32
83.72,83.83,84.35,83.61
83.53,81.70,83.76,81.67
81.64,82.24,82.47,81.50
81.88,82.30,82.58,81.52
81.62,82.14,82.60,81.40
82.29,82.41,82.50,81.90
82.08,83.02,83.04,82.08
82.70,82.66,83.27,82.12
82.58,83.39,83.71,82.58
82.26,83.21,83.68,82.10
83.60,83.37,84.99,83.35
83.83,84.69,85.42,83.65
85.30,85.93,85.96,85.12
85.59,86.66,86.69,85.55
86.24,87.65,87.92,86.04
87.50,86.38,88.19,86.30
86.70,87.72,87.72,86.70
87.25,87.88,87.95,87.19
88.00,88.95,89.49,87.84
88.83,88.32,88.97,88.24
88.39,88.72,89.31,87.81
88.68,89.90,89.93,88.34
81.20,85.66,88.23,80.55
85.04,86.91,86.95,85.04
86.33,88.13,88.59,86.12
88.17,88.40,88.66,87.72
88.53,88.22,88.83,88.11
88.38,87.47,88.45,87.46
87.87,87.89,88.16,87.30
87.86,88.88,89.04,87.65
88.22,88.94,89.08,88.09
89.00,89.40,89.68,88.81
89.29,88.36,89.69,88.11
88.15,88.59,88.67,87.58
88.52,89.23,89.56,88.41
88.78,89.25,89.31,88.35
89.07,89.64,89.65,88.52
89.47,90.30,90.75,89.40
90.03,90.59,90.83,90.03
90.60,89.59,90.69,89.28
89.46,89.94,90.29,88.89
89.81,89.27,90.00,89.09
89.68,89.17,89.95,88.65
89.36,89.24,89.60,88.38
89.99,89.74,90.56,89.60
89.73,90.60,91.52,89.73
90.48,90.62,90.95,90.29
90.58,91.41,91.59,90.23
91.24,91.04,91.55,90.85
90.57,90.59,90.90,90.03
89.85,90.07,90.47,89.58
90.13,90.45,91.12,90.04
91.50,92.02,92.38,91.50
91.76,92.44,92.69,91.47
92.11,91.88,92.49,91.73
92.05,90.34,92.06,90.17
89.83,90.00,90.41,89.62
90.46,90.51,90.74,89.93
90.74,90.40,91.50,90.32
90.75,90.63,90.89,89.92
90.77,92.80,92.90,90.41
93.63,92.61,93.63,91.47
92.80,92.74,93.12,92.35
93.12,93.43,93.53,92.73
93.00,93.10,93.48,92.76
93.14,93.43,93.70,93.03
93.33,93.24,93.54,92.92
93.24,93.20,93.41,92.90
93.50,93.19,93.65,92.88
92.63,92.24,92.82,91.97
92.58,92.64,93.89,92.41
93.79,93.24,94.00,92.93
93.42,95.10,95.12,93.42
95.81,97.43,97.48,95.48
97.50,96.47,97.61,96.33
96.30,96.68,97.12,95.89
96.61,95.65,97.12,95.40
96.14,96.80,96.92,95.76
96.95,97.71,97.86,96.43
97.80,97.05,97.82,96.92
96.98,95.93,96.99,95.64
97.44,96.45,97.72,95.73
96.47,96.41,96.69,95.76
96.37,95.38,96.89,94.84
94.40,93.36,94.96,93.24
93.53,93.21,94.09,92.50
93.40,94.28,94.93,93.32
93.39,93.22,94.33,92.92
93.74,93.04,95.38,92.90
93.49,93.97,94.42,92.50
94.00,90.87,94.19,90.77
91.33,91.32,91.78,90.80
91.01,92.18,92.51,90.78
92.03,92.55,92.75,91.87
92.81,94.49,94.63,92.65
94.08,95.55,95.69,94.08
95.27,95.74,95.86,94.92
95.55,95.40,95.99,94.45
94.91,96.12,96.21,94.75
96.15,96.07,96.57,95.52
96.35,96.00,96.85,95.84
95.73,94.70,96.37,94.67
94.98,95.30,95.51,94.45
95.17,95.40,96.14,94.76
95.51,95.59,96.49,95.51
95.29,95.08,96.17,94.74
95.12,95.20,95.69,94.93
95.12,95.25,95.49,94.51
95.47,93.84,95.77,93.45
92.96,94.40,95.10,92.77
95.57,97.05,97.37,95.56
96.78,97.16,97.40,96.28
97.20,98.25,98.87,97.19
98.56,98.06,98.75,97.32
97.95,98.35,98.38,97.75
98.37,97.86,98.95,97.63
96.45,96.81,97.71,96.45
97.07,94.45,97.59,94.38
94.70,94.15,95.81,94.10
94.26,94.31,94.81,93.86
94.37,95.19,95.27,94.07
95.00,94.73,96.06,94.24
94.67,94.77,94.91,94.09
95.52,93.54,95.65,93.32
94.00,92.06,94.11,91.42
92.56,92.98,93.28,92.05
93.15,92.59,93.93,92.59
92.67,92.76,92.93,91.63
93.01,93.71,94.32,92.89
94.29,94.58,94.75,93.69
94.31,95.31,95.56,94.31
95.42,96.57,96.85,95.16
97.07,97.97,98.10,96.72
98.30,96.67,98.93,96.32
96.76,94.85,96.87,94.74
94.65,93.85,95.00,93.09
94.01,96.02,96.13,93.46
96.09,92.67,96.20,92.42
92.33,91.50,93.06,91.45
92.57,93.07,93.39,92.15
92.85,92.62,93.28,90.48
93.42,91.57,93.42,90.97
91.48,90.99,92.27,90.96
91.93,91.91,92.10,91.30
92.00,91.68,92.27,91.64
91.50,91.45,91.94,91.10
107.00,101.97,108.33,100.92
100.97,100.54,102.56,99.91
100.47,98.45,100.50,97.59
98.86,97.91,99.34,97.85
97.57,96.80,97.91,96.55
97.00,97.50,98.17,96.85
97.59,98.11,98.27,97.30
97.13,99.03,99.11,96.34
98.78,100.06,100.70,98.09
100.11,100.03,100.24,98.83
100.10,99.40,101.40,98.90
99.18,99.98,100.35,97.91
100.61,100.88,101.35,99.86
101.50,101.28,101.90,100.48
101.80,100.93,101.91,100.59
101.89,100.15,102.00,99.80
99.95,100.61,101.07,99.95
100.97,102.00,102.67,100.78
101.57,101.56,102.39,101.20
102.04,101.51,102.17,101.02
101.52,101.77,102.43,101.43
102.05,101.84,102.26,101.43
101.96,102.62,102.78,101.70
103.09,102.91,103.14,102.33
102.92,103.86,103.98,102.84
103.74,104.35,104.38,103.60
104.31,104.67,104.90,103.99
104.54,106.09,106.47,104.14
106.19,106.85,107.24,105.81
105.69,106.98,107.29,105.69
106.94,107.20,107.66,106.76
107.62,106.81,107.65,106.31
106.40,106.60,106.80,105.63
106.42,105.81,106.42,105.43
105.93,105.32,105.98,104.80
105.81,105.58,106.01,105.11
105.95,104.98,107.00,104.91
104.58,104.73,105.44,104.46
104.49,106.03,106.09,103.97
105.93,105.63,106.38,104.83
105.49,105.58,105.87,105.29
105.74,104.93,106.44,104.92
105.05,104.16,105.43,104.10
104.20,105.37,105.47,103.90
105.28,105.12,105.53,104.79
104.55,104.35,105.27,104.00
104.50,103.86,104.86,103.40
103.76,104.89,105.42,103.76
104.35,104.86,105.15,104.35
105.05,105.13,105.47,104.20
104.47,104.48,104.73,103.52
104.48,103.36,104.49,102.88
103.50,103.79,104.22,103.36
103.07,103.67,103.83,102.00
103.56,103.79,103.87,102.95
104.28,103.26,104.93,103.15
103.16,102.74,103.62,101.97
103.20,102.79,103.36,102.39
102.46,100.71,102.90,100.63
100.77,102.44,102.77,99.98
101.98,101.42,102.41,101.02
103.81,102.17,104.46,101.34
102.27,103.16,103.68,101.91
99.28,99.82,100.42,98.40
99.52,100.81,101.04,99.29
101.97,100.57,102.03,100.01
100.65,100.93,101.31,100.01
101.30,102.22,102.73,101.28
101.37,100.07,102.37,100.00
100.08,99.61,100.35,99.02
99.61,100.14,100.22,98.46
99.68,98.36,99.92,98.13
98.10,96.35,98.41,95.96
97.02,95.31,97.18,95.02
95.67,96.08,96.18,94.73
96.57,96.32,96.96,95.88
96.15,96.71,97.11,95.80
96.93,97.68,97.82,96.56
97.68,97.83,98.14,97.40
97.96,97.48,98.15,96.62
97.88,99.31,99.32,97.88
99.61,99.94,100.20,99.41
99.82,99.81,100.30,99.35
99.98,100.62,100.68,99.88
100.44,99.49,100.79,99.45
100.24,100.46,101.04,99.98
100.54,100.76,101.21,100.40
100.86,99.78,101.08,99.72
99.31,99.45,99.65,99.00
99.60,99.31,99.60,98.74
99.72,99.29,99.72,98.81
99.75,100.32,100.58,99.42
100.73,100.65,102.53,100.23
100.37,101.07,101.08,99.92
101.00,100.92,101.33,100.57
101.56,102.44,103.54,101.56
102.81,104.75,104.98,102.10
104.08,105.23,105.38,103.86
104.99,104.94,105.68,104.44
104.93,104.49,104.93,104.19
104.31,104.94,105.16,103.76
104.89,103.97,105.17,103.57
104.23,104.25,104.30,103.58
104.68,103.99,104.92,103.50
103.55,103.70,103.96,103.03
102.23,102.42,103.45,102.10
102.37,103.63,103.98,102.12
103.24,101.25,103.30,101.25
101.33,101.66,102.14,101.16
100.76,101.46,101.70,100.70
101.59,100.55,101.83,100.55
100.63,100.76,101.17,99.50
100.94,102.20,102.59,98.87
102.45,102.59,102.93,102.17
103.37,102.99,104.44,102.39
102.50,101.40,102.76,101.35
101.82,103.54,103.71,101.21
103.13,101.73,103.42,101.52
102.00,101.08,103.72,101.06
100.92,98.73,101.05,98.63
99.23,97.54,99.47,97.18
95.81,97.72,97.87,95.33
96.00,95.95,97.06,95.75
96.86,97.52,97.94,96.62
97.56,99.19,99.26,97.09
99.65,101.32,101.43,99.63
101.84,100.20,101.90,99.88
103.48,104.57,106.30,102.68
104.57,105.29,105.50,104.55
105.17,104.98,105.90,104.72
105.62,108.10,108.37,105.24
108.10,108.15,108.95,107.74
107.97,109.28,109.55,107.51
110.35,111.24,111.29,110.00
111.18,110.41,111.50,109.50
110.10,109.21,110.63,108.94
110.47,110.99,111.10,109.44
110.96,110.19,111.36,110.16
109.81,108.19,110.00,107.81
108.61,110.42,110.51,108.20
110.49,111.07,111.51,109.77
110.78,110.87,111.03,110.27
111.23,110.61,111.23,110.15
110.66,110.12,110.83,109.75
110.12,110.68,110.90,109.94
110.25,111.50,111.97,110.14
111.19,110.55,111.27,110.42
109.70,110.12,110.44,109.01
111.23,110.48,111.63,109.70
110.12,110.08,110.44,108.76
110.50,111.08,111.20,110.27
111.36,111.63,111.77,110.98
111.63,112.29,113.00,111.63
112.19,111.47,112.62,111.31
111.74,114.43,114.98,111.65
114.31,113.65,114.41,113.26
113.21,113.96,114.56,113.12
114.29,114.96,115.88,113.61
114.96,114.85,115.55,114.69
113.42,113.73,114.06,113.17
113.81,111.51,113.83,111.26
112.03,113.24,113.78,112.03
112.16,111.34,112.99,111.34
112.07,110.26,112.35,109.84
110.15,108.79,111.61,108.77
109.61,111.92,112.13,109.13
113.34,114.94,114.94,112.64
115.63,114.91,116.04,114.05
115.07,115.05,115.74,114.36
115.53,113.47,116.14,113.16
113.51,114.11,114.68,113.23
114.16,114.17,115.18,113.95
113.75,113.50,114.31,113.25
113.49,114.57,115.55,113.46
115.06,113.42,115.75,113.39
114.21,112.59,114.61,111.78
114.01,116.79,117.19,114.01
117.16,115.80,117.23,115.13
116.20,118.68,119.58,116.01
119.04,119.94,120.60,118.77
118.06,118.21,119.50,117.50
118.21,118.49,118.77,117.68
119.00,118.75,120.70,117.72
116.95,117.18,117.69,115.77
117.20,114.98,117.61,114.96
114.85,117.00,117.11,114.85
117.73,115.89,118.39,114.82
115.70,115.88,116.56,114.92
116.27,118.35,118.42,115.78
118.35,116.98,118.55,116.95
116.89,117.07,117.09,116.03
116.16,116.23,117.35,115.29
116.37,114.50,117.54,114.35
112.65,112.52,114.39,111.20
111.99,112.10,114.64,111.96
112.48,113.98,114.12,111.06
115.43,116.66,116.87,114.49
115.35,115.52,116.27,115.15
116.38,117.10,117.37,116.01
116.90,116.15,117.45,115.78
115.16,114.77,115.96,114.41
116.19,117.07,117.41,115.12
117.07,116.90,117.88,116.60
118.32,118.15,118.36,116.70
117.90,119.33,119.36,117.82
119.33,120.39,120.66,118.79
120.55,120.30,120.62,119.73
120.12,120.20,120.66,119.84
119.87,121.59,121.69,119.62
121.59,121.31,121.59,120.73
121.07,121.76,121.84,120.70
121.45,120.52,121.75,120.44
120.52,121.33,121.39,119.86
120.98,120.39,121.37,120.30
120.39,121.39,121.54,120.20
121.19,119.27,121.28,118.71
119.15,118.76,119.66,117.97
119.14,119.18,119.74,118.63
119.13,116.35,119.14,116.24
116.95,116.95,117.23,116.19
115.54,115.51,116.71,115.23
116.15,116.23,116.96,115.85
116.63,117.20,117.66,116.44
117.56,116.25,118.20,115.38
116.65,118.02,118.23,116.65
117.30,115.28,117.30,114.51
115.19,119.21,119.92,114.70
118.60,118.56,118.77,118.05
119.31,118.76,119.73,118.33
118.76,118.47,119.32,118.08
118.01,117.31,118.68,117.31
117.33,115.31,118.20,115.20
115.34,115.65,116.62,114.66
115.70,117.50,117.93,115.53
118.06,118.57,118.99,117.77
117.86,117.52,118.21,117.12
118.22,116.19,118.47,115.71
116.34,116.92,117.66,115.78
116.14,117.36,117.63,115.82
117.19,116.01,117.99,115.97
116.09,116.12,116.89,115.23
116.30,117.20,117.32,115.59
117.53,117.45,117.86,117.07
117.74,116.21,118.34,115.97
116.40,115.96,117.11,115.23
116.18,115.62,116.62,115.55
115.43,115.36,115.84,114.98
114.99,114.61,115.10,113.71
115.08,115.92,116.45,114.88
116.39,117.37,117.79,116.34
117.12,117.49,118.27,116.57
117.36,118.57,119.10,116.71
118.09,118.76,118.92,117.73
119.00,116.61,119.00,116.35
116.04,116.73,117.16,114.52
116.43,115.34,116.79,114.83
111.59,109.84,112.01,108.54
110.17,110.43,111.13,109.48
110.72,110.68,111.65,110.41
110.69,110.51,110.87,109.55
110.86,110.10,111.33,109.23
110.38,111.04,111.33,110.07
112.20,112.95,113.10,111.71
112.57,113.18,113.75,112.38
112.51,112.24,112.94,111.63
112.64,111.84,112.71,111.73
112.74,113.57,113.65,112.14
113.53,113.18,113.76,112.81
113.36,114.28,114.56,113.12
114.21,114.34,114.76,113.73
114.38,114.34,114.91,113.92
114.02,114.46,114.53,113.90
114.08,113.77,114.47,113.23
113.79,113.09,113.79,112.71
113.69,114.27,114.43,112.71
113.95,113.39,114.35,112.75
112.99,114.09,114.87,112.56
114.58,114.77,115.22,113.94
114.14,114.16,114.83,113.99
114.27,113.90,114.68,113.66
112.93,113.07,114.19,112.82
113.00,113.25,113.40,112.34
113.54,113.14,114.47,113.09
113.07,112.64,113.89,112.57
113.26,113.66,114.01,112.59
113.89,114.11,114.36,113.61
113.33,112.20,113.71,112.05
111.52,111.67,112.02,110.95
111.64,112.55,112.84,111.28
113.02,112.50,113.28,111.74
113.04,113.30,113.77,112.96
113.40,112.66,113.77,112.57
113.28,113.40,113.92,112.98
113.70,112.68,113.77,112.20
112.50,113.52,115.50,112.16
113.53,113.27,114.21,112.92
113.70,113.56,114.09,113.11
107.00,109.29,114.41,97.48
110.50,109.23,110.90,108.75
110.00,109.21,111.35,109.01
110.00,108.19,110.98,107.00
108.19,108.79,109.54,107.61
108.90,109.77,109.82,107.99
108.58,107.94,109.29,107.71
109.00,106.84,109.49,106.77
107.85,106.81,108.93,106.67
107.27,107.63,108.45,107.11
108.12,107.40,108.24,107.13
107.86,107.13,108.00,107.02
107.86,107.77,108.20,107.38
107.08,107.50,108.05,106.90
107.64,108.03,108.33,107.46
108.06,108.26,108.68,107.22
108.19,108.54,109.04,107.82
108.13,107.85,108.90,107.59
107.53,106.66,108.01,106.60
106.40,105.78,106.50,105.56
105.33,106.50,106.66,105.16
106.82,107.00,107.47,106.22
107.00,104.85,107.56,104.43
104.85,104.07,105.45,103.69
104.47,104.33,105.09,103.75
104.46,103.13,105.32,102.90
104.01,103.88,104.45,103.44
103.66,101.69,103.76,101.29
101.79,101.73,101.90,100.36
102.73,103.43,103.60,101.96
103.07,104.17,104.34,102.70
103.18,103.68,103.68,101.70
105.70,104.36,110.81,103.40
104.40,105.53,105.65,102.88
104.70,106.39,106.44,104.24
105.97,105.97,106.38,105.49
105.32,106.14,106.90,104.50
104.88,104.88,105.66,104.59
104.56,104.36,105.71,103.99
101.11,99.57,101.11,94.73
104.43,98.03,104.53,98.03
99.17,101.02,101.16,98.03
100.96,103.41,103.45,100.92
103.00,104.37,104.48,101.67
103.60,103.56,104.89,103.45
102.75,100.65,102.75,100.09
100.99,101.63,101.66,100.32
101.79,102.09,103.53,101.11
100.56,100.46,101.39,100.04
101.98,102.69,102.74,101.37
103.35,101.23,104.00,100.89
98.89,100.10,100.99,98.40
100.44,100.20,100.52,99.68
95.13,99.04,100.34,95.13
100.05,99.97,102.95,99.11
100.22,100.74,101.02,99.02
101.32,100.89,102.20,100.37
99.98,99.20,100.07,98.95
99.32,98.19,100.62,98.08
97.77,97.58,97.90,96.85
97.37,97.35,99.82,96.99
96.51,95.62,97.59,95.19
96.09,94.44,96.94,93.61
93.99,92.41,94.06,90.92
92.23,93.79,94.24,92.11
94.55,93.93,94.91,93.13
93.82,93.96,94.12,92.00
88.77,95.27,95.28,88.77
95.85,95.50,96.31,94.89
95.44,93.99,96.10,93.14
94.61,94.89,95.06,94.10
94.65,95.44,95.55,93.65
95.58,96.45,96.66,95.31
96.24,96.51,96.83,95.49
95.87,96.09,96.73,95.56
96.31,95.19,96.35,95.08
95.19,97.92,98.09,95.00
98.03,98.54,98.86,97.81
98.14,98.19,99.27,97.73
97.89,97.71,98.04,96.93
97.85,96.90,98.41,96.73
96.90,94.39,97.63,94.21
94.86,94.56,96.52,93.92
94.24,94.67,94.79,93.69
94.19,95.19,95.50,93.93
95.22,97.87,98.49,94.08
102.17,104.87,105.57,102.10
104.75,104.57,105.85,103.52
104.78,106.95,107.11,104.60
106.77,106.40,107.00,105.72
107.54,107.79,108.03,107.00
107.40,107.85,108.16,106.72
107.35,107.28,108.10,106.31
107.16,106.92,107.41,106.50
107.21,107.26,107.74,106.76
107.33,106.63,107.73,106.43
102.28,104.65,105.63,102.28
104.57,104.29,105.22,103.97
104.63,105.59,105.61,103.77
105.21,104.75,106.16,104.65
104.75,104.97,105.85,104.11
105.00,104.07,105.00,102.49
104.52,103.74,108.99,103.27
103.75,102.85,103.97,102.25
102.10,101.92,102.39,101.11
102.18,101.29,102.22,101.02
101.53,101.00,101.87,100.52
101.11,101.01,101.95,100.90
102.01,102.72,102.99,101.80
102.72,102.26,103.25,102.23
102.34,99.36,102.72,99.09
99.65,100.55,101.19,99.36
100.44,100.41,100.99,99.59
99.80,99.78,100.46,99.08
99.34,100.00,101.62,98.81
100.63,99.97,100.63,99.30
98.75,98.96,99.83,98.52
99.03,99.49,99.71,98.08
100.20,101.06,101.25,99.46
101.22,101.93,102.27,100.10
101.93,100.71,102.35,100.57
100.20,98.96,100.24,98.88
99.36,100.23,100.66,98.91
100.75,101.73,102.00,99.97
102.24,102.77,103.03,101.73
102.42,102.91,103.52,102.42
102.31,102.25,102.72,101.89
100.77,102.77,103.16,100.77
102.85,102.47,103.27,102.16
101.98,102.59,103.13,101.66
101.12,101.81,103.06,100.17
102.00,103.93,104.46,101.60
102.51,104.38,105.27,102.37
102.16,101.98,103.64,101.43
102.21,101.55,103.07,101.37
101.69,99.80,102.29,98.62
100.68,102.87,103.42,99.89
103.50,101.20,105.29,100.87
101.43,102.70,103.74,100.95
100.23,101.08,102.31,99.25
101.79,99.24,101.93,98.07
97.88,98.28,99.07,94.85
98.52,98.18,98.88,97.21
99.27,99.15,99.77,98.21
98.47,99.06,99.79,98.47
99.58,101.74,102.10,99.37
101.89,101.64,103.70,100.94
103.01,97.55,103.94,97.10
98.28,99.26,99.42,97.32
98.28,99.03,99.76,97.76
98.43,98.04,99.37,97.80
98.73,97.26,98.86,95.85
97.67,97.55,98.58,96.94
96.06,95.01,96.49,94.71
94.95,92.03,95.14,90.31
91.61,91.90,92.93,90.76
92.09,92.91,94.55,92.09
91.83,91.68,92.42,90.82
88.45,91.78,92.34,88.27
91.92,93.62,93.67,91.52
94.11,95.37,95.85,93.94
95.37,95.09,95.98,94.69
94.94,94.79,95.09,94.09
95.64,95.14,96.04,94.61
94.79,93.56,95.49,92.93
93.47,94.35,94.62,92.88
95.03,96.89,96.89,94.63
96.90,97.53,98.24,96.56
97.50,96.81,98.22,96.66
97.00,97.39,97.73,95.44
97.43,97.44,98.00,96.14
97.02,98.89,99.07,97.02
98.08,99.29,99.83,97.84
98.46,100.68,100.72,98.39
100.00,100.55,101.22,99.42
100.65,100.38,101.23,100.06
101.55,100.86,101.55,100.42
101.86,104.60,104.60,101.86
104.00,105.05,105.48,103.76
104.39,104.31,105.05,104.10
104.10,104.26,105.09,103.33
104.01,103.59,104.94,102.90
103.65,104.51,104.72,103.22
104.16,104.38,104.73,103.29
103.35,104.41,104.82,103.17
104.58,104.43,105.00,103.78
103.58,103.74,104.31,103.07
105.26,104.34,105.93,103.76
104.43,105.84,105.95,103.95
106.41,106.70,107.01,105.93
106.88,106.63,107.22,106.25
106.31,107.37,107.64,105.83
107.72,106.86,108.62,106.55
106.07,105.98,107.17,105.53
105.86,108.09,108.57,105.65
107.81,108.15,108.20,107.17
108.50,108.96,109.17,108.50
109.06,109.30,109.71,108.67
109.69,111.57,111.74,109.38
111.83,114.45,114.52,111.66
114.30,115.43,115.76,114.06
115.00,114.03,115.05,112.08
113.66,113.61,113.95,112.95
114.12,113.84,114.59,113.44
113.84,114.84,115.41,113.36
114.51,114.40,115.94,113.73
114.62,114.76,115.21,114.21
114.11,114.66,115.00,113.74
115.00,115.21,115.55,114.46
115.54,115.89,117.00,115.32
116.01,115.00,117.77,114.51
115.00,115.77,116.44,114.35
115.77,115.93,116.13,114.50
115.69,114.90,115.94,114.54
114.46,114.69,114.98,113.74
114.90,115.94,115.97,114.27
115.91,115.40,116.08,114.39
115.83,116.43,117.29,115.60
116.52,117.38,117.48,116.31
117.25,116.93,118.56,116.89
117.23,117.44,117.95,116.12
117.09,117.44,118.61,116.61
117.48,119.60,119.99,117.45
119.06,118.50,119.84,117.85
118.25,118.82,119.72,117.85
118.23,118.19,118.94,116.93
118.78,119.33,119.71,118.37
119.38,119.43,119.97,118.96
119.75,120.76,120.90,119.43
121.20,121.93,122.27,120.91
121.79,122.49,122.63,121.03
122.34,123.07,123.43,122.06
122.91,122.11,123.00,121.27
122.11,122.15,122.41,121.02
122.15,122.91,122.91,121.67
122.72,121.82,122.77,121.23
121.81,121.54,122.29,121.15
121.05,119.43,121.12,116.22
119.43,119.76,120.08,118.11
119.30,119.40,120.13,118.81
118.96,119.23,119.27,118.22
118.47,118.24,119.96,118.17
115.04,116.82,116.83,115.04
117.00,116.42,117.15,116.13
116.08,116.71,116.78,114.95
116.67,116.48,116.88,115.45
117.51,117.65,119.04,117.33
118.59,118.59,119.05,117.82
118.40,118.63,119.53,118.23
119.38,120.92,120.92,119.16
117.78,116.69,118.90,116.40
116.51,115.34,116.72,114.11
116.62,117.32,117.42,115.52
118.24,119.15,119.33,117.87
119.67,120.38,120.38,118.68
120.63,120.68,121.06,120.25
120.59,119.95,120.62,119.22
119.82,121.78,121.87,119.33
121.60,122.02,122.80,121.58
122.93,124.89,124.98,121.89
124.79,125.08,125.49,124.37
125.12,125.46,126.18,124.85
125.34,125.57,125.63,124.92
126.08,126.29,126.65,125.57
126.65,125.42,126.79,125.15
125.26,124.82,126.08,124.54
124.75,124.52,125.29,123.80
125.33,126.49,126.66,125.18
125.95,125.29,127.16,125.00
124.79,124.48,124.92,122.68
124.48,123.35,124.48,123.25
123.35,123.62,123.87,122.57
123.62,122.68,123.83,121.63
126.50,127.47,129.58,126.02
127.47,131.14,131.33,127.46
130.87,131.06,131.57,130.45
130.86,130.59,131.36,129.64
130.70,130.43,130.79,129.97
130.62,130.91,131.08,129.48
131.23,131.40,131.59,130.69
131.24,131.66,131.83,130.89
131.85,133.09,133.19,131.39
129.00,128.92,129.90,127.88
129.01,129.50,129.98,129.01
129.61,129.34,129.98,128.76
129.49,129.91,129.93,129.39
129.38,128.30,129.49,128.30
128.89,127.78,129.16,127.09
127.95,128.02,128.35,127.39
127.28,127.78,127.96,126.82
127.85,128.26,128.63,126.89
128.69,129.77,129.90,128.53
129.85,127.80,130.69,127.56
127.50,128.16,128.84,127.14
128.60,129.51,129.68,127.64
129.71,130.59,130.96,129.56
131.26,129.87,131.32,128.85
129.95,129.61,130.14,128.90
129.50,128.35,129.97,128.06
128.90,129.40,129.47,128.59
129.57,129.94,130.07,129.01
130.11,129.97,131.18,129.53
129.79,130.00,130.08,129.18
128.97,125.29,129.04,125.28
124.75,126.55,126.93,124.06
125.87,123.52,126.07,122.87
123.45,123.41,124.13,122.97
123.39,124.89,125.72,122.94
124.60,124.30,124.98,123.53
124.93,124.97,125.79,124.54
125.88,124.79,125.95,124.79
124.87,127.19,127.42,124.87
127.75,128.87,129.58,127.46
128.38,128.33,128.77,127.72
127.60,126.88,127.81,126.76
127.13,128.01,128.40,126.54
127.78,128.61,128.73,125.01
128.54,127.84,128.84,127.01
128.67,130.02,130.49,128.25
129.50,129.88,129.91,128.81
129.77,129.23,130.16,128.52
129.75,130.55,131.02,129.34
130.14,130.79,130.85,129.50
130.82,131.00,131.25,130.04
131.51,132.74,133.21,131.33
132.31,126.62,132.31,125.57
126.78,127.04,127.37,125.13
126.18,126.91,127.22,125.48
127.73,127.15,128.45,127.09
127.16,126.62,127.23,126.45
127.69,129.10,129.70,127.60
129.11,128.08,129.41,127.61
128.16,128.21,128.68,127.48
127.38,127.52,127.66,126.00
128.29,127.99,128.66,127.71
127.90,125.59,127.91,125.47
124.78,121.08,125.00,120.82
121.08,120.99,121.62,119.63
120.98,122.55,124.00,120.32
106.63,105.40,108.40,103.93
106.55,103.76,107.00,103.12
103.71,102.02,104.20,101.92
102.03,102.54,103.27,101.33
103.11,103.01,105.93,103.00
104.12,104.45,105.40,103.70
102.67,101.83,103.42,99.70
104.17,101.62,104.17,97.83
102.43,100.68,103.74,99.05
100.18,98.03,100.56,97.71
98.14,97.99,98.17,95.63
98.43,101.45,102.04,98.37
100.90,100.88,101.41,100.12
100.80,100.80,101.51,100.73
101.04,100.64,101.96,100.56
100.64,102.09,102.31,100.31
100.95,100.81,100.95,98.20
100.19,101.00,101.86,100.09
102.00,102.36,102.93,101.59
102.24,101.98,103.34,101.84
103.57,103.40,104.34,102.96
103.44,101.86,103.70,101.64
101.79,99.79,102.41,99.11
100.16,100.20,101.56,99.59
101.03,101.43,101.51,100.16
