URE,ProShares Ultra Real Estate,NASDAQ
78.33,72.90,78.33,72.78
71.21,67.07,71.85,66.55
68.19,69.08,70.17,66.60
67.00,68.02,71.00,65.21
69.53,70.54,71.28,68.41
71.76,72.32,72.87,71.39
73.34,74.96,75.21,73.19
74.38,74.33,75.34,73.27
75.00,73.52,75.60,73.24
73.68,75.21,75.64,73.68
74.99,74.34,74.99,72.64
74.37,73.32,74.37,70.35
73.49,74.29,74.80,73.25
74.72,75.49,76.11,73.84
75.69,75.59,76.08,74.57
77.58,79.67,79.79,77.58
79.81,78.77,80.00,78.12
78.91,79.12,79.50,78.19
79.00,78.90,79.74,78.63
79.48,79.78,79.93,78.66
79.83,80.90,80.96,79.77
80.54,80.67,81.05,80.06
80.34,81.05,81.21,80.20
81.38,81.00,81.45,80.34
81.36,77.81,81.36,76.70
77.63,77.78,77.94,76.69
77.56,77.97,78.21,76.70
77.83,76.88,78.28,76.66
77.56,76.74,78.47,76.28
76.29,74.62,77.07,73.22
75.00,73.76,75.44,73.70
74.62,73.20,74.83,73.11
73.03,72.99,73.66,72.65
73.00,72.45,73.50,72.14
72.09,71.86,72.30,71.27
72.80,72.05,72.80,71.28
71.88,73.35,74.14,71.68
73.00,72.32,73.00,71.80
72.25,70.07,72.25,69.78
70.41,69.99,70.65,69.67
68.54,67.24,68.56,66.75
67.12,64.15,67.21,64.13
63.68,62.34,64.26,62.34
62.97,65.29,65.93,62.90
64.38,65.12,66.96,63.58
65.37,65.72,65.80,64.32
66.01,67.19,67.27,65.36
67.54,66.78,67.58,66.60
65.86,66.42,66.94,65.74
66.06,65.74,66.33,65.41
65.39,66.03,66.03,64.70
66.06,64.94,66.68,64.81
65.99,63.90,66.28,62.88
63.96,64.76,65.38,63.70
64.66,63.63,64.85,63.57
65.21,65.93,66.89,65.21
66.51,68.51,68.51,66.00
68.82,68.37,69.05,67.58
68.45,69.28,69.30,68.29
69.71,68.39,70.10,68.26
68.70,68.83,69.14,68.29
71.22,70.10,72.00,69.78
70.18,69.96,71.11,69.80
69.90,74.85,74.90,68.47
74.93,74.27,76.10,74.18
74.40,71.64,74.43,71.45
71.32,70.77,72.29,70.69
70.62,69.92,70.97,69.75
69.80,70.12,70.81,69.17
70.30,70.91,71.00,70.12
70.59,70.33,71.09,69.60
69.43,68.93,70.55,68.53
69.10,71.02,72.12,68.87
70.22,71.13,71.14,69.70
70.57,68.98,70.67,68.10
68.95,68.41,69.39,67.78
67.69,68.97,69.51,67.60
68.85,67.45,69.20,67.29
67.45,67.41,68.47,67.18
68.53,70.49,70.67,68.29
70.54,71.94,72.00,70.11
70.94,71.96,72.13,70.67
71.62,71.44,72.34,71.04
71.79,74.03,74.15,71.79
73.71,76.28,76.75,73.23
76.76,75.97,77.24,75.39
75.89,75.13,75.89,74.57
76.00,76.78,77.36,75.55
76.46,76.99,77.04,75.87
77.31,76.98,77.33,76.35
77.01,78.40,78.61,76.96
77.77,77.34,78.38,76.18
76.69,76.00,76.83,75.47
75.67,75.00,75.77,74.29
75.15,73.93,75.36,73.18
74.01,74.70,75.00,73.16
74.95,75.01,75.65,73.81
73.96,72.76,74.09,72.43
73.00,72.69,73.80,72.50
72.69,70.91,72.82,70.63
69.54,69.13,69.94,67.20
68.70,69.01,69.81,68.70
68.68,68.43,68.81,67.46
67.84,69.28,69.40,67.84
69.86,70.48,71.36,69.68
70.78,70.92,71.18,70.24
71.14,69.86,71.28,69.81
69.56,68.82,69.81,68.50
69.16,67.59,70.23,67.05
67.91,68.34,68.59,67.27
68.41,67.93,68.41,67.23
68.13,67.35,68.13,67.24
67.30,66.95,67.60,66.88
67.36,68.34,68.45,66.90
68.03,67.01,68.50,66.91
66.90,66.28,67.42,65.88
65.95,66.12,66.56,65.73
64.96,66.43,67.12,64.85
66.05,66.61,66.88,65.43
67.79,67.66,67.94,66.97
67.64,68.53,68.61,67.22
68.74,68.45,69.12,68.44
68.36,65.58,68.36,65.35
65.50,64.66,65.53,64.43
65.15,65.14,66.59,64.84
65.80,65.41,65.88,65.00
65.29,66.05,66.31,64.91
66.49,68.38,68.59,64.66
67.97,66.60,68.00,65.96
66.99,67.63,67.66,66.53
68.19,67.95,68.65,67.71
67.65,67.90,68.14,67.48
67.99,68.05,68.77,67.64
68.05,68.08,68.17,67.16
68.20,68.35,68.63,68.03
68.08,67.87,68.81,67.72
67.58,67.73,68.18,66.89
67.67,68.51,68.95,67.62
68.51,68.97,69.50,68.33
69.44,69.50,70.11,68.76
69.03,69.16,69.74,68.27
69.55,69.17,69.55,68.14
70.03,70.83,70.88,69.83
70.71,69.94,70.93,69.57
70.02,70.80,71.20,69.91
71.31,71.52,71.93,71.17
71.50,71.81,71.92,71.37
71.51,71.22,72.00,70.95
71.69,72.35,72.83,71.50
72.56,72.90,73.40,72.33
71.65,72.56,72.87,71.65
71.80,70.51,72.09,70.32
70.29,69.73,71.38,69.08
70.11,71.03,71.27,69.80
70.10,70.33,71.00,69.64
71.00,72.08,72.53,70.99
70.93,72.61,73.29,70.32
72.53,70.41,72.71,69.91
70.78,71.96,72.08,70.06
71.40,71.91,72.02,71.17
72.16,72.77,72.99,72.05
73.23,73.84,74.05,72.81
73.88,75.19,75.53,73.48
75.36,75.83,76.38,74.80
76.00,75.88,76.18,75.20
75.28,76.46,77.22,75.07
76.42,77.03,77.33,76.38
77.32,78.00,78.00,76.42
77.80,77.89,79.25,77.50
77.61,77.54,78.90,77.01
77.86,77.90,78.38,76.83
78.08,78.06,79.44,78.06
78.20,78.20,78.92,77.82
78.33,78.66,79.29,78.23
78.53,78.47,79.32,77.85
78.65,79.66,80.25,78.37
78.06,79.58,79.71,78.06
80.50,81.49,81.73,80.42
81.42,81.25,81.76,80.09
81.44,80.53,81.44,80.03
79.76,78.78,80.17,78.08
78.51,78.19,78.97,77.49
78.04,79.04,79.34,78.04
78.36,79.30,79.47,78.36
79.67,78.82,79.75,78.52
78.63,78.90,79.74,78.41
79.38,79.14,80.24,78.89
79.31,79.88,80.02,78.84
79.96,76.94,80.64,76.39
76.61,77.29,77.29,75.56
77.81,78.44,78.90,77.52
78.22,77.55,79.01,76.67
78.01,78.58,78.82,77.60
78.05,76.56,78.57,76.53
76.46,77.37,77.45,76.14
77.64,78.35,78.87,77.59
78.75,79.32,79.79,78.00
79.02,80.24,80.26,78.50
79.92,80.26,80.40,79.49
80.20,79.82,80.26,79.37
80.46,80.30,81.20,79.86
80.40,80.50,81.60,79.85
80.63,81.41,81.54,80.13
81.74,81.26,81.74,80.30
81.16,79.80,82.00,79.41
79.00,78.75,80.15,78.64
79.18,79.59,79.84,78.87
79.77,81.11,81.21,79.56
81.45,82.09,82.30,81.09
81.94,81.63,82.34,80.81
81.55,82.25,82.30,81.25
82.03,82.85,83.03,81.52
82.68,82.31,82.90,81.90
82.48,82.86,83.01,82.21
82.06,82.18,82.83,81.92
82.05,83.19,83.35,81.78
82.84,83.24,83.68,82.84
83.12,84.00,84.07,82.95
84.13,85.27,85.35,83.10
84.65,85.23,85.94,84.46
84.46,85.86,85.86,84.02
85.59,85.14,85.59,84.68
85.36,87.20,87.20,85.36
86.79,87.25,88.00,86.62
86.97,87.26,87.71,86.39
87.56,87.68,87.94,87.28
87.45,86.61,88.87,86.48
86.95,87.08,87.50,86.13
86.96,86.70,86.98,85.38
86.85,88.00,88.00,86.19
87.60,87.51,87.76,86.65
87.51,86.88,87.95,86.32
87.00,86.10,87.35,85.80
86.63,85.97,86.70,85.73
86.12,87.17,87.22,86.12
87.08,88.32,88.43,87.08
87.76,87.59,87.85,86.66
87.96,87.80,88.00,87.29
87.27,88.70,88.82,87.27
88.79,88.99,89.29,88.31
88.54,88.79,88.94,88.26
88.48,88.88,89.37,88.17
89.05,91.77,91.90,88.79
92.40,91.35,92.40,91.00
91.34,89.45,91.81,89.25
88.99,88.39,89.55,87.75
88.28,87.77,88.37,87.02
87.56,87.23,87.56,86.15
87.23,87.69,87.89,86.08
87.45,86.82,88.02,86.53
86.53,87.09,87.25,86.07
86.81,87.99,88.47,86.30
88.34,89.37,89.43,87.92
88.75,90.14,90.14,88.49
90.02,89.61,90.64,89.56
89.61,89.71,90.30,89.25
89.44,89.46,89.82,88.98
89.41,89.24,89.41,88.93
89.05,90.34,90.40,89.05
90.39,90.20,90.58,89.17
89.99,90.69,91.16,89.67
90.71,90.52,90.71,89.51
89.55,89.49,89.74,88.79
88.87,89.79,90.18,88.87
89.87,90.41,90.69,89.78
90.33,90.70,90.95,89.60
89.57,91.28,91.81,89.57
91.06,91.34,91.50,90.67
91.43,92.20,92.25,91.25
92.00,92.22,92.58,91.39
92.50,92.82,92.92,91.76
92.62,91.76,92.73,91.65
92.33,93.48,93.57,91.87
93.05,92.84,93.22,92.48
93.52,93.61,93.94,93.26
93.51,94.02,94.21,93.42
94.33,93.59,94.51,93.12
93.13,92.51,93.65,92.37
92.63,93.68,94.07,92.63
93.73,92.76,93.73,92.68
92.59,92.61,93.75,91.63
91.42,89.94,92.17,89.90
89.68,89.53,91.33,89.53
89.19,90.65,91.00,88.91
90.44,89.01,90.46,88.80
88.00,89.34,90.00,87.79
89.84,89.71,90.45,89.35
90.11,90.96,91.01,89.54
91.00,91.90,92.51,91.00
91.91,91.46,92.20,91.17
91.76,93.69,93.71,91.76
93.84,93.77,94.36,93.36
94.19,93.82,94.67,93.28
94.60,95.49,95.57,94.33
96.14,95.79,96.21,95.45
95.82,96.61,96.82,94.82
96.51,96.50,97.41,96.50
96.65,95.16,96.65,94.67
95.80,95.11,96.09,94.31
94.98,95.06,95.66,94.87
95.33,95.37,95.79,94.98
95.44,95.17,95.62,94.75
95.54,96.06,96.11,95.14
95.50,96.16,96.40,95.47
96.23,96.39,96.80,96.03
96.35,95.90,97.00,95.27
95.93,97.83,97.87,95.93
97.88,97.50,98.07,97.00
97.39,96.39,97.39,96.00
95.80,93.64,95.80,93.60
93.43,93.89,94.18,93.00
92.86,88.49,92.86,87.58
88.47,87.72,89.15,87.10
87.60,89.12,89.55,87.60
89.96,89.02,90.50,88.88
88.86,87.64,89.49,87.38
88.00,87.80,88.55,87.35
87.80,86.23,87.80,86.23
85.78,85.18,86.77,85.12
84.82,84.86,86.22,84.36
84.93,84.01,84.93,83.50
83.91,85.91,86.06,83.42
84.77,85.76,85.78,84.08
85.24,84.75,86.04,84.64
84.81,84.89,85.80,84.21
84.36,84.58,85.57,83.47
85.05,85.72,86.04,84.38
86.00,85.99,86.91,85.68
85.68,84.86,86.56,84.84
85.19,88.16,88.24,84.86
88.00,87.91,90.00,87.74
88.00,87.70,90.00,87.68
87.91,87.40,89.38,87.33
88.21,90.05,91.28,88.21
89.58,88.99,90.57,87.31
88.28,89.43,89.98,87.02
91.05,90.22,91.05,88.73
90.05,92.72,92.74,90.05
92.94,94.64,94.75,92.65
94.72,94.35,95.69,94.29
95.00,95.92,96.31,94.75
95.83,95.92,96.61,94.80
95.46,97.05,97.07,95.46
96.26,97.64,97.74,96.23
96.93,96.29,97.51,94.95
96.15,97.85,97.88,95.67
98.24,99.45,99.80,98.16
99.34,100.92,101.00,99.34
100.72,101.11,101.28,99.24
101.95,101.14,101.95,100.02
100.94,100.06,102.02,99.76
100.35,99.82,100.79,99.15
98.85,101.06,101.17,98.68
101.30,100.52,101.70,99.67
100.02,99.40,100.57,99.00
99.69,100.24,100.79,99.55
100.30,98.97,100.59,98.69
98.82,99.74,99.99,98.82
100.39,100.67,101.00,99.54
99.99,99.38,100.76,99.35
98.50,99.99,100.00,98.31
101.71,101.47,101.71,100.68
102.18,102.03,102.56,101.67
102.26,102.60,102.94,101.81
102.72,104.10,104.27,102.72
104.02,104.79,106.57,104.02
104.00,103.97,105.53,103.94
103.48,104.63,104.87,102.46
104.57,104.44,104.91,104.06
104.10,104.87,104.96,103.41
103.74,103.70,103.87,102.49
103.71,104.57,105.73,103.65
102.98,105.34,105.75,102.98
104.63,104.84,105.53,104.01
104.57,105.05,105.92,104.57
104.81,103.25,105.52,103.25
103.62,100.75,104.29,100.53
100.83,99.84,101.75,99.02
100.30,104.22,104.27,100.17
105.03,105.96,105.96,104.40
106.00,106.50,107.17,105.56
106.10,108.96,109.08,105.63
109.38,108.39,109.71,107.93
108.49,107.52,108.99,107.34
108.29,108.30,108.70,107.93
107.88,109.14,110.04,107.88
108.59,108.98,109.93,108.46
109.61,105.65,110.53,105.42
107.18,108.38,108.63,106.37
107.81,108.97,109.28,107.26
109.51,110.44,111.31,109.30
110.78,113.45,113.81,110.24
114.40,114.70,115.18,113.03
114.79,114.72,115.61,113.38
114.99,116.06,116.22,114.98
116.61,115.46,117.32,114.17
114.56,116.98,117.00,114.02
117.63,117.31,117.84,116.21
117.31,119.29,119.55,116.61
120.04,117.31,120.34,116.72
117.40,117.15,117.42,116.28
117.99,121.65,121.76,117.86
121.30,121.24,122.36,120.62
121.36,123.47,123.59,120.67
122.71,123.09,123.97,122.28
124.00,121.38,124.58,121.38
121.90,121.82,122.24,119.62
121.80,117.78,121.80,117.65
118.00,117.14,118.01,113.07
116.65,119.42,119.47,115.92
118.53,118.43,119.38,117.41
118.59,121.10,121.20,118.42
120.54,114.65,120.54,113.71
114.50,113.52,115.63,113.45
113.64,114.35,114.48,111.87
115.15,113.87,115.24,112.36
114.35,116.23,116.41,113.63
115.66,115.05,116.51,113.89
114.46,114.41,116.79,113.97
115.01,116.24,116.47,113.00
114.85,111.82,115.70,111.55
112.85,114.02,114.37,111.69
114.07,115.59,115.78,113.79
113.61,111.40,114.10,110.60
111.11,111.81,113.90,111.11
111.62,109.86,111.62,109.44
110.16,111.40,111.74,109.21
111.52,112.53,114.52,111.52
111.66,111.80,112.24,110.22
111.86,109.94,111.90,109.55
110.40,110.61,112.40,110.40
107.66,103.94,107.66,103.62
104.88,105.60,105.93,104.80
104.91,104.76,105.81,104.52
105.18,104.96,105.70,104.37
106.00,108.34,108.45,106.00
108.54,107.67,108.54,106.58
108.36,110.08,110.90,108.36
109.05,109.71,110.59,108.79
110.29,114.26,114.89,108.66
113.32,113.82,115.19,113.18
114.51,119.25,119.46,114.51
119.25,118.91,120.52,118.63
118.49,117.01,118.83,116.96
117.66,113.17,117.82,112.72
112.33,111.90,113.13,111.30
112.37,112.62,113.31,111.81
113.82,115.24,115.50,112.95
115.00,113.48,115.95,113.20
113.58,113.41,114.59,111.89
113.97,115.04,115.62,113.42
115.80,117.25,117.70,115.51
117.29,113.56,117.29,113.53
113.74,114.02,114.33,113.33
113.86,110.04,113.86,109.62
111.15,109.76,112.13,109.25
109.71,109.28,110.70,109.25
109.92,109.70,110.73,109.25
109.96,108.54,110.41,108.44
108.01,109.35,109.94,107.34
108.32,108.20,108.96,106.96
108.50,108.46,109.19,107.89
108.89,108.63,109.97,108.25
108.82,109.15,109.94,108.56
109.27,109.64,110.11,108.72
110.19,109.92,111.26,109.33
110.40,109.60,111.64,109.20
109.44,109.31,109.74,108.32
107.19,105.17,108.05,104.82
104.94,102.44,104.95,101.37
102.55,103.68,104.97,102.54
104.55,104.22,105.66,103.89
103.17,99.67,103.47,99.45
99.50,99.22,100.24,98.28
99.70,101.88,102.62,99.50
104.64,104.86,107.06,104.35
104.17,101.91,105.14,101.28
100.71,102.27,102.83,99.13
103.34,100.66,104.36,100.24
101.98,104.29,104.36,101.74
105.33,106.09,106.69,104.51
105.37,105.59,106.05,104.81
104.53,105.28,106.26,104.53
105.51,104.77,106.17,104.77
104.98,103.71,105.05,103.03
102.89,103.71,104.71,102.75
103.21,102.45,103.72,101.83
102.83,104.13,104.40,102.28
104.18,103.72,104.55,102.84
103.75,101.62,103.99,101.40
102.32,103.73,104.12,101.44
102.90,102.12,102.90,101.48
101.93,99.43,102.03,99.20
99.75,99.30,100.19,98.75
96.62,96.94,98.39,96.15
97.09,96.51,97.43,96.26
96.35,95.13,96.79,94.98
94.94,96.53,98.00,94.94
97.50,97.97,98.42,97.44
97.47,97.64,98.34,97.26
97.34,96.58,97.35,96.20
97.09,98.07,98.43,96.58
98.10,99.60,99.81,96.97
99.92,102.22,103.03,99.80
101.45,100.82,102.00,100.30
100.71,98.96,101.67,98.84
98.63,97.88,98.74,97.36
97.84,96.51,98.25,96.47
96.55,94.79,96.79,94.73
94.30,95.69,96.02,94.10
95.70,92.61,96.69,92.50
93.52,92.69,94.28,92.35
92.25,95.39,95.39,92.05
96.30,95.92,97.94,95.60
95.07,96.71,97.05,95.07
98.13,99.62,100.04,97.20
99.50,98.53,99.50,98.26
99.27,97.65,99.81,97.17
98.07,99.18,100.31,97.96
99.44,99.44,101.45,98.53
99.68,99.82,100.51,98.91
99.63,100.09,100.59,99.02
100.77,101.54,101.75,100.55
101.54,100.69,101.90,100.11
100.05,101.08,101.41,99.75
101.16,100.31,101.82,100.30
100.21,100.95,101.66,100.21
100.74,99.37,101.10,98.28
99.32,99.47,100.11,98.81
99.47,99.91,100.88,99.47
99.86,100.23,100.79,99.44
100.14,101.26,101.63,99.00
100.58,100.47,101.19,99.92
102.00,101.68,103.28,101.47
102.20,102.64,102.90,101.72
102.31,101.74,103.81,101.31
102.43,100.82,103.12,100.16
100.64,100.88,101.19,98.04
100.63,101.60,101.91,99.50
102.32,101.46,102.66,100.68
101.24,102.89,103.50,100.90
102.42,103.27,103.37,100.86
103.07,103.61,104.50,101.50
103.66,104.83,104.90,102.60
104.78,106.38,106.45,103.98
105.60,106.60,106.83,105.59
105.63,105.30,106.31,104.20
104.66,103.63,105.05,103.35
102.00,99.46,103.29,99.46
97.19,90.25,97.19,89.66
94.45,85.64,94.46,85.58
86.51,90.06,90.54,86.50
90.99,93.69,95.08,90.48
93.52,93.43,93.76,92.39
93.36,89.82,93.36,89.78
88.05,86.32,88.73,85.17
87.71,88.16,88.54,86.55
87.97,88.57,89.78,87.87
87.11,85.20,87.13,84.17
86.18,87.77,88.20,86.18
88.51,85.56,89.62,85.33
85.33,85.83,87.49,85.26
85.79,88.63,88.64,85.50
88.65,88.54,89.14,88.09
88.48,90.06,90.44,87.58
90.15,92.24,92.59,89.89
91.78,94.07,97.14,91.44
93.00,93.52,95.67,91.24
93.75,95.10,95.86,93.71
94.17,92.56,94.44,92.12
93.01,93.48,94.34,92.17
93.10,91.76,93.68,90.80
92.33,92.57,93.91,91.72
91.91,89.14,91.95,88.08
88.89,90.67,91.47,88.89
91.85,92.26,92.51,90.71
92.41,93.05,93.35,91.29
93.30,94.74,94.78,91.26
94.59,98.21,98.43,94.59
98.70,97.65,99.00,97.40
98.31,99.68,99.69,97.88
99.44,101.31,101.52,98.87
101.37,101.02,101.38,100.10
101.59,102.07,102.80,100.85
101.53,100.62,102.22,100.20
100.28,99.23,101.21,98.87
99.64,101.61,101.66,99.44
101.50,103.18,103.45,101.50
102.78,105.63,105.71,102.78
105.25,105.77,106.17,104.91
105.94,105.06,106.64,104.80
105.19,107.32,107.85,105.13
107.18,105.41,107.52,104.16
105.94,105.36,105.94,103.86
104.90,104.86,105.42,103.80
103.82,105.63,106.69,102.06
104.89,105.52,105.81,104.14
105.43,103.92,106.00,103.64
104.06,108.45,108.48,103.91
107.72,106.35,107.72,105.68
106.28,105.36,106.94,104.92
105.08,106.06,106.15,104.23
102.64,99.92,103.69,98.70
98.41,97.27,99.22,95.96
97.39,98.97,99.32,97.39
99.47,99.41,100.15,98.61
99.24,97.87,99.62,97.70
97.86,95.82,98.87,95.77
95.58,98.00,98.00,95.44
97.69,98.12,99.71,97.27
98.16,100.19,100.37,97.58
100.67,100.76,101.57,100.00
100.99,102.87,103.00,100.97
102.90,103.18,104.00,102.57
103.25,102.24,103.25,100.59
102.36,102.97,103.32,102.20
102.39,104.54,105.03,102.39
104.90,103.10,105.54,102.57
104.12,105.79,105.90,103.23
105.06,101.80,105.37,101.47
101.16,98.75,101.54,98.23
98.15,102.08,102.50,98.15
101.71,101.45,102.25,100.73
100.61,101.03,101.79,100.04
99.93,99.84,102.03,98.83
99.77,98.52,100.60,98.37
97.99,97.64,98.70,96.62
97.75,98.16,98.44,96.04
98.97,100.35,101.29,98.97
100.85,104.22,104.73,100.85
104.79,103.30,104.79,102.79
102.80,100.70,103.08,100.66
102.05,101.67,102.49,100.69
102.04,102.11,103.00,101.80
102.15,104.25,104.36,102.15
104.21,104.25,105.00,103.40
103.56,105.11,105.20,103.11
105.25,107.09,107.34,105.25
107.00,106.11,107.45,106.03
106.04,104.54,106.43,104.37
102.26,102.23,102.77,100.39
102.09,105.84,106.32,102.09
104.30,104.99,105.30,103.86
102.05,100.56,103.19,100.46
101.04,97.99,101.93,97.74
98.64,98.75,99.83,98.15
99.57,97.50,100.22,96.44
98.04,94.42,99.26,94.22
94.40,94.21,95.81,92.85
92.05,92.02,92.59,90.35
92.97,92.66,94.43,92.05
91.00,87.62,91.00,83.68
89.05,88.84,91.21,87.33
90.65,93.75,94.48,90.37
92.79,91.87,95.00,91.81
92.99,95.77,95.80,92.93
95.29,92.80,95.29,91.60
93.78,91.62,94.30,90.92
92.53,95.49,95.58,91.53
94.62,95.69,97.15,93.95
94.65,93.57,94.95,92.80
94.49,94.51,95.23,91.96
94.05,94.78,95.68,92.93
94.12,90.51,94.12,90.40
89.16,85.12,89.16,82.67
83.71,82.34,83.89,80.96
82.61,83.25,85.49,82.61
80.88,80.76,81.76,79.93
81.47,82.89,83.22,81.46
82.20,86.01,86.09,82.20
86.75,87.67,89.32,86.73
87.73,89.18,89.73,87.15
88.46,89.67,90.53,87.87
90.56,91.87,92.77,90.56
91.50,91.25,93.13,91.02
90.50,91.39,91.84,89.43
92.42,94.73,94.77,92.37
94.44,94.07,95.52,94.02
93.57,93.81,96.08,93.47
94.20,98.75,98.79,94.20
98.26,100.20,100.21,97.89
100.25,101.25,101.32,99.42
100.96,101.69,102.08,100.36
101.03,102.07,102.55,100.48
101.44,100.01,102.44,99.79
100.51,100.83,101.83,100.13
101.50,100.23,102.66,98.27
101.84,104.93,105.11,101.84
104.36,104.76,104.94,103.60
103.93,104.75,105.05,103.45
104.06,107.32,107.58,103.56
107.57,110.27,110.87,107.05
110.76,109.63,111.00,109.45
108.82,108.01,109.78,107.70
107.44,108.10,108.49,106.87
107.80,106.36,107.96,106.31
105.47,106.47,106.55,104.50
106.89,108.07,108.65,106.34
108.04,112.45,112.45,108.03
112.71,112.01,113.32,111.89
112.02,113.37,113.62,111.66
112.75,113.50,113.91,111.81
113.50,113.10,114.08,112.46
112.21,111.90,112.70,111.37
111.96,112.48,112.67,110.66
111.76,111.12,112.43,110.20
112.11,112.50,113.29,112.00
112.62,112.16,113.63,112.13
112.07,113.69,114.13,112.07
114.06,113.21,114.50,112.47
112.23,111.88,112.99,111.31
112.15,113.24,113.78,111.57
112.53,114.19,114.23,112.53
114.19,114.31,114.75,113.48
114.17,111.26,114.17,111.08
110.85,107.45,111.33,106.89
108.39,109.68,110.00,108.25
108.97,111.14,111.14,108.97
111.22,111.94,112.94,111.22
111.64,111.90,112.33,109.68
110.98,111.12,112.50,110.44
110.49,109.42,110.64,107.36
109.97,112.41,112.87,109.97
111.88,111.95,112.09,110.48
110.58,115.01,115.28,110.56
115.08,115.69,115.94,114.47
115.22,117.93,118.08,114.52
118.38,119.93,120.29,118.32
120.10,120.27,120.95,119.58
119.68,115.90,119.77,115.29
115.88,117.21,117.76,114.95
116.15,115.27,116.39,114.06
114.92,117.34,117.82,114.92
116.24,113.58,116.56,112.57
112.84,110.32,112.94,107.92
109.53,108.13,109.53,106.99
108.94,109.74,109.94,108.54
110.24,109.97,110.57,109.68
110.72,112.44,112.73,110.72
112.91,112.76,113.05,110.95
112.22,113.14,113.58,112.13
113.37,114.00,114.94,113.21
113.89,114.16,114.68,112.81
113.38,114.21,114.39,113.01
113.82,115.47,115.47,113.20
117.62,116.13,118.38,115.36
116.46,114.74,116.73,113.86
115.09,115.93,116.73,115.09
115.92,117.14,117.28,115.44
116.80,117.63,117.83,116.45
116.81,116.54,117.15,116.01
116.53,116.33,118.10,115.99
116.07,115.05,116.50,114.43
114.98,116.98,117.95,114.98
116.06,118.21,118.43,115.63
118.44,117.86,118.44,116.55
118.00,118.54,121.00,118.00
118.90,119.32,120.01,118.51
119.24,118.87,119.65,118.39
120.13,120.68,121.05,119.94
116.23,117.64,120.28,114.50
116.90,117.21,117.54,114.15
118.34,122.19,122.19,118.34
122.51,125.48,125.71,122.51
126.00,128.00,128.00,124.06
128.55,128.24,129.80,127.36
127.90,129.89,130.04,127.90
129.71,129.11,129.91,127.82
128.53,126.66,128.53,125.66
127.91,130.56,130.77,127.89
131.15,132.35,132.65,129.51
132.21,132.73,132.74,130.68
133.20,133.75,133.82,132.22
132.52,132.05,133.40,131.35
132.24,131.89,132.81,130.20
132.03,132.56,132.60,131.77
132.58,133.68,133.80,131.58
133.94,133.94,133.94,133.01
133.25,134.19,134.23,132.31
134.03,136.42,137.20,133.75
136.05,135.92,137.85,134.94
135.82,135.05,135.82,134.30
134.81,133.00,134.81,131.06
133.12,134.80,135.66,131.93
134.75,137.50,138.82,134.75
137.36,138.56,138.74,137.36
137.34,134.47,138.07,134.16
134.25,133.27,134.25,131.92
133.00,132.37,133.47,131.84
132.14,132.68,133.25,131.14
132.59,132.93,134.15,132.24
132.99,134.05,134.11,131.74
134.47,133.84,135.14,133.27
133.91,131.20,133.91,130.06
132.24,131.92,133.98,131.70
132.25,131.61,133.04,131.59
131.07,128.65,131.07,128.36
128.67,129.42,129.55,126.54
129.09,128.55,130.08,127.52
128.19,126.83,128.19,126.07
127.18,128.00,128.12,126.74
129.13,128.51,129.49,128.51
128.58,127.36,128.86,126.47
126.96,128.28,129.79,126.96
128.63,125.90,130.04,124.21
126.85,128.19,128.89,126.85
127.56,127.88,127.88,126.00
128.01,128.19,128.60,126.85
127.99,127.76,128.44,126.51
128.69,129.85,132.28,128.64
130.51,131.75,131.86,129.06
131.93,133.24,133.34,131.04
131.90,130.08,132.08,130.08
126.67,119.77,127.15,119.77
118.24,122.68,123.72,118.24
121.49,116.52,121.49,116.26
116.90,117.31,118.50,116.77
116.99,118.50,118.65,116.29
117.85,118.20,118.29,116.78
118.72,120.47,120.64,118.72
121.64,120.13,121.94,120.11
120.48,122.86,123.30,117.93
125.40,127.49,127.64,125.33
127.79,128.11,128.91,124.90
127.38,128.57,129.07,126.62
129.44,126.27,129.44,126.04
126.34,128.05,128.17,126.06
126.40,125.09,127.05,124.32
126.18,123.65,127.17,123.60
123.02,119.56,123.02,119.33
119.19,116.02,119.22,114.75
116.21,111.63,117.42,111.52
110.50,111.73,113.23,108.63
113.53,111.30,115.00,110.41
112.35,112.74,113.42,111.94
112.01,110.59,112.44,109.99
110.72,113.35,113.52,110.00
112.38,114.87,115.05,111.96
114.60,114.08,116.48,113.70
114.07,114.34,115.24,114.07
115.60,115.79,117.00,115.32
115.91,116.60,116.60,114.81
116.21,115.86,117.18,114.84
115.10,115.55,115.89,114.06
116.48,116.16,118.28,115.27
115.52,115.78,116.06,114.90
113.99,113.05,114.61,111.77
112.39,107.82,112.68,107.40
108.00,108.27,109.87,107.56
108.95,111.47,111.61,108.33
110.67,106.74,110.67,106.12
106.32,103.67,106.59,103.58
103.08,102.50,104.16,102.33
102.84,103.80,104.52,102.15
105.68,107.21,107.34,105.68
107.00,108.35,109.00,106.58
103.44,104.46,105.76,100.94
104.08,100.71,104.08,98.62
99.56,101.64,103.50,99.56
100.99,105.25,105.71,99.86
105.84,104.22,107.52,103.19
103.87,104.06,104.89,102.76
103.16,102.39,105.12,102.12
102.39,102.88,103.45,101.88
103.55,102.74,105.05,102.53
102.64,106.29,106.41,102.64
103.92,105.19,105.19,103.70
105.58,106.16,107.15,105.58
106.18,106.93,108.35,106.18
106.51,108.70,109.37,106.51
106.41,106.04,107.53,105.33
104.82,102.77,105.37,102.00
103.64,104.95,106.55,103.64
