SNMX,Senomyx,NASDAQ
2.00,1.95,2.02,1.92
1.92,1.86,1.94,1.81
1.87,1.92,2.05,1.87
2.04,2.06,2.13,1.93
2.10,2.10,2.13,1.91
2.08,2.18,2.18,1.99
2.16,2.18,2.22,2.13
2.16,2.15,2.21,2.10
2.17,2.10,2.17,2.10
2.15,2.16,2.19,2.14
2.15,2.13,2.21,2.06
2.12,2.10,2.17,2.10
2.11,2.10,2.12,2.04
2.13,2.19,2.21,2.09
2.12,2.20,2.20,2.11
2.20,2.20,2.21,2.16
2.18,2.18,2.21,2.18
2.16,2.20,2.20,2.16
2.18,2.20,2.21,2.15
2.20,2.35,2.35,2.20
2.31,2.48,2.70,2.31
2.51,2.51,2.55,2.36
2.50,2.43,2.50,2.40
2.50,2.52,2.54,2.47
2.44,2.65,3.03,2.44
2.62,2.66,2.71,2.59
2.67,2.67,2.88,2.60
2.71,2.64,2.81,2.61
2.64,2.77,2.84,2.60
2.75,3.78,3.84,2.69
3.70,3.23,3.72,3.17
3.22,3.43,3.53,3.20
3.45,3.25,3.47,3.24
3.23,3.31,3.38,3.19
3.32,3.25,3.41,3.20
3.27,3.25,3.34,3.10
3.28,3.36,3.55,3.25
3.44,3.41,3.54,3.28
3.35,3.19,3.35,3.19
3.23,3.02,3.23,2.95
3.04,3.02,3.05,2.95
2.99,3.12,3.13,2.97
3.08,3.11,3.24,3.08
3.14,3.17,3.21,3.08
3.14,3.21,3.30,3.06
3.26,3.20,3.27,3.18
3.09,3.19,3.22,3.09
3.19,3.32,3.34,3.07
3.31,3.23,3.34,3.22
3.20,3.21,3.25,3.15
3.13,3.21,3.32,3.12
3.23,3.27,3.31,3.17
3.25,3.36,3.43,3.22
3.42,3.41,3.50,3.38
3.45,3.36,3.45,3.31
3.33,3.33,3.40,3.24
3.40,3.39,3.45,3.35
3.40,3.40,3.50,3.27
3.37,3.43,3.48,3.37
3.49,3.48,3.51,3.41
3.45,3.56,3.60,3.45
3.58,3.50,3.58,3.42
3.52,3.50,3.58,3.39
3.48,3.58,3.58,3.40
3.55,3.65,3.65,3.41
3.65,3.55,3.67,3.45
3.56,3.56,3.58,3.45
3.54,3.57,3.58,3.51
3.54,3.63,3.65,3.54
3.58,3.53,3.63,3.53
3.50,3.58,3.64,3.45
3.53,3.47,3.57,3.44
3.47,3.41,3.47,3.40
3.41,3.46,3.46,3.40
3.40,3.70,3.70,3.35
3.72,3.42,3.75,3.42
3.42,3.38,3.48,3.36
3.40,3.54,3.55,3.27
3.55,3.52,3.55,3.44
3.43,3.62,3.64,3.43
3.65,3.70,3.70,3.60
3.70,4.15,4.23,3.65
4.14,4.20,4.40,4.04
4.20,4.20,4.22,4.14
4.10,3.98,4.15,3.85
4.05,3.73,4.07,3.71
3.67,3.68,3.74,3.63
3.69,3.73,3.74,3.56
3.73,3.70,3.74,3.60
3.74,3.86,3.92,3.70
3.88,3.85,3.90,3.65
3.84,3.79,3.90,3.77
3.79,3.70,3.79,3.61
3.70,3.71,3.77,3.66
3.70,3.99,4.00,3.68
3.94,4.05,4.07,3.85
4.06,3.91,4.07,3.86
3.96,4.03,4.14,3.93
4.01,3.98,4.06,3.98
4.00,4.00,4.10,3.88
4.04,4.31,4.88,3.86
4.30,4.11,4.30,3.88
4.09,4.05,4.13,3.91
4.05,4.14,4.14,3.94
4.16,4.10,4.21,4.02
4.13,4.10,4.15,3.97
4.11,3.97,4.11,3.95
3.99,4.12,4.20,3.95
4.08,4.15,4.15,4.04
4.11,4.15,4.21,4.06
4.10,4.13,4.17,4.10
4.13,4.20,4.20,4.10
4.20,4.21,4.21,4.14
4.17,4.21,4.21,4.14
4.16,4.16,4.60,4.06
4.10,4.18,4.18,3.93
4.17,4.04,4.21,4.03
4.05,4.15,4.19,4.04
4.05,4.21,4.22,4.04
4.24,4.55,4.60,4.21
4.56,4.43,4.56,4.43
4.40,4.45,4.50,4.29
4.43,4.46,4.50,4.40
4.50,4.47,4.50,4.43
4.49,4.31,4.54,4.31
4.30,4.38,4.53,4.23
4.44,4.42,4.52,4.37
4.41,4.71,4.71,4.33
4.80,4.98,5.38,4.75
4.98,5.18,5.27,4.98
5.17,5.07,5.24,4.96
5.12,5.00,5.19,4.96
5.00,5.05,5.12,4.91
5.04,5.06,5.14,4.99
5.26,5.16,5.26,5.10
5.15,5.15,5.20,5.12
5.15,5.20,5.26,5.10
5.10,5.20,5.27,5.10
5.20,5.26,5.42,5.17
5.33,5.50,5.57,5.24
5.52,5.63,5.70,5.45
5.66,5.69,5.70,5.55
5.71,6.67,6.68,5.71
6.52,7.04,7.50,6.50
7.16,7.06,7.26,6.73
7.10,7.30,7.42,7.06
7.39,7.03,7.40,6.81
6.99,7.07,7.17,6.93
7.06,7.40,7.40,6.86
7.30,7.30,7.64,7.17
7.26,6.99,7.29,6.62
7.09,7.11,7.23,6.89
7.12,7.01,7.14,6.81
7.11,7.33,7.48,6.60
7.19,7.94,8.06,7.09
7.93,7.59,8.19,7.44
7.62,7.98,8.00,7.41
8.04,7.66,8.10,7.55
7.72,7.75,7.95,7.59
7.84,8.05,8.49,7.83
8.11,8.63,8.65,8.01
8.77,7.76,8.88,7.75
7.77,9.69,10.10,7.77
9.85,9.88,10.62,9.21
9.89,9.78,10.10,9.62
9.94,9.00,9.98,9.00
9.05,8.49,9.31,8.18
8.44,8.90,9.18,8.22
8.90,8.77,9.11,8.71
8.87,9.17,9.72,8.83
9.12,9.03,9.27,8.92
9.08,9.09,9.16,8.92
9.11,9.98,10.05,9.10
10.02,9.96,10.10,9.62
9.54,9.23,9.69,9.14
9.42,9.32,9.66,9.25
9.44,9.07,9.67,8.92
9.04,9.09,9.11,8.90
9.08,9.35,9.44,9.08
9.31,9.41,9.50,9.06
11.00,11.03,12.74,10.45
11.10,11.16,11.38,10.30
10.40,10.59,11.16,10.38
10.48,10.18,10.79,10.04
10.27,9.47,10.38,9.41
9.50,9.95,10.40,9.43
10.50,10.28,11.26,10.16
10.25,10.23,10.45,10.10
10.38,10.06,10.53,10.01
10.02,9.70,10.32,9.24
9.69,9.45,9.89,9.41
9.52,9.36,9.73,9.20
9.30,9.53,9.72,9.23
9.51,9.67,9.85,9.48
9.74,10.67,11.00,9.74
10.66,11.53,11.67,10.51
11.64,12.06,12.44,11.34
11.99,11.55,12.00,11.14
12.28,10.91,12.28,10.67
10.91,10.55,11.38,10.34
10.50,10.21,10.57,10.06
11.10,10.79,11.50,10.56
10.60,9.86,10.90,9.82
9.74,9.19,9.75,9.13
9.13,8.60,9.20,8.42
8.73,8.16,8.83,7.56
8.22,8.85,9.04,8.17
8.73,9.05,9.13,8.51
8.87,9.31,9.62,8.75
9.13,9.29,9.39,9.04
9.32,9.24,9.34,9.07
9.31,9.07,9.43,8.97
9.02,8.65,9.02,8.55
8.68,8.48,8.98,8.40
8.57,8.54,8.69,8.35
8.52,8.19,8.57,7.98
8.25,7.52,8.47,7.32
7.52,7.50,7.65,7.19
7.41,7.59,7.72,7.20
7.51,6.93,7.52,6.83
6.95,6.58,7.14,6.51
6.52,6.47,6.88,6.41
6.47,6.86,6.88,6.35
6.41,6.80,7.19,6.27
6.86,6.86,7.16,6.80
6.84,6.91,6.94,6.75
6.79,6.70,6.88,6.58
6.70,6.55,6.70,6.25
6.53,7.22,7.55,6.53
7.15,6.77,7.19,6.75
6.80,6.76,6.99,6.65
6.76,6.75,6.78,6.54
6.78,6.88,6.96,6.64
6.97,7.29,7.33,6.92
7.30,6.92,7.34,6.83
6.93,6.84,6.95,6.80
6.85,6.86,6.88,6.70
6.90,7.46,7.57,6.85
7.36,7.44,7.74,7.25
7.42,7.83,7.95,7.35
7.93,8.39,8.44,7.85
8.45,8.31,8.46,8.11
8.32,7.90,8.32,7.89
7.91,8.21,8.29,7.76
8.16,8.38,8.44,8.11
8.35,8.40,8.77,8.31
8.41,8.42,8.55,8.30
8.37,8.51,8.61,8.33
8.49,8.37,8.61,8.26
8.36,8.35,8.50,8.19
9.00,9.21,9.98,8.96
9.25,9.43,9.57,9.05
9.51,9.27,9.65,8.92
9.30,8.80,9.30,8.53
8.73,8.77,9.04,8.63
8.74,8.90,9.05,8.61
8.80,8.50,8.99,8.15
8.48,8.65,8.83,8.37
8.65,8.53,8.81,8.32
8.57,8.38,8.65,8.32
8.40,8.58,8.61,8.31
8.52,8.04,8.75,7.93
8.03,7.79,8.04,7.66
7.85,8.07,8.17,7.79
7.78,8.00,8.18,7.72
7.97,8.04,8.16,7.97
8.13,8.12,8.18,7.93
8.14,7.90,8.22,7.88
7.94,7.83,8.09,7.79
7.79,7.44,7.94,7.41
7.42,7.87,7.92,7.29
7.82,7.86,7.91,7.70
7.91,7.77,8.01,7.69
7.83,7.59,7.83,7.55
7.64,7.49,7.69,7.48
7.45,7.31,7.48,7.20
7.32,7.22,7.39,7.05
7.23,7.38,7.45,7.14
7.36,7.30,7.47,7.23
7.15,7.06,7.85,6.86
6.91,6.79,7.06,6.42
6.84,6.70,6.98,6.54
6.64,6.71,6.98,6.60
6.66,6.90,6.91,6.64
6.89,6.83,7.04,6.73
6.89,6.95,6.99,6.77
7.04,7.51,7.61,6.93
7.48,7.25,7.50,7.18
7.26,7.39,7.44,7.24
7.38,7.56,7.56,7.28
7.65,7.76,7.85,7.46
7.86,7.82,7.99,7.64
7.83,7.84,7.96,7.73
7.80,7.77,8.01,7.71
7.78,7.71,7.81,7.39
7.69,7.62,7.82,7.52
7.66,7.47,7.80,7.47
7.47,7.87,7.93,7.40
7.86,7.99,8.10,7.77
7.90,7.88,8.11,7.86
7.90,8.13,8.14,7.83
7.94,8.15,8.23,7.94
8.22,8.03,8.22,7.92
8.04,7.78,8.10,7.74
7.74,7.83,7.85,7.55
7.83,8.19,8.23,7.78
8.13,8.10,8.29,7.92
8.10,9.04,9.20,8.05
8.97,9.67,9.76,8.85
9.67,9.89,10.11,9.65
9.85,8.89,9.85,8.81
8.86,8.86,9.01,8.52
8.95,8.60,9.00,8.51
8.67,8.81,8.91,8.61
8.89,8.40,8.96,8.32
8.34,8.10,8.34,8.02
8.06,8.48,8.51,8.06
8.50,9.27,9.37,8.50
9.25,9.01,9.27,8.82
9.09,9.24,9.38,8.95
9.07,8.83,9.34,8.70
8.84,8.20,8.92,8.19
8.16,7.69,8.36,7.66
7.72,8.49,8.62,7.70
8.59,8.21,8.62,8.14
8.26,7.62,8.36,7.60
7.55,7.61,7.71,7.44
7.56,7.70,7.76,7.25
7.67,7.00,7.87,6.90
7.00,7.04,7.26,6.82
7.08,6.87,7.16,6.80
6.98,6.87,7.25,6.76
6.76,7.18,7.25,6.56
7.00,7.33,7.43,6.95
7.46,7.37,7.53,7.24
7.35,7.66,7.75,7.21
7.72,8.05,8.13,7.58
8.10,7.72,8.10,7.69
7.85,7.60,7.85,7.50
7.56,7.58,7.63,7.35
7.50,7.68,7.74,7.30
7.72,7.97,7.98,7.58
7.95,7.66,7.99,7.62
7.61,7.51,7.70,7.42
7.80,7.92,7.99,7.57
7.98,7.97,8.22,7.90
7.95,7.49,8.07,7.35
7.56,7.12,7.61,7.03
5.30,6.40,7.07,4.77
6.21,5.81,6.45,5.73
5.80,6.01,6.10,5.55
5.98,5.91,6.01,5.89
5.88,5.84,5.90,5.65
5.88,5.61,5.98,5.50
5.59,5.47,5.65,5.47
5.44,5.16,5.48,5.11
5.17,5.34,5.38,5.14
5.31,5.40,5.42,5.09
5.38,5.39,5.45,5.26
5.52,5.33,5.52,5.30
5.34,5.35,5.54,5.31
5.34,5.29,5.41,5.23
5.27,5.45,5.49,5.21
5.52,5.82,6.04,5.41
5.80,5.50,5.81,5.44
5.48,5.34,5.53,5.28
5.32,5.44,5.57,5.31
5.42,5.33,5.49,5.29
5.41,5.47,5.62,5.34
5.38,5.30,5.65,5.30
5.22,5.66,5.70,5.22
5.62,5.36,5.70,5.31
5.39,5.34,5.57,5.27
5.26,5.35,5.45,5.24
5.41,5.28,5.48,5.26
5.27,5.19,5.47,5.15
5.22,5.64,5.65,5.21
5.77,6.05,6.15,5.68
6.04,6.22,6.26,5.85
6.25,6.01,6.25,5.94
6.07,5.61,6.07,5.59
5.61,5.95,5.98,5.56
5.82,6.27,6.30,5.82
6.26,6.10,6.41,5.91
6.10,6.04,6.41,5.95
6.09,6.01,6.12,5.88
6.09,6.08,6.12,5.80
6.05,6.07,6.39,5.92
6.08,5.58,6.12,5.55
5.68,5.66,5.77,5.49
5.70,5.71,5.90,5.61
5.70,5.85,5.92,5.62
5.83,5.65,5.92,5.60
5.75,5.61,5.87,5.46
5.53,5.45,5.75,5.42
5.49,5.31,5.49,5.18
5.29,5.36,5.57,5.26
5.34,5.24,5.42,5.02
5.24,5.27,5.46,5.15
5.33,5.87,5.88,5.16
5.40,5.51,5.65,5.20
5.42,5.54,5.57,5.40
5.42,5.39,5.61,5.35
5.41,5.36,5.47,5.28
5.37,5.59,5.60,5.37
5.51,5.28,5.67,5.28
5.27,5.19,5.32,5.02
5.26,5.43,5.49,5.15
5.36,5.09,5.39,5.02
5.13,5.33,5.35,5.10
5.35,5.46,5.56,5.26
5.45,5.52,5.70,5.44
5.60,5.56,5.64,5.48
5.55,5.54,5.69,5.51
5.60,5.66,5.70,5.49
5.70,5.92,5.97,5.64
5.93,6.04,6.08,5.81
6.04,6.15,6.27,6.00
6.10,6.32,6.39,6.10
6.33,6.11,6.33,6.01
6.10,6.06,6.10,5.98
6.08,6.05,6.10,5.96
6.06,6.20,6.23,5.99
6.02,5.57,6.02,5.41
5.50,5.32,5.50,5.32
5.10,4.87,5.25,4.79
4.82,4.56,4.85,4.49
4.54,4.29,4.55,4.20
4.31,4.34,4.49,4.23
4.33,4.39,4.42,4.24
4.39,4.33,4.39,4.16
4.24,4.26,4.39,4.16
4.25,4.43,4.55,4.20
4.50,4.41,4.62,4.38
4.41,4.41,4.52,4.37
4.51,4.53,4.65,4.50
4.53,4.44,4.59,4.41
4.44,4.50,4.53,4.36
4.51,4.85,4.90,4.51
4.89,4.80,4.96,4.73
4.80,4.97,5.01,4.80
4.95,4.76,4.95,4.73
4.77,4.50,4.80,4.45
4.48,4.58,4.61,4.45
4.58,4.48,4.68,4.42
4.49,4.49,4.55,4.42
4.49,4.41,4.52,4.35
4.40,4.46,4.53,4.30
4.47,4.56,4.63,4.38
4.63,4.70,4.72,4.45
4.72,4.69,4.89,4.66
4.71,4.80,4.91,4.71
4.80,4.85,4.90,4.65
4.90,4.99,5.14,4.82
5.01,5.04,5.04,4.87
5.04,5.29,5.34,5.04
5.33,5.49,5.49,5.30
5.46,5.89,5.96,5.34
5.83,5.69,5.97,5.54
5.71,5.52,5.76,5.40
5.58,5.37,5.58,5.26
5.37,5.33,5.49,5.16
5.30,5.52,5.58,5.24
5.53,5.50,5.65,5.38
5.52,5.52,5.66,5.44
5.55,5.53,5.64,5.44
5.49,5.48,5.65,5.41
5.17,5.79,5.87,5.14
5.88,5.61,5.88,5.40
5.64,5.53,5.72,5.48
5.53,5.45,5.57,5.35
5.44,5.34,5.58,5.28
5.30,5.22,5.41,5.17
5.29,5.15,5.29,5.09
5.13,5.03,5.15,4.91
5.02,4.96,5.03,4.88
4.98,4.99,5.18,4.93
5.04,5.11,5.22,5.00
5.12,5.16,5.29,5.03
5.17,5.35,5.39,5.13
5.40,5.47,5.55,5.36
5.48,5.35,5.49,5.32
5.34,5.38,5.45,5.29
5.38,5.45,5.50,5.27
5.42,5.50,5.53,5.32
5.53,5.55,5.65,5.44
5.50,5.58,5.62,5.42
5.57,5.67,5.84,5.53
5.67,5.34,5.67,5.31
5.27,5.34,5.39,5.19
5.36,5.32,5.43,5.24
5.28,5.35,5.44,5.23
5.35,5.78,5.87,5.35
5.78,5.70,5.85,5.66
5.68,5.48,5.73,5.46
5.47,5.29,5.59,5.26
5.30,5.47,5.47,5.30
5.48,5.52,5.72,5.46
5.44,5.35,5.49,5.31
5.32,5.35,5.40,5.31
5.36,5.40,5.50,5.33
5.44,5.47,5.53,5.42
5.45,5.49,5.53,5.42
5.50,5.50,5.58,5.46
5.50,5.51,5.55,5.48
5.50,5.36,5.60,5.35
5.38,5.40,5.44,5.27
5.44,5.42,5.55,5.36
5.42,4.96,5.48,4.91
4.97,5.36,5.38,4.94
5.41,5.20,5.54,5.13
5.15,4.99,5.28,4.99
4.91,4.96,5.13,4.86
4.95,4.99,5.02,4.72
4.99,4.80,4.99,4.77
4.86,4.86,4.97,4.83
4.89,4.97,5.03,4.87
5.03,5.36,5.50,5.03
5.39,5.50,5.52,5.36
5.53,5.62,5.65,5.49
5.65,5.83,5.98,5.64
5.86,5.78,5.89,5.69
5.80,5.43,5.80,5.40
5.46,5.31,5.47,5.29
5.31,5.63,5.74,5.29
5.66,5.36,5.67,5.33
5.33,5.30,5.51,5.23
5.28,5.18,5.28,5.10
5.21,4.89,5.27,4.87
4.89,4.64,5.02,4.62
4.80,5.72,5.80,4.77
5.47,6.21,6.37,5.43
6.27,6.97,7.20,5.78
6.83,7.09,7.17,6.80
7.18,7.26,7.80,7.10
7.30,7.20,7.37,6.75
7.14,7.08,7.42,7.02
7.23,7.11,7.70,7.08
7.16,7.44,7.46,6.95
7.44,7.46,7.61,7.27
7.44,7.02,7.55,6.97
6.95,6.99,7.12,6.80
7.04,7.39,7.45,6.98
7.28,7.11,7.39,6.97
6.97,6.59,7.10,6.55
6.52,6.52,6.80,6.47
6.40,6.90,7.03,6.39
6.41,6.41,6.80,6.30
6.71,6.44,6.71,6.40
6.60,6.81,6.82,6.30
6.97,7.39,7.45,6.88
7.47,6.85,7.50,6.44
6.86,6.66,6.90,6.25
6.28,6.62,6.71,6.28
6.75,6.45,6.75,6.31
6.40,6.48,6.68,6.38
6.36,6.58,6.74,6.28
6.63,6.60,6.75,6.36
6.60,6.45,6.72,6.44
6.51,6.31,6.57,6.30
6.27,6.04,6.33,5.99
5.96,5.70,5.97,5.68
5.67,5.73,5.80,5.63
5.76,5.69,5.95,5.60
5.71,5.67,5.80,5.65
5.60,5.32,5.75,5.28
5.38,5.21,5.51,5.19
5.14,4.98,5.33,4.95
4.98,4.97,5.10,4.87
4.93,4.96,4.98,4.76
5.03,4.67,5.03,4.63
4.66,4.39,4.71,4.35
4.36,4.52,4.64,4.36
4.58,4.46,4.70,4.41
4.47,4.34,4.61,4.33
4.31,4.56,4.58,4.27
4.62,4.77,4.89,4.57
4.80,4.99,5.06,4.74
5.02,5.16,5.27,4.86
5.15,5.52,5.54,5.01
5.56,5.51,5.56,5.39
5.55,5.21,5.55,5.18
5.18,5.22,5.40,5.08
5.18,5.20,5.37,5.18
5.27,5.40,5.47,5.02
5.43,5.46,5.48,5.24
5.45,5.41,5.63,5.30
5.43,5.29,5.43,5.17
5.28,5.10,5.34,5.04
5.15,5.26,5.49,5.05
5.36,5.45,5.56,5.30
5.45,5.23,5.49,5.19
5.18,5.00,5.36,4.96
4.99,5.39,5.41,4.98
5.46,4.96,5.65,4.88
4.88,4.95,5.25,4.72
4.97,5.15,5.38,4.91
5.09,5.26,5.38,5.06
5.32,5.20,5.36,5.06
5.19,4.93,5.20,4.91
4.85,4.93,5.19,4.70
4.96,4.86,5.02,4.84
4.82,4.81,4.92,4.71
4.79,4.50,4.81,4.50
4.47,4.29,4.54,4.26
4.26,4.34,4.40,4.25
4.36,4.30,4.41,4.16
4.34,4.20,4.36,4.16
4.24,4.22,4.32,4.15
4.24,4.26,4.27,4.16
4.31,4.21,4.40,4.20
4.22,4.24,4.31,4.17
4.21,4.17,4.32,4.10
4.19,4.36,4.39,4.15
4.35,4.46,4.49,4.32
4.50,4.63,4.81,4.39
4.71,4.52,4.75,4.46
4.55,4.51,4.66,4.26
4.54,4.47,4.60,4.40
4.46,4.38,4.51,4.32
4.36,4.11,4.37,4.00
4.10,4.00,4.12,3.98
3.99,3.89,4.09,3.82
3.89,3.80,3.90,3.78
3.75,3.74,3.79,3.67
3.71,3.75,3.87,3.71
3.81,3.78,3.87,3.72
3.83,3.80,3.95,3.72
3.81,3.79,3.89,3.76
3.77,3.70,3.87,3.69
3.71,3.75,3.75,3.58
3.74,3.82,3.87,3.71
3.85,4.16,4.25,3.82
4.18,4.15,4.26,4.04
4.11,3.94,4.19,3.89
3.96,3.88,4.02,3.84
3.87,3.82,4.00,3.70
3.81,3.77,3.89,3.74
3.70,3.75,3.85,3.64
3.74,3.70,3.79,3.63
3.63,3.62,3.69,3.57
3.55,3.40,3.55,3.35
3.40,3.33,3.51,3.27
3.36,3.28,3.38,3.22
3.29,3.41,3.43,3.19
3.42,3.41,3.54,3.34
3.41,3.26,3.48,3.24
3.16,3.22,3.26,2.94
3.26,3.02,3.26,2.93
2.92,3.23,3.30,2.84
3.25,3.24,3.40,3.13
3.30,3.44,3.45,3.17
3.37,3.17,3.42,3.15
3.21,3.15,3.27,3.12
3.14,3.13,3.30,3.11
3.21,3.06,3.24,3.05
3.09,3.38,3.39,3.04
3.34,3.33,3.40,3.18
3.26,3.15,3.30,3.12
3.13,3.17,3.19,3.01
3.11,3.36,3.38,3.07
3.34,3.07,3.35,3.04
2.98,3.06,3.10,2.91
2.96,2.99,3.09,2.85
3.02,3.11,3.22,2.94
3.02,3.12,3.23,2.99
3.15,3.12,3.28,3.08
3.15,3.23,3.32,3.14
3.26,3.22,3.44,3.21
3.25,3.31,3.35,3.19
3.31,3.31,3.35,3.25
3.35,3.46,3.52,3.34
3.46,3.36,3.48,3.35
3.34,3.33,3.42,3.26
3.33,3.37,3.42,3.33
3.38,3.41,3.46,3.20
3.41,3.32,3.42,3.29
3.29,3.36,3.43,3.29
3.38,3.34,3.40,3.29
3.33,3.53,3.64,3.30
3.24,3.02,3.24,2.91
2.92,2.89,2.98,2.81
2.89,2.81,2.92,2.81
2.80,2.71,2.85,2.67
2.71,2.63,2.80,2.57
2.66,2.78,2.84,2.63
2.80,2.97,3.01,2.79
3.00,2.78,3.05,2.77
2.78,2.82,2.92,2.75
2.83,2.96,3.00,2.83
2.98,2.97,3.03,2.91
2.95,2.89,3.05,2.88
2.87,2.86,2.91,2.79
2.85,2.75,2.95,2.73
2.72,2.80,2.83,2.63
2.85,2.73,2.85,2.73
2.73,2.69,2.77,2.57
2.69,2.66,2.74,2.63
2.65,2.60,2.70,2.60
2.58,2.38,2.61,2.36
2.41,2.39,2.53,2.39
2.42,2.43,2.55,2.41
2.43,2.41,2.46,2.33
2.46,2.33,2.46,2.31
2.37,2.27,2.43,2.26
2.30,2.40,2.41,2.26
2.43,2.42,2.53,2.30
2.44,2.49,2.55,2.42
2.53,2.60,2.63,2.45
2.58,2.47,2.64,2.46
2.42,2.65,2.66,2.42
2.65,2.48,2.65,2.41
2.47,2.50,2.52,2.45
2.50,2.52,2.56,2.50
2.53,2.51,2.63,2.50
2.51,2.58,2.62,2.51
2.62,2.49,2.62,2.45
2.49,2.49,2.53,2.42
2.50,2.56,2.60,2.47
2.72,2.45,2.76,2.45
2.48,2.28,2.50,2.20
2.25,2.30,2.41,2.22
2.30,2.26,2.42,2.23
2.29,2.26,2.29,2.17
2.28,2.35,2.38,2.27
2.37,2.48,2.50,2.36
2.50,2.55,2.57,2.38
2.54,2.31,2.55,2.26
2.33,2.21,2.40,2.18
2.20,2.22,2.28,2.17
2.23,2.24,2.35,2.21
2.25,2.23,2.34,2.18
2.21,2.21,2.28,2.17
2.20,2.13,2.25,2.11
2.14,2.24,2.27,2.14
2.24,2.30,2.34,2.20
2.34,2.56,2.57,2.21
2.59,2.80,2.84,2.52
2.80,2.73,2.81,2.69
2.71,2.65,2.75,2.64
2.68,2.83,2.90,2.60
2.84,2.87,2.89,2.74
2.85,3.15,3.16,2.83
3.19,3.29,3.34,3.03
3.26,3.53,3.74,3.18
3.57,3.45,3.63,3.32
3.45,3.53,3.60,3.40
3.50,3.40,3.55,3.33
3.41,3.35,3.55,3.30
3.30,3.30,3.48,3.15
3.27,3.24,3.38,3.13
3.24,3.19,3.33,3.17
3.17,3.21,3.25,3.10
3.24,3.29,3.40,3.23
3.33,3.35,3.40,3.29
3.36,3.21,3.36,3.13
3.20,3.04,3.29,3.02
3.06,3.20,3.20,3.01
3.07,3.09,3.10,2.87
3.06,2.75,3.06,2.75
2.81,2.77,2.82,2.61
2.79,2.74,2.82,2.74
2.76,2.75,2.79,2.70
2.75,2.62,2.84,2.62
2.63,2.54,2.68,2.49
2.54,2.48,2.57,2.44
2.48,2.44,2.58,2.42
2.46,2.49,2.54,2.46
2.52,2.52,2.56,2.50
2.57,2.55,2.57,2.41
2.55,2.46,2.67,2.42
2.49,2.42,2.51,2.40
2.41,2.47,2.50,2.41
2.45,2.48,2.49,2.36
2.46,2.38,2.53,2.37
2.41,2.66,2.68,2.39
2.70,2.49,2.71,2.47
2.52,2.48,2.52,2.42
2.46,2.42,2.54,2.40
2.41,2.52,2.54,2.38
2.54,2.55,2.68,2.53
2.55,2.75,2.78,2.50
3.02,3.14,3.35,2.91
3.17,3.13,3.17,2.96
3.11,3.51,3.57,3.11
3.52,3.23,3.61,3.21
3.25,3.41,3.46,3.24
3.44,3.61,3.64,3.17
3.63,3.64,3.79,3.50
3.65,3.58,3.74,3.53
3.60,3.62,3.66,3.53
3.62,3.74,3.74,3.59
3.73,3.80,3.90,3.63
3.85,3.79,3.88,3.65
3.77,4.02,4.10,3.63
4.02,4.00,4.05,3.91
4.00,4.07,4.16,3.88
4.08,4.18,4.20,4.01
4.18,4.08,4.30,4.06
4.05,3.92,4.15,3.74
3.85,3.91,4.07,3.85
3.90,4.09,4.10,3.90
4.14,4.50,4.56,4.05
4.54,4.63,4.84,4.40
4.59,4.59,4.67,4.50
4.77,4.38,4.85,4.30
4.24,4.18,4.38,4.11
4.18,4.30,4.40,4.09
4.30,4.39,4.50,4.30
4.42,4.50,4.50,4.32
4.53,4.54,4.59,4.36
4.51,4.19,4.53,4.18
4.19,4.51,4.52,4.18
4.38,4.44,4.50,4.29
4.45,4.24,4.50,4.11
4.23,4.34,4.39,4.16
4.36,4.35,4.46,4.25
4.38,4.46,4.48,4.35
4.50,4.47,4.50,4.44
4.50,4.47,4.50,4.31
4.47,4.57,4.65,4.44
4.58,4.54,4.66,4.50
4.54,4.55,4.59,4.37
4.49,4.53,4.58,4.40
4.50,4.02,4.50,3.90
4.09,3.95,4.09,3.83
4.35,4.26,4.49,4.10
4.16,4.11,4.17,4.01
4.10,3.94,4.13,3.90
3.89,3.92,4.08,3.88
3.89,3.82,4.00,3.79
3.80,2.99,3.87,2.96
3.10,3.02,3.40,2.97
3.10,2.80,3.19,2.76
2.82,3.14,3.22,2.76
3.14,2.92,3.14,2.85
2.94,2.73,2.94,2.71
2.79,2.83,3.15,2.75
2.83,2.72,2.85,2.65
2.78,2.70,2.99,2.70
2.72,2.85,3.00,2.65
2.83,2.82,2.92,2.73
2.85,2.81,2.92,2.66
2.84,2.76,2.84,2.75
2.73,2.73,2.80,2.72
2.80,2.65,2.80,2.59
1.55,1.08,1.55,1.00
1.17,1.17,1.32,1.08
1.17,1.17,1.17,1.05
1.19,1.10,1.19,1.07
1.09,1.01,1.10,0.97
1.01,1.16,1.20,1.01
1.19,1.18,1.25,1.14
1.18,1.19,1.20,1.15
1.16,1.32,1.35,1.14
1.35,1.23,1.39,1.20
1.22,1.32,1.33,1.19
1.33,1.28,1.34,1.25
1.30,1.31,1.33,1.26
1.32,1.32,1.33,1.28
1.31,1.21,1.31,1.20
1.20,1.12,1.21,1.10
1.13,1.08,1.15,1.07
1.11,1.09,1.11,1.07
1.09,1.04,1.09,1.01
1.05,1.07,1.08,1.03
1.08,1.04,1.10,1.02
1.04,1.09,1.11,1.00
1.09,1.08,1.11,1.04
1.07,1.02,1.07,1.01
1.01,0.94,1.03,0.91
0.93,0.95,1.00,0.91
0.97,0.94,1.00,0.92
