ISRL,Isramco,NASDAQ
89.25,88.18,89.25,88.18
86.41,86.21,90.40,83.15
88.94,90.10,90.10,88.94
88.40,91.26,91.48,88.40
93.40,91.88,93.40,91.29
91.51,93.18,96.00,91.51
92.30,94.48,94.48,92.30
95.57,93.70,95.57,93.70
94.33,93.85,94.33,93.85
95.20,93.86,95.20,92.30
94.99,94.80,94.99,94.44
94.89,97.56,97.56,93.94
97.29,98.97,99.09,97.29
98.16,103.71,103.71,98.16
102.02,102.02,102.02,102.02
102.02,102.02,102.02,102.02
104.15,107.00,107.00,104.15
106.55,105.45,106.55,103.36
104.48,106.28,106.28,104.48
104.81,106.55,106.55,104.81
107.00,106.70,107.00,106.70
106.50,104.74,106.50,104.74
105.30,104.41,105.30,104.06
105.70,109.70,109.70,105.68
109.42,109.42,109.42,109.42
109.30,112.65,113.63,109.30
114.00,112.75,114.85,112.70
112.79,110.06,113.10,110.06
111.57,112.87,113.08,111.30
113.20,110.00,113.20,110.00
111.36,110.60,111.36,110.11
111.48,108.79,111.48,108.10
107.00,107.40,107.40,107.00
108.37,107.25,108.91,107.25
108.70,108.70,108.70,108.70
107.00,108.00,108.92,106.30
106.44,108.18,108.18,106.44
107.46,107.00,108.65,106.35
106.23,105.30,106.30,105.30
104.50,105.80,105.80,104.50
105.65,105.51,107.15,105.51
105.04,107.47,107.47,105.04
106.79,110.81,112.00,106.47
111.57,113.98,115.01,111.50
114.65,112.52,114.65,112.50
114.29,113.50,114.38,113.50
113.20,106.75,113.20,106.75
106.97,107.51,108.80,106.97
109.00,107.50,109.00,107.00
107.50,105.40,108.98,104.96
111.30,109.39,111.30,107.45
104.10,110.95,111.30,104.10
111.03,109.00,111.03,108.00
118.69,110.40,118.69,110.40
109.99,112.40,113.50,109.97
112.00,112.51,114.00,112.00
112.09,110.60,112.99,110.60
112.00,110.49,112.00,110.49
111.26,111.26,111.26,111.26
118.90,122.86,128.00,115.20
126.00,123.01,126.00,121.02
123.80,122.00,124.50,119.31
120.01,120.72,122.00,118.15
120.45,116.69,120.45,114.50
114.50,117.88,117.88,114.50
119.40,119.65,121.00,118.80
119.20,118.55,120.78,118.15
119.15,121.70,121.70,118.30
121.00,124.98,126.00,121.00
126.10,123.95,126.10,122.78
124.00,127.02,134.00,124.00
126.30,126.30,126.30,126.30
127.82,124.21,127.82,123.41
125.40,128.70,128.70,125.40
125.98,123.23,126.30,120.96
120.40,120.55,124.00,120.40
124.00,122.40,124.80,121.91
126.99,128.97,130.40,125.15
127.87,126.73,128.20,125.50
125.04,126.06,126.95,124.00
122.01,123.50,125.48,121.90
129.56,126.13,129.56,125.50
125.50,126.42,126.42,122.30
125.06,128.00,128.00,123.01
130.00,130.98,131.79,129.00
131.75,133.96,135.00,131.75
134.90,134.80,136.00,134.33
135.95,134.38,135.95,134.00
131.60,132.22,135.25,129.88
135.97,135.84,135.97,135.84
135.96,134.11,135.97,134.11
135.99,131.99,135.99,131.04
128.04,131.97,133.00,127.71
125.00,137.77,137.77,125.00
136.25,148.90,152.00,136.25
157.99,150.00,157.99,150.00
149.96,150.46,153.98,149.96
153.99,145.72,153.99,145.01
153.99,147.78,153.99,142.59
153.98,148.30,153.98,146.06
148.90,147.00,148.90,147.00
148.80,146.99,148.90,146.99
147.80,145.90,149.10,145.00
146.15,143.00,146.15,143.00
143.50,136.90,143.50,136.90
137.00,136.92,138.50,136.92
135.00,135.00,136.00,135.00
138.47,133.97,138.47,133.97
132.30,125.15,132.30,124.22
125.99,125.50,125.99,125.40
123.80,121.80,123.80,117.04
120.29,119.99,122.00,119.20
126.00,126.00,126.00,126.00
125.87,121.10,125.87,121.10
120.95,121.40,121.98,119.30
121.00,122.97,122.97,120.00
118.79,122.50,122.50,118.79
121.14,120.50,121.60,120.07
122.23,123.30,123.30,122.05
123.17,121.55,123.17,121.55
119.55,120.00,122.44,118.05
119.59,119.68,120.31,119.00
119.70,120.02,120.02,119.10
121.60,119.80,121.60,118.20
119.80,119.80,119.80,119.80
124.90,122.05,124.90,118.60
121.60,123.03,123.03,119.30
120.55,124.00,124.00,120.55
123.42,124.00,125.00,122.99
126.01,122.33,126.01,122.33
122.81,122.81,122.81,122.81
124.03,127.50,129.50,123.98
128.00,125.05,128.00,125.05
125.50,127.05,130.88,125.50
127.03,127.20,128.50,125.00
126.60,128.00,128.00,126.60
127.20,128.00,129.40,127.00
130.00,129.99,131.76,129.04
127.50,128.97,128.97,127.50
130.00,132.95,132.95,130.00
128.89,129.30,129.31,128.42
129.40,124.50,129.40,124.20
125.00,125.51,126.00,125.00
126.59,124.67,126.59,124.10
123.10,124.50,126.00,110.50
125.03,122.20,131.20,122.20
117.95,122.00,124.00,115.80
120.00,123.20,123.20,115.40
124.60,120.18,125.10,120.18
123.60,120.01,123.87,120.01
124.00,122.75,124.40,122.75
125.00,126.75,127.74,123.01
124.30,123.17,127.50,120.13
126.00,127.78,129.99,125.00
127.28,126.20,127.40,126.20
127.89,121.35,127.89,121.35
124.30,124.60,125.80,120.71
122.00,121.75,122.00,120.00
124.80,124.67,126.67,124.67
125.00,126.30,129.15,124.40
123.90,124.00,126.20,123.90
124.00,123.35,126.00,123.35
124.00,122.21,124.00,120.00
124.57,125.00,126.15,124.57
125.00,128.00,129.95,125.00
128.70,131.64,131.65,128.70
131.62,131.00,131.62,129.20
131.80,136.20,136.50,131.50
135.60,139.36,139.80,135.60
141.50,143.49,143.49,141.35
142.50,144.00,144.76,142.50
143.50,141.20,145.00,141.20
143.89,141.80,144.02,141.00
143.80,143.48,144.57,143.48
144.98,140.08,144.98,140.04
144.40,145.37,146.00,142.05
142.49,143.92,144.00,142.49
144.50,143.01,144.50,143.01
145.60,143.50,145.96,137.18
141.06,144.20,145.40,140.05
143.80,143.15,143.80,143.15
143.05,142.35,143.50,139.02
143.00,139.10,143.54,139.10
141.00,138.20,142.00,138.20
140.00,142.49,142.49,138.50
140.80,141.99,141.99,140.80
144.80,145.00,145.00,144.80
134.16,141.00,143.92,134.16
138.00,142.69,143.15,138.00
137.99,137.55,139.00,137.00
140.00,141.75,141.75,137.00
136.25,136.25,136.25,136.25
135.83,134.15,136.00,134.00
134.95,130.63,134.95,130.63
131.98,132.51,134.25,130.98
128.60,130.99,130.99,128.60
130.99,130.99,130.99,130.99
128.30,128.30,128.30,128.30
129.50,126.00,129.50,126.00
126.99,125.01,130.90,125.01
127.95,129.24,129.80,127.95
129.50,132.85,132.85,129.50
136.00,129.20,136.00,129.20
133.49,128.11,133.56,128.11
130.04,129.60,135.93,129.60
131.98,131.98,131.98,131.98
133.90,134.00,134.00,133.90
133.00,134.90,134.90,133.00
136.80,136.00,136.80,136.00
137.97,137.25,138.19,131.13
138.30,137.80,139.47,136.65
141.00,136.60,141.00,133.60
133.45,133.45,133.45,133.45
130.01,132.25,136.80,130.01
136.85,132.42,136.85,132.23
132.00,130.00,132.00,129.09
129.00,123.88,129.00,120.13
121.51,121.51,121.51,121.51
121.16,121.16,121.16,121.16
121.10,120.01,123.50,116.00
120.01,120.01,120.01,120.01
121.00,120.00,121.00,120.00
119.98,120.06,122.00,117.01
122.45,122.99,122.99,122.45
123.10,126.90,126.90,122.00
125.00,125.05,126.93,125.00
125.35,124.36,125.35,122.52
128.30,126.48,128.30,126.48
127.89,127.89,127.89,127.89
126.10,125.19,127.00,125.00
125.50,125.60,125.60,125.50
125.10,125.00,125.10,125.00
127.40,127.40,127.40,127.40
128.70,128.70,128.70,128.70
128.70,128.70,128.70,128.70
130.75,130.75,130.75,130.75
130.73,127.20,130.73,125.85
130.95,130.95,130.95,130.95
130.00,128.50,130.81,128.50
128.50,128.50,128.50,128.50
127.26,129.00,129.00,127.26
132.72,132.72,132.72,132.72
137.88,145.99,146.00,137.88
145.99,145.99,145.99,145.99
145.99,145.99,145.99,145.99
138.31,141.00,141.00,138.31
140.00,140.00,140.00,140.00
140.00,140.00,140.00,140.00
140.13,133.00,141.32,133.00
133.02,133.02,133.02,133.02
132.92,131.89,135.96,131.00
137.64,137.93,137.93,135.94
127.20,131.72,132.79,127.20
126.67,126.78,130.00,126.67
125.45,122.67,125.45,122.67
121.65,127.08,127.08,121.65
128.67,128.34,129.79,127.00
134.76,127.12,134.76,127.01
126.29,122.35,126.29,121.50
122.35,122.35,122.35,122.35
120.30,122.40,122.40,120.30
127.23,125.30,127.80,125.30
133.00,128.29,133.00,128.29
125.30,125.30,125.30,125.30
132.89,124.41,133.00,124.41
123.00,123.00,123.00,123.00
125.00,127.99,127.99,125.00
125.98,125.98,125.98,125.98
123.00,126.35,126.35,123.00
124.05,124.05,124.05,124.05
123.13,132.71,132.71,123.13
123.00,133.00,133.00,123.00
126.02,132.96,132.96,126.02
123.10,126.01,126.01,123.10
125.00,125.00,125.00,125.00
123.00,123.00,123.00,123.00
123.00,123.00,123.00,123.00
123.00,123.00,123.00,123.00
123.00,123.00,123.00,123.00
122.30,125.46,125.46,122.30
110.12,110.12,110.12,110.12
114.00,117.06,123.82,114.00
123.80,119.00,123.80,119.00
115.86,115.86,115.86,115.86
119.00,119.00,119.00,119.00
116.05,116.05,116.05,116.05
122.44,122.44,122.44,122.44
118.66,119.59,119.59,118.66
117.23,115.00,117.23,115.00
115.00,115.00,115.00,115.00
120.00,115.00,120.00,115.00
120.90,120.90,120.90,120.90
115.27,115.27,115.27,115.27
115.27,115.27,115.27,115.27
114.98,117.49,117.49,114.98
118.99,118.99,118.99,118.99
118.00,120.18,127.11,118.00
116.68,125.25,125.25,116.68
126.55,126.55,126.55,126.55
128.14,125.00,128.14,125.00
123.00,125.99,125.99,123.00
124.90,124.90,124.90,124.90
131.00,131.00,131.00,131.00
123.80,123.80,123.80,123.80
123.80,124.40,124.40,120.00
124.40,124.40,124.40,124.40
120.00,118.45,120.02,117.25
118.00,121.99,121.99,118.00
118.50,118.00,118.99,118.00
115.02,115.11,119.98,115.02
118.00,115.00,118.00,113.10
114.30,114.00,114.30,114.00
112.05,111.02,113.00,109.00
111.02,119.89,120.02,111.02
119.33,130.90,130.90,116.16
129.00,128.55,129.23,126.47
125.01,121.00,129.94,121.00
129.00,129.00,129.00,129.00
126.00,117.51,126.00,117.51
129.67,129.67,129.67,128.79
121.66,129.19,129.19,120.93
120.49,122.16,125.31,118.00
118.48,120.01,125.00,113.31
121.93,121.93,121.93,121.93
118.00,118.00,118.00,118.00
115.00,116.06,118.98,115.00
114.02,114.05,117.00,114.02
118.99,115.22,118.99,115.22
117.18,117.18,117.18,117.18
112.62,114.46,116.37,112.62
115.76,115.76,115.76,115.76
124.74,124.97,124.97,124.70
113.68,121.13,124.56,113.68
129.79,129.79,129.79,129.79
131.59,120.50,131.59,120.50
143.98,143.98,143.98,143.98
131.99,131.99,131.99,131.99
131.99,131.99,131.99,131.99
129.99,129.99,129.99,129.99
129.23,137.00,137.00,129.23
137.00,137.00,137.00,137.00
136.99,136.84,136.99,136.84
136.90,136.90,136.90,136.90
134.70,134.50,134.70,134.50
131.00,131.00,131.00,131.00
135.20,131.54,135.20,131.54
131.68,131.68,131.68,131.68
137.00,140.00,140.00,131.46
140.00,140.00,140.00,140.00
137.50,137.50,137.50,137.50
139.98,141.40,141.40,139.52
142.00,144.95,144.95,142.00
141.72,145.00,145.00,141.72
145.00,145.00,145.00,145.00
141.01,141.01,141.01,141.01
140.41,140.41,140.41,140.41
140.41,140.41,140.41,140.41
140.41,140.41,140.41,140.41
140.41,140.41,140.41,140.41
146.47,146.47,146.47,146.47
145.54,145.99,145.99,145.54
145.99,145.99,145.99,145.99
145.99,145.99,145.99,145.99
145.99,145.99,145.99,145.99
135.25,131.01,136.15,131.01
128.00,128.01,128.32,128.00
126.77,127.00,127.00,126.77
127.00,127.00,127.00,127.00
127.00,127.00,127.00,127.00
138.20,125.00,138.20,125.00
120.33,124.50,124.50,120.33
132.00,125.55,132.00,125.55
130.00,122.22,130.00,122.22
122.22,122.22,122.22,122.22
124.40,126.37,126.88,115.05
126.00,126.00,126.00,126.00
129.99,135.64,135.64,129.99
136.35,136.44,136.50,136.35
130.00,131.50,136.00,130.00
130.01,131.07,131.07,130.01
131.07,131.07,131.07,131.07
134.79,134.79,134.79,134.79
141.91,132.00,141.91,132.00
138.00,138.00,138.00,138.00
138.00,137.99,138.00,137.99
138.00,138.00,138.00,130.01
135.00,135.00,135.00,135.00
131.13,131.13,131.13,131.13
134.99,134.99,134.99,134.99
137.80,139.50,139.50,137.80
139.80,139.80,139.80,139.80
141.40,141.40,141.40,141.40
138.00,138.00,138.00,138.00
138.00,138.00,138.00,138.00
138.00,138.00,138.00,138.00
138.00,138.00,138.00,138.00
135.00,135.00,135.00,135.00
135.00,135.00,135.00,135.00
135.00,135.00,135.00,135.00
135.00,135.00,135.00,135.00
134.60,134.60,134.60,134.60
134.60,134.60,134.60,134.60
134.95,133.40,134.95,133.40
134.00,133.32,134.00,133.32
135.00,134.97,135.00,134.97
133.21,133.21,133.21,133.21
122.70,133.00,133.00,122.70
130.00,134.50,134.50,130.00
134.50,131.93,134.50,131.93
132.00,132.00,132.00,132.00
130.50,130.50,130.50,130.50
135.77,135.77,135.77,135.77
129.00,129.51,129.51,129.00
130.10,130.10,130.10,130.10
130.00,130.00,130.00,130.00
129.45,129.45,129.45,129.45
129.45,129.45,129.45,129.45
129.45,129.45,129.45,129.45
129.66,128.00,130.00,122.83
123.00,123.00,123.00,123.00
127.00,125.00,127.00,125.00
113.20,122.05,124.52,113.20
122.05,122.05,122.05,122.05
122.00,122.00,122.00,122.00
123.00,123.00,123.00,123.00
124.51,124.51,124.51,124.51
124.51,124.51,124.51,124.51
124.51,124.51,124.51,124.51
117.00,117.00,117.00,117.00
120.00,119.00,120.00,119.00
119.00,119.00,119.00,119.00
120.00,120.00,120.00,120.00
120.00,120.00,120.00,120.00
127.20,127.20,127.20,127.20
127.20,127.20,127.20,127.20
127.20,127.20,127.20,127.20
127.20,127.20,127.20,127.20
125.55,125.55,125.55,125.55
125.55,125.55,125.55,125.55
122.00,126.00,126.00,120.00
123.00,123.00,123.00,123.00
123.00,123.00,123.00,123.00
123.00,123.00,123.00,123.00
125.00,125.00,125.00,125.00
126.40,126.40,126.40,126.40
128.67,128.67,128.67,128.67
125.80,125.80,125.80,125.80
125.00,128.00,128.00,125.00
128.00,128.00,128.00,128.00
128.02,128.02,128.02,128.02
134.72,134.72,134.72,134.72
131.40,131.40,131.40,131.40
132.10,130.10,132.10,130.10
130.43,130.43,130.43,130.43
130.43,130.43,130.43,130.43
126.40,126.40,126.40,126.40
126.40,126.40,126.40,126.40
132.00,132.00,132.00,132.00
128.00,125.08,128.00,125.08
130.00,130.00,130.00,130.00
128.00,132.00,132.00,128.00
128.10,128.10,128.10,128.10
130.00,130.00,130.00,130.00
131.00,131.00,131.00,131.00
128.93,128.93,128.93,128.93
128.93,128.93,128.93,128.93
129.36,129.36,129.36,129.36
133.00,123.55,133.00,123.55
123.00,123.00,123.00,123.00
123.00,123.00,123.00,123.00
120.00,120.21,120.21,120.00
119.10,119.10,119.10,119.10
119.10,119.10,119.10,119.10
119.10,119.10,119.10,119.10
117.55,118.00,118.00,117.55
118.00,118.00,118.00,118.00
117.10,117.10,117.10,117.10
117.10,117.10,117.10,117.10
119.79,119.79,119.79,119.79
119.73,119.73,119.73,119.73
121.73,123.00,123.00,121.61
130.00,130.00,130.00,130.00
125.73,125.73,125.73,125.73
128.00,129.65,129.65,128.00
123.62,123.62,123.62,123.62
123.62,123.62,123.62,123.62
125.00,125.00,125.00,125.00
122.46,122.46,122.46,122.46
122.46,122.46,122.46,122.46
118.28,118.00,118.28,118.00
125.00,121.10,125.00,121.10
121.10,121.10,121.10,121.10
121.10,121.10,121.10,121.10
124.99,124.99,124.99,124.99
124.99,124.99,124.99,124.99
122.84,122.84,122.84,122.84
117.66,117.18,117.66,117.18
124.20,122.00,124.20,122.00
122.00,122.00,122.00,122.00
118.01,118.01,118.01,118.01
118.52,119.83,119.83,118.52
121.39,121.39,121.39,121.39
118.28,124.96,124.96,118.28
126.00,129.98,129.98,126.00
128.50,131.00,131.00,128.50
131.00,131.00,131.00,131.00
131.00,131.00,131.00,131.00
139.10,139.94,139.94,138.55
133.90,133.90,133.90,133.90
139.40,138.02,139.40,138.02
141.00,141.00,141.00,141.00
141.00,140.00,142.90,140.00
140.00,140.00,140.00,140.00
140.28,140.28,140.28,140.28
140.28,140.28,140.28,140.28
141.00,141.00,141.00,141.00
142.50,142.50,142.50,142.50
142.50,144.80,144.80,142.50
144.80,144.80,144.80,144.80
142.00,142.00,142.00,142.00
141.50,141.50,141.50,141.50
141.01,141.00,141.01,141.00
141.00,141.00,141.00,141.00
141.00,141.00,141.00,141.00
140.00,140.00,140.00,140.00
140.00,140.00,140.00,140.00
140.00,140.00,140.00,139.87
140.00,140.00,140.00,140.00
140.00,140.00,140.00,140.00
140.00,140.00,140.00,140.00
136.43,139.41,139.41,136.43
137.11,137.11,137.11,137.11
133.24,140.00,143.00,133.24
140.00,140.00,140.00,140.00
137.11,137.11,137.11,137.11
137.11,137.11,137.11,137.11
137.11,137.11,137.11,137.11
138.00,138.00,138.00,138.00
138.00,138.00,138.00,138.00
138.00,138.00,138.00,138.00
141.00,141.00,141.00,141.00
138.85,138.85,138.85,138.85
138.79,138.79,138.79,138.79
138.00,138.00,138.00,138.00
138.00,138.00,138.00,138.00
136.99,132.30,136.99,132.30
129.90,128.55,130.50,128.55
125.52,119.00,125.52,119.00
125.00,125.89,125.89,125.00
125.00,133.00,133.00,125.00
124.63,124.63,124.63,124.63
125.51,132.25,132.25,125.51
126.95,131.00,131.00,126.95
131.00,131.00,131.00,131.00
127.67,127.67,127.67,127.67
127.67,127.67,127.67,127.67
123.00,123.00,123.00,123.00
125.71,122.86,125.71,122.86
123.00,118.14,123.00,118.14
118.14,118.14,118.14,118.14
118.14,118.14,118.14,118.14
118.25,118.25,118.25,118.25
119.63,118.70,119.63,117.64
118.90,122.95,122.95,117.00
123.12,126.69,133.15,123.00
125.07,101.58,125.07,99.55
109.70,115.25,116.17,109.70
112.50,109.48,112.50,109.12
110.20,107.00,111.48,107.00
107.00,102.72,108.01,100.99
104.99,103.05,112.01,103.00
105.99,96.92,107.05,96.92
98.54,97.60,101.47,97.60
99.56,99.34,99.56,99.31
97.73,99.90,99.90,97.12
98.25,94.40,98.25,93.40
92.50,95.63,95.63,92.50
97.00,100.00,100.00,96.18
100.96,97.30,100.99,97.30
100.55,101.80,101.80,100.55
101.80,101.80,101.80,101.80
102.00,103.87,103.87,102.00
101.00,88.02,101.00,86.35
90.00,89.51,90.00,89.00
91.00,87.25,91.00,84.52
86.99,85.40,87.80,85.40
85.50,85.73,85.73,85.50
85.84,86.42,86.42,85.84
86.99,89.62,89.62,86.99
88.57,88.45,88.57,88.45
92.49,90.00,92.49,90.00
90.00,90.00,90.00,90.00
87.80,89.32,91.88,87.38
90.00,89.88,90.00,89.01
89.88,89.88,89.88,89.88
92.03,95.00,95.00,92.03
100.00,98.32,100.00,95.04
108.96,108.96,108.96,108.96
101.80,101.80,101.80,101.80
101.80,101.80,101.80,101.80
95.00,98.00,98.35,95.00
97.35,95.56,97.39,95.56
94.85,99.36,101.80,94.85
99.36,99.36,99.36,99.36
91.23,91.23,91.23,91.23
88.33,90.07,93.47,88.33
94.00,94.00,94.00,94.00
94.03,99.29,99.29,94.03
99.06,98.49,99.06,98.49
98.49,98.49,98.49,98.49
98.90,96.45,98.99,96.42
96.45,96.45,96.45,96.45
92.55,92.98,92.98,92.55
92.98,92.98,92.98,92.98
92.98,92.98,92.98,92.98
92.00,92.00,92.00,92.00
94.90,101.78,101.79,94.90
101.80,101.80,101.80,101.80
106.85,98.60,106.85,98.60
97.04,97.04,97.04,97.04
95.31,94.52,95.31,94.50
94.52,94.52,94.52,94.52
95.51,95.51,95.51,95.51
90.98,92.31,97.18,90.82
90.75,91.23,93.00,88.53
92.14,96.38,104.25,92.14
91.86,91.80,91.86,91.80
88.71,97.79,97.79,88.71
97.79,97.79,97.79,97.79
92.00,94.06,104.46,92.00
94.09,91.62,94.09,88.14
102.20,88.20,102.20,88.08
97.18,88.37,97.18,88.37
96.90,97.11,97.11,92.80
88.34,88.34,88.34,88.34
93.31,93.31,93.31,93.31
93.31,89.40,93.31,89.34
90.25,89.31,90.25,89.03
89.05,86.11,89.05,86.11
86.11,86.11,86.11,86.11
86.00,87.01,87.01,86.00
86.05,81.89,86.05,81.89
81.80,81.75,85.28,81.75
81.83,77.17,81.83,77.17
76.83,75.93,76.83,75.93
78.39,78.39,78.39,78.39
76.03,76.03,76.03,76.03
78.00,72.43,78.00,72.43
78.79,75.62,78.79,75.62
75.00,74.10,75.00,74.10
73.07,82.52,84.96,73.07
82.52,79.80,82.52,73.11
76.12,76.12,76.12,76.12
76.12,76.12,76.12,76.12
76.52,76.52,76.52,76.52
76.52,76.52,76.52,76.52
82.50,79.25,82.50,79.00
82.97,84.00,84.80,80.42
81.00,81.00,81.00,81.00
83.88,82.00,83.88,78.27
82.00,82.00,82.00,82.00
82.12,76.20,84.31,76.20
76.00,76.00,76.00,76.00
74.00,74.00,74.00,74.00
79.14,79.14,79.14,79.14
71.10,78.70,81.12,71.10
76.75,76.75,76.75,76.75
70.50,79.72,80.43,70.50
80.89,84.00,84.00,80.05
88.90,87.13,89.00,86.03
88.11,88.11,88.11,88.11
88.11,88.11,88.11,88.11
82.35,82.35,82.35,82.35
82.39,82.08,82.57,82.08
82.08,82.08,82.08,82.08
77.77,81.22,82.20,77.77
81.50,81.50,81.50,81.50
84.82,80.86,84.82,79.50
80.00,82.00,82.00,80.00
80.16,77.00,80.16,77.00
77.50,77.50,77.50,77.50
77.50,77.50,77.50,77.50
80.00,80.00,80.00,80.00
76.00,77.17,80.45,76.00
78.00,78.00,78.00,78.00
79.86,80.30,80.30,79.86
80.76,78.00,80.76,78.00
78.00,78.00,78.00,78.00
78.00,78.00,78.00,78.00
81.00,81.00,81.00,81.00
81.21,79.32,81.21,79.32
81.99,81.99,81.99,81.99
83.75,83.75,83.75,83.75
78.72,78.72,78.72,78.72
77.05,77.05,77.05,77.05
77.05,77.05,77.05,77.05
78.00,80.13,80.13,77.02
80.00,86.28,86.28,80.00
82.20,81.70,82.20,81.70
80.72,80.72,80.72,80.72
79.74,79.74,79.74,79.74
77.02,82.96,84.14,77.02
82.90,82.90,82.90,82.90
78.91,78.91,78.91,78.91
80.39,80.39,80.39,80.39
82.00,83.00,83.00,82.00
85.00,85.00,85.00,85.00
87.01,90.69,90.69,87.01
88.32,88.32,88.32,88.32
93.40,93.40,93.40,93.40
95.70,95.70,95.70,95.70
96.00,96.00,96.00,96.00
96.00,96.00,96.00,96.00
96.00,96.00,96.00,96.00
96.00,96.00,96.00,96.00
91.40,91.40,91.40,91.40
94.83,94.83,94.83,94.83
94.83,94.83,94.83,94.83
88.33,88.33,88.33,88.33
88.33,88.33,88.33,88.33
93.80,93.80,93.80,93.80
93.80,93.80,93.80,93.80
99.13,99.13,99.13,99.13
99.13,99.13,99.13,99.13
99.93,99.93,99.93,99.93
99.93,99.93,99.93,99.93
91.33,91.33,91.33,91.33
85.41,85.41,85.41,85.41
94.00,94.00,94.00,94.00
98.00,96.50,98.00,95.84
97.00,97.00,97.00,97.00
96.50,95.00,97.60,95.00
97.91,97.91,97.91,97.91
97.91,97.91,97.91,97.91
97.91,97.91,97.91,97.91
97.91,97.91,97.91,97.91
96.70,96.70,96.70,96.70
96.70,96.70,96.70,96.70
96.70,96.70,96.70,96.70
96.70,96.70,96.70,96.70
96.70,96.70,96.70,96.70
93.39,95.00,95.00,93.39
95.00,95.00,95.00,95.00
95.00,95.00,95.00,95.00
90.40,91.36,91.36,85.00
94.00,96.88,96.88,94.00
94.07,94.07,94.07,94.07
93.00,93.00,93.00,93.00
91.63,91.63,91.63,91.63
88.41,88.41,88.41,88.41
85.43,85.43,85.43,85.43
81.22,81.15,81.22,81.15
81.15,81.15,81.15,81.15
84.00,79.00,84.00,72.97
77.40,77.00,77.40,76.01
77.00,77.00,77.00,77.00
76.99,79.00,81.00,76.99
79.20,80.00,80.58,78.50
76.22,83.71,83.93,76.22
77.90,75.70,79.10,74.84
78.99,77.35,79.00,77.04
77.00,80.30,80.30,77.00
81.00,82.25,82.60,81.00
80.10,81.20,81.27,80.10
82.00,78.03,82.01,78.03
78.03,78.03,78.03,78.03
78.00,78.00,78.00,78.00
78.56,78.56,78.56,78.56
79.14,79.14,79.14,79.14
80.59,80.88,82.40,80.53
80.42,80.00,81.20,79.09
80.43,80.70,82.00,80.43
81.70,81.70,81.70,81.70
81.70,81.70,81.70,81.70
82.08,82.08,82.08,82.08
82.08,82.08,82.08,82.08
82.08,82.08,82.08,82.08
84.50,85.00,85.00,84.50
83.00,83.00,83.00,83.00
80.79,80.79,80.79,80.79
78.51,80.60,80.60,78.31
80.60,80.60,80.60,80.60
79.10,79.10,79.10,79.10
80.00,78.00,80.00,78.00
78.50,78.50,78.50,78.50
80.50,82.00,82.00,80.50
82.00,80.70,82.00,78.12
84.00,81.10,84.00,80.00
80.64,80.90,81.09,79.80
80.90,80.90,80.90,80.90
80.90,80.90,80.90,80.90
81.10,79.80,81.10,79.50
80.30,79.20,80.30,79.00
80.19,79.80,80.19,79.80
78.17,78.17,78.17,78.17
78.17,78.17,78.17,78.17
78.30,78.30,78.30,78.30
79.88,78.23,79.88,78.23
80.27,80.00,80.27,78.73
82.00,82.00,82.00,82.00
84.89,79.15,84.89,79.15
79.15,79.15,79.15,79.15
78.65,78.65,78.65,78.65
78.59,80.87,80.87,78.59
80.87,80.87,80.87,80.87
78.40,78.40,78.40,78.40
80.70,80.70,80.70,80.70
80.70,80.70,80.70,80.70
80.34,80.38,80.42,80.34
85.00,85.00,85.00,85.00
79.72,80.40,80.87,79.24
84.30,79.20,84.30,79.20
81.89,81.89,81.89,81.89
81.10,81.00,81.10,80.00
82.44,82.44,82.44,82.44
81.60,82.00,82.00,81.60
82.21,79.52,82.21,79.52
79.80,79.85,79.85,79.80
79.85,79.85,79.85,79.85
80.10,80.10,80.40,80.10
83.88,82.76,83.88,82.76
80.26,83.48,84.30,80.26
83.21,83.10,83.21,83.10
82.45,82.41,82.53,82.41
83.00,83.20,84.30,83.00
82.50,82.50,82.50,82.50
83.40,83.40,83.40,83.40
82.90,82.90,82.90,82.90
87.22,87.00,87.22,87.00
88.50,88.50,88.50,88.50
90.04,92.00,93.15,90.00
95.12,94.20,97.80,93.41
98.00,98.00,98.00,98.00
98.00,98.21,98.21,97.61
98.21,98.21,98.21,98.21
98.21,97.05,98.21,94.40
97.05,97.05,97.05,97.05
95.00,95.00,95.00,95.00
98.85,98.85,98.85,98.85
98.85,98.85,98.85,98.85
98.85,98.85,98.85,98.85
94.50,94.35,94.50,93.70
94.35,94.35,94.35,94.35
94.35,94.35,94.35,94.35
92.50,93.35,95.00,92.50
93.35,93.35,93.35,93.35
93.35,93.35,93.35,93.35
96.00,96.00,96.00,96.00
96.00,96.00,96.00,96.00
93.05,93.05,93.05,93.05
93.05,93.05,93.05,93.05
92.60,92.60,92.60,92.60
98.50,98.50,98.50,98.50
93.64,93.64,93.64,93.64
93.65,96.60,96.60,93.65
96.60,99.20,99.20,96.60
98.95,110.55,110.60,98.95
110.00,112.90,113.00,106.00
113.00,109.00,113.00,102.88
109.50,108.95,110.75,103.38
106.00,108.50,109.00,106.00
106.95,107.75,109.95,106.95
110.50,113.50,114.00,110.50
114.10,115.00,116.00,114.10
116.00,116.00,116.00,116.00
115.90,115.90,115.90,115.90
111.85,111.85,111.85,111.85
115.80,115.80,115.80,115.80
116.40,117.75,118.00,116.25
116.05,115.05,116.51,115.05
116.85,116.85,116.85,116.85
117.95,121.00,121.85,117.95
121.90,124.00,124.00,121.90
