BLV,Vanguard Long-Term Bond ETF,NASDAQ
83.04,83.05,83.50,82.75
83.79,84.03,84.34,83.45
84.44,84.95,84.95,84.29
84.63,85.16,85.17,84.31
84.85,85.46,85.49,84.60
85.33,85.58,85.71,85.32
85.52,85.44,85.62,85.23
83.36,83.25,83.94,82.97
83.25,83.80,83.97,83.25
83.95,83.87,84.12,83.63
83.75,83.47,83.94,83.30
84.02,84.28,84.40,83.67
84.51,84.30,84.64,83.97
84.29,84.48,84.73,84.29
84.72,84.86,84.95,84.61
85.21,85.00,85.36,84.76
85.10,84.50,85.10,84.48
84.72,85.21,85.28,84.72
85.44,85.55,85.71,85.29
85.06,85.26,85.35,85.06
84.61,84.56,84.79,84.00
84.06,84.35,84.41,83.99
84.35,84.68,84.73,84.22
84.38,84.21,84.63,84.03
84.48,84.17,84.56,84.10
83.36,84.31,84.54,83.32
83.53,83.00,84.01,82.88
83.56,83.48,83.90,83.43
83.52,83.05,83.52,83.00
83.12,83.12,83.24,82.86
83.42,83.59,83.82,83.25
83.85,83.72,84.08,83.65
83.65,83.77,83.87,83.45
83.97,83.53,84.02,83.53
82.89,82.66,82.89,82.40
82.58,82.65,82.77,82.36
81.93,81.70,82.15,81.67
81.66,81.10,81.76,80.88
80.87,80.55,81.03,80.44
80.81,81.08,81.30,80.79
80.73,80.49,81.11,80.49
80.44,80.88,80.97,80.36
80.86,81.90,81.98,80.86
81.99,82.07,82.15,81.80
82.43,82.80,82.80,82.05
82.58,82.38,82.58,82.18
82.26,82.62,82.85,82.04
82.86,82.85,83.13,82.63
82.11,81.65,82.11,81.26
81.68,81.35,81.86,81.35
81.19,80.36,81.19,80.36
80.83,80.74,81.07,80.59
81.24,80.91,81.25,80.82
80.77,80.52,80.99,80.40
80.69,80.99,80.99,80.42
81.33,80.86,81.55,80.83
81.16,81.23,81.23,80.80
81.81,80.84,81.82,80.80
81.07,81.36,81.38,80.95
81.44,82.40,82.59,81.00
82.54,82.11,82.56,82.05
82.39,82.37,82.52,82.16
82.37,82.70,82.78,82.37
83.00,83.36,83.39,82.90
83.31,83.48,83.56,83.17
83.32,83.20,83.35,83.07
83.00,83.17,83.28,83.00
83.18,83.02,83.28,82.81
82.53,82.52,82.60,82.42
82.64,82.81,82.91,82.64
82.74,82.77,83.04,82.72
82.78,82.77,82.78,82.50
83.00,82.89,83.05,82.80
82.81,82.95,83.10,82.77
82.80,82.70,82.87,82.64
82.30,82.70,82.76,82.16
83.11,82.77,83.18,82.77
82.64,82.27,82.96,82.09
82.53,82.32,82.75,82.32
82.33,83.15,83.18,82.31
83.66,84.00,84.13,83.53
84.20,84.16,84.35,84.09
83.94,83.87,84.09,83.79
84.53,84.67,84.69,84.43
84.78,84.89,85.13,84.78
84.98,84.67,85.04,84.67
84.80,84.91,84.93,84.73
84.81,84.86,85.00,84.73
84.60,84.68,84.80,84.55
84.71,84.57,84.97,84.33
84.91,84.62,84.91,84.40
84.10,83.54,84.10,83.50
83.71,83.45,83.78,83.40
83.21,82.80,83.21,82.75
82.87,82.80,82.90,82.68
82.94,83.25,83.28,82.81
82.08,81.83,82.14,81.79
81.69,81.64,81.85,81.50
81.46,81.79,81.83,81.45
82.03,82.07,82.14,82.00
82.50,82.66,82.88,82.28
82.78,82.78,82.82,82.50
82.91,83.27,83.30,82.77
83.25,82.86,83.29,82.82
82.64,81.78,82.94,81.66
81.79,81.90,81.98,81.51
82.34,82.48,82.67,82.31
82.52,82.82,82.82,82.50
82.81,82.98,83.11,82.81
82.70,82.69,82.91,82.50
82.74,82.81,82.86,82.56
82.50,82.04,82.50,81.91
82.25,82.19,82.41,82.14
81.83,81.62,81.88,81.45
81.58,81.44,81.72,81.39
81.60,81.80,81.86,81.53
81.79,81.99,82.02,81.79
82.41,82.62,82.65,82.31
82.44,82.29,82.48,82.19
82.24,82.14,82.28,82.06
82.40,82.41,82.58,82.23
82.53,82.24,82.65,82.14
82.47,82.51,82.57,82.15
82.29,82.36,82.85,82.15
82.27,82.26,82.38,82.16
82.77,83.19,83.19,82.41
83.06,82.86,83.27,82.86
82.25,82.24,82.50,82.23
82.12,81.89,82.13,81.83
81.77,81.60,81.86,81.58
81.97,82.04,82.10,81.83
82.05,81.65,82.13,81.36
81.65,81.93,82.14,81.65
81.92,82.08,82.33,81.82
82.20,82.28,82.55,82.17
82.64,82.55,82.64,82.46
82.25,82.18,82.28,81.88
82.41,82.56,82.59,82.21
83.12,83.46,83.49,83.10
83.38,83.66,83.79,83.38
83.55,83.47,83.63,83.45
83.23,83.44,83.48,83.15
83.79,83.85,83.89,83.72
83.75,83.96,83.99,83.70
83.99,84.18,84.27,83.92
84.06,83.85,84.24,83.80
84.13,84.43,84.64,84.06
84.68,84.85,84.85,84.47
84.81,84.58,84.95,84.53
84.79,84.87,84.87,84.50
85.11,85.32,85.49,84.82
85.13,85.29,85.32,84.95
85.56,85.70,85.76,85.35
85.55,86.21,86.26,85.25
85.78,85.74,85.87,85.52
85.43,85.09,85.60,85.05
85.12,84.99,85.28,84.84
84.91,84.94,85.10,84.81
84.52,85.22,85.23,84.52
84.91,84.92,85.07,84.74
84.75,84.56,84.75,84.43
84.81,84.83,84.90,84.69
84.93,84.95,85.00,84.80
85.09,85.13,85.39,84.81
85.38,84.85,85.38,84.70
84.80,84.72,84.92,84.51
84.69,85.11,85.13,84.69
85.20,85.05,85.22,84.90
85.28,85.50,85.55,85.27
85.62,85.91,85.96,85.57
86.25,86.35,86.39,86.15
86.30,86.24,86.37,86.03
86.12,86.21,86.24,85.92
85.94,85.58,86.17,85.45
85.40,85.48,85.58,85.28
85.06,84.94,85.15,84.94
84.31,84.42,84.58,84.22
84.39,84.45,84.52,84.37
84.43,84.61,84.67,84.40
84.99,85.05,85.10,84.81
84.87,85.78,85.96,84.87
86.05,85.75,86.12,85.69
85.67,85.57,85.78,85.50
85.62,85.81,86.04,85.52
85.88,85.29,85.89,85.17
85.21,85.24,85.48,85.17
85.41,85.83,85.85,85.41
85.85,86.37,86.42,85.80
86.05,86.22,86.33,85.94
86.29,86.80,86.80,86.20
86.86,87.17,87.35,86.70
87.04,86.90,87.06,86.58
86.46,86.73,86.75,86.15
86.02,86.05,86.19,85.95
85.80,85.64,85.85,85.59
85.76,85.88,85.90,85.65
85.95,86.23,86.48,85.95
86.45,86.73,86.77,86.34
86.77,86.98,87.01,86.46
86.65,86.80,87.01,86.60
86.85,87.16,87.38,86.73
87.63,87.70,87.72,87.25
87.65,87.74,87.77,87.60
87.65,88.06,88.20,87.65
87.66,88.20,88.22,87.61
88.25,87.60,88.29,87.31
87.68,87.59,87.87,87.50
87.37,87.75,87.76,87.25
87.85,88.08,88.15,87.80
87.84,88.26,88.29,87.84
88.32,88.38,88.60,88.32
88.26,88.04,88.29,87.92
87.72,88.04,88.05,87.65
88.04,88.48,88.49,87.90
88.12,88.68,88.74,88.02
88.57,89.25,89.44,88.41
89.29,88.83,89.36,88.77
88.84,89.15,89.21,88.84
89.21,89.00,89.21,88.91
89.10,88.82,89.36,88.52
88.70,88.50,88.79,88.41
88.40,88.12,88.40,88.02
88.49,88.54,88.62,88.49
89.15,89.53,89.64,89.12
89.85,89.84,90.25,89.64
89.73,89.68,89.90,89.58
89.92,89.27,89.92,89.22
89.13,89.28,89.50,89.13
88.89,88.93,88.99,88.75
88.92,88.79,88.97,88.59
88.98,89.14,89.22,88.98
89.23,89.54,89.56,88.99
89.97,90.33,90.44,89.97
90.46,90.14,90.69,90.10
90.05,90.00,90.20,90.00
89.22,89.15,89.54,89.00
88.85,88.45,88.88,88.45
88.50,88.32,88.50,88.10
88.00,88.41,88.68,88.00
88.81,88.61,88.93,88.49
88.43,88.50,88.54,88.27
88.21,88.36,88.42,88.10
88.41,88.36,88.55,88.17
88.43,88.92,89.01,88.24
88.59,88.97,89.18,88.52
88.94,89.08,89.21,88.93
88.78,88.57,88.78,88.50
88.55,89.06,89.06,88.55
89.20,88.53,89.20,88.35
88.39,88.65,88.65,88.20
88.79,88.51,88.96,88.51
88.97,89.19,89.19,88.77
89.63,89.39,89.66,89.35
89.61,89.77,89.98,89.61
89.86,89.73,89.98,89.65
89.79,89.89,90.00,89.68
89.19,89.23,89.37,89.10
88.84,88.39,88.84,88.38
87.91,88.11,88.18,87.79
88.28,88.58,88.71,88.28
89.08,89.18,89.30,89.05
89.18,89.23,89.55,89.06
89.65,89.28,89.65,89.20
89.57,89.75,89.76,89.57
89.60,89.42,89.62,89.36
89.20,89.35,89.61,89.11
89.38,89.63,89.70,89.34
89.89,90.32,90.36,89.85
90.44,90.35,90.44,90.02
90.47,90.54,90.71,90.46
90.56,90.71,90.79,90.35
90.79,90.73,90.91,90.69
90.34,90.19,90.39,90.11
90.74,90.80,90.80,90.55
90.80,90.77,90.99,90.65
91.08,90.97,91.10,90.79
90.62,89.95,90.64,89.87
89.44,89.57,89.98,89.36
89.27,89.59,89.75,88.87
89.82,89.77,89.94,89.65
89.54,89.88,89.96,89.37
90.20,90.04,90.29,89.93
90.12,90.61,90.61,90.01
90.69,90.62,91.00,90.51
90.47,90.63,90.75,90.46
90.32,90.11,90.54,90.10
90.18,90.46,90.48,90.10
90.82,91.03,91.05,90.51
91.26,91.72,92.10,91.26
91.53,91.06,91.54,91.05
91.33,91.01,91.51,90.90
90.95,90.70,90.97,90.50
90.85,91.11,91.19,90.82
91.30,91.60,91.68,91.01
91.69,91.97,91.97,91.69
92.00,91.86,92.21,91.77
91.94,92.15,92.18,91.74
92.55,92.63,92.80,92.46
92.63,92.82,93.00,92.63
91.67,91.39,91.79,91.31
91.35,91.62,91.68,91.14
91.36,90.82,91.46,90.82
91.20,90.69,91.21,90.55
91.24,90.63,91.24,90.52
90.45,90.38,90.60,90.31
90.04,89.99,90.05,89.86
90.14,89.75,90.26,89.71
89.19,88.78,89.19,88.71
89.10,88.92,89.24,88.90
89.07,88.78,89.18,88.74
88.98,88.53,89.23,88.51
88.78,88.69,88.91,88.58
89.02,89.56,89.60,88.83
89.68,89.75,89.85,89.59
89.92,89.95,90.02,89.70
89.99,89.54,90.00,89.49
89.84,90.27,90.29,89.84
90.05,90.17,90.25,89.73
90.55,90.28,90.61,90.28
90.39,90.23,90.56,90.15
90.48,90.92,90.92,90.48
90.91,90.51,91.05,90.50
90.62,90.90,90.96,90.37
91.01,91.06,91.27,90.84
91.39,92.02,92.10,91.39
92.21,92.24,92.26,91.55
92.22,91.93,92.35,91.86
92.15,92.30,92.30,91.93
92.40,92.73,92.88,92.21
92.99,93.19,93.29,92.60
94.69,93.64,96.37,93.17
94.28,93.01,94.28,92.84
93.01,93.07,93.24,92.59
93.16,93.00,93.25,92.77
92.79,92.66,92.98,92.60
92.46,92.51,92.72,92.21
92.40,92.03,92.47,91.68
92.09,92.02,92.40,91.77
92.01,92.04,92.19,91.95
91.88,91.77,92.03,91.70
91.68,91.73,91.96,91.32
92.10,91.68,92.25,91.68
91.65,91.67,91.93,91.38
91.40,91.10,91.40,90.82
91.51,91.18,91.65,91.14
91.15,91.36,91.41,91.11
91.12,91.01,91.25,90.86
91.06,91.60,91.60,91.00
91.44,90.96,91.69,90.91
90.94,91.18,91.21,90.75
91.36,90.99,91.52,90.83
90.99,91.07,91.16,90.85
91.02,91.26,91.27,90.82
91.33,90.95,91.33,90.83
91.05,91.16,91.23,91.00
90.78,90.72,91.14,90.67
91.29,90.99,91.32,90.86
91.17,91.48,91.63,91.17
91.39,91.68,91.71,91.25
91.74,92.21,92.36,91.74
92.53,92.54,92.80,92.43
92.81,92.92,93.00,92.77
92.89,92.16,92.89,92.10
91.92,91.50,91.95,91.48
91.60,91.64,91.80,91.46
91.76,92.22,92.23,91.73
92.09,91.72,92.14,91.40
91.99,92.34,92.48,91.89
93.05,93.01,93.32,92.79
92.93,93.22,93.37,92.79
92.97,93.00,93.08,92.73
93.63,93.94,93.95,93.22
93.59,93.70,93.95,93.41
93.95,94.33,94.34,93.68
94.27,94.34,94.83,93.55
93.72,93.49,94.22,93.45
93.43,94.08,94.08,93.40
93.78,94.30,94.38,93.60
93.68,92.68,93.97,92.66
92.67,93.43,93.43,92.28
93.40,93.50,93.57,93.06
93.69,93.86,94.10,93.55
94.41,94.22,94.52,94.06
94.18,94.27,94.43,94.07
94.40,94.97,95.17,94.31
95.30,95.64,95.97,95.18
96.48,96.78,97.30,96.08
96.53,96.92,97.20,96.18
96.47,96.01,96.47,95.92
95.85,96.54,96.54,95.50
96.67,96.84,97.03,96.45
96.71,96.74,97.13,96.55
97.79,97.06,97.88,97.05
97.27,98.29,98.38,97.14
98.07,97.41,98.29,97.21
97.94,98.38,98.40,97.94
98.52,97.95,98.78,97.50
98.07,97.49,98.12,97.27
98.15,98.61,98.70,98.05
98.74,98.46,98.84,98.13
99.10,98.25,99.30,98.15
98.48,99.58,99.80,98.20
99.29,99.22,99.70,98.95
100.08,100.45,100.49,99.88
99.56,100.02,100.18,99.35
99.03,98.75,99.23,98.53
98.15,98.62,98.87,97.83
98.36,98.08,98.50,97.91
97.54,96.80,97.74,96.76
97.14,96.60,97.34,96.59
96.37,96.06,96.50,95.90
96.05,96.03,96.15,95.50
96.10,95.90,96.50,95.88
95.94,95.24,96.07,95.13
95.14,93.90,95.15,93.80
94.33,94.50,94.92,94.16
94.50,94.08,94.78,94.05
94.66,94.35,95.03,94.02
94.91,95.21,95.31,94.80
95.21,96.22,96.27,94.51
96.22,96.57,96.64,95.99
96.48,95.70,96.63,95.69
96.04,95.97,96.24,95.50
95.88,94.70,95.88,94.53
94.73,94.33,95.02,94.32
94.69,94.45,94.69,94.21
94.48,94.18,94.69,94.10
93.85,92.66,93.85,92.39
93.40,93.30,93.65,92.92
93.90,94.08,94.11,93.78
94.06,94.75,94.85,94.06
95.15,94.63,95.16,94.59
94.32,94.25,94.71,94.06
94.90,94.77,94.94,94.37
95.03,95.11,95.20,94.72
95.74,96.90,96.94,95.36
96.90,96.73,97.00,96.29
96.84,96.84,96.97,96.66
96.94,96.76,96.94,96.57
96.99,97.36,97.51,96.80
97.61,96.86,97.70,96.84
96.59,95.66,96.59,95.55
96.03,96.44,96.59,95.92
96.39,96.20,96.70,96.01
96.23,96.32,96.50,95.97
96.62,97.09,97.16,96.61
96.91,96.58,97.25,96.30
96.80,96.10,96.86,95.95
96.25,96.78,96.79,95.99
96.74,96.79,96.95,96.17
96.65,95.84,96.66,95.62
96.25,95.94,96.35,95.90
95.88,95.98,96.06,95.51
96.70,96.52,97.06,96.36
96.72,96.48,96.84,96.33
96.62,96.26,96.62,95.90
96.08,96.90,96.99,96.08
96.71,96.48,96.74,96.26
96.52,96.20,96.60,96.11
96.02,95.11,96.13,95.11
95.34,95.40,95.68,95.14
95.63,95.90,96.01,95.50
95.94,95.72,95.99,95.41
95.20,94.71,95.48,94.70
93.84,93.50,94.06,93.21
93.19,93.55,93.69,92.83
92.58,92.13,92.83,91.92
92.13,91.56,92.28,91.52
91.69,91.57,91.78,91.08
91.28,90.83,91.43,90.73
90.98,91.48,91.70,90.91
92.10,92.06,92.37,91.82
91.17,89.92,91.35,89.91
89.45,89.85,90.32,89.08
90.35,89.41,90.57,89.30
89.56,89.77,90.04,89.52
90.38,91.02,91.22,90.38
90.41,90.04,90.73,89.99
89.23,89.31,90.07,89.20
89.42,89.31,89.67,89.20
89.77,90.19,90.30,89.65
90.35,90.35,90.42,89.93
90.48,91.19,91.29,90.38
91.18,91.41,91.49,90.92
91.23,91.03,91.42,90.96
91.37,91.03,91.59,90.98
90.70,90.22,90.79,89.82
89.57,89.28,89.63,89.10
88.92,88.27,88.92,88.10
88.63,88.93,89.17,88.51
88.31,88.22,88.69,88.10
88.27,88.06,88.50,88.04
87.85,87.34,87.99,87.27
87.05,86.79,87.15,86.71
87.45,88.19,88.19,87.25
88.03,88.20,88.84,87.99
88.72,88.13,88.82,87.90
88.41,88.52,88.69,88.07
88.46,88.26,88.60,87.83
87.92,88.01,88.13,87.53
88.50,88.84,88.87,88.50
88.17,87.62,88.27,87.55
86.93,87.08,87.61,86.93
87.40,87.51,87.68,87.21
87.30,87.16,87.58,87.07
86.86,86.56,86.95,86.41
87.42,87.83,88.10,87.15
87.61,87.61,88.31,87.59
86.71,86.70,87.07,86.57
87.13,86.99,87.40,86.93
87.80,87.89,88.25,87.46
88.76,88.64,89.23,88.40
88.98,89.10,89.13,88.66
88.47,87.94,88.58,87.85
86.81,86.88,87.25,86.68
86.46,86.58,87.05,86.38
86.82,86.74,86.84,86.50
86.86,87.28,87.60,86.74
87.26,87.95,87.95,87.20
88.00,88.10,88.22,87.85
87.85,87.82,88.03,87.58
87.64,88.08,88.08,87.50
88.27,88.37,88.59,88.24
88.51,89.11,89.15,88.28
89.31,89.14,89.37,89.08
89.50,89.28,89.59,89.03
88.96,89.12,89.30,88.83
89.03,88.98,89.22,88.55
89.16,89.30,89.49,89.13
89.76,89.99,90.00,89.69
89.55,90.18,90.22,89.55
89.95,89.60,90.00,89.40
89.17,88.98,89.24,88.80
89.10,89.40,89.50,89.10
89.77,90.22,90.27,89.69
89.68,89.35,89.79,89.20
89.94,90.26,90.45,89.91
90.41,90.01,90.73,89.86
89.78,89.77,90.13,89.58
89.89,90.02,90.23,89.36
90.25,90.07,90.54,90.07
89.82,89.54,90.12,89.52
89.40,90.06,90.26,89.32
90.41,90.72,90.77,90.32
90.79,90.60,90.89,90.43
91.51,90.15,91.83,89.94
89.56,89.49,89.84,89.03
88.87,88.77,89.22,88.51
88.67,88.55,89.24,88.44
89.41,89.07,89.70,88.83
89.66,88.68,89.79,88.58
88.62,88.84,89.01,88.49
88.73,88.50,89.25,88.38
89.00,89.01,89.07,88.50
89.47,89.60,89.75,89.11
89.05,88.78,89.25,88.68
88.15,88.91,89.13,88.00
88.73,88.31,88.75,88.29
88.92,88.91,89.18,88.71
89.17,88.97,89.32,88.86
88.63,87.60,88.72,87.58
87.55,87.50,87.74,87.36
87.56,88.19,88.19,87.16
88.56,88.91,89.24,88.54
88.66,88.22,88.66,88.03
88.76,88.94,89.27,88.44
88.82,88.91,89.05,88.55
89.56,89.05,89.67,89.01
88.66,88.52,88.66,88.33
88.83,89.27,89.43,88.58
89.28,89.37,89.61,89.03
89.16,89.34,89.48,89.02
89.41,89.30,89.55,89.15
90.18,89.72,90.54,89.53
89.54,89.02,89.62,88.95
89.04,89.54,89.75,88.92
89.44,89.65,89.80,89.25
89.66,88.92,89.77,88.79
88.97,89.33,89.36,88.93
89.50,89.71,89.80,89.50
89.75,89.57,89.81,89.41
89.88,90.27,90.50,89.65
90.30,90.18,90.30,90.00
90.23,90.20,90.48,90.08
90.20,90.01,90.28,89.62
89.52,89.46,89.61,89.39
89.93,90.11,90.28,89.79
90.26,90.40,90.62,89.86
89.86,89.93,90.13,89.79
90.20,90.32,90.42,90.17
90.66,90.53,90.85,90.41
90.49,90.24,90.50,89.99
89.79,89.17,89.79,89.05
89.35,89.66,89.73,89.20
88.83,89.01,89.19,88.83
88.86,88.59,88.88,88.40
88.79,88.73,88.83,88.46
88.69,88.35,88.69,88.15
87.68,87.41,87.71,87.23
86.97,87.03,87.32,86.83
87.13,87.29,87.54,87.10
87.21,87.07,87.31,87.00
87.17,87.43,87.63,87.10
87.59,87.78,87.85,87.51
87.77,87.70,87.90,87.21
87.33,87.85,87.99,87.18
87.71,87.93,88.05,87.57
88.38,88.29,88.59,88.17
88.43,88.13,88.47,88.00
88.17,88.28,88.40,87.98
88.33,88.35,88.49,88.20
88.54,88.47,88.60,88.38
88.50,88.49,88.64,88.34
88.33,88.59,88.71,88.33
88.46,89.26,89.29,88.45
89.26,89.29,89.34,88.85
88.53,87.35,88.53,87.12
87.35,87.87,88.12,87.30
88.00,88.40,88.80,87.89
88.49,88.25,88.63,88.00
88.11,88.24,88.51,87.60
88.27,88.26,88.44,88.07
88.75,88.83,88.85,88.40
88.44,87.66,88.44,87.33
87.32,87.72,87.77,87.29
87.50,87.60,88.17,87.07
87.87,88.13,88.29,87.81
88.34,88.34,88.55,88.09
88.46,88.04,88.52,88.01
88.00,87.90,88.02,87.70
86.97,87.05,87.25,86.84
87.21,87.44,87.52,87.21
87.44,87.55,87.87,87.35
87.42,86.53,87.42,86.49
86.55,86.45,86.75,86.30
86.79,86.81,87.00,86.62
87.53,87.08,87.70,86.91
87.01,87.06,87.26,86.81
87.61,87.76,87.85,87.46
87.86,87.91,87.96,87.42
87.88,88.18,88.23,87.72
87.56,87.52,87.97,87.44
87.53,88.12,88.50,87.50
88.20,88.69,89.00,88.15
88.39,88.14,88.71,87.87
88.60,88.68,88.79,88.29
88.68,88.44,88.81,88.42
88.91,88.35,89.00,88.29
88.75,88.54,88.99,88.20
88.37,88.45,88.55,88.08
88.50,88.34,88.79,88.30
88.33,88.49,88.66,88.20
88.28,88.21,88.63,88.06
88.15,88.57,88.58,88.15
89.00,88.84,89.28,88.70
88.70,88.39,88.70,88.03
89.14,89.32,89.39,88.78
89.13,89.01,89.74,88.86
88.95,89.35,89.36,88.65
88.95,89.30,89.34,88.70
89.50,90.16,90.20,89.33
90.44,90.07,90.44,89.78
90.17,90.46,90.57,89.96
91.14,90.86,91.49,90.38
90.50,90.18,90.50,89.59
89.85,89.51,89.85,89.21
89.62,89.35,89.62,88.80
89.49,90.06,90.19,89.48
89.99,89.85,90.25,89.70
89.96,90.03,90.05,89.74
89.68,90.27,90.48,89.40
90.57,90.33,91.10,90.11
90.41,90.62,90.92,90.41
90.02,90.21,90.40,89.94
90.21,90.41,90.59,90.15
90.41,89.37,90.41,89.22
89.35,89.54,89.69,89.15
89.74,90.07,90.35,89.68
89.82,90.08,90.17,89.51
89.90,90.21,90.23,89.67
91.00,90.71,91.25,90.54
90.38,90.60,90.77,90.30
90.98,90.71,91.19,90.28
90.70,90.58,90.93,90.25
90.83,90.88,91.10,90.65
91.29,91.14,91.38,90.92
90.99,91.19,91.30,90.70
91.51,91.66,91.88,91.46
91.98,91.93,92.25,91.69
91.58,91.86,91.93,91.40
92.19,91.66,92.25,91.51
91.82,92.38,92.48,91.66
92.60,92.47,92.89,92.00
92.31,92.21,92.85,92.20
92.80,93.05,93.06,92.50
92.78,92.65,92.87,92.30
92.80,93.04,93.14,92.60
93.01,93.09,93.13,92.52
93.18,93.09,93.28,92.94
93.71,93.74,93.86,93.48
93.58,93.49,93.60,93.15
93.99,94.25,94.38,93.92
93.99,93.92,94.26,93.67
93.63,93.67,93.96,93.52
93.39,93.08,93.50,92.97
93.08,93.37,93.50,92.93
93.23,93.30,93.48,93.07
93.61,93.84,94.04,93.60
93.71,94.01,94.13,93.56
93.95,94.16,94.23,93.62
94.17,93.59,94.49,93.54
93.27,93.23,93.46,93.06
93.41,93.53,93.69,93.19
93.23,92.74,93.41,92.66
92.88,92.49,92.94,92.18
92.83,93.41,93.48,92.69
93.34,93.67,93.88,93.05
93.42,93.78,93.95,93.32
93.31,93.02,93.53,93.00
93.74,93.64,93.91,93.51
93.66,93.87,93.87,93.34
93.97,94.60,94.63,93.75
94.28,94.23,94.44,94.03
94.04,94.18,94.30,93.86
93.99,93.99,94.35,93.94
94.30,94.61,94.79,94.10
94.17,94.40,94.47,94.16
94.32,94.82,94.86,94.32
94.56,94.29,94.62,94.20
94.29,94.33,94.66,94.20
93.98,93.04,93.98,92.93
93.13,93.08,93.47,92.98
93.14,93.37,93.59,93.00
93.58,93.46,93.72,93.26
93.42,93.21,93.42,93.02
93.29,92.98,93.29,92.80
93.06,93.49,93.70,93.06
93.74,93.49,93.78,93.38
93.04,93.55,93.70,93.00
93.73,93.42,93.95,93.27
93.31,94.00,94.18,93.31
94.79,95.00,95.00,94.26
94.99,94.69,95.05,94.60
94.99,95.00,95.18,94.92
95.28,95.45,95.50,95.03
95.90,95.75,95.97,95.49
95.97,95.91,96.29,95.66
96.12,96.18,96.40,96.00
96.55,96.06,96.66,96.00
96.22,96.50,96.80,96.00
96.98,96.83,97.25,96.53
96.58,96.15,96.73,95.95
95.76,95.60,95.93,95.50
95.73,95.33,96.00,95.33
95.50,95.56,95.84,95.35
95.24,95.06,95.47,95.01
96.61,96.27,96.75,96.01
97.52,97.78,98.05,97.14
98.07,98.51,98.55,97.92
98.50,97.87,98.66,97.74
98.13,98.05,98.49,97.75
99.16,99.10,99.24,98.17
100.06,100.18,100.38,99.67
100.60,100.52,100.77,100.00
100.31,100.39,100.48,100.01
100.73,101.24,101.24,100.55
101.14,100.86,101.24,100.55
99.73,99.21,99.99,99.01
99.99,100.15,100.21,99.75
99.38,99.34,99.67,99.24
99.17,98.74,99.17,98.50
99.09,98.60,99.27,98.40
99.01,99.12,99.22,98.73
98.81,98.82,98.96,98.50
98.18,98.81,98.94,97.96
98.60,99.12,99.27,98.38
99.17,98.88,99.27,98.76
99.34,98.97,99.34,98.71
99.31,99.81,100.00,99.16
99.56,99.75,99.95,99.35
99.80,100.44,100.46,99.68
99.38,99.15,100.08,99.06
98.23,98.21,98.86,98.03
98.44,98.13,98.50,97.66
98.88,98.94,99.14,98.70
98.80,98.22,98.83,98.13
98.13,98.39,98.62,97.89
98.72,99.14,99.22,98.59
99.42,99.66,99.74,99.14
99.71,98.96,99.71,98.71
99.84,99.71,100.00,99.47
99.57,99.12,99.60,99.10
99.29,98.91,99.34,98.75
99.07,99.27,99.45,98.99
99.50,99.62,99.75,99.22
99.14,99.20,99.27,98.84
99.71,99.66,99.99,99.40
100.15,99.94,100.23,99.76
100.04,99.79,100.17,99.70
99.60,99.49,99.96,99.40
99.85,99.10,100.25,98.92
99.76,100.05,100.14,99.60
100.20,99.80,100.20,99.78
99.74,99.79,100.05,99.54
98.93,99.49,99.64,98.85
99.22,99.07,99.28,98.69
99.00,99.53,99.79,98.93
100.17,99.58,100.17,99.50
99.27,98.49,99.40,98.26
97.69,97.05,97.83,96.88
96.92,97.05,97.25,96.71
97.15,96.33,97.25,95.83
96.30,96.39,96.77,96.13
96.05,96.10,96.40,95.83
96.57,96.41,96.86,96.20
96.59,96.55,96.80,96.44
97.00,96.89,97.29,96.80
96.88,97.76,97.78,96.73
98.26,98.42,98.60,98.15
98.47,98.22,98.52,98.20
98.33,98.52,98.67,98.28
99.01,98.97,99.15,98.72
99.06,98.82,99.28,98.78
98.56,99.10,99.19,98.50
98.97,98.60,99.09,98.19
98.39,98.03,98.52,97.99
97.94,97.28,98.15,97.21
97.28,96.99,97.28,96.63
96.73,96.65,96.98,96.55
96.85,96.74,96.93,96.26
96.45,96.61,96.63,96.02
96.46,96.20,96.52,96.03
96.16,96.18,96.35,95.96
96.77,96.67,96.98,96.50
96.17,95.67,96.52,95.67
96.11,96.29,96.35,95.82
96.04,96.59,96.64,96.04
96.40,96.64,96.85,96.33
97.16,96.79,97.16,96.74
96.91,96.95,97.19,96.71
97.00,96.56,97.00,96.23
96.26,96.55,96.93,96.26
96.16,96.08,96.35,95.94
95.55,95.11,95.55,94.81
94.83,94.81,95.04,94.76
95.19,95.30,95.33,94.95
94.70,94.63,95.04,94.18
95.00,95.04,95.34,94.75
94.67,94.56,94.91,94.46
94.95,95.19,95.28,94.83
94.84,94.84,95.00,94.70
95.01,94.65,95.16,94.26
93.07,91.66,93.23,91.39
91.19,90.49,91.58,90.43
90.55,90.01,90.68,89.86
90.20,89.31,90.20,89.00
89.99,90.05,90.39,89.84
90.11,90.49,90.60,90.11
89.92,89.48,90.17,89.45
89.51,88.99,89.80,88.81
89.18,89.23,89.50,89.07
89.53,89.27,89.63,89.15
88.47,88.95,89.10,88.25
89.48,89.18,89.49,89.01
89.31,89.67,89.71,89.31
89.63,89.97,90.16,89.51
88.96,89.02,89.42,88.62
87.83,87.90,87.99,87.22
88.10,88.51,88.77,88.10
88.11,88.59,89.08,88.00
88.75,88.62,88.99,88.51
88.94,89.31,89.44,88.87
88.59,88.45,88.75,88.32
