OPTT,Ocean Power Technologies,NASDAQ
1.65,1.62,1.67,1.60
1.64,1.57,1.66,1.55
1.80,1.73,1.88,1.62
1.68,1.60,1.85,1.55
1.69,1.64,1.70,1.60
1.60,1.61,1.68,1.60
1.66,1.62,1.68,1.61
1.67,1.62,1.67,1.61
1.62,1.59,1.65,1.59
1.63,1.61,1.66,1.58
1.69,1.64,1.69,1.62
1.67,1.64,1.67,1.62
1.65,1.59,1.65,1.58
1.60,1.66,1.67,1.60
1.55,1.64,1.66,1.50
1.64,1.59,1.65,1.56
1.57,1.56,1.59,1.55
1.56,1.58,1.60,1.56
1.57,1.58,1.64,1.57
1.56,1.57,1.63,1.56
1.54,1.56,1.60,1.54
1.54,1.56,1.59,1.54
1.54,1.56,1.60,1.54
1.55,1.54,1.58,1.51
1.55,1.53,1.56,1.53
1.56,1.56,1.56,1.52
1.56,1.60,1.60,1.52
1.57,1.57,1.58,1.52
1.55,1.60,1.63,1.55
1.58,1.68,1.69,1.55
1.75,1.86,1.89,1.67
1.89,1.82,1.90,1.80
1.82,1.89,1.94,1.80
1.91,1.90,1.94,1.88
1.93,1.88,1.93,1.82
1.88,1.80,1.88,1.80
1.79,1.76,1.82,1.75
1.71,1.65,1.71,1.64
1.67,1.69,1.71,1.64
1.64,1.65,1.70,1.64
1.68,1.68,1.70,1.66
1.73,1.65,1.73,1.65
1.65,1.62,1.65,1.60
1.63,1.61,1.64,1.60
1.61,1.60,1.64,1.60
1.60,1.63,1.65,1.60
1.64,1.63,1.64,1.62
1.61,1.61,1.64,1.57
1.60,1.63,1.63,1.57
1.62,1.61,1.64,1.58
1.58,1.59,1.64,1.56
1.64,1.79,1.80,1.60
1.80,1.77,1.80,1.75
1.77,1.74,1.77,1.74
1.76,1.76,1.76,1.74
1.78,1.75,1.78,1.74
1.75,1.74,1.76,1.74
1.79,1.75,1.79,1.74
1.80,1.71,1.80,1.70
1.69,1.71,1.74,1.69
1.75,1.75,1.75,1.71
1.75,1.74,1.75,1.71
1.70,1.74,1.74,1.70
1.76,1.73,1.76,1.70
1.73,1.70,1.74,1.70
1.70,1.75,1.75,1.70
1.72,1.75,1.75,1.72
1.73,1.72,1.75,1.71
1.71,1.70,1.72,1.70
1.69,1.66,1.70,1.63
1.65,1.69,1.70,1.63
1.71,1.70,1.74,1.66
1.72,1.71,1.73,1.71
1.70,1.72,1.75,1.70
1.73,1.75,1.77,1.70
1.75,1.72,1.75,1.72
1.70,1.70,1.75,1.68
1.66,1.70,1.75,1.65
1.66,1.70,1.75,1.66
1.66,1.73,1.77,1.66
1.75,1.72,1.75,1.67
1.72,1.74,1.74,1.66
1.69,1.72,1.75,1.69
1.72,1.69,1.75,1.66
1.66,1.75,1.75,1.66
1.73,1.66,1.75,1.66
1.66,1.65,1.77,1.64
1.69,3.38,3.82,1.66
3.20,2.75,3.37,2.58
2.65,2.49,2.69,2.36
2.67,2.49,2.78,2.35
2.51,2.26,2.55,2.20
2.65,2.35,3.10,2.35
2.49,2.42,2.50,2.24
2.48,2.36,2.51,2.20
2.31,2.22,2.35,2.21
2.24,2.09,2.30,2.03
2.06,2.06,2.15,2.03
2.09,2.06,2.09,2.05
2.04,2.09,2.14,2.01
2.04,2.15,2.26,2.04
2.08,2.12,2.17,2.05
2.15,2.12,2.17,2.07
2.14,1.96,2.16,1.94
2.04,1.95,2.08,1.95
2.00,1.85,2.00,1.85
1.86,1.81,1.90,1.78
1.85,1.87,1.96,1.80
1.87,1.82,1.90,1.82
1.80,1.78,1.83,1.75
1.81,2.03,2.15,1.76
2.02,1.95,2.03,1.89
1.94,1.90,1.95,1.90
1.94,1.83,1.94,1.82
1.81,1.98,2.05,1.81
1.94,1.95,2.02,1.89
1.99,2.06,2.14,1.99
2.09,2.07,2.24,2.03
2.05,1.94,2.15,1.89
1.98,1.88,1.99,1.85
1.92,1.86,1.92,1.82
1.88,1.86,1.90,1.80
1.91,1.85,1.97,1.81
1.93,1.83,1.93,1.83
1.85,1.81,1.92,1.81
1.80,1.85,1.88,1.80
1.82,1.80,1.85,1.78
1.83,1.80,1.84,1.80
1.80,1.83,1.91,1.80
1.86,1.85,1.90,1.85
1.91,2.07,2.10,1.85
2.07,1.95,2.07,1.90
1.99,1.92,1.99,1.86
1.91,1.92,1.95,1.88
1.93,2.06,2.14,1.91
2.14,2.03,2.15,2.03
2.04,2.26,2.32,2.04
2.30,2.22,2.30,2.16
2.20,2.19,2.24,2.17
2.22,2.11,2.24,2.07
2.11,2.14,2.15,2.02
2.18,2.21,2.39,2.15
3.36,2.56,3.55,2.49
2.50,2.62,2.69,2.40
2.49,2.57,2.65,2.49
2.60,2.48,2.60,2.47
2.53,2.49,2.65,2.42
2.54,2.42,2.55,2.41
2.40,2.30,2.43,2.27
2.34,2.18,2.34,2.14
2.30,2.15,2.30,2.11
2.15,2.24,2.28,2.12
2.23,2.21,2.32,2.14
2.22,2.26,2.41,2.19
2.21,2.32,2.38,2.21
2.22,2.23,2.31,2.21
2.22,2.28,2.30,2.21
2.26,2.21,2.31,2.16
2.22,2.21,2.25,2.15
2.24,2.24,2.24,2.24
2.19,2.30,2.37,2.18
2.47,3.53,4.28,2.47
3.70,4.68,4.88,3.64
4.42,4.72,5.06,4.32
4.64,4.64,4.89,4.37
4.65,4.57,4.85,4.41
4.56,4.36,4.63,4.22
4.35,4.59,4.71,4.22
4.59,4.34,4.64,4.26
4.32,3.98,4.41,3.94
3.96,3.94,4.26,3.91
4.02,4.22,4.28,3.95
4.29,4.16,4.58,4.15
4.18,4.06,4.29,3.95
3.95,3.91,4.02,3.79
4.00,4.00,4.24,4.00
4.05,4.53,4.78,3.96
4.56,4.34,4.69,4.32
4.45,4.19,4.50,4.12
4.37,4.55,4.85,4.25
4.89,5.45,7.01,4.82
5.50,4.72,5.51,4.66
4.85,5.10,5.88,4.85
4.75,4.32,4.89,4.07
4.20,4.12,4.35,3.98
4.10,4.13,4.35,4.04
4.15,4.44,4.65,4.07
4.42,4.23,4.60,4.14
4.19,4.06,4.29,4.02
4.12,3.92,4.17,3.79
3.91,4.15,4.23,3.89
4.23,3.78,4.43,3.75
3.82,3.52,3.90,3.45
3.50,3.56,3.63,3.43
3.60,3.73,3.80,3.50
3.60,4.06,4.07,3.56
4.06,4.05,4.30,3.91
4.10,3.80,4.19,3.61
3.23,3.05,3.24,2.91
3.05,2.89,3.06,2.84
2.92,2.94,3.00,2.80
2.96,2.94,3.00,2.94
2.94,2.90,2.98,2.90
2.90,2.81,2.97,2.71
3.00,2.73,3.00,2.71
2.77,2.63,2.91,2.55
2.65,2.73,2.75,2.64
2.75,2.72,2.82,2.68
2.74,2.70,2.78,2.63
2.73,2.86,3.03,2.68
2.82,2.81,2.92,2.75
2.86,2.94,3.07,2.80
2.94,2.84,3.05,2.76
2.82,2.63,2.85,2.42
2.65,2.50,2.72,2.48
2.50,2.70,2.75,2.50
2.71,2.68,2.75,2.58
2.67,2.65,2.75,2.62
2.65,2.67,2.71,2.51
2.69,2.61,2.69,2.57
2.64,2.58,2.65,2.52
2.60,2.60,2.64,2.48
2.61,2.72,2.78,2.51
2.74,2.72,2.86,2.63
2.69,2.56,2.78,2.55
2.55,2.49,2.55,2.45
2.46,2.40,2.52,2.37
2.47,2.40,2.47,2.38
2.40,2.48,2.53,2.39
2.48,2.50,2.53,2.44
2.52,2.41,2.57,2.38
2.44,2.30,2.44,2.28
2.29,2.33,2.42,2.25
2.36,2.25,2.45,2.22
2.27,2.33,2.34,2.22
2.29,2.50,2.52,2.29
2.67,2.49,3.05,2.45
2.50,2.35,2.50,2.31
2.34,2.22,2.39,2.21
2.24,2.24,2.31,2.15
2.27,2.26,2.30,2.22
2.29,2.40,2.46,2.28
2.39,2.47,2.61,2.37
2.10,1.63,2.15,1.53
1.79,1.80,1.80,1.65
1.75,1.72,1.82,1.70
1.75,1.73,1.84,1.72
1.72,1.70,1.75,1.66
1.75,1.70,1.75,1.70
1.72,1.64,1.73,1.60
1.61,1.60,1.70,1.58
1.61,1.66,1.69,1.61
1.65,1.69,1.71,1.64
1.70,1.70,1.74,1.66
1.69,1.66,1.76,1.61
1.66,1.59,1.67,1.58
1.60,1.69,1.70,1.59
1.66,1.64,1.69,1.61
1.65,1.72,1.76,1.65
1.75,1.65,1.75,1.65
1.66,1.65,1.68,1.64
1.64,1.68,1.69,1.64
1.68,1.61,1.68,1.60
1.61,1.60,1.63,1.57
1.55,1.59,1.72,1.54
1.60,1.59,1.66,1.57
1.61,1.53,1.61,1.51
1.14,1.18,1.25,1.03
1.12,1.15,1.17,1.04
1.12,1.15,1.16,1.10
1.14,1.14,1.17,1.11
1.11,1.16,1.17,1.11
1.15,1.53,1.80,1.15
1.49,1.39,1.50,1.36
1.41,1.39,1.43,1.27
1.36,1.27,1.36,1.19
1.30,1.21,1.31,1.21
1.23,1.23,1.31,1.21
1.34,1.43,1.46,1.25
1.40,1.38,1.42,1.28
1.39,1.31,1.41,1.30
1.31,1.23,1.31,1.21
1.23,1.19,1.24,1.16
1.19,1.18,1.21,1.16
1.18,1.18,1.22,1.15
1.18,1.20,1.21,1.17
1.22,1.21,1.22,1.16
1.20,1.30,1.31,1.19
1.29,1.27,1.29,1.25
1.27,1.22,1.27,1.16
1.20,1.18,1.21,1.16
1.20,1.25,1.26,1.18
1.25,1.25,1.30,1.22
1.24,1.28,1.36,1.23
1.28,1.29,1.33,1.26
1.27,1.29,1.31,1.26
1.30,1.28,1.32,1.27
1.28,1.24,1.28,1.24
1.26,1.24,1.26,1.21
1.21,1.25,1.26,1.20
1.25,1.32,1.48,1.24
1.33,1.28,1.39,1.28
1.32,1.26,1.32,1.24
1.28,1.29,1.30,1.24
1.24,1.25,1.28,1.24
1.25,1.22,1.27,1.21
1.23,1.22,1.28,1.21
1.22,1.19,1.26,1.18
1.19,1.18,1.19,1.14
1.22,1.36,1.54,1.22
1.44,1.27,1.46,1.25
1.28,1.22,1.31,1.21
1.23,1.30,1.35,1.23
1.28,1.30,1.35,1.22
1.31,1.24,1.33,1.22
1.21,1.23,1.29,1.21
1.23,1.28,1.30,1.22
1.30,1.22,1.30,1.22
1.22,1.15,1.25,1.07
1.16,1.16,1.18,1.13
1.13,1.17,1.18,1.11
1.19,1.18,1.19,1.16
1.20,1.19,1.20,1.13
1.18,1.17,1.20,1.13
1.19,1.18,1.21,1.18
1.16,1.20,1.21,1.12
1.20,1.18,1.20,1.15
1.19,1.25,1.25,1.16
1.24,1.15,1.24,1.14
1.13,1.12,1.14,1.10
1.11,1.07,1.12,1.01
1.06,1.08,1.10,1.05
1.06,1.05,1.10,1.03
1.06,1.06,1.10,0.91
1.03,0.98,1.08,0.95
0.98,0.94,0.98,0.94
0.96,1.03,1.08,0.95
1.04,1.01,1.07,0.98
1.05,1.02,1.05,0.99
1.00,0.98,1.03,0.95
1.00,1.02,1.05,0.93
1.04,1.05,1.05,1.02
1.07,1.02,1.08,1.00
1.00,1.03,1.05,0.99
1.01,0.99,1.04,0.99
1.01,1.04,1.09,1.00
1.09,1.02,1.09,1.02
1.04,0.99,1.04,0.99
1.02,1.02,1.10,1.00
1.05,1.08,1.08,1.01
1.08,1.06,1.22,1.05
1.02,1.05,1.13,1.02
1.04,1.03,1.11,1.02
1.03,1.03,1.07,1.03
1.02,1.17,1.31,0.99
1.20,1.10,1.20,1.08
1.07,1.10,1.15,1.04
1.08,1.07,1.11,1.05
1.05,1.06,1.07,1.02
1.05,1.04,1.11,1.04
1.07,1.04,1.11,1.04
1.04,1.06,1.07,1.04
1.04,1.04,1.07,1.04
1.06,1.04,1.06,1.02
1.01,1.01,1.04,0.97
1.01,0.97,1.02,0.93
0.98,0.94,1.00,0.93
0.93,0.98,1.03,0.93
1.00,0.99,1.04,0.96
0.97,0.96,0.99,0.93
0.93,0.90,0.94,0.80
0.92,0.84,0.97,0.79
0.83,0.71,0.90,0.63
0.72,0.65,0.78,0.65
0.67,0.65,0.71,0.60
0.63,0.54,0.65,0.54
0.55,0.62,0.64,0.55
0.64,0.67,0.68,0.55
0.69,0.63,0.70,0.61
0.61,0.63,0.64,0.61
0.60,0.65,0.65,0.59
0.65,0.63,0.65,0.60
0.61,0.63,0.65,0.59
0.61,0.63,0.64,0.61
0.62,0.65,0.65,0.60
0.63,0.63,0.65,0.60
0.62,0.65,0.68,0.61
0.64,0.65,0.69,0.61
0.69,0.61,0.69,0.60
0.62,0.60,0.64,0.58
0.60,0.59,0.60,0.57
0.58,0.60,0.62,0.56
0.62,0.65,0.67,0.59
0.62,0.61,0.65,0.58
0.61,0.59,0.63,0.56
0.60,0.59,0.62,0.56
0.59,0.57,0.59,0.57
0.59,0.53,0.59,0.48
0.52,0.50,0.54,0.48
0.53,0.48,0.54,0.46
0.50,0.48,0.51,0.45
0.50,0.49,0.50,0.45
0.49,0.48,0.49,0.47
0.49,0.47,0.49,0.43
0.44,0.44,0.47,0.39
0.43,0.43,0.43,0.40
0.43,0.41,0.44,0.39
0.40,0.49,0.55,0.39
0.45,0.42,0.48,0.39
0.41,0.42,0.44,0.40
0.42,0.42,0.42,0.40
0.41,0.47,0.48,0.41
0.45,0.48,0.48,0.44
0.48,0.50,0.53,0.45
0.51,0.52,0.53,0.50
0.53,0.50,0.53,0.49
0.49,0.52,0.53,0.49
0.53,0.53,0.53,0.50
0.51,0.52,0.53,0.50
0.53,0.53,0.59,0.53
0.54,0.50,0.56,0.50
0.50,0.52,0.55,0.50
0.52,0.55,0.55,0.51
0.54,0.54,0.58,0.52
0.55,0.51,0.57,0.51
0.55,0.53,0.58,0.51
0.53,0.55,0.56,0.52
0.57,0.54,0.57,0.54
0.56,0.56,0.60,0.53
0.57,0.58,0.60,0.56
0.59,0.62,0.63,0.58
0.63,0.58,0.63,0.57
0.60,0.52,0.61,0.51
0.54,0.52,0.56,0.52
0.54,0.46,0.54,0.45
0.43,0.44,0.48,0.43
0.45,0.41,0.46,0.41
0.43,0.49,0.49,0.42
0.48,0.49,0.50,0.45
0.50,0.49,0.55,0.46
0.46,0.48,0.51,0.46
0.47,0.49,0.51,0.46
0.47,0.47,0.51,0.45
0.50,0.45,0.50,0.45
0.45,0.47,0.50,0.45
0.48,0.49,0.50,0.45
0.48,0.48,0.50,0.45
0.48,0.47,0.49,0.45
0.49,0.48,0.49,0.45
0.48,0.49,0.49,0.47
0.49,0.48,0.49,0.48
0.52,0.59,0.70,0.52
0.58,0.57,0.58,0.54
0.57,0.58,0.62,0.55
0.60,0.57,0.60,0.55
0.58,0.58,0.58,0.55
0.58,0.56,0.59,0.56
0.56,0.58,0.59,0.56
0.56,0.60,0.64,0.56
0.58,0.66,0.68,0.58
0.63,0.59,0.66,0.58
0.60,0.58,0.62,0.58
0.62,0.59,0.63,0.59
0.59,0.60,0.61,0.59
0.59,0.58,0.61,0.56
0.57,0.57,0.60,0.56
0.57,0.57,0.59,0.56
0.56,0.56,0.59,0.56
0.57,0.56,0.58,0.56
0.56,0.56,0.58,0.56
0.56,0.57,0.58,0.56
0.60,0.57,0.60,0.56
0.56,0.60,0.60,0.56
0.58,0.58,0.59,0.58
0.58,0.60,0.61,0.58
0.60,0.64,0.67,0.58
0.65,0.62,0.65,0.61
0.65,0.63,0.68,0.62
0.65,0.65,0.67,0.63
0.66,0.81,0.85,0.66
0.79,0.82,0.85,0.71
0.84,0.79,0.85,0.74
0.79,0.73,0.79,0.73
0.72,0.69,0.75,0.65
0.66,0.70,0.75,0.66
0.67,0.66,0.73,0.66
0.70,0.71,0.72,0.67
0.71,0.71,0.73,0.67
0.72,0.67,0.73,0.67
0.70,0.59,0.71,0.56
0.59,0.59,0.63,0.59
0.60,0.58,0.62,0.56
0.58,0.57,0.58,0.56
0.58,0.57,0.60,0.56
0.58,0.57,0.60,0.56
0.56,0.55,0.58,0.55
0.56,0.53,0.57,0.53
0.53,0.51,0.57,0.50
0.52,0.49,0.54,0.49
0.60,0.61,0.62,0.54
0.65,0.57,0.65,0.54
0.60,0.55,0.60,0.54
0.54,0.54,0.56,0.54
0.56,0.55,0.56,0.55
0.55,0.56,0.56,0.55
0.56,0.56,0.58,0.56
0.55,0.52,0.58,0.52
0.52,0.50,0.55,0.49
0.50,0.51,0.53,0.50
0.52,0.52,0.52,0.51
0.50,0.53,0.56,0.50
0.55,0.51,0.55,0.50
0.52,0.57,0.58,0.51
0.60,0.53,0.63,0.52
0.53,0.50,0.57,0.50
0.56,0.54,0.56,0.52
0.53,0.53,0.56,0.53
0.53,0.60,0.64,0.51
0.63,0.61,0.63,0.60
0.60,0.59,0.62,0.59
0.60,0.53,0.60,0.52
0.53,0.53,0.55,0.53
0.52,0.52,0.55,0.51
0.55,0.53,0.55,0.52
0.52,0.53,0.55,0.51
0.54,0.54,0.55,0.53
0.56,0.56,0.56,0.54
0.54,0.51,0.56,0.51
0.55,0.53,0.55,0.51
0.52,0.54,0.56,0.51
0.53,0.55,0.55,0.52
0.55,0.54,0.55,0.52
0.53,0.54,0.54,0.53
0.54,0.54,0.54,0.53
0.53,0.52,0.53,0.52
0.52,0.52,0.54,0.52
0.54,0.52,0.55,0.52
0.56,0.54,0.56,0.52
0.52,0.53,0.55,0.52
0.55,0.52,0.55,0.50
0.52,0.51,0.52,0.50
0.50,0.51,0.52,0.50
0.52,0.51,0.52,0.50
0.51,0.50,0.54,0.50
0.51,0.50,0.54,0.50
0.53,0.50,0.53,0.50
0.51,0.50,0.53,0.50
0.50,0.46,0.50,0.43
0.46,0.46,0.48,0.45
0.45,0.46,0.49,0.45
0.46,0.46,0.49,0.46
0.50,0.46,0.52,0.46
0.48,0.47,0.48,0.46
0.46,0.48,0.50,0.45
0.46,0.45,0.46,0.45
0.46,0.49,0.50,0.45
0.49,0.46,0.49,0.45
0.46,0.46,0.50,0.45
0.48,0.47,0.49,0.45
0.50,0.47,0.50,0.47
0.47,0.47,0.49,0.47
0.49,0.46,0.50,0.46
0.46,0.47,0.50,0.46
0.48,0.46,0.50,0.46
0.47,0.47,0.48,0.47
0.48,0.49,0.49,0.47
0.49,0.47,0.49,0.47
0.47,0.48,0.49,0.45
0.48,0.46,0.48,0.45
0.49,0.46,0.49,0.45
0.45,0.45,0.48,0.45
0.45,0.45,0.48,0.45
0.46,0.45,0.46,0.45
0.45,0.40,0.46,0.40
0.41,0.36,0.44,0.34
0.36,0.38,0.43,0.33
0.39,0.37,0.40,0.35
0.38,0.31,0.39,0.28
0.34,0.31,0.39,0.31
0.30,0.31,0.36,0.30
0.31,0.32,0.33,0.30
0.32,0.31,0.35,0.31
0.31,0.31,0.35,0.31
0.31,0.31,0.31,0.31
0.32,0.30,0.32,0.30
0.30,0.34,0.34,0.30
0.35,0.35,0.36,0.34
0.35,0.33,0.35,0.33
0.35,0.35,0.35,0.34
0.34,0.35,0.36,0.34
0.36,0.33,0.36,0.31
0.36,0.34,0.36,0.34
0.36,0.31,0.36,0.31
0.31,0.30,0.34,0.30
4.44,2.57,4.44,2.50
2.59,2.31,2.76,2.31
2.37,2.68,2.79,2.37
2.70,2.77,2.77,2.57
2.76,2.52,2.77,2.43
2.64,2.55,2.64,2.55
2.53,2.58,2.65,2.50
2.80,2.51,2.80,2.51
2.54,2.60,2.72,2.54
2.62,2.53,2.62,2.52
2.56,2.51,2.58,2.51
2.52,2.40,2.52,2.40
2.52,2.41,2.63,2.41
2.49,2.44,2.49,2.41
2.42,2.43,2.44,2.42
2.51,2.43,2.74,2.43
2.44,2.44,2.55,2.43
2.46,3.03,3.08,2.40
3.19,2.95,3.68,2.91
2.90,2.96,3.15,2.90
2.92,2.85,3.12,2.85
2.82,2.59,2.90,2.57
2.63,2.48,2.63,2.39
2.55,2.68,2.98,2.44
2.79,2.62,2.82,2.61
2.66,2.57,2.76,2.56
2.50,2.41,2.74,2.39
2.68,2.54,2.70,2.39
2.50,2.65,2.65,2.50
2.75,2.60,2.75,2.51
2.45,2.65,2.73,2.45
2.60,2.53,2.64,2.45
2.55,2.40,2.57,2.31
2.38,2.43,2.50,2.36
2.36,2.35,2.39,2.35
2.42,2.40,2.44,2.37
2.47,2.24,2.47,2.22
2.41,2.16,2.91,1.91
2.16,2.36,2.46,2.16
2.29,2.27,2.45,2.22
2.26,2.37,2.55,2.25
2.30,2.31,2.51,2.29
2.27,2.27,2.39,2.27
2.20,2.10,2.30,2.03
2.25,2.27,2.35,2.08
2.21,2.14,2.29,2.09
2.19,2.06,2.22,2.02
2.11,2.07,2.22,2.00
2.09,1.91,2.12,1.78
1.91,1.82,2.07,1.82
1.98,1.75,1.98,1.70
1.73,1.58,1.73,1.40
1.59,1.44,1.74,1.41
1.41,1.41,1.71,1.40
1.42,1.32,1.43,1.31
1.28,1.63,2.45,0.95
1.60,1.55,1.79,1.43
1.55,1.54,1.55,1.35
1.62,1.80,2.21,1.62
1.70,1.74,1.77,1.55
1.66,1.59,1.70,1.55
1.57,1.70,1.75,1.57
1.69,1.65,1.70,1.57
1.59,1.60,1.64,1.56
1.58,1.52,1.59,1.52
1.50,1.55,1.62,1.50
1.53,1.58,1.59,1.53
1.56,1.55,1.58,1.55
1.52,1.54,1.57,1.52
1.54,1.57,1.57,1.51
1.55,1.57,1.58,1.50
1.55,1.52,1.55,1.50
1.50,1.52,1.54,1.49
1.51,1.38,1.57,1.26
1.45,1.46,1.58,1.25
1.47,1.56,1.58,1.47
1.50,1.50,1.58,1.41
1.53,1.51,1.54,1.41
1.50,1.43,1.50,1.43
1.45,1.37,1.45,1.34
1.27,1.40,1.40,1.27
1.42,1.40,1.42,1.33
1.36,1.36,1.36,1.32
1.31,1.35,1.36,1.31
1.36,1.49,1.49,1.36
1.49,1.50,1.50,1.42
1.54,1.52,1.55,1.49
1.54,1.62,1.62,1.49
1.66,2.07,2.33,1.63
2.29,2.12,2.29,1.95
2.29,2.70,2.86,2.23
2.78,2.64,2.78,2.36
2.58,2.44,2.62,2.41
2.42,2.13,2.42,2.00
2.14,2.32,2.40,2.11
2.37,2.47,2.47,2.32
2.47,2.46,2.47,2.44
2.44,2.37,2.47,2.37
2.34,2.35,2.43,2.34
2.37,2.34,2.47,2.10
2.39,2.25,2.43,2.23
2.24,2.29,2.40,2.24
2.35,2.33,2.40,2.26
2.35,2.41,2.47,2.27
2.40,2.32,2.47,2.13
2.32,2.28,2.35,2.25
2.25,2.38,2.48,2.25
2.41,2.37,2.41,2.36
2.34,2.35,2.43,2.34
2.30,2.27,2.40,2.25
2.45,2.30,2.45,2.30
2.33,2.30,2.38,2.25
2.36,2.31,2.36,2.26
2.31,2.10,2.32,1.95
2.10,1.93,2.17,1.89
1.76,1.77,1.88,1.76
1.77,1.84,2.05,1.77
1.91,1.93,2.00,1.90
2.00,1.83,2.00,1.77
1.88,1.88,1.93,1.77
1.88,1.93,1.97,1.88
1.90,1.98,1.98,1.90
1.96,1.97,2.08,1.93
1.96,2.03,2.03,1.95
1.97,1.97,2.01,1.93
1.96,1.89,2.00,1.89
1.90,1.76,2.01,1.66
1.83,1.57,1.83,1.55
1.55,1.54,1.68,1.44
1.59,1.57,1.72,1.48
1.57,1.60,1.74,1.55
1.62,1.52,1.62,1.48
1.50,1.48,1.54,1.48
1.48,1.52,1.52,1.48
1.52,1.49,1.52,1.49
1.49,1.57,1.65,1.49
1.59,1.54,1.59,1.50
1.69,1.56,1.69,1.55
1.55,1.42,1.60,1.37
1.39,1.49,1.51,1.39
1.47,1.47,1.57,1.46
1.51,1.52,1.52,1.42
1.44,1.44,1.56,1.39
1.45,1.49,1.54,1.41
1.46,1.53,1.55,1.46
1.55,1.56,1.58,1.55
1.57,1.53,1.57,1.46
1.65,6.04,6.79,1.65
5.75,4.17,5.92,3.94
4.05,3.93,4.13,3.70
3.87,4.49,4.55,3.78
4.54,3.70,4.62,3.62
3.64,3.49,3.80,3.17
3.44,3.39,3.47,3.22
3.36,3.55,3.74,3.31
3.50,3.37,3.50,3.30
3.34,3.50,3.64,3.23
3.51,3.39,3.78,3.33
3.35,3.20,3.35,3.10
3.21,3.17,3.32,3.15
3.16,3.18,3.30,3.16
3.16,3.15,3.29,3.05
3.14,3.08,3.18,3.02
3.07,3.05,3.14,2.94
2.80,2.83,2.95,2.69
2.90,2.56,2.90,2.56
3.19,2.62,3.59,2.56
2.60,2.43,2.79,2.41
2.40,2.54,2.61,2.33
2.52,2.52,2.55,2.36
2.46,2.51,2.55,2.38
2.48,2.48,2.60,2.47
2.47,2.91,3.52,2.47
2.91,2.85,3.06,2.73
2.91,3.02,3.13,2.81
3.00,2.92,3.15,2.89
3.01,2.93,3.11,2.91
3.49,4.73,5.63,3.35
4.43,8.29,10.10,4.32
7.05,6.39,7.65,6.01
6.03,7.91,9.87,5.72
8.37,13.92,15.65,7.94
13.00,9.36,14.66,9.23
7.67,10.19,11.98,7.45
9.94,9.37,10.34,8.85
9.20,9.63,11.07,9.06
9.46,9.31,9.83,9.03
9.57,9.38,9.84,9.04
9.31,9.19,9.99,9.04
9.10,8.19,9.37,8.13
8.12,7.46,8.28,7.45
7.25,9.07,9.90,7.20
8.73,8.83,10.48,8.51
9.20,9.45,9.88,9.00
9.20,8.84,9.68,8.72
8.76,9.16,9.25,8.67
9.07,8.67,9.21,8.51
8.64,8.58,8.91,8.25
8.54,8.46,8.61,8.34
8.46,8.50,8.77,8.12
8.37,9.12,10.14,8.31
9.05,8.89,10.14,8.79
8.88,8.94,9.32,8.80
8.86,9.10,9.36,8.86
9.05,9.14,9.30,9.02
9.02,9.12,10.27,9.02
9.08,9.08,9.68,9.02
9.16,9.14,9.42,9.05
9.20,9.09,9.40,9.01
9.05,8.90,9.20,8.82
8.82,8.19,8.83,8.10
8.20,8.06,8.66,8.01
8.06,8.12,8.63,8.03
8.20,8.15,8.36,8.02
8.14,7.85,8.26,7.76
7.62,7.78,7.98,7.50
7.80,8.12,8.55,7.61
8.40,7.94,8.40,7.82
8.18,7.95,8.22,7.70
7.75,7.52,7.93,7.49
8.17,7.44,8.19,7.21
7.36,7.29,7.49,7.11
7.24,7.46,7.48,7.21
7.47,7.22,7.47,7.20
7.29,7.15,7.39,7.13
7.23,7.06,7.33,7.01
7.13,6.66,7.13,6.52
6.63,6.41,6.70,6.29
6.46,6.45,6.76,6.32
6.45,7.20,7.29,6.33
7.76,7.63,8.75,7.40
7.50,7.23,7.62,7.07
7.23,7.04,7.24,6.84
6.80,6.83,6.99,6.57
7.23,6.91,7.89,6.75
6.97,6.65,6.97,6.52
6.52,6.48,6.64,6.31
6.28,6.02,6.46,6.00
5.80,5.46,6.00,5.45
5.42,4.96,5.43,4.95
4.89,4.66,5.13,4.63
4.50,4.02,4.71,3.85
3.00,2.83,3.35,2.80
2.85,3.42,3.47,2.70
3.42,3.36,3.84,3.25
3.35,3.32,3.60,3.30
3.40,3.18,3.44,3.09
3.23,3.22,3.34,3.09
3.27,3.28,3.38,3.12
3.25,3.46,3.58,3.17
3.49,3.31,3.67,3.27
3.30,3.08,3.39,3.02
3.03,2.88,3.15,2.81
2.85,2.32,2.85,2.29
2.30,2.52,2.64,2.22
2.48,2.35,2.56,2.32
2.34,2.17,2.34,2.00
2.15,2.20,2.34,2.01
2.23,2.36,2.54,2.10
2.34,2.33,2.45,2.25
2.20,2.33,2.34,2.04
2.34,2.81,2.82,2.34
2.75,2.70,2.93,2.53
2.73,2.43,2.77,2.43
2.45,3.92,5.89,2.43
4.24,4.15,5.09,3.95
4.24,3.24,4.49,3.13
3.24,3.27,3.69,3.22
3.33,3.11,3.40,3.03
3.08,3.51,3.94,3.05
3.60,3.33,3.66,3.30
3.26,3.38,3.40,3.10
3.43,3.32,3.65,3.15
3.31,3.20,3.32,3.10
3.23,3.37,3.56,3.17
3.42,3.19,3.44,3.12
3.18,3.23,3.29,3.06
3.85,3.66,4.13,3.32
3.55,3.42,3.61,3.26
