NBL,Noble Energy Inc. Common Stock,NASDAQ
59.58,58.79,59.89,58.48
59.17,59.44,59.74,58.38
58.61,59.61,60.21,57.63
60.27,59.77,60.44,59.25
60.29,60.19,60.34,59.01
60.90,60.88,61.77,60.71
60.55,60.04,61.13,60.03
60.31,59.88,60.83,59.85
59.99,61.04,61.36,59.92
61.04,61.63,61.69,60.79
62.09,62.71,62.76,61.47
62.73,62.29,62.74,62.04
62.84,63.86,64.06,62.75
64.14,63.75,64.50,63.57
64.37,64.53,64.62,63.57
64.34,64.30,64.44,63.78
64.30,63.55,64.79,63.51
63.74,63.07,64.00,62.76
63.20,63.86,64.20,63.20
64.21,65.66,65.82,64.15
65.77,66.07,66.09,65.08
66.01,65.97,66.30,65.65
66.07,65.18,66.11,65.17
65.44,64.54,65.56,64.13
63.01,64.38,64.62,62.56
63.93,63.43,64.26,63.20
62.69,62.07,63.15,62.00
62.47,62.52,62.65,61.78
62.85,62.49,63.22,62.34
63.16,64.32,64.52,63.15
64.34,64.96,64.96,64.12
64.78,64.92,65.16,64.50
64.92,64.14,64.96,63.61
63.85,63.76,64.04,63.23
63.93,63.98,64.47,63.14
64.05,63.83,64.14,63.53
63.50,63.42,64.00,63.20
63.45,63.75,63.91,62.92
63.69,62.98,63.87,62.97
62.67,63.00,63.32,62.15
62.51,62.65,63.01,62.24
62.68,61.81,63.10,61.78
61.94,62.24,62.77,61.79
62.25,61.79,62.52,61.70
61.92,62.49,62.75,61.71
62.57,62.96,63.07,61.97
63.12,62.84,63.70,62.73
62.04,61.37,62.94,61.27
61.37,61.75,62.08,61.37
61.70,61.35,61.96,61.23
61.51,61.43,61.84,61.00
62.10,62.18,62.39,61.65
62.10,62.62,62.79,61.81
62.75,62.90,63.23,62.52
63.10,62.91,63.82,62.63
63.18,64.13,64.15,63.04
64.40,65.06,65.09,63.86
65.50,66.17,66.19,65.18
66.14,66.75,67.26,66.10
66.75,66.52,67.07,66.39
67.07,65.90,67.12,65.66
65.78,66.10,66.29,65.51
66.10,67.77,67.96,65.82
67.87,67.44,68.43,67.33
67.49,67.29,67.74,66.93
67.18,67.01,67.35,66.52
66.87,67.14,67.85,66.66
67.28,67.02,67.69,66.80
67.23,67.32,67.35,66.43
67.12,67.01,67.30,66.54
66.31,67.01,67.29,66.10
67.06,67.99,68.00,66.95
67.63,67.83,67.99,66.79
67.29,66.37,67.40,65.63
66.56,67.23,67.77,66.09
66.39,66.37,67.46,66.25
66.41,65.25,66.90,65.22
65.31,64.80,65.63,64.36
65.52,66.45,66.45,65.14
66.17,67.00,67.41,65.88
66.52,67.40,67.43,66.26
67.96,68.31,69.07,67.56
68.85,70.21,70.30,68.69
69.97,70.73,70.78,69.86
71.24,72.56,72.62,70.83
72.30,72.36,73.09,71.92
72.77,73.28,73.88,72.51
72.89,71.38,73.14,70.57
71.50,74.52,76.59,71.04
75.66,76.51,76.60,74.88
76.39,76.54,77.04,75.94
76.57,77.13,77.33,76.50
77.13,76.09,78.01,75.28
76.00,74.93,76.18,74.64
75.11,75.19,75.47,73.50
75.65,76.13,76.92,75.53
75.71,75.01,76.03,74.72
75.16,74.59,75.97,74.01
74.96,72.65,75.10,72.16
72.70,75.60,75.69,72.70
75.55,75.21,75.97,74.88
75.24,73.69,75.25,73.59
73.37,74.00,74.53,73.00
74.07,74.20,74.38,73.48
74.26,74.93,74.97,73.94
75.05,73.18,75.27,72.89
73.11,73.00,73.75,72.39
73.48,72.85,73.84,72.49
73.25,73.98,74.64,73.20
74.56,73.58,74.72,73.34
73.66,72.94,73.66,71.91
73.00,73.18,73.68,72.30
72.75,69.87,72.96,68.58
69.91,70.24,71.02,69.08
70.10,69.80,70.58,69.07
69.80,69.51,70.26,69.31
70.25,69.64,70.74,69.31
69.00,69.04,69.85,68.79
69.74,69.50,69.89,69.19
69.40,68.59,69.50,67.61
68.39,69.48,69.76,68.31
69.42,68.16,69.67,67.90
68.24,68.68,69.24,67.59
68.56,68.68,68.78,67.59
68.97,69.40,69.66,68.70
69.87,67.61,69.88,67.57
67.92,67.45,67.98,65.79
66.63,67.87,68.16,66.57
68.03,67.94,68.75,67.88
68.50,67.62,68.83,67.51
67.62,67.92,68.05,67.28
68.04,68.05,68.34,67.73
68.00,68.21,68.47,67.70
68.32,67.17,68.73,67.06
67.47,68.11,68.23,66.76
67.86,66.59,67.95,66.11
66.76,66.14,67.30,65.87
66.18,65.75,66.20,65.18
66.00,65.85,66.63,65.40
66.04,65.71,66.56,65.28
66.39,65.35,66.86,64.43
65.29,64.74,65.64,64.50
64.40,63.17,64.99,63.00
63.39,64.36,64.79,63.32
64.26,64.45,64.80,64.18
64.25,64.66,64.99,64.05
64.66,63.90,64.98,63.86
64.18,64.07,64.50,63.12
64.74,65.68,65.89,64.43
65.20,65.11,65.44,64.80
64.67,62.97,64.70,62.80
62.88,62.14,63.06,61.75
62.85,63.31,63.66,62.38
62.62,63.25,63.92,62.19
63.54,62.98,63.70,62.86
61.97,62.33,63.01,61.79
62.42,61.79,63.34,61.70
62.17,62.34,63.05,61.85
62.38,61.19,62.50,61.10
60.75,62.61,62.81,60.14
63.42,66.20,66.44,63.42
66.08,66.65,66.76,65.02
66.75,66.33,66.78,66.12
66.68,66.54,66.90,66.07
65.77,66.45,66.97,65.60
66.41,66.36,66.75,65.76
66.34,66.55,66.91,66.15
66.08,66.60,67.42,66.08
66.20,67.12,67.42,66.09
67.53,66.86,67.57,66.79
67.18,69.33,70.50,67.18
69.15,68.78,69.38,68.25
68.72,68.49,69.58,68.22
68.31,67.94,68.58,67.61
68.07,68.76,69.10,67.93
68.48,67.97,69.70,67.86
68.82,69.02,69.22,68.14
69.16,68.14,69.19,67.88
68.02,68.78,68.99,67.75
69.04,69.23,69.25,68.50
69.20,69.07,69.20,68.63
68.97,68.35,69.87,68.18
67.84,68.20,68.26,67.00
68.38,66.94,68.38,66.68
66.75,66.64,67.09,66.25
66.80,66.65,67.19,66.38
66.74,67.40,67.60,66.46
67.34,65.96,67.38,65.70
65.78,66.83,66.91,65.37
67.34,67.12,67.71,66.55
67.38,66.78,67.69,66.25
67.25,67.62,67.89,67.02
67.96,67.68,68.68,67.45
67.80,69.03,69.49,67.36
69.37,71.14,71.32,69.20
71.31,71.04,71.98,70.35
71.07,70.57,71.16,70.23
69.85,70.38,70.61,69.62
70.77,71.29,71.72,70.57
71.91,70.35,72.65,70.21
70.17,69.37,70.40,69.22
69.29,70.55,70.77,69.28
70.74,70.78,70.93,70.14
70.84,69.53,70.98,69.28
69.23,69.45,70.35,69.23
70.26,70.58,70.98,69.52
70.46,71.85,71.88,70.02
72.63,72.90,72.94,72.22
72.69,74.42,74.65,72.63
74.35,74.66,74.78,73.94
74.38,74.30,74.62,73.85
73.33,75.07,75.20,73.33
73.32,74.95,76.29,72.60
74.46,72.79,74.57,72.23
73.14,72.17,73.26,71.51
72.99,73.06,73.76,72.30
73.19,71.78,73.25,71.50
71.54,71.23,71.94,70.88
71.13,71.29,72.15,70.87
70.85,71.09,71.51,70.54
71.14,71.19,71.93,70.82
71.83,71.72,72.22,70.69
71.42,70.74,71.79,70.66
70.64,70.72,70.74,69.92
71.16,70.69,71.19,70.46
70.61,71.04,71.46,70.61
71.28,70.70,71.75,70.47
70.58,69.62,70.65,68.83
69.71,69.73,70.25,69.22
69.44,69.56,70.09,69.20
69.56,69.34,69.85,69.13
69.00,70.33,70.57,69.00
70.58,70.19,71.18,70.17
70.33,70.00,70.55,69.95
70.14,69.84,70.28,69.61
69.97,70.77,71.04,69.78
71.00,71.89,71.97,70.87
71.85,72.07,72.46,71.72
72.36,71.67,72.50,71.57
71.35,72.01,72.05,71.26
72.00,72.16,72.49,71.56
72.08,72.36,72.40,71.52
72.36,74.00,74.10,72.35
74.14,74.23,74.96,73.92
74.01,74.78,74.81,73.94
74.30,75.38,75.94,74.15
76.01,75.81,77.40,75.47
76.01,76.19,76.22,75.15
76.29,76.25,76.50,75.70
76.13,76.02,76.51,75.47
76.00,76.61,76.71,75.53
76.77,77.42,77.44,76.63
77.71,78.64,78.68,77.51
78.96,79.23,79.63,78.62
78.90,77.50,79.01,77.43
77.22,78.57,78.75,77.21
78.57,78.13,78.63,77.72
77.76,77.42,78.28,76.71
77.65,77.46,78.24,76.87
77.83,76.34,77.93,75.89
76.28,75.78,76.64,75.57
75.69,75.79,76.06,75.08
75.61,74.72,75.73,74.38
74.82,75.34,75.61,74.75
75.27,75.79,75.85,74.98
74.85,74.91,75.50,74.29
74.87,73.69,74.91,73.60
74.12,74.83,74.98,74.12
74.59,74.16,74.93,73.76
74.40,76.13,76.19,74.35
76.14,73.71,76.43,73.66
73.55,73.01,73.76,72.95
72.84,72.92,73.09,72.44
73.22,73.47,73.67,72.71
73.57,74.21,74.38,73.21
70.23,71.63,72.82,69.83
71.50,69.57,71.60,69.19
69.78,69.13,70.22,68.98
69.13,68.44,69.14,68.36
68.87,67.04,69.22,66.66
66.27,66.49,67.15,65.67
66.05,66.75,67.36,65.88
66.75,70.23,72.85,66.32
69.81,68.41,69.90,67.95
67.96,68.98,69.61,67.86
69.08,68.78,69.33,68.11
69.00,70.46,70.53,68.81
70.74,69.77,70.99,69.60
69.40,69.09,69.80,68.90
69.52,69.56,69.96,68.99
69.57,69.50,70.25,69.11
69.74,70.01,70.17,69.49
70.11,69.82,70.58,69.56
69.91,70.25,70.81,69.83
70.09,69.91,70.30,69.43
70.10,70.14,70.28,69.61
69.67,69.55,70.03,69.06
69.94,71.03,71.06,69.78
71.31,71.40,72.07,71.09
71.31,70.92,71.63,70.64
70.88,70.92,71.03,70.36
71.11,72.14,72.16,70.82
71.93,70.55,72.06,70.46
70.90,71.21,71.62,70.90
71.14,71.00,71.44,70.10
70.73,71.66,71.68,70.44
71.02,70.61,71.22,70.22
70.60,70.59,71.82,70.32
70.27,69.94,70.29,69.04
69.31,70.00,70.16,68.95
69.79,68.80,70.06,68.74
68.97,69.48,69.83,68.51
69.70,71.11,71.43,69.31
71.50,71.17,71.63,70.58
71.22,71.22,71.46,70.81
71.55,71.29,72.06,71.16
70.95,70.36,70.95,69.90
70.27,70.30,71.19,70.01
69.79,70.42,70.92,69.13
70.43,69.20,70.43,68.99
69.03,69.88,70.21,68.56
69.15,69.89,70.02,69.08
69.64,68.36,69.78,67.90
68.34,66.79,68.73,66.53
66.16,66.14,66.35,64.51
66.03,65.17,66.54,65.16
65.46,64.92,65.70,64.53
64.37,62.58,64.47,62.58
62.23,63.01,63.08,61.03
62.50,60.30,62.50,60.23
60.41,58.72,60.58,58.71
58.54,55.57,59.28,55.51
55.92,54.79,56.50,54.46
53.67,54.85,54.96,52.65
53.50,56.67,57.75,53.30
57.79,56.59,58.53,56.16
56.55,57.51,57.77,56.46
58.04,58.89,59.50,58.00
59.26,57.13,59.40,57.11
58.17,58.48,58.91,57.73
58.39,57.43,58.50,57.08
56.25,56.38,56.55,55.36
56.56,58.36,58.48,55.18
58.85,58.13,60.30,57.56
57.57,57.16,58.50,55.10
56.64,57.63,57.69,55.73
58.08,55.87,58.20,55.75
55.06,54.20,55.22,53.64
54.92,55.55,55.95,54.16
54.91,54.80,55.29,54.23
55.16,56.51,57.07,55.05
57.30,56.23,57.70,55.93
56.39,56.14,56.52,55.28
55.53,55.22,56.26,55.14
55.10,53.99,55.71,53.27
54.35,56.11,56.28,54.25
55.36,54.71,55.53,54.28
54.75,55.01,55.42,54.26
55.36,54.77,55.42,54.02
54.77,56.54,56.82,54.67
57.66,57.71,58.02,56.83
57.34,56.69,57.85,56.48
56.84,55.42,57.01,55.11
55.04,53.83,55.06,53.77
51.01,49.18,51.17,48.94
49.11,49.70,49.79,47.75
49.35,50.55,50.83,49.14
50.86,52.14,52.36,50.53
51.38,51.58,52.21,51.09
51.16,50.59,51.40,50.05
49.80,47.61,49.80,47.52
47.05,47.89,48.53,46.92
47.06,45.78,47.06,45.33
45.44,45.39,46.82,45.14
44.71,43.86,45.45,43.65
44.49,43.00,44.88,42.92
42.65,43.56,44.94,42.11
43.77,47.94,48.20,43.77
49.40,49.42,49.98,47.68
49.90,51.19,51.24,49.41
50.41,50.95,51.08,49.68
50.87,48.98,50.97,48.43
48.56,48.50,48.67,47.54
48.62,47.22,49.05,46.92
47.60,47.83,48.63,47.50
47.52,47.33,48.02,47.00
46.90,47.43,48.00,46.29
47.07,46.88,47.60,45.96
46.04,42.39,46.21,42.19
42.28,41.90,42.88,41.31
42.50,41.74,42.94,41.49
42.14,43.18,43.42,41.56
43.21,43.57,43.88,42.59
42.49,41.52,42.82,41.01
41.78,42.54,42.82,41.32
42.04,42.85,42.96,41.39
43.78,42.98,44.22,42.95
43.34,45.49,45.53,43.24
44.88,45.91,46.05,44.16
46.36,46.93,47.44,46.30
47.15,46.74,47.36,45.80
46.29,46.27,46.99,46.04
46.42,47.52,47.57,45.68
47.26,47.58,48.11,46.62
47.06,46.06,47.30,45.50
46.54,47.51,47.58,45.09
46.92,47.74,48.14,46.26
48.75,49.73,49.76,48.34
50.71,50.21,52.42,49.66
49.19,47.89,49.25,47.63
48.45,48.49,49.10,47.99
49.12,47.72,49.20,46.83
48.09,46.98,48.58,46.87
47.01,47.88,48.00,45.77
46.82,47.94,48.43,46.61
48.95,48.85,49.47,48.33
49.68,50.79,50.88,49.53
50.42,50.81,51.30,50.05
50.16,50.69,51.77,49.90
48.37,49.70,49.77,47.34
49.61,49.08,50.14,48.58
48.46,48.50,49.27,48.12
49.14,49.67,49.71,48.50
49.35,49.81,50.04,49.17
47.47,47.32,48.17,47.03
47.85,47.23,48.15,46.75
47.23,46.41,47.23,46.18
46.78,46.98,47.58,46.43
47.06,47.21,47.45,46.11
46.97,46.07,47.50,46.01
45.45,45.39,46.58,45.19
45.39,45.02,45.90,45.00
44.33,44.27,45.33,44.27
44.30,44.38,44.69,43.97
44.73,44.25,44.80,44.13
43.69,44.03,44.27,43.31
43.66,45.61,45.65,43.62
45.32,45.61,46.07,44.91
45.25,48.12,48.70,45.17
47.10,47.58,47.90,46.81
48.00,47.84,48.82,47.64
48.02,46.40,48.48,46.38
46.56,45.89,46.64,45.58
46.32,46.77,47.20,45.47
47.78,47.94,48.15,46.92
47.47,48.00,48.62,47.20
48.51,49.05,49.16,47.72
48.26,48.90,49.72,48.23
49.27,48.87,49.86,48.77
48.51,49.92,49.99,48.24
50.52,50.65,50.93,49.88
50.66,50.30,51.42,50.14
50.65,49.93,51.05,49.86
50.21,50.92,50.98,49.88
51.06,50.92,51.29,50.70
51.37,50.57,51.61,50.34
51.01,51.73,51.74,50.83
52.16,53.47,53.68,51.79
53.06,52.59,53.43,52.53
52.23,52.10,52.91,51.83
52.30,52.76,53.23,52.17
52.33,51.13,52.63,51.02
51.67,51.18,51.89,50.92
51.29,51.51,52.30,51.29
51.25,50.49,51.38,50.01
50.94,49.77,51.15,49.59
49.68,50.09,50.15,49.14
49.93,50.62,51.13,49.75
50.89,50.72,51.36,50.05
50.76,50.24,51.00,50.09
50.36,50.99,51.20,50.11
52.34,49.79,52.69,49.78
50.40,49.18,51.14,48.65
48.92,48.12,48.92,47.49
48.61,49.12,49.38,47.75
46.72,46.07,47.35,45.31
45.87,46.00,46.32,45.63
46.43,45.28,46.63,45.13
45.44,44.50,45.52,44.22
44.48,44.88,45.25,44.11
44.93,45.11,45.27,44.60
44.60,44.23,44.71,43.87
44.24,44.01,44.37,43.46
44.44,43.80,44.49,43.74
43.43,43.80,44.20,43.16
43.94,44.15,44.78,43.73
44.09,43.32,44.35,42.98
43.18,43.65,43.92,42.80
43.78,43.78,44.26,43.26
43.58,43.33,43.77,42.99
43.67,44.03,44.45,43.09
43.96,44.31,44.43,43.65
43.82,43.70,44.00,43.40
43.39,44.59,44.96,43.38
44.34,44.69,44.76,44.11
45.43,45.75,46.56,45.41
46.61,46.63,46.90,46.21
46.67,46.64,46.93,46.17
46.41,46.37,46.76,46.08
45.95,45.38,46.33,45.35
45.28,45.50,45.68,45.01
45.93,44.91,46.29,44.74
45.15,44.46,45.39,44.39
44.18,43.53,44.54,43.32
43.74,44.32,44.60,43.20
44.35,44.80,45.04,44.13
44.54,44.73,44.91,44.11
44.92,44.93,45.30,44.66
44.82,44.81,44.98,44.45
44.12,42.66,44.51,42.44
43.21,42.68,43.27,42.13
43.03,41.30,43.03,41.07
41.14,41.02,41.74,40.93
40.25,40.19,40.73,39.71
40.33,40.77,40.98,38.78
40.35,39.06,40.61,38.72
39.87,39.31,40.12,39.31
39.67,39.06,39.95,38.89
39.23,38.90,39.23,38.59
39.24,39.60,39.71,38.73
39.31,38.75,39.92,38.58
39.07,38.38,39.07,38.21
38.38,38.34,38.88,37.54
38.09,36.97,38.09,36.91
37.03,36.85,37.54,36.82
36.94,36.90,37.28,36.41
36.94,36.70,37.19,36.21
36.83,35.37,36.84,35.32
34.75,34.73,35.47,34.25
35.36,35.50,37.07,34.73
35.34,36.16,36.45,35.24
35.98,36.15,36.65,35.54
35.90,35.23,36.29,34.99
34.97,33.75,34.97,33.67
34.06,34.01,34.75,33.71
34.54,33.41,35.07,33.37
33.06,33.91,33.99,32.39
33.75,32.70,34.24,32.44
32.80,34.24,34.32,32.61
33.29,34.17,34.21,32.98
33.95,35.31,35.60,33.88
35.87,36.30,36.32,34.85
36.21,36.00,37.10,35.82
35.35,35.44,36.10,35.19
35.57,35.10,35.65,34.84
34.84,34.22,35.10,33.72
34.11,33.12,34.48,33.12
32.91,32.85,33.35,32.38
29.20,31.17,32.37,29.17
32.61,30.70,32.63,30.60
31.49,31.75,31.77,30.84
32.46,33.67,34.24,32.26
33.42,34.53,35.27,33.32
32.50,33.41,34.09,31.56
32.37,31.11,32.52,30.68
31.68,30.34,31.76,29.48
30.76,30.21,31.69,29.90
29.89,30.73,31.12,29.56
31.32,31.42,31.56,30.36
30.94,30.19,31.72,29.89
30.18,30.75,31.08,29.96
30.38,31.19,31.20,30.03
31.08,30.90,31.15,30.45
31.11,31.55,31.80,30.90
31.84,33.25,33.31,31.83
33.20,33.11,33.99,32.82
32.44,32.33,32.74,31.95
32.66,32.75,33.10,32.30
32.17,32.31,33.39,32.00
32.48,31.87,32.92,31.68
31.57,32.18,32.54,31.31
32.52,31.61,32.65,31.42
31.32,29.58,31.33,29.56
29.97,29.70,30.03,29.13
30.00,30.18,30.54,29.60
30.69,30.11,31.34,29.70
29.85,31.62,31.63,29.56
31.99,33.26,33.27,31.87
33.37,34.51,34.60,33.17
35.07,35.05,35.68,34.33
35.02,37.27,37.41,34.80
37.51,36.72,37.88,36.39
36.70,35.48,36.76,34.98
34.99,34.56,35.57,34.49
34.54,34.78,35.05,34.30
34.60,36.41,36.81,34.57
36.49,37.10,37.20,35.96
36.11,36.21,36.72,35.98
36.18,36.53,36.92,36.02
36.32,35.85,36.72,35.77
36.21,36.48,36.74,35.85
36.24,35.93,36.36,35.54
35.79,34.59,35.86,34.45
33.69,32.98,34.02,32.82
33.11,34.84,35.14,32.91
34.53,35.10,35.60,34.40
35.27,35.84,36.45,34.51
36.45,37.97,38.56,36.00
38.52,38.70,39.85,38.39
38.69,37.84,38.88,37.09
37.42,37.65,38.65,37.08
37.14,36.79,37.65,36.29
36.85,37.22,37.52,36.33
37.03,37.84,38.30,36.81
37.80,36.88,37.86,36.52
35.97,35.28,36.43,35.19
35.15,35.20,35.31,34.25
35.24,37.00,37.04,35.09
35.24,36.46,37.00,35.24
36.69,37.40,37.53,36.34
36.96,36.60,37.16,35.98
36.54,35.66,36.56,35.18
35.59,36.30,36.39,35.17
36.54,37.00,37.46,36.54
36.60,36.94,37.37,35.86
36.51,36.55,36.92,36.28
36.84,36.67,37.43,36.43
36.76,36.99,37.04,36.39
36.64,35.42,37.02,35.18
35.78,35.48,36.28,35.11
34.95,33.87,35.08,33.82
32.70,32.17,32.76,31.52
31.33,32.30,32.57,31.13
33.58,33.06,34.25,32.56
32.99,34.00,34.37,32.65
33.64,32.63,33.69,32.45
32.40,31.75,32.57,31.05
32.31,32.82,32.88,31.91
32.45,32.42,33.17,31.84
32.48,31.22,32.57,30.52
31.17,30.96,31.90,30.96
31.08,31.49,31.58,30.39
31.65,32.37,32.59,31.47
33.36,34.25,34.26,33.03
34.25,34.09,34.37,33.54
33.29,33.02,33.48,32.68
33.89,33.40,33.97,33.14
32.82,32.22,33.59,31.70
31.91,32.93,33.26,31.61
32.64,33.50,33.55,32.41
33.44,33.65,33.87,32.97
32.72,31.69,32.72,31.53
31.19,30.89,32.67,30.64
31.13,30.83,31.37,30.39
30.84,28.99,30.99,28.69
29.45,28.60,29.55,27.34
29.12,27.94,29.64,27.77
28.34,29.07,29.22,27.57
27.65,27.63,28.32,26.76
27.89,25.82,28.00,25.22
25.16,25.72,26.12,23.77
26.13,28.39,28.71,25.80
29.69,29.03,30.22,28.14
28.20,27.27,29.35,27.24
27.95,28.76,28.83,27.17
28.45,29.87,30.43,28.19
31.41,30.97,31.51,29.88
31.18,32.37,32.63,31.16
31.71,31.65,32.13,30.95
30.61,30.67,31.26,29.97
31.41,32.24,32.26,29.97
32.51,31.38,33.04,31.27
30.94,29.26,30.94,28.61
28.58,28.36,28.64,27.22
27.74,27.86,28.47,27.00
27.88,28.09,28.94,27.44
27.50,27.91,28.17,26.71
28.60,28.73,29.32,28.28
29.61,28.64,29.61,28.27
29.41,30.42,31.13,29.24
30.77,29.18,30.77,28.36
28.83,29.85,29.86,28.37
30.77,31.62,31.99,30.77
31.22,29.89,31.37,29.77
28.86,29.84,30.05,28.76
29.71,30.26,30.57,29.14
31.05,29.73,31.09,29.60
29.80,29.50,30.54,28.81
29.67,29.19,29.67,27.85
29.13,31.05,31.07,28.94
30.89,31.87,31.94,30.51
32.33,32.43,33.57,31.89
32.38,32.71,33.04,31.40
32.15,30.75,32.18,30.60
31.35,32.06,32.39,30.46
31.78,31.98,32.12,31.03
32.75,33.54,33.86,32.74
32.79,33.22,33.55,32.59
32.57,32.49,32.78,31.92
32.75,33.79,33.95,32.68
34.27,34.06,34.42,33.05
34.48,34.47,34.99,33.81
34.20,34.16,35.04,33.68
33.81,33.74,34.53,33.64
33.33,32.55,33.46,32.28
31.87,32.34,32.38,31.20
31.54,29.69,31.76,29.24
29.11,30.05,30.16,28.82
30.57,30.78,31.07,30.11
30.71,31.41,31.68,30.37
30.56,30.86,31.15,30.43
31.22,30.00,31.53,29.94
29.57,30.17,30.55,29.47
30.55,31.26,31.49,30.26
30.94,31.01,31.45,30.58
31.95,31.76,32.27,31.40
32.09,32.23,32.59,32.08
32.53,33.64,34.01,31.95
33.72,32.95,33.77,32.74
33.18,33.07,33.22,32.57
32.70,32.15,32.77,31.98
31.04,32.57,32.60,30.86
32.99,34.34,34.63,32.78
34.00,34.72,35.11,33.64
34.83,35.20,35.59,34.20
35.28,36.04,36.20,35.28
35.82,35.08,35.92,34.60
35.55,36.49,36.50,35.05
36.89,37.11,37.57,36.28
36.74,35.75,37.09,35.66
36.04,36.11,36.58,35.12
36.00,36.44,36.92,35.53
35.73,35.21,36.06,35.07
36.06,35.59,37.34,35.02
36.32,35.17,36.79,34.70
34.96,35.50,35.94,34.94
35.10,35.24,35.52,34.63
35.44,36.35,36.36,35.41
36.31,36.39,37.11,35.92
36.97,36.37,37.48,36.13
36.16,35.21,36.35,35.10
35.96,36.12,36.58,35.82
36.15,36.02,36.43,35.50
36.07,35.26,36.53,34.96
34.67,34.85,35.05,34.15
35.18,35.62,35.72,34.87
35.37,35.70,36.09,35.06
35.94,35.33,36.07,35.21
35.93,36.28,36.79,35.76
36.59,35.64,36.66,35.54
35.40,35.88,35.92,34.82
36.14,35.75,36.58,35.52
34.96,35.48,35.52,34.74
35.19,35.44,35.50,35.05
35.49,34.65,35.70,34.52
35.18,35.95,35.96,34.91
36.29,37.49,37.53,36.12
37.95,37.72,38.62,37.59
37.07,37.48,37.84,36.88
36.90,36.52,37.21,36.37
36.12,36.17,36.89,35.99
36.03,36.67,36.71,36.03
36.36,36.52,37.18,36.17
36.20,35.90,36.24,35.17
36.18,36.90,36.95,36.18
37.70,36.75,37.84,36.73
36.62,36.87,36.92,36.15
37.08,36.79,37.08,36.29
37.03,36.95,37.17,36.69
35.05,35.09,35.97,34.88
34.87,33.99,35.21,33.78
34.69,35.07,35.11,34.33
35.56,36.31,36.58,35.33
36.36,35.87,36.36,35.44
35.90,36.29,36.64,35.70
35.55,35.68,35.80,35.19
35.57,36.24,36.27,35.43
36.60,36.13,37.09,35.77
36.77,35.98,36.91,35.51
36.17,35.96,36.52,35.92
36.63,37.12,37.41,36.56
37.18,36.56,37.28,35.85
37.17,36.65,37.19,36.41
36.79,36.80,37.15,36.63
36.72,36.89,37.22,36.56
36.68,36.37,36.80,36.19
36.02,36.02,36.38,35.53
36.02,35.25,36.57,35.19
35.45,35.03,35.45,34.77
34.66,34.50,34.84,33.99
34.31,34.91,34.93,34.05
35.01,34.85,35.50,34.32
34.75,35.23,35.54,34.66
34.81,35.72,35.79,34.69
35.29,34.39,35.31,34.30
34.59,34.45,34.96,33.89
34.56,34.05,34.65,33.20
33.79,33.20,34.05,33.05
33.14,33.35,33.50,32.71
33.75,33.48,34.24,33.39
33.70,34.03,34.36,32.91
34.10,33.85,34.51,33.80
34.11,34.92,35.22,33.94
35.00,35.18,35.37,34.65
35.32,35.36,35.53,35.09
35.20,35.84,36.05,34.72
35.75,35.58,35.86,35.44
35.81,35.95,36.17,35.56
35.79,36.11,36.21,35.45
35.67,35.57,35.83,35.19
35.49,35.71,35.93,35.33
35.48,35.75,36.12,35.30
35.67,35.74,35.97,35.47
35.75,35.34,36.06,35.04
35.27,35.99,36.00,35.06
36.01,35.63,36.21,35.55
35.36,34.48,35.57,34.38
34.24,33.85,34.57,33.62
34.24,34.25,34.40,33.97
34.36,35.06,35.06,34.23
35.24,35.53,35.68,35.07
35.89,37.25,37.50,35.80
36.85,36.08,37.25,36.08
35.85,36.64,36.87,35.47
35.99,34.75,36.04,34.55
34.57,33.87,34.98,33.69
34.04,33.92,34.58,33.87
33.27,33.80,33.88,33.27
34.10,33.54,34.23,33.24
33.41,33.10,33.51,33.02
33.50,33.92,33.99,33.30
34.49,34.03,34.67,33.73
33.79,33.02,33.92,32.77
33.62,33.62,34.32,33.50
33.10,33.19,33.30,32.79
33.37,34.70,34.76,32.75
34.78,35.55,35.98,34.75
35.86,35.74,36.03,35.27
35.91,36.09,36.16,35.26
36.25,35.56,36.27,35.43
36.14,36.20,36.52,35.80
36.40,35.60,36.49,35.41
35.54,35.34,35.78,35.25
35.66,36.04,36.22,35.66
35.94,35.74,36.24,35.53
35.57,35.59,35.81,35.19
35.21,35.45,35.81,35.01
35.80,35.18,35.99,35.11
35.09,35.27,35.42,34.81
35.80,35.09,35.80,34.98
35.40,35.91,36.64,35.37
35.54,35.92,36.36,35.30
35.62,35.74,35.98,35.43
35.71,35.38,35.94,34.94
35.18,34.28,35.58,34.26
33.75,35.13,35.27,33.75
35.34,35.88,36.32,35.06
35.81,35.50,36.09,34.97
35.38,34.47,35.47,34.32
34.82,35.15,35.20,34.24
35.54,36.85,37.26,35.52
36.89,37.32,37.43,36.40
37.19,37.08,37.70,36.67
37.69,37.48,37.77,37.10
37.28,37.42,37.88,37.00
37.51,37.58,38.10,37.00
37.13,37.32,37.80,36.88
37.01,36.15,37.26,36.13
35.97,36.10,36.18,34.91
36.71,37.47,37.85,36.67
37.41,36.61,37.90,36.55
36.98,35.34,37.17,35.22
35.33,35.00,35.67,34.90
35.92,36.30,36.32,35.75
36.38,35.76,36.44,34.91
35.56,36.22,36.53,35.28
36.04,35.95,36.16,35.62
36.24,34.88,36.48,34.81
34.17,34.67,34.93,33.91
35.98,38.16,38.92,35.98
39.12,38.87,40.09,38.47
38.53,38.82,39.16,38.41
39.29,39.50,40.38,39.19
