UYG,ProShares Ultra Financials,NASDAQ
90.00,92.86,93.02,89.97
93.66,94.56,95.35,92.89
94.56,94.65,94.73,93.71
94.08,93.47,94.89,92.94
93.70,93.83,94.62,92.65
92.67,92.28,94.75,91.75
93.37,93.37,94.77,92.50
94.08,92.58,94.08,92.42
92.86,93.22,93.26,91.99
94.20,94.80,94.88,93.89
94.29,93.78,94.30,93.77
93.36,93.29,93.86,92.55
93.21,93.57,93.57,93.05
94.77,93.90,94.77,93.72
94.24,92.26,94.24,92.04
92.32,91.70,92.66,91.12
92.19,92.42,92.71,91.64
94.25,93.83,94.74,92.48
94.31,95.90,96.03,94.00
95.47,94.73,95.52,93.27
95.39,95.35,95.89,94.55
94.50,93.81,94.83,93.79
94.01,94.00,95.00,93.40
93.94,94.56,94.56,93.23
93.69,93.65,93.95,92.04
94.52,94.35,95.89,93.77
