RYU,Guggenheim S&P 500 Equal Weight Utilities ETF,NASDAQ
63.43,62.32,63.63,62.32
61.51,60.43,61.98,60.41
60.28,60.59,60.68,59.43
59.77,60.57,60.76,59.77
60.80,61.29,61.33,60.52
61.50,61.91,62.05,61.50
62.50,62.21,62.82,62.14
62.40,62.48,62.58,62.40
63.04,61.67,63.04,61.54
61.71,61.63,62.05,61.47
61.49,61.59,61.75,61.30
61.72,61.26,61.72,60.89
61.56,62.17,62.31,61.56
62.46,62.63,62.72,62.45
62.74,62.92,63.15,62.49
63.57,64.01,64.01,63.57
64.03,63.91,64.03,63.85
64.11,65.04,65.04,64.03
64.95,64.75,64.95,64.46
64.88,64.66,65.07,64.63
65.06,65.30,65.30,65.06
65.21,65.23,65.30,65.06
65.37,65.34,65.51,65.21
65.40,65.50,65.51,65.30
64.86,64.42,64.86,64.41
64.60,65.19,65.19,64.60
64.96,64.93,64.96,64.72
64.60,65.34,65.58,64.60
65.86,65.56,65.92,65.39
65.31,65.26,65.39,65.26
65.39,65.71,65.71,65.39
65.50,65.66,65.67,65.41
65.45,65.42,65.55,65.41
65.13,64.99,65.20,64.97
64.74,65.27,65.27,64.74
65.23,65.37,65.42,65.08
65.22,64.89,65.22,64.88
64.69,64.56,64.69,64.42
64.40,64.20,64.40,64.20
64.00,63.96,64.03,63.59
63.28,63.15,63.39,63.13
63.00,62.46,63.00,62.26
62.24,61.88,62.43,61.88
62.00,62.47,62.74,62.00
61.99,61.84,62.18,61.81
61.83,62.22,62.30,61.74
61.80,62.65,62.65,61.80
62.83,62.35,62.83,62.34
61.79,62.16,62.30,61.79
62.03,62.18,62.29,62.02
62.34,62.01,62.34,61.95
62.01,61.95,62.24,61.90
62.32,61.32,62.32,61.24
61.17,61.41,61.41,60.84
61.41,61.09,61.49,61.02
61.65,61.46,61.81,61.45
61.99,61.79,61.99,61.52
62.00,62.09,62.09,61.92
61.73,61.68,61.76,61.68
61.71,61.54,61.88,61.54
61.91,61.89,61.98,61.87
62.32,62.10,62.67,62.10
62.44,62.38,62.51,62.34
62.37,63.91,64.01,62.34
64.15,63.76,64.21,63.76
63.35,62.26,63.35,62.26
62.23,63.01,63.09,62.10
62.90,62.95,62.95,62.90
62.75,62.56,62.76,62.56
62.76,62.41,62.76,62.38
62.32,62.08,62.32,61.95
61.70,61.90,61.98,61.70
62.14,62.27,62.41,62.14
61.95,62.14,62.33,61.95
61.51,61.62,61.83,61.51
61.00,61.68,61.68,61.00
61.68,61.53,61.77,61.53
61.60,62.01,62.01,61.57
62.33,62.13,62.48,62.00
62.34,62.85,62.85,62.04
63.08,63.16,63.17,63.07
62.48,62.94,62.94,62.48
63.00,62.20,63.00,62.17
62.26,62.67,62.72,62.23
62.62,63.92,63.92,62.61
64.10,64.13,64.27,63.98
64.19,63.80,64.19,63.80
64.22,64.69,64.82,64.22
64.53,64.65,65.26,64.53
65.00,64.55,65.00,64.33
64.93,65.31,65.31,64.93
65.25,65.24,65.38,65.06
65.27,65.37,65.39,65.14
65.17,64.94,65.22,64.94
64.18,64.65,64.65,64.18
64.95,64.95,64.95,64.95
65.02,65.11,65.17,64.93
64.91,64.77,65.20,64.77
65.33,65.39,65.39,65.30
65.61,64.81,65.61,64.81
64.29,64.32,64.32,63.57
64.34,64.53,64.76,64.34
64.06,63.95,64.06,63.95
63.83,64.09,64.18,63.63
64.82,64.86,64.92,64.82
64.84,65.11,65.16,64.81
65.35,65.18,65.35,65.07
64.92,64.84,64.93,64.76
64.58,64.39,64.58,64.39
64.14,64.20,64.44,64.14
64.16,64.25,64.27,64.15
64.96,63.87,64.96,63.87
63.51,63.23,63.59,63.23
63.46,63.23,63.46,63.11
63.27,63.22,63.47,63.22
62.27,63.03,63.21,62.27
62.93,63.28,63.28,62.51
62.95,63.29,63.29,62.95
63.51,62.97,63.51,62.97
63.42,63.70,63.70,63.30
63.76,63.54,63.76,63.51
63.21,63.02,63.21,63.02
62.63,62.46,62.63,62.46
62.57,62.50,62.66,62.40
62.32,62.36,62.44,62.25
61.75,62.65,62.99,61.75
62.70,62.75,62.75,62.58
62.74,63.54,63.54,62.74
62.64,63.09,63.09,62.64
62.46,62.95,63.12,61.31
62.56,62.98,63.13,62.56
63.06,63.07,63.20,63.06
63.01,62.86,63.01,62.86
62.90,63.12,63.18,62.90
63.04,63.18,63.26,63.04
63.31,63.26,63.40,63.17
63.30,62.42,63.30,62.42
62.25,62.25,62.47,62.11
62.45,62.33,62.45,62.25
62.65,62.66,62.75,62.65
62.50,62.46,62.65,62.40
62.48,62.52,62.52,62.38
62.86,63.28,63.43,62.86
63.09,62.70,63.21,62.65
63.05,62.93,63.05,62.93
62.87,62.82,62.97,62.82
63.04,63.20,63.20,62.76
63.08,63.16,63.27,63.08
63.07,63.67,63.67,63.07
63.58,63.73,63.79,63.58
63.35,63.46,63.50,63.28
63.42,62.81,63.42,62.81
62.80,63.01,63.01,62.75
63.07,62.97,63.07,62.79
62.92,62.81,63.03,62.81
63.19,63.75,63.75,63.19
64.09,64.17,64.26,64.08
64.04,63.07,64.35,63.06
62.91,62.88,63.05,62.78
62.57,62.72,62.86,62.57
62.90,63.16,63.17,62.82
63.51,63.59,63.59,63.34
63.39,63.93,63.93,63.27
63.80,64.67,64.82,63.80
64.78,64.72,64.80,64.70
64.37,65.48,65.48,64.37
65.55,65.84,65.84,65.55
66.17,66.14,66.20,66.06
66.42,65.84,66.42,65.84
66.04,66.47,66.62,66.04
66.87,66.45,66.87,66.45
66.80,66.68,66.80,66.62
66.39,66.26,66.77,66.26
66.80,66.09,66.80,66.09
65.83,66.04,66.21,65.64
66.48,66.56,66.56,66.41
66.21,66.04,66.21,65.82
66.53,66.37,66.53,66.29
66.20,66.00,66.20,66.00
66.32,65.81,66.32,65.69
65.64,65.78,65.78,65.43
65.53,65.69,65.83,65.53
65.56,65.47,65.70,65.44
65.50,66.17,66.17,65.50
66.51,66.81,66.84,66.51
66.87,67.16,67.31,66.87
67.28,67.55,67.69,67.16
67.80,67.75,67.88,67.50
67.76,66.88,67.76,66.88
66.31,66.96,66.96,66.31
67.05,67.00,67.54,67.00
66.90,67.24,67.24,66.90
66.94,67.49,67.54,66.94
67.58,67.41,67.70,67.40
67.02,67.85,67.86,67.02
67.89,67.89,67.89,67.73
68.34,68.74,68.90,68.34
68.96,68.35,68.96,68.26
68.63,68.45,68.63,68.19
68.30,68.69,68.73,68.30
68.70,69.05,69.64,68.70
69.22,68.85,69.42,68.83
68.50,69.56,69.64,68.50
69.61,69.46,69.64,68.91
69.61,69.33,70.05,69.17
69.35,69.09,69.45,69.02
69.31,69.64,69.80,69.11
69.69,70.49,70.49,69.69
70.84,71.16,71.16,70.61
71.30,70.57,71.30,70.46
70.89,70.33,70.89,70.10
70.14,70.49,70.49,70.13
70.69,70.49,71.03,70.40
70.39,70.80,70.96,70.39
70.52,71.27,71.29,70.52
71.56,71.74,71.76,71.18
71.79,71.52,71.84,71.37
71.99,72.13,72.14,71.81
72.39,72.32,72.41,71.77
72.51,71.11,72.51,70.81
71.35,71.67,71.71,71.13
72.06,71.39,72.06,71.32
71.54,72.38,72.38,71.53
72.35,71.93,72.53,71.81
71.72,71.08,71.80,71.07
71.13,70.48,71.47,70.48
70.74,70.64,70.88,70.43
70.92,71.10,71.33,70.64
71.78,70.89,71.78,70.79
71.41,71.17,71.41,70.63
71.17,70.31,71.17,70.24
70.39,70.13,70.57,69.80
70.10,69.80,70.10,69.74
70.10,70.59,70.68,70.10
70.71,70.52,70.71,70.45
70.87,70.93,71.16,70.87
71.92,71.44,71.92,70.96
71.50,71.42,71.50,71.10
71.74,72.00,72.00,71.45
72.08,71.81,72.08,71.70
72.00,72.04,72.14,71.71
71.98,72.04,72.04,71.72
72.25,72.57,72.60,72.00
72.90,72.38,72.90,72.32
72.32,71.97,72.44,71.86
72.00,71.76,72.13,71.65
71.97,71.21,71.97,71.03
70.88,71.20,71.20,70.31
71.29,71.57,71.70,71.29
71.80,72.18,72.55,71.80
72.14,72.14,72.21,71.85
72.78,73.35,73.41,72.67
73.54,74.05,74.13,73.54
73.65,73.30,73.66,73.30
73.68,73.27,73.69,73.08
73.55,73.42,73.63,73.30
73.47,73.66,73.66,73.34
73.56,73.88,73.88,73.46
73.98,74.09,74.18,73.70
74.10,74.59,74.73,73.98
74.60,74.05,74.60,74.01
74.08,72.81,74.08,72.72
72.66,72.28,72.66,72.00
72.04,72.59,72.87,72.04
72.60,72.99,73.04,72.60
73.14,72.86,73.14,72.53
72.73,73.31,73.34,72.73
73.34,72.90,73.34,72.78
73.00,72.23,73.00,72.22
72.38,72.54,72.59,72.32
72.53,72.77,72.80,72.38
72.65,72.08,72.84,72.08
72.15,72.83,72.83,71.99
72.60,72.74,72.92,72.39
72.89,72.80,72.89,72.74
72.64,72.65,72.75,72.55
72.95,72.95,72.98,72.53
72.80,72.32,72.80,72.31
72.38,73.32,73.43,72.38
74.89,73.48,74.90,73.33
74.00,72.26,74.00,72.26
72.00,71.05,72.17,71.03
70.96,71.28,72.00,70.96
71.34,70.95,71.34,70.24
70.67,70.30,70.95,70.10
70.14,69.36,70.14,69.21
69.46,69.81,70.03,69.17
69.94,70.96,70.96,69.94
71.23,70.86,71.35,70.79
70.84,70.92,71.13,70.77
71.00,71.15,71.34,70.78
71.44,71.70,71.78,71.38
71.90,71.96,72.28,71.75
72.24,71.77,72.24,71.70
71.94,72.58,72.58,71.90
72.57,72.77,72.80,72.40
72.81,72.90,73.07,72.79
72.97,72.80,73.04,72.49
72.98,73.15,73.38,72.93
73.22,72.45,73.23,72.44
72.51,72.99,73.00,72.51
73.17,73.60,73.60,73.17
73.73,74.13,74.13,73.60
74.15,73.26,74.15,73.11
73.54,73.75,73.89,73.54
73.77,73.68,73.77,73.42
74.10,74.51,74.56,73.91
74.55,74.20,74.55,73.85
74.02,73.29,74.02,73.29
73.31,73.00,73.37,72.75
73.12,73.65,73.65,72.94
73.43,72.32,73.43,72.22
72.49,72.52,72.76,72.37
72.39,73.38,73.50,72.39
73.44,73.29,73.71,73.10
73.61,72.83,73.61,72.70
72.08,72.60,72.60,71.82
72.50,72.15,72.50,72.04
72.37,71.84,72.55,71.84
72.19,71.56,72.19,71.56
71.79,71.22,71.79,71.05
71.48,71.16,71.48,70.53
70.88,71.60,71.60,70.88
71.68,71.73,72.17,71.53
71.78,71.89,72.34,71.78
71.94,71.86,72.18,71.66
72.08,72.39,72.39,71.56
72.39,72.27,72.63,72.03
72.13,72.02,72.81,72.02
72.17,73.46,73.50,72.02
73.50,72.16,73.75,72.16
72.26,72.35,72.95,72.26
72.66,72.15,73.04,72.15
72.60,72.84,73.32,72.17
73.09,72.00,73.50,70.74
71.11,72.04,72.10,70.78
72.49,72.44,72.57,71.73
72.83,73.51,73.52,72.58
73.83,73.78,73.95,73.41
73.98,74.22,74.79,73.80
74.75,74.24,74.75,74.17
74.57,74.98,75.05,74.35
75.14,74.90,75.16,74.61
75.20,75.45,75.45,74.67
76.21,75.19,76.21,74.50
75.19,76.57,76.58,75.19
77.28,76.72,77.28,76.29
76.92,77.24,77.46,76.75
77.35,76.50,77.36,76.40
76.59,78.20,78.20,76.59
78.11,76.52,78.12,76.44
76.57,77.37,77.37,76.50
77.60,77.72,77.75,77.12
77.91,77.49,77.91,77.21
77.81,76.60,77.81,76.16
76.56,76.20,76.83,76.08
76.09,76.02,76.20,75.78
75.98,76.87,76.93,75.77
77.25,77.14,77.34,76.74
77.47,76.94,77.47,76.74
77.36,76.78,77.36,76.62
77.73,77.20,77.73,76.59
77.60,76.51,77.60,76.50
76.73,76.47,76.73,76.06
76.62,76.93,77.07,76.62
76.79,77.61,77.88,76.79
77.03,77.50,78.05,76.99
77.63,77.94,78.10,77.24
77.94,77.69,77.94,77.30
77.63,77.60,77.86,77.25
77.15,77.14,77.26,76.81
77.10,77.45,77.82,77.10
77.15,77.58,77.67,77.09
77.55,76.45,77.82,76.45
76.84,77.15,77.67,76.84
77.00,76.14,77.08,76.09
76.70,75.60,76.70,75.19
75.66,75.66,76.77,75.25
75.93,77.06,77.15,75.89
77.67,78.32,78.32,77.28
78.42,77.97,78.49,77.77
78.39,78.32,78.39,77.59
78.13,78.63,78.97,78.13
78.54,79.85,79.87,78.54
79.98,80.79,80.89,79.98
81.00,81.52,81.79,81.00
81.50,81.26,81.50,79.89
80.45,78.57,80.63,78.57
79.07,79.09,79.12,78.20
79.70,77.82,79.70,77.65
79.24,77.68,79.24,77.59
78.50,78.40,78.70,77.62
79.14,79.13,79.32,78.85
79.46,78.37,79.46,78.25
78.82,78.51,78.82,77.99
79.43,78.65,79.72,78.29
78.43,79.39,79.39,78.23
79.74,79.80,80.08,79.38
79.98,80.58,80.58,79.72
80.97,80.59,80.97,79.95
80.63,81.38,81.44,80.00
81.63,81.09,81.79,80.47
81.33,81.17,81.55,81.00
81.46,81.26,81.46,80.54
81.50,81.10,81.50,80.86
81.32,80.36,81.93,80.24
80.53,81.25,81.39,80.00
80.83,79.80,81.13,79.80
80.16,80.54,80.58,79.24
80.53,81.18,81.29,80.32
80.51,80.44,81.43,80.31
80.74,81.20,81.35,80.54
81.12,78.60,81.12,78.16
78.68,78.05,78.82,77.78
78.38,79.66,79.69,77.58
79.49,78.18,79.49,77.98
78.19,77.83,78.19,77.65
77.83,76.86,77.91,76.37
76.56,76.78,77.29,76.30
76.86,78.02,78.02,76.58
77.74,77.30,77.89,77.14
77.27,77.40,77.41,76.45
77.55,77.72,77.72,77.22
77.60,77.93,78.28,77.28
77.92,76.90,77.92,76.76
76.91,76.43,76.91,76.36
76.32,76.34,76.74,76.16
76.41,75.12,76.41,74.80
75.01,75.66,75.67,74.80
75.54,75.08,75.54,74.88
75.21,75.66,75.88,75.21
74.88,73.56,74.88,73.35
73.75,73.65,73.95,73.51
73.28,73.37,73.98,73.05
73.45,72.93,73.45,72.90
73.07,74.22,74.42,73.07
74.09,73.48,74.09,72.91
73.85,74.50,74.86,73.85
74.35,74.54,74.84,74.35
74.59,76.47,76.71,74.35
76.20,75.67,76.78,75.58
75.23,75.66,75.72,74.84
75.43,75.69,75.87,75.43
75.57,74.71,75.68,74.71
74.97,73.81,75.01,73.81
73.66,73.34,74.08,73.27
73.48,73.62,73.96,73.34
73.85,74.55,74.67,73.75
74.25,74.25,74.95,73.88
74.18,74.57,74.64,73.80
74.62,74.82,75.10,74.62
74.98,75.67,76.04,74.98
75.71,75.00,75.71,75.00
75.07,74.74,75.10,74.56
74.73,74.45,74.73,74.10
74.64,75.10,75.26,74.59
75.00,74.31,75.00,74.31
74.55,74.63,74.82,74.55
74.74,74.84,75.27,74.74
74.77,74.36,74.77,73.94
74.15,73.98,74.59,73.80
74.40,75.05,75.46,74.40
75.26,74.51,75.51,74.40
74.76,74.73,74.83,74.25
74.80,75.20,75.45,74.80
75.22,75.78,76.32,75.15
75.94,74.99,76.07,74.85
74.89,75.50,75.52,74.56
75.29,75.50,75.50,74.85
75.07,74.37,75.07,73.92
74.57,74.63,74.75,74.14
74.89,75.28,75.79,74.86
75.20,73.70,75.20,73.62
73.58,73.00,73.82,72.39
73.12,73.23,73.47,72.96
73.89,73.78,74.50,73.54
73.62,73.34,74.19,73.26
72.88,73.16,73.24,72.50
73.39,72.36,73.61,72.16
72.68,73.11,73.24,72.68
73.36,74.10,74.20,73.36
73.89,74.45,74.54,73.89
74.40,74.43,74.56,74.09
74.60,74.69,75.06,74.44
74.69,74.61,74.90,74.46
74.52,74.45,74.60,74.20
74.42,73.86,74.50,73.58
74.14,74.27,74.32,74.03
74.50,74.44,74.50,74.11
74.77,74.26,74.77,74.07
74.39,74.26,74.63,74.17
73.97,73.36,73.97,73.09
73.23,72.59,73.23,72.20
72.44,72.19,72.78,72.09
71.64,71.30,71.64,71.18
71.24,70.99,71.30,70.95
71.10,70.92,71.17,70.86
71.45,71.26,71.53,71.23
71.57,71.75,71.85,71.57
71.51,71.11,71.68,71.11
71.07,70.88,71.22,70.80
71.03,71.25,71.25,70.58
71.44,71.86,71.88,71.21
71.87,72.68,72.85,71.87
72.14,71.44,72.14,71.39
71.59,71.33,71.71,71.22
71.21,70.64,71.21,70.64
70.65,70.13,70.77,70.13
70.18,69.72,70.23,69.70
69.56,69.98,70.01,69.28
69.76,69.35,70.48,69.35
69.68,69.36,69.68,69.15
69.43,69.64,69.64,69.25
69.85,70.23,70.32,69.85
70.03,70.35,70.42,69.94
70.62,71.78,72.04,70.62
71.54,71.30,71.64,71.19
71.60,70.68,71.63,70.45
70.86,71.02,71.42,70.85
71.31,71.18,71.38,70.80
71.21,71.09,71.40,70.97
71.10,71.15,71.21,70.68
71.42,72.72,72.79,71.42
72.61,72.17,72.61,72.13
72.06,71.76,72.06,71.38
71.65,70.94,71.65,70.81
70.86,71.11,71.38,70.71
71.16,70.14,71.16,69.88
70.27,70.07,70.38,70.05
70.01,70.77,71.05,70.01
70.98,71.18,71.18,70.67
71.12,71.34,71.38,70.83
71.31,71.75,72.05,71.31
72.21,72.61,73.07,72.21
72.75,72.76,73.07,72.67
72.86,71.76,72.86,71.75
72.06,71.98,72.53,71.97
72.01,72.23,72.23,71.29
72.22,72.89,73.13,71.95
73.04,72.87,73.31,72.81
72.87,73.11,73.50,72.77
72.82,74.41,74.41,72.82
74.21,74.13,74.31,73.97
74.20,74.80,74.80,73.91
74.79,75.22,75.44,74.69
75.08,74.83,75.08,74.70
74.70,75.12,75.29,74.48
74.74,74.44,75.25,74.44
74.13,73.37,74.38,73.37
72.74,71.21,73.29,70.32
71.99,69.25,72.60,69.19
69.80,70.22,70.42,68.89
70.83,71.24,71.27,70.25
71.13,71.12,71.34,70.42
71.01,70.43,71.01,69.79
69.70,68.66,69.70,68.29
69.59,68.63,69.59,68.19
68.86,69.40,69.56,68.86
68.76,68.35,68.76,68.03
69.36,70.00,70.00,69.36
70.33,69.39,70.49,69.32
69.25,69.32,69.95,69.25
69.21,69.75,69.75,69.12
69.77,69.80,70.15,69.70
69.90,70.38,70.47,69.79
70.46,70.81,70.91,70.46
70.83,71.83,71.83,70.80
71.00,70.46,71.10,70.28
70.69,70.41,71.05,70.34
70.13,69.53,70.46,69.41
69.69,69.62,69.85,69.45
69.44,69.96,69.96,69.44
70.66,70.64,71.20,70.00
70.64,70.02,70.80,70.02
70.52,70.07,70.52,69.93
70.58,70.96,71.07,70.58
71.42,70.69,71.52,70.18
71.11,70.95,71.11,70.54
71.82,72.72,72.72,71.82
72.67,72.29,72.99,71.84
72.49,72.34,72.49,72.13
72.29,73.05,73.18,72.13
73.33,72.83,73.33,72.64
73.25,73.19,73.43,72.98
73.16,73.10,73.33,73.00
73.05,73.11,73.50,73.05
73.15,74.23,74.30,73.15
74.34,74.32,74.54,74.03
74.24,74.33,74.33,73.70
74.23,74.65,74.76,74.23
75.00,74.45,75.11,74.41
74.81,75.28,75.44,74.73
75.50,74.33,75.50,74.20
74.20,74.09,74.20,73.55
74.07,73.56,74.07,73.36
73.98,73.38,73.98,72.70
73.38,72.93,73.38,72.22
73.00,73.31,73.56,73.00
73.59,73.43,73.59,72.76
73.17,73.48,73.55,73.06
73.53,73.74,73.97,73.53
73.87,73.22,73.87,73.20
73.00,71.15,73.00,70.60
70.83,71.24,71.36,70.74
71.18,71.77,71.96,71.18
71.94,72.31,72.35,71.84
72.08,71.44,72.37,71.44
71.38,71.08,71.55,71.07
71.13,72.18,72.26,71.13
72.37,71.25,72.37,71.05
71.21,71.56,71.56,70.77
71.72,72.25,72.39,71.72
72.53,72.49,72.61,72.27
72.42,71.96,72.54,71.93
71.81,71.87,72.01,71.52
71.79,71.43,71.79,71.35
71.64,71.64,71.68,71.64
71.77,71.81,72.19,71.77
71.98,72.34,72.36,71.81
72.35,70.88,72.37,70.88
70.58,70.27,70.79,70.23
70.44,71.25,71.26,70.44
71.12,71.35,71.46,70.86
71.15,71.47,71.47,70.60
71.23,71.43,72.00,71.23
71.19,70.50,71.19,70.43
70.08,69.90,70.48,69.85
69.97,69.89,70.09,69.40
70.20,70.65,70.98,70.20
70.80,72.35,72.43,70.80
72.46,72.39,72.75,72.00
71.51,70.87,71.67,70.58
70.96,70.79,71.12,70.62
70.80,71.45,71.59,70.47
71.72,72.77,72.77,71.72
72.74,72.81,72.81,72.54
72.55,72.83,72.87,72.28
73.09,73.20,73.31,73.09
73.28,73.08,73.28,72.88
73.31,72.35,73.31,71.79
71.89,71.65,71.89,71.40
72.05,72.69,72.75,71.25
72.35,72.34,72.49,72.04
71.53,71.79,72.10,71.45
71.86,71.67,72.09,71.58
71.70,71.79,71.94,71.25
71.26,71.13,71.26,70.86
71.32,70.90,71.60,70.74
71.01,72.32,72.39,70.94
71.20,71.26,71.30,70.47
71.73,72.17,72.30,71.62
71.70,70.44,72.02,69.21
70.63,70.75,71.25,70.13
71.23,72.19,72.20,71.23
72.05,71.32,72.05,71.20
71.54,72.19,72.49,71.54
71.97,72.41,72.97,71.96
72.65,73.52,73.81,72.43
74.10,74.84,74.90,74.00
75.00,75.66,75.86,74.76
75.42,75.67,75.69,74.79
75.92,76.91,77.12,75.92
76.85,76.75,77.54,76.69
76.43,76.92,77.15,75.83
76.85,76.06,76.85,75.67
75.83,76.18,76.42,75.42
76.43,76.03,76.52,75.12
75.84,74.95,76.43,74.81
75.08,75.06,75.45,74.57
75.93,75.61,75.93,75.06
75.80,75.85,76.06,75.29
75.94,77.05,77.31,75.94
76.67,76.36,76.67,76.25
76.89,77.36,77.37,76.72
77.49,77.45,77.55,77.17
77.20,78.21,78.21,77.20
78.48,78.87,78.88,78.06
78.85,77.20,78.85,77.18
77.09,77.49,77.99,77.02
77.85,77.20,77.87,76.79
76.85,77.99,77.99,75.98
78.00,78.45,78.45,77.27
78.30,79.32,79.56,77.91
79.32,79.78,80.00,79.00
79.99,80.09,80.22,79.35
80.08,80.18,80.58,79.89
80.18,80.52,80.55,79.80
81.19,80.65,81.36,80.50
80.70,80.79,80.91,80.44
80.79,80.56,80.79,80.22
80.63,81.69,81.77,80.03
81.87,82.29,82.52,81.34
82.26,81.27,82.26,81.27
81.23,81.22,81.55,80.65
81.54,80.94,81.54,80.83
81.23,81.50,81.79,80.56
81.39,81.88,81.96,80.70
82.27,81.78,82.29,81.52
81.78,82.92,82.94,81.61
83.03,82.81,83.14,82.75
83.17,83.24,83.29,82.66
83.17,83.34,83.48,82.44
83.73,83.04,83.73,82.79
82.89,81.61,82.89,81.61
81.44,81.60,81.60,81.17
81.42,81.43,81.90,81.31
81.82,81.71,82.31,81.62
81.92,81.57,82.25,81.48
81.80,82.17,82.20,81.53
82.35,81.77,82.35,81.46
81.73,81.64,81.93,81.60
81.80,82.19,82.29,81.74
82.25,82.44,82.47,81.72
82.73,82.85,82.86,82.39
82.82,81.21,82.82,81.12
81.00,79.42,81.00,79.23
79.81,80.07,80.20,79.73
80.09,80.15,80.25,79.82
80.45,80.44,80.69,80.17
80.92,81.54,81.78,80.85
82.10,81.23,82.10,80.33
81.19,81.70,81.73,80.47
81.72,82.17,82.46,81.61
82.13,81.82,82.13,81.51
81.64,82.67,83.00,81.64
82.41,82.18,83.02,81.90
82.26,82.03,82.26,81.44
82.03,82.38,82.53,81.90
82.62,82.80,82.96,82.47
82.97,82.87,83.00,82.47
82.60,83.17,83.27,82.60
83.00,82.69,83.16,82.52
82.68,82.87,82.88,82.40
82.74,81.54,82.81,81.31
81.06,80.21,81.66,79.93
79.90,80.78,80.78,79.42
81.08,81.02,81.08,80.55
81.14,80.29,81.14,80.29
80.47,81.29,81.33,80.47
80.68,81.14,81.26,80.68
81.34,81.82,81.90,81.20
81.90,82.17,82.17,81.69
82.25,82.59,82.76,82.16
82.60,82.80,82.83,82.45
82.68,82.91,82.91,82.24
83.35,84.14,84.43,83.35
84.21,84.06,84.41,83.81
84.23,84.11,84.49,84.08
84.36,84.48,84.51,84.18
84.35,84.93,85.02,84.26
84.79,84.45,84.96,84.20
84.30,84.21,84.57,84.09
84.17,84.48,84.51,83.85
84.52,83.99,84.52,83.92
83.94,84.56,84.65,83.85
84.22,84.43,84.43,83.73
84.56,84.28,84.56,83.88
84.38,84.57,84.80,83.97
84.42,84.14,84.42,84.09
84.19,84.59,84.59,84.03
83.55,84.23,85.00,83.55
83.97,84.56,84.64,83.78
84.76,85.24,85.24,84.22
85.65,85.88,85.95,85.47
86.07,87.58,87.61,85.90
88.02,87.67,88.02,86.98
88.01,87.98,88.08,87.65
87.86,88.17,88.19,87.40
88.02,86.71,88.02,86.61
86.64,87.72,87.72,86.00
87.63,87.69,87.80,86.93
87.47,86.94,87.59,86.94
87.32,87.69,87.73,87.25
87.38,87.17,87.39,87.07
87.44,87.40,87.62,87.05
87.53,87.60,87.69,87.39
87.54,87.17,87.57,86.98
87.07,86.92,87.10,86.57
86.76,87.26,87.26,86.63
87.19,88.34,88.42,87.19
88.37,88.08,88.37,87.79
88.11,87.39,88.11,87.16
87.39,86.31,87.82,85.63
86.40,86.51,86.65,86.07
86.55,87.16,87.22,86.55
87.11,86.77,87.25,86.70
86.41,86.23,86.41,85.85
86.24,85.79,86.24,85.57
85.85,85.77,86.15,85.50
85.64,84.54,85.64,84.47
84.62,84.59,85.25,84.47
84.59,84.42,84.82,84.30
84.64,84.47,84.64,84.33
84.99,84.61,84.99,84.34
84.82,84.70,85.28,84.66
84.67,83.65,84.70,83.65
83.53,82.49,83.53,82.47
82.42,83.42,83.59,81.82
83.54,84.32,84.34,83.51
84.02,83.33,84.02,82.93
83.37,83.60,83.75,83.19
83.73,83.30,83.94,83.30
83.31,83.12,83.33,82.74
83.21,83.28,83.51,83.21
83.41,81.77,83.65,81.61
81.91,82.40,82.46,81.91
82.41,81.57,82.43,81.55
81.53,81.86,81.88,81.27
81.70,81.36,81.86,81.27
81.57,82.37,82.46,81.40
82.63,83.38,83.40,82.52
83.50,83.52,83.61,83.01
83.21,83.77,83.90,83.21
83.18,80.65,83.18,80.58
80.51,81.90,82.09,80.36
81.61,80.63,81.61,80.42
80.88,80.87,81.40,80.52
80.81,81.31,81.56,80.81
80.70,81.37,81.44,80.15
81.59,82.05,82.09,81.50
82.42,81.96,82.50,81.96
82.12,83.51,83.53,82.07
84.00,84.05,84.23,83.56
83.91,84.06,84.22,83.73
83.91,83.85,84.18,83.65
84.09,82.83,84.09,82.81
82.93,82.76,83.06,82.09
82.56,81.55,82.85,81.38
81.94,81.08,81.94,80.77
81.01,80.04,81.01,79.69
80.05,78.33,80.05,77.92
78.43,78.05,78.74,77.73
77.89,78.01,78.34,77.45
78.44,78.01,78.49,77.94
78.18,78.64,78.64,78.14
78.44,77.66,78.44,77.59
77.69,78.32,78.35,77.69
78.18,79.01,79.35,78.18
78.87,78.60,79.40,78.59
78.77,79.03,79.08,78.77
79.32,79.93,79.95,78.99
79.83,79.95,79.96,79.43
79.82,79.69,80.18,79.58
79.41,79.24,79.65,79.04
79.44,79.36,79.74,78.97
79.27,79.63,79.63,79.20
79.36,79.60,79.65,79.10
79.33,79.85,80.01,78.75
79.79,79.96,80.35,79.75
80.17,81.11,81.48,80.17
81.08,79.57,81.08,79.41
79.40,78.19,79.40,77.82
78.08,78.18,78.46,77.73
78.51,78.23,79.28,78.19
78.61,79.63,79.63,78.18
79.70,80.42,80.69,79.70
79.42,78.30,79.42,77.65
77.79,76.41,77.79,75.68
76.36,76.18,76.93,75.86
75.82,76.31,76.41,75.41
76.31,77.53,77.53,76.31
77.52,77.08,77.61,76.60
76.87,77.06,77.47,76.87
77.21,76.94,77.49,76.76
77.29,77.92,77.92,77.29
77.78,78.35,78.36,77.76
77.49,77.59,77.83,77.43
77.75,78.71,78.81,77.75
78.88,80.20,80.20,78.88
80.09,80.21,80.51,80.09
79.79,77.82,79.79,77.77
77.39,77.17,77.39,76.75
