POPE,Pope Resources - Limited Partnership,NASDAQ
69.18,69.30,70.00,67.21
68.61,69.49,69.49,68.61
68.35,70.02,70.02,67.81
70.12,68.04,71.00,66.27
68.70,70.47,70.50,67.70
69.81,69.45,70.44,66.92
69.00,70.00,70.00,69.00
69.45,68.00,69.45,67.42
68.53,67.24,68.53,65.68
67.28,70.30,70.75,67.28
70.40,71.41,72.28,70.40
72.29,71.97,72.29,71.97
71.35,71.00,72.29,71.00
71.10,71.15,72.00,71.00
71.61,70.46,71.61,70.46
71.03,71.00,71.03,70.63
72.00,71.25,72.00,71.00
71.90,70.88,71.90,70.88
70.41,68.95,70.41,68.95
70.25,71.00,71.00,70.25
71.00,71.00,71.00,71.00
71.25,72.20,72.50,70.56
72.00,72.00,72.00,71.95
70.73,71.98,71.98,70.52
70.28,72.00,73.00,70.28
71.16,72.02,73.07,71.02
71.98,71.01,71.98,71.01
70.40,70.25,71.88,70.25
70.00,70.72,70.72,69.95
70.54,70.00,70.55,69.05
69.52,69.00,70.00,69.00
65.11,68.69,69.00,65.11
68.80,68.51,68.80,68.51
67.97,67.97,67.97,67.97
67.69,67.60,68.00,66.72
67.75,69.35,69.35,67.75
68.80,68.65,68.80,68.50
67.12,66.90,67.12,66.90
66.41,67.00,67.00,66.41
67.00,67.00,67.00,67.00
65.00,66.00,66.96,65.00
66.00,68.48,68.89,65.98
67.37,66.34,67.37,66.11
66.77,67.68,67.68,66.77
67.74,68.31,68.31,67.74
69.87,67.49,69.87,67.48
68.35,67.37,69.14,67.37
67.79,67.90,67.90,67.00
67.00,67.00,68.00,66.95
66.50,64.43,66.86,60.28
63.75,63.00,63.75,60.07
63.01,65.60,65.92,63.01
65.54,65.54,65.54,65.54
65.53,65.51,65.56,65.50
63.44,66.00,66.00,63.44
65.99,65.87,65.99,65.50
65.51,65.85,66.00,65.51
65.75,65.75,65.75,65.75
66.00,65.93,66.00,65.93
65.93,65.93,65.93,65.93
65.67,65.99,66.00,65.35
65.32,65.97,66.00,65.32
65.30,66.00,66.00,65.30
65.95,66.50,66.50,65.95
66.50,66.19,69.71,65.97
66.50,66.54,66.54,66.50
66.74,66.74,66.74,66.74
68.03,66.98,68.03,66.98
66.02,66.31,66.31,66.02
69.39,68.27,69.39,67.00
67.99,67.69,67.99,67.69
67.24,67.24,67.24,67.24
66.50,66.50,66.51,66.50
65.61,66.45,66.50,65.61
66.45,66.45,66.45,66.45
66.00,64.50,66.00,64.50
65.67,65.10,66.40,64.99
63.01,66.45,66.45,63.01
65.20,67.28,67.28,65.20
66.00,65.55,66.00,65.26
65.71,67.39,67.63,65.32
66.72,66.96,67.00,66.01
66.96,66.96,66.96,66.96
67.00,67.00,67.00,66.99
67.00,67.00,67.00,67.00
67.00,66.15,67.00,66.15
66.91,66.59,66.91,66.57
66.99,66.38,67.93,66.38
66.38,66.38,66.38,66.38
66.15,66.00,66.15,64.06
67.75,67.77,67.77,67.75
66.71,66.65,68.05,66.65
68.00,68.00,68.00,67.97
68.00,68.00,68.00,68.00
67.30,67.30,67.30,67.30
67.44,68.30,68.60,67.44
67.93,69.30,69.65,67.93
69.34,69.00,69.34,68.00
69.25,68.00,69.25,67.96
68.93,68.37,68.93,68.37
68.05,68.05,68.05,68.05
67.16,67.80,68.04,67.16
66.85,66.86,67.05,66.85
67.50,66.78,67.50,66.78
68.10,67.00,68.10,67.00
68.05,68.05,68.05,68.05
67.00,67.01,67.01,67.00
67.55,67.55,67.55,67.55
68.10,67.01,68.10,67.01
67.05,68.10,68.10,67.05
67.11,67.50,68.09,67.02
67.50,68.09,68.09,67.09
66.95,66.45,67.00,66.41
66.50,66.74,66.90,66.50
67.95,67.95,67.95,67.95
66.50,66.50,66.50,66.50
66.36,67.47,67.91,66.36
67.70,67.65,67.70,66.86
67.49,67.10,67.61,66.99
67.43,66.78,67.60,66.78
67.78,67.30,67.78,66.80
66.81,66.76,67.78,66.70
67.48,67.03,67.48,67.03
67.00,67.00,67.00,67.00
66.97,66.10,67.00,65.51
64.55,65.06,67.00,64.35
65.30,66.25,66.96,65.30
67.54,65.50,67.62,65.07
65.50,65.50,65.50,65.50
65.60,66.09,66.99,65.60
66.02,67.70,67.70,65.30
66.95,67.00,67.00,64.69
65.44,65.71,65.71,65.44
65.50,66.00,66.00,65.00
66.00,67.00,67.00,63.24
66.48,66.21,66.48,64.17
66.31,66.30,66.31,66.21
66.30,65.20,66.30,64.20
65.17,65.50,65.57,65.15
65.50,66.00,66.00,65.50
66.40,66.29,66.49,66.29
66.03,66.03,66.03,66.03
66.50,66.50,66.50,66.50
66.11,66.84,66.84,65.36
66.88,66.15,67.01,65.65
66.11,66.50,66.50,66.11
66.25,66.54,67.42,66.25
66.54,66.54,66.54,66.54
67.62,66.54,67.62,66.54
67.00,67.01,67.09,66.82
66.60,67.25,67.25,66.60
67.47,67.47,67.47,67.47
67.60,67.21,67.80,67.21
66.60,67.24,67.50,66.60
67.47,67.50,67.50,67.47
67.48,69.00,70.00,67.48
67.21,67.06,67.21,67.06
67.86,67.86,67.86,67.86
67.85,66.11,68.00,65.21
67.00,67.71,67.71,66.94
67.71,65.50,67.71,65.25
65.77,65.42,66.72,65.42
65.49,65.18,66.03,65.18
65.51,66.83,67.03,65.51
66.11,67.32,67.49,66.11
66.97,67.46,67.47,66.97
67.00,66.49,67.37,66.49
66.54,66.57,66.57,66.51
65.79,67.99,68.00,65.79
67.50,68.00,68.00,67.50
67.90,67.46,68.00,67.01
67.80,67.80,67.80,67.80
67.40,67.90,67.90,67.40
67.94,68.50,68.50,67.94
69.00,68.86,69.00,68.00
65.56,68.12,68.94,65.56
69.00,68.86,69.00,68.86
68.00,69.00,69.00,68.00
69.00,68.95,69.00,68.90
70.00,68.44,70.00,67.66
69.45,69.45,69.45,69.45
69.45,69.00,69.45,69.00
69.00,69.00,69.00,69.00
69.00,69.00,69.00,69.00
67.55,67.88,67.88,67.55
68.74,68.74,68.74,68.74
67.55,68.70,69.00,66.05
68.70,68.70,68.70,68.70
68.70,68.70,68.70,68.70
69.49,70.14,70.48,67.60
70.50,68.00,70.50,68.00
68.53,69.77,69.95,68.53
67.22,67.22,67.22,67.22
67.49,67.05,68.44,66.50
67.54,67.54,67.54,67.54
67.00,68.94,68.94,67.00
68.94,68.00,68.94,68.00
68.45,68.64,69.00,68.45
68.64,68.64,68.64,68.64
68.64,68.64,68.64,68.64
67.64,67.59,67.64,67.59
67.59,67.59,67.59,67.59
69.74,69.50,69.74,68.76
68.07,68.07,68.07,68.07
67.80,69.00,69.40,67.77
68.76,69.70,69.70,68.76
66.77,68.18,68.34,66.77
68.18,68.18,68.18,68.18
68.00,68.05,68.50,68.00
68.90,69.50,69.70,68.90
69.46,69.00,69.46,68.17
68.51,68.51,68.51,68.51
68.54,68.51,68.54,68.51
68.30,68.30,68.30,68.30
69.41,69.41,69.41,69.41
68.53,68.50,68.53,68.50
68.50,68.25,68.50,68.25
68.25,68.36,68.36,68.25
69.44,69.49,69.49,69.44
69.49,69.49,69.49,69.49
68.97,68.97,68.97,68.97
68.35,68.35,68.35,68.35
69.38,69.48,69.50,69.00
69.48,69.48,69.48,69.48
69.53,69.25,69.53,69.00
68.68,68.47,69.01,68.47
68.50,67.81,68.50,67.81
68.01,68.03,68.33,68.00
68.50,68.31,68.50,68.31
68.33,67.75,68.33,66.60
67.75,67.75,67.75,67.75
67.75,68.25,68.55,67.75
68.25,67.26,68.25,67.26
67.26,67.26,67.76,67.25
67.75,67.25,68.00,67.25
68.00,67.49,68.00,67.49
67.56,67.56,67.56,67.56
67.60,67.25,67.60,67.25
67.27,67.50,67.50,67.27
67.50,67.50,67.50,67.50
68.39,67.51,68.39,67.51
68.95,68.50,68.95,68.50
68.64,68.60,68.64,68.40
68.50,67.25,70.26,67.25
67.51,68.00,68.00,67.51
70.23,68.51,70.23,68.51
68.51,68.00,68.52,68.00
68.03,66.00,69.50,63.94
65.05,65.85,66.00,65.05
65.50,66.52,66.52,65.25
67.00,67.00,67.13,67.00
67.96,67.95,67.99,67.95
67.50,67.60,68.00,67.01
67.00,67.96,68.00,67.00
68.00,67.60,68.00,67.02
67.04,67.95,68.00,67.04
67.04,67.00,67.83,67.00
67.07,68.00,68.00,67.05
68.49,68.29,68.57,68.15
67.56,68.05,68.20,67.56
69.14,68.45,70.00,68.45
68.55,68.50,68.65,67.50
68.50,68.50,69.75,68.50
67.76,68.50,70.00,67.50
68.50,68.50,68.50,68.05
68.00,68.50,68.51,68.00
68.50,69.72,69.72,68.04
68.97,68.50,69.71,68.50
68.50,68.50,68.68,67.97
68.94,68.01,70.00,68.01
69.78,69.28,69.78,69.28
68.54,68.24,68.54,68.24
68.50,68.25,68.50,68.00
67.75,68.50,68.75,67.75
68.01,67.72,68.75,67.35
67.18,67.18,67.18,67.18
68.24,68.24,68.24,68.24
68.25,67.10,68.40,67.01
68.23,68.24,68.24,67.61
68.24,68.24,68.24,68.24
69.40,70.00,70.47,68.99
70.00,70.18,70.20,69.50
70.03,70.20,71.00,70.00
70.20,70.20,70.92,70.20
69.90,68.50,69.90,68.04
68.60,68.60,68.60,68.60
69.99,69.89,69.99,69.41
69.95,68.61,69.95,68.61
68.60,68.00,68.96,67.50
67.31,67.50,68.00,67.31
68.00,67.21,68.00,67.21
67.08,67.00,67.11,66.50
67.79,67.20,67.79,66.50
67.25,67.25,67.25,67.00
67.25,67.46,67.50,67.25
67.33,67.11,67.62,67.11
67.10,67.10,67.25,67.00
67.95,67.50,67.95,67.10
67.50,67.50,67.75,67.50
68.54,67.30,68.54,67.20
66.76,67.50,67.50,66.76
66.50,67.35,67.45,66.50
67.50,67.50,67.87,67.50
67.47,67.50,67.55,67.47
67.45,67.50,67.54,67.45
65.85,66.83,67.47,65.85
65.85,67.40,67.40,65.85
66.48,66.48,66.48,66.48
67.00,67.10,67.23,67.00
67.10,67.10,67.10,67.10
67.10,67.10,67.10,67.10
67.10,67.10,67.10,67.10
67.75,67.55,67.75,66.93
66.76,67.02,67.02,66.76
67.02,67.02,67.02,67.02
68.00,68.00,68.00,68.00
66.95,68.20,68.20,66.94
67.49,67.54,67.54,67.49
67.26,68.13,68.13,67.26
67.97,68.09,68.22,67.97
67.25,67.00,67.30,67.00
67.00,67.00,67.00,67.00
67.00,67.00,67.00,67.00
66.16,66.16,66.16,66.16
66.30,66.55,66.55,66.30
66.50,66.15,66.50,66.11
66.11,65.95,66.21,65.85
66.12,65.95,66.12,65.90
66.00,66.05,68.20,66.00
66.05,66.05,66.05,66.05
66.77,66.77,66.77,66.77
66.10,65.88,66.10,65.88
65.88,65.88,65.88,65.88
65.85,65.85,65.85,65.85
65.25,65.25,65.25,65.25
65.30,65.35,66.95,65.30
65.35,65.35,65.35,65.35
66.00,66.00,66.00,66.00
65.30,65.30,65.30,65.30
65.95,66.00,66.00,65.88
66.00,66.00,66.00,66.00
65.23,67.00,67.00,65.20
65.91,65.30,65.96,65.30
66.02,66.02,66.02,66.02
66.02,66.02,66.02,66.02
66.00,66.00,67.00,66.00
67.00,67.00,67.00,67.00
66.02,67.92,68.25,66.01
67.95,67.95,67.95,67.95
67.95,67.95,67.95,67.95
68.00,68.00,68.00,68.00
68.00,68.00,68.00,68.00
67.00,67.00,67.00,67.00
66.00,67.38,67.38,66.00
66.25,66.80,67.00,66.06
66.53,66.51,67.50,66.35
65.80,65.82,67.40,65.80
65.82,65.82,65.82,65.82
65.35,65.50,66.45,65.35
66.39,65.61,66.50,65.61
65.47,65.50,65.80,65.20
65.80,65.51,65.80,65.51
65.50,65.34,66.15,65.21
65.50,66.21,67.50,65.20
67.10,65.31,67.10,65.26
65.31,65.31,65.31,65.31
66.10,66.10,66.10,66.10
66.86,66.23,66.86,66.22
65.20,65.29,65.89,65.20
65.30,65.31,65.91,65.30
66.00,66.05,67.17,66.00
66.90,67.06,67.06,66.51
65.48,66.48,67.10,65.48
65.71,65.36,66.50,65.36
66.00,65.85,66.49,65.20
65.25,65.99,67.50,65.25
65.31,65.31,65.31,65.31
65.20,66.00,66.00,65.20
67.45,65.31,67.45,65.31
65.31,65.45,65.45,65.31
65.20,66.99,66.99,65.20
66.99,66.00,66.99,65.46
65.25,65.60,65.62,65.25
65.58,62.35,65.58,62.35
63.80,65.20,65.20,63.80
64.57,64.57,64.57,64.57
63.63,63.63,63.63,63.63
63.70,63.72,63.72,63.50
63.55,63.00,63.55,63.00
63.28,63.28,63.28,63.28
62.85,62.50,63.05,62.50
65.21,60.25,65.21,60.25
63.10,63.10,63.10,63.10
61.12,62.15,62.15,61.12
60.50,60.57,61.00,60.00
60.00,60.00,60.00,59.55
59.00,59.00,59.00,59.00
62.20,61.80,62.20,60.00
60.15,61.07,61.07,60.15
61.50,60.60,61.74,60.60
62.73,61.00,62.73,59.30
59.08,60.60,60.87,59.08
62.00,61.00,62.00,61.00
61.49,61.50,61.50,61.49
60.40,60.40,60.40,60.40
60.59,63.27,63.27,60.40
62.49,62.50,62.50,62.49
62.95,62.95,62.95,62.95
62.95,62.95,62.95,62.95
60.70,60.70,60.70,60.70
62.94,61.05,63.00,61.00
61.50,61.75,61.85,61.50
63.00,63.00,63.00,63.00
62.96,63.00,63.00,62.96
62.97,61.95,63.00,61.50
61.50,62.25,63.00,61.50
63.00,63.00,63.00,62.96
62.30,62.50,63.89,62.30
63.05,63.05,63.05,63.04
63.89,63.89,63.89,63.89
62.97,62.97,62.97,62.97
63.66,63.62,63.66,63.39
63.62,63.62,63.62,63.62
63.50,62.30,63.57,62.30
62.30,62.30,62.30,62.30
62.85,62.85,62.85,62.85
63.60,63.10,63.60,63.01
63.05,63.60,63.60,63.05
62.80,62.80,62.80,62.80
62.70,62.70,62.70,62.60
62.70,62.70,62.70,62.70
62.50,62.50,63.00,62.50
62.50,62.55,62.60,62.50
62.59,62.63,63.38,62.55
62.68,62.60,62.97,62.50
63.60,63.87,63.89,63.60
63.50,63.77,63.77,63.50
63.50,63.20,63.51,62.65
63.65,63.22,63.65,63.22
62.75,63.00,63.08,62.75
63.89,62.30,63.89,62.30
62.10,62.02,63.76,61.88
62.00,61.95,62.00,61.95
63.25,62.48,63.25,62.48
62.50,62.50,62.50,62.50
62.26,62.34,62.34,62.23
62.34,62.34,62.34,62.34
63.46,63.46,63.46,63.46
63.46,63.46,63.46,63.46
62.50,62.50,62.50,62.50
63.00,63.00,63.00,63.00
63.20,63.23,63.24,62.99
63.50,62.75,63.50,62.75
63.00,63.49,63.49,63.00
63.50,63.33,63.50,63.33
63.33,63.25,63.33,62.50
63.80,63.22,63.80,63.20
62.75,62.75,62.75,62.75
62.75,62.75,62.75,62.75
62.75,62.75,62.75,62.75
63.88,63.50,63.88,63.50
63.85,65.00,65.00,63.85
65.00,65.00,68.06,65.00
65.28,65.50,65.50,65.25
66.80,66.80,66.80,66.80
68.25,64.92,68.25,63.00
63.55,63.55,63.55,63.55
64.25,64.00,64.98,63.72
66.58,64.00,66.58,64.00
63.72,63.72,63.72,63.72
63.72,63.72,63.72,63.72
63.72,63.72,63.72,63.72
64.50,64.50,64.50,64.50
64.50,64.50,64.50,64.50
64.75,64.60,64.75,64.60
65.95,64.00,65.95,63.70
65.05,65.05,65.05,65.05
65.05,65.05,65.05,65.05
65.00,65.00,65.00,65.00
65.00,65.00,65.00,65.00
65.25,65.50,65.95,65.25
66.00,63.94,66.00,63.94
68.00,64.51,68.00,64.51
64.51,64.51,64.51,64.51
64.96,65.00,65.00,64.96
67.35,67.35,67.35,67.35
67.50,66.05,67.50,65.67
66.11,66.00,67.31,66.00
66.96,67.55,68.50,66.65
68.01,67.76,68.01,67.75
68.00,68.50,68.50,68.00
67.08,67.88,67.88,67.08
68.00,68.00,68.00,68.00
68.00,68.00,68.15,67.05
68.95,68.50,69.00,68.46
68.55,68.60,68.60,68.50
68.80,68.74,68.80,67.60
68.70,69.00,69.00,68.70
69.00,68.00,69.00,67.50
68.04,68.05,68.61,67.75
68.05,68.05,68.05,68.05
68.05,68.05,68.05,68.05
68.05,67.93,68.05,67.81
68.00,67.52,68.50,65.80
68.00,68.00,68.00,68.00
68.00,68.00,68.00,68.00
65.86,68.25,68.25,65.86
68.00,68.00,68.01,68.00
68.00,68.00,68.00,68.00
69.16,69.38,69.38,69.16
70.05,68.46,70.05,68.46
69.50,70.00,70.10,69.50
69.99,70.00,70.00,69.99
69.70,70.02,70.33,69.70
70.25,70.25,70.25,70.25
69.68,68.50,70.00,68.50
68.50,68.50,68.50,68.50
69.48,68.53,69.48,68.50
69.00,69.00,69.00,69.00
70.00,70.00,70.00,70.00
68.28,68.03,68.28,66.55
68.03,68.50,68.55,68.03
68.51,69.62,69.62,68.50
68.17,68.17,68.17,68.17
69.00,68.00,69.00,68.00
68.00,68.00,68.00,68.00
68.00,68.00,68.00,68.00
66.50,66.50,66.50,66.50
66.45,65.90,66.45,65.50
66.00,65.56,66.00,65.50
65.50,65.50,65.50,65.50
65.45,65.50,65.50,65.45
65.39,65.38,65.39,65.00
65.00,65.45,66.00,59.95
64.55,65.00,65.00,64.55
65.95,65.95,65.95,65.95
65.15,64.53,65.95,61.08
64.53,64.53,64.53,64.53
64.53,64.53,64.53,64.53
64.97,64.97,64.97,64.97
65.00,66.07,66.07,65.00
66.00,66.00,66.00,66.00
66.28,66.25,66.28,66.25
66.25,66.25,66.25,66.25
66.25,66.25,66.25,66.25
66.25,66.25,66.25,66.25
66.25,65.50,66.25,65.50
65.50,64.00,65.63,63.95
65.50,65.40,65.63,62.75
63.10,63.10,63.10,63.10
63.00,63.51,63.95,62.80
64.00,64.00,64.00,64.00
64.59,65.50,65.50,64.59
65.43,65.00,65.43,65.00
64.56,64.00,64.78,64.00
64.00,64.00,64.00,64.00
64.00,64.00,64.00,64.00
64.75,66.00,66.85,64.75
68.08,67.00,68.08,67.00
69.95,70.00,70.22,69.95
70.00,70.00,70.50,70.00
70.00,70.00,70.24,70.00
70.04,70.04,70.04,70.00
70.00,68.20,70.06,67.12
69.99,70.25,70.25,69.99
69.00,68.51,69.00,68.51
69.99,70.25,70.25,68.47
67.15,70.25,70.25,67.15
65.50,66.75,67.05,65.50
66.75,65.76,68.00,65.76
65.98,67.00,67.00,65.98
67.50,68.00,68.00,67.50
67.50,67.50,67.51,67.50
69.43,67.14,69.43,67.14
67.00,67.21,67.25,67.00
67.50,67.67,67.67,67.50
67.50,67.01,67.50,67.00
67.00,67.00,67.00,67.00
68.00,68.72,68.72,66.12
67.49,67.50,67.50,67.49
66.32,68.00,68.00,66.32
66.33,67.21,67.24,66.33
67.50,67.75,67.75,67.50
67.75,67.75,67.75,67.75
66.04,66.05,66.05,66.04
66.05,66.05,66.05,66.05
67.00,67.00,67.00,67.00
66.85,65.81,66.85,65.81
66.80,67.00,67.00,66.79
67.00,67.00,67.00,67.00
63.88,66.97,66.97,63.88
66.97,66.97,66.97,66.97
66.97,66.97,66.97,66.97
66.97,66.97,66.97,66.97
67.50,65.50,67.50,64.50
65.50,64.55,65.50,64.55
64.20,62.88,64.55,61.35
63.00,60.68,63.00,60.00
61.45,61.50,61.50,61.00
61.60,61.50,62.50,61.50
61.50,60.62,61.50,60.00
60.00,60.00,62.00,60.00
59.00,59.30,60.20,59.00
61.00,59.58,61.00,59.58
59.43,59.83,60.00,59.26
59.50,59.50,59.70,59.00
59.00,59.00,59.35,59.00
59.00,58.45,59.34,58.15
58.25,58.33,58.75,58.25
58.50,60.75,60.75,58.50
59.80,62.65,62.75,59.80
62.65,62.65,62.65,62.65
64.50,61.85,64.50,59.40
61.84,63.67,63.68,61.00
62.05,62.50,62.50,60.01
62.48,67.00,67.00,62.48
65.03,65.97,65.97,64.25
65.97,65.97,65.97,65.97
64.80,64.20,64.80,63.95
64.19,64.45,64.54,63.96
60.00,61.88,63.64,60.00
61.39,59.35,61.82,59.03
59.50,59.48,60.50,59.45
59.69,59.69,59.69,59.69
60.00,59.50,60.65,59.00
59.30,60.40,60.41,59.13
59.50,59.00,60.12,59.00
59.00,59.00,59.00,59.00
59.00,59.00,59.00,59.00
60.00,60.00,60.00,60.00
59.25,59.25,59.25,59.25
60.00,63.00,63.00,59.75
62.98,60.32,63.00,60.32
60.60,64.00,64.60,60.60
64.25,64.25,64.25,64.25
65.00,65.00,65.00,65.00
64.29,64.29,64.29,64.29
65.00,61.90,65.00,60.52
64.07,64.07,64.07,64.07
63.83,63.83,63.83,63.83
64.24,64.24,64.24,64.24
63.99,64.50,65.65,63.99
65.00,65.15,66.39,65.00
66.00,64.55,66.10,64.55
68.75,65.99,68.77,65.99
66.10,64.56,66.10,64.50
65.61,64.50,65.92,64.49
64.50,64.50,64.50,64.50
61.15,65.26,65.50,60.96
66.00,62.82,66.20,61.21
61.35,61.33,61.35,60.00
61.33,61.33,61.33,61.33
62.24,60.88,62.24,60.88
60.40,60.53,60.53,59.75
60.25,59.82,60.70,59.75
59.85,62.90,62.90,59.85
62.45,61.98,62.45,61.98
60.54,62.75,62.75,60.54
60.01,61.00,61.00,60.01
61.00,61.00,61.00,61.00
61.00,61.30,61.30,61.00
64.47,62.68,64.47,60.73
61.17,61.02,61.80,60.00
59.75,58.69,61.01,58.69
58.69,61.00,61.00,58.69
58.73,58.73,58.73,58.73
59.16,62.88,62.88,59.16
60.38,59.20,60.38,59.12
59.97,59.98,59.98,59.97
59.00,58.10,59.42,58.10
58.02,56.84,58.17,56.84
56.09,56.09,56.09,56.09
56.00,53.50,56.00,53.22
53.50,53.94,54.26,53.50
54.00,53.56,55.00,53.56
53.91,54.38,54.38,53.54
54.00,53.50,54.00,53.31
53.03,52.81,54.00,52.81
53.00,52.59,53.00,51.50
52.50,52.10,52.50,52.10
55.00,52.00,55.00,51.99
52.50,52.45,59.18,52.45
54.00,53.28,57.00,52.00
54.00,54.06,55.46,53.74
55.45,54.59,56.53,54.52
54.59,56.26,56.26,54.58
54.98,54.98,54.98,54.98
53.60,57.15,58.67,53.60
56.13,57.00,57.00,55.62
56.24,55.00,57.00,55.00
55.19,58.00,59.00,55.19
58.00,55.26,58.64,55.16
66.44,56.06,66.44,55.06
55.51,56.10,56.37,55.25
58.00,56.93,58.00,55.61
56.80,57.40,57.40,55.66
56.37,56.25,56.37,55.61
56.20,56.26,56.26,56.20
56.76,55.85,56.76,55.85
57.77,60.48,60.68,57.70
59.15,59.95,60.50,58.25
58.27,58.31,58.31,58.27
58.61,57.55,58.66,57.48
57.15,57.15,57.15,57.15
57.91,61.35,62.60,57.79
61.28,63.00,63.00,61.28
62.14,64.31,64.31,60.11
62.75,63.25,63.74,62.75
63.20,63.00,63.20,61.01
62.82,63.48,63.48,61.42
63.40,63.02,63.40,62.84
64.30,65.32,65.40,64.07
64.00,65.11,66.00,64.00
65.11,66.60,66.60,64.50
65.50,66.50,66.50,65.50
66.59,66.20,66.59,65.00
66.30,66.50,67.47,66.00
66.59,67.89,68.68,66.59
67.25,68.70,68.70,67.25
69.31,68.80,69.66,68.80
68.00,69.46,69.46,68.00
69.70,69.84,70.00,69.70
68.48,68.44,70.06,68.05
67.26,67.68,68.32,67.00
67.96,67.96,67.96,67.96
64.75,66.50,66.50,64.75
65.85,63.10,65.85,62.62
62.04,64.90,64.90,62.03
67.05,64.60,67.05,63.37
65.00,63.85,65.00,63.80
64.88,63.80,64.88,63.80
63.57,63.55,63.80,61.43
63.54,62.13,64.46,62.00
62.73,62.73,62.73,62.73
62.50,62.65,62.65,62.50
62.76,62.01,62.76,62.00
62.81,62.81,62.81,62.81
61.67,62.41,62.84,61.67
64.00,63.96,64.00,63.96
63.50,63.44,63.50,63.32
62.50,62.43,62.50,62.18
62.57,62.57,62.57,62.57
62.91,62.50,62.91,62.50
62.55,62.48,62.80,62.30
62.50,63.72,63.99,62.50
62.30,64.00,64.00,62.30
62.72,63.16,63.82,62.66
63.16,63.16,63.16,63.16
62.21,62.21,62.21,62.21
62.16,63.99,63.99,62.16
62.47,63.40,63.40,62.47
63.23,63.91,64.00,63.23
64.00,64.17,65.02,63.31
69.25,62.78,69.25,62.78
64.00,68.83,69.26,63.99
67.72,65.19,67.72,65.18
65.19,65.19,65.19,65.19
65.19,65.19,65.19,65.19
62.76,61.73,63.01,61.71
61.71,61.71,61.71,61.71
62.00,62.00,62.00,62.00
61.44,61.94,62.38,61.44
61.30,63.79,63.79,61.30
62.17,64.20,64.20,62.17
63.37,65.03,65.78,63.37
65.06,65.06,65.06,65.06
65.06,65.06,65.06,65.06
66.59,64.75,66.59,64.75
65.96,65.70,66.11,65.28
64.36,66.00,66.70,64.36
65.20,65.00,65.80,65.00
65.45,65.00,66.30,65.00
65.27,65.00,65.82,65.00
65.50,64.46,65.95,64.09
64.00,64.00,64.53,62.66
65.11,65.20,66.00,65.00
65.50,65.60,65.96,65.40
66.06,67.71,67.99,65.50
68.82,67.71,68.82,67.71
67.03,66.40,67.51,65.56
66.07,66.45,66.45,66.07
66.28,66.13,66.28,66.13
66.13,66.13,66.13,66.13
68.95,64.01,68.95,64.01
64.01,64.01,64.01,64.01
64.51,64.51,64.51,64.51
65.00,64.50,65.00,64.50
65.48,65.43,65.48,65.43
65.85,65.85,65.85,65.85
65.85,65.85,65.85,65.85
65.85,65.85,65.85,65.85
64.36,64.31,64.36,64.31
67.00,66.75,67.00,65.03
64.73,66.00,66.00,64.73
64.51,66.05,66.60,64.51
65.50,65.50,65.50,65.50
65.40,65.92,65.92,65.40
65.28,65.28,65.28,65.28
65.05,65.20,65.20,65.05
66.60,66.60,66.60,66.60
66.60,64.93,66.60,64.93
65.50,65.15,65.50,65.15
65.50,65.50,65.50,65.22
65.50,65.50,65.50,65.50
64.91,65.34,65.91,64.80
63.82,63.39,64.98,63.39
64.20,64.00,64.30,63.99
64.00,64.00,64.00,64.00
64.48,64.48,64.48,64.48
63.80,63.30,64.50,63.30
63.50,63.30,63.65,63.30
63.30,63.30,63.30,63.30
63.30,63.30,63.30,63.30
64.00,65.00,65.00,64.00
65.00,65.00,65.00,65.00
65.00,65.00,65.00,65.00
64.80,64.00,64.80,64.00
64.28,64.00,65.50,64.00
63.93,63.91,63.94,63.91
63.30,65.72,65.72,63.30
65.51,65.00,65.90,65.00
65.18,66.00,66.00,65.18
65.96,65.50,66.00,65.50
65.33,66.95,67.80,65.33
66.95,66.95,66.95,66.95
66.36,66.72,66.72,66.36
66.71,66.21,66.71,64.54
65.49,66.00,66.00,65.49
64.50,66.24,66.25,64.50
64.50,65.40,65.52,64.50
64.51,66.25,66.25,64.51
64.50,65.75,65.79,64.50
66.00,66.50,66.50,64.90
65.35,66.00,66.00,65.00
65.33,65.00,65.33,65.00
64.65,65.04,66.00,64.65
65.00,65.20,65.20,65.00
65.20,65.20,65.20,65.20
64.60,65.52,65.52,64.60
65.55,65.00,65.90,65.00
65.00,65.00,65.90,64.75
65.00,65.00,65.00,65.00
64.00,64.19,64.19,64.00
64.15,64.33,64.35,63.90
64.05,64.48,64.52,64.05
64.45,64.45,64.45,64.45
64.50,64.85,64.85,64.50
64.55,64.57,64.57,64.50
64.57,64.57,64.57,64.57
65.00,65.00,65.00,65.00
65.99,66.00,66.00,65.95
65.15,64.50,65.15,64.40
64.50,64.50,65.00,64.50
64.64,64.70,64.75,64.50
64.62,64.62,64.62,64.62
64.75,64.25,64.75,64.25
64.25,64.25,64.25,64.25
64.50,64.50,64.50,64.40
64.96,65.00,65.00,64.75
64.25,65.50,65.70,64.25
64.57,66.00,66.10,64.57
64.95,65.90,65.90,64.95
66.35,66.00,66.35,65.00
65.55,67.00,67.00,65.55
67.10,66.00,67.10,66.00
65.64,66.00,66.00,65.40
66.85,67.05,67.05,66.85
66.50,67.05,67.05,66.50
64.70,66.72,66.85,64.70
67.00,66.53,67.00,66.53
66.05,66.00,66.20,65.55
66.95,66.30,66.95,65.50
66.80,66.30,66.80,65.75
