BTI,British American Tobacco  Industries,NASDAQ
105.04,103.75,105.10,102.94
101.57,102.35,103.08,100.00
103.06,103.23,103.23,102.30
104.42,104.70,104.91,103.99
105.33,105.13,105.81,104.70
104.44,102.94,104.55,102.50
104.82,105.01,105.32,104.48
104.76,104.34,105.05,103.70
103.09,104.08,104.11,102.72
105.13,104.70,105.60,103.88
106.33,106.33,106.69,105.74
106.32,106.25,106.38,105.58
104.30,104.90,104.95,104.27
105.86,106.73,106.90,105.46
105.66,105.61,106.03,105.17
106.25,106.51,106.52,105.99
106.32,106.26,106.49,105.75
107.39,106.86,107.44,106.70
106.51,107.19,107.28,106.44
106.27,106.45,106.60,105.75
106.93,107.06,107.81,106.87
107.04,106.43,107.04,106.05
106.70,106.03,106.70,105.61
104.66,106.23,106.23,104.61
105.77,106.23,106.23,105.18
106.11,106.14,106.29,105.70
106.54,105.97,106.54,105.61
106.88,106.50,107.98,106.08
108.43,108.57,108.92,107.97
107.86,108.69,108.89,107.70
108.53,108.29,108.59,107.92
108.12,108.38,108.60,107.56
106.84,107.17,107.47,106.78
107.72,107.84,107.98,106.96
107.04,107.61,108.10,107.03
106.94,107.25,107.35,106.65
107.48,107.65,107.68,106.49
108.38,107.53,108.85,107.22
106.36,106.74,106.95,106.12
106.74,106.46,106.86,106.12
106.49,106.26,107.05,106.17
106.30,106.87,107.13,106.10
105.07,104.04,105.10,104.02
103.92,104.03,104.33,103.61
103.78,104.82,104.82,103.61
104.47,104.16,104.61,104.02
102.32,102.15,102.86,101.93
101.03,101.19,101.32,100.83
101.33,101.85,101.92,101.13
102.00,101.57,102.00,100.84
102.27,101.98,102.54,101.33
101.95,102.38,102.55,101.45
102.36,101.72,102.49,101.64
102.56,102.88,103.30,101.75
104.52,104.53,104.73,104.02
105.04,104.72,105.13,104.52
105.28,105.41,105.53,104.85
105.12,104.66,105.32,104.66
104.92,105.46,105.53,104.60
107.04,106.77,107.26,106.59
106.75,106.95,107.25,106.43
106.16,108.04,108.22,105.82
109.23,108.56,109.23,108.16
107.74,107.57,107.78,107.37
108.38,107.55,108.40,107.19
106.50,106.39,106.82,106.15
106.39,105.99,106.56,105.92
106.62,106.94,106.94,106.17
105.98,106.55,106.60,105.70
105.76,105.15,106.21,105.04
104.71,103.95,104.71,103.76
103.73,103.46,103.73,103.06
103.62,103.27,103.69,103.01
103.14,102.77,103.34,102.49
102.30,102.89,103.20,102.24
103.68,102.99,103.71,102.81
102.18,102.10,102.50,99.58
102.30,104.05,104.05,102.30
103.00,103.45,103.53,102.80
103.53,104.27,104.27,103.37
103.67,102.99,103.67,102.67
103.45,103.67,104.03,103.16
105.05,107.30,107.30,104.98
106.88,107.35,107.61,106.74
107.50,107.82,107.86,107.10
110.15,110.11,110.62,109.50
109.94,109.51,109.94,108.70
109.56,109.54,110.01,109.36
110.36,110.23,110.54,109.84
110.64,110.97,111.44,110.52
109.86,111.01,111.01,109.86
110.96,109.73,110.96,109.70
110.88,110.49,110.97,110.16
109.50,109.98,110.05,109.12
109.88,109.85,110.46,109.19
109.82,110.45,110.59,109.36
110.95,111.03,111.18,110.31
111.28,109.65,111.28,109.38
109.68,110.41,110.41,109.08
110.26,110.10,110.39,109.53
108.86,108.85,109.29,108.44
108.09,109.28,109.28,108.08
108.76,108.87,109.20,108.63
109.12,109.37,109.37,108.92
109.60,109.01,109.60,108.79
108.96,108.80,109.13,108.45
108.95,107.71,109.22,107.10
106.19,106.35,106.44,105.62
106.04,106.49,106.63,105.92
106.54,106.23,106.91,106.03
106.05,105.82,106.34,105.74
106.76,106.23,106.99,106.22
106.74,106.33,107.06,106.33
106.01,105.05,106.09,104.99
105.17,105.01,105.17,104.42
104.64,105.32,105.54,104.58
104.58,104.43,104.79,104.14
105.02,104.93,105.05,104.42
104.01,104.25,104.71,103.98
104.45,104.05,104.45,103.78
104.24,103.95,104.24,103.50
103.12,102.71,103.53,102.42
102.11,102.34,102.42,101.82
102.98,102.92,103.64,102.88
103.19,102.42,103.19,102.27
104.03,104.63,104.91,103.08
104.38,104.29,104.77,104.13
104.14,104.18,104.40,103.51
104.70,104.72,105.13,104.41
105.17,105.28,105.97,105.13
106.24,106.04,106.30,105.42
107.31,107.05,107.48,106.79
105.82,106.11,106.65,105.82
106.74,107.42,107.42,106.53
106.24,105.63,106.28,105.00
105.17,105.23,105.51,104.88
105.57,104.98,105.62,104.82
105.16,104.27,105.24,104.23
104.07,103.55,104.36,103.44
102.81,103.24,103.38,102.29
102.19,102.30,102.54,101.67
99.28,99.90,100.24,98.95
101.02,100.56,101.10,100.55
100.88,100.92,101.25,100.69
101.30,101.56,101.66,100.95
101.12,101.08,101.45,100.87
104.15,104.19,104.33,103.50
104.98,105.13,105.61,104.87
104.68,104.12,104.72,103.86
102.51,100.95,103.03,100.95
100.79,100.05,101.04,100.05
99.67,99.75,99.90,99.16
97.66,97.09,97.82,96.81
96.26,96.41,96.62,95.22
95.49,95.99,96.59,94.90
96.29,94.45,96.37,94.30
95.33,95.21,95.50,94.91
94.37,94.68,94.77,94.19
95.17,96.09,96.20,95.16
96.45,96.99,97.06,96.15
97.15,97.56,97.71,97.07
98.19,98.70,98.87,98.03
99.27,99.27,99.65,98.96
100.91,101.78,101.78,100.77
101.38,102.21,102.35,101.14
104.26,104.40,105.11,104.08
103.87,103.72,104.69,103.60
104.77,104.93,105.29,104.60
105.09,104.56,105.37,104.38
104.81,105.51,106.06,104.79
106.01,105.60,106.50,105.40
105.73,105.18,106.16,105.01
107.42,107.94,107.94,106.48
108.64,108.79,109.21,108.44
107.51,108.40,108.80,107.13
109.21,109.37,109.90,109.02
111.58,110.84,111.72,110.84
111.07,111.11,111.73,111.00
110.91,110.81,111.20,110.04
110.92,111.04,111.23,110.21
110.92,110.38,111.18,110.08
106.92,106.93,107.54,106.66
107.58,106.05,107.70,105.73
107.00,107.05,107.84,106.83
106.36,106.52,107.07,106.30
106.67,107.98,108.18,106.67
107.18,106.28,108.26,105.98
106.37,106.23,106.63,105.63
105.96,106.32,106.97,105.93
106.09,106.26,106.44,105.49
106.87,107.64,107.87,106.69
107.52,107.10,107.62,106.87
108.01,108.68,109.28,107.56
110.41,110.79,111.05,110.40
111.42,111.43,111.59,110.81
110.70,111.00,111.12,110.53
110.26,110.51,110.60,110.00
110.22,110.27,111.00,109.74
110.94,110.98,111.37,110.73
110.83,110.09,111.03,109.95
112.49,113.20,113.75,112.30
114.69,114.26,114.69,113.52
114.72,113.95,115.22,113.89
113.49,113.37,113.71,113.16
115.41,115.42,115.82,114.84
115.60,114.70,115.69,114.35
114.88,115.07,115.07,114.42
113.58,114.60,114.81,113.51
115.39,115.22,115.39,114.41
115.49,115.35,115.82,115.06
114.80,114.47,115.24,114.47
114.43,114.94,115.26,113.97
114.83,115.53,115.56,114.35
115.45,116.58,116.79,115.29
116.63,117.30,117.49,116.23
115.30,115.02,115.60,114.61
116.36,116.68,116.88,116.20
114.42,114.99,115.04,114.12
114.82,115.05,115.26,114.31
114.84,114.73,115.09,114.28
115.25,115.97,116.24,115.08
116.47,116.56,117.00,116.28
115.92,115.37,116.00,114.84
116.96,116.75,117.08,116.50
116.51,116.52,116.60,116.10
115.80,115.74,116.67,115.62
116.38,115.98,116.74,115.79
117.97,118.63,118.63,117.97
119.05,118.86,119.09,118.44
117.52,117.91,118.11,117.34
118.72,121.19,121.88,118.46
120.47,119.65,120.72,119.12
118.03,118.39,118.44,117.94
118.84,119.03,119.32,118.72
118.13,118.16,118.65,117.89
119.96,120.50,120.50,119.61
120.79,121.26,121.38,120.59
119.97,119.86,120.34,119.49
119.30,119.67,119.79,119.19
119.71,119.69,119.73,119.07
118.94,119.08,119.21,118.50
118.64,119.28,119.44,118.56
118.58,118.73,119.03,118.47
117.79,119.19,119.21,117.72
119.09,119.01,119.24,118.83
119.86,119.32,120.15,119.14
119.41,119.51,120.03,119.24
119.59,120.02,120.31,119.47
119.95,120.40,120.54,119.60
120.64,121.34,121.47,120.00
122.46,122.60,122.83,122.12
122.72,122.99,123.02,122.41
121.90,120.93,122.05,120.44
121.14,120.99,121.35,120.72
119.74,119.75,120.32,119.56
118.54,119.26,119.51,118.20
118.57,118.90,119.00,118.20
118.74,119.08,119.31,118.60
120.25,120.42,121.06,119.92
121.18,121.32,121.39,120.82
121.34,122.68,122.98,121.20
122.67,122.86,122.92,122.34
122.30,121.97,122.50,121.64
121.31,122.05,122.18,121.26
120.89,121.46,121.48,120.56
120.60,121.55,121.67,120.49
122.82,122.92,123.36,122.75
122.32,120.61,122.47,120.51
121.09,119.87,121.22,119.65
121.02,120.66,121.44,120.56
120.62,121.33,121.42,120.44
119.51,119.60,120.20,119.44
120.57,120.36,120.67,120.19
120.97,120.82,121.37,120.71
121.13,120.78,121.13,120.65
120.23,120.28,120.43,119.91
121.31,120.36,121.40,120.23
120.85,120.60,121.28,120.34
119.89,118.96,120.08,118.96
118.63,117.40,118.63,117.32
115.79,116.11,116.54,115.62
116.24,115.84,116.24,114.90
116.20,115.68,116.41,115.57
115.61,116.53,116.71,115.61
116.08,115.46,116.28,114.95
114.75,116.02,116.02,114.40
116.52,116.00,116.54,115.79
115.79,116.46,116.46,115.70
116.25,116.31,116.45,115.74
117.29,117.47,117.52,116.88
118.48,117.77,118.59,117.00
118.37,118.88,118.95,118.23
119.48,119.31,119.53,118.83
117.02,116.80,117.16,116.51
116.69,116.66,116.96,116.47
115.85,115.92,116.33,115.73
116.21,116.93,116.98,116.21
117.18,116.69,117.43,116.49
116.58,117.41,117.43,116.50
117.24,117.28,117.65,117.19
118.08,118.42,118.42,117.49
118.17,117.90,118.22,117.68
118.46,117.90,118.46,117.45
117.84,117.68,118.40,117.33
117.22,117.80,117.80,116.81
115.47,116.12,116.93,115.31
116.20,115.89,116.20,115.60
116.71,117.47,117.48,116.40
117.52,117.62,117.80,117.05
118.22,118.05,118.30,117.76
118.07,118.15,118.26,117.73
116.84,117.81,117.98,116.74
118.36,117.94,118.43,117.50
118.40,118.44,118.65,118.00
119.20,118.85,119.20,118.54
117.89,118.48,118.62,117.69
116.18,116.11,116.71,115.87
116.77,117.14,117.24,116.24
115.85,115.11,115.86,114.78
115.15,114.76,115.15,114.13
113.43,114.33,114.42,113.28
112.97,113.08,113.51,112.64
113.05,112.82,113.14,112.55
112.84,112.56,113.01,111.36
111.79,111.36,112.24,111.33
111.93,112.46,112.57,111.23
111.91,111.02,112.20,110.87
111.47,113.48,113.53,111.36
113.68,111.89,113.84,111.31
110.60,110.43,111.10,110.18
109.95,109.48,110.58,109.31
109.01,108.87,109.99,108.70
109.63,108.95,110.03,107.01
108.51,108.79,109.62,108.41
110.18,111.54,111.69,109.87
111.06,111.94,112.04,110.90
111.40,112.77,112.77,111.34
107.59,108.21,108.99,107.52
108.39,108.22,108.74,107.81
108.38,109.18,109.18,108.32
108.91,109.62,110.02,108.70
111.07,110.73,111.07,110.15
111.10,110.90,111.90,110.43
110.40,111.15,111.80,110.08
112.94,113.56,113.75,112.73
112.60,112.67,112.88,111.94
113.84,114.23,114.36,113.61
113.82,114.63,114.68,113.63
114.85,114.13,115.08,113.98
113.82,114.24,114.24,113.10
115.19,114.66,115.19,114.30
115.39,115.61,115.88,115.25
114.58,114.87,114.98,114.40
115.47,115.70,116.34,115.23
114.61,114.63,114.86,114.26
115.13,116.31,116.45,115.13
116.10,116.09,116.30,115.84
116.15,116.93,117.14,115.90
116.29,116.15,116.72,116.03
115.99,116.34,116.50,115.75
116.65,116.38,116.81,116.19
116.73,116.91,117.18,116.31
116.58,117.01,117.12,116.46
118.18,118.17,119.06,118.01
117.73,117.10,117.88,116.75
117.83,117.52,117.93,117.04
118.09,118.00,118.14,117.54
117.08,117.62,117.75,116.82
116.96,117.04,117.18,116.53
115.36,115.42,115.95,115.18
113.78,114.20,114.20,113.20
113.31,112.52,113.42,112.28
109.99,110.33,110.89,109.98
108.76,106.66,109.24,106.57
106.83,105.02,107.24,104.19
105.59,106.20,107.89,105.40
105.12,105.80,106.42,104.72
107.01,108.71,108.79,107.01
107.92,109.24,109.79,107.62
109.97,110.38,110.61,109.93
109.62,109.24,109.70,108.80
110.24,110.32,110.37,109.53
108.95,110.46,110.61,108.01
110.35,109.85,110.49,109.84
108.75,108.18,108.96,108.10
109.61,107.82,109.61,107.57
107.10,106.12,107.40,105.67
105.09,104.43,105.41,103.56
104.13,103.81,105.02,103.64
104.08,104.18,104.18,102.50
105.12,105.85,106.35,105.06
106.35,105.30,106.35,104.93
106.94,106.53,107.04,106.09
108.39,107.98,109.10,107.30
106.51,107.55,107.90,106.23
108.67,108.79,109.11,108.04
108.43,108.77,108.99,107.94
109.65,109.83,110.04,109.02
111.01,111.63,111.74,110.60
111.59,112.80,112.92,111.50
113.43,113.30,114.00,113.02
113.36,113.94,114.66,112.82
114.17,114.01,114.79,113.64
114.95,113.46,114.96,113.27
115.01,114.92,115.06,113.88
114.48,112.65,114.48,112.34
112.54,113.69,113.69,112.20
112.86,114.39,114.39,112.83
113.43,113.44,113.93,113.06
112.95,113.46,113.46,112.14
111.22,110.89,111.30,110.31
109.14,109.68,110.12,109.08
111.34,111.51,111.86,110.99
110.68,111.46,111.49,110.50
111.42,112.59,112.63,111.39
111.15,111.13,111.23,110.27
111.62,112.67,113.00,111.35
111.10,111.97,112.17,110.84
112.80,112.88,113.38,112.61
112.99,113.45,113.66,112.32
114.34,114.99,115.42,114.12
115.69,115.74,116.00,115.11
115.17,115.25,115.80,114.20
116.51,117.00,117.12,116.51
116.28,116.47,117.59,116.13
115.18,115.74,115.92,115.08
116.22,116.23,116.35,115.62
115.62,116.21,116.38,115.30
118.47,118.25,118.58,117.93
116.60,114.62,116.60,114.27
113.89,113.73,114.14,113.17
111.99,110.36,112.06,110.00
109.10,108.35,109.32,108.15
109.82,109.00,110.00,108.52
107.65,107.83,107.91,106.77
108.70,109.76,110.18,108.70
108.71,109.69,110.02,108.56
107.63,110.06,110.40,107.42
108.10,107.53,108.53,107.44
108.65,108.89,109.57,108.44
110.17,110.25,110.85,110.08
110.42,109.02,110.61,108.76
109.09,107.93,109.21,107.78
106.71,106.32,106.82,105.65
105.81,106.06,106.64,105.48
105.81,106.67,106.87,105.67
103.34,103.77,104.41,103.15
105.00,105.12,105.43,104.46
105.75,106.34,106.54,105.60
106.44,106.86,107.85,106.36
108.00,107.48,108.45,107.33
108.23,106.99,108.34,106.76
107.66,107.45,107.71,107.00
107.42,108.67,109.10,107.32
107.38,107.33,107.76,107.08
108.40,108.92,109.22,108.01
109.47,109.06,109.84,108.96
111.08,111.80,112.25,110.72
111.58,111.65,111.75,111.14
112.05,111.74,112.35,111.67
112.76,112.27,113.13,112.12
112.43,112.59,113.01,111.71
112.32,113.00,113.32,112.07
112.68,113.25,113.74,112.51
113.59,112.88,113.66,112.81
111.74,112.99,112.99,111.40
112.10,111.09,112.43,110.76
110.12,110.11,110.82,109.95
110.13,111.22,111.22,109.79
110.20,111.05,111.05,110.18
109.47,108.14,109.58,107.69
109.54,109.23,109.57,108.72
108.35,109.86,109.90,108.27
111.84,112.26,112.72,111.76
112.55,112.42,113.16,112.29
110.81,111.81,112.05,110.71
112.55,112.43,112.91,112.01
113.49,114.13,114.16,113.18
112.96,113.82,113.82,112.77
112.20,112.56,112.97,112.19
112.86,112.79,113.22,112.58
112.91,113.27,113.65,112.91
113.45,113.69,114.11,113.07
113.35,112.18,113.35,112.05
112.04,111.28,112.04,110.73
111.71,112.73,112.82,111.47
113.06,113.10,113.27,112.49
111.81,110.72,111.96,109.98
110.78,109.46,110.78,108.86
107.90,107.94,108.19,107.29
108.85,108.30,109.25,108.13
107.87,107.74,108.72,107.56
105.73,104.70,105.83,104.70
104.73,104.66,105.05,104.24
105.11,105.05,105.32,104.22
105.70,106.42,107.04,105.56
106.79,106.70,107.27,106.48
105.95,106.56,106.64,105.57
106.51,106.45,106.77,106.16
109.58,109.48,110.29,109.22
109.89,110.80,110.99,109.56
111.86,112.75,113.18,111.81
112.59,112.48,112.97,112.35
113.05,113.28,113.72,112.69
113.15,112.61,113.23,112.44
113.37,112.45,113.64,112.31
112.68,112.04,112.70,111.75
111.97,112.06,112.38,111.50
110.51,109.10,111.03,109.10
108.39,108.25,108.50,107.33
109.58,109.30,109.78,108.98
109.20,109.44,109.46,108.99
108.38,108.76,109.47,108.37
107.54,108.88,109.16,106.91
108.35,108.03,108.60,107.81
109.58,108.77,109.89,108.58
112.38,112.52,112.93,112.03
111.86,112.03,112.80,111.86
113.67,113.62,113.72,112.92
113.51,113.55,114.21,113.08
114.53,114.64,114.96,114.15
113.45,114.53,114.53,113.45
113.46,114.11,114.36,113.30
114.24,114.05,114.24,113.67
112.34,112.82,112.82,112.16
111.71,111.24,111.78,110.94
111.09,110.34,111.34,109.97
110.01,109.82,110.05,109.17
110.39,111.69,111.69,110.03
114.90,114.89,115.35,114.50
116.33,116.79,117.04,116.18
118.88,119.00,119.03,118.48
118.06,118.16,118.35,117.65
119.32,118.80,119.59,118.80
119.57,119.37,119.69,118.87
119.83,118.63,119.91,118.47
117.54,118.13,118.22,117.30
117.78,119.14,119.25,117.78
117.66,117.69,117.82,117.24
115.61,116.74,116.75,115.14
115.81,116.42,116.73,115.46
116.55,116.77,116.91,116.07
115.89,116.69,116.69,115.70
116.38,116.33,116.64,116.08
113.86,113.39,113.94,112.63
112.08,111.87,112.97,111.87
110.69,108.69,111.84,108.69
103.56,104.76,107.45,102.14
107.53,104.17,108.06,104.17
107.65,106.55,107.65,105.05
106.61,107.07,107.87,106.20
105.90,107.22,107.22,105.55
106.27,105.98,107.18,105.64
103.87,103.20,104.40,102.75
104.40,104.45,104.50,103.37
104.81,105.24,105.65,104.37
103.41,102.83,103.60,102.44
105.60,105.53,105.72,104.74
106.75,105.18,106.87,105.08
105.72,106.21,106.78,105.44
105.89,105.93,106.01,105.30
105.75,105.72,105.88,105.34
105.92,107.13,107.27,105.73
110.44,110.47,111.10,109.91
111.36,110.96,112.44,110.67
111.10,110.53,111.51,110.24
111.15,110.15,111.29,110.00
107.61,107.29,107.63,106.32
107.60,107.33,107.67,106.81
108.21,108.60,108.95,107.57
109.81,109.36,110.23,109.00
109.11,107.30,109.11,107.14
107.11,107.20,107.33,106.53
110.18,110.08,110.47,109.51
109.79,109.20,109.96,108.28
109.22,112.17,112.17,109.07
111.60,112.22,112.34,111.37
112.28,112.60,112.89,112.02
113.89,114.32,114.64,113.70
114.06,115.31,115.49,114.06
115.50,115.33,115.83,115.06
114.77,115.53,115.68,114.73
114.68,114.73,115.44,114.50
115.53,115.32,115.87,115.09
117.60,118.10,118.40,117.20
118.06,118.43,118.48,117.99
117.85,118.66,118.66,117.64
117.38,117.70,117.76,117.24
117.91,117.33,118.24,117.31
117.78,118.53,118.55,117.52
118.13,118.03,118.49,117.60
117.58,117.85,118.01,117.38
117.10,116.58,117.10,116.10
119.05,119.14,119.43,118.22
118.15,118.90,119.20,117.95
118.49,118.10,119.40,118.10
118.34,118.01,118.51,117.59
117.83,118.48,118.94,117.50
119.15,118.25,119.20,117.98
118.39,117.62,118.55,117.36
115.50,114.84,115.90,114.28
113.81,113.93,114.30,113.55
113.31,113.98,114.33,113.24
114.60,114.57,115.19,114.31
113.57,112.94,113.90,112.94
111.87,112.46,112.93,111.83
112.95,114.59,114.65,112.92
115.75,115.31,116.00,115.02
115.48,116.57,116.67,115.48
118.15,117.90,118.50,117.63
117.90,116.86,118.45,116.75
116.84,116.48,117.38,116.42
115.73,116.33,116.63,115.47
117.18,116.87,117.18,116.69
117.23,117.13,117.56,116.96
117.40,115.74,117.56,115.62
116.22,117.15,117.35,116.07
116.55,115.76,116.89,115.50
116.32,114.53,116.49,114.24
113.76,115.33,115.46,113.65
115.84,115.59,115.84,115.22
113.99,113.78,114.43,113.39
113.66,112.93,114.30,112.29
112.26,111.72,112.54,111.49
109.53,109.02,110.35,108.55
109.56,109.79,110.10,108.30
111.30,110.32,111.65,110.09
111.64,112.40,112.66,111.09
111.50,110.45,111.65,110.45
109.94,108.90,110.07,108.85
110.40,109.08,110.40,108.43
109.04,109.51,109.67,108.43
110.74,111.75,111.93,110.59
111.38,111.76,112.49,111.38
111.00,111.63,112.04,109.70
112.09,112.43,112.79,111.99
112.26,112.00,112.71,111.97
111.71,110.45,112.37,110.33
109.37,108.56,109.46,107.75
108.13,108.79,109.08,108.06
107.92,108.57,109.07,107.86
106.71,106.12,107.78,105.88
106.26,104.67,106.52,104.57
106.80,106.33,107.23,105.57
106.93,106.86,107.17,105.98
107.11,105.54,107.55,105.39
105.19,105.12,105.74,104.43
101.85,101.90,102.85,101.34
103.83,102.85,103.89,102.40
101.30,101.83,102.13,99.81
100.79,102.09,102.46,100.06
103.80,103.88,104.31,103.20
103.64,103.41,104.51,103.41
104.13,105.39,105.98,104.08
106.22,106.06,107.70,105.67
108.77,108.19,108.82,107.73
109.56,111.01,111.26,109.14
109.82,111.42,111.74,109.33
110.34,110.26,110.94,110.04
112.03,111.31,112.26,110.59
109.31,109.36,110.06,108.93
108.95,108.31,109.11,107.63
106.81,108.50,109.12,106.35
106.92,108.93,109.58,106.83
107.36,106.84,107.61,106.33
106.17,107.43,107.90,106.00
106.98,108.93,109.34,106.69
109.74,110.44,111.05,109.13
110.63,111.51,112.17,110.46
110.08,110.57,110.91,109.81
109.18,109.92,110.20,109.06
109.19,109.23,109.86,109.07
108.48,108.21,108.77,108.01
106.75,107.75,108.43,106.62
108.09,109.22,109.38,107.78
109.71,108.48,109.95,108.40
108.17,108.64,109.83,108.05
110.92,111.76,111.86,110.54
111.99,111.64,111.99,110.99
111.74,112.63,112.82,111.50
113.85,115.00,115.28,113.70
114.15,114.18,114.49,113.66
113.35,113.96,114.34,113.15
113.82,114.71,115.07,113.74
114.78,114.47,115.53,113.50
116.58,117.10,117.49,116.25
117.64,116.75,117.74,116.74
116.52,117.23,117.27,116.44
113.20,114.41,114.46,112.66
115.31,116.57,117.14,115.17
116.14,114.81,116.44,114.77
113.81,114.11,114.54,113.73
113.12,112.99,113.75,112.94
113.45,113.61,113.99,113.13
112.87,113.35,113.42,112.70
114.27,114.05,114.44,113.55
113.94,115.09,115.20,113.52
116.50,116.98,117.39,116.33
117.58,116.91,117.91,116.78
115.10,116.32,116.37,115.09
117.33,117.02,117.43,116.73
116.41,116.86,117.07,115.85
115.24,116.64,116.80,115.24
116.49,116.02,117.10,115.97
117.93,117.86,118.26,117.53
119.37,118.59,119.73,118.51
118.19,118.55,118.86,117.85
119.30,118.29,119.35,117.73
118.91,118.87,119.15,118.31
119.58,120.33,120.48,119.43
120.37,122.31,122.48,120.31
123.39,123.36,123.67,122.75
122.13,122.43,123.08,121.83
119.27,119.20,119.68,118.88
119.25,119.71,119.77,118.60
120.16,121.05,121.20,120.12
121.31,121.08,121.83,120.58
120.29,120.95,121.23,120.03
120.77,121.49,122.27,120.66
122.31,122.15,123.22,121.50
122.35,122.62,122.99,118.50
120.75,121.22,121.58,120.68
119.69,120.45,120.58,119.48
120.96,121.60,121.83,120.86
120.99,121.80,121.94,120.48
121.14,121.27,121.85,121.14
122.19,122.99,123.09,122.09
123.05,122.85,123.16,122.62
122.88,122.34,123.08,121.88
120.78,120.57,121.61,120.49
120.74,122.53,122.78,120.60
121.46,120.98,121.81,120.73
121.65,121.08,122.37,120.63
119.74,120.46,120.60,119.20
120.85,120.24,120.93,120.15
119.50,119.71,119.85,119.11
121.48,122.01,122.43,121.38
123.31,122.87,123.43,122.87
122.87,122.91,123.26,122.48
122.87,122.94,123.34,122.75
124.23,121.65,124.31,121.31
120.13,120.68,121.03,120.09
120.26,120.58,120.73,119.85
121.84,122.76,122.79,121.68
123.44,123.30,124.42,123.27
124.35,124.30,124.87,124.05
124.48,124.39,124.81,124.14
123.67,124.20,124.35,123.57
120.83,120.55,121.68,119.87
119.52,118.44,120.45,118.44
116.55,115.97,117.10,115.40
117.58,116.49,118.13,116.48
116.63,119.21,119.26,116.18
118.69,118.90,119.32,117.87
124.70,123.21,124.74,123.21
124.53,124.50,125.29,124.20
124.93,125.12,126.15,124.72
126.83,127.15,127.17,124.59
121.33,119.67,123.82,119.18
118.96,118.92,119.32,117.81
122.57,123.06,123.09,121.64
126.64,126.46,127.40,125.75
127.12,129.48,129.48,126.95
130.66,129.46,130.82,129.14
130.47,130.99,131.34,130.38
127.97,127.81,128.05,126.45
127.94,127.28,128.42,127.00
126.45,127.18,127.43,126.10
127.01,128.02,128.32,126.80
126.75,127.68,128.55,126.44
127.19,127.40,128.44,127.08
128.68,127.61,128.73,127.37
127.80,127.74,128.27,127.17
127.57,127.23,127.76,126.91
126.19,126.12,126.44,125.69
126.55,126.44,127.17,126.13
126.15,126.20,127.11,125.83
125.91,126.58,126.77,125.78
126.33,126.40,126.66,125.79
126.68,125.73,126.99,125.51
124.80,125.28,125.92,124.42
125.94,126.61,126.80,125.41
126.41,127.69,128.58,125.81
126.54,126.58,127.24,126.27
127.76,128.28,128.57,127.57
126.38,125.78,126.56,125.31
126.32,126.14,126.64,125.84
125.78,126.05,126.57,125.60
123.90,124.61,124.70,123.89
124.61,124.98,125.35,124.55
126.10,126.00,126.56,125.89
128.74,128.67,129.38,128.53
128.63,128.36,128.99,128.27
128.26,128.01,128.78,127.95
128.00,129.04,129.35,127.99
127.52,128.28,128.55,127.00
127.64,127.32,127.85,127.09
127.52,127.55,127.80,126.95
128.66,128.69,129.16,128.13
129.40,127.89,129.44,127.65
127.57,127.14,127.69,126.90
127.03,127.19,127.82,126.67
126.61,125.93,127.99,125.61
125.80,125.73,125.91,124.90
125.13,124.44,125.32,124.13
123.68,124.19,124.63,123.68
124.26,125.31,125.54,123.83
129.03,129.19,130.18,128.74
127.80,128.35,128.84,127.66
129.02,128.76,129.33,128.27
128.64,127.24,129.00,127.10
126.45,123.43,126.48,123.41
124.39,126.09,126.39,124.27
124.55,124.18,125.20,123.75
123.97,123.58,124.44,123.30
123.97,125.08,125.42,123.60
123.68,123.20,123.87,122.95
124.36,123.75,124.49,123.72
125.04,124.88,125.17,124.52
124.48,125.86,126.08,124.23
127.55,127.31,127.99,127.22
127.01,127.93,128.30,127.01
126.30,126.85,127.09,126.05
127.43,127.58,128.01,126.99
128.42,128.69,128.89,128.01
128.67,127.30,128.84,127.15
127.88,127.65,128.70,127.59
128.08,127.67,128.09,127.49
130.10,127.89,130.40,127.46
125.76,124.73,125.80,124.31
122.60,123.01,123.48,122.60
120.69,121.53,121.77,120.63
120.72,120.70,120.95,120.41
120.49,119.13,120.59,118.89
118.82,118.99,119.43,118.26
118.81,120.61,120.91,118.73
119.56,119.41,120.09,119.26
117.54,118.00,118.30,117.52
119.30,118.76,119.34,118.39
117.85,117.97,118.11,117.25
117.17,118.13,118.51,117.17
119.61,113.35,119.61,109.66
112.44,114.10,114.56,112.43
114.63,114.28,115.01,114.01
112.86,111.59,112.91,111.06
112.67,112.08,112.82,111.74
113.43,114.09,114.72,113.21
114.67,114.89,114.99,113.89
114.51,113.15,114.65,112.57
113.69,112.56,113.73,112.29
113.91,113.55,114.46,113.25
112.41,112.46,113.24,112.00
112.38,113.32,113.32,112.30
112.84,113.77,114.17,112.82
111.34,111.69,112.28,111.02
107.42,105.94,107.42,105.42
108.23,108.24,108.85,107.61
106.14,106.09,107.26,105.68
107.26,107.01,107.50,106.56
106.16,106.53,106.99,105.90
106.88,106.94,107.63,106.61
107.72,107.31,107.79,107.03
108.46,108.74,108.86,108.12
108.34,108.71,108.89,108.22
107.56,108.33,108.81,107.47
110.23,109.93,110.26,109.46
110.83,110.22,110.88,110.01
110.98,110.95,111.48,110.82
112.26,109.04,112.27,108.94
108.21,108.54,108.65,107.56
109.46,110.23,110.35,109.08
110.41,110.19,110.68,109.67
110.35,109.76,110.36,109.47
