GST,Gastar Exploration Inc Common Stock,NASDAQ
1.27,1.35,1.35,1.25
1.26,1.39,1.40,1.26
1.37,1.40,1.46,1.34
1.38,1.33,1.38,1.33
1.31,1.22,1.32,1.15
1.18,1.14,1.19,1.10
1.25,1.27,1.43,1.25
1.34,1.32,1.35,1.27
1.31,1.27,1.32,1.26
1.29,1.30,1.35,1.27
1.29,1.29,1.30,1.22
1.29,1.28,1.31,1.26
1.28,1.28,1.29,1.24
1.28,1.23,1.30,1.20
1.29,1.22,1.30,1.19
1.25,1.27,1.29,1.19
1.25,1.24,1.27,1.19
1.22,1.26,1.27,1.19
1.26,1.34,1.35,1.24
1.33,1.40,1.45,1.33
1.40,1.52,1.55,1.40
1.63,1.60,1.80,1.59
1.53,1.55,1.62,1.53
1.55,1.58,1.61,1.55
1.61,1.57,1.61,1.55
1.58,1.56,1.59,1.54
1.56,1.57,1.58,1.52
1.55,1.55,1.56,1.52
1.55,1.59,1.64,1.55
1.58,1.62,1.65,1.58
1.62,1.59,1.63,1.56
1.57,1.57,1.61,1.54
1.55,1.52,1.55,1.41
1.51,1.46,1.58,1.42
1.53,1.45,1.55,1.43
1.44,1.51,1.53,1.38
1.47,1.51,1.52,1.47
