KSU,Kansas City Southern Common Stock,NASDAQ
36.36,36.70,37.17,35.96
37.45,37.29,37.75,37.00
36.89,37.21,37.64,36.24
37.37,37.92,38.08,37.22
37.52,38.16,38.29,37.31
37.55,37.75,38.16,37.23
38.23,38.17,38.52,37.81
37.58,37.45,37.72,37.00
36.88,35.62,36.88,35.13
34.86,34.46,34.87,33.63
34.47,34.44,34.67,34.23
34.20,34.39,34.54,34.00
34.94,34.90,35.19,34.75
34.90,35.06,35.30,34.52
34.84,33.78,34.93,33.30
33.63,33.71,33.81,32.43
33.90,32.75,34.10,32.69
32.07,32.38,32.75,31.73
31.98,33.33,33.62,31.93
33.50,33.02,33.91,32.76
33.37,33.77,33.89,32.53
33.67,32.84,33.98,32.81
32.75,33.57,33.99,32.16
34.16,35.39,35.64,34.09
35.63,36.24,36.35,35.40
36.93,37.16,37.69,36.54
36.88,36.92,37.06,36.24
37.10,38.09,38.44,37.10
38.58,37.80,38.64,37.63
37.83,38.18,38.45,37.69
38.87,39.14,39.30,38.66
39.13,38.73,39.48,38.67
38.72,38.66,39.04,38.36
38.63,38.08,39.10,37.82
38.30,38.56,38.84,37.89
38.83,38.52,39.14,38.37
38.60,38.64,39.10,38.42
38.44,38.24,38.83,37.83
37.80,37.93,38.38,37.39
38.60,39.14,39.28,38.56
39.04,38.62,39.08,38.57
38.67,38.40,38.67,37.71
38.13,38.10,38.47,37.88
38.41,37.41,38.41,37.21
37.61,37.26,37.80,36.17
37.19,36.84,37.62,36.27
37.32,38.32,38.53,37.23
38.30,38.72,38.96,38.15
38.94,38.55,38.94,37.96
38.51,39.47,39.87,38.16
39.63,39.54,40.00,39.32
39.39,39.65,39.85,38.64
40.12,41.50,41.94,40.07
41.49,41.27,41.69,40.89
41.62,41.42,41.99,40.77
41.51,41.57,41.81,41.23
40.90,40.85,41.56,40.50
40.96,42.22,42.87,40.96
42.32,41.84,42.84,41.18
41.88,42.06,42.33,41.67
42.25,41.94,42.99,41.81
41.49,43.61,44.91,41.00
43.40,43.37,43.69,42.67
43.59,43.78,44.50,43.08
43.50,43.82,44.11,43.50
44.09,43.75,44.73,43.39
44.34,44.30,44.57,43.91
44.40,45.04,45.06,44.11
45.71,45.85,46.58,45.26
45.78,46.53,46.59,45.55
46.63,46.84,47.14,46.16
46.91,45.21,47.00,45.01
45.20,45.86,45.86,44.85
45.29,46.03,46.23,45.08
45.50,44.74,45.94,44.50
45.20,45.19,45.67,44.97
44.76,44.00,45.10,43.45
44.22,44.65,44.97,43.59
45.27,46.21,46.87,45.27
46.11,46.90,47.01,45.67
46.50,46.76,47.43,46.33
45.97,45.72,46.15,45.31
46.24,47.70,47.81,46.24
47.21,47.84,48.01,46.99
47.41,48.00,48.10,47.06
47.38,47.34,47.79,47.12
48.34,47.98,48.78,47.85
47.98,48.47,48.75,47.96
48.28,49.29,49.48,48.28
49.06,48.97,49.38,48.57
49.82,48.98,49.87,48.87
49.19,48.50,49.80,48.37
48.92,49.57,49.79,48.73
49.73,49.98,50.07,49.27
49.42,47.94,49.48,47.82
48.19,47.78,48.60,47.50
47.69,47.43,49.41,47.25
47.65,48.25,48.40,47.05
48.13,48.02,48.31,47.69
48.20,47.49,48.26,47.07
47.95,48.27,48.60,47.78
48.43,48.20,48.49,47.88
48.23,47.77,48.41,47.62
47.50,48.03,48.18,47.33
48.12,47.56,48.15,47.29
47.64,48.06,48.15,47.58
47.93,48.13,48.38,47.92
48.06,47.86,48.31,47.83
48.29,48.62,49.49,48.29
48.71,48.82,49.17,48.56
48.53,49.96,50.02,48.35
49.87,50.42,50.68,49.87
50.52,51.25,51.46,50.52
50.86,52.17,52.50,50.76
52.67,51.43,52.72,51.10
51.98,51.38,51.99,50.88
51.48,51.86,52.23,51.27
51.86,52.04,52.15,51.68
52.06,52.31,52.31,51.40
52.04,49.80,52.29,49.27
49.24,48.49,49.33,47.59
48.84,47.71,49.20,47.60
47.73,48.06,48.15,47.38
47.90,47.29,48.81,47.14
47.67,48.42,48.66,47.31
48.43,49.49,49.78,47.95
49.24,48.87,51.27,48.76
49.07,49.98,50.19,49.07
50.65,51.85,52.36,50.55
51.85,51.60,52.49,51.43
51.57,51.18,52.06,50.83
51.37,51.11,51.49,50.62
51.43,51.18,51.89,51.13
51.20,51.08,51.39,50.56
50.84,51.99,51.99,50.70
51.61,53.84,54.16,51.60
53.61,54.75,55.32,53.18
54.75,54.94,55.38,54.51
54.80,56.04,56.18,54.60
56.20,56.51,56.98,55.98
56.41,56.11,56.47,55.53
56.33,55.47,56.36,55.04
54.83,53.37,55.30,53.17
53.44,52.62,53.57,51.18
52.48,52.64,53.09,51.85
53.03,54.09,54.11,53.00
54.33,53.84,54.93,53.61
54.24,52.31,54.45,52.00
52.39,52.73,53.37,52.25
53.35,54.06,54.20,52.65
54.10,53.95,54.15,53.23
54.31,52.84,54.57,52.32
52.93,54.25,54.45,52.42
53.95,54.15,54.87,53.48
53.00,51.87,53.24,51.62
51.72,53.03,53.42,51.16
52.33,51.23,52.89,50.89
49.25,51.07,51.37,48.06
51.04,50.55,52.18,50.33
51.46,51.40,52.20,50.96
52.20,50.71,52.25,50.46
51.75,52.93,52.99,51.50
52.60,52.43,53.37,52.40
52.16,52.20,52.63,51.57
52.49,53.83,54.00,52.00
53.92,54.23,54.74,53.71
54.25,54.35,54.90,54.12
54.15,54.49,54.70,53.66
54.84,54.07,55.00,54.03
53.86,54.45,54.53,53.68
54.84,54.47,55.20,54.01
54.65,55.06,55.10,54.28
54.80,54.36,55.26,54.31
54.82,53.80,54.82,53.25
53.76,53.12,54.03,53.01
53.39,52.01,53.39,51.47
52.00,51.53,52.21,51.20
51.23,51.27,52.32,51.04
51.77,51.99,52.04,51.18
51.58,51.84,52.06,51.14
52.16,52.60,52.82,51.52
51.53,51.42,51.75,50.27
51.65,52.33,52.41,51.50
53.32,51.98,53.44,51.55
54.03,53.00,55.16,52.91
53.35,53.41,53.59,52.83
53.74,55.21,55.69,53.60
55.20,56.20,56.33,55.20
56.26,58.10,58.50,56.21
58.20,58.11,58.61,57.72
58.41,57.90,58.92,57.82
57.68,57.07,57.68,56.44
56.95,56.24,57.30,55.68
55.76,55.92,56.71,55.25
56.74,56.44,57.18,56.09
56.62,56.63,56.98,56.15
56.86,57.28,57.44,56.81
56.99,55.57,57.32,55.40
55.39,55.69,56.06,54.86
55.81,54.66,56.12,54.09
54.21,54.39,55.28,54.06
54.04,54.45,55.13,53.70
54.36,55.97,56.15,54.17
56.39,56.67,57.30,56.13
56.48,56.80,57.59,56.01
55.86,55.53,56.00,54.89
55.60,55.75,56.04,55.33
55.57,57.60,57.80,55.47
57.31,58.50,58.60,56.96
58.80,58.48,59.17,58.37
59.25,58.89,59.42,58.03
58.90,56.37,59.07,56.25
56.64,58.03,58.18,56.62
56.85,56.57,57.34,56.27
56.42,55.83,57.07,55.79
56.16,55.44,56.16,55.36
55.14,54.30,55.20,54.09
54.52,54.91,55.22,54.47
54.71,52.37,54.93,52.30
52.32,51.81,53.18,51.47
52.55,52.96,53.20,52.50
52.31,52.23,53.06,52.08
52.15,52.02,53.56,51.64
52.72,53.53,53.60,52.09
53.19,54.00,54.37,53.12
54.60,56.72,56.79,54.60
56.27,55.87,57.11,55.85
55.00,56.00,56.09,54.64
56.07,55.59,56.88,55.26
55.59,55.91,56.13,54.97
56.08,57.17,57.63,55.99
57.64,57.55,58.10,56.93
57.76,59.33,59.50,57.61
59.47,60.61,60.87,59.23
60.66,60.56,60.89,59.83
60.34,61.87,62.15,59.98
62.66,61.98,62.78,61.81
61.00,59.54,61.00,59.36
58.66,57.92,58.88,57.51
57.75,56.85,58.16,56.74
57.59,58.04,58.69,57.06
58.28,57.04,58.69,56.55
57.35,57.07,57.58,56.22
56.92,56.88,57.16,55.78
57.43,58.30,58.34,57.38
58.74,59.06,59.11,58.18
59.41,61.37,61.65,59.28
60.09,61.74,62.17,59.55
61.07,62.22,62.76,60.90
62.14,61.16,62.29,60.92
60.60,58.83,60.82,58.64
58.94,59.13,60.37,58.82
57.76,59.35,59.51,57.20
60.42,59.39,60.89,58.34
58.80,56.72,59.74,56.64
56.88,57.48,57.55,55.09
56.55,52.73,57.42,52.56
53.68,52.13,53.99,49.26
49.10,47.86,50.62,47.25
49.41,52.33,52.36,48.38
50.73,51.06,53.20,50.51
51.29,53.22,54.08,50.82
53.93,54.47,54.89,52.97
55.16,56.02,56.19,54.28
54.99,53.65,55.46,53.55
54.02,53.96,55.08,53.17
51.78,47.47,51.86,46.61
46.83,46.00,48.15,45.95
47.60,46.23,48.07,46.00
46.62,48.03,48.04,45.63
47.78,48.94,49.02,47.34
49.27,47.80,49.57,47.60
47.38,50.68,50.73,46.20
51.71,53.33,53.46,51.71
53.07,54.54,54.82,52.87
55.26,54.16,57.07,53.91
54.12,52.78,54.30,52.42
50.83,50.98,52.04,50.12
48.68,50.56,50.70,48.63
51.78,52.39,52.67,51.44
51.84,51.31,52.67,51.11
50.64,49.62,51.68,49.24
48.63,49.71,50.00,48.27
50.39,52.62,53.15,50.39
52.77,53.39,54.20,50.80
54.34,54.35,54.51,52.96
54.79,54.71,55.96,54.15
53.07,52.70,53.54,51.99
53.16,52.06,54.78,52.04
51.83,49.69,52.42,49.66
47.42,48.46,49.58,46.89
48.41,49.41,49.45,47.98
50.16,50.42,50.49,48.05
52.03,51.58,54.05,51.34
51.94,50.04,53.23,49.93
51.24,52.27,52.34,50.76
51.04,49.96,51.50,49.93
49.49,48.58,50.93,48.57
47.80,51.26,51.34,47.12
51.50,53.92,54.23,51.04
53.92,55.22,55.99,53.65
55.64,54.55,56.22,53.93
55.90,56.45,56.48,55.10
55.67,56.95,57.81,55.07
57.65,57.95,59.67,57.36
57.07,57.18,57.46,56.06
58.10,58.36,58.73,57.21
57.76,56.61,57.98,56.32
56.96,58.40,58.94,56.21
58.46,57.82,59.00,57.50
58.24,57.33,59.32,56.09
61.08,59.54,61.08,57.70
60.00,61.47,61.66,59.72
60.75,60.47,61.54,59.32
61.67,61.65,62.07,59.88
63.54,65.32,65.76,63.54
65.01,65.03,65.64,64.55
63.94,63.17,64.69,63.15
60.55,62.21,63.45,60.37
63.54,63.66,64.09,62.22
64.65,65.93,66.12,63.98
64.95,66.32,66.51,63.46
66.53,66.45,66.90,64.74
66.84,66.25,67.00,64.47
64.21,63.59,65.09,62.84
64.60,64.67,65.37,63.49
65.64,67.23,67.89,65.56
66.40,65.99,66.73,65.42
65.50,67.21,67.86,65.30
66.98,66.49,68.50,66.26
66.50,66.36,67.53,65.41
66.79,68.02,68.41,66.18
66.50,66.03,67.20,64.35
66.01,65.00,67.10,64.62
64.24,63.43,64.24,63.32
63.44,62.81,63.44,62.42
65.48,66.10,66.95,64.74
66.66,67.12,68.00,65.92
69.62,68.03,70.48,67.99
67.50,68.77,69.04,67.21
69.79,67.86,69.99,67.59
68.96,69.17,69.88,68.62
69.07,67.79,69.49,66.88
67.35,66.85,67.58,66.33
66.36,65.71,66.99,65.17
66.15,66.38,66.55,65.07
65.50,65.45,65.91,64.50
66.01,64.06,66.50,63.52
63.27,61.90,63.52,61.22
62.85,62.24,62.94,61.64
62.67,63.81,64.22,62.59
64.12,62.82,64.87,62.64
63.94,64.83,65.21,63.94
64.47,65.43,65.53,63.50
65.51,67.15,67.17,65.45
67.34,67.83,68.10,67.02
67.71,67.70,68.40,67.29
67.82,66.63,67.82,66.41
66.97,67.94,68.03,66.67
67.86,68.01,68.73,67.63
69.39,68.71,70.08,68.43
68.49,70.25,70.56,68.08
69.88,69.96,70.28,69.09
69.96,69.68,71.12,69.60
70.16,71.28,71.40,69.87
72.46,72.60,73.90,72.33
72.65,72.43,72.96,72.00
72.85,72.59,73.01,71.65
71.79,72.04,72.20,70.39
73.23,71.80,73.27,71.42
71.91,71.69,72.55,71.18
72.98,73.76,74.77,72.67
73.61,73.39,73.76,72.06
73.15,72.32,74.10,71.52
65.95,66.84,68.33,64.07
66.82,67.38,67.57,66.03
67.97,67.56,68.89,67.30
67.39,68.60,68.86,67.19
67.77,69.21,70.00,67.57
69.89,68.64,70.37,68.45
69.78,68.69,70.72,68.40
68.85,68.72,69.39,68.48
69.79,70.51,71.15,69.53
70.28,69.77,70.28,69.35
69.71,69.17,69.77,68.65
69.17,69.09,69.66,68.10
69.45,69.49,70.57,68.86
68.90,68.42,69.02,68.00
69.19,69.61,69.72,68.24
69.33,69.60,69.92,68.71
70.07,66.93,70.21,66.32
66.89,66.75,67.31,66.19
67.18,66.24,67.89,66.13
66.27,66.63,67.19,65.93
66.22,66.99,67.06,66.02
66.88,68.00,68.15,66.60
68.10,69.24,69.89,67.93
68.70,69.33,69.94,68.41
69.68,69.50,69.82,68.84
69.57,69.58,69.96,68.98
69.63,70.81,70.94,69.51
70.84,69.75,70.91,69.28
69.74,68.70,69.74,68.24
67.65,67.99,68.30,66.95
68.12,69.03,69.39,68.00
69.76,70.02,70.37,68.68
70.25,69.25,70.36,69.05
68.93,68.73,69.28,68.50
69.26,71.38,71.40,69.06
71.44,70.02,71.73,69.94
70.02,73.51,74.29,70.02
74.01,74.67,74.98,73.65
74.41,73.69,74.66,73.63
73.05,71.97,73.08,71.60
72.30,73.34,73.80,71.80
72.37,71.18,72.37,70.61
71.59,70.45,71.59,70.25
71.51,71.47,71.80,70.78
71.81,71.84,72.30,71.33
71.72,71.55,71.97,70.58
70.84,70.67,71.03,69.20
71.42,71.69,72.11,71.10
71.16,72.64,73.46,70.48
72.65,73.27,73.33,71.80
72.43,72.19,72.76,71.47
71.97,72.60,72.94,71.82
71.07,71.76,72.41,70.77
71.55,69.21,71.60,68.71
70.28,69.73,70.48,69.51
69.79,72.74,73.22,69.79
72.35,72.59,73.25,71.87
73.27,72.81,73.49,72.36
73.26,74.02,74.27,72.77
73.59,73.65,74.47,73.08
73.42,71.37,73.64,70.88
71.86,71.41,72.34,71.28
70.60,70.86,70.95,68.88
71.09,75.09,75.31,70.92
75.75,77.34,77.65,75.26
76.72,77.50,77.97,76.22
78.31,78.36,79.17,77.17
78.17,77.02,78.32,76.46
77.00,78.30,79.50,77.00
76.50,77.29,77.43,75.58
78.04,76.33,78.49,76.16
75.92,75.10,76.00,74.62
74.85,75.34,75.70,74.50
74.77,75.30,75.39,73.50
74.43,73.76,75.04,73.55
74.74,72.63,74.97,72.26
71.91,71.66,73.35,71.47
70.86,70.18,70.86,70.10
70.25,70.22,70.97,69.98
70.64,69.89,71.82,69.82
70.07,65.42,70.18,65.41
65.63,64.72,66.70,64.61
64.99,67.29,67.37,64.81
67.36,67.86,68.75,67.02
66.85,68.35,68.65,66.15
68.73,67.19,68.99,66.55
66.78,66.44,67.04,65.64
66.83,66.64,67.29,65.95
65.65,63.64,65.74,63.30
64.22,65.98,66.54,64.20
64.33,63.26,64.76,62.94
63.14,62.54,64.06,61.36
62.13,63.19,63.80,61.72
63.93,66.05,66.10,63.93
67.16,66.80,69.23,66.39
66.53,67.13,67.30,65.27
68.02,66.18,68.11,66.08
66.66,67.26,67.71,66.37
66.81,66.70,68.02,66.27
66.64,66.71,67.27,65.72
67.06,68.29,68.54,66.73
67.79,71.43,71.65,67.50
71.62,71.54,72.38,71.11
71.40,70.49,71.41,69.09
70.40,68.84,70.54,68.61
68.79,67.70,68.79,67.12
66.44,66.71,67.01,65.04
66.87,67.16,67.77,66.24
67.44,66.64,67.59,66.10
66.15,67.85,67.96,65.76
69.08,69.56,69.57,68.94
69.87,68.59,69.91,68.01
68.86,69.27,69.49,68.58
69.22,70.91,71.88,68.79
70.13,69.89,70.36,69.32
69.65,70.27,70.54,69.32
70.54,69.40,71.38,68.94
69.28,68.66,70.09,68.27
68.38,68.25,68.85,67.40
68.48,70.09,70.28,68.39
69.99,68.85,70.18,68.59
67.98,68.85,69.09,65.86
68.85,68.68,70.24,68.43
69.11,71.86,72.90,69.02
70.95,70.79,71.65,70.51
69.39,69.65,70.00,68.69
69.56,69.59,70.30,68.73
69.80,70.80,71.12,69.29
72.30,72.36,72.96,71.71
72.82,74.66,75.26,72.72
74.51,73.57,74.75,72.82
73.65,72.80,74.32,72.26
73.22,71.29,73.59,71.25
70.78,71.48,72.53,70.50
73.33,74.13,74.55,73.02
74.03,73.39,74.96,73.35
74.05,73.46,75.88,73.40
73.33,73.58,74.36,73.22
73.60,73.38,74.25,72.98
73.13,74.16,74.34,72.55
73.82,73.99,74.15,73.31
74.65,75.38,75.49,74.24
75.16,76.22,76.44,74.96
76.45,76.60,77.22,75.86
76.60,77.77,77.86,76.40
77.88,77.63,78.45,76.73
77.73,78.42,78.99,77.32
78.08,78.18,78.66,77.57
77.76,76.77,78.24,76.40
76.70,77.70,77.87,76.39
77.87,77.16,77.87,76.79
77.18,77.72,77.89,76.73
77.95,77.63,77.95,76.77
77.11,76.93,77.46,76.41
77.64,77.33,77.64,76.46
77.20,77.77,77.99,76.06
77.60,76.76,77.99,75.63
76.90,79.69,79.70,76.47
80.00,79.82,80.00,79.06
79.51,79.74,80.22,79.49
80.00,80.68,81.29,79.94
80.23,81.76,81.83,80.23
81.67,81.54,81.88,80.31
81.97,83.63,83.95,81.71
83.28,81.24,83.31,81.10
81.19,79.75,81.26,79.56
78.91,79.12,79.99,76.81
77.24,76.90,77.71,75.50
78.74,76.00,79.61,75.64
75.55,77.08,77.34,75.05
77.50,76.36,77.73,76.18
76.10,75.36,76.45,75.00
75.92,76.96,77.44,75.50
76.45,75.78,76.49,75.51
75.80,75.74,76.47,75.06
76.17,75.35,76.61,74.76
75.58,73.73,75.73,73.30
74.31,75.22,75.74,74.14
75.52,76.28,76.59,75.38
76.02,76.40,76.96,75.41
76.18,74.84,76.93,74.44
73.55,74.53,74.74,73.42
74.95,74.44,75.93,74.23
74.41,75.15,75.17,74.05
74.56,74.70,75.22,74.00
75.61,77.35,77.70,75.47
77.01,77.67,78.11,76.06
77.47,77.38,78.34,76.78
77.47,78.43,81.43,77.47
77.75,78.36,79.21,76.70
77.61,78.56,78.56,76.54
79.29,79.07,79.99,78.23
79.45,80.03,80.07,79.16
80.00,81.25,81.80,79.95
81.43,80.46,81.43,79.88
80.33,83.42,83.42,80.00
83.98,81.10,83.98,81.03
81.10,81.38,82.06,80.80
81.63,82.20,82.60,81.03
80.93,79.67,81.68,79.24
79.61,78.50,79.99,78.13
78.11,76.91,78.31,76.67
77.25,77.31,78.07,76.66
76.87,77.44,78.80,76.75
77.61,74.47,78.33,74.25
74.50,74.10,75.47,73.30
74.21,73.85,74.93,72.80
75.23,75.89,76.02,74.43
75.83,75.64,77.03,75.41
75.75,76.33,76.80,75.17
77.00,77.61,77.61,76.64
77.17,79.60,79.68,77.12
79.22,79.31,80.02,78.54
79.18,79.50,79.58,78.06
79.83,78.73,80.00,78.01
78.89,78.15,79.00,76.88
78.24,76.41,78.70,76.00
76.41,76.73,77.48,76.08
77.00,77.32,77.83,76.18
77.92,78.60,78.84,76.87
78.79,79.78,79.99,78.50
79.66,80.33,80.33,79.66
80.53,80.82,81.40,79.97
81.28,81.36,81.88,80.90
81.42,81.81,82.05,81.10
81.78,81.89,82.86,81.41
81.48,82.49,82.52,80.45
81.98,82.21,82.84,80.34
82.03,81.82,82.66,80.58
82.11,83.76,83.81,81.49
82.65,83.82,84.16,81.91
83.41,83.21,83.56,82.47
83.20,82.55,83.49,82.48
82.67,82.40,82.84,81.50
81.93,82.06,82.73,81.77
81.67,83.48,83.80,81.56
85.48,86.14,86.83,85.29
85.60,87.63,88.38,85.60
87.94,88.82,89.24,87.33
86.76,86.42,87.19,85.46
86.13,85.75,86.39,84.52
86.33,86.19,86.80,85.95
86.68,85.40,86.81,84.93
85.30,85.54,85.99,84.97
85.76,85.69,86.46,85.30
84.81,86.90,87.19,84.66
86.49,86.57,86.75,85.70
87.32,87.87,88.00,86.83
87.79,87.63,87.93,86.56
88.85,91.67,92.05,88.85
91.96,92.42,94.45,91.13
92.34,93.79,94.33,91.79
94.19,94.02,94.46,93.07
94.30,94.48,94.49,93.13
94.15,94.82,95.13,93.90
94.40,92.85,94.45,92.37
92.74,93.11,93.79,91.89
93.62,94.34,94.50,93.53
93.68,93.89,94.88,93.45
94.13,94.68,95.30,93.90
94.38,94.79,94.98,94.00
94.39,95.20,95.32,94.26
95.54,95.09,95.89,93.90
95.16,95.36,95.58,94.33
95.50,95.87,96.25,95.16
95.88,97.36,97.63,95.88
96.84,97.61,97.76,96.43
97.34,97.77,98.34,97.04
98.07,99.08,99.08,97.90
99.13,97.54,99.29,97.43
97.15,97.77,98.13,96.35
98.06,98.78,98.78,97.09
99.34,96.54,99.34,96.53
97.03,97.84,98.37,96.23
99.00,103.94,107.32,98.55
104.25,102.97,104.31,102.67
102.00,102.02,102.50,99.76
101.96,103.89,104.92,101.77
104.54,105.64,106.35,103.60
105.67,104.34,106.83,104.06
105.02,103.61,105.02,102.63
104.61,105.32,105.45,103.23
105.39,106.04,106.82,104.99
106.14,106.09,107.13,104.94
106.12,107.02,107.34,105.66
107.24,108.58,108.72,106.69
108.39,107.98,108.93,107.36
106.66,107.99,109.44,106.20
108.10,107.91,108.85,106.44
108.57,108.98,109.20,107.67
108.56,106.59,108.72,106.52
107.11,107.56,108.26,106.51
107.54,106.71,108.56,106.21
107.44,109.51,109.54,107.33
108.78,107.74,108.79,106.42
107.63,110.90,112.25,107.34
110.87,108.57,111.16,108.41
109.02,105.83,110.38,105.51
105.70,104.46,106.68,102.75
104.40,104.00,105.13,103.01
101.59,104.73,104.85,100.35
104.57,106.43,106.62,104.49
106.69,105.78,106.98,104.75
106.21,107.51,107.52,105.88
107.68,107.21,108.10,106.80
106.84,107.77,107.89,106.66
106.17,101.86,106.17,101.39
103.18,103.62,104.00,102.19
102.91,103.74,104.79,102.02
104.48,103.37,104.86,102.44
100.58,106.46,107.09,100.58
106.49,105.60,107.27,103.53
106.27,106.91,107.46,105.76
106.90,106.75,107.43,106.19
107.27,107.34,108.38,107.01
107.25,106.64,107.43,106.10
106.77,107.64,107.84,106.29
107.74,109.07,109.07,106.62
108.30,103.82,109.28,103.57
104.09,105.56,106.45,104.05
106.35,110.15,111.63,106.35
110.34,109.23,110.62,108.36
109.66,109.86,110.50,109.25
109.26,109.96,110.61,109.22
110.10,109.26,110.73,108.80
109.26,109.93,110.18,108.81
109.83,111.46,112.17,109.18
111.59,116.34,116.38,111.39
116.04,117.14,117.14,115.29
117.14,116.19,118.88,115.61
117.37,117.16,118.29,116.43
116.39,114.70,117.34,114.25
114.70,113.78,116.07,113.58
113.34,110.27,114.11,109.69
109.24,112.00,112.00,107.50
111.75,111.37,112.65,110.05
113.21,113.82,114.66,112.62
112.89,112.07,113.61,111.56
112.13,112.03,112.97,111.61
111.37,110.70,113.62,110.70
111.15,109.68,111.24,107.84
109.50,108.85,111.16,108.23
108.03,106.13,108.79,105.96
105.98,108.36,108.40,105.06
109.10,110.47,111.30,108.82
110.75,110.23,110.94,109.20
109.02,109.34,111.21,108.36
110.63,107.53,110.97,107.18
107.53,111.45,111.75,106.94
111.12,110.60,112.45,110.23
111.60,109.98,111.69,109.08
110.26,112.18,112.41,109.43
112.09,110.43,112.34,110.41
