KOOL,Cesca Therapeutics Inc. - Common Stock,NASDAQ
1.27,1.22,1.29,1.21
1.20,1.27,1.30,1.20
1.27,1.38,1.39,1.27
1.32,1.32,1.35,1.27
1.31,1.43,1.48,1.31
1.48,1.52,1.55,1.40
1.58,1.48,1.60,1.46
1.57,1.53,1.60,1.52
1.60,1.50,1.60,1.47
1.52,1.35,1.53,1.32
1.32,1.37,1.51,1.32
1.40,1.39,1.44,1.32
1.41,1.49,1.50,1.40
1.50,1.45,1.50,1.45
1.50,1.50,1.59,1.46
1.49,1.52,1.55,1.49
1.56,1.50,1.56,1.48
1.53,1.51,1.55,1.50
1.50,1.52,1.52,1.42
1.53,1.49,1.53,1.42
1.45,1.26,1.55,1.13
1.31,1.31,1.33,1.29
1.39,1.32,1.40,1.26
1.29,1.23,1.36,1.20
1.20,1.21,1.29,1.15
1.22,1.15,1.22,1.15
1.18,1.16,1.19,1.14
1.19,1.18,1.23,1.16
1.16,1.22,1.25,1.16
1.20,1.16,1.26,1.15
1.12,1.15,1.20,1.12
1.17,1.21,1.22,1.17
1.24,1.18,1.24,1.18
1.15,1.16,1.19,1.15
1.16,1.16,1.18,1.15
1.14,1.17,1.19,1.14
1.19,1.17,1.19,1.17
1.20,1.38,1.43,1.20
1.38,1.37,1.43,1.35
1.38,1.40,1.40,1.35
1.40,1.46,1.49,1.39
1.46,1.43,1.47,1.41
1.43,1.37,1.45,1.36
1.38,1.24,1.38,1.14
1.29,1.21,1.29,1.17
1.20,1.20,1.20,1.17
1.21,1.23,1.30,1.17
1.23,1.24,1.32,1.22
1.24,1.24,1.26,1.22
1.24,1.20,1.24,1.19
1.16,1.17,1.21,1.16
1.18,1.22,1.22,1.15
1.24,1.20,1.25,1.16
1.21,1.06,1.21,0.92
1.04,1.01,1.07,1.01
1.01,1.02,1.04,1.01
1.03,1.07,1.10,1.03
1.08,1.08,1.12,1.08
1.08,1.08,1.10,1.08
1.09,1.11,1.13,1.08
1.13,1.09,1.13,1.08
1.08,1.08,1.12,1.03
1.07,1.11,1.12,1.05
1.10,1.08,1.11,1.05
1.04,1.06,1.06,1.03
1.06,1.08,1.08,1.02
1.04,1.03,1.06,1.03
1.03,1.03,1.03,1.01
1.03,1.05,1.06,1.01
1.05,1.05,1.05,1.01
1.05,1.06,1.07,1.05
1.06,1.04,1.06,1.04
1.05,1.08,1.08,1.05
1.06,1.08,1.08,1.06
1.06,1.06,1.08,1.03
1.06,1.06,1.06,1.05
1.08,1.07,1.08,1.04
1.05,1.09,1.09,1.05
1.07,1.06,1.07,1.06
1.03,1.00,1.03,1.00
1.00,1.03,1.03,0.97
1.03,1.03,1.04,1.00
1.03,1.03,1.05,1.03
1.06,1.12,1.12,1.05
1.10,1.05,1.13,1.02
1.01,1.03,1.07,1.01
1.07,1.03,1.07,1.02
1.03,1.04,1.05,1.03
1.04,1.00,1.05,0.99
1.04,0.99,1.04,0.98
0.98,1.02,1.05,0.98
1.03,1.00,1.03,0.99
1.03,0.99,1.04,0.99
1.01,1.00,1.04,1.00
1.02,0.98,1.02,0.98
0.98,0.98,0.99,0.95
0.96,0.94,0.96,0.91
0.91,0.87,0.92,0.86
0.86,0.83,0.86,0.80
0.85,0.85,0.86,0.85
0.85,0.89,0.91,0.85
0.86,0.84,0.87,0.84
0.84,0.84,0.84,0.82
0.85,0.85,0.86,0.80
0.86,0.82,0.86,0.80
0.82,0.83,0.86,0.81
0.80,0.80,0.83,0.80
0.78,0.80,0.83,0.78
0.80,0.78,0.83,0.76
0.77,0.74,0.77,0.73
0.76,0.73,0.76,0.72
0.74,0.73,0.76,0.72
0.76,0.73,0.78,0.72
0.72,0.73,0.73,0.71
0.73,0.72,0.73,0.72
0.72,0.72,0.72,0.71
0.75,0.74,0.78,0.72
0.77,0.82,0.83,0.77
0.81,0.74,0.83,0.73
0.77,0.76,0.77,0.72
0.78,0.75,0.80,0.73
0.73,0.75,0.75,0.73
0.74,0.74,0.76,0.74
0.74,0.75,0.82,0.73
0.75,0.76,0.77,0.75
0.76,0.75,0.76,0.74
0.74,0.74,0.81,0.73
0.73,0.75,0.77,0.73
0.74,0.74,0.75,0.73
0.74,0.74,0.75,0.72
0.73,0.74,0.74,0.72
0.72,0.72,0.81,0.72
0.72,0.76,0.92,0.72
0.90,1.00,1.10,0.80
1.04,1.01,1.07,0.99
1.04,1.00,1.04,0.98
1.03,1.02,1.04,0.98
1.02,1.02,1.04,0.98
1.02,1.06,1.13,1.01
1.04,1.05,1.09,1.02
1.07,1.06,1.07,1.04
1.06,1.05,1.07,1.02
1.12,1.13,1.22,1.09
1.14,1.29,1.30,1.14
1.30,1.28,1.32,1.25
1.29,1.22,1.31,1.20
1.20,1.14,1.22,1.14
1.15,1.12,1.19,1.11
1.15,1.08,1.15,1.04
1.07,1.09,1.11,1.07
1.38,2.30,2.30,1.38
2.85,2.63,3.24,2.60
2.54,2.75,2.90,2.35
2.80,2.82,3.14,2.62
2.47,2.45,2.80,2.31
2.36,2.22,2.40,2.10
2.14,2.15,2.20,2.08
2.20,2.08,2.30,2.07
2.02,2.20,2.50,2.01
2.33,2.30,2.65,2.26
2.25,2.16,2.43,2.08
2.10,2.17,2.30,2.10
2.17,2.10,2.18,2.08
2.11,2.20,2.28,2.09
2.19,2.46,2.51,2.13
2.42,2.30,2.58,2.29
2.35,2.16,2.35,2.15
2.26,2.30,2.34,2.15
2.25,2.17,2.35,2.16
2.20,2.17,2.25,2.13
2.19,2.27,2.33,2.18
2.31,2.53,2.60,2.29
2.55,2.40,2.61,2.30
2.38,2.37,2.47,2.36
2.40,2.21,2.40,2.16
2.20,2.20,2.29,2.17
2.19,2.27,2.31,2.18
2.24,2.22,2.30,2.20
2.20,2.18,2.22,1.95
2.19,2.19,2.28,2.13
2.25,2.19,2.25,2.15
2.18,2.14,2.23,2.12
2.14,2.11,2.16,2.10
2.12,2.07,2.12,1.95
2.03,1.94,2.07,1.90
1.90,1.90,1.92,1.62
1.91,1.77,1.91,1.75
1.78,1.79,1.84,1.74
1.90,1.83,1.92,1.82
1.85,1.88,1.90,1.81
1.89,1.94,1.98,1.89
2.02,1.92,2.02,1.88
1.94,1.96,1.98,1.90
1.93,1.88,1.97,1.76
1.82,1.80,1.86,1.80
1.85,1.80,1.88,1.78
1.79,1.70,1.81,1.68
1.70,1.74,1.76,1.67
1.77,1.70,1.80,1.67
1.71,1.78,1.79,1.65
1.80,1.87,1.92,1.70
1.84,1.79,1.97,1.72
1.77,1.78,1.79,1.70
1.77,1.67,1.77,1.64
1.70,1.63,1.70,1.60
1.65,1.65,1.66,1.56
1.62,1.58,1.67,1.56
1.55,1.46,1.55,1.42
1.46,1.52,1.54,1.46
1.50,1.40,1.53,1.33
1.39,1.42,1.43,1.39
1.40,1.49,1.54,1.40
1.47,1.46,1.53,1.43
1.49,1.55,1.55,1.46
1.52,1.60,1.63,1.52
1.80,2.06,2.19,1.76
2.04,1.91,2.07,1.88
1.89,1.76,1.91,1.71
1.81,1.70,1.85,1.63
1.68,1.64,1.71,1.60
1.70,1.72,1.76,1.60
1.71,1.65,1.75,1.63
1.64,1.63,1.65,1.60
1.61,1.53,1.66,1.50
1.51,1.52,1.55,1.47
1.50,1.48,1.53,1.44
1.47,1.46,1.48,1.43
1.47,1.53,1.57,1.47
1.53,1.58,1.65,1.53
1.61,1.59,1.62,1.54
1.60,1.49,1.63,1.45
1.51,1.58,1.60,1.49
1.56,1.59,1.63,1.56
1.56,1.56,1.60,1.50
1.53,1.53,1.55,1.48
1.50,1.50,1.54,1.48
1.50,1.60,1.62,1.49
1.57,1.65,1.68,1.57
1.67,1.73,1.79,1.66
1.75,1.77,1.80,1.70
1.78,1.71,1.78,1.69
1.69,1.71,1.74,1.69
1.73,1.76,1.82,1.71
1.76,1.70,1.78,1.69
1.69,1.71,1.74,1.69
1.71,1.78,1.82,1.71
1.78,1.86,1.94,1.77
1.93,1.87,2.04,1.79
1.88,1.85,1.91,1.82
1.83,1.77,1.85,1.70
1.50,1.46,1.50,1.43
1.46,1.45,1.48,1.45
1.47,1.48,1.48,1.45
1.46,1.45,1.48,1.45
1.45,1.43,1.47,1.41
1.45,1.45,1.46,1.42
1.40,1.42,1.46,1.40
1.43,1.43,1.46,1.42
1.42,1.44,1.46,1.42
1.49,1.40,1.50,1.33
1.44,1.39,1.45,1.37
1.40,1.39,1.43,1.39
1.38,1.38,1.43,1.35
1.38,1.37,1.42,1.35
1.38,1.38,1.41,1.35
1.35,1.36,1.39,1.33
1.39,1.35,1.39,1.31
1.37,1.35,1.39,1.32
1.33,1.32,1.35,1.30
1.32,1.34,1.37,1.32
1.37,1.38,1.38,1.36
1.36,1.37,1.38,1.36
1.38,1.35,1.38,1.35
1.37,1.35,1.37,1.35
1.36,1.38,1.38,1.36
1.38,1.35,1.38,1.32
1.37,1.34,1.37,1.33
1.33,1.40,1.42,1.33
1.38,1.42,1.46,1.38
1.41,1.41,1.42,1.38
1.40,1.40,1.41,1.37
1.39,1.39,1.41,1.38
1.39,1.42,1.43,1.39
1.42,1.38,1.43,1.36
1.38,1.37,1.38,1.36
1.39,1.35,1.39,1.32
1.42,1.38,1.42,1.36
1.38,1.38,1.41,1.37
1.38,1.35,1.38,1.35
1.36,1.38,1.40,1.35
1.38,1.38,1.41,1.35
1.36,1.32,1.36,1.31
1.34,1.33,1.35,1.32
1.34,1.32,1.34,1.30
1.31,1.34,1.35,1.31
1.33,1.31,1.36,1.30
1.31,1.31,1.33,1.30
1.30,1.30,1.34,1.30
1.31,1.32,1.34,1.30
1.31,1.30,1.32,1.28
1.30,1.29,1.33,1.28
1.30,1.28,1.31,1.27
1.30,1.34,1.35,1.28
1.34,1.33,1.36,1.30
1.32,1.37,1.41,1.32
1.38,1.39,1.41,1.38
1.40,1.39,1.40,1.38
1.41,1.36,1.41,1.35
1.36,1.34,1.39,1.33
1.34,1.37,1.40,1.33
1.36,1.37,1.39,1.33
1.36,1.35,1.38,1.33
1.33,1.31,1.37,1.30
1.35,1.33,1.36,1.30
1.33,1.30,1.36,1.30
1.31,1.31,1.35,1.30
1.31,1.29,1.34,1.28
1.29,1.31,1.36,1.29
1.33,1.31,1.33,1.29
1.29,1.28,1.33,1.28
1.28,1.30,1.32,1.27
1.31,1.23,1.31,1.22
1.23,1.17,1.24,1.15
1.11,1.21,1.30,1.11
1.20,1.18,1.23,1.17
1.20,1.22,1.30,1.19
1.20,1.24,1.25,1.17
1.23,1.26,1.30,1.23
1.29,1.28,1.30,1.26
1.30,1.29,1.30,1.28
1.30,1.25,1.30,1.22
1.25,1.21,1.25,1.17
1.22,1.19,1.24,1.18
1.29,1.19,1.29,1.13
1.20,1.17,1.23,1.14
1.17,1.18,1.20,1.16
1.18,1.11,1.19,1.05
1.10,1.13,1.20,1.08
1.16,1.15,1.17,1.12
1.13,1.15,1.15,1.13
1.15,1.17,1.23,1.11
1.18,1.16,1.18,1.14
1.22,1.20,1.22,1.18
1.20,1.19,1.22,1.12
1.17,1.20,1.21,1.16
1.19,1.15,1.19,1.12
1.18,1.13,1.18,1.13
1.13,1.10,1.13,1.05
1.09,1.07,1.10,1.06
1.05,1.03,1.07,1.01
1.06,1.01,1.07,1.01
1.01,1.05,1.05,1.01
1.05,1.09,1.14,1.01
1.07,1.01,1.08,1.00
1.01,1.03,1.07,1.01
1.06,1.03,1.09,1.03
1.03,1.01,1.06,0.98
0.98,1.03,1.03,0.98
1.03,1.08,1.09,1.01
1.06,1.09,1.10,1.04
1.07,1.03,1.11,1.02
1.00,1.00,1.03,1.00
1.02,1.16,1.24,1.00
1.16,1.15,1.20,1.15
1.10,1.11,1.20,1.08
1.14,1.09,1.17,1.08
1.08,1.11,1.13,1.08
1.10,1.08,1.13,1.08
1.09,1.02,1.09,1.02
1.05,1.02,1.05,1.01
1.01,1.06,1.08,1.01
1.05,1.01,1.08,1.01
1.01,1.05,1.07,1.01
1.04,1.03,1.08,1.02
1.05,1.08,1.10,1.05
1.08,1.05,1.09,1.04
1.05,1.03,1.06,1.02
1.03,1.05,1.07,1.03
1.01,1.02,1.03,1.01
1.01,1.00,1.03,1.00
1.00,1.04,1.05,0.90
0.97,1.03,1.04,0.97
1.03,1.10,1.10,1.00
1.05,1.11,1.13,1.05
1.10,1.09,1.14,1.09
1.10,1.13,1.13,1.08
1.10,1.08,1.11,1.08
1.07,1.06,1.11,1.06
1.03,1.04,1.09,1.03
1.04,1.02,1.07,1.02
1.00,1.03,1.05,0.92
0.99,1.02,1.02,0.98
1.02,1.00,1.03,0.98
1.01,1.00,1.03,1.00
1.04,1.02,1.05,1.00
1.04,1.01,1.04,1.00
1.01,1.10,1.11,1.01
1.08,1.05,1.11,1.04
1.03,1.03,1.05,1.03
1.06,1.03,1.06,1.02
1.03,1.02,1.05,0.99
1.01,1.01,1.02,1.01
1.01,0.99,1.01,0.98
0.99,0.98,1.00,0.98
0.98,0.98,1.00,0.98
1.00,1.01,1.01,0.98
1.03,0.99,1.03,0.98
0.99,1.00,1.02,0.98
0.99,1.01,1.03,0.99
0.98,1.00,1.03,0.98
1.01,1.00,1.03,1.00
1.03,1.03,1.06,1.03
1.01,1.02,1.09,1.00
1.08,0.98,1.08,0.90
0.94,0.98,0.99,0.94
0.98,0.99,1.01,0.96
1.01,1.00,1.01,0.98
1.03,0.99,1.05,0.98
0.98,1.02,1.03,0.98
1.00,0.88,1.01,0.88
0.86,0.88,0.91,0.82
0.90,0.88,0.91,0.86
0.91,0.88,0.91,0.88
0.90,0.94,0.94,0.87
0.94,0.88,0.94,0.87
0.87,0.88,0.90,0.87
0.91,0.90,0.92,0.88
0.90,0.91,0.95,0.88
0.91,0.91,0.94,0.90
0.88,0.88,0.95,0.87
0.91,0.90,0.95,0.90
0.93,0.90,0.93,0.88
0.89,0.91,0.97,0.89
0.91,0.93,0.95,0.90
0.96,0.91,0.96,0.89
0.92,0.90,0.96,0.90
0.89,0.88,0.92,0.88
0.87,0.81,0.89,0.76
0.78,0.82,0.90,0.78
0.83,0.79,0.83,0.75
0.83,0.80,0.83,0.79
0.85,0.87,0.88,0.82
0.88,0.86,0.88,0.79
0.85,0.83,0.85,0.83
0.82,0.83,0.84,0.82
0.82,0.80,0.84,0.80
0.81,0.80,0.83,0.79
0.80,0.81,0.81,0.80
0.84,0.83,0.84,0.82
0.84,0.85,0.86,0.82
0.86,0.90,0.99,0.86
0.90,0.92,0.96,0.88
0.95,0.93,0.96,0.92
0.90,0.94,0.98,0.88
0.97,0.97,1.00,0.95
0.97,0.91,0.97,0.90
0.92,0.95,1.00,0.92
0.98,0.96,1.01,0.93
0.93,0.97,1.00,0.93
0.99,0.99,1.00,0.95
0.95,0.94,1.00,0.93
0.93,0.91,0.97,0.90
0.90,0.91,0.95,0.90
0.90,0.92,0.95,0.90
0.91,0.92,0.95,0.91
0.91,0.91,0.97,0.90
0.97,0.90,0.97,0.86
0.93,0.91,0.94,0.89
0.93,0.89,0.95,0.89
0.93,0.90,0.95,0.89
0.88,0.90,0.92,0.88
0.93,0.89,0.94,0.89
0.88,0.90,0.93,0.88
0.92,0.88,0.92,0.87
0.88,0.88,0.94,0.88
0.95,0.87,0.95,0.87
0.86,0.86,0.87,0.85
0.87,0.85,0.87,0.80
0.84,0.83,0.85,0.83
0.82,0.86,0.87,0.82
0.88,0.84,0.92,0.84
0.84,0.82,0.86,0.82
0.82,0.76,0.82,0.75
0.75,0.84,0.85,0.75
0.82,0.85,0.85,0.82
0.85,0.82,0.90,0.77
0.85,0.85,0.90,0.78
0.85,0.80,0.85,0.80
0.80,0.84,0.85,0.80
0.81,0.81,0.85,0.81
0.83,0.83,0.85,0.81
0.80,0.86,0.90,0.80
0.80,0.80,0.89,0.76
0.79,0.85,0.87,0.79
0.85,0.85,0.87,0.83
0.82,0.83,0.86,0.78
0.85,0.83,0.85,0.79
0.80,0.84,0.85,0.79
0.83,0.83,0.86,0.82
0.86,0.80,0.86,0.80
0.80,0.80,0.86,0.80
0.82,0.83,0.90,0.78
0.86,0.87,0.87,0.83
0.94,0.98,1.09,0.90
1.00,0.90,1.00,0.83
0.83,0.88,0.90,0.83
0.90,0.85,0.90,0.84
0.85,0.90,0.95,0.82
0.91,0.92,0.97,0.85
0.86,0.84,0.92,0.84
0.84,0.83,0.92,0.83
0.82,0.79,0.85,0.78
0.80,0.85,0.90,0.78
0.88,0.85,0.88,0.78
0.83,0.81,0.83,0.79
0.82,0.82,0.82,0.82
0.82,0.78,0.82,0.75
0.82,0.77,0.82,0.77
0.80,0.73,0.80,0.72
0.75,0.74,0.79,0.72
0.75,0.71,0.76,0.70
0.76,0.75,0.78,0.73
0.78,0.73,0.78,0.73
0.75,0.72,0.75,0.71
0.72,0.79,0.79,0.72
0.77,0.73,0.79,0.71
0.78,0.72,0.78,0.72
0.72,0.74,0.78,0.72
0.75,0.78,0.78,0.73
0.76,0.74,0.77,0.73
0.73,0.76,0.77,0.73
0.75,0.75,0.76,0.72
0.75,0.73,0.77,0.73
0.77,0.74,0.77,0.70
0.70,0.69,0.73,0.67
0.68,0.65,0.73,0.64
0.62,0.62,0.69,0.62
0.62,0.62,0.64,0.59
0.60,0.62,0.62,0.58
0.60,0.61,0.65,0.60
0.60,0.63,0.65,0.60
0.63,0.61,0.63,0.60
0.60,0.61,0.65,0.60
0.63,0.63,0.63,0.60
0.66,0.66,0.72,0.63
0.62,0.68,0.70,0.62
0.71,0.70,0.74,0.68
0.71,0.71,0.74,0.69
0.69,0.69,0.72,0.69
0.72,0.71,0.72,0.69
0.70,0.70,0.71,0.69
0.69,0.64,0.70,0.64
0.64,0.62,0.67,0.62
0.63,0.62,0.73,0.62
0.63,0.63,0.65,0.62
0.67,0.68,0.72,0.63
0.68,0.68,0.72,0.68
0.70,0.69,0.74,0.68
0.72,0.66,0.72,0.66
0.68,0.65,0.68,0.65
0.64,0.61,0.67,0.61
0.65,0.64,0.65,0.61
0.65,0.62,0.65,0.61
0.63,0.63,0.63,0.61
0.64,0.63,0.64,0.61
0.62,0.63,0.65,0.62
0.63,0.64,0.65,0.63
0.61,0.64,0.72,0.60
0.69,0.65,0.69,0.62
0.67,0.67,0.67,0.63
0.69,0.65,0.69,0.64
0.65,0.66,0.69,0.65
0.67,0.65,0.67,0.65
0.67,0.64,0.67,0.64
0.67,0.64,0.67,0.64
0.65,0.60,0.65,0.60
0.59,0.58,0.62,0.58
0.59,0.53,0.60,0.53
0.55,0.56,0.59,0.55
0.55,0.57,0.59,0.55
0.55,0.56,0.59,0.55
0.56,0.58,0.58,0.56
0.58,0.57,0.58,0.57
0.59,0.61,0.61,0.59
0.60,0.60,0.64,0.58
0.63,0.62,0.64,0.61
0.63,0.61,0.64,0.61
0.61,0.61,0.64,0.61
0.62,0.61,0.64,0.60
0.64,0.58,0.64,0.58
0.62,0.60,0.62,0.57
0.60,0.59,0.60,0.53
0.60,0.58,0.60,0.57
0.57,0.60,0.60,0.57
0.58,0.60,0.60,0.57
0.56,0.56,0.60,0.56
0.58,0.56,0.61,0.56
0.59,0.60,0.61,0.59
0.60,0.59,0.60,0.57
0.60,0.56,0.60,0.55
0.60,0.60,0.60,0.56
0.60,0.59,0.60,0.57
0.60,0.59,0.60,0.57
0.59,0.57,0.60,0.57
0.59,0.60,0.60,0.59
0.61,0.60,0.62,0.59
0.60,0.60,0.60,0.59
0.60,0.57,0.60,0.55
0.48,0.53,0.57,0.48
0.54,0.53,0.55,0.48
0.55,0.59,0.60,0.53
0.50,0.30,0.50,0.29
0.30,0.28,0.30,0.26
0.28,0.33,0.33,0.28
0.33,0.35,0.36,0.32
0.33,0.36,0.36,0.33
0.37,0.38,0.38,0.36
0.37,0.37,0.39,0.37
0.38,0.37,0.39,0.37
0.37,0.38,0.39,0.37
0.35,0.36,0.38,0.34
0.40,0.41,0.46,0.38
0.40,0.42,0.42,0.40
0.42,0.40,0.42,0.37
0.40,0.39,0.40,0.36
0.39,0.39,0.40,0.36
0.39,0.39,0.40,0.36
0.39,0.38,0.39,0.36
0.39,0.37,0.39,0.33
0.35,0.33,0.37,0.33
0.33,0.32,0.35,0.30
0.33,0.28,0.33,0.28
0.28,0.24,0.28,0.22
0.24,0.23,0.25,0.23
0.24,0.22,0.25,0.21
0.21,0.22,0.22,0.20
0.22,0.20,0.22,0.20
0.20,0.20,0.21,0.20
0.20,0.21,0.25,0.20
0.20,0.20,0.22,0.20
0.20,0.20,0.22,0.20
0.20,0.18,0.21,0.18
0.19,0.19,0.19,0.18
0.19,0.18,0.19,0.17
0.17,0.17,0.19,0.17
0.17,0.16,0.18,0.15
0.16,0.15,0.17,0.15
0.15,0.15,0.17,0.14
0.15,0.15,0.15,0.14
0.15,0.14,0.15,0.13
0.16,0.12,0.16,0.12
0.11,0.13,0.14,0.11
0.14,0.14,0.15,0.11
0.15,0.11,0.15,0.08
0.11,0.11,0.15,0.11
0.11,0.14,0.15,0.11
0.12,0.13,0.14,0.12
0.11,0.13,0.14,0.11
0.14,0.31,0.33,0.14
0.32,0.28,0.32,0.23
0.27,0.26,0.28,0.22
0.25,0.24,0.25,0.19
0.23,0.21,0.24,0.21
0.23,0.23,0.27,0.22
0.24,0.22,0.25,0.22
0.23,0.22,0.25,0.20
0.22,0.27,0.28,0.22
0.28,0.27,0.35,0.24
0.28,0.25,0.28,0.25
0.25,0.23,0.25,0.20
0.21,0.20,0.24,0.19
0.21,0.20,0.23,0.16
0.21,0.20,0.22,0.16
0.21,0.22,0.23,0.20
0.22,0.22,0.22,0.21
0.22,0.23,0.24,0.22
0.24,0.24,0.24,0.23
0.23,0.23,0.25,0.23
0.24,0.22,0.24,0.22
0.22,0.23,0.23,0.22
0.24,0.22,0.24,0.22
0.22,0.23,0.24,0.22
0.24,0.24,0.29,0.22
0.24,0.22,0.27,0.21
0.23,0.20,0.25,0.20
3.90,4.34,4.77,3.70
4.43,4.16,4.48,4.15
4.22,4.20,4.44,4.15
4.25,4.22,4.40,4.21
4.36,4.21,4.37,4.20
4.20,4.27,4.40,4.20
4.30,4.29,4.46,4.25
4.31,4.29,4.31,4.20
4.18,4.13,4.30,4.12
4.16,4.02,4.31,3.95
3.98,3.83,4.12,3.80
3.80,3.80,3.94,3.75
3.47,3.78,3.99,3.45
3.94,3.74,3.97,3.74
3.67,3.67,3.92,3.55
3.88,3.74,3.91,3.51
3.72,3.72,3.93,3.69
3.90,3.88,3.91,3.71
3.88,4.01,4.21,3.88
3.99,3.93,4.00,3.89
3.95,3.77,4.00,3.77
3.82,3.95,3.99,3.82
3.85,3.75,3.85,3.37
3.75,3.62,3.90,3.55
3.55,3.40,3.57,3.40
3.68,3.34,3.68,3.25
3.50,3.41,3.50,3.23
3.40,3.45,3.71,3.38
3.39,3.39,3.42,3.31
3.37,3.32,3.39,3.30
3.32,3.45,3.49,3.32
3.39,3.31,3.39,3.31
3.31,3.28,3.39,3.25
3.28,3.08,3.28,2.92
3.09,3.10,3.14,3.09
3.03,2.98,3.05,2.78
3.00,2.94,3.00,2.83
2.92,2.86,2.98,2.76
2.75,2.85,2.87,2.75
2.87,2.71,2.87,2.70
2.65,2.49,2.68,2.47
2.49,2.29,2.49,2.29
2.33,2.30,2.33,2.24
2.36,2.32,2.36,2.32
2.37,2.25,2.48,2.25
2.25,2.26,2.36,2.25
2.40,2.30,2.44,2.23
2.34,2.21,2.40,2.21
2.19,2.13,2.22,2.00
1.94,1.91,2.06,1.85
1.94,1.92,1.95,1.89
1.99,2.01,2.05,1.92
2.19,3.61,4.30,2.19
3.35,3.14,3.49,3.00
3.11,2.89,3.20,2.50
2.86,3.30,3.32,2.61
3.27,3.58,3.70,3.00
3.61,3.34,3.61,3.04
3.27,3.33,3.33,3.08
3.30,2.84,3.30,2.84
2.82,3.09,3.79,2.81
3.07,3.00,3.12,2.89
2.98,2.96,3.08,2.91
2.96,2.93,3.03,2.80
2.91,2.88,3.00,2.80
2.86,3.04,3.08,2.81
3.02,3.67,3.78,2.89
3.49,3.50,3.88,3.35
3.46,3.10,3.52,3.00
3.08,3.09,3.15,3.01
3.06,3.02,3.22,2.92
3.01,3.05,3.06,2.81
3.01,2.80,3.11,2.80
2.83,2.89,2.91,2.72
2.87,2.92,3.02,2.78
2.90,2.84,2.94,2.70
2.95,2.98,3.34,2.82
2.90,2.85,3.07,2.77
2.81,2.81,3.09,2.75
2.75,3.08,3.25,2.75
3.15,2.93,3.15,2.86
2.97,2.93,3.00,2.78
2.90,2.86,2.92,2.79
2.82,2.89,2.90,2.80
2.89,2.75,2.91,2.70
2.75,2.86,2.89,2.75
2.90,2.96,3.03,2.81
2.91,2.91,3.00,2.91
2.96,2.96,3.03,2.89
3.02,3.03,3.04,2.99
2.98,3.01,3.04,2.97
3.00,3.02,3.02,2.97
3.01,3.12,3.13,2.98
3.22,3.15,3.22,2.98
3.13,3.14,3.18,3.03
3.13,3.08,3.14,3.05
3.16,3.14,3.16,2.98
3.08,3.45,3.48,3.04
3.50,4.97,6.84,3.50
5.58,4.40,5.59,4.20
4.35,4.07,4.56,4.06
4.03,4.18,4.29,4.00
4.85,4.47,4.85,4.35
4.90,4.45,4.90,4.35
6.66,5.42,7.39,5.26
4.85,4.48,5.07,4.40
4.45,4.24,4.46,4.14
4.31,4.28,4.50,4.15
4.25,4.05,4.29,3.91
4.01,3.83,4.01,3.76
3.80,3.79,3.82,3.68
3.75,3.96,4.16,3.69
3.96,4.20,4.40,3.90
4.09,3.90,4.27,3.88
3.80,3.89,3.99,3.77
3.85,3.88,3.95,3.69
3.97,4.16,4.23,3.73
4.18,4.70,4.92,4.17
4.66,4.25,4.67,4.20
4.21,3.97,4.55,3.90
3.71,3.98,4.16,3.65
3.98,3.91,4.35,3.80
3.88,4.00,4.21,3.85
4.02,4.00,4.22,3.89
4.00,4.25,4.35,3.83
4.24,4.17,4.24,4.03
4.15,4.10,4.20,4.05
4.10,4.14,4.19,4.09
4.16,4.17,4.38,4.15
4.15,4.18,4.31,4.02
4.10,4.06,4.12,3.91
4.01,4.17,4.21,3.85
4.18,4.10,4.18,3.96
4.07,4.19,4.23,4.06
4.25,4.10,4.25,4.01
4.21,3.95,4.21,3.95
4.07,4.03,4.07,3.96
4.22,4.13,4.22,3.98
4.02,4.20,4.20,3.90
4.18,4.16,4.34,4.11
4.16,3.99,4.24,3.98
3.98,3.97,4.11,3.95
3.98,3.99,4.14,3.96
3.98,4.01,4.02,3.95
3.98,3.97,4.05,3.95
3.95,3.92,4.01,3.92
3.90,3.86,3.96,3.86
3.90,3.77,3.90,3.70
3.76,3.84,3.95,3.70
3.81,3.69,3.81,3.67
3.66,3.45,3.77,3.45
3.47,3.44,3.53,3.22
3.39,3.39,3.39,3.25
3.39,3.33,3.43,3.20
3.30,3.27,3.62,3.20
3.31,3.17,3.31,3.12
3.14,3.06,3.14,3.01
3.11,3.06,3.27,3.00
3.05,3.10,3.12,3.05
3.04,2.96,3.16,2.91
2.94,3.07,3.20,2.94
3.87,3.90,4.60,3.61
3.78,3.40,3.84,3.40
3.33,3.60,3.72,3.33
3.60,3.10,3.60,3.06
3.20,3.11,3.30,3.02
3.19,3.01,3.19,2.95
3.01,2.85,3.05,2.85
2.85,2.88,3.04,2.71
2.90,2.84,2.90,2.80
2.83,2.95,3.16,2.77
3.06,3.02,3.08,2.88
2.98,2.85,2.98,2.85
2.73,2.77,2.89,2.67
2.89,2.97,2.97,2.86
2.80,3.00,3.06,2.62
3.00,2.96,3.10,2.76
2.93,3.06,3.15,2.70
2.85,3.15,3.21,2.85
3.08,3.39,3.50,3.00
3.60,3.21,3.70,3.07
3.21,2.99,3.21,2.96
3.02,3.21,3.42,2.86
3.16,2.96,3.16,2.93
2.97,3.06,3.19,2.97
3.10,2.93,3.10,2.91
3.02,2.89,3.02,2.88
