KOOL,Cesca Therapeutics Inc. - Common Stock,NASDAQ
2.90,3.13,3.14,2.90
3.12,3.19,3.19,2.96
3.19,3.09,3.19,2.99
3.04,3.11,3.12,3.00
3.20,3.00,3.20,3.00
3.12,3.03,3.12,2.99
2.99,3.18,3.18,2.97
3.15,3.13,3.15,2.95
3.04,2.98,3.06,2.94
2.97,2.98,3.11,2.96
2.98,2.91,3.06,2.90
2.91,2.77,2.91,2.75
2.76,2.74,3.01,2.74
2.79,2.78,2.91,2.73
2.80,2.77,2.80,2.73
2.76,2.55,2.81,2.41
2.54,2.55,2.64,2.50
2.53,2.52,2.60,2.50
2.55,2.67,2.75,2.53
2.65,2.75,2.80,2.65
3.06,3.74,4.84,2.82
3.62,3.45,3.70,3.31
3.44,3.30,3.44,3.13
3.30,3.67,3.79,3.22
4.26,3.42,4.55,3.41
3.40,3.31,3.41,3.24
3.30,3.35,3.40,3.25
3.33,3.22,3.40,3.15
3.24,3.00,3.24,2.96
3.04,3.13,3.20,3.01
3.13,3.02,3.14,3.01
