GOOG,Alphabet Inc. - Class C Capital Stock,NASDAQ
564.64,561.06,567.99,559.74
570.22,576.50,579.80,569.02
577.27,577.32,579.23,572.51
575.19,582.16,582.45,572.00
585.43,586.89,588.39,578.80
586.88,579.74,586.91,579.24
582.07,575.36,584.99,574.71
576.00,581.73,581.89,573.01
584.38,581.84,585.50,580.58
583.00,586.76,588.16,581.74
588.76,591.80,595.19,588.76
593.00,587.68,594.74,583.10
581.08,569.09,581.49,565.68
572.18,574.18,575.16,568.00
575.73,580.00,580.64,574.19
584.89,578.16,584.89,578.06
576.20,577.37,578.10,573.00
575.00,570.61,576.91,568.05
575.51,576.28,577.60,571.75
575.19,578.51,579.45,572.10
545.29,530.70,545.75,530.06
526.42,526.84,527.66,519.00
529.95,521.53,530.88,520.90
525.90,525.73,526.82,521.39
527.49,525.10,528.28,522.39
525.25,525.05,527.00,522.01
526.52,532.82,537.44,525.21
538.00,537.76,538.11,534.35
538.06,537.97,539.25,534.08
540.00,544.10,544.10,538.51
545.70,538.56,545.73,537.12
537.13,533.89,542.01,529.63
535.17,535.79,539.00,533.02
533.86,534.27,539.42,531.50
538.15,535.30,541.46,535.18
535.00,537.68,538.49,531.10
540.00,542.66,544.43,537.54
540.14,535.45,543.55,533.69
535.24,535.05,536.94,530.91
534.61,529.55,535.92,529.05
526.31,518.42,527.27,516.40
515.43,530.46,531.22,515.03
529.54,529.81,530.33,525.70
532.73,531.25,536.54,529.72
531.80,524.03,531.99,523.13
516.60,518.39,520.00,513.40
520.37,518.26,523.96,518.15
517.33,519.67,522.77,517.25
517.70,518.13,522.12,515.00
518.48,520.90,521.79,516.30
525.00,529.02,529.05,523.50
528.04,525.60,533.20,525.31
527.57,528.06,530.30,522.48
522.00,523.08,527.60,521.50
523.54,521.06,526.82,519.25
522.89,519.03,524.63,518.99
516.53,519.17,521.24,515.78
520.00,516.73,520.00,515.64
514.08,509.51,516.69,509.29
510.00,504.73,510.20,502.17
508.15,508.37,514.08,506.99
505.03,502.95,508.35,500.61
502.81,500.37,506.57,496.67
506.18,485.02,506.69,484.80
485.00,484.58,486.23,479.23
487.19,493.00,493.94,484.73
491.45,487.01,492.35,486.73
482.13,480.22,482.86,473.73
480.68,474.88,480.75,473.02
474.00,482.80,488.40,473.60
484.02,493.65,496.21,484.02
496.54,497.57,500.25,492.38
501.99,506.38,506.67,501.50
506.74,521.03,521.18,506.38
525.30,532.44,535.40,525.30
533.50,535.36,538.51,533.04
541.00,546.60,550.68,535.88
532.95,531.99,537.65,527.27
528.18,527.28,535.98,525.50
528.16,534.01,539.42,526.00
537.00,538.26,544.00,536.48
539.12,528.94,542.00,526.73
597.50,597.62,600.25,588.16
592.49,594.94,602.05,592.00
596.14,602.55,604.68,595.53
602.18,595.35,602.83,595.35
594.03,606.99,608.06,594.01
605.39,618.23,619.50,604.27
613.36,618.98,625.41,613.00
618.05,622.52,627.50,617.22
617.18,607.22,620.95,604.75
605.19,610.94,615.98,603.00
604.23,603.69,614.96,603.69
611.22,606.77,615.50,599.18
606.00,592.40,609.67,591.57
594.27,601.17,603.00,583.63
594.50,577.52,598.85,577.47
582.54,579.04,590.00,562.00
562.98,546.02,569.00,544.35
561.00,573.41,574.61,541.01
561.38,549.01,564.12,547.73
553.82,562.13,568.50,548.41
569.50,563.77,570.50,560.40
553.43,557.23,564.99,546.05
552.43,539.00,552.44,530.30
540.03,533.15,543.69,530.77
523.47,504.88,524.89,500.49
499.34,490.92,514.87,490.86
504.00,498.17,507.00,494.53
503.50,518.82,521.41,499.06
519.33,523.29,530.00,517.23
530.38,520.04,537.27,518.30
519.99,526.86,530.45,513.14
534.56,539.08,539.45,533.56
538.19,540.70,542.99,530.81
544.74,540.96,546.30,536.00
540.75,532.50,543.83,531.22
524.47,524.84,527.92,520.73
510.80,522.18,522.76,510.50
530.45,534.03,535.94,527.40
533.80,534.96,539.10,531.90
531.40,524.85,534.65,521.19
517.96,530.12,531.99,517.50
532.00,529.52,533.88,523.40
532.59,532.07,536.95,525.82
535.50,542.56,544.98,534.56
544.80,546.68,546.84,543.14
540.35,546.67,549.90,535.38
549.40,546.63,558.52,542.67
547.69,539.20,555.00,538.86
526.25,520.66,528.78,514.00
516.56,525.51,526.42,514.50
527.25,531.89,532.93,513.25
538.20,539.34,547.05,536.05
541.50,528.84,544.02,527.70
536.04,527.50,537.30,519.41
520.21,515.04,524.00,514.38
509.85,495.52,512.00,495.00
490.03,501.90,503.44,480.60
496.35,504.70,507.80,480.77
507.50,514.71,515.23,502.60
516.83,515.12,520.50,510.30
525.18,537.17,537.47,523.20
533.46,543.18,546.80,533.46
548.13,548.50,555.23,544.63
550.03,558.99,559.00,548.02
599.47,591.68,599.60,587.57
583.72,582.41,591.83,578.00
580.19,590.51,592.56,577.40
587.34,580.70,592.06,579.22
581.90,583.67,588.89,579.51
589.51,590.49,592.75,586.70
586.72,596.42,599.97,586.50
593.10,583.16,595.00,582.85
589.55,586.31,590.18,572.86
598.42,598.67,602.70,593.30
594.52,600.14,602.30,594.25
595.09,592.64,599.69,591.67
580.10,578.65,585.51,576.75
584.90,584.82,587.96,580.48
587.00,597.50,597.50,583.72
593.50,596.14,599.74,592.43
593.32,608.33,608.78,592.23
609.00,612.34,614.37,603.60
604.26,600.95,609.39,598.66
605.93,595.08,605.95,591.56
601.30,608.35,612.09,598.60
608.00,613.00,618.08,607.78
612.80,616.56,618.08,610.50
612.08,611.47,618.30,610.61
610.05,600.87,612.29,596.78
602.00,594.88,604.50,593.75
587.76,580.94,588.50,572.09
580.00,580.00,584.97,575.24
575.35,570.11,580.25,570.11
565.19,563.00,574.27,561.33
579.37,588.19,588.82,576.50
587.88,582.93,590.36,581.33
597.95,599.39,599.51,592.09
600.00,613.77,616.00,599.00
617.05,620.36,624.00,616.26
627.64,625.65,631.90,622.40
622.99,623.77,628.62,620.24
621.68,623.39,625.66,618.10
621.04,616.05,627.45,615.30
618.00,627.42,629.13,617.01
621.88,625.39,626.18,620.29
628.76,625.63,636.56,622.85
621.85,618.07,624.32,612.49
622.52,619.54,624.00,618.69
624.32,625.96,629.32,621.47
628.01,621.83,628.50,620.00
628.00,630.37,631.84,627.99
630.01,625.82,631.82,618.96
627.95,629.70,631.73,627.01
632.00,633.14,634.68,630.56
632.05,640.25,644.49,632.00
642.75,639.70,645.00,638.10
641.49,642.40,643.00,635.20
642.02,645.90,646.76,642.02
652.94,665.41,668.15,652.37
665.03,668.28,670.25,660.62
662.13,659.01,663.97,656.23
659.15,650.02,660.00,649.79
646.50,622.46,647.00,621.23
629.75,623.14,633.80,616.91
623.50,625.96,629.39,621.12
631.22,629.64,632.89,626.50
626.26,624.99,626.95,621.06
631.98,628.58,631.98,625.68
626.63,632.91,634.00,622.12
640.99,639.57,640.99,631.46
590.53,585.99,591.00,581.70
586.00,585.52,588.66,583.16
586.32,580.93,587.68,578.00
577.51,569.49,578.71,566.38
571.98,568.10,574.48,564.55
570.78,579.98,580.32,569.33
578.05,577.69,580.00,573.40
583.00,580.11,584.00,575.15
584.94,580.83,585.50,579.14
584.87,585.11,586.41,582.08
590.66,596.33,597.07,588.05
595.01,609.09,610.83,594.01
607.15,606.77,609.39,603.76
608.64,609.85,611.35,604.74
612.02,611.46,614.50,609.00
607.88,605.91,608.13,604.00
610.50,612.20,613.84,610.02
611.54,609.76,612.00,604.76
612.93,605.56,612.93,602.56
602.82,606.52,608.81,597.73
604.97,604.64,607.63,602.40
603.87,614.00,617.88,602.88
611.96,607.94,616.78,606.71
607.00,606.11,607.94,600.35
607.35,609.90,611.65,605.51
606.59,609.31,612.36,605.06
610.00,618.39,619.77,607.68
618.60,618.25,625.60,615.50
622.26,622.40,625.70,618.15
622.00,621.25,624.00,620.32
620.43,614.25,622.49,611.38
608.05,604.96,608.81,593.84
609.05,606.80,611.19,605.86
610.04,607.14,611.50,606.35
607.95,600.25,611.90,600.00
600.00,605.15,607.00,599.26
608.75,617.78,617.85,605.55
615.00,615.99,622.78,613.46
616.60,621.13,623.50,614.83
620.89,625.04,625.91,620.05
623.12,633.98,637.27,621.24
630.92,633.49,636.06,627.27
634.61,639.98,647.39,632.51
638.50,646.05,648.80,631.00
646.60,642.59,648.50,640.90
645.00,649.33,649.49,639.54
647.03,647.02,653.50,644.80
652.03,655.76,658.59,651.08
653.44,648.41,656.59,644.30
651.75,641.24,653.49,641.00
640.77,646.92,647.50,634.84
645.41,642.62,647.95,638.64
638.45,635.15,639.00,631.10
632.24,632.32,636.43,628.57
628.48,630.84,635.33,625.29
633.52,626.86,634.50,624.55
633.97,635.96,636.00,631.30
642.35,651.01,653.14,640.26
647.55,624.60,648.99,623.54
623.00,606.07,623.81,601.66
608.56,609.57,617.69,607.01
608.05,607.45,612.80,602.81
605.69,599.30,616.26,599.00
604.25,596.06,608.85,595.83
592.90,597.60,598.45,590.20
598.24,601.27,606.63,597.32
604.00,609.72,611.35,602.88
610.91,615.47,618.00,609.70
615.02,614.98,616.74,610.60
612.99,604.85,616.08,600.61
603.79,604.43,611.60,600.19
601.20,607.26,608.11,600.61
609.62,611.02,614.83,608.95
605.92,596.97,607.89,596.81
595.00,607.55,610.57,595.00
605.53,612.79,616.90,600.70
606.82,609.15,616.38,601.81
612.96,613.66,616.19,610.23
610.35,605.23,614.55,604.77
600.78,604.00,608.50,600.58
605.35,611.11,615.00,603.75
617.96,628.93,630.10,615.94
633.83,623.05,637.85,621.23
625.10,600.40,632.42,596.70
600.51,614.11,615.69,600.00
613.44,600.80,613.81,596.00
601.65,609.46,609.60,597.12
609.16,603.66,611.92,598.87
601.00,591.53,601.73,588.28
595.81,594.34,599.13,588.32
588.16,588.23,591.90,583.53
588.72,580.86,590.00,579.00
571.79,570.98,572.65,568.35
570.22,578.59,580.49,570.01
575.45,570.41,578.13,566.47
576.48,580.57,581.97,573.61
587.60,578.23,587.89,577.25
575.85,580.45,581.00,574.58
584.21,568.50,585.32,566.69
569.77,565.10,570.30,558.58
561.72,561.09,567.00,558.68
561.30,559.05,565.07,556.52
560.34,564.51,564.52,557.09
562.62,570.85,574.21,559.25
573.59,581.53,584.28,573.12
579.81,577.51,580.00,573.51
579.84,565.21,579.84,563.73
568.00,571.48,571.48,565.82
567.33,560.70,568.09,557.35
562.76,564.68,566.60,559.48
567.70,569.30,573.99,566.02
565.90,564.31,566.23,557.21
574.96,580.07,580.13,572.20
581.82,580.47,583.00,576.50
580.01,587.83,588.41,578.00
588.76,595.92,600.06,588.54
592.45,585.98,593.52,582.82
584.95,586.01,588.60,581.25
590.19,581.70,592.43,578.74
576.30,571.19,577.85,564.94
567.12,570.48,571.93,562.09
572.15,576.52,579.15,568.55
576.37,574.92,579.19,571.78
578.43,576.73,580.67,568.40
576.98,580.76,583.69,576.13
586.14,593.06,598.48,586.00
608.76,610.82,612.94,598.18
600.48,615.51,618.35,598.25
615.00,607.57,617.93,604.34
608.32,607.99,613.38,605.37
615.00,613.36,616.87,610.03
618.89,634.96,635.00,617.50
636.05,632.30,642.60,629.50
628.26,632.97,636.50,628.22
637.30,632.68,639.51,631.38
625.51,628.75,638.03,623.41
640.00,641.33,643.72,636.14
639.61,642.82,649.38,639.22
641.79,640.54,644.26,636.47
639.05,642.23,645.87,638.50
644.51,642.35,646.37,641.52
638.59,642.00,642.24,636.13
647.42,660.01,660.15,646.68
659.25,668.66,672.85,659.00
670.28,667.54,674.25,664.10
667.51,672.87,674.64,667.08
674.12,677.14,677.25,671.70
675.50,675.54,678.87,672.66
673.11,669.51,678.00,662.17
667.38,677.18,680.60,666.70
674.27,676.80,680.48,671.00
675.60,678.63,680.45,674.08
662.99,669.22,672.00,659.24
665.00,677.25,677.62,664.74
677.37,688.01,688.99,676.15
684.24,681.68,687.39,680.18
684.00,685.09,688.58,680.04
684.55,681.04,685.00,673.50
680.00,680.72,686.50,679.14
685.96,699.40,699.89,684.73
700.00,706.15,712.25,697.67
709.76,700.77,712.81,698.39
697.96,692.19,700.65,691.00
689.41,690.88,694.91,680.88
693.09,706.04,709.00,690.54
709.60,709.68,713.00,707.01
708.11,709.98,712.88,705.00
707.78,718.28,718.66,706.78
717.50,727.50,728.56,716.41
724.47,728.12,731.38,721.22
732.21,733.99,734.92,730.12
731.00,749.38,750.04,730.25
753.05,749.16,764.89,747.66
749.85,753.46,761.24,741.00
759.95,756.50,762.84,751.65
754.15,754.50,759.30,751.15
759.05,761.78,765.00,756.21
765.20,756.99,765.99,750.27
755.72,762.50,763.92,752.20
762.75,768.05,769.89,759.40
770.71,767.65,774.38,765.01
761.00,757.84,763.58,754.15
759.67,744.09,761.32,742.53
741.86,744.56,747.53,738.29
752.90,751.48,758.50,750.29
751.85,744.75,754.87,744.10
741.94,740.98,743.83,730.70
740.13,744.70,746.99,736.46
743.95,755.49,756.34,740.26
755.54,695.00,759.42,676.00
705.58,681.79,706.70,672.00
681.01,678.67,684.63,669.70
672.01,680.35,687.33,672.00
686.80,677.30,687.00,675.27
680.00,677.76,682.00,673.51
676.50,675.15,683.03,671.20
679.86,680.30,681.00,675.00
679.50,687.59,690.90,678.72
694.79,687.92,695.55,687.37
684.50,682.96,686.86,675.56
685.48,681.72,686.50,677.55
675.00,667.12,678.23,666.49
670.20,652.29,671.49,651.23
654.65,663.03,668.34,650.30
663.75,665.90,669.80,660.87
663.00,659.05,667.60,658.23
660.66,652.55,662.18,650.50
650.00,647.26,660.00,643.90
645.99,647.18,653.02,636.00
655.70,668.21,668.92,655.53
669.51,669.97,678.00,664.57
668.99,665.87,669.80,660.40
669.97,667.97,670.00,666.10
666.44,661.15,667.00,659.02
660.17,670.71,675.00,658.00
668.01,683.67,684.91,663.89
687.78,691.89,693.90,682.00
691.31,698.37,699.22,685.69
702.24,695.25,705.89,694.11
695.00,691.03,695.51,685.70
692.15,687.82,694.50,682.33
687.59,691.13,695.61,684.51
695.00,684.21,696.88,682.42
685.39,685.42,691.65,683.79
690.00,696.88,701.92,687.72
699.23,697.56,703.51,693.48
715.92,702.70,716.47,699.55
699.17,701.96,707.82,698.43
705.50,720.78,721.92,704.02
716.60,721.07,729.10,715.05
720.71,720.11,723.00,716.68
723.26,722.36,724.65,716.97
713.97,715.63,718.82,710.52
714.51,709.50,715.18,707.47
708.07,708.87,712.88,702.41
707.14,706.29,708.84,698.61
701.69,700.01,706.91,700.01
700.00,707.38,710.57,696.00
719.42,723.25,727.00,716.55
724.93,723.67,731.93,720.72
729.34,737.97,741.47,727.68
735.45,734.75,739.38,730.58
735.54,733.30,736.30,724.43
732.27,738.12,738.35,728.60
742.83,741.48,745.00,733.50
742.00,739.99,742.43,736.30
737.00,723.25,742.20,722.35
719.33,724.93,735.00,712.10
722.40,715.19,724.34,713.67
717.71,711.32,719.64,711.02
710.36,704.51,712.77,701.33
704.66,702.87,705.34,695.52
735.99,741.50,749.00,735.79
741.24,754.21,756.83,740.51
750.77,753.67,758.48,750.25
751.76,750.73,755.60,747.89
746.75,753.68,756.95,746.54
753.74,753.83,760.95,752.91
750.51,755.69,757.62,750.25
758.20,775.60,776.60,758.10
767.69,759.02,770.47,758.27
761.13,765.74,771.11,759.47
759.07,770.17,772.96,758.50
769.70,773.95,778.81,765.50
780.13,785.37,786.67,779.56
778.40,782.42,783.00,773.75
781.75,780.70,787.90,779.37
780.13,782.86,785.35,779.97
779.73,787.82,788.74,777.77
787.40,792.89,793.26,787.07
795.99,806.85,807.00,795.28
805.30,792.46,808.97,791.79
798.00,795.53,805.45,791.22
799.26,799.71,801.25,793.80
802.30,790.77,808.41,790.49
795.00,790.13,795.95,784.40
794.80,799.78,804.75,791.11
801.10,801.20,806.99,801.03
797.80,806.19,807.14,796.15
805.30,821.50,822.84,805.00
828.93,838.60,840.15,828.90
841.03,831.38,844.00,828.81
834.06,832.60,836.62,829.58
834.50,831.52,834.92,825.05
831.69,834.82,839.70,831.50
830.71,827.61,831.89,823.67
827.90,825.31,830.69,822.31
826.99,821.54,826.99,817.39
818.50,814.30,820.30,813.34
805.00,807.79,812.76,801.47
811.24,811.32,819.25,806.45
816.83,814.71,817.51,811.44
811.29,811.26,816.92,809.85
814.74,810.31,815.24,809.64
812.41,809.64,819.23,806.82
813.50,812.42,814.00,807.79
806.68,802.66,807.00,801.33
803.99,794.19,805.37,793.30
795.01,801.19,802.25,793.25
804.54,813.04,814.83,804.00
813.46,806.20,814.20,800.67
804.25,795.07,805.75,791.30
786.06,783.05,786.99,776.40
778.75,774.85,779.55,768.40
775.50,777.65,783.75,773.11
782.92,790.18,792.35,776.00
792.88,790.39,793.10,784.06
791.99,790.05,792.10,782.93
785.95,781.93,797.00,777.02
786.59,793.37,796.00,783.92
786.75,782.56,790.84,778.10
785.35,765.91,785.80,761.26
769.16,799.87,803.44,766.26
800.60,800.11,803.96,775.00
801.00,807.90,815.50,800.36
808.11,813.45,818.00,808.00
816.25,809.10,816.47,807.63
807.60,801.42,807.74,796.58
803.25,819.06,822.70,803.00
819.00,824.57,827.64,817.68
823.26,820.43,824.72,816.36
820.10,829.61,834.55,819.05
836.96,845.72,846.80,836.00
848.26,861.55,861.85,848.26
863.01,857.23,863.87,850.67
857.00,873.63,873.88,852.91
870.84,871.48,879.66,868.23
875.31,880.23,880.54,872.16
878.89,877.53,882.47,873.38
877.50,887.10,888.69,877.14
895.50,915.89,916.38,894.02
919.00,903.87,919.98,902.01
910.02,909.18,913.49,900.52
905.00,908.53,920.60,905.00
908.02,906.97,911.66,897.61
902.56,889.42,909.31,886.88
877.00,882.79,889.96,874.00
875.26,873.32,878.82,871.01
883.50,881.27,892.14,880.40
875.71,868.31,877.99,864.29
869.92,870.76,878.90,866.41
868.12,871.22,877.00,867.52
873.00,867.63,873.97,855.02
867.85,859.10,870.59,854.07
862.51,859.70,869.45,857.13
864.30,864.64,866.33,847.22
870.42,879.73,880.00,865.32
882.10,890.22,891.00,880.09
883.97,879.81,887.00,879.52
885.46,871.98,886.00,869.65
868.98,877.00,879.66,865.50
880.10,875.04,884.70,874.13
879.23,886.25,889.43,878.28
888.65,900.62,901.00,888.35
901.37,900.68,910.84,897.50
