MSM,MSC Industrial Direct Company,NASDAQ
65.76,64.69,65.89,64.54
65.22,65.60,66.68,65.14
65.65,64.24,65.98,63.68
64.30,65.26,66.18,64.30
63.29,61.57,63.34,60.45
60.35,60.67,62.61,60.01
60.30,61.28,61.47,59.83
61.51,61.00,61.51,60.44
61.29,60.68,61.37,60.40
60.57,60.22,60.68,59.84
60.01,60.40,60.42,59.81
60.19,60.82,60.82,59.87
60.65,59.74,60.70,59.61
59.69,59.98,60.33,59.32
60.27,59.66,60.27,59.61
59.68,59.83,60.00,59.39
59.46,59.34,59.63,58.52
59.55,60.00,60.10,59.09
59.90,59.63,60.08,59.42
59.65,58.57,59.83,58.14
58.66,59.43,59.54,58.64
59.93,61.07,61.16,59.82
60.85,60.36,61.09,60.15
60.20,60.83,61.24,60.07
60.95,61.00,61.29,60.65
61.05,61.29,61.63,60.96
61.22,61.85,61.89,61.03
61.61,61.87,62.21,61.41
61.62,62.18,62.35,61.38
61.87,62.67,62.72,61.84
62.73,62.64,63.08,62.26
62.36,62.41,62.78,62.07
62.66,63.27,63.73,62.59
63.15,63.77,63.91,63.15
63.90,64.22,64.22,63.41
63.50,62.83,64.16,62.65
62.74,61.50,62.76,60.42
61.45,61.97,62.35,61.34
62.31,62.92,62.93,62.29
63.32,63.19,63.85,62.73
63.48,61.46,63.48,61.42
61.36,62.02,62.53,61.32
62.69,64.16,64.46,62.67
64.18,63.47,64.57,62.92
63.78,63.19,64.07,62.42
63.25,64.26,64.66,62.99
64.02,64.42,64.70,63.62
63.59,63.91,64.26,63.17
63.65,64.06,64.29,63.29
63.55,63.43,64.07,62.96
61.59,62.99,63.45,61.59
62.64,63.09,63.69,62.34
63.99,63.82,64.67,63.55
64.61,64.18,64.75,64.03
65.03,65.59,66.13,65.02
65.57,64.70,65.57,64.58
64.54,63.79,64.58,63.43
64.12,63.61,64.25,63.34
63.79,64.62,64.98,63.44
64.88,65.02,65.48,64.80
64.90,66.72,66.81,64.63
66.89,67.16,67.70,66.69
67.11,68.47,68.53,67.11
68.90,69.48,69.76,68.60
69.62,70.27,70.37,69.34
69.99,70.50,70.68,69.81
76.03,75.04,79.22,74.11
73.60,72.94,74.78,72.68
72.85,71.90,73.74,71.20
71.96,71.57,72.55,71.18
71.15,70.54,71.34,70.24
70.96,70.52,71.39,69.71
69.86,70.22,70.51,69.57
70.30,70.76,70.96,69.92
69.86,69.99,70.51,69.64
70.34,69.85,70.60,69.70
70.70,71.22,71.26,70.32
71.38,71.63,72.10,71.24
71.43,70.72,71.76,70.56
71.00,71.35,71.59,70.81
71.42,72.00,72.08,71.02
71.77,71.93,72.20,71.71
72.52,71.59,73.30,71.52
72.19,71.71,72.40,71.27
71.49,71.00,71.73,70.42
70.97,70.50,71.08,69.70
70.02,70.50,71.19,69.84
71.35,70.62,71.35,70.22
70.51,70.87,71.15,70.26
71.14,71.60,71.66,70.99
71.17,70.58,71.44,70.04
70.22,70.78,71.02,70.00
70.88,70.50,71.23,70.42
70.32,70.50,70.72,70.14
69.82,69.01,70.40,68.72
69.27,70.21,70.39,69.08
70.62,69.68,70.73,69.27
69.58,68.95,69.73,68.31
67.61,67.45,67.81,67.10
67.81,67.92,68.31,67.52
67.78,68.64,68.81,67.60
68.25,69.14,69.33,68.22
69.48,69.06,69.48,68.94
69.79,69.51,69.79,68.49
68.91,67.44,69.59,67.37
67.52,67.43,68.05,66.96
66.43,67.30,67.67,66.38
67.22,66.62,67.45,66.34
67.10,66.93,67.14,66.63
66.65,65.79,66.66,65.68
65.95,65.89,66.08,65.50
65.59,64.76,65.79,64.66
64.68,64.70,65.16,64.42
65.18,66.44,66.52,65.07
65.31,64.33,66.15,64.27
64.27,64.36,64.69,63.93
64.80,64.49,65.02,64.27
64.34,65.18,65.30,64.34
65.40,66.05,66.19,65.28
65.82,65.48,66.15,65.47
64.71,65.05,65.55,64.19
65.26,65.17,66.08,64.81
65.14,65.19,65.62,64.69
65.54,66.89,67.12,65.40
67.24,68.10,68.36,66.83
65.87,66.31,67.96,64.15
66.34,69.30,69.87,65.72
69.33,69.30,69.67,68.69
69.29,69.75,69.94,69.09
70.23,70.48,71.83,70.20
69.50,69.50,70.05,68.81
68.64,67.86,68.95,67.67
67.59,68.08,68.78,67.42
68.39,68.37,69.55,68.23
68.48,66.93,69.02,66.72
67.21,66.36,67.21,66.07
65.99,65.37,66.07,64.93
65.75,65.79,66.03,65.12
66.01,65.87,66.20,65.25
66.18,66.54,66.93,66.02
66.57,66.53,66.70,66.01
66.04,65.96,66.38,65.42
65.78,64.65,65.81,64.50
64.25,63.39,64.48,63.06
63.35,62.38,63.72,62.29
61.39,61.78,62.32,60.85
62.29,61.01,62.54,60.05
60.71,59.30,61.36,59.30
59.26,59.68,60.57,58.74
58.97,55.61,58.97,55.61
56.33,55.13,56.84,54.46
53.36,50.17,54.29,50.16
51.42,54.53,54.59,49.72
53.26,52.66,53.88,52.47
52.66,56.34,56.93,52.46
57.95,58.33,58.84,56.70
58.90,59.18,59.22,58.03
58.36,58.98,59.42,58.01
59.31,59.49,59.70,58.76
57.26,56.00,57.64,55.44
55.20,55.10,56.89,54.91
56.60,56.05,56.70,55.47
56.37,58.41,58.50,56.15
58.25,59.24,59.38,57.97
59.79,57.79,60.11,57.52
57.46,58.99,59.34,56.73
59.30,60.96,61.00,59.30
60.68,61.06,61.52,60.23
61.53,61.67,62.56,61.14
61.69,60.57,62.52,60.45
59.08,58.62,60.13,58.38
56.60,58.74,58.88,56.38
59.69,60.71,60.73,59.45
60.26,59.70,60.45,59.50
59.25,58.41,60.01,57.99
57.61,58.16,58.70,57.07
58.33,59.80,59.92,57.92
60.21,61.39,62.03,59.27
61.98,62.54,62.75,60.70
62.28,62.32,62.70,61.85
61.02,61.64,62.07,60.60
62.00,60.44,62.44,60.44
60.44,58.50,60.66,58.50
56.95,56.89,57.62,56.00
56.63,56.81,57.37,56.57
57.37,57.23,57.88,56.18
58.03,58.02,59.03,57.59
58.04,56.21,58.36,56.19
57.30,57.01,57.51,55.44
55.91,56.46,57.50,55.91
56.05,56.13,57.13,55.87
55.48,58.52,58.59,55.25
58.80,60.13,60.30,58.54
59.65,61.13,61.21,59.26
61.48,61.19,61.97,60.25
60.82,63.34,63.80,60.82
62.89,63.72,64.36,62.45
64.09,64.26,64.96,64.00
63.77,63.63,64.09,63.06
64.51,65.05,65.14,63.99
64.68,63.91,65.18,63.74
64.17,65.75,66.15,63.72
65.65,65.05,65.90,64.88
65.35,65.62,65.82,64.49
66.20,66.69,66.80,65.93
66.80,68.80,69.14,65.85
68.32,67.70,69.31,67.52
69.28,68.67,70.39,66.42
70.16,70.56,71.26,69.66
70.53,69.55,71.24,68.96
69.09,68.01,69.70,67.99
65.28,66.37,67.75,65.28
67.24,66.97,67.87,66.54
67.24,69.00,69.31,66.22
68.54,68.82,69.06,67.80
68.90,68.54,68.90,67.21
68.92,69.65,69.83,67.59
67.89,66.72,68.31,66.46
67.70,67.68,68.30,65.56
68.53,69.22,69.89,68.44
68.62,68.65,68.97,68.11
68.20,68.40,68.74,67.71
67.68,66.66,67.92,66.53
66.68,65.43,66.90,65.00
65.78,66.05,66.24,65.19
64.94,64.28,65.41,63.73
64.07,64.29,64.42,63.79
63.87,62.45,64.10,62.28
62.20,62.34,62.79,62.20
64.58,63.97,64.58,63.40
64.11,64.44,65.53,63.95
66.70,69.53,69.56,66.68
69.11,69.22,70.35,68.88
69.71,67.95,70.94,67.76
69.15,68.55,69.59,67.95
68.60,67.96,68.78,67.70
67.59,67.75,68.07,66.81
67.24,67.00,67.67,66.83
67.28,68.80,69.03,67.26
68.38,67.93,68.38,66.95
68.54,66.67,69.02,66.18
66.18,65.16,66.20,64.98
65.79,66.37,66.69,65.79
66.70,67.62,68.57,66.70
67.92,67.44,69.01,67.18
68.41,69.49,70.06,68.22
69.14,70.36,70.53,68.60
70.46,70.61,70.98,70.31
70.83,70.84,71.49,70.59
70.70,70.98,71.21,70.60
71.04,70.14,71.25,70.10
70.48,72.20,72.28,70.48
72.44,71.55,72.44,71.54
72.97,71.49,73.38,71.39
71.19,72.39,73.04,70.83
71.57,73.13,73.72,70.50
72.50,72.26,73.35,72.01
72.96,73.22,73.30,72.54
74.10,72.95,74.34,72.63
72.86,73.06,73.14,72.78
73.10,73.59,73.66,72.85
73.12,74.38,74.50,72.74
75.45,75.58,75.79,74.76
75.25,76.82,77.02,75.25
76.90,76.82,77.03,76.11
76.62,76.11,76.95,75.92
76.11,76.37,77.02,76.10
75.89,76.78,77.25,75.89
76.28,76.43,76.57,75.78
77.78,76.75,78.52,76.49
76.53,75.95,76.91,75.87
75.51,75.67,75.99,74.90
76.12,76.02,76.42,75.52
76.63,77.24,77.31,76.44
77.16,75.98,77.16,75.35
77.04,77.84,78.00,76.80
77.50,77.53,77.93,77.40
77.31,77.56,77.94,76.97
77.56,77.80,78.00,77.11
77.99,78.27,78.44,77.33
77.59,78.41,78.54,77.44
78.97,80.26,80.28,78.92
79.77,80.32,80.48,79.61
80.50,80.13,80.51,79.48
80.04,80.08,81.10,79.78
80.44,80.74,81.15,80.44
81.13,80.42,81.51,80.22
80.40,80.62,81.29,79.97
80.57,80.19,80.82,79.97
80.21,79.59,81.51,79.11
79.27,80.34,80.60,78.79
80.55,79.55,80.62,79.20
79.65,79.41,80.20,78.87
79.68,79.42,80.11,79.21
79.44,80.23,80.47,78.61
80.12,80.54,80.76,79.91
80.05,79.66,80.23,79.39
79.86,80.47,80.94,79.57
81.00,81.54,82.15,80.36
81.72,82.28,82.97,81.60
82.27,82.60,82.84,81.75
82.88,84.25,84.28,82.56
84.24,84.21,84.44,83.13
84.20,83.83,84.39,83.23
83.80,83.22,84.09,83.15
82.93,82.75,83.30,82.32
82.29,82.62,82.97,82.14
82.82,83.20,83.89,81.88
82.75,82.44,82.89,81.53
82.43,82.62,82.68,81.36
83.27,83.69,83.87,83.07
83.72,83.33,83.89,83.22
83.50,84.27,84.32,82.60
83.80,83.54,83.95,82.81
84.05,83.28,84.21,83.28
83.00,83.45,84.22,82.53
83.56,84.27,84.76,83.42
83.50,82.59,83.69,80.40
82.39,81.57,82.85,81.20
80.49,79.80,80.75,79.50
79.65,76.85,79.88,76.80
77.70,78.18,78.23,77.03
78.19,78.07,78.81,77.91
77.78,77.68,78.45,77.36
77.92,78.40,78.55,77.43
79.01,79.94,80.29,78.60
79.91,80.00,80.23,79.43
79.82,78.60,80.00,78.06
79.01,79.04,79.46,78.85
78.25,76.35,78.29,76.30
76.52,73.54,76.61,73.47
74.25,74.55,74.64,73.73
74.55,74.51,74.80,74.08
74.79,74.57,74.87,74.02
74.55,73.71,74.55,73.36
73.61,73.49,74.73,73.10
73.04,74.80,75.01,72.95
74.89,73.88,75.01,73.63
73.52,73.09,73.90,72.36
73.37,72.74,73.95,72.51
72.19,72.50,72.71,71.35
72.22,72.89,73.29,71.67
73.33,73.09,73.76,73.00
72.73,71.70,73.08,71.48
71.25,71.03,71.39,70.60
70.75,71.32,71.60,70.55
71.22,71.46,72.07,71.15
71.68,69.06,71.68,68.95
69.35,68.31,69.60,68.07
68.31,69.06,69.13,67.79
69.18,70.76,71.18,68.78
70.45,72.36,72.45,69.95
72.39,72.26,72.55,70.60
72.42,72.69,72.97,71.75
73.28,74.12,74.40,72.99
73.67,72.80,73.67,72.55
72.39,71.71,72.75,70.84
70.22,69.19,70.62,68.98
69.37,70.14,70.23,68.75
69.69,66.69,69.74,65.13
67.26,67.81,68.22,66.85
68.62,68.44,68.97,67.66
68.24,68.32,69.19,67.82
68.70,65.80,68.73,65.70
65.94,66.22,66.53,65.35
66.11,64.89,66.33,64.79
65.04,64.11,65.62,63.54
64.32,65.96,66.17,64.24
66.11,68.31,68.33,65.34
68.36,68.80,69.31,68.36
68.77,68.51,68.96,68.26
68.42,65.39,68.63,65.28
65.40,64.97,65.47,64.66
64.28,64.50,65.24,63.91
64.53,64.22,65.64,63.71
64.04,62.42,64.18,62.05
63.34,65.07,66.24,62.50
66.39,65.55,66.39,64.65
65.49,64.74,66.12,64.30
64.75,65.43,65.54,64.63
65.10,65.22,65.52,64.86
64.76,63.52,64.76,63.15
62.52,62.81,63.36,62.04
63.20,61.90,63.72,61.47
61.91,61.96,62.45,61.39
61.65,63.78,64.58,61.65
64.00,64.78,65.09,64.00
64.36,63.56,64.36,62.92
63.76,65.01,65.03,63.50
64.83,67.40,68.04,64.70
67.50,67.96,68.52,67.27
67.30,67.80,67.99,66.89
66.90,69.06,69.52,65.97
68.99,67.79,69.29,67.12
67.88,66.76,68.18,66.02
67.72,68.39,68.57,67.40
68.77,69.99,70.28,68.55
69.93,69.83,70.42,69.70
69.52,68.73,69.74,68.53
68.90,68.75,69.50,68.38
68.35,67.21,68.74,66.66
68.35,68.84,69.36,67.78
69.08,69.27,70.02,68.69
69.58,70.47,70.93,69.52
70.29,70.26,70.46,69.45
70.37,69.22,70.37,69.13
68.58,68.14,68.89,67.95
68.18,69.33,69.33,68.03
69.81,69.13,69.89,68.81
69.06,68.87,69.24,68.61
68.77,69.64,70.00,68.39
69.75,70.83,70.93,69.65
71.02,70.17,71.07,69.65
70.17,70.44,70.66,69.98
70.48,70.07,70.96,69.99
70.11,70.16,70.40,69.69
70.19,70.69,70.93,69.98
70.66,69.56,70.91,69.45
69.58,69.46,70.02,69.22
69.52,68.93,69.53,68.34
68.33,68.50,68.76,68.06
68.86,69.30,69.47,68.18
69.10,70.17,70.38,67.81
70.27,69.30,70.39,69.17
69.78,70.89,71.35,69.67
70.89,72.05,72.09,70.76
72.28,72.67,72.99,72.11
72.81,71.97,73.28,71.78
72.19,71.79,72.43,71.26
71.17,71.55,72.03,69.98
71.97,73.88,74.13,71.97
73.82,73.04,74.12,73.03
73.06,72.26,73.23,72.13
72.23,73.05,73.38,72.07
72.26,72.62,72.68,71.78
73.15,72.66,73.29,72.59
72.35,71.54,72.41,71.47
71.88,70.41,72.04,70.35
70.38,67.22,70.51,67.10
67.15,67.41,67.64,66.14
67.23,67.46,67.64,66.87
67.77,67.18,68.05,65.46
67.49,67.72,67.91,67.21
67.96,68.89,68.97,67.72
69.20,69.56,70.06,68.95
69.84,69.55,70.26,69.30
69.18,69.76,69.91,69.13
69.71,69.64,69.80,69.09
69.65,69.69,69.87,69.39
70.63,73.10,73.19,70.63
72.50,71.99,73.21,71.61
72.30,72.55,72.72,71.56
71.33,71.86,72.60,70.94
71.90,71.51,72.59,71.31
71.73,71.81,72.15,71.28
71.50,70.79,71.60,70.45
70.73,70.94,71.25,70.03
70.20,69.59,70.57,69.41
70.00,69.46,70.00,68.89
69.93,70.81,70.82,69.17
70.60,70.70,71.07,70.02
70.17,74.60,75.55,70.17
73.08,73.60,74.09,71.10
73.90,71.88,73.91,71.87
71.21,71.90,72.18,70.76
71.99,72.50,72.62,71.75
71.85,71.69,72.03,70.97
71.50,70.62,71.75,70.22
70.41,70.71,71.48,69.77
70.92,70.77,71.39,70.65
70.77,70.48,71.29,70.34
70.65,69.10,70.65,68.96
68.94,70.12,70.32,68.38
70.10,69.86,70.49,69.42
70.42,70.30,71.15,69.70
70.07,70.48,70.81,69.34
70.80,70.06,70.96,69.90
70.35,71.18,71.18,70.19
70.77,70.65,71.31,69.92
70.77,71.63,72.32,70.75
71.41,72.24,72.53,70.96
72.82,72.61,72.97,71.77
72.80,72.66,73.13,72.52
73.00,71.37,73.12,71.24
71.61,71.04,72.08,70.84
71.16,71.03,71.61,70.51
70.67,70.60,71.26,70.08
70.77,70.30,71.05,70.14
70.41,71.08,71.96,69.89
71.56,71.00,71.79,70.46
71.09,70.75,71.23,70.16
70.95,71.02,71.25,70.15
70.81,70.98,71.50,70.80
70.88,71.61,71.62,70.84
71.85,72.99,73.14,71.70
73.06,74.17,75.23,72.76
74.31,73.71,74.34,73.10
73.00,73.93,74.22,72.81
73.74,74.11,74.56,72.03
74.12,73.55,74.31,73.44
73.78,74.59,75.21,73.48
74.17,74.16,75.50,74.02
74.17,75.38,75.57,74.00
76.60,77.00,77.55,76.52
76.99,78.06,78.36,76.24
78.09,78.29,78.57,77.90
78.29,78.00,78.68,77.01
77.50,77.22,78.08,76.79
77.53,77.00,78.14,76.77
72.01,73.65,74.15,71.44
74.40,76.00,79.24,72.80
75.80,74.91,76.36,74.75
74.73,74.92,75.42,74.44
74.86,75.13,75.60,74.15
75.57,76.36,76.57,74.85
76.22,77.22,77.24,75.98
77.05,77.35,77.65,76.86
77.38,76.39,77.46,75.74
76.40,79.22,79.29,76.40
79.25,79.58,79.70,78.66
79.58,78.96,79.74,78.44
78.68,79.33,79.42,78.40
79.27,79.21,79.48,79.02
78.92,79.12,79.26,78.65
79.82,80.40,80.64,78.94
79.79,79.73,80.09,79.54
79.73,80.55,80.73,79.73
80.15,80.59,80.77,80.15
80.52,81.04,81.16,80.35
80.90,82.30,82.53,80.90
82.11,82.63,82.68,81.96
82.63,83.36,83.44,82.49
83.36,84.08,84.38,83.36
84.00,84.80,85.44,83.82
84.97,86.01,86.81,84.87
86.01,86.54,86.56,85.68
86.47,85.68,86.75,85.65
85.63,83.09,85.63,82.84
84.00,85.24,86.50,84.00
85.62,84.14,85.77,84.08
84.50,84.19,84.71,83.21
84.12,85.65,85.99,83.90
85.65,85.32,86.11,84.96
84.84,85.42,85.65,84.44
85.24,86.08,86.24,84.96
86.57,86.85,87.65,86.34
87.06,86.93,87.33,86.64
86.85,86.29,87.43,86.23
86.74,87.00,87.07,86.25
86.94,87.21,87.40,86.66
86.72,86.72,87.07,85.99
86.78,86.94,87.23,86.16
86.85,86.44,86.92,86.11
86.36,87.02,87.19,86.22
86.35,86.99,87.92,86.13
86.96,86.63,87.56,86.09
86.76,87.40,87.53,86.69
87.17,86.85,87.27,86.27
87.26,87.79,87.81,86.72
87.70,85.23,87.70,84.50
85.21,86.00,86.21,84.94
85.02,84.33,85.05,83.10
84.43,85.78,85.98,84.30
86.17,83.93,86.18,83.61
83.98,83.27,84.92,83.13
83.35,81.53,83.85,81.27
81.55,82.59,82.94,81.26
81.50,82.83,82.99,80.86
83.00,82.83,83.70,81.72
82.88,83.18,83.58,82.04
80.41,79.89,80.88,77.39
79.72,78.74,79.89,78.45
78.07,78.08,78.36,77.54
77.68,76.33,78.34,76.22
76.96,79.01,79.02,76.96
78.11,78.10,78.76,77.55
78.37,76.84,78.37,76.19
76.91,77.51,78.11,76.42
77.51,78.17,78.42,76.87
78.62,78.21,79.06,77.63
78.38,78.31,78.87,77.64
78.68,78.93,79.53,78.00
78.55,78.33,78.88,78.11
78.50,78.70,78.96,78.12
78.59,78.80,79.14,77.84
78.81,77.38,78.86,77.37
77.75,77.83,78.55,77.42
78.24,79.99,80.32,77.98
79.76,80.07,80.40,79.65
80.25,81.14,81.47,80.19
81.11,81.09,81.23,80.56
80.88,80.80,81.47,80.53
80.80,82.63,82.78,80.76
82.57,82.52,83.12,82.22
82.70,83.47,83.77,82.26
83.23,84.21,84.25,83.17
84.23,83.00,84.43,82.82
83.24,83.87,83.96,83.02
83.77,83.61,84.04,83.30
83.72,84.26,84.44,83.62
84.39,83.22,85.00,82.94
82.63,82.71,83.16,82.43
82.24,82.61,82.82,81.62
83.10,83.21,84.00,82.78
82.69,82.29,82.83,81.54
82.07,82.31,82.58,81.88
82.12,82.67,84.02,81.94
82.89,83.35,83.54,81.90
83.45,82.54,84.08,82.00
82.08,80.41,82.21,80.03
80.45,80.39,80.84,79.85
80.52,81.53,82.68,80.52
81.90,80.17,81.92,79.85
79.66,79.93,80.55,78.87
80.48,78.80,80.74,78.55
78.79,80.86,81.06,78.54
81.00,80.09,81.31,79.89
80.55,81.00,81.10,80.16
80.75,81.44,81.58,80.42
81.25,80.30,81.71,80.30
79.66,78.44,79.66,77.89
