BWEN,Broadwind Energy,NASDAQ
4.75,4.77,4.85,4.60
4.77,4.96,5.08,4.73
4.97,4.95,5.01,4.91
5.00,4.99,5.04,4.96
5.00,4.99,5.00,4.92
5.30,5.14,5.45,4.97
5.14,5.40,5.40,5.13
5.45,5.16,5.49,5.03
5.29,5.15,5.29,5.00
5.10,4.98,5.12,4.91
4.97,5.00,5.04,4.91
5.00,4.98,5.08,4.91
5.00,4.72,5.04,4.62
4.71,4.63,4.78,4.60
4.63,4.78,4.81,4.61
4.80,4.56,4.85,4.52
4.61,4.65,4.71,4.58
4.62,4.58,4.62,4.55
4.69,4.94,4.94,4.62
4.93,4.84,4.93,4.82
4.82,4.87,4.90,4.74
4.82,4.70,4.90,4.70
4.73,4.76,4.93,4.71
4.83,4.98,5.14,4.69
4.99,5.02,5.07,4.91
5.07,5.33,5.44,5.00
5.42,5.37,5.45,5.15
5.33,5.40,5.47,5.23
5.39,5.44,5.44,5.11
5.47,5.40,5.47,5.29
5.46,5.52,6.00,5.46
5.50,5.69,5.77,5.37
5.69,5.89,6.07,5.46
5.90,5.95,6.02,5.74
5.99,6.00,6.05,5.89
6.03,6.12,6.45,5.96
6.06,5.85,6.14,5.70
5.84,5.91,5.98,5.80
5.90,6.03,6.20,5.90
6.05,5.88,6.10,5.71
5.82,6.06,6.19,5.82
6.17,6.17,6.39,6.10
6.17,6.45,6.60,6.10
6.46,6.29,6.49,6.15
6.37,6.70,6.76,6.29
6.75,6.86,7.13,6.57
6.87,6.86,7.01,6.64
6.86,7.05,7.16,6.86
7.05,7.69,7.72,7.05
7.85,7.69,7.94,7.42
7.70,7.16,7.70,6.86
7.10,7.38,7.40,7.10
7.42,7.47,7.65,7.34
7.49,7.54,7.54,7.27
7.49,7.38,7.65,7.34
7.35,7.25,7.50,7.12
7.24,7.58,7.80,7.24
7.60,7.98,8.23,7.60
8.01,7.82,8.02,7.66
7.68,7.85,7.95,7.44
7.80,7.65,7.97,7.50
7.63,7.96,8.05,7.62
7.98,8.18,8.23,7.75
8.19,8.16,8.32,8.03
8.28,8.55,8.89,8.20
8.64,8.23,8.90,8.13
8.24,8.45,8.52,7.90
8.65,8.84,9.09,8.49
9.00,9.45,9.73,8.92
9.50,9.77,9.94,9.21
9.89,9.60,10.43,9.42
9.66,10.12,10.30,9.66
10.06,10.00,10.25,9.68
10.03,9.93,10.04,9.70
9.98,9.26,10.04,9.02
9.21,8.79,9.24,7.81
8.72,8.62,8.76,8.28
8.63,7.99,8.70,7.76
7.91,8.16,8.36,7.91
8.17,7.76,8.21,7.38
7.73,7.84,8.13,7.70
7.87,7.60,8.03,7.43
7.60,7.30,7.60,6.50
7.32,7.14,7.45,7.06
7.03,7.54,7.92,7.03
7.43,7.27,7.64,7.25
7.28,7.56,7.60,7.28
7.52,7.30,7.60,7.25
7.34,7.48,7.59,7.31
7.42,7.53,7.55,7.23
7.53,7.27,7.68,7.18
7.21,7.44,7.46,7.05
7.44,7.38,7.66,7.21
7.38,7.61,7.65,7.31
7.59,7.29,7.63,7.29
7.27,6.86,7.44,6.72
6.81,6.83,7.20,6.81
6.87,6.93,6.94,6.53
6.89,6.81,6.99,6.62
6.84,6.61,7.01,6.50
6.53,6.76,6.78,6.20
6.79,6.57,6.86,6.42
6.59,6.60,6.60,6.42
6.57,6.23,6.57,6.21
6.23,6.17,6.40,6.11
6.26,6.29,6.40,6.17
6.27,6.06,6.31,6.05
6.10,5.88,6.13,5.79
5.81,5.43,5.91,5.27
5.26,5.13,5.50,5.10
5.20,5.69,5.75,5.17
5.64,5.56,5.93,5.55
5.51,6.25,6.38,5.50
6.07,6.56,8.34,5.98
6.80,7.54,7.71,6.73
7.77,8.43,9.23,7.76
8.35,8.71,8.90,7.96
8.70,9.00,9.25,8.54
9.85,9.62,10.24,9.44
9.82,9.45,9.98,9.38
9.54,9.70,9.70,9.34
9.71,9.52,9.82,9.34
9.39,9.80,9.90,9.36
9.80,9.44,9.80,9.40
9.41,9.90,9.93,8.89
9.80,10.38,10.65,9.63
10.57,9.93,10.84,9.75
9.98,9.96,10.28,9.62
9.92,10.55,10.69,9.77
10.59,11.70,11.76,10.33
11.67,10.78,11.94,10.37
10.47,10.21,10.88,10.00
10.21,10.20,10.47,10.11
10.26,11.02,11.24,10.18
10.97,10.79,11.30,10.50
10.84,10.31,10.84,10.13
10.34,10.24,10.60,10.02
10.26,10.49,10.69,9.98
10.45,10.06,10.57,9.59
9.96,9.00,9.98,8.88
9.15,9.22,9.48,8.81
9.24,9.02,9.38,8.92
8.90,9.08,9.44,8.84
9.23,9.09,9.29,8.86
8.93,9.24,9.38,8.82
9.25,8.63,9.25,8.51
8.67,8.38,8.85,8.25
8.36,8.18,8.36,8.03
7.75,8.42,8.49,7.52
8.47,8.25,8.52,8.11
8.26,8.38,8.43,7.94
8.38,8.23,8.46,8.04
8.21,8.15,8.30,8.10
8.13,8.57,8.60,8.07
8.57,8.27,8.74,8.23
8.29,8.82,8.85,8.24
8.76,8.59,8.82,8.50
8.64,8.86,9.01,8.40
8.86,8.60,9.05,8.52
8.56,8.92,9.17,8.54
8.90,8.71,9.24,8.58
8.73,9.05,9.15,8.65
9.02,9.50,9.54,8.82
9.53,9.65,10.15,9.42
9.51,9.82,10.05,9.51
9.98,10.10,10.38,9.92
10.15,10.32,10.40,9.91
10.33,10.65,11.34,10.19
10.82,10.75,10.92,10.51
10.75,10.82,10.98,10.54
10.82,10.50,10.94,10.28
10.19,9.75,10.45,9.25
9.78,9.71,10.18,9.65
9.70,9.74,10.23,9.50
9.67,9.58,10.10,9.58
9.61,10.18,10.29,9.43
10.34,10.43,10.60,10.16
10.43,10.70,10.82,10.30
10.80,10.63,11.45,10.54
10.71,10.46,10.75,9.82
10.51,10.37,10.64,9.84
10.50,10.47,10.94,10.45
10.48,11.03,11.24,10.01
11.00,11.38,11.65,11.00
11.53,12.22,12.27,11.39
12.28,12.67,12.75,11.89
12.75,13.46,14.00,12.51
13.41,12.36,13.43,11.56
12.37,11.87,12.86,11.68
11.75,11.39,12.07,11.23
11.35,11.87,11.99,11.02
11.98,12.63,12.98,11.98
12.68,12.39,13.09,12.35
12.38,11.71,12.45,11.51
11.71,11.39,11.95,10.97
11.41,11.36,11.71,10.60
11.55,12.16,12.36,11.43
12.16,11.93,12.47,11.82
12.00,12.06,12.41,11.50
12.10,12.38,12.64,12.00
12.33,12.18,12.49,12.10
12.32,12.65,13.19,12.02
12.58,12.05,12.70,11.60
12.08,12.21,12.49,11.95
12.23,12.05,12.31,11.91
11.93,13.49,13.59,11.62
13.52,13.13,13.74,12.80
13.15,13.33,13.47,12.91
13.17,13.37,13.71,12.91
13.29,12.72,13.36,12.65
12.75,12.19,12.94,12.12
12.13,12.49,13.09,12.06
12.41,13.11,13.20,12.10
13.25,13.09,13.75,12.92
13.06,12.63,13.40,12.42
12.61,11.92,12.94,11.90
11.80,10.75,11.80,10.70
10.74,10.76,10.97,10.55
10.76,11.00,11.13,10.69
10.89,10.62,10.89,10.27
10.68,10.74,11.08,10.63
10.74,10.83,11.28,10.60
10.75,11.31,11.49,10.75
11.32,11.06,11.72,10.94
11.01,11.13,11.35,10.97
11.14,11.14,11.40,11.02
11.14,11.14,11.39,11.02
11.06,11.06,11.37,10.84
11.05,11.06,11.35,10.86
11.00,11.05,11.32,10.94
11.12,11.13,11.31,10.95
11.25,11.44,11.49,11.10
11.44,11.41,11.57,11.21
11.41,11.91,11.95,11.27
11.84,11.51,11.84,11.31
11.49,10.95,11.55,10.89
11.04,10.88,11.73,10.83
10.80,9.75,10.80,9.38
9.78,9.78,9.90,9.35
9.76,9.68,9.96,9.53
9.60,10.04,10.17,9.56
9.98,9.71,9.99,9.57
9.59,9.33,9.68,9.20
9.31,8.96,9.39,8.80
8.96,9.16,9.22,8.81
9.16,8.86,9.16,8.65
8.82,8.94,9.16,8.82
8.97,8.77,8.99,8.64
8.85,8.93,9.21,8.85
8.95,9.15,9.18,8.68
9.25,9.42,9.45,9.11
9.42,8.95,9.62,8.82
8.87,8.49,9.08,8.46
8.56,8.50,8.58,8.36
8.30,8.34,8.58,8.11
8.32,8.53,8.62,8.31
8.56,8.40,8.59,8.32
8.48,8.30,8.55,8.24
8.32,8.33,8.44,8.17
8.26,8.35,8.46,8.26
8.36,8.48,8.62,8.31
8.43,8.90,8.94,8.39
8.96,9.00,9.14,8.95
8.94,8.95,9.06,8.80
9.05,9.10,9.30,9.02
9.05,8.89,9.10,8.80
8.91,8.89,9.00,8.65
8.95,8.84,9.04,8.70
8.94,8.74,9.05,8.71
9.30,8.68,9.30,8.19
8.64,8.38,8.81,8.22
8.44,8.62,8.68,8.44
8.56,8.44,8.94,8.40
8.43,8.79,8.82,8.39
8.84,8.80,8.85,8.69
8.80,8.94,8.95,8.73
9.00,9.45,9.53,8.74
9.44,9.20,9.50,9.15
9.22,9.01,9.29,8.95
9.03,8.78,9.04,8.63
8.85,8.77,8.91,8.56
8.81,9.16,9.20,8.81
9.19,9.13,9.28,9.00
9.08,9.29,9.38,9.03
9.29,9.19,9.34,9.07
9.14,9.23,9.31,8.98
9.26,8.86,9.32,8.80
8.87,9.04,9.05,8.86
9.04,9.25,9.30,8.80
9.21,9.13,9.24,9.06
9.13,9.16,9.19,9.05
9.12,9.10,9.23,9.06
9.18,9.02,9.18,8.98
9.02,8.79,9.02,8.78
8.70,8.77,8.88,8.52
8.71,8.66,8.82,8.64
8.61,8.55,8.63,8.52
8.67,8.55,8.84,8.39
8.55,8.47,8.59,8.35
8.49,8.69,8.85,8.48
8.70,8.46,8.70,8.43
8.40,8.37,8.49,8.35
8.39,8.40,8.42,8.35
8.42,8.37,8.42,8.35
8.41,8.48,8.58,8.25
8.38,8.17,8.46,8.12
8.16,8.02,8.16,7.84
8.07,7.95,8.07,7.80
7.95,7.88,7.96,7.80
7.96,7.82,7.96,7.63
7.75,7.64,7.94,7.60
7.58,7.49,7.62,7.45
7.43,7.63,7.78,7.20
7.61,7.36,7.61,7.23
7.38,7.71,7.80,7.25
7.81,7.55,7.88,7.50
7.45,7.38,7.57,7.31
7.36,7.46,7.60,7.21
7.46,7.31,7.54,7.23
7.28,7.02,7.28,6.97
7.00,6.81,7.12,6.78
6.83,6.84,7.16,6.64
6.79,6.89,6.95,6.56
6.74,7.24,7.38,6.62
7.44,7.41,7.48,7.24
7.35,7.68,7.76,7.28
7.75,7.79,7.92,7.61
7.76,7.89,7.93,7.66
7.95,7.90,8.05,7.70
7.91,7.82,7.91,7.68
7.76,7.59,7.83,7.53
7.63,8.13,8.37,7.63
8.08,7.96,8.18,7.90
7.35,6.50,7.35,6.35
6.66,6.38,6.71,6.37
6.30,6.12,6.32,5.97
6.22,6.20,6.80,6.15
6.28,6.25,6.49,6.15
6.25,6.59,6.75,6.25
6.53,6.64,6.66,6.34
6.65,6.55,6.75,6.55
6.55,6.45,6.66,6.42
6.40,6.65,6.65,6.40
6.65,6.56,6.76,6.48
6.55,6.85,6.98,6.52
6.83,6.93,7.05,6.75
7.01,7.19,7.33,7.01
7.21,7.12,7.21,6.91
7.10,7.27,7.36,6.88
7.30,7.32,7.50,7.21
7.32,7.11,7.42,6.98
7.10,7.16,7.26,7.10
7.13,7.25,7.26,6.99
7.25,6.96,7.25,6.91
6.92,6.73,6.92,6.63
6.69,6.50,6.85,6.50
6.61,6.25,6.61,6.20
6.26,6.01,6.48,6.00
5.99,6.03,6.26,5.86
5.95,5.74,5.99,5.70
5.70,5.52,5.84,5.49
5.50,5.24,5.50,5.21
5.25,5.41,5.45,5.23
5.37,5.45,5.53,5.37
5.53,5.61,5.70,5.43
5.57,5.70,5.70,5.41
5.70,6.06,6.09,5.70
6.11,6.06,6.49,5.96
6.02,6.05,6.10,5.94
6.04,5.95,6.07,5.85
5.94,5.56,6.08,5.50
5.57,5.67,5.82,5.57
5.60,5.33,5.60,5.10
5.36,5.45,5.50,5.34
5.41,5.44,5.47,5.38
5.43,5.39,5.52,5.27
5.39,5.68,6.08,5.33
5.58,5.80,5.92,5.51
5.80,5.53,5.80,5.43
5.59,5.62,5.71,5.33
5.19,5.05,5.19,4.93
5.08,4.98,5.11,4.95
5.00,4.75,5.02,4.72
4.75,4.70,4.92,4.60
4.67,4.63,4.78,4.50
4.61,4.68,4.80,4.54
4.69,4.80,4.80,4.65
4.83,4.83,4.98,4.74
4.85,4.87,5.11,4.78
4.82,4.92,4.98,4.77
5.08,5.06,5.22,4.97
5.03,4.87,5.10,4.82
4.75,4.91,4.98,4.60
4.95,4.76,5.00,4.70
4.76,4.91,5.03,4.67
4.95,4.88,4.98,4.72
4.83,5.08,5.08,4.83
5.08,5.20,5.24,4.85
5.20,5.35,5.35,5.11
5.33,5.24,5.61,5.08
5.28,5.35,5.61,5.18
5.32,5.74,5.75,5.27
5.75,5.45,5.75,5.30
5.41,5.41,5.60,5.37
5.38,5.33,5.54,5.28
5.40,5.48,5.54,5.10
5.51,5.50,5.51,5.34
5.51,5.55,5.58,5.34
5.55,5.45,5.60,5.40
5.45,5.09,5.45,5.09
5.02,5.01,5.18,4.91
4.92,4.63,5.00,4.61
4.60,4.63,4.86,4.56
4.90,4.94,5.10,4.75
4.90,4.96,5.10,4.90
4.92,5.05,5.07,4.90
5.00,5.11,5.22,4.94
5.07,5.00,5.12,4.91
5.00,5.24,5.31,5.00
5.17,5.11,5.17,4.96
5.07,5.34,5.37,5.00
5.15,5.14,5.17,5.04
5.10,5.15,5.17,5.04
5.44,5.17,5.44,5.05
5.14,5.14,5.28,5.05
5.14,5.04,5.28,4.91
5.00,5.14,5.22,4.87
5.15,5.07,5.23,4.92
5.10,5.02,5.21,4.98
5.00,4.75,5.12,4.75
4.80,4.93,4.96,4.80
4.92,4.90,5.08,4.84
4.84,4.76,4.94,4.73
4.75,4.89,4.93,4.75
4.90,5.05,5.13,4.89
5.15,5.04,5.22,5.01
5.05,5.00,5.05,4.88
5.00,5.12,5.15,4.86
5.08,4.89,5.16,4.86
4.85,4.77,4.94,4.77
4.79,4.89,4.90,4.78
4.92,4.80,4.92,4.74
4.89,4.77,4.90,4.70
4.76,4.69,4.77,4.64
4.64,4.82,4.87,4.64
4.85,4.86,4.93,4.85
4.90,4.88,5.04,4.86
4.82,4.70,4.88,4.70
4.78,4.64,4.78,4.62
4.68,4.70,4.77,4.68
4.71,4.75,4.85,4.71
4.71,4.51,4.72,4.51
4.51,4.51,4.67,4.51
4.40,4.38,4.55,4.33
4.39,4.44,4.51,4.39
4.47,4.48,4.71,4.46
4.51,4.36,4.75,4.35
4.03,3.97,4.30,3.97
4.01,4.04,4.26,3.99
4.07,3.98,4.13,3.89
4.00,3.98,4.04,3.95
4.02,3.70,4.02,3.59
3.72,3.96,4.01,3.70
4.03,3.74,4.03,3.70
3.75,3.59,3.75,3.53
3.62,3.60,3.70,3.53
3.62,3.58,3.64,3.56
3.60,3.61,3.68,3.58
3.67,3.72,3.77,3.55
3.74,3.73,3.77,3.50
3.71,3.86,3.87,3.71
3.92,3.86,4.02,3.86
3.90,3.90,3.94,3.89
3.92,3.91,3.96,3.85
3.93,3.88,3.93,3.86
3.85,3.81,3.85,3.71
3.83,3.75,3.87,3.73
3.77,3.79,3.88,3.69
3.82,3.85,3.95,3.62
3.82,3.93,4.00,3.72
3.97,4.05,4.20,3.89
4.07,4.28,4.36,4.04
4.31,4.39,4.56,4.28
4.39,4.29,4.40,4.23
4.28,4.12,4.44,4.08
4.11,4.06,4.17,4.04
4.07,3.96,4.11,3.83
3.94,4.24,4.43,3.92
4.16,4.12,4.23,4.03
4.16,4.14,4.22,4.01
4.17,4.14,4.26,4.05
4.13,4.02,4.24,4.00
4.01,4.02,4.03,3.90
3.98,3.96,4.04,3.92
3.97,3.92,4.01,3.89
3.93,3.97,4.04,3.93
4.15,4.14,4.52,4.14
4.11,4.35,4.35,4.04
4.33,4.03,4.43,3.91
4.10,4.24,4.27,3.91
4.16,3.93,4.24,3.93
3.93,3.78,3.93,3.78
3.73,3.79,3.87,3.73
3.81,3.74,3.87,3.65
3.74,3.57,3.75,3.52
3.61,3.65,3.70,3.60
3.66,3.71,3.82,3.46
3.74,3.87,3.94,3.71
3.82,3.92,4.08,3.82
3.83,3.82,3.86,3.80
3.84,3.82,3.89,3.81
3.82,3.72,3.84,3.72
3.76,3.57,3.76,3.55
3.54,3.56,3.65,3.54
3.53,3.63,3.68,3.53
3.66,3.55,3.66,3.53
3.55,3.53,3.64,3.52
3.51,3.59,3.66,3.50
3.62,3.65,3.74,3.58
3.69,3.75,3.93,3.64
3.50,3.43,3.84,3.36
3.61,3.56,3.61,3.43
3.56,3.60,3.70,3.56
3.64,3.57,3.68,3.55
3.57,3.57,3.63,3.57
3.54,3.58,3.64,3.54
3.56,3.59,3.84,3.56
3.64,3.60,3.64,3.56
3.58,3.60,3.61,3.56
3.56,3.71,3.72,3.56
3.74,3.62,3.74,3.60
3.60,3.56,3.63,3.55
3.56,3.60,3.63,3.56
3.61,3.53,3.61,3.53
3.53,3.47,3.55,3.47
3.46,3.31,3.46,3.30
3.30,3.26,3.33,3.25
3.10,3.17,3.16,3.10
3.25,3.17,3.43,3.15
3.25,3.15,3.25,3.15
3.19,3.12,3.26,3.11
3.11,3.18,3.29,3.10
3.19,3.18,3.26,3.16
3.15,3.12,3.21,3.10
3.16,3.12,3.16,3.10
3.12,3.12,3.14,3.10
3.10,3.15,3.17,3.10
3.15,3.24,3.25,3.15
3.25,3.20,3.25,3.19
3.20,3.20,3.25,3.17
3.19,3.20,3.22,3.08
3.20,3.20,3.24,3.19
3.22,3.21,3.23,3.18
3.20,3.28,3.30,3.20
3.27,3.26,3.32,3.26
3.07,2.87,3.07,2.68
2.66,2.81,2.86,2.66
2.77,2.67,2.77,2.67
2.66,2.59,2.70,2.59
2.44,2.50,2.52,2.41
2.52,2.42,2.63,2.42
2.42,2.30,2.42,2.29
2.30,2.08,2.32,2.03
2.00,2.07,2.09,1.80
2.10,2.35,2.35,2.06
2.29,2.37,2.42,2.29
2.37,2.73,2.73,2.37
2.75,2.90,2.92,2.70
2.98,3.19,3.23,2.93
3.21,3.19,3.24,3.10
3.24,3.14,3.24,2.99
3.18,2.92,3.18,2.92
2.95,2.87,3.03,2.83
2.85,2.77,2.85,2.77
2.74,2.63,2.84,2.63
2.65,2.62,2.66,2.40
2.62,2.61,2.78,2.61
2.56,2.65,2.67,2.50
2.78,2.72,2.80,2.65
2.73,2.58,2.74,2.54
2.57,2.51,2.59,2.40
2.50,2.50,2.53,2.45
2.45,2.46,2.49,2.43
2.50,2.48,2.54,2.43
2.49,2.25,2.49,2.20
2.10,2.14,2.15,2.08
2.08,2.05,2.27,2.05
2.06,2.05,2.10,1.98
2.00,2.07,2.09,2.00
2.13,2.04,2.13,2.03
2.04,2.04,2.12,1.99
2.08,2.02,2.13,2.00
2.07,1.91,2.07,1.91
1.95,1.85,1.95,1.84
1.85,1.92,1.97,1.75
1.95,2.04,2.05,1.88
2.07,1.98,2.07,1.92
1.92,1.95,2.00,1.88
1.91,1.89,1.94,1.89
1.87,1.78,1.89,1.77
1.75,1.79,1.84,1.75
1.82,1.83,1.83,1.81
1.81,1.84,1.85,1.81
1.81,1.86,1.87,1.81
1.89,1.85,1.89,1.85
1.85,1.94,2.00,1.85
1.99,1.99,2.07,1.96
2.03,2.00,2.07,1.90
2.00,1.96,2.04,1.90
1.95,2.02,2.02,1.94
1.97,2.00,2.03,1.95
1.93,1.98,2.01,1.92
2.00,2.06,2.06,1.98
2.06,2.08,2.10,2.06
2.08,2.14,2.15,2.06
2.17,2.12,2.24,2.10
2.14,2.12,2.20,2.10
2.28,2.21,2.37,2.13
2.29,2.26,2.36,2.18
2.20,2.25,2.28,2.20
2.22,2.15,2.22,2.06
2.18,2.01,2.18,1.96
2.05,2.22,2.23,2.05
2.19,2.20,2.24,2.16
2.16,2.06,2.16,2.02
2.06,2.09,2.12,2.05
2.08,2.12,2.18,2.08
2.10,2.08,2.12,2.05
2.02,2.11,2.15,2.02
2.13,2.05,2.15,2.01
2.02,2.00,2.08,2.00
1.99,1.95,2.01,1.95
2.10,2.00,2.10,1.96
2.02,2.15,2.15,1.98
2.13,2.26,2.26,2.12
2.25,2.15,2.25,2.06
2.22,2.19,2.28,2.08
2.08,2.15,2.24,2.08
2.16,2.17,2.22,2.12
2.13,2.11,2.16,2.04
2.12,2.23,2.25,2.09
2.29,2.35,2.49,2.22
2.33,2.19,2.34,2.11
2.16,2.16,2.25,2.16
2.18,2.15,2.25,2.15
2.15,2.18,2.22,2.12
2.24,2.24,2.27,2.21
2.23,2.23,2.26,2.20
2.25,2.23,2.25,2.19
2.24,2.23,2.24,2.12
2.23,2.10,2.25,2.10
2.01,1.99,2.02,1.88
1.95,1.95,1.98,1.86
1.90,1.90,1.96,1.86
1.88,1.86,1.92,1.86
1.84,1.81,1.90,1.80
1.85,1.78,1.86,1.75
1.75,1.72,1.82,1.67
1.80,1.80,1.82,1.71
1.80,1.76,1.83,1.75
1.77,1.79,1.81,1.75
1.84,1.77,1.84,1.77
1.83,1.80,1.84,1.80
1.79,1.80,1.80,1.74
1.80,1.79,1.80,1.76
1.79,1.81,1.89,1.79
1.81,1.83,1.94,1.80
1.87,1.97,1.97,1.87
1.96,2.08,2.10,1.96
2.10,2.00,2.10,2.00
2.04,2.02,2.16,2.00
2.06,2.09,2.10,2.05
2.04,2.01,2.10,2.00
2.14,2.13,2.20,2.05
2.11,2.08,2.12,2.03
2.11,2.16,2.18,2.04
2.15,2.15,2.15,2.00
2.14,2.20,2.23,2.09
2.22,2.39,2.40,2.19
2.37,2.45,2.45,2.34
2.43,2.47,2.50,2.41
2.49,2.71,2.75,2.45
2.67,2.72,2.79,2.57
2.71,2.55,2.71,2.52
2.54,2.73,2.76,2.54
2.75,2.87,3.06,2.66
2.89,3.04,3.08,2.77
3.14,3.12,3.23,2.94
3.16,3.01,3.19,3.01
2.97,3.03,3.11,2.82
2.94,2.98,3.15,2.92
3.15,2.96,3.15,2.95
2.92,2.90,3.01,2.90
2.90,3.00,3.04,2.90
3.08,3.01,3.13,2.96
3.05,3.05,3.12,3.00
3.01,3.01,3.13,3.00
3.01,3.00,3.12,3.00
3.04,3.01,3.04,2.99
3.02,2.96,3.04,2.95
2.94,2.92,3.04,2.90
2.96,2.99,3.03,2.95
2.97,3.03,3.05,2.97
3.04,3.16,3.17,3.01
3.20,3.18,3.24,3.16
3.22,3.25,3.27,3.17
3.20,3.26,3.32,3.17
3.33,3.14,3.33,3.13
3.14,3.30,3.47,3.14
3.50,3.38,3.50,3.21
3.34,3.33,3.39,3.19
3.34,3.30,3.36,3.30
3.31,3.30,3.35,3.30
3.30,3.29,3.39,3.28
3.32,3.39,3.40,3.30
3.39,3.31,3.40,3.31
3.39,3.40,3.47,3.34
3.50,3.58,3.58,3.41
3.51,3.68,3.81,3.51
3.63,3.53,3.82,3.36
3.50,3.38,3.57,3.38
3.41,3.50,3.50,3.38
3.41,3.50,3.50,3.41
3.50,3.50,3.50,3.43
3.43,3.48,3.50,3.43
3.50,3.49,3.52,3.48
3.50,3.50,3.53,3.49
3.45,3.79,3.80,3.45
3.80,3.78,3.80,3.62
3.80,3.83,3.83,3.74
3.84,3.92,3.95,3.84
3.92,4.20,4.26,3.86
5.02,4.66,5.32,4.55
4.59,4.41,4.85,4.30
4.52,4.49,4.59,4.31
4.54,4.32,4.54,4.02
4.37,4.23,4.64,4.17
4.23,4.39,4.40,4.21
4.32,4.33,4.55,4.22
4.20,4.23,4.35,4.20
4.27,4.45,4.50,4.24
4.50,4.60,4.63,4.44
4.63,4.58,4.64,4.42
4.58,4.46,4.63,4.37
4.46,4.33,4.58,4.10
4.30,4.21,4.30,4.00
4.17,4.29,4.56,4.05
4.46,4.31,4.49,4.12
4.20,4.29,4.38,4.00
4.29,4.05,4.29,4.00
4.04,4.10,4.26,4.02
4.10,4.18,4.25,4.10
4.21,4.22,4.25,4.16
4.22,4.24,4.29,4.22
4.26,4.28,4.35,4.10
4.31,4.14,4.31,4.11
4.30,4.30,4.34,4.15
4.39,4.18,4.39,4.18
4.34,4.79,4.89,4.34
4.70,4.77,4.84,4.62
4.75,4.72,4.80,4.68
4.70,4.81,4.84,4.70
4.80,4.75,4.81,4.72
4.99,4.82,4.99,4.72
4.82,4.74,4.82,4.72
4.75,4.61,4.78,4.60
4.75,4.68,4.80,4.65
4.68,4.65,4.78,4.60
4.65,4.71,4.73,4.55
4.65,4.76,4.76,4.40
4.73,4.69,4.73,4.51
4.50,4.62,4.63,4.40
4.58,4.58,4.60,4.40
4.57,4.55,4.60,4.50
4.57,4.46,4.58,4.43
4.25,4.46,4.55,4.21
4.43,4.36,4.55,4.24
4.31,4.26,4.44,4.07
4.35,4.54,4.61,4.34
4.50,4.50,4.52,4.44
4.50,4.40,4.50,4.38
4.40,4.47,4.57,4.35
4.43,4.31,4.50,4.28
4.51,4.59,4.61,4.32
4.62,4.33,4.73,4.31
4.38,4.37,4.62,4.30
4.35,4.48,4.50,4.32
4.48,4.58,4.65,4.41
4.60,4.73,4.75,4.55
4.74,4.84,4.89,4.65
4.75,4.84,4.99,4.71
4.83,4.76,4.91,4.76
4.82,4.74,4.83,4.72
4.72,4.80,4.94,4.72
4.81,4.80,4.88,4.73
4.73,4.81,4.89,4.73
4.83,4.86,4.90,4.73
4.86,5.00,5.12,4.86
5.13,5.48,5.49,5.01
5.49,5.34,5.49,5.26
5.25,5.08,5.34,5.02
4.90,4.55,4.91,4.31
4.48,4.25,4.60,4.25
4.25,4.22,4.30,4.06
4.19,4.31,4.38,4.10
4.37,4.47,4.52,4.33
4.42,4.38,4.49,4.34
4.43,4.34,4.48,4.33
4.34,4.42,4.53,4.32
4.49,4.47,4.52,4.29
4.46,4.41,4.46,4.40
4.39,4.35,4.43,4.20
4.35,4.23,4.37,4.22
4.29,4.16,4.36,4.15
4.22,4.34,4.47,4.22
4.30,4.34,4.38,4.22
4.35,4.40,4.40,4.15
4.34,4.22,4.39,4.16
4.20,4.23,4.26,4.00
4.20,4.36,4.40,4.03
4.33,4.32,4.38,4.31
4.30,4.39,4.39,4.26
4.29,4.43,4.47,4.29
4.45,4.24,4.45,4.16
4.23,4.21,4.34,4.08
4.13,4.35,4.55,4.08
4.22,4.40,4.46,4.15
4.43,4.33,4.45,4.14
4.28,4.24,4.40,4.18
4.23,4.31,4.37,4.23
4.26,4.36,4.37,4.24
4.36,4.44,4.48,4.23
4.39,4.45,4.57,4.30
4.45,4.38,4.53,4.31
4.35,4.38,4.49,4.24
4.38,4.35,4.43,4.19
4.53,4.42,4.53,4.35
4.48,4.35,4.48,4.35
4.37,4.32,4.46,4.16
4.30,4.29,4.35,4.13
4.28,4.24,4.39,4.22
4.21,4.26,4.37,4.21
4.35,4.40,4.40,4.19
4.37,4.46,4.48,4.34
4.35,4.08,4.45,3.95
4.05,4.14,4.17,3.96
4.09,4.14,4.19,4.00
4.13,4.12,4.19,4.05
4.12,4.07,4.14,4.05
4.05,4.07,4.10,4.02
4.03,4.16,4.30,4.01
4.16,4.15,4.27,4.13
4.15,4.15,4.34,4.08
4.15,4.23,4.23,4.11
4.17,4.06,4.34,4.00
4.06,4.30,4.32,4.05
4.35,4.10,4.35,4.10
4.18,4.13,4.20,4.10
4.15,4.09,4.17,4.05
4.13,4.06,4.25,4.05
4.04,4.16,4.16,4.04
4.10,4.10,4.16,4.04
4.10,4.16,4.20,4.05
4.16,4.30,4.34,4.16
4.21,4.17,4.32,4.16
4.23,4.20,4.32,4.11
4.20,4.18,4.35,4.15
4.25,4.19,4.35,4.17
4.26,4.18,4.34,4.18
4.21,4.19,4.27,4.15
4.19,4.10,4.19,4.05
4.11,4.29,4.33,4.09
4.22,4.32,4.33,4.13
