SNP,China Petroleum & Chemical Corporation Common Stock,NASDAQ
90.49,87.34,90.49,87.28
88.40,89.02,89.43,87.52
85.99,85.74,86.54,84.19
87.81,88.04,88.32,87.28
88.56,89.52,89.58,87.13
90.23,90.60,91.23,89.74
90.65,91.50,92.33,90.00
91.96,90.40,92.14,90.08
69.22,68.16,69.34,67.89
66.80,67.42,67.84,66.33
68.58,67.88,68.58,67.29
68.25,68.06,68.49,68.00
68.47,68.65,69.00,68.45
69.57,69.48,70.00,69.28
71.25,72.14,72.25,71.13
71.14,70.99,71.22,70.47
70.93,71.11,71.38,70.55
71.02,71.43,71.50,71.00
72.20,72.30,72.69,72.13
72.35,71.90,72.57,71.64
71.98,72.47,72.66,71.98
72.53,72.50,72.86,72.23
75.05,75.61,75.93,75.00
76.00,75.36,76.00,74.72
75.25,75.79,75.84,74.80
75.42,75.53,75.63,74.70
74.45,73.59,74.63,73.58
74.06,73.77,74.16,73.58
74.15,74.29,74.35,73.58
74.74,75.10,75.50,74.56
74.70,75.35,75.48,74.43
75.15,74.70,75.32,74.41
74.40,73.58,74.40,73.31
72.80,71.86,72.80,71.80
72.56,72.92,73.21,71.73
73.02,73.07,73.34,72.63
74.59,75.18,75.45,74.59
75.53,75.62,75.85,75.24
75.72,75.90,76.25,75.43
76.25,75.41,76.25,75.31
76.22,75.16,76.22,75.07
75.99,75.36,76.22,75.14
74.92,74.65,75.06,74.09
73.65,72.97,73.84,72.80
73.81,74.58,74.64,73.64
74.36,75.07,75.30,74.07
75.50,74.48,75.50,74.32
74.61,73.73,74.81,73.65
73.66,73.44,74.50,73.43
73.40,72.83,73.40,72.54
72.43,71.98,72.63,71.63
76.53,76.38,76.66,75.56
75.39,76.31,76.36,75.39
76.40,76.96,76.99,76.40
77.93,77.94,78.41,77.53
79.30,80.33,80.46,78.98
80.28,80.26,80.60,79.88
79.40,79.12,79.44,78.93
78.66,77.83,78.81,77.56
77.75,78.00,78.30,77.58
79.66,79.19,79.68,78.78
79.45,79.32,79.65,79.05
79.31,80.87,80.87,78.59
81.36,80.89,81.51,80.23
80.90,79.50,80.90,79.33
79.25,79.73,79.94,79.25
78.98,78.71,79.28,78.13
79.05,78.74,79.41,78.37
79.42,79.65,80.00,79.07
79.37,79.29,79.78,79.00
78.06,78.29,78.62,77.71
78.74,78.68,78.86,78.21
78.76,79.47,79.65,78.50
79.91,79.56,80.22,79.12
79.84,80.46,80.49,79.60
79.54,79.97,80.34,79.45
80.02,78.95,80.39,78.95
79.79,79.35,80.00,79.00
79.84,80.37,80.47,79.71
80.12,81.10,81.10,80.12
80.27,81.00,81.41,80.01
80.53,80.11,81.01,79.91
79.93,80.35,80.48,79.51
79.55,80.45,80.47,79.48
80.15,80.54,80.65,80.15
80.33,80.39,80.56,80.02
80.82,80.67,81.38,80.08
78.92,78.37,79.13,78.32
78.33,77.91,78.36,77.58
77.98,77.60,77.98,77.33
76.91,76.64,77.72,76.60
78.53,80.25,80.57,78.44
80.25,79.40,80.30,79.16
81.01,80.37,81.47,80.32
81.84,81.41,82.18,80.82
82.48,82.57,82.62,82.09
82.71,82.91,83.28,82.42
83.41,82.39,83.41,82.34
82.46,80.85,82.46,80.81
80.88,81.04,81.25,80.21
81.96,81.72,82.12,81.48
82.76,82.45,83.14,82.34
80.55,81.35,81.37,80.50
81.35,82.01,82.18,80.85
84.68,85.69,86.13,84.49
89.69,89.86,90.34,89.04
90.53,90.15,90.88,89.88
90.06,89.19,90.41,89.17
89.58,89.80,89.95,89.30
89.85,86.76,89.85,86.16
87.50,87.51,88.01,87.00
87.59,86.02,87.59,85.70
86.08,87.19,87.47,86.08
86.26,86.28,86.43,85.61
85.81,84.60,85.86,84.42
84.29,84.04,84.69,83.50
83.85,83.91,84.27,83.14
84.53,84.16,84.89,84.07
85.86,86.23,86.42,85.40
86.02,86.14,86.39,85.96
85.95,86.53,86.75,85.75
83.87,82.18,83.87,82.18
82.68,82.24,83.00,81.46
83.09,83.70,83.89,82.88
83.74,83.26,84.36,83.19
82.80,82.08,82.80,82.04
82.98,83.56,83.99,81.77
80.82,80.97,81.19,80.26
80.63,80.70,80.99,80.45
80.25,80.03,80.98,79.64
81.21,81.35,81.74,81.21
81.30,81.34,81.99,80.74
82.15,82.48,82.53,81.65
81.08,81.30,81.99,81.01
81.45,82.17,82.45,81.44
81.08,79.93,81.08,79.76
79.09,78.67,79.25,78.00
77.99,77.24,77.99,77.19
77.04,77.00,77.32,76.79
76.50,76.23,76.55,75.71
75.05,74.90,76.07,74.40
75.33,75.80,75.92,75.22
75.85,75.19,76.15,75.02
76.00,76.88,76.96,75.80
76.75,76.62,76.77,76.35
76.50,76.27,76.80,76.15
77.51,77.23,77.77,77.03
81.51,81.80,82.25,81.15
82.84,82.87,83.26,82.10
80.76,80.31,80.92,79.70
80.79,79.47,80.79,79.38
79.82,79.87,80.78,79.57
79.80,79.99,80.30,79.62
78.98,78.27,79.02,77.75
79.31,79.05,79.69,78.58
79.03,78.83,79.49,78.25
79.02,77.76,79.46,77.71
77.00,78.18,78.36,76.74
76.22,76.07,76.58,75.32
75.73,74.98,75.78,74.76
75.25,75.45,75.76,74.66
74.72,74.53,74.76,73.99
75.76,77.09,77.25,75.76
78.00,77.39,78.19,77.15
76.94,77.26,77.38,76.54
77.93,78.49,78.98,77.91
77.54,77.02,78.02,76.80
79.25,83.51,84.25,79.25
84.89,86.68,86.80,84.70
84.63,84.30,84.85,83.80
83.31,83.42,83.74,83.08
82.51,82.08,82.86,81.79
85.84,84.86,86.82,84.45
89.30,89.89,90.25,88.97
89.59,88.43,89.59,88.21
86.80,87.21,88.30,86.56
88.73,89.34,89.56,88.36
87.18,87.38,87.38,86.56
87.87,87.51,88.50,87.00
90.56,89.96,90.82,89.22
88.82,88.44,88.89,87.45
88.75,87.60,89.12,87.31
85.25,85.41,85.51,84.43
84.80,82.99,84.87,82.63
84.29,83.99,85.01,83.59
86.32,85.78,86.47,85.73
85.60,85.31,85.82,84.81
85.86,85.06,86.00,84.74
83.46,83.55,83.68,82.74
85.89,86.26,86.53,85.54
89.95,88.60,89.95,87.82
88.71,89.31,89.53,88.71
88.65,88.42,89.18,88.08
89.63,90.21,90.42,89.55
89.39,89.70,90.21,89.16
89.60,89.50,89.93,89.30
90.16,90.30,90.42,89.76
89.82,90.17,90.17,89.43
89.48,89.48,89.64,88.84
90.47,89.49,90.60,89.33
90.27,90.01,90.45,89.64
90.91,90.84,91.69,90.52
93.97,94.35,94.86,93.23
94.92,93.98,95.68,93.90
92.67,93.13,93.49,92.63
93.50,92.34,93.50,92.03
89.18,88.81,89.37,87.78
89.58,89.88,90.32,89.31
90.31,90.47,90.76,90.10
90.26,90.07,90.26,89.44
92.90,92.78,93.83,92.59
92.30,92.18,92.30,91.52
91.88,91.40,91.88,90.77
89.20,90.05,90.08,88.89
90.44,90.32,90.48,89.25
89.50,89.36,90.05,89.29
88.27,88.87,88.92,87.92
88.84,89.27,89.92,88.51
88.70,88.83,88.98,88.17
87.12,87.64,87.64,86.80
88.11,88.11,88.46,87.61
86.09,86.45,86.99,85.88
87.31,86.95,87.50,86.80
87.80,87.77,88.06,87.51
90.44,90.76,90.86,90.38
91.10,91.28,91.53,90.92
91.70,91.22,91.90,91.05
90.82,90.50,90.82,89.89
90.89,91.07,91.30,90.47
90.59,90.41,90.75,90.17
90.06,89.67,90.43,89.44
89.91,90.53,91.13,89.88
90.84,91.09,91.34,90.84
91.46,91.49,91.77,91.14
90.30,89.74,90.32,89.28
91.40,91.16,91.40,90.68
91.63,91.30,91.63,90.97
91.44,90.30,91.64,90.30
91.30,92.12,92.23,91.16
91.39,92.22,92.40,91.28
91.34,90.79,91.55,90.69
91.44,91.69,91.78,91.13
92.50,92.20,92.73,92.18
92.29,92.75,92.86,92.10
94.35,94.42,94.58,94.20
93.45,93.35,93.71,93.16
94.29,93.84,94.41,93.63
95.41,95.95,96.09,95.35
96.04,96.33,96.48,95.43
95.06,96.26,96.27,94.89
96.45,97.43,97.52,96.05
96.29,96.54,96.77,96.07
96.57,96.73,97.14,96.23
93.86,93.79,93.98,93.50
92.85,92.49,93.48,92.35
92.85,93.47,93.62,92.76
95.49,95.67,95.83,95.25
96.08,96.54,96.54,95.78
95.82,95.03,95.95,94.85
95.00,94.81,95.40,94.73
95.21,95.75,95.76,95.21
95.15,95.73,95.87,95.08
94.93,94.73,95.00,94.43
95.60,94.83,95.68,94.54
93.56,93.71,93.95,93.23
92.60,92.73,93.63,92.36
92.91,93.27,93.51,92.65
93.39,93.54,93.75,93.36
94.05,94.23,94.38,93.57
94.37,94.52,94.82,94.28
94.42,93.85,94.69,93.59
94.16,94.57,94.72,94.16
93.35,93.91,94.12,92.94
96.23,96.77,96.92,96.19
98.52,99.14,99.23,97.84
98.74,98.23,99.16,98.12
98.24,98.26,98.70,97.83
97.28,98.18,98.21,97.18
98.56,97.45,98.62,97.29
99.84,98.72,99.84,98.30
98.76,97.64,98.76,97.37
97.15,97.53,97.86,96.64
97.55,98.00,98.02,97.02
95.66,95.39,95.96,94.96
95.92,96.35,96.59,95.84
96.20,96.00,96.43,95.38
97.66,98.43,98.56,97.46
98.29,98.76,98.91,98.29
97.50,98.17,98.17,97.46
99.86,99.72,100.17,99.43
99.00,99.10,99.38,98.66
98.79,98.68,98.95,97.87
98.28,98.88,98.99,97.84
99.46,99.83,99.86,99.16
98.43,98.79,98.99,98.34
98.47,97.76,98.47,97.68
100.01,100.26,100.45,99.43
103.00,103.04,103.90,102.76
103.03,103.61,103.93,102.98
102.19,102.28,102.30,101.90
100.30,100.90,101.02,100.05
101.80,101.00,101.80,100.78
101.02,101.16,101.46,100.91
105.06,104.89,105.26,104.64
105.40,104.60,105.84,104.34
105.07,105.28,105.39,104.48
105.67,104.85,105.88,104.49
104.64,104.01,104.64,103.52
101.92,101.97,102.09,101.06
100.51,99.92,100.75,99.86
99.97,99.24,100.87,98.66
94.25,93.10,94.25,92.96
91.78,92.67,93.99,91.53
92.72,91.74,92.74,91.54
91.36,90.73,91.36,90.50
90.56,90.04,90.67,89.75
88.90,88.10,89.16,87.88
88.93,88.49,89.25,88.38
91.15,91.46,91.77,90.50
91.17,90.52,91.23,90.09
90.12,90.02,90.69,89.87
87.72,87.30,88.02,87.10
87.26,87.36,87.92,87.14
86.86,85.87,87.05,85.81
85.91,85.77,86.19,84.81
85.70,85.26,85.76,84.93
86.85,86.77,87.52,86.54
86.92,86.19,87.17,86.19
86.59,87.79,87.90,85.77
86.93,86.09,86.93,85.77
85.61,85.28,86.21,85.21
86.07,85.85,86.91,85.79
85.96,85.98,86.56,85.11
84.21,85.53,85.60,83.58
83.07,84.26,85.03,83.04
85.23,85.36,85.98,85.12
84.28,85.27,85.40,84.11
84.80,85.18,85.37,84.61
85.27,84.61,85.72,84.41
85.80,85.70,86.12,85.40
85.70,85.81,86.21,85.55
84.80,84.97,85.13,84.48
85.71,87.09,87.53,85.65
87.50,86.78,87.95,86.30
87.00,86.06,87.12,85.53
86.10,86.98,86.98,85.95
86.62,85.44,86.62,85.31
85.81,86.18,86.26,85.39
84.86,85.05,85.20,84.40
84.49,84.02,84.49,83.71
83.55,83.61,83.63,83.02
83.64,83.24,83.98,83.00
82.96,82.80,82.96,81.85
83.06,82.72,83.51,82.59
83.45,82.79,83.45,82.44
83.15,82.83,83.15,82.21
80.41,80.40,80.89,80.22
80.04,80.38,80.56,80.01
80.21,80.15,80.55,79.73
79.96,80.68,80.88,79.96
83.72,84.13,84.42,83.51
83.98,83.22,83.99,83.08
82.36,81.48,82.58,81.35
83.08,83.40,83.49,82.86
82.27,80.85,82.28,80.47
79.02,79.73,79.73,78.82
79.47,79.55,80.10,79.21
78.75,78.82,79.25,78.55
83.40,84.77,84.87,82.97
85.01,85.60,85.75,84.70
83.64,81.52,83.77,81.05
79.62,79.65,80.03,79.03
79.06,77.87,79.06,77.77
78.31,77.74,78.62,77.64
76.90,76.12,77.03,76.11
77.98,76.32,77.98,75.77
75.61,76.47,77.49,75.31
76.96,78.90,79.95,76.96
79.30,79.02,79.36,78.00
79.30,81.20,81.29,78.86
81.00,81.00,81.66,80.67
80.74,81.34,81.71,80.38
80.44,80.74,81.09,80.23
82.16,81.90,82.87,81.81
81.98,81.17,82.13,81.14
79.94,79.94,80.27,79.80
81.11,81.01,81.37,80.78
81.18,80.21,81.18,80.20
81.47,80.29,81.82,80.03
80.00,79.04,80.15,78.67
80.86,80.84,81.72,80.63
81.29,81.52,81.86,81.06
80.53,80.02,80.54,79.28
80.18,79.53,80.18,79.21
81.18,80.90,81.66,79.99
79.76,80.35,80.45,79.02
80.38,80.01,81.22,79.86
79.80,80.82,80.83,79.69
79.63,79.22,79.63,78.84
79.63,80.65,81.03,79.35
81.33,81.74,81.93,80.76
81.79,81.91,82.49,81.51
81.95,81.43,82.07,81.23
79.79,80.19,80.46,79.41
80.32,79.17,80.32,79.14
79.99,79.73,79.99,78.71
79.18,79.21,79.60,78.18
79.19,79.50,79.59,78.74
79.95,81.57,81.76,79.95
82.67,81.86,83.41,81.60
80.70,81.02,81.16,80.50
79.62,79.04,79.77,78.91
79.06,79.36,79.80,79.03
79.52,79.19,79.72,78.89
78.85,78.41,78.85,78.15
79.73,79.80,80.14,79.52
80.10,80.13,80.44,79.99
81.64,83.12,83.77,80.51
83.92,83.80,84.25,83.67
83.19,82.76,83.62,82.68
83.08,83.38,83.39,82.62
82.95,82.23,82.95,81.97
83.03,83.09,83.50,82.79
83.25,82.99,83.46,82.74
84.09,83.27,84.09,83.18
83.34,83.68,84.23,83.27
83.63,83.12,83.68,83.02
82.55,82.75,82.90,82.33
81.46,81.35,81.49,80.72
80.60,80.26,80.69,80.18
79.69,78.94,79.82,78.65
79.94,79.39,79.94,79.29
78.50,78.10,78.50,77.77
78.51,78.20,78.54,77.91
79.19,78.43,79.30,78.25
78.73,78.67,78.79,78.04
78.99,78.39,79.08,77.77
78.10,78.65,78.78,77.98
79.12,79.92,80.17,78.58
79.61,78.91,79.63,78.45
79.84,80.26,80.71,79.84
80.26,76.93,80.26,76.35
77.48,77.33,77.71,77.10
77.42,77.02,77.73,76.73
77.46,77.20,77.64,76.94
77.92,77.41,78.07,77.27
78.35,79.70,79.88,78.35
79.02,79.69,80.09,79.02
80.02,80.23,80.55,79.90
80.15,80.20,80.56,80.11
80.64,81.29,81.56,80.64
81.58,81.63,82.17,81.32
83.60,84.61,84.90,83.47
85.49,87.30,87.39,85.49
86.45,86.97,87.27,86.34
88.00,86.71,88.00,86.64
85.58,86.19,86.37,85.46
87.25,88.03,88.22,87.25
89.75,90.57,90.80,89.57
87.55,88.57,88.85,87.25
88.19,88.59,89.25,88.02
89.97,90.00,90.58,89.88
90.66,90.70,91.03,90.23
90.81,91.14,91.44,90.47
91.78,91.73,92.00,91.39
94.02,94.98,96.69,94.02
94.07,94.13,94.20,93.08
94.38,96.41,96.46,94.38
94.01,94.47,94.65,93.62
94.35,94.88,95.44,94.14
94.90,95.72,96.01,94.90
93.77,94.14,94.27,93.63
93.45,91.71,93.56,91.56
90.77,90.83,91.26,90.40
91.69,92.02,92.72,91.35
91.65,90.47,91.81,90.45
89.09,89.80,90.03,88.70
89.04,89.01,89.31,88.73
89.19,89.44,89.95,89.19
89.78,90.56,90.71,89.31
88.36,88.70,88.80,88.03
89.21,88.90,89.21,88.57
88.68,88.49,88.80,88.22
88.33,88.00,88.48,87.95
91.09,91.03,91.43,90.92
92.83,91.62,93.05,91.06
91.58,91.34,91.58,90.78
88.61,88.64,89.06,87.92
88.12,87.67,88.49,87.57
87.93,87.20,88.00,87.09
87.42,87.52,87.90,87.31
87.34,87.48,87.87,87.07
86.97,86.31,86.97,85.32
84.22,84.60,84.84,83.73
85.58,85.62,86.17,85.55
83.24,83.29,83.63,83.23
82.63,82.52,83.14,82.37
82.64,83.11,83.35,82.52
83.15,83.23,83.57,83.07
82.24,82.07,82.26,81.52
80.95,81.31,81.40,80.45
82.62,82.54,82.88,82.03
83.66,84.56,84.71,83.66
83.78,83.82,84.43,83.71
84.86,84.96,85.40,84.74
87.45,88.39,88.60,87.41
88.35,87.97,88.78,87.76
87.48,87.15,87.71,87.07
85.92,85.45,86.19,85.12
84.30,83.52,84.47,83.50
85.63,85.71,86.53,85.45
85.36,84.17,85.90,83.80
84.64,84.32,85.36,84.21
83.66,82.93,84.12,82.67
80.39,80.99,81.14,78.48
80.00,78.44,80.40,78.00
79.55,78.60,80.00,78.55
80.41,80.07,80.44,79.40
80.00,79.55,80.41,79.37
78.70,78.74,79.01,78.55
79.66,79.13,80.05,78.98
79.71,79.92,80.19,79.71
79.82,79.30,79.85,79.15
78.79,78.43,78.93,78.12
78.71,78.62,79.57,78.46
77.96,77.79,78.27,77.62
78.27,77.82,78.34,77.55
77.27,76.63,77.27,76.35
73.99,73.60,74.21,73.20
74.80,75.37,75.53,74.42
75.68,77.00,77.16,75.68
76.05,75.92,76.26,75.63
76.00,75.21,76.00,75.05
74.53,74.11,74.62,73.88
74.38,74.40,74.67,73.96
75.40,74.71,75.71,74.52
74.40,74.30,74.59,73.93
75.00,74.39,75.21,74.17
74.53,75.63,75.68,74.53
74.01,74.03,74.21,73.50
73.98,74.69,74.69,73.74
74.91,74.56,75.10,74.51
74.59,74.64,74.89,74.42
73.86,74.17,74.31,73.69
73.17,73.19,73.51,72.92
72.04,71.55,72.08,70.56
69.32,68.90,69.69,68.73
67.98,66.70,68.22,66.70
63.37,64.05,66.49,63.29
66.00,63.70,66.54,63.54
63.90,64.46,64.58,62.75
65.29,67.27,67.51,65.22
66.97,67.35,68.10,66.97
66.51,67.36,68.26,65.91
64.42,63.58,64.65,63.34
64.15,64.07,64.25,63.14
64.31,64.78,65.56,64.31
61.69,60.81,61.72,60.70
64.83,65.30,66.49,64.47
68.75,66.89,69.55,66.83
67.08,67.11,67.90,66.69
65.38,65.46,65.58,64.98
65.50,65.50,65.71,65.11
66.13,66.77,66.92,66.02
67.94,68.99,69.06,67.82
67.86,68.32,69.45,67.73
66.76,65.94,66.98,65.77
66.17,66.48,66.82,65.71
65.75,65.60,65.90,64.85
64.01,63.35,64.16,63.24
62.14,62.62,62.83,61.54
62.88,61.87,62.88,61.76
61.50,60.62,61.50,60.39
58.93,59.37,59.79,58.14
61.25,61.54,61.61,60.67
62.00,62.07,62.54,61.46
61.84,63.97,63.97,61.74
65.20,66.11,66.25,65.16
66.07,66.65,66.99,66.07
70.61,70.09,71.05,69.57
69.58,71.14,71.21,69.35
71.07,70.00,71.07,69.69
72.32,71.10,72.40,70.98
71.30,70.83,71.99,70.60
72.07,71.85,72.59,71.48
73.22,73.77,73.77,72.00
73.48,73.88,74.13,72.95
74.46,73.92,74.46,73.39
73.80,73.93,74.42,73.58
73.60,72.48,73.70,72.33
72.61,73.72,73.82,72.61
75.41,75.39,75.53,74.64
73.99,73.38,73.99,73.18
73.13,73.10,73.32,72.61
73.07,73.45,74.16,72.11
72.34,72.25,72.56,71.49
71.65,72.08,72.61,71.33
71.57,72.36,72.64,71.19
72.42,73.61,74.20,72.40
74.03,73.04,74.18,72.79
72.86,72.81,73.41,72.43
70.58,70.77,70.97,69.90
70.00,69.27,70.23,68.83
68.75,68.53,68.86,68.16
68.29,67.04,68.29,66.87
67.38,67.39,68.78,66.21
65.30,64.62,65.37,64.09
64.35,65.88,65.94,64.06
64.85,64.17,64.85,63.86
64.10,64.68,64.83,63.94
64.66,65.08,65.53,64.61
64.99,65.29,65.78,64.73
64.92,64.50,65.37,64.39
63.73,64.97,65.34,63.71
63.75,64.01,64.32,63.47
61.76,61.61,61.98,61.13
61.45,61.88,62.26,61.30
62.61,62.77,63.25,62.51
62.75,62.17,63.05,61.88
62.10,61.66,62.45,61.52
61.46,61.76,62.08,61.10
60.35,58.75,60.49,58.36
57.71,58.34,58.62,57.36
58.42,58.46,59.63,58.12
57.54,57.15,57.88,57.00
55.91,55.73,56.20,55.47
55.87,55.91,56.09,55.12
56.87,57.82,58.22,56.61
60.59,60.98,61.44,59.74
61.09,59.72,61.09,59.44
59.70,59.74,60.08,59.19
59.75,59.50,59.82,58.92
59.76,60.25,60.56,59.56
62.59,63.61,63.64,62.59
63.75,63.64,64.22,63.63
60.66,61.09,63.16,57.36
61.60,61.31,61.84,61.10
60.55,60.04,61.00,60.00
59.78,59.98,60.50,59.46
58.39,58.38,58.63,57.55
58.51,58.43,58.74,58.10
56.62,56.12,56.92,55.81
53.80,53.71,55.42,53.49
55.47,54.48,55.99,54.43
55.41,54.49,55.45,53.95
55.47,54.77,55.64,54.00
55.27,53.77,55.96,53.52
53.81,54.81,54.89,53.00
50.52,50.61,51.03,49.60
53.13,52.02,53.27,51.52
49.64,49.82,50.39,48.28
50.92,52.22,53.00,50.58
54.43,54.78,54.85,54.03
54.43,53.39,54.97,53.22
53.32,54.50,54.66,52.86
53.59,53.88,55.17,52.94
54.37,54.19,55.13,53.72
55.25,56.31,56.46,54.98
54.71,54.91,55.21,54.43
54.55,53.36,54.60,53.13
54.00,55.80,55.95,52.62
56.11,55.76,56.88,55.16
55.87,55.20,56.26,54.62
53.76,53.54,54.23,52.51
52.23,52.91,53.43,52.06
53.41,53.54,54.89,53.27
51.04,52.26,52.60,50.95
53.35,55.01,55.04,53.21
56.03,55.65,56.19,55.29
56.01,57.31,57.62,55.67
57.19,56.38,57.42,56.21
55.80,56.14,56.15,55.20
56.94,57.89,58.12,56.94
56.99,56.13,57.24,55.92
54.43,55.73,56.07,53.74
54.79,55.54,55.78,54.38
57.51,57.02,58.07,57.01
56.99,56.87,57.50,56.61
58.76,60.02,60.24,58.64
60.90,62.69,62.92,60.59
61.60,62.12,62.15,61.31
62.51,63.87,64.12,62.38
63.29,64.02,64.27,63.20
62.64,61.62,62.68,61.56
62.65,62.58,63.38,62.19
63.07,62.11,63.17,61.03
63.55,64.34,64.43,63.54
62.93,62.57,63.01,62.22
61.78,62.41,62.82,61.33
61.61,63.33,63.41,61.40
62.50,63.54,64.00,62.14
63.79,63.48,64.26,63.38
63.10,62.74,63.35,62.47
61.84,62.15,62.64,61.68
63.29,61.81,63.38,61.81
60.43,61.34,61.38,60.24
61.42,61.85,61.94,60.84
61.14,62.85,63.00,60.67
64.25,64.80,66.39,64.12
65.48,65.15,66.06,65.13
64.09,65.35,65.63,64.07
65.45,64.19,65.94,63.93
63.26,62.99,63.46,62.74
63.46,65.19,65.20,63.46
64.00,63.18,64.06,62.83
65.26,65.04,65.89,64.86
66.34,66.31,67.00,66.18
66.62,67.70,68.04,66.16
69.92,69.98,70.34,69.24
69.94,69.88,69.99,69.53
67.91,67.81,68.30,67.71
67.44,68.89,69.16,67.31
68.88,69.70,69.95,68.52
68.33,69.39,70.08,68.33
70.25,70.00,70.63,69.44
69.73,69.82,70.58,69.35
69.60,69.30,69.60,68.95
70.60,71.91,71.99,70.51
70.87,71.82,72.31,70.50
71.65,72.50,73.80,71.65
71.26,70.77,71.76,69.88
71.01,70.48,71.01,70.08
69.12,68.46,69.42,68.27
67.31,67.09,67.72,66.44
67.40,66.84,67.75,66.43
66.48,67.18,67.65,66.48
66.82,65.95,66.96,65.43
66.63,67.77,67.94,66.51
67.16,66.90,67.72,66.05
67.07,66.17,67.23,65.74
65.74,64.86,66.05,64.61
65.64,67.06,67.25,65.64
66.94,66.43,67.15,66.18
66.41,65.72,67.09,65.49
65.56,65.53,65.88,64.99
66.38,66.37,66.93,66.18
65.74,65.39,65.92,65.28
65.59,66.14,66.31,65.59
67.68,68.19,68.57,67.67
68.83,68.42,68.98,68.33
68.09,68.15,68.28,67.53
68.24,68.25,68.93,67.77
68.72,69.39,69.62,68.55
69.06,69.94,70.08,69.05
69.83,69.63,70.03,69.29
70.20,70.61,70.87,69.88
71.11,71.50,71.58,70.90
72.76,73.06,73.38,72.47
72.23,72.25,72.46,72.00
70.73,70.09,70.86,69.72
69.04,69.31,70.10,68.74
67.60,67.47,67.87,66.55
68.25,68.30,69.25,68.15
66.28,67.09,67.37,65.46
67.06,67.28,67.57,66.63
68.97,68.64,69.36,68.53
69.52,70.12,70.38,69.10
70.80,70.31,71.28,70.27
71.51,72.21,72.25,71.34
68.12,67.04,68.92,66.83
67.49,67.18,67.61,66.42
69.22,69.50,69.53,68.57
70.46,71.27,71.59,70.46
71.74,72.00,72.29,71.33
72.36,72.55,72.85,72.07
70.88,70.16,70.92,69.75
69.24,70.46,70.51,68.75
70.69,69.77,71.19,69.49
70.37,70.86,71.13,70.10
72.11,72.04,72.51,71.96
73.70,74.31,74.59,73.70
74.34,73.59,74.55,73.58
74.87,75.06,75.51,74.74
74.97,74.65,75.15,74.46
74.37,75.21,75.26,74.10
73.97,73.43,73.99,73.23
73.34,73.94,74.17,73.30
73.09,72.58,73.16,72.40
72.84,73.21,73.24,72.65
73.20,72.48,73.20,72.47
73.55,73.98,74.16,73.55
73.98,73.58,74.20,73.02
72.74,72.16,72.74,71.95
71.28,71.81,72.09,71.03
71.77,70.69,71.82,70.56
70.82,70.94,71.10,70.26
70.76,71.75,71.84,70.71
71.49,71.74,72.02,71.30
72.02,72.12,72.17,71.76
71.88,71.67,72.65,71.60
72.02,72.17,72.49,71.99
72.20,71.42,72.24,71.30
71.88,72.16,72.33,71.38
72.01,72.69,72.70,72.01
72.61,72.87,72.98,72.42
73.07,73.41,73.63,72.98
73.36,73.52,73.57,72.57
72.71,73.13,73.17,72.53
72.26,72.43,72.80,72.02
71.74,71.49,71.78,71.31
72.05,71.88,72.47,71.79
71.96,71.71,72.07,71.60
71.62,71.60,72.05,71.52
72.23,72.16,73.71,71.26
71.88,72.17,72.57,71.88
72.75,72.70,73.12,72.42
72.30,71.37,72.31,71.17
71.44,71.34,71.62,70.80
73.29,73.37,73.87,72.92
73.72,73.45,73.72,72.99
73.56,73.49,73.63,73.27
72.30,73.11,73.13,72.17
71.94,70.03,71.94,69.75
69.36,70.65,71.16,69.23
69.25,68.38,69.41,67.95
68.37,68.10,68.93,67.88
68.36,68.94,69.25,67.94
68.36,68.97,69.37,67.90
69.02,69.11,69.83,68.72
69.18,68.64,69.45,68.64
69.68,70.64,70.70,69.29
71.23,71.20,71.67,71.06
70.67,70.05,70.94,69.86
69.33,68.87,69.61,68.85
69.76,70.10,70.25,69.65
70.53,71.67,71.78,69.93
72.84,72.41,73.56,72.13
73.72,73.85,74.42,73.30
73.17,73.86,73.92,73.00
73.93,73.27,74.26,73.03
75.00,76.10,76.33,74.63
76.45,77.16,77.39,76.33
76.53,76.32,76.89,75.70
76.75,77.47,77.93,76.75
75.42,75.11,75.74,74.68
74.57,75.21,75.32,74.31
72.86,73.83,73.99,72.47
74.40,74.15,74.41,73.79
73.87,73.94,74.00,73.58
75.12,75.00,75.26,74.88
74.75,75.02,75.25,74.39
75.11,75.60,75.84,74.77
75.13,75.39,75.58,75.06
76.39,76.33,76.70,75.87
75.94,75.53,76.09,75.37
74.25,74.61,74.77,73.88
73.09,73.75,73.96,72.88
73.24,72.54,73.73,72.53
72.65,72.42,72.93,72.29
74.71,73.85,74.77,73.39
73.27,72.77,73.48,72.17
72.85,72.26,73.21,72.00
71.79,71.40,71.98,71.21
73.40,74.22,74.27,73.40
73.10,73.55,74.43,72.75
71.24,71.88,72.70,71.05
71.01,70.42,71.11,69.75
68.59,69.25,69.67,68.49
68.70,68.66,69.14,68.07
68.81,69.83,70.02,68.66
68.27,68.20,68.58,67.87
68.37,68.12,68.70,67.96
68.12,68.35,68.46,67.82
68.78,69.27,69.27,68.61
70.29,70.37,70.66,69.78
69.93,70.07,70.37,69.81
69.92,69.69,69.93,69.47
70.73,69.99,70.88,69.89
69.73,69.71,70.04,69.32
70.81,72.20,72.74,70.75
71.82,71.56,72.42,71.41
70.90,70.92,71.25,70.48
71.08,71.19,71.35,70.66
