CBR,Ciber,NASDAQ
3.61,3.58,3.64,3.42
3.64,3.62,3.68,3.57
3.66,3.51,3.66,3.48
3.55,3.50,3.55,3.50
3.48,3.34,3.51,3.32
3.37,3.42,3.46,3.33
3.42,3.42,3.45,3.36
3.41,3.42,3.42,3.35
3.51,3.46,3.57,3.43
3.53,3.50,3.61,3.45
3.52,3.54,3.56,3.49
3.53,3.56,3.56,3.47
3.63,3.74,3.74,3.58
3.73,3.67,3.73,3.62
3.66,3.74,3.76,3.61
3.73,3.80,3.84,3.71
3.82,3.80,3.82,3.73
3.80,3.88,3.91,3.80
3.88,3.93,3.93,3.77
3.95,3.90,3.95,3.82
3.91,3.85,3.93,3.83
3.87,3.69,3.87,3.67
3.69,3.83,3.84,3.68
3.78,3.75,3.81,3.63
3.70,3.76,3.84,3.67
3.79,3.76,3.86,3.69
3.81,3.64,3.93,3.64
3.69,3.78,3.78,3.63
3.74,3.78,3.83,3.70
3.78,3.91,3.92,3.77
3.90,3.77,3.90,3.75
3.74,3.73,3.76,3.67
3.76,3.67,3.76,3.60
3.67,3.59,3.68,3.56
3.53,3.57,3.60,3.46
3.56,3.59,3.59,3.50
3.60,3.54,3.61,3.50
3.47,3.60,3.68,3.45
3.57,3.63,3.66,3.51
3.61,3.60,3.66,3.55
3.60,3.61,3.66,3.56
3.58,3.61,3.62,3.55
3.61,3.74,3.75,3.58
3.74,3.70,3.76,3.58
3.70,3.70,3.73,3.61
3.64,3.58,3.71,3.56
3.57,3.63,3.66,3.55
3.61,3.69,3.72,3.60
3.66,3.64,3.73,3.61
3.70,3.56,3.74,3.55
3.56,3.61,3.64,3.55
3.61,3.60,3.65,3.58
3.65,3.61,3.68,3.54
3.60,3.60,3.68,3.45
3.62,3.46,3.62,3.40
3.44,3.59,3.60,3.42
3.58,3.56,3.64,3.48
3.58,3.52,3.58,3.49
3.57,3.47,3.57,3.44
3.46,3.48,3.50,3.44
3.49,3.52,3.56,3.43
3.52,3.46,3.52,3.40
3.46,3.40,3.55,3.37
3.39,3.42,3.46,3.35
3.43,3.37,3.45,3.35
3.37,3.36,3.41,3.35
3.38,3.33,3.38,3.26
3.29,3.29,3.33,3.23
3.23,3.30,3.33,3.17
3.29,3.42,3.42,3.26
3.37,3.29,3.39,3.28
3.27,3.13,3.31,3.12
3.13,3.21,3.23,3.11
3.16,3.15,3.19,3.13
3.15,3.10,3.18,3.10
3.10,3.08,3.16,3.08
3.14,3.14,3.20,3.10
3.11,3.23,3.25,3.11
3.20,3.27,3.28,3.20
3.27,3.28,3.32,3.25
3.30,3.32,3.34,3.25
3.29,3.25,3.33,3.23
3.29,3.31,3.34,3.20
3.31,3.32,3.32,3.25
3.33,3.30,3.33,3.25
3.27,3.32,3.34,3.26
3.32,3.34,3.34,3.28
3.36,3.32,3.36,3.25
3.32,3.36,3.38,3.27
3.27,3.25,3.34,3.17
3.22,3.15,3.27,3.15
3.14,3.25,3.32,3.14
3.23,3.18,3.27,3.11
3.18,3.19,3.25,3.16
3.18,3.21,3.24,3.11
3.23,3.23,3.25,3.18
3.24,3.22,3.31,3.21
3.22,3.28,3.32,3.21
3.28,3.25,3.29,3.24
3.23,3.28,3.29,3.22
3.25,3.39,3.40,3.25
3.38,3.38,3.41,3.25
3.37,3.44,3.44,3.34
3.46,3.49,3.52,3.45
3.48,3.57,3.58,3.45
3.58,3.73,3.75,3.54
3.75,3.76,3.81,3.75
3.76,3.81,3.82,3.73
3.80,3.83,3.84,3.74
3.81,3.80,3.83,3.76
3.79,3.87,3.89,3.76
3.90,3.96,3.97,3.85
3.95,3.99,4.02,3.81
3.97,3.92,3.97,3.86
3.89,3.89,3.96,3.85
3.89,3.92,3.94,3.88
4.04,3.97,4.17,3.95
3.94,3.85,3.99,3.82
3.83,3.80,3.89,3.78
3.79,3.78,3.82,3.76
3.77,3.86,3.92,3.76
3.86,4.00,4.15,3.86
4.00,3.84,4.03,3.81
3.85,4.06,4.12,3.83
4.05,4.05,4.10,3.88
4.05,4.01,4.11,3.99
4.01,4.09,4.10,3.93
4.09,4.25,4.25,4.05
4.24,4.23,4.25,4.20
4.24,4.25,4.30,4.22
4.28,4.26,4.29,4.21
4.24,4.19,4.25,4.18
4.21,4.14,4.24,4.12
4.12,4.19,4.21,4.04
4.18,4.12,4.22,4.02
4.10,4.22,4.23,4.09
4.21,4.10,4.25,4.08
4.09,4.19,4.19,4.03
4.19,4.10,4.19,4.00
4.09,4.07,4.12,4.03
4.07,4.07,4.11,3.98
4.07,4.00,4.07,3.98
3.99,4.12,4.19,3.97
4.10,4.08,4.14,4.04
4.06,4.06,4.15,4.03
4.07,4.10,4.14,4.04
4.08,4.14,4.26,4.04
4.14,4.22,4.23,4.10
4.17,4.15,4.21,4.09
4.15,4.09,4.20,4.07
4.07,4.09,4.10,3.94
4.07,4.00,4.14,3.93
4.02,4.05,4.08,3.94
3.98,3.88,4.04,3.87
3.85,3.85,3.95,3.78
3.85,3.79,3.99,3.77
3.77,3.72,3.80,3.59
3.72,3.79,3.87,3.71
3.79,3.80,3.86,3.76
3.78,3.77,3.83,3.72
4.10,4.09,4.30,3.99
4.00,4.06,4.17,3.99
4.06,4.41,4.42,4.06
4.43,4.39,4.53,4.35
4.28,4.44,4.51,4.25
4.42,4.36,4.58,4.35
4.35,4.48,4.50,4.33
4.51,4.60,4.69,4.50
4.61,4.52,4.68,4.50
4.51,4.54,4.62,4.51
4.53,4.61,4.70,4.53
4.58,4.79,4.80,4.56
4.75,4.78,4.89,4.74
4.73,4.75,4.81,4.67
4.81,4.79,4.91,4.76
4.76,4.80,4.87,4.69
4.80,4.80,4.85,4.76
4.84,4.79,4.85,4.75
4.76,4.75,4.76,4.70
4.76,4.75,4.80,4.70
4.74,4.75,4.76,4.70
4.79,4.72,4.82,4.68
4.70,4.72,4.74,4.69
4.72,4.69,4.75,4.65
4.70,4.80,4.86,4.70
4.79,4.68,4.82,4.67
4.66,4.63,4.70,4.59
4.66,4.58,4.72,4.55
4.57,4.47,4.66,4.44
4.48,4.45,4.58,4.40
4.50,4.26,4.50,4.26
4.27,4.42,4.45,4.23
4.41,4.42,4.53,4.38
4.47,4.58,4.67,4.42
4.60,4.64,4.73,4.52
4.64,4.59,4.64,4.55
4.58,4.56,4.65,4.53
4.61,4.30,4.62,4.25
4.26,4.23,4.39,4.23
4.22,4.36,4.42,4.22
4.39,4.44,4.45,4.30
4.42,4.25,4.46,4.25
4.20,4.22,4.37,4.19
4.28,4.29,4.40,4.25
4.29,4.27,4.40,4.21
4.32,4.36,4.38,4.26
4.33,4.45,4.49,4.26
4.48,4.42,4.53,4.38
4.41,4.34,4.52,4.30
4.35,4.40,4.49,4.26
4.45,4.38,4.49,4.35
4.34,4.33,4.40,4.30
4.37,4.38,4.42,4.26
4.42,4.33,4.44,4.24
4.33,4.32,4.39,4.16
4.32,4.20,4.46,4.16
4.25,4.28,4.32,4.20
4.28,4.30,4.34,4.21
4.26,4.20,4.31,4.20
4.24,4.19,4.24,4.11
4.21,4.19,4.27,4.10
4.20,4.26,4.27,4.19
4.27,4.55,4.64,4.27
4.52,4.45,4.59,4.44
4.45,4.44,4.51,4.39
4.45,4.35,4.46,4.29
4.35,4.36,4.38,4.27
4.35,4.32,4.40,4.30
4.29,4.21,4.34,4.13
4.23,4.21,4.32,4.14
4.20,4.50,4.55,4.20
4.52,4.57,4.58,4.44
4.60,4.59,4.64,4.53
4.56,4.42,4.56,4.34
4.42,4.64,4.66,4.42
4.66,4.65,4.68,4.62
4.65,4.65,4.69,4.62
4.64,4.65,4.71,4.57
4.65,4.70,4.71,4.62
4.70,4.87,4.92,4.69
4.81,5.00,5.09,4.81
4.98,5.03,5.03,4.88
5.00,4.93,5.05,4.92
4.89,4.75,4.99,4.74
4.72,4.73,4.75,4.67
4.76,4.65,4.76,4.63
4.65,4.68,4.72,4.57
4.70,4.88,4.90,4.69
4.87,4.91,4.92,4.78
4.94,4.88,4.94,4.78
4.88,4.93,4.97,4.82
4.92,4.94,4.97,4.88
4.91,4.81,4.99,4.78
4.75,4.80,4.83,4.70
4.78,4.79,4.79,4.69
4.74,4.95,5.00,4.74
4.92,4.94,4.97,4.87
4.93,5.04,5.05,4.93
5.00,4.93,5.04,4.91
4.90,4.97,5.00,4.80
4.97,4.86,4.97,4.84
4.82,4.74,4.82,4.68
4.73,4.63,4.78,4.62
4.51,4.63,4.69,4.49
4.60,4.65,4.70,4.54
4.72,4.62,4.73,4.62
4.60,4.42,4.65,4.40
4.42,4.36,4.43,4.32
4.31,4.29,4.36,4.21
4.25,4.44,4.46,4.25
4.38,4.32,4.38,4.25
4.36,4.37,4.42,4.32
4.36,4.42,4.42,4.34
4.45,4.46,4.53,4.40
4.39,4.36,4.45,4.33
4.35,4.44,4.45,4.23
4.00,3.86,4.10,3.81
3.87,3.80,3.93,3.71
3.74,3.49,3.74,3.46
3.47,3.60,3.61,3.44
3.60,3.61,3.70,3.59
3.61,3.68,3.71,3.60
3.67,3.62,3.80,3.62
3.62,3.63,3.71,3.60
3.61,3.63,3.67,3.59
3.67,3.64,3.75,3.62
3.65,3.63,3.68,3.61
3.63,3.62,3.67,3.60
3.61,3.67,3.69,3.60
3.73,3.69,3.74,3.58
3.75,3.73,3.77,3.65
3.77,3.84,3.87,3.77
3.81,3.77,3.86,3.74
3.79,3.81,3.84,3.75
3.80,3.81,3.82,3.75
3.81,3.84,3.88,3.76
3.86,3.92,3.93,3.81
3.91,3.91,3.92,3.89
3.91,3.80,3.91,3.78
3.79,3.82,3.85,3.76
3.82,3.93,3.97,3.80
3.96,3.80,3.98,3.76
3.80,3.69,3.81,3.68
3.67,3.74,3.76,3.64
3.73,3.75,3.80,3.69
3.73,3.60,3.74,3.59
3.59,3.68,3.69,3.54
3.65,3.70,3.71,3.63
3.71,3.68,3.74,3.59
3.66,3.62,3.67,3.55
3.61,3.61,3.65,3.56
3.60,3.76,3.80,3.54
3.77,3.70,3.77,3.61
3.70,3.67,3.74,3.61
3.63,3.58,3.65,3.56
3.57,3.52,3.60,3.44
3.54,3.47,3.54,3.42
3.45,3.39,3.45,3.31
3.40,3.45,3.48,3.40
3.40,3.44,3.49,3.39
3.43,3.43,3.48,3.41
3.42,3.37,3.49,3.35
3.36,3.35,3.47,3.26
3.40,3.40,3.46,3.36
3.40,3.43,3.50,3.36
3.41,3.23,3.42,3.21
3.21,3.20,3.26,3.18
3.20,3.12,3.24,3.09
3.07,3.10,3.22,3.05
3.12,3.26,3.38,3.12
3.32,3.25,3.35,3.21
3.21,3.29,3.40,3.15
3.23,3.40,3.48,3.23
3.45,3.29,3.45,3.24
3.26,3.23,3.32,3.22
3.24,3.11,3.29,3.09
3.12,3.10,3.21,3.09
3.14,3.13,3.16,3.08
3.14,3.11,3.16,3.05
3.09,3.13,3.16,3.03
3.00,3.32,3.39,2.84
3.40,3.20,3.40,3.17
3.19,3.20,3.25,3.13
3.28,3.27,3.31,3.20
3.26,3.20,3.33,3.18
3.14,3.24,3.25,3.14
3.28,3.34,3.36,3.22
3.31,3.30,3.35,3.28
3.30,3.35,3.37,3.25
3.33,3.42,3.44,3.32
3.43,3.41,3.45,3.38
3.38,3.40,3.41,3.33
3.39,3.30,3.45,3.29
3.29,3.17,3.34,3.16
3.16,3.04,3.19,3.01
3.07,3.05,3.15,3.05
3.06,2.99,3.06,2.96
2.99,3.02,3.05,2.99
3.08,3.09,3.11,3.04
3.09,3.11,3.18,3.07
3.12,3.11,3.18,3.08
3.10,3.09,3.12,3.05
3.11,3.03,3.15,3.01
3.04,2.95,3.04,2.93
2.96,2.98,3.10,2.95
2.97,3.08,3.13,2.97
3.10,3.12,3.14,3.06
3.11,3.21,3.25,3.11
3.19,3.14,3.24,3.09
3.10,3.29,3.32,3.07
3.27,3.16,3.27,3.14
3.18,3.15,3.23,3.15
3.10,3.09,3.12,3.07
3.09,3.08,3.13,3.06
3.08,3.10,3.18,3.08
3.10,3.20,3.25,3.09
3.21,3.35,3.36,3.20
3.33,3.26,3.33,3.13
3.20,3.35,3.36,3.20
3.35,3.50,3.52,3.32
3.50,3.53,3.55,3.47
3.55,3.63,3.67,3.53
3.63,3.63,3.64,3.58
3.60,3.59,3.66,3.58
3.60,3.55,3.60,3.54
3.56,3.51,3.59,3.49
3.50,3.46,3.56,3.41
3.46,3.36,3.54,3.27
3.37,3.35,3.41,3.29
3.39,3.31,3.43,3.29
3.30,3.23,3.33,3.13
3.22,3.22,3.26,3.14
3.23,3.24,3.42,3.18
3.20,3.22,3.26,3.15
3.22,3.06,3.22,3.00
3.04,3.17,3.17,3.04
3.16,3.16,3.25,3.06
3.11,3.13,3.19,3.09
3.16,3.23,3.25,3.10
3.25,3.23,3.30,3.21
3.21,3.28,3.28,3.17
3.23,3.24,3.29,3.20
3.27,3.18,3.29,3.14
3.20,3.23,3.27,3.14
3.19,3.23,3.30,3.14
3.25,3.33,3.37,3.16
3.33,3.70,3.72,3.33
3.67,3.70,3.79,3.65
3.72,3.80,3.83,3.72
3.78,3.79,3.85,3.77
3.79,3.89,3.90,3.75
3.89,4.02,4.03,3.86
4.03,4.00,4.19,4.00
4.02,4.01,4.05,3.98
4.03,4.05,4.05,4.00
4.04,4.05,4.10,4.00
4.03,4.08,4.08,3.99
4.05,4.16,4.17,4.04
4.18,4.07,4.21,4.04
4.03,4.04,4.05,3.86
3.99,4.05,4.15,3.99
4.07,4.06,4.11,3.99
4.04,3.98,4.05,3.93
3.99,3.92,4.04,3.92
3.89,4.00,4.04,3.87
3.97,4.00,4.00,3.91
3.97,4.04,4.05,3.93
4.03,4.01,4.05,3.96
3.96,3.82,4.02,3.80
3.84,3.85,3.89,3.83
3.80,3.86,3.90,3.78
3.88,3.86,3.91,3.84
3.90,4.01,4.03,3.90
4.00,3.97,4.00,3.86
3.99,3.88,4.00,3.87
3.85,3.88,3.89,3.81
3.86,3.99,4.01,3.86
3.97,4.01,4.01,3.96
4.05,4.06,4.14,4.01
4.06,4.06,4.14,4.04
4.05,4.16,4.16,4.04
4.16,3.95,4.16,3.94
3.92,3.95,3.98,3.89
3.96,4.01,4.03,3.93
4.01,4.15,4.15,4.01
4.11,4.12,4.17,4.09
4.07,4.13,4.15,4.05
4.15,4.01,4.15,3.99
3.96,4.00,4.04,3.96
4.01,3.96,4.03,3.95
3.94,3.95,4.06,3.93
3.95,3.91,4.00,3.88
3.92,3.88,3.92,3.85
3.87,3.88,3.95,3.87
3.88,3.87,3.95,3.86
3.86,3.86,3.90,3.80
3.84,3.84,3.89,3.84
3.81,3.77,3.82,3.76
3.81,3.87,3.96,3.76
3.87,3.84,3.91,3.80
3.82,3.90,3.95,3.78
3.88,3.92,3.93,3.84
3.90,3.96,3.96,3.88
3.97,3.95,3.98,3.82
3.94,3.85,3.94,3.76
3.80,3.62,3.80,3.60
3.57,3.53,3.62,3.45
3.53,3.54,3.60,3.46
3.53,3.52,3.58,3.50
3.53,3.57,3.58,3.47
3.58,3.65,3.67,3.52
3.65,3.66,3.68,3.60
3.72,3.71,3.75,3.68
3.69,3.61,3.75,3.60
3.60,3.52,3.62,3.51
3.55,3.50,3.59,3.45
3.57,3.60,3.64,3.54
3.59,3.57,3.62,3.53
3.58,3.54,3.62,3.45
3.48,3.53,3.56,3.45
3.53,3.52,3.58,3.45
3.51,3.46,3.53,3.43
3.44,3.43,3.49,3.42
3.42,3.37,3.43,3.31
3.40,3.46,3.50,3.36
3.47,3.39,3.48,3.35
3.38,3.36,3.42,3.30
3.39,3.36,3.44,3.34
3.34,3.34,3.43,3.32
3.36,3.43,3.45,3.35
3.38,3.33,3.42,3.31
3.31,3.43,3.43,3.30
3.41,3.38,3.44,3.36
3.36,3.34,3.43,3.32
3.36,3.45,3.46,3.35
3.42,3.38,3.45,3.35
3.36,3.37,3.40,3.35
3.33,3.46,3.49,3.29
3.41,3.49,3.50,3.38
3.44,3.48,3.54,3.41
3.48,3.56,3.57,3.45
3.55,3.54,3.57,3.50
3.54,3.77,3.82,3.54
3.78,3.78,3.79,3.70
3.74,3.75,3.79,3.71
3.78,3.79,3.80,3.73
3.80,3.79,3.82,3.67
3.76,3.60,3.79,3.57
3.65,3.45,3.70,3.41
3.44,3.50,3.53,3.41
3.54,3.52,3.54,3.47
3.52,3.41,3.52,3.36
3.40,3.41,3.42,3.30
3.37,3.33,3.41,3.29
3.37,3.27,3.41,3.27
3.29,3.30,3.33,3.27
3.29,3.39,3.39,3.29
3.32,3.45,3.46,3.32
3.42,3.44,3.46,3.39
3.44,3.43,3.51,3.42
3.42,3.33,3.42,3.32
3.30,3.36,3.39,3.25
3.35,3.36,3.45,3.34
3.36,3.34,3.41,3.31
3.34,3.23,3.34,3.20
3.20,3.07,3.25,3.05
3.03,3.12,3.17,3.03
3.11,3.16,3.19,3.09
3.13,3.15,3.18,3.10
3.18,3.31,3.57,3.18
3.35,3.31,3.40,3.24
3.29,3.25,3.33,3.18
3.27,3.22,3.27,3.17
3.24,3.24,3.28,3.19
3.25,3.17,3.25,3.13
3.12,3.19,3.21,3.11
3.15,3.32,3.34,3.15
3.28,3.26,3.33,3.25
3.30,3.35,3.39,3.28
3.36,3.29,3.40,3.27
3.27,3.36,3.37,3.27
3.32,3.34,3.40,3.31
3.30,3.48,3.49,3.30
3.43,3.40,3.47,3.35
3.38,3.51,3.53,3.37
3.41,3.41,3.51,3.04
3.19,3.31,3.39,3.18
3.39,3.34,3.46,3.25
3.40,3.42,3.44,3.31
3.42,3.38,3.48,3.36
3.36,3.38,3.46,3.35
3.34,3.42,3.43,3.28
3.34,3.35,3.41,3.32
3.35,3.39,3.42,3.28
3.40,3.35,3.43,3.33
3.29,3.29,3.38,3.24
3.32,3.31,3.36,3.27
3.35,3.20,3.35,3.17
3.20,3.22,3.28,3.19
3.18,3.25,3.25,3.17
3.24,3.16,3.24,3.16
3.19,3.23,3.24,3.18
3.22,3.25,3.27,3.19
3.28,3.23,3.28,3.17
3.17,3.09,3.22,3.05
3.15,3.10,3.18,3.05
3.09,3.07,3.15,3.04
3.05,3.08,3.12,3.05
3.05,3.19,3.19,3.03
3.22,3.23,3.50,3.16
3.22,3.18,3.28,3.16
3.18,3.13,3.20,3.11
3.13,3.18,3.22,3.10
3.17,3.15,3.23,3.08
3.14,3.21,3.23,3.08
3.22,3.40,3.43,3.22
3.36,3.32,3.39,3.26
3.35,3.49,3.53,3.35
3.47,3.45,3.49,3.40
3.47,3.40,3.47,3.36
3.38,3.56,3.56,3.38
3.44,3.38,3.51,3.36
3.37,3.32,3.42,3.31
3.34,3.58,3.58,3.32
3.60,3.52,3.60,3.36
3.50,3.43,3.58,3.40
3.44,3.49,3.49,3.41
3.49,3.46,3.55,3.44
3.48,3.69,3.69,3.46
3.75,3.76,3.90,3.65
3.73,3.70,3.79,3.59
3.70,3.59,3.75,3.58
3.58,3.76,3.78,3.58
3.75,3.61,3.86,3.53
3.62,3.57,3.69,3.55
3.50,3.60,3.61,3.48
3.56,3.63,3.69,3.56
3.64,3.61,3.70,3.58
3.61,3.59,3.63,3.55
3.54,3.69,3.71,3.54
3.62,3.57,3.67,3.55
3.56,3.58,3.67,3.51
3.59,3.52,3.60,3.52
3.50,3.46,3.54,3.46
3.39,3.43,3.55,3.37
3.41,3.49,3.53,3.40
3.50,3.50,3.58,3.44
3.49,3.57,3.60,3.49
3.55,3.59,3.63,3.54
3.62,3.55,3.65,3.53
3.51,3.53,3.55,3.47
3.53,3.50,3.58,3.48
3.50,3.46,3.55,3.44
3.43,3.44,3.47,3.39
3.46,3.53,3.54,3.45
3.52,3.62,3.70,3.52
3.63,3.70,3.75,3.56
3.70,3.54,3.73,3.53
3.51,3.63,3.66,3.50
3.60,3.57,3.65,3.55
3.48,3.54,3.56,3.38
3.53,3.51,3.55,3.46
3.50,3.42,3.55,3.41
3.31,3.37,3.41,3.31
3.33,3.38,3.40,3.33
3.40,3.42,3.53,3.37
3.44,3.60,3.65,3.44
3.56,3.60,3.68,3.52
3.59,3.55,3.62,3.42
3.56,3.57,3.58,3.47
3.57,3.68,3.70,3.53
3.69,3.64,3.69,3.60
3.63,3.59,3.65,3.59
3.56,3.57,3.60,3.52
3.58,3.50,3.60,3.49
3.51,3.52,3.56,3.49
3.51,3.51,3.57,3.49
3.44,3.37,3.46,3.34
3.37,3.31,3.42,3.27
3.24,3.36,3.46,3.14
3.19,3.21,3.36,3.19
3.24,3.09,3.27,3.08
3.15,3.24,3.28,3.12
3.28,3.36,3.36,3.26
3.39,3.13,3.39,3.11
3.22,3.25,3.31,3.16
3.15,3.16,3.27,3.10
3.19,3.21,3.27,3.15
3.18,3.25,3.35,3.10
3.25,3.26,3.30,3.21
3.32,3.28,3.36,3.25
3.28,3.15,3.31,3.15
3.20,3.18,3.23,3.15
3.20,3.09,3.20,3.08
3.11,3.15,3.21,3.11
3.18,3.25,3.25,3.15
3.21,3.21,3.24,3.16
3.17,3.11,3.20,3.09
3.17,3.10,3.17,3.06
3.12,3.11,3.17,3.08
3.11,2.94,3.11,2.93
2.93,2.80,2.94,2.78
2.76,2.77,2.85,2.72
2.80,2.72,2.84,2.72
2.66,2.70,2.72,2.65
2.74,2.72,2.76,2.65
2.78,2.76,2.82,2.74
2.80,2.73,2.80,2.73
2.67,1.92,2.67,1.78
1.91,1.92,1.99,1.87
1.93,1.96,2.04,1.92
1.98,1.95,2.00,1.92
1.95,1.96,1.99,1.85
1.95,1.98,1.99,1.89
1.98,2.02,2.02,1.94
2.00,2.00,2.13,2.00
2.01,2.01,2.03,1.97
1.99,2.00,2.03,1.99
2.01,2.01,2.03,1.99
2.01,1.97,2.03,1.95
1.97,2.02,2.05,1.96
1.97,1.95,2.05,1.95
1.96,1.99,2.00,1.85
1.99,1.97,2.01,1.93
1.98,1.97,2.00,1.92
1.95,1.92,1.96,1.89
1.92,1.88,1.92,1.86
1.90,1.87,1.91,1.85
1.88,1.90,1.90,1.82
1.93,1.89,1.93,1.86
1.91,1.99,2.00,1.91
1.97,2.06,2.11,1.97
2.05,2.04,2.06,1.99
2.02,2.05,2.10,1.99
2.05,2.07,2.10,2.03
2.06,2.11,2.19,2.06
2.10,2.07,2.12,2.06
2.10,2.11,2.15,2.08
2.10,2.10,2.14,2.07
2.11,2.10,2.15,2.10
2.10,2.10,2.14,2.06
2.12,2.11,2.13,2.04
2.10,2.11,2.14,2.07
2.11,2.14,2.16,2.09
2.13,2.13,2.14,2.09
2.10,2.12,2.14,2.10
2.12,2.24,2.27,2.12
2.24,2.23,2.26,2.18
2.22,2.25,2.28,2.19
2.22,2.22,2.25,2.19
2.23,2.24,2.28,2.20
2.22,2.23,2.26,2.21
2.23,2.24,2.24,2.20
2.22,2.22,2.25,2.19
2.21,2.29,2.29,2.21
2.24,2.31,2.31,2.24
2.29,2.33,2.33,2.26
2.29,2.31,2.33,2.27
2.29,2.32,2.33,2.25
2.33,2.32,2.33,2.26
2.28,2.35,2.36,2.27
2.33,2.15,2.33,2.10
1.95,1.60,1.95,1.45
1.53,1.36,1.55,1.30
1.37,1.29,1.38,1.28
1.27,1.24,1.33,1.23
1.21,1.17,1.26,1.16
1.17,1.19,1.23,1.16
1.18,1.12,1.21,1.10
1.11,1.11,1.13,1.10
1.12,1.10,1.12,1.08
1.10,1.06,1.13,1.05
1.06,0.99,1.06,0.99
1.01,0.98,1.05,0.96
1.00,0.98,1.01,0.93
1.00,1.05,1.08,1.00
1.11,1.16,1.17,1.05
1.20,1.26,1.28,1.18
1.28,1.24,1.28,1.20
1.24,1.24,1.25,1.20
1.22,1.26,1.27,1.20
1.25,1.25,1.27,1.21
1.26,1.19,1.26,1.17
1.23,1.56,1.58,1.22
1.59,1.56,1.60,1.46
1.58,1.61,1.62,1.56
1.60,1.56,1.65,1.56
1.49,1.51,1.52,1.45
1.44,1.52,1.55,1.44
1.54,1.58,1.59,1.51
1.58,1.64,1.67,1.54
1.59,1.66,1.69,1.56
1.67,1.91,1.93,1.63
1.92,1.92,1.97,1.80
1.92,1.86,1.94,1.79
1.88,1.76,1.88,1.67
1.80,1.76,1.80,1.73
1.64,1.65,1.68,1.61
1.68,1.51,1.68,1.51
1.52,1.51,1.59,1.50
1.51,1.49,1.56,1.49
1.48,1.50,1.53,1.45
1.48,1.52,1.54,1.48
1.49,1.36,1.52,1.34
1.33,1.39,1.41,1.33
1.37,1.41,1.46,1.37
1.40,1.46,1.46,1.39
1.48,1.49,1.53,1.48
1.51,1.51,1.55,1.49
1.52,1.46,1.52,1.43
1.47,1.48,1.51,1.41
1.47,1.45,1.52,1.42
1.45,1.53,1.55,1.42
1.52,1.44,1.52,1.43
1.45,1.37,1.45,1.31
1.38,1.33,1.42,1.32
1.38,1.36,1.39,1.30
1.36,1.35,1.39,1.34
1.34,1.43,1.44,1.34
1.44,1.39,1.45,1.38
1.38,1.36,1.42,1.35
1.38,1.40,1.44,1.36
1.40,1.45,1.48,1.40
1.46,1.34,1.46,1.34
1.32,1.46,1.46,1.32
1.10,0.94,1.10,0.94
0.96,0.95,1.01,0.95
0.96,1.03,1.04,0.96
1.01,1.17,1.18,1.01
1.16,1.25,1.32,1.16
1.25,1.28,1.30,1.21
1.27,1.21,1.30,1.21
1.21,1.15,1.24,1.15
1.15,1.18,1.20,1.14
1.17,1.13,1.17,1.11
1.11,1.18,1.20,1.05
1.19,1.23,1.25,1.15
1.28,1.23,1.28,1.19
1.23,1.21,1.26,1.20
1.29,1.23,1.34,1.21
1.25,1.24,1.25,1.20
1.24,1.24,1.27,1.22
1.26,1.27,1.27,1.20
1.25,1.30,1.30,1.25
1.21,1.21,1.30,1.21
1.16,1.27,1.27,1.16
1.27,1.28,1.28,1.24
1.27,1.27,1.32,1.26
1.27,1.25,1.31,1.23
1.25,1.24,1.27,1.22
1.24,1.23,1.25,1.23
1.19,1.25,1.27,1.12
1.21,1.26,1.27,1.21
1.23,1.22,1.25,1.21
1.24,1.36,1.77,1.23
1.38,1.38,1.40,1.28
1.41,1.35,1.41,1.29
1.33,1.33,1.39,1.32
1.36,1.25,1.37,1.22
1.27,1.20,1.27,1.17
1.20,1.21,1.28,1.16
1.20,1.18,1.20,1.16
1.17,1.20,1.20,1.15
1.18,1.20,1.20,1.17
1.20,1.15,1.20,1.14
1.15,1.15,1.15,1.14
1.15,1.15,1.16,1.13
1.25,1.11,1.25,1.11
1.12,1.09,1.12,1.06
1.08,1.10,1.10,1.07
1.09,1.10,1.10,1.03
1.09,1.13,1.15,1.06
1.13,1.10,1.14,1.07
1.09,1.10,1.11,1.06
1.07,1.10,1.13,1.07
1.10,1.10,1.11,1.10
1.10,1.05,1.10,1.05
1.06,1.05,1.07,1.04
1.04,1.01,1.04,1.01
1.03,1.00,1.03,0.97
0.99,0.99,1.02,0.97
1.02,1.00,1.02,0.98
0.99,0.99,1.00,0.97
0.96,0.99,1.00,0.96
0.99,0.99,1.00,0.98
0.98,1.00,1.00,0.98
0.97,1.02,1.02,0.97
0.99,0.90,1.01,0.89
0.90,0.84,0.91,0.80
0.84,0.80,0.86,0.80
0.80,0.73,0.82,0.71
0.75,0.80,0.82,0.74
0.79,0.68,0.79,0.66
0.69,0.71,0.75,0.68
0.69,0.68,0.70,0.66
0.69,0.69,0.71,0.66
0.69,0.68,0.70,0.66
0.67,0.68,0.69,0.66
0.68,0.67,0.69,0.67
0.66,0.69,0.69,0.63
0.70,0.81,0.82,0.69
0.81,0.79,0.81,0.77
0.78,0.79,0.81,0.77
0.79,0.79,0.79,0.78
0.81,0.79,0.82,0.77
0.80,0.77,0.80,0.76
0.80,0.79,0.80,0.76
0.79,0.83,0.85,0.79
0.83,0.80,0.83,0.80
0.81,0.80,0.83,0.77
0.80,0.78,0.82,0.78
0.77,0.82,0.82,0.77
0.81,0.83,0.84,0.81
0.81,0.84,0.86,0.78
