CGG,CGG,NASDAQ
33413.12,33812.48,33843.20,33361.92
35000.32,34959.36,35020.80,34775.04
35317.76,35174.40,35348.48,34969.60
35072.00,34969.60,35102.72,34764.80
34836.48,34754.56,34874.37,34560.00
34252.80,34488.32,34488.32,33832.96
35584.00,35737.60,36136.96,35307.52
36014.08,36239.36,36413.44,36014.08
36249.60,35624.96,36321.28,35440.64
35317.76,35205.12,35686.40,34979.84
35594.24,34754.56,35665.92,34600.96
33792.00,33320.96,33904.64,33024.00
33454.08,32993.28,34037.76,32727.04
33996.80,34662.40,34703.36,33955.84
34785.28,34754.56,34990.08,34508.80
34754.56,34263.04,34918.40,33996.80
33679.36,33669.12,33832.96,33239.04
33761.28,33044.48,33761.28,32839.68
32983.04,32993.28,33628.16,32890.88
33259.52,33372.16,33484.80,32921.60
33351.68,33802.24,33914.88,33167.36
35112.96,35604.48,35655.68,35031.04
36444.16,36126.72,36536.32,35880.96
35778.56,35409.92,35891.20,35235.84
35891.20,36024.32,36147.20,35543.04
35840.00,36638.72,36761.60,35819.52
37632.00,37939.20,38000.64,37294.08
37447.68,37611.52,37785.60,37447.68
38195.20,38400.00,38400.00,37949.44
38635.52,37734.40,38778.88,37539.84
37437.44,37652.48,37928.96,37304.32
37580.80,38062.08,38318.08,37396.48
38492.16,38154.24,38840.32,38031.36
38840.32,38481.92,39004.16,38461.44
37048.32,36843.52,37509.12,36700.16
37232.64,38051.84,38082.56,37160.96
37509.12,36423.68,37519.36,36372.48
36096.00,35870.72,36403.20,35573.76
35758.08,36433.92,36720.33,35758.08
35471.36,35256.32,36034.56,35102.72
34969.60,35031.04,35287.04,34652.16
35624.96,35133.44,35635.20,34877.44
34887.68,34908.16,35072.00,34631.68
35747.84,36536.32,36556.80,35686.40
36055.04,35727.36,36413.44,35717.12
34191.36,34662.40,34713.60,33710.08
34252.80,33730.56,34437.12,33638.40
33751.04,34078.72,34181.12,33515.52
34037.76,34754.56,34775.04,33894.40
35973.12,36382.72,36638.72,35880.96
37058.56,37457.92,37836.80,37058.56
37007.36,37550.08,37621.76,36638.72
37867.52,37509.12,38062.08,37427.20
36659.20,36915.20,36915.20,36505.60
37038.08,37560.32,37652.48,37017.60
35594.24,35880.96,35993.60,35368.96
34304.00,34068.48,34600.96,33945.60
33628.16,34078.72,34457.60,33628.16
34283.52,34897.92,35379.20,34283.52
33771.52,33474.56,34017.28,33280.00
34273.28,34754.56,34754.56,33853.44
33976.32,34068.48,34170.88,33402.88
34416.64,34621.44,34682.88,34334.72
35614.72,35962.88,36034.56,35235.84
36669.44,37099.52,37335.04,36567.04
37376.00,37795.84,37816.32,37201.92
37652.48,37406.72,37683.20,37225.47
37416.96,37468.16,37642.24,36966.40
36864.00,36218.88,36874.24,36116.48
35420.16,35184.64,35901.44,35072.00
34263.04,34488.32,34836.48,33976.32
34887.68,33597.44,35050.50,33249.28
31457.28,31016.96,32235.52,30996.48
29839.36,29532.16,29931.52,28846.08
27187.20,25620.48,27381.76,25615.36
27402.24,26193.92,27402.24,24842.24
23490.56,22220.80,24176.64,22144.00
23500.80,24688.64,24709.12,22763.52
24156.16,22824.96,24320.00,22732.80
22814.72,23787.52,24207.36,22476.80
24811.52,25333.76,25415.68,24473.60
26255.36,26388.48,26562.56,26009.60
25405.44,25425.92,25927.68,25026.56
25354.24,25149.44,25774.08,24872.96
22814.72,22456.32,22917.12,22231.04
22609.92,22722.56,23889.92,22548.48
23592.96,22487.04,23592.96,22353.92
22036.48,22476.80,22568.96,21719.04
22702.08,23142.40,23367.68,22650.88
23234.56,22743.04,23439.36,22548.48
22620.16,23459.84,23500.80,22097.92
24442.88,24616.96,24616.96,24125.44
24248.32,24586.24,24719.36,23808.00
25528.32,26091.52,26337.28,25487.36
25057.28,24596.48,25395.20,24586.24
23572.48,23490.56,23941.12,23214.08
20910.08,21104.64,21329.92,20490.24
21401.60,22016.00,22312.96,21401.60
21811.20,21985.28,22579.20,21760.00
20920.32,20469.76,21114.88,20285.44
18944.00,19230.72,19476.48,18698.24
19845.12,19906.56,20213.76,19619.84
20838.40,21063.68,21370.88,20224.00
22128.64,21954.56,22220.80,21739.52
22067.20,21800.96,22374.40,21626.88
20633.60,20613.12,20828.16,20264.96
21022.72,20930.56,21370.88,20654.08
21350.40,20510.72,21422.08,20490.24
19312.64,18790.40,19456.00,18432.00
17858.56,18411.52,18677.76,17858.56
18667.52,19148.80,19179.52,18186.24
20469.76,20285.44,20981.76,20193.28
19701.76,18606.08,19793.92,18565.12
19589.12,19220.48,19681.28,18626.56
18554.88,18042.88,18790.40,18032.64
17141.76,16609.28,17623.04,16506.88
15779.84,16527.36,16619.52,15441.92
17571.84,18216.96,18298.88,17357.62
18421.76,19251.20,19271.68,18401.28
19394.56,19128.32,19568.64,18831.36
20541.44,21073.92,21145.60,20500.48
20398.08,20817.92,21063.68,20387.84
22036.48,22241.28,22640.64,21934.08
21596.16,21708.80,21923.84,21043.20
22958.08,23029.76,23091.20,22681.60
22538.24,21913.60,22538.24,21830.66
22210.56,22650.88,22855.68,21626.88
22190.08,21585.92,22343.68,21401.60
21606.40,21585.92,21831.68,21053.44
22507.52,22558.72,22768.64,22343.68
23050.24,23511.04,23633.92,23040.00
23930.88,23572.48,24207.36,23224.32
24166.40,23910.40,24197.12,22917.12
25528.32,25333.76,26040.32,25128.96
23613.44,24094.72,24166.40,23603.20
23091.20,22364.16,23183.36,22323.20
20357.12,20541.44,21114.88,20121.60
21053.44,21125.12,21340.16,20715.52
22036.48,22732.80,22804.48,21370.88
22466.56,22446.08,22661.12,21985.28
22835.20,22968.32,23214.08,22425.60
23367.68,23347.20,23490.56,22642.69
23664.64,23838.72,24299.52,23244.80
23961.60,23746.56,24064.00,23234.56
24545.28,25118.72,25251.84,24514.56
24524.80,24064.00,24637.44,23910.40
23879.68,23869.44,24186.88,23500.80
23582.72,23316.48,24074.24,23285.76
23091.20,22128.64,23121.92,21872.64
22210.56,21903.36,22251.52,21708.90
20736.00,20674.56,20817.92,20203.52
20377.60,20152.32,20480.00,19916.80
19947.52,19302.40,19968.00,19220.48
19947.52,19660.80,20439.04,19558.40
21841.92,21504.00,21882.88,21299.20
21616.64,21575.68,21934.08,21422.08
23224.32,23664.64,23715.84,23101.44
23572.48,23500.80,23961.60,23285.76
24227.84,23797.76,24279.04,23654.40
25006.08,24616.96,25169.92,24381.44
24514.56,24463.36,24791.04,24330.24
23900.16,24606.72,24770.56,23592.96
23552.00,22794.24,23746.56,22732.80
23500.80,24064.00,24094.72,23500.80
22650.88,22435.84,22712.32,22108.16
22343.68,21698.56,22579.20,21493.76
20992.00,20572.16,21094.40,20398.08
21227.52,20551.68,21268.48,20469.76
21739.52,21739.52,22108.16,21493.76
21749.76,21176.32,21841.92,21145.60
22722.56,23275.52,23275.52,22671.36
23336.96,23480.32,23511.04,22937.60
23818.24,24135.68,24166.40,23726.08
23961.60,24084.48,24084.48,23756.80
23664.64,23480.32,23746.56,23459.84
23961.60,23449.60,24023.04,23408.64
23552.00,23787.52,23951.36,23439.36
23777.28,23777.28,24012.80,23746.56
25313.28,25640.96,25876.48,25128.96
25200.64,25221.12,25395.20,24944.64
24995.84,25323.52,25415.68,24750.08
25272.32,24913.92,25272.32,24668.16
25159.68,25077.76,25272.32,24842.24
26511.36,26265.60,26634.24,26041.34
25907.20,26050.56,26101.76,25610.24
26849.28,27105.28,27340.80,26808.32
25610.24,25825.28,25886.72,24985.60
26030.08,26040.32,26306.56,25874.43
26327.04,27105.28,27197.44,26327.04
27310.08,27402.24,27402.24,27074.56
26992.64,27033.60,27248.64,26828.80
27207.68,27228.16,27422.72,27074.56
26214.40,26910.72,26910.72,26091.52
27699.20,28436.48,28640.56,27320.32
28928.00,28979.20,29347.84,28805.12
28743.68,28846.08,28968.96,28600.32
27985.92,27975.68,28098.56,27607.04
29224.96,28672.00,29224.96,28282.88
28334.08,28692.48,28948.48,28272.64
29614.08,29726.72,29900.80,29491.20
29532.16,29982.72,29982.72,29450.24
29388.80,29982.72,29982.72,29378.56
29532.16,29767.68,29849.60,29306.88
29839.36,30054.40,30187.52,29706.24
29921.28,29992.96,30074.88,29521.92
29163.52,29306.88,29419.52,29102.08
29952.00,29726.72,29982.72,29501.44
28989.44,28958.72,29143.04,28579.84
29788.16,29153.28,29849.60,29143.04
29214.72,30003.20,30034.12,29091.84
30433.28,30842.88,30853.12,30351.36
31344.64,31447.04,31825.92,31242.24
31098.88,31252.48,31385.60,30955.52
31098.88,31139.84,31180.80,30781.44
31938.56,31948.80,32235.52,31744.00
31006.72,30965.76,31272.96,30760.96
31375.36,31795.20,31872.00,31232.00
32112.64,31211.52,32163.84,31139.84
31334.40,31662.08,31754.24,31252.48
31139.84,31129.60,31580.16,30720.00
30955.52,30668.80,30965.76,30279.68
28661.76,28180.48,28692.48,27811.94
28856.32,29081.60,29163.52,28661.76
29992.96,30484.48,30638.08,29726.72
30023.68,30167.04,30392.32,29992.96
29911.04,29788.16,29952.00,29583.36
29911.04,30300.16,30320.64,29716.48
30167.04,29972.48,30494.72,29870.08
29921.28,30566.40,30607.36,29726.72
31119.36,31119.36,31365.12,31088.64
30996.48,31385.60,31488.00,30924.80
30382.08,30177.28,30566.40,29962.24
30504.96,30402.56,30576.64,30156.80
29603.84,29235.20,29624.32,28958.72
30371.84,30771.20,30945.28,30218.24
32112.64,32215.04,32215.04,31856.64
31416.32,30904.32,31477.76,30894.08
30791.68,30371.84,30791.68,29982.72
29747.20,29880.32,29941.76,29388.80
30361.60,30474.24,30515.20,29900.80
30136.32,30730.24,30822.40,29972.48
30289.92,29890.56,31180.80,29501.44
28559.36,28661.76,28876.80,28303.36
28190.72,28364.80,28702.72,28108.80
27412.48,28405.76,28508.16,26900.58
27432.96,26572.80,27678.72,26337.28
28323.84,27688.96,28538.88,27637.76
27740.16,28231.68,28446.72,27699.20
27832.32,27258.88,27883.52,27146.24
28047.36,27791.36,28180.48,27463.68
28200.96,28569.60,28723.20,27914.24
28559.36,28487.68,28958.72,28436.48
28661.76,28149.76,28876.80,27842.56
28631.04,28303.36,28876.80,28180.48
26972.16,27176.96,27258.88,26644.48
27402.24,27678.72,27904.00,27299.84
28497.92,28835.84,28846.08,28446.72
28866.56,29511.68,29624.32,28733.44
30095.36,29890.56,30167.04,29777.92
29511.68,29450.24,29562.88,29076.48
29163.52,29573.12,29880.32,29163.52
29245.44,29194.24,29265.92,28784.64
29614.08,29132.80,29747.20,29009.92
27975.68,27453.44,28057.50,27176.96
27699.20,27832.32,27975.68,27586.56
26777.60,26470.40,26859.52,25651.20
25364.48,25948.16,26081.28,25282.56
26818.56,26890.24,27115.52,26664.96
25538.56,25845.76,26234.88,25487.36
24698.88,24514.56,24719.26,24330.24
23930.88,23736.32,24186.88,23654.40
24033.28,23951.36,24483.84,23941.12
23480.32,22968.32,23521.28,22927.36
22917.12,22702.08,23111.68,22640.64
23603.20,24074.24,24094.72,23449.60
24371.20,24125.44,24729.60,24023.04
23623.68,23859.20,23859.20,22988.80
23500.80,23377.92,23654.40,23142.40
23398.40,23572.48,23705.60,23347.20
25006.08,25047.04,25477.12,24944.64
24053.76,23244.80,24053.76,23224.32
22794.24,22415.36,22824.96,21790.72
21411.84,21248.00,21596.16,21176.32
21760.00,21637.12,21893.12,21278.72
22333.44,22353.92,22712.32,22190.08
23152.64,23654.40,23808.00,23101.44
25128.96,24299.52,25241.60,24186.88
24033.28,24166.40,24248.32,23746.56
24903.68,23674.88,24903.68,23674.88
23971.84,23982.08,24156.16,23541.76
23664.64,23592.96,24053.76,23449.60
23470.08,23982.08,23992.32,23336.96
25169.92,25221.12,25425.92,25098.24
25128.96,25139.20,25364.48,24944.64
25784.32,26142.72,26327.04,25784.32
26286.08,26163.20,26542.08,25896.96
25896.96,24576.00,25896.96,24483.84
24350.72,24115.20,24391.68,23879.68
23439.36,23644.16,23685.12,23265.28
23162.88,23439.36,23490.56,22917.12
23715.84,24064.00,24094.72,23674.88
23715.84,24299.52,24320.00,23541.76
26122.24,26470.40,26470.40,25948.16
27115.52,27146.24,27217.92,26787.84
27617.28,28108.80,28180.48,27484.16
26624.00,26347.52,26736.64,26019.84
25835.52,25466.88,25958.40,25344.00
25272.32,25600.00,25600.00,25139.20
26572.80,25968.64,26624.00,25815.04
26040.32,26142.72,26337.28,25886.72
25825.28,26060.80,26132.48,25579.52
26265.60,26777.60,26828.80,26265.60
26869.76,26931.20,27095.04,26664.96
28764.16,28590.08,28805.12,28252.16
28416.00,29071.36,29122.56,28416.00
28794.88,28610.56,29040.64,28528.64
28651.52,28487.68,28702.72,28313.60
26910.72,27361.28,27494.40,26644.48
27832.32,27228.16,27893.76,26951.68
28057.60,27566.08,28108.80,27381.76
29552.64,29276.16,29624.32,29137.92
29593.60,30300.16,30392.32,29286.40
29992.96,30054.40,30064.64,29798.40
29521.92,29347.84,29696.00,29143.04
29388.80,28928.00,29388.80,28707.84
28600.32,28549.12,28876.80,28252.16
29921.28,30208.00,30464.00,29911.04
30740.48,30597.12,30914.56,30586.88
30638.08,30453.76,30812.16,30382.08
29675.52,29880.32,29962.24,29554.69
29972.48,29870.08,30279.68,29644.80
28907.52,29358.08,29358.08,28753.92
29614.08,29532.16,29798.40,29440.00
29501.44,29501.44,29603.84,29462.22
29829.12,29900.80,30091.78,29829.12
30187.52,30525.44,30699.52,30126.08
30371.84,30556.16,30556.16,30341.12
29614.08,29839.36,29931.52,29542.40
30627.94,30023.68,30679.04,29941.76
30177.28,30530.56,30556.16,30064.64
30679.04,30269.44,30679.04,30269.44
29399.04,29542.40,29644.80,29286.40
29542.40,29194.24,29542.40,29153.28
29573.12,29726.72,29726.72,29460.48
28794.88,28989.44,29061.12,28661.86
29102.08,28887.04,29102.08,28724.53
29562.88,29603.84,29767.68,29347.84
29716.48,29501.44,29808.64,29163.52
29061.12,29265.92,29378.56,29020.16
29501.44,30269.44,30453.76,29480.96
30955.52,31252.48,31272.96,30863.36
31467.52,30935.04,31488.00,30822.40
32675.84,32737.28,32870.40,32645.12
33413.12,33495.04,33658.88,33157.12
33382.40,33935.36,34201.60,33064.96
35461.12,35399.68,35676.16,35307.52
35358.72,35041.28,35471.26,34856.96
34283.52,34498.56,34764.80,34232.32
34775.04,34580.48,34928.64,34560.00
33269.76,33720.32,33843.20,33249.28
33863.68,34088.96,34263.04,33863.68
32327.68,32389.12,32706.56,32174.08
33351.68,33034.24,33679.36,32890.88
32317.44,32727.04,33054.72,32317.44
33341.44,34068.48,34191.36,33341.44
33976.32,33638.40,34257.92,33239.04
33986.56,33863.68,34549.76,33863.68
34150.40,33740.80,34150.40,33556.48
33556.48,33351.68,33607.68,33095.68
33249.28,33771.52,33935.36,33249.28
34017.28,33730.56,34160.64,33546.24
34191.36,34314.24,34467.84,34068.48
