VOT,Vanguard Mid-Cap Growth ETF - DNQ,NASDAQ
78.98,78.38,79.28,78.05
78.13,77.42,78.44,77.35
77.42,78.29,78.29,77.14
78.83,79.39,79.45,78.48
79.62,79.17,79.71,78.97
78.83,78.26,78.95,77.94
78.88,77.38,78.90,77.29
77.35,78.91,79.02,77.25
78.83,78.62,79.22,78.46
79.16,79.28,79.58,78.90
79.38,79.95,80.08,79.38
79.94,78.93,80.08,78.90
78.12,76.58,78.12,76.42
77.02,76.72,77.33,75.82
75.93,76.02,76.66,75.09
76.77,76.88,77.11,76.24
77.32,77.65,77.86,77.31
78.18,78.51,78.69,78.17
78.27,78.13,78.70,77.90
78.80,78.85,79.39,78.77
78.94,78.61,79.30,78.33
78.32,78.76,79.00,78.31
79.20,79.64,79.64,78.70
80.06,79.80,80.24,79.69
80.26,80.39,80.48,80.06
80.38,80.54,80.58,80.08
81.47,81.85,81.89,81.33
81.92,82.07,82.20,81.80
82.36,82.19,82.48,81.97
82.32,81.63,82.36,81.47
82.01,81.96,82.13,81.83
82.04,82.43,82.59,82.04
82.34,82.69,82.69,82.28
82.92,82.74,82.92,82.62
82.98,82.45,83.00,82.38
82.83,82.00,82.99,81.81
81.93,82.58,82.58,81.93
81.89,82.41,82.44,81.83
82.11,81.99,82.38,81.81
82.45,82.46,82.62,82.15
82.76,82.71,83.31,82.66
83.43,84.34,84.43,83.43
84.21,84.40,84.45,84.06
84.27,84.38,84.40,84.15
84.38,83.85,84.42,83.64
83.42,83.08,83.45,82.85
83.63,83.63,83.77,83.14
83.47,83.68,83.95,83.43
83.10,83.63,83.77,83.10
83.83,83.68,83.83,83.00
83.45,82.95,83.55,82.95
82.25,81.48,82.25,81.30
81.21,81.24,81.67,81.15
81.09,80.68,81.41,80.68
80.79,81.70,81.91,80.79
81.25,81.22,81.94,81.10
81.40,82.21,82.60,81.33
82.57,82.48,82.57,81.98
82.62,82.45,82.94,82.21
81.59,80.88,81.72,80.80
80.88,81.08,81.43,80.77
80.89,81.62,81.88,80.89
81.60,80.99,81.60,80.88
82.05,81.45,82.26,80.95
81.56,82.32,82.40,81.41
82.41,82.50,82.75,82.40
82.83,82.52,83.03,81.98
82.74,83.60,83.71,82.74
84.11,84.49,84.49,83.95
84.36,84.80,84.80,84.23
84.94,84.48,84.94,84.39
84.74,84.65,84.89,84.21
85.94,85.16,85.94,85.09
85.31,85.63,85.67,85.30
85.52,86.61,86.70,85.21
86.96,86.62,87.03,86.54
86.82,85.96,86.82,85.86
85.76,85.29,85.76,84.89
85.31,85.35,85.80,84.94
85.48,85.10,85.56,84.97
85.13,85.69,85.78,85.09
85.13,85.39,85.52,85.13
84.53,85.21,85.36,84.39
85.16,86.21,86.24,85.16
85.56,86.06,86.08,85.40
85.82,85.29,86.19,84.67
85.45,86.14,86.24,85.34
85.42,85.17,85.72,85.17
85.06,83.50,85.19,83.50
83.58,83.22,83.71,82.47
84.14,84.98,85.02,84.14
84.79,85.47,85.56,84.76
84.96,85.88,85.91,84.80
85.60,85.03,85.68,84.82
85.46,86.24,86.26,85.46
86.01,86.76,86.82,85.74
87.31,87.48,87.55,86.94
87.53,87.49,87.83,87.20
87.99,87.84,88.37,87.42
87.39,87.18,87.43,86.61
87.34,87.62,87.66,87.03
87.73,87.70,87.79,87.22
87.81,87.41,87.81,87.09
87.67,87.97,87.97,87.43
88.03,87.07,88.03,86.72
87.02,87.03,87.56,86.81
87.26,87.08,87.47,86.55
87.43,87.67,87.69,87.06
87.29,87.23,87.47,86.77
87.55,86.98,87.64,86.73
87.19,85.42,87.25,85.36
85.54,86.46,86.49,85.51
86.50,86.71,86.75,86.44
86.59,86.61,86.73,86.25
86.13,87.48,87.48,86.13
87.50,87.70,87.77,87.19
87.80,88.22,88.22,87.73
88.47,87.33,88.47,87.16
87.33,86.79,87.46,86.61
87.10,86.70,87.40,86.45
86.98,87.80,87.84,86.98
87.80,87.96,87.99,87.61
88.20,87.75,88.20,87.56
87.84,88.01,88.26,87.73
88.00,88.22,88.22,87.88
88.47,88.01,88.47,87.89
88.06,87.85,88.30,87.71
87.63,87.62,87.92,87.30
87.31,87.39,87.79,86.68
87.25,87.46,87.62,87.08
88.07,88.05,88.28,87.78
88.09,88.17,88.46,88.03
88.07,88.04,88.57,87.99
88.17,86.91,88.17,86.75
86.74,86.70,87.02,86.55
87.00,86.97,87.25,86.78
87.50,87.53,87.75,87.35
87.47,87.57,87.76,87.18
87.72,88.75,88.79,87.00
88.68,88.45,88.68,88.24
88.49,89.29,89.36,88.49
89.69,89.86,89.86,89.58
89.39,89.56,89.58,89.34
89.97,89.81,89.97,89.68
90.04,89.64,90.04,89.54
89.70,89.83,89.95,89.57
90.08,90.25,90.32,89.97
89.99,89.39,89.99,89.09
89.59,89.40,89.72,89.23
89.69,88.91,89.75,88.81
89.35,89.78,89.92,89.27
89.95,90.11,90.23,89.76
90.25,90.05,90.43,89.64
90.11,90.50,90.52,89.95
90.24,89.08,90.44,88.91
89.43,90.36,90.43,89.22
90.41,90.59,90.67,90.38
90.45,90.54,90.54,90.21
90.59,90.24,90.78,90.14
91.06,90.57,91.07,90.05
90.68,90.95,91.01,90.64
90.48,90.25,90.57,89.80
89.50,87.95,89.50,87.94
88.09,87.40,88.24,86.69
87.63,88.40,88.44,87.43
87.74,87.56,88.30,87.40
88.23,88.67,88.85,88.15
87.83,88.34,88.86,87.47
88.24,86.15,88.39,85.96
86.59,87.31,87.40,86.32
86.92,86.94,87.16,86.04
87.34,88.32,88.38,87.33
88.68,89.58,89.58,88.59
89.62,89.76,89.77,89.22
89.94,90.61,90.81,89.89
90.96,90.96,91.25,90.82
90.36,91.63,91.75,90.36
91.46,91.92,91.99,91.45
92.34,92.68,92.80,92.10
92.53,92.33,93.18,92.30
92.61,93.22,93.28,92.14
93.38,93.17,93.42,92.99
93.40,93.84,94.35,93.40
93.90,93.78,94.13,93.43
93.91,94.01,94.54,93.76
94.03,94.38,94.39,93.75
94.55,94.18,94.73,93.53
93.44,93.59,93.85,92.81
94.58,95.21,95.31,94.58
95.15,94.99,95.25,94.92
95.32,95.09,95.39,94.96
95.56,94.94,95.56,94.65
94.92,94.65,94.97,94.13
94.83,94.22,95.14,93.96
93.71,94.34,94.34,93.40
94.59,92.91,94.61,92.60
92.76,93.03,93.42,92.76
93.55,93.65,94.01,93.38
93.79,94.53,94.62,93.79
94.60,93.89,94.71,93.34
93.68,94.17,94.25,93.39
94.71,93.61,94.71,93.50
93.92,92.55,94.02,92.10
93.00,92.46,93.35,92.07
92.98,91.38,93.16,91.37
91.29,91.28,91.62,90.75
91.55,91.61,92.25,91.46
92.22,92.61,92.69,91.93
92.96,93.73,93.73,92.96
94.00,93.96,94.12,93.72
93.95,93.28,94.14,92.94
93.78,91.64,93.89,91.42
91.20,90.09,91.46,89.53
90.12,90.82,90.92,89.69
91.08,92.12,92.16,90.93
92.05,89.55,92.05,89.30
89.00,88.28,89.55,88.12
88.90,88.89,89.42,88.08
89.09,89.40,89.65,87.76
90.00,90.41,90.43,89.61
90.57,90.76,91.12,90.33
90.92,91.04,91.11,90.46
91.15,91.59,91.88,91.15
91.65,91.19,91.75,91.19
91.70,91.12,91.70,90.56
90.70,89.64,90.70,89.49
89.99,89.42,90.34,88.28
89.72,90.09,90.23,89.50
89.89,90.60,90.64,89.71
90.57,90.93,91.43,90.47
91.26,91.15,91.66,91.00
90.60,91.33,91.35,90.20
91.26,90.54,91.29,90.50
90.67,90.43,90.73,89.50
90.47,90.30,91.46,90.00
90.03,90.67,90.67,89.84
91.00,92.00,92.04,91.00
92.11,91.70,92.35,91.66
91.50,91.21,91.76,91.05
90.86,90.46,90.86,89.60
90.52,91.04,91.05,90.22
91.05,91.61,91.65,90.77
91.32,90.64,91.36,90.40
91.02,91.21,91.35,90.76
91.29,91.73,92.06,91.24
91.88,92.28,92.36,91.70
92.62,93.01,93.02,92.62
93.14,92.77,93.14,92.54
93.01,93.19,93.23,92.61
93.17,93.24,93.30,92.80
93.37,93.47,93.50,92.81
93.27,93.66,93.66,93.21
93.55,94.04,94.06,93.23
94.26,94.70,94.79,93.75
95.02,95.32,95.32,94.88
95.29,95.44,95.90,95.23
95.43,95.07,95.43,94.82
94.82,94.98,95.08,94.66
94.91,94.33,94.91,94.06
94.60,94.58,94.62,93.99
94.47,94.70,94.88,94.25
94.70,95.08,95.25,94.47
95.08,95.63,95.67,94.77
95.84,95.57,95.85,95.20
95.97,96.06,96.06,95.70
96.18,96.02,96.20,95.92
96.32,95.52,96.68,95.43
95.50,95.89,95.92,95.40
95.78,95.70,95.78,95.08
95.66,96.08,96.08,95.61
96.01,96.37,96.37,95.88
96.62,97.10,97.34,96.60
97.04,97.00,97.20,96.88
97.35,97.60,97.62,97.15
97.37,96.74,97.37,96.67
96.59,95.95,96.59,95.46
96.08,96.60,96.63,95.95
95.15,95.84,96.21,95.15
95.80,95.77,95.84,95.46
96.32,96.25,96.42,96.09
96.19,95.72,96.42,95.34
96.18,95.83,96.18,95.53
95.49,94.65,95.87,94.52
95.02,96.00,96.00,94.79
95.50,95.60,95.78,95.30
96.17,96.38,96.54,96.14
96.45,96.34,96.45,96.04
96.47,96.62,96.78,96.45
96.13,96.06,96.41,95.88
96.20,95.85,96.20,95.35
96.08,95.67,96.31,95.62
96.15,95.88,96.18,95.50
95.18,93.95,95.32,93.86
93.78,93.69,94.30,93.01
93.93,94.51,94.68,93.45
94.03,93.85,94.62,93.51
93.35,93.88,94.34,93.35
94.29,93.36,94.36,93.09
93.46,94.56,94.56,93.45
94.96,95.03,95.46,94.82
94.95,94.71,95.23,94.40
94.98,95.41,95.43,94.76
95.59,95.82,95.83,95.50
96.51,95.92,96.54,95.20
96.60,96.96,96.96,96.40
97.14,97.51,97.56,97.14
97.29,97.93,98.00,97.29
98.00,97.97,98.06,97.73
97.96,98.11,98.36,97.70
98.67,98.56,98.70,98.38
98.71,98.86,99.07,98.70
99.01,98.76,99.11,98.63
98.51,98.71,98.79,98.17
99.01,99.21,99.31,98.78
99.57,99.48,99.68,99.10
99.92,99.46,99.92,99.35
99.73,99.35,100.05,99.16
99.55,99.87,99.88,99.01
99.80,99.70,100.02,99.32
99.67,98.85,99.67,98.72
98.96,99.07,99.14,98.39
98.68,99.25,99.25,98.68
99.21,98.42,99.21,98.17
98.47,97.78,98.48,97.52
97.48,98.52,98.65,97.48
98.61,98.61,99.08,98.20
98.99,99.05,99.09,98.75
99.51,98.68,99.51,98.40
98.44,97.38,98.54,97.23
97.04,96.73,97.52,96.72
96.73,97.66,97.73,96.60
97.38,96.20,97.42,96.16
96.46,97.09,97.24,96.32
96.07,96.95,97.09,96.02
97.02,96.28,97.15,96.14
96.16,94.65,96.16,94.37
94.55,94.79,95.00,93.47
95.46,95.85,96.03,95.10
96.19,95.54,96.41,95.22
95.01,93.81,95.15,93.81
93.88,95.33,95.38,93.10
94.99,93.22,95.16,93.21
92.96,91.25,93.12,91.23
91.25,89.39,91.54,89.36
90.10,90.11,91.18,89.66
89.00,90.36,90.73,87.92
88.85,91.20,91.58,88.79
92.39,92.23,92.83,91.74
92.03,93.26,93.26,92.03
93.99,95.63,95.65,93.92
95.77,94.23,95.81,94.18
95.29,95.83,96.38,95.23
95.90,96.72,96.72,95.64
96.25,96.55,96.59,95.67
96.97,98.14,98.14,96.78
98.11,97.61,98.23,96.78
97.12,98.20,98.41,97.10
99.72,99.55,99.72,99.15
99.57,99.53,100.06,99.34
99.15,99.07,99.24,98.55
99.69,99.46,99.82,99.05
99.63,100.54,100.56,99.58
100.39,100.45,100.57,99.99
100.63,100.67,100.83,100.39
100.62,100.68,100.79,100.44
100.38,100.94,101.06,100.28
101.05,100.77,101.19,100.40
100.81,101.05,101.14,100.66
100.88,100.72,101.01,100.58
100.87,101.44,101.60,100.82
101.32,101.30,101.53,100.81
100.91,101.82,101.89,100.91
103.06,102.35,103.17,102.10
102.67,102.88,102.88,102.42
102.99,102.67,103.34,102.50
102.71,102.92,102.93,102.58
102.73,102.65,103.12,102.45
102.42,101.26,102.42,101.17
101.34,101.66,101.75,101.25
101.72,102.51,102.60,101.72
102.37,102.47,102.70,102.08
102.65,102.51,102.76,102.25
102.27,101.47,102.61,101.10
100.57,101.76,101.82,100.30
101.51,100.04,101.51,99.91
100.52,100.56,101.65,100.37
99.85,99.17,100.27,99.17
99.82,98.62,99.98,98.13
98.23,97.83,99.75,97.81
98.09,100.14,100.26,98.00
101.57,102.14,102.14,100.99
102.57,102.68,102.92,102.10
101.96,102.41,102.41,101.80
102.59,102.58,102.79,102.42
102.68,102.57,102.83,102.54
102.81,102.82,103.06,102.78
102.73,102.95,103.06,102.70
102.80,102.33,102.93,102.28
102.58,101.61,102.95,101.54
102.07,101.58,102.32,100.95
101.16,99.90,101.16,99.56
99.90,98.71,100.07,97.95
99.53,99.98,100.07,99.21
100.84,101.98,101.98,100.84
102.09,101.32,102.09,100.86
101.32,100.35,101.32,100.13
101.08,100.25,101.88,99.35
99.15,99.84,99.94,98.70
100.29,98.63,100.50,98.56
98.33,100.00,100.07,98.33
100.27,100.09,100.41,99.14
99.91,100.75,101.02,99.67
101.04,101.98,102.11,100.06
101.79,101.93,102.39,101.77
102.00,102.75,102.76,101.76
101.69,101.94,102.52,101.21
102.61,100.66,102.74,100.61
100.96,101.55,101.67,100.09
100.92,100.06,101.25,99.92
100.36,100.96,100.96,98.86
101.39,102.41,102.41,101.06
101.74,101.70,102.32,101.49
102.15,102.86,102.89,101.99
102.96,102.35,103.11,102.00
102.05,101.74,102.30,101.60
102.45,103.05,103.11,101.83
102.90,103.17,103.41,102.73
103.81,104.31,104.39,103.62
104.51,105.07,105.07,104.42
105.01,105.24,105.32,104.67
105.00,105.58,105.60,104.95
105.29,105.60,105.87,105.23
105.52,106.53,106.53,105.16
106.38,106.51,106.57,106.15
106.54,106.60,106.66,106.25
106.60,107.22,107.42,106.60
107.23,106.83,107.35,106.50
107.02,106.67,107.15,106.59
106.73,107.72,107.72,106.73
107.45,107.18,107.45,106.69
106.76,106.49,106.76,106.04
106.79,107.11,107.29,106.79
106.54,105.48,106.70,105.31
105.84,105.93,106.08,105.55
104.97,104.60,105.19,104.58
104.68,104.97,105.18,104.57
105.39,106.26,106.35,105.37
106.03,105.86,106.27,105.14
106.26,107.32,107.32,106.26
106.95,107.17,107.30,106.62
106.88,108.19,108.60,106.42
108.00,108.23,108.33,107.88
108.93,109.00,109.12,108.56
108.95,108.60,109.14,108.56
108.52,108.16,108.81,108.14
108.27,106.23,108.36,106.22
105.84,106.17,106.60,105.34
106.26,107.05,107.20,106.25
107.93,108.48,108.52,107.88
108.09,108.02,109.37,107.67
107.68,107.01,107.68,106.49
107.07,107.73,107.94,107.02
107.20,108.33,108.66,107.16
108.40,107.97,108.80,107.95
108.22,108.77,108.84,108.06
108.81,109.08,109.16,108.30
109.32,109.27,109.41,109.02
109.32,108.83,109.61,108.79
108.88,108.72,109.00,108.17
109.12,109.22,109.46,109.01
109.12,109.10,109.37,108.80
108.47,107.67,108.47,107.28
108.35,108.62,108.71,108.14
109.00,108.92,109.12,108.78
109.06,109.32,109.32,108.47
109.06,109.80,110.11,109.06
110.07,109.24,110.07,109.09
109.52,108.56,109.80,108.41
108.49,108.29,108.52,107.41
107.70,107.94,108.21,107.37
107.65,106.86,107.82,106.39
107.38,108.20,108.24,107.38
108.50,108.44,108.87,108.30
108.36,106.85,108.42,106.71
107.31,106.84,107.48,106.36
106.80,107.26,107.48,106.66
108.06,108.28,108.64,108.06
108.16,107.94,108.50,107.88
107.67,107.82,108.14,107.00
108.16,107.66,108.31,107.49
108.20,108.56,108.57,107.77
108.68,108.79,108.79,108.31
108.59,109.32,109.46,108.53
109.41,109.13,109.50,108.91
109.25,109.11,109.50,108.78
109.09,109.42,109.54,109.00
109.28,109.25,109.43,109.10
109.02,108.18,109.02,107.88
108.39,109.10,109.18,108.12
109.00,108.73,109.12,108.44
108.71,107.90,108.74,107.80
108.18,108.16,108.43,107.48
108.00,108.24,108.61,107.60
108.49,108.38,108.77,108.08
107.94,107.46,108.16,107.35
107.40,107.84,108.02,106.86
107.77,107.00,107.92,106.95
107.03,106.77,107.20,106.29
107.20,107.84,108.02,107.16
108.16,108.30,108.39,108.04
107.93,107.89,108.14,107.64
107.19,107.32,107.41,106.70
107.01,107.85,107.93,107.01
108.18,108.41,108.59,107.60
108.78,109.63,109.96,108.78
109.51,109.32,109.58,109.25
109.95,109.75,109.97,109.58
109.90,109.73,109.93,109.44
109.60,108.64,109.70,108.50
108.96,108.43,108.96,108.24
108.55,108.27,108.74,107.89
107.28,105.80,107.76,105.72
106.73,106.57,107.05,106.11
107.35,106.92,107.35,106.54
107.24,106.87,107.24,106.40
106.05,106.42,107.15,105.82
106.74,107.17,107.19,105.06
106.38,105.19,106.61,104.94
106.24,105.56,107.00,105.48
106.62,106.92,107.35,106.28
107.75,108.23,108.29,107.74
108.30,108.72,108.96,108.22
108.83,108.24,108.83,108.03
108.87,108.77,108.89,108.51
108.88,108.41,108.88,108.14
108.65,108.57,108.78,108.29
108.53,108.04,108.73,107.85
107.53,108.09,108.25,107.53
108.40,107.82,108.83,107.66
107.67,106.69,107.84,106.39
106.04,105.56,106.14,105.40
106.15,106.86,107.02,105.52
106.91,107.82,107.89,106.65
107.46,107.92,107.95,106.95
108.08,108.12,108.53,107.97
108.21,107.62,108.21,107.13
107.77,107.79,108.18,107.46
108.15,108.20,108.81,108.04
108.17,106.53,108.17,106.09
106.59,106.42,106.62,105.81
107.17,107.75,107.86,107.17
106.99,106.94,107.32,106.46
106.14,106.97,107.05,105.15
106.99,107.08,107.55,106.66
106.99,107.50,107.59,106.90
107.30,108.39,108.39,106.93
108.35,108.20,108.60,108.04
107.76,107.41,108.15,106.77
106.39,104.64,106.60,104.57
103.55,101.54,104.00,101.54
97.17,97.68,100.75,84.46
98.65,97.08,101.74,97.08
99.28,100.16,100.25,97.25
101.09,102.72,102.99,100.90
102.45,103.02,103.24,102.26
102.43,101.80,103.03,101.74
100.79,99.00,100.79,98.50
99.99,100.98,100.98,99.28
101.35,101.18,102.34,100.88
100.17,99.87,100.64,99.36
101.48,102.46,102.52,100.98
103.34,101.10,103.42,100.93
100.86,101.40,102.15,100.86
101.07,101.96,101.96,100.72
102.14,101.52,102.14,101.22
101.80,102.66,102.83,101.44
102.59,103.57,103.63,102.47
103.50,103.62,105.10,103.47
102.45,102.13,103.30,101.95
102.48,102.35,103.58,101.86
101.16,100.73,101.22,100.04
100.49,99.96,100.65,99.67
99.40,99.17,99.44,98.11
100.01,98.89,100.08,98.22
98.46,95.62,98.46,95.32
95.75,95.31,96.49,94.76
96.42,97.27,97.34,95.89
97.34,97.54,97.57,96.38
96.37,99.12,99.16,96.08
99.80,100.60,100.72,99.80
100.44,99.49,100.66,98.95
100.13,100.63,100.65,99.37
100.34,101.36,101.53,100.00
101.43,101.78,101.80,101.15
101.86,101.74,101.93,101.39
101.23,100.64,102.11,100.59
100.86,100.20,101.23,99.99
100.42,101.77,101.77,100.24
102.02,101.70,102.02,101.12
101.24,101.83,102.12,101.22
101.73,101.77,102.25,101.43
102.03,100.74,102.10,100.62
101.16,101.86,102.03,100.88
102.60,101.81,102.60,101.21
101.75,101.85,102.00,101.53
101.51,101.53,101.69,100.90
101.64,102.63,102.66,101.17
102.51,102.65,102.71,102.16
102.74,102.72,103.23,102.40
102.85,103.94,104.04,102.85
103.80,103.93,104.28,103.29
104.15,103.78,104.15,103.36
103.77,103.70,103.88,102.89
103.50,103.43,103.95,102.88
103.34,102.47,103.34,101.82
102.22,102.87,102.88,102.17
103.15,102.13,103.26,102.12
101.48,100.46,101.88,100.46
100.02,99.00,100.07,98.94
98.73,100.25,100.25,98.73
100.47,100.30,101.00,100.09
100.60,101.75,101.85,100.39
101.72,101.76,102.00,101.57
102.20,102.13,102.57,101.96
102.24,102.32,102.73,102.07
101.94,102.61,102.86,101.56
102.66,103.14,103.28,102.64
103.17,103.28,103.35,102.91
103.52,102.69,103.52,102.61
103.20,103.65,103.66,102.93
103.57,102.54,103.67,102.40
102.91,100.79,102.92,100.31
100.98,102.49,102.56,100.91
102.35,101.82,102.42,101.33
100.94,101.68,101.97,100.83
101.30,100.55,102.28,100.11
100.58,100.75,101.34,100.38
99.77,98.71,99.99,98.50
98.84,98.87,99.18,97.49
99.39,99.66,100.00,99.21
100.28,101.17,101.38,99.66
101.40,99.57,101.48,99.57
99.26,98.14,99.26,98.14
98.78,98.84,99.03,98.19
99.33,99.51,99.76,98.70
99.77,100.53,100.53,99.46
100.43,100.34,100.66,100.16
99.86,100.29,100.29,99.43
100.87,101.16,101.30,100.72
101.02,100.38,101.10,100.35
99.91,99.71,100.72,99.71
98.17,98.26,98.26,97.17
98.41,98.36,98.68,97.88
96.97,96.59,97.35,95.99
94.90,94.38,96.02,94.21
95.03,93.41,95.19,93.27
93.86,92.81,94.00,91.84
93.79,93.48,94.31,92.07
93.77,90.50,93.93,90.20
90.99,91.50,92.15,89.27
88.96,89.95,90.13,88.47
90.83,89.40,90.94,88.52
88.01,89.01,89.88,85.80
89.11,89.31,90.38,88.42
90.70,91.46,91.64,90.55
90.98,89.91,91.23,89.85
90.34,91.40,91.43,90.04
90.97,89.98,91.76,89.45
90.64,89.21,90.64,88.78
89.65,91.82,91.82,89.65
91.12,92.02,92.40,90.82
91.20,89.76,91.20,89.48
90.47,90.21,90.57,88.26
90.06,90.88,91.45,89.98
90.25,88.10,90.25,87.85
86.98,85.52,86.99,84.25
84.53,85.34,86.33,84.26
86.03,86.11,87.52,85.98
84.70,85.16,85.67,84.17
85.97,87.09,87.14,85.32
88.21,89.14,89.26,87.79
89.77,91.18,91.36,89.77
91.24,90.49,91.24,90.21
89.95,90.77,90.81,89.56
91.65,92.22,92.45,91.65
91.82,91.09,92.11,90.99
90.24,91.74,91.86,89.66
91.97,92.78,92.80,91.56
93.50,93.47,93.68,93.03
93.52,92.78,93.97,92.78
93.57,95.33,95.33,93.21
95.10,95.61,95.64,94.71
95.53,96.36,96.36,95.32
96.44,96.54,97.12,96.07
96.10,96.90,97.20,95.93
96.40,95.30,96.40,95.20
95.76,95.70,95.76,95.07
96.06,95.71,96.68,94.65
96.71,97.78,97.83,96.71
97.43,97.60,97.73,97.18
96.85,96.85,96.91,96.44
96.52,97.61,97.75,96.31
97.54,98.11,98.41,97.18
98.47,98.73,98.93,98.28
98.54,98.67,98.78,98.26
98.18,98.81,99.03,98.18
98.57,97.90,98.59,97.88
97.35,97.85,97.87,97.05
98.09,98.13,98.34,97.64
97.89,99.53,99.53,97.78
100.00,99.79,100.31,99.54
99.83,100.26,100.42,99.69
99.57,100.78,100.87,99.18
100.89,100.32,101.05,100.23
99.57,99.35,99.82,99.23
99.43,100.68,100.70,99.25
100.13,99.42,100.35,98.93
100.16,99.76,100.28,99.46
100.28,99.11,100.45,99.08
99.26,99.73,99.86,98.66
100.29,101.19,101.19,100.18
101.08,100.88,101.16,100.67
100.75,101.07,101.11,100.63
100.55,101.60,101.66,100.53
101.98,101.57,101.99,101.08
101.66,101.76,102.15,101.14
102.00,101.47,102.11,101.32
101.55,101.71,101.91,101.08
101.48,101.45,101.60,101.15
101.76,102.09,102.13,101.52
102.04,102.52,102.62,101.68
101.95,101.16,102.66,100.96
100.61,100.27,100.77,99.39
100.54,101.14,101.20,100.27
100.30,99.98,100.43,99.50
99.45,99.33,99.84,99.05
99.63,99.42,99.89,99.35
99.07,99.85,99.91,98.76
99.76,100.31,100.67,99.76
100.69,101.52,101.53,100.52
101.28,100.28,101.35,100.27
100.69,100.11,100.69,99.45
99.86,99.26,100.22,99.09
99.49,100.29,100.51,99.41
99.97,99.48,100.42,99.12
99.16,99.28,99.91,98.46
98.63,98.75,99.20,98.15
99.26,99.77,99.83,99.17
99.79,99.76,100.14,99.70
100.23,101.36,101.47,100.23
101.58,101.79,101.97,101.36
101.99,101.85,102.14,101.75
102.00,102.44,102.44,101.93
102.76,102.58,102.76,102.19
102.18,102.77,102.78,102.02
102.54,103.44,103.44,102.42
103.19,102.82,103.19,102.24
102.97,103.24,103.41,102.67
103.30,103.83,103.98,103.17
103.82,104.11,104.20,103.72
103.71,103.83,103.93,103.59
102.99,102.14,102.99,101.86
101.79,101.22,102.42,101.21
100.85,100.88,101.08,100.27
101.08,100.99,101.66,100.93
100.53,100.95,101.03,99.80
101.02,100.88,101.04,100.45
102.17,101.94,102.72,101.83
102.11,101.99,102.20,101.75
102.11,101.78,102.56,101.72
102.66,103.34,103.34,102.56
99.32,99.27,101.15,99.10
98.18,96.68,98.22,96.13
97.79,98.72,98.74,97.54
99.75,100.60,100.77,99.71
100.77,101.89,101.89,100.29
101.82,102.30,102.61,101.49
101.81,101.23,101.82,100.64
100.84,101.87,101.92,100.72
102.06,102.12,102.50,101.72
102.93,104.21,104.41,102.90
104.70,104.62,104.97,104.53
105.21,105.56,105.84,105.07
105.98,105.34,105.99,105.11
106.09,105.77,106.21,105.57
106.02,105.57,106.20,105.41
105.57,105.73,105.93,105.53
105.47,105.55,105.61,105.28
105.75,106.33,106.48,105.59
106.27,105.81,106.47,105.49
105.82,106.56,106.68,105.72
106.40,106.38,106.48,106.04
106.39,107.11,107.11,106.22
107.02,106.35,107.06,105.95
106.31,107.02,107.16,106.06
106.78,107.13,107.24,106.31
107.12,106.74,107.28,106.49
106.62,105.41,106.62,104.94
105.20,106.00,106.00,104.83
106.06,105.97,106.27,105.67
106.45,106.78,106.87,106.35
106.93,106.60,107.15,106.53
106.69,106.58,106.88,106.43
106.67,106.22,106.69,106.04
106.61,106.75,106.85,106.35
106.63,106.74,106.86,106.48
106.96,107.34,107.54,106.81
107.03,106.32,107.03,106.32
106.37,106.20,106.43,105.57
106.22,106.77,106.79,106.14
106.48,106.97,107.02,106.36
106.95,107.23,107.27,106.87
107.63,107.71,107.88,107.63
107.70,106.97,107.75,106.79
106.62,106.81,107.21,106.58
106.90,106.68,107.55,106.15
106.78,107.11,107.35,106.78
107.14,106.79,107.23,106.47
106.61,106.32,106.64,105.87
106.33,106.70,106.72,105.90
107.25,107.20,107.55,106.83
107.37,107.33,107.39,106.79
107.33,107.58,107.59,107.14
107.18,106.94,107.21,106.84
106.11,103.89,106.13,103.89
103.37,105.42,105.56,103.24
104.56,103.68,104.71,103.24
103.76,103.71,104.40,103.48
103.71,104.95,105.10,103.65
104.52,104.34,104.53,103.99
104.79,104.61,105.21,104.39
104.93,104.13,104.93,104.03
104.38,105.36,105.47,103.94
106.11,106.29,106.38,105.96
106.25,105.90,106.34,105.87
105.41,105.39,105.68,105.20
105.27,105.98,105.98,105.06
106.17,106.59,106.64,105.55
106.46,105.60,106.51,105.31
106.05,106.39,106.73,105.59
106.10,106.00,106.32,105.74
106.19,105.40,106.21,105.06
105.80,105.73,105.98,105.70
105.22,105.50,105.53,104.86
105.62,104.85,105.62,104.42
104.85,105.36,105.77,104.85
105.06,103.61,105.06,103.24
103.65,103.72,104.02,103.21
103.05,103.40,103.59,102.32
103.92,103.27,104.26,103.23
103.25,102.88,103.37,102.82
103.83,103.62,103.94,103.37
103.69,103.94,104.10,103.42
103.86,103.76,104.03,103.31
103.32,103.69,103.76,103.05
104.27,104.31,104.56,104.10
104.00,103.15,104.00,103.09
102.54,102.54,103.09,102.36
102.87,101.68,102.87,101.55
101.67,102.01,102.75,101.67
102.25,102.46,102.53,102.05
102.62,101.48,102.72,100.83
101.21,100.39,101.49,100.28
100.54,99.94,100.70,99.83
99.95,100.31,101.08,99.81
102.04,102.45,102.55,101.82
102.31,102.89,103.32,102.01
101.32,103.58,103.92,101.32
104.28,103.40,104.77,103.04
103.30,103.62,103.79,102.99
104.28,104.01,104.28,103.60
104.36,104.98,105.08,104.34
