AVNW,Aviat Networks,NASDAQ
33.60,33.84,33.84,31.68
33.24,33.48,34.08,32.64
33.60,33.48,33.85,33.24
33.60,32.40,33.96,32.16
32.64,32.28,32.76,31.56
32.16,31.44,32.52,31.32
31.80,31.08,32.04,30.96
31.20,31.32,31.92,30.96
31.08,30.36,31.56,30.00
30.84,31.92,32.04,30.48
31.92,31.44,31.92,30.72
31.68,31.20,32.88,31.08
31.32,31.56,31.92,31.08
31.92,31.68,31.92,31.44
31.44,31.32,31.92,31.02
31.44,31.80,31.92,31.20
31.92,31.92,32.40,31.20
32.16,32.16,32.34,31.32
32.16,31.80,33.12,31.68
31.68,31.80,32.04,30.72
31.68,31.80,32.40,31.62
31.80,31.68,32.16,31.07
31.68,31.44,31.92,30.84
31.56,32.88,33.60,31.56
32.64,31.92,33.60,30.84
32.16,31.68,32.16,31.08
31.92,31.20,32.04,30.96
31.20,31.80,32.28,30.84
31.92,31.68,32.52,31.56
31.32,31.32,32.16,31.20
31.44,31.80,32.04,31.32
31.92,31.32,31.92,31.08
31.32,31.56,31.74,31.32
31.80,31.68,31.80,31.32
31.80,31.92,32.04,31.44
31.56,31.20,31.92,30.48
31.68,31.92,31.92,31.20
32.04,30.84,32.04,30.24
30.60,28.68,30.84,28.56
28.44,29.52,29.76,27.72
29.28,29.16,29.64,28.92
29.16,30.12,30.12,28.92
30.00,30.72,30.84,29.64
30.72,31.80,31.92,29.16
31.68,32.64,32.70,31.21
32.76,32.64,33.84,32.52
32.28,31.38,32.64,31.20
31.44,30.84,31.92,30.36
30.84,31.20,31.68,30.72
31.08,30.48,31.56,30.12
30.84,30.72,31.56,29.76
30.36,32.28,32.64,30.36
32.16,31.80,32.88,31.80
32.04,30.96,33.36,30.60
30.84,31.20,31.56,30.60
30.96,31.02,31.56,30.48
31.08,30.96,31.20,30.48
30.84,31.32,31.56,30.00
31.56,31.44,31.92,31.14
31.68,31.08,31.80,30.84
30.96,31.68,32.28,30.84
31.56,31.55,31.80,30.72
31.56,31.56,31.68,31.08
31.92,31.32,32.16,31.20
31.32,31.20,31.44,30.72
31.32,31.44,31.56,30.60
31.32,31.44,31.80,30.84
31.56,31.08,31.68,30.84
30.84,30.72,31.32,30.60
30.60,30.84,30.96,30.36
30.96,30.60,31.08,30.36
30.48,30.24,30.84,29.76
29.16,27.12,29.19,27.00
26.88,25.56,27.60,25.44
25.32,25.08,26.16,25.08
25.32,24.96,26.04,24.72
24.96,25.44,25.68,24.72
25.80,26.40,26.40,25.44
26.16,25.92,26.64,25.44
25.68,25.92,26.28,25.68
25.68,25.80,26.16,25.08
26.16,25.56,26.16,25.56
25.44,26.04,26.16,25.44
26.52,26.28,26.52,25.56
26.04,25.92,26.52,25.08
25.92,25.68,26.16,25.56
25.56,25.56,25.68,25.32
25.56,26.40,26.52,25.32
26.52,26.16,26.52,25.56
26.04,26.16,26.98,25.68
25.92,25.92,26.64,25.74
26.04,25.32,26.28,25.08
25.08,24.72,25.08,23.28
23.88,23.64,24.96,23.10
23.76,25.20,25.20,23.76
25.08,24.48,25.91,24.24
24.60,24.60,25.50,24.12
24.84,24.72,26.04,24.48
24.60,24.96,24.96,24.48
24.84,24.36,25.20,24.12
24.12,24.84,25.20,23.88
24.60,24.96,25.32,24.48
24.72,24.72,25.44,24.60
24.60,24.96,25.20,24.60
25.08,24.36,25.08,24.12
24.00,24.00,25.14,23.40
24.00,24.60,24.84,23.40
24.60,25.56,25.56,24.60
25.56,26.88,27.12,25.32
26.76,27.00,27.23,26.04
27.24,28.92,29.04,26.76
33.72,30.24,33.72,28.44
30.60,30.36,30.84,29.52
30.36,28.32,30.36,28.26
28.20,27.96,28.56,27.48
27.72,27.36,28.20,27.12
27.36,28.08,28.56,27.12
28.44,27.24,28.56,27.12
27.36,27.24,27.48,26.88
27.36,26.52,27.36,26.40
26.40,26.40,26.88,26.28
26.28,26.28,26.88,26.04
26.40,26.40,26.64,26.28
26.40,26.52,27.00,26.28
26.40,26.52,26.64,26.28
26.64,26.40,26.64,25.32
26.40,26.28,28.08,25.44
26.40,27.72,27.84,26.28
27.72,28.32,28.32,26.88
28.08,27.96,29.04,27.60
27.96,27.48,28.08,26.76
27.72,27.36,27.72,26.88
27.36,26.88,27.60,26.88
27.12,27.12,27.60,26.76
27.12,26.88,27.36,26.76
26.88,27.72,27.84,26.88
27.96,27.60,28.20,27.48
27.60,26.52,28.68,26.52
26.88,26.64,27.12,26.52
26.76,26.64,26.88,26.40
26.76,27.00,27.36,26.64
26.64,26.76,27.66,26.40
25.44,22.56,25.68,22.20
22.32,23.88,24.00,22.20
23.64,24.12,24.12,23.28
24.12,24.12,24.72,23.88
24.24,24.36,24.60,23.76
24.24,24.24,24.48,24.12
24.00,24.12,24.24,23.52
23.88,23.52,23.88,23.28
23.76,22.80,23.76,22.32
22.68,23.04,23.52,22.56
22.68,22.68,23.40,22.56
22.92,23.64,24.00,22.68
22.92,22.80,23.76,22.68
22.80,22.68,23.04,22.56
22.80,22.56,22.92,22.56
22.68,22.56,23.04,22.56
23.76,22.80,23.76,22.20
22.56,24.12,24.12,21.72
24.00,24.24,24.35,23.16
23.64,24.84,24.84,23.40
24.96,24.36,24.96,23.88
24.24,24.00,24.60,23.88
24.12,23.64,24.36,23.40
23.52,24.48,24.84,23.52
24.48,23.28,24.96,23.16
23.16,24.24,24.48,23.16
24.48,24.36,24.60,23.88
24.24,24.24,24.72,24.00
24.12,23.52,24.12,23.28
23.64,23.28,23.88,23.04
23.64,23.88,24.00,23.04
24.00,23.40,24.00,22.92
23.28,23.04,23.28,22.80
23.40,23.64,24.84,23.16
23.76,22.92,23.76,22.92
22.92,23.04,23.40,22.92
23.28,22.92,23.28,22.80
23.04,22.56,23.04,22.32
22.44,22.20,22.80,22.08
22.20,21.96,22.80,21.60
22.20,21.60,22.32,21.60
21.48,21.24,21.84,21.12
21.48,21.24,21.72,20.64
21.24,21.36,22.11,20.88
21.48,21.36,21.72,21.12
21.48,20.88,21.48,20.64
21.00,21.00,21.24,20.40
20.88,20.52,21.10,20.52
20.76,20.76,22.20,20.76
21.00,19.92,21.00,19.92
20.04,19.20,20.52,18.72
19.08,19.44,19.56,19.08
19.44,19.08,19.80,19.08
19.08,18.96,19.32,18.72
18.96,18.24,19.20,18.00
18.36,18.84,18.96,17.88
19.08,18.00,19.08,18.00
18.00,17.40,18.60,17.40
17.40,17.52,18.24,17.40
17.76,17.52,18.00,17.52
17.64,17.40,17.88,17.04
17.16,17.04,17.52,17.04
17.28,16.80,17.64,16.56
17.04,17.40,17.64,16.32
17.52,17.28,17.64,16.92
18.24,18.30,19.56,17.76
19.08,19.68,20.28,18.84
20.28,19.92,20.52,19.56
20.16,19.08,20.16,18.90
19.32,19.19,19.37,18.72
19.08,18.48,19.08,18.37
18.72,18.12,18.84,18.00
18.36,18.00,18.48,18.00
18.24,18.12,18.60,18.00
18.48,18.48,18.96,18.12
18.60,18.48,18.60,18.24
18.36,18.48,18.60,18.12
18.48,17.88,18.96,17.88
15.60,13.08,15.60,12.48
12.72,12.00,12.96,12.00
12.00,12.48,12.48,11.88
12.48,12.72,12.72,12.48
12.84,12.72,12.84,12.54
12.60,12.48,12.72,12.48
12.36,12.24,12.48,12.00
12.24,12.48,12.48,12.12
12.48,12.60,12.60,12.12
12.72,12.48,12.72,12.24
12.48,13.44,14.55,12.48
13.44,12.96,13.80,12.72
13.08,13.56,13.56,12.84
13.80,12.96,13.80,12.84
13.08,12.84,13.08,12.84
12.96,12.84,13.08,12.48
12.72,12.72,12.96,12.48
12.84,12.60,13.08,12.60
12.24,12.96,13.08,12.24
12.84,12.84,13.32,12.48
12.84,13.56,13.80,12.72
13.68,14.28,14.64,13.68
14.16,14.88,15.00,14.04
14.88,14.52,15.24,14.52
14.40,14.04,14.76,14.04
14.28,13.80,14.64,13.80
13.68,14.16,14.28,13.56
13.80,14.04,14.40,13.80
14.04,14.64,14.88,14.04
14.64,14.76,14.88,14.28
14.88,15.12,15.24,14.52
15.36,15.00,15.72,14.64
15.12,14.52,15.72,14.40
14.52,14.16,15.24,14.16
14.04,14.28,14.46,13.80
14.40,14.64,14.76,13.80
14.40,15.00,15.00,14.04
14.40,15.36,16.20,14.40
15.24,15.36,15.84,15.00
15.24,15.00,15.60,14.88
15.12,15.36,15.48,15.12
15.12,14.76,15.36,14.40
14.52,13.92,14.76,13.92
13.80,14.04,14.40,13.80
13.68,14.04,14.28,13.68
14.04,14.64,14.64,13.68
14.88,14.64,15.00,14.16
14.40,15.00,15.12,14.08
15.00,14.88,15.36,14.64
14.76,14.76,15.12,14.64
14.76,14.64,15.24,14.28
14.52,14.76,15.24,14.40
15.00,14.88,15.00,14.64
14.76,14.88,15.48,14.64
14.88,14.76,15.12,14.65
16.20,16.20,16.44,15.12
16.20,16.20,16.56,16.20
16.20,15.96,16.80,15.84
16.32,16.32,16.32,15.36
16.20,15.60,16.20,15.36
15.48,15.60,16.08,15.00
15.60,15.60,15.84,15.16
16.32,15.60,16.80,15.24
15.24,15.60,15.84,15.24
15.60,15.36,16.08,15.12
15.72,15.84,16.13,14.94
15.84,16.08,16.20,15.72
15.96,15.60,15.96,15.60
15.48,15.84,15.96,15.48
15.84,15.96,16.44,15.60
15.96,15.84,16.20,15.36
15.96,15.72,16.20,15.48
15.84,15.60,15.96,15.48
15.72,15.36,15.72,14.88
15.00,16.92,17.04,14.88
16.56,17.64,17.64,16.44
17.88,17.88,18.00,17.09
18.12,17.88,18.12,17.15
17.88,17.28,18.24,16.80
16.92,17.64,17.64,16.92
17.64,18.84,18.84,17.47
19.20,18.72,19.20,18.00
19.44,17.28,19.56,16.68
16.92,17.16,18.12,16.92
16.80,17.88,18.24,16.73
17.76,18.72,18.96,17.76
18.36,19.32,19.32,18.24
19.08,20.04,20.06,18.84
20.16,20.40,21.00,20.16
20.04,20.64,20.88,19.92
20.76,21.24,21.60,20.40
21.48,21.12,21.48,19.92
21.00,21.24,21.48,20.76
21.36,21.36,21.60,21.00
21.36,20.76,21.60,20.76
20.52,20.28,21.00,19.80
20.28,20.52,21.12,19.44
20.64,21.00,21.24,20.40
21.00,21.12,21.12,20.04
20.76,21.12,21.36,20.76
20.64,21.36,21.60,20.52
21.12,21.60,21.60,20.88
21.36,20.76,21.84,20.76
21.24,21.48,21.72,20.58
21.60,21.36,21.73,21.00
21.24,21.12,21.72,20.88
21.36,21.60,21.84,21.00
21.96,22.32,22.32,21.48
22.44,22.80,22.92,21.72
23.04,21.60,23.16,21.36
21.00,21.48,21.60,19.92
21.48,21.48,22.08,21.29
21.03,21.36,21.48,20.52
21.24,21.48,22.20,21.24
21.36,21.36,21.96,21.24
21.48,22.56,22.80,21.32
22.56,22.08,22.80,21.84
22.32,21.72,22.92,21.36
21.72,21.60,22.44,21.60
21.84,21.72,22.32,21.00
20.76,21.84,21.96,20.52
21.72,22.80,22.80,21.72
22.92,22.80,23.40,22.44
22.80,21.36,22.80,21.12
21.60,21.12,22.56,20.88
20.76,19.92,21.96,19.56
19.56,16.44,20.28,16.20
16.20,17.40,17.76,16.20
17.16,16.44,17.40,16.32
16.80,16.32,17.16,16.08
15.24,16.44,16.80,15.24
16.32,16.20,16.68,15.96
15.96,16.80,17.04,15.96
16.44,16.80,18.24,16.44
16.80,16.32,17.16,16.20
16.32,15.84,17.04,15.84
15.96,15.96,16.80,15.84
15.96,16.20,16.20,15.84
16.08,17.16,17.52,15.48
17.16,17.40,18.06,16.92
17.16,17.40,17.76,17.04
17.42,17.16,17.64,16.68
16.80,16.68,17.40,15.96
16.92,18.12,18.24,16.36
18.12,17.52,18.12,16.92
17.28,17.52,18.84,17.28
17.88,18.48,19.09,17.64
18.84,18.00,19.08,17.28
18.00,18.12,18.48,17.76
17.88,17.28,18.00,17.28
17.16,16.56,17.40,16.20
16.80,17.16,17.88,16.80
17.40,17.04,18.60,16.68
17.04,17.28,18.00,16.80
16.32,16.32,17.88,16.32
16.20,16.56,17.88,16.20
17.28,17.64,17.76,16.32
17.64,17.40,18.36,16.80
17.76,17.28,18.36,17.28
17.52,18.60,19.08,17.52
18.60,18.12,19.20,17.76
17.28,18.24,18.96,17.28
18.12,18.48,18.60,17.88
18.36,17.52,18.96,17.40
17.40,17.76,18.36,17.40
18.36,18.00,18.60,18.00
18.36,18.24,18.48,18.00
18.24,18.00,18.36,17.64
18.12,16.80,18.12,16.68
17.28,16.68,17.28,16.38
16.44,16.80,17.64,16.44
17.30,16.20,17.52,16.20
16.32,17.04,17.88,16.08
17.64,17.52,18.36,16.68
16.92,16.92,18.08,16.80
17.64,16.32,17.64,16.20
16.44,16.80,17.04,16.20
16.20,16.68,17.16,16.20
16.44,17.40,17.40,16.20
17.28,16.80,17.58,16.44
17.16,17.04,17.16,16.68
16.80,17.28,17.40,16.61
17.04,18.00,18.00,16.56
18.00,17.04,18.00,16.80
17.40,16.68,18.00,16.53
16.92,15.36,16.92,15.12
15.24,15.60,15.84,15.24
15.60,15.72,16.32,15.24
15.72,14.88,16.20,14.88
15.00,14.76,15.12,14.52
14.52,14.16,15.00,14.04
14.04,13.80,14.52,13.74
14.04,13.68,14.40,13.68
13.44,13.20,13.80,13.08
13.20,13.32,13.56,13.20
13.32,14.28,14.28,13.32
14.16,14.28,14.64,13.92
13.68,14.28,14.40,13.68
14.16,14.88,15.00,13.68
14.64,15.24,15.24,14.28
15.24,15.00,15.24,15.00
15.36,14.76,15.36,14.40
14.64,15.12,15.48,14.16
14.40,15.12,15.48,14.40
15.48,15.24,15.54,15.24
15.12,15.24,15.48,15.12
15.60,15.96,17.04,15.48
16.20,17.88,18.12,16.08
17.88,17.76,18.12,17.16
17.64,16.68,18.12,16.32
16.80,17.04,17.04,15.96
16.44,15.00,16.68,14.88
15.48,16.44,16.56,15.48
16.44,15.84,17.04,15.66
15.72,15.48,16.77,15.00
15.36,14.55,15.60,14.52
14.52,14.76,14.76,14.04
14.52,14.76,16.20,14.16
14.52,15.60,16.68,14.52
15.60,14.28,15.72,14.28
14.52,14.64,15.00,14.40
14.76,15.00,15.60,14.76
15.24,14.04,15.24,14.04
14.28,14.04,14.52,13.80
14.04,13.80,15.00,13.80
13.92,14.64,15.00,13.92
14.64,14.28,14.88,14.04
13.92,13.92,14.52,13.80
14.16,14.28,14.88,14.04
14.40,14.88,15.36,13.80
14.40,14.40,15.00,14.28
14.52,14.16,14.64,13.80
14.52,13.56,14.52,13.32
13.68,13.92,14.16,13.20
13.80,14.88,14.88,13.68
14.04,14.52,14.76,13.70
14.16,15.00,15.48,14.16
14.88,14.04,14.88,13.68
13.80,14.16,14.40,13.20
14.16,14.28,14.40,14.04
14.28,14.16,14.28,13.73
14.04,14.04,14.16,13.44
13.68,14.28,14.40,13.68
13.96,14.28,14.64,13.92
14.64,14.16,14.64,13.80
13.80,13.92,14.28,13.80
13.80,13.80,14.76,13.80
14.04,13.68,14.04,13.56
14.04,13.56,14.04,13.56
13.68,13.68,14.04,13.08
14.04,14.28,14.40,13.44
14.28,14.04,14.64,13.44
14.16,13.68,14.16,13.20
13.32,13.80,14.76,13.32
13.80,13.68,14.40,13.68
13.80,14.40,14.40,13.68
14.52,13.92,14.88,13.92
14.04,14.04,14.40,14.04
14.04,14.52,14.64,14.04
14.40,14.04,14.76,14.04
14.16,14.04,14.40,14.04
14.04,14.28,14.28,14.04
14.04,14.04,14.28,13.80
13.92,14.16,14.28,13.92
14.04,13.68,14.04,13.68
13.56,13.44,13.92,13.44
13.56,13.56,13.80,13.44
13.68,13.68,14.04,13.32
13.95,13.92,14.04,13.68
14.04,14.16,14.16,13.80
14.28,15.24,15.36,13.92
15.12,15.12,15.60,14.76
15.24,15.60,15.84,14.76
15.60,15.00,15.84,14.76
14.88,14.64,15.72,14.52
14.88,15.00,15.72,14.76
14.88,14.40,15.00,14.16
14.16,14.16,14.28,14.04
14.16,14.04,14.16,13.80
13.92,14.04,14.04,13.68
14.04,13.80,14.16,13.68
13.92,14.28,14.64,13.80
14.52,14.28,14.52,13.32
14.16,14.04,14.52,13.44
14.16,14.28,14.64,13.92
14.16,13.92,14.52,13.80
14.16,14.28,14.40,13.92
14.16,15.84,16.68,13.92
15.60,15.60,15.96,15.24
15.60,15.12,16.20,14.88
15.12,15.24,17.04,14.30
15.60,15.78,18.36,14.64
15.72,15.60,16.08,15.12
15.60,15.48,15.60,14.88
15.24,15.24,15.84,15.00
15.24,14.76,15.36,14.76
15.00,15.36,15.60,15.00
15.48,15.96,16.92,15.22
15.84,15.72,16.32,15.48
14.88,15.60,16.20,14.88
15.60,15.00,16.08,15.00
15.00,15.12,15.48,13.80
14.88,14.76,15.48,14.28
14.64,14.40,14.76,13.68
14.16,14.28,14.88,13.92
14.28,13.80,14.40,13.80
13.56,13.68,14.04,13.44
13.56,13.56,14.22,13.44
13.80,13.44,13.80,13.20
13.32,13.44,13.80,13.32
13.44,13.32,13.68,13.32
13.44,13.68,13.92,13.44
14.04,13.80,14.14,13.32
13.44,13.68,14.04,13.32
13.80,13.32,13.92,13.32
13.44,13.68,13.80,13.32
13.56,14.04,14.28,13.44
13.92,14.16,14.40,13.73
14.04,13.68,14.28,13.68
13.92,13.92,14.40,13.69
13.92,13.68,14.64,13.68
13.92,13.68,14.64,13.20
13.56,13.56,13.80,13.20
13.80,13.44,13.80,13.44
13.56,13.56,13.80,13.44
13.56,13.20,13.68,13.20
13.08,14.64,14.64,13.08
14.76,14.16,14.76,13.08
14.28,13.80,14.28,13.32
13.92,13.68,14.16,13.56
13.56,13.56,14.28,13.32
13.56,13.56,14.16,13.32
13.68,13.92,14.28,13.56
13.92,14.40,14.40,13.92
14.40,14.40,14.52,14.04
14.40,14.40,14.64,14.40
14.28,14.52,14.88,14.04
14.52,14.64,14.88,14.28
14.64,14.52,14.64,14.16
14.52,14.28,14.52,13.92
13.92,13.80,14.04,13.56
13.92,14.16,14.16,13.44
14.16,14.16,14.16,13.75
14.16,14.16,14.40,13.80
13.92,14.16,14.28,13.56
13.92,14.64,14.64,13.56
13.92,13.92,14.16,13.80
13.92,13.08,13.92,13.08
13.44,13.56,13.80,13.20
13.44,13.44,13.80,13.32
13.68,12.72,13.80,12.72
12.84,12.60,13.08,12.36
12.72,12.60,13.20,12.36
12.72,12.48,12.72,12.36
12.24,12.96,13.08,12.24
12.60,13.56,13.56,12.60
13.08,14.04,14.16,13.08
13.80,13.56,14.04,13.08
13.56,13.56,13.92,13.32
13.56,13.44,13.56,12.84
13.56,13.32,13.56,12.72
13.20,13.20,13.56,12.84
13.44,13.20,13.44,12.84
12.96,12.96,13.08,12.72
12.84,13.20,13.32,12.60
13.08,12.96,13.80,12.48
13.08,12.72,13.32,12.72
12.60,13.68,14.40,12.60
13.68,13.80,13.80,13.32
13.80,13.44,13.80,12.85
13.44,13.20,13.80,12.96
13.08,12.96,13.08,12.48
12.60,12.24,12.96,12.24
12.24,12.84,13.08,12.24
12.84,12.36,12.96,11.94
12.36,12.24,12.60,12.24
12.36,12.30,12.60,12.12
12.24,12.24,12.96,12.13
12.36,12.72,12.72,12.00
12.48,12.48,12.72,12.00
12.24,12.36,12.48,12.00
12.12,11.88,12.12,11.76
11.96,12.24,12.36,11.88
12.24,11.88,12.24,11.76
11.88,11.28,12.00,11.16
11.04,11.76,12.12,11.04
11.40,11.64,11.76,11.04
11.16,11.25,12.00,10.68
11.16,11.52,11.98,11.16
12.12,11.16,12.12,11.04
11.16,11.28,11.84,11.16
11.18,11.52,11.88,10.68
11.40,11.18,11.88,11.06
11.13,11.21,11.88,10.72
11.80,11.22,11.85,10.68
11.28,11.16,11.52,11.04
11.04,10.68,11.15,10.32
11.28,10.98,11.40,10.56
10.73,10.68,11.40,10.50
10.63,10.80,10.86,10.32
10.80,10.44,11.04,10.20
10.08,10.56,10.92,10.08
10.44,10.44,11.04,10.08
10.21,10.47,10.80,10.08
10.22,9.88,10.65,9.72
9.73,9.18,10.09,8.68
9.00,9.30,9.72,9.00
9.43,8.92,9.48,8.80
9.06,9.08,9.24,8.88
9.00,9.38,9.38,8.83
9.24,9.35,9.84,9.12
9.48,9.66,9.84,9.22
9.72,9.48,9.90,9.24
9.60,9.84,9.96,9.32
9.60,9.51,9.84,9.50
9.42,9.60,9.96,9.32
9.60,9.36,9.60,9.15
9.48,9.21,9.48,9.02
9.01,9.57,9.57,9.01
9.48,9.12,9.48,9.12
9.12,9.09,9.12,8.88
8.80,8.64,9.12,8.64
8.58,8.04,9.12,7.92
8.20,8.52,9.03,8.04
8.54,8.28,9.24,7.92
8.28,7.80,8.64,7.63
7.69,8.28,8.88,7.69
7.99,7.87,8.28,7.68
8.04,8.40,8.51,7.44
8.10,7.92,8.35,7.08
7.75,7.80,8.28,7.58
7.80,7.80,8.40,7.80
7.92,7.68,8.28,7.20
7.68,8.40,9.14,7.68
9.00,8.87,9.36,8.52
8.88,8.86,9.48,8.40
8.71,8.85,9.42,8.71
8.64,8.94,9.01,7.80
8.16,8.64,8.76,7.80
8.52,8.52,8.64,8.04
8.30,8.39,8.64,8.04
8.26,8.16,8.76,8.04
8.05,7.81,8.05,7.80
7.69,7.66,8.11,7.35
7.68,6.96,7.68,6.96
7.08,6.60,8.04,6.29
6.69,6.84,7.68,6.60
6.85,7.20,7.56,6.60
7.08,8.04,8.04,7.08
7.80,9.24,9.36,7.56
8.88,8.82,9.60,8.40
8.16,8.18,8.88,7.81
7.80,8.04,8.71,6.96
7.80,7.95,8.62,7.80
7.81,8.41,8.41,7.81
8.15,8.28,8.64,8.04
8.28,7.76,8.64,7.76
7.78,7.56,8.04,7.02
7.44,8.16,8.40,7.44
8.05,8.37,8.64,7.92
8.28,8.15,8.88,7.68
7.81,8.16,8.76,7.81
7.92,7.98,8.64,7.92
8.04,8.05,8.40,8.04
8.16,8.16,8.40,7.92
8.16,8.16,8.40,7.92
8.04,8.28,8.40,7.92
8.16,7.92,8.28,7.92
7.87,7.92,8.40,7.87
7.90,8.16,8.40,7.68
8.35,7.92,8.40,7.92
7.92,8.04,8.04,7.80
8.40,8.04,8.40,7.92
8.04,8.16,8.38,7.92
8.00,7.85,8.09,7.80
8.40,7.92,8.40,7.70
8.38,8.24,8.64,7.70
8.40,8.88,9.00,8.16
8.76,8.52,9.48,8.52
8.58,8.28,9.00,8.04
8.28,8.28,9.24,8.04
8.05,8.28,9.00,8.05
8.28,8.28,8.96,8.16
8.84,8.64,8.87,8.40
8.64,8.28,8.64,8.28
8.28,8.76,8.76,8.28
9.10,8.40,9.10,8.40
9.24,8.15,9.24,7.90
8.28,8.07,9.09,7.81
7.93,7.56,8.43,7.56
7.79,7.44,8.64,7.44
7.56,7.68,8.28,7.32
7.80,7.58,8.40,7.44
7.61,7.32,7.92,7.20
7.74,8.64,9.00,7.27
8.90,9.00,9.36,8.64
9.24,9.12,9.36,8.04
9.00,8.76,9.06,8.58
9.00,9.31,9.36,8.40
9.10,9.16,9.24,8.88
9.15,8.64,9.15,8.58
8.70,8.76,9.12,8.70
8.87,8.04,9.00,7.99
8.28,8.71,9.00,8.04
8.76,8.16,8.76,7.50
8.16,7.68,8.16,7.33
7.99,8.16,8.64,7.50
8.16,8.04,8.16,7.80
8.28,7.68,8.33,7.68
7.68,7.80,8.28,7.68
7.75,7.92,8.28,7.68
7.70,7.80,7.80,7.44
7.56,7.56,7.80,7.56
7.20,7.32,7.80,6.86
7.10,6.96,7.54,6.96
7.16,7.32,7.56,7.15
7.53,7.08,7.56,7.04
7.08,7.20,7.56,7.08
7.18,7.21,7.44,7.18
6.96,7.03,7.20,6.96
6.91,6.90,7.38,6.84
6.85,6.75,6.96,6.75
6.73,6.85,7.08,6.73
6.84,6.72,7.08,6.72
7.08,6.85,7.08,6.84
7.07,6.72,7.32,6.60
7.32,6.84,7.32,6.73
7.13,6.90,7.32,6.84
7.29,6.84,7.29,6.72
6.72,6.60,6.96,6.60
5.71,6.75,7.00,5.71
6.87,6.51,6.87,6.31
6.42,6.40,7.99,6.40
6.46,6.67,6.67,6.36
6.64,6.68,7.10,6.42
6.65,6.50,6.78,6.40
6.65,6.34,6.75,6.34
6.38,6.54,6.70,6.31
6.30,6.36,6.66,6.30
6.36,6.18,6.37,6.18
6.30,6.55,6.64,6.30
6.56,7.08,7.15,6.56
7.10,7.78,7.97,7.10
7.87,8.05,8.19,7.75
8.05,7.61,8.05,7.61
7.85,7.79,8.10,7.79
7.92,7.77,7.92,7.67
7.74,8.02,8.11,7.64
8.03,8.59,8.83,8.03
8.60,8.57,8.76,8.52
8.73,8.65,8.86,8.59
8.70,8.45,8.74,8.45
8.68,8.65,8.68,8.55
8.56,8.14,8.56,8.14
8.10,7.84,8.29,7.06
8.02,7.89,8.22,7.74
8.09,7.84,8.09,7.61
7.42,7.92,7.96,7.42
7.97,7.74,7.98,7.67
7.66,7.41,8.01,7.41
7.52,7.39,7.68,7.26
7.45,7.40,7.55,7.25
7.40,7.62,8.00,7.28
7.69,7.64,7.86,7.45
7.56,7.69,7.70,7.50
7.66,7.77,7.96,7.66
7.77,7.71,7.77,7.46
7.67,7.54,7.72,7.52
7.55,7.69,7.69,7.41
7.67,7.62,7.67,7.39
7.46,7.39,7.76,7.39
7.77,7.62,7.84,7.49
7.62,7.54,7.65,7.40
7.54,7.90,7.90,7.54
7.82,8.06,8.43,7.71
8.13,8.64,8.64,8.11
8.61,8.88,8.88,8.58
8.80,8.98,9.00,8.80
8.89,9.19,9.23,8.89
9.23,9.30,9.62,9.22
9.60,9.72,9.75,9.49
9.75,9.72,9.75,9.56
9.69,9.80,9.95,9.69
9.95,9.93,9.95,9.83
9.90,9.80,9.94,8.53
9.58,9.46,9.86,9.32
9.79,9.60,9.79,9.52
9.66,9.40,9.67,9.40
9.40,9.32,9.77,9.10
9.26,9.15,9.68,9.12
9.20,9.05,9.33,9.00
8.90,8.35,9.00,8.34
8.48,8.26,8.48,8.11
8.22,8.22,8.83,8.22
8.23,8.23,8.47,8.08
8.54,8.44,8.61,8.35
8.37,8.90,8.98,8.36
8.79,9.20,9.22,8.79
9.33,9.58,9.60,9.33
9.51,9.56,9.85,9.08
9.72,9.18,9.86,8.63
9.25,9.40,9.63,9.25
9.06,9.27,9.60,9.05
9.58,9.17,9.68,9.17
9.37,8.82,9.47,8.82
9.04,9.34,9.36,8.85
9.14,9.29,9.51,9.14
9.59,9.22,9.59,9.18
9.09,9.11,9.38,8.79
9.42,9.27,9.42,9.27
9.30,9.35,9.63,9.30
9.27,9.12,9.30,8.98
9.05,9.00,9.06,8.88
9.00,8.95,9.28,8.90
9.11,9.21,9.46,9.02
9.12,8.93,9.43,8.78
9.24,8.93,9.24,8.80
8.86,8.86,8.92,8.86
8.90,9.00,9.06,8.78
8.80,8.89,9.00,8.79
8.87,8.95,9.04,8.78
8.86,9.00,9.30,8.78
9.20,8.94,9.20,8.80
9.00,8.91,9.20,8.88
9.05,8.65,9.18,8.65
8.46,8.47,8.74,8.46
8.44,8.50,8.70,8.43
8.53,8.95,8.95,8.42
8.68,8.70,8.85,8.48
8.77,8.64,8.77,8.43
8.42,8.62,8.87,8.42
8.77,8.43,8.79,8.42
8.56,8.60,8.76,8.49
8.43,8.89,8.89,8.43
8.63,8.92,9.28,8.46
9.37,8.53,9.40,8.53
8.66,8.66,9.29,8.65
8.65,9.20,9.22,8.65
9.25,10.37,10.60,9.25
10.40,10.90,10.94,10.40
10.99,10.91,10.99,10.51
10.73,11.22,11.22,10.64
11.15,11.09,11.28,10.21
11.15,11.19,11.20,10.93
10.95,12.99,13.68,10.95
12.61,13.11,13.44,12.57
13.01,12.90,13.34,12.15
12.90,12.38,13.46,12.20
12.49,12.63,13.00,12.49
12.54,12.65,12.75,12.44
12.75,12.98,13.28,12.63
12.98,13.36,13.45,12.78
13.34,13.23,14.56,12.85
