COHR,Coherent,NASDAQ
55.37,54.45,55.76,54.32
54.98,55.04,55.58,54.51
55.52,54.87,56.20,54.46
55.10,55.94,56.14,54.97
55.62,55.07,56.15,55.02
55.26,56.46,56.90,54.96
56.57,56.92,57.51,56.30
56.47,56.91,57.40,56.47
57.86,58.58,58.60,57.75
58.63,59.38,59.87,58.63
59.68,59.95,60.30,59.26
59.73,60.79,60.92,59.73
61.36,61.69,61.82,60.90
61.42,61.74,62.21,61.26
61.69,62.01,62.08,60.88
61.98,61.97,62.30,61.41
62.41,61.62,62.60,61.48
61.62,61.53,61.70,60.94
61.39,61.80,61.88,61.36
61.45,62.68,62.75,61.39
62.96,62.18,63.09,62.04
62.37,61.59,62.86,61.24
61.35,61.84,62.46,61.10
61.35,59.10,61.35,58.96
58.82,58.03,59.08,57.83
58.05,57.63,58.99,57.20
59.50,56.68,59.50,55.14
56.99,57.83,57.88,56.42
57.27,58.63,58.71,57.25
58.43,58.62,58.85,57.80
58.43,57.78,58.43,57.25
57.46,57.16,57.86,56.98
57.54,58.17,58.40,57.25
57.97,57.67,57.97,57.25
57.16,58.63,58.74,57.16
59.01,58.88,59.25,58.32
58.96,58.04,58.96,57.92
57.19,56.85,57.41,56.84
56.62,56.33,56.81,56.04
56.16,55.74,57.25,55.73
55.86,55.84,56.36,55.33
55.68,55.19,55.90,55.09
55.47,56.12,56.54,55.21
56.16,56.27,56.63,55.34
56.30,56.30,56.86,56.04
55.45,55.40,55.99,55.10
55.29,55.76,56.20,55.29
55.79,56.38,56.50,55.47
56.45,56.13,56.60,55.68
56.83,55.83,57.16,55.65
55.94,56.86,57.03,55.86
56.06,56.16,57.37,55.82
56.57,56.46,57.06,55.22
56.88,57.60,57.68,56.54
57.83,59.46,59.49,57.50
59.32,59.31,59.67,58.96
59.05,58.32,59.20,58.14
58.48,58.40,58.98,57.84
58.99,58.50,59.20,57.87
58.45,58.62,58.70,57.77
58.45,58.90,59.56,57.65
59.00,58.92,59.28,58.58
59.35,60.67,60.94,59.08
60.31,60.79,61.49,59.73
60.83,61.33,61.81,60.26
61.33,61.30,61.94,60.66
61.29,61.72,62.45,61.07
61.13,61.32,61.59,61.03
60.47,61.36,61.54,60.47
61.50,62.61,62.75,61.50
62.22,62.67,62.94,61.95
62.35,62.09,62.66,62.00
61.94,62.36,62.70,61.88
61.62,61.52,62.46,61.35
61.32,61.22,62.61,60.94
61.34,61.00,61.50,60.52
61.85,62.99,63.30,61.35
62.61,64.05,64.24,62.61
63.47,64.41,64.52,63.18
64.28,64.26,64.46,63.99
64.59,64.62,64.90,64.30
64.44,65.90,66.10,64.30
66.60,65.87,66.68,65.33
65.89,65.56,66.33,65.48
65.69,65.78,66.20,65.32
65.14,64.99,65.37,64.66
64.99,65.20,65.38,64.20
65.47,65.58,65.58,64.73
65.41,65.90,65.98,65.23
65.93,66.15,66.50,65.69
65.99,65.33,66.28,65.05
68.00,66.19,68.00,65.52
65.88,64.82,65.88,64.70
64.80,66.06,66.23,64.04
65.50,65.93,66.25,65.15
65.80,66.12,66.37,65.10
66.27,64.09,66.27,64.03
64.05,65.47,65.97,64.05
65.14,65.88,66.25,64.59
65.39,66.07,66.47,65.26
65.37,66.12,66.12,65.12
65.87,65.74,66.16,65.01
65.55,65.84,65.94,64.69
65.69,65.41,66.83,65.19
65.25,64.75,65.74,64.21
64.86,64.17,65.06,63.57
64.53,67.20,67.32,64.53
67.15,67.51,67.69,66.19
67.64,67.31,67.95,66.69
67.31,68.53,68.77,67.00
68.39,69.00,69.19,67.40
69.47,69.04,69.86,68.96
68.86,68.99,69.84,67.80
68.68,68.82,69.53,68.32
68.31,69.01,69.31,68.31
69.11,69.15,69.84,68.83
69.97,70.73,71.32,68.65
70.71,71.58,71.67,70.71
71.23,70.81,72.29,70.23
70.90,70.77,71.29,70.61
70.80,70.83,72.49,70.60
71.16,70.65,71.70,70.07
71.16,71.72,72.45,70.66
71.53,71.46,71.73,71.18
71.47,71.62,72.06,71.09
71.60,71.23,71.80,70.98
71.30,71.68,72.15,71.25
71.85,73.35,73.60,71.50
73.23,74.33,74.46,72.76
74.51,74.06,74.63,73.88
74.38,74.05,74.60,73.37
73.81,73.34,74.16,73.29
73.46,74.39,74.72,73.25
73.92,72.01,74.05,71.72
72.14,72.92,73.37,71.99
73.55,73.29,74.46,72.62
73.70,74.46,75.84,73.55
74.32,73.52,74.51,73.30
73.94,73.31,74.24,72.17
73.38,72.56,73.73,72.01
72.48,71.46,72.85,70.85
71.51,72.97,73.10,71.07
72.95,74.29,74.63,72.81
74.00,74.27,74.82,73.38
73.97,74.21,74.51,73.52
74.75,75.89,76.78,74.25
76.18,75.75,76.98,75.50
75.50,75.53,76.82,74.57
74.93,73.45,75.44,72.22
73.48,72.88,74.65,71.86
73.16,72.70,73.57,72.46
71.60,71.44,73.37,70.68
67.01,69.01,70.31,67.01
67.70,66.84,68.71,66.73
66.80,63.90,66.80,63.37
64.07,64.70,65.32,63.20
64.44,64.80,65.37,63.27
64.85,64.70,65.53,64.36
64.66,65.13,65.41,63.98
64.87,64.57,64.87,63.87
64.59,64.74,65.19,63.61
64.60,65.12,65.26,63.80
64.51,65.44,65.57,64.44
65.46,65.51,65.79,64.65
66.09,66.00,66.59,65.03
65.64,65.94,66.72,65.64
66.02,66.54,66.70,65.70
66.93,66.94,67.17,66.36
66.93,67.14,67.92,66.51
67.35,67.34,67.53,66.56
67.63,67.96,68.65,67.22
67.85,67.56,68.60,67.40
67.73,68.15,69.48,67.73
67.54,67.41,67.74,66.45
68.41,70.02,70.72,67.02
69.86,70.10,70.36,68.47
70.58,69.34,70.70,69.18
69.91,70.02,70.31,69.58
69.79,70.27,70.38,68.99
70.47,68.46,70.47,68.01
67.97,67.97,68.72,67.55
68.07,66.67,69.09,66.29
66.60,66.80,67.56,66.41
67.27,67.41,67.92,66.69
67.34,67.81,67.92,67.18
67.86,67.77,68.21,67.29
67.52,68.70,68.97,67.52
69.16,69.16,70.42,68.70
69.12,68.45,69.12,67.51
68.80,68.20,69.75,68.01
68.82,65.90,68.82,65.90
66.05,65.07,66.10,64.97
65.03,64.20,66.85,63.95
64.71,65.35,65.83,64.27
65.62,67.27,67.50,65.62
67.34,68.77,68.93,67.20
68.92,67.79,69.10,67.37
68.34,65.63,68.37,64.92
65.36,64.87,65.63,64.29
64.75,65.44,66.06,64.72
65.72,65.72,66.15,64.84
65.72,63.09,66.04,62.89
62.51,62.51,64.18,61.83
63.23,62.08,63.51,61.33
62.20,62.22,62.57,60.36
62.80,62.60,62.95,61.67
62.59,64.03,64.62,62.21
63.99,63.31,64.39,63.20
63.23,63.82,64.00,63.18
63.59,63.08,64.39,62.79
63.51,63.21,63.89,62.24
62.77,61.19,63.29,60.64
61.53,60.26,62.39,59.30
60.39,59.76,60.69,59.56
59.59,59.71,60.50,58.69
59.78,60.82,63.74,58.87
60.75,60.25,60.75,59.31
59.65,60.12,60.40,59.35
59.90,58.16,60.04,58.11
58.10,57.88,58.65,57.00
57.73,56.91,59.20,56.74
56.65,57.42,57.98,55.52
57.56,59.57,59.80,56.30
59.55,58.21,59.55,57.81
58.13,56.84,58.41,56.53
56.34,56.68,57.47,55.41
56.54,57.60,57.72,55.68
57.52,58.48,58.54,57.14
58.30,57.54,58.36,56.82
57.74,58.02,58.31,57.19
57.88,58.04,58.33,57.73
58.00,58.79,59.01,57.63
59.36,60.12,60.25,58.81
59.80,59.76,60.25,59.05
59.87,59.83,59.87,59.37
59.96,59.98,60.24,59.56
59.94,58.51,59.94,57.83
58.14,58.73,59.27,57.84
58.52,58.68,58.92,58.21
58.80,60.79,60.90,58.33
61.29,61.67,62.29,60.54
61.52,62.23,62.71,61.37
61.82,62.01,62.14,60.85
61.86,62.20,62.66,61.51
62.00,62.09,62.23,61.50
62.40,62.59,62.84,61.75
62.33,62.66,62.81,62.20
62.48,64.57,64.62,62.27
64.29,64.55,64.93,63.89
64.89,64.76,65.43,64.50
65.59,66.08,66.43,64.58
66.12,66.85,67.00,66.10
66.62,66.00,67.88,65.94
65.50,65.79,66.26,64.93
65.77,65.12,65.77,64.41
64.59,65.72,65.92,64.54
65.48,66.17,66.38,65.15
66.38,67.44,68.32,66.38
67.28,67.09,68.15,66.26
67.22,67.58,67.93,67.19
67.20,66.12,67.20,65.90
66.04,65.31,66.04,64.55
65.41,65.56,65.87,64.62
64.03,64.00,64.85,63.48
63.90,64.08,64.32,63.41
64.75,64.72,64.97,64.08
64.60,63.02,64.60,62.72
63.33,61.74,63.33,61.62
61.25,60.25,61.44,60.00
60.14,61.25,61.54,59.88
60.88,60.74,61.19,60.37
61.32,61.20,61.87,60.76
61.28,60.57,61.28,60.21
60.57,59.98,61.01,59.75
59.32,59.23,59.81,58.89
59.14,59.52,59.75,58.15
59.90,59.83,60.53,59.57
60.52,59.98,60.55,59.82
58.22,58.91,60.30,58.22
59.02,58.46,59.47,57.82
58.70,59.29,59.48,57.80
58.98,59.80,61.26,58.76
59.33,60.43,61.11,59.33
60.41,60.59,61.09,60.04
60.67,61.20,61.53,60.59
61.21,60.89,61.64,60.80
60.54,60.26,61.28,59.89
60.52,60.91,61.08,60.25
60.83,61.10,61.27,60.67
61.68,60.60,62.22,59.70
61.19,61.72,61.88,60.90
61.56,61.92,62.21,61.01
61.71,62.09,62.40,61.01
62.02,63.59,63.66,61.37
63.34,64.13,64.59,63.01
64.63,64.05,64.63,63.76
64.14,65.20,65.40,63.36
65.20,64.53,65.66,64.34
64.16,64.28,64.95,63.89
64.30,64.47,64.52,63.90
64.92,64.76,65.37,64.37
65.02,64.45,65.33,64.20
64.55,64.56,65.62,64.34
64.27,64.54,64.60,64.05
64.55,65.06,65.36,64.07
64.80,64.71,65.78,64.16
64.66,65.28,65.53,64.16
64.72,65.89,66.28,64.35
65.73,66.50,66.58,65.31
66.50,66.50,66.76,66.01
66.50,66.51,66.85,66.20
66.50,66.58,67.17,66.40
66.70,67.24,67.36,66.70
67.39,65.93,67.48,65.64
65.39,64.34,65.60,64.10
64.04,63.84,64.24,63.60
64.02,64.16,64.50,63.42
64.16,62.67,64.16,62.61
62.81,62.94,63.18,62.23
62.16,61.96,62.67,61.71
61.91,61.37,62.61,61.22
61.42,59.95,61.89,59.74
59.92,60.78,61.45,59.48
61.13,60.38,61.50,60.30
60.49,59.42,60.84,59.26
59.17,58.34,59.67,58.03
58.37,59.90,60.21,57.86
59.79,58.15,59.87,58.00
57.83,55.74,58.12,55.68
55.93,56.09,56.93,54.98
56.67,55.90,57.56,55.67
55.08,57.44,57.76,55.00
56.92,58.78,59.21,56.92
59.69,57.85,59.69,57.67
57.55,58.66,58.66,57.51
59.08,59.68,59.98,58.92
59.68,58.50,60.77,58.34
59.25,60.22,60.57,58.70
60.27,59.62,61.38,59.41
59.81,59.74,59.95,58.71
60.32,62.51,62.75,59.47
62.51,62.67,62.96,61.79
62.48,62.81,63.01,60.94
64.40,65.15,65.20,62.67
64.96,64.84,65.73,64.51
64.38,64.88,65.14,64.11
61.23,59.23,63.50,58.43
59.15,57.50,59.15,57.12
57.50,58.45,58.51,56.94
58.45,58.41,58.51,57.74
58.23,58.12,58.44,57.64
57.67,58.88,58.91,57.67
58.78,58.14,58.96,57.96
58.01,58.38,58.59,57.56
58.07,57.31,58.39,57.25
57.31,57.23,57.86,56.90
57.06,55.82,57.28,55.72
55.68,55.78,56.37,55.22
56.35,56.06,56.61,55.55
56.06,56.70,56.86,55.72
56.70,56.84,57.12,56.28
56.90,56.96,57.42,56.76
57.27,55.36,57.27,55.17
55.34,54.53,55.46,54.34
54.64,55.20,55.59,54.25
55.39,56.73,56.97,54.95
56.51,57.58,57.89,56.40
57.76,59.65,59.94,57.71
59.32,59.40,59.97,58.86
58.64,60.00,60.00,58.11
59.81,58.41,60.10,58.33
58.85,59.14,59.48,58.66
58.27,58.29,59.36,57.83
58.75,58.65,59.27,57.76
58.46,58.60,59.90,58.35
58.60,60.89,61.19,58.33
61.40,61.38,61.75,60.76
61.24,62.18,62.52,61.02
62.61,62.19,62.79,62.06
62.40,62.21,63.24,61.60
62.29,62.43,62.88,62.05
62.74,62.61,62.85,61.97
62.57,62.25,62.92,61.92
61.70,61.94,62.38,61.30
62.31,60.72,62.31,60.59
61.07,60.00,61.61,59.00
59.41,58.00,59.41,57.85
58.24,56.81,58.63,56.53
57.38,56.78,57.54,56.30
57.45,57.99,58.64,56.55
57.89,58.00,59.02,57.23
57.90,57.35,58.39,56.39
58.00,57.51,59.18,56.76
56.35,56.85,57.07,56.21
57.01,54.64,57.01,54.62
54.50,54.49,55.29,53.82
54.49,54.70,55.18,53.76
54.45,54.43,55.20,54.01
54.75,54.78,54.92,53.90
54.65,55.81,55.96,54.63
55.68,56.28,56.48,54.78
55.72,55.91,56.69,55.49
56.36,55.10,56.47,54.93
55.58,54.30,55.58,53.95
57.88,61.88,65.08,56.73
61.91,63.47,63.95,61.81
63.50,64.48,64.91,63.50
64.00,64.60,65.53,63.99
64.77,65.22,65.79,64.55
65.40,64.50,66.45,64.32
64.55,63.91,65.31,63.79
64.52,63.79,64.52,63.13
63.58,64.36,64.95,63.56
64.77,64.70,65.52,63.39
64.71,64.95,65.25,64.26
65.00,64.53,65.45,64.16
64.24,64.54,64.77,63.86
64.22,64.68,64.96,64.20
64.80,64.57,65.29,64.05
64.38,64.58,64.83,63.39
64.44,64.69,65.62,64.33
64.57,64.62,64.98,63.79
64.65,64.61,64.96,64.17
64.70,64.24,64.83,63.88
64.09,65.47,65.50,63.90
65.14,66.49,66.96,64.90
66.17,65.50,66.96,65.15
65.51,66.18,66.71,64.64
65.65,64.36,66.62,63.88
64.49,64.81,65.45,64.00
64.15,63.68,64.96,63.45
63.94,65.41,65.75,63.26
65.75,66.41,66.48,65.06
66.38,66.13,66.38,64.83
66.40,65.28,66.64,65.19
65.06,65.00,65.39,64.42
64.76,65.74,66.13,64.23
65.54,65.93,66.20,64.85
66.22,67.33,67.73,65.90
67.04,67.97,68.50,66.93
67.75,67.62,68.44,67.24
67.62,65.02,67.82,64.91
64.91,64.61,65.46,64.25
64.45,64.19,64.94,63.85
64.45,66.15,66.32,64.25
65.72,64.96,65.72,64.34
64.59,64.30,65.14,63.45
64.14,64.61,65.49,64.14
64.37,65.03,65.38,64.08
65.02,65.16,65.47,64.42
65.01,66.81,66.89,64.73
66.89,66.86,67.27,65.33
67.18,66.82,67.20,66.29
66.72,66.58,67.03,66.09
66.49,65.80,66.75,65.25
66.29,67.74,67.97,65.94
67.38,68.14,68.41,66.93
67.18,67.38,67.75,66.45
67.61,67.15,67.69,66.71
67.20,66.98,67.27,66.25
66.79,66.80,67.00,65.74
66.41,66.71,67.04,66.37
66.94,65.14,66.94,64.90
65.00,64.75,65.59,64.05
63.76,65.00,65.34,62.75
64.37,63.67,64.48,63.52
62.97,60.00,63.29,58.26
60.07,60.14,60.46,59.42
60.00,60.09,60.90,59.96
59.67,60.09,61.00,59.40
60.10,60.20,60.42,59.75
60.01,60.60,60.95,59.54
60.58,61.16,61.25,60.33
61.38,62.02,62.93,61.38
61.96,61.55,62.27,61.20
61.89,61.70,62.33,61.69
62.00,62.76,62.98,61.66
62.50,62.59,62.99,62.18
63.01,64.06,64.70,62.55
63.83,63.41,63.96,63.04
63.34,62.78,63.38,62.59
62.84,64.77,66.37,62.84
64.72,63.51,64.84,62.98
63.13,62.25,63.13,61.74
62.31,62.02,62.61,61.16
61.83,62.36,62.55,61.45
62.27,62.24,62.92,61.40
62.74,62.79,63.24,61.16
63.09,62.69,63.85,62.67
62.69,64.00,64.07,62.63
63.69,62.62,63.70,62.37
62.67,63.87,64.00,62.25
63.70,64.16,64.79,63.43
64.30,64.21,64.73,63.23
64.46,65.40,66.22,64.23
65.35,64.89,65.61,63.72
64.89,65.24,65.42,64.10
65.19,65.15,65.43,63.64
65.12,64.89,65.91,64.70
65.00,64.45,65.36,64.23
64.52,65.00,65.71,64.09
65.15,64.90,65.17,64.18
65.16,65.66,65.81,64.51
65.59,66.73,67.07,65.12
66.54,66.29,66.64,65.25
66.36,65.04,66.44,64.61
65.32,65.11,65.76,63.89
64.62,63.03,64.90,62.90
63.71,63.48,64.33,62.92
63.95,63.48,64.07,62.46
63.40,62.53,63.40,62.38
62.15,62.72,62.90,61.93
62.68,62.51,62.84,61.39
61.90,61.54,62.39,61.10
62.35,61.35,62.36,61.12
62.09,62.48,62.70,61.72
62.58,63.02,63.02,62.43
63.07,63.47,63.97,62.80
63.31,62.82,64.16,62.61
63.37,63.66,64.34,62.98
63.79,62.71,63.79,62.45
62.35,61.57,62.71,61.24
61.39,61.18,62.53,60.83
60.98,61.12,61.34,60.74
61.23,59.78,61.30,59.02
59.59,58.73,59.82,58.62
58.52,58.36,59.32,57.93
58.84,58.32,59.13,57.12
58.33,60.28,60.70,58.33
59.57,60.58,61.27,59.57
58.00,57.95,59.61,56.27
57.90,57.25,57.90,56.92
57.24,57.31,57.83,57.24
57.69,58.79,58.83,57.69
58.75,58.48,59.20,58.28
58.27,58.41,59.03,58.18
58.60,59.09,59.30,58.59
58.59,58.73,59.32,58.45
58.28,58.77,59.07,57.18
58.71,57.85,58.79,57.58
57.62,58.79,59.10,57.38
58.67,59.24,59.42,58.53
59.19,58.02,59.20,57.87
57.65,57.58,58.12,56.38
57.03,57.20,58.12,56.61
56.12,57.20,58.56,56.12
54.78,55.74,57.27,54.78
57.71,54.64,57.71,54.51
56.02,55.93,56.57,55.19
56.43,57.02,57.56,55.44
56.74,57.83,57.86,56.74
57.41,58.30,58.40,57.10
57.04,55.54,57.90,55.35
56.37,56.07,56.37,55.03
56.17,55.94,57.02,55.64
55.29,54.72,55.87,54.52
55.62,56.22,56.53,54.82
56.75,55.69,56.75,55.60
55.45,55.84,56.51,55.30
55.47,55.25,55.93,54.73
55.34,55.34,55.86,55.07
55.58,57.49,58.07,55.58
57.68,58.27,58.52,57.38
58.34,58.47,59.50,57.90
57.67,57.78,58.74,57.63
58.29,57.53,58.83,57.41
56.80,56.78,57.19,56.17
56.95,55.47,56.95,55.14
55.15,55.17,55.36,54.32
55.27,54.93,55.94,54.48
54.63,54.47,55.15,54.37
54.60,54.15,54.89,54.10
54.60,54.70,55.15,54.39
54.64,53.09,54.85,52.68
52.65,54.68,54.82,52.15
55.01,56.70,56.70,54.69
56.70,56.53,57.06,56.22
56.81,57.54,58.16,56.67
57.46,58.13,58.29,57.15
58.34,57.81,59.36,57.36
57.98,57.88,58.69,57.33
57.45,57.03,58.28,56.80
57.02,56.60,57.46,56.37
56.81,57.41,57.87,56.02
57.62,56.00,57.62,55.54
55.55,55.01,55.91,54.97
54.91,55.38,55.69,54.57
55.67,53.72,55.67,53.67
54.02,54.01,55.29,53.56
54.58,54.49,55.05,54.00
54.24,52.69,57.44,52.37
52.38,52.46,53.47,52.17
52.72,55.25,55.26,52.72
54.88,54.73,55.23,54.46
54.68,54.20,54.94,54.14
54.04,55.88,56.02,54.04
55.50,56.34,56.75,55.32
56.30,55.89,56.30,55.00
66.00,62.75,69.67,62.51
61.92,63.77,64.11,60.12
62.97,63.29,63.71,61.94
62.79,63.21,63.70,62.64
62.98,62.11,63.53,62.09
61.80,61.56,62.79,61.40
61.09,61.06,62.00,60.73
61.23,62.69,62.72,61.23
62.75,63.24,64.09,62.66
63.18,64.49,64.75,63.10
64.22,66.01,66.18,63.90
66.39,66.82,67.08,64.58
66.72,65.81,67.38,65.14
65.52,67.41,67.87,65.30
67.47,67.24,67.69,67.00
67.14,67.85,68.62,66.80
68.00,67.92,68.50,67.67
68.23,68.10,68.64,67.55
68.00,67.77,68.68,67.58
68.26,67.69,68.47,67.06
67.66,68.33,69.39,67.53
67.85,66.86,68.36,66.57
66.01,66.26,67.01,65.78
66.34,64.68,66.93,64.63
64.78,65.48,65.99,64.46
64.48,65.00,65.73,64.39
64.93,65.11,66.59,64.42
65.60,66.15,66.85,65.22
66.48,66.24,66.57,65.33
66.34,65.73,66.69,65.56
65.36,63.81,66.01,63.44
64.28,65.48,65.70,63.71
65.73,67.11,67.46,65.32
67.40,66.90,67.92,66.46
66.90,66.98,67.57,66.30
66.78,66.58,67.05,65.64
67.03,66.69,67.54,65.93
66.57,66.30,66.76,65.99
65.96,65.11,65.97,65.05
63.95,62.24,64.00,62.15
62.60,62.83,63.31,62.00
61.84,62.00,62.23,61.33
60.98,60.81,61.75,60.63
61.16,60.17,61.97,60.09
60.81,60.24,62.04,59.76
60.58,61.29,62.33,59.75
61.43,60.26,62.00,59.37
61.04,61.12,62.33,60.54
59.82,58.63,60.86,57.65
59.25,57.96,59.66,57.32
57.29,59.80,60.55,56.72
60.00,59.14,60.19,58.61
60.20,61.28,61.31,59.97
61.03,60.56,61.92,60.40
60.80,62.65,62.92,60.80
62.15,62.87,63.59,62.15
63.46,62.54,65.91,62.26
69.74,77.27,82.76,68.50
76.52,77.81,79.30,76.04
76.99,78.52,79.64,76.64
78.90,78.09,79.54,77.76
78.27,79.43,79.50,77.37
78.88,76.42,78.88,76.31
75.47,78.16,78.29,75.02
77.12,78.04,79.12,75.84
78.72,77.98,79.73,77.92
76.55,74.41,77.58,73.05
74.89,76.80,77.06,74.22
77.60,77.55,77.67,76.46
77.74,80.55,81.17,77.55
80.49,78.98,82.70,78.74
78.91,82.15,82.32,77.77
82.80,83.63,84.61,82.80
84.07,83.10,85.67,83.08
82.12,84.41,84.73,81.26
84.37,84.00,84.75,83.24
84.37,84.00,84.37,83.45
84.00,84.60,85.61,83.99
85.67,85.16,86.41,84.60
84.91,86.01,86.09,84.32
85.72,84.74,86.00,83.45
84.24,84.79,85.45,84.00
85.78,87.06,88.66,85.20
86.80,86.02,87.16,85.45
86.70,86.09,86.70,85.63
86.36,85.04,86.60,84.11
85.69,86.91,86.98,84.06
86.84,85.98,87.98,85.94
85.43,84.87,85.59,84.64
84.61,85.07,85.59,84.12
85.22,88.12,88.56,84.23
88.62,89.43,90.82,88.01
89.46,89.90,91.88,89.08
89.10,89.07,89.76,88.56
89.00,88.56,89.60,87.69
88.13,88.74,89.59,87.45
88.79,89.16,89.61,87.15
88.77,92.15,92.30,87.38
92.34,90.98,93.05,90.76
91.02,91.90,93.11,90.14
91.12,92.58,94.00,91.12
92.72,90.96,92.72,90.65
90.61,90.64,92.05,90.44
90.77,91.21,91.37,89.35
90.76,89.98,91.40,89.77
90.23,91.19,91.63,89.61
91.92,91.10,92.82,90.82
91.35,92.12,92.85,91.10
92.71,95.33,95.66,92.00
95.01,96.82,97.71,94.63
96.25,95.81,96.85,95.57
95.67,96.00,96.70,94.80
96.43,95.57,96.83,95.19
95.50,94.10,95.50,93.88
94.29,93.75,94.77,93.52
94.08,94.83,95.13,93.90
94.64,94.89,95.12,94.33
95.37,96.90,96.93,95.22
96.86,98.02,98.08,95.80
97.29,95.42,97.29,94.29
95.04,93.40,99.82,89.77
93.40,90.70,93.40,90.11
90.38,89.02,90.38,88.54
87.88,89.52,90.32,86.69
89.61,89.21,90.33,88.34
88.79,90.17,90.47,86.97
90.50,88.01,90.54,87.41
88.21,87.39,88.32,86.41
87.11,86.81,87.77,86.35
87.35,86.94,87.69,86.26
86.54,85.49,87.54,85.35
85.70,85.64,86.73,85.33
81.00,84.11,85.63,81.00
83.64,85.56,86.45,83.22
85.20,85.38,86.07,85.00
85.64,87.47,87.69,83.56
87.78,89.61,89.95,87.31
90.43,92.68,93.19,90.23
93.09,92.07,93.80,91.32
92.04,92.63,93.23,89.69
92.85,96.10,96.20,92.39
96.04,94.62,96.10,94.10
94.20,95.63,95.98,94.20
95.51,97.20,97.26,94.93
96.92,97.53,97.71,95.97
97.58,98.03,98.37,95.84
98.21,98.26,98.48,97.06
98.24,97.34,98.49,96.13
96.92,96.31,96.92,95.04
95.31,94.50,96.39,91.50
94.35,93.24,95.04,92.55
92.97,94.29,94.44,92.75
94.60,94.19,95.45,93.66
93.57,94.82,94.92,92.86
95.05,93.37,95.05,92.84
94.57,93.74,94.89,93.71
93.90,93.50,93.90,93.06
94.04,92.03,94.34,91.51
92.96,93.72,94.30,92.31
89.47,89.38,91.32,88.00
88.49,86.62,88.98,86.46
87.21,86.52,87.94,86.32
87.33,87.57,88.50,86.74
87.95,91.78,91.88,87.22
91.78,90.50,93.00,90.02
89.80,89.43,90.91,89.04
88.61,89.99,90.53,88.56
90.30,90.41,91.09,90.18
91.34,93.01,93.32,91.34
93.79,93.03,94.32,92.93
93.75,94.76,95.03,93.24
95.55,95.20,95.72,94.71
96.05,94.39,96.05,94.32
95.11,94.56,95.11,93.61
94.10,94.76,96.23,94.10
94.74,93.59,95.20,93.10
94.18,94.25,94.43,93.02
94.31,93.46,97.59,93.17
93.69,96.44,96.74,92.93
96.34,95.85,96.85,95.75
96.27,95.74,96.97,94.09
96.00,98.71,99.85,95.83
102.00,103.75,105.00,100.15
103.75,106.05,107.15,103.74
105.38,107.10,107.72,105.38
107.23,105.66,107.50,105.61
105.82,105.49,106.38,105.12
105.63,106.07,106.20,105.16
106.50,105.87,107.12,105.47
106.65,105.47,106.65,104.51
105.71,108.36,108.70,105.63
108.99,108.49,109.40,106.24
108.49,109.19,110.48,108.49
109.30,108.60,109.30,108.06
108.60,109.39,109.70,107.75
109.16,109.35,109.96,107.73
109.31,108.96,109.92,108.33
108.40,109.55,109.58,108.40
109.28,111.45,112.09,108.30
111.49,110.77,111.49,109.36
110.64,110.98,111.80,110.64
111.04,109.38,111.19,109.22
108.52,108.38,109.29,107.50
108.43,107.70,109.29,106.64
107.50,107.26,108.17,106.70
106.93,107.46,107.67,106.83
107.26,105.18,107.26,105.14
105.41,106.11,106.77,104.90
106.74,105.72,107.25,105.14
105.26,105.84,105.85,105.05
106.00,105.88,106.47,104.64
106.22,105.91,106.22,105.09
105.26,102.58,105.26,102.34
101.80,103.44,103.73,101.42
102.99,101.80,103.19,101.52
101.96,101.54,102.74,101.24
101.71,104.80,105.16,101.33
105.20,104.70,105.21,103.84
104.90,106.36,107.47,104.90
107.18,106.95,107.18,105.84
107.61,110.50,110.52,106.11
111.00,111.63,111.97,110.12
110.91,110.97,111.39,109.99
110.60,110.79,112.40,110.12
111.03,110.69,111.54,110.36
111.12,110.69,111.31,110.00
110.41,109.26,110.41,108.83
109.38,110.54,112.24,108.93
110.60,109.73,111.29,109.09
109.59,108.89,110.70,108.30
109.41,108.96,109.93,108.76
108.67,113.37,113.70,108.42
113.83,111.11,113.83,110.25
111.71,112.05,113.09,111.54
111.98,110.56,111.98,109.37
110.39,108.97,110.50,108.80
108.57,105.82,108.57,105.46
105.67,104.85,106.85,104.78
104.51,103.70,105.89,103.70
104.52,103.08,106.99,103.05
103.46,103.27,103.54,102.49
102.71,103.14,104.08,102.03
102.31,104.56,104.75,101.79
105.07,106.83,106.88,104.50
108.37,105.97,108.83,105.48
105.73,105.51,106.65,104.17
106.12,105.62,106.75,105.00
105.68,105.68,106.75,103.65
105.66,104.12,106.57,103.63
104.03,102.08,104.95,101.57
101.69,101.43,102.23,100.01
107.00,114.57,117.96,107.00
115.20,115.60,118.37,114.57
117.47,117.17,117.80,116.16
116.69,116.57,117.57,116.21
115.51,120.35,120.50,115.00
118.83,120.70,121.82,117.35
120.70,125.89,126.22,120.70
127.90,126.32,127.98,124.70
125.25,126.99,127.34,125.16
126.94,128.88,128.90,126.73
128.38,129.10,130.32,127.87
129.26,130.86,130.94,128.61
130.91,129.98,131.56,129.22
129.95,131.62,131.69,129.00
131.99,132.12,133.77,131.17
131.14,133.40,134.20,131.14
132.72,131.88,133.63,131.34
130.86,132.99,133.85,130.52
134.03,130.50,134.37,130.31
130.58,126.96,134.97,124.94
127.28,128.77,129.18,125.45
129.27,130.31,130.80,129.07
130.75,128.98,130.75,128.60
128.37,132.01,132.33,128.21
132.00,135.98,136.38,131.09
