UTX,United Technologies Corporation Common Stock,NASDAQ
93.24,92.35,93.47,92.20
92.92,92.18,93.05,91.36
91.27,91.49,92.47,90.30
92.13,91.78,92.44,91.33
92.63,92.98,93.38,92.14
93.37,93.51,93.59,92.71
93.22,92.94,93.84,92.42
93.31,94.74,95.23,93.31
94.71,93.80,95.11,93.49
93.55,94.73,95.11,93.12
95.50,96.53,96.63,95.42
97.05,96.98,97.77,96.80
97.77,98.02,98.53,97.56
98.01,97.79,98.10,97.38
98.93,99.69,99.78,98.82
99.61,99.83,100.70,99.02
100.08,100.24,100.50,99.72
100.11,99.99,100.66,99.85
100.82,100.86,101.00,100.41
100.94,101.34,101.48,100.74
101.42,102.48,102.50,101.20
103.53,102.11,103.53,102.02
103.30,105.12,105.66,103.03
105.47,104.99,105.50,103.76
105.08,104.79,105.09,103.89
104.38,104.97,105.06,103.98
104.42,105.07,105.21,104.33
105.50,105.57,106.01,104.97
105.77,105.57,106.55,105.33
106.42,107.18,107.85,106.42
107.06,107.77,107.86,106.59
107.34,106.64,107.38,106.59
106.45,105.20,106.45,104.77
104.90,106.03,106.21,104.70
106.57,106.26,107.16,105.61
106.06,105.62,106.49,104.98
105.13,105.54,105.72,104.91
105.82,106.80,107.39,105.35
106.28,105.06,106.65,104.93
103.96,102.99,104.17,102.68
102.96,103.08,103.72,102.72
102.83,102.63,103.43,102.53
102.63,102.40,102.94,101.90
102.20,101.70,102.48,101.21
102.09,102.96,104.00,101.65
103.00,102.80,103.75,102.65
102.90,102.30,103.48,102.30
101.21,99.94,101.82,99.70
99.79,99.98,100.38,99.71
99.73,100.46,100.89,99.50
100.73,100.10,100.79,99.73
101.10,102.66,103.13,101.09
102.44,103.36,103.41,102.06
103.23,103.68,104.13,102.84
104.12,103.23,104.40,102.18
103.54,104.48,104.80,103.54
105.25,106.26,106.41,105.00
106.77,107.83,107.83,106.42
107.80,107.83,109.13,107.65
108.01,108.39,108.39,107.40
109.53,109.70,110.00,109.05
109.60,110.39,111.47,109.49
110.10,111.01,111.09,108.91
111.52,112.00,112.46,111.34
112.00,109.58,112.19,109.58
109.68,109.42,110.84,109.10
109.55,110.00,110.60,109.10
109.86,109.26,110.89,109.23
109.67,109.66,110.38,109.11
108.99,109.36,109.57,108.30
108.86,107.82,109.01,107.50
108.08,107.38,108.48,106.35
106.74,104.98,106.76,104.55
104.83,103.69,104.98,102.73
103.77,104.27,104.62,103.30
103.44,104.03,104.75,103.00
104.01,102.76,104.48,102.73
103.00,102.84,103.39,102.21
104.37,105.92,105.92,103.98
105.68,107.01,107.03,105.37
106.03,106.90,107.07,105.68
106.82,105.80,106.91,105.77
106.51,106.43,107.14,105.97
105.98,108.02,108.16,105.98
108.08,107.74,108.44,107.06
107.90,107.62,107.94,106.95
107.62,106.13,108.56,105.07
106.20,106.39,106.92,105.66
107.35,107.06,107.49,106.21
106.91,107.52,107.53,106.53
107.09,105.99,107.24,105.91
106.02,106.42,106.45,105.76
106.59,105.95,107.23,105.68
105.90,106.25,107.24,105.73
106.45,107.51,107.73,106.41
108.31,107.98,108.44,107.48
107.59,107.68,108.26,106.71
108.23,108.67,108.98,108.10
108.78,107.27,109.27,107.09
107.01,108.55,108.59,106.79
108.54,108.08,108.60,107.78
107.89,107.45,107.97,107.15
106.55,107.46,107.54,106.02
108.50,108.69,108.97,107.48
108.82,108.59,109.00,108.19
108.60,109.13,109.91,108.60
108.92,109.10,109.49,108.80
109.30,108.83,109.67,108.60
109.12,109.77,109.85,108.99
109.74,110.20,110.33,109.23
110.95,110.31,110.99,110.09
110.41,110.94,111.50,110.25
111.23,111.51,111.90,111.08
111.30,110.86,111.61,110.70
111.17,110.31,111.40,110.11
109.92,109.69,110.53,109.26
109.34,108.94,109.56,107.99
108.09,109.05,109.58,108.09
110.24,111.12,111.20,110.07
111.05,111.18,111.55,110.71
110.67,110.98,111.61,110.09
111.08,108.66,111.20,108.65
108.50,108.09,108.93,107.36
106.16,107.35,107.89,105.90
107.81,108.53,109.12,107.50
108.99,107.62,109.13,107.38
108.00,109.81,109.85,106.95
109.63,109.50,109.99,109.19
109.22,110.66,111.13,109.07
111.42,110.82,111.47,110.57
110.80,111.47,111.60,110.68
111.61,112.69,112.76,111.56
112.85,112.80,113.04,112.44
112.90,112.73,112.90,112.10
113.16,113.80,113.94,113.08
112.90,112.49,113.21,112.31
112.95,112.90,113.51,112.73
113.38,112.79,113.84,112.16
113.12,113.51,113.97,112.90
112.94,113.65,113.94,112.56
114.07,113.71,114.23,113.05
114.25,113.83,114.71,113.00
113.26,112.80,114.35,112.62
112.67,112.63,113.41,112.12
112.57,114.07,114.28,112.55
113.88,114.22,114.39,113.59
113.69,114.21,114.47,113.65
114.84,114.99,115.98,114.46
117.49,116.12,118.20,115.45
115.08,114.84,115.92,114.49
114.02,111.80,114.35,111.77
111.88,113.79,114.81,111.57
113.59,113.86,113.93,112.99
113.06,113.27,114.05,112.43
113.98,114.68,115.27,113.65
112.98,114.02,114.93,112.37
114.11,110.16,114.74,110.11
108.37,109.10,110.02,107.50
108.30,107.91,108.89,107.00
108.10,109.45,109.50,108.10
110.03,110.73,111.17,109.99
110.59,111.60,111.68,110.33
111.75,112.96,113.20,111.39
112.53,112.78,112.86,111.97
112.18,113.30,113.58,111.69
113.26,113.87,114.14,112.37
114.00,113.74,114.11,112.96
113.44,114.04,115.28,113.41
114.36,115.05,115.40,113.47
115.29,115.38,116.08,114.72
115.77,116.49,117.58,115.30
116.05,115.89,116.67,115.56
115.89,116.11,116.79,115.61
116.13,116.61,116.63,115.65
116.92,117.02,117.91,116.20
115.60,116.76,117.10,115.45
117.80,117.59,118.17,117.15
118.16,117.41,118.42,117.33
118.08,117.76,118.20,117.26
118.24,118.31,118.40,117.60
118.20,117.77,118.40,116.90
117.79,115.64,117.82,115.50
115.41,115.81,115.83,114.51
116.02,112.89,116.50,112.32
113.04,112.60,114.36,112.42
113.17,114.41,114.88,113.05
114.71,114.68,115.29,114.34
114.64,114.01,115.10,112.84
114.03,113.77,114.50,113.00
116.52,114.57,117.60,114.41
114.97,113.75,115.20,112.93
114.37,115.20,115.24,113.79
115.85,114.58,116.29,114.58
114.29,113.80,114.70,113.30
114.20,114.81,115.44,114.12
115.48,116.84,116.96,115.28
117.09,117.92,118.00,116.78
119.61,119.87,120.13,118.75
119.99,119.77,120.00,119.12
120.24,118.18,120.49,117.98
117.20,116.18,118.66,116.11
115.82,115.77,116.35,114.94
116.07,117.04,117.07,115.60
117.01,114.56,117.41,114.49
114.15,113.93,115.21,113.54
114.72,114.94,115.30,113.95
115.30,115.84,116.08,113.93
117.00,118.07,118.09,115.91
118.50,118.57,119.29,118.10
118.68,118.30,119.06,118.19
119.28,119.19,120.66,119.00
119.08,119.65,119.94,118.94
120.08,118.98,120.08,118.55
118.46,117.21,118.85,116.89
117.82,117.70,118.38,116.39
117.92,117.56,118.35,117.06
117.61,118.33,118.83,117.47
118.03,116.80,118.52,116.61
116.03,116.52,117.42,115.85
116.03,116.82,117.15,115.51
116.33,116.01,116.62,115.91
116.27,116.91,117.07,115.63
116.87,117.02,118.09,116.78
116.82,116.99,117.28,116.15
117.44,118.63,118.75,117.39
119.02,118.74,119.19,118.68
118.56,117.32,118.57,117.16
117.05,115.70,117.25,115.34
115.87,114.58,116.22,114.48
114.07,115.02,115.57,113.92
114.83,113.10,115.13,112.60
113.60,114.84,114.96,113.60
114.47,115.04,115.51,114.28
115.06,115.54,115.66,114.93
116.09,115.85,116.33,115.65
115.93,115.95,116.55,115.83
116.23,116.35,116.65,115.79
116.29,116.22,116.79,115.78
116.41,117.40,117.55,116.20
118.00,117.82,118.22,117.56
117.90,117.14,117.98,116.82
117.28,118.17,118.40,116.93
118.43,118.90,118.90,118.28
119.00,120.09,120.19,118.48
119.69,119.13,119.84,118.56
118.60,118.30,118.69,117.86
117.85,116.85,118.24,116.56
116.92,116.79,117.27,116.30
116.53,116.87,117.21,116.20
116.37,117.01,117.36,116.20
117.09,117.23,117.47,115.93
117.47,117.58,117.74,116.66
118.11,117.99,118.28,117.44
117.78,117.13,117.93,116.71
116.69,115.68,116.99,115.65
115.64,116.12,116.34,115.36
116.06,115.75,116.22,115.06
115.73,116.58,116.58,115.48
116.39,115.45,116.39,115.20
115.97,115.93,116.47,115.50
115.98,115.14,115.98,114.70
115.52,115.53,116.00,115.39
115.61,115.10,115.80,114.71
114.75,114.07,115.10,113.95
114.35,113.84,114.50,113.38
112.79,113.51,113.92,112.44
113.80,114.13,114.55,113.54
114.98,114.88,115.35,114.67
115.16,114.84,116.25,114.64
115.27,114.36,115.27,114.23
113.93,112.77,114.11,112.72
113.01,113.57,113.66,112.79
113.42,112.98,113.50,112.57
113.86,110.86,114.00,109.11
110.65,109.73,110.91,109.55
110.00,108.95,110.19,108.79
108.64,108.88,109.20,108.43
109.01,108.99,109.17,108.08
108.81,107.33,109.25,107.21
107.81,106.38,108.15,106.07
105.70,105.15,106.57,105.10
104.92,104.75,105.81,104.25
105.04,105.05,105.34,104.40
104.82,105.02,105.72,104.48
104.25,103.79,104.55,103.14
104.39,104.22,104.57,103.74
104.67,105.96,105.98,104.12
106.57,105.72,106.85,105.68
105.35,104.91,105.80,104.77
104.78,105.56,105.77,104.78
105.55,105.77,106.05,105.50
106.31,105.63,106.36,104.94
106.66,108.09,108.12,106.48
108.18,108.56,108.58,107.69
108.60,109.71,109.87,108.56
110.00,110.06,110.22,109.50
109.79,109.39,109.94,109.24
109.68,109.82,110.15,109.68
109.90,109.68,110.17,109.64
110.20,109.09,110.34,108.87
108.80,109.11,109.23,108.28
109.11,107.98,109.35,107.71
108.26,109.04,109.07,107.72
109.99,109.20,110.00,108.82
109.49,109.22,109.65,109.06
109.51,108.70,109.51,108.38
108.90,108.60,108.94,108.48
108.76,108.67,108.98,108.41
108.67,108.50,109.22,108.09
108.28,108.51,108.73,108.05
108.21,108.35,108.64,107.95
108.28,108.32,108.47,107.75
107.83,108.54,108.86,107.29
108.66,108.03,108.95,107.62
107.41,108.52,108.66,107.41
109.10,108.45,109.20,108.16
108.03,106.47,108.46,106.37
106.48,105.42,106.48,105.04
105.63,106.07,106.25,105.14
106.00,104.49,106.06,104.30
104.25,105.24,105.38,104.25
104.40,105.08,105.49,104.27
105.54,105.60,106.21,105.07
105.20,103.84,105.25,103.44
103.71,103.24,103.97,102.45
103.91,104.42,104.58,103.60
105.06,104.22,105.54,103.75
103.84,101.42,103.99,101.38
101.70,102.63,102.70,100.69
102.25,99.94,102.71,99.83
99.99,99.94,100.77,99.25
100.05,99.31,100.96,99.22
99.71,100.12,101.11,99.58
99.06,99.17,99.59,97.30
98.16,99.23,100.09,97.95
100.30,101.53,101.98,100.24
101.42,101.48,101.77,100.97
104.12,101.98,104.15,100.68
103.11,101.18,103.11,101.06
102.87,103.18,103.94,102.46
103.16,103.82,103.87,102.80
103.79,104.19,104.30,103.49
104.96,106.27,106.52,104.86
106.72,105.85,107.27,105.42
105.21,106.34,106.59,104.70
107.83,107.00,107.95,106.98
107.42,106.30,107.50,106.03
107.00,106.88,107.29,106.33
107.55,107.93,108.44,107.08
107.90,108.58,108.83,107.78
108.49,109.08,109.08,107.95
109.05,109.00,109.23,108.67
109.00,108.26,109.15,108.03
107.67,108.14,108.26,107.36
108.32,108.14,108.97,107.97
107.92,107.45,108.42,107.39
107.21,107.37,107.73,107.15
107.70,108.80,109.09,107.29
108.55,108.66,108.82,108.21
108.00,108.82,108.86,107.87
110.17,110.30,110.61,109.97
108.96,108.79,111.70,108.41
110.09,111.71,112.26,109.70
111.79,110.16,111.99,109.84
110.64,110.08,110.80,109.92
109.06,109.69,110.28,108.70
109.83,109.68,110.73,109.49
109.90,110.99,111.42,109.58
110.47,111.21,111.22,109.95
111.48,111.29,111.65,110.44
112.25,113.05,114.55,111.52
112.23,114.99,115.00,111.56
114.50,113.50,115.03,113.35
114.10,114.04,114.86,113.26
110.54,112.15,113.66,110.10
112.66,111.91,113.45,111.62
112.23,113.23,114.70,111.33
113.51,113.90,114.34,111.82
115.15,116.96,116.96,114.50
116.28,115.59,117.19,115.38
115.28,117.14,117.20,115.28
117.50,117.21,118.02,116.92
117.66,116.91,117.93,116.87
117.52,117.24,117.80,117.10
116.35,116.86,117.34,116.35
116.89,116.20,116.89,115.93
116.60,115.00,116.90,114.96
115.14,115.04,115.64,113.80
114.55,113.12,115.46,112.84
112.27,111.52,113.04,110.23
112.35,112.73,113.34,112.02
113.92,114.65,115.00,113.30
114.93,114.02,115.13,113.38
114.46,114.45,114.75,113.02
115.53,114.34,116.84,113.50
113.17,113.52,114.17,112.62
113.52,113.52,114.69,113.06
113.19,116.15,116.34,113.16
116.58,117.53,117.73,115.90
117.36,119.03,119.30,117.20
119.76,120.45,120.68,118.76
120.37,119.98,120.95,119.93
119.83,118.75,119.92,118.28
116.50,119.16,120.36,115.01
119.38,116.92,119.38,116.79
116.88,116.45,117.03,114.47
115.02,114.78,116.23,114.63
115.17,116.58,116.70,114.05
117.58,118.89,119.52,116.42
118.75,117.79,119.00,117.45
118.26,120.11,120.36,117.92
120.00,119.81,121.02,119.38
119.44,119.32,119.94,118.91
119.89,119.40,120.22,118.92
118.51,118.69,119.06,117.97
119.17,119.59,119.96,118.82
119.34,121.25,121.38,119.34
121.00,121.32,121.90,120.57
121.32,121.99,122.66,121.01
121.58,122.91,123.00,121.58
122.99,124.11,124.45,122.00
123.63,123.72,124.16,123.07
123.42,123.79,124.14,122.99
123.85,123.37,124.33,122.95
123.32,122.67,123.55,122.15
122.55,121.91,122.85,121.79
121.91,123.19,123.50,121.55
121.98,121.70,122.89,121.11
121.25,121.04,121.39,120.52
121.29,120.79,121.49,120.35
119.40,119.43,120.36,118.88
119.29,121.75,122.19,119.29
120.55,117.40,120.98,117.34
117.78,118.34,118.91,117.37
120.35,121.24,121.47,120.28
120.76,118.74,121.60,117.70
119.25,120.07,120.16,119.03
119.52,119.86,120.13,118.75
119.28,120.31,120.60,117.25
120.04,119.38,120.31,119.04
119.81,119.46,120.40,119.46
119.46,118.68,119.69,118.19
119.04,118.92,120.18,118.25
119.20,116.46,119.34,116.39
115.96,116.04,116.62,115.02
116.14,116.90,117.20,116.05
117.68,118.83,119.23,117.40
117.67,117.20,118.15,117.15
117.37,115.92,117.48,115.36
116.59,117.13,117.68,115.99
115.93,117.86,118.71,115.93
117.76,117.49,118.55,117.45
117.71,117.84,118.65,117.06
117.70,117.88,118.74,117.18
118.14,118.46,118.94,117.43
117.97,117.41,118.62,117.24
117.05,117.69,118.11,116.58
118.08,117.87,118.78,117.52
117.35,117.48,118.31,116.92
116.31,115.11,116.52,114.86
116.02,116.51,117.17,115.89
118.73,116.95,119.00,116.11
116.99,116.96,117.43,115.73
116.42,117.26,117.91,116.03
117.44,116.16,117.70,116.06
116.66,115.74,116.87,115.70
115.20,116.08,116.24,114.95
115.58,115.38,116.23,115.17
114.93,113.75,115.63,113.29
114.59,115.44,115.72,114.51
115.78,116.45,117.14,115.70
116.01,115.07,116.88,114.71
116.56,115.08,116.56,114.27
115.13,116.04,116.56,114.59
117.71,118.43,118.85,117.31
117.44,117.70,118.49,117.44
117.05,117.36,117.83,116.02
116.97,117.37,118.00,116.86
117.82,119.14,119.37,117.82
119.08,118.49,119.39,117.92
118.53,118.51,119.12,118.40
118.60,119.07,119.45,118.51
119.66,118.87,119.66,118.60
118.81,119.12,119.66,118.70
119.00,118.62,119.66,118.55
118.55,116.87,118.62,116.41
117.40,117.64,117.88,116.68
117.27,117.69,118.00,117.27
117.51,117.17,117.61,116.43
117.23,117.00,117.63,116.46
116.73,117.34,118.05,116.24
118.03,118.51,119.12,117.40
117.83,117.14,118.42,116.79
116.59,117.00,117.38,116.18
116.54,116.18,117.36,116.11
116.51,116.30,117.25,116.02
117.50,117.50,118.00,116.91
117.99,118.32,118.40,117.43
117.46,117.60,118.03,117.02
115.21,114.61,115.53,114.40
114.51,114.94,115.38,114.32
115.28,115.07,115.48,113.98
114.29,115.90,116.56,114.29
115.60,114.89,116.15,114.89
115.40,115.28,115.78,114.96
115.17,115.23,115.52,114.92
114.70,113.97,114.83,113.82
114.24,113.30,114.65,113.30
113.47,113.52,113.99,113.05
112.74,111.53,113.03,111.45
112.24,110.93,112.48,110.62
112.03,110.82,112.17,110.14
111.33,109.56,111.59,109.22
108.36,109.36,109.81,107.95
109.54,110.09,110.22,108.05
108.76,108.67,109.72,108.26
110.00,108.92,110.44,108.92
110.38,110.18,111.28,109.51
111.19,111.58,111.98,110.75
111.50,111.51,111.64,111.02
111.50,111.25,111.83,110.81
112.32,111.26,112.36,111.04
111.26,110.74,111.47,110.60
110.97,110.48,111.01,109.51
104.35,102.71,104.95,101.78
102.26,101.55,102.50,100.89
102.18,101.14,102.19,100.74
101.00,99.31,101.19,99.26
98.78,98.87,99.54,98.38
99.03,98.97,99.28,98.02
99.09,99.36,99.58,97.59
99.38,100.73,101.29,99.00
100.92,100.31,101.49,100.25
100.31,99.42,100.31,98.18
100.03,99.03,100.12,98.91
99.97,98.87,100.13,98.73
98.99,98.98,99.21,98.36
98.72,98.29,98.99,98.00
98.85,99.55,99.79,98.85
98.68,98.61,98.89,98.00
97.25,98.69,98.84,96.65
98.54,98.38,99.00,98.06
98.11,98.70,98.88,97.99
98.13,99.36,99.43,97.61
98.96,99.41,100.02,98.96
98.70,98.21,99.37,97.87
97.50,95.82,98.15,95.82
94.96,93.01,95.22,92.92
88.67,90.87,93.19,87.17
93.36,88.80,93.75,88.69
90.69,91.56,91.69,88.81
92.52,93.27,93.48,91.55
92.85,93.24,93.55,92.67
91.21,91.61,92.62,90.54
89.49,89.72,90.68,89.28
90.94,91.24,91.26,89.97
92.00,91.91,92.58,91.64
90.82,90.68,91.15,90.36
92.15,92.82,92.96,91.95
93.65,91.85,93.84,91.74
92.04,91.40,92.09,90.89
91.20,92.33,92.34,91.00
92.30,91.83,92.44,91.39
92.62,92.68,93.11,92.08
92.72,93.94,94.11,92.68
93.89,93.31,94.92,93.14
92.41,91.07,92.60,90.53
91.33,91.55,92.17,91.00
88.98,88.20,89.70,87.66
88.15,86.96,88.38,85.90
85.75,86.82,86.99,85.50
87.63,87.30,88.17,86.73
86.60,86.83,87.47,86.29
86.58,87.98,88.08,86.46
88.64,88.99,89.57,88.08
88.90,88.36,89.43,87.53
87.49,89.77,89.89,86.82
90.44,92.26,92.48,90.22
92.15,92.55,92.85,92.01
94.00,93.51,94.16,92.57
92.86,94.33,94.39,92.84
94.67,95.37,95.94,94.51
94.94,95.43,95.47,94.61
94.17,94.28,94.75,93.64
94.27,92.17,94.86,91.76
92.71,93.18,93.23,92.15
94.00,93.00,94.15,92.63
92.50,92.05,92.85,91.21
94.33,95.62,97.69,93.08
96.24,97.97,98.68,96.02
98.29,99.79,100.23,98.10
100.46,100.62,100.90,100.18
100.62,100.23,100.98,100.00
99.80,98.88,99.97,98.71
99.37,99.32,99.52,98.17
99.24,99.05,99.61,98.24
99.03,98.41,99.18,98.26
98.82,99.39,99.58,98.35
99.38,100.00,100.34,98.80
100.42,100.33,101.04,100.00
100.43,100.80,100.99,99.72
100.04,100.80,100.80,99.29
100.60,99.66,100.84,99.21
98.83,98.68,99.42,97.95
99.04,98.26,99.40,98.07
97.26,99.22,99.73,96.88
98.72,96.48,99.64,96.39
96.56,97.83,97.86,96.38
98.17,97.55,98.30,97.40
97.63,97.71,97.86,96.84
97.97,98.30,98.89,97.83
98.64,98.22,99.55,98.14
98.18,98.09,98.58,97.89
97.57,97.36,97.88,96.46
97.41,97.27,98.05,97.25
97.01,96.80,97.17,96.54
97.06,96.05,97.25,95.94
96.04,96.70,97.45,96.02
96.46,95.25,96.83,95.13
95.30,94.70,95.80,94.40
94.99,95.73,96.63,94.79
95.62,95.91,96.25,95.37
94.98,94.23,95.32,93.90
93.58,94.16,95.58,93.21
94.07,93.87,94.67,91.63
93.01,93.30,94.63,92.93
93.30,93.03,93.57,92.20
93.68,93.26,94.66,93.23
93.97,95.13,95.43,93.44
95.13,93.87,95.73,93.84
93.31,92.34,94.33,92.34
93.02,93.61,93.89,92.69
94.31,94.87,95.41,94.00
95.50,96.30,96.60,95.43
95.89,96.30,96.52,95.87
95.98,96.09,96.31,95.70
96.67,97.27,97.77,96.35
96.92,96.90,97.50,96.52
96.41,96.07,96.68,95.71
94.45,95.57,95.64,93.96
95.14,95.72,96.00,94.80
93.90,93.12,94.64,92.54
91.47,91.90,93.35,91.43
91.57,90.40,91.88,90.22
91.09,90.50,91.40,89.92
90.99,90.50,91.15,89.67
90.67,88.83,90.67,88.41
89.08,89.01,89.58,87.86
86.99,85.63,88.06,85.47
86.35,85.24,86.35,84.47
84.44,84.83,85.58,83.39
84.83,85.57,86.79,84.54
86.95,86.35,87.38,85.88
85.98,84.90,86.15,84.69
85.29,85.65,86.47,85.21
85.70,85.81,87.57,84.75
86.30,86.45,87.20,85.92
86.87,87.69,87.69,86.76
87.06,87.56,87.84,86.45
86.17,85.42,86.73,85.08
85.99,85.96,86.37,84.29
86.09,88.12,88.71,86.03
88.04,87.84,88.51,87.44
87.34,86.78,87.40,85.82
86.26,87.24,87.77,85.93
87.36,86.96,88.45,86.74
85.39,84.66,86.55,83.85
84.99,85.95,86.13,84.90
87.34,86.48,87.50,85.56
86.71,88.12,88.49,86.64
88.55,88.36,89.04,88.16
88.35,88.23,88.99,87.42
89.19,92.37,94.91,88.87
92.23,91.60,92.43,90.49
91.11,93.61,94.15,91.11
93.91,98.07,98.73,93.68
100.21,97.69,100.55,96.50
97.43,96.62,98.87,96.51
92.22,95.05,95.05,92.07
94.76,95.53,96.00,94.40
95.20,96.11,96.15,95.07
96.17,97.00,97.30,95.78
96.55,96.92,97.46,96.05
96.14,96.90,97.49,96.13
97.32,96.60,97.48,96.40
96.60,96.18,97.12,95.05
97.18,96.75,97.65,96.47
96.30,96.83,97.37,96.29
96.06,96.29,96.70,95.88
96.20,97.49,98.00,96.00
97.82,98.84,99.27,97.39
99.21,99.05,100.29,98.82
99.08,99.17,99.60,98.79
98.68,98.66,99.27,98.31
98.77,99.11,99.47,98.28
98.15,99.06,99.08,98.00
98.96,98.91,99.29,98.65
98.41,100.12,100.32,98.08
100.82,100.25,101.00,99.90
100.08,100.10,100.42,98.99
99.39,99.97,100.46,98.82
100.30,100.27,101.18,99.80
99.75,99.86,100.35,99.34
99.59,100.37,100.54,98.42
99.90,100.89,101.41,99.67
101.44,101.32,102.35,100.96
101.58,102.14,102.93,101.11
102.29,103.08,103.48,102.29
103.63,104.61,104.75,103.61
105.00,104.68,105.43,101.25
104.47,104.57,105.16,104.21
104.63,105.13,105.34,104.03
105.60,105.00,106.29,104.51
105.42,105.53,106.11,105.20
105.56,105.43,105.96,105.25
105.73,105.70,106.31,104.93
105.19,105.20,105.20,104.28
105.45,104.80,105.77,103.62
106.32,105.89,107.07,104.88
105.15,104.23,105.59,103.69
103.53,104.37,104.94,103.53
103.89,104.37,104.90,103.54
103.46,102.13,103.87,101.87
101.39,100.67,101.78,100.23
101.12,100.29,101.23,99.91
100.26,101.12,101.29,99.81
100.33,100.09,101.37,99.98
100.30,102.16,102.42,100.20
102.55,101.60,102.68,101.44
101.78,101.46,102.28,101.15
101.24,100.27,101.72,99.96
100.05,101.82,102.08,100.05
101.66,100.06,101.94,99.74
99.45,99.29,100.50,98.79
98.67,98.51,98.94,97.94
99.15,99.10,99.89,98.67
98.95,98.90,99.07,98.27
99.49,99.91,100.36,99.42
100.29,100.32,100.94,100.29
100.44,100.41,101.00,100.29
100.49,100.76,100.77,100.09
100.77,100.58,101.20,100.35
100.09,100.35,100.50,98.75
100.25,100.79,100.81,100.07
100.75,100.43,100.78,99.89
100.74,101.36,101.57,100.51
101.78,101.45,102.40,101.45
101.45,102.07,102.12,101.38
101.57,102.32,102.35,101.49
101.55,102.00,102.39,101.21
101.98,101.21,102.40,101.19
101.21,101.19,101.91,100.51
101.50,100.54,101.74,100.54
100.29,101.12,101.54,99.35
100.85,101.20,101.69,100.33
102.02,101.70,102.86,101.66
101.99,101.57,102.10,101.40
101.77,101.35,101.97,101.10
102.50,102.33,102.50,101.73
99.42,98.89,100.41,98.76
98.00,97.21,98.21,96.89
98.15,99.03,99.12,97.93
99.98,100.47,100.70,99.46
100.87,102.55,102.57,100.57
102.48,102.73,104.19,102.34
102.10,100.62,102.34,100.21
100.55,101.38,101.49,99.31
101.53,101.97,102.14,101.37
102.91,103.66,103.74,102.57
103.66,103.96,104.49,103.60
104.23,104.50,105.06,104.09
105.07,105.09,105.21,104.59
105.98,105.14,105.99,104.94
105.35,105.50,105.65,104.87
105.48,105.49,105.93,104.88
104.99,105.62,105.94,104.89
105.69,106.04,106.28,105.56
106.37,105.85,106.74,105.61
104.77,105.13,105.20,104.50
105.05,104.65,105.20,104.42
107.04,107.89,107.96,106.50
108.06,107.69,108.49,107.48
107.69,107.58,107.99,107.10
107.50,107.65,108.08,107.19
107.46,106.94,107.65,106.50
106.49,106.27,106.73,105.89
106.27,106.29,106.52,106.02
106.55,106.36,107.07,106.32
106.85,107.74,107.74,106.68
107.74,107.79,108.34,107.49
108.01,108.34,108.40,107.87
108.46,108.12,108.50,107.78
108.50,109.18,109.29,108.46
109.02,108.87,109.18,108.55
109.17,109.69,109.83,109.17
109.21,109.16,109.62,109.00
108.55,108.94,109.01,108.20
109.05,109.33,109.42,108.85
109.01,109.14,109.42,108.90
108.52,108.50,108.99,108.14
109.00,108.00,109.35,108.00
108.02,107.96,108.32,107.60
107.75,107.72,108.14,107.41
107.94,107.31,108.29,106.94
107.58,107.97,108.15,107.43
107.87,107.35,108.12,107.19
106.99,106.43,107.19,106.35
106.74,106.72,106.97,105.70
107.19,106.93,107.72,106.48
107.00,106.01,107.49,105.48
105.72,105.85,106.29,105.29
105.61,105.75,106.16,105.52
105.00,102.68,105.10,102.67
102.20,104.03,104.35,101.89
103.07,102.32,103.35,102.05
102.19,101.66,102.86,101.44
101.44,102.71,102.91,101.26
102.57,100.10,102.57,99.85
100.50,100.44,101.18,100.23
100.77,100.24,101.50,100.24
100.65,101.96,102.08,100.47
102.73,103.00,103.48,102.62
102.10,102.56,103.00,101.91
102.16,102.23,102.96,101.78
102.08,102.35,102.73,101.78
102.68,102.35,102.87,101.67
102.78,101.06,102.78,100.88
101.42,101.60,102.03,101.06
101.60,102.43,102.67,101.29
102.57,101.43,102.81,101.30
101.70,102.25,102.33,101.43
102.11,102.08,102.22,101.36
100.96,100.58,101.01,99.81
100.16,99.98,101.03,99.64
99.55,98.77,99.87,98.46
98.81,98.93,99.25,98.54
98.40,99.85,100.09,98.15
100.42,100.16,100.79,100.07
100.13,99.71,100.44,99.65
100.49,99.99,100.58,99.68
100.26,99.76,100.43,99.74
99.75,99.29,100.18,99.27
98.38,98.67,98.78,97.62
99.34,99.52,99.86,99.08
101.11,101.36,102.10,100.46
101.00,101.01,101.82,100.75
101.48,100.07,101.62,99.99
100.52,101.84,102.14,100.52
102.01,102.20,102.60,101.90
102.41,102.01,102.92,101.30
101.85,101.54,102.56,101.16
101.80,101.05,101.91,100.72
101.24,101.33,101.77,100.74
102.97,103.05,103.34,102.51
103.23,103.37,103.92,102.62
101.09,104.81,105.29,101.09
105.38,108.41,108.46,105.34
107.90,108.86,108.92,107.00
109.42,107.86,109.42,107.73
107.85,107.68,108.02,106.66
106.62,106.96,107.38,106.35
107.03,106.70,107.44,106.61
106.66,106.50,106.96,106.37
106.85,106.85,107.06,106.21
107.21,106.94,107.33,106.87
107.37,108.11,108.28,107.37
108.63,108.78,109.20,108.29
108.50,108.45,108.98,108.29
108.67,108.84,109.44,108.65
109.03,107.72,110.00,107.72
108.00,107.48,108.17,107.07
108.04,108.22,108.57,107.48
108.72,107.42,108.80,107.36
