SBNYW,Signature Bank - Warrants 12/12/2018,NASDAQ
31.59,31.59,31.59,31.59
31.59,31.59,31.59,31.59
31.59,31.59,31.59,31.59
31.59,31.59,31.59,31.59
31.59,31.59,31.59,31.59
31.59,31.59,31.59,31.59
31.59,31.59,31.59,31.59
31.59,31.59,31.59,31.59
31.59,31.59,31.59,31.59
31.59,31.59,31.59,31.59
31.59,31.59,31.59,31.59
31.59,31.59,31.59,31.59
31.59,31.59,31.59,31.59
31.59,31.59,31.59,31.59
31.59,31.59,31.59,31.59
31.59,31.59,31.59,31.59
31.59,31.59,31.59,31.59
33.99,34.00,34.00,33.99
34.00,34.00,34.00,34.00
34.61,34.61,34.61,34.61
34.61,34.61,34.61,34.61
34.61,34.61,34.61,34.61
34.61,34.61,34.61,34.61
34.61,34.61,34.61,34.61
34.61,34.61,34.61,34.61
34.61,34.61,34.61,34.61
34.61,34.61,34.61,34.61
34.61,34.61,34.61,34.61
35.00,35.20,35.42,35.00
35.20,35.20,35.20,35.20
35.20,35.20,35.20,35.20
35.20,35.20,35.20,35.20
35.20,35.20,35.20,35.20
35.96,35.94,35.96,35.94
35.94,35.94,35.94,35.94
35.94,35.94,35.94,35.94
35.94,35.94,35.94,35.94
35.94,35.94,35.94,35.94
35.94,35.94,35.94,35.94
34.40,34.12,34.43,34.12
34.12,34.12,34.12,34.12
34.17,32.02,34.17,32.02
33.57,29.53,33.57,29.53
29.53,29.53,29.53,29.53
30.25,30.25,30.25,30.25
29.56,31.75,31.75,29.56
31.03,31.00,31.03,31.00
31.00,31.00,31.00,31.00
31.00,31.00,31.00,31.00
31.00,31.00,31.00,31.00
30.56,27.96,30.56,26.50
26.21,26.21,26.21,25.38
25.68,25.48,25.90,25.10
25.99,25.99,25.99,25.99
27.98,27.96,27.98,27.96
27.96,27.96,27.96,27.96
26.77,28.00,28.00,26.77
28.00,28.00,28.00,28.00
28.00,28.00,28.00,28.00
28.00,28.00,28.00,28.00
28.00,28.00,28.00,28.00
28.00,28.00,28.00,28.00
28.30,28.30,28.30,28.30
29.45,31.10,31.10,29.45
29.75,29.82,29.82,29.75
27.83,27.80,27.83,27.80
27.80,27.80,27.80,27.80
28.84,30.01,30.01,28.84
30.01,30.01,30.01,30.01
30.01,30.01,30.01,30.01
29.78,29.75,29.78,29.75
29.75,29.75,29.75,29.75
30.79,30.79,30.79,30.79
27.20,27.20,27.20,27.20
27.20,27.20,27.20,27.20
26.13,26.01,26.13,26.01
26.25,26.00,26.25,26.00
27.00,27.40,27.47,27.00
27.40,27.40,27.40,27.40
27.29,26.91,27.29,26.91
26.96,26.65,26.96,26.65
26.20,25.35,26.20,25.35
25.97,26.00,26.00,25.97
27.30,27.27,27.30,27.27
27.96,28.25,28.25,27.96
28.25,28.25,28.25,28.25
30.32,30.32,30.32,30.32
30.32,30.32,30.32,30.32
30.32,30.32,30.32,30.32
30.32,30.32,30.32,30.32
30.32,30.32,30.32,30.32
30.32,30.32,30.32,30.32
27.51,27.50,27.51,27.50
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
27.84,29.50,29.50,27.73
29.99,29.99,30.07,29.99
29.99,29.99,29.99,29.99
29.99,29.99,29.99,29.99
31.49,32.01,32.05,31.49
33.11,32.57,33.14,31.81
32.80,32.95,32.95,32.80
32.95,32.95,32.95,32.95
32.95,32.95,32.95,32.95
33.46,34.60,34.60,33.46
34.60,34.60,34.60,34.60
34.60,34.60,34.60,34.60
34.60,34.60,34.60,34.60
32.73,32.68,32.73,32.65
33.39,33.39,33.39,33.39
34.75,34.74,34.75,34.74
33.08,32.94,33.08,32.62
33.94,34.80,34.85,33.94
33.79,33.79,33.79,33.79
33.79,33.79,33.79,33.79
32.99,32.99,32.99,32.99
31.65,31.45,31.65,31.45
31.45,31.45,31.45,31.45
31.45,31.45,31.45,31.45
31.45,31.45,31.45,31.45
31.45,31.45,31.45,31.45
31.45,31.45,31.45,31.45
31.45,31.45,31.45,31.45
31.45,31.45,31.45,31.45
34.50,34.50,34.50,34.50
34.50,34.50,34.50,34.50
34.51,35.07,35.97,34.45
35.07,35.07,35.07,35.07
35.07,35.07,35.07,35.07
34.72,34.75,34.75,34.72
32.86,32.86,32.90,32.86
34.12,34.12,34.12,34.12
34.12,34.12,34.12,34.12
34.12,34.12,34.12,34.12
34.21,34.50,34.50,34.21
34.50,34.50,34.50,34.50
34.50,34.50,34.50,34.50
34.50,34.50,34.50,34.50
35.99,36.25,36.25,35.99
36.25,36.25,36.25,36.25
36.25,36.25,36.25,36.25
36.25,36.25,36.25,36.25
36.25,36.25,36.25,36.25
36.25,36.25,36.25,36.25
37.50,37.50,37.50,37.50
37.50,37.50,37.50,37.50
37.50,37.50,37.50,37.50
37.50,37.50,37.50,37.50
37.50,37.50,37.50,37.50
38.47,38.81,38.81,38.47
38.41,38.95,38.95,38.41
38.95,38.95,38.95,38.95
38.95,38.95,38.95,38.95
38.95,38.95,38.95,38.95
38.95,38.95,38.95,38.95
38.95,38.95,38.95,38.95
38.95,38.95,38.95,38.95
37.58,37.58,37.58,37.58
36.00,35.50,36.00,35.50
34.75,34.75,34.75,34.75
34.75,34.75,34.75,34.75
34.75,34.75,34.75,34.75
34.75,34.75,34.75,34.75
34.75,34.75,34.75,34.75
34.75,34.75,34.75,34.75
34.75,34.75,34.75,34.75
34.75,34.75,34.75,34.75
34.20,34.20,34.20,34.20
34.20,34.20,34.20,34.20
34.20,34.20,34.20,34.20
34.20,34.20,34.20,34.20
34.20,34.20,34.20,34.20
34.69,34.69,34.69,34.69
34.69,34.69,34.69,34.69
34.69,34.69,34.69,34.69
34.69,34.69,34.69,34.69
34.69,34.69,34.69,34.69
34.69,34.69,34.69,34.69
34.69,34.69,34.69,34.69
34.69,34.69,34.69,34.69
34.69,34.69,34.69,34.69
34.69,34.69,34.69,34.69
34.60,34.60,34.60,34.60
34.60,34.60,34.60,34.60
35.30,35.30,35.30,35.30
35.30,35.30,35.30,35.30
35.30,35.30,35.30,35.30
35.30,35.30,35.30,35.30
35.30,35.30,35.30,35.30
35.30,35.30,35.30,35.30
35.30,35.30,35.30,35.30
35.30,35.30,35.30,35.30
35.30,35.30,35.30,35.30
38.00,38.00,38.25,38.00
38.81,39.90,39.90,38.78
40.00,40.00,40.00,40.00
41.51,41.51,41.51,41.51
41.51,41.51,41.51,41.51
41.51,41.51,41.51,41.51
41.51,41.51,41.51,41.51
39.77,39.77,39.77,39.77
40.97,40.97,40.97,40.97
41.77,41.77,41.77,41.77
40.99,40.99,40.99,40.99
40.99,40.99,40.99,40.99
39.96,39.96,39.96,39.96
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.43,40.43,40.43,40.43
40.43,40.43,40.43,40.43
40.43,40.43,40.43,40.43
40.43,40.43,40.43,40.43
40.43,40.43,40.43,40.43
40.43,40.43,40.43,40.43
40.43,40.43,40.43,40.43
40.43,40.43,40.43,40.43
40.43,40.43,40.43,40.43
40.43,40.43,40.43,40.43
40.43,40.43,40.43,40.43
40.43,40.43,40.43,40.43
41.80,41.80,41.80,41.80
42.90,42.90,42.90,42.90
42.90,42.90,42.90,42.90
42.90,42.90,42.90,42.90
42.90,42.90,42.90,42.90
42.90,42.90,42.90,42.90
42.90,42.90,42.90,42.90
39.75,39.75,39.75,39.75
38.83,38.83,38.83,38.83
39.95,39.95,39.95,39.95
39.95,39.95,39.95,39.95
38.90,38.90,38.90,38.90
38.16,35.33,38.16,35.33
38.32,38.34,38.34,38.32
38.34,38.34,38.34,38.34
38.34,38.34,38.34,38.34
38.34,38.34,38.34,38.34
38.34,38.34,38.34,38.34
38.34,38.34,38.34,38.34
38.34,38.34,38.34,38.34
38.34,38.34,38.34,38.34
38.34,38.34,38.34,38.34
38.34,38.34,38.34,38.34
38.34,38.34,38.34,38.34
35.44,35.44,35.44,35.44
35.11,35.11,35.11,35.11
35.20,35.20,35.20,35.20
35.43,35.43,35.43,35.43
36.60,36.60,36.60,36.60
37.00,37.00,37.00,37.00
37.25,37.25,37.25,37.25
37.25,37.25,37.25,37.25
35.25,35.25,35.25,35.25
35.25,35.25,35.25,35.25
35.25,35.25,35.25,35.25
35.50,35.50,35.50,35.50
35.50,35.50,35.50,35.50
36.05,36.05,36.05,36.05
35.10,35.10,35.10,35.10
35.44,35.44,35.44,35.44
35.15,35.15,35.15,35.15
35.30,35.30,35.30,35.30
35.59,35.59,35.59,35.59
36.16,36.16,36.16,36.16
37.37,37.37,37.37,37.37
36.95,36.95,36.95,36.95
36.95,36.95,36.95,36.95
36.95,36.95,36.95,36.95
37.02,37.01,37.02,37.01
37.01,37.01,37.01,37.01
37.01,37.01,37.01,37.01
37.01,37.01,37.01,37.01
36.70,36.70,36.70,36.70
37.90,37.90,37.90,37.90
37.20,37.20,37.20,37.20
36.99,36.99,36.99,36.99
37.64,37.64,37.64,37.64
37.00,37.00,37.00,37.00
36.31,36.31,36.31,36.31
36.31,36.31,36.31,36.31
36.31,36.31,36.31,36.31
36.31,36.31,36.31,36.31
36.31,36.31,36.31,36.31
38.50,39.25,39.25,38.50
39.07,38.87,39.07,38.87
38.87,38.87,38.87,38.87
38.80,38.80,38.80,38.80
38.80,38.80,38.80,38.80
38.80,38.80,38.80,38.80
38.80,38.80,38.80,38.80
38.80,38.80,38.80,38.80
38.80,38.80,38.80,38.80
38.80,38.80,38.80,38.80
38.80,38.80,38.80,38.80
38.80,38.80,38.80,38.80
38.80,38.80,38.80,38.80
38.80,38.80,38.80,38.80
38.80,38.80,38.80,38.80
38.80,38.80,38.80,38.80
38.80,38.80,38.80,38.80
38.88,38.88,38.88,38.88
36.56,38.07,38.07,36.56
37.50,37.45,37.50,37.18
37.45,37.45,37.45,37.45
36.85,36.95,36.95,36.85
37.00,38.40,38.40,37.00
38.40,38.40,38.40,38.40
38.40,38.40,38.40,38.40
38.40,38.40,38.40,38.40
37.82,39.00,39.00,37.82
39.00,39.00,39.00,39.00
39.00,39.00,39.00,39.00
39.42,39.42,39.42,39.42
39.42,39.42,39.42,39.42
39.42,39.42,39.42,39.42
39.42,39.42,39.42,39.42
39.42,39.42,39.42,39.42
40.97,43.78,43.78,40.97
41.50,41.50,41.50,41.50
41.50,41.50,41.50,41.50
41.50,41.50,41.50,41.50
41.50,41.50,41.50,41.50
41.50,41.50,41.50,41.50
41.50,41.50,41.50,41.50
39.25,39.25,39.25,39.25
39.01,39.01,39.01,39.01
38.77,39.23,39.25,37.81
39.23,39.23,39.23,39.23
39.23,39.23,39.23,39.23
39.23,39.23,39.23,39.23
39.23,39.23,39.23,39.23
39.23,39.23,39.23,39.23
39.23,39.23,39.23,39.23
39.23,39.23,39.23,39.23
39.23,39.23,39.23,39.23
39.23,39.23,39.23,39.23
39.23,39.23,39.23,39.23
39.23,39.23,39.23,39.23
39.68,39.79,39.79,39.68
39.79,39.79,39.79,39.79
39.38,39.65,40.40,39.38
39.65,39.65,39.65,39.65
39.65,39.65,39.65,39.65
40.16,40.16,40.16,40.16
40.16,40.16,40.16,40.16
40.16,40.16,40.16,40.16
40.16,40.16,40.16,40.16
40.16,40.16,40.16,40.16
40.16,40.16,40.16,40.16
40.06,44.65,44.65,40.06
44.65,44.65,44.65,44.65
44.65,44.65,44.65,44.65
44.65,44.65,44.65,44.65
41.83,43.20,43.20,41.74
43.15,42.65,43.15,42.65
40.73,40.73,40.73,40.73
40.73,40.73,40.73,40.73
40.73,40.73,40.73,40.73
40.73,40.73,40.73,40.73
40.73,40.73,40.73,40.73
40.73,40.73,40.73,40.73
40.73,40.73,40.73,40.73
40.73,40.73,40.73,40.73
40.73,40.73,40.73,40.73
44.20,44.20,44.20,44.20
42.47,42.50,42.50,42.47
42.50,42.50,42.50,42.50
42.50,42.50,42.50,42.50
41.00,41.00,41.00,40.97
41.00,41.00,41.00,41.00
41.00,41.00,41.00,41.00
41.00,41.00,41.00,41.00
41.00,41.00,41.00,41.00
41.00,41.00,41.00,41.00
41.00,41.00,41.00,41.00
41.00,41.00,41.00,41.00
41.00,41.00,41.00,41.00
41.00,41.00,41.00,41.00
42.35,42.35,42.35,42.35
41.65,41.65,41.65,41.65
41.65,41.65,41.65,41.65
41.65,41.65,41.65,41.65
41.65,41.65,41.65,41.65
41.65,41.65,41.65,41.65
41.65,41.65,41.65,41.65
41.65,41.65,41.65,41.65
41.65,41.65,41.65,41.65
41.65,41.65,41.65,41.65
41.65,41.65,41.65,41.65
41.65,41.65,41.65,41.65
41.65,41.65,41.65,41.65
41.65,41.65,41.65,41.65
41.65,41.65,41.65,41.65
41.65,41.65,41.65,41.65
41.65,41.65,41.65,41.65
41.65,41.65,41.65,41.65
41.65,41.65,41.65,41.65
41.65,41.65,41.65,41.65
41.65,41.65,41.65,41.65
41.65,41.65,41.65,41.65
41.65,41.65,41.65,41.65
41.65,41.65,41.65,41.65
41.65,41.65,41.65,41.65
41.65,41.65,41.65,41.65
41.65,41.65,41.65,41.65
46.30,46.25,46.30,46.25
46.25,46.25,46.25,46.25
46.25,46.25,46.25,46.25
46.52,46.00,46.52,46.00
46.00,46.00,46.00,46.00
46.00,46.00,46.00,46.00
46.00,46.00,46.00,46.00
46.00,46.00,46.00,46.00
46.00,46.00,46.00,46.00
46.00,46.00,46.00,46.00
46.04,46.00,46.04,46.00
46.00,46.00,46.00,46.00
46.01,46.01,46.01,46.01
46.01,46.01,46.01,46.01
46.50,46.32,46.50,46.32
46.32,46.32,46.32,46.32
46.32,46.32,46.32,46.32
46.32,46.32,46.32,46.32
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.86,50.91,50.95,46.86
50.91,50.91,50.91,50.91
50.91,50.91,50.91,50.91
50.91,50.91,50.91,50.91
47.99,48.09,48.09,47.99
46.94,44.72,46.94,44.00
44.72,44.72,44.72,44.72
44.72,44.72,44.72,44.72
44.72,44.72,44.72,44.72
42.31,42.31,42.31,42.31
42.31,42.31,42.31,42.31
42.31,42.31,42.31,42.31
42.31,42.31,42.31,42.31
42.31,42.31,42.31,42.31
44.10,44.15,44.15,44.10
45.89,45.89,45.89,45.89
45.89,45.89,45.89,45.89
45.89,45.89,45.89,45.89
45.89,45.89,45.89,45.89
45.89,45.89,45.89,45.89
45.89,45.89,45.89,45.89
45.89,45.89,45.89,45.89
48.10,48.10,48.10,48.10
48.10,48.10,48.10,48.10
48.71,48.71,48.71,48.71
48.71,48.71,48.71,48.71
48.71,48.71,48.71,48.71
48.71,48.71,48.71,48.71
48.71,48.71,48.71,48.71
48.71,48.71,48.71,48.71
48.71,48.71,48.71,48.71
48.71,48.71,48.71,48.71
48.71,48.71,48.71,48.71
48.71,48.71,48.71,48.71
48.71,48.71,48.71,48.71
48.71,48.71,48.71,48.71
48.71,48.71,48.71,48.71
48.71,48.71,48.71,48.71
48.71,48.71,48.71,48.71
48.71,48.71,48.71,48.71
48.71,48.71,48.71,48.71
48.71,48.71,48.71,48.71
48.71,48.71,48.71,48.71
48.71,48.71,48.71,48.71
48.71,48.71,48.71,48.71
49.58,49.58,49.58,49.58
