SHPG,Shire plc - American Depositary Shares,NASDAQ
94.72,93.67,94.90,93.51
94.20,94.75,94.76,93.49
92.24,93.61,94.00,91.81
92.85,93.71,93.84,92.68
94.12,95.17,95.48,94.00
95.85,95.86,96.28,95.40
95.17,95.11,95.54,94.78
94.93,94.97,95.81,94.92
94.99,95.78,96.65,94.98
95.40,96.13,96.43,94.82
96.79,97.05,97.28,96.14
97.06,96.69,97.57,96.64
97.92,97.99,98.26,97.57
98.39,99.31,99.65,98.39
100.51,100.88,100.99,99.76
101.69,102.43,102.62,101.40
101.71,102.23,102.36,101.43
101.31,101.23,101.48,100.85
102.64,101.98,102.88,101.69
102.66,102.54,103.07,102.22
102.41,102.88,102.92,102.18
102.56,103.26,103.43,102.50
102.56,102.49,103.42,102.44
102.84,102.52,102.89,101.44
105.80,109.05,109.09,105.37
107.55,108.59,108.85,107.05
109.59,109.95,109.99,109.43
110.72,110.50,111.35,110.12
109.66,109.35,110.22,109.21
110.02,110.99,111.21,109.96
111.35,111.77,112.39,111.17
110.96,110.45,111.10,110.13
110.49,110.08,110.66,109.79
110.41,110.29,111.08,110.00
111.03,111.03,111.14,110.58
110.58,111.24,111.66,110.44
110.34,110.13,110.56,109.75
110.76,110.74,111.06,110.28
111.55,111.22,111.66,110.90
110.78,110.69,111.06,110.07
111.65,112.85,116.00,111.20
113.60,112.53,113.76,112.40
113.18,114.11,114.42,113.09
114.15,114.02,114.48,112.92
113.16,113.99,114.74,113.04
113.30,113.59,113.72,112.88
114.07,113.01,114.15,112.87
112.49,111.17,113.52,110.84
110.47,110.78,111.19,109.82
111.29,111.76,112.06,111.16
111.05,110.22,111.38,109.96
112.23,111.88,112.26,111.00
112.02,112.84,113.17,112.00
113.07,114.54,114.87,113.07
114.46,114.39,115.00,113.26
114.82,115.83,115.97,114.82
116.71,116.95,117.05,116.21
117.44,117.58,118.00,117.29
117.35,117.89,118.39,117.30
117.78,119.27,120.00,117.23
121.08,121.01,121.27,120.58
121.34,121.75,122.54,121.34
121.68,122.45,122.98,120.59
122.80,122.80,123.03,122.24
124.67,123.53,124.96,123.48
122.64,119.56,122.79,119.44
118.62,119.69,120.79,118.32
120.55,118.62,120.62,118.59
118.36,119.05,119.36,118.29
118.73,118.87,119.54,118.68
120.45,119.89,120.67,119.61
121.01,122.44,122.51,120.83
119.90,119.85,120.08,119.07
119.26,118.38,119.38,117.94
118.12,118.33,119.02,118.04
117.35,117.73,118.61,117.19
118.02,116.14,118.10,115.86
114.76,113.87,114.80,113.59
114.17,114.68,114.92,113.65
116.50,117.26,117.32,116.35
117.62,118.55,118.78,117.35
118.67,118.55,119.45,118.08
118.98,120.23,120.48,118.77
122.01,122.01,122.16,121.45
123.03,122.49,123.42,121.99
121.52,121.17,122.46,120.60
121.83,122.02,122.50,120.96
122.15,122.41,122.46,121.57
130.59,136.74,137.01,130.53
134.69,135.90,136.06,133.81
135.71,136.50,136.50,134.88
135.45,133.45,136.00,133.05
133.92,132.91,134.01,132.31
133.41,133.10,133.85,131.81
133.00,134.04,134.10,131.87
134.33,134.98,135.11,134.14
136.87,137.98,138.21,136.14
138.33,136.45,138.33,136.14
135.28,133.40,135.40,133.29
133.47,134.40,134.70,133.33
139.10,135.33,139.84,134.34
133.15,134.93,135.24,132.65
131.84,133.97,134.01,131.12
136.76,137.55,137.73,136.61
136.50,136.38,136.91,136.07
136.94,135.01,136.99,135.01
135.75,135.08,135.99,134.52
135.71,135.05,136.00,134.72
137.42,138.17,138.20,137.03
137.76,138.60,138.69,137.36
138.28,137.79,138.36,137.18
136.12,136.36,136.75,135.90
136.39,135.93,136.58,135.33
135.73,135.81,136.91,135.47
133.10,132.50,133.63,132.43
131.93,131.99,132.41,131.25
129.63,132.02,132.27,129.58
130.98,133.12,135.80,130.60
132.74,134.21,134.79,132.68
135.77,134.99,135.84,134.15
133.69,134.31,134.41,133.33
134.85,133.01,134.85,132.55
132.90,132.25,133.26,132.01
132.80,133.09,133.72,131.86
135.66,136.83,136.88,135.56
136.99,136.55,137.04,136.04
137.54,138.33,138.52,136.29
137.21,137.03,137.55,136.78
136.83,137.71,138.23,136.68
137.95,138.43,138.68,137.45
138.97,139.11,139.48,138.88
139.48,139.33,139.53,138.98
140.89,140.87,141.32,140.47
139.61,140.66,141.21,139.50
141.67,141.29,141.88,140.77
139.97,139.18,140.09,138.78
139.75,139.32,140.19,139.23
140.61,140.68,141.11,140.06
140.23,141.79,142.16,140.19
140.91,142.43,142.72,140.48
144.23,143.59,144.37,142.91
143.79,144.71,144.90,143.60
142.97,141.84,143.48,141.32
143.65,147.13,147.56,143.60
147.50,146.62,147.50,146.15
146.47,146.45,146.71,145.84
148.92,148.48,149.56,148.24
148.36,148.46,148.80,147.60
150.00,149.95,150.71,149.58
150.35,149.96,150.52,149.34
147.50,145.74,147.54,145.00
146.17,146.36,147.03,145.33
150.11,151.02,151.32,149.95
148.23,148.20,149.83,147.76
150.74,150.48,150.96,149.56
147.84,149.62,150.46,147.83
149.29,146.14,149.64,145.94
147.17,147.81,148.20,147.12
151.11,151.22,151.62,149.88
153.44,153.75,153.99,152.70
152.44,154.22,154.37,152.34
154.41,155.64,155.96,154.07
155.54,155.74,156.57,154.94
156.33,156.08,156.43,155.20
158.89,157.73,159.53,156.28
160.86,162.96,162.98,160.23
164.94,165.12,165.42,163.82
165.81,165.78,167.97,165.48
165.74,166.47,166.80,165.29
167.81,168.06,169.22,167.31
168.04,169.04,170.14,167.85
171.14,169.55,171.14,169.34
170.01,169.31,170.87,168.31
170.79,171.15,171.36,170.23
171.03,165.15,171.24,164.56
164.28,165.68,166.24,163.62
170.10,171.77,172.27,170.10
170.35,168.19,170.59,167.66
167.61,162.80,167.74,162.80
164.66,164.06,165.01,163.06
164.51,163.41,164.53,162.12
164.01,163.07,164.66,162.94
160.30,159.44,160.74,158.91
158.67,154.84,158.67,154.69
153.56,153.90,155.12,153.48
155.68,155.66,156.66,155.47
155.34,155.73,156.24,155.04
157.33,155.25,157.56,154.72
153.53,153.49,154.48,153.20
153.47,149.99,153.58,148.94
151.03,147.59,151.26,147.47
150.33,148.84,150.54,147.83
152.08,150.89,152.72,150.70
152.43,151.30,152.55,150.94
152.49,148.22,152.98,146.26
148.35,148.53,148.75,146.94
147.95,148.03,148.54,147.60
148.79,148.82,149.39,148.50
148.43,147.52,148.59,146.88
148.35,144.22,148.42,143.99
145.49,143.81,145.66,142.93
144.35,144.90,145.10,143.32
147.17,147.37,147.98,145.85
149.71,146.02,149.72,145.94
142.87,142.83,145.00,142.42
143.63,142.84,143.94,141.77
144.07,144.40,145.10,141.66
146.29,146.78,146.90,145.34
147.32,147.36,147.54,145.98
148.05,151.35,151.57,147.70
156.02,159.91,161.44,155.54
159.96,164.20,165.60,159.60
166.16,165.40,166.38,162.12
163.73,162.45,163.74,160.74
165.88,172.33,174.19,163.16
165.84,169.13,169.34,162.82
168.82,171.75,171.92,168.58
173.76,175.87,176.28,172.39
178.34,174.46,180.91,173.79
174.32,174.48,175.47,173.13
170.75,170.21,172.65,170.06
169.95,170.14,170.18,167.34
170.00,169.82,173.12,169.08
169.54,168.15,169.65,166.20
168.02,166.97,168.08,166.02
166.81,169.27,169.37,166.77
167.62,168.45,169.02,167.00
165.78,166.49,166.69,164.23
163.68,166.00,166.16,163.09
167.38,169.43,170.10,167.22
168.75,168.10,169.44,167.12
169.61,169.95,171.19,169.16
169.32,169.96,170.65,169.16
170.60,170.73,171.25,170.33
172.44,173.92,174.10,171.92
173.50,172.70,174.30,171.89
172.72,173.85,174.01,172.50
172.30,173.39,173.80,170.74
175.58,175.52,175.72,172.72
174.61,175.60,175.75,174.00
175.75,177.18,177.18,175.55
178.25,178.41,178.95,176.52
179.38,179.90,180.16,178.30
179.86,180.33,181.68,179.66
180.76,181.37,181.41,180.39
180.30,181.02,181.55,180.22
180.84,179.44,180.90,178.70
178.26,179.30,180.08,178.09
178.92,191.11,191.91,178.72
184.60,186.86,188.83,184.31
190.96,194.24,196.62,190.96
191.83,191.71,192.42,189.94
223.23,222.89,229.44,219.02
222.64,227.40,228.35,219.60
222.69,223.27,225.98,222.30
228.24,231.14,231.63,226.88
230.26,234.29,235.04,229.70
235.60,234.98,236.27,233.03
235.56,235.49,235.83,233.42
233.82,235.42,235.62,232.00
232.58,237.23,237.67,232.12
235.74,237.35,237.46,235.02
237.99,237.47,239.90,235.90
239.27,232.92,239.41,229.18
234.50,235.08,235.54,231.55
232.38,238.61,239.66,230.62
239.38,249.06,252.99,237.58
252.96,254.27,255.70,252.16
251.34,249.55,252.76,249.02
247.81,249.27,249.46,243.25
245.24,253.44,257.95,245.14
252.25,257.06,258.55,252.00
253.48,252.80,255.00,252.02
251.84,253.96,254.90,251.84
255.26,255.03,256.20,253.85
254.02,252.94,254.58,252.35
254.32,252.67,254.74,252.08
251.84,251.81,253.11,251.02
250.68,250.80,251.45,249.77
249.48,251.24,251.85,249.27
249.14,246.50,249.63,246.11
244.83,247.94,248.86,244.75
247.68,249.48,250.12,246.85
247.50,245.74,248.03,245.19
231.04,236.90,237.38,230.70
232.29,231.98,234.95,229.38
232.74,235.40,237.12,222.50
237.07,236.92,240.78,236.56
236.84,239.24,239.71,236.82
238.13,241.97,242.25,237.78
242.49,242.64,244.14,240.90
243.06,242.61,244.37,241.23
243.88,244.82,244.82,242.92
243.21,245.45,245.85,243.14
244.50,245.31,246.47,244.12
244.87,244.44,244.94,243.75
243.06,244.53,245.05,241.58
245.00,243.95,245.54,243.55
243.45,244.50,245.39,243.02
243.95,243.17,244.24,242.56
242.76,244.86,244.99,242.38
244.32,244.35,245.21,243.18
242.80,243.60,244.20,242.01
243.64,246.67,246.84,243.54
245.06,246.46,247.80,245.00
245.36,248.10,248.62,244.96
246.54,248.70,249.00,246.50
248.95,252.08,253.85,248.66
251.86,253.01,253.84,249.90
253.45,257.16,258.00,252.21
255.98,257.66,258.35,255.91
257.72,256.67,257.85,256.20
255.13,258.91,259.39,254.64
259.36,260.49,262.32,259.24
261.86,260.50,262.32,260.02
260.31,258.17,261.03,257.68
257.53,256.30,259.99,255.34
248.70,250.74,253.07,247.98
250.34,256.09,258.11,250.07
257.19,254.62,259.15,253.87
261.88,262.64,264.98,258.83
259.76,260.67,263.24,259.23
259.88,259.05,261.38,258.20
258.52,258.45,258.91,256.53
257.71,255.06,258.00,252.29
259.51,262.71,263.24,259.45
261.46,259.05,262.52,258.53
258.08,255.19,258.22,255.11
254.42,260.53,261.68,254.20
261.23,256.00,262.30,255.75
254.13,250.52,256.00,250.39
249.51,245.98,251.12,245.96
244.72,244.57,247.18,242.96
189.54,170.49,198.52,156.25
173.50,178.46,180.42,172.59
182.14,179.16,183.56,179.06
181.94,184.59,185.47,180.20
184.55,185.80,186.32,184.16
187.94,184.79,189.28,184.50
186.69,184.98,187.71,184.49
194.01,194.49,196.40,192.41
196.02,195.87,197.14,194.60
198.79,197.80,198.80,196.98
198.70,196.45,198.78,194.24
196.72,199.42,200.31,196.26
201.16,199.80,201.60,198.68
198.64,196.49,198.77,195.00
197.98,195.62,197.98,194.16
200.00,198.61,200.12,197.20
199.86,199.95,200.70,198.67
199.62,198.58,199.75,196.64
202.32,200.98,202.79,200.10
202.19,202.21,202.53,201.04
200.55,200.51,201.80,199.81
201.87,202.42,202.80,201.37
201.62,202.62,203.00,201.15
202.62,205.99,206.01,202.15
207.47,210.00,210.07,207.20
210.00,207.58,210.00,207.37
209.94,211.23,211.71,207.15
208.89,210.09,210.80,208.19
211.72,212.62,213.00,210.93
210.84,212.42,212.71,209.92
212.54,214.86,215.00,212.54
214.72,213.60,215.24,212.10
216.32,213.00,216.32,212.73
212.92,213.00,214.14,211.96
214.14,214.75,215.66,213.66
215.18,216.01,218.03,213.88
217.70,215.07,217.71,214.80
216.04,213.80,216.15,212.97
204.34,206.28,206.46,203.81
207.08,207.73,209.58,206.66
209.02,214.11,215.25,209.01
214.68,213.70,215.10,213.20
213.18,208.48,213.48,208.26
210.89,208.76,212.18,208.65
207.77,215.25,215.59,207.72
218.34,220.88,221.20,217.50
216.46,216.73,218.87,215.44
216.11,218.51,219.71,216.09
217.60,209.22,218.04,207.40
209.04,209.29,211.29,207.51
210.00,212.88,214.48,209.77
211.26,210.59,212.10,210.52
209.60,209.82,211.06,208.70
211.10,212.54,215.01,211.10
210.62,209.01,212.91,208.00
207.25,206.05,207.56,204.10
209.16,207.14,210.54,203.91
206.79,210.65,211.18,206.59
212.52,214.09,214.15,211.64
214.58,217.49,217.90,213.83
215.06,209.10,215.40,208.13
211.06,205.66,211.50,204.21
204.44,206.59,206.84,203.51
211.10,211.03,212.08,208.95
212.32,215.21,215.50,210.92
217.92,217.07,218.00,214.46
218.06,216.98,218.20,215.41
212.80,213.76,214.92,211.94
217.30,216.03,217.91,215.35
221.00,220.57,221.35,218.32
218.40,221.00,222.25,218.10
222.89,219.45,223.20,219.01
222.97,222.17,222.98,219.92
221.49,219.26,222.24,218.00
221.74,221.99,222.06,219.04
223.64,227.41,228.00,221.99
224.48,224.08,225.71,222.52
226.55,228.42,228.82,225.84
223.34,223.68,225.30,222.02
217.37,215.77,218.34,215.02
216.05,216.23,217.38,215.72
217.86,218.18,219.12,216.15
226.00,233.71,234.05,225.53
233.81,239.82,240.00,233.27
234.50,238.30,239.80,234.28
237.00,238.35,238.72,235.45
237.65,237.64,239.05,236.80
235.35,237.29,237.50,232.40
237.94,240.53,242.45,237.39
238.53,237.62,239.84,236.88
239.15,245.10,247.04,238.77
245.80,247.84,248.91,245.01
243.89,241.91,245.25,241.04
240.35,236.42,240.60,234.89
239.09,238.90,239.60,236.81
240.00,239.64,240.96,237.95
238.68,238.06,239.25,237.32
238.87,235.75,238.87,235.20
236.65,238.14,238.24,235.44
237.99,237.88,239.51,236.97
238.57,237.74,239.07,236.06
239.86,243.39,244.69,239.45
243.85,244.18,245.00,242.21
244.18,245.39,247.00,243.96
241.07,243.73,244.78,240.25
242.84,250.34,251.82,242.40
248.51,250.57,250.73,247.44
253.12,253.64,255.94,251.93
250.06,247.53,250.09,247.38
247.27,244.72,248.96,244.32
248.65,239.52,248.80,239.33
237.03,238.50,240.00,234.87
239.69,240.97,243.11,238.99
239.10,241.98,242.41,238.29
236.35,239.29,241.25,236.30
236.64,232.81,236.65,231.42
231.62,226.90,232.95,226.90
226.90,229.83,231.29,226.51
235.27,239.41,240.99,235.25
245.30,247.08,249.40,244.20
243.24,254.32,258.44,239.19
251.56,248.77,252.96,248.03
247.66,247.51,250.45,247.06
246.28,245.66,247.72,244.72
246.10,246.96,248.61,243.79
247.68,244.15,248.15,243.16
244.80,244.40,244.80,241.73
245.47,245.25,246.25,244.09
248.37,249.88,251.50,248.26
254.92,253.58,255.25,251.97
254.02,255.37,255.85,252.62
252.79,255.11,256.00,252.50
256.45,248.95,256.48,248.51
251.43,247.65,252.44,244.47
245.06,245.26,249.10,244.43
249.46,243.51,251.66,243.16
242.86,243.90,247.47,242.61
245.07,244.03,246.33,243.05
240.05,239.19,241.16,237.46
240.08,237.00,240.70,235.49
237.07,239.60,240.79,235.27
247.96,245.83,249.37,245.28
246.00,244.77,246.43,244.27
243.19,244.14,245.58,242.52
244.73,243.38,244.85,242.79
247.73,250.46,250.87,246.83
254.50,254.45,255.26,252.29
254.92,254.71,255.92,251.79
255.77,253.68,255.93,252.72
256.18,255.74,256.50,254.34
258.88,258.20,259.40,257.73
258.13,260.11,260.28,256.40
256.32,256.16,257.05,252.84
255.34,258.10,259.47,254.17
258.35,259.82,260.74,257.82
261.17,260.15,261.74,258.17
258.78,257.28,259.45,255.00
255.68,254.92,256.43,253.05
255.30,254.34,255.91,253.92
251.93,251.78,254.30,250.24
248.38,251.52,252.11,246.99
244.91,244.13,246.29,243.03
243.21,242.39,243.77,240.34
244.34,246.73,247.41,243.55
248.95,247.65,249.58,246.13
246.63,245.26,247.59,244.91
243.66,243.88,244.66,242.31
244.15,245.28,246.10,243.69
246.55,245.76,246.83,244.33
246.85,249.96,252.01,246.76
248.89,247.54,250.57,246.58
251.78,251.33,253.77,250.92
254.83,253.67,254.85,252.56
254.45,251.37,255.05,251.03
253.71,252.04,254.46,251.36
250.39,249.08,251.50,247.11
243.26,241.24,246.16,240.93
241.75,241.49,242.35,239.38
244.97,243.53,245.97,242.55
246.06,246.07,247.08,245.24
242.60,244.78,245.90,242.44
244.54,242.50,244.54,240.09
242.44,238.93,242.44,238.39
245.39,242.99,246.03,242.76
252.39,250.34,252.65,249.28
256.87,254.73,257.73,254.60
255.98,256.20,257.14,255.28
256.33,254.17,256.68,253.16
258.82,256.50,259.30,256.09
257.00,257.65,258.22,256.39
256.96,257.80,258.76,256.37
256.72,255.23,256.72,253.37
255.54,259.46,260.07,253.96
251.02,261.24,263.87,249.72
260.32,252.57,260.91,251.67
257.48,259.11,259.60,256.39
258.71,263.25,263.92,258.26
265.87,263.38,270.63,263.06
266.04,262.52,266.15,259.94
266.83,266.81,267.63,265.10
267.88,268.08,268.68,265.74
259.70,253.60,263.63,246.61
254.64,253.75,256.98,252.21
252.42,240.38,252.56,238.33
246.29,249.84,250.26,243.60
250.68,251.70,253.05,250.16
251.06,250.72,252.32,248.24
248.39,250.58,251.60,247.44
247.94,247.59,248.99,246.20
247.13,246.14,247.46,243.18
240.12,245.83,246.15,239.24
246.67,244.53,248.09,244.22
239.49,241.79,243.61,238.18
239.79,233.51,240.64,233.28
228.35,222.74,231.19,222.02
217.20,216.75,226.05,215.78
227.35,219.46,227.73,218.37
224.78,223.81,224.84,217.21
230.36,232.96,233.88,229.35
227.15,235.96,237.76,227.02
234.41,232.00,236.63,230.49
222.23,221.95,227.62,221.10
225.28,226.40,227.64,223.00
226.77,222.07,227.04,222.07
220.48,222.50,223.23,219.25
226.65,228.32,230.37,225.76
228.52,226.07,229.52,225.24
225.26,225.43,228.58,224.80
222.36,223.00,225.12,221.24
221.75,221.35,222.05,218.80
218.01,220.95,221.66,217.65
223.40,223.25,224.73,222.40
222.03,223.39,227.77,221.48
222.72,218.50,223.56,218.26
225.68,215.72,225.71,212.54
211.60,212.01,213.11,208.83
212.37,213.14,215.51,211.05
213.54,214.33,215.44,211.30
215.03,208.56,215.43,206.11
210.46,201.31,210.46,199.57
201.30,197.88,205.45,196.45
204.54,205.23,206.54,202.29
207.33,205.65,208.33,202.89
205.16,209.49,209.77,202.74
211.73,208.61,212.92,208.18
207.09,203.77,208.03,200.78
200.28,201.88,203.94,197.45
202.33,202.75,203.54,200.07
202.41,200.90,203.00,199.77
202.66,201.67,203.45,200.40
200.98,196.86,203.01,196.01
201.71,200.50,202.52,198.95
201.56,206.05,206.45,201.17
208.62,209.63,210.76,207.38
208.66,214.20,215.42,208.60
214.11,209.54,214.26,208.64
211.45,206.67,211.65,201.51
207.42,204.27,207.90,201.34
210.86,213.55,214.90,209.69
212.44,211.38,214.74,210.33
222.50,228.07,228.32,222.00
228.62,231.08,231.32,227.43
225.75,226.52,229.51,223.68
226.65,227.05,229.38,225.17
224.81,224.68,227.59,223.69
218.93,218.36,220.36,216.24
219.43,218.24,220.23,216.60
219.76,215.94,219.98,215.54
214.38,216.03,216.95,212.42
213.34,213.41,214.16,211.20
211.48,215.00,216.13,211.00
216.23,214.21,217.18,213.97
209.91,205.94,210.42,205.62
203.81,203.58,205.75,203.33
206.62,207.01,207.35,204.25
209.87,212.10,213.75,209.63
213.16,214.57,214.90,211.88
219.52,215.58,219.52,215.03
213.79,213.43,216.30,213.03
212.54,213.07,216.01,212.44
209.31,209.00,213.81,206.04
205.43,208.25,209.27,204.67
209.54,210.40,212.34,209.54
211.32,208.36,212.00,208.22
210.56,211.34,211.79,208.65
213.59,210.74,215.05,208.99
210.44,203.61,210.72,202.14
204.15,205.78,206.54,203.69
206.02,204.23,206.22,202.62
200.49,201.55,202.55,199.61
200.94,197.95,201.19,197.07
197.87,196.87,199.04,196.14
197.25,191.97,206.99,191.20
191.67,188.55,191.72,184.69
188.48,190.41,191.19,187.50
195.30,200.32,202.58,195.26
198.52,199.64,202.54,197.14
197.63,196.79,198.64,195.44
198.02,195.22,198.84,194.72
196.55,196.48,196.75,193.73
200.56,204.17,204.52,200.12
205.36,203.37,206.92,203.04
202.74,203.35,204.10,201.09
206.81,208.67,209.05,205.15
209.28,209.04,210.33,208.42
207.65,205.00,208.75,204.80
200.62,198.32,201.48,194.89
199.83,199.35,200.48,197.77
195.07,194.90,198.63,193.52
189.96,186.73,192.21,186.50
191.34,186.00,191.57,185.76
180.43,169.37,181.28,166.66
178.56,180.90,181.71,173.96
184.34,179.81,185.71,178.90
180.29,180.31,181.48,177.07
179.04,177.58,180.47,175.41
182.67,179.56,182.67,177.29
176.38,177.12,178.61,171.41
176.65,174.94,177.24,173.02
180.48,182.27,183.50,179.83
181.60,180.81,183.37,180.48
179.29,175.88,179.62,175.47
173.80,170.20,175.13,169.30
170.67,167.15,170.98,163.16
168.28,168.30,169.44,164.85
168.16,169.32,170.26,166.14
169.01,167.70,169.19,165.24
168.40,162.81,168.54,159.36
163.50,163.34,166.27,162.13
162.87,157.32,163.18,156.42
155.10,150.40,155.74,148.49
149.55,151.22,152.28,147.85
153.84,153.93,157.67,152.73
158.73,151.00,158.73,147.60
154.12,159.90,160.09,153.66
160.30,161.32,162.93,159.29
165.00,169.35,171.36,164.74
167.42,163.33,167.83,162.61
161.03,164.22,165.31,160.84
164.18,163.90,166.10,162.76
162.52,162.00,163.52,160.12
158.88,160.49,160.80,156.85
161.87,162.77,163.03,160.04
162.98,161.00,163.34,160.35
160.44,156.11,160.59,155.33
157.92,160.53,160.99,155.63
162.88,163.92,164.39,160.89
162.03,160.19,162.41,158.10
159.32,160.39,161.47,159.25
159.68,162.84,163.20,158.52
161.79,158.92,162.19,158.64
160.16,159.08,160.35,157.78
162.95,162.00,164.35,159.28
163.99,161.88,164.07,159.46
161.70,163.36,164.78,161.26
162.11,155.28,162.32,154.64
153.97,152.40,154.98,150.06
154.58,153.92,155.07,152.20
156.37,160.97,161.48,155.67
163.85,166.28,167.37,163.81
166.03,168.06,168.38,165.94
166.70,165.35,167.02,164.70
164.94,164.80,166.69,162.55
166.00,165.32,167.04,164.57
165.63,168.77,168.87,164.56
169.88,168.50,170.91,167.90
169.18,171.90,172.99,168.88
171.04,174.81,175.58,170.61
178.46,177.51,180.90,176.42
175.60,173.47,176.54,169.90
177.94,181.02,190.47,177.91
180.58,181.22,184.20,179.40
179.76,181.23,181.72,178.74
181.52,179.91,182.00,179.79
180.99,181.53,182.05,178.98
181.23,183.28,183.99,180.46
181.07,180.51,182.37,180.08
181.11,181.70,182.08,179.91
180.89,184.26,185.14,180.79
185.34,183.93,186.27,181.82
181.13,182.40,183.50,179.33
180.06,184.42,185.63,180.00
184.94,185.15,186.08,183.87
185.78,183.68,186.42,182.78
185.24,183.56,185.24,182.66
182.30,181.51,183.24,180.40
181.39,180.96,183.75,178.77
189.99,187.42,190.02,185.19
187.87,185.14,189.70,184.45
184.68,186.38,188.98,183.80
181.60,178.46,181.87,176.38
175.99,175.90,177.82,174.23
173.83,173.80,176.02,171.74
175.60,176.40,177.32,175.09
176.10,178.81,179.20,175.65
179.35,178.03,182.41,177.96
181.37,173.81,181.37,171.87
175.02,175.71,178.11,174.63
175.09,177.08,177.25,174.78
177.38,175.81,179.35,175.25
178.01,178.76,180.59,177.22
181.71,180.66,182.24,178.58
186.12,185.70,186.93,184.66
186.79,186.16,188.98,185.16
188.59,187.82,190.60,186.11
191.41,191.78,192.02,189.88
192.56,190.25,193.35,188.64
189.44,186.96,190.36,185.04
187.82,186.16,189.24,185.00
187.42,191.23,192.16,186.64
191.85,190.04,193.56,189.42
193.21,192.14,193.35,190.50
192.75,190.35,193.15,189.70
193.22,192.02,193.26,191.53
192.02,188.62,192.12,188.41
187.22,183.95,188.37,183.52
179.76,177.10,180.10,174.72
175.15,173.59,177.82,173.27
172.10,171.16,172.46,168.95
173.57,170.23,174.64,169.92
167.55,171.11,171.27,167.23
171.92,168.82,171.93,168.39
177.94,175.63,177.98,174.82
177.72,174.62,177.76,173.72
174.99,175.38,179.61,174.35
182.28,180.29,182.41,178.47
168.10,166.03,172.08,165.61
167.56,164.64,167.58,163.47
169.31,171.00,171.28,168.87
177.13,180.66,181.31,176.05
183.86,184.08,185.00,181.52
186.95,186.01,187.09,184.70
187.12,186.63,187.50,184.85
186.30,188.21,188.31,185.03
190.23,189.52,190.80,187.62
188.29,188.21,189.01,187.22
188.54,186.31,188.77,186.11
195.83,195.31,195.92,191.87
195.53,192.49,195.91,192.35
194.26,193.13,194.58,191.47
192.44,191.39,193.31,190.84
192.82,192.77,193.47,191.68
191.99,192.02,192.59,190.59
194.96,195.43,196.06,194.21
194.37,193.46,195.50,193.07
192.29,193.49,193.87,191.62
193.21,192.29,193.27,190.79
193.51,193.60,194.00,192.56
192.81,194.44,194.70,192.23
193.12,191.43,193.67,189.72
194.74,194.12,194.89,192.27
194.50,194.00,195.43,192.72
202.38,202.24,203.37,199.14
200.14,199.17,201.26,198.25
199.88,200.59,201.61,199.29
201.74,200.87,201.92,200.19
198.00,197.31,198.42,196.00
197.85,198.90,199.75,197.73
197.97,197.12,198.88,196.64
196.64,198.74,198.98,196.56
197.84,198.93,199.11,196.96
199.24,198.89,200.18,198.43
198.57,199.33,200.15,197.49
197.46,196.69,197.47,195.83
198.63,198.60,199.50,197.95
196.97,199.82,199.95,196.74
199.52,200.63,201.37,199.52
200.48,199.44,201.05,199.22
200.21,193.85,200.70,193.47
192.68,191.67,194.34,189.80
192.66,190.68,193.72,189.36
189.83,190.40,191.10,189.53
190.60,190.22,191.19,189.80
188.51,187.18,188.92,187.09
187.35,188.50,188.67,186.69
190.69,192.37,192.58,190.02
191.56,194.59,194.68,191.56
192.00,193.60,194.88,192.00
192.27,191.45,193.29,191.13
189.24,185.20,189.28,185.02
187.63,192.31,192.81,187.05
191.35,191.15,191.98,189.62
192.61,193.32,194.41,192.10
193.44,196.49,196.85,192.80
199.44,200.60,201.43,197.63
198.26,203.44,203.74,198.25
205.22,206.56,209.22,205.17
206.64,204.00,206.94,202.55
204.40,204.22,205.13,203.08
202.78,203.05,204.31,202.58
198.91,199.09,200.48,198.25
197.58,200.22,200.74,196.90
199.32,199.57,200.49,197.92
199.75,194.82,200.11,193.79
195.03,193.86,195.27,193.23
193.83,195.44,195.57,193.09
197.72,194.59,197.91,194.08
194.60,194.37,195.29,193.20
192.27,193.55,194.85,191.96
194.33,194.50,194.79,193.19
195.75,197.70,198.58,195.75
194.52,190.31,194.60,189.41
188.80,187.83,189.64,186.81
186.45,191.05,191.98,186.38
189.56,187.70,190.33,187.64
185.74,185.79,186.80,185.07
189.24,190.70,191.55,189.08
189.61,189.12,190.59,188.39
186.67,188.29,189.05,186.46
184.19,184.40,185.86,183.66
180.98,181.29,182.61,180.52
180.68,179.69,180.84,178.25
178.58,178.95,180.06,178.25
181.19,180.14,182.30,179.82
177.60,173.60,177.66,173.16
166.65,168.64,170.45,164.93
161.79,164.52,168.95,161.55
167.66,166.64,170.99,161.69
171.70,166.38,172.48,165.86
165.25,166.34,167.97,165.14
167.87,168.66,170.20,167.74
168.50,167.71,169.48,167.10
181.20,186.99,188.11,179.84
186.43,189.84,192.64,185.98
187.27,188.59,190.00,186.30
186.70,184.96,186.97,182.91
183.07,181.04,183.19,179.02
179.99,179.12,181.39,178.86
179.17,180.23,180.78,178.35
179.50,177.54,179.94,177.10
177.72,175.12,179.14,174.84
173.73,172.65,174.91,170.95
170.21,173.88,173.98,169.29
174.81,175.23,175.91,174.06
174.95,174.84,176.11,174.49
174.67,175.79,177.38,174.10
177.40,174.60,177.73,173.86
173.90,170.98,175.00,170.87
174.50,174.80,175.50,173.05
176.07,176.39,177.46,175.56
