GWR,Genesee & Wyoming Inc. Class A Common Stock,NASDAQ
87.30,88.55,89.65,86.49
90.00,89.29,90.69,88.93
89.00,91.06,91.44,88.00
91.20,89.96,91.96,89.91
90.44,90.41,90.66,89.28
90.47,91.20,91.58,89.61
90.90,88.28,91.30,88.23
87.10,84.30,87.62,83.94
84.64,84.34,85.06,83.25
83.16,82.49,83.60,81.72
83.35,85.44,85.55,82.60
86.35,85.60,86.85,85.07
86.31,85.69,86.58,85.12
85.30,84.84,86.15,84.60
85.50,85.40,86.48,84.85
85.30,84.78,85.95,84.54
84.79,86.22,86.22,83.94
87.30,88.17,88.18,86.51
88.65,88.08,89.15,87.76
88.67,91.43,91.43,88.67
91.13,90.23,91.48,89.98
91.37,90.85,91.90,90.25
90.44,91.48,92.13,90.44
91.45,91.95,92.20,91.21
92.07,91.16,92.93,90.83
91.89,91.51,92.41,90.97
91.59,93.12,93.36,91.47
93.10,93.50,93.99,92.83
93.72,93.85,94.54,93.52
93.85,92.67,94.31,92.43
92.62,91.00,92.83,90.61
90.78,90.86,91.51,90.06
90.49,90.60,91.13,89.97
90.61,89.92,90.98,89.69
90.19,89.02,90.56,88.90
89.73,89.66,90.01,88.73
93.50,89.03,95.00,85.19
88.99,89.10,89.77,88.19
89.08,88.97,90.90,88.55
88.70,86.65,88.98,86.12
86.49,86.37,86.56,85.08
86.79,87.36,87.58,86.68
87.30,86.98,87.63,86.52
86.65,87.30,87.50,86.65
87.32,88.09,88.14,86.98
87.00,87.07,87.63,86.74
86.57,86.48,87.01,83.16
86.45,87.33,87.83,86.38
87.22,86.71,87.56,86.57
86.93,88.11,88.85,86.50
88.19,87.59,88.19,86.52
87.67,89.58,89.92,87.39
89.65,89.67,89.80,88.70
89.64,89.43,90.00,89.23
87.68,86.79,88.30,86.39
86.79,86.70,87.43,86.00
86.54,87.38,87.78,86.46
87.71,86.58,88.01,86.16
87.77,87.89,89.09,87.14
88.09,90.04,90.57,87.85
90.00,91.46,91.55,90.00
91.70,91.07,91.99,90.18
91.26,93.24,93.41,91.05
93.98,94.84,94.99,93.82
95.00,94.76,95.49,94.41
94.97,93.43,94.97,93.05
93.35,93.07,93.62,92.48
94.67,93.66,95.00,93.48
93.49,93.90,94.16,92.67
94.01,94.56,95.23,93.23
94.62,94.59,94.95,94.03
95.21,93.94,95.61,93.93
93.95,93.38,94.24,92.94
93.57,94.39,94.85,92.96
94.30,93.73,94.54,93.37
93.76,94.67,94.77,93.22
94.38,93.59,94.38,93.23
92.42,92.97,93.72,92.15
93.04,94.10,94.49,92.81
93.50,93.06,93.67,92.56
92.83,91.66,92.83,91.35
91.44,92.35,92.87,91.27
91.09,92.00,92.77,91.09
92.00,91.75,92.71,90.82
92.00,92.07,92.61,91.28
93.57,93.86,94.41,92.96
93.44,95.20,95.23,92.71
94.80,94.85,95.44,94.29
94.90,94.68,95.37,94.24
95.25,95.50,95.52,94.65
95.15,96.09,96.14,94.17
96.98,98.42,98.79,96.85
98.63,99.03,99.11,98.05
99.52,99.51,100.10,98.85
99.33,100.29,100.60,98.91
100.74,101.04,101.27,100.31
101.38,101.01,101.38,100.63
100.92,101.16,101.40,100.25
101.21,101.77,102.20,101.08
101.78,100.02,102.00,99.94
99.81,99.84,100.53,99.04
99.50,99.42,100.23,95.23
99.95,99.92,99.97,98.85
99.55,98.72,99.63,98.24
99.20,99.04,99.47,98.07
99.50,97.55,99.85,97.53
97.70,98.45,98.53,97.35
98.22,99.03,99.31,97.53
98.60,98.67,99.55,98.02
98.03,98.87,99.08,97.66
96.07,96.80,97.20,96.00
97.18,97.80,98.40,96.73
97.86,96.86,98.20,96.36
96.75,95.76,97.14,95.41
94.15,95.67,97.48,94.15
95.92,96.59,96.85,95.53
96.79,96.66,97.00,96.20
96.68,96.75,97.48,96.34
96.85,96.31,96.86,96.06
96.19,96.52,96.70,95.73
96.85,96.20,97.71,96.11
96.61,96.11,97.41,95.89
95.37,95.91,96.26,95.27
95.19,94.99,95.93,94.35
94.79,95.86,96.01,94.40
96.35,96.57,97.11,95.97
96.86,96.55,97.45,96.33
96.49,95.27,96.77,95.23
95.54,93.25,95.81,93.16
93.20,92.47,93.53,92.36
92.46,92.58,93.20,91.59
92.77,92.62,93.81,92.37
92.97,93.67,93.82,92.35
94.01,94.74,95.25,93.84
94.37,94.05,94.40,93.92
94.08,95.11,95.21,93.99
95.50,95.54,95.97,95.04
95.53,96.56,96.68,95.41
96.56,96.27,97.12,95.78
96.35,95.86,96.55,95.60
95.88,95.51,95.98,95.19
95.84,96.05,96.15,95.29
96.13,95.43,96.40,94.82
96.51,96.41,98.59,95.87
96.41,94.39,97.10,94.36
94.59,93.97,95.00,93.50
94.13,93.35,94.18,92.54
93.48,93.60,93.84,92.89
93.70,93.31,94.69,93.17
93.34,91.67,93.44,91.25
92.10,93.14,93.20,91.58
93.07,94.18,94.27,92.94
93.03,93.39,93.59,92.83
93.09,92.70,93.54,92.56
93.01,93.42,93.46,92.73
93.79,92.96,94.50,92.76
93.23,93.16,93.86,92.38
92.34,89.23,92.34,88.81
89.65,88.76,90.18,88.30
89.10,89.50,89.59,88.36
89.02,89.05,89.89,88.69
89.99,90.77,91.50,89.43
89.73,90.34,91.53,89.02
90.35,87.19,90.74,86.22
87.88,87.72,88.45,87.06
87.31,87.26,87.69,86.64
87.51,89.05,89.11,87.03
88.70,89.59,89.92,88.70
89.39,89.44,89.74,88.92
88.50,94.29,94.54,88.01
94.39,93.98,94.95,93.50
92.89,94.52,94.83,92.50
94.09,95.82,95.84,94.07
95.72,94.56,95.98,94.29
94.23,94.98,96.00,94.06
95.24,96.51,96.62,94.86
96.73,97.79,98.10,96.57
98.00,98.40,99.24,97.86
98.27,97.34,98.79,97.01
97.35,97.06,98.04,96.79
97.07,97.15,97.33,96.21
97.27,98.92,99.10,97.10
98.38,97.83,98.69,97.39
99.07,99.18,99.90,99.04
99.31,99.01,99.95,98.78
99.17,99.73,100.23,99.02
100.00,99.89,100.27,99.18
99.75,99.38,99.93,98.49
99.48,98.83,99.52,98.45
98.39,99.75,99.86,97.41
100.00,97.32,100.00,96.89
96.99,96.66,97.77,96.43
97.31,97.73,98.11,96.86
97.93,98.06,98.74,97.50
98.17,96.60,98.35,96.03
96.12,97.18,97.18,95.17
96.63,97.34,98.51,96.37
97.51,97.23,97.97,95.97
98.00,97.06,98.77,97.04
97.25,95.32,97.65,95.28
95.04,95.01,95.54,94.50
95.26,96.47,96.55,94.84
97.15,97.32,97.69,96.48
97.64,98.57,98.57,96.98
98.66,97.89,99.57,97.85
97.95,96.91,97.95,96.61
97.42,95.45,97.84,94.70
95.04,95.14,95.91,94.56
95.21,94.95,96.24,94.64
95.34,95.34,95.81,94.79
95.19,94.35,95.69,94.08
93.51,93.37,94.13,91.97
94.04,94.24,94.58,93.22
94.49,94.74,95.87,93.54
94.98,95.95,96.07,94.30
96.05,96.93,97.19,95.87
97.10,97.09,97.28,96.37
97.30,97.53,98.27,96.73
97.34,97.40,97.87,96.40
97.87,97.25,97.99,96.44
97.19,95.88,97.19,95.34
96.21,96.01,96.49,94.77
96.30,95.92,96.77,95.61
95.92,99.01,99.08,95.61
98.51,95.45,98.76,94.36
94.93,95.44,96.61,94.43
94.99,95.36,95.68,93.88
95.14,94.25,95.77,94.00
94.27,94.94,95.00,93.52
96.57,94.80,96.57,94.51
94.64,94.79,95.27,94.05
95.20,96.38,96.54,95.20
96.60,96.18,97.40,95.98
96.28,95.35,96.28,95.18
94.96,95.03,95.20,93.99
95.07,96.47,96.52,94.57
96.46,96.23,97.06,95.83
96.22,95.23,96.58,94.33
95.38,95.92,96.22,94.69
95.92,96.40,96.94,95.82
96.62,96.44,96.91,95.89
97.08,97.01,97.08,96.29
97.10,96.81,97.16,96.04
96.83,97.24,97.42,96.45
97.17,97.35,97.83,96.60
97.50,99.88,100.11,97.47
99.25,99.61,100.00,98.97
99.43,99.96,99.99,99.37
100.58,102.07,102.37,99.64
102.11,102.36,102.99,101.50
102.79,102.59,103.18,101.98
102.40,102.85,102.92,101.42
102.38,102.50,102.76,102.09
102.15,101.26,102.15,100.33
101.54,101.46,101.88,100.80
101.42,101.49,101.90,100.89
101.37,102.87,103.04,101.24
103.00,104.65,104.81,102.57
104.62,104.95,105.11,104.21
105.65,105.51,105.88,104.91
105.66,105.10,105.66,104.50
104.93,104.04,105.52,103.70
104.10,104.85,105.00,103.70
104.89,104.15,104.95,103.14
103.96,103.77,104.47,103.40
104.09,105.00,105.41,103.84
105.44,104.63,106.02,104.46
104.63,104.50,105.46,104.32
104.90,105.47,105.64,104.51
105.26,105.00,105.40,104.11
105.00,104.48,105.10,103.93
104.99,104.50,105.70,104.10
103.21,103.09,103.62,102.77
103.21,102.88,103.60,102.57
103.28,103.42,104.17,103.24
103.50,102.48,103.89,102.15
102.75,102.74,103.51,101.78
102.25,101.67,103.02,101.57
101.78,103.22,103.30,101.78
102.91,102.95,103.59,102.55
103.64,104.06,104.40,102.79
104.51,103.75,104.51,103.39
103.69,103.65,104.14,103.29
103.23,102.28,103.45,101.95
102.18,100.92,102.21,100.36
100.98,99.70,101.36,99.70
100.18,100.51,100.86,99.46
99.39,99.73,100.55,99.23
98.50,95.11,99.53,94.25
95.06,95.56,95.76,92.75
95.46,95.29,96.16,94.86
94.75,94.58,95.43,94.33
94.78,93.91,95.06,93.48
93.98,94.17,94.20,93.30
94.62,94.70,95.23,94.02
94.37,93.82,94.91,93.24
93.94,94.13,94.78,93.83
94.31,95.19,95.33,93.96
95.61,94.55,95.70,93.85
94.99,96.50,96.68,94.95
96.88,97.71,97.84,96.88
97.42,98.24,98.50,97.35
98.54,98.39,98.92,97.91
98.17,98.05,98.44,97.74
98.40,98.18,98.45,97.68
98.37,98.59,99.10,97.93
98.32,98.00,98.75,97.72
97.50,97.74,98.00,97.50
97.91,98.33,98.44,97.50
98.18,99.12,99.56,98.18
99.25,99.04,100.01,98.96
99.00,98.70,99.85,98.29
98.74,99.35,99.45,98.04
99.29,98.57,99.57,98.45
98.74,97.71,98.84,97.69
97.88,97.66,98.09,96.83
97.42,98.04,98.27,97.00
98.02,97.71,98.53,97.44
97.93,98.38,98.44,97.48
98.44,99.19,99.50,97.68
99.61,99.74,100.19,99.29
100.23,101.74,101.74,100.23
101.84,103.28,103.55,100.47
103.00,99.92,103.00,99.80
99.31,97.13,99.64,97.13
97.34,97.07,97.48,96.27
96.53,96.23,96.61,95.19
96.15,96.88,97.00,95.78
95.84,96.36,96.72,95.47
96.56,95.31,96.56,95.04
94.20,91.70,94.55,91.28
91.64,91.98,92.04,90.61
92.39,92.23,92.73,91.95
92.69,92.42,93.08,92.09
91.86,89.38,92.29,89.33
89.41,90.05,90.06,88.03
90.02,88.63,90.02,87.96
88.75,86.26,88.75,86.09
86.90,84.80,88.23,84.69
85.38,85.73,86.97,84.70
84.03,86.28,86.65,83.42
84.97,88.22,88.37,84.97
88.95,89.27,90.05,88.55
88.66,90.02,90.26,88.25
91.46,92.73,93.00,90.65
92.66,90.28,92.76,90.20
91.69,92.68,93.12,91.20
93.01,93.50,93.58,92.25
93.25,92.93,93.64,92.67
93.43,95.16,95.34,93.36
95.34,94.83,95.77,93.75
94.25,93.75,94.65,93.28
95.62,96.20,96.59,94.54
96.21,94.90,96.59,94.12
94.36,95.05,95.70,94.36
95.70,95.27,96.52,95.04
95.41,97.03,97.19,95.14
97.41,98.11,98.68,97.34
98.40,98.80,99.08,98.28
98.78,99.47,100.09,98.37
99.02,99.37,99.82,98.99
99.49,99.43,99.93,99.14
99.52,99.43,100.57,99.17
98.90,99.01,99.32,98.61
98.87,98.83,100.10,98.76
98.52,98.00,98.82,97.62
97.81,99.09,99.34,97.81
99.97,100.22,100.77,99.44
100.70,100.61,101.55,99.93
100.63,100.86,101.33,99.87
100.70,100.89,101.40,100.31
100.78,98.59,100.78,98.29
97.94,93.08,98.60,92.66
93.16,93.14,93.49,92.46
93.39,93.32,93.52,92.78
93.13,92.35,93.47,91.85
92.27,90.81,92.64,90.47
90.13,87.99,90.16,87.11
87.12,88.63,88.78,86.19
87.71,86.00,88.18,85.48
86.41,86.86,88.00,85.75
85.68,84.39,87.13,84.27
84.48,84.17,85.61,83.19
82.44,83.33,85.70,82.04
83.53,84.90,85.18,82.01
86.09,87.76,87.77,85.44
87.76,89.18,89.37,87.16
89.26,89.11,89.77,88.45
89.68,90.04,90.44,89.16
89.82,89.76,90.29,89.61
89.95,90.00,90.65,89.65
89.81,90.49,90.81,89.59
90.15,90.06,90.80,90.04
90.31,89.92,90.67,89.73
90.37,89.10,90.67,87.93
87.83,86.00,87.88,85.95
85.85,84.30,86.00,83.92
84.93,83.43,85.33,83.32
83.85,84.80,85.33,83.56
85.12,83.26,85.42,83.16
82.89,82.36,83.24,81.38
82.76,82.87,83.69,81.70
81.52,82.15,82.60,80.61
82.45,82.47,84.05,82.16
83.26,84.53,85.27,83.02
84.84,85.39,85.70,84.30
85.22,86.93,87.06,85.01
87.92,88.66,89.04,87.18
87.95,84.98,88.16,84.80
84.44,85.53,85.91,84.11
84.56,85.20,85.46,83.58
85.78,83.29,85.78,83.06
83.50,83.50,83.87,81.74
82.54,82.45,83.25,81.86
82.89,84.01,84.23,82.49
84.51,85.63,86.09,84.46
85.15,85.03,85.74,84.71
85.69,86.33,86.50,85.44
86.32,85.76,86.80,85.40
85.35,86.20,86.37,85.35
86.60,91.55,92.66,86.03
91.14,93.44,93.78,90.32
94.25,95.11,95.54,93.41
95.99,94.92,96.24,94.14
94.74,93.73,95.12,93.50
93.35,94.12,94.83,93.35
93.70,94.39,95.45,93.70
94.11,94.11,94.37,93.02
93.69,93.95,93.98,93.25
93.91,93.36,94.48,93.04
97.24,99.82,101.29,97.24
101.00,101.93,102.58,101.00
102.57,103.10,103.98,102.52
103.19,105.15,105.15,102.66
103.79,102.98,104.29,102.82
102.78,103.39,103.97,102.45
103.25,104.71,104.85,102.85
104.24,104.90,105.49,104.11
103.00,104.43,105.32,102.80
102.74,102.72,104.04,102.56
102.61,103.37,103.86,102.21
103.64,103.88,104.67,103.14
103.62,103.28,103.66,102.79
103.88,104.77,104.83,103.56
104.18,104.54,104.80,103.55
104.22,104.74,105.35,103.05
104.57,103.81,105.45,103.75
104.37,103.58,105.07,103.47
103.04,101.63,103.40,101.56
101.74,101.77,102.14,100.68
102.27,100.18,102.27,100.18
98.41,98.37,99.07,96.64
97.36,96.64,98.03,96.40
97.05,97.19,97.33,96.27
96.70,96.44,97.09,96.10
96.08,96.79,97.24,95.94
96.21,97.34,97.75,96.16
96.94,96.92,97.57,96.68
97.42,97.02,97.66,96.70
97.37,96.60,97.37,96.00
96.26,96.88,97.23,96.08
96.22,96.85,97.36,96.17
96.92,95.96,97.28,95.87
94.72,94.87,95.50,93.75
95.66,94.10,96.21,94.05
93.90,93.98,94.42,93.51
93.17,92.75,93.61,92.44
93.06,95.74,95.98,93.06
96.02,95.33,96.56,94.25
95.28,96.29,96.55,94.86
95.32,96.46,97.17,94.91
96.55,95.31,96.61,94.97
95.55,94.85,96.09,94.33
94.81,95.45,95.71,94.35
95.36,94.95,95.60,94.15
94.18,92.95,94.80,92.39
93.18,94.44,94.87,92.59
94.27,92.52,94.42,91.64
93.82,91.23,94.57,90.88
91.35,91.33,91.73,90.66
91.18,92.08,92.58,91.16
92.95,91.92,93.54,91.83
91.58,91.31,92.33,91.04
90.90,89.71,91.14,89.23
89.52,87.71,89.74,87.54
87.70,86.90,87.70,85.71
87.03,86.68,87.77,86.51
86.32,87.42,87.75,86.29
87.50,87.21,87.78,86.81
86.76,85.49,86.83,85.35
85.29,86.00,86.55,85.20
85.59,85.28,86.10,84.96
84.98,84.55,85.50,84.18
84.88,84.63,85.05,84.23
84.37,83.01,84.91,82.81
83.02,82.34,83.02,81.72
82.26,82.81,82.96,81.78
82.54,83.73,84.19,82.33
83.69,84.52,85.59,83.10
84.20,84.19,85.36,83.71
84.04,84.84,85.47,84.04
84.47,83.66,85.07,83.59
83.48,82.64,83.86,82.56
83.24,82.99,83.48,82.68
81.50,81.06,82.40,79.81
80.59,80.36,81.30,79.97
79.85,80.28,80.65,79.10
80.30,80.08,80.46,79.93
80.05,79.91,80.43,79.50
80.05,80.54,81.06,80.05
80.59,79.98,80.66,79.88
80.51,80.07,81.15,79.71
80.12,80.42,80.68,80.12
80.34,78.98,80.49,78.78
79.27,77.63,79.31,77.52
77.77,77.56,77.88,77.20
76.93,76.62,77.68,76.56
77.09,76.18,77.36,75.96
76.59,75.78,76.95,75.66
75.85,75.84,76.34,75.70
75.39,75.01,76.38,74.92
74.98,75.26,75.40,73.50
74.66,72.47,74.92,72.36
73.15,72.22,73.66,72.22
72.82,72.32,73.50,72.23
72.74,72.50,73.41,72.49
72.51,71.69,72.75,71.65
72.11,71.60,72.70,71.11
71.79,70.82,72.25,70.38
71.08,73.03,73.69,71.08
73.01,71.84,73.23,71.74
72.02,71.57,72.58,71.31
71.35,71.05,72.04,70.22
71.00,67.95,71.11,67.74
68.21,67.57,68.73,67.33
67.00,67.27,67.63,66.93
67.52,68.76,69.11,67.35
68.83,71.04,71.13,68.56
70.69,70.98,71.05,70.24
71.07,71.22,71.77,70.71
67.59,70.53,70.62,67.54
70.23,71.61,71.83,70.23
71.92,73.09,73.72,71.87
73.15,73.07,73.46,72.10
72.78,73.21,73.63,72.43
73.48,73.70,74.08,73.05
73.21,73.71,74.21,72.97
73.23,73.99,74.08,72.97
73.83,73.82,74.24,73.35
73.71,74.26,74.49,73.45
74.22,75.05,75.06,73.35
75.09,75.80,76.17,74.69
75.30,75.56,76.34,74.82
74.63,73.82,75.31,73.74
73.13,69.67,73.50,69.62
66.11,64.00,67.51,63.99
65.87,63.21,66.09,63.00
64.76,64.58,64.81,62.99
65.61,68.82,69.03,65.18
68.79,69.77,70.50,68.56
69.62,68.38,69.68,68.09
66.83,64.46,67.35,64.26
65.14,64.74,65.26,63.77
65.31,64.63,65.63,64.34
63.83,63.71,65.47,63.41
65.04,66.30,66.34,64.31
66.94,66.10,67.27,65.97
66.15,64.26,66.35,64.13
63.00,62.59,63.77,61.84
62.58,61.24,62.70,61.19
61.56,65.92,66.08,61.56
65.92,68.06,68.46,65.71
67.86,69.11,70.34,67.83
68.11,65.35,68.36,65.17
66.36,65.82,67.42,65.31
65.05,63.68,65.61,63.02
63.86,62.50,63.86,62.35
61.77,60.65,61.95,60.13
61.24,60.41,61.24,60.22
60.00,59.41,60.42,59.33
59.64,57.51,59.64,57.29
58.28,59.08,59.28,58.05
59.52,59.43,61.03,58.96
58.43,61.34,61.43,58.38
62.18,65.86,66.25,61.70
65.55,65.43,66.41,65.04
66.06,66.53,67.25,65.42
66.62,67.88,68.47,66.28
68.12,68.08,68.68,66.45
68.04,66.60,68.44,65.34
66.60,64.67,66.76,64.63
64.21,64.59,65.09,63.90
65.01,66.75,66.75,64.70
66.60,64.32,66.70,64.10
64.06,64.63,65.00,63.66
64.55,66.09,66.46,64.12
66.43,65.16,66.66,65.08
65.75,66.05,66.72,65.17
66.43,66.01,66.74,64.54
65.71,65.64,66.50,65.51
65.46,62.49,65.46,61.78
63.01,64.30,64.76,62.99
64.04,64.56,65.43,63.74
65.85,67.10,68.29,65.09
67.58,68.50,69.09,67.06
68.50,69.20,69.80,68.30
69.35,69.72,69.84,68.76
69.76,69.67,70.53,69.25
69.40,69.86,70.29,69.11
69.69,69.11,69.75,66.46
69.25,68.85,69.99,68.27
69.18,68.29,69.37,67.69
67.65,67.73,68.53,67.19
67.44,67.99,68.76,67.27
68.11,68.96,69.79,67.89
68.89,68.85,69.60,66.86
69.73,71.07,71.23,68.96
70.75,72.54,72.76,70.44
72.49,71.92,73.33,71.79
71.87,70.08,72.34,70.01
69.75,69.90,70.56,68.93
69.94,70.04,70.49,69.13
70.08,70.46,70.61,69.42
70.55,69.27,70.55,69.07
69.48,69.94,70.36,68.97
69.54,67.61,69.55,66.91
67.96,64.61,68.06,63.90
63.06,61.02,63.06,60.62
61.02,58.90,61.27,58.69
58.01,55.62,58.01,55.38
55.25,55.50,56.02,53.76
55.60,54.35,56.29,54.23
53.36,51.21,53.46,50.79
50.78,50.28,51.54,50.07
50.87,51.27,51.76,50.59
52.23,53.03,54.15,52.15
53.17,52.22,53.60,51.60
52.13,50.84,52.25,50.83
51.08,50.77,52.05,50.57
51.11,52.44,52.90,50.95
52.96,53.97,54.79,52.64
53.84,54.08,54.60,53.62
54.00,53.58,54.00,52.92
53.82,54.13,54.37,53.59
53.73,54.08,54.30,53.69
53.30,53.69,54.11,52.93
53.05,53.59,53.82,52.11
53.59,52.72,54.03,52.62
52.50,52.01,53.27,51.63
51.06,48.52,51.07,48.49
48.78,46.43,48.86,46.31
46.87,47.90,48.16,46.87
48.38,49.00,49.14,47.39
49.29,46.06,49.69,45.39
46.10,48.01,48.62,45.80
46.43,47.01,47.20,45.83
47.62,44.74,47.90,44.27
43.64,44.71,45.24,41.56
44.25,44.55,45.48,43.48
45.76,46.87,47.79,45.76
46.44,45.54,46.79,45.36
45.91,47.92,47.92,45.64
47.50,47.38,48.63,47.05
47.97,47.75,48.55,47.14
47.84,49.58,49.83,47.84
49.22,49.84,50.32,48.34
49.06,48.48,49.62,47.53
48.92,50.39,50.55,48.06
50.54,54.33,55.30,50.54
53.80,53.28,54.28,52.73
51.93,53.01,53.02,51.66
52.32,54.86,55.70,51.65
54.77,52.24,56.42,51.85
51.02,51.34,52.10,50.21
52.37,53.13,53.41,51.67
53.99,55.53,55.93,53.81
55.92,57.11,59.23,55.67
57.24,56.29,57.62,55.64
55.70,56.59,56.69,55.12
58.63,58.03,59.50,57.85
56.09,55.91,56.72,54.86
54.82,55.77,56.04,53.84
55.96,55.18,56.74,54.21
55.68,57.12,57.52,55.47
57.06,56.72,57.74,56.30
57.12,58.07,58.73,56.58
57.99,58.86,59.67,57.97
58.93,59.99,60.16,58.78
59.81,60.89,62.22,59.64
60.51,62.80,62.85,60.24
61.80,58.52,62.80,58.27
59.24,59.42,59.75,58.15
59.88,58.78,60.54,57.90
59.56,60.50,60.67,59.02
60.07,60.67,60.94,59.34
60.07,59.84,60.21,58.65
59.55,61.44,61.61,59.38
61.72,63.68,63.95,61.22
63.67,64.17,65.35,63.63
64.06,63.47,65.08,62.97
62.92,63.88,64.17,62.37
63.29,62.00,63.60,61.98
61.07,62.66,62.68,60.26
62.66,60.72,62.66,59.93
60.63,62.66,62.71,59.54
63.00,63.30,64.77,62.24
63.09,62.70,63.48,62.03
62.10,62.07,62.28,60.80
62.06,62.32,63.27,61.63
61.44,61.19,61.87,60.80
61.01,60.20,61.38,58.89
58.24,57.90,58.48,56.77
57.53,59.85,60.55,57.27
60.14,59.74,61.25,59.50
60.07,60.32,60.84,60.07
61.65,64.20,65.93,61.30
64.47,64.46,64.52,63.32
64.46,64.31,64.94,63.76
63.63,63.96,64.67,63.41
64.24,63.94,64.94,63.36
63.82,63.83,64.31,63.30
64.31,65.10,65.18,63.53
65.72,65.99,66.64,65.48
65.78,64.06,66.01,63.66
63.77,64.30,64.65,63.43
64.43,64.72,65.19,63.71
63.10,64.69,65.56,62.81
65.15,65.11,66.56,64.20
65.01,65.91,66.43,64.46
65.01,62.62,65.20,62.30
62.28,62.09,63.11,61.33
61.37,60.66,62.55,60.55
60.35,61.31,61.50,60.35
61.04,59.72,61.06,59.68
60.20,61.36,61.83,59.83
61.49,60.18,61.71,60.16
60.44,58.84,60.99,58.45
58.61,56.56,59.09,56.15
57.06,56.85,58.02,56.78
56.67,56.76,58.53,56.32
56.51,56.66,58.07,55.72
56.00,56.64,56.88,55.53
57.00,57.12,57.63,56.78
56.97,57.16,58.04,56.44
57.62,57.19,57.92,56.37
57.59,58.42,58.57,57.19
58.84,58.35,59.01,58.08
58.53,59.19,59.45,58.42
59.29,60.07,60.68,59.29
59.87,59.86,60.08,58.69
59.70,60.66,60.85,59.53
60.77,61.06,61.48,59.36
61.51,63.26,63.35,61.49
63.33,63.42,64.23,62.82
63.77,64.33,64.97,63.40
64.10,64.61,64.81,62.63
63.44,63.15,63.62,62.62
62.72,62.75,64.07,62.58
62.30,61.82,63.68,61.20
62.38,62.00,63.17,61.84
61.31,62.31,62.45,60.61
62.49,63.42,64.26,62.34
64.49,64.75,65.35,64.42
64.44,63.88,64.45,63.24
64.28,63.98,64.60,63.48
64.92,64.72,65.62,64.33
62.23,57.78,62.23,57.43
56.91,52.86,56.91,52.21
53.74,55.17,55.52,53.73
56.11,57.23,57.75,55.72
57.58,58.95,59.32,56.89
59.02,59.94,60.52,58.95
59.44,58.69,59.86,58.39
58.19,59.12,59.24,57.62
59.36,58.58,60.16,58.33
59.64,61.03,61.33,59.45
61.41,61.57,61.90,61.10
62.20,62.92,63.31,62.20
63.35,64.25,64.86,61.90
64.58,64.96,65.68,64.49
65.16,64.90,65.59,64.58
64.64,65.16,65.42,64.07
64.46,64.03,65.01,63.54
64.02,64.25,64.80,63.18
63.82,64.10,64.76,63.55
63.89,64.68,65.01,63.89
64.64,64.26,64.70,63.75
64.40,65.01,65.30,64.29
65.11,63.91,65.75,63.24
63.69,64.48,64.71,63.32
64.11,64.75,65.11,63.75
63.70,64.15,65.96,63.70
63.94,62.61,64.59,61.99
62.63,63.84,64.08,62.08
63.66,64.40,64.75,63.35
64.85,65.26,65.94,64.24
65.27,65.33,65.89,65.19
65.46,64.09,65.49,64.08
64.14,63.36,64.23,63.31
63.57,64.32,65.02,63.57
64.25,63.93,64.61,63.89
64.28,66.00,66.15,64.28
65.93,65.32,65.93,65.26
65.20,65.75,65.86,64.76
65.99,67.59,67.69,65.99
67.28,68.66,69.49,67.28
68.15,68.92,69.08,68.15
69.53,70.03,70.13,69.18
69.85,69.49,70.64,69.46
69.27,68.99,69.61,68.59
69.40,68.85,69.93,68.44
69.01,69.19,70.12,69.01
69.17,69.11,69.68,69.04
68.70,67.99,69.06,67.68
68.24,67.49,68.74,66.88
68.09,68.14,69.08,67.83
68.44,68.36,68.65,67.84
68.33,68.75,69.29,67.07
68.76,69.52,70.02,68.64
68.63,66.91,69.09,66.76
66.18,67.74,68.17,65.76
66.91,65.38,67.31,65.18
65.21,65.75,66.19,65.02
65.74,66.65,66.80,65.20
65.90,65.24,65.98,64.93
66.01,65.56,66.42,65.11
66.18,65.06,66.33,65.06
65.69,65.88,66.15,64.88
66.37,66.62,66.97,66.08
66.42,66.09,66.64,65.71
65.71,66.32,66.67,65.58
66.10,66.22,66.66,65.45
66.59,67.49,67.59,65.93
67.55,68.10,68.71,67.29
68.10,68.95,69.51,67.93
68.81,68.66,69.10,68.40
68.95,66.99,69.56,66.96
67.60,67.97,68.21,66.93
68.18,68.43,68.76,67.56
68.33,68.03,68.82,67.12
68.78,68.70,69.26,68.35
68.59,68.05,68.97,67.30
68.27,66.87,68.27,66.63
66.36,68.26,68.51,65.78
68.86,68.66,69.35,68.25
68.87,68.77,68.87,67.90
69.48,69.11,69.69,68.50
68.79,69.03,69.92,68.79
68.82,69.40,70.65,68.48
68.37,68.24,70.05,68.11
68.95,67.57,69.54,67.49
67.44,67.41,67.67,66.75
66.79,66.31,67.45,66.09
66.64,65.98,66.70,65.70
65.80,66.07,66.88,65.80
66.15,67.94,68.16,66.15
67.50,65.63,67.50,64.85
65.14,64.55,66.61,64.48
64.73,64.98,65.56,64.36
64.98,65.19,65.87,64.73
66.37,66.50,67.34,65.69
66.20,67.12,67.34,64.96
66.54,71.54,71.72,66.51
72.20,75.02,75.95,71.53
74.52,73.36,75.51,72.62
74.06,75.84,76.99,73.73
76.00,76.50,77.12,74.66
75.88,75.87,76.87,75.47
76.62,76.97,77.31,75.82
76.96,76.72,77.81,76.64
77.00,76.31,77.22,76.04
76.50,75.78,76.66,75.77
