LULU,lululemon athletica inc. - Common Stock,NASDAQ
64.56,62.70,64.67,62.10
63.18,61.90,63.27,59.60
60.51,61.33,61.98,59.77
61.70,62.51,63.01,61.49
62.90,63.88,64.04,62.86
64.40,65.63,65.63,64.11
65.58,65.50,65.94,64.46
65.54,65.42,66.80,65.20
65.25,65.05,65.78,64.51
64.55,64.50,65.23,64.05
64.03,63.55,64.05,62.91
64.00,65.93,66.07,63.80
66.33,65.45,66.66,65.44
65.20,65.69,66.36,64.80
66.33,65.95,66.38,65.61
65.90,66.36,66.73,65.83
66.32,66.14,66.36,65.53
66.09,64.20,66.30,64.13
64.14,65.32,65.34,63.33
65.32,65.77,66.25,65.06
66.16,67.70,67.90,66.02
67.89,67.51,67.95,66.90
67.80,67.79,68.25,67.44
68.21,67.72,68.50,67.45
67.85,69.21,69.27,67.70
69.16,69.02,69.50,68.40
68.71,69.05,69.23,68.00
69.73,69.56,69.98,68.80
69.66,69.57,70.30,69.36
69.98,71.09,71.30,69.68
71.30,72.70,72.97,71.11
72.36,73.54,73.69,72.18
73.54,73.66,74.29,73.11
72.97,72.37,73.48,71.20
72.70,72.62,73.40,72.47
72.20,72.58,73.04,71.57
72.00,72.90,73.27,72.00
74.54,74.65,74.75,72.94
74.59,73.35,74.59,72.91
72.35,72.22,72.65,71.41
71.82,70.13,72.00,70.00
70.41,68.94,70.66,68.80
69.14,69.26,71.19,67.60
69.10,70.15,70.76,68.87
69.98,70.96,71.38,69.79
71.55,71.77,71.80,70.79
71.49,72.00,72.82,71.48
71.94,69.36,71.94,69.26
69.70,69.28,70.00,69.19
69.32,71.13,71.90,68.94
71.30,70.84,71.86,70.51
71.48,69.92,71.88,69.64
69.86,70.10,70.51,68.50
69.83,69.92,71.62,69.01
70.07,69.49,70.65,69.38
70.90,71.28,72.71,70.63
71.95,70.07,71.99,69.74
70.08,69.02,70.98,68.82
63.79,65.29,67.38,63.50
66.74,68.37,68.41,65.85
69.00,70.04,70.71,68.66
69.74,70.22,70.35,69.32
70.00,74.46,74.81,69.80
74.22,73.50,74.65,73.14
73.42,73.59,74.37,73.06
73.25,72.99,73.49,71.66
72.79,73.07,73.74,71.76
72.34,72.26,72.91,71.66
72.88,72.25,73.74,72.04
72.29,72.02,72.93,71.79
71.11,73.13,73.67,71.00
72.94,73.86,74.09,72.65
73.10,74.46,75.25,72.59
74.17,76.57,77.61,72.60
76.34,76.45,77.75,76.01
75.91,75.88,77.24,75.35
75.56,73.64,76.31,73.05
73.58,73.94,74.70,72.83
74.80,75.72,76.49,74.47
75.75,74.95,75.94,74.09
74.75,75.64,75.92,74.25
74.88,74.66,75.73,74.21
74.96,74.05,75.99,72.68
73.43,72.45,74.07,72.00
72.60,72.75,73.91,72.11
73.39,72.03,73.99,71.60
72.06,72.90,73.19,71.67
72.78,72.50,73.22,72.17
72.25,72.58,72.74,71.54
72.63,72.66,73.73,72.43
72.68,71.88,72.75,71.00
71.71,73.25,73.45,71.50
73.30,70.67,73.40,70.31
70.36,69.09,70.60,68.26
68.94,67.85,68.95,66.35
67.66,69.33,69.49,67.10
69.03,69.49,69.76,68.98
69.60,69.97,70.19,68.59
69.87,68.33,70.19,68.30
68.15,69.00,69.07,68.05
68.85,68.96,69.66,68.51
69.03,66.95,69.21,66.21
68.26,68.98,70.16,67.69
67.30,66.18,67.74,65.72
66.25,66.94,67.50,65.92
66.98,66.85,67.76,66.80
67.18,66.75,67.40,66.10
67.63,68.17,68.76,67.51
68.93,69.37,69.87,68.23
69.98,69.42,69.98,68.52
69.65,69.83,70.47,69.52
69.52,69.29,70.25,68.68
69.43,70.20,70.30,68.75
70.26,69.72,70.75,69.39
70.46,71.40,72.22,70.46
71.38,71.56,71.94,70.67
71.25,70.28,71.60,69.91
69.54,70.62,70.79,69.20
70.70,69.84,70.83,69.26
69.88,70.34,70.60,69.53
71.83,69.12,71.88,68.80
69.24,68.35,69.62,67.62
63.15,60.39,64.38,60.31
59.89,59.20,60.29,58.54
59.66,57.88,59.77,57.35
57.80,58.67,59.05,57.49
58.98,59.10,59.25,58.05
58.82,58.77,59.55,58.60
58.85,58.80,59.25,58.63
58.90,58.99,59.00,58.60
58.86,58.98,59.40,58.85
59.34,59.70,59.85,59.23
59.91,59.16,60.25,59.01
59.15,59.11,59.47,58.70
59.12,59.03,59.40,58.43
59.08,58.59,59.52,58.41
58.83,58.78,59.14,58.51
58.93,57.78,59.15,57.43
59.01,58.28,59.08,57.81
58.29,58.02,58.50,57.36
58.09,57.35,58.18,57.01
58.30,59.60,59.84,57.29
51.56,49.70,51.75,49.00
49.89,49.26,49.94,48.89
50.03,49.65,50.28,49.28
49.91,48.79,49.91,48.50
48.55,47.49,48.92,47.15
47.04,47.85,48.25,46.50
47.78,47.46,47.85,47.30
47.20,47.15,47.40,46.35
46.80,47.62,48.17,46.75
47.47,46.27,47.60,45.54
46.10,46.71,47.18,46.10
46.18,45.68,46.48,45.40
46.22,46.82,47.24,45.41
45.84,45.69,46.37,45.54
46.00,44.78,46.09,44.46
44.92,44.98,46.11,44.68
44.80,44.53,45.31,44.32
44.45,45.45,45.58,44.36
46.79,47.38,48.09,46.52
47.84,47.53,48.00,46.81
47.65,48.27,48.50,47.57
48.76,49.40,49.76,48.22
49.34,50.09,50.79,49.03
50.32,51.05,51.41,49.94
52.30,51.42,52.69,51.27
51.26,51.21,52.29,50.33
51.42,51.14,51.73,50.67
51.21,51.39,51.82,51.12
51.29,51.62,52.15,51.22
51.82,51.52,51.98,50.45
51.79,52.33,52.75,51.68
52.45,52.91,53.39,52.07
51.52,50.31,51.88,49.68
49.50,49.56,50.69,49.14
50.01,50.01,50.35,49.60
50.15,49.88,50.47,49.71
50.00,49.12,50.17,48.85
49.57,49.61,50.20,49.22
49.37,49.11,49.74,48.71
49.00,48.70,49.47,48.61
48.45,47.13,48.48,46.71
47.45,46.78,47.50,46.43
46.46,46.78,47.60,46.40
47.11,48.04,48.29,47.01
48.04,49.01,49.54,47.88
49.59,50.23,50.94,49.08
50.02,48.74,50.12,48.55
48.73,47.63,48.95,47.49
47.70,49.32,49.60,47.65
49.46,47.99,49.97,47.80
48.49,48.23,49.33,48.20
50.03,51.20,52.98,49.82
51.27,51.89,52.57,50.25
53.03,52.59,53.20,51.99
52.67,52.98,53.00,52.15
52.97,54.41,54.63,52.53
54.73,54.14,55.45,53.70
54.85,54.18,55.18,53.75
54.06,52.62,54.15,51.64
52.61,53.16,53.74,52.37
53.24,54.56,54.74,52.67
53.80,52.57,54.41,52.13
52.06,52.08,52.54,51.17
52.39,52.39,53.68,52.02
52.87,52.51,53.49,51.48
52.85,52.71,53.33,52.21
52.68,51.71,53.18,51.62
51.70,49.07,51.70,47.91
49.19,48.27,49.19,47.94
48.35,47.51,48.64,47.41
47.85,47.10,47.98,46.70
47.32,45.50,47.38,45.49
45.50,45.23,45.51,43.34
45.20,45.58,45.94,44.84
45.47,45.93,46.34,45.11
45.72,44.99,46.19,44.72
45.09,45.45,45.90,44.90
45.45,45.57,45.89,45.01
45.35,44.60,45.50,44.52
44.50,43.70,44.60,42.28
43.09,43.21,44.16,43.00
43.37,43.77,44.14,42.90
44.00,44.77,45.04,44.00
45.47,45.38,46.78,45.23
45.01,45.20,45.40,44.47
44.95,44.67,45.23,44.05
44.50,45.15,45.24,44.40
44.85,45.67,45.80,44.85
45.40,44.45,45.96,44.33
44.41,44.79,45.10,44.26
44.77,45.15,45.44,44.51
45.12,45.30,45.64,44.76
45.62,44.86,45.64,44.59
44.94,44.69,45.15,43.98
45.00,44.43,45.25,44.32
44.73,44.63,45.00,44.00
44.60,43.49,44.62,43.14
43.67,43.27,43.89,43.22
43.19,42.98,43.49,42.62
43.87,42.87,44.20,42.79
43.26,44.42,44.63,42.90
44.89,44.99,45.35,44.63
45.23,45.48,46.29,45.12
45.75,44.30,45.79,44.08
37.23,37.25,38.50,37.00
37.15,37.61,37.64,36.26
37.50,38.25,38.30,37.44
38.08,38.71,39.06,38.00
39.40,39.88,40.30,38.92
40.20,40.27,40.47,39.99
40.20,40.23,40.43,39.98
41.74,41.25,41.94,41.04
41.02,41.11,41.66,40.71
41.00,41.12,41.56,40.80
41.11,40.49,41.25,40.15
40.34,40.42,40.66,40.01
39.90,40.48,40.67,39.52
40.38,40.27,40.75,39.90
40.28,41.40,41.69,40.27
43.06,42.60,43.71,42.16
42.04,40.82,42.16,40.73
41.31,40.75,41.31,40.05
40.56,40.29,41.07,40.17
39.89,39.98,40.24,39.26
39.79,40.17,40.25,39.71
40.38,38.87,40.38,38.81
39.11,38.66,39.19,38.57
39.04,38.11,39.04,37.83
37.94,37.98,38.94,37.76
38.36,38.15,38.36,37.52
38.06,37.51,38.06,37.26
37.74,37.53,37.83,37.46
37.59,37.56,37.76,37.28
37.93,39.51,39.64,37.81
39.13,39.03,39.56,38.84
38.98,39.45,39.55,38.55
39.50,39.17,39.71,38.75
39.51,39.45,39.67,39.10
39.46,38.47,39.97,38.41
38.68,38.30,39.31,38.12
38.40,38.50,38.63,37.89
38.19,38.70,39.03,38.10
38.60,39.97,40.35,38.60
40.41,39.03,40.49,38.91
40.01,40.11,40.39,39.45
40.29,40.38,40.57,39.63
40.41,39.29,40.70,39.23
39.46,38.77,39.53,38.52
38.92,38.75,39.04,38.29
38.58,38.37,38.97,37.90
38.68,38.79,38.96,38.52
39.01,39.99,40.09,38.91
39.94,40.00,40.25,39.61
40.02,39.80,40.25,39.67
39.92,40.45,40.66,39.50
40.81,40.83,41.00,40.30
40.87,41.67,42.14,40.77
41.67,41.49,41.94,41.28
40.64,40.59,41.00,40.34
40.63,39.93,40.63,39.70
40.07,40.11,40.28,39.65
40.20,39.13,40.32,39.10
39.23,39.04,39.54,38.97
38.85,39.14,39.21,38.51
39.16,39.07,39.43,39.02
39.02,38.68,39.10,38.55
38.65,38.39,38.72,37.81
43.70,43.73,45.49,42.65
43.68,45.19,45.50,43.62
44.65,44.20,45.08,43.71
43.94,43.44,44.30,43.17
43.42,44.01,44.27,43.38
44.02,44.30,44.71,43.86
44.51,43.24,44.77,42.85
43.47,41.73,43.55,41.62
41.63,41.96,42.49,41.52
42.00,42.66,42.83,41.83
42.45,42.23,42.75,41.66
42.27,42.99,43.13,42.05
42.56,42.27,42.66,42.04
42.15,42.01,42.46,41.63
41.82,41.46,42.01,41.19
41.43,42.36,42.66,40.07
42.58,42.07,43.00,41.87
42.39,41.33,42.39,41.07
40.91,41.00,41.24,40.65
41.17,42.23,42.32,40.91
41.96,41.07,42.00,40.93
41.08,40.35,41.33,40.05
40.37,39.08,40.66,39.01
39.22,39.44,40.20,39.15
38.99,39.60,39.85,37.86
38.67,40.00,40.07,38.26
40.27,38.84,40.37,38.67
38.87,40.49,40.60,38.75
40.74,41.20,41.28,40.62
41.20,40.85,42.09,40.85
41.51,41.41,42.37,40.94
41.39,41.40,41.73,40.80
41.12,41.51,41.84,40.37
41.50,41.73,41.77,40.75
41.50,41.18,41.68,40.75
40.56,41.68,42.06,40.48
42.13,41.65,42.24,41.43
41.77,41.93,42.18,41.52
41.77,41.52,41.77,40.87
41.58,41.29,41.71,41.13
41.21,42.78,42.99,41.21
42.45,43.76,43.89,42.36
43.69,43.30,44.55,42.81
43.18,43.18,43.35,42.66
43.18,45.66,45.95,43.15
45.77,45.19,46.25,44.87
44.27,44.99,45.34,44.15
44.98,44.42,45.08,44.24
45.30,44.80,45.97,44.73
44.97,45.60,45.69,44.62
45.60,45.88,47.18,45.30
46.60,46.91,47.15,45.94
46.90,46.93,47.32,46.30
47.39,48.67,49.34,47.15
49.08,48.34,49.20,47.86
48.63,48.19,48.93,48.12
48.19,47.04,48.23,46.82
46.49,46.06,47.00,45.81
46.06,45.71,46.59,45.39
45.90,45.92,47.18,45.60
45.94,45.51,46.11,44.97
45.53,44.93,45.70,44.36
45.72,47.73,47.88,45.71
48.09,46.70,48.72,46.49
49.89,50.96,52.17,49.65
51.09,52.95,53.88,50.93
52.91,53.87,54.41,52.65
53.44,52.50,53.84,52.35
52.57,53.24,53.35,52.39
54.00,53.15,54.10,52.57
53.14,53.50,53.63,52.54
53.89,53.96,54.41,53.55
53.95,54.56,55.16,53.91
54.35,54.40,55.00,54.08
54.36,54.77,55.03,54.31
54.92,55.38,56.40,54.72
54.50,55.75,55.92,54.32
55.63,55.79,56.93,55.34
56.01,55.34,56.80,54.65
56.34,55.96,57.48,55.68
55.84,55.57,56.15,54.42
56.27,57.65,58.01,56.16
58.25,59.07,59.65,58.00
58.87,58.63,59.22,57.85
62.40,62.59,63.80,61.36
62.70,63.06,64.27,62.69
62.32,63.40,63.40,61.50
63.47,62.51,63.90,62.05
62.25,63.00,63.05,61.36
63.00,63.00,63.23,62.29
63.00,62.86,63.59,62.52
63.03,63.76,64.28,62.37
65.77,66.20,66.71,65.40
65.94,66.76,66.76,65.18
66.13,67.48,67.71,65.55
67.55,66.16,67.69,66.04
65.98,67.19,67.46,65.82
66.90,66.24,67.04,65.85
66.24,65.52,66.47,64.83
65.59,66.49,66.74,65.22
66.40,65.66,66.95,65.58
65.74,65.29,65.99,64.91
65.23,64.44,65.46,64.04
64.29,65.43,65.67,64.21
65.54,65.76,66.15,65.18
65.13,65.59,65.85,64.85
65.63,66.04,66.40,64.70
66.20,65.98,66.63,65.67
65.51,66.00,66.24,64.85
65.77,66.42,66.99,65.50
66.42,66.89,67.90,66.42
67.06,67.37,67.55,66.36
67.00,66.08,67.25,65.97
66.10,66.10,66.69,65.77
66.16,67.09,67.69,65.83
67.20,66.48,67.47,66.30
66.65,68.44,68.69,66.42
68.59,67.49,68.99,66.54
67.17,65.87,67.47,65.47
65.70,65.52,66.33,64.86
65.64,64.85,68.00,64.73
62.16,62.30,62.59,60.55
62.30,62.24,62.49,61.38
62.16,62.08,62.59,61.60
61.93,62.27,62.68,61.75
62.39,62.82,63.22,61.66
63.13,63.12,64.10,62.71
63.23,63.61,64.00,63.21
63.50,64.42,64.50,63.37
64.40,64.40,64.64,63.43
63.75,64.40,64.54,63.67
64.47,65.74,66.18,64.31
64.53,63.71,64.55,62.59
63.31,63.30,64.36,63.17
63.30,60.96,63.40,60.69
62.54,63.97,66.89,61.80
63.74,64.32,64.50,62.63
64.43,64.83,65.85,64.43
65.50,64.02,65.55,64.01
64.30,63.10,64.30,62.62
62.84,63.35,64.06,62.76
63.59,64.41,65.16,63.40
64.46,66.41,67.33,64.11
68.00,68.71,69.94,67.90
68.25,69.77,69.90,68.08
69.71,68.86,70.00,68.84
68.87,68.20,69.12,68.01
68.00,67.65,68.14,66.93
67.58,67.39,68.22,67.26
67.36,67.50,68.08,67.10
66.91,66.70,67.18,66.42
65.97,66.19,66.41,65.52
65.99,66.35,66.68,65.73
66.36,65.67,66.50,65.63
65.50,66.48,66.82,65.35
66.43,66.94,67.39,66.16
67.50,65.57,67.66,65.52
65.36,64.66,65.57,63.96
64.58,64.70,65.06,63.72
64.48,63.64,65.09,63.55
63.90,63.57,64.73,63.41
64.10,64.76,64.91,63.42
64.57,64.31,65.10,64.03
64.72,65.04,65.14,64.05
64.87,65.31,66.00,64.57
65.57,65.49,66.28,65.32
65.49,65.67,66.18,64.83
65.53,64.70,65.60,63.83
64.69,64.41,65.14,64.05
64.41,65.20,65.65,63.58
65.32,64.49,65.56,64.45
64.13,64.58,65.36,64.10
64.31,63.00,64.95,62.97
62.87,61.91,62.93,60.96
61.44,60.50,61.57,60.07
60.52,61.16,61.49,59.54
60.32,60.27,61.31,59.79
59.75,61.12,61.73,59.30
61.16,61.23,61.75,60.91
61.09,59.79,61.65,59.60
60.29,59.98,60.99,59.71
60.33,59.80,60.65,58.25
60.02,61.27,61.77,59.32
60.70,61.35,61.84,60.05
61.93,63.80,64.05,61.80
63.50,61.52,63.73,60.78
65.71,68.27,68.35,64.81
68.55,66.77,68.62,65.70
65.55,66.07,66.18,64.76
65.60,66.48,66.77,65.51
66.29,66.82,67.46,65.82
67.00,67.26,67.63,66.61
67.24,66.93,67.55,66.64
67.08,66.61,67.64,66.59
66.00,65.99,66.75,65.70
66.37,66.34,66.91,66.00
66.72,68.80,68.83,66.72
68.83,67.42,68.88,67.36
67.67,67.56,68.13,67.20
67.14,67.09,68.48,66.60
66.50,64.80,66.71,64.73
65.46,65.30,65.47,64.25
65.69,65.05,65.99,64.75
64.92,65.18,65.45,63.95
64.87,64.30,65.55,63.95
64.73,65.68,65.94,63.17
65.04,63.97,65.63,63.83
64.81,62.46,65.20,62.39
63.23,63.00,63.48,62.17
63.44,64.11,64.48,63.39
64.21,63.92,64.40,63.68
63.77,63.42,64.10,63.31
63.31,62.78,63.57,62.28
62.90,62.94,63.17,62.26
62.90,63.36,63.73,62.77
63.43,62.77,63.74,62.34
62.45,62.86,63.28,62.22
63.29,62.00,64.82,61.90
62.07,61.24,62.75,60.48
60.79,61.17,61.44,59.86
61.29,63.22,63.73,61.25
63.17,63.74,63.86,62.45
63.67,63.07,63.83,62.84
63.29,62.86,63.58,62.59
62.78,61.87,62.96,61.13
62.26,62.57,63.24,61.85
62.43,62.69,63.13,62.43
62.91,62.27,62.98,61.94
62.16,62.37,62.48,61.34
63.05,63.99,64.40,62.62
63.34,64.45,64.75,62.76
63.72,63.02,64.12,61.38
63.30,64.50,64.95,63.20
64.27,65.17,65.37,64.15
65.15,66.37,66.50,64.57
66.35,66.70,66.98,66.15
66.43,65.36,66.43,65.05
64.81,62.96,64.88,62.80
62.37,61.95,63.06,60.62
58.40,59.07,60.80,55.16
61.50,58.70,61.90,58.69
60.33,60.31,60.77,59.05
61.60,62.64,63.70,61.30
62.62,63.17,63.48,61.97
63.08,64.01,64.43,63.08
62.82,63.07,63.76,62.22
63.85,65.36,65.48,63.66
66.05,64.95,66.88,64.60
64.59,65.68,66.11,64.32
66.33,65.89,66.99,65.33
66.39,64.05,66.44,61.22
60.07,53.54,60.80,52.88
54.60,54.01,54.65,52.91
53.77,53.79,54.78,53.15
53.83,53.37,54.00,51.96
53.22,54.65,55.35,52.81
54.86,53.83,55.12,53.18
53.36,52.91,54.29,52.64
54.57,53.98,55.77,53.47
53.27,54.72,54.86,53.26
55.16,53.53,55.53,53.16
53.14,52.85,53.14,51.98
53.87,52.58,54.47,51.65
52.11,50.37,52.29,50.11
50.30,49.81,50.96,49.45
50.39,50.65,51.14,50.00
50.34,50.28,50.75,49.52
49.82,51.12,51.13,49.14
51.32,51.27,51.87,50.93
51.21,51.74,51.94,50.87
53.07,54.00,54.03,52.15
53.68,54.21,54.64,53.60
54.50,52.75,54.55,52.71
52.85,51.91,53.10,51.81
51.64,51.58,51.99,50.80
51.72,51.54,52.42,51.23
51.70,52.52,52.52,51.15
54.08,53.81,54.93,53.00
53.70,53.26,54.52,52.75
53.11,52.93,53.50,52.49
53.31,52.00,53.38,51.66
50.61,52.33,52.37,50.01
52.32,48.49,52.63,47.40
48.56,48.30,48.88,47.93
48.50,48.28,49.03,47.79
48.25,49.24,49.38,47.39
49.30,48.79,49.50,48.23
48.69,49.17,49.58,48.16
49.35,51.08,51.12,48.19
51.25,52.09,52.69,51.01
51.87,51.68,52.51,51.44
51.94,52.08,52.24,51.25
52.19,51.06,53.15,50.88
50.87,50.17,51.00,49.29
50.19,50.08,50.61,49.02
49.96,47.57,50.01,47.46
47.44,48.16,48.90,47.08
47.30,45.05,47.50,44.23
44.70,45.24,45.50,43.87
44.99,44.09,44.99,43.14
44.36,45.69,45.76,44.07
45.86,47.33,49.00,45.74
47.91,49.28,51.50,47.74
49.52,52.77,52.95,48.54
51.84,52.73,53.31,51.19
53.09,52.95,53.72,51.97
52.85,52.50,52.88,51.76
49.28,47.82,50.00,47.54
48.84,49.05,49.20,47.75
48.92,49.00,49.53,48.55
49.42,49.12,49.70,48.63
49.00,49.18,49.31,46.78
49.02,51.79,51.93,48.12
51.27,52.16,52.39,50.68
46.94,45.32,50.39,45.05
44.73,45.95,46.50,44.62
45.39,46.12,46.64,45.10
46.09,47.79,47.85,45.87
47.90,49.26,49.79,47.51
49.73,49.97,50.70,49.19
50.55,50.00,51.24,49.75
49.75,50.26,51.07,49.05
50.37,51.90,51.99,50.35
51.76,53.15,53.35,51.58
53.67,52.89,53.96,52.48
52.72,53.19,53.59,52.43
52.84,53.17,54.15,52.60
53.25,52.37,53.75,51.88
52.41,51.59,52.80,51.34
51.71,52.47,53.54,51.59
53.71,55.86,56.21,53.53
56.20,55.59,56.67,55.16
54.95,54.91,55.64,54.53
54.00,54.79,56.00,53.75
55.43,53.91,55.77,52.97
54.49,54.73,55.09,52.71
59.92,56.82,61.30,56.28
57.99,55.97,58.28,55.12
56.06,56.63,57.38,53.60
55.18,55.71,56.34,52.90
56.18,56.74,57.48,55.56
55.53,55.95,56.70,53.18
56.86,57.09,59.03,54.85
57.92,58.03,58.38,56.15
58.67,57.63,58.67,57.02
58.73,58.59,59.33,57.61
58.59,58.81,59.91,58.39
59.71,59.60,60.67,59.05
59.50,62.07,62.07,59.50
61.25,60.82,61.63,59.64
61.24,62.01,63.50,61.12
61.89,63.02,63.14,60.49
62.26,62.63,63.34,61.66
62.38,60.75,63.13,59.88
59.99,57.96,60.11,55.37
57.43,56.88,57.93,54.60
56.81,57.68,58.55,56.75
56.72,57.22,57.74,55.44
57.61,58.84,58.93,56.56
59.53,59.80,60.46,58.93
60.14,60.51,61.43,59.93
60.88,60.66,61.37,60.13
60.16,60.76,60.84,58.15
61.29,60.50,62.14,59.98
60.46,60.63,61.58,59.53
60.31,60.81,60.92,59.06
60.90,61.35,62.80,60.60
61.66,61.56,62.00,60.81
61.24,62.73,63.43,60.99
62.71,62.74,63.30,62.29
62.52,62.79,63.67,62.38
62.84,61.78,62.93,61.54
61.84,61.22,62.11,61.03
60.89,62.00,62.09,60.78
61.59,62.22,62.96,61.47
62.27,62.13,62.49,61.21
62.76,63.23,63.68,62.40
63.52,64.42,64.68,63.33
64.18,64.73,64.99,63.94
63.72,62.98,63.72,61.95
62.96,62.28,62.96,61.68
61.78,62.80,63.22,61.50
62.50,62.51,63.42,62.37
61.39,60.21,61.60,58.76
59.85,60.33,60.50,58.81
59.95,60.07,60.81,59.58
60.37,60.89,61.08,59.65
61.13,60.52,61.45,60.07
60.58,61.24,61.72,60.02
65.50,67.80,68.45,65.30
68.19,67.71,68.50,66.35
66.97,68.69,68.91,66.96
68.95,67.60,69.73,67.44
67.16,66.73,67.53,66.21
66.89,65.74,66.89,65.13
65.45,64.99,66.40,64.59
65.28,63.75,65.41,62.68
63.85,61.23,64.31,61.04
61.47,61.91,62.48,60.39
61.96,63.25,63.39,61.67
63.31,64.20,64.48,63.00
63.88,64.80,65.33,63.60
64.17,65.48,65.80,64.07
65.67,66.48,66.68,65.33
66.48,67.13,67.72,66.28
67.89,66.51,68.24,65.99
66.54,66.24,66.85,65.58
66.41,66.00,66.48,65.20
65.81,66.45,66.46,65.66
66.21,65.64,66.41,65.07
65.48,65.57,66.46,65.17
65.54,65.55,65.98,64.87
65.95,66.72,67.08,65.31
66.20,65.54,66.69,64.90
65.30,65.20,65.95,64.90
64.54,63.41,64.93,63.04
63.32,62.81,63.32,60.82
62.88,64.03,64.45,62.55
63.42,64.21,64.30,63.28
63.25,61.99,63.77,60.96
62.24,61.62,62.68,61.28
61.51,61.58,62.56,60.10
60.48,60.76,61.19,59.85
60.72,60.90,61.67,60.34
60.52,60.07,60.69,59.67
59.93,61.10,61.47,59.68
61.23,62.49,62.85,61.01
62.55,61.94,63.62,61.72
62.01,63.16,63.50,62.01
62.79,63.15,63.43,62.55
63.13,63.14,63.62,62.64
63.45,64.69,64.80,63.00
64.69,65.03,65.14,63.76
64.50,66.17,66.68,64.45
66.08,67.13,67.35,65.98
67.49,67.24,67.77,66.70
67.01,68.75,68.81,67.00
68.55,68.14,68.75,66.96
69.04,71.48,71.95,67.30
71.04,72.32,72.54,70.60
71.27,70.54,71.73,69.69
70.07,70.21,71.20,70.00
70.00,70.38,70.70,69.26
70.47,70.73,71.89,70.31
70.86,71.79,71.83,70.33
71.73,71.71,72.06,71.18
72.65,71.78,73.22,71.70
71.50,71.88,72.38,71.20
72.00,71.36,72.26,71.15
71.92,71.82,72.37,71.15
70.08,69.62,70.90,69.46
69.08,69.00,69.27,67.08
69.41,69.87,70.13,68.51
70.22,71.65,72.00,70.11
71.69,73.86,73.86,71.65
73.88,73.96,74.81,73.75
73.49,73.28,74.22,72.89
73.37,74.41,74.56,73.06
74.50,75.20,75.25,74.14
75.50,76.72,77.02,75.24
76.33,76.49,77.23,76.32
76.48,76.62,77.25,76.15
76.91,76.81,76.91,75.87
77.81,77.42,77.96,77.05
77.50,77.80,78.20,77.19
77.38,77.75,78.40,77.10
78.21,77.30,78.21,76.96
77.60,77.17,77.74,76.93
76.90,76.55,77.01,75.79
76.50,76.14,76.67,75.72
76.13,77.58,77.82,76.10
77.51,77.18,78.50,76.76
77.26,76.82,77.50,75.75
76.97,77.38,77.68,76.32
77.50,77.65,77.82,76.69
77.60,78.33,78.79,77.54
78.33,76.95,78.58,76.79
75.60,77.40,77.79,72.86
77.58,77.41,78.42,77.10
78.05,77.80,78.40,77.13
77.85,78.52,78.96,77.85
78.19,77.74,78.34,77.40
77.72,77.93,78.74,77.44
78.72,79.72,80.19,78.64
79.72,79.34,79.98,78.94
79.96,80.27,80.89,79.55
80.29,79.87,80.54,79.79
79.97,78.54,80.08,77.81
78.20,80.09,80.21,78.20
80.16,80.65,80.97,80.07
80.62,80.11,80.79,79.75
80.51,80.24,81.05,80.00
80.23,80.18,81.13,79.92
80.19,80.59,81.81,79.98
80.35,78.19,81.24,78.17
78.32,78.26,79.41,77.80
78.08,76.85,78.72,75.98
76.94,76.51,77.97,76.37
75.89,76.66,77.58,75.12
70.58,68.57,71.65,68.38
68.64,67.68,68.84,66.97
67.51,68.23,68.27,67.05
67.22,66.08,67.56,65.95
65.59,64.80,65.93,64.71
64.43,66.00,66.13,64.35
65.83,65.93,66.16,64.56
66.23,66.15,67.40,65.80
65.75,66.05,66.77,65.17
66.32,65.98,66.67,65.76
66.08,65.81,66.55,65.42
66.30,65.69,66.30,65.35
65.50,65.40,65.94,64.49
66.11,65.73,66.29,65.36
65.73,65.19,65.96,65.12
65.11,64.03,65.11,63.86
64.19,64.52,64.60,62.89
64.50,63.51,64.50,63.28
62.78,60.99,63.13,60.94
60.96,60.98,61.41,60.17
60.92,60.30,61.23,60.16
60.15,59.39,60.24,59.05
59.46,59.19,62.43,58.87
59.31,58.52,59.38,58.46
58.51,58.29,59.00,57.93
58.58,57.81,59.09,57.77
57.74,56.76,58.04,56.60
57.03,57.15,57.66,56.76
56.79,57.60,58.22,56.47
57.70,56.62,57.97,56.43
55.83,54.88,56.19,54.87
55.50,56.30,56.79,55.12
56.38,58.58,58.87,56.38
58.27,57.77,58.88,57.50
57.19,57.00,57.60,56.42
56.91,56.20,57.33,56.15
54.49,55.11,56.27,54.00
55.23,57.01,57.87,55.19
57.03,57.22,57.46,56.51
57.45,58.40,59.00,57.25
58.36,57.25,58.50,57.14
57.34,57.31,57.65,56.63
57.28,57.40,58.30,56.93
57.73,55.11,57.87,55.02
55.37,55.84,56.53,55.19
56.59,55.70,56.85,55.42
55.83,56.97,57.28,55.52
55.62,57.79,58.07,54.65
58.39,57.06,58.85,56.49
57.07,57.84,57.92,56.83
58.06,57.83,58.52,57.35
58.12,56.81,58.46,56.53
55.30,56.67,56.75,55.13
56.51,57.54,57.88,56.32
57.57,54.61,57.86,54.50
54.97,55.80,56.26,54.83
55.90,58.24,58.42,55.60
57.91,57.91,58.98,57.50
58.44,57.99,58.56,57.71
57.70,57.21,58.09,56.60
57.48,58.32,58.75,57.09
58.48,56.99,59.48,56.92
56.76,56.53,58.08,56.45
54.75,55.31,56.45,54.27
55.66,57.12,57.99,55.65
