GMTB,Columbia Core Bond ETF,NASDAQ
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
50.10,50.10,50.10,50.10
50.10,50.09,50.10,50.09
50.10,50.12,50.12,50.10
50.25,50.25,50.25,50.25
50.30,50.25,50.30,50.25
50.13,50.05,50.13,50.05
50.07,50.07,50.07,50.07
50.06,50.06,50.06,50.06
50.02,50.06,50.06,50.02
50.10,50.10,50.10,50.10
50.08,50.08,50.08,50.08
50.08,50.08,50.08,50.08
50.06,50.06,50.06,50.06
50.05,50.05,50.05,50.05
50.12,50.12,50.12,50.12
50.15,50.15,50.15,50.15
50.15,50.15,50.15,50.15
50.20,50.20,50.20,50.20
50.16,50.16,50.16,50.16
50.17,50.17,50.17,50.17
50.12,50.15,50.15,50.12
50.20,50.22,50.22,50.20
50.19,50.19,50.19,50.19
50.20,50.17,50.20,50.17
50.20,50.20,50.20,50.20
50.20,50.20,50.20,50.20
50.20,50.20,50.20,50.20
50.19,50.21,50.25,50.19
50.15,50.15,50.15,50.15
50.25,50.25,50.25,50.25
50.35,50.35,50.35,50.35
50.35,50.35,50.35,50.35
50.30,50.30,50.30,50.30
50.30,50.30,50.30,50.30
50.30,50.30,50.30,50.30
50.30,50.30,50.30,50.30
50.30,50.30,50.30,50.30
50.10,50.10,50.10,50.10
50.13,50.13,50.13,50.13
50.13,50.13,50.13,50.13
50.20,50.20,50.20,50.20
50.10,50.10,50.10,50.10
50.00,50.00,50.00,50.00
49.87,49.77,49.90,49.77
49.92,49.92,49.92,49.90
49.99,49.99,49.99,49.99
49.88,49.88,49.88,49.88
49.90,49.90,49.90,49.90
49.92,49.92,49.92,49.92
49.91,49.88,49.92,49.86
49.88,49.88,49.88,49.88
49.92,49.92,49.95,49.92
49.92,49.92,49.92,49.92
50.23,50.23,50.23,50.23
50.23,50.23,50.23,50.23
50.23,50.23,50.23,50.23
50.23,50.23,50.23,50.23
50.23,50.23,50.23,50.23
50.23,50.23,50.23,50.23
50.23,50.23,50.23,50.23
50.35,50.37,50.37,50.35
50.37,50.37,50.37,50.37
50.25,50.28,50.28,50.25
50.35,50.35,50.35,50.35
50.35,50.35,50.35,50.35
50.33,50.33,50.33,50.33
50.33,50.33,50.33,50.33
50.33,50.33,50.33,50.33
50.36,50.36,50.36,50.36
50.44,50.44,50.44,50.44
50.41,50.41,50.41,50.41
50.50,50.50,50.50,50.50
50.60,50.52,50.60,50.47
50.57,50.57,50.57,50.57
50.57,50.57,50.57,50.57
50.57,50.57,50.57,50.57
50.57,50.57,50.57,50.57
50.57,50.57,50.57,50.57
50.57,50.57,50.57,50.57
50.57,50.57,50.57,50.57
50.45,50.45,50.45,50.45
50.45,50.45,50.45,50.45
50.45,50.45,50.45,50.45
50.12,50.12,50.12,50.12
50.50,50.50,50.50,50.50
50.50,50.50,50.50,50.50
50.35,50.35,50.35,50.35
50.35,50.35,50.35,50.35
50.35,50.35,50.35,50.35
50.35,50.35,50.35,50.35
50.35,50.35,50.35,50.35
50.35,50.35,50.35,50.35
50.35,50.35,50.35,50.35
50.35,50.35,50.35,50.35
50.35,50.35,50.35,50.35
50.35,50.35,50.35,50.35
50.51,50.42,50.51,50.42
50.50,50.49,50.50,50.45
50.80,50.82,50.90,50.80
50.82,50.82,50.82,50.82
50.82,50.82,50.82,50.82
50.82,50.82,50.82,50.82
50.82,50.82,50.82,50.82
50.88,50.86,50.88,50.86
50.86,50.86,50.86,50.86
50.86,50.86,50.86,50.86
50.69,51.21,51.21,50.69
51.00,51.00,51.00,51.00
51.00,51.00,51.00,51.00
51.00,51.00,51.00,51.00
51.18,51.18,51.18,51.18
51.18,51.18,51.18,51.18
51.18,51.18,51.18,51.18
51.18,51.18,51.18,51.18
51.30,51.30,51.30,51.30
51.30,51.30,51.30,51.30
51.30,51.30,51.30,51.30
51.30,51.30,51.30,51.30
51.40,51.30,51.40,51.30
51.30,51.30,51.30,51.30
51.30,51.30,51.30,51.30
51.30,51.30,51.30,51.30
51.30,51.30,51.30,51.30
51.30,51.30,51.30,51.30
51.33,51.33,51.33,51.33
51.33,51.33,51.33,51.33
51.42,51.42,51.42,51.42
51.42,51.42,51.42,51.42
51.42,51.42,51.42,51.42
51.42,51.42,51.42,51.42
51.52,51.54,51.54,51.52
51.60,51.60,51.60,51.60
51.60,51.60,51.60,51.60
51.60,51.60,51.60,51.60
51.72,51.70,51.73,51.70
51.85,51.85,51.85,51.85
51.85,51.85,51.85,51.85
51.85,51.85,51.85,51.85
51.85,51.85,51.85,51.85
52.04,52.04,52.04,52.04
52.04,52.04,52.04,52.04
52.04,52.04,52.04,52.04
52.44,52.44,52.44,52.44
52.44,52.44,52.44,52.44
52.44,52.44,52.44,52.44
52.44,52.44,52.44,52.44
52.12,52.14,52.14,52.07
52.49,52.47,52.49,52.47
52.05,52.12,52.14,52.05
52.12,52.12,52.12,52.12
52.12,52.12,52.12,52.12
52.09,52.09,52.09,52.09
52.09,52.09,52.09,52.09
52.09,52.09,52.09,52.09
52.09,52.09,52.09,52.09
52.09,52.09,52.09,52.09
52.09,52.09,52.09,52.09
52.09,52.09,52.09,52.09
51.52,51.52,51.52,51.52
51.52,51.52,51.52,51.52
51.62,51.62,51.62,51.62
51.84,51.84,51.84,51.84
51.84,51.84,51.84,51.84
51.84,51.84,51.84,51.84
51.84,51.84,51.84,51.84
51.84,51.84,51.84,51.84
51.84,51.84,51.84,51.84
51.84,51.84,51.84,51.84
51.65,51.65,51.65,51.65
51.70,51.85,51.85,51.70
51.85,51.85,51.85,51.85
51.85,51.85,51.85,51.85
51.90,51.90,51.90,51.90
52.30,52.30,52.30,52.30
52.30,52.30,52.30,52.30
52.25,52.20,52.25,52.20
52.20,52.20,52.20,52.20
52.20,52.20,52.20,52.20
52.20,52.20,52.20,52.20
52.20,52.20,52.20,52.20
51.98,52.10,52.10,51.98
52.10,52.10,52.10,52.10
52.10,52.10,52.10,52.10
52.10,52.10,52.10,52.10
52.10,52.10,52.10,52.10
52.10,52.10,52.10,52.10
52.10,52.10,52.10,52.10
52.10,52.10,52.10,52.10
52.38,52.28,52.38,52.28
52.28,52.28,52.28,52.28
52.28,52.28,52.28,52.28
52.28,52.28,52.28,52.28
51.89,51.89,51.89,51.89
51.89,51.89,51.89,51.89
52.03,52.03,52.03,52.03
52.03,52.03,52.03,52.03
52.03,52.03,52.03,52.03
51.78,51.74,51.78,51.74
51.74,51.74,51.74,51.74
51.74,51.74,51.74,51.74
51.74,51.74,51.74,51.74
51.74,51.74,51.74,51.74
51.74,51.74,51.74,51.74
51.74,51.74,51.74,51.74
51.46,51.46,51.46,51.46
51.46,51.46,51.46,51.46
51.46,51.46,51.46,51.46
51.46,51.46,51.46,51.46
51.46,51.46,51.46,51.46
51.46,51.46,51.46,51.46
51.46,51.46,51.46,51.46
51.46,51.46,51.46,51.46
51.08,51.08,51.08,51.08
51.47,51.45,51.47,51.45
51.45,51.45,51.45,51.45
50.87,51.00,51.00,50.87
50.81,50.76,50.81,50.76
50.76,50.76,50.76,50.76
50.76,50.76,50.76,50.76
50.76,50.76,50.76,50.76
50.67,50.67,50.67,50.67
50.67,50.67,50.67,50.67
50.67,50.67,50.67,50.67
50.67,50.67,50.67,50.67
50.67,50.67,50.67,50.67
50.67,50.67,50.67,50.67
50.67,50.67,50.67,50.67
50.67,50.67,50.67,50.67
50.67,50.67,50.67,50.67
50.67,50.67,50.67,50.67
50.67,50.67,50.67,50.67
50.67,50.67,50.67,50.67
50.67,50.67,50.67,50.67
50.67,50.67,50.67,50.67
50.67,50.67,50.67,50.67
50.67,50.67,50.67,50.67
50.67,50.67,50.67,50.67
50.67,50.67,50.67,50.67
50.67,50.67,50.67,50.67
50.67,50.67,50.67,50.67
50.67,50.67,50.67,50.67
50.67,50.67,50.67,50.67
50.67,50.67,50.67,50.67
50.67,50.67,50.67,50.67
50.67,50.67,50.67,50.67
50.67,50.67,50.67,50.67
50.67,50.67,50.67,50.67
50.71,50.70,50.71,50.70
51.05,51.05,51.05,51.05
51.05,51.05,51.05,51.05
51.05,51.05,51.05,51.05
51.05,51.05,51.05,51.05
51.05,51.05,51.05,51.05
51.05,51.05,51.05,51.05
51.05,51.05,51.05,51.05
51.05,51.05,51.05,51.05
51.05,51.05,51.05,51.05
51.05,51.05,51.05,51.05
51.05,51.05,51.05,51.05
51.05,51.05,51.05,51.05
51.05,51.05,51.05,51.05
51.05,51.05,51.05,51.05
51.05,51.05,51.05,51.05
51.05,51.05,51.05,51.05
51.05,51.05,51.05,51.05
51.05,51.05,51.05,51.05
51.05,51.05,51.05,51.05
51.05,51.05,51.05,51.05
51.05,51.05,51.05,51.05
51.05,51.05,51.05,51.05
51.05,51.05,51.05,51.05
51.05,51.05,51.05,51.05
51.05,51.05,51.05,51.05
51.05,51.05,51.05,51.05
50.21,50.26,50.26,50.21
50.26,50.26,50.26,50.26
50.24,50.24,50.24,50.24
50.24,50.24,50.24,50.24
50.49,50.51,50.51,50.49
50.51,50.51,50.51,50.51
50.51,50.51,50.51,50.51
50.51,50.51,50.51,50.51
50.00,54.19,54.34,50.00
50.64,50.64,50.64,50.64
50.56,50.68,50.68,50.56
50.68,50.68,50.68,50.68
50.68,50.68,50.68,50.68
50.68,50.68,50.68,50.68
50.68,50.68,50.68,50.68
50.68,50.68,50.68,50.68
50.68,50.68,50.68,50.68
50.68,50.68,50.68,50.68
50.68,50.68,50.68,50.68
50.68,50.68,50.68,50.68
50.68,50.68,50.68,50.68
50.21,50.21,50.21,50.21
50.21,50.21,50.21,50.21
50.21,50.21,50.21,50.21
50.21,50.21,50.21,50.21
50.21,50.21,50.21,50.21
49.95,49.95,49.95,49.95
49.95,49.95,49.95,49.95
49.95,49.95,49.95,49.95
49.95,49.95,49.95,49.95
49.95,49.95,49.95,49.95
49.95,49.95,49.95,49.95
49.95,49.95,49.95,49.95
49.95,49.95,49.95,49.95
49.95,49.95,49.95,49.95
49.95,49.95,49.95,49.95
49.95,49.95,49.95,49.95
49.95,49.95,49.95,49.95
50.81,50.77,50.81,50.77
50.81,50.81,50.81,50.81
50.81,50.81,50.81,50.81
50.81,50.81,50.81,50.81
50.81,50.81,50.81,50.81
50.81,50.81,50.81,50.81
50.81,50.81,50.81,50.81
50.81,50.81,50.81,50.81
51.20,51.18,51.20,51.18
51.18,51.18,51.18,51.18
51.18,51.18,51.18,51.18
51.18,51.18,51.18,51.18
51.18,51.18,51.18,51.18
51.18,51.18,51.18,51.18
51.18,51.18,51.18,51.18
51.18,51.18,51.18,51.18
51.18,51.18,51.18,51.18
51.18,51.18,51.18,51.18
51.23,51.00,51.23,51.00
51.00,51.00,51.00,51.00
51.00,51.00,51.00,51.00
51.00,51.00,51.00,51.00
51.54,51.54,51.54,51.54
51.54,51.54,51.54,51.54
51.54,51.54,51.54,51.54
51.54,51.54,51.54,51.54
51.86,51.86,51.86,51.86
51.86,51.86,51.86,51.86
