CYTX,Cytori Therapeutics Inc - Common Stock,NASDAQ
33.75,33.15,34.12,33.00
33.45,34.80,34.95,33.15
34.50,33.45,34.65,33.15
33.60,33.60,33.90,33.00
33.90,33.60,34.20,33.60
33.90,33.75,34.65,33.30
33.60,34.50,34.65,33.15
34.95,35.25,35.85,34.50
35.40,34.05,35.70,33.75
33.90,34.95,35.10,33.90
35.70,36.45,36.45,35.10
36.60,36.60,36.60,36.00
36.60,36.30,36.90,35.58
36.15,36.90,36.90,36.00
37.05,38.25,38.25,36.75
37.80,41.25,41.40,37.80
41.40,40.95,41.40,40.20
40.35,40.50,40.95,39.30
40.65,39.00,40.80,38.70
39.00,40.05,40.35,38.85
40.05,40.65,40.65,39.60
40.95,40.95,41.25,40.05
40.95,40.20,40.95,40.05
40.05,39.30,40.05,38.40
39.30,40.80,40.80,39.30
40.35,40.35,41.10,39.90
40.05,40.05,40.50,39.75
40.50,39.75,40.50,38.55
39.90,42.30,42.75,39.90
42.75,42.15,43.05,41.10
41.85,42.00,42.00,41.40
41.70,41.40,41.70,41.25
41.40,39.60,41.85,39.30
41.40,40.35,42.30,39.90
40.50,39.75,40.50,39.30
39.60,36.45,39.75,36.30
36.75,35.25,36.75,34.20
35.25,35.25,36.30,34.50
35.25,34.80,35.85,34.50
34.50,33.15,35.25,33.08
33.30,34.20,35.40,33.00
33.90,33.30,35.40,33.30
33.45,34.05,34.80,32.70
33.90,34.35,34.65,33.20
34.65,34.80,34.95,34.05
35.10,36.15,36.30,34.35
36.45,35.10,36.45,34.80
34.50,33.45,35.40,33.15
33.90,33.45,33.90,33.00
33.30,32.85,33.75,32.40
32.40,31.50,33.45,31.50
31.50,31.95,32.40,31.35
32.10,33.30,33.30,31.95
33.30,33.60,33.90,33.00
33.90,34.20,34.50,33.13
34.35,35.85,36.00,34.35
36.75,38.40,40.20,36.60
38.40,38.70,39.45,37.05
38.70,38.25,38.70,37.50
38.55,37.50,38.55,37.05
38.10,37.05,38.25,35.70
36.90,37.20,37.65,36.46
36.75,37.05,37.35,36.00
37.35,37.20,37.35,35.70
37.20,36.75,40.20,36.45
36.60,37.20,37.50,35.25
37.20,37.35,37.95,36.15
37.35,36.45,37.35,36.30
36.45,37.05,37.65,36.30
36.75,36.45,37.50,36.00
35.85,34.95,36.00,34.20
35.10,35.40,36.00,34.50
34.80,33.90,35.25,33.75
33.90,33.60,34.80,33.30
33.30,33.90,34.50,33.30
33.90,33.98,34.35,33.45
34.20,31.95,34.35,31.50
32.55,32.40,32.85,31.95
33.45,33.45,33.75,32.25
33.60,34.35,34.35,33.00
34.05,34.35,34.35,33.15
34.05,33.60,34.28,33.30
33.75,33.75,34.20,33.30
33.75,33.90,34.20,33.45
34.35,33.75,34.35,33.45
33.75,33.60,33.90,33.30
33.90,34.05,34.22,33.30
34.05,34.80,35.10,34.05
35.10,35.55,35.55,34.95
35.55,35.55,36.00,35.40
35.70,34.80,36.00,34.50
34.65,34.35,35.25,34.20
34.20,32.85,34.35,32.85
32.70,30.90,33.15,30.75
30.75,30.90,31.20,30.00
31.35,31.35,32.40,31.05
42.60,50.25,58.95,42.60
45.15,42.75,45.90,39.45
40.05,41.70,41.85,38.25
42.75,38.70,44.25,38.25
39.00,38.70,41.10,38.55
38.85,37.05,39.00,36.30
36.90,36.75,37.35,36.15
36.75,37.35,38.85,36.15
37.65,37.35,39.45,37.05
37.50,35.40,38.25,35.25
35.55,34.95,36.60,34.50
34.95,35.85,36.60,34.80
36.75,37.05,38.70,36.45
38.10,37.05,38.10,36.75
37.50,38.85,39.75,36.45
38.85,38.85,39.30,37.80
38.40,39.75,39.75,38.25
40.20,40.80,41.25,39.60
40.50,38.10,41.10,37.95
37.95,38.25,39.15,37.80
38.10,38.55,38.85,37.80
37.65,37.80,38.40,37.65
38.25,38.40,38.70,37.50
38.25,38.10,38.85,37.50
38.25,36.15,38.50,36.00
36.15,34.65,36.63,34.50
34.80,35.40,35.85,34.72
35.25,34.95,35.85,34.88
34.95,33.45,35.32,33.30
33.45,33.60,34.65,33.00
33.90,34.20,35.55,33.02
34.35,36.45,37.05,34.28
36.60,37.05,37.42,35.55
36.75,38.55,38.70,36.45
39.00,38.40,39.00,37.50
38.85,39.60,40.20,37.80
39.60,39.90,40.20,38.40
40.05,37.95,40.18,37.50
37.95,38.55,39.00,37.50
38.25,37.80,39.00,37.05
37.50,39.60,39.75,37.42
39.60,39.00,39.60,38.10
38.70,39.45,39.60,38.55
39.45,43.95,45.75,39.45
44.25,42.75,46.50,41.85
42.90,44.10,44.55,42.15
45.00,44.40,47.18,43.80
44.40,46.35,46.50,43.35
46.80,46.50,47.10,44.25
46.05,46.95,47.25,45.30
46.50,45.75,47.70,45.60
45.75,45.60,45.90,44.25
45.30,46.35,47.10,45.15
46.35,45.30,46.35,43.80
44.55,43.05,44.85,42.00
42.90,39.75,42.90,38.40
39.75,40.80,41.40,39.60
40.50,39.30,40.50,38.32
39.45,40.65,41.39,39.45
39.75,39.90,40.65,39.00
40.50,37.50,41.10,37.05
37.80,38.55,39.30,37.05
38.10,37.35,38.70,36.60
37.50,37.35,37.80,36.75
37.50,38.25,39.00,37.35
38.55,39.45,39.75,38.25
39.45,41.25,41.85,39.45
41.25,40.80,41.70,40.05
40.80,44.10,44.86,40.05
44.40,43.35,46.65,43.20
43.35,45.30,46.33,43.20
45.00,43.65,45.75,43.65
43.95,46.35,46.50,43.95
46.20,48.90,52.05,46.20
49.50,49.20,50.55,48.90
49.50,49.05,51.45,48.90
49.35,49.35,49.95,46.05
49.20,49.80,49.80,47.85
49.95,47.25,49.95,45.60
45.75,45.00,46.95,44.55
46.50,48.00,48.75,46.35
48.00,48.90,49.65,47.25
48.75,47.25,49.95,46.65
47.70,46.80,48.60,45.15
46.95,48.45,48.45,45.45
48.75,46.05,48.75,45.75
46.05,43.35,46.05,42.15
43.50,41.70,43.95,40.65
41.70,42.15,43.35,40.66
42.75,41.85,43.50,41.55
41.85,44.40,44.55,41.55
44.25,43.50,46.50,43.20
43.20,44.10,45.15,43.20
44.55,44.85,44.85,42.74
45.15,42.75,45.72,41.25
43.20,43.20,45.15,41.70
43.80,40.20,43.80,40.20
39.75,40.35,41.70,39.00
41.25,39.45,41.55,39.00
39.75,40.50,41.40,39.30
40.80,42.45,43.20,40.80
42.60,41.55,43.05,40.80
41.40,40.66,41.55,39.00
40.95,38.25,41.25,37.65
38.10,36.45,38.25,35.85
36.60,37.35,37.80,36.00
37.35,38.70,39.00,37.35
38.55,36.00,38.55,35.85
35.55,35.70,37.20,35.25
37.80,34.20,37.80,33.60
35.25,33.75,35.25,32.10
34.20,35.25,35.78,33.00
35.25,35.10,36.90,34.50
35.10,35.85,36.60,34.65
36.45,39.15,39.45,35.85
39.15,37.35,39.15,36.90
37.50,37.20,37.93,35.70
36.90,35.10,37.20,34.65
35.10,34.80,36.00,33.75
34.95,33.90,35.55,33.75
34.20,33.90,34.80,33.00
34.05,33.90,34.50,33.00
34.05,34.05,34.94,33.45
33.60,34.80,34.95,33.15
34.35,33.00,34.95,33.00
33.45,32.85,33.60,32.40
33.15,33.00,34.80,32.70
32.85,35.55,35.70,32.85
34.80,37.35,38.18,34.65
33.30,34.35,35.55,33.00
34.05,34.65,36.00,33.90
34.20,33.45,34.95,33.15
33.45,35.25,35.25,33.15
34.95,36.30,36.45,33.75
36.00,34.50,36.75,33.90
34.95,34.35,35.25,34.05
34.35,34.35,34.95,34.05
34.50,35.85,35.85,34.50
36.15,37.05,37.35,36.00
37.35,36.60,37.50,35.25
36.75,37.35,37.50,36.30
36.75,36.15,36.90,35.40
36.15,34.20,36.15,33.90
33.90,34.05,34.50,33.75
34.05,34.20,34.65,33.75
33.90,35.25,35.25,33.90
35.55,34.80,35.55,34.35
34.80,36.30,36.45,34.80
36.30,36.45,36.75,36.00
36.75,37.35,37.65,36.60
37.50,37.20,38.10,36.75
37.50,37.05,37.50,36.75
37.50,35.85,37.88,35.40
36.00,37.20,37.20,36.00
37.05,37.50,37.50,36.75
37.50,36.15,37.65,35.85
36.00,36.60,36.60,36.00
36.45,36.00,36.60,35.40
35.70,36.00,36.75,35.70
35.70,36.00,36.00,35.40
35.85,35.55,36.33,35.25
36.00,36.00,36.26,35.40
35.85,35.85,36.75,35.40
36.00,36.00,36.30,35.40
35.55,35.85,36.30,35.40
36.00,35.55,36.15,35.55
36.45,34.80,37.80,34.65
34.80,33.60,34.80,33.15
34.20,33.45,34.50,33.15
33.00,33.15,33.75,32.70
33.15,33.30,33.60,32.40
33.75,32.85,33.81,32.85
33.00,31.65,33.15,31.65
32.10,31.35,32.10,30.45
31.05,30.60,32.06,30.30
30.60,32.40,32.40,30.45
32.25,31.05,32.25,30.90
31.95,31.50,32.55,31.20
32.40,33.00,33.15,31.98
33.15,32.40,33.38,31.80
31.80,31.80,32.40,31.50
31.95,30.90,31.95,30.75
31.05,31.95,32.55,31.05
32.55,32.40,32.55,31.80
31.50,30.75,31.80,30.45
31.05,31.05,31.65,30.60
31.50,31.65,31.95,31.20
31.50,31.50,33.15,31.20
23.85,26.85,27.30,21.90
28.35,24.45,28.35,23.72
24.15,25.20,25.35,23.55
25.20,25.35,26.27,25.05
24.00,25.05,25.65,23.70
26.10,24.90,26.10,24.75
24.90,25.05,25.50,24.75
25.65,24.75,25.95,24.45
24.90,24.60,25.50,24.30
25.20,24.60,25.50,24.30
24.60,23.40,24.60,22.65
23.25,21.00,23.25,20.55
20.25,20.55,20.70,18.90
20.70,20.55,21.30,20.40
20.40,20.85,21.00,19.95
20.70,20.55,21.00,20.40
20.55,20.70,21.00,20.25
20.70,21.15,21.15,20.55
20.85,20.40,21.15,20.25
20.70,19.50,20.70,19.50
19.65,19.20,20.63,18.90
19.05,18.90,19.95,18.60
18.90,19.20,19.50,18.60
18.75,17.25,19.20,17.10
16.95,16.65,17.20,16.20
16.50,15.90,16.50,15.30
15.75,16.20,16.65,15.60
16.20,15.90,17.10,15.90
15.90,15.90,16.35,15.90
15.90,15.30,16.09,15.15
15.45,14.10,15.60,13.65
14.05,15.00,15.15,13.20
14.55,13.04,14.85,12.75
12.90,11.73,13.05,11.70
12.00,10.75,12.30,10.40
10.50,10.25,10.50,10.14
10.20,10.18,10.80,9.99
10.05,11.16,11.39,10.05
11.21,10.14,11.55,9.90
10.28,9.90,10.50,9.62
9.90,10.05,10.50,9.77
10.25,10.34,10.50,10.05
10.50,9.51,10.50,9.32
9.00,8.66,9.30,8.41
8.61,7.40,8.61,7.20
7.42,7.14,7.50,7.06
7.12,6.96,7.20,6.90
6.99,7.18,7.50,6.92
7.50,7.17,7.72,7.05
7.35,7.45,7.50,6.98
7.95,7.63,7.95,7.35
7.69,7.58,7.95,7.35
7.65,7.30,7.65,7.20
7.20,7.16,7.35,7.12
7.10,6.93,7.35,6.90
9.75,8.00,10.05,7.40
8.32,7.72,8.40,7.35
7.65,7.19,7.65,6.93
7.48,7.28,7.48,6.97
7.35,7.56,7.71,7.06
7.50,8.14,8.22,7.39
8.40,7.78,8.54,7.53
7.54,7.41,7.80,7.35
7.80,7.20,7.80,7.08
7.35,7.48,7.68,7.13
7.46,7.50,7.65,7.20
7.35,6.48,7.35,6.30
6.45,5.93,6.45,5.70
6.15,5.85,6.15,5.73
5.85,5.69,6.00,5.44
5.98,6.77,7.20,5.85
7.05,6.49,7.18,6.34
6.60,6.60,7.05,6.42
6.75,6.60,6.90,6.00
6.45,6.09,6.75,6.00
6.03,6.20,6.59,5.89
6.72,6.22,7.05,6.22
6.75,6.53,6.88,6.27
6.60,6.30,6.68,6.00
6.45,6.57,6.73,6.32
6.45,6.45,6.76,6.30
6.60,6.26,6.75,6.19
6.67,6.30,6.67,6.15
6.15,6.28,6.60,6.15
6.31,6.60,6.84,6.22
6.60,6.60,7.05,6.46
6.60,6.68,7.12,6.60
6.90,6.97,6.98,6.45
7.50,7.16,8.10,7.16
7.50,7.13,7.56,7.05
7.50,7.95,8.25,7.24
8.25,7.65,8.55,7.37
7.80,7.05,7.80,6.80
7.05,7.35,7.44,6.87
7.50,7.68,7.80,7.50
7.80,7.59,8.25,7.59
8.10,7.94,8.20,7.70
7.95,7.41,7.96,7.21
7.48,7.20,7.65,7.05
7.50,7.50,7.65,7.27
7.50,7.40,7.65,7.22
7.42,7.11,7.42,7.11
7.05,7.33,7.42,6.90
7.48,7.80,8.07,7.32
7.80,7.50,7.80,7.50
7.65,7.32,7.95,7.07
7.40,7.40,7.58,7.22
7.65,7.74,7.88,7.20
7.80,7.65,8.03,7.65
8.03,7.81,8.25,7.65
7.95,7.63,7.95,7.06
7.05,7.20,7.50,7.05
7.35,6.66,7.35,6.52
6.45,7.15,7.28,6.30
7.35,7.01,7.47,6.87
7.35,7.18,7.40,6.97
7.20,7.20,7.35,6.92
7.05,7.18,7.27,6.93
6.94,7.48,7.50,6.80
7.48,7.52,7.65,7.05
7.79,7.20,7.79,6.93
7.24,7.05,7.44,6.94
7.02,7.20,7.20,6.93
7.35,7.21,7.35,6.97
7.23,7.20,7.24,7.03
7.20,6.90,7.20,6.90
6.90,7.05,7.20,6.90
7.07,6.90,7.22,6.90
6.75,6.98,7.11,6.67
7.12,6.58,7.20,6.30
6.60,6.86,7.05,6.42
6.86,6.99,7.02,6.77
6.94,6.99,7.18,6.90
7.05,7.05,7.22,6.90
7.20,8.85,9.45,7.05
9.15,8.27,9.60,8.19
8.55,8.25,8.62,7.95
8.55,9.75,9.88,8.40
10.94,10.98,12.30,10.50
11.70,10.80,11.85,10.28
11.70,16.95,18.75,11.70
20.10,16.80,21.30,16.20
16.20,16.80,17.40,14.55
16.35,18.00,19.05,15.60
16.50,17.10,17.55,15.91
17.10,17.40,18.15,16.35
17.40,16.65,17.70,16.50
17.40,18.60,18.90,16.65
18.60,20.25,21.15,18.00
21.00,17.85,22.05,16.80
17.25,17.25,18.00,16.80
17.55,18.00,18.45,15.45
18.00,20.55,20.85,18.00
19.50,19.80,20.40,18.75
19.50,18.15,19.80,17.70
18.75,18.30,19.20,18.15
18.75,17.85,18.90,17.25
19.05,18.00,19.05,17.40
18.45,18.60,19.20,18.00
19.50,17.85,20.25,17.70
17.85,17.70,18.30,17.40
18.00,17.85,18.15,17.40
18.15,18.00,18.30,17.55
18.15,17.70,18.30,17.70
17.70,17.55,18.00,16.35
17.70,17.40,17.70,16.80
21.00,19.80,21.75,19.65
21.00,20.25,21.60,19.95
20.85,19.80,20.85,19.65
19.50,18.90,19.65,18.38
18.90,18.60,18.90,17.85
18.30,17.55,18.45,16.95
17.55,16.80,17.70,16.65
16.65,17.25,17.25,15.60
17.25,17.10,17.62,16.80
17.40,16.65,17.40,16.50
16.95,16.80,16.95,16.35
16.80,15.75,16.95,15.45
15.75,14.40,16.20,13.54
15.45,14.75,15.60,14.40
15.45,14.78,15.45,14.43
15.15,13.72,15.30,13.35
13.80,12.15,13.92,12.15
12.00,12.17,12.30,11.32
13.05,13.12,13.16,12.45
13.24,12.98,13.50,12.76
13.95,13.50,14.25,13.10
12.60,10.65,12.75,10.50
11.82,10.65,11.82,10.65
10.65,10.38,10.84,10.20
10.69,10.96,11.25,10.39
11.40,10.66,11.70,10.35
11.02,10.80,11.02,10.35
10.80,10.40,10.88,10.20
9.90,10.20,10.35,9.75
9.75,9.86,10.20,9.60
10.05,10.52,10.65,9.90
10.50,10.56,10.78,10.05
10.52,10.54,10.65,10.20
10.48,10.21,10.48,9.90
10.24,9.90,10.24,9.62
9.74,10.02,10.11,9.69
10.14,10.34,10.50,9.82
10.42,10.98,10.98,10.34
11.25,9.92,11.25,9.91
10.28,10.20,10.64,9.98
10.41,10.06,10.50,9.93
10.12,10.07,10.20,9.95
10.28,10.26,10.32,10.05
10.28,9.92,10.28,9.75
9.92,9.78,9.92,9.68
9.64,9.00,9.92,8.70
9.45,9.00,9.45,8.40
8.70,9.76,9.98,8.70
9.76,10.22,10.35,9.60
10.50,9.90,10.50,8.74
9.90,9.62,9.90,9.62
9.90,9.90,10.20,9.38
9.98,9.55,10.11,9.48
9.90,9.00,9.90,9.00
9.15,9.75,9.75,9.00
9.99,9.65,9.99,9.46
9.65,9.43,9.65,9.30
9.58,9.36,9.60,9.00
9.15,8.85,9.58,8.75
9.12,8.40,9.15,8.26
8.40,8.36,8.55,8.10
8.38,8.26,8.77,8.25
8.27,8.21,8.49,7.96
8.02,7.95,8.10,7.59
8.00,7.58,8.07,7.42
7.42,7.17,7.65,6.90
7.05,6.93,7.20,6.75
7.12,7.12,7.49,6.98
7.14,7.73,7.95,7.08
7.72,7.80,8.24,7.52
8.25,7.89,8.25,7.67
8.02,7.42,8.05,7.40
7.62,7.65,7.65,7.12
7.80,7.20,7.80,7.06
7.35,7.37,7.37,7.06
7.08,6.90,7.19,6.90
6.82,6.60,6.90,6.60
6.46,6.08,6.60,6.02
6.14,6.00,6.15,5.55
7.50,6.60,7.65,6.52
6.82,6.60,7.20,6.32
6.52,6.45,6.90,6.30
6.58,6.60,6.90,6.15
6.75,6.40,6.81,6.20
6.40,6.32,6.60,6.15
6.32,6.30,6.56,6.04
6.30,6.15,6.58,6.00
6.50,6.30,6.60,6.03
6.30,6.60,6.60,6.03
6.30,6.16,6.45,6.15
6.08,6.30,6.45,6.02
6.24,6.24,6.41,6.19
6.45,6.06,6.45,5.89
6.12,5.75,6.12,5.70
5.85,5.98,6.00,5.70
6.14,5.92,6.14,5.73
6.00,5.74,6.08,5.73
5.78,5.66,5.78,5.43
5.40,5.18,5.55,4.58
5.64,5.30,5.70,5.26
5.25,4.89,5.31,4.88
5.10,4.49,5.10,4.28
5.09,4.72,5.10,4.35
4.95,5.43,5.74,4.82
5.70,5.70,5.85,5.18
5.85,5.30,5.85,5.10
5.67,5.55,5.70,5.43
5.70,5.36,5.70,5.36
5.55,5.70,6.00,5.55
5.85,6.14,6.45,5.78
7.20,7.13,7.94,6.75
7.20,6.67,7.28,6.30
6.68,6.25,6.75,6.00
6.30,5.72,6.45,5.62
5.85,5.70,6.00,5.56
6.00,5.95,6.26,5.55
6.00,6.15,6.30,5.72
6.15,5.91,6.20,5.84
5.98,5.55,5.98,5.51
5.84,5.58,5.85,5.30
5.55,5.44,5.70,5.28
5.70,5.40,5.70,5.02
5.40,5.53,5.53,4.82
5.55,4.95,5.55,4.95
5.03,5.10,5.18,5.00
5.10,4.86,5.25,4.83
5.01,5.25,5.40,4.89
5.48,5.56,5.70,5.43
5.55,5.46,5.69,5.25
5.55,5.73,5.91,5.46
6.00,5.94,6.14,5.56
6.12,6.29,6.45,6.00
6.45,6.15,6.45,5.80
6.21,5.97,6.38,5.73
6.00,5.94,6.00,5.78
6.00,5.96,6.15,5.78
6.00,5.87,6.00,5.74
5.91,5.88,6.00,5.65
5.96,5.62,6.00,5.62
5.78,5.54,5.78,5.40
5.78,5.78,5.85,5.62
5.91,5.70,5.91,5.70
5.85,5.27,5.85,5.27
5.25,5.39,5.55,5.25
5.62,5.48,5.70,5.40
5.55,5.55,5.55,5.42
5.62,5.40,5.62,5.40
5.40,5.55,5.62,5.32
5.40,5.55,5.55,5.40
5.55,5.77,5.78,5.55
6.00,5.67,6.00,5.56
6.00,5.27,6.00,5.25
5.40,5.55,5.62,5.10
5.55,5.55,5.55,5.40
5.55,5.55,5.68,5.48
5.70,5.47,5.70,5.40
5.48,5.48,5.55,5.39
5.55,5.42,5.55,5.18
5.32,5.25,5.40,5.10
5.34,4.95,5.34,4.91
5.06,5.10,5.10,4.89
5.10,4.90,5.10,4.72
4.92,5.25,5.40,4.82
5.32,5.42,5.55,5.22
5.55,5.54,5.62,5.30
5.40,5.53,5.55,5.31
5.85,5.46,6.10,5.40
5.25,5.38,5.62,5.25
5.49,5.48,5.91,5.39
5.55,5.27,5.68,5.25
5.44,5.57,5.62,5.25
5.70,5.10,5.70,5.10
5.10,5.11,5.17,4.95
5.00,5.10,5.17,4.95
4.96,4.71,5.07,4.35
4.80,3.97,4.95,3.75
4.65,3.89,4.65,3.75
3.84,3.68,4.18,3.45
3.68,4.08,4.24,3.68
4.50,4.08,4.65,3.68
4.20,3.15,4.20,2.44
3.31,2.79,3.31,2.70
2.85,2.84,3.00,2.70
3.22,2.92,3.22,2.72
3.00,2.92,3.00,2.80
3.00,2.92,3.00,2.70
3.00,2.85,3.00,2.74
2.97,2.85,2.97,2.78
2.78,2.78,2.85,2.62
2.85,2.81,2.88,2.68
2.87,2.66,2.92,2.66
2.70,2.62,2.92,2.49
2.68,2.40,2.68,2.40
3.22,2.55,3.22,2.40
2.55,2.54,2.70,2.41
2.67,2.55,2.68,2.33
2.55,2.18,2.55,2.10
2.32,2.31,2.32,2.10
2.37,2.24,2.37,2.07
2.24,2.26,2.40,2.24
2.47,2.25,2.47,2.10
2.35,2.32,2.49,2.25
2.44,2.61,2.62,2.32
2.68,2.73,2.85,2.58
2.82,2.78,2.84,2.55
2.78,2.81,2.84,2.55
2.70,2.92,2.99,2.66
2.98,2.85,3.00,2.67
2.86,2.70,2.86,2.51
2.70,2.70,2.70,2.62
2.78,2.79,2.85,2.62
2.85,2.85,2.89,2.70
2.82,2.69,2.84,2.63
2.40,2.10,2.48,2.02
1.95,2.10,2.24,1.92
2.10,2.10,2.23,2.02
2.02,2.00,2.11,1.92
2.02,2.00,2.22,2.00
2.09,2.40,2.40,2.09
2.40,2.52,2.56,2.40
2.62,2.50,2.64,2.42
2.50,2.54,2.62,2.40
2.73,2.68,2.85,2.67
2.72,2.67,2.73,2.62
2.56,2.82,2.86,2.55
2.92,3.00,3.16,2.79
3.11,3.01,3.11,2.96
3.00,3.15,3.22,3.00
3.15,3.14,3.28,3.09
3.15,3.06,3.15,2.92
3.11,3.08,3.23,3.00
2.85,2.84,3.00,2.68
2.70,2.80,2.98,2.66
2.85,2.78,2.89,2.71
2.80,2.84,2.88,2.72
2.83,2.77,2.85,2.72
2.70,2.76,2.85,2.70
2.83,2.72,2.85,2.70
2.76,2.70,2.82,2.70
2.80,2.70,2.80,2.41
2.62,2.55,2.70,2.54
2.62,2.40,2.62,2.36
2.55,2.62,2.66,2.48
2.66,2.80,2.81,2.62
2.85,2.88,3.00,2.80
3.15,3.22,3.52,2.92
3.60,3.13,3.60,3.04
3.30,3.04,3.30,2.93
3.04,3.04,3.15,2.96
3.04,3.20,3.30,3.00
3.24,3.32,3.36,3.15
3.45,3.60,3.82,3.33
3.75,3.45,3.75,3.38
3.52,3.52,3.66,3.42
3.52,3.45,3.60,3.22
3.60,3.60,3.60,3.46
3.60,3.48,3.62,3.44
3.56,3.50,3.57,3.30
3.60,3.64,3.75,3.46
3.75,3.72,3.82,3.50
3.90,4.16,4.28,3.73
4.50,4.71,4.80,4.37
4.95,4.52,5.10,4.35
4.80,4.35,4.80,4.28
4.36,4.47,4.65,4.28
4.47,4.44,4.64,4.35
4.64,4.84,4.92,4.50
5.01,5.06,5.25,4.90
5.25,5.25,5.44,5.10
5.40,5.10,5.42,4.88
5.19,4.80,5.19,4.54
4.90,4.50,4.93,4.35
4.58,4.06,4.58,3.98
4.00,3.60,4.05,3.44
3.70,3.55,3.90,3.44
3.75,3.75,3.90,3.48
3.77,3.94,4.12,3.75
4.27,4.07,4.34,3.98
3.98,3.38,3.98,2.88
3.29,2.71,3.30,2.70
2.71,2.66,2.75,2.39
2.61,2.45,2.65,2.42
2.42,3.33,3.54,2.42
3.19,2.87,3.21,2.63
2.87,2.82,2.87,2.70
2.82,2.97,3.05,2.73
2.92,2.96,3.07,2.86
2.94,2.93,2.95,2.84
3.12,3.03,3.40,3.01
3.09,2.97,3.12,2.85
2.94,2.96,3.02,2.93
2.89,2.82,2.96,2.81
2.80,2.81,2.90,2.76
2.82,2.63,2.86,2.56
2.60,2.52,2.60,2.50
2.45,2.39,2.48,2.25
2.39,2.32,2.39,2.24
2.42,2.38,2.44,2.23
2.41,2.28,2.42,2.24
2.38,2.27,2.40,2.15
2.17,2.14,2.29,2.10
2.11,2.12,2.18,2.06
2.10,2.16,2.28,2.10
2.17,2.04,2.18,2.00
2.07,2.06,2.12,2.02
2.11,2.12,2.14,2.10
2.12,2.07,2.14,2.03
2.08,2.01,2.08,1.99
2.01,2.00,2.05,1.95
1.95,2.02,2.03,1.91
2.14,2.00,2.18,1.96
2.10,2.03,2.11,2.02
2.05,2.09,2.12,2.03
2.08,2.09,2.15,2.04
2.09,2.09,2.12,2.05
2.06,2.04,2.07,2.00
2.03,2.01,2.03,1.97
2.00,1.98,2.08,1.95
1.98,2.01,2.07,1.98
2.01,2.01,2.06,1.97
2.03,2.02,2.07,1.98
2.02,1.96,2.04,1.96
1.97,1.96,2.00,1.96
1.95,2.02,2.04,1.95
2.01,2.04,2.07,2.01
2.09,2.10,2.15,2.05
2.08,2.07,2.14,2.03
2.06,2.05,2.10,2.03
2.06,2.03,2.09,2.03
2.05,2.01,2.05,2.00
2.01,2.01,2.08,1.95
2.03,2.03,2.05,1.99
2.02,2.05,2.07,1.98
2.05,2.17,2.21,2.01
2.21,2.17,2.24,2.05
2.15,2.13,2.17,2.07
2.12,2.14,2.20,2.09
2.16,2.18,2.24,2.15
2.18,2.04,2.18,2.03
2.06,2.06,2.06,2.02
2.04,2.02,2.09,1.97
2.03,1.83,2.03,1.81
1.85,1.88,1.89,1.85
1.90,2.05,2.06,1.90
2.04,2.12,2.12,1.97
2.12,2.21,2.25,2.03
2.26,2.18,2.26,2.11
2.16,2.22,2.29,2.14
2.20,2.16,2.20,2.15
2.17,2.19,2.19,2.13
2.18,2.19,2.24,2.13
2.20,2.07,2.25,2.05
2.08,2.03,2.10,2.00
2.01,2.05,2.05,2.00
2.03,2.06,2.08,2.01
2.04,2.09,2.13,2.03
2.07,2.03,2.09,2.02
2.00,2.05,2.09,2.00
2.08,2.05,2.09,2.03
2.07,2.16,2.20,2.07
2.17,2.19,2.27,2.17
2.20,2.25,2.29,2.20
2.23,2.16,2.25,2.15
2.14,2.14,2.16,2.05
2.10,2.06,2.15,2.03
2.14,2.03,2.15,2.03
2.13,2.04,2.14,2.01
2.03,2.01,2.04,2.01
2.06,2.08,2.08,2.01
2.09,2.03,2.09,2.02
2.05,2.07,2.09,2.00
2.10,2.09,2.14,2.04
2.10,2.12,2.13,2.07
2.13,2.04,2.14,2.02
2.09,2.03,2.09,2.02
2.04,2.02,2.08,2.00
2.08,2.01,2.08,2.00
2.02,2.03,2.09,2.02
2.02,2.00,2.05,1.93
2.01,1.99,2.03,1.97
1.99,1.99,2.00,1.96
1.98,1.95,1.98,1.92
1.94,2.00,2.00,1.91
2.00,1.95,2.00,1.94
1.97,1.97,1.99,1.94
1.95,1.95,1.97,1.93
1.96,1.91,1.96,1.91
1.91,1.92,1.94,1.88
1.91,1.85,1.92,1.80
1.85,1.91,1.95,1.85
1.91,1.97,1.97,1.90
2.00,1.91,2.00,1.78
1.90,1.84,1.91,1.83
1.85,1.84,1.89,1.84
1.84,1.84,1.85,1.80
1.85,1.84,1.85,1.82
1.83,1.83,1.85,1.82
1.80,1.81,1.85,1.80
1.82,1.78,1.85,1.78
1.78,1.75,1.80,1.75
1.75,1.70,1.76,1.68
1.70,1.52,1.70,1.50
1.50,1.65,1.69,1.50
1.63,1.59,1.63,1.58
1.59,1.58,1.61,1.55
1.61,1.72,1.72,1.60
1.68,1.64,1.72,1.56
1.64,1.64,1.69,1.62
1.64,1.80,1.95,1.62
1.77,1.75,1.81,1.69
1.70,1.73,1.74,1.70
1.70,1.69,1.74,1.67
1.66,1.67,1.70,1.61
1.71,1.68,1.75,1.60
1.65,1.60,1.70,1.60
1.61,1.65,1.68,1.60
1.62,1.62,1.65,1.58
1.62,1.56,1.65,1.55
1.60,1.57,1.65,1.57
1.60,1.55,1.60,1.52
1.51,1.50,1.56,1.50
1.49,1.54,1.56,1.49
1.53,1.56,1.65,1.48
