XTLB,XTL Biopharmaceuticals Ltd. - American Depositary Shares,NASDAQ
6.00,6.00,6.00,6.00
5.87,5.77,5.87,5.77
5.84,5.73,5.84,5.73
5.55,5.55,5.55,5.55
5.42,5.42,5.42,5.42
5.52,5.52,5.52,5.52
5.94,5.93,5.94,5.93
5.93,5.93,5.93,5.93
5.93,5.93,5.93,5.93
5.93,5.93,5.93,5.93
5.93,5.93,5.93,5.93
5.44,5.60,5.60,5.44
5.45,5.55,5.73,5.45
5.55,5.55,5.55,5.55
5.69,5.70,5.76,5.69
5.64,5.64,5.64,5.64
5.67,5.58,5.67,5.57
6.00,6.30,7.55,5.90
6.59,6.10,7.00,6.10
6.20,6.35,6.45,5.99
6.35,6.35,6.35,6.35
6.35,6.35,6.75,6.35
6.70,6.70,6.80,6.65
6.70,6.70,6.70,6.70
6.20,6.20,6.20,6.20
6.70,6.70,6.70,6.70
6.70,6.70,6.70,6.70
6.70,6.90,7.00,6.69
6.74,6.85,7.00,6.71
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
6.55,6.62,7.00,6.55
6.62,6.62,6.62,6.62
7.00,6.83,7.00,6.83
6.69,6.69,6.69,6.69
6.69,6.69,6.69,6.69
6.69,6.69,6.69,6.69
6.69,6.69,6.69,6.69
6.69,6.69,6.69,6.69
6.69,6.69,6.69,6.69
6.69,6.69,6.69,6.69
6.59,6.55,6.60,6.54
6.61,6.61,6.61,6.61
6.43,6.43,6.43,6.43
6.43,6.43,6.43,6.43
6.43,6.43,6.43,6.43
6.06,6.06,6.06,6.06
5.86,5.75,5.86,5.75
5.51,5.51,5.51,5.51
5.85,6.10,6.21,5.85
6.08,6.08,6.08,6.08
6.21,6.11,6.21,6.11
6.19,6.19,6.19,6.19
6.19,6.19,6.19,6.19
5.89,5.89,5.89,5.89
5.99,5.86,5.99,5.86
6.08,6.04,6.08,5.99
6.04,6.04,6.04,6.04
5.87,5.87,5.87,5.87
5.85,5.85,5.85,5.85
5.85,5.85,5.85,5.85
5.58,5.58,5.58,5.58
5.46,5.46,5.46,5.46
5.46,5.46,5.46,5.46
5.46,5.46,5.46,5.46
5.46,5.46,5.46,5.46
5.31,5.40,6.00,4.90
5.40,5.40,5.40,5.40
5.28,5.28,5.28,5.28
5.28,5.28,5.28,5.28
5.92,5.33,5.92,5.33
5.33,5.33,5.33,5.33
5.33,5.33,5.33,5.33
5.33,5.33,5.33,5.33
5.33,5.33,5.33,5.33
5.48,5.48,5.48,5.48
5.18,5.18,5.18,5.18
5.11,5.49,5.49,5.11
5.49,5.49,5.49,5.49
3.52,5.20,5.75,3.52
5.39,5.31,5.42,5.31
5.21,5.46,5.50,4.24
5.30,5.45,5.45,5.30
5.13,5.43,5.67,5.13
5.40,5.40,5.40,5.40
5.40,5.00,5.40,5.00
5.15,5.15,5.15,5.15
5.12,4.99,5.12,4.99
4.99,4.99,4.99,4.99
4.93,4.93,4.93,4.93
5.20,5.20,5.20,5.20
5.35,5.35,5.35,5.35
5.35,5.35,5.35,5.35
5.35,5.35,5.35,5.35
5.35,5.35,5.35,5.35
5.35,5.35,5.35,5.35
5.35,5.35,5.35,5.35
5.35,5.35,5.35,5.35
4.43,4.40,4.44,4.40
4.35,4.39,4.39,4.35
4.40,4.40,4.40,4.40
4.40,4.40,4.40,4.40
4.10,4.10,4.10,4.10
4.08,4.09,4.09,4.08
3.55,3.90,4.20,3.55
3.90,3.90,3.90,3.90
4.00,4.00,4.00,4.00
3.94,3.94,3.94,3.94
3.90,3.90,3.97,3.90
3.87,3.87,3.87,3.87
3.09,3.95,4.00,3.09
3.95,3.95,3.95,3.95
3.86,3.98,3.98,3.86
3.94,3.80,3.94,3.80
4.00,4.00,4.00,4.00
3.73,3.73,3.73,3.73
3.73,3.73,3.73,3.73
3.56,3.89,3.89,3.56
3.80,3.80,3.80,3.80
3.28,3.05,3.45,2.85
3.00,3.00,3.02,3.00
3.00,3.00,3.00,3.00
2.40,2.87,2.87,2.40
2.95,2.81,2.97,2.81
2.45,2.24,2.58,2.15
2.20,2.71,2.94,2.20
2.92,2.83,3.05,2.83
3.14,3.25,3.40,3.14
3.38,3.34,3.59,3.03
3.29,3.13,3.29,3.03
3.05,3.35,3.35,3.05
2.95,3.04,3.18,2.95
3.14,3.08,3.15,2.95
3.00,2.94,3.11,2.90
2.91,2.90,3.00,2.90
2.90,3.12,3.45,2.71
2.91,3.07,3.08,2.91
2.79,2.84,2.87,2.70
2.73,2.73,2.73,2.73
3.15,3.15,3.36,3.00
2.83,3.06,3.10,2.81
3.03,3.10,3.23,3.03
3.10,2.91,3.15,2.79
3.14,3.04,3.14,2.82
2.93,2.99,3.26,2.93
3.19,3.61,3.70,3.12
3.65,3.80,3.80,3.61
3.76,3.79,3.88,3.57
3.51,3.80,3.85,3.51
3.75,3.76,3.79,3.61
3.74,3.62,3.79,3.62
3.30,3.58,3.61,3.10
3.26,3.68,3.69,3.26
3.59,3.60,3.65,3.34
3.48,3.69,3.95,3.40
3.69,3.68,3.70,3.68
3.43,3.43,3.43,3.43
3.50,3.44,3.50,3.44
3.44,3.66,3.83,3.44
3.58,3.95,3.97,3.58
3.86,4.30,4.70,3.74
4.38,4.15,4.58,4.10
3.95,3.95,3.95,3.95
3.90,4.00,4.00,3.90
4.00,3.93,4.00,3.93
3.99,3.78,3.99,3.70
3.85,3.74,3.86,3.70
3.82,3.64,3.82,3.64
3.67,3.67,3.67,3.67
3.63,3.88,3.91,3.50
3.70,3.55,3.85,3.55
3.61,3.78,3.78,3.61
3.75,3.70,3.75,3.70
3.70,3.99,4.01,3.70
4.00,4.04,4.04,3.75
3.98,3.98,4.00,3.98
3.88,3.91,3.91,3.88
3.91,3.91,3.91,3.91
3.76,4.01,4.01,3.75
3.76,3.81,3.81,3.76
4.00,3.86,4.00,3.86
3.86,3.86,3.86,3.86
3.86,3.86,3.86,3.86
3.69,3.63,3.85,3.61
3.81,3.55,3.81,3.55
3.75,3.79,3.81,3.75
3.79,3.79,3.79,3.79
3.75,3.60,3.75,3.58
3.56,3.58,3.60,3.56
3.70,3.56,3.73,3.56
3.52,3.64,3.65,3.41
3.60,3.63,3.63,3.46
3.56,3.56,3.57,3.56
3.56,3.56,3.56,3.56
3.56,3.56,3.56,3.56
3.41,3.64,4.06,3.41
3.64,4.05,4.25,3.63
4.09,4.95,5.04,4.08
4.61,4.32,4.61,4.31
4.03,4.08,4.31,3.92
3.88,3.72,3.88,3.65
3.65,3.57,3.65,3.50
3.72,3.72,3.72,3.72
3.65,3.62,3.65,3.50
3.44,3.50,3.50,3.44
3.59,3.50,3.62,3.50
3.30,3.27,3.63,3.27
3.28,3.36,3.37,3.28
3.36,3.36,3.36,3.36
3.30,3.29,3.30,3.29
3.41,3.41,3.41,3.41
3.38,3.85,3.85,3.38
3.84,3.85,3.85,3.82
3.53,3.62,3.62,3.53
3.56,3.43,3.58,3.40
3.43,3.43,3.43,3.43
3.32,3.32,3.32,3.32
3.32,3.32,3.32,3.32
3.31,3.31,3.31,3.31
3.30,3.25,3.36,3.25
3.25,3.40,3.40,3.25
3.36,3.38,3.47,3.35
3.38,3.38,3.38,3.38
3.25,2.91,3.93,2.80
3.16,3.05,3.16,3.01
3.27,3.20,3.29,3.20
3.40,3.25,3.47,3.24
3.20,3.46,3.60,3.13
3.31,3.31,3.31,3.31
3.10,3.24,3.34,3.01
3.15,3.15,3.15,3.15
3.10,3.10,3.10,3.10
3.20,3.20,3.20,3.20
3.10,2.90,3.10,2.90
2.89,2.90,2.90,2.89
2.90,2.90,2.91,2.90
2.41,2.87,2.87,1.93
2.56,2.80,2.90,2.56
2.80,2.80,2.80,2.80
2.80,2.80,2.80,2.80
2.49,2.77,2.95,2.49
2.48,2.48,2.48,2.47
2.57,2.82,2.82,2.57
2.82,2.82,2.82,2.82
2.82,3.22,3.41,2.82
3.08,3.12,3.49,3.08
3.39,3.75,3.76,3.39
3.69,3.55,3.69,3.55
3.45,3.24,3.60,3.08
3.21,3.12,3.32,3.00
3.12,3.12,3.12,3.12
2.92,3.11,3.11,2.92
3.24,3.20,3.24,3.20
3.20,3.10,3.20,3.10
2.92,2.92,2.92,2.92
3.25,2.81,3.25,2.74
2.71,2.71,2.71,2.71
3.11,2.87,3.11,2.87
2.86,3.06,3.06,2.86
2.77,3.05,3.05,2.77
3.05,3.05,3.15,3.04
3.13,3.01,3.17,2.84
2.86,2.93,3.09,2.86
2.87,2.93,3.05,2.86
3.10,3.03,3.11,3.01
3.08,3.29,3.29,3.08
3.48,3.09,3.48,3.09
3.08,3.21,3.21,3.08
3.31,3.31,3.31,3.31
3.42,3.46,3.48,3.31
3.46,3.46,3.46,3.46
3.13,3.50,3.52,3.13
3.25,3.25,3.38,3.10
3.17,3.29,3.30,3.17
3.31,3.16,3.33,3.15
3.25,3.32,3.37,3.09
3.32,3.32,3.32,3.32
3.32,3.32,3.32,3.32
3.14,3.26,3.37,3.14
3.14,3.26,3.36,3.04
3.23,3.24,3.24,3.22
2.81,3.28,3.28,2.79
3.28,3.28,3.28,3.28
3.03,3.16,3.18,3.03
2.60,2.96,3.00,2.47
2.53,2.89,2.89,2.53
2.89,2.89,2.89,2.89
2.49,2.56,2.67,2.47
2.54,2.47,2.54,2.47
2.47,2.40,2.47,2.20
2.29,2.40,2.40,2.29
2.40,2.35,2.40,2.35
2.06,2.37,2.37,2.06
2.14,2.32,2.34,2.12
2.09,2.09,2.09,2.09
2.38,2.37,2.38,2.21
2.38,2.25,2.38,2.16
2.22,2.22,2.22,2.09
2.14,2.15,2.20,2.09
2.13,2.15,2.15,2.13
2.24,2.26,2.26,2.24
2.28,2.31,2.40,2.28
2.30,2.16,2.38,2.16
2.16,2.16,2.16,2.16
2.16,2.16,2.16,2.16
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.19,2.15,2.23,2.15
2.15,2.15,2.15,2.15
2.04,2.14,2.14,2.04
2.01,2.01,2.10,2.01
2.14,2.05,2.16,2.05
2.11,2.15,2.15,2.11
2.15,2.15,2.15,2.15
2.04,2.04,2.04,2.04
2.15,2.15,2.15,2.15
2.10,2.10,2.10,2.10
2.10,2.10,2.10,2.10
1.98,1.98,1.98,1.98
2.07,2.02,2.07,2.01
2.01,1.75,2.10,1.70
1.72,1.70,1.74,1.70
1.68,1.65,1.68,1.61
1.67,3.38,5.00,1.67
3.37,2.90,3.37,2.81
2.50,2.37,3.16,2.33
2.35,2.15,2.37,2.13
2.20,1.96,2.30,1.79
1.92,1.97,2.14,1.92
1.99,1.98,2.13,1.97
2.07,1.72,2.07,1.71
1.71,1.72,1.94,1.71
1.72,1.72,1.75,1.61
1.72,1.71,1.73,1.62
1.81,1.65,1.83,1.65
1.62,1.59,1.65,1.58
1.57,1.69,1.72,1.57
1.64,1.81,1.83,1.64
1.88,1.88,1.88,1.78
1.88,1.73,1.88,1.65
1.76,1.78,1.78,1.76
1.75,1.75,1.75,1.75
1.71,1.66,1.71,1.61
1.66,1.71,1.80,1.60
1.83,1.60,1.83,1.55
1.85,1.93,2.05,1.76
1.99,1.85,2.00,1.85
1.90,2.00,2.18,1.90
2.05,2.20,2.23,2.03
2.19,2.25,2.39,2.19
2.25,2.48,2.59,2.25
2.37,2.58,2.59,2.37
2.73,2.40,2.73,2.40
2.32,2.45,2.67,2.25
2.48,2.58,2.67,2.38
2.58,2.58,2.58,2.58
2.49,2.45,2.49,2.28
2.30,2.30,2.32,2.30
2.23,2.16,2.34,2.13
2.18,2.21,2.42,2.17
2.28,2.28,2.28,2.28
2.19,2.19,2.19,2.19
2.29,2.29,2.29,2.29
2.11,2.27,2.27,2.11
2.30,2.36,2.63,2.29
2.40,2.47,2.54,2.40
2.51,2.52,2.64,2.51
2.55,2.70,2.70,2.55
2.49,2.68,2.69,2.49
2.49,2.50,2.57,2.42
2.58,2.53,2.58,2.30
2.38,2.51,2.53,2.38
2.33,2.53,2.53,2.10
2.34,2.50,2.53,2.34
2.50,2.51,2.51,2.50
2.51,2.51,2.51,2.51
2.49,2.45,2.49,2.22
2.40,2.47,2.49,2.22
2.47,2.34,2.47,2.22
2.22,2.12,2.22,2.12
2.13,2.18,2.30,2.13
2.27,2.21,2.29,2.21
2.25,2.13,2.25,2.13
2.10,2.16,2.16,1.92
2.00,2.17,2.17,1.88
1.97,1.98,1.98,1.97
1.97,1.94,1.98,1.94
2.13,2.13,2.13,2.13
2.13,2.13,2.13,2.13
1.95,2.01,2.10,1.95
1.95,1.95,2.10,1.67
1.79,1.88,1.95,1.79
1.93,2.07,2.07,1.93
2.02,2.19,2.19,2.00
2.04,2.02,2.10,2.02
2.03,2.03,2.22,1.88
2.03,2.03,2.03,2.03
1.95,1.94,2.06,1.94
1.95,1.96,1.99,1.79
2.18,1.98,2.18,1.98
1.92,1.92,1.92,1.92
1.93,2.02,2.07,1.93
2.07,2.03,2.07,2.00
1.97,1.97,2.11,1.91
1.95,2.00,2.00,1.95
1.92,2.00,2.00,1.92
1.93,2.02,2.03,1.93
1.99,2.02,2.02,1.99
2.02,2.05,2.05,1.97
2.13,2.10,2.15,2.10
1.99,2.02,2.17,1.97
1.97,2.12,2.17,1.93
2.11,2.08,2.11,2.07
2.08,2.08,2.08,2.08
2.08,2.08,2.08,2.08
2.08,2.08,2.08,2.08
2.05,2.02,2.05,1.92
2.10,2.07,2.14,2.07
2.07,2.30,2.40,2.07
2.35,2.21,2.35,2.13
2.16,2.19,2.33,2.13
2.18,2.25,2.29,2.17
2.20,2.60,2.87,2.20
2.48,2.40,2.53,2.40
2.30,2.35,2.45,2.30
2.20,2.33,2.43,2.20
2.32,2.45,2.45,2.22
2.30,2.41,2.41,2.13
2.44,2.44,2.50,2.27
2.45,2.36,2.54,2.28
2.30,2.34,2.44,2.30
2.36,2.31,2.41,2.30
2.44,2.44,2.59,2.38
2.45,2.57,2.58,2.40
2.55,2.46,2.65,2.46
2.37,2.36,2.38,2.22
2.27,2.36,2.37,2.22
2.23,2.32,2.32,2.23
2.32,2.32,2.32,2.32
2.25,2.35,2.36,2.25
2.30,2.03,2.34,2.03
2.31,2.16,2.31,2.06
2.13,2.23,2.29,2.05
2.21,2.24,2.28,2.14
2.28,2.55,2.55,2.28
2.45,2.40,2.45,2.35
2.40,2.30,2.48,2.30
2.30,2.35,2.50,2.29
2.42,2.44,2.47,2.31
2.24,2.25,2.40,2.22
2.39,2.35,2.39,2.25
2.30,2.26,2.30,2.26
2.26,2.37,2.40,2.26
2.26,2.35,2.35,2.26
2.26,2.25,2.35,2.15
2.25,2.19,2.26,2.19
2.25,2.20,2.25,2.20
2.25,2.30,2.38,2.25
2.30,2.30,2.35,2.30
2.20,2.30,2.30,2.20
2.30,2.30,2.30,2.30
2.30,2.30,2.30,2.20
2.29,2.26,2.29,2.24
2.20,2.20,2.20,2.20
2.22,2.22,2.23,2.22
2.21,2.20,2.22,2.12
2.20,2.21,2.21,2.20
2.11,2.19,2.19,2.11
2.19,2.19,2.19,2.19
2.10,2.11,2.20,2.10
2.16,2.12,2.16,2.10
2.10,2.07,2.10,2.07
2.06,2.02,2.06,1.93
2.20,2.25,2.32,2.20
2.12,2.22,2.25,2.09
2.20,2.16,2.20,2.16
2.23,2.15,2.23,2.02
2.10,2.14,2.14,2.10
2.11,2.12,2.14,2.11
2.13,2.06,2.13,2.06
2.13,2.06,2.13,2.01
2.05,2.01,2.06,2.01
2.04,2.03,2.05,2.03
2.03,2.03,2.03,2.03
2.00,2.00,2.00,1.85
2.05,2.05,2.05,2.05
2.05,2.05,2.05,2.05
2.01,2.01,2.05,2.01
1.92,1.97,2.04,1.89
2.03,2.10,2.10,2.01
2.10,2.10,2.10,2.09
2.02,2.08,2.08,2.00
2.10,2.10,2.10,2.10
1.97,2.09,2.09,1.89
1.99,2.06,2.06,1.99
2.06,2.06,2.06,2.06
1.99,2.00,2.00,1.99
1.99,2.03,2.04,1.99
2.02,2.00,2.03,1.99
2.00,2.00,2.00,2.00
1.85,1.90,1.93,1.85
1.93,1.99,1.99,1.89
1.89,1.98,1.99,1.89
1.91,1.97,1.98,1.91
1.85,1.94,1.98,1.85
1.94,1.95,1.95,1.88
1.94,1.95,1.95,1.94
1.95,1.95,1.95,1.95
1.95,1.95,1.95,1.95
1.95,1.95,1.95,1.95
1.90,1.90,1.90,1.90
1.95,1.90,1.95,1.89
1.85,1.89,1.90,1.85
1.89,1.89,1.89,1.89
1.87,1.89,1.89,1.85
1.90,1.90,1.90,1.86
1.90,1.90,1.90,1.90
1.90,1.87,1.90,1.87
1.86,1.90,1.90,1.86
1.86,1.86,1.86,1.86
1.94,1.96,2.05,1.86
1.86,2.00,2.00,1.86
1.87,1.86,1.88,1.86
2.03,1.86,2.03,1.86
1.90,1.96,1.98,1.89
1.96,1.96,1.96,1.96
1.93,1.93,1.93,1.93
1.99,1.90,1.99,1.90
1.90,1.90,1.90,1.90
1.90,1.90,1.90,1.90
1.89,1.89,1.89,1.89
1.89,1.89,1.89,1.89
1.96,1.97,1.97,1.88
1.87,1.87,1.87,1.87
1.87,1.87,1.87,1.87
1.87,1.87,1.87,1.87
1.87,1.87,1.87,1.87
1.87,1.87,1.87,1.87
1.87,1.87,1.87,1.87
1.87,1.87,1.87,1.87
1.86,1.80,1.86,1.80
1.79,1.79,1.79,1.79
1.68,1.85,1.85,1.68
1.85,1.85,1.85,1.85
1.85,1.85,1.85,1.85
1.84,1.86,1.86,1.84
1.86,1.82,1.86,1.82
1.82,1.82,1.82,1.82
1.67,1.85,1.85,1.67
1.70,1.79,1.79,1.60
1.79,1.79,1.79,1.65
1.78,1.70,1.78,1.65
1.60,1.66,1.66,1.60
1.60,1.65,1.65,1.48
1.52,1.70,1.86,1.49
1.85,1.85,1.85,1.85
1.85,1.85,1.85,1.85
1.85,1.85,1.85,1.85
1.85,1.85,1.85,1.85
1.70,1.83,1.84,1.70
1.83,1.83,1.83,1.83
1.83,1.83,1.83,1.83
1.83,1.83,1.83,1.83
1.83,1.83,1.83,1.83
1.83,1.83,1.83,1.83
1.83,1.83,1.83,1.83
1.75,1.76,1.76,1.75
1.75,1.82,1.82,1.62
1.79,1.75,1.82,1.75
1.65,1.60,1.80,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.57
1.45,1.45,1.45,1.45
1.45,1.68,1.80,1.45
1.65,1.66,1.79,1.65
1.78,1.70,1.86,1.59
1.70,1.70,1.70,1.70
1.78,1.82,1.82,1.78
1.78,1.85,1.85,1.78
1.65,1.87,1.87,1.65
1.87,1.87,1.87,1.87
1.78,1.85,1.90,1.78
1.85,1.85,1.85,1.85
1.90,1.90,1.90,1.90
1.89,1.90,1.90,1.89
1.90,1.96,1.96,1.90
1.95,1.84,1.97,1.84
1.90,1.61,1.90,1.61
1.81,1.83,1.86,1.64
1.73,1.81,1.81,1.73
1.80,1.83,1.83,1.80
1.83,1.83,1.83,1.83
1.73,1.73,1.73,1.73
1.80,1.80,1.80,1.80
1.80,1.80,1.80,1.80
1.82,1.82,1.82,1.82
1.84,1.84,1.84,1.84
1.84,1.84,1.84,1.84
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.71,1.71,1.71,1.71
1.71,1.71,1.71,1.71
1.71,1.71,1.71,1.71
1.72,1.71,1.72,1.71
1.71,1.60,1.71,1.55
1.75,1.60,1.75,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.64,1.55,1.64,1.37
1.53,1.60,1.60,1.49
1.60,1.60,1.60,1.60
1.49,1.55,1.55,1.40
1.67,1.67,1.67,1.67
1.56,1.55,1.56,1.55
1.69,1.63,1.69,1.63
1.65,1.65,1.65,1.65
1.58,1.70,1.70,1.58
1.56,1.61,1.70,1.56
1.61,1.56,1.61,1.56
1.56,1.56,1.56,1.56
1.70,1.67,1.70,1.50
1.57,1.57,1.57,1.57
1.60,1.60,1.60,1.60
1.66,1.68,1.68,1.50
1.56,1.60,1.60,1.55
1.63,1.63,1.63,1.63
1.50,1.62,1.62,1.44
1.42,1.46,1.60,1.40
1.50,1.46,1.56,1.40
1.56,1.53,1.56,1.53
1.53,1.53,1.53,1.53
1.53,1.53,1.53,1.53
1.45,1.45,1.46,1.41
1.41,1.41,1.52,1.41
1.71,1.49,1.71,1.49
1.50,1.50,1.50,1.50
1.42,1.48,1.48,1.42
1.48,1.43,1.49,1.40
1.43,1.43,1.43,1.43
1.50,1.31,1.50,1.31
1.35,1.35,1.35,1.35
1.31,1.30,1.31,1.30
1.30,1.30,1.30,1.30
1.26,1.26,1.26,1.26
1.36,1.36,1.36,1.36
1.36,1.36,1.36,1.36
1.24,1.39,1.51,1.14
1.25,1.36,1.50,1.25
1.50,1.39,1.59,1.36
1.07,1.35,1.40,0.82
1.35,1.35,1.35,1.35
1.35,1.35,1.35,1.35
1.36,1.32,1.36,1.32
1.31,1.26,1.35,1.25
1.26,1.26,1.26,1.26
1.26,1.26,1.26,1.26
1.30,1.31,1.31,1.30
1.31,1.31,1.31,1.31
1.31,1.31,1.31,1.31
1.21,1.28,1.29,1.16
1.23,1.31,1.31,1.23
1.26,1.26,1.26,1.26
1.26,1.26,1.26,1.26
1.12,1.20,1.20,1.12
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.21,1.27,1.28,1.20
1.27,1.27,1.27,1.27
1.22,1.30,1.30,1.22
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.40,1.36,1.40,1.33
1.36,1.36,1.36,1.36
1.36,1.36,1.36,1.36
1.36,1.36,1.36,1.36
1.36,1.34,1.39,1.34
1.34,1.34,1.34,1.34
1.35,1.35,1.35,1.35
1.36,1.36,1.36,1.36
1.36,1.36,1.36,1.36
1.36,1.36,1.36,1.36
1.36,1.36,1.36,1.36
1.05,1.10,1.20,0.64
1.20,1.20,1.20,1.07
1.17,1.18,1.20,0.97
1.05,1.10,1.10,1.03
1.25,1.12,1.25,1.11
1.12,1.20,1.20,1.12
1.20,1.20,1.20,1.20
1.12,1.15,1.15,1.12
1.09,1.13,1.13,1.09
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.19,1.03,1.20,1.03
1.11,1.14,1.14,1.07
1.14,1.14,1.14,1.14
1.14,1.14,1.14,1.14
1.09,1.09,1.09,1.09
1.09,1.09,1.09,1.09
1.06,1.13,1.13,1.06
1.13,1.13,1.13,1.13
1.13,1.13,1.13,1.13
1.15,1.15,1.15,1.05
1.15,1.15,1.15,1.15
1.15,1.15,1.15,1.15
1.09,1.09,1.10,1.03
1.09,1.09,1.09,1.09
1.09,1.09,1.09,1.09
1.10,1.11,1.16,1.06
1.06,1.06,1.06,1.06
1.06,1.06,1.06,1.06
1.06,1.06,1.06,1.06
1.06,1.01,1.06,1.01
1.01,1.01,1.01,1.01
1.06,1.06,1.06,1.06
1.06,1.06,1.06,1.06
1.06,1.03,1.06,1.03
1.03,1.03,1.03,1.03
0.94,1.05,1.05,0.93
1.05,1.05,1.05,1.05
1.05,1.05,1.05,1.05
1.05,1.05,1.05,1.05
1.08,0.92,1.08,0.92
0.92,0.92,0.92,0.92
0.87,0.87,0.87,0.87
0.87,0.87,0.87,0.87
0.97,0.96,0.97,0.96
0.94,0.94,0.97,0.94
0.97,0.97,0.97,0.91
0.97,0.97,0.97,0.97
0.97,0.97,0.97,0.97
0.97,0.97,0.97,0.97
0.98,1.02,1.02,0.98
1.01,1.02,1.02,1.00
0.90,1.03,1.03,0.90
1.03,1.03,1.03,1.03
1.04,1.10,1.10,1.04
1.10,1.08,1.10,1.05
1.08,1.07,1.10,1.03
1.00,1.00,1.00,1.00
1.04,1.06,1.10,1.04
1.10,1.12,1.12,1.10
0.95,1.11,1.12,0.95
1.00,1.03,1.03,1.00
1.03,1.09,1.10,1.03
1.18,1.18,1.18,1.18
1.18,1.18,1.18,1.18
1.10,1.10,1.10,1.10
1.11,1.11,1.11,1.11
1.11,1.11,1.11,1.11
1.11,1.11,1.11,1.11
1.16,1.16,1.16,1.16
1.16,1.16,1.16,1.16
0.90,1.28,1.42,0.90
0.97,1.17,1.31,0.96
1.14,1.14,1.14,1.14
1.11,1.13,1.28,0.99
1.15,1.16,1.16,1.13
1.15,1.15,1.15,1.14
1.15,1.15,1.15,1.15
1.15,1.15,1.15,1.15
1.03,1.17,1.29,0.97
1.07,1.05,1.07,1.05
1.12,1.14,1.14,1.12
1.14,1.14,1.14,1.14
1.04,1.11,1.11,1.04
1.11,1.11,1.11,1.11
1.09,1.09,1.09,1.03
1.09,1.09,1.09,1.09
1.09,1.09,1.09,1.09
1.09,1.09,1.09,1.09
1.09,1.09,1.09,1.09
1.16,1.07,1.57,1.01
1.09,1.11,1.21,1.07
1.13,1.10,1.13,1.01
1.14,1.21,1.28,1.03
1.16,1.17,1.17,1.09
1.16,1.19,1.20,1.15
1.18,1.24,1.24,1.15
1.18,1.27,1.27,1.13
1.27,1.25,1.27,1.19
1.16,1.16,1.23,1.15
1.23,1.13,1.27,1.13
1.13,1.19,1.20,1.13
1.24,1.23,1.24,1.13
1.17,1.21,1.24,1.17
1.23,1.23,1.24,1.15
1.24,1.12,1.24,1.03
1.09,1.10,1.12,1.02
1.09,1.11,1.11,1.03
1.11,1.08,1.11,1.01
1.11,1.11,1.11,1.03
1.06,1.03,1.11,1.03
1.06,1.08,1.10,1.05
1.10,1.04,1.11,1.04
1.09,1.09,1.10,1.08
1.09,1.07,1.09,1.07
1.07,1.07,1.07,1.07
1.03,1.06,1.09,1.01
1.04,1.04,1.04,0.99
1.04,0.97,1.04,0.96
0.97,0.97,1.06,0.97
1.00,1.00,1.00,1.00
0.96,0.91,0.96,0.91
1.00,1.01,1.14,0.93
1.02,0.95,1.04,0.94
0.93,0.94,0.96,0.92
0.94,0.99,1.00,0.94
1.02,0.98,1.02,0.97
1.00,1.00,1.00,0.98
1.03,1.04,1.07,0.97
1.04,1.04,1.04,1.04
1.04,1.04,1.04,1.04
1.03,1.02,1.03,1.01
1.01,1.04,1.04,1.01
1.04,1.04,1.04,1.04
1.02,1.03,1.03,1.02
1.03,1.03,1.03,1.03
1.03,1.03,1.03,1.03
0.93,0.96,0.99,0.93
1.00,0.94,1.00,0.94
0.96,0.95,0.96,0.95
0.93,0.93,0.93,0.93
0.97,0.94,1.00,0.94
0.93,0.97,0.97,0.93
0.91,0.92,0.92,0.91
0.91,0.91,0.91,0.91
0.91,0.91,0.91,0.91
0.91,0.91,0.91,0.91
0.87,0.87,0.89,0.87
0.87,0.87,0.87,0.87
0.89,0.89,0.89,0.89
0.98,0.97,0.98,0.97
0.97,0.94,0.97,0.94
0.94,0.94,0.94,0.94
0.94,0.94,0.94,0.94
0.94,0.94,0.94,0.94
0.87,0.87,0.87,0.87
0.87,0.87,0.87,0.87
0.87,0.87,0.87,0.87
0.87,0.87,0.87,0.87
0.87,0.87,0.87,0.87
0.81,0.82,0.86,0.81
0.81,0.75,0.81,0.75
0.86,0.80,0.87,0.78
0.80,0.80,0.80,0.80
0.80,0.81,0.81,0.80
0.81,0.81,0.81,0.81
0.82,0.82,0.82,0.82
0.82,0.76,0.82,0.75
0.76,0.76,0.76,0.76
0.80,0.80,0.80,0.80
0.73,0.69,0.79,0.68
0.69,0.69,0.69,0.69
0.70,0.61,0.70,0.61
0.78,0.71,0.78,0.71
0.62,0.81,0.85,0.62
0.85,0.70,0.85,0.65
0.69,0.69,0.69,0.69
0.72,0.74,0.80,0.65
0.75,0.75,0.75,0.74
0.75,0.77,0.81,0.74
0.74,0.78,0.81,0.71
0.80,0.73,0.84,0.62
0.79,0.78,0.85,0.71
