HOTR,Chanticleer Holdings,NASDAQ
4.25,4.25,4.25,4.25
4.25,4.25,4.25,4.25
4.25,4.25,4.25,4.25
4.25,4.25,4.25,4.25
4.25,4.25,4.25,4.25
4.25,4.25,4.25,4.25
4.25,4.25,4.25,4.25
4.25,4.25,4.25,4.25
4.25,4.25,4.25,4.25
4.30,4.30,4.30,4.30
4.30,4.30,4.30,4.30
4.30,4.30,4.30,4.30
4.30,4.30,4.30,4.30
4.35,4.35,4.35,4.35
4.35,4.35,4.35,4.35
4.50,6.25,6.25,4.50
6.50,6.10,6.75,6.10
6.75,6.75,6.75,6.75
6.70,6.75,6.75,6.70
6.75,6.75,6.75,6.75
6.75,6.75,6.75,6.75
6.75,6.75,6.75,6.75
6.75,6.75,6.75,6.75
6.75,6.75,6.75,6.75
6.25,6.25,6.25,6.25
6.25,6.25,6.25,6.25
6.75,6.75,6.75,6.75
6.75,6.75,6.75,6.75
6.75,6.75,6.75,6.75
6.75,6.50,6.75,6.35
6.50,6.50,6.50,6.50
6.25,6.25,6.25,6.25
6.25,6.50,6.50,6.25
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.25,6.25,6.25,6.25
6.25,6.25,6.25,6.25
6.25,6.25,6.25,6.25
6.25,6.25,6.25,6.25
5.26,6.50,6.50,5.26
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.25
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.40,6.40,6.40,6.40
6.40,6.40,6.40,6.40
6.40,6.40,6.40,6.40
6.40,6.40,6.40,6.40
6.40,6.40,6.40,6.40
6.40,6.40,6.40,6.40
6.40,6.40,6.40,6.40
6.40,6.40,6.40,6.40
6.40,6.40,6.40,6.40
6.40,6.40,6.40,6.40
6.40,6.40,6.40,6.40
3.20,3.20,3.20,3.20
3.20,3.00,3.20,3.00
3.20,3.20,3.20,3.20
3.20,3.01,3.20,3.00
3.20,3.00,3.20,3.00
3.00,3.00,3.00,3.00
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
2.75,3.15,3.15,2.75
2.90,2.91,2.91,2.90
2.91,2.91,2.91,2.91
2.91,2.91,2.91,2.91
2.08,3.14,3.14,2.08
3.14,3.14,3.14,3.14
3.14,3.14,3.14,3.14
3.14,3.14,3.14,3.14
3.14,3.14,3.14,3.14
3.14,3.14,3.14,3.14
3.14,3.14,3.14,3.14
2.09,2.09,2.09,2.09
3.00,2.99,3.00,2.11
2.31,2.89,2.99,2.31
2.89,2.89,2.89,2.89
2.89,2.89,2.89,2.89
2.89,2.89,2.89,2.89
2.89,2.89,2.89,2.89
2.35,2.69,2.69,2.35
2.35,2.99,2.99,2.31
2.99,2.99,2.99,2.99
2.15,2.99,2.99,2.15
2.99,2.99,2.99,2.99
2.99,2.99,2.99,2.99
2.99,2.99,2.99,2.99
2.50,2.99,2.99,2.50
2.99,2.99,2.99,2.99
2.75,2.75,2.75,2.75
2.75,2.75,2.75,2.75
2.40,2.40,2.40,2.40
2.40,2.40,2.40,2.40
2.40,2.40,2.40,2.40
2.40,2.40,2.40,2.40
2.40,2.40,2.40,2.40
2.16,2.99,2.99,2.16
2.25,2.99,2.99,2.25
2.40,2.40,2.40,2.40
2.25,2.30,2.30,2.25
2.30,2.30,2.30,2.30
2.30,2.30,2.30,2.30
2.15,2.15,2.15,2.15
3.00,3.00,3.00,2.49
2.50,2.50,2.50,2.50
2.55,2.50,2.55,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
3.00,3.00,3.00,3.00
2.20,3.00,3.00,2.20
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
2.25,2.50,2.50,2.20
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.25,2.45,2.45,2.25
2.60,2.60,2.60,2.60
2.60,2.60,2.60,2.60
2.60,2.60,2.60,2.60
2.19,2.60,2.60,2.19
2.60,2.60,2.60,2.60
2.60,2.60,2.60,2.60
2.60,2.60,2.60,2.60
2.51,2.51,2.51,2.51
2.51,2.51,2.51,2.51
2.51,2.51,2.51,2.51
2.51,2.51,2.51,2.51
2.51,2.51,2.51,2.51
2.51,2.51,2.51,2.51
2.51,2.51,2.51,2.51
2.51,2.51,2.51,2.51
2.26,2.58,2.58,2.26
2.58,2.58,2.58,2.58
2.25,2.58,2.58,2.25
2.58,2.58,2.58,2.58
2.58,2.58,2.58,2.58
2.49,2.99,2.99,2.49
2.75,2.75,2.75,2.75
2.98,3.00,3.00,2.98
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
2.40,3.25,3.25,2.40
3.25,3.20,3.25,3.20
2.40,3.25,3.25,2.40
3.25,3.25,3.25,3.25
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
2.75,2.75,2.75,2.75
2.75,2.75,2.75,2.75
2.90,3.00,3.00,2.90
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.20,3.20,3.00
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.00,3.10,5.00,3.00
3.00,5.00,5.00,3.00
2.90,3.95,3.95,2.90
3.95,3.95,3.95,3.95
2.75,3.74,3.74,2.75
3.74,3.74,3.74,3.74
3.74,3.74,3.74,3.74
3.70,3.70,3.70,3.70
3.70,3.70,3.70,3.70
3.70,3.70,3.70,3.70
2.80,3.70,3.70,2.80
3.70,3.70,3.70,3.70
3.00,3.70,3.70,3.00
3.70,3.70,3.70,3.70
3.00,3.70,3.70,3.00
3.00,3.70,3.70,3.00
3.70,3.70,3.70,3.70
3.70,3.70,3.70,3.70
3.70,3.70,3.70,3.70
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,2.75
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
2.75,2.75,2.75,2.75
3.00,3.25,3.25,3.00
2.80,3.00,3.10,2.80
3.00,3.00,3.00,3.00
2.41,3.00,3.30,2.41
3.00,3.00,3.00,2.60
2.60,3.00,3.00,2.60
2.75,3.25,3.25,2.75
3.22,3.25,3.25,3.00
3.25,3.25,3.25,3.25
3.00,3.00,3.00,3.00
2.75,3.15,3.15,2.56
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
2.65,2.75,2.75,2.65
2.75,2.75,2.75,2.75
3.00,2.85,3.00,2.85
3.15,3.20,3.20,3.15
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.24,3.00,3.24,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
2.50,3.25,3.25,2.50
2.90,3.25,3.25,2.60
2.50,3.25,3.25,2.20
3.25,3.25,3.25,3.25
3.00,3.00,3.00,3.00
2.75,2.90,3.00,2.60
2.90,3.25,3.25,2.90
3.15,3.25,3.25,2.85
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
2.50,3.25,3.25,2.49
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.00,3.15,3.15,2.60
2.81,3.15,3.15,2.81
3.15,3.15,3.15,3.15
3.15,3.15,3.15,3.15
3.15,3.15,3.15,3.15
3.20,3.20,3.23,3.20
2.31,3.24,3.24,2.31
3.24,3.24,3.24,3.24
3.15,3.15,3.15,3.15
3.20,3.24,3.24,3.20
3.24,3.24,3.24,3.24
3.24,3.24,3.24,3.24
3.24,3.24,3.24,3.24
3.24,3.24,3.24,3.24
3.24,3.24,3.24,3.24
2.91,3.23,3.23,2.91
3.23,3.23,3.23,3.23
3.23,3.23,3.23,3.23
3.24,3.24,3.24,3.24
3.24,3.24,3.24,3.24
3.24,3.24,3.24,3.24
3.24,3.24,3.24,3.24
3.24,3.24,3.24,3.24
3.24,3.24,3.24,3.24
3.24,3.24,3.24,3.24
3.24,3.24,3.24,3.24
3.24,3.24,3.24,3.24
3.24,3.24,3.24,3.24
3.24,3.24,3.24,3.24
3.24,3.24,3.24,3.24
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
6.00,6.05,6.40,6.00
7.03,8.00,8.00,7.03
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
4.55,4.74,4.74,4.29
4.40,4.34,4.43,4.15
4.10,4.28,4.28,4.10
4.28,4.28,4.28,4.28
4.32,4.25,4.32,4.25
4.29,4.24,4.29,4.00
4.07,4.39,4.39,4.00
4.36,4.36,4.36,4.36
4.36,4.36,4.36,4.36
4.36,4.36,4.36,4.36
4.36,4.15,4.36,4.15
4.20,4.10,4.20,4.10
4.10,4.10,4.10,4.10
4.06,4.06,4.06,3.57
4.06,4.06,4.06,4.06
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.00,3.80,4.00,3.00
3.80,3.80,3.80,3.80
3.80,3.80,3.80,3.80
3.50,3.75,3.75,3.50
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.15,3.97,3.97,3.15
4.00,4.00,4.00,3.76
3.80,3.80,3.81,3.80
3.80,3.80,3.80,3.80
3.16,3.75,4.02,3.16
3.50,3.50,3.70,3.20
3.74,3.70,3.74,3.70
3.69,3.70,3.70,3.69
3.70,3.55,3.70,3.55
3.62,3.55,3.63,3.49
3.55,3.55,3.55,3.55
3.50,3.53,3.54,3.50
3.53,3.57,3.69,3.53
3.69,3.70,3.70,3.42
3.70,3.70,3.70,3.60
3.70,3.70,3.70,3.70
3.70,3.70,3.70,3.70
3.61,3.56,3.70,3.30
3.74,3.40,3.74,3.40
3.40,3.40,3.40,3.21
3.40,3.40,3.40,3.40
3.48,3.39,3.48,3.38
3.45,3.41,3.45,2.92
3.41,3.41,3.41,3.41
3.40,3.70,3.70,3.39
3.62,3.62,3.62,3.62
3.64,3.58,3.64,3.58
3.60,3.60,3.60,3.60
3.60,3.60,3.60,3.60
3.43,3.65,3.65,3.43
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.60,3.21,3.62,3.00
2.45,2.60,3.22,2.42
2.50,2.68,2.84,2.30
2.72,2.44,2.72,2.41
2.88,2.56,2.88,2.53
2.50,2.37,2.70,2.30
2.38,2.70,2.70,2.38
2.43,2.42,2.58,2.40
2.35,2.30,2.47,2.30
2.31,2.38,2.38,2.20
2.36,2.04,2.36,1.96
1.97,2.00,2.01,1.93
2.02,1.85,2.02,1.75
2.05,1.95,2.05,1.80
1.90,1.80,2.01,1.72
1.81,1.80,1.81,1.76
1.82,1.99,1.99,1.82
2.00,1.85,2.01,1.70
1.77,1.70,1.80,1.69
1.66,1.73,1.80,1.51
1.80,1.79,1.99,1.76
1.78,1.75,1.78,1.75
1.62,1.80,1.84,1.62
1.75,1.80,1.85,1.75
1.70,1.71,1.95,1.70
1.89,1.80,1.89,1.76
1.84,1.64,1.84,1.52
1.60,1.63,1.85,1.40
1.63,1.98,1.98,1.58
1.89,1.93,1.93,1.80
1.92,1.92,1.92,1.92
1.91,1.93,1.93,1.85
1.92,1.92,1.93,1.92
1.93,2.00,2.00,1.93
2.10,2.10,2.10,2.10
2.08,2.01,2.10,2.01
2.05,2.19,2.19,2.01
2.20,2.10,2.20,2.10
2.19,2.00,2.19,1.87
2.07,2.09,2.19,2.07
2.01,1.99,2.01,1.99
1.91,1.80,1.91,1.80
1.91,1.91,1.91,1.91
1.92,1.81,1.92,1.81
1.79,1.79,1.79,1.79
1.87,1.70,1.87,1.70
1.76,1.77,1.77,1.76
1.80,1.77,1.80,1.77
1.77,1.77,1.77,1.77
1.62,1.88,1.89,1.61
1.88,1.88,1.88,1.88
1.86,1.71,1.86,1.65
1.66,1.71,1.71,1.60
1.75,1.75,1.80,1.71
1.79,1.75,1.85,1.62
1.88,1.90,1.90,1.80
1.89,2.01,2.01,1.75
2.03,2.31,2.40,2.00
2.27,2.45,2.48,2.27
2.45,2.40,2.54,2.40
2.45,2.25,2.46,2.20
2.33,2.38,2.38,2.20
2.52,2.50,2.57,2.35
2.50,2.50,2.57,2.50
2.55,2.64,2.64,2.55
2.65,2.80,2.80,2.65
2.86,2.80,2.87,2.75
2.81,2.65,2.81,2.65
2.77,2.49,2.77,2.35
2.47,2.62,2.62,2.45
2.89,2.45,2.89,2.13
2.45,2.45,2.45,2.45
2.50,2.40,2.55,2.29
2.46,2.59,2.59,2.46
2.60,2.60,2.74,2.59
2.60,2.50,2.60,2.42
2.50,2.50,2.52,2.50
2.50,2.50,2.50,2.50
2.41,2.40,2.42,2.36
2.40,2.40,2.40,2.40
2.38,2.38,2.38,2.38
2.56,2.50,2.58,2.42
2.50,2.37,2.50,2.00
2.49,2.46,2.49,2.38
2.50,2.45,2.51,2.45
2.53,2.47,2.60,2.47
2.44,2.38,2.45,2.38
2.40,2.40,2.40,2.40
2.40,2.40,2.40,2.40
2.38,2.42,2.42,2.38
2.44,2.37,2.44,2.37
2.37,2.25,2.37,2.20
2.23,2.31,2.31,2.20
2.21,2.21,2.21,2.21
2.21,2.21,2.21,2.21
2.21,2.21,2.21,2.21
2.20,2.20,2.22,2.20
2.20,2.20,2.20,2.20
2.20,2.25,2.25,2.20
2.21,2.21,2.21,2.21
2.25,2.27,2.35,2.25
2.37,2.35,2.37,2.30
2.36,2.36,2.36,2.36
2.36,2.42,2.42,2.36
2.42,2.85,2.87,2.42
2.94,3.15,3.35,2.78
3.00,3.29,3.30,3.00
3.30,3.24,3.30,3.19
