IKNX,Ikonics Corporation - Common Stock,NASDAQ
6.94,6.94,6.94,6.94
6.94,6.94,6.94,6.94
6.94,6.94,6.94,6.94
6.94,6.94,6.94,6.94
6.94,6.94,6.94,6.94
6.94,6.94,6.94,6.94
7.48,7.48,7.48,7.48
7.48,7.48,7.48,7.48
7.48,7.48,7.48,7.48
7.48,7.48,7.48,7.48
7.63,7.50,7.63,7.50
7.49,7.41,7.49,7.41
7.39,7.39,7.39,7.39
6.51,7.39,7.39,6.51
7.39,7.39,7.39,7.39
7.39,7.39,7.39,7.39
6.51,7.38,7.39,6.51
7.38,7.38,7.38,7.38
7.38,7.38,7.38,7.38
7.38,7.38,7.38,7.38
7.38,7.38,7.38,7.38
7.08,7.06,7.08,7.06
7.00,7.00,7.00,7.00
6.70,7.10,7.10,6.55
7.10,7.10,7.10,7.10
7.10,6.52,7.10,6.51
6.52,6.52,6.52,6.52
6.52,6.52,6.52,6.52
6.52,6.52,6.52,6.52
6.81,6.81,6.81,6.81
6.81,6.81,6.81,6.81
6.81,6.81,6.81,6.81
6.81,6.81,6.81,6.81
6.81,6.81,6.81,6.81
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
6.81,6.81,6.81,6.81
6.81,6.81,6.81,6.81
6.81,6.81,6.81,6.81
6.82,6.82,6.82,6.82
6.82,6.82,6.82,6.82
6.90,6.90,7.00,6.90
6.90,6.90,7.00,6.90
7.05,7.05,7.05,7.05
7.05,7.05,7.05,7.05
6.84,6.84,6.84,6.84
6.84,6.84,6.84,6.84
6.84,6.84,6.84,6.84
6.84,6.84,6.84,6.84
6.84,6.84,6.84,6.84
6.84,6.84,6.84,6.84
6.83,6.85,6.85,6.81
6.81,6.81,6.81,6.81
6.81,6.81,6.81,6.81
6.81,6.81,6.81,6.81
6.81,6.81,6.81,6.81
6.81,6.81,6.81,6.81
6.81,6.81,6.81,6.81
6.81,6.81,6.81,6.81
6.81,6.81,6.81,6.81
6.81,6.40,7.00,6.16
6.40,6.40,6.40,6.40
6.40,6.40,6.40,6.40
6.44,6.42,6.44,6.41
6.42,6.42,6.42,6.42
6.42,6.42,6.42,6.42
6.41,6.41,6.41,6.41
6.41,6.41,6.41,6.41
6.41,6.41,6.41,6.41
6.41,6.41,6.41,6.41
6.41,6.41,6.41,6.41
6.48,6.45,6.55,6.45
6.45,6.45,6.45,6.45
6.45,6.45,6.45,6.45
6.45,6.45,6.45,6.45
7.16,7.01,7.25,7.00
6.85,7.30,7.35,6.85
7.35,7.08,7.35,6.85
6.77,7.06,7.23,6.45
7.00,7.00,7.00,7.00
7.30,7.32,7.32,7.30
7.32,7.32,7.32,7.32
7.32,7.32,7.32,7.32
6.79,6.79,6.79,6.79
6.79,6.79,6.79,6.79
6.79,6.79,6.79,6.79
6.79,6.79,6.79,6.79
6.87,6.88,6.90,6.87
6.88,6.88,6.88,6.88
6.88,6.88,6.88,6.88
6.88,6.88,6.88,6.88
6.88,6.88,6.88,6.88
6.88,6.88,6.88,6.88
6.86,6.86,6.86,6.86
6.86,6.86,6.86,6.86
6.86,6.86,6.86,6.86
6.85,6.88,6.88,6.85
6.88,6.88,6.88,6.88
6.88,6.88,6.88,6.88
6.88,6.88,6.88,6.88
6.88,6.88,6.88,6.88
6.88,6.88,6.88,6.88
6.88,6.88,6.88,6.88
6.88,6.88,6.88,6.88
6.91,6.91,6.91,6.91
6.91,6.91,6.91,6.91
6.91,6.91,6.91,6.91
6.91,6.91,6.91,6.91
6.91,6.92,6.92,6.91
6.92,6.92,6.92,6.92
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.24,7.24,7.24,7.24
7.24,7.24,7.24,7.24
7.24,7.24,7.24,7.24
7.02,7.02,7.02,7.02
7.02,7.02,7.02,7.02
7.02,7.02,7.02,7.02
7.02,7.02,7.02,7.02
7.02,7.02,7.02,7.02
7.02,7.02,7.02,7.02
7.02,7.02,7.02,7.02
7.02,7.02,7.02,7.02
7.02,7.02,7.02,7.02
7.04,6.91,7.04,6.91
6.91,6.91,6.91,6.91
7.23,7.23,7.23,7.23
7.23,7.23,7.23,7.23
7.23,7.23,7.23,7.23
7.23,7.23,7.23,7.23
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.08,7.10,7.10,7.08
7.22,7.60,7.60,7.22
7.25,7.35,7.35,7.25
7.55,7.22,8.50,7.22
7.31,7.26,7.36,7.26
7.37,7.30,7.37,7.25
7.26,7.84,7.97,7.26
7.84,7.84,7.84,7.84
7.31,7.60,7.60,7.31
7.40,7.60,7.60,7.40
7.60,7.60,7.60,7.60
7.60,7.60,7.60,7.60
7.40,7.41,7.41,7.31
7.38,7.53,7.53,7.38
7.53,7.53,7.53,7.53
7.53,7.53,7.53,7.53
7.53,7.53,7.53,7.53
8.22,7.58,8.22,7.50
7.58,7.58,7.58,7.58
8.17,7.95,8.25,7.86
7.95,7.95,7.95,7.95
7.95,7.95,7.95,7.95
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
7.93,7.93,7.93,7.93
7.52,7.52,7.52,7.52
7.52,7.52,7.52,7.52
7.56,7.51,7.56,7.51
7.51,7.51,7.51,7.51
7.50,7.33,7.52,7.26
7.33,7.33,7.33,7.33
7.33,7.33,7.33,7.33
7.33,7.33,7.33,7.33
7.33,7.33,7.33,7.33
7.33,7.33,7.33,7.33
7.33,7.33,7.33,7.33
7.33,7.33,7.33,7.33
7.33,7.33,7.33,7.33
7.36,7.25,7.36,7.25
7.25,7.29,7.29,7.25
7.29,7.29,7.29,7.29
7.29,7.29,7.29,7.29
7.25,7.25,7.25,7.25
7.25,7.25,7.25,7.25
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
7.58,7.58,7.58,7.58
7.28,7.42,7.87,7.00
7.42,7.42,7.42,7.42
7.26,7.42,7.51,7.26
7.26,7.33,7.33,7.26
7.33,7.33,7.33,7.33
7.42,7.50,7.50,7.42
7.15,7.28,7.30,7.13
7.28,7.28,7.28,7.28
7.28,7.28,7.28,7.28
7.28,7.28,7.28,7.28
7.28,7.28,7.28,7.28
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.48,7.09,7.50,7.09
7.09,7.09,7.09,7.09
7.09,7.09,7.09,7.09
7.09,7.09,7.09,7.09
7.09,7.09,7.09,7.09
7.09,7.09,7.09,7.09
7.11,7.32,7.32,6.88
7.40,7.40,7.40,7.40
7.35,7.35,7.35,7.35
7.35,7.35,7.35,7.35
7.02,6.90,7.35,6.80
6.88,7.29,7.30,6.88
7.50,7.50,7.70,7.30
7.51,7.50,7.51,7.50
7.85,8.00,8.01,7.83
8.00,8.00,8.02,7.97
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.19,8.47,8.47,8.19
8.47,8.75,8.94,8.47
8.67,8.61,8.91,8.29
8.55,8.44,8.56,8.23
8.55,8.42,8.55,8.18
8.36,8.27,8.36,8.13
8.27,8.27,8.27,8.27
8.27,8.27,8.27,8.27
8.42,8.60,8.60,8.42
8.60,8.60,8.60,8.60
8.60,8.60,8.60,8.60
8.30,8.30,8.30,8.30
8.44,8.25,8.44,8.25
8.25,8.25,8.25,8.25
8.21,8.15,8.21,8.15
8.56,8.72,8.72,8.56
8.75,8.70,8.75,8.70
8.94,8.26,8.94,8.26
8.26,8.26,8.26,8.26
8.26,8.26,8.26,8.26
8.26,8.26,8.26,8.26
8.94,8.94,8.94,8.94
8.14,8.51,8.51,8.14
8.51,8.51,8.51,8.51
8.50,8.51,8.51,8.50
8.51,8.51,8.51,8.51
8.62,8.60,8.62,8.60
8.39,8.39,8.39,8.39
8.47,8.42,8.75,8.42
8.37,8.75,8.75,8.37
8.42,8.45,8.45,8.42
8.48,8.47,8.49,8.47
8.50,8.40,8.50,8.40
8.40,8.26,8.43,8.26
8.25,8.25,8.25,8.25
8.28,8.25,8.33,8.23
8.23,8.23,8.23,8.23
8.23,8.23,8.23,8.23
8.23,8.23,8.23,8.23
8.23,8.23,8.23,8.23
8.27,8.11,8.28,8.01
8.20,8.25,8.25,8.10
8.25,8.25,8.25,8.25
8.10,7.53,8.25,6.58
7.58,7.78,7.93,7.56
7.78,7.78,7.78,7.78
7.73,7.85,7.85,7.70
7.85,7.85,7.85,7.85
7.80,7.75,8.03,7.75
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
7.75,8.00,8.00,7.75
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.47,8.38,8.47,8.38
8.38,8.38,8.38,8.38
8.38,8.38,8.38,8.38
8.38,8.38,8.38,8.38
8.37,8.37,8.37,8.37
8.34,8.28,8.34,8.28
8.28,8.28,8.28,8.28
8.28,8.28,8.28,8.28
8.28,8.28,8.28,8.28
8.28,8.28,8.28,8.28
8.28,8.28,8.28,8.28
8.25,8.39,8.39,8.25
8.39,8.39,8.39,8.39
8.36,8.36,8.36,8.36
8.10,8.10,8.13,8.10
8.10,8.10,8.10,8.10
8.10,8.10,8.10,8.10
8.10,8.10,8.10,8.10
8.10,8.10,8.10,8.10
8.12,8.10,8.12,8.10
8.10,8.10,8.10,8.10
8.10,8.10,8.10,8.10
8.10,8.10,8.10,8.10
8.01,8.10,8.10,8.01
8.10,8.10,8.10,8.10
8.00,8.00,8.00,8.00
7.79,7.65,7.87,7.65
7.75,7.61,7.80,7.61
7.61,7.61,7.61,7.61
8.11,7.60,8.11,7.60
7.69,7.72,7.93,7.69
7.60,7.58,7.81,7.50
7.50,7.46,7.60,7.26
7.75,7.66,7.75,7.50
7.49,7.70,7.90,7.49
7.86,7.89,7.90,7.50
7.80,8.39,8.39,7.61
8.05,7.78,8.22,7.78
8.17,7.89,8.36,7.89
7.90,7.90,7.90,7.90
7.90,7.90,7.90,7.90
7.87,7.64,7.90,7.64
7.55,7.64,7.70,7.52
7.53,7.52,7.53,7.52
7.59,7.55,7.59,7.52
7.73,7.37,7.73,7.30
7.36,7.36,7.36,7.36
7.37,7.50,7.70,7.37
7.51,7.51,7.51,7.51
7.51,7.51,7.51,7.51
7.52,7.44,7.52,7.44
7.44,7.44,7.44,7.44
7.44,7.44,7.44,7.44
7.38,7.38,7.38,7.38
7.34,7.40,7.50,7.25
7.40,7.40,7.40,7.40
7.40,7.40,7.40,7.40
7.40,7.40,7.40,7.40
7.26,7.26,7.26,7.26
7.26,7.26,7.26,7.26
7.40,7.40,7.40,7.40
7.40,7.40,7.40,7.40
7.40,7.77,7.77,7.40
7.77,7.77,7.77,7.77
7.77,7.77,7.77,7.77
7.42,7.25,7.42,7.25
7.26,7.29,7.29,7.25
7.25,7.25,7.25,7.25
7.25,7.25,7.25,7.25
7.25,7.25,7.25,7.25
7.25,7.25,7.25,7.25
7.25,7.25,7.25,7.25
7.33,7.30,7.33,7.30
7.30,7.30,7.30,7.30
7.30,7.30,7.30,7.30
7.30,7.30,7.30,7.30
7.30,7.30,7.30,7.30
7.30,7.30,7.30,7.30
7.30,7.30,7.30,7.30
7.68,7.75,7.75,7.68
7.81,7.34,7.90,7.33
7.34,7.34,7.34,7.34
7.34,7.34,7.34,7.34
7.97,8.10,8.10,7.97
8.10,7.99,8.10,7.95
7.99,7.99,7.99,7.99
8.37,8.37,8.37,8.37
8.37,8.50,8.50,8.37
8.50,8.50,8.50,8.50
8.40,8.40,8.40,8.40
7.83,8.00,8.00,7.76
8.00,8.00,8.00,8.00
7.84,8.39,8.50,7.84
8.25,8.25,8.25,8.00
8.25,8.31,8.31,8.25
8.31,8.31,8.31,8.31
8.31,8.31,8.31,8.31
7.87,7.87,7.87,7.87
8.15,8.15,8.15,8.15
8.15,8.15,8.15,8.15
8.15,8.15,8.15,8.15
8.15,8.15,8.15,8.15
8.15,8.15,8.15,8.15
8.15,8.15,8.15,8.15
8.15,8.15,8.15,8.15
8.15,8.15,8.15,8.15
8.15,8.15,8.15,8.15
8.01,8.15,8.15,8.01
8.15,8.15,8.15,8.15
8.15,8.15,8.15,8.15
8.03,8.05,8.05,8.03
8.03,8.08,8.08,8.03
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.05,8.10,8.10,8.05
8.10,8.10,8.10,8.10
8.05,8.05,8.06,8.05
8.05,8.05,8.05,8.05
8.20,8.05,8.20,8.05
8.05,8.05,8.05,8.05
8.05,8.05,8.05,8.05
8.07,8.07,8.07,8.07
8.07,8.07,8.07,8.07
8.05,8.77,10.80,8.05
8.82,8.52,8.82,8.50
8.52,8.52,8.52,8.52
8.05,8.05,8.05,8.05
8.00,7.77,8.00,7.76
7.77,7.77,7.77,7.77
7.77,7.77,7.77,7.77
8.24,7.86,8.24,7.83
7.84,8.00,8.00,7.84
7.77,7.82,7.86,7.75
7.75,7.33,7.75,7.33
7.33,7.33,7.33,7.33
7.33,7.33,7.33,7.33
7.96,7.60,7.96,7.60
7.61,7.50,7.61,7.30
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.53,7.63,7.63,7.50
7.63,7.63,7.63,7.63
7.63,7.63,7.63,7.63
7.63,7.63,7.63,7.63
7.54,7.50,7.54,7.50
7.50,7.50,7.50,7.50
8.33,7.64,8.33,7.64
8.10,7.85,8.10,7.85
7.85,7.85,7.85,7.85
8.00,7.95,8.00,7.95
8.00,7.97,8.00,7.97
7.50,7.50,7.81,7.50
7.80,7.30,8.00,7.30
7.57,7.57,7.57,7.57
7.59,7.57,7.83,7.51
7.51,7.51,7.54,7.51
7.51,7.56,7.75,7.51
7.33,7.30,7.42,7.30
7.30,7.30,7.30,7.30
7.30,7.30,7.30,7.30
7.50,7.70,8.00,7.49
8.15,7.44,8.15,7.41
7.44,7.44,7.44,7.44
7.44,7.44,7.44,7.44
7.66,7.88,7.88,7.65
8.16,7.65,8.16,7.65
7.76,7.41,7.76,7.25
7.41,7.41,7.41,7.41
7.31,7.36,7.36,7.31
7.36,7.36,7.36,7.36
7.30,7.03,7.30,7.03
7.03,7.03,7.03,7.03
7.05,7.05,7.05,7.05
7.05,7.05,7.05,7.05
7.05,7.13,7.14,7.05
7.05,7.17,7.17,6.95
7.16,7.16,7.16,7.16
7.26,7.26,7.26,7.26
7.53,7.57,7.57,7.50
8.50,8.19,8.50,7.90
8.34,8.78,8.78,8.34
8.47,8.63,8.63,8.47
8.60,8.90,8.90,8.58
8.95,8.94,8.95,8.59
7.90,7.33,7.90,7.33
7.59,8.19,8.19,7.59
8.90,8.90,8.90,8.75
8.74,8.74,8.74,8.74
8.74,8.67,8.74,8.67
8.75,8.75,8.75,8.75
8.96,9.05,9.05,8.96
9.05,9.05,9.05,9.05
9.05,9.05,9.05,9.05
7.82,7.67,7.82,7.67
7.76,7.89,7.89,7.76
7.89,7.89,7.89,7.89
7.89,7.89,7.89,7.89
7.89,7.89,7.89,7.89
7.89,7.89,7.89,7.89
7.89,7.89,7.89,7.89
7.89,7.89,7.89,7.89
7.89,7.89,7.89,7.89
7.89,7.89,7.89,7.89
7.89,7.89,7.89,7.89
7.76,7.76,7.76,7.76
7.76,7.76,7.76,7.76
7.76,7.76,7.76,7.76
7.31,7.35,7.35,7.31
7.35,7.35,7.35,7.35
7.35,7.35,7.35,7.35
8.65,8.67,8.67,8.65
9.00,9.00,9.00,9.00
8.51,8.51,8.51,8.51
8.51,8.51,8.51,8.51
8.51,8.51,8.51,8.51
8.53,9.10,9.10,8.53
9.10,9.10,9.10,9.10
9.20,9.25,9.25,9.20
9.25,9.25,9.25,9.25
8.76,8.80,8.80,8.75
9.25,8.56,9.25,8.50
8.56,8.56,8.56,8.56
8.50,8.60,8.60,8.50
8.01,8.48,8.49,8.01
8.48,8.48,8.48,8.48
8.50,8.74,8.74,8.50
8.74,8.74,8.74,8.74
8.74,8.74,8.74,8.74
8.55,9.35,9.35,8.55
9.36,8.58,9.40,8.50
8.58,8.58,8.58,8.58
8.00,8.50,8.50,8.00
8.50,7.54,8.50,7.32
7.54,7.54,7.54,7.54
8.00,8.25,8.25,8.00
8.25,8.25,8.25,8.25
8.25,8.25,8.25,8.25
8.25,8.55,8.55,8.25
8.55,8.55,8.55,8.55
8.63,8.34,8.63,8.30
8.25,8.25,8.25,8.25
8.25,8.25,8.25,8.25
8.25,8.25,8.25,8.25
8.48,8.50,8.50,8.48
8.49,8.50,8.50,8.25
8.47,8.47,8.47,8.47
8.47,8.47,8.47,8.47
8.47,8.47,8.47,8.47
8.27,8.25,8.27,8.25
8.25,8.25,8.25,8.25
8.25,8.25,8.25,8.25
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
7.91,7.91,7.91,7.91
7.91,7.91,7.91,7.91
8.00,8.00,8.00,8.00
7.97,7.97,7.97,7.97
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
7.75,7.61,7.75,7.61
7.61,7.61,7.61,7.61
7.61,7.61,7.61,7.61
7.62,7.62,7.62,7.62
8.00,8.25,8.25,8.00
7.79,7.91,8.06,7.79
7.79,7.80,7.80,7.79
7.80,7.80,7.80,7.80
7.80,7.80,7.80,7.80
7.77,7.80,7.80,7.77
7.80,7.80,7.80,7.80
7.97,8.00,8.00,7.97
8.00,8.48,8.50,8.00
8.48,8.48,8.48,8.48
8.50,8.50,8.50,8.50
8.50,8.50,8.50,8.50
8.75,9.45,9.45,8.50
9.45,9.45,9.45,9.45
9.30,9.30,9.30,9.30
9.30,9.30,9.30,9.30
9.30,9.20,9.30,9.20
9.20,9.20,9.20,9.20
9.20,9.20,9.20,9.20
8.00,8.54,8.54,8.00
8.54,8.54,8.54,8.54
8.54,8.54,8.54,8.54
8.54,8.54,8.54,8.54
8.54,8.54,8.54,8.54
8.54,8.54,8.54,8.54
8.54,8.54,8.54,8.54
8.54,8.54,8.54,8.54
8.00,8.00,8.00,8.00
8.17,8.60,8.60,8.17
8.60,8.60,8.60,8.60
8.60,8.60,8.60,8.60
8.60,8.60,8.60,8.60
8.72,8.72,8.72,8.72
8.03,8.15,8.45,8.03
8.15,8.15,8.15,8.15
8.20,8.40,8.55,8.20
8.40,8.40,8.40,8.40
8.40,8.40,8.40,8.40
8.40,8.40,8.40,8.40
8.40,8.40,8.40,8.40
8.40,8.40,8.40,8.40
8.40,8.40,8.40,8.40
8.01,8.01,8.01,8.01
7.98,7.70,7.98,7.70
7.70,7.70,7.70,7.70
7.71,7.71,7.71,7.71
7.71,7.71,7.71,7.71
7.71,7.71,7.71,7.71
7.71,7.71,7.71,7.71
7.71,7.71,7.71,7.71
7.71,7.71,7.71,7.71
7.71,7.71,7.71,7.71
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
8.00,8.00,8.00,7.98
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
7.97,8.00,8.00,7.97
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
7.82,7.82,7.82,7.82
7.82,7.82,7.82,7.82
7.82,7.82,7.82,7.82
7.82,7.82,7.82,7.82
7.82,7.82,7.82,7.82
7.85,7.76,7.85,7.76
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
7.95,7.95,7.95,7.95
7.97,7.96,7.97,7.96
7.96,7.96,7.96,7.96
8.06,8.06,8.06,8.06
8.06,8.06,8.06,8.06
8.06,8.06,8.06,8.06
8.06,8.06,8.06,8.06
8.06,8.06,8.06,8.06
8.06,8.06,8.06,8.06
8.06,8.06,8.06,8.06
8.04,8.03,8.05,8.03
7.97,7.97,7.97,7.97
7.97,7.97,7.97,7.97
7.78,7.75,7.78,7.75
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
7.84,8.34,8.34,7.80
8.34,8.34,8.34,8.34
7.86,8.17,8.17,7.86
7.86,7.80,7.86,7.80
7.80,7.80,7.80,7.80
7.80,7.83,7.83,7.80
7.80,7.80,7.80,7.80
8.10,8.40,8.43,7.96
8.01,8.05,8.08,8.00
8.00,7.80,8.00,7.80
7.82,8.06,8.06,7.81
8.06,8.06,8.06,8.06
8.10,8.10,8.10,8.10
8.10,8.10,8.10,8.10
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.24,8.41,8.41,8.20
8.20,7.83,8.20,7.83
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.05,8.58,8.59,8.05
8.58,8.85,9.01,8.58
8.99,9.39,9.39,8.99
9.42,9.05,9.45,8.86
9.05,9.10,9.33,9.05
8.19,9.00,9.00,8.00
8.56,8.75,8.75,8.43
8.75,8.50,8.75,8.50
8.50,8.50,8.50,8.50
8.40,8.30,8.49,8.30
8.27,8.30,8.30,8.27
7.99,7.99,7.99,7.58
7.99,7.99,7.99,7.99
7.93,8.05,8.05,7.93
8.11,8.30,8.70,8.00
8.00,8.82,9.00,8.00
8.69,8.69,8.69,8.69
8.61,8.61,8.61,8.61
8.42,8.34,8.42,8.05
8.41,8.30,8.41,8.30
8.19,8.38,8.75,8.01
8.50,8.50,8.50,8.50
8.40,8.40,8.40,8.10
8.10,8.10,8.20,8.10
8.07,8.10,8.10,8.00
8.25,8.25,8.25,8.25
8.25,8.25,8.25,8.25
8.20,8.12,8.30,8.12
8.12,8.12,8.12,8.12
8.23,8.20,8.23,8.20
8.05,8.00,8.05,8.00
8.00,8.00,8.00,8.00
8.05,7.95,8.05,7.95
7.95,7.95,7.95,7.95
7.98,7.98,7.98,7.98
7.98,7.98,7.98,7.98
7.98,7.98,7.98,7.98
7.98,7.98,7.98,7.98
7.98,7.98,7.98,7.98
7.98,7.98,7.98,7.98
8.05,7.95,8.05,7.95
7.91,7.92,7.92,7.91
7.92,7.92,7.92,7.92
7.92,7.94,8.75,7.85
7.94,7.94,7.94,7.94
7.94,7.94,7.94,7.94
8.00,8.00,8.00,8.00
8.46,9.34,10.29,8.46
9.00,9.32,9.40,9.00
9.30,9.14,9.40,9.01
9.11,9.20,9.65,9.11
8.95,9.83,9.83,8.95
9.99,9.95,11.00,9.30
9.59,9.77,9.81,9.53
9.53,9.26,9.53,9.05
9.26,9.26,9.26,9.26
9.26,9.91,9.91,9.00
9.24,9.24,9.24,9.24
9.73,9.97,9.99,9.50
9.90,11.45,12.55,9.90
11.65,12.94,12.99,11.55
13.12,12.99,16.87,12.51
13.52,13.38,13.83,12.01
13.89,12.79,14.00,12.21
12.99,13.30,14.69,12.80
14.49,13.74,14.95,13.30
14.50,12.63,14.50,12.56
12.78,13.32,13.50,12.78
12.56,12.54,12.98,12.54
11.01,12.50,12.99,11.01
12.39,12.32,12.39,12.32
12.25,12.66,12.66,12.25
12.35,12.35,12.53,12.35
12.35,12.35,12.35,12.35
12.34,12.60,12.60,12.25
12.00,12.00,12.01,12.00
12.23,12.00,12.24,12.00
12.00,12.01,12.01,12.00
12.05,12.05,12.05,12.05
12.00,12.18,12.18,12.00
12.17,12.31,12.31,12.15
12.66,12.59,12.70,12.59
12.69,13.01,13.01,12.69
13.15,12.51,13.15,12.51
12.54,12.78,12.78,12.51
12.76,12.75,12.77,12.63
13.03,13.26,13.52,13.03
13.46,13.79,13.93,13.25
13.99,13.09,14.20,12.97
12.80,12.80,12.80,12.80
12.75,12.50,12.75,12.47
12.60,12.56,13.02,12.15
12.56,12.56,12.56,12.56
13.46,13.29,13.69,12.98
13.40,13.58,14.75,13.40
14.00,14.52,14.52,14.00
14.69,14.91,15.00,14.69
14.45,15.07,15.07,14.45
14.75,14.79,15.13,14.75
14.89,14.80,15.15,14.80
14.63,14.51,14.63,14.50
14.76,15.35,15.35,14.75
15.29,15.00,15.50,15.00
15.23,15.80,15.91,15.20
15.85,15.31,15.85,15.31
15.30,15.72,15.75,15.30
16.25,17.99,18.39,16.10
18.00,16.41,18.00,16.40
16.57,15.89,17.00,15.60
16.11,16.25,16.41,16.11
16.21,16.31,16.31,16.11
16.12,16.13,16.13,16.12
16.12,16.12,16.12,16.12
15.92,15.92,15.92,15.92
15.48,15.54,15.54,15.48
15.54,15.54,15.54,15.54
15.41,15.39,15.54,15.36
15.50,15.35,15.50,15.35
15.38,15.35,15.51,15.35
15.45,15.35,15.45,15.35
15.20,15.88,15.98,15.20
15.44,15.60,15.60,15.40
15.60,15.60,15.60,15.60
15.60,15.60,15.60,15.60
14.85,15.05,15.05,14.85
14.97,14.80,14.97,14.80
14.80,14.80,14.80,14.80
14.80,15.01,15.01,14.80
15.01,15.01,15.01,15.01
15.01,15.74,15.85,15.01
15.88,16.00,16.00,15.88
