IBIO,iBio,NASDAQ
4.23,4.20,4.29,4.19
4.19,4.08,4.24,4.06
4.07,4.09,4.15,4.06
4.08,4.02,4.10,4.00
4.09,4.22,4.33,4.06
4.19,4.20,4.27,4.18
3.53,3.86,3.90,3.40
3.56,3.71,3.80,3.56
3.68,3.55,3.75,3.52
3.52,3.31,3.52,3.12
3.29,3.31,3.41,3.29
3.30,3.25,3.33,3.15
3.23,3.07,3.48,2.90
3.00,2.87,3.06,2.74
2.87,2.89,2.95,2.67
2.90,2.97,3.10,2.80
3.06,3.01,3.06,2.94
3.01,3.19,3.19,2.90
3.15,3.25,3.25,3.05
3.25,3.49,3.57,3.19
3.50,3.66,3.70,3.50
3.75,3.60,3.80,3.60
3.09,3.21,3.35,3.00
3.21,3.26,3.29,3.16
3.23,3.11,3.27,3.08
3.14,3.07,3.15,3.05
3.05,3.06,3.09,3.02
3.06,3.17,3.19,3.06
3.20,3.28,3.34,3.20
3.40,3.17,3.40,3.13
3.21,3.07,3.21,2.99
3.05,2.98,3.09,2.98
2.96,2.92,3.05,2.91
3.79,2.91,3.79,2.90
2.92,2.90,2.98,2.90
2.92,2.84,2.95,2.81
2.85,2.79,2.85,2.79
2.78,2.72,2.80,2.52
2.74,2.67,2.78,2.67
2.80,2.92,2.94,2.79
2.92,3.15,3.32,2.87
3.22,3.40,3.40,3.17
3.39,3.34,3.53,3.20
3.35,3.29,3.35,3.16
3.29,3.21,3.36,3.19
3.24,2.98,3.35,2.92
3.02,2.92,3.14,2.92
3.05,2.92,3.05,2.92
3.00,2.95,3.00,2.92
2.98,2.98,3.09,2.98
3.03,2.85,3.09,2.82
2.81,2.77,2.87,2.65
2.80,2.69,2.85,2.66
2.75,2.60,2.79,2.57
2.62,2.47,2.70,2.46
2.50,2.63,2.65,2.50
2.65,2.80,2.83,2.65
2.80,2.77,2.85,2.70
2.79,2.75,2.80,2.73
2.79,2.87,2.94,2.72
2.85,2.95,2.95,2.80
2.92,2.93,3.00,2.90
3.09,2.73,3.09,2.70
2.72,2.88,2.93,2.70
2.90,2.86,3.00,2.75
2.91,2.78,2.93,2.65
2.76,2.85,2.90,2.76
2.87,2.80,2.92,2.75
2.80,2.80,2.88,2.80
2.94,3.07,3.10,2.88
3.14,3.05,3.14,3.00
3.10,3.00,3.20,2.92
3.00,2.92,3.00,2.88
3.05,2.91,3.20,2.88
2.95,2.90,2.95,2.85
2.92,3.00,3.12,2.91
3.01,2.96,3.10,2.96
3.01,2.99,3.01,2.95
3.04,3.05,3.05,2.98
3.00,2.91,3.05,2.81
2.90,2.88,2.93,2.81
2.90,2.80,2.95,2.80
2.79,2.79,2.90,2.65
2.80,2.62,2.85,2.62
2.70,2.89,2.89,2.67
2.87,2.89,2.89,2.76
2.86,2.84,2.89,2.72
2.85,2.88,2.89,2.84
2.85,2.93,2.95,2.85
2.93,2.90,2.95,2.88
2.90,2.90,2.91,2.83
2.80,2.81,2.90,2.75
2.83,3.01,3.01,2.80
3.02,2.86,3.02,2.86
2.92,2.90,2.92,2.85
2.95,2.88,3.00,2.85
2.87,2.80,2.87,2.80
2.85,2.85,2.86,2.79
2.80,2.69,2.80,2.65
2.71,2.66,2.72,2.62
2.69,2.64,2.70,2.64
2.65,2.69,2.69,2.64
2.66,2.57,2.66,2.56
2.56,2.62,2.62,2.52
2.57,2.80,2.80,2.57
2.78,2.72,2.80,2.70
2.70,2.70,2.70,2.60
2.65,2.63,2.69,2.51
2.63,2.59,2.69,2.58
2.59,2.62,2.63,2.52
2.65,2.65,2.66,2.60
2.68,2.69,2.70,2.64
3.45,2.68,3.45,2.64
2.71,2.69,2.74,2.68
2.68,2.67,2.70,2.65
2.57,2.60,2.68,2.57
2.51,2.58,2.59,2.51
2.56,2.47,2.56,2.30
2.45,2.32,2.45,2.16
2.30,1.99,2.30,1.70
2.01,1.97,2.05,1.88
2.00,2.01,2.07,1.96
2.10,2.20,2.20,2.00
2.25,2.00,2.35,1.79
2.03,2.14,2.35,2.01
2.13,2.32,2.33,2.13
2.34,2.33,2.34,2.31
2.28,2.09,2.28,2.05
2.06,2.06,2.07,2.00
2.06,2.00,2.06,1.87
2.00,2.04,2.04,1.95
2.06,2.02,2.06,1.95
1.97,2.04,2.04,1.96
2.00,2.11,2.11,1.93
2.12,2.15,2.15,2.07
2.10,2.20,2.20,2.05
2.22,2.13,2.25,2.03
2.17,2.15,2.17,2.15
2.12,2.06,2.16,2.06
2.05,1.98,2.05,1.98
2.00,1.95,2.05,1.86
1.87,1.98,1.98,1.87
1.91,1.93,2.09,1.91
1.92,1.80,1.92,1.80
1.80,1.68,1.80,1.63
1.70,1.74,1.90,1.70
1.80,1.81,1.85,1.75
1.85,1.98,1.98,1.80
2.01,1.88,2.01,1.82
1.85,1.86,1.94,1.81
1.81,1.75,1.87,1.74
1.73,1.66,1.79,1.66
1.69,1.75,1.85,1.59
1.76,1.85,1.98,1.76
1.88,1.65,1.90,1.65
1.75,1.65,1.78,1.53
1.65,1.56,1.68,1.56
1.60,1.60,1.60,1.56
1.60,1.42,1.60,1.41
1.35,1.20,1.37,1.00
1.25,1.32,1.39,1.22
1.43,1.44,1.44,1.32
1.48,1.50,1.50,1.36
1.50,1.45,1.50,1.36
1.40,1.41,1.47,1.35
1.36,1.35,1.38,1.23
1.35,1.39,1.55,1.35
1.36,1.36,1.37,1.31
1.30,1.36,1.39,1.28
1.35,1.38,1.40,1.24
1.44,1.61,1.70,1.30
1.96,1.90,1.99,1.75
2.05,1.96,2.15,1.95
2.30,2.00,2.30,1.80
2.00,1.96,2.03,1.95
1.97,1.90,1.97,1.86
1.99,1.91,1.99,1.91
1.90,2.20,2.20,1.90
2.24,2.01,2.24,1.95
1.98,1.98,2.01,1.98
1.96,1.94,2.01,1.83
1.99,1.98,1.99,1.80
1.92,1.90,1.99,1.88
1.75,1.67,1.85,1.58
1.44,1.50,1.62,1.37
1.49,1.70,1.95,1.42
1.74,1.70,1.84,1.67
1.74,1.70,1.95,1.69
1.67,1.70,1.75,1.65
1.65,1.73,1.75,1.61
1.75,1.67,1.75,1.60
1.63,1.65,1.65,1.59
1.60,1.63,1.68,1.60
1.62,1.58,1.62,1.47
1.52,1.52,1.56,1.50
1.52,1.54,1.57,1.52
1.52,1.55,1.55,1.50
1.44,1.45,1.57,1.37
1.43,1.45,1.48,1.40
1.46,1.49,1.56,1.42
1.42,1.40,1.42,1.35
1.40,1.36,1.40,1.28
1.37,1.30,1.39,1.25
1.20,1.14,1.35,1.14
1.22,1.23,1.28,1.20
1.25,1.17,1.26,1.15
1.19,1.10,1.20,1.04
1.10,1.11,1.15,1.10
1.10,1.05,1.10,1.02
1.03,1.03,1.03,0.94
0.98,1.09,1.25,0.98
1.15,1.15,1.15,1.01
1.10,0.99,1.16,0.99
0.98,0.90,0.98,0.90
0.90,0.82,0.90,0.82
0.89,0.76,0.90,0.75
0.76,0.78,0.80,0.75
0.89,0.83,0.89,0.77
0.81,0.80,0.88,0.78
0.80,0.83,0.87,0.79
0.82,0.83,0.90,0.80
0.90,0.90,0.90,0.88
0.87,0.90,0.90,0.80
0.93,0.90,0.93,0.88
0.92,0.89,0.92,0.88
0.92,0.88,0.92,0.82
0.70,0.79,0.82,0.69
0.79,0.76,0.79,0.74
0.79,0.76,0.79,0.70
0.75,0.81,0.81,0.74
0.83,0.74,0.84,0.74
0.73,0.73,0.76,0.65
0.73,0.72,0.75,0.72
0.73,0.84,0.84,0.72
0.85,0.75,0.85,0.74
0.76,0.74,0.78,0.74
0.74,0.75,0.77,0.73
0.75,0.70,0.75,0.69
0.94,0.85,0.94,0.72
0.85,0.84,0.93,0.79
0.82,0.85,0.89,0.82
0.86,0.93,0.93,0.86
0.89,0.81,0.89,0.80
0.88,0.78,0.88,0.74
0.80,0.77,0.80,0.73
0.77,0.79,0.79,0.74
0.79,0.78,0.79,0.75
0.78,0.81,0.82,0.76
0.80,0.80,0.82,0.78
0.83,0.79,0.83,0.79
0.80,0.80,0.84,0.75
0.80,0.78,0.82,0.76
0.80,0.80,0.80,0.75
0.80,0.81,0.81,0.75
0.81,0.82,0.82,0.79
0.82,0.82,0.82,0.80
0.82,0.80,0.82,0.80
0.80,0.80,0.82,0.80
0.81,0.81,0.81,0.77
0.80,0.81,0.81,0.77
0.81,0.81,0.82,0.79
0.79,0.81,0.81,0.79
0.81,0.82,0.82,0.80
0.83,0.87,0.89,0.82
0.85,0.89,0.89,0.84
0.86,1.18,1.23,0.86
1.20,1.05,1.20,1.00
1.04,1.06,1.10,1.02
1.10,1.09,1.10,1.06
1.09,1.08,1.10,1.04
1.08,0.98,1.08,0.92
0.99,1.04,1.07,0.98
1.04,0.91,1.08,0.91
0.92,0.83,0.92,0.76
0.84,0.87,0.88,0.83
1.12,1.10,1.18,0.95
1.10,1.02,1.10,0.98
1.06,1.15,1.20,1.02
1.17,1.09,1.17,0.98
1.08,1.08,1.10,1.01
1.07,1.07,1.07,1.05
1.05,1.10,1.10,1.04
1.09,1.12,1.20,1.06
1.10,1.21,1.28,1.10
1.23,1.21,1.31,1.18
1.22,1.25,1.27,1.16
1.25,1.37,1.40,1.23
1.59,1.67,1.70,1.39
1.75,1.58,1.88,1.55
1.57,1.53,1.67,1.50
1.55,1.42,1.55,1.36
1.40,1.36,1.42,1.31
1.42,1.55,1.55,1.36
1.55,1.62,1.66,1.55
1.62,1.76,1.76,1.61
1.79,1.76,1.92,1.60
1.79,1.80,1.81,1.72
1.80,1.82,1.82,1.69
1.84,1.89,1.89,1.78
1.89,1.85,1.95,1.76
1.85,1.74,1.85,1.67
1.74,1.68,1.74,1.49
1.65,1.50,1.73,1.40
1.55,1.37,1.56,1.37
1.56,1.74,1.75,1.56
1.72,1.57,1.73,1.48
1.51,1.45,1.55,1.44
1.45,1.37,1.45,1.34
1.27,1.41,1.42,1.20
1.40,1.48,1.49,1.36
1.49,1.46,1.49,1.42
1.46,1.61,1.65,1.45
1.62,1.63,1.66,1.50
1.65,1.45,1.66,1.39
1.43,1.47,1.59,1.43
1.44,1.43,1.54,1.40
1.41,1.29,1.43,1.23
1.29,1.26,1.31,1.17
1.26,1.26,1.29,1.18
1.26,1.31,1.32,1.25
1.31,1.36,1.37,1.31
1.36,1.27,1.36,1.24
1.26,1.21,1.28,1.17
1.20,1.05,1.20,0.99
1.05,0.94,1.05,0.94
0.92,0.95,1.03,0.88
1.00,0.92,1.00,0.86
0.92,0.90,0.94,0.89
0.90,0.92,0.93,0.89
0.97,0.91,0.97,0.89
0.89,0.88,0.91,0.88
0.88,0.86,0.90,0.85
0.86,0.83,0.86,0.78
0.81,0.82,0.82,0.78
0.85,0.83,0.85,0.80
0.84,0.90,0.90,0.76
0.84,0.83,0.85,0.82
0.84,0.83,0.84,0.81
0.82,0.84,0.92,0.80
0.84,0.81,0.85,0.80
0.81,0.81,0.83,0.80
0.81,0.80,0.82,0.78
0.79,0.76,0.79,0.74
0.75,0.75,0.76,0.72
0.77,0.78,0.80,0.74
0.75,0.76,0.78,0.75
0.74,0.74,0.77,0.72
0.75,0.74,0.75,0.71
0.73,0.71,0.74,0.68
0.74,0.74,0.78,0.71
0.72,0.75,0.75,0.70
0.75,0.75,0.75,0.72
0.72,0.77,0.77,0.71
0.75,0.74,0.77,0.73
0.73,0.80,0.80,0.73
0.80,1.05,1.06,0.80
1.06,0.94,1.06,0.92
0.95,0.96,0.96,0.80
0.96,0.92,0.99,0.90
0.92,0.92,0.93,0.86
0.91,1.12,1.14,0.88
1.14,1.10,1.25,1.03
1.12,1.29,1.32,1.11
1.61,1.46,1.70,1.35
1.50,1.35,1.51,1.26
1.30,1.18,1.34,1.10
1.17,1.15,1.23,1.13
1.18,1.05,1.18,1.04
1.06,1.01,1.07,0.97
1.01,1.09,1.10,1.01
1.11,1.30,1.37,1.11
1.31,1.20,1.35,1.19
1.17,1.13,1.19,1.11
1.16,1.09,1.20,1.09
1.10,1.21,1.28,1.08
1.18,1.14,1.19,1.13
1.17,1.16,1.24,1.14
1.16,1.15,1.19,1.15
1.16,1.16,1.16,1.14
1.15,1.17,1.20,1.14
1.18,1.14,1.19,1.12
1.13,1.09,1.14,1.05
1.08,1.07,1.09,1.05
1.07,1.08,1.14,1.06
1.09,1.05,1.10,1.03
1.03,1.07,1.08,1.03
1.06,1.08,1.10,1.04
1.09,1.04,1.10,1.03
1.07,1.07,1.09,1.06
1.07,1.09,1.09,1.06
1.11,1.17,1.17,1.08
1.18,1.16,1.20,1.13
1.15,1.11,1.18,1.10
1.10,1.11,1.14,1.07
1.10,1.09,1.14,1.07
1.06,1.07,1.10,1.06
1.09,1.12,1.12,1.07
1.10,1.15,1.20,1.08
1.18,1.19,1.20,1.17
1.19,1.18,1.19,1.13
1.16,1.24,1.24,1.16
1.23,1.15,1.23,1.14
1.16,1.24,1.24,1.11
1.20,1.16,1.20,1.16
1.15,1.13,1.15,1.10
1.13,1.10,1.14,1.09
1.08,1.05,1.10,1.03
1.07,1.05,1.07,1.05
1.06,1.03,1.06,1.00
1.03,1.01,1.06,1.00
1.06,1.01,1.06,1.00
1.02,1.07,1.08,1.02
1.08,1.13,1.14,1.08
1.15,1.15,1.20,1.14
1.17,1.06,1.17,1.05
1.07,1.06,1.10,1.03
0.98,1.03,1.06,0.97
1.04,1.07,1.07,1.03
1.06,1.04,1.06,1.03
1.03,1.03,1.06,1.03
1.03,1.02,1.06,1.01
1.02,1.03,1.05,1.01
1.23,1.05,1.23,1.02
1.05,1.03,1.05,1.01
1.04,1.02,1.05,1.02
1.01,0.96,1.02,0.95
0.98,1.01,1.03,0.97
1.00,0.98,1.00,0.96
1.00,0.95,1.03,0.95
0.95,0.95,0.99,0.94
0.96,0.97,0.98,0.95
0.97,1.00,1.03,0.96
1.00,0.99,1.00,0.99
0.98,0.92,0.98,0.92
0.93,0.85,0.94,0.84
0.85,0.88,0.90,0.84
0.88,0.88,0.89,0.83
0.91,0.93,0.96,0.89
0.89,0.83,0.91,0.83
0.81,0.81,0.83,0.80
0.79,0.72,0.80,0.70
0.70,0.71,0.73,0.70
0.73,0.71,0.73,0.69
0.70,0.71,0.71,0.69
0.73,0.73,0.74,0.72
0.74,0.71,0.77,0.70
0.70,0.70,0.71,0.66
0.69,0.70,0.71,0.67
0.66,0.68,0.69,0.66
0.68,0.71,0.74,0.66
0.71,0.73,0.74,0.71
0.74,0.72,0.75,0.72
0.72,0.68,0.72,0.68
0.72,0.72,0.73,0.70
0.71,0.71,0.72,0.70
0.72,0.69,0.72,0.69
0.70,0.71,0.72,0.70
0.71,0.72,0.72,0.69
0.71,0.70,0.72,0.69
0.70,0.72,0.72,0.70
0.72,0.76,0.82,0.72
0.77,0.74,0.79,0.74
0.74,0.72,0.75,0.71
0.72,0.71,0.73,0.67
0.70,0.68,0.70,0.68
0.68,0.69,0.69,0.67
0.69,0.69,0.69,0.68
0.69,0.67,0.69,0.66
0.68,0.66,0.70,0.66
0.70,0.66,0.70,0.66
0.66,0.62,0.67,0.60
0.62,0.68,0.68,0.62
0.68,0.67,0.68,0.66
0.69,0.66,0.69,0.65
0.55,0.67,0.67,0.55
0.65,0.66,0.67,0.64
0.66,0.64,0.66,0.61
0.63,0.61,0.64,0.61
0.60,0.79,0.80,0.60
0.80,0.78,0.83,0.75
0.81,0.87,0.90,0.78
0.90,0.83,0.93,0.83
0.82,0.81,0.83,0.81
0.82,0.76,0.83,0.75
0.75,0.74,0.76,0.74
0.74,0.73,0.75,0.72
0.74,0.72,0.74,0.71
0.72,0.71,0.73,0.71
0.71,0.67,0.72,0.67
0.70,0.68,0.70,0.66
0.67,0.65,0.69,0.64
0.63,0.68,0.68,0.62
0.70,0.66,0.70,0.63
0.65,0.73,0.73,0.65
0.74,0.72,0.74,0.70
0.72,0.70,0.72,0.70
0.70,0.67,0.70,0.65
0.66,0.68,0.71,0.66
0.69,0.68,0.69,0.65
0.70,0.69,0.71,0.67
0.69,0.67,0.69,0.67
0.67,0.67,0.68,0.67
0.67,0.66,0.67,0.66
0.67,0.70,0.70,0.67
0.70,0.68,0.70,0.68
0.68,0.67,0.68,0.66
0.67,0.66,0.67,0.65
0.65,0.69,0.69,0.61
0.68,0.65,0.68,0.65
0.66,0.64,0.66,0.63
0.65,0.64,0.65,0.63
0.65,0.63,0.66,0.62
0.63,0.63,0.64,0.61
0.63,0.59,0.63,0.55
0.56,0.51,0.57,0.43
0.47,0.55,0.55,0.47
0.56,0.53,0.56,0.52
0.54,0.54,0.57,0.52
0.54,0.52,0.54,0.51
0.54,0.60,0.60,0.54
0.60,0.64,0.67,0.60
0.64,0.62,0.64,0.60
0.61,0.56,0.61,0.54
0.64,0.56,0.64,0.55
0.55,0.53,0.56,0.51
0.52,0.51,0.52,0.50
0.51,0.54,0.55,0.49
0.54,0.54,0.59,0.54
0.55,0.56,0.58,0.54
0.57,0.55,0.58,0.54
0.55,0.54,0.60,0.54
0.54,0.55,0.56,0.54
0.55,0.54,0.56,0.54
0.55,0.51,0.55,0.51
0.52,0.53,0.53,0.52
0.53,0.58,0.63,0.52
0.60,0.61,0.65,0.60
0.68,0.64,0.69,0.61
0.64,0.58,0.64,0.58
0.59,0.56,0.59,0.55
0.58,0.55,0.58,0.53
0.56,0.52,0.58,0.51
0.54,0.53,0.55,0.52
0.52,0.50,0.54,0.50
0.52,0.50,0.52,0.50
0.50,0.50,0.52,0.50
0.52,0.48,0.52,0.47
0.44,0.42,0.47,0.41
0.41,0.42,0.43,0.40
0.43,0.42,0.43,0.40
0.44,0.44,0.45,0.42
0.44,0.42,0.46,0.42
0.43,0.43,0.45,0.42
0.44,0.46,0.48,0.44
0.46,0.46,0.46,0.45
0.45,0.44,0.47,0.44
0.43,0.43,0.45,0.43
0.45,0.45,0.45,0.43
0.47,0.41,0.47,0.40
0.46,0.42,0.46,0.41
0.45,0.42,0.45,0.39
0.41,0.40,0.42,0.39
0.40,0.40,0.40,0.39
0.39,0.38,0.40,0.38
0.38,0.40,0.40,0.38
0.40,0.41,0.41,0.40
0.41,0.39,0.41,0.38
0.41,0.38,0.41,0.36
0.45,0.42,0.47,0.42
0.42,0.44,0.48,0.42
0.45,0.43,0.45,0.41
0.41,0.40,0.44,0.40
0.44,0.44,0.45,0.41
0.44,0.42,0.45,0.42
0.44,0.44,0.45,0.42
0.45,0.44,0.45,0.42
0.44,0.42,0.44,0.42
0.42,0.42,0.42,0.33
0.42,0.40,0.46,0.40
0.42,0.40,0.43,0.39
0.41,0.44,0.47,0.40
0.45,0.49,0.49,0.44
0.49,0.48,0.54,0.46
0.47,0.44,0.47,0.41
0.45,0.43,0.48,0.42
0.44,0.44,0.47,0.42
0.44,0.42,0.44,0.39
0.41,0.45,0.47,0.40
0.45,0.48,0.49,0.44
0.47,0.52,0.53,0.47
