NOC,Northrop Grumman Corporation Common Stock,NASDAQ
82.30,81.97,83.16,81.95
82.56,81.85,82.77,81.84
81.42,81.07,81.80,80.68
81.67,80.71,81.73,80.64
81.50,81.84,82.12,81.34
82.45,83.21,83.45,82.37
83.00,82.80,83.57,82.56
82.78,83.35,84.00,82.51
83.08,82.17,83.24,81.80
81.99,82.93,83.20,81.74
83.18,83.95,83.97,83.03
84.44,85.09,85.20,84.07
85.51,85.53,86.00,85.00
85.53,86.90,87.19,85.50
87.71,87.75,87.89,87.37
87.83,88.02,88.12,87.13
88.25,88.26,88.63,88.01
88.47,87.21,88.56,87.17
87.40,87.60,87.88,87.26
86.75,88.12,88.35,86.75
87.80,88.36,88.41,87.80
88.67,88.44,88.81,88.29
89.01,88.76,89.30,88.23
90.86,90.30,92.99,89.37
90.31,90.41,90.57,89.73
90.04,90.56,90.56,89.73
90.22,91.39,91.54,90.21
91.77,90.94,92.52,90.42
90.90,92.06,92.82,90.80
92.45,93.09,93.49,92.45
94.46,94.89,96.26,93.29
94.89,95.42,95.62,94.50
95.30,94.88,95.85,94.79
94.36,95.83,95.88,94.36
96.09,95.61,96.42,95.55
95.60,95.49,95.90,95.04
95.41,94.93,95.67,94.89
95.29,95.26,95.58,94.43
95.21,94.87,95.42,94.69
93.98,93.79,94.84,93.45
93.57,94.02,94.64,93.45
93.88,93.74,94.98,93.72
93.79,93.74,94.47,93.69
93.57,94.00,94.67,93.52
94.30,94.03,94.86,93.90
94.02,94.57,94.69,93.85
94.81,94.55,95.15,94.26
94.40,92.93,95.02,92.83
93.07,92.95,93.54,92.60
92.47,93.06,93.49,91.99
93.17,92.27,93.35,91.97
93.43,93.14,93.95,92.89
92.95,93.56,94.29,92.95
93.61,93.56,93.73,93.26
93.71,93.12,93.83,92.32
93.35,93.51,93.83,93.35
93.47,94.45,94.72,93.24
94.56,95.11,95.11,94.50
95.04,95.74,96.08,95.04
96.05,96.19,96.27,95.25
97.04,97.79,98.00,96.62
97.72,98.75,98.83,97.60
98.72,98.59,99.05,97.44
98.61,98.05,99.10,98.02
98.29,96.30,98.30,96.09
96.30,95.86,96.73,95.40
96.04,95.95,96.46,95.76
96.04,95.73,96.12,95.47
95.69,96.37,96.45,95.56
96.11,96.25,96.49,95.64
95.45,95.26,95.76,95.15
95.19,96.14,96.19,95.00
95.84,95.18,95.90,94.38
95.09,93.08,95.09,92.61
93.09,93.32,93.53,92.51
92.92,94.98,95.56,92.82
94.80,94.09,95.00,93.69
94.10,94.10,94.64,93.33
94.85,97.10,97.11,94.82
97.15,98.36,98.41,97.06
97.70,98.81,99.03,97.16
98.83,97.35,98.91,97.15
98.02,98.68,98.72,97.83
98.51,100.73,100.73,98.13
100.88,101.59,101.60,100.45
101.74,100.20,101.80,99.89
100.66,101.46,101.90,100.63
102.50,105.56,105.71,102.25
105.96,107.48,108.01,105.69
107.28,108.37,108.78,106.88
108.09,107.86,108.33,107.63
107.89,108.31,108.40,106.93
108.55,107.60,108.86,107.20
107.74,107.51,108.69,107.28
107.57,108.12,109.41,107.53
108.45,108.65,109.25,108.36
108.49,109.12,109.65,108.21
109.33,109.62,109.89,108.61
109.68,108.67,110.47,108.58
108.73,110.73,110.76,108.61
110.23,110.17,110.29,109.61
110.00,109.35,110.01,109.00
109.01,109.31,109.32,106.67
109.98,110.10,110.17,109.14
109.63,109.53,109.71,108.34
110.48,110.58,111.34,110.08
110.76,110.25,111.14,109.86
110.16,109.78,110.66,109.48
110.35,110.77,111.05,110.21
110.39,112.01,112.25,110.34
112.12,111.65,112.53,110.97
111.65,111.97,112.40,111.65
111.86,113.95,114.33,111.66
113.98,112.68,114.48,112.50
112.60,111.82,113.15,111.61
111.97,112.52,113.24,111.51
111.99,110.49,112.76,109.66
110.08,109.54,111.17,109.43
110.07,110.26,110.35,109.24
110.18,109.94,110.35,109.16
109.85,110.13,110.54,109.56
110.29,107.52,110.50,107.22
107.65,108.03,108.32,107.21
108.16,108.92,109.24,107.79
108.96,109.66,110.00,108.42
109.82,109.57,110.14,109.34
109.93,111.48,111.52,108.47
111.45,110.55,111.85,110.17
110.66,112.26,113.05,110.31
113.00,112.53,113.26,112.04
112.56,114.22,114.30,112.56
114.45,115.32,115.88,114.37
115.52,114.70,116.19,114.12
114.72,113.93,115.07,113.52
114.25,114.61,114.78,113.85
114.18,113.23,114.49,112.76
113.23,113.58,114.46,113.23
114.01,113.80,115.09,113.43
113.81,114.51,114.92,113.15
114.23,115.19,115.33,113.65
115.50,115.63,116.27,115.25
115.99,116.37,116.57,115.02
116.44,115.63,117.53,115.28
116.31,117.11,117.16,115.18
117.14,117.88,118.46,117.01
117.93,118.29,118.55,117.46
118.27,118.24,118.66,117.82
119.06,119.19,120.44,118.51
119.80,120.32,120.43,118.86
119.40,117.50,120.68,117.45
116.68,113.45,116.71,113.43
113.45,112.70,113.92,111.47
113.44,112.01,113.59,111.66
111.08,112.13,112.78,110.50
123.65,113.25,123.65,112.04
112.27,115.55,116.55,112.02
116.09,113.25,117.21,112.17
111.01,110.80,111.99,109.17
110.13,111.40,112.05,109.70
111.72,112.28,112.79,111.46
113.08,114.97,115.99,112.94
114.72,114.32,114.97,113.12
114.34,116.90,117.40,114.31
117.06,118.07,118.32,116.82
117.04,118.86,119.30,117.00
118.68,120.28,120.79,117.98
120.54,120.06,120.86,119.62
119.99,119.05,121.37,118.91
120.96,120.61,121.19,118.97
121.45,120.47,121.45,119.14
120.76,122.12,123.30,120.76
122.00,119.68,122.68,119.45
120.05,118.72,120.69,118.67
118.51,120.02,120.07,118.10
119.68,121.03,121.83,119.51
119.74,121.02,121.79,119.69
123.00,124.25,124.53,122.94
124.55,123.65,124.71,123.07
123.66,123.69,124.19,123.14
124.22,124.30,125.37,123.85
123.58,122.72,123.85,122.07
122.94,121.77,123.10,121.55
121.29,122.42,122.63,120.44
122.56,120.94,124.15,120.75
120.90,121.44,122.57,120.70
121.78,122.51,122.66,121.11
122.97,123.99,124.06,122.90
124.34,122.88,125.36,122.12
122.74,122.34,123.60,122.12
123.40,121.88,123.55,121.45
122.06,121.02,122.37,119.92
121.81,122.13,122.41,121.31
122.34,121.66,123.48,121.64
121.14,119.94,121.27,119.68
120.49,121.81,122.59,120.42
122.61,123.38,123.79,122.60
123.16,123.95,124.00,122.75
123.86,124.59,125.53,123.55
124.91,125.02,125.13,124.20
125.55,120.69,126.00,120.47
120.57,119.29,121.62,119.24
119.20,118.87,119.65,117.64
119.40,120.32,120.39,118.59
120.38,117.16,120.64,117.11
117.07,116.67,118.35,116.62
117.77,118.00,118.74,116.83
118.32,118.92,119.29,116.11
119.58,120.60,120.84,118.88
121.42,122.00,122.22,117.30
122.07,122.21,122.55,121.55
122.66,119.79,123.39,119.76
119.26,121.66,122.25,117.17
121.75,119.18,122.00,118.35
119.15,118.99,119.15,118.14
119.49,119.11,119.78,117.78
119.53,120.46,120.83,119.08
120.13,121.51,121.83,119.71
121.22,120.61,121.55,120.28
120.39,120.73,121.32,120.00
120.38,120.95,121.44,120.02
120.45,119.62,120.81,119.54
120.08,120.92,121.07,119.35
121.00,121.23,121.92,120.68
121.00,121.06,121.12,120.15
121.41,122.44,122.70,121.37
122.59,123.07,123.48,122.22
123.16,121.74,123.16,121.64
121.68,119.19,121.78,119.07
119.21,118.88,119.47,118.30
119.24,119.68,119.79,118.37
119.05,117.68,119.58,117.50
117.89,118.26,118.99,117.89
118.27,118.50,118.89,118.01
118.82,120.02,120.11,118.47
119.95,120.17,120.33,119.21
120.43,120.27,121.60,119.90
119.65,120.20,120.31,119.22
119.85,121.55,121.80,119.69
121.32,121.96,122.28,120.62
121.15,121.49,122.10,120.48
121.50,122.26,122.38,120.92
122.20,123.68,123.83,122.01
123.90,124.00,124.56,123.63
123.75,124.46,124.92,123.28
124.01,123.75,124.03,123.03
122.97,122.24,123.46,122.20
121.74,119.53,122.00,119.30
119.96,120.80,121.42,119.65
120.36,121.56,122.14,120.36
121.39,121.09,121.84,120.49
121.01,121.44,121.68,120.16
121.55,122.33,122.87,121.18
123.12,123.45,124.11,122.65
123.59,122.53,123.59,122.19
121.96,120.60,122.56,120.56
120.52,120.70,120.98,120.16
120.81,120.40,120.81,119.54
120.18,120.67,120.74,119.93
121.11,119.63,121.14,119.39
119.33,120.43,121.25,118.29
120.01,119.74,120.81,119.54
120.23,121.19,121.50,120.04
121.00,120.11,121.00,119.89
119.87,119.35,120.43,118.77
119.79,119.80,120.20,119.17
118.23,119.92,120.71,118.23
120.21,121.67,121.90,119.60
121.57,122.34,122.70,121.41
122.69,123.15,123.82,122.44
123.44,123.19,123.64,122.68
122.42,122.56,124.00,122.35
123.00,123.87,124.40,122.80
123.74,125.12,125.30,123.38
125.52,126.53,127.01,125.21
124.96,126.61,127.97,124.93
127.01,127.92,128.29,126.01
127.41,127.56,128.31,127.35
127.97,127.79,128.46,126.60
127.56,126.37,127.97,126.21
127.08,125.85,127.23,125.31
124.91,123.27,125.00,123.03
122.91,123.92,124.85,122.85
123.53,123.36,123.97,122.22
123.12,123.07,125.23,122.88
122.00,120.98,122.20,120.58
121.80,120.30,122.36,119.97
120.75,122.86,122.96,120.54
123.26,123.49,124.02,123.18
123.58,123.03,124.39,122.80
123.50,125.16,125.68,123.16
125.38,125.01,125.93,124.94
125.51,124.87,125.98,123.68
125.62,126.73,126.94,125.62
127.07,127.01,127.42,126.45
127.02,128.17,128.39,126.76
128.56,128.03,128.56,127.66
128.30,127.60,128.66,127.45
128.31,128.02,128.44,127.49
128.04,127.27,128.06,127.02
127.57,127.62,127.86,126.94
126.31,126.88,127.19,126.31
126.90,127.22,127.68,126.77
128.41,128.57,128.72,127.81
129.10,127.93,129.10,127.61
128.41,127.22,128.63,127.03
127.30,127.53,127.61,126.74
127.53,127.55,128.36,127.50
127.91,128.48,129.44,127.57
128.36,129.99,130.32,128.34
129.60,129.76,129.95,129.26
129.75,129.99,130.31,129.40
129.77,130.57,130.92,129.54
130.32,131.93,132.21,130.08
132.97,132.57,133.31,131.93
132.70,132.44,132.97,132.13
133.33,133.66,134.24,133.20
132.99,131.90,133.66,131.85
131.45,128.84,131.45,128.77
128.64,129.99,130.23,128.41
130.64,128.90,130.91,128.41
130.35,131.93,132.35,129.91
131.24,131.98,132.85,130.60
132.17,131.76,132.94,131.31
130.61,128.02,130.86,127.76
128.22,126.90,128.78,126.55
127.68,128.47,129.07,127.62
129.08,127.75,129.67,127.20
127.12,124.61,127.19,124.56
124.55,126.36,126.48,123.43
126.10,124.02,126.58,123.69
123.80,124.01,125.41,123.05
124.20,121.47,125.22,121.38
122.01,124.19,125.62,121.87
122.27,121.29,123.56,118.24
119.31,121.60,122.53,118.57
122.51,124.44,124.97,122.51
124.10,124.67,124.75,123.40
124.50,126.13,126.22,123.34
127.00,125.11,128.61,124.58
127.10,129.20,129.53,125.56
129.17,130.79,130.89,128.54
130.84,130.79,130.99,129.30
132.10,134.20,134.26,131.54
134.41,135.66,136.08,133.78
134.65,137.29,137.78,133.75
138.80,137.96,139.22,137.15
137.79,136.96,137.89,136.21
137.91,138.57,139.47,136.82
139.26,137.84,139.46,137.00
137.89,138.11,138.68,136.80
138.13,136.11,138.15,135.39
135.75,135.65,136.16,134.83
135.88,136.85,137.67,135.81
136.17,136.02,136.83,135.37
136.14,137.20,138.06,136.14
136.30,136.07,137.28,135.79
136.07,135.91,136.63,135.66
136.20,138.08,138.35,135.82
137.33,137.54,137.83,136.54
136.81,138.45,138.69,136.49
140.00,139.13,140.59,138.81
138.97,140.72,140.82,138.81
140.53,141.56,142.31,140.53
140.86,141.45,141.65,140.66
141.50,140.93,142.51,140.72
140.72,138.76,141.14,138.68
139.03,140.17,140.73,138.88
140.56,140.97,141.94,140.32
140.58,139.84,141.42,139.10
143.25,147.69,148.77,143.03
147.69,146.57,148.00,145.87
145.15,147.55,148.06,144.42
147.21,144.32,147.45,144.19
144.88,145.72,146.80,144.24
144.68,141.56,144.68,141.53
142.20,141.90,143.59,140.52
141.25,143.79,146.18,141.21
144.11,143.62,144.80,141.96
145.33,148.55,148.59,145.30
148.71,149.90,150.74,148.57
150.34,152.24,153.01,150.24
153.01,151.32,153.19,151.15
151.55,151.76,152.75,151.31
151.93,151.55,152.59,151.48
150.92,151.08,151.58,150.16
150.53,150.76,151.14,149.86
150.75,147.39,151.21,147.23
148.29,146.46,149.16,144.54
145.45,143.37,146.47,142.45
143.46,144.16,146.00,141.58
145.05,148.72,148.83,144.88
149.84,152.17,153.14,149.81
152.45,152.74,153.64,151.80
152.79,151.97,153.59,150.79
153.03,152.00,154.98,150.96
150.71,152.11,152.47,149.05
152.60,152.31,153.56,151.12
152.21,153.33,153.50,151.39
154.67,153.73,154.99,151.27
152.81,154.24,155.18,152.43
155.00,156.50,157.22,154.01
156.40,156.19,157.30,155.65
156.35,155.54,156.41,154.40
153.80,152.94,154.87,152.50
154.19,152.16,155.50,152.04
153.71,157.93,158.15,153.71
156.31,156.95,159.20,155.94
157.29,159.19,159.61,154.69
158.48,160.48,161.72,157.70
160.19,161.84,163.24,160.03
163.27,163.03,164.00,161.92
164.22,162.24,164.22,161.74
161.78,162.97,164.29,161.06
164.79,164.89,165.08,163.41
164.41,166.29,167.00,164.26
167.33,167.29,168.01,166.46
167.40,167.14,167.60,166.11
166.59,167.60,168.11,166.16
166.00,167.68,167.69,165.65
167.80,170.13,170.19,167.50
169.62,172.20,172.30,169.48
171.72,170.52,172.26,170.35
169.82,170.19,170.80,169.01
170.31,168.65,170.49,167.36
167.43,166.31,168.44,165.78
166.06,165.71,167.56,165.60
165.61,167.10,167.73,165.47
165.84,163.63,166.55,162.74
163.29,163.93,164.20,162.44
163.76,163.28,164.64,162.84
162.30,160.41,162.30,159.61
159.87,161.27,161.95,159.74
160.01,158.34,160.53,158.34
159.06,158.03,159.74,157.96
158.26,160.00,160.04,158.26
159.39,157.56,160.80,156.32
158.20,161.34,161.48,158.20
160.07,161.16,161.45,160.07
160.63,162.84,163.36,159.51
162.76,162.52,163.81,161.72
162.74,162.62,164.08,162.08
163.01,162.72,164.00,162.59
162.06,162.09,163.18,161.20
162.43,159.19,162.68,159.18
158.06,159.31,159.92,157.11
159.14,160.48,160.87,158.90
161.15,162.68,163.57,160.79
161.94,160.96,162.87,160.96
160.09,160.55,161.29,158.11
160.67,161.63,162.78,160.28
160.52,162.76,163.34,160.37
162.70,162.91,164.63,162.61
162.32,164.21,164.88,162.08
163.76,164.57,165.21,163.08
164.75,165.35,165.95,164.13
165.00,163.58,165.93,163.56
163.43,163.24,164.37,162.17
163.84,163.24,164.43,162.90
162.74,163.38,164.19,161.85
162.20,160.16,162.29,159.70
161.18,162.69,163.23,160.89
163.72,162.49,163.84,162.09
162.37,162.08,162.53,160.65
161.54,162.83,163.94,161.15
162.50,161.78,162.70,161.26
162.05,160.13,162.93,160.03
160.01,160.51,160.95,158.91
162.05,159.14,163.38,158.35
158.18,154.04,158.84,152.78
154.87,156.01,156.06,154.29
156.18,155.83,157.43,155.53
155.68,153.28,156.49,152.69
154.00,153.30,154.68,152.44
153.30,153.46,154.14,152.70
155.00,156.31,156.55,154.76
156.25,156.35,157.52,156.01
155.95,155.44,156.00,154.69
155.38,155.22,156.17,155.11
156.59,157.67,157.88,156.05
157.71,158.01,158.87,157.33
157.91,158.02,158.65,157.49
158.00,158.93,159.44,157.62
159.43,159.62,160.36,158.50
160.25,161.18,161.79,160.04
160.73,160.00,161.05,159.58
159.92,158.47,159.92,158.05
159.37,159.32,159.65,158.09
158.00,160.48,160.58,157.66
159.90,159.18,160.74,158.27
159.09,159.94,160.78,158.30
159.21,160.35,161.25,157.44
160.57,160.26,161.44,159.83
158.87,158.12,160.35,157.80
157.47,157.29,157.78,156.51
157.03,156.66,157.65,156.49
156.94,157.22,157.78,156.18
157.84,158.56,159.11,156.44
158.82,160.77,161.05,158.77
159.61,161.06,161.36,159.10
159.67,159.96,160.55,159.00
159.04,161.49,163.50,159.04
162.00,162.87,163.38,161.12
163.28,165.16,165.92,163.22
164.50,165.05,165.97,164.50
165.79,165.47,166.55,165.35
165.66,164.37,166.21,163.73
164.24,163.21,164.68,162.89
163.62,162.13,164.10,162.01
162.42,161.77,162.84,161.45
160.80,158.68,161.58,158.64
159.99,158.63,160.24,158.16
159.64,160.10,160.51,159.04
160.66,159.50,161.23,158.42
158.35,159.25,159.59,158.10
159.83,161.39,161.51,158.13
160.22,160.66,161.75,160.18
163.01,162.69,164.00,162.55
164.30,165.37,165.95,163.68
167.02,167.30,167.62,166.00
167.16,168.49,168.82,167.04
168.21,168.59,169.05,167.74
169.32,169.86,170.07,168.47
169.21,168.99,169.97,168.31
169.54,169.83,170.35,168.98
169.11,166.77,169.47,165.98
166.75,166.28,167.24,165.75
166.61,165.50,167.59,165.14
165.59,164.80,165.98,164.19
163.92,162.56,164.25,162.16
163.41,163.34,164.58,162.00
170.60,173.44,176.50,167.18
172.86,175.41,176.02,172.36
175.85,173.01,175.85,172.73
172.85,172.16,173.36,170.67
172.60,172.12,173.21,171.58
173.05,173.68,174.52,172.91
173.94,172.87,174.11,171.70
172.72,172.65,173.32,171.03
174.14,175.25,175.84,173.74
173.27,173.27,173.70,172.17
171.98,171.56,172.30,169.61
172.09,172.86,173.62,172.00
173.03,174.18,174.35,172.26
173.60,174.71,174.87,172.35
174.43,175.50,175.78,174.34
174.95,175.62,176.83,173.60
173.95,172.59,174.55,172.59
171.18,165.35,171.74,165.21
152.31,160.02,165.91,152.31
163.66,159.69,164.33,159.07
162.80,164.48,164.74,159.14
165.26,167.08,167.95,163.77
166.58,165.54,167.43,164.49
165.50,163.74,165.83,163.60
160.75,159.37,161.69,158.84
160.95,164.61,164.63,160.47
164.95,164.65,166.91,164.33
162.93,162.30,163.25,161.05
164.89,168.01,168.30,164.52
169.90,166.26,170.17,165.91
165.32,165.70,166.84,164.96
165.27,168.52,168.58,164.84
168.42,167.83,168.83,167.12
168.23,170.33,170.97,167.37
171.77,170.96,171.90,169.72
171.74,170.72,173.49,170.33
168.45,168.98,170.80,167.96
169.29,170.21,171.53,169.17
167.36,167.63,168.43,166.54
167.92,167.42,168.34,166.04
165.92,166.78,167.54,163.70
167.81,165.57,168.60,164.84
164.37,162.65,165.53,162.50
162.65,163.55,163.90,161.81
165.15,165.95,167.26,164.48
166.00,165.72,166.40,162.68
163.97,167.53,167.60,163.20
169.20,170.38,171.26,168.33
170.35,168.41,171.40,168.26
169.57,171.20,171.37,168.81
170.21,173.75,173.80,169.24
173.64,175.75,176.83,173.17
176.66,177.19,177.78,175.39
176.70,177.00,177.92,176.23
176.81,173.80,176.93,173.51
174.52,174.06,174.74,172.40
174.95,174.88,175.44,173.62
174.06,174.58,174.63,172.87
173.69,174.45,175.34,173.19
175.69,174.13,176.05,173.87
175.05,179.50,180.35,174.23
180.12,179.83,181.00,178.62
180.04,180.29,180.99,178.98
179.58,180.60,181.89,179.58
191.02,190.50,193.99,188.75
188.67,190.07,192.25,188.50
190.81,187.75,190.89,187.75
188.48,189.54,189.83,188.01
189.11,186.64,189.32,186.52
187.29,186.17,188.45,185.41
186.42,186.42,187.50,185.47
186.02,184.01,186.41,183.12
183.37,181.66,184.20,181.10
181.04,181.49,182.58,180.02
181.69,181.70,182.89,181.40
181.29,180.31,182.15,179.90
179.47,178.82,181.38,178.60
179.90,186.61,186.73,179.40
188.00,186.14,188.00,185.11
186.45,188.14,188.48,186.28
188.92,188.26,189.44,187.18
189.36,189.48,190.15,188.84
189.50,187.83,190.00,187.77
186.80,188.00,188.61,186.18
187.76,187.77,188.95,186.96
188.07,188.41,188.95,186.58
188.92,186.36,188.93,185.95
187.09,187.31,189.37,186.60
186.92,185.69,187.82,185.42
185.97,183.06,186.38,182.01
183.48,187.95,188.20,183.39
187.97,187.99,188.44,186.77
186.56,188.00,188.92,185.96
187.16,186.55,188.57,185.08
186.73,187.46,188.24,186.68
185.60,186.02,187.11,185.06
186.62,187.07,188.50,185.24
188.03,187.84,189.75,187.61
189.79,189.75,191.00,187.31
189.91,188.31,190.50,188.29
187.51,184.86,187.51,184.41
186.00,189.01,189.07,185.50
189.92,189.37,190.67,187.70
190.41,190.00,190.41,189.36
189.40,190.11,190.98,189.27
189.94,189.98,190.28,188.64
190.82,191.48,191.82,190.56
191.40,190.08,191.87,189.81
189.46,188.81,190.65,187.55
185.98,187.51,187.60,185.31
187.85,192.39,192.86,187.85
190.16,190.47,193.20,190.00
187.90,188.11,189.68,186.01
188.79,186.07,189.74,185.90
187.48,188.11,188.71,185.51
189.06,188.92,189.47,187.53
189.00,184.86,189.44,184.57
184.86,185.55,186.51,182.87
181.00,184.21,185.10,180.32
186.37,186.75,187.28,183.56
183.84,182.56,185.17,178.98
183.47,181.22,184.13,180.96
183.23,184.11,184.45,182.01
184.09,181.83,184.60,181.62
181.47,182.50,182.74,178.87
181.43,178.19,182.49,177.83
176.40,180.15,181.19,175.00
181.43,185.06,185.34,180.03
186.38,188.64,189.75,184.63
186.93,187.44,189.18,186.45
188.61,189.77,190.05,186.86
188.80,186.35,189.90,185.31
186.72,186.49,188.59,185.34
184.74,185.62,187.93,184.00
184.17,187.32,188.39,184.01
187.74,188.33,189.52,187.22
185.12,183.91,186.57,180.10
184.56,181.25,185.57,180.46
182.40,184.22,185.89,180.15
185.61,190.06,191.13,184.45
190.70,192.68,193.75,190.01
192.16,190.68,192.64,190.06
190.78,192.27,193.41,190.67
192.03,191.31,193.32,190.75
190.76,190.02,190.92,188.06
190.05,192.93,192.96,189.42
193.00,192.22,193.68,191.94
191.99,192.22,194.80,191.34
193.34,193.88,194.68,192.43
193.66,193.32,194.70,191.83
192.83,192.12,193.53,189.32
191.62,191.07,192.44,190.05
190.09,186.68,191.16,186.35
185.43,186.86,187.67,185.08
188.26,186.74,188.34,186.49
187.09,186.75,189.00,186.41
188.90,189.89,191.25,188.16
189.17,188.57,190.15,187.70
188.04,191.67,191.95,187.52
190.54,191.57,192.43,190.00
191.60,190.91,192.28,190.16
191.68,193.99,194.42,191.05
193.35,194.18,195.47,193.21
194.16,194.34,195.17,193.58
193.96,194.96,195.64,193.87
193.67,194.20,194.68,193.25
194.21,194.88,195.44,194.21
194.25,196.68,196.75,194.25
197.23,198.73,198.88,197.10
199.00,197.90,199.50,197.31
196.59,200.31,200.78,195.66
200.81,201.18,202.05,200.05
200.75,202.27,203.88,200.75
201.84,202.10,202.50,200.76
201.52,200.55,202.00,199.66
201.63,200.57,202.00,200.09
200.66,199.51,201.72,199.49
200.05,200.20,201.03,199.50
200.68,201.13,201.30,199.02
201.42,200.13,201.82,199.88
199.64,201.88,201.92,198.75
202.00,202.79,202.88,201.33
203.00,201.59,203.41,201.45
202.07,201.58,202.70,201.45
200.98,200.00,201.65,199.86
200.23,200.75,201.64,199.26
200.25,200.73,200.93,199.52
200.88,203.57,203.99,200.88
207.00,207.00,208.99,200.55
206.50,205.61,207.68,205.02
205.52,206.26,206.37,204.52
206.87,208.31,208.63,205.83
207.44,209.60,209.79,206.75
208.60,210.55,210.74,208.08
210.67,211.93,212.01,210.43
211.73,214.10,214.17,211.61
214.30,214.63,215.60,212.97
215.08,217.43,217.64,214.72
217.45,214.32,218.40,214.14
214.55,217.98,218.84,214.55
217.00,213.98,217.50,213.48
213.98,215.73,216.33,213.00
215.96,213.60,216.67,212.21
213.24,214.14,215.57,212.71
212.50,211.07,213.01,209.68
212.29,212.72,213.02,211.13
212.75,212.16,213.05,211.79
212.66,214.68,215.60,212.66
215.75,214.33,216.09,214.28
213.95,213.95,214.80,213.33
213.77,214.42,214.65,213.36
214.42,212.67,215.50,211.21
211.57,214.17,214.41,211.28
213.39,213.38,213.84,212.04
213.01,215.18,215.94,211.36
215.23,215.44,216.19,214.82
215.52,215.69,216.69,215.52
215.70,217.66,217.97,215.22
217.17,218.58,218.73,216.69
217.54,217.36,218.51,216.86
216.67,215.05,217.50,214.86
213.64,216.91,217.09,213.64
217.69,217.19,218.00,216.62
216.64,216.74,217.12,214.33
217.00,214.32,217.00,212.23
216.10,215.16,216.79,214.96
216.17,214.85,216.36,214.77
215.59,214.89,216.01,214.78
216.63,214.70,216.63,213.85
209.00,212.71,214.99,208.29
211.89,214.15,214.39,210.09
215.14,216.13,216.18,212.89
217.20,217.24,217.62,216.00
217.92,222.28,223.11,217.33
222.50,221.80,223.42,221.07
221.56,221.55,222.25,220.61
221.65,221.73,222.07,220.27
221.40,220.50,222.03,219.81
221.50,221.97,222.19,220.30
222.30,221.96,223.80,221.62
222.41,220.47,222.66,220.25
221.13,221.78,221.99,220.49
223.11,221.13,223.20,220.82
222.00,221.46,222.00,220.76
222.15,220.81,222.16,220.68
221.00,221.55,224.12,218.13
222.25,222.55,223.22,221.50
222.80,218.21,222.82,217.25
217.65,219.60,219.94,217.00
219.44,219.13,219.44,217.51
219.22,218.35,219.87,217.95
222.06,217.81,222.30,216.20
217.78,217.23,218.88,215.62
217.23,216.63,217.95,216.61
215.86,216.69,217.69,215.77
216.69,218.68,219.00,215.87
218.95,218.66,219.53,217.80
219.27,218.34,219.96,218.03
218.64,218.95,219.47,218.17
218.84,216.07,218.84,215.57
216.40,216.74,216.84,215.92
216.91,217.18,217.56,216.03
217.62,217.99,218.33,216.50
217.99,218.21,218.45,217.00
218.12,219.81,220.52,217.84
218.95,217.10,219.46,216.43
217.36,218.55,218.74,216.60
218.50,218.14,219.00,217.68
217.50,217.42,218.49,216.76
217.37,218.26,218.84,216.77
218.84,214.50,218.90,214.22
213.83,214.00,214.59,212.16
211.47,213.44,214.16,210.62
213.74,211.93,214.72,211.12
211.65,213.10,213.69,211.42
213.32,212.62,213.78,211.90
212.43,212.07,212.46,210.98
212.20,211.83,213.03,210.24
212.36,213.24,213.62,212.06
213.34,214.76,214.84,212.87
214.01,212.86,214.03,212.12
212.02,212.73,213.17,211.58
211.18,209.24,211.70,209.19
208.36,210.27,210.91,206.69
209.02,208.36,210.26,208.09
208.23,208.81,209.33,208.09
208.64,211.39,212.19,208.16
211.07,211.00,211.91,210.60
211.25,211.16,212.33,210.98
212.20,212.11,212.77,211.35
212.26,215.85,216.08,212.18
216.94,216.49,217.19,215.79
215.69,217.05,217.49,214.84
216.58,217.00,217.62,216.03
217.27,218.05,218.67,216.57
218.42,217.90,218.42,216.68
217.23,213.61,217.23,212.30
214.22,213.95,215.13,210.60
213.00,215.10,215.36,212.87
215.44,212.83,215.60,212.19
214.62,212.48,214.62,212.23
212.88,214.21,215.26,212.02
213.64,215.43,215.89,212.37
215.86,216.62,216.87,215.59
216.22,215.22,216.46,214.69
215.02,216.85,217.90,214.95
215.83,218.37,218.91,215.08
219.27,218.92,219.75,217.60
218.85,219.14,220.37,218.85
220.31,219.44,220.41,218.79
219.33,218.16,219.49,217.43
218.26,217.36,218.88,216.39
215.93,215.86,216.34,214.59
217.18,216.46,217.95,216.34
216.89,219.53,220.03,216.50
226.92,228.05,229.45,224.00
227.97,225.35,228.00,224.01
225.59,228.38,230.00,225.57
229.10,229.00,229.74,228.03
229.50,228.42,230.42,227.34
228.14,228.67,230.70,227.47
229.00,225.54,229.45,224.72
225.68,225.23,227.14,224.91
227.85,230.06,230.17,227.48
230.17,229.87,231.12,229.08
244.77,242.30,249.98,239.15
249.10,245.17,249.87,242.67
245.40,247.50,248.00,243.70
248.56,251.12,253.09,248.17
251.29,247.45,251.88,246.11
247.74,245.39,248.50,244.45
245.79,244.66,246.43,243.84
244.50,245.46,246.02,244.01
246.17,246.29,247.04,245.07
247.37,248.07,248.57,247.13
248.78,247.59,249.10,246.31
247.84,248.58,249.08,247.54
246.87,248.96,250.85,245.38
248.79,251.80,253.80,248.56
252.17,249.65,252.66,249.65
248.85,249.07,250.22,247.82
249.62,250.87,250.90,248.50
251.88,247.49,252.02,247.12
