LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),NASDAQ
68.48,68.81,69.45,68.39
68.97,68.61,69.42,68.49
67.45,67.00,68.16,66.70
67.54,66.75,67.69,65.23
65.06,65.03,65.75,63.89
65.69,66.46,66.89,65.69
66.95,66.98,67.23,65.58
67.70,67.50,68.02,67.07
67.45,66.26,67.75,66.26
67.00,66.28,68.38,66.07
66.31,65.41,66.70,64.94
64.96,66.50,66.61,64.74
67.33,67.68,67.69,66.71
68.33,68.30,68.62,67.77
69.00,68.97,69.49,68.00
68.63,69.81,69.92,68.58
70.61,69.39,70.64,69.11
69.39,70.00,70.18,68.78
70.44,70.89,71.33,69.89
71.26,69.26,71.28,68.74
69.73,67.94,70.02,67.84
68.30,67.54,68.62,67.53
67.52,68.41,68.88,67.20
68.61,68.46,69.05,68.35
69.05,67.90,69.26,67.85
68.00,67.42,68.27,67.23
67.41,68.05,68.28,67.39
69.83,67.40,70.27,66.50
67.40,67.72,68.03,66.35
67.65,68.92,69.47,67.02
68.89,68.71,69.47,68.25
68.30,67.99,68.93,67.86
68.00,68.95,69.24,67.74
68.94,69.47,69.71,68.92
69.37,68.58,69.52,68.37
68.39,67.99,68.56,67.96
68.75,68.59,69.00,68.24
68.77,68.70,69.51,68.14
68.42,68.30,68.80,68.05
68.48,70.08,70.40,68.12
70.17,69.58,70.53,69.55
69.35,68.34,69.52,68.18
68.07,68.87,69.00,67.74
68.51,68.52,69.30,68.35
68.52,68.24,68.60,67.52
68.18,67.75,68.40,67.67
67.89,69.50,69.96,67.75
69.70,70.12,70.19,69.30
70.30,70.12,71.04,70.09
69.20,68.79,69.62,68.53
68.87,69.48,69.70,68.32
69.25,70.30,70.67,69.04
70.43,70.15,70.67,69.78
71.19,70.47,71.89,69.80
69.23,69.46,69.67,68.94
69.40,70.34,70.63,69.24
70.63,70.32,71.00,69.98
70.35,70.74,70.89,70.26
71.31,70.90,71.67,70.82
71.09,70.73,71.09,70.26
70.74,70.19,70.95,70.08
70.48,71.00,71.23,70.39
71.96,71.39,72.17,71.16
71.64,72.68,72.90,71.41
72.88,73.37,73.52,72.51
73.46,73.79,75.67,73.00
73.89,73.03,74.22,72.93
72.60,72.63,72.95,71.78
72.66,72.42,72.97,72.31
72.47,72.92,73.40,72.09
73.39,74.01,74.23,73.11
73.70,73.39,74.22,73.30
72.37,73.23,73.59,72.10
73.29,74.11,74.11,73.25
73.76,74.04,74.15,72.92
73.94,73.98,74.21,72.57
73.86,75.39,75.47,73.65
74.75,74.58,75.57,74.35
74.40,73.17,74.45,72.80
73.29,72.73,73.34,72.27
74.63,75.09,75.31,73.78
75.15,75.97,76.13,74.88
75.56,75.71,76.08,75.09
75.67,75.19,76.04,75.09
75.75,76.50,76.54,75.21
76.17,77.57,77.74,76.17
77.64,77.91,78.50,77.15
78.13,78.36,78.50,77.73
78.22,78.76,79.17,78.07
78.54,78.67,79.34,78.00
78.86,78.05,79.08,77.89
78.08,77.10,78.15,75.64
77.19,75.51,77.32,75.32
73.03,75.56,75.64,72.53
75.96,75.30,77.06,75.03
75.29,74.60,76.10,74.60
74.26,73.93,74.30,73.60
74.16,74.49,74.53,73.69
74.24,74.30,74.63,73.72
74.71,75.17,75.37,74.55
75.52,74.81,76.01,74.51
74.94,75.39,75.50,74.63
75.40,75.62,75.82,75.09
75.60,75.33,75.90,75.27
75.30,76.52,76.57,75.22
76.89,78.26,78.47,76.66
78.24,78.57,78.87,78.17
78.64,78.47,79.29,78.24
78.39,77.65,78.62,77.46
77.63,77.51,78.11,77.02
77.08,77.76,78.22,77.08
77.98,79.29,79.34,77.71
78.42,76.55,78.52,76.26
76.80,76.34,77.56,76.30
76.74,77.46,77.82,76.60
77.75,77.18,78.19,77.04
77.44,77.85,78.01,76.77
77.45,77.12,78.00,76.76
76.93,76.56,77.01,75.50
76.20,75.15,76.36,74.51
76.22,76.55,76.96,75.76
77.00,76.80,77.55,76.34
76.83,76.87,77.17,76.63
77.30,75.55,77.60,75.29
76.50,76.50,78.26,76.03
76.71,76.19,76.84,76.00
77.19,77.00,77.83,76.91
76.71,77.63,77.82,76.64
78.02,78.44,78.52,76.60
78.35,77.96,78.95,77.51
77.95,78.60,78.71,77.68
79.00,78.08,79.10,77.63
78.21,79.17,79.27,78.09
79.30,79.33,79.67,78.95
79.35,79.43,79.57,79.11
79.59,79.45,79.77,78.86
79.65,80.28,80.33,79.32
80.05,78.78,80.21,77.90
78.95,78.71,79.13,78.33
79.06,77.97,79.06,77.71
78.16,78.94,79.25,77.90
80.37,79.73,80.42,78.52
79.81,80.48,80.82,79.78
80.65,80.35,81.62,80.02
80.42,79.82,80.60,79.63
80.17,81.81,82.18,80.05
82.02,82.75,82.81,81.76
82.42,82.22,82.97,81.91
82.03,81.40,82.10,80.90
82.13,80.95,82.61,80.69
81.21,80.22,81.43,78.91
80.19,77.76,80.19,76.49
77.16,75.92,77.77,75.86
75.92,75.74,76.65,74.37
75.96,76.69,77.49,75.76
76.72,76.66,78.03,75.60
77.39,78.06,78.93,76.65
79.00,78.76,80.82,77.50
78.99,77.21,79.41,76.73
77.59,78.04,78.84,77.17
77.37,77.61,77.95,76.32
78.00,79.12,79.25,77.56
79.92,80.83,81.11,79.57
80.71,80.96,81.30,80.38
81.28,81.68,82.27,80.82
81.70,82.62,82.97,81.70
81.88,83.37,83.76,81.88
83.20,84.47,84.52,83.01
84.99,85.33,85.40,84.03
85.00,84.28,86.10,84.13
84.32,85.80,86.24,83.47
86.36,85.65,86.79,85.59
85.70,85.97,87.10,85.61
85.90,86.30,86.72,85.40
86.39,87.42,87.50,86.18
86.89,87.87,87.92,86.43
88.14,88.08,89.19,87.62
87.28,88.47,88.48,87.04
89.63,89.68,89.80,88.86
89.64,90.10,90.36,89.53
90.57,91.06,91.94,90.53
91.31,90.90,91.57,90.30
90.61,91.03,91.17,90.00
91.11,90.44,91.59,90.30
89.89,90.16,90.83,89.44
90.65,89.03,91.02,88.83
88.81,88.92,90.09,88.73
89.57,90.60,91.02,89.51
90.76,90.70,91.11,90.55
90.92,89.70,90.92,88.86
89.56,90.26,90.30,89.25
90.55,90.04,90.73,89.95
90.52,89.57,90.90,89.12
90.31,90.57,91.48,90.27
91.37,89.88,91.37,89.86
89.75,87.36,89.79,87.34
87.27,88.38,88.77,87.20
89.54,88.94,89.78,88.77
89.15,88.77,89.16,88.49
88.86,90.27,90.32,88.60
90.07,90.46,90.91,89.80
91.50,89.03,91.87,88.98
88.73,87.12,89.09,86.50
87.15,87.04,87.78,86.50
87.26,88.54,89.05,86.91
88.93,87.38,88.93,87.17
85.40,87.11,88.24,85.40
87.86,88.15,88.57,87.41
88.42,89.55,89.67,87.80
91.39,91.46,92.11,90.31
91.62,92.11,92.49,90.43
93.43,92.24,93.43,91.80
93.03,93.27,93.99,92.31
92.98,92.30,93.90,91.59
92.02,91.48,92.20,90.79
91.35,91.05,91.59,90.67
91.74,90.74,91.93,89.86
90.22,90.97,92.55,89.75
91.29,92.50,93.41,90.83
92.79,92.42,92.83,91.87
92.08,92.40,93.18,92.00
92.21,93.66,94.04,92.12
93.40,94.05,94.43,92.97
94.37,95.77,95.81,93.93
95.54,94.45,96.36,93.91
94.82,95.45,95.47,93.81
96.20,96.28,96.72,95.90
96.72,95.99,97.11,95.92
96.35,96.57,97.07,95.76
96.18,95.24,96.34,94.29
95.30,96.14,96.33,94.64
96.16,96.80,98.18,96.08
96.57,97.00,97.73,96.42
97.45,98.16,98.39,97.27
98.00,97.70,98.46,97.56
97.70,98.78,98.92,97.68
99.05,98.47,99.70,98.25
98.84,98.99,99.90,98.51
99.16,100.35,100.49,98.52
100.26,99.57,100.29,99.12
99.93,100.20,100.50,99.26
100.22,99.89,101.00,99.84
99.94,100.13,100.61,99.32
99.90,99.04,100.33,98.77
99.20,99.00,99.65,98.83
98.74,98.92,99.67,98.52
99.00,99.95,100.07,98.90
99.06,99.20,99.62,99.01
98.73,99.26,101.13,98.73
99.08,98.96,99.75,98.73
99.12,98.87,99.33,98.13
98.54,98.78,99.34,98.41
98.55,98.97,99.06,97.86
99.06,98.80,99.41,98.55
99.36,100.15,100.33,99.09
100.33,100.72,101.00,99.63
102.63,100.10,102.63,100.06
99.33,98.58,100.35,98.40
98.96,98.50,99.00,97.63
98.14,96.87,98.63,96.36
97.14,97.65,98.13,96.63
98.30,98.52,99.13,97.54
98.21,98.75,99.22,98.16
98.87,99.67,99.89,98.84
99.27,98.34,99.47,97.79
97.80,97.68,98.31,97.09
98.16,98.82,99.07,98.01
97.64,98.49,99.30,97.57
98.60,99.16,99.42,98.30
99.60,98.99,99.60,98.65
99.26,98.47,99.78,98.23
98.47,99.45,99.59,98.47
98.49,99.53,100.42,98.47
99.31,101.03,101.21,99.24
100.62,101.22,101.38,100.10
101.25,102.15,102.20,101.08
102.50,102.50,103.04,102.24
103.11,102.42,103.47,102.14
105.00,107.49,107.68,104.52
107.50,109.65,109.91,107.42
109.67,108.29,110.38,108.25
108.75,108.18,109.26,107.79
107.33,106.25,107.59,105.95
106.25,106.55,106.96,105.64
107.16,108.64,108.68,106.06
107.69,107.36,109.18,106.69
107.38,108.99,109.75,107.37
109.15,107.93,109.99,107.66
108.02,108.37,108.61,107.59
109.13,108.28,109.80,107.93
108.42,108.89,109.04,107.77
109.05,109.85,110.14,108.65
110.00,109.79,110.49,109.70
110.00,110.60,110.67,108.72
111.58,111.16,112.00,110.68
111.41,112.20,112.37,111.17
112.38,112.17,112.52,111.83
112.19,112.30,112.73,111.46
111.80,112.14,112.43,111.50
112.83,112.95,113.65,112.57
113.14,112.60,113.14,112.35
113.12,113.60,113.71,112.45
113.51,113.48,113.71,112.56
113.94,114.35,114.38,113.34
115.07,114.19,115.33,113.78
114.45,114.23,114.78,114.08
114.47,113.84,114.91,113.58
113.94,114.59,114.72,113.51
114.32,114.00,115.01,113.89
113.78,113.03,114.26,112.94
113.02,113.45,113.64,112.00
113.01,113.23,113.42,112.55
113.38,111.68,113.60,111.46
111.47,111.86,112.05,110.82
111.78,111.56,112.52,111.46
112.02,111.58,113.08,110.87
112.22,113.75,113.86,112.19
114.63,114.00,115.40,113.54
114.00,112.61,114.28,112.56
112.56,110.31,112.82,110.15
110.91,111.95,111.98,109.74
111.43,110.06,111.79,109.98
110.35,113.25,113.65,110.25
112.12,113.30,113.59,111.25
112.49,108.66,112.69,107.67
107.77,105.00,107.79,104.45
104.20,103.00,104.50,100.78
103.12,101.72,103.65,100.81
102.00,101.89,102.60,101.37
101.24,99.33,101.34,99.24
99.49,102.58,102.81,98.28
102.76,99.18,103.09,99.01
99.10,95.04,99.11,94.95
95.51,86.59,95.80,86.36
88.25,85.39,89.45,84.50
83.76,85.93,86.29,81.15
84.47,89.33,90.54,84.46
92.29,89.63,92.82,89.27
89.38,92.02,92.27,89.26
92.89,95.19,95.71,92.83
96.48,93.48,96.81,93.36
94.48,94.33,94.90,92.31
92.22,92.39,93.42,90.01
89.15,87.19,89.91,84.69
87.25,89.23,89.27,86.33
90.21,90.79,90.87,88.41
90.03,91.01,91.44,89.35
92.23,91.63,92.52,89.71
91.89,89.22,92.50,89.03
88.49,84.07,88.50,83.16
84.46,85.25,86.76,84.03
84.81,86.30,87.22,84.43
86.51,87.46,87.83,86.31
87.48,88.03,89.07,87.03
87.96,88.54,88.55,86.57
88.75,88.59,89.12,86.84
88.56,87.94,89.65,86.88
87.94,88.33,89.38,87.60
88.18,87.70,88.33,86.74
88.09,89.04,89.63,88.07
89.17,89.35,89.62,88.33
88.00,90.42,90.75,87.66
94.00,91.20,94.33,90.43
91.13,90.56,91.61,90.31
91.29,90.65,91.66,90.10
90.39,89.54,90.39,88.37
83.92,78.86,84.02,78.58
76.21,76.81,78.61,75.30
77.23,77.03,77.98,75.88
77.60,78.72,80.17,77.06
78.25,81.14,81.14,78.21
83.43,80.77,83.44,80.21
80.19,77.70,80.78,76.26
77.31,78.69,78.76,76.67
77.57,74.62,77.57,74.04
74.42,75.30,76.89,74.41
71.32,70.61,73.19,70.26
71.67,70.67,72.19,70.06
71.14,71.55,73.69,70.37
72.08,75.60,77.11,72.00
80.87,79.26,81.21,76.85
80.37,82.00,82.31,79.71
82.43,81.11,82.43,80.20
81.34,82.20,82.82,80.39
81.63,81.31,82.36,80.77
81.21,80.98,81.98,80.54
80.97,80.73,81.99,80.37
81.23,80.60,81.70,80.29
80.13,79.39,80.58,78.95
79.94,80.07,80.59,79.29
78.79,76.04,78.99,75.23
76.44,74.43,76.90,74.11
75.14,75.21,75.97,74.01
76.05,78.22,78.56,75.86
79.46,78.98,79.77,77.69
78.36,76.15,78.80,75.76
77.30,75.30,77.30,74.51
74.13,74.36,74.82,71.74
75.08,75.27,76.84,74.33
75.42,79.84,80.24,75.42
79.21,77.94,79.58,76.20
78.10,81.38,81.72,77.40
82.32,81.41,82.97,80.41
80.94,80.80,81.73,80.36
80.17,79.27,80.36,78.88
78.05,78.67,79.80,76.99
79.21,76.46,79.21,76.12
77.18,77.77,78.03,75.43
76.95,79.09,81.09,76.47
79.25,82.00,82.86,79.25
83.71,86.90,87.14,83.38
85.84,85.35,86.73,84.36
86.45,87.65,90.20,86.28
88.06,86.82,88.61,86.63
88.18,88.34,89.29,87.28
88.49,88.21,88.65,87.37
87.56,87.18,88.14,86.38
88.25,89.80,90.82,88.16
89.21,89.99,90.35,89.21
89.10,89.94,90.58,88.13
88.15,89.49,89.53,87.81
88.19,91.24,91.45,87.46
90.67,90.47,91.14,89.37
89.95,91.55,91.79,89.54
91.82,91.32,91.99,90.51
91.53,89.59,91.75,89.50
88.30,86.75,89.53,85.64
86.88,85.91,88.01,85.86
85.91,86.10,86.29,84.05
85.64,86.49,86.83,85.40
85.99,87.24,87.40,85.50
87.08,87.98,88.14,86.45
86.49,87.40,87.87,86.36
87.50,87.60,88.50,87.49
86.34,84.38,86.59,84.06
84.64,85.11,85.47,83.81
85.20,86.02,86.89,85.20
85.29,83.72,85.46,83.21
83.93,85.27,85.36,82.35
84.25,82.66,84.71,81.77
82.40,86.81,87.00,81.76
85.90,85.02,86.29,84.71
85.57,85.53,86.21,85.31
86.13,86.38,87.68,86.01
86.71,86.04,86.85,85.62
86.47,85.40,87.32,85.34
86.00,87.86,88.59,86.00
88.46,86.56,88.57,85.70
87.28,87.77,88.25,87.26
87.04,87.80,88.18,86.31
88.33,88.63,88.79,87.03
88.32,87.98,89.48,87.97
88.30,90.95,91.76,88.08
90.52,91.83,91.93,90.14
92.05,91.26,92.64,91.16
91.59,90.74,92.62,90.44
91.28,91.41,91.50,90.46
91.72,91.10,91.95,90.96
91.72,93.30,93.65,91.64
93.92,96.52,97.00,93.85
96.48,95.91,96.70,95.50
94.91,95.65,95.96,94.52
95.93,96.35,96.82,95.84
96.35,96.55,96.68,95.17
96.58,97.11,97.57,95.85
96.98,97.57,98.49,96.74
100.61,100.83,102.11,98.71
101.40,103.53,103.77,101.09
102.24,104.14,104.16,101.60
102.52,104.45,105.20,101.50
104.10,103.52,105.23,103.18
104.31,104.50,105.10,103.05
104.75,103.87,104.96,103.70
104.28,102.97,105.95,102.48
104.25,103.26,104.99,102.83
101.38,101.79,102.48,100.02
107.03,103.83,107.32,102.66
103.84,103.42,104.38,103.27
103.15,103.23,104.35,102.34
103.36,104.40,105.18,103.21
104.90,104.21,105.78,103.96
103.77,104.74,104.82,102.84
104.20,104.40,104.66,103.34
103.56,101.23,104.07,100.17
101.51,101.81,102.43,100.82
101.90,103.42,104.12,101.90
103.12,102.90,103.85,102.24
101.88,100.62,102.11,99.80
100.73,101.34,101.82,99.92
99.64,101.46,101.55,99.64
101.12,101.10,102.37,100.74
101.79,101.43,102.41,100.64
101.36,102.32,103.33,101.36
103.03,102.78,104.35,102.61
100.84,99.48,101.19,99.40
99.27,99.68,100.62,98.62
99.78,99.48,100.38,99.34
100.30,101.83,102.70,100.24
103.00,104.06,104.91,102.67
104.26,104.32,104.79,103.81
103.95,104.28,104.58,103.50
103.06,103.87,104.31,102.49
103.39,104.67,104.77,102.72
105.22,103.64,105.72,102.56
104.51,104.82,105.38,103.76
104.52,103.94,105.05,103.93
104.97,104.96,105.48,104.01
105.00,104.45,105.33,103.71
104.65,104.81,105.10,103.76
105.17,106.13,106.50,104.89
105.73,104.63,106.36,104.32
102.64,101.62,103.62,101.55
102.37,103.52,104.95,102.25
104.15,101.06,104.66,100.50
101.50,101.65,102.03,101.03
100.00,98.75,101.56,98.63
98.80,97.62,99.00,94.29
96.45,95.07,96.84,94.46
96.82,97.31,98.93,96.68
98.52,98.38,99.06,97.59
99.13,99.45,99.96,98.88
99.34,101.12,101.40,99.03
100.98,100.30,101.37,99.50
100.75,100.75,101.49,99.91
100.43,97.50,100.43,96.91
97.05,96.23,97.50,95.32
96.37,96.06,97.56,95.19
95.95,95.71,96.28,95.10
96.09,93.80,96.11,93.78
93.99,90.37,93.99,88.51
89.04,89.85,90.70,88.76
93.24,92.46,93.36,88.70
92.95,93.76,94.99,91.27
93.80,94.15,94.20,92.66
94.94,93.83,95.75,93.50
93.35,90.07,93.53,89.06
90.53,91.56,91.93,90.44
92.45,91.64,93.46,90.89
91.40,90.18,92.10,90.01
89.80,86.99,90.52,86.87
87.50,91.42,91.50,86.36
89.27,89.36,89.55,88.15
87.93,89.38,89.82,87.30
89.49,89.28,89.88,88.49
89.09,87.11,90.10,86.55
86.76,87.32,87.70,85.50
87.19,86.18,87.69,85.92
85.31,84.93,85.69,82.80
84.48,83.91,85.76,83.79
82.86,80.25,83.47,80.15
75.00,77.25,80.69,72.76
81.75,77.72,82.23,77.65
80.77,80.90,81.58,79.74
83.00,85.26,85.94,82.61
84.02,85.43,86.35,84.02
83.24,85.38,86.17,82.50
82.31,81.55,84.82,81.11
82.98,82.76,82.98,80.94
83.34,82.69,84.13,82.15
80.82,80.25,81.76,79.78
81.89,83.17,83.50,81.70
85.01,83.12,86.08,82.66
82.88,84.11,85.03,82.78
83.49,83.77,83.97,82.62
83.68,82.39,83.73,81.65
82.80,83.78,84.41,82.65
84.30,87.30,87.42,83.67
86.27,86.20,87.62,85.86
84.53,85.69,85.77,84.01
86.22,86.76,87.51,85.74
85.02,84.93,85.69,84.02
84.93,83.20,85.86,83.09
82.16,83.85,84.30,80.82
85.05,84.51,85.23,83.67
83.49,80.60,83.66,80.22
80.84,80.96,81.90,80.14
82.33,83.36,84.06,81.96
84.72,85.98,87.04,84.13
83.93,88.43,88.47,83.84
89.49,90.55,91.29,89.37
90.88,93.63,94.57,90.53
95.23,95.59,96.63,92.77
95.57,97.50,97.51,95.16
98.15,95.45,98.25,94.73
94.71,92.68,94.79,91.96
92.13,92.28,94.44,91.74
92.50,94.15,94.53,92.00
93.75,93.40,94.15,91.49
94.66,94.16,95.24,92.53
93.45,93.36,93.71,92.40
93.33,93.34,95.40,92.74
93.93,91.25,94.00,90.84
93.27,94.51,94.61,92.92
95.16,94.16,95.50,90.75
93.84,92.41,94.54,92.40
91.39,90.43,92.39,89.65
90.91,92.15,92.98,90.24
91.58,92.00,92.47,91.56
92.28,92.91,93.57,91.63
92.69,93.62,94.29,92.26
93.59,95.31,96.20,93.50
95.58,95.42,96.50,94.97
94.83,94.99,95.82,93.88
94.55,96.18,96.22,94.20
95.78,94.49,96.78,94.23
94.33,93.47,94.72,92.13
93.78,92.53,94.43,92.34
90.75,90.05,91.00,88.77
90.10,91.78,92.28,90.08
91.85,94.42,94.52,91.63
94.00,93.99,95.37,93.00
94.38,95.07,95.12,93.99
94.85,93.12,95.10,92.90
93.45,93.29,94.93,93.14
93.62,94.42,95.09,93.60
94.27,96.32,96.82,93.93
96.02,95.95,96.87,95.27
94.48,95.16,95.89,94.48
95.61,95.82,96.80,95.41
96.00,97.08,97.20,95.71
96.37,95.08,96.82,94.50
95.66,95.17,96.30,94.28
94.94,96.33,96.64,93.89
95.50,90.49,95.63,89.57
88.70,87.37,89.37,85.82
88.25,88.83,90.97,87.41
88.30,87.50,88.95,87.14
86.00,85.58,87.23,85.20
85.34,85.72,85.81,83.22
86.96,88.05,89.31,86.81
88.61,88.93,90.13,87.56
89.30,87.69,89.36,87.36
87.44,87.53,89.59,87.06
87.97,86.98,88.63,86.31
88.06,87.09,88.06,86.63
88.17,89.75,89.80,87.72
89.45,88.17,89.89,88.17
87.71,86.92,87.87,86.77
87.77,88.66,89.00,87.77
88.07,87.76,88.79,87.55
87.00,86.90,87.90,86.88
86.28,87.18,87.27,85.55
87.82,87.64,88.34,86.25
85.11,83.51,85.57,82.66
82.38,80.09,82.57,79.62
80.52,79.59,81.53,79.15
78.83,76.33,78.98,75.53
77.44,78.15,78.27,75.84
79.75,74.94,79.75,74.82
74.91,76.37,77.67,73.94
74.72,74.98,75.93,74.14
75.02,73.98,75.97,72.18
71.74,72.34,73.41,69.10
72.43,74.59,74.79,71.55
77.43,78.49,80.00,77.13
78.50,75.84,78.58,75.80
76.44,77.62,77.67,75.55
77.21,76.71,78.62,76.02
78.75,77.39,80.19,77.16
77.51,77.97,78.51,76.08
77.59,77.25,77.96,76.00
75.23,75.20,76.28,73.82
75.39,75.48,76.45,71.50
75.82,79.66,80.46,75.82
78.84,79.75,81.35,78.63
78.31,75.72,78.34,73.14
75.00,75.72,76.47,74.07
75.59,75.02,77.61,74.55
73.30,73.43,74.74,72.15
74.87,76.46,76.53,73.44
77.61,77.93,78.39,76.90
79.00,79.10,81.04,78.55
79.50,80.20,80.25,78.72
79.66,78.14,80.00,77.93
78.14,80.56,81.39,78.14
80.09,77.00,80.31,76.59
76.00,78.25,78.41,75.04
77.46,78.18,78.56,76.33
80.64,80.17,81.16,79.47
80.52,80.21,82.01,79.94
81.09,80.89,81.61,79.75
81.36,80.43,81.57,79.39
80.17,79.90,80.90,79.72
80.39,82.00,83.24,79.75
82.12,84.24,84.26,81.93
83.19,80.58,84.08,80.54
81.95,82.59,82.92,80.89
82.68,84.98,85.04,82.36
86.49,87.48,87.83,86.25
86.81,84.75,87.45,84.64
83.70,84.22,84.65,82.52
83.30,86.33,86.42,83.30
86.55,88.60,89.18,86.54
89.72,87.62,89.99,86.79
87.62,86.20,88.16,85.53
85.79,86.07,86.70,84.85
85.85,84.71,85.92,84.26
83.61,85.37,85.40,83.29
85.53,85.11,85.58,84.66
84.38,85.19,85.31,83.65
85.90,85.90,86.91,85.39
86.07,85.58,87.23,85.40
84.50,86.83,86.91,83.58
86.74,86.16,87.68,85.97
84.87,84.87,85.29,84.24
85.11,86.23,86.34,84.03
85.39,84.39,86.10,84.11
85.77,83.87,86.77,82.24
84.69,85.19,86.65,84.47
85.82,87.88,88.16,85.45
88.69,88.40,89.67,87.61
89.37,88.40,89.37,87.90
88.75,88.15,89.31,88.07
88.15,88.48,88.79,85.33
89.13,91.10,91.24,89.13
90.81,90.44,91.41,90.13
90.89,90.69,93.75,90.49
93.15,90.20,93.15,88.31
89.17,88.25,90.00,87.95
88.85,89.64,90.07,88.58
89.55,89.16,90.28,88.01
88.36,86.36,89.00,86.11
85.66,82.67,86.06,81.60
83.00,83.82,84.18,82.00
82.61,82.97,83.34,81.15
82.10,81.40,82.98,81.18
81.92,81.62,82.93,81.30
81.44,82.10,82.50,81.21
81.54,81.16,82.50,80.05
81.36,82.32,82.63,81.00
82.33,81.87,83.00,81.26
83.23,81.25,83.50,81.08
81.03,80.72,82.35,80.39
81.05,83.27,83.79,80.80
83.06,83.89,85.00,83.00
83.15,81.62,83.77,81.21
81.57,80.83,81.66,80.01
80.70,80.44,81.59,80.07
80.12,80.10,81.02,79.84
80.39,80.45,80.58,79.80
81.21,82.71,82.99,81.10
82.99,81.37,83.70,81.34
81.12,81.40,81.97,80.70
81.87,81.36,82.20,81.00
80.70,82.50,82.75,80.09
81.89,80.58,81.99,80.10
80.31,79.76,80.39,78.65
80.41,81.51,81.96,79.97
81.87,82.31,82.87,81.17
82.73,82.35,83.51,82.13
81.61,79.92,81.61,79.77
79.11,80.47,81.16,78.93
79.66,79.22,80.54,78.86
79.00,78.65,80.62,77.39
79.04,79.11,80.25,78.83
78.32,79.09,79.23,77.71
79.18,80.05,80.24,78.95
80.88,79.61,82.60,79.58
79.86,78.91,80.27,78.50
79.57,78.97,79.80,78.85
78.63,79.05,79.62,78.09
77.39,74.91,77.39,74.74
73.77,71.32,73.94,69.82
72.79,72.34,74.31,70.63
73.75,74.01,74.33,72.97
74.51,74.42,74.63,73.21
74.60,74.69,75.78,74.09
73.88,72.85,73.99,72.46
72.71,73.11,73.14,71.48
73.64,74.52,75.20,73.46
75.46,76.74,77.27,75.29
77.15,75.96,77.77,75.82
76.62,77.46,78.09,76.59
77.52,76.76,77.85,76.15
78.00,77.61,78.40,77.28
77.97,77.91,78.35,77.44
77.55,78.50,78.66,77.35
78.20,78.74,79.15,77.84
78.56,79.48,79.86,78.21
79.14,79.09,80.24,78.98
79.09,78.16,79.38,78.13
77.99,78.87,78.88,77.71
78.77,78.85,79.27,78.32
78.97,78.14,79.16,77.79
77.90,79.02,79.41,77.58
76.25,75.26,76.25,73.77
75.26,74.89,75.43,74.26
74.53,71.97,74.89,71.75
72.06,73.56,73.86,71.55
73.46,74.34,74.90,73.41
74.64,74.50,75.36,74.34
74.77,75.42,75.63,74.59
75.64,74.55,75.74,74.39
74.90,74.40,75.45,74.33
74.73,76.63,76.90,74.42
75.51,75.33,76.50,74.99
75.49,77.49,77.88,75.49
77.73,76.80,78.11,76.75
76.54,77.19,77.46,76.30
77.43,78.11,78.27,76.76
77.78,79.87,80.33,77.78
79.27,78.43,79.50,78.37
79.19,78.97,79.98,78.30
78.71,78.09,79.37,77.94
78.10,78.94,79.71,77.96
79.37,79.17,80.33,78.75
79.08,79.67,79.75,79.08
79.67,79.94,80.45,78.51
79.53,78.89,80.33,78.33
78.87,78.48,79.27,78.22
79.23,79.72,80.03,79.13
79.66,79.47,79.97,78.40
79.21,79.50,80.29,79.14
79.59,78.53,79.76,78.28
78.22,76.19,78.98,76.17
75.73,76.75,77.25,75.55
75.83,74.47,76.29,74.02
74.53,75.46,75.74,74.08
75.46,76.52,76.67,75.33
75.92,77.12,77.31,75.56
77.87,78.44,78.79,77.76
78.71,77.54,78.99,77.47
78.10,78.14,78.80,77.52
78.65,78.18,79.34,78.01
77.84,77.39,78.36,77.39
77.34,76.49,77.34,76.33
76.15,77.78,77.86,75.76
78.23,80.00,80.07,77.19
79.98,80.47,81.75,79.85
80.84,80.66,81.44,80.29
80.85,80.84,81.01,79.97
81.11,79.84,81.95,79.44
80.48,81.33,82.45,80.38
81.32,84.09,84.59,81.20
83.84,81.44,83.94,80.96
82.21,82.26,83.32,81.99
81.50,80.30,81.77,79.85
80.25,80.00,80.46,79.16
78.94,79.90,80.20,78.12
80.87,79.55,81.40,79.55
79.50,79.53,80.12,78.98
80.83,80.18,81.50,80.08
80.41,81.65,81.84,79.65
81.12,81.56,82.35,81.04
80.97,81.87,81.98,80.70
81.95,81.62,82.96,81.33
81.65,79.96,81.79,79.81
79.37,80.35,80.51,79.16
81.14,80.25,81.16,79.93
80.52,80.28,81.42,79.54
80.08,79.55,80.24,79.40
80.01,78.21,80.55,77.23
77.94,77.39,78.14,76.71
77.70,78.31,78.58,77.57
78.49,78.45,79.20,77.64
79.64,79.16,80.13,78.95
78.89,78.95,79.40,77.87
78.28,80.94,81.73,77.85
81.34,83.35,84.37,81.12
83.21,82.20,83.72,80.90
82.23,82.40,82.65,80.68
82.10,83.42,83.49,82.10
83.24,83.20,83.94,82.64
83.77,83.01,83.81,82.71
82.72,83.12,83.34,82.60
83.70,85.16,85.20,83.54
85.62,85.77,85.87,84.89
85.37,86.64,86.67,85.00
85.79,86.67,86.73,85.71
86.71,85.58,86.98,85.39
84.76,83.72,85.12,83.06
85.79,90.32,90.99,85.79
