ANSS,ANSYS,NASDAQ
73.10,72.25,73.56,71.54
71.84,71.17,72.17,70.76
71.88,71.68,71.95,70.66
72.40,72.14,72.90,72.06
72.72,74.04,74.17,72.51
74.05,73.10,74.05,72.71
73.63,73.67,73.99,72.48
73.57,72.56,74.16,72.19
72.51,72.96,73.47,72.42
73.50,74.50,74.52,72.76
74.83,74.95,75.52,74.38
74.92,75.97,75.99,74.64
75.66,76.64,76.68,75.51
76.20,78.35,78.59,76.20
78.58,78.86,79.13,78.36
82.48,79.13,82.48,78.46
79.09,79.04,79.44,78.59
79.00,79.11,79.23,78.63
79.22,79.14,79.60,78.98
78.75,79.10,79.27,78.45
79.10,79.55,79.63,78.90
79.55,79.58,79.74,79.25
79.65,79.97,80.14,79.65
79.91,79.22,80.74,78.75
78.49,78.13,79.40,77.50
78.14,77.86,78.92,77.78
78.46,77.80,78.80,77.54
78.34,79.84,80.30,77.59
81.00,88.93,89.60,80.87
88.33,89.39,89.50,87.19
88.97,89.55,89.57,88.57
89.16,87.60,89.71,87.21
87.31,87.03,87.85,86.00
87.82,87.99,88.25,86.59
88.13,88.25,88.78,87.32
87.59,88.35,89.24,87.59
88.87,88.56,88.88,87.62
88.41,88.35,89.00,88.11
87.32,86.53,87.63,86.41
86.56,86.19,87.15,86.10
86.05,85.46,86.30,85.37
85.57,85.62,86.47,84.91
85.03,85.05,86.07,85.03
84.92,86.31,86.69,84.92
86.84,86.05,86.90,85.66
86.09,86.29,87.21,86.05
85.41,83.68,86.68,83.67
83.85,84.22,84.89,83.27
83.74,84.38,85.61,83.62
84.30,83.98,84.97,83.38
85.12,83.26,86.00,81.82
86.64,84.22,86.64,82.82
84.13,85.10,85.35,84.13
85.15,85.04,85.49,83.55
85.36,85.90,86.36,84.46
86.71,87.77,87.95,85.90
87.53,88.12,88.30,86.81
87.90,88.31,88.55,87.34
88.30,87.60,88.57,86.96
88.95,88.03,88.95,87.38
88.03,87.84,88.19,87.19
87.82,87.35,88.20,86.88
87.76,86.65,87.99,86.62
86.55,86.06,87.01,85.61
85.70,85.94,86.57,84.92
86.20,86.00,87.11,85.41
86.13,86.70,87.30,85.70
86.63,87.72,88.40,86.63
87.03,86.49,87.58,86.44
86.49,86.52,87.33,85.14
86.82,87.76,88.27,86.23
87.18,87.15,87.49,86.42
86.91,85.23,87.16,84.65
85.29,85.94,86.41,85.22
85.10,84.65,85.50,84.59
84.69,83.61,84.92,83.56
83.97,83.54,84.35,82.92
84.54,85.63,85.64,83.85
85.61,86.16,86.32,85.26
85.29,85.91,86.10,84.74
85.76,84.41,85.94,84.28
85.28,85.36,85.74,84.87
84.98,84.57,85.00,84.24
84.65,86.38,86.49,84.65
86.55,87.68,87.72,86.26
87.88,87.57,87.88,86.79
86.99,86.60,87.05,86.08
86.59,86.99,87.66,86.40
87.36,87.41,87.70,86.75
87.45,87.80,87.98,86.70
87.80,87.91,88.21,86.76
88.16,87.64,89.28,87.49
87.39,87.45,88.33,86.68
87.53,87.42,87.83,86.40
87.82,88.32,88.64,87.48
88.15,87.49,88.15,86.75
87.94,89.03,89.10,87.37
89.00,84.18,89.42,81.20
84.12,84.40,85.36,83.79
84.55,83.95,84.88,83.59
83.69,83.92,84.44,83.48
83.57,84.58,84.65,83.23
84.39,84.14,84.88,84.05
84.14,84.49,84.77,83.96
84.51,84.53,85.06,84.33
84.32,83.59,84.55,83.38
83.59,83.43,84.22,83.01
83.77,85.05,85.16,83.56
85.18,85.83,86.16,84.85
85.83,85.55,85.99,85.24
85.73,86.05,86.14,84.84
85.83,86.57,87.10,85.50
86.93,85.67,87.41,85.66
85.56,85.93,86.66,84.84
85.20,85.58,86.59,85.04
85.48,85.96,86.18,84.79
85.79,85.21,85.87,84.80
85.83,86.19,86.29,85.45
86.30,85.93,86.44,85.28
85.53,86.33,86.57,85.12
86.53,83.81,86.53,83.74
83.55,83.14,83.93,83.01
83.68,84.15,84.44,83.42
84.55,85.51,85.73,84.16
85.23,84.66,85.46,84.24
84.90,86.52,86.59,84.15
86.45,85.84,87.16,85.72
85.90,87.33,87.50,85.45
87.84,87.48,89.14,86.89
87.50,87.29,88.09,86.77
87.60,86.97,87.71,86.72
86.88,86.30,87.30,86.16
86.39,86.62,87.27,86.10
87.20,87.20,87.57,86.62
86.44,86.01,87.15,85.29
85.96,85.60,86.38,85.34
86.11,85.02,86.73,84.95
85.51,85.58,85.95,85.23
85.84,85.28,86.33,85.03
85.52,84.51,86.00,84.18
84.50,84.77,85.13,84.14
84.64,83.40,84.98,83.27
84.01,84.70,85.20,83.60
84.69,85.28,85.48,84.48
85.00,85.40,85.86,85.00
85.23,84.64,85.54,84.44
85.48,84.50,85.48,84.25
84.87,84.31,84.87,84.24
83.60,83.33,84.39,82.58
82.88,79.74,82.88,79.68
79.93,77.96,80.11,77.59
77.92,79.33,79.34,77.92
78.30,78.45,79.37,78.28
79.17,78.78,79.39,78.50
78.16,78.53,78.90,77.29
78.51,77.22,78.90,76.89
77.81,77.31,77.94,77.16
77.03,77.66,77.80,76.18
77.83,79.62,79.66,77.10
79.87,81.00,81.23,79.83
80.86,80.42,81.05,80.14
80.50,80.82,81.95,80.17
81.09,80.94,81.54,80.16
80.22,82.06,82.13,80.10
81.78,81.94,82.60,81.27
82.24,83.07,83.12,81.91
82.63,82.46,83.40,82.40
82.57,83.11,83.18,81.42
83.23,82.37,83.25,82.29
82.77,84.07,85.06,82.53
84.40,83.70,84.78,83.38
84.10,84.47,84.89,83.79
84.02,83.20,84.28,80.07
82.97,83.52,84.25,82.45
82.83,82.39,83.26,81.84
83.00,83.63,83.88,82.76
83.42,83.40,83.84,83.18
83.79,83.38,83.83,83.08
83.88,83.30,83.88,82.78
83.25,82.99,83.52,82.83
83.13,81.86,83.42,81.49
81.45,81.19,81.94,80.70
81.64,78.30,82.78,77.93
78.33,75.85,78.45,75.71
76.39,75.69,77.13,74.62
75.61,75.83,76.19,75.14
75.75,73.65,75.83,72.59
72.95,73.89,74.72,72.10
74.90,73.46,74.90,73.10
73.82,73.92,74.47,73.20
74.15,74.33,74.91,73.84
74.42,74.00,75.08,73.96
76.10,75.69,76.10,74.20
75.96,76.13,76.91,75.30
76.65,77.02,77.19,75.99
77.27,77.74,77.80,76.95
77.77,77.66,78.06,77.20
77.59,77.45,78.06,77.28
78.13,75.63,78.13,75.36
75.50,74.41,75.55,74.11
74.45,74.62,75.19,73.92
74.74,76.11,76.15,74.39
76.03,75.02,76.34,74.57
74.44,73.70,74.76,73.67
74.42,73.84,74.66,73.38
73.91,73.94,74.71,72.89
74.56,75.07,75.38,74.32
74.98,75.81,75.96,74.65
75.75,74.72,76.42,74.64
74.57,74.76,75.29,74.49
74.75,75.61,75.90,74.28
75.99,76.66,76.70,74.84
76.64,76.64,77.08,76.42
76.92,76.50,77.26,75.95
76.79,76.24,77.12,75.63
75.90,76.31,76.95,75.38
75.54,72.49,75.54,71.50
72.00,74.00,74.46,72.00
73.46,74.80,75.05,72.98
74.77,74.65,75.14,73.79
75.06,75.49,75.57,74.14
75.26,74.51,75.91,74.46
74.49,75.14,75.15,73.81
75.50,75.88,76.47,75.39
76.05,74.60,76.48,74.58
74.70,74.32,75.19,74.18
74.18,73.71,74.65,72.61
73.79,74.22,74.24,73.33
74.41,74.80,75.11,74.19
74.77,73.57,74.90,73.09
73.67,73.83,74.20,73.27
74.06,74.27,74.76,73.57
74.20,74.88,75.05,73.92
75.29,74.47,75.32,74.39
74.37,74.05,74.85,73.49
74.38,73.92,74.39,73.84
73.78,73.45,74.33,72.82
73.34,73.80,74.35,72.73
73.51,74.23,74.52,73.22
73.99,74.64,74.74,73.86
74.58,74.96,75.28,74.28
75.03,75.83,75.88,75.00
75.60,76.51,76.84,75.60
76.12,75.96,76.66,75.63
75.79,75.53,75.79,75.12
75.24,75.60,76.70,75.02
75.62,75.66,76.14,75.43
75.51,75.27,75.83,75.08
75.25,75.43,76.27,74.99
75.55,75.93,76.36,75.28
75.88,75.10,76.33,75.02
75.51,74.59,75.69,74.56
74.84,74.41,74.99,74.27
74.29,74.45,74.84,74.25
74.51,73.70,74.82,73.52
73.91,74.05,74.37,73.10
73.84,75.31,75.70,73.84
75.30,75.82,76.08,75.14
75.90,77.19,77.64,75.75
77.19,76.58,77.50,76.48
76.67,77.75,77.82,76.55
77.77,76.66,77.77,76.57
76.34,75.72,76.60,75.15
75.79,75.58,76.20,75.35
74.36,74.74,75.23,73.67
74.58,74.18,74.86,74.13
74.49,74.96,75.22,74.35
74.63,75.30,75.73,74.63
75.65,75.54,76.38,75.22
75.18,74.71,75.70,74.67
74.63,75.27,75.31,74.50
75.06,75.23,75.58,74.78
75.38,76.25,76.44,75.38
76.57,76.77,77.23,76.14
76.02,77.22,77.45,76.02
77.30,77.27,77.67,76.64
77.09,77.39,77.81,76.98
77.45,77.60,78.25,77.10
77.76,78.29,78.89,77.76
77.63,76.94,78.03,76.76
76.65,76.00,77.34,75.62
76.03,76.59,76.69,75.34
77.04,77.96,78.14,76.71
77.47,78.66,78.96,76.60
78.99,78.85,79.40,78.55
79.14,79.37,79.56,78.78
79.49,79.09,79.59,78.98
78.84,79.12,79.46,78.84
79.49,79.51,79.89,78.91
79.44,79.78,79.82,79.27
80.01,79.79,80.37,79.20
80.20,81.12,81.17,79.96
81.17,81.20,81.27,80.38
81.23,81.84,81.90,80.82
82.06,82.70,82.72,81.44
82.77,81.99,82.96,81.76
82.16,80.92,82.21,80.90
81.24,81.43,81.59,80.97
81.90,81.62,82.11,81.22
81.04,80.63,81.78,80.42
80.96,81.30,81.76,80.58
81.59,81.90,82.09,81.02
81.98,81.60,82.10,81.43
81.59,81.22,82.05,80.94
81.32,81.15,81.71,80.86
81.13,81.55,81.61,80.57
81.23,80.39,81.86,80.28
80.28,80.47,80.74,79.93
80.00,80.95,80.98,80.00
81.10,80.20,81.40,80.00
80.37,79.79,80.44,79.23
79.84,79.74,80.35,78.94
79.61,79.63,80.06,79.12
79.82,80.23,80.50,79.59
80.17,79.57,80.32,79.36
79.51,77.64,79.66,77.17
77.16,76.78,77.60,76.78
76.63,76.95,77.43,76.42
76.92,75.43,77.09,75.27
75.49,75.80,75.98,75.14
75.03,75.72,75.96,75.00
75.59,75.67,76.04,75.13
75.37,75.17,76.27,74.93
75.15,76.37,76.74,74.83
76.76,76.72,77.77,76.69
76.89,76.19,77.36,75.94
75.74,75.80,75.98,75.49
75.86,76.85,76.94,75.32
76.87,75.95,76.91,75.80
75.59,74.96,76.35,74.91
74.63,73.37,74.92,73.29
73.47,72.68,73.65,72.12
71.71,72.21,72.63,71.15
71.62,72.42,72.63,71.09
73.25,72.99,73.50,72.44
72.95,74.12,74.14,72.39
74.68,75.87,76.08,74.27
75.95,74.50,76.07,74.48
75.25,75.00,75.52,74.70
74.93,75.37,75.51,74.58
75.36,75.81,75.89,74.86
75.93,77.12,77.12,75.79
77.12,76.63,77.32,76.31
76.29,77.26,77.65,76.29
78.43,78.56,78.79,77.93
78.46,78.05,79.00,77.81
78.01,77.45,78.40,77.39
76.00,77.06,77.61,74.54
76.11,78.40,78.46,76.11
78.17,79.55,79.84,78.00
79.61,79.30,80.00,79.07
79.50,80.06,80.20,79.18
79.67,79.90,79.99,79.53
79.90,79.29,80.33,78.41
79.19,79.79,79.93,78.70
79.73,79.73,80.00,79.28
79.67,79.93,80.71,79.67
79.94,79.76,79.98,79.31
79.10,79.78,79.87,78.91
80.25,81.85,81.92,80.25
81.93,81.88,82.09,81.50
82.10,82.20,82.62,82.04
82.31,83.05,83.18,82.31
83.06,83.52,84.08,83.00
83.06,83.06,83.37,82.77
83.14,83.27,83.58,82.68
83.31,83.13,83.57,82.90
83.00,83.11,83.25,82.37
83.13,83.65,83.72,82.83
83.30,83.28,84.28,83.05
83.13,83.21,83.50,82.28
82.86,81.97,83.85,81.91
81.99,81.65,83.14,81.50
80.99,80.32,81.49,80.29
80.44,80.11,81.06,79.46
80.14,80.40,81.36,79.27
80.40,81.66,81.90,79.62
82.87,83.34,83.38,82.10
83.41,83.24,84.19,83.06
83.24,83.16,83.90,82.61
83.56,83.95,84.16,82.74
83.90,84.31,84.87,83.73
84.66,84.27,84.87,83.84
84.04,83.73,84.64,83.55
83.60,82.79,83.80,82.62
83.08,82.00,83.48,81.91
82.09,81.64,82.63,81.02
81.29,80.86,82.07,80.78
81.00,79.26,81.14,78.76
79.92,79.71,80.90,78.96
80.11,81.66,82.16,80.11
81.43,80.76,81.76,80.51
80.61,79.92,81.70,79.79
80.81,80.63,82.95,79.85
79.73,80.72,81.06,79.68
81.15,80.83,81.68,80.35
80.88,82.69,82.81,80.82
82.71,82.50,83.33,81.96
82.51,82.95,83.39,81.99
83.48,84.64,84.93,82.72
84.58,84.71,86.13,84.58
84.60,85.11,85.47,83.45
84.21,83.30,84.29,82.75
84.05,81.60,84.50,81.46
81.86,82.17,82.47,81.03
81.30,80.67,82.04,80.49
80.82,81.26,81.40,79.11
81.71,83.28,83.29,81.50
82.75,82.52,83.45,81.76
82.77,83.74,83.77,82.32
83.73,84.03,84.50,83.43
83.92,83.79,84.38,83.25
84.53,85.64,85.65,83.42
85.27,85.24,85.98,84.89
85.34,85.90,86.30,85.25
86.00,86.26,86.35,85.52
85.84,86.54,86.73,85.41
86.15,85.91,86.64,85.67
85.73,86.63,86.79,85.49
86.59,87.25,87.28,85.71
87.10,86.20,87.10,85.98
85.94,85.62,86.47,85.54
85.82,86.32,86.48,85.32
87.00,85.59,88.24,84.44
85.35,85.97,86.57,85.03
85.90,86.44,86.51,85.74
86.04,86.22,86.80,85.86
85.12,86.08,86.57,85.12
86.32,86.38,86.59,85.64
86.26,85.36,86.47,85.20
85.38,85.95,86.03,85.13
85.08,84.59,85.74,84.58
84.94,84.81,85.34,84.42
85.29,84.90,85.86,84.70
84.85,84.99,85.20,84.34
85.32,86.44,86.48,85.30
86.42,86.84,87.09,86.02
86.52,87.71,88.25,86.22
87.71,87.85,88.04,87.11
88.28,88.57,88.72,87.72
88.07,87.78,88.31,87.54
87.87,87.84,88.16,87.18
87.87,86.42,88.49,86.36
85.92,86.73,87.07,85.32
86.93,86.79,87.01,86.03
87.46,88.12,88.37,86.67
87.81,88.19,88.96,87.39
87.88,88.13,88.15,87.29
88.14,86.99,88.99,86.71
86.59,89.30,89.33,86.28
88.84,88.88,89.64,88.80
88.84,88.66,89.50,88.52
88.38,88.28,88.82,87.80
88.00,88.56,88.99,87.88
88.30,87.53,88.87,87.47
87.34,86.95,87.59,86.42
87.23,87.40,87.94,86.89
86.95,87.78,87.93,86.71
87.34,86.33,87.96,86.24
86.98,86.51,87.05,86.45
86.91,86.68,87.30,86.39
86.73,87.02,87.07,86.36
86.69,88.07,88.61,86.61
88.44,87.46,88.69,87.35
87.69,86.91,88.04,86.70
87.08,86.69,87.63,86.26
86.45,86.85,87.18,86.02
86.25,85.84,86.62,85.66
86.10,86.49,86.93,85.62
86.77,87.49,87.96,86.58
87.02,87.24,87.93,86.54
86.76,84.32,87.91,84.09
84.15,86.22,86.58,84.14
87.09,86.69,87.09,85.99
86.41,86.38,86.87,86.18
85.66,86.90,86.98,85.36
87.38,88.20,88.29,86.80
88.70,90.48,90.70,88.34
90.23,89.70,90.49,89.32
89.33,90.32,90.63,89.08
90.65,90.11,90.83,89.85
90.40,90.51,90.64,89.97
90.25,90.22,90.87,89.96
90.13,90.03,90.44,89.88
89.45,89.12,89.45,88.80
89.04,89.83,89.91,88.91
89.97,89.71,90.03,89.25
89.71,89.00,89.71,88.75
89.38,89.41,89.74,88.40
88.93,89.53,89.58,88.86
89.79,91.02,91.15,89.48
90.54,89.64,90.94,89.53
89.46,90.12,90.13,88.98
90.04,88.82,90.20,88.80
88.57,88.80,89.12,88.02
89.06,90.51,90.73,88.82
90.43,91.80,91.99,90.02
91.73,90.88,91.85,90.70
90.39,88.77,90.74,87.93
88.93,89.87,90.58,88.62
89.93,89.87,90.10,89.23
89.96,90.72,90.80,89.48
90.90,90.92,91.18,90.38
91.53,91.80,91.99,91.13
91.98,91.95,92.18,91.63
91.69,91.09,91.98,90.99
91.31,91.87,92.19,91.31
92.00,92.19,92.46,91.69
91.50,91.00,92.15,90.96
91.46,91.24,91.76,90.48
91.99,91.51,92.20,90.93
91.42,91.41,91.88,90.77
90.95,90.87,91.37,90.60
90.92,91.51,91.52,89.53
90.69,90.72,91.38,89.93
91.74,91.40,91.97,91.19
92.25,92.43,92.62,91.70
92.65,93.05,93.29,92.44
93.30,92.81,93.30,92.15
92.66,92.71,93.33,92.48
93.41,93.72,93.82,92.57
93.59,92.96,93.93,92.69
93.13,93.01,93.25,92.55
92.84,91.53,93.07,91.49
91.00,93.36,93.61,91.00
93.74,93.49,94.35,93.22
93.27,92.94,94.28,92.35
92.60,91.31,92.89,91.26
91.92,92.00,92.46,91.22
91.77,92.99,93.33,91.51
92.56,93.71,94.21,92.39
93.99,94.15,94.86,93.49
94.20,94.54,94.55,93.22
94.67,95.23,95.27,94.29
90.47,94.02,95.56,90.00
94.91,92.96,95.30,92.02
92.86,93.76,94.66,92.86
94.23,95.31,95.70,93.53
94.05,94.27,95.69,93.86
93.87,94.39,94.67,92.69
94.30,94.33,95.17,93.92
94.14,94.26,94.43,93.45
93.69,96.51,96.53,93.69
96.79,97.06,97.59,96.59
96.99,96.15,97.09,95.69
95.25,93.24,96.24,93.20
92.36,90.92,93.32,90.84
87.79,85.63,89.21,84.90
88.17,85.75,90.24,85.54
87.80,87.75,88.25,85.86
88.94,89.79,90.15,88.00
89.15,89.74,90.12,88.65
89.55,88.60,89.90,88.36
86.69,86.57,88.00,86.37
87.88,88.87,88.89,86.54
89.14,90.09,90.58,88.61
89.00,89.72,90.39,89.00
91.25,92.47,92.78,90.96
92.66,90.88,93.37,90.71
90.86,91.65,92.24,90.35
90.80,92.23,92.24,90.80
92.36,91.39,92.36,91.18
92.20,92.37,92.71,91.36
92.22,92.79,92.88,92.00
92.63,92.36,93.76,92.14
90.86,90.95,92.33,90.62
91.80,92.23,93.15,91.52
91.00,90.87,91.24,90.26
90.83,90.86,91.50,90.30
90.29,90.68,91.19,89.81
91.45,89.94,91.75,89.46
89.65,88.29,90.20,88.16
88.58,86.92,88.64,86.69
87.99,88.14,88.53,86.83
88.31,87.34,88.81,86.41
86.43,88.24,88.27,85.33
89.03,89.74,89.98,88.45
89.48,88.89,89.90,88.37
89.11,89.66,89.82,88.46
89.14,90.25,90.28,88.92
90.33,91.81,92.02,88.44
92.00,91.87,92.10,91.24
91.80,91.37,92.26,90.20
91.37,90.26,91.96,90.19
90.66,90.82,91.36,89.93
91.03,92.15,92.34,90.45
91.57,93.29,93.88,91.40
93.24,92.07,93.77,91.87
92.43,91.57,92.60,91.40
91.92,93.08,93.79,91.76
93.91,93.58,93.99,92.38
93.65,94.35,94.91,93.65
93.81,94.00,94.68,93.33
94.37,97.07,97.12,94.17
96.85,95.52,96.85,94.99
95.45,95.31,96.08,94.99
95.76,97.43,97.53,95.20
97.18,97.21,97.77,96.27
97.26,97.77,98.39,95.52
91.22,93.39,95.72,90.82
93.19,93.52,94.73,93.02
93.21,92.20,93.21,91.91
92.56,92.16,92.63,91.40
92.24,91.45,92.33,91.34
90.76,90.59,91.86,90.57
90.31,89.58,92.66,89.14
89.21,90.17,90.20,88.88
90.42,90.26,91.16,89.83
90.37,90.73,90.98,89.63
90.97,91.50,91.70,90.86
91.24,91.63,91.98,90.78
91.90,92.33,92.96,91.48
92.11,92.53,92.86,91.20
92.42,92.86,93.19,92.42
92.92,93.66,93.78,92.57
93.71,93.21,94.22,92.86
93.44,94.18,94.57,93.10
94.08,93.43,94.41,93.37
93.30,92.36,94.26,92.00
92.65,93.65,93.82,92.28
93.37,92.83,93.82,92.35
92.25,92.90,94.13,91.45
92.31,90.58,93.29,90.44
90.78,91.03,92.15,90.64
90.33,89.76,91.39,89.63
90.05,90.11,90.66,89.48
91.19,90.97,91.74,90.46
91.35,91.73,92.12,89.99
92.25,91.36,92.97,91.06
91.36,90.60,91.37,89.53
91.03,91.09,91.94,90.26
91.40,91.85,92.04,90.62
92.27,93.30,93.42,92.01
92.92,93.35,93.67,92.19
93.19,93.83,94.22,93.00
94.25,94.36,95.00,93.18
94.17,93.72,94.93,93.62
93.59,92.50,94.17,92.27
91.40,90.10,91.62,89.24
90.14,89.42,90.92,89.39
88.47,88.29,89.10,88.00
87.18,87.23,88.18,86.38
87.71,85.40,87.81,85.22
85.73,85.27,85.73,84.10
86.30,86.41,87.72,85.47
86.87,84.45,87.03,84.08
84.66,84.90,85.66,83.64
82.76,84.97,85.03,82.00
85.43,84.99,85.70,83.89
84.15,84.71,85.25,82.15
85.22,85.07,85.98,83.90
86.09,86.80,87.42,85.74
86.33,84.80,86.79,84.49
85.35,86.57,87.06,84.73
86.17,84.60,87.02,84.25
85.50,85.10,85.50,84.47
85.58,88.19,88.20,84.58
87.35,88.24,88.84,86.80
87.64,86.82,89.00,86.44
87.79,87.39,87.79,86.25
87.11,88.18,88.78,86.78
88.11,84.70,88.14,84.51
83.52,81.92,84.07,80.52
81.29,83.10,84.13,80.51
83.64,83.94,86.43,83.58
82.65,83.50,84.16,82.64
84.50,84.06,85.22,83.55
84.81,84.05,85.49,83.89
84.51,86.18,86.80,84.23
86.40,85.57,87.10,85.01
85.38,87.59,87.93,85.32
88.20,88.52,89.04,87.25
88.42,86.49,88.42,86.40
85.81,86.54,86.85,85.16
88.38,84.22,88.38,82.45
84.42,84.06,84.94,83.18
84.22,83.02,84.30,82.99
83.43,86.05,86.40,83.43
86.26,86.07,86.96,85.61
86.51,86.26,86.78,85.61
86.07,87.07,87.57,85.38
86.63,87.69,88.07,86.58
86.79,86.18,87.27,86.09
86.33,86.84,86.88,85.31
87.11,86.08,87.85,85.27
86.70,86.53,86.91,86.14
85.72,85.91,86.39,85.52
85.57,86.23,86.43,85.32
86.06,87.08,87.30,86.06
86.78,87.98,88.45,86.63
87.35,87.67,88.61,86.76
87.55,87.52,88.40,87.30
86.69,87.48,87.71,86.69
87.47,87.11,87.92,86.77
86.82,87.30,87.65,86.44
87.38,87.16,87.48,86.50
87.03,88.74,89.07,87.03
88.90,88.57,89.37,88.04
88.57,89.46,89.68,87.91
88.55,90.10,90.11,87.87
90.03,89.23,90.04,89.00
88.59,88.01,88.95,87.94
87.90,89.12,89.36,87.64
88.62,87.26,88.84,86.74
88.00,87.67,88.30,87.30
87.94,87.49,88.30,87.34
87.49,86.57,87.49,86.21
87.41,89.17,89.29,87.07
89.33,88.52,89.46,88.43
88.39,89.81,89.87,87.82
89.35,90.15,90.35,89.20
90.27,90.94,90.99,89.76
90.83,90.87,91.15,89.35
91.14,90.65,91.57,90.28
90.46,91.00,91.28,88.91
90.55,91.49,91.54,90.11
91.29,91.37,91.70,90.70
91.24,91.62,91.74,90.80
91.44,90.56,91.75,89.95
90.49,90.77,91.07,89.50
90.74,92.24,92.48,90.36
91.59,91.30,91.89,90.59
91.14,89.96,91.14,89.51
85.14,83.76,87.68,83.19
81.41,84.61,85.28,81.41
84.45,85.70,86.48,84.16
85.64,86.49,86.62,85.14
86.17,86.15,87.11,85.60
86.67,86.50,87.09,85.69
86.43,85.83,86.88,83.91
86.06,86.49,87.35,86.01
86.36,85.19,87.57,84.75
85.03,85.22,86.29,84.88
84.76,85.01,85.21,83.45
85.12,86.25,86.81,84.82
86.34,86.78,86.87,86.11
87.16,88.63,88.86,86.83
88.75,87.98,89.29,87.37
87.79,88.28,88.95,87.21
88.15,89.06,89.08,87.90
89.26,89.10,90.13,88.88
88.53,88.37,89.04,87.80
88.40,88.95,88.95,87.83
88.09,88.20,88.34,87.09
88.30,88.44,88.93,88.14
88.48,88.49,88.87,88.23
88.71,88.82,88.90,88.10
88.77,88.99,89.03,88.04
87.94,87.47,88.83,86.49
86.60,87.00,87.67,86.25
86.72,87.19,87.46,86.20
87.49,87.59,87.95,87.46
87.41,87.97,88.00,86.89
87.80,87.96,88.33,87.01
88.41,88.98,89.48,88.39
89.17,89.63,90.55,89.15
89.55,89.44,90.53,89.41
90.11,92.41,92.45,90.00
88.53,87.67,89.78,85.05
86.58,85.09,86.58,84.70
85.64,86.58,86.76,85.32
87.34,88.12,88.44,87.25
88.56,90.75,90.76,88.42
90.91,90.65,91.77,90.43
90.03,89.09,90.64,88.90
88.40,89.26,89.45,88.30
89.44,89.68,89.87,88.98
90.43,91.42,91.58,90.06
91.98,91.27,91.98,90.95
91.93,91.85,92.23,91.39
91.92,90.91,92.10,90.84
91.42,91.08,91.97,91.04
91.20,91.14,91.94,90.63
91.35,91.04,91.77,90.86
90.68,90.50,91.36,90.05
90.57,90.46,90.93,90.01
90.44,89.39,90.70,89.24
89.70,90.00,90.14,89.16
90.17,89.99,90.17,89.24
89.83,90.34,90.42,89.40
90.52,89.72,90.52,89.26
89.96,90.07,90.40,89.39
90.25,89.36,90.85,88.99
89.67,90.38,90.39,89.28
90.47,89.30,90.47,88.64
89.40,90.32,90.66,89.10
94.00,92.80,94.42,92.44
93.41,94.84,94.88,90.02
94.97,94.81,95.15,94.41
94.69,95.14,95.19,94.19
94.94,95.93,95.95,93.75
96.00,96.71,96.80,96.00
96.41,96.69,96.76,96.25
96.69,97.47,98.03,96.39
97.37,96.72,97.44,96.67
96.95,97.49,97.55,96.18
97.53,97.43,97.88,97.26
97.22,97.69,97.82,97.04
97.22,97.55,97.90,97.22
97.76,98.29,98.54,97.32
98.39,98.13,98.39,97.86
97.71,98.39,98.97,97.71
98.28,98.51,98.99,97.75
98.51,98.50,98.97,98.26
95.88,95.35,97.98,94.37
95.51,95.09,96.00,94.93
95.04,94.58,95.94,94.26
95.17,95.66,95.70,94.87
95.71,95.30,95.71,94.99
95.04,95.21,95.80,94.93
95.15,94.62,95.15,94.45
93.86,92.61,94.08,92.57
90.47,93.53,93.78,90.47
93.01,92.34,93.12,91.82
92.33,92.40,92.93,92.05
92.01,93.58,93.62,91.25
93.13,91.92,93.46,91.80
92.49,92.12,92.90,91.76
92.70,92.06,92.84,92.06
92.07,93.22,93.38,92.07
93.97,93.21,93.98,92.50
93.00,92.30,93.23,92.28
92.02,91.42,92.42,91.34
91.29,91.84,91.85,90.88
91.97,91.94,92.09,91.38
91.73,91.00,92.02,90.67
91.61,92.61,92.86,91.29
92.62,91.87,92.62,91.76
91.90,91.74,92.61,91.07
92.22,92.38,93.13,91.65
92.30,92.11,92.30,91.56
92.09,91.40,92.32,91.32
91.70,91.57,92.42,91.49
91.35,91.15,91.86,90.34
91.59,91.86,92.10,90.80
91.42,91.75,92.12,90.75
92.00,91.15,92.41,90.96
91.18,90.97,91.59,90.49
92.00,91.39,92.14,91.37
91.33,91.50,92.00,91.10
91.18,91.19,91.81,90.90
90.93,91.11,91.22,90.56
91.36,92.38,92.77,91.36
92.37,91.12,92.37,90.86
90.74,91.10,91.86,90.74
91.67,90.79,91.67,90.47
90.74,91.40,91.84,90.26
91.73,91.35,92.19,91.21
91.42,89.96,91.43,89.19
89.75,89.52,89.85,88.46
86.11,83.49,88.00,83.14
83.20,83.62,84.33,82.28
85.36,85.77,85.80,84.06
85.26,86.94,87.24,85.26
85.89,88.33,88.70,85.40
89.25,87.54,89.56,86.94
87.47,88.90,89.57,86.09
89.23,90.61,90.95,89.08
90.58,91.26,91.69,90.57
90.84,92.88,92.99,90.66
92.85,93.53,93.69,92.12
93.69,93.36,94.40,93.26
93.62,93.77,94.17,93.20
93.25,93.88,94.34,93.25
93.85,94.01,94.23,93.52
93.78,94.48,94.61,93.50
94.15,93.75,94.59,93.58
94.02,94.53,94.68,93.81
94.21,94.03,94.48,93.39
94.38,93.61,94.84,93.31
93.32,93.27,94.16,92.71
93.66,93.84,94.45,93.31
94.18,94.09,94.19,93.26
