ATHN,athenahealth,NASDAQ
88.37,90.12,90.30,86.37
89.18,89.41,90.71,88.16
90.23,89.94,91.00,89.86
90.74,88.94,90.81,88.88
89.44,87.90,89.96,87.77
87.90,84.73,88.05,84.66
85.06,85.02,87.34,83.86
84.73,84.53,85.47,83.57
84.83,84.84,86.69,84.11
85.99,87.75,88.00,85.31
87.78,88.35,89.21,87.78
88.32,86.55,88.88,85.12
86.76,89.07,89.23,86.14
90.00,91.57,92.33,89.80
106.03,109.75,110.00,103.36
110.97,114.29,116.18,109.11
114.39,112.19,115.00,110.93
109.99,114.50,115.50,108.74
115.00,115.01,116.15,113.77
110.59,110.27,113.57,106.76
109.64,113.00,115.76,109.56
109.99,110.21,112.43,109.81
110.94,109.74,112.40,109.46
109.74,109.85,111.30,108.83
109.41,112.39,112.79,107.68
111.99,110.18,112.44,109.75
110.62,111.38,112.42,110.62
111.29,111.95,114.02,110.43
113.19,114.56,115.00,112.43
114.00,114.91,116.44,114.00
114.01,114.91,115.42,112.39
114.19,113.66,114.99,112.56
113.20,114.16,114.69,112.51
115.00,114.91,115.00,113.28
114.34,115.05,116.92,113.71
114.85,115.66,117.54,113.38
112.14,112.27,113.82,110.86
111.72,110.82,114.99,110.71
110.10,108.95,110.79,108.44
108.48,109.47,110.85,108.25
110.06,108.69,112.23,108.62
109.09,108.74,111.21,108.57
108.56,108.51,111.10,107.61
108.88,110.16,111.00,108.01
110.07,109.26,110.47,108.83
109.43,109.11,111.37,108.44
107.88,106.25,108.93,105.47
106.02,106.91,108.54,105.61
106.96,107.17,109.45,106.96
106.87,105.49,106.99,105.21
106.85,106.49,108.01,105.02
105.48,108.87,108.95,105.19
110.73,107.63,110.73,107.38
107.75,107.36,108.32,103.74
107.11,109.20,110.00,107.00
110.44,112.68,112.91,108.88
112.35,112.39,113.55,111.45
112.47,112.84,114.32,112.23
113.00,112.97,113.28,111.88
113.80,114.15,114.59,112.53
113.82,115.66,116.00,113.39
115.22,116.27,117.72,114.76
116.77,114.11,116.98,113.83
114.34,113.51,114.78,112.45
112.94,113.77,114.33,111.68
110.63,108.08,111.56,107.42
107.88,106.04,108.31,104.76
106.38,107.38,107.61,105.36
106.53,109.07,109.42,106.26
108.08,108.58,109.40,107.01
108.86,111.26,111.27,108.16
110.16,112.59,113.30,109.60
112.55,111.98,113.80,109.90
111.77,111.68,113.94,111.64
111.00,111.71,112.80,110.65
112.05,108.87,112.47,108.38
109.05,107.00,109.51,106.17
107.93,110.18,110.39,107.30
109.79,109.49,109.91,108.38
109.32,109.87,110.59,108.78
109.41,107.21,109.47,106.38
107.92,107.17,108.79,106.78
107.03,105.46,108.66,104.66
117.46,130.83,132.48,117.28
133.94,140.13,141.38,133.10
137.90,138.87,141.15,136.02
137.37,141.76,141.86,137.04
141.30,142.75,144.19,140.64
142.75,140.60,143.93,139.24
140.24,138.02,140.24,137.74
138.45,136.89,139.57,135.95
136.96,134.72,138.60,134.42
134.72,133.51,135.55,132.59
133.15,137.16,138.22,132.99
137.50,138.84,140.20,136.13
138.72,142.15,142.79,137.17
142.80,141.60,144.42,139.27
141.77,129.69,142.37,129.32
129.62,133.67,134.23,128.48
133.42,132.58,134.65,131.64
132.52,133.13,133.94,131.24
132.40,134.19,134.25,131.42
133.82,131.44,134.02,130.54
131.17,133.44,134.31,130.07
133.45,130.73,135.64,130.10
131.05,124.49,132.61,124.02
124.50,125.73,127.26,123.66
127.57,129.80,131.80,127.35
130.31,128.29,131.27,127.86
128.88,128.28,129.43,126.54
128.53,128.10,129.10,126.74
128.56,130.03,130.36,127.11
130.87,131.17,132.48,130.10
131.51,134.35,137.87,131.16
133.81,133.09,133.94,130.74
132.26,133.03,133.82,131.35
132.72,131.71,134.00,131.28
133.11,132.11,134.00,130.51
133.85,133.04,136.87,131.45
132.39,133.73,134.55,130.50
133.89,130.85,133.90,128.25
128.50,126.60,133.12,122.70
131.46,131.31,136.03,129.76
130.02,130.58,132.25,124.87
130.23,130.04,131.00,127.73
129.89,131.93,132.60,128.16
131.81,128.41,132.66,127.40
128.29,132.53,134.31,128.29
132.95,134.51,134.96,132.39
134.60,133.53,134.89,131.81
133.78,133.83,134.75,131.74
134.27,132.94,134.98,130.33
132.78,133.30,134.78,132.29
133.56,134.50,136.50,132.15
133.83,131.55,134.40,130.52
131.77,133.02,133.68,130.97
133.43,130.00,134.57,128.43
131.20,133.09,134.24,129.32
133.11,134.89,134.99,132.20
135.00,135.11,135.71,131.80
135.23,135.68,136.03,131.83
135.56,131.25,136.91,130.10
132.18,135.55,136.11,130.16
136.48,134.76,136.98,133.52
135.12,138.53,138.63,134.33
137.86,139.34,140.71,136.01
140.25,139.95,140.95,138.35
139.57,140.27,143.83,139.55
139.80,140.79,141.64,138.13
139.69,140.01,141.39,138.40
140.27,139.49,141.84,137.61
139.62,140.89,142.57,138.35
139.25,139.43,142.53,138.95
141.51,145.29,148.45,139.54
142.95,147.43,148.55,142.72
147.33,140.04,148.49,138.86
140.39,141.43,143.61,138.31
141.14,141.51,142.58,138.84
142.38,139.08,143.27,137.72
156.57,173.93,177.79,156.57
174.21,178.26,180.00,171.50
176.17,182.50,182.57,175.66
181.85,181.18,184.82,179.36
184.04,186.69,186.97,180.71
186.90,189.01,189.72,185.02
198.13,193.51,198.39,191.18
192.40,191.67,194.78,189.61
191.58,196.27,197.02,189.18
197.25,195.04,201.33,194.57
196.17,198.60,202.67,196.17
201.99,201.28,202.36,195.87
200.66,202.59,206.70,200.00
202.49,200.96,204.45,199.94
200.00,193.87,203.28,192.29
191.37,195.05,195.43,188.66
196.13,204.41,206.19,195.33
202.77,195.07,203.56,191.58
195.91,191.00,196.28,190.98
191.95,185.16,193.29,184.22
180.45,183.04,185.00,179.43
183.80,178.92,184.32,178.08
178.36,179.74,181.49,178.00
181.55,178.22,184.02,177.23
177.08,175.50,181.35,175.34
177.35,174.91,180.50,174.64
175.67,183.47,183.74,174.50
182.77,178.33,183.94,175.73
177.63,178.42,178.81,174.69
179.00,170.88,179.41,170.55
171.66,165.41,172.88,163.00
166.91,164.31,171.00,161.01
165.05,161.47,165.05,159.64
161.68,160.42,163.00,157.01
161.22,159.39,164.12,158.36
161.00,160.24,164.48,158.52
161.59,162.56,165.19,158.64
163.78,166.19,166.47,160.04
166.32,165.38,168.18,162.28
165.74,147.16,165.74,145.62
147.29,143.69,147.29,141.64
143.42,146.45,150.38,141.69
147.47,155.22,155.94,145.50
154.56,142.50,155.93,140.35
141.00,139.13,142.06,136.11
141.33,140.29,143.75,136.19
139.99,139.92,141.99,135.01
141.03,147.87,149.26,139.53
148.99,145.58,149.01,142.24
139.99,135.59,144.18,132.65
135.93,134.12,136.99,128.85
138.79,134.97,140.19,134.60
136.31,129.56,136.42,128.67
128.02,127.81,128.29,123.60
127.90,124.14,129.38,119.18
124.02,123.86,126.65,122.55
122.98,123.64,124.88,121.24
123.86,125.52,129.38,121.12
123.02,126.81,128.15,122.50
125.03,126.78,128.33,124.04
110.96,109.20,114.00,107.70
105.78,107.85,108.02,97.30
105.22,106.84,110.69,104.25
106.38,113.02,114.00,105.28
113.79,121.07,121.52,113.79
121.14,118.50,123.94,118.21
117.50,116.83,120.21,115.75
115.66,114.20,116.00,111.84
114.77,113.55,115.34,111.63
112.57,114.55,116.10,112.26
114.38,114.36,115.31,110.73
117.11,113.23,117.13,113.12
113.16,117.57,119.00,112.40
117.89,120.92,121.26,116.80
122.08,125.96,126.04,119.60
126.03,127.04,128.71,124.32
127.03,129.81,130.23,126.18
129.40,126.91,129.40,125.67
126.75,126.06,127.40,125.02
125.40,129.03,130.10,123.84
128.40,127.07,128.94,125.37
126.90,129.15,130.00,125.44
129.88,128.90,130.21,127.69
129.41,128.22,130.51,127.46
127.38,124.71,127.38,122.71
123.76,125.15,126.92,122.06
125.44,124.56,126.06,122.00
125.76,124.50,127.66,123.70
124.04,128.13,128.49,123.02
128.76,133.60,135.87,128.76
134.11,131.40,136.32,128.82
132.34,129.32,132.53,128.34
130.04,125.90,130.32,123.94
126.48,123.97,126.97,122.74
123.96,122.98,124.74,122.37
124.35,130.74,131.75,122.40
130.58,128.59,131.63,127.37
127.32,127.09,129.58,125.04
127.56,125.13,129.50,124.40
126.26,130.43,131.01,125.14
130.38,128.80,131.86,127.67
129.40,130.75,132.33,128.59
130.85,128.97,131.75,128.69
128.19,123.08,129.65,120.69
123.13,121.95,124.98,121.00
118.38,126.59,128.31,118.00
126.60,127.00,128.75,124.82
127.56,128.31,129.49,125.67
128.33,127.34,129.98,127.03
128.07,130.53,130.76,127.31
129.80,127.78,130.68,127.00
124.39,124.60,127.40,117.62
124.42,124.39,124.76,121.79
125.13,126.36,127.92,123.93
127.08,130.82,131.64,126.42
130.67,133.11,134.66,130.50
132.41,132.04,134.00,131.04
132.54,132.68,133.63,128.31
132.70,133.37,134.42,131.63
134.22,130.80,135.16,130.28
129.57,124.40,130.00,124.00
125.20,121.59,125.25,119.78
122.15,123.66,124.76,120.01
123.48,124.81,125.74,122.77
123.01,123.40,124.61,119.94
124.68,123.68,125.36,122.50
123.61,126.96,128.61,123.02
127.37,131.31,131.62,126.21
131.09,130.07,132.99,129.29
130.79,131.84,132.50,129.73
130.93,131.25,132.21,129.82
132.26,131.03,133.49,128.54
131.80,133.15,133.59,130.97
132.90,133.93,134.82,132.43
133.15,132.54,134.37,130.49
133.00,132.11,134.33,130.57
132.06,133.48,133.87,130.62
134.30,135.90,139.46,134.29
136.41,142.60,142.60,135.50
142.15,143.07,145.99,141.31
142.92,144.14,145.91,142.92
144.28,144.44,146.05,142.18
145.20,145.15,146.15,144.09
145.16,143.05,146.34,142.84
144.09,142.01,144.69,141.64
141.50,142.03,142.47,139.52
141.49,141.49,142.73,139.94
141.01,139.04,141.39,138.27
139.32,138.78,139.32,137.23
137.74,138.50,139.05,136.79
138.43,134.98,139.35,134.68
134.85,129.55,136.00,128.72
129.20,129.23,130.03,127.59
128.74,128.23,129.90,128.02
128.95,129.74,131.23,127.19
130.72,135.11,136.85,130.17
134.35,130.04,136.16,127.78
129.32,130.42,131.81,128.92
131.25,130.88,131.96,129.32
132.95,127.86,132.95,126.06
129.05,129.55,129.82,127.60
128.27,133.11,133.24,128.27
133.15,131.69,133.67,130.99
131.84,127.50,132.29,127.06
128.41,133.00,133.65,127.18
134.42,133.90,136.97,132.52
134.43,128.74,134.84,128.06
128.77,124.52,128.77,124.34
124.38,130.02,130.25,122.68
129.56,126.55,129.56,125.99
126.08,121.93,127.19,121.64
122.33,122.03,125.49,118.98
123.92,121.72,125.42,120.56
119.76,122.22,123.35,117.75
120.76,120.49,123.92,120.01
116.06,111.76,117.56,107.88
110.46,113.12,113.80,110.46
113.87,113.76,117.46,112.50
113.66,112.56,115.80,112.11
113.00,116.04,117.27,112.98
116.56,117.97,118.10,115.00
117.15,116.92,117.84,115.42
117.21,119.25,119.92,116.16
119.01,120.55,121.30,117.58
120.52,120.34,121.19,118.92
122.19,122.50,122.83,120.37
120.65,123.65,125.43,120.65
122.75,123.20,123.99,122.37
123.86,124.23,124.66,122.73
123.90,125.76,127.20,123.30
124.90,123.82,125.69,121.60
124.24,123.48,126.46,121.28
123.40,122.67,123.81,120.54
121.70,123.18,123.23,120.30
123.75,124.42,124.82,122.65
124.03,125.03,125.43,123.22
124.65,123.59,125.03,122.50
123.78,124.94,125.57,123.02
124.91,123.51,125.23,122.61
116.87,118.25,118.95,115.64
119.05,117.42,119.86,114.74
118.12,121.19,121.57,116.54
121.14,119.20,121.76,118.87
119.64,117.26,120.13,116.72
117.09,117.30,119.60,116.03
117.18,117.58,118.53,116.27
117.56,116.83,118.41,115.00
116.47,118.22,118.59,116.02
117.88,116.87,119.02,116.19
117.51,118.12,119.98,117.21
117.91,121.83,123.20,117.91
119.39,121.69,122.16,118.50
121.70,119.43,123.50,118.47
118.24,133.00,135.18,118.03
130.89,128.22,136.10,128.05
129.55,130.11,132.06,127.33
129.08,128.94,131.64,128.16
129.57,132.88,133.01,128.73
134.90,136.72,137.09,133.38
136.58,139.26,139.74,135.20
139.63,142.64,143.00,137.62
142.49,151.50,151.65,141.91
151.00,149.72,153.25,149.40
150.00,149.19,150.41,147.61
149.00,150.56,151.71,147.76
150.16,148.04,150.75,147.00
147.71,145.70,149.65,145.48
147.09,147.99,149.72,145.25
146.57,143.79,147.91,142.29
144.77,141.23,144.92,139.23
142.86,143.85,143.92,141.24
145.08,144.79,146.91,142.99
144.79,140.98,145.75,140.26
141.31,139.60,141.87,138.67
140.42,140.25,142.73,137.24
139.50,141.19,144.04,138.76
142.00,138.97,142.79,138.32
139.36,140.22,140.76,137.55
140.50,143.19,144.22,138.12
142.75,145.78,146.00,141.80
146.09,146.32,146.76,143.22
145.95,148.50,149.71,143.80
148.16,149.54,151.25,147.94
147.91,145.75,148.98,144.00
146.67,142.58,146.67,141.72
143.50,143.26,143.50,140.21
142.32,139.71,142.65,139.05
140.04,138.36,141.26,135.11
139.72,139.85,141.34,137.48
143.88,142.10,145.16,140.44
142.00,146.31,147.25,139.79
148.00,145.18,152.75,142.91
144.55,136.28,144.55,135.02
136.00,133.31,137.38,132.26
132.65,128.16,132.89,128.02
128.68,129.65,129.91,127.02
129.16,134.60,134.74,129.16
134.90,133.45,135.61,130.02
132.81,132.39,133.46,130.34
132.03,132.59,133.36,131.06
132.30,132.96,133.52,131.44
132.25,129.09,134.09,128.89
128.71,131.02,131.28,128.71
131.14,130.58,132.58,129.31
130.80,131.29,131.61,128.52
130.42,127.07,130.84,126.18
126.41,129.25,129.36,126.41
128.71,126.70,128.96,126.04
126.01,123.87,126.37,122.76
123.41,123.19,124.94,122.51
123.19,121.73,123.19,120.32
122.40,123.11,123.21,119.53
121.17,120.57,122.18,118.78
121.15,122.25,122.69,119.40
122.29,122.46,123.25,121.67
122.22,124.44,124.60,121.99
125.47,124.53,127.00,124.01
123.98,122.25,124.60,121.63
121.90,124.90,126.24,121.81
126.05,126.81,128.33,124.71
127.45,125.13,129.06,124.30
124.25,123.80,125.12,123.04
124.21,123.18,125.59,122.60
123.19,120.50,124.43,119.71
120.08,120.11,121.97,119.30
120.38,120.37,122.34,119.93
120.58,119.58,121.10,119.16
119.05,119.39,120.50,118.10
118.83,118.79,120.59,117.13
118.77,117.65,120.06,116.12
116.56,122.16,122.81,115.83
121.68,116.24,123.93,114.57
116.20,117.10,120.05,115.42
117.31,121.66,122.31,117.31
121.57,120.56,122.73,119.09
126.01,127.13,130.80,123.20
126.28,126.24,126.99,124.02
126.76,125.48,127.51,124.36
125.41,129.29,129.50,125.32
128.10,127.18,128.25,125.60
127.50,123.28,127.99,123.21
123.59,121.51,124.20,120.75
121.65,120.16,122.19,119.33
119.50,122.00,123.42,118.38
122.61,125.30,126.97,120.59
124.78,126.02,127.33,124.36
125.75,125.01,127.50,122.65
124.70,127.02,127.48,122.78
126.00,122.66,126.91,122.33
127.62,113.59,128.70,112.77
114.31,115.46,117.50,112.32
114.80,113.46,116.11,112.24
113.55,114.11,114.85,111.14
114.19,115.10,115.64,113.33
115.05,115.96,117.94,115.05
116.00,117.14,118.12,115.52
116.08,118.33,119.16,114.77
118.26,119.80,120.48,117.34
120.32,120.02,120.98,119.02
119.64,120.09,120.76,119.31
119.74,120.85,121.24,119.17
121.64,120.18,121.64,119.62
120.25,121.88,122.81,119.83
121.62,120.87,122.46,120.32
120.40,121.27,122.16,119.90
120.81,120.16,121.27,119.52
120.15,122.07,122.84,119.56
121.53,123.03,123.10,120.20
121.24,116.60,121.24,115.50
117.31,115.98,117.37,115.18
115.32,115.44,116.38,114.94
115.91,118.57,119.01,115.13
118.13,116.71,119.03,116.51
116.75,117.63,118.01,115.34
117.40,117.94,118.48,116.71
117.74,117.99,118.56,116.51
118.63,118.29,118.63,116.89
118.34,118.86,119.29,117.42
117.91,117.74,118.43,116.85
117.40,118.46,118.56,116.03
119.02,117.57,119.04,117.24
117.99,118.20,119.15,117.50
120.00,119.75,122.00,119.41
120.35,119.88,120.55,117.79
120.52,119.88,121.86,119.26
119.72,117.35,120.00,117.10
117.41,114.10,117.41,112.79
114.86,115.13,115.41,112.85
115.39,115.68,115.88,113.92
113.92,114.03,116.01,113.78
115.08,114.58,115.08,113.74
115.00,114.38,116.78,113.77
114.17,114.26,114.97,112.65
113.61,113.46,114.66,112.46
113.72,113.84,114.09,110.68
112.83,111.77,113.61,111.57
112.94,113.90,114.31,112.65
114.63,114.53,116.84,114.09
114.97,114.02,115.03,113.57
113.19,113.34,114.19,112.70
113.50,113.57,114.00,111.91
113.23,114.28,115.95,113.09
114.77,115.71,115.94,113.86
116.10,118.32,118.52,115.23
117.32,115.95,118.19,114.72
115.26,117.15,117.59,115.26
118.33,122.54,124.47,118.14
122.20,128.97,133.70,122.20
128.97,136.68,137.86,128.56
136.65,136.33,137.50,134.17
135.64,138.28,138.84,135.62
137.23,139.10,140.74,136.39
139.08,139.96,141.49,137.64
139.79,139.46,140.67,138.08
139.00,134.80,139.62,134.38
135.02,134.62,136.10,132.82
135.13,132.82,135.70,131.84
132.64,135.34,135.88,132.37
135.31,134.18,136.70,133.52
133.59,135.02,136.11,131.92
134.08,135.25,135.85,132.01
135.00,136.94,138.00,134.58
136.69,138.47,138.99,136.21
138.34,142.14,142.48,137.51
141.49,139.04,143.00,138.84
139.08,138.96,140.04,137.17
138.31,135.79,139.00,135.76
134.15,131.23,135.61,131.08
126.90,127.41,132.22,124.00
131.30,128.31,132.35,128.02
130.67,131.42,131.65,126.79
131.97,134.56,136.22,131.76
133.63,135.77,137.37,133.50
135.79,132.97,135.83,131.55
130.52,130.03,132.86,129.28
131.09,131.96,131.98,127.68
131.96,132.35,133.06,130.95
130.55,132.97,133.70,130.10
134.00,136.59,137.32,133.07
137.96,134.79,138.36,134.53
134.16,135.76,136.89,133.21
135.27,136.05,137.17,134.76
136.50,136.09,136.84,133.44
135.77,139.40,139.96,135.52
139.42,140.07,140.49,137.79
139.80,143.88,146.80,139.80
141.57,140.76,143.83,140.55
141.76,138.59,142.70,137.99
137.04,138.60,138.88,135.28
139.00,140.64,142.84,137.77
140.62,139.56,141.18,136.75
140.97,135.11,140.97,134.00
134.10,128.23,135.77,127.19
128.30,130.21,133.80,127.23
131.29,133.35,134.61,129.41
133.02,131.94,134.00,128.32
130.74,137.30,137.36,130.29
138.59,139.16,140.44,137.31
139.45,135.77,139.45,131.80
135.99,138.13,139.11,133.37
137.45,135.24,137.64,131.85
134.93,139.41,139.66,134.43
139.07,140.63,141.37,137.24
140.05,141.89,144.40,140.05
142.54,139.50,144.22,139.02
139.94,141.45,141.79,138.68
137.65,133.89,138.85,132.87
133.15,133.10,135.60,131.81
132.88,134.35,135.16,131.66
133.54,133.79,135.99,131.54
133.96,128.09,135.91,127.25
146.99,163.37,163.79,144.98
159.81,149.74,160.00,149.02
149.21,149.43,151.15,148.14
149.63,150.20,151.81,146.69
149.20,151.74,151.89,148.07
151.41,152.45,154.63,151.30
152.35,156.93,157.70,151.75
156.59,162.66,163.02,155.60
162.16,160.50,163.79,160.02
160.00,161.03,162.48,159.02
160.17,163.69,164.68,159.02
163.37,165.07,165.98,161.68
164.24,166.41,168.59,164.24
167.44,165.88,168.00,165.02
165.23,162.09,166.06,161.65
161.04,161.21,163.08,159.65
161.74,162.98,164.18,160.24
158.10,153.82,158.25,148.55
154.50,155.91,157.90,154.22
157.26,157.74,158.77,155.92
157.80,157.25,160.15,156.82
157.86,158.37,159.94,155.13
158.13,164.53,166.24,158.13
164.69,166.77,167.69,164.69
167.00,167.20,170.22,166.10
167.11,167.75,168.94,166.42
168.75,167.87,170.42,166.97
166.97,166.42,168.00,165.31
166.90,164.94,167.78,163.57
165.52,162.83,165.52,161.02
163.19,164.50,164.50,160.02
162.91,161.57,163.87,161.44
160.89,160.80,163.96,158.79
163.18,163.58,165.74,159.58
161.55,159.31,162.64,159.00
159.78,156.90,161.44,156.00
157.51,155.10,159.38,153.57
155.42,155.84,156.86,153.52
155.67,157.30,158.24,153.52
155.83,155.55,156.80,153.52
156.04,156.91,157.56,153.96
157.50,159.80,161.47,156.06
160.09,161.15,161.82,158.03
161.36,162.78,163.89,160.52
162.00,163.85,164.51,161.37
164.72,166.49,167.10,163.44
166.59,163.78,167.20,163.46
162.98,160.97,164.81,160.40
159.06,158.23,159.52,154.55
158.77,163.22,165.54,158.77
160.64,165.30,167.46,160.03
162.42,159.30,167.08,158.35
160.24,159.93,162.97,159.22
160.81,154.08,161.45,151.56
154.85,157.17,158.20,154.24
158.16,154.41,158.69,152.10
155.00,151.74,155.34,148.75
148.86,149.57,152.22,145.22
149.91,142.54,152.17,141.98
141.22,141.90,144.99,136.80
142.03,139.50,142.21,139.03
142.44,143.91,147.49,139.77
142.33,143.54,145.39,142.33
143.76,141.98,143.93,140.50
141.44,142.90,143.37,140.11
144.07,138.29,144.39,137.21
138.78,141.80,142.54,138.32
141.08,142.59,143.89,138.59
141.57,141.08,141.78,140.00
141.57,141.24,142.09,139.02
140.47,142.26,145.26,139.20
139.02,124.00,139.02,123.93
123.73,118.63,123.96,115.56
117.67,118.31,121.31,115.75
119.53,117.24,120.00,115.47
115.60,116.97,118.05,114.59
118.34,118.14,119.16,116.67
118.98,127.26,127.99,118.24
126.88,128.83,130.98,126.62
129.42,126.39,129.42,124.39
125.64,125.98,126.54,123.27
127.56,127.30,128.33,126.21
126.50,124.75,127.69,123.50
124.00,126.91,127.77,122.44
126.73,126.97,127.97,123.69
127.32,128.32,128.99,125.52
127.99,129.07,130.24,127.00
129.53,132.37,132.63,127.93
132.17,131.23,133.00,129.99
130.73,134.35,134.57,127.11
133.35,136.33,138.12,131.82
135.65,138.74,139.59,135.02
139.00,138.36,139.33,135.50
138.60,137.57,139.50,135.98
138.57,134.52,140.94,134.11
136.36,136.12,136.49,134.52
135.53,134.65,136.32,134.50
133.99,131.16,134.59,131.00
131.25,132.26,133.22,129.80
132.21,129.96,133.04,126.43
130.20,134.18,134.78,129.10
134.06,134.62,135.14,133.24
133.62,135.79,136.34,133.25
135.83,132.74,136.48,132.22
132.13,133.58,134.14,131.85
133.59,134.10,134.64,132.58
133.48,136.30,136.48,132.70
137.24,137.92,138.50,136.02
137.64,138.78,140.38,136.95
137.72,139.17,139.54,136.85
139.60,140.28,141.73,138.01
139.33,139.39,140.48,138.88
139.19,140.04,140.90,138.45
139.28,137.65,139.93,136.41
138.51,136.27,138.51,134.76
136.75,134.04,137.94,133.60
134.39,134.88,135.60,133.13
135.49,137.78,137.94,134.97
136.78,133.89,137.24,131.86
134.01,136.23,136.63,132.83
135.43,136.75,137.57,134.27
137.22,135.46,138.58,134.64
135.02,137.72,138.60,134.52
137.93,134.16,137.93,133.20
134.28,138.31,139.16,134.28
138.64,141.83,143.54,137.98
142.47,142.28,143.84,140.31
141.82,139.80,143.39,139.34
139.25,138.91,141.00,138.15
142.01,133.30,142.99,127.80
133.27,132.66,133.27,131.41
131.15,128.15,131.72,126.59
127.99,128.62,128.79,127.00
129.28,128.49,129.35,127.70
127.54,128.23,128.88,126.29
127.80,130.87,132.15,127.80
130.66,131.62,132.22,128.86
130.90,130.16,132.57,129.95
130.92,130.27,131.14,129.04
129.77,129.54,130.15,128.53
129.57,131.14,131.79,129.11
131.35,130.47,133.19,130.01
130.02,130.91,131.50,129.25
129.98,129.25,131.83,128.11
122.00,123.14,126.76,120.10
123.61,124.52,125.72,123.57
125.35,125.92,127.03,124.49
126.28,125.52,126.65,124.03
125.65,124.07,125.93,124.00
124.86,125.97,126.53,124.39
126.14,126.87,127.09,125.07
126.86,127.60,128.04,124.90
127.33,130.91,131.77,126.38
129.69,128.68,130.00,128.02
128.51,131.18,131.22,128.20
131.07,132.13,132.48,130.60
132.05,134.03,134.50,131.50
133.22,133.90,135.80,131.45
132.73,132.04,133.70,131.62
131.60,130.04,133.13,129.90
129.54,129.84,130.73,128.64
129.37,129.25,130.93,128.81
128.99,129.79,130.56,126.76
130.43,128.64,131.13,128.12
130.02,129.92,131.59,129.09
130.33,129.96,131.20,129.19
129.69,128.88,129.97,127.22
129.98,132.82,132.90,129.10
128.65,131.76,131.91,128.65
130.38,126.89,131.24,126.00
128.09,130.12,130.50,127.24
130.98,135.90,136.46,130.86
136.90,138.01,138.88,135.02
137.78,138.14,139.79,136.62
137.77,137.53,138.00,135.79
137.18,138.42,139.02,136.26
138.37,139.92,140.32,137.65
140.28,140.27,141.79,139.72
141.40,140.72,141.88,140.38
141.48,140.09,142.40,139.98
140.28,140.06,141.43,138.28
140.97,138.84,141.57,137.82
139.73,138.82,139.85,137.94
138.99,138.06,139.65,136.30
137.38,136.21,138.42,135.28
135.90,138.58,139.89,135.90
139.05,137.20,139.70,136.08
123.00,124.92,126.00,120.00
124.43,123.73,124.47,122.74
123.33,129.20,129.40,123.24
128.95,128.38,129.91,128.06
128.65,128.88,130.23,128.57
128.20,127.79,128.40,127.18
128.37,128.60,128.90,127.76
128.25,124.60,128.25,122.59
124.27,125.96,126.30,124.21
126.17,126.11,126.76,125.61
126.17,126.79,127.31,125.84
126.97,126.38,127.69,126.33
125.92,125.80,127.09,125.32
125.67,125.19,125.88,124.28
125.01,124.95,126.06,124.76
124.87,124.24,125.37,123.25
124.02,124.49,125.24,123.58
124.02,123.01,124.02,122.73
123.21,121.82,123.99,119.87
122.20,121.46,122.39,120.06
120.55,122.10,122.46,120.55
122.29,121.98,123.39,121.00
122.76,124.68,125.57,122.08
124.52,123.81,125.04,123.65
123.55,124.19,125.01,122.95
124.30,122.09,124.98,120.49
122.20,122.89,123.41,121.80
122.50,122.46,123.07,121.30
122.66,122.43,123.77,120.72
123.05,123.13,123.65,121.61
123.20,123.61,123.82,122.56
123.29,123.76,124.69,122.39
123.36,125.30,125.57,123.36
125.04,121.69,125.23,121.40
121.11,120.12,121.93,119.88
119.91,121.37,121.90,119.82
120.86,120.35,121.90,119.89
120.50,118.19,120.90,118.04
118.44,122.30,122.77,117.80
121.79,123.62,124.34,121.11
124.28,122.37,124.98,122.12
122.67,121.03,123.29,120.98
120.87,121.64,121.82,120.20
121.89,124.62,125.85,121.83
123.60,123.83,125.18,122.63
123.55,123.69,123.82,122.57
123.80,124.01,125.08,123.29
124.23,124.58,124.95,123.71
124.47,124.07,124.92,122.98
124.34,126.12,126.53,123.54
125.29,124.58,126.46,123.52
125.26,124.23,125.62,123.24
124.07,124.95,127.28,123.92
125.67,125.38,126.17,124.66
125.57,125.97,126.72,124.83
129.58,129.96,132.84,128.70
129.70,126.93,129.70,125.84
126.47,127.30,128.00,125.99
126.08,126.34,127.48,124.99
127.54,123.42,127.54,122.91
123.54,123.50,124.93,122.00
124.67,123.54,125.59,122.76
122.89,121.59,123.70,121.28
121.96,119.45,122.59,118.00
114.00,112.57,115.00,110.00
112.99,112.96,113.98,112.29
111.87,108.37,112.42,108.02
106.86,105.85,107.02,104.00
105.77,101.73,105.77,100.70
100.01,103.01,104.42,100.01
103.82,103.32,103.82,102.03
103.23,101.21,103.57,99.88
100.96,102.38,102.75,98.80
102.15,99.85,103.23,99.74
99.68,99.51,100.60,99.02
99.77,103.53,103.63,99.07
102.64,101.78,103.35,101.65
99.95,101.03,101.37,97.70
102.02,100.54,103.86,100.00
100.12,102.81,103.09,99.02
102.54,101.81,103.33,101.33
102.49,103.11,103.64,100.01
103.14,103.05,104.18,102.23
103.00,105.41,107.78,103.00
105.27,102.86,105.39,101.87
102.89,101.89,104.51,101.45
101.35,102.70,102.79,100.62
102.87,102.97,104.77,100.07
103.43,102.38,103.43,101.90
101.52,100.17,103.28,99.87
100.06,94.15,100.95,94.06
94.02,94.60,96.23,91.83
94.60,92.41,96.05,91.46
93.49,95.98,97.88,92.61
96.09,97.22,98.72,96.09
96.50,93.83,96.50,93.11
