DGICB,Donegal Group,NASDAQ
16.80,16.80,16.80,16.80
16.80,16.80,16.80,16.80
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.21,17.27,17.27,17.21
17.20,17.68,17.68,17.20
17.68,17.68,17.68,17.68
17.68,17.68,17.68,17.68
16.18,16.25,17.00,16.14
17.00,16.58,17.06,16.58
16.58,16.58,16.58,16.58
17.39,17.40,17.40,17.39
17.29,17.29,17.29,17.29
17.29,17.29,17.29,17.29
17.29,17.29,17.29,17.29
16.08,16.08,16.08,16.08
16.08,16.08,16.08,16.08
16.12,16.03,16.12,16.03
16.03,16.03,16.03,16.03
17.21,17.21,17.21,17.21
17.21,17.21,17.21,17.21
17.21,17.21,17.21,17.21
17.21,17.21,17.21,17.21
16.40,16.40,16.40,16.05
17.21,17.22,17.22,17.21
17.22,17.22,17.22,17.22
17.22,17.22,17.22,17.22
17.22,17.22,17.22,17.22
17.80,17.88,17.88,17.80
16.53,16.53,16.53,16.53
16.53,16.53,16.53,16.53
16.53,16.53,16.53,16.53
16.53,16.53,16.53,16.53
16.53,16.53,16.53,16.53
16.31,16.31,16.31,16.31
16.86,16.75,16.86,16.75
16.75,16.75,16.75,16.75
16.75,16.75,16.75,16.75
16.75,16.75,16.75,16.75
16.75,16.75,16.75,16.75
16.75,16.75,16.75,16.75
16.74,17.75,17.89,16.74
17.75,17.75,17.75,17.74
17.75,18.46,18.46,17.75
17.17,17.17,17.17,17.17
17.17,17.17,17.17,17.17
17.17,17.17,17.17,17.17
18.21,18.21,18.21,18.21
18.21,18.21,18.21,18.21
18.21,18.21,18.21,18.21
18.51,19.00,19.19,18.50
19.00,19.00,19.00,19.00
16.47,16.47,16.47,16.47
17.02,16.92,17.80,16.92
18.46,17.72,18.46,17.72
17.72,17.72,17.72,17.72
17.72,17.72,17.72,17.72
17.72,17.72,17.72,17.72
17.72,17.72,17.72,17.72
17.72,17.72,17.72,17.72
17.69,17.70,17.70,17.69
17.70,17.70,17.70,17.70
17.70,17.70,17.70,17.70
18.49,19.16,19.16,18.49
18.54,18.54,18.54,18.54
18.54,18.54,18.54,18.54
17.47,18.07,18.07,16.87
18.81,19.00,19.00,18.81
19.00,19.00,19.00,19.00
18.12,18.00,18.12,17.02
18.00,18.00,18.00,18.00
18.00,18.00,18.00,18.00
18.00,18.00,18.00,18.00
18.00,18.00,18.00,18.00
18.00,18.00,18.00,18.00
18.00,18.00,18.00,18.00
18.00,18.00,18.00,18.00
17.57,17.57,17.57,17.57
17.57,17.57,17.57,17.57
17.57,17.57,17.57,17.57
17.51,17.51,17.51,17.51
17.51,17.51,17.51,17.51
17.51,17.51,17.51,17.51
17.81,17.81,17.81,17.81
16.81,17.62,17.62,16.26
17.48,17.42,17.48,17.42
17.42,17.42,17.42,17.42
17.42,17.42,17.42,17.42
18.00,17.92,18.00,17.92
17.92,17.92,17.92,17.92
17.92,17.92,17.92,17.92
17.92,17.92,17.92,17.92
17.92,17.92,17.92,17.92
17.92,17.92,17.92,17.92
17.92,17.92,17.92,17.92
17.23,16.75,17.48,16.18
16.75,16.75,16.75,16.75
16.75,16.75,16.75,16.75
16.75,16.75,16.75,16.75
16.75,16.75,16.75,16.75
16.75,16.75,16.75,16.75
16.75,16.75,16.75,16.75
16.75,16.75,16.75,16.75
16.75,16.75,16.75,16.75
16.75,16.75,16.75,16.75
16.75,16.75,16.75,16.75
16.75,16.75,16.75,16.75
16.75,16.75,16.75,16.75
16.75,16.75,16.75,16.75
15.84,15.84,15.84,15.84
15.84,15.84,15.84,15.84
15.84,15.84,15.84,15.84
16.92,17.26,17.26,16.92
17.26,17.26,17.26,17.26
17.26,17.26,17.26,17.26
16.27,16.13,16.27,16.13
16.13,16.13,16.13,16.13
16.98,17.16,17.16,16.98
17.76,17.76,17.76,17.76
17.76,17.76,17.76,17.76
17.76,17.76,17.76,17.76
17.76,17.76,17.76,17.76
15.93,17.00,17.11,15.93
17.00,17.00,17.01,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
14.59,15.56,15.88,14.59
15.56,15.56,15.56,15.56
16.25,16.64,17.00,16.25
16.99,17.00,17.00,16.99
17.00,17.00,17.00,17.00
17.17,17.17,17.17,17.17
17.17,17.17,17.17,17.17
17.17,17.17,17.17,17.17
17.03,17.03,17.03,17.03
17.03,17.03,17.03,17.03
17.48,17.48,17.48,17.48
17.48,17.48,17.48,17.48
17.48,17.48,17.48,17.48
17.48,17.48,17.48,17.48
17.48,17.48,17.48,17.48
17.48,17.48,17.48,17.48
17.48,17.48,17.48,17.48
17.48,17.48,17.48,17.48
15.37,15.50,15.50,15.37
15.50,15.50,15.50,15.50
15.50,15.50,15.50,15.50
15.50,15.50,15.50,15.50
15.50,15.50,15.50,15.50
15.50,15.50,15.50,15.50
15.50,15.50,15.50,15.50
15.50,15.50,15.50,15.50
15.50,15.50,15.50,15.50
16.82,16.82,16.82,16.82
16.82,16.82,16.82,16.82
16.82,16.82,16.82,16.82
16.82,16.82,16.82,16.82
16.82,16.82,16.82,16.82
17.26,17.26,17.26,17.26
17.26,17.26,17.26,17.26
17.05,16.16,17.05,16.16
17.02,17.20,17.30,16.99
17.20,17.20,17.20,17.20
16.01,16.01,16.01,16.01
16.01,16.01,16.01,16.01
18.30,17.99,18.30,17.99
17.99,17.99,17.99,17.99
17.99,17.99,17.99,17.99
17.99,17.99,17.99,17.99
17.90,17.18,17.90,17.18
17.20,17.00,17.23,16.99
17.00,17.00,17.00,17.00
17.11,17.00,17.11,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
