SPB,Spectrum Brands Holdings,NASDAQ
58.02,58.17,58.35,57.25
57.44,57.40,57.67,56.31
57.68,56.36,57.68,56.11
56.79,57.00,57.39,56.73
57.33,58.12,58.26,56.68
57.83,56.87,58.08,56.61
57.17,57.84,58.78,56.53
57.88,57.32,58.02,56.89
56.95,57.05,57.23,56.69
57.72,57.30,57.87,56.98
57.45,56.60,57.73,56.60
57.00,56.60,57.29,56.55
56.43,56.16,56.56,55.71
56.85,57.30,57.80,56.60
57.10,57.77,58.08,56.50
57.91,58.00,58.26,56.93
57.87,57.02,57.87,56.24
57.33,57.32,57.47,56.70
57.20,58.09,58.31,57.20
58.07,57.88,58.74,57.80
57.80,57.39,57.82,56.78
57.34,56.79,57.59,56.55
56.90,56.54,57.03,56.28
56.32,56.40,56.73,56.22
56.06,56.20,56.41,56.06
56.21,56.31,56.67,56.05
56.62,56.62,56.85,56.27
56.83,56.42,56.92,56.42
56.78,56.70,57.33,56.51
56.49,58.70,58.84,56.49
58.80,58.92,59.45,58.42
58.66,61.29,63.51,58.08
60.98,59.61,61.13,59.58
60.03,62.38,62.42,58.95
62.38,62.34,63.14,62.01
61.89,64.23,64.25,61.89
64.35,64.66,65.27,64.22
64.71,63.92,65.05,63.43
63.27,62.27,63.74,62.22
62.34,62.50,63.16,62.26
62.44,61.73,62.79,61.70
61.71,62.33,62.48,61.52
62.04,61.72,62.30,61.57
61.72,62.41,62.89,61.65
62.52,62.59,63.10,62.18
62.47,62.03,62.73,61.94
61.60,60.06,61.60,60.00
59.93,60.06,60.17,59.27
59.82,60.31,60.67,59.82
60.20,60.54,60.59,60.12
61.79,61.52,62.49,61.00
61.47,62.53,62.69,61.05
62.73,62.52,62.87,62.23
62.90,61.92,62.90,60.92
61.73,62.96,63.10,61.67
63.12,63.40,63.72,62.86
64.49,66.51,66.68,64.38
66.69,67.19,67.39,66.41
67.51,66.37,67.64,66.19
67.04,67.64,67.95,66.92
67.44,66.69,67.92,66.44
67.25,66.89,67.32,65.79
66.68,66.77,67.00,65.92
67.10,66.00,67.69,65.85
65.73,66.35,66.65,65.61
66.22,66.22,67.34,66.06
66.11,65.55,66.58,65.13
65.55,65.94,66.10,65.35
65.39,65.91,66.25,65.03
65.25,65.84,66.29,65.04
65.81,66.82,66.86,64.89
66.30,67.37,67.46,66.03
67.43,66.20,67.43,65.82
66.12,66.47,66.64,65.76
65.81,65.60,66.06,65.24
65.78,63.36,65.86,63.13
63.40,63.02,63.65,62.56
63.00,63.92,63.97,62.76
63.55,64.96,65.60,63.32
64.34,64.84,65.01,64.34
64.55,62.76,64.79,62.65
63.16,63.48,63.99,63.00
63.32,64.75,64.75,63.32
65.74,66.40,66.41,64.61
66.32,66.60,66.62,65.82
66.66,67.01,67.22,66.20
66.87,66.61,66.95,66.23
66.85,67.04,67.47,66.62
67.32,66.80,67.32,66.39
66.71,65.97,67.22,65.74
65.97,66.40,66.46,65.53
66.64,65.12,67.32,65.12
65.30,65.92,66.43,64.59
65.80,64.71,65.80,63.56
64.61,64.44,64.64,63.60
64.18,62.95,64.19,62.94
63.31,64.01,64.16,62.73
64.12,63.04,64.94,62.97
62.94,63.58,63.82,62.72
63.58,63.37,64.04,63.05
63.36,64.37,64.43,63.15
64.13,64.69,64.90,64.00
64.69,65.35,65.92,64.42
65.26,65.63,66.10,64.82
65.01,64.49,66.00,64.32
63.07,63.80,64.51,62.61
63.59,63.84,64.70,63.40
64.32,67.87,69.82,64.32
68.08,69.98,70.89,67.63
69.97,69.13,71.46,68.91
69.05,69.22,69.93,68.75
68.00,70.83,71.30,68.00
70.86,70.58,70.94,70.03
70.83,69.25,70.83,69.10
68.95,69.27,69.64,68.31
69.19,68.58,69.47,67.65
68.45,68.37,69.56,67.60
69.14,69.72,69.85,68.05
69.51,69.47,70.95,68.88
69.16,68.37,69.26,67.85
68.36,67.56,68.67,66.35
67.42,66.98,67.42,66.17
66.56,67.39,67.80,66.24
66.87,66.91,68.64,66.27
67.46,67.73,68.42,66.79
67.93,69.92,70.00,67.41
69.98,70.19,70.75,68.95
70.23,69.89,70.23,69.54
70.15,70.03,70.28,69.08
70.16,69.96,70.92,69.76
70.10,70.69,71.26,69.39
71.02,70.13,72.03,69.35
70.13,69.98,70.16,69.30
70.04,70.55,70.68,69.63
70.11,70.58,71.49,70.11
70.60,70.74,71.17,70.10
70.98,69.99,71.34,69.84
70.02,69.97,70.13,69.08
69.79,69.88,69.99,69.01
70.16,69.60,70.16,69.00
69.79,69.80,70.00,69.24
69.77,69.56,69.85,69.09
69.57,69.64,70.12,69.24
69.74,69.58,69.88,69.06
69.20,69.38,69.89,69.20
69.20,69.00,69.37,68.92
69.00,68.48,69.29,67.97
68.30,68.57,69.36,68.02
68.46,69.73,70.78,68.14
69.65,68.33,70.99,67.89
68.86,67.90,69.38,66.70
67.99,69.62,69.76,67.64
69.41,68.50,69.55,68.29
71.86,75.58,76.73,71.00
74.46,75.25,75.95,74.41
75.37,74.79,75.74,74.34
75.07,75.02,75.75,74.40
74.61,74.90,75.47,74.03
75.24,74.91,75.56,74.51
75.35,74.80,75.45,74.28
75.05,75.00,75.37,74.38
75.30,75.35,75.82,74.48
75.38,75.63,76.00,75.16
75.33,76.95,77.30,75.33
76.91,77.68,78.14,76.44
77.65,78.29,79.26,77.65
77.48,77.50,78.41,77.20
77.81,77.42,78.00,77.01
77.83,77.55,78.46,77.15
77.99,78.12,78.59,77.37
78.27,77.90,79.12,77.62
78.19,77.90,78.98,77.50
78.07,77.78,78.19,77.30
77.96,78.01,78.38,77.66
77.61,77.09,77.71,76.69
77.84,78.17,78.85,77.37
78.01,77.61,78.23,76.97
77.98,77.64,78.21,77.39
78.14,78.00,78.29,77.46
78.00,78.18,78.20,77.40
78.11,77.48,78.89,77.16
77.31,78.01,78.43,77.22
78.27,78.47,79.82,78.04
78.43,78.98,79.08,77.85
79.74,78.89,79.88,78.60
79.03,79.76,80.00,78.54
79.79,79.75,79.80,78.99
79.71,79.15,79.87,78.90
79.26,78.36,79.52,78.09
78.59,78.04,79.21,77.99
78.71,77.78,78.83,77.45
78.18,77.85,78.73,77.81
77.90,76.93,77.90,76.60
76.83,76.49,77.26,76.07
77.14,79.70,79.86,76.34
79.73,79.65,80.00,78.59
79.76,80.91,81.00,79.52
81.33,80.50,81.49,80.28
80.96,78.94,80.96,78.59
78.63,78.28,79.06,78.12
78.15,77.92,78.61,77.58
77.94,78.24,79.12,77.50
78.25,78.55,80.74,77.94
78.13,76.80,78.71,75.88
77.76,76.24,77.76,75.53
76.26,76.53,77.36,74.79
76.81,76.49,77.19,76.21
76.18,76.92,77.09,75.92
76.74,76.89,77.27,76.39
76.81,77.74,78.27,76.81
77.79,77.64,78.11,77.15
77.90,77.99,78.25,77.15
77.88,76.24,78.37,76.00
76.42,75.81,76.80,75.27
76.26,75.79,76.71,75.64
75.87,76.83,78.28,75.87
76.51,76.69,77.47,75.91
77.05,77.75,78.21,76.95
77.11,76.97,77.99,76.20
76.57,75.74,76.57,75.52
74.15,74.99,76.64,71.13
74.95,73.38,75.52,73.01
72.83,73.70,73.78,72.66
74.27,73.60,74.69,73.37
73.39,72.92,73.50,72.63
73.43,74.90,76.03,73.10
74.49,74.55,75.23,73.95
74.05,74.79,74.80,73.80
74.54,75.43,76.09,74.39
75.34,75.25,75.50,74.57
75.29,75.05,75.86,74.49
75.00,75.53,75.70,74.86
75.72,76.01,76.26,75.45
76.11,76.98,77.18,75.72
76.97,76.96,77.20,76.65
76.80,77.10,77.15,76.58
77.28,77.87,77.95,76.70
77.80,77.20,77.83,76.92
77.04,77.02,77.28,76.96
77.08,77.42,77.65,76.65
77.76,78.59,78.65,77.12
79.03,79.72,80.07,78.88
79.61,80.75,81.00,79.52
80.55,79.77,80.96,79.25
79.74,79.80,80.60,79.51
79.48,79.39,79.48,78.19
79.39,78.25,79.39,77.67
78.50,79.57,79.65,78.12
79.34,80.27,80.67,79.11
80.00,81.04,82.65,79.96
81.08,82.02,82.18,80.88
82.46,82.67,82.82,82.11
82.63,83.00,83.14,82.47
82.75,83.01,83.34,82.11
82.59,83.49,83.84,82.31
83.36,83.90,84.11,82.45
83.48,85.50,85.50,83.25
85.49,86.03,86.54,85.05
86.47,86.08,87.47,85.50
87.15,87.05,87.98,86.61
87.33,88.19,88.39,87.33
88.03,86.41,88.06,86.13
86.00,85.39,86.49,84.41
85.34,85.40,85.90,84.88
84.18,85.90,86.24,84.01
85.64,85.06,85.67,84.67
85.40,84.66,86.04,84.59
84.81,84.18,85.16,83.93
84.84,84.44,85.21,84.06
83.74,83.54,84.16,83.43
83.68,83.71,84.04,83.14
83.19,82.81,83.34,82.39
83.10,83.20,84.02,82.90
83.13,83.39,83.47,82.41
83.51,83.71,84.65,83.09
83.53,82.84,83.55,82.72
82.86,82.36,83.18,82.08
82.57,81.64,82.85,81.45
81.79,84.52,86.85,81.00
84.03,83.40,84.39,82.34
83.21,83.88,84.47,82.81
84.04,83.43,84.80,83.40
83.21,83.31,83.92,82.64
83.18,84.31,84.57,83.18
84.65,84.61,85.60,84.21
84.57,85.65,85.76,84.19
86.09,86.98,87.34,86.09
86.81,86.74,86.93,86.39
86.72,85.81,86.89,85.75
85.71,86.47,86.64,85.50
85.99,86.77,86.84,85.86
87.00,86.98,88.40,86.61
86.93,86.70,86.93,86.10
86.36,86.24,86.67,85.85
86.31,86.12,86.57,85.61
85.91,86.00,86.84,85.85
86.43,87.00,87.25,86.00
86.82,86.63,87.00,86.41
86.47,86.00,86.68,85.98
85.51,87.00,87.00,84.98
86.91,86.60,86.98,85.94
86.48,86.85,87.91,86.37
87.04,86.00,87.04,85.77
86.49,86.43,87.44,86.15
86.51,86.18,86.62,85.78
86.28,86.00,87.10,85.33
86.02,86.38,86.53,85.73
86.62,86.31,87.05,85.60
86.28,86.07,86.99,85.79
86.06,85.93,86.10,84.75
86.23,85.98,86.52,85.65
85.97,86.63,86.84,85.69
86.52,86.26,86.82,85.72
86.33,86.46,87.07,85.18
86.35,86.22,86.95,85.91
86.15,86.13,86.65,85.36
88.04,88.56,89.23,88.00
88.54,89.42,89.55,87.51
89.23,89.71,89.94,88.40
89.62,90.22,90.94,89.48
89.91,90.36,90.59,89.33
90.48,90.53,90.63,89.85
90.63,88.18,90.84,87.93
87.99,88.91,89.25,87.10
89.10,89.57,89.94,88.66
90.25,89.50,90.30,88.55
89.13,88.91,90.42,88.87
89.03,88.89,89.57,88.50
89.24,87.47,89.75,87.33
87.15,85.58,87.74,85.48
86.04,84.05,86.26,83.59
83.18,84.27,84.46,82.66
83.25,83.68,84.02,81.03
83.13,84.21,84.98,82.93
84.81,85.51,85.75,84.70
85.29,87.33,87.45,84.99
87.73,89.01,89.74,87.26
89.01,88.52,89.77,88.44
89.40,88.46,89.73,88.14
88.32,88.55,88.93,87.79
88.65,88.81,88.83,87.53
89.33,89.43,89.43,88.66
89.29,89.68,90.56,89.10
89.33,90.15,90.48,88.74
90.71,90.59,91.73,90.18
90.59,91.53,92.29,90.59
91.44,90.82,91.71,90.24
91.12,90.66,91.75,90.26
90.46,90.99,91.42,90.46
90.84,90.50,91.42,90.21
90.80,90.87,91.81,90.03
91.05,90.53,91.22,90.52
90.46,90.43,90.82,90.20
90.90,90.61,92.22,90.33
90.38,91.09,91.49,90.08
90.82,90.29,90.98,90.04
90.76,90.48,91.44,90.15
90.61,91.40,91.56,90.16
88.97,90.16,91.37,87.62
91.93,89.89,91.93,89.65
89.99,89.96,90.64,89.63
90.15,89.75,90.87,89.61
90.21,89.99,90.31,89.38
87.81,91.97,92.31,87.40
92.00,91.72,93.00,89.02
91.49,91.71,92.74,91.49
90.95,91.90,92.83,90.69
92.29,93.57,94.31,92.04
93.50,94.81,94.99,93.10
94.39,93.25,95.45,93.21
92.04,93.44,94.86,91.69
93.32,92.90,93.96,92.86
93.00,94.21,95.13,92.96
93.93,94.38,95.04,93.36
94.84,93.43,95.22,93.31
93.33,93.93,95.34,93.00
94.16,94.91,95.49,93.30
96.47,95.70,96.47,94.27
95.60,96.74,96.77,94.76
96.90,96.78,97.29,95.88
97.35,97.64,98.36,96.60
97.73,97.15,97.87,97.13
97.18,97.48,97.79,96.76
97.16,96.83,97.92,96.57
96.75,96.14,97.49,95.57
96.45,95.68,97.11,95.34
95.54,94.13,96.12,93.41
91.75,93.76,94.36,90.50
94.26,93.12,94.62,92.45
94.02,94.38,95.28,93.60
95.21,95.33,96.33,94.99
95.58,96.38,96.74,94.62
96.37,96.97,96.97,95.68
97.46,97.49,98.83,96.38
96.61,97.65,97.79,96.35
97.33,93.22,97.68,92.73
92.75,94.29,94.43,92.75
94.69,94.12,95.14,93.11
93.93,94.12,94.85,93.45
94.57,96.55,96.55,93.52
96.27,93.94,96.27,93.60
94.19,93.74,94.45,93.30
93.16,92.06,93.42,91.36
92.52,90.07,92.59,90.05
90.54,90.50,91.20,90.00
90.22,89.68,90.55,89.14
89.86,91.29,91.51,89.36
91.36,92.22,92.39,90.47
91.94,93.04,93.26,91.80
95.82,95.23,97.16,94.43
95.31,93.73,95.31,93.08
93.32,92.82,93.66,92.35
93.18,92.80,93.41,92.03
92.70,92.66,93.12,91.57
92.77,93.25,93.35,92.19
93.25,94.05,94.07,92.81
93.72,94.58,94.94,93.07
94.33,93.44,94.89,92.87
94.10,93.71,94.45,93.31
93.98,93.86,93.98,92.61
93.91,94.89,94.96,93.37
95.00,94.00,95.00,93.69
94.28,94.64,94.66,93.83
94.45,93.90,94.45,93.28
94.06,93.68,94.11,92.61
93.98,95.04,95.22,93.60
95.00,94.85,95.08,94.15
94.79,94.94,95.08,93.54
95.44,94.51,95.49,94.02
94.19,93.20,95.72,92.73
93.59,93.41,93.99,92.74
92.82,92.00,93.00,91.99
92.28,92.30,92.41,91.38
92.31,93.34,93.60,92.11
92.99,91.82,93.65,91.59
91.60,92.14,93.29,90.48
91.49,91.27,91.87,90.65
91.44,92.48,92.75,90.62
92.48,93.31,93.34,92.35
94.00,93.33,94.00,92.52
93.62,93.30,93.96,93.08
93.46,93.83,94.29,93.04
93.78,91.42,94.22,90.82
90.50,90.70,91.64,90.06
90.67,89.97,91.30,89.90
90.74,90.96,91.51,90.37
90.51,89.56,91.07,89.25
89.67,89.12,89.94,87.69
87.43,88.24,88.76,86.85
87.90,87.62,87.90,86.02
87.52,88.59,89.18,87.07
88.76,88.09,89.29,87.51
88.21,87.61,88.65,87.20
87.68,87.50,88.33,87.24
87.78,87.70,88.43,87.35
87.43,87.54,88.02,86.90
87.82,87.77,88.64,87.36
87.78,88.23,88.25,87.49
87.61,86.90,87.96,86.68
87.52,87.40,87.74,86.93
88.10,87.29,88.14,86.72
87.45,87.50,87.75,87.18
87.30,87.55,87.91,87.27
87.77,87.70,87.95,87.24
87.83,87.59,88.19,87.29
87.39,88.08,88.22,87.36
90.01,92.46,93.92,90.00
92.50,91.43,92.50,90.71
91.48,93.01,93.05,91.32
92.80,92.56,93.11,92.28
92.26,92.17,92.52,91.78
92.25,92.02,92.33,91.27
91.57,91.51,92.18,91.15
91.51,91.35,91.97,90.71
91.13,90.95,91.45,90.46
90.12,91.50,91.60,88.91
91.57,93.63,93.87,91.34
95.20,94.12,95.30,94.00
93.19,93.49,94.22,92.87
93.60,95.53,95.80,93.60
95.40,96.29,96.45,94.99
96.37,95.93,96.75,95.39
95.61,96.23,96.65,95.29
96.50,96.95,97.07,96.37
96.88,97.18,97.20,96.46
97.58,97.32,97.84,96.86
97.37,98.08,98.15,97.05
98.03,96.65,98.08,96.20
97.63,96.58,97.75,96.23
96.68,96.18,96.72,95.78
96.54,96.41,96.86,95.92
96.00,95.80,96.58,95.56
96.29,96.78,96.88,95.91
96.54,96.12,96.58,95.73
96.40,97.20,97.31,95.15
97.43,97.26,97.79,96.84
97.52,97.06,97.68,96.73
97.00,96.28,97.00,96.15
96.31,97.68,97.79,95.92
97.89,99.35,99.51,97.89
99.91,100.56,100.71,99.37
100.73,101.15,101.65,100.53
101.47,101.42,101.90,101.04
102.60,101.62,103.42,101.29
101.95,102.56,102.86,101.58
102.00,102.38,102.74,102.00
103.44,103.77,105.07,102.47
103.70,103.97,104.56,103.21
103.51,101.92,103.98,101.81
102.50,101.99,102.91,101.95
102.59,103.34,103.81,101.89
104.58,104.37,104.98,103.00
103.71,102.39,105.43,102.36
102.88,103.86,104.02,101.57
103.44,101.79,103.61,101.20
102.45,100.50,102.99,100.40
101.45,101.33,101.63,100.76
102.06,102.50,102.63,101.54
102.25,103.10,103.23,102.12
102.92,102.94,103.14,102.42
103.21,103.41,103.62,102.71
103.66,103.67,103.71,102.90
103.66,103.63,104.00,102.99
103.54,103.87,103.88,103.20
103.42,102.63,103.83,102.40
102.91,102.50,103.49,102.10
102.61,101.73,103.05,101.32
101.06,101.54,101.56,100.01
102.07,102.77,102.84,101.44
103.47,104.85,105.16,102.74
104.50,105.47,105.80,102.90
105.92,105.95,106.28,105.03
105.67,105.76,106.32,104.83
105.99,105.90,106.54,104.85
106.11,103.27,106.55,101.82
102.85,102.77,103.43,102.45
102.49,100.72,103.07,100.20
101.45,100.71,101.73,100.06
100.35,101.28,101.77,100.01
100.86,100.47,101.07,98.86
100.16,100.50,100.64,99.65
99.96,100.76,101.34,99.96
100.59,101.17,101.66,99.59
101.15,100.54,101.68,100.48
100.27,99.65,100.42,99.12
98.64,97.50,99.15,97.20
97.22,97.80,98.60,96.79
95.67,96.07,97.17,94.17
97.20,93.54,97.45,93.01
94.58,96.35,96.63,92.52
96.96,97.68,98.21,96.16
97.68,98.66,98.67,97.24
98.55,98.28,98.99,97.25
97.05,95.99,97.13,94.90
95.75,97.22,97.33,95.75
97.36,97.73,98.30,96.94
97.36,96.55,97.46,95.94
97.45,97.30,98.23,96.70
98.02,95.74,98.02,95.59
94.99,95.01,96.25,94.58
94.78,96.39,96.48,94.61
96.45,96.40,96.70,96.00
96.44,96.92,97.48,95.74
97.29,98.01,98.53,97.03
97.95,97.75,98.81,97.31
96.96,96.63,97.55,96.32
96.89,95.87,97.44,95.66
95.49,93.86,95.49,93.73
93.83,93.02,93.86,92.82
92.54,92.44,93.48,91.35
93.78,93.06,94.40,92.40
92.92,89.86,92.94,89.21
89.75,89.52,90.17,88.28
90.01,91.51,91.56,89.34
91.35,92.37,92.62,90.32
91.37,95.35,95.80,91.21
95.92,96.38,97.21,95.20
96.47,95.14,96.78,95.05
95.50,95.55,96.00,94.73
95.31,95.71,96.04,94.96
95.79,96.76,97.27,95.67
96.78,96.52,97.26,96.30
96.34,95.51,97.26,94.77
95.24,92.81,95.56,92.55
93.01,92.71,93.42,92.36
92.79,93.52,93.92,92.48
93.20,93.42,93.61,92.69
92.80,92.74,93.43,92.57
92.98,92.84,94.22,92.64
93.39,94.78,95.07,93.39
95.55,94.38,96.10,93.12
93.99,93.34,94.38,93.30
93.05,93.18,93.33,92.40
93.27,93.53,94.02,92.58
93.55,95.67,95.74,93.42
95.75,95.85,96.76,95.27
96.00,97.11,97.51,96.00
96.82,96.54,97.47,96.35
96.54,95.68,97.19,95.06
95.83,96.08,96.55,94.77
95.66,94.34,95.66,93.26
93.85,93.17,93.92,92.61
92.71,93.54,94.19,92.71
93.97,93.40,94.59,93.17
92.79,91.17,93.73,91.02
90.74,90.66,91.12,89.88
90.33,91.29,91.41,90.09
91.44,90.74,91.62,90.37
90.87,92.45,92.52,90.23
91.45,95.12,96.51,90.29
95.32,96.03,96.72,93.49
95.59,95.64,96.10,94.93
95.29,95.53,95.88,94.93
95.50,95.97,96.14,95.02
95.42,95.44,96.00,95.20
95.31,94.71,95.31,94.64
95.00,95.25,95.49,94.54
95.28,94.45,95.54,94.29
94.39,94.09,95.01,93.09
94.51,95.75,96.30,94.51
95.50,95.11,96.26,94.86
94.31,95.12,95.85,94.31
95.08,94.60,95.46,94.21
94.55,95.05,96.31,94.55
94.20,94.85,95.66,94.20
95.15,96.58,96.86,94.82
97.50,97.89,98.56,97.11
98.06,99.54,99.89,98.00
99.67,99.02,99.67,97.90
98.66,98.20,99.23,98.05
98.95,100.13,100.21,98.42
100.40,100.79,101.11,99.14
101.44,101.84,102.52,100.60
102.18,102.01,102.50,101.42
101.73,102.24,102.44,101.56
102.50,102.77,103.26,102.29
102.81,102.20,103.57,102.15
101.59,101.80,102.93,101.39
100.71,102.86,103.08,99.55
104.43,102.26,105.99,101.17
101.23,99.12,101.61,98.86
97.73,97.73,99.62,97.51
99.59,100.58,101.75,98.94
101.07,99.94,101.20,98.93
100.74,100.64,101.33,99.27
100.70,98.16,100.72,97.98
98.17,99.04,99.48,97.43
97.05,94.85,97.19,93.98
95.73,93.20,95.85,92.72
92.04,89.94,92.04,88.12
89.74,90.99,91.98,87.65
91.96,91.84,92.33,90.72
91.45,89.60,91.73,89.56
90.03,91.66,92.35,89.96
91.50,91.11,91.96,90.14
91.94,91.90,92.72,90.91
94.68,95.04,95.06,92.03
94.56,95.53,96.23,93.46
99.42,98.72,99.95,95.38
100.98,99.43,101.32,96.84
99.36,101.10,101.24,99.00
101.00,99.93,101.54,99.04
98.67,96.50,99.10,93.35
95.67,95.81,96.47,93.84
96.13,93.51,97.52,93.47
91.54,90.07,93.35,89.70
90.85,90.61,91.59,89.54
92.07,92.09,92.41,90.69
92.45,93.38,93.61,92.20
93.57,93.26,93.64,91.86
93.09,94.65,94.73,92.61
95.27,96.53,97.07,95.27
95.93,95.86,96.89,94.98
95.09,95.33,95.56,93.95
95.49,97.04,97.05,95.49
97.05,96.02,97.74,95.67
96.18,95.77,97.10,95.57
96.09,96.27,96.92,95.60
96.14,99.02,99.14,96.14
98.94,100.18,100.42,97.86
100.15,100.07,101.35,98.96
99.48,99.17,100.22,98.61
98.53,98.27,98.53,97.25
98.63,99.47,99.60,98.11
99.52,100.63,100.72,98.85
101.10,102.89,103.06,100.31
102.99,103.22,103.37,102.28
102.75,103.47,103.84,102.36
102.99,105.08,105.36,102.63
105.32,107.35,107.80,105.25
107.25,107.72,108.74,107.25
107.74,108.20,108.45,107.43
107.82,108.50,108.61,107.59
108.50,106.73,108.90,106.60
106.32,106.93,107.02,105.16
106.86,106.70,107.70,106.51
106.81,107.18,107.56,106.34
107.69,107.14,109.15,107.09
107.49,109.28,110.39,107.49
108.55,109.50,110.08,108.55
109.65,109.55,110.74,108.50
109.14,107.58,109.62,106.91
107.87,109.37,109.91,107.87
109.10,108.76,109.76,108.03
109.74,109.36,110.26,108.11
110.09,109.70,110.98,109.41
109.97,110.68,110.93,109.71
111.00,110.71,111.38,109.70
110.53,109.92,111.56,109.80
110.40,111.10,111.21,109.87
110.95,112.10,112.62,110.95
112.35,112.08,112.99,111.38
111.92,111.78,112.92,111.23
111.41,110.81,112.28,110.77
110.55,111.89,112.19,110.01
111.69,111.12,112.50,110.68
110.89,110.58,111.92,109.56
110.53,110.65,111.33,109.30
113.26,113.18,115.16,111.55
113.16,113.60,113.83,112.27
113.82,114.32,114.77,113.73
113.88,113.99,114.47,113.05
113.57,114.26,114.37,113.26
114.50,114.08,114.75,113.62
113.96,115.76,115.77,113.49
116.17,114.80,117.11,114.23
115.27,117.50,117.67,114.65
117.00,118.05,118.70,116.71
118.58,117.73,118.87,116.89
117.05,117.05,117.94,116.10
117.11,117.83,118.00,116.75
118.03,116.78,118.90,116.41
116.72,116.23,116.77,115.00
116.07,117.78,117.87,115.66
117.95,118.15,118.40,117.44
118.02,117.00,118.02,116.82
117.11,117.30,118.11,116.88
117.45,117.26,118.18,117.04
117.56,117.34,118.20,116.60
117.10,117.00,118.06,116.69
116.94,116.57,117.79,116.41
116.39,118.14,118.38,116.14
117.92,118.20,118.40,116.99
118.13,118.00,118.71,117.46
117.85,118.48,118.87,116.77
118.42,118.97,119.54,117.57
119.05,118.03,119.68,117.95
117.75,117.48,117.78,116.87
116.90,116.76,116.91,115.58
116.48,113.90,116.48,113.81
113.50,113.27,113.68,112.51
113.82,115.68,116.53,113.82
115.38,116.84,117.06,114.29
117.91,117.31,118.01,116.76
118.84,118.60,119.12,117.50
118.60,119.21,119.71,118.54
119.45,120.24,120.70,119.45
121.86,122.46,122.52,120.97
118.93,117.13,120.91,116.53
116.47,111.73,117.00,111.40
113.96,114.56,115.00,111.98
115.95,117.21,117.30,115.01
117.22,119.31,119.74,116.90
119.31,117.00,119.93,115.87
116.25,115.34,117.20,115.05
115.24,117.08,117.18,114.63
117.20,116.97,117.40,116.31
117.47,118.41,119.36,117.24
118.91,116.85,119.50,116.75
117.54,116.94,117.81,116.49
117.18,117.18,117.21,116.39
117.50,115.99,117.50,115.88
116.03,116.23,116.64,115.76
115.94,116.22,116.99,115.86
115.70,116.91,116.93,115.19
116.82,117.85,118.32,116.20
117.39,116.74,117.39,114.82
116.89,118.02,118.58,116.89
117.70,118.28,118.96,117.22
118.83,118.45,118.83,117.64
118.29,118.50,119.12,116.63
121.56,126.58,127.99,119.80
126.97,128.77,129.55,126.70
129.31,129.19,130.47,128.61
129.63,128.90,129.73,127.73
128.79,128.25,128.95,127.48
128.10,128.90,129.41,127.87
129.00,129.61,129.88,128.85
130.17,130.64,130.78,129.52
131.15,132.55,132.68,130.28
132.36,132.78,133.47,131.95
132.78,132.25,133.31,132.04
132.06,131.80,132.22,130.59
131.40,131.36,132.43,131.29
131.33,130.32,131.43,130.12
130.09,131.20,131.28,129.72
131.45,131.71,132.43,130.61
131.13,131.41,131.79,130.80
131.40,130.59,131.42,129.95
130.66,130.52,131.57,130.52
130.50,130.77,130.99,129.64
130.62,132.40,132.61,130.51
132.11,131.99,133.26,131.64
131.73,132.07,132.95,131.73
131.72,132.85,132.87,131.68
132.85,134.20,134.29,132.85
134.70,133.46,135.18,132.99
133.58,133.45,134.41,132.97
134.30,134.54,134.54,133.12
134.57,132.39,134.80,132.10
131.78,130.41,132.20,130.10
129.81,126.17,129.81,126.13
125.87,127.17,127.88,125.32
126.06,124.68,126.45,122.48
124.81,127.18,128.18,124.21
127.34,130.26,130.71,127.10
130.18,130.25,130.93,129.42
131.15,130.80,132.17,130.49
131.60,129.90,131.98,129.72
129.73,131.31,131.58,129.73
132.41,133.86,134.03,132.16
133.45,133.07,133.98,132.83
132.58,133.53,134.18,132.57
133.71,135.52,135.59,133.00
135.24,136.74,136.81,134.57
137.00,136.34,137.73,135.33
136.52,137.69,138.95,136.52
137.88,134.54,138.10,134.02
135.43,135.26,135.72,134.26
135.68,135.62,136.48,135.00
135.07,135.92,137.11,134.63
135.68,134.37,136.01,133.93
135.34,134.98,136.14,134.27
134.81,133.09,134.89,133.05
133.04,133.49,134.41,133.04
133.76,134.26,134.70,132.86
134.96,134.92,136.09,134.40
134.93,134.98,135.86,134.51
136.13,135.49,136.53,135.00
135.95,134.53,136.19,134.16
134.58,134.20,134.90,134.00
133.87,134.70,134.88,133.80
135.00,135.74,136.08,134.97
135.81,136.02,137.25,135.64
135.46,134.40,136.40,134.20
134.57,132.23,135.07,132.00
132.35,135.31,135.55,132.35
135.25,135.24,135.90,134.69
135.20,134.65,135.68,133.79
134.57,134.44,134.70,133.00
133.88,133.66,134.88,133.33
133.40,131.38,134.40,131.33
132.81,134.89,134.95,132.75
134.79,136.56,137.07,134.79
133.92,133.53,134.85,132.60
133.69,123.84,134.44,123.65
123.28,128.77,128.77,123.09
129.08,129.59,129.86,127.58
130.16,130.74,131.82,129.00
130.87,130.97,132.59,130.25
129.01,124.61,129.01,119.50
122.08,121.52,124.22,119.55
121.42,124.93,125.84,121.42
125.37,123.22,125.73,123.20
123.00,121.65,123.67,121.21
122.08,121.97,122.21,119.85
121.12,120.49,121.77,120.06
120.60,120.42,121.27,120.07
120.78,119.89,121.37,118.95
120.03,114.39,120.38,113.95
114.14,117.40,117.51,114.14
117.39,115.66,118.05,115.49
116.14,118.99,119.14,115.91
