PFIS,Peoples Financial Services Corp.  - Common Stock,NASDAQ
27.25,27.25,27.25,27.25
27.25,27.25,27.25,27.25
27.25,27.25,27.25,27.25
27.25,27.25,27.25,27.25
26.30,26.30,26.30,26.30
26.30,27.50,27.95,26.30
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
27.00,28.00,28.00,27.00
28.00,28.00,28.00,28.00
28.00,28.00,28.00,28.00
28.00,28.00,28.00,28.00
28.00,28.00,28.00,28.00
27.50,27.50,27.50,26.75
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
28.00,28.00,28.00,28.00
28.00,28.00,28.00,28.00
28.00,28.00,28.00,28.00
26.75,27.00,27.00,26.75
27.00,27.00,27.00,27.00
28.00,28.00,28.00,28.00
28.00,28.00,28.00,28.00
27.00,27.00,27.00,27.00
27.05,27.05,27.05,27.05
27.05,27.05,27.05,27.05
27.05,27.25,27.25,27.05
27.25,27.25,27.25,27.25
27.75,27.75,27.75,27.75
27.55,28.00,28.00,27.05
28.00,28.00,28.00,28.00
27.10,27.10,27.10,27.10
27.10,27.10,27.10,27.10
27.10,27.10,27.10,27.10
27.10,27.10,27.10,27.10
27.10,27.05,27.20,27.05
27.05,27.05,27.05,27.05
27.05,27.05,27.05,27.05
27.05,27.05,27.05,27.05
27.05,27.05,27.05,27.05
27.05,27.05,27.05,27.05
27.05,27.05,27.05,27.05
27.05,27.05,27.05,27.05
27.05,27.05,27.05,27.05
27.10,27.10,27.10,27.10
27.10,27.10,27.10,27.10
27.10,27.10,27.10,27.10
27.10,27.10,27.10,27.10
27.10,27.50,27.50,27.10
27.50,27.10,27.50,27.10
27.50,27.50,27.50,27.50
27.10,27.10,27.10,27.10
28.00,27.95,28.00,27.95
28.00,28.00,28.00,28.00
27.00,26.80,27.00,26.80
26.80,26.80,26.80,26.80
26.80,26.80,26.80,26.80
26.80,26.80,26.80,26.80
26.80,26.80,26.80,26.80
27.10,26.60,27.10,26.60
26.60,26.60,26.60,26.60
26.60,26.60,26.60,26.60
26.60,26.60,26.60,26.60
26.60,26.60,26.60,26.60
26.60,26.60,26.60,26.60
26.60,26.60,26.60,26.60
26.60,26.60,26.60,26.60
26.85,27.50,27.50,26.85
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
26.60,26.60,26.60,26.60
26.60,26.60,26.60,26.60
26.60,26.60,26.60,26.60
26.60,26.60,26.60,26.60
26.60,26.60,26.60,26.60
26.60,26.60,26.60,26.60
26.60,26.60,26.60,26.60
26.60,26.60,26.60,26.60
26.60,26.60,26.60,26.60
27.00,27.00,27.00,27.00
27.00,27.00,27.00,27.00
26.60,26.60,26.60,26.60
26.60,26.60,26.60,26.60
26.71,26.61,26.71,26.61
26.61,26.61,26.61,26.61
26.61,26.60,26.61,26.60
26.40,26.40,26.40,26.40
26.45,27.20,27.20,26.45
27.20,27.20,27.20,27.20
27.20,27.20,27.20,27.20
27.20,27.20,27.20,27.20
27.20,27.20,27.20,27.20
27.20,27.20,27.20,27.20
27.20,27.20,27.20,27.20
27.20,27.20,27.20,27.20
26.40,26.40,26.40,26.40
26.75,26.80,26.80,26.75
26.85,26.50,27.05,26.40
26.80,26.85,26.90,26.80
26.70,26.85,26.90,26.50
26.90,26.90,26.90,26.90
26.65,26.65,26.65,26.65
26.50,26.50,26.50,26.50
26.50,26.50,26.50,26.50
26.50,26.50,26.50,26.50
26.50,26.50,26.50,26.50
26.50,26.50,26.50,26.50
26.90,26.85,26.90,26.85
26.80,28.00,28.00,26.80
26.70,27.50,27.50,26.70
27.50,27.50,27.50,27.50
26.70,27.50,27.50,26.70
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
26.70,26.90,27.50,26.70
26.90,26.90,26.90,26.90
27.93,27.93,27.93,27.93
27.93,27.93,27.93,27.93
27.90,27.90,27.90,27.90
27.90,27.65,27.90,27.65
27.65,27.65,27.65,27.65
27.65,27.26,27.65,27.26
27.26,27.26,27.26,27.26
27.50,26.75,27.50,26.75
27.00,26.75,27.50,26.75
26.75,26.75,26.75,26.75
26.75,26.75,26.75,26.70
26.75,26.75,26.75,26.75
26.75,26.75,26.75,26.75
26.75,26.75,26.75,26.75
26.75,26.75,26.75,26.75
26.31,26.55,26.55,26.31
26.70,26.70,26.70,26.70
26.70,26.70,26.70,26.70
26.50,26.50,26.50,26.50
26.70,26.50,26.70,26.35
26.49,26.49,26.49,26.49
26.49,26.49,26.49,26.49
26.35,26.31,26.35,26.31
26.49,26.49,26.49,26.49
26.30,26.30,26.30,26.30
26.30,26.30,26.30,26.30
26.30,26.30,26.30,26.30
26.30,26.35,26.61,26.30
26.35,26.35,26.35,26.35
26.50,26.50,26.50,26.50
26.50,26.50,26.50,26.50
26.50,26.50,26.60,26.50
26.40,26.30,26.50,26.30
26.60,26.60,26.60,26.60
26.60,26.60,26.60,26.60
26.35,26.30,26.35,26.30
26.49,26.49,26.49,26.49
26.60,26.70,26.75,26.60
26.35,25.50,26.50,25.50
25.60,26.35,26.35,25.15
25.60,25.60,25.60,25.60
26.35,26.00,26.35,26.00
26.60,27.00,27.00,26.60
26.50,26.50,26.50,26.50
26.50,26.50,26.50,26.50
26.50,26.50,26.50,26.50
27.00,27.00,27.00,27.00
27.00,26.75,27.00,26.50
27.00,26.45,27.00,26.45
27.00,26.50,27.00,26.50
27.00,27.00,27.00,27.00
26.75,26.75,26.75,26.75
26.75,26.75,26.75,26.75
26.80,26.80,26.81,26.80
27.00,27.15,27.24,26.65
27.00,26.65,27.00,26.65
26.65,26.65,26.65,26.65
26.65,26.65,26.65,26.65
27.00,27.15,27.15,27.00
26.65,26.65,26.65,26.65
26.65,26.85,26.85,26.65
26.65,26.65,26.65,26.65
26.65,26.70,26.70,26.65
26.70,26.70,26.70,26.70
26.70,26.70,26.70,26.70
26.70,26.70,26.70,26.70
27.00,27.15,27.15,27.00
27.25,27.25,27.25,27.25
27.05,27.05,27.05,27.05
27.05,27.05,27.05,27.05
27.00,27.25,27.25,27.00
27.25,27.25,27.25,27.25
27.25,27.25,27.25,27.25
27.05,27.35,27.35,27.05
27.50,27.50,27.50,27.50
27.25,27.25,27.25,27.25
27.35,27.35,27.35,27.35
27.05,27.05,27.05,27.05
27.45,27.45,27.45,27.45
27.45,27.45,27.45,27.45
27.10,27.10,27.10,27.10
27.10,27.25,27.25,27.10
27.05,27.05,27.05,27.05
27.05,27.05,27.05,27.05
27.05,27.05,27.05,27.05
27.05,27.05,27.05,27.05
27.05,27.05,27.05,27.05
27.05,27.05,27.05,27.05
27.05,27.05,27.05,27.05
27.05,27.05,27.05,27.05
27.20,27.20,27.20,27.20
27.05,27.19,27.19,27.05
27.19,27.19,27.19,27.19
27.19,27.19,27.19,27.19
27.05,27.05,27.05,27.05
27.20,27.20,27.20,27.16
27.15,27.15,27.15,27.15
27.75,27.75,27.75,27.75
27.75,27.75,27.75,27.75
27.15,27.89,27.89,27.15
27.15,27.25,27.90,27.15
27.75,27.75,27.75,27.75
27.75,27.75,27.75,27.75
27.25,27.15,27.25,27.15
27.00,27.00,27.00,27.00
26.90,26.90,26.90,26.90
27.00,27.00,27.00,27.00
27.00,27.00,27.00,27.00
27.00,27.00,27.00,27.00
27.00,27.00,27.00,27.00
27.90,27.75,27.90,27.50
27.75,27.75,27.75,27.75
27.50,27.75,27.75,27.50
27.50,27.25,27.90,27.05
27.25,27.25,27.25,27.25
27.90,27.90,27.90,27.90
27.90,28.25,28.25,27.90
28.25,28.25,28.25,28.25
28.25,28.25,28.25,28.25
28.25,28.25,28.25,28.25
28.25,28.25,28.25,28.25
27.25,27.25,27.25,27.25
27.25,27.25,27.25,27.25
27.25,27.25,27.25,27.25
27.50,27.50,27.55,27.50
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
27.35,27.75,27.85,27.35
27.40,27.25,27.40,27.25
27.25,27.25,27.25,27.25
27.25,27.25,27.25,27.25
27.40,27.40,27.40,27.40
27.40,27.40,27.40,27.40
27.40,27.40,27.40,27.40
27.39,27.39,27.39,27.39
27.40,27.25,27.40,27.25
27.25,27.25,27.25,27.25
27.50,27.75,27.75,27.50
27.75,27.75,27.75,27.75
27.75,27.75,27.75,27.75
27.25,27.85,27.85,27.25
27.55,27.55,27.55,27.55
27.55,27.55,27.55,27.55
27.55,27.55,27.55,27.55
27.55,27.55,27.55,27.55
27.55,27.55,27.55,27.55
27.55,27.55,27.55,27.55
27.55,27.55,27.55,27.55
27.55,27.55,27.55,27.55
27.55,27.55,27.55,27.55
27.25,27.25,27.25,27.25
27.25,27.25,27.25,27.25
27.25,27.25,27.25,27.25
27.25,27.25,27.25,27.25
27.25,27.25,27.25,27.25
27.25,27.25,27.25,27.25
27.25,27.05,27.25,27.05
27.05,27.05,27.05,27.05
27.05,27.05,27.05,27.05
27.20,27.65,27.65,27.20
27.05,27.05,27.05,27.05
27.55,27.55,27.55,27.55
27.10,27.10,27.10,27.10
27.10,27.10,27.10,27.10
27.10,27.65,27.65,27.10
27.10,27.10,27.10,27.10
27.10,27.35,27.75,27.10
27.35,27.65,27.65,27.35
27.65,27.65,27.65,27.65
27.65,27.65,27.65,27.65
27.65,27.65,27.65,27.65
27.65,27.65,27.65,27.65
27.65,27.65,27.65,27.65
27.65,27.65,27.65,27.65
27.40,27.41,27.41,27.40
27.41,27.41,27.41,27.41
27.40,27.40,27.40,27.40
27.40,27.40,27.40,27.40
27.40,27.40,27.40,27.40
27.40,27.40,27.40,27.40
27.60,27.75,27.75,27.60
27.75,27.75,27.75,27.75
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
27.65,27.75,27.75,27.65
27.75,27.75,27.75,27.75
27.50,28.00,28.00,27.50
28.00,28.00,28.00,28.00
28.00,28.00,28.00,28.00
28.25,28.00,28.25,28.00
28.00,28.00,28.00,28.00
28.00,28.00,28.00,28.00
28.25,28.25,28.25,28.01
28.25,28.25,28.25,28.25
28.25,28.25,28.25,28.25
27.65,27.60,27.65,27.60
27.60,27.50,27.60,27.50
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
28.00,28.00,28.00,28.00
28.00,28.00,28.00,28.00
28.00,28.00,28.00,28.00
28.25,27.50,28.25,27.50
27.50,28.25,28.25,27.50
27.55,27.55,27.55,27.55
27.50,27.50,27.50,27.50
27.80,27.80,27.80,27.80
28.25,28.25,28.25,28.25
28.25,28.25,28.25,28.25
28.25,28.25,28.25,28.25
28.25,28.25,28.25,28.25
28.25,28.25,28.25,28.25
28.25,28.25,28.25,28.25
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
27.50,27.50,28.00,27.50
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
28.15,28.15,28.15,28.15
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
28.15,28.00,28.15,28.00
28.00,27.50,28.50,27.50
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
28.49,28.49,28.49,28.49
28.00,28.50,28.50,28.00
28.50,28.50,28.50,28.50
28.50,28.50,28.50,28.50
27.50,28.00,28.00,27.50
28.00,28.00,28.00,28.00
28.00,28.00,28.00,28.00
27.55,28.00,28.00,27.55
28.00,28.25,28.62,27.75
28.25,28.25,28.25,28.25
28.25,28.25,28.25,28.25
28.25,28.25,28.25,28.25
28.25,28.28,28.28,28.25
28.28,28.28,28.28,28.28
28.28,28.28,28.28,28.28
27.80,27.80,27.80,27.80
27.80,27.80,27.80,27.80
27.80,27.80,27.80,27.80
27.80,27.80,27.80,27.80
27.80,27.80,27.80,27.80
28.00,28.00,28.00,28.00
28.00,28.00,28.00,28.00
28.00,28.00,28.00,28.00
28.00,28.00,28.00,28.00
27.80,27.80,27.80,27.80
28.50,28.50,28.50,28.50
28.50,28.95,28.95,28.50
28.95,28.95,28.95,28.95
28.95,28.95,28.95,28.95
28.95,28.95,28.95,28.95
28.95,28.95,28.95,28.95
29.00,29.00,29.00,29.00
28.00,29.00,29.00,28.00
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
28.25,28.25,28.25,28.25
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
28.00,28.00,28.00,28.00
28.00,28.00,28.00,28.00
28.00,28.00,28.00,28.00
28.00,28.00,28.00,28.00
28.00,28.00,28.00,28.00
28.00,28.00,28.00,28.00
28.00,28.00,28.00,28.00
28.00,28.00,28.00,28.00
28.00,28.00,28.00,28.00
28.07,28.07,28.07,28.07
28.00,28.00,28.05,28.00
28.00,29.00,29.00,28.00
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
28.05,28.05,28.05,28.05
29.00,28.50,29.00,28.50
28.50,28.50,28.50,28.50
29.50,29.50,29.50,29.50
28.05,28.29,28.29,28.05
29.00,28.50,29.00,28.50
28.50,28.50,28.50,28.50
28.50,28.50,28.50,28.50
28.50,28.50,28.50,28.50
28.50,29.00,29.00,28.50
28.05,28.05,28.05,28.05
28.05,28.05,28.05,28.05
28.05,28.05,28.05,28.05
28.05,28.05,28.05,28.05
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
28.50,28.50,28.50,28.50
28.50,28.50,28.50,28.50
28.50,28.50,28.50,28.50
28.05,28.05,28.05,28.05
28.05,28.05,28.05,28.05
28.05,28.05,28.05,28.05
28.85,28.25,28.85,28.25
28.85,29.05,29.05,28.85
28.90,28.90,28.90,28.90
28.90,28.90,28.90,28.90
29.00,29.00,29.00,29.00
29.05,29.05,29.05,29.05
29.15,29.10,29.15,29.10
29.05,29.05,29.05,29.05
29.10,29.10,29.10,29.10
29.15,29.15,29.15,29.15
29.05,29.05,29.05,29.05
29.05,29.05,29.05,29.05
29.05,29.05,29.05,29.05
29.05,29.05,29.05,29.05
29.05,29.05,29.05,29.05
29.05,29.05,29.05,29.05
29.05,29.05,29.05,29.05
30.05,30.00,30.05,30.00
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
29.00,30.00,30.00,29.00
30.00,30.00,30.00,30.00
29.00,29.00,29.00,29.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
30.00,30.50,30.50,29.50
30.50,30.50,30.50,30.50
30.50,30.50,30.50,30.50
29.61,29.10,29.61,29.10
29.10,29.10,29.10,29.10
29.10,29.10,29.10,29.10
29.10,29.10,29.10,29.10
29.10,29.10,29.10,29.10
29.10,29.10,29.10,29.10
29.10,29.00,29.10,29.00
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
29.25,29.25,29.25,29.25
29.10,29.10,29.10,29.10
29.25,29.25,29.25,29.25
29.25,29.25,29.25,29.25
29.25,29.25,29.25,29.25
29.25,29.25,29.25,29.25
29.00,28.98,29.00,28.98
28.98,28.98,28.98,28.98
28.80,28.80,28.80,28.80
29.25,30.99,31.00,29.25
31.00,30.50,31.00,30.50
30.50,30.50,30.50,30.50
30.50,30.50,30.50,30.50
30.50,30.50,30.50,30.50
31.00,31.00,31.00,31.00
31.00,31.00,31.00,31.00
29.50,29.25,29.50,29.25
29.25,29.25,29.25,29.25
29.25,29.25,29.25,29.25
29.25,29.25,29.25,29.25
29.25,29.25,29.25,29.25
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
29.10,29.10,29.10,29.10
29.10,29.10,29.10,29.10
29.10,29.10,29.10,29.10
29.15,29.25,29.25,29.00
29.25,29.25,29.25,29.25
29.25,29.25,29.25,29.25
29.25,29.25,29.25,29.25
29.25,29.50,29.50,29.25
29.50,29.50,29.50,29.50
29.50,29.50,29.50,29.50
29.50,29.50,29.50,29.50
29.50,29.50,29.50,29.50
29.85,29.85,29.85,29.85
29.85,29.85,29.85,29.85
29.85,29.85,29.85,29.85
29.85,29.85,29.85,29.85
29.85,29.85,29.85,29.85
29.85,29.85,29.85,29.85
29.85,29.85,29.85,29.85
29.85,29.85,29.85,29.85
29.85,29.85,29.85,29.85
29.85,29.85,29.85,29.85
30.25,30.00,30.25,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.95,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
31.00,31.00,31.00,31.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,31.00,30.00
30.25,30.25,30.25,30.25
30.25,30.25,30.25,30.25
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.75,30.75,30.75,30.00
30.75,30.75,30.75,30.75
30.50,30.50,30.50,30.50
30.50,30.50,30.50,30.50
31.50,30.50,31.50,30.50
30.50,30.00,30.50,30.00
30.00,30.00,30.00,30.00
29.80,29.50,29.80,29.50
29.50,29.50,29.50,29.50
29.80,29.80,29.80,29.80
29.80,29.80,29.80,29.80
29.80,31.00,31.00,29.80
31.00,31.00,31.00,31.00
31.00,31.00,31.00,31.00
30.50,29.85,30.50,29.85
30.49,30.40,30.49,30.10
30.50,30.00,30.50,30.00
31.00,31.00,31.00,31.00
30.00,29.50,30.00,29.50
30.00,30.44,30.44,30.00
30.50,30.50,30.50,30.50
30.50,30.50,30.50,30.50
30.50,30.50,30.50,30.50
30.50,30.50,30.50,30.50
30.50,30.50,30.50,30.50
31.50,32.00,32.00,31.50
32.00,32.00,32.00,32.00
32.00,32.00,32.00,32.00
31.00,31.00,31.00,31.00
30.05,30.05,30.05,30.05
30.05,30.05,30.05,30.05
32.00,32.00,32.00,32.00
32.00,32.00,32.00,32.00
32.00,32.00,32.00,32.00
34.00,34.00,34.00,34.00
33.00,33.00,33.00,33.00
30.25,33.10,33.10,30.25
33.10,30.55,33.10,30.55
30.55,30.55,30.55,30.55
30.55,30.55,30.55,30.55
30.55,30.55,30.55,30.55
30.55,30.55,30.55,30.55
30.55,30.55,30.55,30.55
30.55,30.55,30.55,30.55
30.55,30.55,30.55,30.55
30.55,30.55,30.55,30.55
31.00,31.00,31.00,31.00
31.00,31.00,31.00,31.00
31.50,31.50,31.50,31.50
31.60,31.60,31.60,31.60
31.60,31.60,31.60,31.60
31.60,31.60,31.60,31.60
31.60,31.60,31.60,31.60
31.60,31.60,31.60,31.60
34.00,34.00,34.00,34.00
34.00,34.00,34.00,34.00
34.00,34.00,34.00,34.00
33.75,33.00,34.00,33.00
33.00,33.00,33.00,33.00
33.00,33.00,33.00,33.00
33.00,33.00,33.00,33.00
33.00,33.00,33.00,33.00
33.00,33.00,33.00,33.00
32.00,32.00,32.00,32.00
32.00,32.00,32.00,32.00
33.00,33.00,33.00,33.00
33.00,33.00,33.00,33.00
33.00,33.00,33.00,33.00
33.00,33.00,33.00,33.00
33.00,33.00,33.00,33.00
33.00,33.00,33.00,33.00
33.00,32.00,33.00,32.00
33.00,33.00,33.00,33.00
33.00,33.00,33.00,33.00
33.00,33.00,33.00,33.00
33.00,33.00,33.00,33.00
33.00,33.00,33.00,33.00
33.00,32.13,33.00,32.13
32.99,33.00,33.00,32.99
33.00,33.00,33.00,33.00
33.00,33.00,33.00,33.00
32.98,33.00,33.00,32.98
33.00,33.00,33.00,33.00
33.00,33.00,33.00,33.00
34.00,34.00,34.00,34.00
33.50,33.60,33.60,33.50
34.00,33.80,34.00,33.75
33.80,33.80,33.80,33.80
33.80,33.80,33.80,33.80
33.80,33.90,33.90,33.80
34.00,34.25,34.25,34.00
34.25,33.50,34.25,33.11
33.50,33.50,33.50,33.50
33.50,33.50,33.50,33.50
33.55,33.55,33.55,33.55
34.00,34.00,34.00,34.00
34.00,34.00,34.00,34.00
34.00,34.00,34.00,34.00
34.00,34.00,34.00,34.00
34.00,34.00,34.00,34.00
34.00,34.00,34.00,34.00
35.00,35.25,35.25,35.00
35.25,35.25,35.25,35.25
36.00,35.00,36.00,35.00
35.00,35.00,35.00,35.00
35.00,35.00,35.00,35.00
35.00,35.00,35.00,35.00
34.25,34.05,34.25,34.05
34.05,34.05,34.05,34.05
34.95,35.00,35.00,34.95
35.95,35.95,35.95,35.95
35.95,35.95,35.95,35.95
36.00,36.00,36.00,36.00
36.00,36.00,36.00,36.00
36.00,36.00,36.00,36.00
36.00,35.05,36.00,35.05
35.05,35.05,35.05,35.05
35.05,35.05,35.05,35.05
35.05,35.05,35.05,35.05
35.75,35.75,35.75,35.30
35.75,35.75,35.75,35.75
35.75,35.75,35.75,35.75
35.75,35.75,35.75,35.75
35.55,35.55,35.55,35.55
36.95,36.50,36.95,36.50
36.50,36.50,36.50,36.50
37.50,39.90,39.90,37.50
39.90,39.90,39.90,39.90
39.90,39.90,39.90,39.90
39.90,39.90,39.90,39.90
39.90,39.90,39.90,39.90
39.90,39.90,39.90,39.90
39.90,39.90,39.90,39.90
39.90,39.90,39.90,39.90
39.90,39.90,39.90,39.90
37.50,37.50,37.70,37.50
36.00,35.65,36.25,35.65
