STRA,Strayer Education,NASDAQ
127.69,139.96,140.59,127.65
140.99,139.67,140.99,138.17
142.99,139.28,144.24,138.55
140.48,135.05,140.81,129.46
136.48,132.91,136.48,130.76
132.80,135.57,135.91,132.80
135.30,141.82,143.99,135.30
141.97,146.93,149.38,141.97
146.91,144.33,146.91,140.89
143.43,143.80,144.75,143.39
143.65,142.48,144.67,141.62
144.04,142.56,144.46,141.85
141.79,146.14,148.00,141.79
146.91,142.66,149.01,141.61
145.13,145.87,146.28,142.59
145.40,145.51,146.92,142.96
145.21,144.15,145.52,142.57
142.68,141.30,144.34,140.28
142.01,139.92,143.95,139.10
139.46,140.06,140.50,139.46
139.74,141.54,143.96,139.60
140.16,135.87,140.89,135.01
136.70,133.80,137.15,133.21
134.40,135.50,137.62,131.01
135.31,136.77,138.92,135.31
137.03,138.31,139.58,137.03
139.70,142.59,144.02,139.04
142.79,141.98,146.83,141.50
142.26,146.19,146.55,140.25
146.62,154.07,155.26,144.15
155.62,159.13,159.73,155.51
159.00,157.71,160.94,157.16
157.71,155.59,159.08,155.15
155.60,155.85,156.00,152.18
157.93,158.18,158.72,155.57
158.63,164.24,165.73,158.63
164.37,159.36,165.05,158.64
159.59,160.84,162.51,158.98
160.54,160.57,161.62,159.25
160.62,160.00,160.62,159.61
159.97,155.18,159.99,155.03
155.05,155.67,157.94,154.93
155.86,157.07,157.28,154.61
157.00,152.22,157.67,152.17
153.17,152.87,154.61,151.76
152.78,149.89,152.78,148.70
149.38,151.32,151.66,148.84
151.50,152.63,153.74,150.97
153.31,153.24,154.15,151.46
114.00,118.60,120.00,113.25
120.60,118.40,120.60,116.57
119.10,123.58,126.73,117.30
123.73,122.96,125.49,122.27
124.46,123.50,124.82,119.20
123.24,124.07,124.46,122.01
124.75,122.89,124.80,122.71
122.57,124.50,126.26,121.96
125.01,122.97,125.29,122.71
122.82,120.66,123.88,120.27
120.72,118.82,120.90,118.12
119.65,119.71,123.79,119.40
119.43,120.02,120.52,119.43
119.83,119.10,119.89,118.21
118.63,120.00,120.92,118.63
120.16,119.40,120.95,118.96
120.24,119.73,121.94,119.00
119.51,119.61,120.64,119.27
119.44,118.85,119.57,117.77
118.86,122.40,123.19,118.18
122.56,123.65,123.98,121.70
124.00,123.32,124.00,121.11
123.10,124.32,125.90,122.07
124.24,126.89,127.30,121.25
127.78,131.11,131.64,127.52
130.39,132.23,132.89,129.13
132.23,128.92,133.00,128.29
133.45,132.73,135.00,131.50
133.11,136.62,138.62,133.03
134.93,136.00,137.99,134.93
136.34,135.42,136.94,134.43
135.28,136.83,137.99,133.19
137.18,140.02,140.74,137.17
140.27,137.44,140.27,135.21
137.07,136.59,140.17,136.14
136.98,141.24,142.46,135.00
143.09,143.39,145.48,141.24
143.00,138.37,144.12,137.71
138.98,135.40,140.62,135.05
135.68,139.01,140.50,135.60
139.40,140.76,141.37,138.00
139.56,139.31,141.25,138.77
138.83,139.69,141.69,138.83
138.97,138.72,141.63,138.68
135.96,136.89,138.47,135.96
136.51,132.14,137.04,132.01
133.77,129.72,134.96,129.63
131.08,130.43,131.96,130.20
131.91,130.98,133.72,130.03
131.25,130.96,132.49,129.25
131.00,130.32,131.00,129.26
130.62,132.22,132.72,129.51
132.27,132.56,133.78,131.50
132.48,133.67,134.50,131.35
126.00,127.06,127.91,123.09
127.79,130.30,130.55,127.56
129.00,130.49,130.53,127.64
130.99,131.52,134.44,130.87
131.45,134.22,134.25,129.99
134.11,144.25,144.55,133.92
144.46,148.03,149.62,143.22
147.62,145.87,148.57,145.53
141.98,142.72,143.41,139.55
142.50,140.85,145.51,140.47
140.45,133.94,142.29,133.80
134.54,124.38,134.70,123.74
124.24,122.66,125.60,122.64
123.27,120.96,123.55,120.57
120.33,119.95,121.78,119.20
120.45,118.32,120.45,116.38
119.50,118.37,120.49,117.14
119.23,119.98,120.98,117.74
120.00,119.75,121.89,119.50
119.93,118.80,120.28,118.37
118.85,121.20,122.07,116.75
125.30,126.57,129.40,120.98
126.59,123.88,127.21,123.13
124.46,122.65,125.66,121.99
122.59,121.84,125.04,121.06
122.34,121.43,122.34,118.52
121.13,120.92,122.37,120.00
122.26,118.40,122.26,118.40
118.53,117.10,118.53,114.99
117.66,119.75,120.60,117.47
119.01,122.22,122.45,118.15
121.63,123.55,124.13,120.40
123.79,123.50,124.64,122.61
123.64,121.36,124.31,121.15
121.13,120.99,121.77,119.10
121.20,119.96,122.25,119.33
120.84,118.79,121.35,116.97
118.86,116.65,118.86,115.64
115.53,116.20,116.32,113.51
115.55,120.00,121.00,113.33
119.10,121.61,123.50,118.23
121.59,119.87,122.50,119.66
120.33,120.68,121.56,118.22
121.51,120.18,121.58,119.51
119.96,121.87,122.76,117.42
149.42,144.95,152.99,136.24
143.21,144.84,145.64,140.51
144.09,136.34,144.81,135.14
136.34,134.68,137.75,131.45
134.39,129.69,134.39,127.85
130.58,131.24,134.40,130.30
130.82,130.30,133.28,128.27
130.65,128.50,132.31,128.46
130.06,125.41,130.40,124.87
124.84,122.79,129.40,122.54
123.59,121.43,124.92,120.74
122.32,121.27,125.19,121.24
121.07,121.49,122.61,120.07
122.00,124.50,124.75,121.77
123.60,123.67,127.50,122.95
122.86,125.37,128.00,120.10
124.88,123.39,127.48,121.18
124.00,121.78,124.24,121.59
122.72,125.39,128.21,122.21
125.29,124.46,126.10,123.52
125.33,126.39,128.87,125.33
127.29,128.86,130.59,127.29
128.86,131.17,132.00,127.98
131.15,130.31,131.15,128.60
131.03,137.83,142.46,129.35
136.71,137.48,138.42,133.73
135.94,133.83,136.65,132.08
133.29,137.03,139.53,132.38
137.19,137.48,142.20,134.05
138.13,135.87,139.21,135.00
136.65,137.81,141.99,135.44
137.53,137.48,138.96,136.56
138.44,138.91,140.53,137.74
139.44,139.24,140.32,138.01
139.24,139.27,141.32,133.87
139.75,144.10,144.22,138.13
143.00,144.38,145.44,142.01
144.00,145.30,147.19,143.04
145.00,143.25,145.29,142.23
130.00,122.25,130.00,120.00
120.00,121.65,122.52,116.01
121.97,119.40,122.07,116.10
118.81,116.90,119.95,116.65
116.51,118.48,119.26,115.02
116.99,113.13,118.82,112.98
113.15,111.00,114.64,110.15
109.40,103.93,110.48,103.76
104.52,106.67,107.16,99.60
104.37,104.00,106.61,101.55
104.47,105.18,107.60,102.86
105.99,101.83,105.99,100.01
102.44,100.57,104.99,99.61
99.50,101.66,103.70,99.50
101.92,99.83,104.14,99.32
97.78,91.41,100.98,90.68
90.75,88.60,92.41,88.40
90.50,85.28,90.85,84.81
85.33,89.19,90.00,81.90
90.00,93.97,94.90,88.35
93.34,90.67,93.70,88.01
89.94,92.67,93.98,89.71
93.53,95.69,95.93,93.51
95.26,97.54,98.30,94.03
98.16,94.65,98.61,93.67
95.01,91.03,95.69,90.17
90.00,90.11,91.39,89.02
88.19,87.46,89.15,85.86
88.74,89.77,91.01,87.85
89.43,86.52,91.02,85.95
86.00,86.61,88.02,85.49
85.47,85.75,86.66,82.98
85.88,87.19,88.39,84.89
87.32,88.18,90.92,86.68
89.17,91.43,93.13,89.17
91.77,89.58,94.14,89.44
88.28,86.33,89.21,85.50
86.22,82.97,87.89,82.73
83.80,80.34,86.53,80.06
78.99,76.18,80.25,75.54
76.37,78.81,80.46,75.26
80.24,81.22,82.03,76.52
83.61,82.36,84.85,81.22
82.64,77.05,84.14,76.83
78.47,77.85,79.71,74.48
76.50,76.67,78.80,76.32
76.11,70.67,77.34,70.50
70.20,75.82,75.87,69.34
75.75,79.35,83.21,75.75
78.85,83.70,84.20,77.83
83.91,85.64,88.07,82.34
86.52,84.19,88.49,82.74
84.07,85.10,86.95,83.01
86.07,88.36,88.88,85.03
87.61,89.40,89.96,85.34
90.07,87.75,91.01,86.71
87.40,83.95,88.83,82.61
84.37,87.34,87.78,83.14
88.02,89.30,90.61,87.42
89.62,85.32,90.00,83.90
86.82,87.98,89.04,85.36
88.32,91.45,92.57,87.00
91.21,89.23,92.10,88.90
89.80,86.68,89.97,84.51
89.13,89.06,92.36,88.07
88.95,87.84,89.50,87.73
86.83,85.21,87.54,85.11
83.18,82.65,84.21,81.43
81.89,78.66,81.89,78.14
86.72,90.84,91.00,80.10
89.71,91.20,92.75,89.55
90.86,91.56,93.86,89.89
92.39,92.33,92.74,88.80
91.02,87.30,92.17,86.94
88.35,91.08,91.73,88.31
91.98,95.07,97.26,89.03
93.67,93.92,95.44,93.06
93.36,97.01,97.27,93.20
96.41,96.25,99.09,94.39
96.30,96.33,99.51,95.34
96.82,96.19,98.54,94.32
94.80,96.12,96.63,94.32
96.14,94.07,96.85,93.81
93.53,91.90,94.83,91.82
91.74,88.03,92.24,87.93
90.16,90.91,91.67,87.04
91.00,91.01,92.79,90.11
94.10,97.26,97.42,92.90
96.84,95.82,97.84,95.68
97.10,98.20,98.67,95.73
98.91,98.85,99.37,96.79
98.81,98.73,100.04,98.27
98.27,97.43,99.77,97.31
97.17,93.65,97.31,92.76
93.93,96.30,97.90,93.20
95.51,96.31,97.20,93.50
96.47,90.95,97.98,90.15
90.32,88.74,91.00,87.72
89.76,90.83,91.48,89.41
91.64,93.59,94.05,88.80
93.87,91.49,95.20,91.00
92.97,92.53,93.95,91.88
92.75,92.41,93.78,91.66
93.00,93.84,94.56,92.19
94.45,97.87,97.97,94.03
97.81,97.74,98.34,95.94
97.94,96.55,98.87,96.09
97.00,97.66,98.05,96.84
97.74,97.19,98.01,96.69
99.40,94.44,99.46,93.59
94.14,94.99,95.00,92.51
94.73,94.27,95.00,93.17
94.56,96.69,97.18,94.44
97.27,98.98,98.99,96.41
99.62,107.74,108.03,98.95
107.46,113.34,113.56,105.50
113.32,112.39,113.90,112.23
111.14,113.92,115.95,109.25
115.21,113.73,118.47,110.02
113.50,110.80,113.50,107.00
111.00,111.17,113.80,108.89
110.89,112.67,113.00,109.99
112.68,113.61,114.84,111.53
112.79,116.62,118.58,110.92
116.34,118.28,118.86,115.68
118.81,111.74,118.81,111.41
111.05,110.15,112.46,108.81
109.51,109.96,110.99,108.17
110.82,108.80,112.49,107.45
109.88,118.65,119.16,109.88
118.03,116.04,118.03,115.45
118.00,118.49,120.00,116.52
118.27,118.52,119.29,116.33
118.05,116.40,119.16,116.09
116.30,116.41,116.96,114.52
116.41,118.26,118.78,116.41
117.10,115.04,117.10,114.43
116.20,116.64,117.63,114.00
116.33,115.55,118.61,113.58
116.29,115.08,117.90,114.05
108.15,106.57,109.67,102.00
106.79,110.13,112.65,106.57
110.14,112.01,113.44,110.07
112.00,111.13,113.55,110.50
110.99,112.46,112.68,110.71
112.47,111.36,113.11,111.34
109.68,105.60,111.35,105.47
104.38,103.02,105.00,101.66
103.48,102.89,103.52,100.51
103.45,103.00,103.99,101.92
103.05,99.74,103.05,98.50
99.75,98.17,99.75,97.53
97.57,96.19,98.00,96.09
96.91,96.48,97.37,96.16
96.87,96.80,97.70,96.50
97.04,98.34,101.14,97.02
98.23,97.98,99.79,97.14
98.87,100.07,100.16,98.18
99.79,98.30,99.88,98.11
98.14,100.01,100.23,98.14
100.17,100.35,101.71,98.98
100.32,100.47,101.80,100.00
100.01,99.85,101.01,98.74
100.20,99.32,100.70,98.67
98.42,98.03,99.84,97.80
98.46,97.70,98.96,97.45
98.22,100.36,101.39,98.18
99.28,95.46,99.28,95.01
95.25,94.79,96.35,94.51
94.29,94.85,95.94,93.47
95.63,94.28,95.63,93.90
94.00,94.06,94.60,93.36
94.04,92.12,95.55,91.56
91.44,88.54,94.22,88.28
88.54,89.15,90.43,88.50
88.13,88.29,93.28,87.82
88.54,87.64,89.87,87.15
88.72,88.59,90.56,87.88
88.86,90.50,91.31,87.48
90.58,88.38,91.56,87.51
88.64,86.40,89.29,84.34
88.01,86.96,89.42,86.77
86.80,86.73,87.24,85.31
86.95,86.71,88.20,85.86
88.83,86.13,88.83,86.04
85.31,85.86,86.30,82.46
85.92,83.88,87.43,83.32
84.67,86.18,86.55,82.95
90.50,99.05,104.87,86.96
99.38,100.55,101.61,97.07
100.33,98.68,101.45,97.34
98.67,96.96,98.71,96.65
96.85,97.90,98.69,95.64
97.93,93.53,98.00,92.73
93.08,91.77,93.79,91.09
91.72,91.78,96.00,91.57
91.71,92.99,93.97,91.40
92.04,93.91,95.63,91.40
94.65,91.81,94.79,91.48
91.45,91.47,92.00,91.26
90.90,91.75,91.91,90.77
91.59,92.18,93.00,90.99
92.65,93.53,94.48,92.22
93.57,91.95,95.90,91.73
91.88,91.93,93.72,91.51
92.01,92.18,92.95,91.54
92.38,86.48,92.56,84.53
85.38,87.87,88.26,84.75
87.19,86.25,87.19,83.71
86.28,89.40,90.35,86.28
90.09,91.24,92.34,88.91
90.48,88.01,90.48,87.27
88.04,89.85,90.39,85.39
87.99,86.90,91.74,85.58
87.54,91.01,92.49,87.45
90.68,90.68,91.99,89.24
91.28,91.13,91.45,89.69
91.89,90.98,92.66,90.23
90.81,92.05,92.50,89.47
92.76,89.99,92.94,89.63
90.38,87.61,90.38,86.07
87.11,86.95,88.45,85.51
87.11,89.10,89.64,85.86
90.51,91.22,92.23,89.20
90.80,89.12,91.15,88.02
89.62,93.70,93.98,88.40
93.70,92.69,95.83,92.17
92.92,92.59,94.14,91.07
92.95,93.62,94.25,91.82
92.08,93.61,94.75,91.71
96.62,100.94,102.73,96.49
101.00,100.97,102.86,99.63
100.32,103.05,103.43,98.70
104.88,109.02,109.50,102.82
109.54,110.45,112.31,107.56
110.35,111.99,113.28,108.46
111.29,109.40,111.29,107.25
107.94,108.44,109.50,107.58
107.02,106.39,108.25,105.77
106.22,101.93,107.00,100.82
101.93,100.03,103.93,99.77
99.33,100.29,100.86,98.37
100.62,101.58,102.21,100.48
100.91,101.19,101.79,100.02
100.72,101.81,102.38,99.52
101.54,102.41,102.89,101.54
102.60,103.75,104.64,101.49
103.10,102.75,103.69,101.53
100.74,101.62,101.97,98.37
94.07,91.51,96.14,90.28
91.75,90.70,94.57,90.09
75.44,79.44,87.95,69.80
78.00,77.09,78.99,72.41
76.88,72.97,76.90,71.37
72.83,72.66,74.09,72.00
73.17,72.58,74.33,72.37
71.98,69.98,74.21,69.50
70.76,70.45,71.84,70.07
70.58,72.07,73.61,70.40
72.29,72.87,76.85,72.29
72.65,73.03,74.35,71.93
73.00,73.00,73.32,72.85
72.93,73.14,73.87,72.72
72.98,70.77,73.20,70.56
71.41,69.43,71.41,69.18
69.18,69.00,70.28,68.57
68.91,69.36,70.88,68.91
69.33,70.86,71.30,69.18
70.75,70.01,71.58,69.66
70.19,69.61,70.57,69.22
69.59,68.53,69.59,68.03
67.50,67.61,68.34,67.00
67.34,66.46,68.22,66.10
66.53,64.89,67.89,64.58
64.79,65.04,65.47,64.28
65.13,64.88,66.35,64.00
64.56,64.68,64.99,64.10
64.89,64.78,65.85,64.11
64.67,64.50,65.19,62.81
64.35,65.64,65.79,64.35
66.02,69.42,70.04,66.02
68.37,70.01,70.09,68.01
70.11,69.27,71.16,68.80
69.68,70.32,71.14,68.23
70.48,67.52,71.30,66.91
66.26,67.19,68.34,65.67
67.47,68.10,69.77,67.47
67.68,67.97,68.76,67.23
68.03,70.82,71.07,68.03
70.91,70.42,71.23,69.63
69.73,68.89,69.98,68.65
69.49,67.33,69.63,67.17
66.96,66.73,67.67,66.45
67.01,62.75,67.47,62.53
62.70,65.15,66.38,62.70
65.64,65.89,66.92,64.82
65.85,64.35,65.85,63.96
64.94,66.31,68.00,64.46
66.75,66.30,67.85,66.11
66.25,63.83,67.00,63.41
64.21,64.76,65.66,63.87
64.92,65.05,67.01,64.79
64.57,65.50,65.92,64.54
65.38,65.80,66.51,64.99
65.84,65.91,66.43,65.46
66.22,68.70,69.10,65.58
68.61,66.48,69.16,66.23
66.22,66.25,66.99,65.14
66.06,66.54,67.53,65.58
65.00,62.02,65.22,60.40
62.00,61.62,63.17,61.11
61.57,56.38,61.98,56.05
56.38,58.67,58.87,56.04
57.91,57.39,58.99,56.31
57.62,56.56,58.50,56.40
57.28,55.63,58.86,55.03
56.19,57.76,58.42,55.61
57.62,57.32,58.59,55.75
57.68,58.77,59.91,57.08
59.18,57.83,59.95,57.51
58.00,56.49,58.31,56.20
56.84,60.36,60.62,56.11
59.95,58.48,59.95,55.69
58.23,56.17,58.23,54.81
48.31,46.51,51.85,46.08
44.27,46.49,46.93,42.98
46.14,46.68,48.38,46.14
48.16,47.50,48.89,46.50
47.34,47.81,48.66,47.07
47.84,48.65,48.98,47.45
49.44,49.76,49.83,48.09
49.56,48.58,49.88,48.29
47.61,47.31,48.55,47.08
47.31,49.44,49.57,46.84
49.19,49.11,50.42,48.28
49.16,49.63,50.36,48.45
49.41,50.03,50.35,48.25
50.25,51.95,52.53,49.77
52.14,52.33,52.62,50.99
52.51,52.48,52.89,51.97
52.47,53.97,54.14,52.14
54.16,57.83,58.91,53.92
57.60,56.65,57.60,55.76
56.65,56.83,57.95,56.12
56.83,57.79,58.20,56.68
57.84,58.84,59.13,57.02
59.05,59.47,61.23,58.96
59.62,60.36,61.64,59.20
60.17,59.40,61.26,59.02
59.76,59.42,60.22,58.74
59.39,60.17,60.94,59.06
60.29,58.31,60.77,58.31
58.49,58.26,59.07,57.69
57.98,56.84,59.00,56.24
57.91,57.66,58.40,56.65
57.79,57.60,58.66,57.43
57.87,56.90,57.87,55.59
56.50,55.32,56.99,55.02
55.16,56.17,56.25,54.23
57.47,56.95,59.09,56.51
56.86,58.77,59.65,56.86
58.68,60.86,61.99,58.68
60.75,57.69,61.00,56.84
57.50,57.17,58.68,56.67
55.74,52.70,55.74,52.16
53.03,53.35,53.67,52.20
53.44,53.04,53.94,52.50
53.48,53.13,53.83,52.62
52.77,54.56,54.82,52.53
54.31,54.02,54.77,53.65
54.14,54.67,55.02,54.14
54.76,54.63,55.36,54.41
54.80,54.41,55.05,53.91
54.49,54.31,54.70,53.60
53.60,55.95,56.15,52.69
56.30,55.28,56.60,54.06
55.64,57.02,57.39,54.34
56.82,55.52,56.84,54.88
55.33,56.02,56.54,54.97
56.00,56.90,57.17,56.00
57.29,57.27,58.13,56.46
56.80,57.22,58.10,56.60
57.38,57.56,58.04,56.85
57.31,58.27,58.40,57.22
59.52,61.31,62.28,59.50
61.26,61.56,61.95,60.42
61.36,61.74,61.81,60.99
61.87,62.28,62.38,60.96
62.29,63.97,64.70,61.88
59.00,53.49,60.00,53.43
52.87,51.95,53.13,51.49
52.07,52.27,52.49,51.95
52.79,52.00,53.07,51.96
52.09,51.92,52.40,51.73
52.20,52.25,52.46,51.79
52.34,49.93,52.34,49.78
50.04,49.17,50.37,48.59
49.05,49.13,49.66,49.04
49.08,49.09,49.78,49.08
48.72,48.90,49.68,48.58
48.70,46.89,49.05,46.31
47.10,47.28,47.86,46.91
47.30,48.06,48.08,46.89
48.12,48.60,48.88,47.73
48.90,48.49,49.08,48.13
48.49,51.37,51.87,48.34
51.37,50.88,52.20,49.98
50.77,51.71,52.38,50.72
51.66,51.92,52.30,51.53
52.00,51.94,52.88,51.46
51.60,52.02,52.66,51.51
52.07,51.88,52.56,51.18
52.00,52.01,52.37,51.54
49.83,50.24,52.20,49.83
50.45,50.47,51.01,50.23
51.00,50.08,51.72,49.55
50.11,48.82,50.47,48.40
48.62,48.97,49.11,48.05
49.25,48.38,49.61,48.37
48.45,47.40,48.92,47.15
47.36,47.90,48.20,47.11
47.91,47.73,48.18,47.60
47.69,50.10,50.39,47.60
49.45,47.51,49.56,46.96
47.40,46.48,48.15,46.11
46.57,46.24,46.57,46.00
46.25,47.54,48.08,46.25
47.54,48.26,48.50,47.14
48.04,48.84,49.13,47.38
48.65,46.38,48.70,46.00
45.00,45.45,45.58,44.50
45.14,46.90,46.91,44.51
46.90,46.63,46.96,46.11
46.74,46.98,47.05,46.36
47.15,46.25,47.15,45.06
46.50,48.08,48.29,46.50
47.49,47.16,47.80,46.66
47.46,48.05,49.27,46.86
47.56,48.00,48.39,46.91
48.03,47.54,48.59,47.44
47.37,47.36,48.00,46.89
47.26,48.55,49.28,45.98
45.99,45.81,47.49,44.53
46.22,45.63,46.93,45.47
45.55,45.44,46.36,45.25
45.42,45.54,46.21,45.23
45.41,45.99,47.04,45.17
46.14,47.10,48.20,45.91
47.25,48.85,50.64,47.06
48.71,48.78,49.34,48.22
48.74,50.05,50.70,48.74
50.43,51.60,51.86,50.38
51.40,52.34,52.40,51.04
52.45,54.98,55.45,52.39
54.78,56.57,56.76,54.71
56.50,57.49,58.55,56.15
57.64,55.42,57.65,54.52
55.30,56.34,56.68,54.02
56.10,56.24,56.43,55.01
56.91,52.54,56.97,52.03
52.33,52.83,53.02,51.19
52.88,53.89,53.97,52.83
53.73,53.49,54.27,53.12
53.63,53.99,54.15,52.45
54.05,53.97,55.05,53.37
53.96,53.71,55.38,52.66
53.59,54.02,54.34,53.24
54.35,55.50,55.62,54.03
55.85,56.79,57.55,55.71
56.21,54.91,56.75,54.67
55.44,53.91,55.94,53.72
53.79,54.50,54.56,53.18
54.97,53.58,56.54,53.42
53.91,53.30,54.43,53.24
53.24,51.90,55.50,51.60
52.34,50.92,53.08,50.74
50.27,50.25,51.63,49.70
