WCST,Wecast Network,NASDAQ
1.58,1.59,1.75,1.56
1.65,1.58,1.67,1.58
1.54,1.55,1.68,1.54
1.55,1.61,1.72,1.55
1.59,1.65,1.72,1.59
1.75,1.61,1.75,1.61
1.72,1.63,1.72,1.60
1.62,1.74,1.79,1.62
1.71,1.73,1.73,1.71
1.71,1.83,1.83,1.67
1.83,1.92,1.99,1.83
1.89,1.90,1.92,1.78
1.88,1.83,1.88,1.79
1.89,1.95,2.21,1.77
1.88,1.94,2.05,1.88
1.90,1.90,1.92,1.63
1.85,1.79,1.85,1.70
1.77,1.70,1.84,1.65
1.73,1.58,1.73,1.57
1.60,1.56,1.68,1.55
1.55,1.56,1.62,1.55
1.61,1.50,1.64,1.50
1.50,1.75,1.75,1.50
1.77,1.74,1.79,1.60
1.68,1.63,1.74,1.62
1.58,1.69,1.71,1.55
1.64,1.66,1.70,1.60
1.63,1.69,1.71,1.55
1.71,1.67,1.71,1.57
1.66,1.63,1.68,1.62
1.60,1.67,1.75,1.60
1.65,1.70,1.75,1.60
1.72,1.73,1.74,1.69
1.63,1.63,1.75,1.61
1.65,1.68,1.68,1.59
1.68,1.68,1.68,1.67
1.71,1.69,1.73,1.56
1.65,1.68,1.72,1.54
1.51,1.62,1.68,1.50
1.54,1.68,1.73,1.50
1.64,1.67,1.67,1.64
1.73,1.64,1.73,1.54
1.70,1.64,1.70,1.57
1.67,1.63,1.67,1.63
1.59,1.70,1.73,1.59
1.64,1.62,1.73,1.50
1.54,1.62,1.64,1.54
1.62,1.62,1.62,1.52
1.60,1.53,1.60,1.51
1.58,1.58,1.70,1.55
1.53,1.50,1.61,1.50
1.54,1.53,1.55,1.50
1.51,1.56,1.57,1.50
1.53,1.53,1.53,1.50
1.50,1.51,1.68,1.50
1.60,1.60,1.63,1.51
1.56,1.55,1.63,1.52
1.59,1.50,1.60,1.50
1.52,1.45,1.58,1.41
1.45,1.43,1.56,1.35
1.40,1.39,1.48,1.39
1.41,1.44,1.45,1.31
1.42,1.38,1.50,1.38
1.36,1.50,1.60,1.36
1.58,1.53,1.62,1.44
1.52,1.58,1.61,1.51
1.65,1.65,1.65,1.60
1.68,1.65,1.68,1.56
1.67,1.68,1.69,1.57
1.65,1.67,1.70,1.58
1.65,1.65,1.68,1.50
1.62,1.63,1.65,1.47
1.58,1.58,1.62,1.55
1.55,1.59,1.59,1.52
1.55,1.57,1.59,1.53
1.61,1.63,1.63,1.50
1.58,1.60,1.65,1.58
1.55,1.60,1.60,1.53
1.58,1.63,1.75,1.49
1.68,1.86,2.05,1.59
1.95,1.76,2.10,1.70
1.76,1.83,1.87,1.65
1.79,1.78,1.84,1.71
1.80,1.74,1.80,1.65
1.68,1.75,1.77,1.66
1.75,1.78,1.78,1.62
1.71,1.78,1.79,1.68
1.78,1.76,1.79,1.62
1.75,1.78,1.78,1.67
1.75,1.71,1.75,1.68
1.67,1.73,1.73,1.67
1.77,1.74,1.78,1.67
1.74,1.78,1.80,1.71
1.70,1.87,1.87,1.70
1.74,1.88,1.90,1.74
1.88,1.92,1.97,1.85
1.92,2.01,2.04,1.92
2.10,2.27,2.49,1.97
3.00,2.91,3.00,2.42
2.97,3.13,3.25,2.61
3.13,2.74,3.19,2.68
2.71,2.89,2.89,2.71
2.89,2.78,2.89,2.68
2.77,2.65,2.77,2.18
2.58,2.57,2.69,2.41
2.51,2.66,2.70,2.50
2.70,2.70,2.74,2.62
2.63,2.66,2.74,2.55
2.61,2.68,2.78,2.58
2.70,2.58,2.70,2.58
2.55,2.47,2.55,2.35
2.47,2.49,2.50,2.41
2.50,2.47,2.50,2.38
2.43,2.43,2.46,2.29
2.34,2.33,2.41,2.23
2.37,2.32,2.45,2.28
2.29,2.29,2.37,2.26
2.26,2.42,2.43,2.23
2.38,2.56,2.69,2.38
2.47,2.48,2.56,2.43
2.48,2.53,2.69,2.43
2.54,2.56,2.60,2.46
2.58,2.60,2.60,2.51
2.59,2.60,2.61,2.55
2.57,2.68,2.68,2.57
2.68,2.69,2.76,2.52
2.70,2.63,2.70,2.52
2.55,2.49,2.89,2.39
2.48,2.43,2.51,2.32
2.40,2.50,2.50,2.33
2.47,2.40,2.54,2.31
2.36,2.23,2.39,2.08
2.16,2.25,2.35,2.16
2.30,2.26,2.31,2.26
2.30,2.27,2.30,2.24
2.24,2.26,2.34,2.24
2.24,2.44,2.44,2.24
2.45,2.48,2.55,2.34
2.45,2.46,2.53,2.45
2.46,2.57,2.61,2.46
2.59,2.57,2.59,2.54
2.51,2.47,2.64,2.40
2.51,2.57,2.58,2.36
2.53,2.55,2.57,2.35
2.50,2.64,2.74,2.50
2.60,2.57,2.65,2.56
2.56,2.67,2.67,2.56
2.63,2.66,2.73,2.60
2.70,2.88,3.10,2.63
2.80,2.63,2.89,2.56
2.63,2.52,2.66,2.40
2.51,2.53,2.65,2.51
2.51,2.57,2.63,2.45
2.90,3.03,3.35,2.72
2.96,2.91,3.05,2.76
2.99,2.71,3.05,2.53
2.68,2.76,2.80,2.52
2.71,2.63,2.79,2.57
2.71,2.56,2.71,2.55
2.62,3.31,3.34,2.50
3.64,5.62,5.85,3.52
5.43,5.07,7.35,4.87
5.27,5.72,6.10,5.05
5.72,5.84,6.25,5.51
5.86,5.75,6.09,5.32
5.78,5.77,6.05,5.52
5.86,6.00,6.49,5.70
6.10,5.97,6.20,5.85
6.20,6.16,6.40,5.95
6.25,5.69,6.25,5.59
5.61,5.45,5.68,5.26
5.45,5.17,5.63,5.13
5.18,5.78,5.94,5.07
5.48,5.28,5.69,5.22
5.12,5.01,5.18,4.67
5.16,5.79,5.80,4.91
5.69,5.53,5.79,5.31
5.61,5.25,5.95,5.05
5.35,5.10,5.35,5.04
5.19,5.07,5.25,4.90
4.99,5.05,5.39,4.91
4.95,4.92,5.05,4.90
4.94,5.30,5.75,4.93
5.36,5.15,5.64,5.05
5.17,6.65,6.70,5.07
6.75,6.07,7.12,5.76
6.01,5.83,6.29,5.77
5.75,5.66,6.00,5.51
5.75,5.39,5.75,5.35
5.37,5.05,5.38,5.00
5.15,4.86,5.33,4.85
4.98,4.50,4.99,4.44
4.42,4.49,4.79,4.31
4.59,4.38,4.63,4.31
4.62,4.91,5.05,4.40
3.99,4.23,4.30,3.85
4.22,4.39,4.52,4.22
4.35,4.06,4.41,4.05
4.50,4.09,4.57,3.90
4.01,3.57,4.04,3.56
3.57,3.60,3.68,3.40
3.69,3.78,3.83,3.57
3.77,3.44,3.77,3.43
3.36,3.34,3.50,3.28
3.40,3.45,3.63,3.35
3.51,3.30,3.56,3.01
3.40,3.62,3.72,3.33
3.02,3.46,3.48,2.98
3.44,3.19,3.44,3.17
3.20,3.25,3.38,3.15
3.24,3.12,3.34,3.07
3.14,3.30,3.53,3.01
3.26,3.17,3.35,3.10
3.17,2.78,3.20,2.71
2.80,2.72,2.88,2.62
2.81,2.97,3.03,2.73
2.98,2.81,2.99,2.76
2.81,2.70,2.87,2.67
2.67,2.78,2.84,2.53
2.80,2.68,2.83,2.62
2.67,2.41,2.72,2.31
2.43,2.44,2.60,2.39
2.45,2.34,2.46,2.25
2.38,2.56,2.60,2.37
2.60,2.76,2.80,2.60
2.83,2.71,2.84,2.55
2.71,2.71,2.71,2.50
2.66,2.50,2.66,2.44
2.55,2.27,2.64,2.17
2.31,2.02,2.32,1.92
2.00,2.11,2.12,2.00
2.10,2.16,2.28,2.01
2.32,3.23,3.70,2.23
3.21,2.82,3.23,2.66
2.82,3.12,3.24,2.70
3.17,3.27,3.58,3.03
3.26,3.21,3.53,3.20
3.22,3.27,3.35,2.96
3.15,3.09,3.15,2.95
3.01,3.07,3.10,2.96
3.03,3.02,3.25,2.98
3.07,3.28,3.37,3.02
3.25,3.36,3.64,3.19
3.37,3.54,3.70,3.23
3.54,3.57,3.89,3.42
3.59,3.56,3.85,3.45
3.69,3.71,3.90,3.45
3.68,3.62,3.95,3.56
3.57,3.74,3.97,3.57
3.71,3.68,3.84,3.64
3.72,3.57,3.72,3.52
3.54,3.37,3.64,3.30
3.37,3.10,3.39,3.03
3.19,2.93,3.20,2.84
2.82,2.81,2.90,2.77
2.85,2.72,2.88,2.67
2.71,2.70,2.77,2.61
2.71,2.69,2.84,2.66
2.70,2.87,2.96,2.70
2.83,3.12,3.14,2.80
3.10,2.85,3.10,2.78
2.81,2.75,2.89,2.62
2.71,2.75,2.79,2.45
2.79,2.90,3.06,2.74
2.85,2.75,2.86,2.66
2.78,2.70,2.78,2.65
2.76,2.65,2.76,2.62
2.74,2.52,2.74,2.47
2.51,2.52,2.57,2.43
2.52,2.55,2.60,2.47
2.51,2.74,2.80,2.46
2.75,2.70,2.87,2.66
2.71,2.68,2.80,2.63
2.65,2.86,2.90,2.65
2.90,2.77,2.95,2.72
2.75,2.78,2.88,2.70
2.78,2.78,2.89,2.73
2.83,2.71,2.83,2.70
2.70,2.67,2.74,2.65
2.68,2.52,2.68,2.44
2.50,2.39,2.54,2.32
2.40,2.47,2.53,2.40
2.49,2.59,2.63,2.49
2.56,2.61,2.66,2.51
2.64,2.64,2.66,2.61
2.66,2.63,2.68,2.60
2.61,2.55,2.67,2.46
2.56,2.44,2.59,2.35
2.45,2.53,2.56,2.45
2.56,2.53,2.65,2.45
2.57,2.37,2.60,1.89
2.35,2.31,2.38,2.26
2.32,2.34,2.43,2.28
2.39,2.42,2.47,2.31
2.46,2.42,2.47,2.32
2.42,2.41,2.42,2.37
2.41,2.37,2.42,2.34
2.34,2.36,2.43,2.34
2.42,2.34,2.42,2.29
2.32,2.28,2.32,2.20
2.27,2.18,2.27,2.15
2.18,2.08,2.23,2.05
2.07,1.98,2.08,1.96
1.97,1.92,1.97,1.85
1.93,1.87,1.96,1.80
1.88,2.26,2.26,1.84
2.21,2.38,2.60,2.21
2.33,2.13,2.37,2.07
2.15,2.23,2.29,2.15
2.24,2.16,2.24,2.11
2.11,2.04,2.15,1.99
2.03,2.04,2.12,1.95
2.04,1.98,2.08,1.94
2.00,2.01,2.12,1.96
2.00,1.91,2.10,1.89
1.92,1.85,1.93,1.81
1.81,1.84,1.97,1.81
1.84,1.88,1.92,1.83
1.89,1.80,1.89,1.75
1.82,1.93,1.95,1.76
1.92,2.12,2.12,1.91
2.15,2.10,2.16,1.99
2.11,1.86,2.11,1.81
1.95,1.96,1.99,1.83
2.00,2.02,2.05,1.98
2.05,1.98,2.05,1.91
1.99,1.95,2.04,1.90
1.91,1.88,1.99,1.85
1.85,1.83,1.94,1.83
1.82,1.68,1.83,1.65
1.65,1.66,1.75,1.61
1.70,1.66,1.73,1.61
1.65,1.67,1.74,1.63
1.64,1.71,1.72,1.64
1.73,1.84,1.89,1.71
1.85,1.84,1.89,1.79
1.89,1.76,1.95,1.73
1.80,1.76,1.81,1.73
1.74,1.74,1.79,1.74
1.76,1.79,1.82,1.74
1.76,1.78,1.86,1.76
1.78,1.72,1.84,1.72
1.73,1.73,1.77,1.72
1.75,1.75,1.79,1.74
1.74,2.04,2.69,1.73
1.93,1.92,2.25,1.86
2.00,2.45,2.60,1.91
2.80,3.12,3.43,2.80
3.07,3.01,3.18,2.77
2.97,2.87,3.00,2.76
2.80,2.67,3.17,2.67
2.64,2.58,2.78,2.53
2.57,2.65,2.78,2.47
2.65,2.56,2.70,2.45
2.06,2.20,2.20,1.97
2.15,2.02,2.21,2.02
2.02,2.12,2.30,2.01
2.07,2.01,2.12,2.01
2.01,2.10,2.17,2.00
2.15,2.10,2.20,2.10
2.15,2.14,2.19,2.10
2.19,2.15,2.19,2.12
2.15,2.37,2.38,2.15
2.45,2.36,2.45,2.31
2.40,2.33,2.40,2.27
2.35,2.34,2.35,2.20
2.34,2.32,2.35,2.29
2.31,2.27,2.31,2.20
2.25,2.25,2.26,2.22
2.25,2.36,2.39,2.21
2.29,2.20,2.29,2.20
2.27,2.18,2.28,2.18
2.23,2.34,2.46,2.17
2.37,2.30,2.39,2.28
2.28,2.24,2.36,2.20
2.21,2.18,2.21,2.15
2.22,2.09,2.22,2.06
2.08,2.09,2.15,2.06
2.13,2.11,2.14,2.07
2.09,2.23,2.33,2.07
2.28,2.18,2.30,2.15
2.16,2.14,2.19,2.13
2.15,2.07,2.20,2.06
2.00,2.00,2.09,1.95
2.00,2.01,2.07,1.93
1.93,2.06,2.08,1.91
2.09,2.15,2.15,1.99
2.02,2.01,2.15,2.01
2.03,2.03,2.06,2.01
2.08,2.10,2.13,2.04
2.12,2.13,2.14,1.98
2.11,2.06,2.11,2.05
2.06,2.08,2.11,2.06
2.09,2.15,2.17,2.09
2.12,2.07,2.13,2.03
2.10,2.09,2.10,2.00
2.05,2.05,2.14,2.05
2.05,2.05,2.07,2.05
2.05,2.05,2.10,2.05
2.07,2.10,2.15,2.07
2.07,2.10,2.16,2.07
2.10,2.12,2.21,2.07
2.06,2.08,2.16,2.06
2.00,2.00,2.10,2.00
2.05,2.02,2.08,2.02
2.07,2.05,2.08,2.05
2.64,2.46,3.40,2.40
2.42,2.25,2.43,2.15
2.20,2.20,2.29,2.12
2.17,2.29,2.34,2.10
2.33,2.24,2.38,2.23
2.24,2.13,2.33,2.13
2.22,2.19,2.22,2.13
2.15,2.18,2.22,2.13
2.21,2.18,2.21,2.16
2.20,2.22,2.24,2.13
2.18,2.14,2.21,2.13
2.14,2.24,2.24,2.10
2.18,2.25,2.25,2.16
2.22,2.25,2.33,2.22
2.25,2.20,2.30,2.20
2.27,2.25,2.27,2.22
2.20,2.27,2.28,2.20
2.29,2.25,2.29,2.25
2.29,2.25,2.29,2.25
2.27,2.24,2.27,2.16
2.20,2.10,2.23,2.10
2.13,2.05,2.13,2.05
2.05,2.05,2.15,2.02
2.05,2.06,2.11,2.05
2.09,2.06,2.09,2.04
2.04,2.02,2.10,1.94
2.02,2.09,2.09,1.97
2.09,2.21,2.23,2.09
2.21,2.23,2.25,2.21
2.21,2.21,2.23,2.21
2.21,2.30,2.37,2.21
2.37,2.36,2.61,2.31
2.34,2.28,2.36,2.26
2.26,2.25,2.29,2.25
2.23,2.22,2.27,2.21
2.25,2.29,2.29,2.23
2.27,2.24,2.31,2.21
2.19,2.26,2.37,2.19
2.28,2.42,2.47,2.28
2.35,2.15,2.37,2.12
2.17,2.14,2.20,2.10
2.14,2.07,2.32,2.04
2.10,2.05,2.13,2.01
2.07,2.02,2.11,2.00
2.02,2.08,2.08,1.99
2.03,2.16,2.20,2.03
2.18,2.12,2.18,2.10
2.09,2.16,2.18,2.09
2.13,2.19,2.19,2.10
2.16,2.11,2.16,2.11
2.11,2.17,2.17,2.10
2.13,2.16,2.18,2.09
2.14,2.19,2.27,2.07
2.25,2.14,2.25,2.05
2.19,2.15,2.19,2.08
2.19,2.17,2.23,2.12
2.13,2.26,2.35,2.13
2.25,2.29,2.34,2.25
2.30,2.29,2.32,2.27
2.51,2.17,2.78,2.15
2.15,2.11,2.20,2.07
2.15,2.18,2.21,2.14
2.14,2.12,2.20,2.12
2.15,2.11,2.17,2.11
2.10,2.15,2.15,2.05
2.17,2.15,2.18,2.06
2.15,2.14,2.15,2.07
2.14,2.15,2.15,2.09
2.12,2.11,2.13,2.07
2.15,2.15,2.15,2.11
2.15,2.18,2.24,2.11
2.30,2.16,2.31,2.10
2.16,2.18,2.33,2.11
2.19,2.12,2.19,2.11
2.12,2.09,2.15,2.07
2.11,2.14,2.29,2.09
2.12,2.10,2.17,2.10
2.12,2.18,2.22,2.10
2.17,2.16,2.19,2.11
2.14,2.12,2.19,2.12
2.15,2.15,2.16,2.13
2.15,2.14,2.17,2.13
2.18,2.15,2.20,2.13
2.15,2.18,2.20,2.15
2.20,2.20,2.23,2.18
2.23,2.21,2.23,2.17
2.22,2.24,2.29,2.20
2.21,2.25,2.29,2.20
2.28,2.25,2.34,2.22
2.28,2.32,2.36,2.25
2.35,2.37,2.40,2.30
2.39,2.34,2.44,2.30
2.30,2.33,2.33,2.26
2.32,2.26,2.33,2.26
2.29,2.29,2.32,2.22
2.24,2.22,2.27,2.15
2.21,2.22,2.28,2.18
2.21,2.17,2.23,2.16
2.16,2.20,2.25,2.16
2.22,2.20,2.26,2.13
2.18,2.21,2.28,2.15
2.21,2.19,2.26,2.15
2.17,2.11,2.21,2.11
2.11,2.07,2.16,2.06
2.07,2.10,2.15,2.07
2.12,2.09,2.13,2.08
2.09,2.12,2.15,2.08
2.12,2.09,2.13,2.06
2.06,2.00,2.09,1.85
1.98,1.94,2.04,1.94
2.01,2.09,2.09,1.99
2.10,2.09,2.10,2.03
2.10,2.09,2.10,2.04
2.06,2.03,2.09,1.97
2.01,2.02,2.08,2.00
2.04,2.03,2.08,2.00
2.00,1.99,2.06,1.96
1.97,1.94,2.00,1.91
1.90,1.95,1.99,1.90
1.99,2.01,2.03,1.99
2.03,2.00,2.03,1.95
1.96,1.97,2.00,1.95
1.97,1.95,2.03,1.95
1.97,2.00,2.02,1.96
2.03,2.01,2.03,1.99
2.01,2.00,2.03,1.97
2.00,2.03,2.03,2.00
2.00,1.99,2.05,1.98
1.98,2.01,2.02,1.98
2.00,1.98,2.01,1.98
1.99,2.02,2.05,1.98
2.01,2.08,2.13,2.01
2.10,2.07,2.15,2.03
2.08,2.10,2.11,2.02
2.07,2.22,2.27,1.99
2.22,2.49,2.49,2.13
2.48,2.21,2.48,2.20
2.19,2.18,2.24,2.12
2.14,2.13,2.20,2.08
2.16,2.19,2.21,2.12
2.23,2.17,2.23,2.15
2.02,1.99,2.04,1.99
2.04,2.08,2.14,2.03
2.08,2.02,2.08,1.99
2.02,2.10,2.10,2.00
2.05,2.09,2.14,2.02
2.10,2.05,2.10,2.05
2.09,2.05,2.09,2.03
2.05,2.03,2.08,2.02
2.09,2.07,2.09,2.01
2.09,2.01,2.10,1.80
2.06,1.94,2.06,1.90
1.96,2.02,2.04,1.95
1.99,1.97,2.01,1.96
1.97,1.90,2.00,1.88
1.89,1.95,1.98,1.89
1.98,1.98,2.09,1.90
2.08,1.92,2.08,1.92
2.00,1.87,2.00,1.87
1.89,1.93,2.01,1.88
2.02,2.01,2.02,1.91
2.01,1.93,2.01,1.92
1.93,1.92,1.98,1.91
1.94,1.88,1.94,1.85
1.99,1.89,1.99,1.85
1.89,1.87,1.92,1.85
1.90,1.92,1.98,1.85
1.85,1.90,1.91,1.85
1.94,1.93,1.95,1.90
1.94,2.09,2.09,1.89
2.02,2.08,2.13,1.96
2.10,2.03,2.10,1.99
1.99,1.95,2.04,1.95
2.08,1.95,2.08,1.92
1.95,1.93,2.07,1.92
1.98,1.97,1.98,1.94
2.00,1.92,2.08,1.92
2.01,1.94,2.01,1.94
1.92,1.99,2.03,1.92
2.05,2.01,2.16,1.95
1.96,2.04,2.11,1.96
2.07,2.01,2.09,2.01
2.05,2.04,2.11,2.03
2.11,2.00,2.11,2.00
2.00,1.90,2.08,1.86
1.97,1.89,2.05,1.87
1.84,1.84,1.93,1.81
1.84,1.89,2.01,1.84
2.00,1.93,2.01,1.92
1.94,1.93,1.98,1.91
2.00,1.98,2.01,1.94
2.01,1.99,2.02,1.95
1.99,1.97,2.02,1.91
1.99,2.00,2.01,1.95
1.97,2.07,2.08,1.93
2.03,2.10,2.10,2.03
2.08,2.04,2.09,2.02
2.09,2.04,2.09,2.03
2.10,1.97,2.17,1.92
2.01,2.03,2.04,1.94
2.06,1.93,2.10,1.93
1.93,1.97,1.99,1.90
1.95,2.15,2.20,1.95
2.13,2.08,2.31,2.03
2.05,2.08,2.08,2.03
2.06,2.09,2.09,1.99
2.25,1.95,2.25,1.93
1.95,1.99,2.04,1.95
2.00,2.05,2.07,2.00
2.06,2.04,2.11,2.01
2.02,2.03,2.08,1.98
2.06,2.04,2.11,1.98
2.02,2.01,2.09,2.01
2.00,2.00,2.02,1.98
2.02,1.96,2.02,1.96
1.95,1.92,2.01,1.92
1.93,1.95,1.95,1.91
2.01,1.97,2.01,1.96
1.92,1.89,1.92,1.89
1.87,1.83,2.00,1.83
1.82,1.85,1.88,1.82
1.84,1.66,1.85,1.65
1.73,1.66,1.75,1.66
1.64,1.51,1.67,1.48
1.51,1.67,1.74,1.51
1.72,1.79,1.83,1.70
1.76,1.93,2.00,1.71
1.99,1.94,1.99,1.84
1.98,1.93,2.00,1.76
1.93,1.85,1.93,1.81
1.81,1.87,1.94,1.81
1.85,1.89,1.92,1.74
1.85,1.80,1.85,1.77
1.94,1.84,1.94,1.84
1.82,1.75,1.84,1.75
1.75,1.68,1.75,1.61
1.73,1.60,1.77,1.58
1.60,1.57,1.74,1.55
1.57,1.57,1.68,1.57
1.57,1.51,1.60,1.51
1.51,1.36,1.58,1.31
1.36,1.34,1.49,1.27
1.33,1.37,1.44,1.33
1.44,1.32,1.45,1.22
1.36,1.43,1.44,1.36
1.44,1.44,1.45,1.40
1.43,1.46,1.48,1.42
1.63,1.65,1.74,1.50
1.70,1.64,1.76,1.62
1.64,1.72,1.74,1.64
1.76,1.72,1.76,1.67
1.76,1.79,1.79,1.74
1.79,1.77,1.82,1.75
1.78,1.69,1.79,1.65
1.74,1.69,1.74,1.67
1.66,1.62,1.69,1.48
1.59,1.57,1.60,1.57
1.60,1.49,1.67,1.48
1.50,1.56,1.56,1.50
1.60,1.50,1.61,1.45
1.67,1.56,1.69,1.56
1.54,1.47,1.59,1.35
1.46,1.46,1.51,1.41
1.46,1.46,1.46,1.40
1.45,1.47,1.49,1.45
1.51,1.50,1.51,1.48
1.50,1.55,1.60,1.50
1.57,1.53,1.58,1.50
1.50,1.52,1.53,1.48
1.51,1.70,1.73,1.51
1.61,1.76,1.82,1.58
1.80,1.78,1.80,1.78
1.81,1.72,1.82,1.72
1.76,1.68,1.78,1.63
1.68,1.71,1.72,1.67
1.71,1.70,1.75,1.70
1.69,1.66,1.71,1.65
1.68,1.66,1.70,1.61
1.63,1.59,1.65,1.53
1.60,1.62,1.63,1.60
1.62,1.68,1.70,1.60
1.66,1.60,1.70,1.60
1.56,1.70,1.73,1.56
1.72,1.54,1.72,1.53
1.65,1.76,1.76,1.61
1.75,1.70,1.75,1.65
1.66,1.69,1.76,1.66
1.71,1.69,1.72,1.67
1.71,1.77,1.85,1.71
1.79,1.81,1.83,1.75
1.78,1.80,1.81,1.76
1.99,1.96,2.25,1.88
1.96,1.85,2.04,1.85
1.85,1.83,1.85,1.81
1.82,1.79,1.90,1.78
1.79,1.78,1.88,1.75
1.78,1.85,1.86,1.78
1.83,1.87,1.88,1.83
1.89,1.80,1.89,1.80
1.85,1.80,1.85,1.78
1.80,1.83,1.84,1.80
1.82,1.76,1.85,1.62
1.75,1.76,1.78,1.75
1.78,1.75,1.82,1.73
1.80,1.73,1.81,1.73
1.75,1.78,1.81,1.73
1.78,1.78,1.80,1.78
1.78,1.80,1.80,1.76
1.77,1.80,1.83,1.76
1.81,1.78,1.81,1.76
1.78,1.71,1.78,1.68
1.70,1.69,1.73,1.63
1.70,1.55,1.70,1.47
1.54,1.51,1.56,1.51
1.51,1.49,1.51,1.37
1.47,1.64,1.65,1.47
1.61,1.62,1.74,1.58
1.65,1.72,1.74,1.61
1.70,1.68,1.72,1.66
1.73,1.71,1.77,1.70
1.74,1.71,1.76,1.71
1.78,1.70,1.78,1.65
1.70,1.61,1.70,1.58
1.60,1.60,1.66,1.58
1.71,1.53,1.71,1.52
1.54,1.51,1.67,1.51
1.52,1.52,1.55,1.51
1.53,1.55,1.58,1.49
1.57,1.57,1.57,1.49
1.57,1.54,1.58,1.50
1.53,1.56,1.57,1.49
1.54,1.58,1.58,1.53
1.57,1.61,1.67,1.57
1.60,1.56,1.67,1.50
1.56,1.55,1.62,1.55
1.56,1.60,1.61,1.56
1.57,1.59,1.60,1.57
1.61,1.60,1.61,1.55
1.57,1.67,1.75,1.57
1.68,1.58,1.69,1.52
1.65,1.64,1.68,1.60
1.62,1.63,1.63,1.58
1.63,1.57,1.64,1.54
1.56,1.56,1.64,1.53
1.53,1.57,1.64,1.53
1.59,1.60,1.62,1.55
1.60,1.57,1.62,1.56
1.63,1.55,1.75,1.55
1.57,1.59,1.62,1.56
1.57,1.54,1.62,1.54
1.59,1.57,1.59,1.55
1.54,1.57,1.57,1.53
1.55,1.56,1.60,1.53
1.55,1.56,1.58,1.53
1.59,1.56,1.62,1.53
1.59,1.61,1.62,1.55
1.62,1.63,1.75,1.60
1.63,1.67,1.68,1.57
1.65,1.60,1.65,1.59
1.59,1.58,1.60,1.56
1.59,1.55,1.59,1.54
1.54,1.57,1.60,1.54
1.54,1.58,1.60,1.54
1.57,1.56,1.61,1.55
1.55,1.58,1.58,1.55
1.60,1.59,1.64,1.59
1.59,1.63,1.64,1.56
1.67,1.67,1.70,1.62
1.70,1.66,1.75,1.62
1.75,1.61,1.75,1.60
1.60,1.57,1.63,1.57
1.58,1.58,1.61,1.58
1.57,1.60,1.67,1.57
1.62,1.57,1.62,1.57
1.60,1.64,1.65,1.58
1.65,1.62,1.65,1.62
1.62,1.60,1.62,1.59
1.58,1.61,1.65,1.57
1.64,1.59,1.64,1.58
1.61,1.59,1.64,1.59
1.60,1.60,1.63,1.60
1.59,1.62,1.87,1.59
1.62,1.66,1.70,1.62
1.64,1.70,1.72,1.64
1.73,1.73,1.74,1.70
1.70,1.70,1.80,1.68
1.83,1.75,1.83,1.70
1.77,1.73,1.77,1.70
1.72,1.69,1.73,1.69
1.72,1.74,1.74,1.71
1.73,1.74,1.74,1.69
1.72,1.72,1.72,1.69
1.72,1.73,1.73,1.69
1.71,1.72,1.73,1.71
1.73,1.74,1.75,1.70
1.71,1.79,1.79,1.71
1.75,1.75,1.76,1.72
1.77,1.77,1.78,1.73
1.75,1.73,1.78,1.70
1.70,1.74,1.78,1.70
1.73,1.74,1.75,1.73
1.71,1.70,1.71,1.65
1.69,1.68,1.74,1.66
1.69,1.65,1.71,1.62
1.64,1.65,1.67,1.62
1.66,1.67,1.67,1.63
1.66,1.65,1.70,1.63
1.65,1.64,1.66,1.63
1.64,1.62,1.64,1.59
1.59,1.50,1.59,1.45
1.50,1.56,1.56,1.50
1.61,1.59,1.70,1.54
1.59,1.53,1.59,1.51
1.56,1.72,1.74,1.53
1.71,1.63,1.71,1.62
1.63,1.59,1.68,1.59
1.57,1.57,1.58,1.55
1.60,1.65,1.65,1.54
1.64,1.58,1.64,1.55
1.54,1.56,1.60,1.53
1.53,1.53,1.55,1.52
1.56,1.54,1.56,1.53
1.53,1.55,1.55,1.53
1.54,1.50,1.54,1.49
1.50,1.50,1.51,1.49
1.51,1.52,1.55,1.48
1.51,1.49,1.55,1.47
1.48,1.46,1.51,1.46
1.46,1.44,1.48,1.44
1.44,1.38,1.44,1.38
1.37,1.40,1.40,1.37
1.39,1.44,1.44,1.31
1.42,1.39,1.43,1.38
1.38,1.41,1.43,1.38
1.37,1.38,1.40,1.36
1.37,1.39,1.39,1.36
1.36,1.40,1.40,1.36
1.38,1.41,1.48,1.37
1.42,1.38,1.42,1.38
1.36,1.41,1.41,1.36
1.40,1.38,1.44,1.38
1.39,1.44,1.45,1.38
1.45,1.44,1.45,1.37
1.43,1.39,1.45,1.37
1.38,1.38,1.40,1.36
1.40,1.38,1.42,1.38
1.45,1.38,1.45,1.38
1.39,1.41,1.41,1.39
1.42,1.37,1.43,1.37
1.41,1.37,1.41,1.36
1.36,1.37,1.38,1.35
1.52,1.37,1.54,1.33
1.38,1.36,1.38,1.31
1.38,1.37,1.45,1.32
1.40,1.37,1.45,1.37
1.40,1.35,1.40,1.35
1.50,1.31,1.50,1.31
1.37,1.32,1.47,1.31
1.39,1.31,1.39,1.31
1.31,1.28,1.32,1.28
1.28,1.22,1.41,1.19
1.26,1.23,1.35,1.20
1.28,1.20,1.28,1.20
1.23,1.16,1.23,1.11
1.15,1.10,1.18,1.10
1.25,1.16,1.28,1.12
1.21,1.16,1.23,1.16
