TSRI,TSR,NASDAQ
2.04,2.08,2.08,2.04
2.09,2.10,2.10,2.09
2.10,2.10,2.10,2.10
2.06,2.13,2.13,2.06
2.15,2.11,2.15,2.11
2.11,2.11,2.11,2.11
2.13,2.13,2.15,2.13
2.11,2.05,2.11,2.05
2.07,2.04,2.07,2.04
2.03,2.04,2.04,2.03
2.05,2.06,2.06,2.04
2.10,2.11,2.13,2.10
2.10,2.06,2.10,1.95
2.06,2.06,2.06,2.06
2.08,2.10,2.12,2.08
2.13,2.18,2.18,2.13
2.18,2.15,2.25,2.12
2.15,2.15,2.15,2.15
2.16,2.23,2.29,2.10
2.20,2.12,2.20,2.12
2.12,2.19,2.31,2.12
2.16,2.27,2.32,2.16
2.20,2.20,2.20,2.20
2.20,2.20,2.20,2.20
2.19,2.29,2.29,2.12
2.30,2.15,2.30,2.15
2.15,2.15,2.15,2.15
2.24,2.20,2.24,2.20
2.21,2.25,2.25,2.20
2.20,2.20,2.28,2.18
2.20,2.20,2.20,2.20
2.17,2.32,2.37,2.17
2.42,2.34,2.42,2.21
2.28,2.28,2.28,2.28
2.28,2.22,2.28,2.22
2.23,2.25,2.26,2.23
2.25,2.25,2.25,2.25
2.26,2.16,2.27,2.16
2.18,2.15,2.18,2.15
2.15,2.15,2.15,2.15
2.15,2.25,2.27,2.15
2.30,2.30,2.30,2.30
2.20,2.19,2.20,2.19
2.20,2.14,2.20,2.14
2.16,2.16,2.16,2.16
2.11,2.21,2.33,2.10
2.30,2.32,2.43,2.30
2.32,2.22,2.39,2.20
2.21,2.21,2.39,2.21
2.25,2.21,2.25,2.21
2.20,2.33,2.33,2.20
2.32,2.21,2.32,2.21
2.25,2.39,2.39,2.21
2.37,2.22,2.37,2.22
2.38,2.21,2.38,2.21
2.21,2.21,2.21,2.21
2.25,2.25,2.25,2.25
2.30,2.33,2.33,2.30
2.20,2.20,2.25,2.20
2.35,2.31,2.35,2.31
2.28,2.33,2.33,2.28
2.30,2.25,2.30,2.25
2.30,2.30,2.30,2.28
2.27,2.28,2.30,2.20
2.30,2.30,2.30,2.30
2.30,2.30,2.30,2.30
5.40,6.60,12.41,4.03
7.62,6.40,8.58,6.06
6.36,5.50,6.90,4.52
6.00,5.51,6.00,5.39
5.38,5.25,5.80,5.18
5.06,5.08,5.29,5.01
5.06,4.92,5.14,4.84
5.00,4.83,5.00,4.68
4.71,5.02,5.19,4.71
4.92,4.87,5.10,4.83
4.85,4.80,4.85,4.73
4.74,4.90,4.90,4.73
4.78,4.71,4.86,4.71
4.78,4.88,4.94,4.78
4.80,4.80,4.82,4.69
4.99,4.78,5.09,4.76
4.85,4.75,4.85,4.69
4.71,4.68,4.75,4.61
4.69,4.85,4.85,4.63
4.97,4.90,4.97,4.80
4.63,4.79,4.95,4.63
4.66,4.67,4.67,4.66
4.81,4.71,4.90,4.71
4.94,4.84,4.94,4.81
4.85,4.82,4.85,4.69
4.83,4.79,4.83,4.72
4.82,4.88,4.88,4.82
4.80,4.67,4.80,4.65
4.77,5.28,5.29,4.77
5.29,5.13,5.29,5.11
5.04,4.95,5.04,4.95
4.99,5.07,5.13,4.99
5.00,5.00,5.00,5.00
4.93,4.90,5.11,4.83
4.90,4.91,4.91,4.90
4.82,5.01,5.03,4.82
4.86,5.05,5.15,4.85
4.85,5.15,5.15,4.85
5.14,4.99,5.14,4.95
4.88,4.88,5.08,4.86
4.88,4.88,4.88,4.88
5.02,4.99,5.02,4.98
4.91,4.95,5.14,4.88
5.12,5.10,5.15,5.10
5.08,5.01,5.08,5.01
4.89,4.94,5.06,4.89
5.07,5.05,5.07,5.05
5.08,4.86,5.08,4.86
4.90,4.87,5.04,4.87
4.90,4.90,4.90,4.90
4.90,4.90,4.90,4.90
5.00,4.90,5.00,4.90
4.91,4.99,5.03,4.91
4.92,4.92,4.92,4.91
4.92,5.04,5.04,4.92
4.93,4.93,4.93,4.93
4.93,4.87,5.03,4.86
4.94,4.85,4.94,4.85
4.88,5.01,5.01,4.76
4.88,5.03,5.03,4.76
5.03,4.80,5.03,4.80
4.87,4.95,5.00,4.84
4.90,4.87,4.90,4.80
4.89,4.90,5.00,4.89
4.90,4.90,4.90,4.90
4.90,4.90,4.90,4.90
4.82,4.90,4.98,4.82
4.96,4.96,4.96,4.96
4.98,4.91,4.98,4.91
4.90,4.90,4.92,4.90
4.90,4.90,4.90,4.90
4.90,4.90,4.90,4.90
4.82,4.87,4.88,4.82
4.87,4.87,4.87,4.87
4.88,4.87,4.88,4.87
4.87,4.87,4.87,4.87
4.87,4.87,4.87,4.87
4.87,4.87,5.01,4.87
4.87,4.87,4.87,4.87
4.87,4.87,4.87,4.87
4.87,4.83,4.87,4.83
4.86,4.77,4.86,4.77
4.86,5.10,5.10,4.85
5.10,5.10,5.10,5.10
5.10,5.10,5.10,5.10
4.87,4.99,4.99,4.87
5.09,5.05,5.10,4.99
5.13,5.13,5.13,5.13
5.13,5.13,5.13,5.13
5.05,5.05,5.05,5.05
5.10,5.05,5.10,5.05
5.05,5.05,5.05,5.05
5.03,5.05,5.05,5.03
5.05,5.00,5.06,5.00
5.00,5.00,5.00,5.00
5.03,5.03,5.06,5.03
5.05,5.05,5.06,5.03
5.05,5.13,5.13,5.05
5.13,5.13,5.13,5.13
5.13,5.13,5.13,5.13
5.12,5.01,5.12,5.01
5.01,5.00,5.03,5.00
5.05,5.05,5.05,5.05
5.05,4.89,5.05,4.89
5.02,5.02,5.02,5.02
5.12,4.91,5.12,4.91
4.93,4.92,4.93,4.85
4.92,4.92,4.92,4.92
4.82,4.76,4.82,4.76
5.12,5.09,5.13,5.08
4.85,4.85,4.85,4.84
4.84,4.93,4.93,4.84
5.00,5.00,5.09,5.00
4.84,4.87,4.92,4.84
4.92,4.85,4.94,4.80
4.85,4.85,4.85,4.85
4.75,4.75,4.77,4.75
4.74,4.73,4.74,4.73
4.75,4.75,4.75,4.75
4.75,4.75,4.75,4.75
4.75,4.75,4.75,4.75
4.75,4.75,4.75,4.75
4.75,4.75,4.75,4.75
4.75,4.75,4.75,4.75
4.75,4.80,4.80,4.70
4.85,4.85,4.85,4.85
4.85,4.85,4.85,4.85
4.85,4.85,4.85,4.85
4.84,4.84,4.84,4.84
4.76,4.75,4.76,4.72
4.75,4.75,4.75,4.75
4.73,4.70,4.80,4.70
4.70,4.70,4.70,4.70
4.70,4.70,4.70,4.70
4.72,4.75,4.75,4.70
4.75,4.75,4.75,4.75
4.70,4.70,4.70,4.70
4.70,4.69,4.70,4.68
4.71,4.78,4.78,4.56
4.79,4.79,4.79,4.79
4.79,4.79,4.79,4.79
4.62,4.62,4.63,4.62
4.65,4.62,4.65,4.61
4.62,4.65,4.65,4.62
4.75,4.70,4.75,4.67
4.70,4.70,4.70,4.70
4.71,4.71,4.72,4.71
4.71,4.72,4.72,4.62
4.71,4.75,4.75,4.71
4.72,4.77,4.80,4.72
4.80,4.80,4.80,4.78
4.94,4.95,4.95,4.94
4.95,4.95,4.95,4.95
4.63,4.65,4.65,4.63
4.67,4.63,4.67,4.62
4.77,4.72,4.78,4.72
4.66,4.65,4.66,4.65
4.65,4.65,4.65,4.65
4.71,4.71,4.71,4.71
4.74,4.72,4.74,4.72
4.72,4.73,4.73,4.72
4.72,4.72,4.72,4.72
4.72,4.72,4.72,4.72
4.75,4.65,4.75,4.61
4.53,4.70,4.78,4.53
4.83,4.63,4.85,4.61
4.63,4.74,4.88,4.63
4.80,4.84,4.84,4.66
4.96,4.96,4.96,4.96
4.96,4.96,4.96,4.96
4.96,4.96,4.96,4.96
4.66,4.53,4.70,4.53
4.54,4.65,4.66,4.54
4.55,4.50,4.55,4.50
4.50,4.50,4.50,4.50
4.40,4.20,4.40,4.20
4.25,4.25,4.25,4.25
4.40,4.35,4.40,4.31
4.40,4.40,4.40,4.40
4.40,4.40,4.40,4.40
4.43,4.48,4.49,4.43
4.41,4.31,4.41,4.31
4.31,4.31,4.31,4.31
4.26,4.28,4.29,4.26
4.48,4.48,4.48,4.48
4.35,4.35,4.35,4.35
4.35,4.35,4.35,4.35
4.35,4.35,4.35,4.35
4.32,4.40,4.44,4.32
4.48,4.50,4.50,4.48
4.96,4.31,4.96,4.31
4.31,4.31,4.31,4.31
4.31,4.31,4.31,4.31
4.34,4.50,4.50,4.34
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.47,4.40,4.48,4.34
4.40,4.40,4.40,4.40
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.29,4.28,4.29,4.28
4.28,4.28,4.28,4.28
4.32,4.19,4.33,4.15
4.19,4.19,4.19,4.19
4.20,4.15,4.20,4.15
4.15,4.15,4.15,4.15
4.15,4.15,4.15,4.15
4.15,4.15,4.15,4.15
4.15,4.24,4.24,4.15
4.15,4.15,4.15,4.15
4.11,4.10,4.11,4.10
4.10,4.00,4.10,3.90
3.98,4.00,4.00,3.98
4.00,4.00,4.00,4.00
4.00,3.99,4.00,3.91
4.00,4.00,4.00,4.00
4.11,4.11,4.11,4.11
4.11,4.11,4.11,4.11
4.11,4.11,4.11,4.11
4.11,4.11,4.11,4.11
4.15,4.17,4.17,4.15
4.17,4.17,4.17,4.17
4.17,4.17,4.17,4.17
4.17,4.17,4.17,4.17
4.20,4.18,4.20,4.17
4.18,4.18,4.18,4.17
4.11,4.20,4.20,4.11
4.00,4.00,4.00,4.00
4.02,4.01,4.07,4.01
4.01,4.01,4.01,4.01
4.01,4.01,4.01,4.01
4.01,4.01,4.01,4.01
4.05,4.05,4.05,4.05
4.05,4.05,4.05,4.05
4.05,4.05,4.05,4.05
4.05,4.06,4.06,4.03
4.03,4.03,4.03,4.03
4.03,4.03,4.03,4.03
4.04,4.04,4.04,4.03
3.99,4.06,4.06,3.99
4.06,4.05,4.06,4.05
4.10,3.92,4.10,3.92
4.00,4.00,4.00,3.99
4.00,4.00,4.00,4.00
3.95,3.95,3.95,3.95
3.90,3.85,3.90,3.85
3.85,3.84,3.85,3.83
3.85,3.85,3.85,3.85
4.00,3.88,4.01,3.88
3.88,3.88,3.88,3.88
4.00,4.28,4.28,3.90
4.03,4.00,4.05,4.00
4.04,4.00,4.06,4.00
4.26,4.26,4.26,4.26
4.00,4.05,4.05,4.00
4.00,4.00,4.00,4.00
4.01,4.06,4.06,4.01
4.01,4.01,4.01,4.01
4.00,4.00,4.06,4.00
4.00,4.00,4.00,3.96
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
3.99,4.05,4.14,3.91
4.16,4.01,4.16,4.01
4.00,4.00,4.00,4.00
4.15,4.02,4.15,4.02
4.06,4.00,4.06,4.00
4.00,4.00,4.06,4.00
4.00,4.16,4.17,4.00
4.16,4.15,4.16,4.15
4.15,4.15,4.15,4.15
4.15,4.15,4.15,4.15
4.07,4.09,4.17,4.07
4.07,4.07,4.07,4.07
4.06,4.20,4.20,4.06
4.25,4.40,4.40,4.25
4.40,4.40,4.58,4.40
4.52,4.51,4.52,4.50
4.49,4.50,4.50,4.49
4.44,4.44,4.44,4.44
4.47,4.40,4.47,4.39
4.47,4.45,4.49,4.42
4.45,4.45,4.45,4.45
4.19,4.48,4.48,4.19
4.14,4.13,4.14,4.11
4.47,4.47,4.47,4.47
4.47,4.47,4.47,4.47
4.49,4.49,4.49,4.49
4.49,4.50,4.50,4.49
4.18,4.16,4.18,4.16
4.49,4.48,4.49,4.47
4.48,4.48,4.48,4.48
4.20,4.18,4.20,4.18
4.46,4.45,4.47,4.45
4.35,4.35,4.35,4.34
4.35,4.32,4.41,4.32
4.32,4.32,4.32,4.32
4.32,4.32,4.32,4.32
4.35,4.35,4.35,4.35
4.21,4.21,4.21,4.21
4.19,4.19,4.19,4.19
4.29,4.31,4.52,4.26
4.31,4.31,4.31,4.31
4.52,4.97,4.97,4.52
4.93,4.37,4.93,4.34
4.48,4.66,4.66,4.48
4.66,4.66,4.66,4.66
4.38,4.80,4.80,4.31
4.39,4.41,4.41,4.33
4.41,4.41,4.41,4.41
4.41,4.41,4.41,4.41
4.34,4.34,4.34,4.34
4.34,4.34,4.34,4.34
4.35,4.41,4.41,4.35
4.41,4.41,4.41,4.41
4.35,4.65,4.65,4.35
4.65,4.65,4.65,4.65
4.35,4.43,4.43,4.35
4.43,4.43,4.43,4.43
4.43,4.43,4.43,4.43
4.43,4.43,4.43,4.43
4.43,4.43,4.43,4.43
4.36,4.36,4.36,4.36
4.49,4.50,4.50,4.49
4.37,4.36,4.37,4.36
4.50,4.41,4.50,4.41
4.50,4.41,4.50,4.41
4.49,4.50,4.50,4.49
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.48,4.48,4.48,4.48
4.48,4.48,4.48,4.48
4.45,4.50,4.52,4.45
4.45,4.65,4.65,4.45
4.65,4.65,4.65,4.65
4.65,4.65,4.65,4.65
4.44,4.44,4.48,4.36
4.43,4.43,4.43,4.43
4.43,4.43,4.43,4.43
4.37,4.40,4.40,4.37
4.40,4.40,4.40,4.40
4.40,4.40,4.40,4.40
4.40,4.40,4.40,4.40
4.40,4.40,4.40,4.40
4.40,4.40,4.40,4.40
4.46,4.47,4.48,4.46
4.47,4.47,4.47,4.47
4.47,4.47,4.47,4.47
4.36,4.36,4.36,4.36
4.35,4.36,4.36,4.35
4.36,4.36,4.36,4.36
4.36,4.36,4.36,4.36
4.36,4.37,4.37,4.36
4.37,4.37,4.37,4.37
4.37,4.37,4.37,4.37
4.37,4.37,4.37,4.37
4.37,4.37,4.37,4.37
4.40,4.40,4.40,4.40
4.41,4.41,4.41,4.41
4.41,4.41,4.41,4.41
4.41,4.42,4.42,4.41
4.41,4.41,4.44,4.41
4.40,4.45,4.45,4.40
4.45,4.45,4.45,4.45
4.40,4.35,4.41,4.35
4.33,4.25,4.33,4.25
4.25,4.25,4.27,4.25
4.20,4.20,4.21,4.20
4.19,4.19,4.19,4.19
4.19,4.19,4.19,4.19
4.24,4.24,4.24,4.24
4.24,4.24,4.24,4.24
4.21,4.17,4.21,4.17
4.15,3.96,4.15,3.96
3.99,4.00,4.00,3.99
4.00,4.00,4.00,4.00
4.02,4.03,4.03,4.02
4.03,4.03,4.03,4.03
4.03,4.03,4.03,4.03
4.18,3.92,4.20,3.92
3.92,3.92,3.92,3.92
3.91,3.91,3.91,3.91
3.92,3.92,3.92,3.92
3.92,3.92,3.92,3.92
3.91,3.91,3.91,3.91
3.91,3.91,3.91,3.91
4.10,4.10,4.10,4.10
4.17,4.08,4.17,4.08
4.08,4.08,4.08,4.08
4.15,4.26,4.26,4.15
4.24,4.24,4.24,4.24
4.24,4.24,4.24,4.24
4.19,4.20,4.20,4.19
4.20,4.15,4.20,4.15
4.20,4.19,4.20,4.19
4.19,4.15,4.20,4.15
4.16,4.16,4.16,4.15
4.15,3.96,4.20,3.95
3.96,3.96,3.96,3.96
3.97,3.97,3.97,3.97
3.94,3.94,3.94,3.94
3.94,3.94,3.94,3.94
4.10,4.10,4.10,4.10
4.00,4.00,4.00,4.00
3.99,3.92,3.99,3.92
3.93,3.93,3.93,3.93
4.00,3.91,4.00,3.91
3.95,4.20,4.20,3.95
4.02,4.00,4.02,4.00
3.93,3.91,3.93,3.91
3.91,3.90,3.93,3.87
3.90,3.90,3.90,3.90
3.89,3.89,3.89,3.89
3.89,3.89,3.89,3.89
3.89,3.89,3.89,3.89
3.81,3.81,3.81,3.81
3.83,3.84,3.84,3.83
3.84,3.84,3.84,3.84
3.75,3.71,3.75,3.71
3.73,3.73,3.73,3.73
3.70,3.70,3.70,3.70
3.72,3.70,3.75,3.70
3.72,3.95,3.96,3.72
3.95,3.95,3.95,3.95
3.85,3.89,3.89,3.85
3.89,3.89,3.89,3.89
3.90,3.88,3.90,3.88
3.88,3.88,3.88,3.88
3.93,3.88,4.01,3.88
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.79,3.76,3.87,3.76
3.76,3.76,3.76,3.76
3.72,3.72,3.72,3.72
3.72,3.72,3.72,3.72
3.89,3.89,3.89,3.89
3.88,3.88,3.88,3.88
3.88,3.88,3.88,3.88
3.88,3.88,3.88,3.88
3.87,3.84,3.87,3.83
3.81,3.75,3.85,3.75
3.73,3.89,3.92,3.72
3.77,3.76,3.77,3.76
3.77,3.77,3.77,3.75
3.77,3.77,3.77,3.77
3.77,3.75,3.77,3.75
3.75,3.75,3.75,3.75
3.78,3.90,3.93,3.78
3.93,3.80,3.95,3.80
3.86,3.90,3.90,3.86
3.90,3.90,3.90,3.90
3.95,3.86,3.95,3.86
3.82,3.85,3.88,3.78
3.85,3.86,3.95,3.85
3.82,3.95,3.95,3.82
3.87,3.90,3.95,3.76
3.75,3.85,3.91,3.75
3.82,3.90,3.90,3.82
3.87,3.90,3.90,3.79
3.88,3.88,3.88,3.88
3.78,3.78,3.89,3.75
3.90,3.95,3.95,3.86
3.93,3.93,3.93,3.93
3.77,3.75,3.77,3.75
3.90,3.90,3.90,3.90
3.85,3.76,3.85,3.76
3.82,3.95,3.95,3.82
3.93,3.95,3.95,3.93
4.50,4.83,4.99,4.30
5.20,5.10,5.20,4.86
5.14,5.07,5.14,5.02
5.24,5.31,5.39,5.17
5.39,5.34,5.40,5.21
5.34,5.27,5.35,5.21
5.39,5.28,5.39,5.21
5.33,5.23,5.69,5.22
5.45,4.25,5.45,4.07
4.07,4.41,4.56,4.07
4.49,5.02,5.14,4.49
5.11,5.06,5.11,4.81
4.99,5.05,5.20,4.99
5.03,5.00,5.05,4.72
4.99,4.83,4.99,4.83
4.94,4.90,4.94,4.86
4.83,4.89,4.90,4.70
4.89,4.84,4.89,4.84
4.80,4.91,4.98,4.74
4.90,4.81,4.90,4.81
4.82,4.82,4.90,4.82
4.80,4.90,4.91,4.74
4.85,4.75,4.87,4.75
4.76,4.88,4.90,4.76
4.88,4.88,4.88,4.88
4.85,4.90,4.95,4.85
4.95,5.05,5.10,4.92
5.05,5.05,5.30,4.93
5.14,5.08,5.20,4.55
5.20,5.17,5.29,4.85
3.40,3.70,3.85,3.32
3.83,3.59,3.83,3.09
3.48,3.45,3.48,3.33
3.34,3.29,3.34,3.12
3.34,3.11,3.37,3.11
3.24,3.15,3.25,3.12
3.14,3.25,3.25,3.14
3.24,3.13,3.24,3.13
3.13,3.13,3.15,3.13
3.13,3.11,3.13,3.10
3.12,3.04,3.14,3.01
3.01,2.84,3.01,2.77
2.81,2.81,2.81,2.81
2.85,2.84,2.85,2.80
2.82,2.88,2.90,2.82
2.86,2.91,2.92,2.86
2.97,2.92,2.98,2.92
2.92,2.92,2.92,2.92
2.92,2.92,2.92,2.92
2.93,3.02,3.10,2.93
3.10,3.15,3.16,3.09
3.15,3.12,3.15,3.12
3.12,3.12,3.15,3.12
3.15,3.13,3.15,3.11
3.13,3.23,3.23,3.13
3.23,3.20,3.23,3.13
3.17,3.19,3.23,3.17
3.22,3.38,3.38,3.22
3.24,3.23,3.24,3.23
3.27,3.30,3.34,3.26
3.30,3.30,3.30,3.30
3.33,3.31,3.33,3.31
3.31,3.32,3.32,3.31
3.32,3.32,3.32,3.32
3.34,3.34,3.34,3.34
3.34,3.32,3.34,3.32
3.32,3.30,3.32,3.20
3.31,3.35,3.36,3.30
3.12,3.35,3.35,3.12
3.35,3.22,3.35,3.19
3.15,3.25,3.29,3.14
3.22,3.23,3.23,3.22
3.23,3.29,3.29,3.23
3.29,3.29,3.29,3.29
3.29,3.35,3.35,3.29
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.29,3.34,3.35,3.29
3.30,3.35,3.35,3.30
3.35,3.35,3.35,3.35
3.35,3.35,3.35,3.35
3.30,3.29,3.34,3.29
3.29,3.29,3.29,3.29
3.29,3.34,3.34,3.29
3.35,3.29,3.35,3.29
3.29,3.25,3.33,3.10
3.23,3.24,3.25,3.23
3.25,3.25,3.25,3.25
3.26,3.31,3.33,3.25
3.25,3.25,3.25,3.25
3.26,3.25,3.27,3.25
3.27,3.26,3.27,3.25
3.25,3.31,3.31,3.25
3.25,3.28,3.28,3.25
3.32,3.25,3.32,3.25
3.26,3.18,3.26,3.17
3.29,3.29,3.29,3.29
3.17,3.28,3.31,3.17
3.28,3.28,3.28,3.28
3.20,3.27,3.27,3.20
3.26,3.22,3.27,3.22
3.22,3.22,3.23,3.22
3.27,3.23,3.35,3.22
3.34,3.38,3.38,3.34
3.40,3.71,3.82,3.40
3.38,3.40,3.48,3.38
3.47,3.47,3.47,3.47
3.52,3.53,3.80,3.46
3.53,3.91,3.98,3.53
3.91,3.91,3.91,3.91
4.00,3.75,4.00,3.75
3.75,3.75,3.75,3.75
3.74,3.70,3.75,3.39
3.40,3.34,3.40,3.34
3.34,3.61,3.98,3.34
3.61,3.61,3.61,3.61
3.61,3.61,3.61,3.61
3.61,3.61,3.61,3.61
3.50,3.33,3.50,3.33
3.33,3.34,3.34,3.33
3.37,3.38,3.38,3.37
3.38,3.38,3.38,3.38
3.39,3.39,3.39,3.39
3.39,3.39,3.39,3.39
3.39,3.39,3.39,3.39
3.39,3.39,3.39,3.39
3.36,3.36,3.36,3.36
3.36,3.36,3.36,3.36
3.36,3.36,3.36,3.36
3.36,3.36,3.36,3.36
3.33,3.46,3.46,3.33
3.33,3.22,3.33,3.22
3.22,3.22,3.22,3.22
3.08,3.08,3.08,3.08
3.47,3.41,3.49,3.41
3.07,3.07,3.07,3.07
3.45,3.37,3.47,3.37
3.37,3.37,3.37,3.37
3.27,3.18,3.27,3.11
3.16,3.21,3.21,3.16
3.25,3.25,3.25,3.25
3.25,3.20,3.25,3.16
3.20,3.20,3.20,3.20
3.16,3.16,3.17,3.16
3.16,3.16,3.16,3.16
3.08,3.06,3.10,3.06
3.07,3.07,3.07,3.07
3.10,3.10,3.10,3.10
3.06,3.07,3.07,3.06
3.06,3.06,3.06,3.06
3.03,3.03,3.03,3.03
3.03,3.03,3.03,3.03
3.04,3.20,3.20,3.04
3.03,3.03,3.03,3.03
3.03,3.03,3.03,3.03
3.03,3.03,3.03,3.03
3.03,3.03,3.03,3.03
3.00,3.20,3.20,3.00
3.20,3.20,3.20,3.19
3.20,3.20,3.20,3.20
3.00,3.02,3.02,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.18,3.18,3.18,3.18
3.01,3.02,3.02,3.01
3.02,3.02,3.02,3.02
3.02,3.02,3.02,3.02
3.00,3.00,3.00,3.00
