ATLC,Atlanticus Holdings Corporation - Common Stock,NASDAQ
3.62,3.83,3.86,3.62
3.66,3.64,3.79,3.60
3.64,3.60,3.73,3.60
3.60,3.53,3.65,3.53
3.51,3.67,3.82,3.51
3.68,3.79,3.79,3.55
3.77,3.76,3.77,3.67
3.84,3.58,3.88,3.55
3.55,3.51,3.67,3.50
3.58,3.51,3.59,3.51
3.71,3.52,3.71,3.50
3.56,3.64,3.65,3.52
3.56,3.56,3.62,3.56
3.60,3.54,3.71,3.53
3.53,3.51,3.53,3.50
3.67,3.53,3.71,3.50
3.53,3.53,3.69,3.50
3.53,3.52,3.55,3.50
3.52,3.50,3.58,3.50
3.49,3.51,3.59,3.49
3.50,3.70,3.70,3.50
N/A,N/A,N/A,N/A
3.70,3.62,3.70,3.53
3.62,3.84,3.87,3.62
3.80,3.82,4.01,3.64
3.86,3.63,3.87,3.63
3.54,3.64,3.64,3.54
3.65,3.74,3.95,3.55
3.70,3.63,3.86,3.63
3.73,3.76,3.92,3.58
3.64,3.79,3.79,3.62
3.62,3.62,3.62,3.62
3.79,3.67,3.80,3.56
3.66,3.55,3.85,3.51
3.59,3.50,3.67,3.50
3.53,3.63,3.83,3.53
3.57,3.83,3.86,3.57
3.63,3.85,3.97,3.63
3.76,3.71,3.80,3.71
3.70,3.84,3.98,3.70
3.67,3.85,3.95,3.67
3.60,3.85,3.94,3.60
3.85,3.64,3.85,3.62
3.67,3.82,3.82,3.67
3.82,3.84,3.88,3.80
3.81,3.85,3.90,3.80
3.82,3.61,3.85,3.52
3.55,3.61,3.76,3.54
3.56,3.70,3.70,3.56
3.69,3.68,3.70,3.66
3.66,3.67,3.68,3.66
3.66,3.69,3.69,3.66
3.57,3.59,3.72,3.57
3.64,3.54,3.79,3.54
3.66,3.54,3.69,3.54
3.59,3.69,3.69,3.59
3.54,3.54,3.69,3.54
3.59,3.68,3.90,3.59
3.75,3.81,3.85,3.75
3.87,3.66,3.87,3.61
N/A,N/A,N/A,N/A
3.68,3.66,3.90,3.65
3.72,3.71,3.90,3.71
N/A,N/A,N/A,N/A
3.72,3.80,3.85,3.59
3.70,3.60,3.81,3.60
3.62,3.62,3.77,3.56
3.55,3.56,3.72,3.55
3.72,3.60,3.72,3.60
3.67,3.64,3.74,3.64
3.65,3.65,3.65,3.60
3.58,3.69,3.70,3.58
3.72,3.66,3.73,3.57
3.68,3.68,3.68,3.68
3.55,3.55,3.55,3.54
3.55,3.59,3.75,3.55
3.65,3.52,3.65,3.52
3.54,3.64,3.65,3.50
3.62,3.55,3.62,3.52
3.53,3.38,3.53,3.31
3.35,3.37,3.47,3.32
3.37,3.40,3.40,3.35
3.36,3.44,3.44,3.35
3.40,3.47,3.49,3.40
3.40,3.37,3.40,3.36
3.40,3.47,3.48,3.40
3.49,3.48,3.50,3.48
3.50,3.36,3.50,3.35
3.35,3.36,3.36,3.35
3.37,3.36,3.37,3.36
3.36,3.54,3.54,3.36
3.45,3.61,3.61,3.45
N/A,N/A,N/A,N/A
3.53,3.52,3.62,3.52
3.42,3.49,3.50,3.42
3.45,3.36,3.45,3.35
3.38,3.35,3.48,3.35
3.25,3.40,3.40,3.25
3.35,3.47,3.48,3.35
3.49,3.38,3.49,3.38
3.35,3.35,3.40,3.33
3.38,3.31,3.41,3.25
3.30,3.46,3.46,3.30
3.49,3.43,3.49,3.30
3.30,3.33,3.42,3.15
3.21,3.48,3.49,3.19
3.50,3.54,3.57,3.33
3.60,3.60,3.60,3.60
3.60,3.60,3.65,3.54
3.41,3.42,3.65,3.41
3.52,3.64,3.64,3.52
3.62,3.64,3.64,3.48
3.61,3.54,3.64,3.50
3.46,3.75,3.75,3.33
3.70,3.68,3.70,3.68
3.73,3.53,3.84,3.50
3.41,3.64,3.79,3.41
3.64,3.54,3.64,3.54
3.58,3.51,3.72,3.50
3.50,3.50,3.66,3.50
3.51,3.63,3.68,3.50
3.48,3.51,3.60,3.48
3.59,3.51,3.59,3.51
3.53,3.54,3.65,3.53
3.55,3.64,3.72,3.53
N/A,N/A,N/A,N/A
3.51,3.51,3.69,3.51
3.50,3.50,3.63,3.50
3.46,3.62,3.63,3.46
3.56,3.52,3.68,3.50
3.50,3.51,3.62,3.50
3.59,3.59,3.59,3.59
3.55,3.50,3.59,3.50
3.54,3.59,3.59,3.54
3.56,3.59,3.59,3.50
3.54,3.55,3.59,3.50
3.51,3.59,3.59,3.50
3.52,3.36,3.59,3.28
3.30,3.32,3.35,3.27
3.25,3.29,3.29,3.25
3.26,3.26,3.26,3.26
3.25,3.38,3.39,3.24
3.34,3.32,3.34,3.31
N/A,N/A,N/A,N/A
3.32,3.29,3.32,3.24
3.26,3.24,3.26,3.21
3.20,3.33,3.33,3.20
3.22,3.22,3.22,3.22
3.22,3.12,3.22,3.09
3.16,3.19,3.19,3.05
N/A,N/A,N/A,N/A
3.15,3.20,3.20,3.15
3.10,2.96,3.15,2.96
3.13,3.00,3.13,3.00
3.06,3.13,3.13,2.90
3.11,2.92,3.11,2.85
2.95,2.95,2.95,2.95
2.91,2.89,2.94,2.50
2.85,2.85,2.85,2.85
2.83,2.61,2.85,2.53
2.70,2.72,2.82,2.61
2.81,2.82,2.82,2.81
2.66,2.86,2.87,2.62
2.84,2.64,2.85,2.64
2.79,2.79,2.81,2.74
2.73,2.82,2.84,2.66
2.81,2.81,2.81,2.81
2.65,2.65,2.65,2.65
2.60,2.60,2.64,2.60
2.64,2.75,2.75,2.61
2.63,2.64,2.72,2.63
N/A,N/A,N/A,N/A
2.64,2.64,2.64,2.64
2.75,2.69,2.77,2.64
2.63,2.56,2.63,2.55
2.50,2.50,2.50,2.50
2.47,2.45,2.50,2.37
2.59,2.33,2.59,2.33
2.35,2.39,2.51,2.34
2.45,2.56,2.57,2.45
2.58,2.60,2.60,2.50
2.60,2.64,2.76,2.45
2.69,2.65,2.74,2.58
2.44,2.71,2.73,2.44
2.45,2.47,2.52,2.43
2.50,2.47,2.59,2.47
2.45,2.49,2.59,2.43
2.45,2.37,2.50,2.37
2.52,2.47,2.53,2.35
2.57,2.56,2.59,2.42
2.52,2.27,2.59,2.27
2.35,2.11,2.41,1.92
2.15,2.02,2.26,2.02
1.99,1.96,2.08,1.96
1.98,2.00,2.08,1.98
2.11,2.05,2.17,2.05
2.12,2.45,2.54,2.12
2.44,2.43,2.44,2.33
2.47,2.44,2.50,2.20
2.51,2.44,2.54,2.31
2.53,2.53,2.53,2.53
2.27,2.49,2.49,2.05
2.16,2.37,2.48,2.16
2.45,2.28,2.48,2.22
2.33,2.24,2.33,2.24
2.44,2.41,2.46,2.41
2.37,2.32,2.50,2.31
2.46,2.40,2.46,2.38
2.41,2.58,2.58,2.41
2.50,2.45,2.50,2.45
N/A,N/A,N/A,N/A
2.49,2.50,2.50,2.49
2.48,2.40,2.50,2.30
2.45,2.37,2.45,2.37
2.50,2.39,2.50,2.39
2.30,2.31,2.40,2.30
2.45,2.40,2.45,2.39
N/A,N/A,N/A,N/A
2.30,2.37,2.41,2.30
2.47,2.55,2.60,2.47
2.41,2.77,2.88,2.35
2.54,2.95,3.00,2.54
2.70,3.17,3.38,2.70
3.26,2.95,3.26,2.76
2.94,3.24,3.24,2.94
3.07,2.95,3.20,2.95
2.82,2.78,2.83,2.60
2.79,2.63,2.79,2.63
2.70,2.73,2.86,2.70
2.87,2.87,2.87,2.87
2.81,3.01,3.01,2.63
3.12,2.96,3.12,2.92
2.98,2.95,3.01,2.81
2.95,2.95,2.95,2.95
2.99,2.99,2.99,2.99
3.00,2.90,3.00,2.90
2.77,2.82,2.85,2.77
2.77,2.70,2.83,2.70
N/A,N/A,N/A,N/A
2.60,2.60,2.74,2.60
2.74,2.78,2.80,2.72
2.77,2.84,2.84,2.77
2.75,2.84,2.85,2.66
N/A,N/A,N/A,N/A
2.79,2.66,2.79,2.66
2.66,2.76,2.76,2.66
2.68,2.82,2.90,2.68
2.78,2.73,2.83,2.66
2.66,2.75,2.88,2.66
2.66,2.69,2.69,2.66
2.71,2.90,2.90,2.71
2.89,2.73,2.89,2.66
2.70,2.89,2.91,2.70
2.75,2.96,2.96,2.69
2.85,2.97,2.97,2.85
2.86,3.00,3.00,2.86
2.91,2.91,2.91,2.91
2.73,2.90,2.98,2.73
N/A,N/A,N/A,N/A
2.73,2.80,3.00,2.73
2.69,2.87,2.87,2.69
2.90,2.84,2.90,2.80
N/A,N/A,N/A,N/A
2.75,2.74,2.88,2.73
2.83,2.71,2.85,2.70
2.82,2.71,3.00,2.71
2.68,2.68,2.68,2.68
2.76,2.74,2.76,2.66
N/A,N/A,N/A,N/A
2.69,2.66,2.69,2.66
2.70,2.96,2.96,2.66
2.75,2.69,2.75,2.69
2.69,2.75,2.75,2.66
2.70,2.75,2.75,2.66
2.73,2.75,2.75,2.68
2.70,2.75,2.75,2.67
2.66,2.74,2.74,2.66
2.74,2.74,2.75,2.68
2.75,2.73,2.75,2.66
2.76,2.66,2.77,2.65
2.69,2.66,2.72,2.66
2.65,2.66,2.71,2.65
2.65,2.65,2.65,2.65
2.65,2.65,2.72,2.65
2.74,2.74,2.80,2.65
2.67,2.72,2.74,2.65
2.75,2.75,2.75,2.66
2.75,2.75,2.75,2.62
2.75,2.75,2.75,2.60
2.70,2.70,2.70,2.62
2.65,2.68,2.70,2.60
2.68,2.66,2.75,2.66
N/A,N/A,N/A,N/A
2.71,2.75,2.75,2.66
2.69,2.76,2.76,2.68
2.69,2.69,2.69,2.69
2.68,2.78,2.78,2.67
2.80,2.79,2.80,2.69
2.69,2.80,2.80,2.68
2.74,2.70,2.80,2.70
2.68,2.67,2.80,2.67
N/A,N/A,N/A,N/A
2.80,2.80,2.80,2.80
2.80,2.80,2.80,2.80
2.78,2.78,2.78,2.70
2.79,2.79,2.79,2.79
2.75,2.69,2.80,2.69
2.69,2.58,2.70,2.58
2.56,2.61,2.69,2.56
2.55,2.50,2.72,2.50
2.45,2.42,2.46,2.37
2.42,2.32,2.44,2.27
2.28,2.16,2.28,2.12
2.05,2.14,2.14,2.00
2.11,2.11,2.11,2.11
N/A,N/A,N/A,N/A
2.01,2.12,2.12,1.99
2.02,2.10,2.10,2.02
2.10,2.10,2.10,2.10
2.07,2.10,2.17,2.07
N/A,N/A,N/A,N/A
2.10,2.00,2.10,2.00
N/A,N/A,N/A,N/A
1.98,1.80,1.98,1.80
1.67,1.92,2.04,1.67
2.02,2.01,2.03,2.00
2.01,1.92,2.01,1.92
2.02,1.74,2.02,1.74
1.74,1.64,1.74,1.64
1.52,1.54,1.73,1.52
1.30,1.26,1.45,1.20
1.40,1.33,1.41,1.15
1.25,1.27,1.48,1.25
1.26,1.31,1.45,1.26
1.58,1.53,1.58,1.38
1.57,1.47,1.62,1.46
1.40,1.48,1.67,1.40
1.48,1.43,1.53,1.36
1.37,1.46,1.48,1.37
1.33,1.44,1.44,1.31
1.42,1.34,1.46,1.32
1.32,1.39,1.40,1.32
1.26,1.25,1.40,1.25
1.27,1.38,1.40,1.27
1.29,1.30,1.37,1.29
N/A,N/A,N/A,N/A
1.26,1.38,1.38,1.25
1.37,1.37,1.37,1.33
1.37,1.26,1.37,1.26
1.25,1.26,1.38,1.17
1.32,1.18,1.40,1.18
1.20,1.20,1.20,1.20
1.20,1.15,1.37,1.15
1.18,1.36,1.39,1.18
1.28,1.51,1.70,1.28
1.66,1.69,1.70,1.44
1.57,1.69,1.69,1.57
1.75,1.90,1.97,1.75
2.00,2.31,2.87,2.00
2.45,2.60,2.80,2.45
2.54,2.40,2.55,2.40
2.56,2.60,2.79,2.55
2.69,2.55,2.70,2.51
2.55,2.50,2.61,2.50
2.44,2.46,2.70,2.44
2.70,2.70,2.70,2.70
2.70,2.70,2.70,2.60
2.67,2.60,2.72,2.60
2.60,2.77,2.80,2.60
2.82,2.62,2.85,2.59
2.75,2.30,2.75,2.01
2.18,1.75,2.47,1.67
1.64,1.99,2.16,1.64
1.97,2.10,2.31,1.97
2.11,2.28,2.30,2.03
2.24,2.45,2.45,2.24
2.20,2.26,2.52,2.20
2.26,2.27,2.48,2.23
2.29,2.47,2.50,2.26
2.35,2.38,2.45,2.22
2.35,2.22,2.42,2.20
2.39,2.47,2.57,2.29
2.40,2.49,2.50,2.33
2.51,2.50,2.57,2.09
2.50,2.47,2.51,2.36
2.39,2.44,2.69,2.27
2.31,2.36,2.70,2.31
N/A,N/A,N/A,N/A
2.45,2.60,2.68,2.45
2.71,2.65,2.73,2.65
2.34,2.47,2.72,2.34
2.41,2.37,2.49,2.37
2.50,2.31,2.53,2.21
2.26,2.40,2.40,2.26
2.49,2.44,2.50,2.44
2.43,2.48,2.48,2.42
2.34,2.41,2.54,2.34
N/A,N/A,N/A,N/A
2.34,2.51,2.52,2.34
2.45,2.57,2.57,2.41
2.58,2.53,2.59,2.30
2.53,2.60,2.60,2.53
2.60,2.64,2.64,2.38
2.67,2.56,2.67,2.56
2.42,2.58,2.58,2.42
N/A,N/A,N/A,N/A
2.54,2.52,2.56,2.52
2.57,2.56,2.70,2.56
2.56,2.65,2.65,2.56
2.58,2.59,2.63,2.58
2.70,2.66,2.70,2.66
2.70,2.71,2.71,2.66
2.70,2.92,2.92,2.65
2.86,3.00,3.03,2.86
3.03,3.02,3.03,2.92
3.10,3.10,3.10,3.10
3.04,2.81,3.05,2.81
2.93,2.91,2.93,2.91
3.00,2.98,3.00,2.98
3.07,2.92,3.07,2.80
2.98,2.96,2.98,2.96
2.96,2.88,2.96,2.88
2.79,2.90,2.90,2.79
2.98,2.99,3.00,2.98
3.00,3.00,3.00,3.00
2.85,2.75,3.00,2.73
2.99,2.99,2.99,2.78
3.00,2.81,3.00,2.77
2.85,2.85,2.85,2.85
2.86,2.81,2.88,2.80
2.82,2.85,2.85,2.82
2.75,2.75,2.75,2.71
N/A,N/A,N/A,N/A
2.87,2.77,2.88,2.71
2.73,2.79,2.79,2.73
2.58,2.64,2.69,2.56
2.46,2.41,2.79,1.85
2.31,2.33,2.64,2.03
2.42,2.46,2.46,2.42
2.21,2.30,2.30,2.20
2.27,2.16,2.29,2.16
2.14,2.19,2.29,2.13
1.99,2.25,2.25,1.99
2.17,2.17,2.17,2.17
2.21,2.21,2.21,2.21
2.29,2.08,2.30,2.05
2.29,2.09,2.29,2.09
2.28,2.27,2.28,2.27
2.30,2.17,2.30,2.14
2.16,2.19,2.29,2.16
2.29,2.23,2.29,2.21
2.29,2.18,2.29,2.18
2.29,2.29,2.29,2.20
2.18,2.16,2.29,2.16
2.16,2.10,2.25,2.00
2.08,2.20,2.20,2.08
2.07,2.07,2.20,1.91
2.11,2.03,2.21,1.93
2.17,2.03,2.18,2.01
2.13,2.03,2.14,2.03
2.11,2.05,2.11,2.05
2.05,2.05,2.05,2.04
1.96,2.05,2.12,1.95
2.02,2.05,2.30,1.94
2.14,2.29,2.29,2.09
2.11,2.34,2.34,2.11
2.35,2.45,2.45,2.20
2.45,2.57,2.75,2.33
2.37,2.84,2.88,2.37
2.56,2.60,2.60,2.56
2.60,2.90,3.00,2.60
3.00,2.96,3.00,2.42
2.75,2.59,2.75,2.54
2.53,2.70,2.97,2.50
2.69,2.71,2.88,2.63
2.88,2.67,2.88,2.67
2.90,2.88,2.97,2.64
2.89,2.89,2.89,2.63
2.81,2.97,2.99,2.81
2.82,2.66,2.82,2.66
2.65,2.72,2.75,2.53
2.64,2.51,2.68,2.51
2.63,2.69,2.86,2.56
2.51,2.60,2.77,2.51
2.61,2.62,2.75,2.53
2.49,2.49,2.55,2.48
2.42,2.42,2.42,2.42
2.40,2.78,2.81,2.40
2.77,2.61,2.77,2.39
2.76,2.69,2.76,2.66
2.63,2.50,2.63,2.38
2.60,2.58,2.60,2.58
2.38,2.56,2.59,2.38
2.41,2.59,2.59,2.41
2.57,2.46,2.57,2.40
2.51,2.88,2.89,2.51
2.85,2.95,3.07,2.85
3.04,3.11,3.24,3.04
3.20,3.66,4.76,3.20
3.58,3.86,4.39,3.58
3.90,3.74,4.33,3.67
3.82,3.54,4.10,3.40
3.47,3.68,3.99,3.47
3.89,3.71,3.94,3.71
3.87,3.22,3.95,3.22
3.15,3.05,3.38,3.05
3.00,3.01,3.40,3.00
3.03,3.23,3.24,3.03
3.18,3.24,3.24,3.07
3.20,3.39,3.62,3.20
3.27,3.42,3.49,3.25
3.32,3.53,3.58,3.32
3.61,3.69,3.80,3.60
3.69,3.77,3.80,3.46
3.71,3.84,3.86,3.48
3.77,3.94,3.95,3.60
3.91,3.84,3.92,3.75
3.97,3.88,4.02,3.75
3.76,4.01,4.01,3.60
3.84,3.96,3.96,3.74
4.02,3.94,4.02,3.86
3.94,4.02,4.09,3.90
4.07,3.92,4.09,3.79
4.07,3.92,4.07,3.91
3.86,3.88,3.93,3.60
3.85,3.94,3.98,3.63
3.72,3.74,3.88,3.70
3.81,3.94,4.08,3.81
4.03,3.98,4.09,3.75
3.87,3.97,3.98,3.87
4.00,3.92,4.02,3.91
4.00,4.00,4.05,3.80
4.01,3.90,4.01,3.84
4.01,3.90,4.01,3.89
3.90,3.91,3.95,3.50
3.79,3.83,3.98,3.71
3.83,3.94,3.94,3.61
3.98,3.96,3.98,3.77
3.96,3.87,3.97,3.87
3.94,3.99,3.99,3.93
4.00,4.00,4.00,3.95
3.96,4.00,4.00,3.85
3.91,3.92,3.97,3.84
3.92,3.98,3.99,3.92
3.94,3.97,3.97,3.94
3.93,3.96,4.00,3.92
3.95,3.93,4.00,3.93
3.92,3.92,3.98,3.92
3.94,3.90,3.97,3.89
3.85,3.77,3.86,3.73
3.75,3.69,3.79,3.65
3.85,3.86,3.86,3.65
3.96,3.94,3.96,3.88
3.97,3.82,3.97,3.82
3.95,3.99,3.99,3.80
3.92,3.97,3.99,3.85
3.97,3.91,3.98,3.83
3.90,3.85,3.99,3.85
3.83,3.93,3.95,3.75
3.86,3.85,3.93,3.77
3.92,3.90,3.93,3.78
3.79,3.79,3.79,3.79
3.79,3.83,3.83,3.74
3.80,3.76,3.84,3.74
3.75,3.73,3.75,3.70
3.73,3.73,3.73,3.73
3.76,3.81,3.81,3.76
3.75,3.65,3.84,3.65
3.65,3.74,3.74,3.64
3.64,3.70,3.73,3.63
3.84,3.82,3.84,3.63
3.73,3.74,3.74,3.73
3.71,3.65,3.71,3.65
3.64,3.40,3.80,3.39
3.60,3.43,3.60,3.42
3.53,3.72,3.73,3.42
3.48,3.50,3.51,3.33
3.31,3.43,3.43,3.30
3.53,3.40,3.53,3.36
3.58,3.64,3.64,3.58
3.41,3.42,3.48,3.40
3.40,3.40,3.40,3.40
3.42,3.41,3.66,3.40
3.41,3.42,3.42,3.41
3.42,3.41,3.42,3.41
3.40,3.40,3.40,3.40
3.40,3.64,3.64,3.40
3.43,3.43,3.43,3.43
3.43,3.43,3.43,3.43
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.39,3.36,3.39,3.36
3.37,3.37,3.37,3.37
3.37,3.30,3.48,3.30
3.22,3.25,3.38,3.21
3.22,3.10,3.34,3.10
3.10,3.02,3.10,2.81
2.98,3.02,3.17,2.93
3.15,3.14,3.19,3.14
3.20,3.20,3.20,3.20
3.10,3.10,3.10,3.10
3.10,3.10,3.10,3.10
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.15,3.13,3.15,3.11
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.09,3.09,3.09,3.09
N/A,N/A,N/A,N/A
3.08,3.09,3.10,3.05
3.09,3.08,3.18,3.08
3.18,3.18,3.18,3.18
3.15,3.15,3.15,3.08
3.15,3.14,3.15,3.06
3.15,3.08,3.15,3.08
3.15,3.15,3.15,3.06
3.20,3.19,3.20,3.19
3.05,3.18,3.20,3.05
3.05,3.20,3.20,3.05
3.05,3.13,3.13,3.05
3.13,3.06,3.15,3.05
3.15,3.15,3.15,3.08
3.06,2.96,3.06,2.58
2.95,2.99,3.00,2.86
2.98,3.00,3.00,2.92
2.86,2.97,3.00,2.86
2.94,2.88,2.97,2.88
2.87,2.90,2.95,2.87
2.96,3.17,3.19,2.80
3.08,3.05,3.11,3.00
2.82,2.96,3.00,2.80
2.95,2.95,2.95,2.95
2.90,2.98,3.00,2.89
2.98,3.01,3.04,2.98
2.90,3.02,3.02,2.85
2.85,3.00,3.00,2.85
2.90,3.00,3.18,2.90
3.01,3.18,3.18,3.00
3.20,3.20,3.20,3.15
3.17,3.20,3.20,3.17
3.08,3.10,3.20,2.97
3.19,3.20,3.20,3.04
3.09,3.48,3.60,3.04
3.15,3.38,3.38,3.15
3.27,3.27,3.27,3.27
3.15,3.40,3.40,3.15
3.30,3.26,3.35,3.24
3.20,3.20,3.30,3.17
3.16,3.18,3.18,3.16
3.05,3.12,3.22,3.05
3.08,3.10,3.10,3.05
3.04,3.04,3.04,3.04
3.07,3.07,3.07,3.07
N/A,N/A,N/A,N/A
3.13,3.02,3.16,3.01
3.09,3.10,3.18,3.09
N/A,N/A,N/A,N/A
3.10,3.01,3.10,3.01
3.04,3.04,3.10,3.04
2.99,3.05,3.05,2.71
2.75,3.04,3.09,2.75
3.01,3.00,3.01,3.00
3.00,3.10,3.10,2.94
N/A,N/A,N/A,N/A
3.01,3.01,3.01,3.01
N/A,N/A,N/A,N/A
3.03,3.01,3.03,3.01
3.01,3.01,3.01,3.01
2.91,3.04,3.07,2.91
3.07,3.01,3.07,3.01
2.99,2.90,2.99,2.90
2.89,3.01,3.01,2.89
2.85,3.02,3.02,2.82
3.01,3.01,3.01,3.01
3.01,3.01,3.01,3.01
3.09,3.09,3.09,3.09
3.01,3.01,3.04,3.01
3.09,3.09,3.09,3.09
3.10,3.10,3.10,3.10
3.02,3.02,3.02,3.02
3.06,3.06,3.06,3.06
3.10,2.99,3.10,2.99
3.03,3.00,3.08,3.00
3.01,3.01,3.10,3.01
3.09,3.09,3.09,3.09
3.01,3.09,3.09,3.01
N/A,N/A,N/A,N/A
3.10,3.05,3.10,3.01
3.04,3.10,3.10,3.04
3.14,3.14,3.14,3.14
3.15,3.15,3.15,3.15
3.14,3.15,3.15,3.14
3.15,3.15,3.15,3.15
3.15,3.16,3.16,3.15
3.20,3.20,3.20,3.20
3.04,3.04,3.04,3.04
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.15,3.15,3.23,3.15
N/A,N/A,N/A,N/A
3.05,3.00,3.05,3.00
3.03,3.16,3.16,3.03
3.15,3.15,3.21,3.15
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.18,3.18,3.18,3.18
3.23,3.23,3.23,3.20
3.15,3.16,3.16,3.15
3.15,3.15,3.15,3.15
3.10,3.10,3.10,3.10
3.22,3.11,3.22,3.10
3.23,3.11,3.23,3.11
3.17,3.10,3.19,3.10
3.16,3.11,3.16,3.10
3.16,3.01,3.16,3.01
3.12,3.03,3.12,3.03
3.12,3.12,3.15,3.12
3.18,3.02,3.19,3.02
3.11,3.00,3.11,3.00
3.02,3.00,3.02,3.00
3.02,3.01,3.02,2.99
2.78,2.99,3.01,2.77
2.98,3.01,3.01,2.98
3.01,3.00,3.01,2.99
2.99,3.00,3.01,2.99
3.00,3.02,3.02,3.00
3.01,3.00,3.01,3.00
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.01,3.00,3.02,3.00
N/A,N/A,N/A,N/A
3.01,3.11,3.19,3.00
3.15,3.10,3.20,3.10
3.03,3.04,3.04,3.00
3.05,3.18,3.18,3.00
3.11,3.12,3.18,3.11
3.12,3.10,3.12,3.10
3.10,3.00,3.19,2.99
3.04,2.83,3.04,2.83
2.94,2.73,2.94,2.59
2.90,2.81,2.90,2.81
2.94,2.94,2.94,2.94
2.95,3.04,3.08,2.95
3.20,3.13,3.21,3.13
3.24,3.14,3.24,3.14
3.06,3.01,3.29,3.01
3.02,2.79,3.11,2.75
2.89,2.87,3.08,2.80
2.83,2.68,2.88,2.67
2.66,2.65,2.88,2.64
2.67,2.66,2.86,2.65
2.73,2.65,2.86,2.64
2.64,2.64,2.75,2.64
2.66,2.77,3.12,2.62
2.96,2.79,3.02,2.74
2.83,3.02,3.07,2.81
3.01,3.05,3.06,2.95
3.10,2.98,3.10,2.96
3.07,3.06,3.07,3.00
3.06,3.08,3.21,2.87
3.01,3.04,3.05,2.82
3.02,3.00,3.08,3.00
3.00,2.96,3.04,2.86
3.02,2.91,3.09,2.85
2.96,2.83,3.07,2.80
2.92,2.72,2.94,2.67
2.83,2.85,2.87,2.75
2.88,2.76,2.91,2.76
2.88,2.86,2.89,2.80
2.91,2.78,2.91,2.71
2.84,2.91,2.91,2.79
2.90,2.79,2.93,2.78
2.90,2.80,2.90,2.77
2.87,2.92,2.92,2.79
2.90,2.90,2.92,2.85
2.91,2.90,2.91,2.90
N/A,N/A,N/A,N/A
2.85,2.91,2.91,2.85
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.90,2.91,2.91,2.90
2.88,2.86,2.88,2.86
2.91,2.99,2.99,2.90
2.92,2.99,2.99,2.90
3.01,2.99,3.01,2.99
2.95,2.99,2.99,2.95
2.95,2.95,2.95,2.95
3.00,2.94,3.01,2.94
2.96,2.92,3.00,2.91
2.91,2.91,3.01,2.90
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
2.97,2.95,2.97,2.95
2.98,2.95,2.98,2.95
2.95,2.95,2.95,2.95
2.95,2.95,2.95,2.95
3.01,2.90,3.01,2.90
2.90,2.90,2.95,2.90
2.94,2.90,3.00,2.75
2.86,2.78,2.89,2.75
2.79,3.00,3.00,2.79
3.00,2.89,3.00,2.89
N/A,N/A,N/A,N/A
2.96,3.01,3.01,2.96
3.18,3.15,3.18,3.15
3.13,3.13,3.13,3.13
N/A,N/A,N/A,N/A
3.04,3.04,3.04,3.04
3.03,3.08,3.08,3.02
3.09,3.04,3.09,3.03
3.12,3.08,3.14,3.08
3.04,3.04,3.04,3.04
3.03,3.03,3.05,3.02
3.02,3.02,3.02,3.02
3.03,3.02,3.03,3.02
3.02,3.02,3.02,3.02
3.05,3.08,3.08,3.05
3.02,3.12,3.12,3.02
3.02,3.02,3.02,3.02
3.02,3.04,3.04,3.02
N/A,N/A,N/A,N/A
3.02,3.11,3.11,3.02
3.04,3.02,3.04,3.02
3.03,3.07,3.07,3.03
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.01,2.97,3.02,2.97
3.01,3.01,3.06,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.03,3.00
3.00,3.00,3.01,2.97
3.00,3.00,3.00,3.00
3.07,3.07,3.07,3.07
3.07,3.13,3.13,3.07
3.14,3.15,3.15,3.14
N/A,N/A,N/A,N/A
3.08,3.21,3.22,3.08
3.19,3.19,3.19,3.19
3.02,3.25,3.25,3.02
3.13,3.25,3.25,3.12
3.02,3.15,3.15,3.02
3.15,3.15,3.15,3.15
N/A,N/A,N/A,N/A
3.24,3.29,3.29,3.24
3.51,3.50,3.54,3.48
3.54,3.49,3.54,3.23
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.33,3.33,3.33,3.33
N/A,N/A,N/A,N/A
3.20,3.21,3.31,3.20
3.21,3.21,3.21,3.21
N/A,N/A,N/A,N/A
3.06,3.06,3.06,3.06
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.03,3.19,3.19,3.02
3.03,3.02,3.03,3.02
3.05,3.05,3.05,3.05
3.02,3.11,3.11,3.02
3.02,3.02,3.02,3.02
3.09,3.03,3.09,3.02
3.03,3.03,3.03,3.03
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.00,2.99,3.00,2.99
2.99,2.99,2.99,2.99
